GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREIMCM,G16PREGSTE,G16PREOWRI
51047000703,51,047,000703,310.82,677.41,32.08,3.23,8.3,3.44
51047000704,51,047,000704,127.57,372.88,4.7,6.04,4.08,0.16
51049000101,51,049,000101,422.42,607.29,25.84,2.98,6.96,5.96
51049000201,51,049,000201,318,687,22,9,7,7
51049000301,51,049,000301,542.22,369.83,12.96,7.95,3.97,2.97
51049000401,51,049,000401,390.06,634.16,17,8.58,1.41,3.2
51049000501,51,049,000501,404.14,456.01,20.04,5.13,5.11,3.04
51051000101,51,051,000101,294.14,1011.63,21.01,8.01,4,11.01
51051000201,51,051,000201,75.78,336.59,3.94,5.91,1.97,2.95
51051000202,51,051,000202,26.4,149.06,1.08,0.18,0.09,1.92
51051000203,51,051,000203,146.07,473.76,4.06,7.08,3.03,3.04
51051000301,51,051,000301,20.01,181.05,4,1,1,0
51051000302,51,051,000302,44.92,349.34,0.07,2.01,0.01,4
51051000303,51,051,000303,110.89,587.13,6.93,1.98,0.99,1.98
51051000401,51,051,000401,347.36,894.4,20.67,8.09,1.28,4.23
51051000501,51,051,000501,67.1,160.21,6.96,2.79,0.69,0.72
51051000502,51,051,000502,200.21,774.11,12.18,6.06,1.02,5
51053000101,51,053,000101,131,414,5,7,2,3
51053000102,51,053,000102,237.66,632.44,11.78,7.86,0.98,2.95
51053000103,51,053,000103,247.76,1055.38,20.29,12.06,0.02,4.04
51053000201,51,053,000201,417,342,10,2,1,0
51053000202,51,053,000202,691.77,1136.42,27.69,9.89,4.95,5.94
51053000301,51,053,000301,207,368,19,3,4,0
51053000302,51,053,000302,405.81,608.07,11.19,5.06,6.07,0.06
51053000303,51,053,000303,695,589,17,9,5,6
51053000401,51,053,000401,538,812,14,13,6,4
51053000402,51,053,000402,351.34,485.56,13.22,4.14,6.02,6.05
51053000403,51,053,000403,313,262,4,0,1,4
51053000501,51,053,000501,194.88,88.13,8.04,0.13,1.03,0.08
51053000502,51,053,000502,1345,665,35,6,8,6
51057000101,51,057,000101,599.65,561.31,25.56,8.85,5.9,6.88
51057000201,51,057,000201,820.67,449.48,17.07,1.03,4.02,40.46
51057000301,51,057,000301,516.92,923.27,37.53,6.99,5.96,3.05
51057000401,51,057,000401,608.59,732.5,33.27,8.23,2.24,3.3
51059000104,51,059,000104,1166.91,678.08,72.57,43.55,8,26.36
51059000105,51,059,000105,2387.33,1247.83,116.95,71.13,40.24,64.25
51059000106,51,059,000106,2234.09,648.92,67.43,23.45,43,15.64
51059000108,51,059,000108,1222,655,69,46,12,25
51059000109,51,059,000109,735,371,36,23,5,19
51059000110,51,059,000110,2127.68,949.33,75.54,46.26,36.77,31.14
51059000113,51,059,000113,2075,964,102,63,18,48
51059000114,51,059,000114,952.7,493.33,47.93,28.96,7.99,28.96
51059000115,51,059,000115,1059.41,570.65,67.66,38.86,11.27,21.92
51059000116,51,059,000116,1236,525,49,47,11,30
51059000117,51,059,000117,1331.3,750.67,68.07,45.04,12.01,35.04
51059000118,51,059,000118,2238,800,123,62,25,39
51059000119,51,059,000119,2079,1023,115,96,22,33
51059000120,51,059,000120,1273.48,925.49,69.41,49.98,19.44,50.9
51059000121,51,059,000121,1060.95,558.71,40.29,46.18,19.06,16.1
51059000123,51,059,000123,2073,1078,126,65,27,60
51059000125,51,059,000125,1492,780,69,36,13,44
51059000126,51,059,000126,1292,547,82,36,21,21
51059000127,51,059,000127,2336,1081,115,89,35,45
51059000128,51,059,000128,1242.45,581.51,42.97,36.6,24.45,43.25
51059000129,51,059,000129,932.93,436.35,40.21,25.1,11.55,11.96
51059000130,51,059,000130,1231,655,68,49,13,30
51059000131,51,059,000131,1636,834,90,54,26,28
51059000132,51,059,000132,2049,808,80,48,33,23
51059000133,51,059,000133,409,160,20,8,9,6
51059000134,51,059,000134,2551.03,482.63,176.31,46.29,49.25,25.61
51059000201,51,059,000201,1941.91,833.28,86.87,62.72,20.46,49.47
51059000202,51,059,000202,1554.38,920.86,82.52,68.44,13.63,58.14
51059000203,51,059,000203,2168.93,1146.37,79.8,43.19,28.29,33.7
51059000204,51,059,000204,522,155,18,17,7,9
51059000208,51,059,000208,1858.03,524.19,84.55,38.79,28.85,34.81
51059000209,51,059,000209,2032.14,525.24,79.67,50.22,35.45,29.24
51059000213,51,059,000213,1912.36,943.69,106.96,82.97,30.99,54.98
51059000214,51,059,000214,1535,740,72,65,21,44
51059000216,51,059,000216,893.57,374.56,39.85,29.89,8.97,15.94
51059000218,51,059,000218,1240,432,43,45,8,33
51059000219,51,059,000219,1824.18,816.75,99.85,57.49,11.41,42.56
51059000220,51,059,000220,2714.89,792.23,104.99,68.34,37.82,39.23
51059000221,51,059,000221,1246.17,541.1,47.89,24.61,7.19,30.85
51059000222,51,059,000222,1413,279,49,24,25,18
51059000223,51,059,000223,2207.48,679.99,114.66,79.76,27.92,35.89
51059000224,51,059,000224,2561.58,771.16,108.55,50.83,34.86,47.84
51059000225,51,059,000225,2300.71,556.21,101.85,50.93,35.95,37.95
51059000226,51,059,000226,1541.25,831.95,88.44,78.9,13.55,68.21
51059000227,51,059,000227,935.4,441.27,33.35,28.9,12.09,36.86
51059000229,51,059,000229,2531.92,1391.05,123.35,74.41,25.74,55.94
51059000233,51,059,000233,1587.42,886.18,68.02,35.01,20,55.01
51059000234,51,059,000234,1398.92,600.36,50.99,46.18,12.51,39.45
51059000235,51,059,000235,1744,569,63,37,23,18
51059000236,51,059,000236,727.75,324.18,37.12,23.09,9.03,20.07
51059000237,51,059,000237,1819.74,530.24,77.51,36.11,28.19,22.02
51059000238,51,059,000238,1496.83,805.74,95.44,31.21,26.15,41.18
51059000240,51,059,000240,999.04,651.84,45.95,31.49,4.25,31.49
51059000301,51,059,000301,1317.69,826.98,53.36,39.36,17.07,52.25
51059000302,51,059,000302,1181,584,50,48,5,37
51059000303,51,059,000303,592.55,277.06,22.42,16.01,4,29.63
51059000304,51,059,000304,1019.21,610.87,35.02,30.5,7.87,46.65
51059000305,51,059,000305,1113.97,468.8,38.54,45.25,11.23,35.13
51059000306,51,059,000306,889.97,702.69,44.63,11.59,7.15,42.85
51059000307,51,059,000307,1214,487,50,48,11,56
51059000309,51,059,000309,1322.15,739.73,67.17,39.96,16.15,40.81
51059000310,51,059,000310,990.14,405.7,35.71,55.32,13.19,32.64
51059000311,51,059,000311,850.67,534.91,24.9,28.89,5.98,40.84
51059000312,51,059,000312,979.3,444.84,36.18,67.42,9.87,32.89
51059000314,51,059,000314,752.97,431.97,32.77,31.28,14.15,21.6
51059000315,51,059,000315,1739,797,66,82,31,29
51059000316,51,059,000316,441.65,262.8,22.24,7.24,4.26,12.88
51059000317,51,059,000317,1523.66,649.71,77.05,48.02,20.48,39.17
51059000318,51,059,000318,699.73,341.41,36.07,28.49,11.32,14.98
51059000319,51,059,000319,2102,953,104,83,23,53
51059000320,51,059,000320,2424,825,111,60,23,33
51059000321,51,059,000321,2080.63,1148.14,120.8,116.81,24.96,51.92
51059000322,51,059,000322,1210.59,1141.47,65.03,43.01,20,70.03
51059000323,51,059,000323,1078.83,565.25,51.16,21.51,8.59,32.44
51059000324,51,059,000324,2040.57,732.57,102.47,53.15,47.44,29.66
51059000325,51,059,000325,1031.32,249.65,31.3,11.38,14.23,12.8
51059000327,51,059,000327,1895.84,1073.01,101.37,58.15,19.54,49.73
51059000328,51,059,000328,1607.85,1123.27,79.83,53.04,17.85,60.19
51059000329,51,059,000329,1307.58,995.96,57.61,27.94,13.1,41.91
51059000331,51,059,000331,1210.23,685.98,68.77,58.04,10,40.61
51059000332,51,059,000332,2486.59,687.28,80.41,44.35,39.52,38.87
51059000333,51,059,000333,693.67,359.22,32.4,32.4,6.67,22.87
51059000401,51,059,000401,1712.07,813.13,67.84,65.85,18.96,37.91
51059000402,51,059,000402,675.52,253.16,26.97,17.63,6.13,28.62
51059000403,51,059,000403,789,273,19,13,7,13
51059000404,51,059,000404,1968,637,80,44,28,28
51059000405,51,059,000405,1302,316,43,12,14,14
51059000406,51,059,000406,1086,755,46,43,11,27
51059000408,51,059,000408,1551,319,65,32,17,28
51059000409,51,059,000409,2856.77,940.45,71.4,47.78,34.19,34.34
51059000410,51,059,000410,2239,1143,102,66,33,41
51059000411,51,059,000411,1314,497,51,44,16,17
51059000413,51,059,000413,1632,219,19,10,16,13
51059000415,51,059,000415,1420.08,630.6,63.88,39.33,29.01,16.79
51059000417,51,059,000417,1727.81,604.44,43.04,24.5,18.67,22.04
51059000418,51,059,000418,1094.61,341.96,40.23,24.31,11.73,5.03
51059000419,51,059,000419,1987,576,73,56,31,35
51059000420,51,059,000420,2169,803,106,61,23,42
51059000421,51,059,000421,1957,687,89,50,22,36
51059000422,51,059,000422,2066.41,662.32,86.39,57.59,11.92,27.8
51059000423,51,059,000423,1402.16,629.78,69.32,43.57,12.87,41.59
51059000424,51,059,000424,1438,599,74,45,11,28
51059000426,51,059,000426,1119.18,563.07,10.84,22.13,1.34,25.94
51059000427,51,059,000427,1419.06,544.15,58.2,38.8,12.61,32.01
51059000428,51,059,000428,1858,300,44,29,17,19
51059000429,51,059,000429,2261,330,30,15,14,12
51059000501,51,059,000501,2027,487,54,52,19,32
51059000502,51,059,000502,596.92,238.27,17.31,9.89,4.95,16.49
51059000503,51,059,000503,901.21,318.27,28.53,24.3,12.15,15.5
51059000504,51,059,000504,1676,462,34,24,25,16
51059000505,51,059,000505,1689.36,482.29,38.89,36.76,23.89,17.89
51059000506,51,059,000506,449,103,9,0,4,4
51059000507,51,059,000507,1569.11,475.83,54.41,32.82,16.41,22.45
51059000508,51,059,000508,1407.92,579.44,66.43,43.99,18.69,19.69
51059000509,51,059,000509,727,125,16,9,13,8
51059000510,51,059,000510,1229,488,30,21,22,26
51059000511,51,059,000511,1511.85,525.69,67.19,40.93,17.29,53.45
51059000512,51,059,000512,718.7,289.51,23.12,32.37,7.4,25.9
51059000513,51,059,000513,1417.08,601.56,50.57,40.01,12.31,37.31
51059000514,51,059,000514,772,124,12,10,6,9
51059000515,51,059,000515,1072,354,33,19,14,10
51059000516,51,059,000516,1987.64,537.55,56.04,35.89,27.71,28.67
51059000517,51,059,000517,1204.66,289.13,35.11,18.12,16.85,10.45
51059000518,51,059,000518,1580,608,50,39,27,19
51059000519,51,059,000519,936.1,431.97,37.03,22.79,8.54,14.24
51059000520,51,059,000520,1534,289,28,27,25,17
51059000521,51,059,000521,1211,563,28,28,14,23
51059000522,51,059,000522,747.9,453.03,37.97,26.21,7.46,16.76
51059000523,51,059,000523,1381,567,43,28,16,33
51059000525,51,059,000525,1922.36,730.81,55.61,60.57,22.84,40.71
51059000526,51,059,000526,2373.72,587.4,80.62,38.59,16.81,38.07
51059000527,51,059,000527,1157.44,445.84,45.06,25.53,10.73,13.46
51059000528,51,059,000528,611,341,33,21,6,24
51059000530,51,059,000530,1199.75,253.36,36.43,13.41,16.27,12.2
51059000601,51,059,000601,1058,579,41,46,19,38
51059000602,51,059,000602,1145.07,464.4,58.99,37.68,13.38,38.93
51059000604,51,059,000604,2063,481,79,33,30,28
51059000605,51,059,000605,1088,654,40,35,12,73
51059000606,51,059,000606,1252.51,653.72,59.87,39.92,9.98,57.87
51059000607,51,059,000607,2226,600,113,55,36,33
51059000608,51,059,000608,1130.06,322.02,30,30,11,26
51059000609,51,059,000609,1167.85,611.42,63.11,37.25,19.14,57.41
51059000610,51,059,000610,1123.8,367.37,38.01,21.03,6,32.04
51059000611,51,059,000611,1265.05,756.65,70.17,61.09,21.03,54.14
51059000612,51,059,000612,686.58,371.23,25.95,22.95,3.99,23.95
51059000613,51,059,000613,1406.9,1265.22,104.03,56.47,21.8,78.27
51059000614,51,059,000614,933.63,635.57,51.05,54.03,12.01,41.04
51059000615,51,059,000615,1384,721,60,43,16,56
51059000616,51,059,000616,1056.12,913.05,55.85,39.45,11.18,22.67
51059000617,51,059,000617,1370.24,315.55,18.17,21.04,13.39,17.21
51059000618,51,059,000618,2703.02,1195.01,116,101,36,59
51059000619,51,059,000619,2406.28,1062.13,98.06,62.96,42.29,39.37
51059000621,51,059,000621,1340.9,353.34,56.84,47.99,26.42,17.77
51059000622,51,059,000622,2194.4,589.07,61.71,38.47,22.98,24.38
51059000623,51,059,000623,1416.81,524.93,67.71,37.61,20.9,20.06
51059000626,51,059,000626,1867.91,895.96,77.95,49.34,27.63,46.38
51059000627,51,059,000627,2375.11,691.04,74.09,43.06,22.03,23.04
51059000628,51,059,000628,2154.61,729.39,57.88,31.56,21.01,29.6
51059000629,51,059,000629,1452.62,916.64,56.81,31.28,16.75,33.99
51059000630,51,059,000630,121.81,59.91,5.15,3.36,1.79,2.52
51059000700,51,059,000700,2.82,1.73,0.18,0.1,0.02,0.07
51059000701,51,059,000701,2367.85,837.05,104.75,95.86,31.62,28.66
51059000703,51,059,000703,1254.75,317.67,48.8,40.83,12.95,23.9
51059000704,51,059,000704,1172.95,514.31,36.04,17.02,15.01,36.02
51059000705,51,059,000705,2240.84,675.71,84.77,61.81,25.24,42.3
51059000707,51,059,000707,1146,524,42,28,13,21
51059000708,51,059,000708,2649.28,723.33,120.53,78.19,40.48,43.31
51059000709,51,059,000709,1826.15,581.95,75.25,52.14,26.38,40.34
51059000710,51,059,000710,1200.46,378.54,66.59,49.95,14.9,28.92
51059000711,51,059,000711,1054,500,53,27,12,23
51059000712,51,059,000712,824.52,303.41,44.33,37.43,12.81,14.78
51059000713,51,059,000713,1769.53,524.46,63.37,51.86,23.01,31.6
51059000714,51,059,000714,1791.98,732.37,68.99,52.83,18.38,24.53
51059000717,51,059,000717,1287.81,415.02,56.2,54.87,20.03,21.15
51059000718,51,059,000718,1341.37,512.63,47.6,27.62,18.23,21.22
51059000720,51,059,000720,1512.75,633.45,70.6,49.98,15.71,42.15
51059000721,51,059,000721,1747.7,454.34,96.76,50.65,27.51,28.92
51059000723,51,059,000723,1727.4,451,93.98,50.05,26.99,28.61
51059000726,51,059,000726,1901.39,654.1,80.89,76.89,35.95,34.95
51059000727,51,059,000727,1116,721,49,55,18,44
51059000729,51,059,000729,1682.45,629.06,76.16,65.28,31.65,42.53
51059000730,51,059,000730,1903,863,95,57,34,33
51059000731,51,059,000731,2025.47,737.53,74.94,54.71,41.31,34.26
51059000732,51,059,000732,1591.89,1004.27,84.1,65.61,23.2,53.29
51059000733,51,059,000733,2313.84,773.2,85.14,46,31.06,46.17
51059000734,51,059,000734,1173,316,63,36,13,15
51059000735,51,059,000735,44.93,17.41,0.64,1.08,1.59,0.57
51059000801,51,059,000801,2467.01,1005.08,113.22,85.41,24.83,42.71
51059000802,51,059,000802,683,289,25,24,6,14
51059000803,51,059,000803,1555.32,1842.48,107.48,65.08,15.72,60.78
51059000804,51,059,000804,842,675,38,24,9,25
51059000805,51,059,000805,683.35,538.72,31.06,28.15,8.74,20.38
51059000806,51,059,000806,1729.39,1017.37,95.29,76.94,17.9,44.64
51059000807,51,059,000807,997.9,566.12,55.65,46.06,10.55,22.07
51059000811,51,059,000811,1120,415,40,30,14,19
51059000812,51,059,000812,1403,739,65,48,12,26
51059000815,51,059,000815,1223.84,1118.96,66.58,40.75,8.59,65.47
51059000824,51,059,000824,1847.6,1150.7,111.27,86.2,26.05,49.19
51059000825,51,059,000825,1332.38,850.6,60.97,48.98,8,43.98
51059000827,51,059,000827,1235,714,45,52,21,45
51059000833,51,059,000833,1668.99,704.92,75.78,46.59,16.17,23.29
51059000838,51,059,000838,895.82,592.25,42.87,31.49,7.87,29.74
51059000839,51,059,000839,1567,1140,91,52,15,50
51059000840,51,059,000840,1460.71,754.56,48.51,64.93,19.81,54.12
51059000841,51,059,000841,646,607,38,36,7,28
51059000842,51,059,000842,1033,740,40,43,13,44
51059000843,51,059,000843,1701.48,753.62,98.24,45.13,25.06,20.12
51059000844,51,059,000844,1590.45,525.2,92.16,39.64,37.66,23.78
51059000845,51,059,000845,1656.21,1507.61,98.75,41.66,10.94,56.11
51059000846,51,059,000846,1884.79,841.6,102.06,59.02,22.97,32.62
51059000847,51,059,000847,1210.66,681,66.71,33.85,16.93,28.87
51059000848,51,059,000848,1750.86,748.38,72.05,33.02,26.01,24.01
51059000849,51,059,000849,2074,1712,122,83,32,77
51059000850,51,059,000850,1285,986,57,48,7,42
51059000851,51,059,000851,1173,822,54,30,15,33
51059000901,51,059,000901,1788,703,87,37,34,19
51059000902,51,059,000902,2504.74,1003.98,100.88,58.54,32.74,27.49
51059000903,51,059,000903,1848.41,1120.89,123.58,84.34,26.05,42.11
51059000904,51,059,000904,614.71,468.5,55.95,32.57,5.01,10.86
51059000905,51,059,000905,544,248,36,22,4,15
51059000908,51,059,000908,1141,728,64,44,14,28
51059000909,51,059,000909,842.08,405.54,39.07,19.54,8.08,13.47
51059000910,51,059,000910,2148.75,783.52,93.13,65.47,28.18,33.54
51059000911,51,059,000911,1720.05,894.81,65.38,45.18,19.66,37.64
51059000913,51,059,000913,1965.44,1288.38,109.9,52.99,32.38,60.84
51059000914,51,059,000914,1203.77,747.33,71.28,40.74,12.78,51.32
51059000915,51,059,000915,1050.03,1036.5,66.65,28.01,10.63,31.88
51059000916,51,059,000916,1976.61,1338.19,112.35,63.27,22.1,55.22
51059000917,51,059,000917,1055,490,74,24,6,28
51059000918,51,059,000918,2361,973,130,74,35,43
51059000919,51,059,000919,2214.9,1037.67,98.87,74.9,35.95,40.45
51059000920,51,059,000920,1533.71,765.39,59.4,31.16,10.71,38.95
51059000921,51,059,000921,1483.23,1123.98,113.22,62.51,29.19,32.58
51059000923,51,059,000923,829.52,830.15,51.32,33.52,6.94,29.45
51059000924,51,059,000924,1148,401,59,35,18,19
51059000925,51,059,000925,953.18,530.17,65.43,23.71,14.22,12.33
51059000926,51,059,000926,2559.3,1036.97,128.9,44.81,27.88,32.97
51059000927,51,059,000927,1094,535,52,23,9,22
51059000928,51,059,000928,1380.05,796.55,71.02,28.79,13.44,39.35
51059000929,51,059,000929,265.58,230.23,18.13,7.25,3.63,18.13
51059000930,51,059,000930,1139,602,74,54,25,26
51059000931,51,059,000931,1377.47,618.12,70.77,46.16,24.26,25.74
51059000932,51,059,000932,996.65,368.48,45.08,29.4,15.68,15.68
51059000933,51,059,000933,296.1,151.33,12.13,12.1,6.05,4.55
51061000101,51,061,000101,240.31,713.12,26.11,23.04,6.02,4.05
51061000102,51,061,000102,495.54,1484.56,60.07,25.35,8.45,15.02
51061000103,51,061,000103,386.48,628.16,20.97,4.99,5.99,4.99
51061000104,51,061,000104,197.07,497.44,16.12,10.99,5.13,7.33
51061000105,51,061,000105,265.52,661.51,28.02,18.67,0.94,8.41
51061000106,51,061,000106,462,720,51,37,9,9
51061000201,51,061,000201,1157.43,1364.37,96.54,45.42,31.8,26.45
51061000202,51,061,000202,672.17,1110.71,73.87,27.36,9.12,16.42
51061000203,51,061,000203,1019.82,1118.44,80.79,52.89,17.93,26.93
51061000301,51,061,000301,452.93,1316.66,43.83,17.05,13.9,16.61
51061000302,51,061,000302,727.22,1411.94,77.35,40.95,15.14,17.09
51061000303,51,061,000303,922.52,1505.52,121.15,31.05,25.05,12.06
51061000401,51,061,000401,864.46,1301.12,85.59,25.17,30.45,18.34
51061000402,51,061,000402,833.04,1012.91,46.64,22.63,12.19,21.37
51061000403,51,061,000403,782.61,1452.5,73.15,29,18.8,18
51061000404,51,061,000404,364.62,639.7,25.44,20.18,2.82,8.69
51061000501,51,061,000501,885.42,919.69,43,31.21,12.29,9.79
51061000502,51,061,000502,621,1273,67,49,12,17
51061000503,51,061,000503,630.17,1075.97,49.3,26.8,11.86,23.61
51061000504,51,061,000504,991.27,1808.61,99.82,56.02,19.97,31.42
51063000101,51,063,000101,465.13,1098.11,37.62,18.82,14.86,13.86
51063000201,51,063,000201,550.08,1048.44,46.89,28.97,30.27,20.48
51063000301,51,063,000301,548.96,863.85,43.76,16.24,27.86,17.94
51063000401,51,063,000401,381.2,1062.7,37.02,8,22.01,12
51063000501,51,063,000501,352.05,1214.66,19.94,18.87,11.83,10.58
51065000101,51,065,000101,1466.37,1541.88,113.26,39.74,18.88,16.89
51065000201,51,065,000201,898.04,1147.47,56.96,28.47,11.17,14.22
51065000301,51,065,000301,1067.36,1061.48,49.61,26.2,8.7,13.55
51065000401,51,065,000401,964.57,1777.16,85.91,45.39,16.23,26.22
51065000501,51,065,000501,1372,1503,119,78,25,18
51067000102,51,067,000102,493.84,1353.55,59.32,15.21,7.07,12.11
51067000103,51,067,000103,734.33,2187.27,70.46,22.19,8.18,10.17
51067000201,51,067,000201,407.25,1266.03,31.77,11.93,4.71,9.86
51067000202,51,067,000202,339.81,791.13,19.82,7.93,1.03,12.76
51067000203,51,067,000203,88.68,209.44,4.53,1.21,1.12,2.04
51067000204,51,067,000204,240.97,617.39,19.33,9.51,2.62,1.18
51067000301,51,067,000301,157.12,598.85,12.85,6.92,2.96,4.94
51067000302,51,067,000302,159.37,545.01,15.85,8.66,1.46,6.05
51067000303,51,067,000303,494.02,769.74,34.15,13.35,7.64,3.17
51067000304,51,067,000304,228.76,279.27,8.47,3.75,3.68,0.13
51067000401,51,067,000401,232.43,1036.42,21.7,9.93,6.86,6.88
51067000402,51,067,000402,223,515,17,9,8,3
51067000403,51,067,000403,151,548,17,10,6,9
51067000501,51,067,000501,301.39,888.81,28.27,12,3,6.24
51067000502,51,067,000502,292.87,934.25,23.47,12.24,4.2,6.18
51067000503,51,067,000503,172.73,455.57,26.09,4.03,7.01,9.01
51067000504,51,067,000504,165.48,505.19,11.5,7.92,1.98,5.73
51067000601,51,067,000601,391.2,1125.04,41.11,25.03,9.02,9.01
51067000602,51,067,000602,337.64,1081.41,39.19,17.08,13.05,5.03
51067000603,51,067,000603,225.69,886.28,24.12,15.49,3.08,6.36
51067000701,51,067,000701,557.14,911.03,30.62,19.75,6.91,10.88
51067000702,51,067,000702,486.83,602.36,29.05,21.03,5.01,4.02
51067000703,51,067,000703,412.02,561.34,20.3,11.12,1.04,11.04
51069000101,51,069,000101,366.97,1258.41,51.8,11.89,7.31,6.41
51069000102,51,069,000102,378.33,1445.96,48.47,11.94,21.7,15.82
51069000103,51,069,000103,625,1324,65,27,21,14
51069000104,51,069,000104,370.28,894.88,41.97,13.52,21.06,8.23
51069000201,51,069,000201,194.84,925.24,22.98,15.99,4,6.99
51069000202,51,069,000202,432.66,1154.09,31.87,28.97,5.79,12.55
51069000203,51,069,000203,586.43,1607.28,61.73,29.87,13.94,18.92
51069000204,51,069,000204,495.59,1281.46,40.72,32.94,10.44,11.55
51069000301,51,069,000301,279.99,891.96,41.83,12.6,3.29,7.4
51069000302,51,069,000302,897.96,1440.18,91.77,31.5,28.15,21.32
51069000303,51,069,000303,710.84,1734.61,61.99,22.99,13,27.99
51069000401,51,069,000401,635.63,1179.43,49.56,32.36,17.14,10.5
51069000402,51,069,000402,313.59,695.39,45.27,13.11,11.06,3.05
51069000403,51,069,000403,589.83,1156.71,70.86,44.91,18.96,13.97
51069000404,51,069,000404,609.98,1134.96,72,33,14,16
51069000501,51,069,000501,680,1297,93,32,17,10
51069000502,51,069,000502,805.05,1542.34,108.6,34.87,18.93,10.96
51069000503,51,069,000503,666.09,1370.37,58.21,18.13,17.18,9.54
51069000601,51,069,000601,505.49,873.79,52.05,12.02,6.02,15.01
51069000602,51,069,000602,736,1080,73,39,24,14
51069000603,51,069,000603,1032.99,1770.56,95.81,43.91,29.94,22.96
51071000101,51,071,000101,23,99.97,1.01,0,1,1
51071000102,51,071,000102,98,400.03,13.99,4,4,3
51071000103,51,071,000103,361.51,1263.9,48.65,19.21,4.1,11.12
51071000201,51,071,000201,466.05,1523.88,55.35,18.8,7.94,10.86
51071000202,51,071,000202,83.04,266.22,11.27,2.19,2.34,1.8
51071000203,51,071,000203,30,179,3,2,0,1
51071000301,51,071,000301,179.07,434.07,12.15,5.51,7.23,1.16
51071000302,51,071,000302,390.69,1180.73,32.42,18.2,10.28,2.04
51071000303,51,071,000303,318.97,563.04,23.19,8.1,2.12,2.01
51073000101,51,073,000101,403.48,1028.48,53.42,26.16,11.11,6.05
51073000102,51,073,000102,312.18,834.71,49.58,8.42,2.82,7.48
51073000103,51,073,000103,240.76,739.05,34.55,10.64,9.25,6.45
51073000201,51,073,000201,532.33,975.24,51.47,15.06,11.1,8.09
51073000202,51,073,000202,680.52,1461.52,81.58,30.84,20.89,8.95
51073000301,51,073,000301,362.56,1186.64,67.61,15.68,9.8,6.86
51073000302,51,073,000302,589,1521,59,33,16,9
51073000401,51,073,000401,656,1320,65,12,17,6
51073000402,51,073,000402,577,1084,67,30,14,3
51073000501,51,073,000501,579,1769,82,15,14,13
51073000502,51,073,000502,469,1166,81,16,8,4
51075000101,51,075,000101,414.32,583.41,26.7,9.89,4.94,0.99
51075000102,51,075,000102,575.4,1055.8,52.25,17.85,7.36,9.63
51075000201,51,075,000201,239.31,241.3,14.16,4.06,2.03,9.01
51075000202,51,075,000202,889.05,1156.43,62.08,26.59,13.2,9.51
51075000301,51,075,000301,554.02,974.66,49.22,11.45,2.94,7.59
51075000302,51,075,000302,198.22,403.84,17.16,8.27,7.06,3.15
51075000401,51,075,000401,549.63,833.24,50.18,23.14,3.3,7.83
51075000402,51,075,000402,559.66,1243.57,58.79,24.77,4.66,11.93
51075000501,51,075,000501,587.46,1210.89,83.49,10.03,7.28,20.86
51075000502,51,075,000502,398.5,804.45,65.27,11.62,2.28,12.28
51077000101,51,077,000101,83.02,218.25,5.26,6.2,5.09,1.06
51077000102,51,077,000102,45.42,147.86,2.29,0.09,1.03,0.03
51077000103,51,077,000103,85.03,217.26,5.95,2,2.96,1.98
51077000104,51,077,000104,65.63,120.32,6.96,5.97,1.99,1.99
51077000105,51,077,000105,40,198,4,5,0,0
51077000106,51,077,000106,53.34,191.42,8.09,5.03,0.05,1.03
51077000107,51,077,000107,18.78,120.61,0.99,0.99,0,4.94
51077000108,51,077,000108,45.42,152.07,3.95,1.97,1.97,0.99
51077000202,51,077,000202,90.12,393.04,7.04,6.89,7.74,0.04
51077000203,51,077,000203,273.38,980.61,22.77,18.81,8.92,4.95
51077000301,51,077,000301,137.13,633.44,11.72,6.97,3.21,0.95
51077000302,51,077,000302,164.87,839.26,9.25,14.14,8.06,4.02
51077000402,51,077,000402,109.8,719.31,7.8,8.74,10.62,1.95
51077000403,51,077,000403,84.5,340.09,8.04,6.14,2.34,2.01
51077004011,51,077,004011,29.76,85.8,1.61,1.07,0.27,0.54
51077004012,51,077,004012,82.93,240.8,4.55,3.05,0.77,1.5
51079000101,51,079,000101,258.15,676.78,22.92,7.97,6.98,10.96
51079000102,51,079,000102,401,836,74,24,9,19
51079000201,51,079,000201,789.76,1485.78,110.61,57.22,15.79,26.24
51079000301,51,079,000301,615.18,1448.28,74.03,18.02,18,14
51079000401,51,079,000401,890.58,1572.49,126.8,60.9,16.97,29.95
51081000101,51,081,000101,317,158,5,3,0,0
51081000102,51,081,000102,86,114,5,0,1,0
51081000103,51,081,000103,305.31,44.12,2,0,3,0
51081000201,51,081,000201,420.69,166.88,3,3,1,0
51081000202,51,081,000202,284,401,5,0,1,0
51081000302,51,081,000302,750.37,396.84,11.97,2.99,0,0
51081000401,51,081,000401,110,204,7,2,0,0
51081000402,51,081,000402,195,111,5,1,0,0
51081000403,51,081,000403,89.63,141.16,6.03,0.01,0,0
51083000101,51,083,000101,265.01,382.88,8.13,3.25,0,0
51083000102,51,083,000102,166,240,3,4,1,0
51083000103,51,083,000103,425.92,444.44,7.28,3.04,7.05,7.1
51083000201,51,083,000201,192,402,6,2,0,2
51083000202,51,083,000202,239.5,326.99,7.26,2.09,0.02,0.07
51083000203,51,083,000203,451.04,458.24,8,1,5,1
