GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREIMCM,G16PREGSTE,G16PREOWRI
51177000402,51,177,000402,1383.96,1302.73,77.43,62.01,15.22,23.5
51177000403,51,177,000403,1460.04,1533.23,103.8,57.15,22.85,27.62
51177000501,51,177,000501,410.88,1109.54,47.58,19.36,10.71,3.92
51177000502,51,177,000502,368.21,1047.89,33.84,14.93,2.99,5.97
51177000503,51,177,000503,393,1223,28,17,7,9
51177000504,51,177,000504,801.56,1361.77,64.75,27.47,17.66,17.66
51177000505,51,177,000505,667.26,1529.16,66.31,29.67,14.85,23.74
51177000601,51,177,000601,1216,1387,117,45,32,27
51177000602,51,177,000602,1697,1727,117,49,25,20
51177000603,51,177,000603,752,985,74,25,14,9
51177000701,51,177,000701,1039,1050,66,33,19,15
51177000702,51,177,000702,1113,1272,111,57,35,13
51177000703,51,177,000703,711,640,57,26,10,12
51177000704,51,177,000704,1422,1549.04,60.77,48.84,5.93,21.88
51179000101,51,179,000101,1340.85,2771.57,128.3,80.14,29.92,34.57
51179000102,51,179,000102,921.15,980.75,53.84,30.72,9.87,2.87
51179000103,51,179,000103,773.61,1190.03,66.21,23.52,13.94,16.55
51179000104,51,179,000104,1229.16,1719.02,95.7,55.19,20.41,18.59
51179000201,51,179,000201,931.04,1217.94,77.61,30.93,17.42,17.17
51179000202,51,179,000202,1252.4,1427.16,124.71,47.28,25.16,24.16
51179000203,51,179,000203,539.73,1431.63,96.08,19.88,18.8,8.97
51179000204,51,179,000204,893.16,1334.75,54.06,29.94,9.15,17.46
51179000301,51,179,000301,1204.67,629.6,50.57,15.86,14.87,8.92
51179000302,51,179,000302,1638.49,1287.21,106.08,34.97,18.82,20.81
51179000303,51,179,000303,623,898,70,26,13,15
51179000304,51,179,000304,565.5,498.91,33.76,17.82,8.44,4.69
51179000401,51,179,000401,476.28,267.29,21.03,12.26,5.27,5.42
51179000402,51,179,000402,1840.06,1188.1,101.01,42,26,22
51179000403,51,179,000403,999.65,1703.41,94.38,32.3,22.12,20.27
51179000404,51,179,000404,734.33,1081.91,72.45,41.12,19.58,33.29
51179000501,51,179,000501,1172,1941,94,43,19,33
51179000502,51,179,000502,920,1121,59,53,10,32
51179000503,51,179,000503,970.92,1319.96,96.97,29.15,29.31,19.47
51179000504,51,179,000504,1125,820,43,35,18,11
51179000601,51,179,000601,808,1321,70,29,16,26
51179000602,51,179,000602,1118,1324,115,37,27,31
51179000603,51,179,000603,865.78,1837.31,79.99,29.84,17.37,17.59
51179000604,51,179,000604,878.84,480.27,48.82,25.91,25.91,5.98
51179000701,51,179,000701,1318.6,1522.11,89.73,58.42,17.68,30.47
51179000702,51,179,000702,1361.4,919.89,89.27,46.58,22.32,15.53
51179000703,51,179,000703,1476,1655,110,81,13,32
51181000101,51,181,000101,357.58,519.94,26.89,9.96,2.99,1
51181000201,51,181,000201,565.61,311.03,8,3.99,4.98,3.99
51181000301,51,181,000301,251,198,9,4,1,2
51181000302,51,181,000302,255,164,8,4,2,0
51181000401,51,181,000401,502,360,15,3,4,3
51181000501,51,181,000501,284,258,14,3,2,0
51181000502,51,181,000502,54.42,7.06,0.11,1.04,0.01,0
51183000101,51,183,000101,663,161,3,3,4,1
51183000201,51,183,000201,447,180,9,3,2,0
51183000202,51,183,000202,102,67,1,0,0,0
51183000301,51,183,000301,224,404,6,7,2,1
51183000302,51,183,000302,25,163,7,0,1,0
51183000401,51,183,000401,456,265,13,5,3,0
51183000402,51,183,000402,85,16,1,0,1,0
51183000501,51,183,000501,371.79,200.9,9.03,2,1.01,0
51183000502,51,183,000502,176.21,88.1,2.97,0,0.99,0
51183000601,51,183,000601,205,338,6,1,6,0
51183000602,51,183,000602,124,172,5,1,1,1
51185000101,51,185,000101,115.03,529.08,16,6,0,1
51185000102,51,185,000102,79.38,395.57,7.07,1.08,0.03,1.07
51185000103,51,185,000103,112.18,779.35,15.56,2.09,1.99,0.04
51185000104,51,185,000104,54,442,9,2,1,4
51185000106,51,185,000106,70.97,165.92,7,4,0,1
51185000107,51,185,000107,14,85,1,1,0,0
51185000109,51,185,000109,24.34,166.69,3.05,0.01,0.01,0
51185000112,51,185,000112,24.07,176.02,3.78,0.03,0.03,0
51185000203,51,185,000203,19,110,0,0,0,0
51185000204,51,185,000204,60,445,10,3,0,3
51185000207,51,185,000207,30.08,141.21,3,2,0,1
51185000209,51,185,000209,512.48,1948.82,38.66,19.83,8.92,4.96
51185000214,51,185,000214,76,460,8,6,1,1
51185000301,51,185,000301,259.52,1807.21,27.22,8.26,7.15,7.01
51185000302,51,185,000302,45.89,249.7,0.77,1.59,0.02,0
51185000303,51,185,000303,239.26,1410.86,11.72,17.22,5.89,0.97
51185000401,51,185,000401,519.5,2587.14,44.11,25.97,12.01,15.99
51185000402,51,185,000402,34.25,228.04,0.17,2.07,1.97,0.05
51185000501,51,185,000501,146.08,1138.06,16.73,9.8,2.94,8.82
51185000502,51,185,000502,459.45,1900.87,37.11,15.09,10.01,13.08
51187000101,51,187,000101,420.38,710.02,32.63,14.29,14.13,7.13
51187000102,51,187,000102,530.23,1579.82,51.83,27.79,11.66,9.62
51187000201,51,187,000201,621,1269,54,30,10,22
51187000202,51,187,000202,571.46,1166.09,88.82,23.91,24.38,24.82
51187000301,51,187,000301,525.14,915.83,49.92,15.15,12.23,11.32
51187000302,51,187,000302,487.87,1270.72,28.87,13.57,5.37,14.81
51187000401,51,187,000401,577.02,1844.08,62.69,43.05,28.45,28.43
51187000402,51,187,000402,394.43,857.94,29.82,17.39,16.89,14.91
51187000501,51,187,000501,748.31,1312.48,66.3,27.74,17.28,14.25
51187000502,51,187,000502,192.88,540.7,25.08,4.06,8.01,3.02
51187000504,51,187,000504,172.16,416.44,10.02,7,2.01,3
51191000101,51,191,000101,686,1562,63,19,12,19
51191000102,51,191,000102,404.5,821.99,24.97,14.98,4.99,2
51191000201,51,191,000201,112.5,610.42,14.01,5.81,1.88,1.88
51191000202,51,191,000202,216.39,1040.07,13.18,14.08,5.06,2.02
51191000203,51,191,000203,82.11,436.28,5.08,8.3,1.16,1.13
51191000204,51,191,000204,281.35,840.39,15.75,11.82,5.9,1.97
51191000301,51,191,000301,470.14,1507.2,51.19,22.07,2.05,9.04
51191000302,51,191,000302,600,1219,46,21,16,15
51191000401,51,191,000401,346.06,1195.86,32.61,9.24,2.22,4.18
51191000402,51,191,000402,442.23,1345.84,40.11,13.04,6.03,13.03
51191000501,51,191,000501,370.67,1753.82,33.1,11.66,8.7,7.75
51191000502,51,191,000502,305.85,755.28,29.98,9.99,6,2
51191000504,51,191,000504,35,146,4,0,2,1
51191000601,51,191,000601,216.69,1438.46,41.81,13.03,6.51,1.93
51191000602,51,191,000602,55,306.96,10.2,6.04,2.03,11.95
51191000603,51,191,000603,240.27,1111.77,22.11,10.12,2.18,8.03
51191000701,51,191,000701,223.42,1206.46,26.93,10.97,0.04,4
51191000703,51,191,000703,321.05,1312.96,44.72,17.89,6.96,7.95
51191007021,51,191,007021,26.22,120.63,3.02,1.79,0.22,0.22
51191007022,51,191,007022,78.22,359.81,9.03,5.41,0.6,0.6
51193000101,51,193,000101,745.58,303.2,18.89,2.98,1.99,1.99
51193000102,51,193,000102,375,262,8,4,1,0
51193000201,51,193,000201,614.92,528.94,19.11,4.05,5.05,7.01
51193000202,51,193,000202,231.08,391.06,8.89,3.95,3.95,0.99
51193000301,51,193,000301,425,483,16,7,1,0
51193000302,51,193,000302,320,358,8,6,2,6
51193000401,51,193,000401,478.63,1161.4,38.65,10.9,12.88,9.91
51193000501,51,193,000501,641.32,958.47,39.35,11.1,12.12,17.09
51195000101,51,195,000101,204.23,709.53,12.46,5.75,7.67,2.88
51195000102,51,195,000102,124.77,558.43,6.54,2.28,1.3,4.12
51195000103,51,195,000103,101.63,503.85,1.96,1.96,0.98,0.98
51195000104,51,195,000104,284,1393.27,18,7,11.01,4.01
51195000201,51,195,000201,135.03,690.23,7,4,4,2
51195000202,51,195,000202,485.08,1792.9,43.01,6.04,15.01,4.02
51195000203,51,195,000203,57,379.73,3,1,5.99,4.99
51195000301,51,195,000301,405.48,1378.57,27.63,5.97,8.89,8.89
51195000302,51,195,000302,301.34,1565.22,22.28,15.97,9.07,10.07
51195000401,51,195,000401,211.2,1216.28,21.8,6.93,6.94,6.93
51195000402,51,195,000402,232.26,1455.58,13,5.01,3,1.02
51195000403,51,195,000403,156.95,428.22,5.11,3.05,3.01,2.03
51197000101,51,197,000101,63.6,475.75,6.23,8.02,1.03,2.08
51197000102,51,197,000102,316.91,1414.75,37.68,18.17,4.06,6.15
51197000203,51,197,000203,642.7,1370.91,58.55,21.83,9.02,19.91
51197000303,51,197,000303,686.34,1432.81,58.04,13.02,9,15.01
51197000401,51,197,000401,197.57,953.93,20.76,10.69,2.02,5.93
51197000402,51,197,000402,184.7,917.44,24.43,4.89,3.91,6.84
51197000501,51,197,000501,154.15,671.93,14.22,9.03,1.99,5.01
51197000502,51,197,000502,172.72,1054.14,22.62,8.4,5.09,10.22
51197000601,51,197,000601,74.03,501.87,2.15,4.03,3.02,0
51197000602,51,197,000602,161.49,719.17,22.6,4.94,1.97,4.88
51197000603,51,197,000603,119.47,548.46,18.19,4.12,7.94,10
51199000101,51,199,000101,788.95,853.9,54.44,27.7,16.24,13.37
51199000102,51,199,000102,1004.82,1273.24,88.97,48.01,25.6,14.64
51199000103,51,199,000103,1866.99,1149.38,132.44,42.02,22.58,26.71
51199000201,51,199,000201,1329.77,1733.69,111.29,59.48,33.58,28.78
51199000202,51,199,000202,744.6,909.3,52.11,22.45,10.27,16.19
51199000301,51,199,000301,708,2223,97,52,24,32
51199000302,51,199,000302,800,1311,85,36,13,19
51199000303,51,199,000303,1123.75,1143.16,93.51,32.13,18.52,20.45
51199000401,51,199,000401,835.87,1863.99,102.41,49.75,19.43,24.37
51199000402,51,199,000402,881,1972,105,47,22,21
51199000403,51,199,000403,534,930,40,19,8,15
51199000501,51,199,000501,1169.76,2030.52,113.75,58.05,19.1,29.33
51199000502,51,199,000502,1324.43,1606.28,118.98,57.54,21.46,37.06
51510000101,51,510,000101,1340,456,51,35,16,31
51510000102,51,510,000102,1213,540,68,27,9,77
51510000103,51,510,000103,1853.17,579.34,67.84,39.28,19.64,41.96
51510000104,51,510,000104,1785,354,78,57,12,51
51510000105,51,510,000105,1624.42,445.05,71.02,44.24,14.34,39.77
51510000106,51,510,000106,3117.42,487.83,123.68,91.28,24.54,42.21
51510000107,51,510,000107,2912.72,562.18,103.58,85.88,26.56,61.97
51510000108,51,510,000108,2842.61,493.75,115.11,99.89,31.39,62.79
51510000109,51,510,000109,1441.82,467.07,87.7,57.25,17.5,38.85
51510000110,51,510,000110,2038.17,318.53,86.33,50.61,29.77,29.77
51510000111,51,510,000111,552.25,101.64,20.6,17.09,5.24,11.41
51510000112,51,510,000112,944.78,253.02,42.36,26.68,8.13,23.34
51510000201,51,510,000201,1786,390,65,44,18,50
51510000202,51,510,000202,1695,528,59,68,9,80
51510000203,51,510,000203,2097.62,395.3,60.61,66.86,18.54,38.79
51510000204,51,510,000204,1637,511,65,49,18,68
51510000205,51,510,000205,2148.96,649.06,100.39,66.6,11.93,79.52
51510000206,51,510,000206,1710,465,58,38,17,35
51510000207,51,510,000207,2157.6,681.47,90.34,56.26,22.08,54.2
51510000208,51,510,000208,2377,508,79,45,39,31
51510000209,51,510,000209,2485.25,530.8,62.79,48.08,21.59,30.42
51510000210,51,510,000210,1111,358,38,39,10,19
51510000302,51,510,000302,1942.97,322.3,63.04,38.03,29.01,26.02
51510000303,51,510,000303,1050.88,185.99,23.81,10.45,11.74,17.23
51510000304,51,510,000304,2705.16,503.64,83.49,50.78,35.31,38.43
51510000305,51,510,000305,2468.09,404.56,48.51,32.99,25.22,31.05
51510000306,51,510,000306,2790.26,380.96,50.03,24.79,27.52,26.71
51510000307,51,510,000307,1899,458,34,22,24,19
51510000308,51,510,000308,1773.25,649.85,80.31,46.55,19.17,50.19
51510000309,51,510,000309,1793.66,314.72,44.98,22.34,21.44,27.94
51520000001,51,520,000001,316.93,891.6,17.68,10.75,8.71,5.9
51520000002,51,520,000002,545.61,1131.58,44.31,23.54,18.37,27.28
51520000003,51,520,000003,403,723,28,10,8,7
51520000041,51,520,000041,608.33,2372.64,52.17,22.45,15.37,15.14
51520000042,51,520,000042,0.19,0.71,0.02,0.01,0,0
51530000001,51,530,000001,375.69,842.48,33.27,58.03,8.12,4.2
51530000002,51,530,000002,331.98,614.07,50.35,116.6,5.09,10.04
51540000101,51,540,000101,2311.21,424.43,88.68,37.29,36.93,28.1
51540000102,51,540,000102,2328.52,379.18,86.03,49.02,41.01,22.01
51540000201,51,540,000201,2094.13,195.08,74.65,28.86,24.88,17.92
51540000202,51,540,000202,2368.42,561.75,97.73,58.72,43.33,27.41
51540000301,51,540,000301,1941.27,201.45,65.54,38.56,20.24,13.49
51540000302,51,540,000302,2241.92,478.87,109.03,70.87,19.33,28.86
51540000303,51,540,000303,1497,175,83,28,14,17
51540000401,51,540,000401,1552,249,101,33,10,18
51540000402,51,540,000402,1546.69,303.91,79.58,38.27,20.12,40
51550000001,51,550,000001,651.79,1286.71,95.24,15.87,7.94,14.88
51550000002,51,550,000002,387,1488,70,19,8,8
51550000003,51,550,000003,1992.49,152.72,23.24,11.52,19.03,6.7
51550000004,51,550,000004,787.08,1328.78,86.89,23.92,14.71,14.02
51550000005,51,550,000005,1269.53,186.41,26.39,11,10.66,2.84
51550000006,51,550,000006,455.26,443.51,36.89,9.29,3.01,6.01
51550000007,51,550,000007,574.66,892.11,50.77,26.4,6.09,12.18
51550000008,51,550,000008,1017.07,934.5,43.71,20.4,12.63,13.6
51550000009,51,550,000009,1035.47,2135.88,135.8,30.9,15.89,21.04
51550000010,51,550,000010,455,469,52,11,4,8
51550000011,51,550,000011,713.8,931.19,61.53,10.12,9.08,8.11
51550000012,51,550,000012,1426.09,263.98,23.41,8.28,11.9,7.34
51550000013,51,550,000013,735.62,927.64,60.25,25.28,15.24,7.28
51550000014,51,550,000014,538.78,1019.47,48.56,16.61,7.96,11.53
51550000015,51,550,000015,1980.01,1302.67,104.15,45.24,28.53,16.31
51550000016,51,550,000016,546,1552,56,19,12,7
51550000017,51,550,000017,313,1101,47,9,10,8
51550000018,51,550,000018,896.73,442.27,64.65,18.74,13.12,4.69
51550000019,51,550,000019,463.45,907.22,54.41,19.14,6.19,8.3
51550000020,51,550,000020,958.81,1117.15,58.94,15.6,10.16,11.55
51550000021,51,550,000021,795.06,1102.23,59.27,19.13,5.08,11.06
51550000022,51,550,000022,506,766,44,12,9,11
51550000023,51,550,000023,1051.38,868.17,66.85,28.16,15.08,17.14
51550000024,51,550,000024,1035,707,54,21,25,10
51550000025,51,550,000025,624.37,465.17,35.02,8.62,6.19,7.34
51550000026,51,550,000026,605.35,288.27,24.57,9.27,11.17,10.18
51550000027,51,550,000027,757.71,1038.61,58.24,22.52,16.75,18.2
51550000028,51,550,000028,66,208,10,0,0,3
51550000029,51,550,000029,481.16,1041.34,56.65,23.83,12.02,7.08
51550000030,51,550,000030,939,39,11,2,9,1
51550000031,51,550,000031,1758.24,386,33.99,8.51,13.27,6.31
51550000032,51,550,000032,1887.32,95.75,16.8,5.88,8.4,8.4
51550000033,51,550,000033,594.4,576.53,32.96,12.57,10.81,10.15
51550000034,51,550,000034,573.62,1671.1,101.63,22.63,13.07,25.15
51550000035,51,550,000035,846,371,46,17,10,6
51550000036,51,550,000036,196.33,378.8,18.29,5.68,3.57,3.36
51550000037,51,550,000037,678.82,1156.69,82.47,18.02,7.46,10.29
51550000038,51,550,000038,469,1172,69,22,8,16
51550000039,51,550,000039,841.62,975.79,69.4,20.12,11.9,13.42
51550000041,51,550,000041,1478.42,1246.79,89.02,42.02,24,26.01
51550000042,51,550,000042,576.12,401.55,26.68,13.04,6.06,8.21
51550000043,51,550,000043,474.76,1359.16,63.52,21.5,9.29,11.79
51550000044,51,550,000044,532.14,424.38,15.61,7.43,4.46,3.72
51550000045,51,550,000045,417.8,229.98,16.29,5.75,5.75,2.87
51550000046,51,550,000046,703,973,55,23,7,20
51550000048,51,550,000048,1786.75,261.62,27.66,9.26,11.65,18.15
51550000049,51,550,000049,824.62,950.05,56.19,20.43,17.59,14.19
51550000050,51,550,000050,1065.49,811.33,78.74,31.53,18.2,22.41
51550000051,51,550,000051,1101.4,2541.7,117.12,35.7,20.87,20.49
51550000052,51,550,000052,500.42,348.6,31.66,10.73,4.99,5.33
51550000053,51,550,000053,1350.25,1115.09,89.27,34.6,26.75,18.29
51550000054,51,550,000054,1262,516,48,11,11,14
51550000055,51,550,000055,1183.3,294.37,17.14,10.12,11.49,3.47
51550000056,51,550,000056,915.34,607.65,37.27,19.46,10.23,15.23
51550000057,51,550,000057,1023.6,805.44,72.81,27.5,9.13,14.26
51550000058,51,550,000058,482.28,205.26,23.61,8.17,4.54,4.54
51550000059,51,550,000059,867.34,1128.89,65.23,36.6,9.91,14.82
51550000060,51,550,000060,684.18,1491.31,75.53,28.98,10.54,23.71
51550000061,51,550,000061,665.73,1806.01,76.78,30.93,13.96,16.88
51550000062,51,550,000062,669,1393,88,25,12,22
51550000063,51,550,000063,319.15,1036.24,55.66,7.56,5.24,9.33
51550000064,51,550,000064,1210.74,1179.49,98.11,24.71,7.99,15.99
51550000065,51,550,000065,628.38,723.95,42.81,15.57,13.41,10.81
51570000001,51,570,000001,458,781,44,15,14,4
51570000002,51,570,000002,354,1019,45,14,9,3
51570000003,51,570,000003,755.38,1336.66,51.55,25.68,13.01,13.93
51570000004,51,570,000004,589.78,1222.15,50.17,16.09,5.68,7.57
51570000005,51,570,000005,411.72,1470.71,64.32,21.1,4.04,4.05
51580000101,51,580,000101,134,204.61,9.59,3.86,1.88,0.17
51580000201,51,580,000201,181.56,222.78,12.76,2.94,0.98,6.87
51580000301,51,580,000301,235,160,14,1,4,0
51580000401,51,580,000401,203.5,378.48,16.68,10.27,0.14,5
51580000501,51,580,000501,161,386,20,7,1,1
51590000001,51,590,000001,429,55,5,2,2,3
51590000002,51,590,000002,360,210,12,14,4,7
51590000003,51,590,000003,815,320,30,12,6,7
51590000004,51,590,000004,1082.7,984.38,43.65,19.02,3.09,9.18
51590000006,51,590,000006,523.66,64.42,5.02,0,1.01,3
51590000007,51,590,000007,898.72,152.22,8.06,8.03,5.01,3
51590000008,51,590,000008,655,320,14,5,2,3
51590000009,51,590,000009,487.13,411.29,10.27,5.1,2.08,0.05
51590000010,51,590,000010,674,507,23,6,6,1
51590000011,51,590,000011,1091.76,545.88,27.99,12,10,9
51590000012,51,590,000012,1086.34,694.58,29.98,6,8.99,8
51590000013,51,590,000013,1001,497,27,11,10,12
51590000014,51,590,000014,262,7,0,0,2,0
51590000015,51,590,000015,667.02,653.63,27.79,0.96,3.83,7.67
51590000016,51,590,000016,632.81,917.28,30.56,12.74,2.04,6.86
51590000017,51,590,000017,376.18,966.69,20.06,3.02,5,5.01
51595000101,51,595,000101,293,91,1,0,1,1
51595000201,51,595,000201,240,13,0,1,0,1
51595000301,51,595,000301,159.79,182.27,8.02,5.02,2.05,1
51595000401,51,595,000401,242.21,208.73,0.98,0.98,2.95,0
51595000501,51,595,000501,229,6,2,0,2,0
51595000601,51,595,000601,153,209,11,0,1,0
51595000701,51,595,000701,213,79,3,1,1,1
51600000001,51,600,000001,1206,586,86,47,18,25
51600000002,51,600,000002,1029.29,631.37,64.02,36.44,7.88,26.59
51600000003,51,600,000003,1560.88,804.9,92.8,50.46,27.1,34.33
51600000004,51,600,000004,1300.97,607.37,81.69,52.71,16.75,36.39
51600000005,51,600,000005,1109,532,46,41,26,21
51600000006,51,600,000006,1161.55,529.83,57.25,34.93,11.64,20.38
51610000001,51,610,000001,2053.76,477.39,79.55,88.81,26.44,28.41
51610000002,51,610,000002,1680.66,353.64,56.08,64.04,20.04,33.02
51610000003,51,610,000003,1871.07,443.49,90.99,67.13,21.2,15.91
51620000101,51,620,000101,268.64,584.46,25.05,3.02,3.01,5
51620000201,51,620,000201,314.83,415.12,20.05,7.01,2.01,4
51620000301,51,620,000301,573,51,4,0,4,3
51620000401,51,620,000401,452,50,6,0,0,0
51620000501,51,620,000501,507,10,1,0,1,6
51620000601,51,620,000601,406,314,16,5,6,9
51630000101,51,630,000101,1712.26,1221.91,97.16,47.33,46.24,22.26
51630000201,51,630,000201,1641,962,110,51,38,32
51630000301,51,630,000301,1377.92,949.04,108.67,50,26.07,26.92
51630000401,51,630,000401,1220.06,321.15,42.62,18.83,19.82,9.91
51630000402,51,630,000402,666.85,260.25,27.16,19.28,6.13,6.13
51640000001,51,640,000001,314.92,657.93,27.54,10.85,3.93,8.83
51640000002,51,640,000002,225.34,544.51,6.52,10.7,2.09,1.25
51640000003,51,640,000003,133.87,386.46,10.34,6.22,0.9,1.73
51650000101,51,650,000101,1404.87,233.32,35.74,12.91,24.82,11.91
51650000102,51,650,000102,1895,127,14,22,6,17
51650000103,51,650,000103,1026.53,199.07,38.01,3.01,11,9
51650000104,51,650,000104,2411,380,64,28,26,36
51650000105,51,650,000105,2090,267,28,9,19,8
51650000106,51,650,000106,1335,692,85,27,25,22
51650000107,51,650,000107,1446.16,287.24,19.06,11.44,9.65,4.77
51650000108,51,650,000108,2143.59,293.61,32.25,21.09,17.17,7.08
51650000109,51,650,000109,2289.85,145.01,28.84,15.16,10.81,11.87
51650000110,51,650,000110,346.23,218.2,20.02,3,2.01,1
51650000111,51,650,000111,462,323,43,5,13,3
51650000112,51,650,000112,1919.07,700.67,66.33,20.27,25.07,28.53
51650000115,51,650,000115,646,550,47,12,4,9
51650000116,51,650,000116,754,258,26,12,8,9
51650000117,51,650,000117,1247,414,42,18,12,16
51650000118,51,650,000118,2035.58,253.48,20.24,12.53,12.53,19.28
51650000201,51,650,000201,1060,1158,114,22,11,18
51650000202,51,650,000202,1151.77,998.8,91.98,19,28.99,14
51650000203,51,650,000203,1098.78,698.84,57.22,18.13,16.3,23.38
51650000204,51,650,000204,1239.98,591.75,46.26,16.06,15.08,7.05
51650000205,51,650,000205,1336.18,2157.51,131.03,45.34,33.06,20.81
51650000208,51,650,000208,1845.02,1277.25,119.74,26.94,34.92,23.95
51650000209,51,650,000209,1092.79,903.79,62.6,16,17,22.6
51650000210,51,650,000210,2199.67,714.81,83.77,42.32,19.23,15.54
51650000212,51,650,000212,2183.17,817.4,85.15,30.4,25.45,17.54
51650000213,51,650,000213,1158.82,1271.49,110.97,40.66,16.94,32.19
51650000214,51,650,000214,1574.95,907.63,65.54,20.85,20.85,20.85
51650000215,51,650,000215,551.21,98.21,11.4,3,2,3.4
51650000216,51,650,000216,992.69,484.19,40.43,16.19,8.17,20.06
51650000217,51,650,000217,476.93,513.33,32.67,3.73,0.93,7.47
51660000101,51,660,000101,1553,823,126,43,27,16
51660000102,51,660,000102,751,287,52,22,19,13
51660000103,51,660,000103,1410.8,924.09,119.91,36.05,32.97,29.96
51660000104,51,660,000104,1365.66,964.73,124.23,26.07,33.06,16.06
51660000105,51,660,000105,1338,805,123,32,24,14
51660000201,51,660,000201,1167.52,877.69,80.96,48.94,29.97,24.97
51660000202,51,660,000202,1388.74,915.49,96.13,51.67,53.42,17.16
51660000203,51,660,000203,1238.38,670.7,87.95,50.39,35.61,12.87
51670000101,51,670,000101,524.61,554.72,36.15,8.7,8.45,2.25
51670000201,51,670,000201,871.81,148.97,9,3,5,4
51670000301,51,670,000301,417.74,994.24,41.67,18.85,6.95,13.89
51670000401,51,670,000401,900.44,842.88,35.4,24.03,7.15,0.23
51670000501,51,670,000501,471,796,42,18,11,12
51670000601,51,670,000601,926,168,24,5,7,3
51670000701,51,670,000701,646.97,402.93,25.06,14.02,13.02,3.02
51678000001,51,678,000001,1517.94,773.86,92.28,56.25,20.04,17.11
51680000101,51,680,000101,1300.56,1538.42,115.1,100.23,14.9,28.73
51680000102,51,680,000102,1052.68,1510.47,124.62,78.4,21.28,23.26
51680000103,51,680,000103,817.62,994.89,72.84,37.89,4.02,13
51680000104,51,680,000104,550,371,53,15,12,8
51680000105,51,680,000105,660,474,72,32,7,11
51680000201,51,680,000201,1982.66,528.47,73.61,49.35,21.14,32.17
51680000202,51,680,000202,1597,360,58,28,14,15
51680000203,51,680,000203,607.5,154.27,8.39,7.21,1.07,3.05
51680000204,51,680,000204,381,299,18,6,4,5
51680000301,51,680,000301,569,487,60,39,12,8
51680000302,51,680,000302,153,2913,146,166,4,31
51680000303,51,680,000303,488.65,763.17,65.55,43.71,10.92,13.91
51680000304,51,680,000304,436,735,55,41,11,15
51680000305,51,680,000305,733,1779,82,86,8,21
51680000401,51,680,000401,926.71,1951.45,106.81,97.91,12.86,25.71
51680000402,51,680,000402,482.95,656.72,40.88,21.77,6.11,10.22
51680000403,51,680,000403,986,1330,141,98,24,22
51680000404,51,680,000404,1057.65,1160.35,86.37,50.63,19.86,25.81
51683000001,51,683,000001,1592.35,1085.34,90.03,48.25,25.17,27.18
51683000002,51,683,000002,1495.31,1053.33,104.5,45.01,29.4,39.01
51683000003,51,683,000003,994.96,777.78,53.2,31.59,15.28,20.34
51683000004,51,683,000004,1515.16,1111.28,87.46,36.97,31.54,13.57
51683000005,51,683,000005,2123.21,1327.02,112.16,59.98,35.77,40.99
51683000006,51,683,000006,645.57,553.24,37.63,22.3,9.06,11.85
51685000001,51,685,000001,1149.03,564.19,47.68,26.35,20.15,9.19
51685000002,51,685,000002,1012,618,62,15,8,7
51685000003,51,685,000003,1058.71,567.86,53.28,16.28,17,15.08
51690000001,51,690,000001,586,24,2,3,2,1
51690000002,51,690,000002,716.79,466.42,29.08,17.05,14.97,6.05
51690000003,51,690,000003,531.21,243.58,9.92,5.95,0.03,4.95
51690000004,51,690,000004,808,399,15,6,3,5
51690000005,51,690,000005,566.55,1022.32,58.29,16.07,7.27,14.09
51690000006,51,690,000006,334,2,0,3,2,0
51700000101,51,700,000101,2007,578,56,26,28,26
51700000102,51,700,000102,2130,489,64,20,27,10
51700000103,51,700,000103,1567,861,107,29,23,26
51700000104,51,700,000104,1379,401,62,28,13,9
51700000105,51,700,000105,355,238,34,11,9,4
51700000106,51,700,000106,1976.29,874.47,71.5,36.54,28.85,25.87
51700000107,51,700,000107,1639.01,988.17,91.28,40.68,21.83,21.83
51700000108,51,700,000108,1562.17,575.51,67.74,22.86,17.87,9.58
51700000109,51,700,000109,821,516,42,13,17,11
51700000110,51,700,000110,1757.19,566.8,83.68,14.94,27.89,12.95
51700000201,51,700,000201,363,150,17,7,4,4
51700000202,51,700,000202,727.44,805.22,78.67,29.17,16.79,26.52
51700000203,51,700,000203,1259,1541,119,44,17,22
51700000204,51,700,000204,1099,752,110,37,21,17
51700000205,51,700,000205,838.99,1317.98,99,38,20,25
51700000208,51,700,000208,494.01,740.02,51,13,3,12
51700000209,51,700,000209,808.49,851.32,92.04,34.01,15.01,14.01
51700000210,51,700,000210,1405.4,1464.59,114.19,45.64,17.91,23.8
51700000211,51,700,000211,1227.67,757.01,98.15,35.7,23.79,10.94
51700000212,51,700,000212,459,635,61,29,9,16
51700000213,51,700,000213,280.7,452.69,27.62,24.06,4.46,2.67
51700000215,51,700,000215,675.56,536.78,47.33,28.83,15.21,10.48
51700000216,51,700,000216,585,666,56,17,5,6
51700000217,51,700,000217,818.3,1057.31,72.38,24.94,5.54,22.33
51700000218,51,700,000218,1727.72,1269.53,114.46,55.17,13.11,24.05
51700000219,51,700,000219,1525.67,616.19,120.97,27.85,20.02,23.5
51700000302,51,700,000302,1241,300,27,16,10,8
51700000303,51,700,000303,775,265,25,12,8,4
51700000304,51,700,000304,711,14,7,2,4,8
51700000305,51,700,000305,419,91,13,6,5,3
