GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREOWRI,G20USSDWAR,G20USSRGAD,G20USSOWRI
51650000205,51,650,000205,1711,2290,71,6,1722,2263,0
51650000208,51,650,000208,2217,1418,57,5,2367,1322,2
51650000209,51,650,000209,1434,858,45,6,1443,838,6
51650000210,51,650,000210,2300,707,42,11,2300,670,2
51650000212,51,650,000212,1724,761,42,0,1770,735,0
51650000213,51,650,000213,1306,1265,50,3,1403,1209,0
51650000214,51,650,000214,1991,929,46,1,2073,859,1
51650000215,51,650,000215,736,130,13,0,732,136,0
51650000216,51,650,000216,1040,581,18,14,1077,560,3
51650000217,51,650,000217,590,534,14,0,601,529,0
51660000101,51,660,000101,2074,784,60,5,2041,791,3
51660000102,51,660,000102,869,355,14,10,857,364,0
51660000103,51,660,000103,1870,879,46,5,1879,867,0
51660000104,51,660,000104,1641,905,62,9,1682,913,0
51660000105,51,660,000105,687,184,6,10,654,196,0
51660000201,51,660,000201,1306,891,41,12,1372,861,1
51660000202,51,660,000202,1412,846,63,9,1450,860,2
51660000203,51,660,000203,1168,754,38,12,1193,766,0
51670000101,51,670,000101,588,601,5,0,635,559,0
51670000201,51,670,000201,1009,203,5,0,1007,199,0
51670000301,51,670,000301,577,1001,17,3,647,970,0
51670000401,51,670,000401,916,778,26,5,959,771,0
51670000501,51,670,000501,576,747,9,0,616,709,1
51670000601,51,670,000601,1144,244,9,0,1155,227,0
51670000701,51,670,000701,663,464,10,0,705,436,0
51678000001,51,678,000001,1803,910,38,9,1864,904,1
51680000101,51,680,000101,1585,1499,86,29,1666,1501,6
51680000102,51,680,000102,1066,1684,68,14,1108,1694,0
51680000103,51,680,000103,708,941,28,3,717,942,1
51680000104,51,680,000104,521,331,19,8,559,324,7
51680000105,51,680,000105,741,542,28,19,791,548,0
51680000201,51,680,000201,2294,617,46,13,2278,648,0
51680000202,51,680,000202,1898,439,22,10,1872,432,1
51680000203,51,680,000203,825,176,5,0,825,175,0
51680000204,51,680,000204,635,399,8,0,708,363,0
51680000301,51,680,000301,741,470,35,3,766,479,0
51680000302,51,680,000302,355,1816,62,31,291,1848,8
51680000303,51,680,000303,697,719,39,8,757,719,0
51680000304,51,680,000304,651,751,34,4,698,744,0
51680000305,51,680,000305,910,1597,53,24,978,1586,0
51680000401,51,680,000401,1235,2086,83,35,1281,2102,0
51680000402,51,680,000402,617,707,26,14,626,713,0
51680000403,51,680,000403,1374,1289,108,41,1436,1350,3
51680000404,51,680,000404,1171,1041,40,43,1207,1064,2
51683000001,51,683,000001,1957,836,40,2,1988,796,0
51683000002,51,683,000002,2219,1279,62,4,2365,1195,0
51683000003,51,683,000003,1672,1188,42,8,1714,1180,2
51683000004,51,683,000004,1675,1092,45,5,1686,1119,0
51683000005,51,683,000005,1637,880,54,23,1553,984,0
51683000006,51,683,000006,1110,927,25,9,1148,915,0
51685000001,51,685,000001,1367,656,29,4,1344,673,2
51685000002,51,685,000002,1576,727,44,2,1644,690,0
51685000003,51,685,000003,1062,607,22,2,1110,578,0
51690000001,51,690,000001,587,32,6,0,550,33,0
51690000002,51,690,000002,692,532,9,0,789,453,0
51690000003,51,690,000003,559,279,8,0,614,216,1
51690000004,51,690,000004,897,373,3,0,909,315,0
51690000005,51,690,000005,659,947,24,5,751,867,0
51690000006,51,690,000006,383,9,1,0,355,0,0
51700000101,51,700,000101,2196,754,47,3,2213,696,0
51700000102,51,700,000102,2752,520,37,9,2658,504,1
51700000103,51,700,000103,2308,993,62,15,2368,913,5
51700000104,51,700,000104,1597,511,37,17,1617,466,0
51700000105,51,700,000105,414,206,9,1,391,206,0
51700000106,51,700,000106,2504,863,67,5,2527,819,1
51700000107,51,700,000107,1582,1024,50,8,1571,1012,3
51700000108,51,700,000108,2028,653,28,1,1985,584,1
51700000109,51,700,000109,1083,655,40,7,1114,614,8
51700000110,51,700,000110,1897,630,54,3,1870,611,0
51700000201,51,700,000201,459,135,10,1,440,126,1
51700000202,51,700,000202,1176,1019,51,5,1203,1001,2
51700000203,51,700,000203,1386,1593,52,5,1536,1506,0
51700000204,51,700,000204,836,493,21,0,827,481,0
51700000205,51,700,000205,920,1447,54,16,1010,1406,1
51700000208,51,700,000208,596,898,9,9,647,875,0
51700000209,51,700,000209,924,907,61,5,950,934,2
51700000210,51,700,000210,1637,1586,67,9,1768,1519,1
51700000211,51,700,000211,1568,742,39,5,1579,703,0
51700000212,51,700,000212,680,759,51,2,689,782,2
51700000213,51,700,000213,382,608,23,1,415,596,0
51700000215,51,700,000215,816,478,24,2,835,449,0
51700000216,51,700,000216,537,669,30,1,521,683,0
51700000217,51,700,000217,800,1037,23,2,873,1003,0
51700000218,51,700,000218,1303,1077,50,10,1310,1071,1
51700000219,51,700,000219,1955,534,32,15,1921,520,0
51700000302,51,700,000302,1404,360,23,1,1405,340,0
51700000303,51,700,000303,974,308,11,2,966,274,0
51700000304,51,700,000304,981,40,2,2,959,27,2
51700000305,51,700,000305,412,100,7,0,399,93,1
51700000306,51,700,000306,444,20,2,0,421,26,0
51700000307,51,700,000307,913,20,1,1,820,26,1
51700000308,51,700,000308,889,29,0,0,842,29,0
51700000309,51,700,000309,844,31,5,0,804,39,0
51700000310,51,700,000310,1097,45,9,6,1047,42,2
51700000311,51,700,000311,1672,495,20,1,1654,465,1
51700000312,51,700,000312,421,9,3,0,388,9,0
51700000313,51,700,000313,1378,58,8,0,1357,41,0
51700000314,51,700,000314,683,400,38,1,722,382,0
51700000315,51,700,000315,1036,784,38,2,1067,752,0
51700000316,51,700,000316,1220,466,31,1,1184,457,1
51700000317,51,700,000317,501,16,1,0,476,1,0
51700000318,51,700,000318,913,66,11,0,888,63,0
51700000319,51,700,000319,1423,921,34,1,1416,888,0
51700000320,51,700,000320,1623,1426,64,4,1686,1396,0
51710000101,51,710,000101,1795,600,54,4,1875,603,1
51710000102,51,710,000102,598,547,25,8,654,533,1
51710000103,51,710,000103,907,739,41,5,973,723,0
51710000104,51,710,000104,1229,202,13,2,1210,183,0
51710000106,51,710,000106,1447,596,27,7,1485,569,0
51710000201,51,710,000201,1322,566,30,2,1291,610,0
51710000203,51,710,000203,747,272,27,5,724,318,0
51710000207,51,710,000207,1922,247,28,16,1930,257,5
51710000208,51,710,000208,452,408,29,1,492,427,0
51710000210,51,710,000210,1119,384,42,1,1146,403,0
51710000211,51,710,000211,1391,548,43,0,1417,582,0
51710000212,51,710,000212,1776,148,13,8,1779,149,0
51710000213,51,710,000213,1612,419,71,14,1618,494,3
51710000214,51,710,000214,1209,488,25,3,1239,497,1
51710000215,51,710,000215,905,645,26,0,906,645,0
51710000217,51,710,000217,1441,525,51,2,1454,521,2
51710000218,51,710,000218,1121,859,38,4,1216,853,0
51710000301,51,710,000301,1547,270,11,3,1604,226,0
51710000302,51,710,000302,1080,243,26,0,1124,221,4
51710000303,51,710,000303,1830,101,2,5,1827,99,0
51710000304,51,710,000304,1125,206,18,0,1145,205,0
51710000305,51,710,000305,1107,330,24,0,1154,309,0
51710000306,51,710,000306,1348,108,16,6,1331,118,4
51710000309,51,710,000309,2642,667,64,6,2736,652,2
51710000310,51,710,000310,2647,231,15,5,2651,209,0
51710000311,51,710,000311,2350,1031,91,3,2519,992,2
51710000313,51,710,000313,1277,51,6,0,1274,46,0
51710000402,51,710,000402,1292,65,0,0,1289,52,0
51710000404,51,710,000404,1897,85,16,0,1868,81,0
51710000405,51,710,000405,1847,101,5,3,1805,98,0
51710000406,51,710,000406,800,509,14,1,882,466,0
51710000408,51,710,000408,1120,802,18,2,1210,766,0
51710000409,51,710,000409,968,671,20,13,997,682,0
51710000411,51,710,000411,1275,43,6,0,1292,33,0
51710000412,51,710,000412,1437,219,15,3,1414,234,0
51710000413,51,710,000413,1695,322,24,6,1732,313,0
51710000414,51,710,000414,1838,78,6,1,1785,87,1
51710000415,51,710,000415,1217,599,32,0,1290,586,0
51710000501,51,710,000501,1095,990,61,3,1217,941,5
51710000503,51,710,000503,1213,942,28,1,1256,912,0
51710000504,51,710,000504,1060,591,21,6,1098,572,0
51710000505,51,710,000505,912,799,43,4,971,779,0
51710000506,51,710,000506,1486,758,40,6,1491,761,2
51710000507,51,710,000507,1034,691,50,11,1102,681,4
51710000509,51,710,000509,899,1141,40,0,1063,1065,0
51710000510,51,710,000510,1226,1190,76,5,1319,1188,0
51710000511,51,710,000511,1483,866,43,4,1499,865,1
51710000512,51,710,000512,697,526,5,0,781,460,0
51720000001,51,720,000001,457,1109,7,1,593,993,0
51730000101,51,730,000101,1558,198,8,1,1534,197,0
51730000201,51,730,000201,2292,220,24,8,2325,200,0
51730000301,51,730,000301,1736,425,14,3,1793,391,2
51730000401,51,730,000401,1566,320,10,0,1565,315,0
51730000501,51,730,000501,1695,154,7,0,1672,164,0
51730000601,51,730,000601,1770,70,4,0,1745,73,0
51730000701,51,730,000701,1755,201,0,0,1778,161,0
51735000001,51,735,000001,638,1634,32,18,698,1618,0
51735000002,51,735,000002,708,2225,70,2,786,2216,1
51735000003,51,735,000003,666,1644,55,14,684,1657,3
51740000001,51,740,000001,1043,345,30,5,1033,356,0
51740000005,51,740,000005,1038,24,7,0,1016,24,0
51740000007,51,740,000007,807,209,8,2,813,203,0
51740000009,51,740,000009,1115,170,11,0,1116,170,0
51740000010,51,740,000010,683,312,21,0,679,325,0
51740000011,51,740,000011,1410,28,7,0,1361,22,0
51740000013,51,740,000013,813,28,4,0,799,26,0
51740000014,51,740,000014,1223,30,1,0,1178,26,0
51740000016,51,740,000016,1104,332,30,1,1101,328,0
51740000017,51,740,000017,1232,447,17,0,1295,410,0
51740000019,51,740,000019,561,361,19,4,584,347,1
51740000020,51,740,000020,1115,278,12,3,1137,254,0
51740000021,51,740,000021,864,40,0,0,861,29,0
51740000022,51,740,000022,925,585,19,0,952,561,0
51740000023,51,740,000023,593,873,36,2,720,819,0
51740000024,51,740,000024,668,303,9,2,688,290,1
51740000025,51,740,000025,835,558,17,0,831,544,0
51740000026,51,740,000026,1359,39,1,0,1300,39,0
51740000027,51,740,000027,1291,46,4,1,1226,46,0
51740000028,51,740,000028,1508,44,2,3,1438,43,0
51740000029,51,740,000029,347,620,20,2,435,583,0
51740000030,51,740,000030,571,958,26,0,700,878,1
51740000031,51,740,000031,1564,806,38,0,1651,752,0
51740000032,51,740,000032,398,620,17,1,426,619,0
51740000033,51,740,000033,393,793,30,1,477,762,0
51740000034,51,740,000034,463,629,22,0,541,597,0
51740000035,51,740,000035,785,794,35,8,866,767,0
51740000036,51,740,000036,1289,1084,31,4,1351,1035,0
51740000037,51,740,000037,1486,617,51,5,1501,618,0
51740000038,51,740,000038,2232,272,32,9,2176,273,0
51740000039,51,740,000039,1235,490,22,1,1259,484,0
51750000001,51,750,000001,925,604,27,2,940,593,0
51750000002,51,750,000002,645,748,25,2,705,721,1
51750000003,51,750,000003,822,1019,39,3,917,983,1
51750000004,51,750,000004,921,393,15,7,940,374,0
51760000101,51,760,000101,853,240,13,12,820,269,0
51760000102,51,760,000102,655,471,27,7,618,528,0
51760000104,51,760,000104,996,741,12,15,902,828,0
51760000105,51,760,000105,984,484,30,7,960,545,0
51760000106,51,760,000106,587,902,31,12,580,985,0
51760000111,51,760,000111,869,539,8,1,833,571,0
51760000112,51,760,000112,696,370,17,5,713,400,0
51760000113,51,760,000113,1636,334,50,13,1594,400,0
51760000114,51,760,000114,1550,396,40,11,1533,457,0
51760000115,51,760,000115,722,541,26,6,719,587,0
51760000203,51,760,000203,460,138,12,7,465,153,0
51760000204,51,760,000204,1431,316,17,24,1427,347,0
51760000206,51,760,000206,820,70,16,16,800,85,4
51760000207,51,760,000207,1473,330,48,2,1429,403,0
51760000208,51,760,000208,1264,289,28,23,1222,361,0
51760000213,51,760,000213,2624,140,40,18,2630,179,0
51760000214,51,760,000214,1479,109,17,0,1419,139,0
51760000215,51,760,000215,1017,245,26,0,987,282,0
51760000301,51,760,000301,1105,37,3,3,1054,57,0
51760000302,51,760,000302,754,106,7,0,707,135,0
51760000303,51,760,000303,919,41,1,1,897,48,0
51760000304,51,760,000304,1447,42,8,3,1440,50,0
51760000305,51,760,000305,1333,99,28,2,1309,132,4
51760000306,51,760,000306,1055,46,13,6,1042,78,1
51760000307,51,760,000307,676,198,16,11,686,227,0
51760000308,51,760,000308,725,244,10,10,695,283,0
51760000309,51,760,000309,696,299,0,1,699,274,1
51760000310,51,760,000310,883,8,8,0,875,23,0
51760000402,51,760,000402,1590,549,73,7,1617,624,0
51760000404,51,760,000404,1596,422,25,10,1660,398,0
51760000409,51,760,000409,782,635,24,3,803,642,1
51760000410,51,760,000410,1354,431,30,9,1377,453,0
51760000412,51,760,000412,1448,323,31,10,1484,319,0
51760000413,51,760,000413,725,388,17,3,723,407,0
51760000414,51,760,000414,881,584,19,3,880,624,0
51760000415,51,760,000415,704,520,22,6,686,542,0
51760000501,51,760,000501,1611,276,40,7,1622,308,0
51760000503,51,760,000503,1959,177,30,3,1894,207,0
51760000504,51,760,000504,2442,246,47,8,2368,308,4
51760000505,51,760,000505,1291,148,15,4,1274,160,0
51760000508,51,760,000508,1005,199,21,10,1006,220,0
51760000509,51,760,000509,1696,103,14,1,1667,108,0
51760000510,51,760,000510,1944,172,28,0,1920,177,0
51760000602,51,760,000602,1521,48,21,1,1556,29,1
51760000603,51,760,000603,1659,66,2,2,1632,89,0
51760000604,51,760,000604,1314,64,7,6,1371,48,0
51760000606,51,760,000606,1763,75,13,0,1773,71,0
51760000607,51,760,000607,1280,227,8,2,1254,249,0
51760000609,51,760,000609,2699,303,32,0,2699,321,0
51760000610,51,760,000610,1600,59,3,6,1564,67,1
51760000701,51,760,000701,1818,54,8,0,1769,54,0
51760000702,51,760,000702,1386,62,4,5,1331,98,0
51760000703,51,760,000703,1827,102,21,20,1785,146,1
51760000705,51,760,000705,1133,124,27,6,1122,154,0
51760000706,51,760,000706,2587,164,25,0,2540,170,0
51760000707,51,760,000707,1840,273,41,2,1787,333,0
51760000708,51,760,000708,2169,329,76,17,2190,380,0
51760000802,51,760,000802,1465,71,3,3,1422,70,1
51760000806,51,760,000806,1288,147,6,0,1305,131,0
51760000810,51,760,000810,1122,146,2,2,1103,147,0
51760000811,51,760,000811,1758,124,7,1,1760,124,0
51760000812,51,760,000812,1607,249,9,0,1619,229,0
51760000814,51,760,000814,1044,87,2,0,1042,87,0
51760000902,51,760,000902,630,76,0,0,634,65,0
51760000903,51,760,000903,1589,179,24,1,1592,184,0
51760000908,51,760,000908,1535,122,17,2,1513,127,0
51760000909,51,760,000909,1640,205,17,12,1634,220,1
51760000910,51,760,000910,1545,162,9,3,1510,169,0
51760000911,51,760,000911,1379,77,15,0,1407,58,0
51770000001,51,770,000001,1578,500,23,1,1629,443,0
51770000002,51,770,000002,1172,600,27,3,1231,559,0
51770000003,51,770,000003,1181,1048,41,0,1329,962,0
51770000004,51,770,000004,1287,840,13,5,1371,764,1
51770000005,51,770,000005,813,1206,35,0,960,1130,0
51770000006,51,770,000006,1107,858,23,0,1296,755,6
51770000007,51,770,000007,1057,1097,28,0,1334,951,0
51770000008,51,770,000008,1591,120,7,1,1532,90,0
51770000009,51,770,000009,1820,538,15,5,1821,510,0
51770000010,51,770,000010,1678,782,47,2,1759,750,0
51770000011,51,770,000011,1422,925,35,12,1483,915,1
51770000012,51,770,000012,934,861,47,14,1004,829,0
51770000013,51,770,000013,969,1207,54,0,1148,1132,0
51770000014,51,770,000014,1001,893,17,0,1124,809,0
51770000015,51,770,000015,1153,830,30,6,1201,805,0
51770000016,51,770,000016,747,1041,21,4,853,994,0
51770000017,51,770,000017,1679,983,59,5,1825,909,0
51770000018,51,770,000018,1440,840,39,1,1488,806,0
51770000019,51,770,000019,2107,281,10,2,2030,245,0
51770000020,51,770,000020,2044,194,9,1,1945,169,0
51775000001,51,775,000001,496,683,20,0,569,646,0
51775000002,51,775,000002,539,607,22,0,586,571,1
51775000003,51,775,000003,266,464,9,0,307,441,0
51775000004,51,775,000004,396,714,18,0,505,648,0
51775000005,51,775,000005,745,1112,23,0,820,1054,0
51775000006,51,775,000006,541,788,14,0,594,736,0
51775000007,51,775,000007,618,853,17,0,650,815,0
51775000008,51,775,000008,354,354,15,0,354,338,0
51775000009,51,775,000009,411,816,17,0,485,751,0
51775000010,51,775,000010,682,1117,17,0,714,1073,1
51790000101,51,790,000101,1721,1377,33,5,1827,1299,0
51790000201,51,790,000201,1678,1530,73,7,1876,1451,0
51790000301,51,790,000301,1173,1115,61,4,1214,1115,4
51790000401,51,790,000401,1044,903,25,3,1007,909,0
51790000501,51,790,000501,1330,752,25,14,1310,751,1
51800000101,51,800,000101,1268,459,25,5,1280,459,0
51800000102,51,800,000102,1221,2082,73,11,1321,2109,3
51800000104,51,800,000104,1296,1120,60,6,1330,1144,1
51800000201,51,800,000201,811,1408,19,3,841,1408,0
51800000202,51,800,000202,935,1243,16,3,924,1243,0
51800000203,51,800,000203,1297,659,24,1,1297,668,0
51800000204,51,800,000204,1085,629,15,4,1130,611,2
51800000301,51,800,000301,340,197,9,1,354,190,0
51800000302,51,800,000302,2041,352,23,7,2033,342,3
51800000304,51,800,000304,1257,738,39,1,1304,728,0
51800000305,51,800,000305,460,358,16,0,461,350,0
51800000401,51,800,000401,368,664,16,2,398,658,0
51800000402,51,800,000402,536,1222,11,4,600,1198,0
51800000403,51,800,000403,1226,90,9,2,1185,80,1
51800000404,51,800,000404,1728,72,13,0,1678,69,2
51800000405,51,800,000405,292,385,3,0,296,382,0
51800000501,51,800,000501,779,1216,20,0,916,1152,0
51800000502,51,800,000502,986,1733,25,2,1059,1709,0
51800000504,51,800,000504,736,1504,16,2,805,1469,0
51800000601,51,800,000601,1306,621,11,0,1287,609,0
51800000602,51,800,000602,618,174,12,1,627,171,0
51800000603,51,800,000603,377,331,16,3,406,323,0
51800000604,51,800,000604,587,653,35,6,638,661,0
51800000605,51,800,000605,1251,36,1,1,1195,39,1
51800000702,51,800,000702,1328,944,32,0,1342,958,0
51800000704,51,800,000704,1779,811,66,12,1840,823,3
51800000706,51,800,000706,2957,458,33,9,2914,460,1
51810000001,51,810,000001,1073,1700,11,5,1063,1685,0
51810000002,51,810,000002,1412,1189,44,2,1447,1172,0
51810000003,51,810,000003,913,1012,38,0,962,985,0
51810000004,51,810,000004,885,1149,26,3,892,1148,0
51810000005,51,810,000005,1652,998,46,1,1645,961,1
51810000006,51,810,000006,725,1101,21,8,753,1096,2
51810000007,51,810,000007,745,934,27,8,714,960,0
51810000008,51,810,000008,1690,1531,68,19,1759,1484,8
51810000009,51,810,000009,676,1104,12,14,696,1104,0
51810000010,51,810,000010,477,1088,33,7,534,1083,0
51810000011,51,810,000011,1031,1221,24,3,1085,1208,0
51810000012,51,810,000012,1746,1056,67,7,1781,1039,4
51810000013,51,810,000013,1530,1469,80,12,1657,1436,0
51810000014,51,810,000014,1447,1540,66,5,1487,1532,1
51810000015,51,810,000015,1027,944,63,15,1126,906,1
51810000016,51,810,000016,1754,1624,84,6,1944,1529,0
51810000017,51,810,000017,397,610,27,2,428,610,0
51810000018,51,810,000018,867,1147,29,12,877,1149,2
51810000019,51,810,000019,670,846,34,1,665,855,1
51810000020,51,810,000020,882,1008,22,2,997,932,0
51810000021,51,810,000021,1298,353,27,10,1297,332,0
51810000022,51,810,000022,1040,1122,54,3,1100,1110,1
51810000023,51,810,000023,1293,1387,59,3,1338,1381,0
51810000024,51,810,000024,1116,831,41,7,1116,832,0
51810000025,51,810,000025,1717,1606,48,0,1774,1565,0
51810000026,51,810,000026,1025,1275,47,1,1091,1233,1
51810000027,51,810,000027,1084,1303,45,10,1125,1308,1
51810000028,51,810,000028,969,1046,39,7,1027,1039,0
51810000029,51,810,000029,1604,867,44,0,1682,798,0
51810000030,51,810,000030,690,920,30,1,709,922,0
51810000031,51,810,000031,889,1792,25,12,874,1804,0
51810000032,51,810,000032,538,1399,26,5,647,1354,1
51810000033,51,810,000033,430,1477,20,0,526,1420,0
51810000034,51,810,000034,342,942,12,1,415,902,0
51810000035,51,810,000035,468,943,14,1,488,930,0
51810000036,51,810,000036,1807,1108,40,14,1861,1061,2
51810000037,51,810,000037,1170,1061,53,5,1221,1037,4
51810000038,51,810,000038,699,1154,36,6,758,1135,0
51810000039,51,810,000039,1661,1252,68,6,1688,1231,1
51810000040,51,810,000040,1475,1125,48,0,1486,1074,0
51810000041,51,810,000041,2426,672,35,13,2434,626,0
51810000042,51,810,000042,1568,1171,62,13,1607,1171,1
51810000043,51,810,000043,1722,809,53,7,1720,792,2
51810000044,51,810,000044,1354,1382,53,4,1413,1338,0
51810000045,51,810,000045,1869,736,38,9,1872,713,0
51810000046,51,810,000046,1764,883,40,3,1793,832,0
51810000047,51,810,000047,1000,1607,31,22,982,1611,0
51810000048,51,810,000048,1050,1175,43,2,1058,1176,0
51810000049,51,810,000049,751,1062,17,2,753,1028,3
51810000050,51,810,000050,1569,724,33,3,1587,661,0
51810000051,51,810,000051,996,1043,72,5,1010,1077,0
51810000052,51,810,000052,1355,1238,55,4,1443,1202,0
51810000053,51,810,000053,995,1001,42,5,1025,988,3
51810000054,51,810,000054,961,740,42,6,981,729,1
51810000055,51,810,000055,1816,843,63,5,1856,775,0
51810000056,51,810,000056,745,793,14,7,729,789,0
51810000057,51,810,000057,722,825,16,4,745,810,0
51810000058,51,810,000058,1340,1216,54,5,1421,1165,0
51810000059,51,810,000059,1020,849,40,6,1086,813,0
51810000060,51,810,000060,926,1777,42,12,958,1773,0
51810000061,51,810,000061,3372,535,60,8,3242,524,3
51810000062,51,810,000062,1341,1510,34,4,1374,1494,0
51810000063,51,810,000063,1309,1635,66,6,1310,1662,0
51810000064,51,810,000064,1060,942,49,7,1130,924,1
51810000065,51,810,000065,1461,1215,33,14,1493,1199,2
51810000066,51,810,000066,819,1315,50,5,858,1334,1
51810000067,51,810,000067,989,547,11,3,997,526,0
51810000068,51,810,000068,1122,1209,50,5,1151,1199,0
51810000069,51,810,000069,1298,508,30,3,1294,500,0
51810000070,51,810,000070,1458,1381,66,4,1533,1326,2
51810000071,51,810,000071,674,566,27,3,757,527,1
51810000072,51,810,000072,805,1345,35,7,894,1311,0
51810000073,51,810,000073,2089,982,71,21,2140,936,7
51810000074,51,810,000074,1402,716,35,11,1436,675,3
51810000075,51,810,000075,766,1393,39,1,798,1383,0
51810000076,51,810,000076,1709,670,62,11,1719,669,0
51810000077,51,810,000077,1364,1089,54,4,1449,1036,4
51810000078,51,810,000078,1084,866,56,17,1116,875,0
51810000079,51,810,000079,1608,655,35,11,1610,610,0
51810000080,51,810,000080,1101,479,29,11,1124,463,0
51810000081,51,810,000081,1475,1066,48,2,1580,1002,2
51810000082,51,810,000082,863,1159,21,3,846,1160,0
51810000083,51,810,000083,1194,1615,48,7,1275,1574,0
51810000084,51,810,000084,1466,827,35,10,1482,816,0
51810000085,51,810,000085,1022,1610,56,10,1141,1572,2
51810000086,51,810,000086,748,927,23,4,798,890,0
51810000087,51,810,000087,880,1118,36,8,873,1126,1
51810000088,51,810,000088,857,1008,31,7,912,979,0
51810000089,51,810,000089,905,1123,33,6,898,1131,0
51810000090,51,810,000090,747,917,39,7,760,929,1
51810000091,51,810,000091,1400,773,37,1,1400,759,1
51810000092,51,810,000092,963,1203,50,3,937,1245,0
51810000093,51,810,000093,2536,333,42,3,2418,337,0
51810000094,51,810,000094,690,627,20,2,733,607,0
51810000095,51,810,000095,759,954,31,2,830,917,0
51810000096,51,810,000096,1430,672,34,3,1416,632,1
51810000097,51,810,000097,1388,807,38,6,1416,783,1
51810000098,51,810,000098,1028,475,40,4,1036,480,1
51810000099,51,810,000099,919,602,33,5,921,599,0
51810000100,51,810,000100,394,894,7,0,435,874,0
51820000001,51,820,000001,1123,1139,32,0,1261,1053,0
51820000002,51,820,000002,1182,1434,33,7,1292,1379,0
51820000003,51,820,000003,1371,1273,35,1,1375,1247,0
51820000004,51,820,000004,1248,1641,50,2,1317,1613,0
51830000001,51,830,000001,2852,1328,50,15,2870,1367,0
51830000002,51,830,000002,1985,684,34,17,1989,704,3
51840000101,51,840,000101,935,954,17,4,998,930,0
51840000102,51,840,000102,686,663,37,20,727,654,0
51840000201,51,840,000201,1645,835,40,0,1621,827,0
51840000301,51,840,000301,1479,1070,27,0,1598,991,0
51840000401,51,840,000401,849,630,28,1,926,593,0
51840000402,51,840,000402,1011,1077,30,11,1034,1097,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
