GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDWHI,G18USSRFLA,G18USSOWRI,G18GOVDRAI,G18GOVRFUN,G18GOVITRI,G18GOVIMUN,G18GOVOGIL,G18GOVOARM,G18GOVOWRI,G18LTGDMCK,G18LTGRPEN,G18LTGIRIC,G18LTGIMCC,G18LTGOHEL,G18LTGOWRI,G18ATGDNER,G18ATGOGOR,G18ATGOWRI,G18TREDMAG,G18TRERRIL,G18TREOWRI,G18SOSDGOR,G18SOSRCOR,G18SOSOWRI
44001440101,44,001,440101,877,466.5,4.8,819.1,408.6,53.2,20,30.4,13.3,3.8,817.2,343,37.1,17.1,84.6,12.3,1039.5,172.9,13.3,902.7,417.1,0.9,936.9,381,0.9
44001440102,44,001,440102,1272.5,574.5,3.1,1182.6,507.2,73,20,35.4,19.9,3.1,1199.2,410.6,31.1,29.5,105.6,18.2,1438.7,245.3,11.5,1298.8,512,3,1330.8,477.8,2
44001440103,44,001,440103,967.9,465.4,4.8,1012,349.6,32,7.8,24.2,5.8,4.8,931,319.4,14.6,25.1,85.2,13.6,1147.7,138.6,18.4,1014.3,399.7,0,1026.9,378.4,1
44001440104,44,001,440104,1092.9,517.1,4.6,1030.6,459.2,45.9,16.5,43.9,10.1,4.6,1029.6,381.4,30.3,30.2,78.9,16.5,1278,170.7,10.1,1135.8,445.7,0,1146.1,429,1.8
44001440105,44,001,440105,1242.1,613.4,3.2,1218.7,493.3,55.7,17.6,38.7,18.4,9.2,1174.7,458.3,17.2,22.1,94,36.6,1429,222.4,21.4,1275.7,545.7,4,1307,507.1,2.1
44001440201,44,001,440201,461,391.7,5.8,404.2,340.7,58.7,11.6,25,12.5,1,459.1,283.9,22.1,20.2,28.9,13.5,600.6,172.3,6.7,527.5,309.9,0,510.1,322.4,0
44001440202,44,001,440202,360.7,167.3,0,331.7,137.3,29,11.6,10.6,5.8,1.9,319.1,121.8,11.6,19.3,20.3,12.6,387.8,88,4.8,383.9,134.4,2.9,372.3,131.5,2.9
44001440203,44,001,440203,1125,765.6,3,1044.9,662.5,82.1,24,47,16,4,1086,537.4,42.1,37,68,39,1438.2,250.3,9,1287.1,567.5,2,1271.1,581.5,1
44001440204,44,001,440204,778.3,458.9,3.1,692.8,406.5,64.1,18.4,35,16.2,6.2,744.5,327.6,42.9,24.7,29.9,13.3,908.8,210.4,7.1,837.1,368.1,0,824.6,367.7,2
44001440205,44,001,440205,757.7,627.5,4.9,639.2,560,101.8,17.6,48,11.8,7.8,768.5,421.9,45,33.3,41.1,12.7,976,266.3,6.8,845.8,490.4,2,868.3,473.8,2
44001440206,44,001,440206,683,406,2,561,373,66,17,47,17,3,657,285,42,19,37,12,828,185,3,754,306,0,732,328,1
44001440207,44,001,440207,523.3,291.7,0,497.3,252.7,33,5.4,14.4,5.2,3.1,493.9,200.2,19.4,28.7,24.7,17.4,633.2,101,2.2,581.1,226.6,0.1,568.7,227.5,0.1
44001440208,44,001,440208,576,342,0,483,297,63,19,29,14,4,538,249,27,15,40,14,654,176,10,597,304,1,610,280,1
44001440209,44,001,440209,131,61,0,108,72,10,0,1,5,1,126,41,2,7,4,2,148,26,2,132,50,0,132,49,0
44001443401,44,001,443401,601.2,318.1,3,539.1,280.1,38,18,24,17,6,562.2,219.1,34,34,30,12,660.2,189.1,7,604.2,288.1,3,623.2,272.1,0
44001443402,44,001,443402,777.5,647.5,3,675.5,589.4,67.1,26,45,17,4,788.5,466.3,39,20,47,9,987.7,277.2,14,839.6,544.4,2,880.6,507.4,0
44001443403,44,001,443403,1104.3,583.7,2.2,963.1,530.8,89.2,18.4,50.9,16.5,7,1023.2,416.6,46.8,44.8,66.1,23.5,1251.5,290.5,15.2,1153.8,492.6,2,1188.1,465.1,1
44003440601,44,003,440601,384.7,413.5,4,296.4,384.8,59.9,14.1,28,10,1,393.3,323.6,26,15.2,23.9,3,516.6,204.8,13,406.6,380.6,2,441.2,343.9,2
44003440602,44,003,440602,105.7,99.7,0,74.7,97.9,14.6,3.4,6,7.7,0,103.9,79,6,2.6,9.4,0,129.7,57.5,3.4,114.2,88.5,0,118.6,83.3,0
44003440603,44,003,440603,742.2,811,10.1,572.7,812.6,80.8,24.2,52.1,15.5,5.2,725.1,657.2,45.2,34,49.1,5.7,1000,397.3,24,764.6,755.4,5.3,837.3,687.1,2.4
44003440604,44,003,440604,404.2,396.2,0,313.5,387.2,46.9,16,20,15,2,397.3,310.4,27.9,25.9,27.9,3,523,224.5,10,416.2,366.2,0,464.1,327.3,0
44003440605,44,003,440605,405.2,458,2.9,294.8,477.7,49.7,9,26.3,6.9,3.9,385.6,384.9,29.5,25.6,25.3,2.9,536.7,241,10.8,411.2,437.9,1.9,458.1,393.8,1
44003440606,44,003,440606,200.7,271.4,1.9,156.2,262.4,32,1.3,16.5,5.8,0.1,200.3,226.9,13,10.1,13.6,3.8,290.5,143,5,213.2,256.4,1,241.5,222.3,2.9
44003440607,44,003,440607,622.3,575.5,1,510.5,568.3,43.8,18.7,41.5,14.8,3,627.4,479,33.6,14.1,30.6,0,821.4,286.8,13.8,669.8,514.9,0,715.3,472.3,0
44003440608,44,003,440608,554.3,551.1,0,425.2,554,58.8,10.4,35.8,11.3,3.1,535.5,445.4,38.6,28.2,23.6,4,725.2,275.6,10.3,578.3,501.9,0,607.2,469.1,0
44003440609,44,003,440609,415,513.4,4.1,317.7,511,47.5,7.3,32.8,12.2,2.1,425.4,398.3,39.9,19.8,29.8,5.1,570.8,257.1,24.3,460.1,463.9,0.1,478.5,435.6,1
44003440610,44,003,440610,286,246,3,239,230,31,14,19,3,0,281,193,20,15,24,1,359,135,8,320,211,0,328,202,0
44003440611,44,003,440611,390.5,400.1,1,330.7,371.2,36.6,9.6,25.1,7.7,2.9,414.6,310.4,13.5,18.3,15.4,0,539.9,166.8,9.6,426.1,342.3,1,462.8,309.5,1
44003440612,44,003,440612,424.6,373.5,5,324.1,377.5,43.2,15.1,20.1,12.1,5,429.6,278.2,25.1,15,23.1,8,523,205.9,8.1,431.7,345.3,2,471.8,310.3,0
44003440613,44,003,440613,372.2,353.3,5,285.8,340.3,64.2,6.1,26.1,6.1,4,358.3,285.7,37.1,8.2,24.1,6,452.1,210,10.1,368.5,344.9,4,406.7,309.7,3
44003440614,44,003,440614,199.1,151.3,0,171.1,125.4,33,9,6,2,0,194.1,115.2,11,11,11,0,245.3,76.1,0,188.2,152.2,0,211.2,129.2,0
44003440615,44,003,440615,465.3,539.5,0,375.1,523.8,40.8,20.2,31.5,5.2,5.1,473.9,433.5,28.3,21.4,30.3,2,655.5,250.5,13.2,518.1,473.2,2,537.9,455.5,0
44003440616,44,003,440616,550.5,575.2,3,457.1,563.3,52.6,10.7,33.3,10.4,4,558.7,432.8,25.9,34,36.3,6.2,751.9,255.1,19.5,611.5,488.4,2,660.8,439.7,4
44003440617,44,003,440617,360.6,419.4,0,249.9,426.4,37.8,11.2,32.5,14.1,3.1,338.9,346.6,16.4,28.4,25.4,5,455.2,239.9,8.3,361.8,392.9,1,398.5,365.2,2
44003440618,44,003,440618,198,214,2,179,206,18,3,8,2,0,196,185,12,3,10,1,273,97,9,194,210,0,227,181,0
44003440901,44,003,440901,194.5,155.9,2,178.9,155.7,7.4,2.1,4.2,3,1,196.4,119.5,8.1,5.1,12.1,3,249.6,67.1,2.1,201.7,136.6,1,219.8,121.5,1
44003440902,44,003,440902,883.3,746.5,1,822.4,671.7,47.9,19,50.9,8,7,917.2,555.9,32.9,28.9,27,12,1220.6,222.6,23,914.2,663.7,4,1001,588.8,1
44003440903,44,003,440903,912.6,520.7,1,819,477.4,55.4,20.2,41.2,15.1,9.1,889.7,392.6,30.2,33.2,38.3,7.1,1080,232.4,11.1,922,478.1,2,959.1,450,0
44003440904,44,003,440904,908.8,679.6,3,792.7,646.9,58.5,17.9,44.6,11.9,7.9,926.6,502,26.8,23.8,54.6,5,1155.8,235.2,25.8,931.6,608.1,3,1009.9,537.8,1
44003440905,44,003,440905,876.2,780.3,3,830.2,704.4,56,15,46,5,5,899.2,581.5,52,27,52,6,1192.9,276.8,19,894.2,725.4,1,960.1,663.4,1
44003443501,44,003,443501,1044,737,2,875,720,71,27,47,22,10,1046,518,39,42,63,15,1317,304,30,1093,643,3,1148,593,3
44003443502,44,003,443502,910,640,2,717,638,78,22,56,22,13,905,486,35,27,46,14,1161,252,21,966,557,2,1010,511,4
44003443503,44,003,443503,448,313,3,371,298,40,7,33,11,5,474,217,21,14,24,3,559,125,15,493,256,2,505,240,2
44003443504,44,003,443504,902.7,408.8,2.1,761.3,404.9,55.9,22.4,33.6,17.3,10.2,898.7,288.6,27.6,21.4,35.1,11.5,1037.2,182.4,6.2,933.5,357.4,0.1,975,313.3,1
44003443505,44,003,443505,297,212.9,0,240.5,203.6,21.4,11.1,16.6,6.5,3.7,300.2,158.4,11.2,12.9,14.1,2.8,353.2,111.1,2.9,307.9,196.3,0,337.4,162.2,0.9
44003443506,44,003,443506,295.4,248.3,3,220.4,241.3,42,10,23,4,6,295.4,190.2,13,16,20,3,362.5,134,7,309.5,230.2,0,321.5,212.2,1
44003443507,44,003,443507,170.5,108.3,0,130.3,98.3,22,3,16,4,0,167.4,74.2,13,5,4,0,192.6,61.1,1,176.5,90.3,1,173.5,93.3,0
44003443508,44,003,443508,697.1,442,1.9,548.5,447.3,64.6,13.2,37.4,22.5,5.6,685.3,326.7,33.9,22.5,38.6,9.3,807.6,248,11.4,718.9,396.4,0.9,741.4,371.1,2.8
44003443509,44,003,443509,171,117,0,142,111,14,6,13,2,1,168,94,10,2,10,1,223,45,3,194,95,0,199,85,0
44003443510,44,003,443510,530.6,376.6,3.9,379.6,399.2,46.1,13.7,40.2,15.7,7.8,507.1,284.4,25.5,24.5,44.1,2.9,653.2,169.7,7.8,567.9,312.9,2,574.8,310,2.9
44003443511,44,003,443511,789,577,1,638,551,78,22,42,17,10,761,434,42,33,40,11,952,276,18,822,495,1,838,476,2
44003443512,44,003,443512,535,353,4,406,379,47,12,26,14,3,551,252,23,16,25,8,669,147,12,590,285,2,589,291,0
44003443513,44,003,443513,655.5,552.5,0.9,501,544.1,63.7,14.1,47.8,17.8,5.6,687.3,395.2,28.1,19.7,39.3,2.8,858.6,241.7,11.2,701.4,481.4,1.9,753.8,428,0
44003443514,44,003,443514,929,719.6,4,698.7,747.5,100.2,23.1,48.1,29,2,931,548.2,52.1,31.1,41.1,7,1192.5,318.9,18,981.2,624.4,4,1024.2,578.3,4
44003443515,44,003,443515,858,685.2,4,703.1,638.6,102.3,27.8,50.6,16.9,3,853.1,504.5,47.7,41.7,46.7,4,1058.7,353.6,15.9,910.7,588.9,1,938.5,552.2,2
44003443516,44,003,443516,225,197,1,168,195,18,11,18,8,1,219,157,13,11,9,1,267,112,9,229,176,1,252,163,1
44003443517,44,003,443517,264,221,0,200,225,29,6,17,5,2,263,172,11,13,17,3,327,116,5,285,191,1,294,181,1
44003443518,44,003,443518,840.7,781.8,3,681.6,748.1,80.5,20.9,60.6,26.8,5,874.4,564.3,47.7,32.8,59.6,5,1127.6,319,27.8,912.1,679.5,3,960.8,617,1
44003443519,44,003,443519,877.5,714.2,2,679.4,724,73.3,23.1,60.1,23,5,869.5,543.8,48.1,22.1,56.1,8,1067.9,353.7,18,906.7,637,1,942.7,611.9,1
44003443520,44,003,443520,692.1,482.7,2,533.8,510.4,67.7,13.2,22.5,19.2,4,667.4,377.8,46.4,24.3,33.5,7,818.6,257.7,19.2,719.7,428.8,1,765.1,389.3,2
44003443521,44,003,443521,621.9,517.5,5,496.4,515.2,56.7,13.6,42,12.8,8.2,617.3,377.9,38.2,17.8,43.7,4.1,769.6,249.3,13.5,642.9,458.5,2.1,686.1,411.2,1
44003443522,44,003,443522,469.5,398.4,0,353.4,375.4,68,14,43,9,4,469.5,306.3,27,17,21,8,575.6,202.2,11,503.5,345.3,0,514.6,331.3,0
44003443523,44,003,443523,803,675,5,671,626,83,22,56,12,5,855,451,38,38,50,8,1080,240,24,889,557,6,965,481,8
44003443524,44,003,443524,534.2,429.7,5,416.3,437.4,54.6,14.3,31.2,12.4,2.1,536,336.7,22.7,19.5,29,4.1,663.3,186,11.3,566.3,372.9,2,597.6,346.6,1
44003443525,44,003,443525,623,529,0,519,504,64,14,32,19,0,628,394,27,30,42,2,773,247,17,655,463,0,678,437,0
44003443526,44,003,443526,243,169,0,211,153,21,4,14,5,0,235,137,6,4,14,1,306,68,6,260,144,0,256,144,0
44003443527,44,003,443527,627.6,497.7,3,535.4,460.7,50.1,24.9,31.1,10,10,634.7,356.4,28,23,43.1,9,805.3,195.4,15.1,683.3,421.7,3,696.9,403.3,3
44003443528,44,003,443528,348,218,4,278,223,40,6,18,3,1,352,164,19,11,15,2,424,99,6,366,196,1,381,179,1
44003443529,44,003,443529,631.9,478,1.1,503.1,450.4,72.9,17.3,48.8,12.3,3.1,628.5,360.3,27.5,26.5,31.8,5,790.2,179.2,18.1,672.6,409.8,1,682.7,392.8,2
44003443530,44,003,443530,1033.5,822.7,6.3,861.8,785.1,89.6,22.1,74.8,16.2,5.8,1058.7,597,42.2,33.7,57,11.2,1328.8,330.9,18.2,1113.1,696,2,1160.7,647.1,5.3
44003443531,44,003,443531,940.6,861.4,2,858.5,769.2,80.1,30,43.1,16,3,974.7,634,41.1,31,52,13,1314.2,276.4,25,1041.7,718.2,1,1077.8,682.1,2
44003443532,44,003,443532,335.4,228.3,1,268.9,243.6,29.1,4,14,3,5,329.4,183.9,13.1,7.1,17.1,2,399.9,104.5,7,368.5,189.1,0,369.6,188,0
44003443533,44,003,443533,308,273,1,256,266,35,4,18,5,1,323,207,9,12,20,0,415,119,6,328,242,0,331,241,2
44003443701,44,003,443701,372.6,480.5,0,263.7,488.4,44.6,10.9,31.7,7.9,5.9,355.8,413.1,27.7,14.9,23.8,1,535.1,210.1,19.8,373.7,461.6,1,420.2,416.1,0
44003443702,44,003,443702,325.6,328.4,0.2,255.1,327.6,40.5,7.5,16.1,4.6,0.1,308.8,273.5,21,11.9,15.9,1.9,417.5,160.4,6.6,350.6,294,0,367.4,273.6,0.1
44003443703,44,003,443703,241,357,0,200,334,26,6,25,6,1,253,303,14,10,11,1,355,154,9,253,334,0,280,312,0
44003443704,44,003,443704,264.7,392.7,5.8,215.5,370.5,33.4,9.8,28.2,3.9,2.9,274.1,328.1,13.8,8.9,22.4,3.9,427.2,145.2,10.7,295.9,350.7,1,316.5,330.1,1.9
44003443801,44,003,443801,510.3,421.8,2.1,404.3,409.8,60.7,11.5,28,14.2,4.1,506.7,325.1,32.8,28.1,21.2,3,636.4,213.1,14.4,540.2,371.2,1,566.5,349.8,1.1
44003443802,44,003,443802,345.9,242.6,0,256.7,240.1,43.3,15.2,22.5,10.6,1,329.1,181.7,21.5,23,15.8,2,386.9,149.9,8.3,354.7,221.6,2,360.4,211.8,1
44003443803,44,003,443803,228.3,167.8,0,161,164.9,37.1,8.8,15.6,6.8,1,211.7,129.8,16.6,17.6,11.7,0,256.6,98.6,8.8,228.3,161,1,248.8,136.6,2
44003443804,44,003,443804,906,772.7,2.9,696,792.9,114.1,20.1,45.1,14.4,4.8,941.5,579.1,43.1,23,47.9,2.9,1186.9,338.4,21.1,978.8,667.3,1.9,1004.7,641.4,2.9
44003443805,44,003,443805,373,255,1.2,287.3,247.6,45.5,16.6,13.4,11.6,4.2,357.7,212.8,20.3,9.1,18.2,4.2,439.1,151.2,7.7,378,240.2,1.1,397.6,219.8,1.1
44003443806,44,003,443806,330.7,270.4,0,256.7,268.1,36.2,13,21.1,2,1,353.7,204.7,19.2,6.1,7.2,0,419.6,129.9,9.1,350.9,234,0,369,216.9,0
44003443807,44,003,443807,815.5,650.3,5,642.2,629.2,89.6,23.1,51.3,27.3,8,827.5,508.4,32.3,33.1,34.4,3,1026.6,352.5,19.1,851.9,591.8,3,886.1,559.6,3
44003443808,44,003,443808,701.8,669,1,551.1,649.1,85.3,17.1,38.2,17.1,8,712,503,45.2,26.2,49.2,4,934.3,308.8,18.1,760.1,573.5,2,791.4,552.2,0
44003443809,44,003,443809,414.7,343.9,0.7,336.9,354.4,25.2,9.8,21,7.7,4.2,429.4,254.3,19.6,18.2,18.9,2.8,541.5,147.1,7.7,446.9,297,0,465.1,276,0.7
44003443810,44,003,443810,469,325.4,0,366.7,310.3,52.2,14.3,31.5,18.3,2,469.6,235,30.6,19.5,24.5,1,558.3,190.7,6.3,498.2,280,0,512.8,266.2,0
44005441501,44,005,441501,1066.7,539,2.9,1000.5,448.8,60.7,20.5,47.8,6,4.9,1006.7,411.1,28.4,25.6,44.1,13.7,1388.2,113.8,12.7,1077.1,468,1,1112.4,446.4,1
44005441502,44,005,441502,1101.8,543.1,3,964.3,520,71.9,15.4,39.9,19,4.1,1019,412,37.4,39.3,63.6,13.2,1372.8,158.5,14.2,1092.2,500.6,2,1132.7,466.4,1
44005441801,44,005,441801,1114,765.8,6.7,1054.3,633,83.1,28.8,46.2,15.4,3.9,1060.4,629.9,32.9,35.5,55.8,5.8,1392.9,271.2,12.5,1123.6,705,0,1196.7,646.4,1.9
44005441901,44,005,441901,696,396.1,1,668.3,331.6,36.2,9,31.9,11,1,621.4,335.6,26.9,16,30.3,11.1,813.2,172.2,8.1,673.4,393.7,1,715.4,338.9,1
44005441902,44,005,441902,794,433,3,738,392,47,13,36,10,1,707,381,27,27,41,11,893,210,11,782,417,0,813,382,1
44005441903,44,005,441903,782.6,380.7,1.1,705.6,335,59.6,18.9,29.9,10.7,4,726.9,306.1,24.1,30.7,33.9,6.6,860.2,200.9,11.2,774.5,362.9,0,806.1,328.8,2
44005441904,44,005,441904,965.6,563,4,877.8,473.2,80.9,32,53.9,11,5,908.7,442.2,40.9,33,58.9,6,1123.3,279.5,14,969.6,529.1,1,1019.5,477.2,0
44005441905,44,005,441905,712.9,442,3,635.8,394.5,61.3,13.8,30.7,11.9,3,656.6,378.7,23.7,19.8,40.5,4.9,815.8,222.5,9.9,698.1,427.1,1,741.6,395.5,1
44005442101,44,005,442101,611.9,209.5,0.9,560.4,176.4,34.9,11.9,23.9,8.3,0,565,162.6,13.8,10.1,23.9,7.3,647.7,106.6,2.8,599,199.4,0,619.2,172.7,0
44005442102,44,005,442102,1063.7,346.3,3,942.9,294.4,54.9,28,47.9,20,4,972.8,263.5,33,26,44.9,12,1104.6,184.7,9,1043.7,331.4,2,1062.7,316.4,1
44005442103,44,005,442103,413.9,126,0,366.9,117,17,6,14,14,0,376.9,101,10,9,15,5,418.9,73,3,406.9,118,0,415.9,108,0
44005442104,44,005,442104,332,100,1,318,83,9,3,12,7,0,303,85,5,7,13,1,337,46,12,320,100,1,335,86,1
44005442105,44,005,442105,808,328,2,780,247,45,12,29,11,5,762,243,14,26,39,11,869,148,5,808,301,1,831,275,2
44005442106,44,005,442106,913,391,2,880,321,47,14,23,9,1,852,311,20,22,41,10,960,190,5,889,379,1,915,344,3
44005442107,44,005,442107,924,427,1,835,371,44,15,44,16,4,826,344,22,28,41,9,981,192,9,898,395,2,933,364,2
44005442108,44,005,442108,502,120,1,473,102,21,11,7,7,2,456,108,3,15,18,7,490,73,5,474,137,0,497,117,0
44005442109,44,005,442109,240.4,36.2,0,219.2,33,9.1,9.3,2.7,3.1,0.1,214.6,30.4,5.4,10.4,5.7,1.2,227.9,31.8,0.2,224.6,39.4,0,238,33,0
44005442701,44,005,442701,55,20,0,50,14,4,3,3,2,0,46,18,1,2,4,0,52,14,2,51,22,0,51,17,0
44005442702,44,005,442702,144,104,2,134,89,10,3,6,4,3,141,84,2,4,10,1,177,47,1,143,102,0,161,86,0
44005442703,44,005,442703,783.1,442.2,5,713.3,380.6,60.7,18.2,37.4,19.1,1,724.3,348.4,28.3,34.3,51.5,10.2,858.4,250.6,18.2,775.1,423,1,822.5,376.5,1
44005442704,44,005,442704,1017.7,659,3,910.7,578.7,89.2,25.8,44.6,15.8,6,916.6,547,38.6,36.7,67.4,19.8,1184.2,320.1,19.8,1018.7,630.3,2,1069.2,568.8,3
44005442705,44,005,442705,311.4,248.8,0,291.3,213.5,22.2,6.1,17.1,2,2,287.2,201.5,9.1,11.1,25.2,3.1,365,105.8,11,300.5,246.7,0,329.6,216.5,0
44005442706,44,005,442706,331.2,278.3,1,328.1,211.5,34.9,8,17,6,1,310.2,223.4,11,14,25.9,11,424.9,109.7,5,343.1,259.3,0,366,234.4,2
44005442707,44,005,442707,963.4,751.5,2,928.2,612.3,79.4,21.6,43.1,18.6,3.9,927.1,588.9,42.1,36.2,56.9,19.6,1200.5,314.5,15.7,969.3,704.5,2,1035.9,637.8,1
44005442708,44,005,442708,1100.6,732.3,2.1,1078.7,578.5,77.1,16.6,41.3,20.5,2.1,1022.9,592.7,32.3,28,73.3,24.4,1305.5,292.8,25.3,1097.2,692.6,4,1162.1,622.7,4
44005443301,44,005,443301,718.5,511.3,2.9,702.9,440.9,47.9,10.8,21.5,7.8,1,692.1,405.7,22.5,29.3,29.3,3.9,875.9,212.1,5.9,716.5,462.4,2.9,761.5,433.1,1
44005443302,44,005,443302,686.3,512.3,0,608.4,451.7,73,14.4,26.9,14.4,3.8,624.7,421.9,33.6,28.8,35.6,8.7,806.4,248.9,11.5,670.9,472.9,0,729.5,432.5,0
44005443303,44,005,443303,420,293,1,409,240,36,10,10,6,4,396,249,20,8,18,4,488,127,4,429,259,0,456,235,2
44005443304,44,005,443304,581.2,461.4,1.1,571.7,388.4,31,11.8,31.6,6.8,0.2,554.1,368.4,12.9,22.8,35.1,1.4,728.7,163.9,9.6,615.6,387.7,1.1,631,376.4,0
44005443305,44,005,443305,127,97,0,116,78,19,4,5,2,0,111,76,3,6,14,0,150,45,2,118,90,0,129,83,0
44005443306,44,005,443306,617.5,506.2,2,571.3,418.6,75.8,14.8,30.5,13.8,4.9,595.9,400.8,30.5,15.8,37.4,4.9,731.8,233.4,8.9,622.5,459,1,665.8,421.5,0
44005443307,44,005,443307,572.4,464,3.3,580.5,377.4,41.1,9.4,24.3,3.8,0.2,527.8,383.3,17.6,20.8,45.8,5.3,690.3,179.4,10.6,577.9,422,0,612.5,384.1,2.1
44005ZZZZZZ,44,005,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44007440301,44,007,440301,490.9,569.6,2.1,356,555.9,62,18.7,40.8,14.2,3.1,491,427,32.7,47.4,28.1,2,618.3,301.4,24.7,540.1,478.2,1.2,551.3,472.1,0.2
44007440302,44,007,440302,425.5,600.4,2.1,267,606.1,76,20.5,44.4,12.5,3.1,444.1,452.1,35,43.6,23.9,2,588.8,338.1,3.9,474.9,513.6,1,520.8,479.7,0
44007440303,44,007,440303,607.2,770.8,2,447.2,769.5,67,23.3,43.7,22.2,3,630,597.7,42.5,48.8,30.5,0,813.7,415.1,15.5,665,679.3,3,682.1,659.3,1
44007440304,44,007,440304,345.5,369.1,1.8,221.2,386.4,53.5,5.4,35.9,13.9,1.8,339.7,286.3,25.4,29,19.2,0.9,414.6,203.1,7.8,373.7,315.5,1.7,380.2,311.6,1.7
44007440305,44,007,440305,381.6,508.5,2,261.8,520.1,48.5,17.6,24.8,13.4,4.1,393.2,403.4,26.9,23,23.7,3,525.5,268.2,6.4,434.8,436.4,2,447.4,428.8,1
44007440306,44,007,440306,403.7,545.4,1,325.5,523.9,50.8,19.6,20.5,13.7,2.9,430.1,402.7,27.4,30.3,26.4,2.9,575.8,257.1,13.7,443.8,471.1,1,472.1,445.7,1
44007440401,44,007,440401,342.6,59,3.6,296,66.2,8.1,21.5,4.5,2.7,2.7,334.5,42.9,8.1,2.7,3.6,1.8,347.9,36.7,1.8,336.3,52.8,1.8,340.8,52.8,0.9
44007440402,44,007,440402,192,32,2,168,34,11,10,2,0,1,186,27,6,3,1,1,187,27,1,187,30,1,186,32,1
44007440403,44,007,440403,391.9,55.1,0,366.2,48.2,9.8,19.6,11.8,2,1,392.6,29.6,7.9,3.9,3,1,389.8,34.5,2.9,377,49.2,1,390.8,44.3,0
44007440404,44,007,440404,360,46,2,328,51,5,21,6,4,0,349,33,6,5,6,2,352,41,1,333,52,2,362,38,1
44007440405,44,007,440405,154.1,19,0,149.1,16,4,5,3,2,0,150.1,17,2,0,5,0,156.1,15,0,152.1,18,0,161.1,12,0
44007440406,44,007,440406,228.9,60.4,1,207.1,56.5,14.9,10.9,6.9,2,0,232.8,39.6,4,0,11.9,1,232.8,44.6,1,229.9,54.5,1,241.8,47.6,0
44007440407,44,007,440407,93,19,0,83,15,6,6,2,2,0,92,13,4,0,0,0,98,10,0,93,16,0,96,15,0
44007440408,44,007,440408,320.5,77.2,3,292.8,66.3,11.9,22.8,6.9,5,1,313.6,51.4,10.9,8.9,9.9,1,322.5,54.4,2,298.7,80.1,1,325.4,66.3,0
44007440701,44,007,440701,771.6,303.1,3.3,593.9,426.1,28.9,21.3,12.3,10.2,4,716.7,247.1,33.2,18.9,25.9,1,826.4,157.4,9.3,749.9,290.4,5,782.9,277.5,3
44007440702,44,007,440702,570.5,248.8,1.1,443.3,318.8,29.2,19,14.1,5,2,549.4,201.1,18.3,9.1,18.2,3,619.4,133.4,7.1,573.6,214.5,2,573.6,227.5,1
44007440703,44,007,440703,419.5,332.2,6.9,278.7,449.2,19.8,4,8.9,2,3,411.6,254.9,32.7,8.9,23.8,6,529.6,162.6,7.9,430.4,302.5,2,434.4,303.5,5
44007440704,44,007,440704,172.1,79.3,0,131.8,104.4,2.1,2.1,6,3,1,164,62.2,8,3,10.1,0,202,33.2,0,177,70.3,0,177,69.3,0
44007440705,44,007,440705,180,99,2,115,148,6,3,4,6,1,166,85,12,3,8,2,208,50,2,164,110,1,174,100,1
44007440706,44,007,440706,625.5,954.8,4.9,385,1157.1,41,8.8,15.6,2,2,700.7,734.9,34.2,14.7,42,7.8,1047.6,315.6,23.4,729,809.2,5.9,754.4,788.6,4.9
44007440707,44,007,440707,706.2,823.2,5,414.6,1029.3,49.9,9.2,22.4,9.1,4,746.5,607.6,53.3,17.2,46.4,7,1060.5,275.7,22.2,766.8,706.3,4,802,689.1,2
44007440708,44,007,440708,814.9,725.4,4,516.4,939.3,52.7,9.9,22.9,9.9,4,820.9,530.4,56.7,33.8,44.8,9.9,1102.5,263.7,14.9,877.6,612.9,6,922.4,578.1,5
44007440709,44,007,440709,980,980,4,602,1252,59,19,31,10,2,1027,727,60,25,51,7,1383,348,30,1089,821,0,1111,789,0
44007440710,44,007,440710,786.8,451.1,4.1,562,579.3,35.7,15,27.8,12.7,3.4,746.9,336.7,35.5,25.6,41.8,7.7,912.8,205.1,11.8,774.4,424.8,5.1,819,389.9,4.2
44007440711,44,007,440711,583.9,600.4,3,367.7,733.2,36.2,12.1,22.1,8,5,596.9,449.6,38.3,15.1,45.2,7,796.1,273.4,10.1,630,522,2,658.1,500.9,2
44007440712,44,007,440712,712,811,6,506,948,43,10,16,7,3,776,601,46,15,42,12,1106,273,16,820,681,2,806,698,3
44007440713,44,007,440713,648.5,653.5,1,443.3,796.3,28.8,8.9,16.9,8.9,1,711,481.9,37.7,7.9,28.8,3,919.3,244.9,19.8,724.9,543.4,1,723.9,540.5,2
44007440714,44,007,440714,154.5,95.5,0,114.2,121.1,5.9,2,2,4.9,0,139.8,83.7,4.9,3.9,8.9,0,163.4,60,3,137.8,101.4,0,147.6,94.5,0
44007440715,44,007,440715,487.5,328.6,0,319.6,448.5,27,6,11,6,2,475.5,243.7,22,20,20,4,583.4,148.8,6,508.4,276.7,0,506.4,288.7,0
44007440716,44,007,440716,616.7,543.9,3.1,422.3,679.7,37.7,9.2,12.3,6,0,622.4,415.5,50.5,12.3,27.8,4.2,810.3,229.9,15.4,640.9,488.8,1.1,660.4,469.4,1.1
