GEOID,G18USSDCAR,G18USSRARL,G18USSGTHE,G18USSLFRO,G18HALDROC,G18HALRWAL,G18ATGDJEN,G18ATGRPEP,G18TREDDAV,G18TRERSIM,G18TREGCHA,G18AUDDMCG,G18AUDRSPA
100030112041013,13.2,4.9,0.2,0.2,13.8,4.3,13.6,4.7,11.8,6.3,0.2,12.4,5.8
100030112042011,10.6,5.7,0.1,0.2,10.8,5.4,10.6,5.8,8.6,7.5,0.4,9.7,6.6
100030101012010,33,7,0.3,0.7,33.6,6.9,32.6,7.7,31.4,8.3,0.7,31.8,8.3
100030105021014,24.8,5.5,0.3,0.2,24.9,5.5,24,6.3,22.2,7.3,0.6,22.6,7.7
100030112062014,12.6,5.9,0.2,0.1,13,5.5,12.6,5.9,9.7,8.6,0.2,11.3,7.2
100030109003012,14.1,7,0.4,0.2,14.9,6.4,14.1,7.2,10.7,10.2,0.4,12.3,9
100030111002029,8.6,1.6,0.3,0.1,9.1,1.5,8.9,1.7,7.6,2.7,0.4,8.2,2.2
100030111001032,0,0,0,0,0,0,0,0,0,0,0,0,0
100030112033018,14.4,5.1,0.2,0.3,15,4.8,14.6,5.4,13.2,6.3,0.4,14.1,5.8
100030104002021,31.3,17.2,0.9,0.7,31.9,17.1,31.5,17.6,27.1,20.8,1.5,27.1,22.2
100030112041007,17.1,6.4,0.3,0.2,17.8,5.6,17.6,6,15.3,8.1,0.3,16,7.5
100030102002004,17,6.8,0.4,0.2,17.4,6.6,16.8,7.1,14.9,8.6,0.4,15,8.8
100030102002003,21.5,8.6,0.5,0.3,22,8.3,21.3,9,18.8,10.9,0.5,19,11.1
100030102001001,21.5,8.6,0.5,0.3,22,8.3,21.3,9,18.8,10.9,0.5,19,11.1
100030111002032,34.2,6.5,1.4,0.6,36.3,5.8,35.6,6.8,30.3,10.6,1.7,33,8.9
100030111001037,5.5,1.1,0.2,0.1,5.8,0.9,5.7,1.1,4.9,1.7,0.3,5.3,1.4
100030104003027,33.6,18.5,0.9,0.7,34.1,18.3,33.8,18.8,29.1,22.3,1.6,29.1,23.8
100030110001013,6.2,2.5,0.1,0.1,6.5,2.3,6.2,2.6,5,3.6,0.2,5.5,3.3
100030116001007,10.7,4.9,0.1,0.1,11,4.3,10.6,5.2,7.8,7.7,0.3,9.4,6.2
100030108003006,0,0,0,0,0,0,0,0,0,0,0,0,0
100030116002005,11,5.3,0.3,0.2,12,4.6,11.3,5.3,9.2,6.8,0.6,10.2,6.3
100030108002019,60.5,29.8,1.5,1,63.5,27.4,60.3,30.7,45.7,43.8,1.5,52.6,38.4
100030117003053,0,0,0,0,0,0,0,0,0,0,0,0,0
100030114003020,20.1,10,0.1,0.4,20.7,9.1,20.1,10,15.2,14.8,0.4,17.5,12.5
100030114003009,20.6,10.2,0.1,0.4,21.2,9.4,20.6,10.3,15.6,15.1,0.4,17.9,12.8
100030114003007,7.8,3.9,0,0.2,8.1,3.6,7.8,3.9,5.9,5.8,0.1,6.8,4.9
100030108002004,7.8,4.5,0.2,0.1,8.3,4,7.9,4.5,6.1,6.2,0.2,7.1,5.4
100030105022011,9.4,4.1,0.3,0.2,10,3.7,9.4,4.4,7.8,5.7,0.4,8.2,5.7
100030105024021,124,27.6,1.5,1,124.7,27.3,120.1,31.5,111.2,36.7,2.8,112.8,38.3
100030107021008,15.2,3.4,0.2,0.1,15.3,3.3,14.8,3.9,13.7,4.5,0.3,13.9,4.7
100030107021011,50,11.1,0.6,0.4,50.2,11,48.4,12.7,44.8,14.8,1.1,45.4,15.4
100030105022027,7.7,3.4,0.2,0.2,8.2,3,7.7,3.6,6.4,4.6,0.3,6.7,4.7
100030105022008,4.7,2.1,0.1,0.1,5,1.9,4.7,2.2,3.9,2.8,0.2,4.1,2.9
100030105024020,65.6,14.6,0.8,0.5,65.9,14.4,63.5,16.7,58.8,19.4,1.5,59.6,20.3
100030105024019,84.4,18.8,1,0.7,84.8,18.5,81.7,21.5,75.6,24.9,1.9,76.7,26.1
100030107021013,9.6,2.1,0.1,0.1,9.6,2.1,9.3,2.4,8.6,2.8,0.2,8.7,3
100030105024026,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148103020,7.1,6.4,0.1,0,7.1,5.9,6.9,6.5,5.5,7.7,0.3,6.1,7.3
100030148102001,0.4,0.2,0,0,0.4,0.2,0.4,0.2,0.3,0.2,0,0.4,0.2
100030148052026,96.6,28.9,1.5,0.7,98.4,27.8,94,32.2,89.9,35.6,1.3,92.8,33.5
100030148102016,10,4.8,0.1,0.2,10.3,4.4,10,4.8,9,5.7,0.2,9.5,5.3
100030148083020,4.2,0.8,0.1,0.1,4.3,0.8,4.1,1,4,1,0.1,4.1,1
100030148093000,8.8,2.7,0.1,0.1,9.1,2.5,8.4,3.2,8.1,3.3,0.2,8.5,3.1
100030148083008,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148071003,0.9,0.4,0,0,0.9,0.4,0.9,0.4,0.8,0.5,0,0.8,0.5
100030148091053,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148072019,29.7,12.6,0.5,0.3,30.1,12,29.3,12.8,25.7,15.9,0.9,26.7,15
100030148091034,42.4,10.4,0.9,0.6,44.3,9.3,41.6,12.2,40.6,12,1.2,42.4,10.9
100030148072015,31.5,13.4,0.5,0.3,32,12.8,31.1,13.6,27.3,16.9,1,28.4,16
100030148073007,15.4,6.7,0.4,0.3,16,6.1,15.8,6.7,13.9,8,0.5,14.5,7.7
100030148053007,17.2,10.4,0.2,0.3,17.4,10.2,17.1,10.6,13.9,13.4,0.5,15.3,12.3
100030148054012,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148071011,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148091017,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148091061,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148071015,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148082006,1.1,0.5,0,0,1.2,0.5,1.2,0.5,1,0.6,0,1.1,0.6
100030148051010,36.6,20.8,0.6,0.6,36.7,20.5,35.9,21.8,31.7,25.1,0.9,33.3,23.6
100030148082038,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148084000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148102011,12.8,6.1,0.1,0.2,13.2,5.6,12.8,6.2,11.5,7.3,0.3,12.1,6.8
100030148083026,8.7,1.8,0.2,0.1,8.9,1.8,8.6,2,8.4,2,0.2,8.6,2.1
100030148082025,12.8,5.7,0.3,0.3,13.3,5.2,13.1,5.5,11,7.2,0.4,12,6.5
100030148091041,3.9,3.4,0,0,3.9,3.2,3.7,3.5,3,4.2,0.2,3.3,4
100030148091011,13.2,4,0.2,0.2,13.7,3.7,12.6,4.8,12.1,5,0.3,12.7,4.7
100030148081021,0,0,0,0,0,0,0,0,0,0,0,0,0
100030144031020,8.1,1.9,0.3,0.1,8.5,2,8.1,2.2,7.4,2.6,0.4,7.6,2.8
100030144041032,2.4,1,0.1,0,2.5,1,2.4,1.1,1.9,1.5,0.1,2,1.6
100030141001010,0,0,0,0,0,0,0,0,0,0,0,0,0
100030147031000,14.5,10.3,0.6,0.6,15.1,10.5,15.2,10.1,12.9,11.7,1.1,14.1,11.1
100030147032014,10,7.1,0.4,0.4,10.5,7.2,10.5,7,8.9,8.1,0.8,9.8,7.6
100030147032009,1.5,1.1,0.1,0.1,1.6,1.1,1.6,1,1.3,1.2,0.1,1.5,1.1
100030147051005,14.1,6.7,0.4,0.4,14.6,6.5,14.1,7,12.3,8.3,0.7,13.1,7.9
100030147051010,14.3,6.8,0.4,0.4,14.8,6.6,14.4,7.1,12.5,8.5,0.7,13.3,8.1
100030147051006,16.2,7.7,0.4,0.5,16.8,7.5,16.3,8,14.2,9.6,0.8,15.1,9.2
100030147021017,12.2,7.6,0.5,0.2,12.6,7.3,12.1,7.9,10.6,8.9,0.6,11,8.9
100030136101001,0,0,0,0,0,0,0,0,0,0,0,0,0
100030136112024,11.5,7.8,0.2,0.3,11.7,7.4,11.5,7.7,9,9.9,0.4,9.8,9.5
100030136112009,23.8,16.2,0.4,0.6,24.3,15.4,23.9,16.1,18.7,20.6,0.8,20.3,19.6
100030136112021,0,0,0,0,0,0,0,0,0,0,0,0,0
100030136112025,8.6,5.8,0.1,0.2,8.8,5.6,8.6,5.8,6.8,7.4,0.3,7.3,7.1
100030136112015,34.9,23.8,0.6,0.8,35.8,22.7,35.1,23.6,27.5,30.3,1.2,29.8,28.9
100030137002012,129.1,61.5,4.4,4.4,136.8,60.4,133.5,62.4,116.2,75.7,6.1,126.5,68.3
100030137002006,38,18.1,1.3,1.3,40.3,17.8,39.3,18.4,34.2,22.3,1.8,37.3,20.1
100030141001026,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148031055,16,9.1,0.3,0.2,16.9,8.4,16,9,13.8,10.7,0.5,14.9,9.9
100030136112022,0,0,0,0,0,0,0,0,0,0,0,0,0
100030122004012,13.3,6.3,0.3,0.3,13.7,6.1,13.7,6.2,11.7,7.8,0.5,12.3,7.6
100030122004005,16.1,7.6,0.4,0.4,16.7,7.4,16.6,7.5,14.2,9.5,0.6,14.9,9.2
100030123001017,13.4,4.8,0.3,0.4,13.9,4.5,13.5,5.1,12.1,6.1,0.4,12.8,5.7
100030122002000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030123001015,11.9,4.3,0.2,0.3,12.4,4,12,4.5,10.8,5.4,0.3,11.4,5.1
100030122003004,26.9,12.7,0.7,0.6,27.8,12.3,27.6,12.5,23.6,15.8,0.9,24.8,15.3
100030122003009,11.3,5.4,0.3,0.3,11.7,5.2,11.6,5.3,9.9,6.7,0.4,10.5,6.4
100030124003002,9.5,3,0.2,0.1,9.6,3.1,9.4,3.2,8.6,3.8,0.3,8.8,3.7
100030123001027,0,0,0,0,0,0,0,0,0,0,0,0,0
100030124003001,9.7,3.1,0.2,0.1,9.8,3.2,9.6,3.3,8.8,3.9,0.3,9,3.8
100030123001013,18.8,6.8,0.4,0.5,19.5,6.3,18.9,7.1,17,8.6,0.5,17.9,8
100030123001002,10.5,3.8,0.2,0.3,11,3.5,10.6,4,9.5,4.8,0.3,10,4.5
100030123001005,0,0,0,0,0,0,0,0,0,0,0,0,0
100030120003027,9.7,2.6,0.2,0.2,10.2,2.3,9.4,3.1,9.2,2.8,0.4,9.6,2.8
100030120003031,1,0.3,0,0,1,0.2,0.9,0.3,0.9,0.3,0,1,0.3
100030127003010,2.3,0.7,0.1,0,2.4,0.6,2.2,0.7,2.1,0.7,0.1,2.1,0.9
100030127003013,0.8,0.2,0,0,0.8,0.2,0.7,0.2,0.7,0.2,0,0.7,0.3
100030127004010,10.5,5.2,0.3,0.3,10.9,5.1,10.9,4.9,9.1,6.7,0.3,10.1,5.8
100030120003044,5.6,1.5,0.1,0.1,5.9,1.3,5.4,1.8,5.3,1.6,0.2,5.5,1.6
100030122001009,22,9.5,0.4,0.7,22.6,9.4,22.3,9.9,19.3,12.4,0.6,20.4,12
100030155022011,10.2,1.2,0.1,0.2,10.4,1.3,8.9,2.5,9.5,1.6,0.2,9.9,1.5
100030155022009,7.2,0.9,0.1,0.1,7.3,0.9,6.3,1.8,6.7,1.1,0.2,7,1
100030155022002,32.2,3.8,0.5,0.7,32.7,4.1,28.3,7.9,30,5.1,0.7,31.2,4.6
100030155022012,6.6,0.8,0.1,0.1,6.7,0.8,5.8,1.6,6.1,1,0.1,6.4,0.9
100030158022014,18.9,7.5,0.2,0.4,19.1,7.2,18.8,7.4,18,7.6,0.9,18.2,8.2
100030158021015,8.6,3.4,0.1,0.2,8.8,3.3,8.6,3.4,8.2,3.5,0.4,8.3,3.8
100030161001006,0,0,0,0,0,0,0,0,0,0,0,0,0
100030155021031,0,0,0,0,0,0,0,0,0,0,0,0,0
100030155022005,13.8,1.6,0.2,0.3,14,1.8,12.1,3.4,12.9,2.2,0.3,13.4,2
100039901000013,0,0,0,0,0,0,0,0,0,0,0,0,0
100030161001028,23.4,11.6,0.7,0.2,24.8,10.3,23.1,11.8,21.3,12.8,0.7,22.6,12.5
100030161001026,11.7,5.8,0.3,0.1,12.4,5.2,11.6,5.9,10.6,6.4,0.3,11.3,6.2
100030161001002,11.9,1.7,0.1,0.3,12.3,1.7,11.4,2.3,11.4,2.3,0.1,11.8,1.9
100030162001000,17.8,5.6,0.3,0.4,18.6,5.4,17.7,6,16.6,7.1,0.3,17.4,6.6
100030162001015,6.8,3,0.1,0.1,6.9,2.7,6.6,3.1,5.6,4,0.2,6.2,3.5
100030149031014,65.2,31.4,1.9,1,66.5,30.2,66.3,31.8,58.1,36.5,2.8,62.5,35.2
100030162002005,2.3,0.7,0,0.1,2.4,0.7,2.3,0.8,2.2,0.9,0,2.3,0.9
100030163052002,3.8,1.7,0.1,0,3.9,1.5,3.7,1.7,3.1,2.3,0.1,3.5,2
100030149042012,66.3,17.8,0.6,0.6,67.2,17.4,63.2,20.9,61,22.1,0.9,62.9,20.9
100030149094012,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163011025,51,15.6,0.8,0.8,53,14.4,48.9,18.6,47,19.3,1.1,49.3,18.3
100030149042031,91.3,20,0.8,1.4,93,19.7,89.4,24.1,86.4,24.1,2.2,88.3,23
100030154001046,14.7,0.5,0.2,0.1,15,0.4,12.8,2.4,14.5,0.6,0.1,14.4,0.7
100030152005066,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005028,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163021010,0,0,0,0,0,0,0,0,0,0,0,0,0
100030149071005,0,0,0,0,0,0,0,0,0,0,0,0,0
100030158021000,0,0,0,0,0,0,0,0,0,0,0,0,0
100039901000019,0,0,0,0,0,0,0,0,0,0,0,0,0
100030161001011,10.4,1.5,0.1,0.3,10.7,1.5,9.9,2,9.9,2,0.1,10.3,1.7
100030135014030,18.2,10.7,0.2,0.1,17.8,10.5,17,11.8,12.1,16.3,0.3,14.7,13.7
100030135061011,13.7,10.2,0.2,0.2,14,9.9,13.6,10.3,10.1,13.7,0.4,11.8,12.1
100030142001052,0,0,0,0,0,0,0,0,0,0,0,0,0
100030136104010,22.4,13.9,0.6,0.4,24,12.4,23.5,13.4,18.1,18.3,0.7,20.1,17.1
100030136104006,27.3,16.9,0.8,0.5,29.3,15.1,28.6,16.3,22.1,22.3,0.8,24.5,20.8
100030142001015,3.8,2.1,0.1,0.1,4,2,4,2,3.2,2.7,0.2,3.4,2.5
100030142001032,10.1,5.6,0.2,0.1,10.5,5.2,10.5,5.4,8.5,7,0.5,9,6.7
100030142001054,0,0,0,0,0,0,0,0,0,0,0,0,0
100030144022005,74.2,24.5,4,2.2,79.4,22.8,76,27,64.1,34,4.9,71.2,31.7
100030144022043,13.5,4.5,0.7,0.4,14.4,4.1,13.8,4.9,11.6,6.2,0.9,13,5.8
100030145021053,0,0,0,0,0,0,0,0,0,0,0,0,0
100030144022003,3.5,1.2,0.2,0.1,3.8,1.1,3.6,1.3,3.1,1.6,0.2,3.4,1.5
100030144021016,1.2,0.2,0,0,1.2,0.2,1.2,0.3,1,0.3,0.1,1.1,0.3
100030144021007,2.3,0.4,0.1,0.1,2.4,0.4,2.3,0.5,1.9,0.7,0.2,2.1,0.7
100030144021019,2,0.4,0.1,0.1,2.2,0.4,2.1,0.5,1.8,0.6,0.1,1.9,0.6
100030147021029,13.1,8.2,0.5,0.3,13.5,7.9,13,8.5,11.4,9.6,0.6,11.8,9.6
100030148032008,0.3,0.2,0,0,0.3,0.1,0.3,0.2,0.2,0.2,0,0.3,0.2
100030147032005,1.9,1.4,0.1,0.1,2,1.4,2,1.3,1.7,1.5,0.1,1.9,1.5
100030147021045,0,0,0,0,0,0,0,0,0,0,0,0,0
100030145022016,8.3,1.5,0.3,0.2,8.8,1.5,8.4,1.9,7.1,2.5,0.6,7.7,2.5
100030129003043,0,0,0,0,0,0,0,0,0,0,0,0,0
100030126001013,26.8,12.7,0.4,0.2,27.2,12.1,26.7,12.5,23.7,15.1,0.9,24.9,14.7
100030121001008,0,0,0,0,0,0,0,0,0,0,0,0,0
100030127003001,11.4,5.7,0.3,0.2,11.8,5.5,11.5,5.8,10.2,6.6,0.6,10.9,6.5
100030129001016,28.9,2.3,0.4,0.4,29.5,2.3,27.9,3.4,27.3,3.9,0.5,27.7,3.4
100030129001006,51.7,4.1,0.8,0.8,52.8,4.1,49.9,6.1,48.8,6.9,0.9,49.6,6.1
100030129003002,0,0,0,0,0,0,0,0,0,0,0,0,0
100030129001028,0,0,0,0,0,0,0,0,0,0,0,0,0
100030127005019,22.4,11.2,0.6,0.4,23.1,10.8,22.6,11.4,19.9,12.9,1.1,21.2,12.7
100030121001014,11.6,7,0.2,0.3,12.5,6.1,12.2,6.6,9.3,9.3,0.3,10.6,8.2
100030120002005,13.2,9.4,0.4,0.3,14,8.8,14,9,11.8,10.7,0.5,12,10.7
100030120002012,11.1,7.8,0.4,0.3,11.7,7.4,11.7,7.5,9.9,8.9,0.4,10.1,9
100030120003029,2.7,0.7,0.1,0.1,2.8,0.6,2.6,0.8,2.5,0.8,0.1,2.6,0.8
100030120003009,1.7,0.5,0,0,1.8,0.4,1.6,0.5,1.6,0.5,0.1,1.7,0.5
100039901000030,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166022006,55.1,38.1,0.4,0.7,57.4,34.3,52.5,40.1,46.3,46.2,0.5,49.5,42.9
100030166021039,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166042110,0,0,0,0,0,0,0,0,0,0,0,0,0
100030168011051,9.5,4.4,0.1,0.2,9.9,4.2,9.4,4.6,8.3,5.4,0.3,9.1,5
100030168041028,35.1,15.9,0.8,0.8,35.8,15.6,34.1,17.5,30.7,20.4,0.9,33.3,18.3
100030169042032,0.5,0.7,0,0,0.5,0.7,0.5,0.7,0.4,0.8,0,0.5,0.7
100030166022012,80.4,55.6,0.6,1,83.7,50.1,76.6,58.6,67.5,67.3,0.7,72.2,62.7
100030166011016,6,5.4,0.1,0,6.2,4.9,6.4,5,4.8,6.5,0.2,5.6,6
100030166021046,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166022040,3.9,3.5,0.1,0.1,4,3.3,3.9,3.5,3.1,4.3,0.1,3.6,3.9
100030166022037,11.9,9.9,0.1,0.3,12.2,9.6,11.6,10.5,9.8,12.1,0.1,10.6,11.4
100030166042143,15.3,4.9,0.2,0.3,15.6,4.7,14,6.5,13.6,6.6,0.3,14.3,6
100030168011059,0,0,0,0,0,0,0,0,0,0,0,0,0
100030169012011,5.3,10.1,0.2,0.2,5.6,9.7,5.2,10.2,4.4,10.9,0.3,4.9,10.5
100030169012027,0.5,1,0,0,0.6,1,0.5,1,0.4,1.1,0,0.5,1
100030169011057,13,13.6,0.3,0,13.4,12.6,13.5,12.8,11,15.2,0.6,12.1,14.3
100030169042039,2.7,4,0.2,0.1,2.9,3.7,2.9,3.9,2.3,4.4,0.2,2.6,4.2
100030169042040,0.3,0.5,0,0,0.4,0.5,0.4,0.5,0.3,0.5,0,0.3,0.5
100030169042052,0.3,0.4,0,0,0.3,0.4,0.3,0.4,0.2,0.4,0,0.3,0.4
100030169042056,1.9,2.8,0.1,0.1,2.1,2.6,2,2.8,1.6,3.1,0.2,1.8,2.9
100030169012001,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.4,0.6,0,0.4,0.5
100030166011042,8.9,7.8,0.1,0.2,9,7.6,8.9,7.7,6.9,9.6,0.2,7.8,8.7
100030166011004,1,1,0,0,1.1,0.9,1,1,0.8,1.2,0,0.9,1.1
100030166021036,0,0,0,0,0,0,0,0,0,0,0,0,0
100030158021005,3.1,1.2,0,0.1,3.2,1.2,3.1,1.2,3,1.3,0.2,3,1.4
100030158021007,5.5,2.2,0,0.1,5.6,2.1,5.5,2.2,5.2,2.2,0.3,5.3,2.4
100030158021009,0,0,0,0,0,0,0,0,0,0,0,0,0
100030149034008,103.7,16.3,1.8,1.7,105.5,15.5,101,20,97.9,19.1,3.7,101.5,18.6
100030163023032,0,0,0,0,0,0,0,0,0,0,0,0,0
100030151001005,107.3,56.6,0.8,0.8,111.9,51.5,111.1,52.3,97.1,63.9,2.7,102.8,60.4
100039901000016,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163051020,20.3,1.9,0.2,0.2,20.5,1.9,19.1,3.3,19.5,2.5,0.3,19.8,2.3
100030163051029,24.5,2.3,0.3,0.3,24.8,2.3,23.1,4,23.6,3.1,0.4,23.9,2.8
100030158021003,7.9,3.1,0.1,0.2,8,3,7.8,3.1,7.5,3.2,0.4,7.6,3.4
100030163012030,0,0,0,0,0,0,0,0,0,0,0,0,0
100030149061006,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163012018,9.9,3.9,0.2,0.2,10,4,9.6,4.4,8.5,5.3,0.2,9.1,4.9
100030158022016,16.1,6.4,0.1,0.3,16.4,6.2,16.1,6.3,15.3,6.5,0.8,15.5,7
100030149041014,0,0,0,0,0,0,0,0,0,0,0,0,0
100030151001000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005043,6.7,1.7,0,0.1,6.7,1.7,6.6,1.8,6.3,1.8,0.2,6.5,1.8
100030152005072,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163053041,0,0,0,0,0,0,0,0,0,0,0,0,0
100030163011013,0,0,0,0,0,0,0,0,0,0,0,0,0
100030149031002,16.5,2.4,0.2,0.1,16.8,2.2,15.6,3.3,15.6,3,0.3,15.9,2.8
100030161001013,6.7,1,0,0.2,6.9,1,6.5,1.3,6.4,1.3,0.1,6.7,1.1
100030161001015,43.6,6.3,0.2,1.1,44.9,6.3,41.7,8.5,41.5,8.4,0.5,43.3,7
100030162001025,0,0,0,0,0,0,0,0,0,0,0,0,0
100030152005008,0,0,0,0,0,0,0,0,0,0,0,0,0
100030154001007,0,0,0,0,0,0,0,0,0,0,0,0,0
100030118002025,23.1,19.4,0.3,0.5,23.7,18.4,22.9,20.1,15.1,27.9,0.4,18.1,24.8
100030135034002,33.2,20.4,0.3,0.7,33.6,19.5,33.3,20.2,24.8,28.8,0.6,28.4,25.3
100030135031015,12.3,8.8,0.2,0.2,13,8,12.4,8.4,8.6,12.5,0.2,10.7,10.5
100030135034015,1.2,0.8,0,0,1.2,0.7,1.2,0.7,0.9,1.1,0,1.1,0.9
100030135052004,13.5,8.3,0.1,0.3,13.7,8,13.6,8.2,10.1,11.7,0.3,11.6,10.3
100030144042002,70.6,25.4,3.6,1.5,74.4,25.6,72.3,27.1,59,37.8,2.5,59.6,39.9
100030144042006,31.4,11.3,1.6,0.7,33.1,11.4,32.2,12.1,26.3,16.8,1.1,26.5,17.8
100030148031040,10.1,5.7,0.2,0.2,10.7,5.3,10.1,5.7,8.7,6.8,0.3,9.4,6.2
100030145022021,2.6,0.5,0.1,0.1,2.7,0.5,2.6,0.6,2.2,0.8,0.2,2.4,0.8
100030147031013,0,0,0,0,0,0,0,0,0,0,0,0,0
100030147032000,27.7,19.7,1.1,1.1,28.9,20,29,19.3,24.7,22.4,2.1,27,21.1
100030147021014,18.1,11.4,0.7,0.4,18.7,10.8,18,11.7,15.7,13.3,0.8,16.3,13.2
100030147031007,7.9,5.6,0.3,0.3,8.2,5.7,8.3,5.5,7,6.4,0.6,7.7,6
100030141002012,18.6,10.9,0.6,0.8,20.1,10.2,19,11.2,17.5,12.3,0.7,18.2,12.4
100030147033000,23.8,11.2,0.7,0.6,25.6,10.2,25.1,10.6,21.8,12.8,1.3,23.4,11.9
100030147032017,6.6,4.7,0.3,0.3,6.9,4.8,6.9,4.6,5.9,5.3,0.5,6.4,5
100030147021020,8.7,5.5,0.3,0.2,9,5.2,8.7,5.7,7.6,6.4,0.4,7.9,6.4
100030143001012,1,0.5,0,0,1,0.4,1,0.5,0.8,0.6,0,0.9,0.6
100030143001021,1.1,0.5,0,0,1.2,0.5,1.1,0.6,0.9,0.8,0,1,0.7
100030136101000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030124001047,8.7,2.7,0.2,0.1,8.8,2.8,8.6,2.9,7.9,3.5,0.2,8.1,3.4
100030124001048,5.1,1.6,0.1,0.1,5.2,1.7,5.1,1.7,4.6,2.1,0.1,4.7,2
100030125003000,0.9,0.4,0,0,0.9,0.3,0.9,0.4,0.8,0.4,0.1,0.9,0.4
100030125002014,6.7,2.7,0.3,0.2,7.1,2.5,6.7,2.9,6.1,3.2,0.4,6.6,3
100030125002017,6.9,2.8,0.3,0.2,7.4,2.6,6.9,3,6.3,3.3,0.4,6.8,3
100030126002004,10.2,4.8,0.1,0.1,10.3,4.6,10.2,4.8,9,5.8,0.3,9.5,5.6
100030126001016,7.7,3.6,0.1,0.1,7.8,3.5,7.6,3.6,6.8,4.3,0.2,7.1,4.2
100030126001015,8.9,4.2,0.1,0.1,9.1,4,8.9,4.2,7.9,5,0.3,8.3,4.9
100030127002004,6.9,3.4,0.2,0.1,7.1,3.3,6.9,3.5,6.1,4,0.3,6.5,3.9
100030127002018,9.1,4.6,0.3,0.2,9.5,4.4,9.2,4.7,8.1,5.3,0.5,8.7,5.2
100030127002017,5.8,2.9,0.2,0.1,6,2.8,5.9,3,5.2,3.4,0.3,5.5,3.3
100030127005037,7.4,3.7,0.2,0.1,7.6,3.6,7.4,3.8,6.6,4.2,0.4,7,4.2
100030126002001,14,6.6,0.2,0.1,14.2,6.4,14,6.6,12.4,7.9,0.5,13,7.7
100030126002012,13.1,6.2,0.2,0.1,13.3,5.9,13.1,6.1,11.6,7.4,0.4,12.2,7.2
100030125006012,3.8,1.8,0.1,0,3.9,1.7,3.8,1.8,3.4,2.2,0.1,3.6,2.1
100030126002000,0,0,0,0,0,0,0,0,0,0,0,0,0
100030126003017,4.3,2.5,0.1,0.1,4.5,2.2,4.5,2.3,3.8,2.8,0.2,4.1,2.7
100030126003016,7.4,4.3,0.2,0.2,7.9,3.9,7.8,3.9,6.7,4.8,0.3,7.1,4.7
100030126003015,9.4,5.5,0.2,0.2,10,4.9,9.9,5,8.4,6.1,0.4,9,6
100030125006000,16.1,6.5,0.7,0.5,17.1,6.1,16.1,6.9,14.7,7.6,0.9,15.9,7.1
100030125006017,21,12.3,0.6,0.5,22.4,11,22.3,11.2,18.9,13.8,1,20.1,13.4
100030126003010,11.1,6.5,0.3,0.3,11.8,5.8,11.7,5.9,10,7.3,0.5,10.6,7.1
100030125001017,7.3,2,0.2,0.1,7.8,1.8,7.4,1.9,6.7,2.6,0.2,7,2.4
100030125001015,2.2,0.6,0.1,0,2.3,0.5,2.2,0.6,2,0.8,0.1,2.1,0.7
100030166012009,11.6,14.8,0.1,0.2,11.6,14.5,11.2,15.3,8.7,17.3,0.5,9.7,16.6
100030166013075,4.2,2.2,0.1,0,4.2,2.1,4.1,2.3,3.7,2.6,0.1,4.1,2.3
100030166013057,28.5,16.4,0.4,0.3,29.1,15.8,28.7,16.6,25.5,19.2,0.5,27,18.1
100030166042069,0,0,0,0,0,0,0,0,0,0,0,0,0
100030168041033,12.8,8.8,0.2,0.2,12.8,8.5,12.7,9,10.3,11.3,0.3,11.6,10
100030166013148,0,0,0,0,0,0,0,0,0,0,0,0,0
100030168041071,0,0,0,0,0,0,0,0,0,0,0,0,0
100030168011013,0,0,0,0,0,0,0,0,0,0,0,0,0
100030166012014,1.1,1.4,0,0,1.1,1.4,1.1,1.5,0.8,1.7,0,0.9,1.6
100030166013031,12,6.9,0.2,0.1,12.3,6.7,12.1,7,10.8,8.1,0.2,11.4,7.6
100030166013030,1.5,0.9,0,0,1.5,0.8,1.5,0.9,1.3,1,0,1.4,1
100030166013118,0.8,0.4,0,0,0.8,0.4,0.8,0.4,0.7,0.5,0,0.7,0.5
100030166013033,4.5,2.6,0.1,0.1,4.6,2.5,4.5,2.6,4,3,0.1,4.3,2.9
