GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
23031000235,23,031,000235,4680,35,4625,35,3,4,12,3442,16,3397,16,2,2,9,283,482,NA,NA,67475,NA,NA,14670,1,1
23031000240,23,031,000240,4510,9,4481,9,2,10,8,3110,3,3089,3,0,8,7,509,955,NA,NA,80530,NA,NA,14670,1,1
23031000245,23,031,000245,4589,15,4550,15,6,5,12,3203,7,3176,7,3,3,7,401,649,NA,NA,41750,NA,NA,14670,1,1
23031000251,23,031,000251,3220,7,3179,7,8,13,13,2395,4,2369,4,3,7,8,713.99,462.46,NA,4860,4860,NA,NA,03150,1,1
23031000252,23,031,000252,13137,79,12838,79,33,40,139,10054,53,9812,53,14,32,90,2997.25,1941.39,NA,4860,4860,NA,NA,03150,1,1
23031000253,23,031,000253,2329,1,2315,1,0,5,8,1728,1,1718,1,0,3,5,515.14,333.67,NA,4860,4860,NA,NA,03150,1,1
23031000254,23,031,000254,2024,12,1985,12,12,2,13,1796,11,1750,11,11,2,11,203.4,462.14,NA,4860,4860,NA,NA,03150,1,1
23031000260,23,031,000260,2669,11,2638,11,3,9,7,1997,9,1966,9,2,6,5,392,541,NA,NA,1605,NA,NA,02580,1,1
23031000270,23,031,000270,3356,13,3330,13,1,3,9,2716,9,2689,9,1,3,5,307.6,698.86,NA,36710,36745,NA,NA,14764,1,1
23031000280,23,031,000280,8004,45,7873,45,21,14,49,6073,30,5965,30,5,13,30,1110,2465,NA,36500,36535,NA,NA,14764,1,1
23031000290,23,031,000290,2236,3,2217,3,6,4,6,1701,3,1687,3,3,3,2,341,551,NA,NA,730,NA,NA,14670,1,1
23031000301,23,031,000301,4365,49,4190,49,7,14,104,3034,29,2904,29,6,9,57,648.65,713.16,NA,73285,65760,NA,NA,10500,1,1
23031000302,23,031,000302,12984,97,12641,97,20,43,176,9451,54,9193,54,14,31,105,2020.57,2221.53,NA,65725,65760,NA,NA,10500,1,1
23031000303,23,031,000303,3114,34,2993,34,8,4,75,2188,18,2100,18,3,3,46,467.78,514.31,NA,72200,65760,NA,NA,10500,1,1
23031000310,23,031,000310,4263,21,4221,21,7,1,13,2951,11,2912,11,6,1,10,466,733,NA,NA,38425,NA,NA,14700,1,1
23031000320,23,031,000320,5984,23,5875,23,6,14,65,4140,11,4068,11,4,11,35,528,1015,NA,NA,4720,NA,NA,14700,1,1
23031000330,23,031,000330,3804,8,3764,8,5,8,19,2661,6,2631,6,3,5,10,376,771,NA,50290,50325,NA,NA,14700,1,1
23031000340,23,031,000340,8759,33,8669,33,14,7,35,6761,20,6687,20,7,5,22,973,1958,NA,NA,81475,NA,NA,13490,1,1
23031000350,23,031,000350,5877,31,5766,31,27,5,45,4160,21,4070,21,13,5,30,661,1203,NA,NA,70030,NA,NA,11370,1,1
23031000360,23,031,000360,9811,46,9696,46,32,12,25,7476,29,7370,29,17,10,21,1565,2890,NA,10320,87985,NA,NA,14130,1,1
23031000370,23,031,000370,5329,52,5219,52,25,12,20,3886,35,3787,35,12,8,9,713,1363,NA,70660,22955,NA,NA,11370,1,1
23031000380,23,031,000380,9020,130,8673,130,143,14,54,6961,76,6660,76,101,10,38,1399.99,1845.75,NA,37235,37270,NA,NA,07140,1,1
23031032198,23,031,032198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,14700,1,1
23031038099,23,031,038099,352,11,303,11,27,4,7,363,11,303,11,27,4,7,73.01,96.25,NA,37235,37270,NA,NA,07140,1,1
