GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
55025011101,55,025,011101,4769,55,4587,55,50,28,48,3728,29,3609,29,19,10,32,1528.41,1475.1,NA,51575,51575,NA,NA,09510,7,7
55025011102,55,025,011102,5007,52,4771,52,87,16,78,3862,32,3690,32,49,9,50,337.75,383.64,NA,51575,51575,NA,NA,09510,7,7
55025011298,55,025,011298,4442,29,4352,29,26,8,27,3376,17,3300,17,16,6,20,295.25,335.36,NA,48000,86125,NA,NA,15810,7,7
55025011501,55,025,011501,5185,54,4999,54,72,17,40,3368,26,3251,26,33,11,21,327,346,NA,78600,78600,NA,NA,14640,7,7
55025011502,55,025,011502,7189,80,7010,80,32,26,37,5274,43,5134,43,19,17,18,2358,2825,NA,78600,78600,NA,NA,14640,7,7
55027009601,55,027,009601,4651,82,4548,82,1,12,8,3321,46,3219,46,0,7,3,133,293,NA,45475,45500,NA,NA,08220,5,5
55027009602,55,027,009602,3223,28,3189,28,0,2,4,2335,19,2291,19,0,2,4,20.97,56.14,NA,38900,14300,NA,NA,08880,5,5
55027009603,55,027,009603,6334,155,5326,155,788,57,8,5235,131,4137,131,784,44,8,47.03,125.86,NA,84425,84425,NA,NA,15870,5,5
55027009604,55,027,009604,3677,29,3623,29,4,6,15,2603,15,2558,15,4,2,9,123,321,NA,5900,5925,NA,NA,00960,7,7
55027009605,55,027,009605,3050,77,2667,77,272,26,7,2597,69,2159,69,272,24,4,163,285,NA,27000,27025,NA,NA,15870,7,7
55027009606,55,027,009606,3611,47,3549,47,2,11,2,2687,27,2622,27,0,9,2,173,274,NA,66150,85650,NA,NA,12420,7,7
55027009607,55,027,009607,3815,13,3745,13,2,2,53,2892,10,2843,10,1,1,27,530.33,750.23,NA,5900,5900,NA,NA,00960,7,5
55027009608,55,027,009608,3187,48,3127,48,2,7,2,2342,22,2290,22,2,5,1,429.47,607.55,NA,5900,5900,NA,NA,00960,7,5
55027009609,55,027,009609,3499,56,3418,56,10,3,9,2617,31,2542,31,3,2,8,479.9,678.89,NA,5900,5900,NA,NA,00960,7,5
55027009610,55,027,009610,4333,55,4241,55,5,16,16,3328,31,3246,31,1,10,9,610.29,863.33,NA,5900,5900,NA,NA,00960,7,5
55027009611,55,027,009611,3678,8,3661,8,1,3,5,2772,4,2759,4,1,1,3,153,265,NA,38675,59000,NA,NA,07260,7,5
55027009612,55,027,009612,3617,55,3545,55,3,5,8,2606,27,2543,27,2,2,5,69,139,NA,35750,35750,NA,NA,06570,5,5
55027009613,55,027,009613,4553,42,4492,42,0,6,10,3284,27,3222,27,0,3,5,537,948,NA,50200,50200,NA,NA,08880,5,5
55027009614,55,027,009614,3728,17,3705,17,0,3,3,2591,9,2569,9,0,3,1,103,243,NA,37150,36100,06390,06120,08880,5,5
55027009615,55,027,009615,4156,33,4111,33,4,3,5,2908,16,2871,16,2,3,0,201,359,NA,56075,3200,10410,06120,10890,5,5
55027009616,55,027,009616,4114,22,4079,22,0,10,3,2964,12,2934,12,0,5,1,183,344,NA,36625,43050,10410,06120,06780,5,5
55027009617,55,027,009617,2308,32,2268,32,0,2,6,1630,20,1584,20,0,1,5,114,257,NA,15900,24000,NA,NA,15750,7,5
55027009618,55,027,009618,4262,35,4197,35,15,8,7,3028,16,2976,16,12,5,3,134,186,NA,66900,45975,NA,NA,07260,7,7
55027009619,55,027,009619,4238,61,4148,61,2,15,12,3001,38,2903,38,1,12,9,640.25,1067.49,NA,83975,83975,NA,NA,15750,5,5
55027009620,55,027,009620,2525,16,2492,16,2,12,2,1944,8,1916,8,1,9,2,414.75,691.51,NA,83975,83975,NA,NA,15750,5,5
55029000000,55,029,000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,99998,1,4
55029009801,55,029,009801,1375,11,1359,11,1,4,0,1084,7,1067,7,1,2,0,282,498,NA,NA,43925,NA,NA,05220,1,4
55029009802,55,029,009802,623,3,617,3,2,0,1,481,2,474,2,2,0,1,84,228,NA,NA,83600,NA,NA,15570,1,4
55029009803,55,029,009803,1990,4,1983,4,1,0,2,1585,4,1575,4,0,0,2,138,239,NA,24150,28950,NA,NA,05220,1,4
55029009806,55,029,009806,3219,10,3186,10,7,15,1,2271,5,2251,5,3,7,0,151,199,NA,26625,10700,NA,NA,14130,1,4
55029009807,55,029,009807,4976,40,4866,40,11,34,24,3715,20,3633,20,5,25,12,53.4,97.4,NA,77875,77875,NA,NA,14610,1,4
55029009808,55,029,009808,5131,34,5032,34,1,57,7,3799,19,3719,19,0,37,5,54.6,99.6,NA,77875,77875,NA,NA,14610,1,4
55029009809,55,029,009809,1553,5,1522,5,0,21,5,1148,3,1124,3,0,14,4,277,426,NA,77875,55500,NA,NA,14130,1,4
55029009810,55,029,009810,1762,9,1736,9,0,17,0,1291,5,1271,5,0,10,0,153,201,NA,NA,81525,NA,NA,14130,1,4
55029980498,55,029,980498,1982,28,1931,28,4,17,2,1525,15,1480,15,2,11,2,170,197,NA,22850,22875,NA,NA,05220,1,4
55029980598,55,029,980598,3069,9,3045,9,1,9,5,2208,6,2187,6,0,6,3,334,667,NA,NA,72600,NA,NA,13500,1,4
55029980799,55,029,980799,10,0,10,0,0,0,0,10,0,10,0,0,0,0,1233,2000,NA,77875,77875,NA,NA,14610,1,4
55029980899,55,029,980899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,77875,77875,NA,NA,14610,1,4
55031000000,55,031,000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,43,NA,78700,78650,NA,NA,14670,8,3
55031000201,55,031,000201,1866,14,1635,14,31,91,93,1258,7,1143,7,15,56,30,407.52,236.49,NA,78700,78650,NA,NA,14670,8,3
55031000202,55,031,000202,654,7,629,7,3,14,1,556,4,536,4,2,9,1,180.11,104.52,NA,78700,78650,NA,NA,14670,8,3
55031000203,55,031,000203,3072,19,2891,19,26,118,18,2348,13,2224,13,14,73,11,760.62,441.4,NA,78700,78650,NA,NA,14670,8,3
55031000204,55,031,000204,3117,13,3035,13,14,38,17,2313,8,2262,8,5,21,9,749.29,434.82,NA,78700,78650,NA,NA,14670,8,3
55031000205,55,031,000205,2935,26,2784,26,33,57,35,2338,19,2198,19,32,40,30,757.38,439.52,NA,78700,78650,NA,NA,14670,8,3
55031000206,55,031,000206,4387,16,4187,16,21,143,17,3405,9,3275,9,12,88,12,1103.04,640.11,NA,78700,78650,NA,NA,14670,8,3
55031000207,55,031,000207,4096,5,4013,5,4,56,18,3088,4,3031,4,1,39,9,1000.34,580.52,NA,78700,78650,NA,NA,14670,8,3
55031000208,55,031,000208,3268,6,3164,6,6,67,25,2382,3,2328,3,2,38,8,771.64,447.8,NA,78700,78650,NA,NA,14670,8,3
55031000209,55,031,000209,2401,20,2340,20,5,32,2,1799,7,1760,7,2,22,1,582.78,338.2,NA,78700,78650,NA,NA,14670,8,3
55031000210,55,031,000210,1958,16,1901,16,1,37,3,1496,7,1453,7,1,25,3,484.62,281.24,NA,78700,78650,NA,NA,14670,8,3
55031000301,55,031,000301,5384,27,5289,27,8,46,14,3807,11,3751,11,3,27,4,213,77,NA,41725,10575,NA,NA,08640,8,3
55031000302,55,031,000302,4373,20,4292,20,4,45,11,3151,8,3097,8,4,29,5,488,350,NA,78700,78675,NA,NA,14670,8,3
55031000303,55,031,000303,4245,12,4155,12,13,56,9,3237,5,3172,5,12,39,4,111,150,NA,74575,83512,NA,NA,09720,8,3
55031020199,55,031,020199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,78700,78650,NA,NA,14670,8,3
55031021099,55,031,021099,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0.65,0.38,NA,78700,78650,NA,NA,14670,8,3
55033009701,55,033,009701,3584,15,3555,15,1,2,10,2508,9,2486,9,1,2,1,111,71,NA,67800,71425,NA,NA,02790,4,8
55033009702,55,033,009702,4113,5,4080,5,0,18,10,2860,1,2843,1,0,12,3,88,95,NA,9050,76650,NA,NA,01590,4,8
55033009703,55,033,009703,4104,9,4079,9,1,6,9,3016,6,2996,6,1,4,3,378,322,NA,78980,16300,NA,NA,02790,4,8
55033009704,55,033,009704,4392,19,4339,19,1,17,16,2992,8,2957,8,0,12,7,242,241,NA,23325,75750,NA,NA,04230,4,8
55033009705,55,033,009705,4694,34,4493,34,22,10,135,3615,12,3511,12,12,7,61,936.26,921.86,NA,51025,51025,NA,NA,09090,4,8
55033009706,55,033,009706,3801,22,3739,22,2,1,36,2693,15,2647,15,0,1,15,112,92,NA,NA,22375,NA,NA,09090,4,8
55033009707,55,033,009707,5544,37,5091,37,83,23,305,4318,27,4050,27,63,15,136,480,452,NA,51025,51025,NA,NA,09090,4,8
55033009708,55,033,009708,5677,47,5443,47,62,16,107,5169,35,4946,35,59,12,82,1338.74,1318.14,NA,51025,51025,NA,NA,09090,4,8
55035000001,55,035,000001,4243,19,4151,19,5,61,6,2960,10,2895,10,3,40,2,159,183,NA,3825,9500,NA,NA,00630,4,8
55035000002,55,035,000002,4088,7,4064,7,3,10,4,2881,5,2858,5,1,9,3,158,154,NA,25125,44350,NA,NA,04500,4,8
55035000004,55,035,000004,6135,39,6042,39,11,20,23,4517,24,4444,24,1,13,11,978,961,NA,1550,1550,NA,NA,00270,4,8
55035000006,55,035,000006,5878,57,4937,57,41,48,794,4056,24,3672,24,4,30,302,1048.4,1004.38,NA,22300,22300,NA,NA,04050,4,8
