GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
29051000104,5525,30,5275,30,181,15,20,4126,14,3946,14,126,12,14,748.6,1649.71,37000,36764,NA,16190,4,4
29051000105,4649,39,3530,39,1025,26,23,3738,28,2777,28,874,16,15,678.2,1494.57,37000,36764,NA,16190,4,4
29051000106,3180,34,2908,34,197,16,25,2614,25,2409,25,125,10,20,474.27,1045.16,37000,36764,NA,16190,4,4
29051000107,6840,40,6585,40,140,22,48,4932,24,4740,24,91,17,36,894.83,1971.97,37000,36764,NA,16190,4,4
29051000108,5548,40,5372,40,86,10,39,4001,28,3850,28,64,7,24,725.92,1599.73,37000,36764,NA,16190,4,4
29051000109,6504,32,6301,32,132,21,17,5108,22,4960,22,76,16,12,926.77,2042.34,37000,36764,NA,16190,4,4
29051000202,2811,9,2795,9,3,2,2,1876,7,1856,7,3,1,2,308,945,65162,55082,NA,09930,4,4
29051000203,3139,13,3104,13,6,14,2,2118,9,2089,9,3,6,2,340,892,22798,14032,NA,11550,4,4
29051000204,5233,46,4999,46,149,23,15,3504,29,3339,29,84,13,10,635.75,1401.01,65018,36764,NA,16190,4,4
29051000205,2523,1,2505,1,12,4,1,1876,1,1858,1,12,4,0,269,788,63704,49844,NA,26970,4,4
29051000206,4141,25,3550,25,511,27,26,3232,22,2630,22,506,26,26,350,838,65018,45974,NA,16190,4,4
29051020198,4124,31,3591,31,473,21,8,3096,29,2537,29,472,21,8,269,778,72304,42068,NA,16190,4,4
29053009501,2310,14,2272,14,17,6,1,1675,9,1640,9,12,4,1,40,200,59726,65306,09090,05580,6,6
29053009502,2641,27,1937,27,656,6,9,2128,16,1535,16,550,4,7,390.86,700.67,7318,7336,NA,05580,6,6
29053009503,3146,15,2802,15,284,19,24,2465,14,2192,14,210,12,23,452.76,811.63,7318,7336,NA,05580,6,6
29053009504,2109,14,1989,14,90,5,11,1630,6,1544,6,66,2,6,299.39,536.7,7318,7336,NA,05580,6,6
29053009505,4629,26,4491,26,96,14,2,3373,12,3263,12,70,14,2,132,363,55478,38198,05190,25170,6,6
29055009501,6213,60,6133,60,3,5,11,4495,43,4396,43,1,5,7,574,1030,7534,7156,12480,05640,3,8
29055009502,3343,5,3314,5,0,18,6,2455,4,2434,4,0,10,3,363,499,41114,55100,10650,29430,3,8
29055009503,5317,30,5273,30,0,10,4,3986,20,3935,20,0,8,3,638,998,17668,4618,NA,10410,3,8
29055009504,4300,19,4275,19,0,3,3,3157,13,3125,13,0,3,3,134,191,70576,47360,NA,29430,3,8
29057009801,4227,25,4152,25,17,30,3,3214,14,3148,14,16,19,3,57,127,29206,12502,NA,13320,2,7
29057009802,3222,51,3127,51,3,32,9,2390,24,2318,24,0,19,5,181,491,43490,43508,NA,19140,2,7
29059009801,3538,19,3478,19,11,28,2,2615,8,2570,8,8,19,2,47,120,75310,36494,NA,14320,2,4
29059009802,4395,22,4342,22,5,20,6,3247,18,3191,18,1,15,4,622,1346,9514,52886,NA,06120,2,4
29059009803,4713,24,4642,24,0,38,9,3428,15,3370,15,0,22,6,215,332,NA,77344,NA,06120,2,4
29061009701,3100,20,3062,20,1,13,4,2306,11,2275,11,1,6,2,77,118,56558,4636,NA,23670,6,6
29061009702,4765,26,4719,26,1,11,8,3470,18,3423,18,1,5,5,23,56,26308,74590,NA,12660,6,6
29063009801,6101,183,5101,183,728,60,22,5229,174,4083,174,727,54,17,94,156,46946,10720,NA,20550,6,6
29063009802,3866,17,3833,17,1,5,9,2789,8,2762,8,1,5,5,135,135,70738,77380,NA,20550,6,6
29065009601,4045,26,3997,26,0,15,7,2898,12,2861,12,0,9,4,264,359,9694,67664,10650,27090,3,8
29065009602,4349,14,4297,14,8,22,6,3234,10,3187,10,7,17,3,193,269,NA,77830,10710,27090,3,8
29065009603,2480,25,2440,25,0,10,5,1932,14,1891,14,0,9,4,459.01,708.77,65234,69608,10710,27090,3,8
29065009604,2828,24,2779,24,1,13,10,2075,12,2037,12,0,10,4,492.99,761.23,65234,69608,10650,27090,3,8
29067009501,3161,32,3100,32,1,27,1,2300,19,2240,19,1,20,1,11,82,NA,14320,11010,21510,2,7
29067009502,4505,25,4437,25,2,38,3,3267,15,3208,15,1,26,2,77,149,NA,7174,11040,04050,2,7
29067009503,3961,31,3898,31,0,23,9,2996,18,2935,18,0,19,6,407.31,1122.21,2674,4654,NA,04050,2,7
29067009504,249,2,245,2,0,0,2,189,2,183,2,0,0,2,25.69,70.79,2674,4654,NA,04050,2,7
29069009601,3488,28,2320,28,1127,11,1,2410,15,1773,15,597,9,1,463.2,609.2,45614,16696,NA,19890,3,8
29069009602,2888,10,2736,10,131,4,6,2179,6,2085,6,76,2,4,418.8,550.8,45614,16696,NA,19890,3,8
29069009603,4545,21,4506,21,8,10,0,3343,11,3309,11,5,7,0,631,1008,10864,74608,NA,07050,3,8
29069009604,3826,5,3768,5,46,3,4,2887,2,2845,2,33,3,2,211,178,14212,25804,NA,14460,3,8
29069009605,2842,11,2245,11,558,5,23,2081,6,1729,6,321,5,14,425.07,512.77,38306,34390,NA,16500,3,8
29069009606,4872,23,4308,23,503,18,12,3409,12,3133,12,228,15,9,696.33,840,38306,34390,NA,16500,3,8
29069009607,3515,14,3370,14,113,2,16,2720,11,2622,11,68,1,7,555.6,670.23,38306,34390,NA,16500,3,8
29069009608,2439,15,2398,15,3,22,1,1896,10,1859,10,3,14,0,435.19,306.92,66638,65252,NA,27870,3,8
29069009609,2261,20,2102,20,135,2,2,1709,13,1598,13,82,2,1,342,290,33076,14338,NA,27870,3,8
29069009610,2436,22,2402,22,0,7,5,1829,11,1797,11,0,5,5,419.81,296.08,11350,9532,NA,28620,3,8
29071008001,6344,18,6290,18,12,9,15,4474,10,4436,10,7,6,5,717.62,1041.4,76192,6958,NA,31110,5,9
29071008002,8164,36,8044,36,38,15,31,5909,18,5825,18,26,7,15,1117.55,2339.99,77416,77434,NA,31110,5,9
29071008003,6540,51,6425,51,46,8,10,4851,29,4744,29,33,7,9,917.45,1921.01,77416,77434,NA,31110,5,9
29071008004,10381,54,10267,54,32,14,14,7381,30,7277,30,22,10,12,897.55,1570.49,51914,44714,12510,30570,5,9
29071008005,6261,24,6213,24,3,6,14,4468,14,4424,14,2,6,8,543.32,950.68,26866,7192,12450,23340,5,9
29071008006,10277,71,10062,71,106,14,22,7282,44,7093,44,83,9,9,714.23,1127.67,74626,74644,NA,30570,5,9
29071008007,8397,66,8065,66,228,10,24,6000,44,5737,44,152,8,15,962.38,1396.6,55910,6958,NA,23460,5,9
29071008008,6501,41,6209,41,201,20,22,4652,28,4423,28,147,15,11,609,790,NA,10630,19200,23460,5,9
29071008009,7912,31,7788,31,53,27,12,5646,19,5551,19,33,18,6,553.77,874.33,64136,12754,NA,29100,5,9
29071008010,3033,24,2971,24,17,11,4,2129,16,2079,16,9,7,2,421,639,NA,59528,19200,29100,5,9
29071008011,6793,25,6735,25,1,11,21,5075,15,5021,15,0,9,15,617.13,1079.83,71440,47396,12450,29760,3,9
29073009601,2999,18,2972,18,5,4,0,2368,12,2337,12,3,4,0,278.1,840.71,31762,62336,NA,14280,5,9
29073009602,1728,0,1714,0,5,6,3,1319,0,1311,0,3,4,1,154.9,468.29,26578,61490,NA,14280,5,9
29073009603,2340,5,2328,5,0,4,3,1747,5,1732,5,0,2,3,59,212,63110,6814,NA,23340,5,9
29073009604,3080,4,3071,4,0,0,5,2273,4,2260,4,0,0,5,418,1428,55640,11008,NA,23340,5,9
29073009605,3859,8,3839,8,0,6,6,2839,7,2816,7,0,4,5,71,214,6256,11008,12480,23340,5,9
29075009601,3314,11,3275,11,5,20,3,2518,8,2485,8,2,13,2,499.32,582.05,514,2386,NA,02970,6,6
29075009602,3534,16,3510,16,1,5,1,2656,6,2638,6,1,4,1,526.68,613.95,70270,16282,NA,29340,6,6
29077000001,1903,29,1763,29,51,22,37,1810,29,1651,29,48,19,34,298.53,661,70000,70009,NA,28860,2,7
29077000002,4277,46,4013,46,154,12,49,4262,45,3964,45,150,12,46,702.94,1556.45,70000,70009,NA,28860,2,7
29077000003,3640,58,3546,58,8,12,16,3180,46,3053,46,8,11,16,524.48,1161.31,70000,70009,NA,28860,2,7
29077000004,3646,62,3312,62,123,51,95,2812,34,2598,34,67,26,53,463.79,1026.92,70000,70009,NA,28860,2,7
29077000005,5953,60,5499,60,261,81,48,4750,43,4414,43,161,57,32,783.42,1734.66,70000,70009,NA,28860,2,7
29077000006,2750,38,2501,38,172,23,15,2129,27,1946,27,104,15,10,351.14,777.49,70000,70009,NA,28860,2,7
29077000007,4019,67,3323,67,560,31,30,3244,42,2717,42,394,26,23,535.04,1184.68,70000,70009,NA,28860,2,7
29077000008,3645,63,3100,63,426,28,18,3050,49,2602,49,314,21,15,503.04,1113.83,70000,70009,NA,28860,2,7
29077000009,5036,56,4818,56,89,23,48,4481,41,4256,41,76,22,45,739.06,1636.42,70000,70009,NA,28860,2,7
29077000010,2283,12,2258,12,0,4,9,1901,8,1873,8,0,3,9,313.53,694.23,70000,70009,NA,28860,2,7
29077000011,3381,29,3285,29,25,14,25,2923,22,2826,22,19,13,21,482.09,1067.45,70000,70009,NA,28860,2,7
29077000012,3970,20,3835,20,34,26,54,3240,16,3132,16,21,19,36,534.38,1183.22,70000,70009,NA,28860,2,7
29077000014,2428,28,2319,28,45,26,10,1934,15,1849,15,31,15,9,318.98,706.28,70000,70009,NA,28860,2,7
29077000015,5227,46,5015,46,64,30,72,4055,29,3891,29,43,20,43,668.8,1480.85,70000,70009,NA,28860,2,7
29077000016,1010,7,620,7,363,18,2,1001,6,608,6,361,18,2,165.1,365.56,70000,70009,NA,28860,2,7
29077000017,3176,16,3098,16,32,26,4,2452,12,2387,12,16,21,4,404.41,895.45,70000,70009,NA,28860,2,7
29077000019,3252,28,3106,28,55,12,50,2340,17,2243,17,25,12,26,385.94,854.55,70000,70009,NA,28860,2,7
29077000020,2232,24,2055,24,95,44,12,1757,23,1605,23,68,26,12,289.78,641.64,70000,70009,NA,28860,2,7
29077000021,2391,20,2299,20,32,18,14,1772,13,1705,13,19,11,11,292.26,647.12,70000,70009,NA,28860,2,7
29077000022,4160,27,3866,27,144,37,85,3133,20,2922,20,91,29,51,516.73,1144.14,70000,70009,NA,28860,2,7
29077000023,5558,47,5332,47,83,40,55,4417,28,4230,28,60,30,41,728.5,1613.05,70000,70009,NA,28860,2,7
29077000024,6524,68,6272,68,80,44,57,5242,43,5032,43,51,30,43,864.57,1914.33,70000,70009,NA,28860,2,7
29077000025,6057,46,5851,46,45,38,69,5014,37,4838,37,36,24,42,826.97,1831.07,70000,70009,NA,28860,2,7
29077000026,4712,30,4615,30,14,10,43,3793,18,3711,18,9,8,29,625.58,1385.17,70000,70009,NA,28860,2,7
29077000027,2053,23,2004,23,13,2,11,1743,15,1693,15,10,2,8,287.48,636.53,70000,70009,NA,28860,2,7
29077000028,1483,8,1443,8,8,14,10,1168,6,1132,6,8,11,5,192.64,426.54,70000,70009,NA,28860,2,7
29077000030,5343,47,5119,47,87,36,54,3897,26,3739,26,56,22,28,642.74,1423.15,70000,70009,NA,28860,2,7
29077000031,2969,22,2877,22,28,18,21,2194,16,2114,16,18,15,15,361.86,801.23,70000,70009,NA,28860,2,7
29077000033,3895,29,3770,29,62,29,5,2743,20,2650,20,27,21,5,452.41,1001.72,70000,70009,NA,28860,2,7
29077000034,928,6,909,6,5,3,4,739,3,726,3,1,2,4,121.88,269.88,70000,70009,NA,28860,2,7
29077000035,1757,5,1724,5,10,11,3,1359,5,1334,5,5,8,2,224.14,496.3,70000,70009,NA,28860,2,7
29077000036,2925,25,2792,25,71,10,23,2053,11,1965,11,44,9,13,338.6,749.74,70000,70009,NA,28860,2,7
29077000037,4712,21,4626,21,17,13,34,3464,14,3394,14,10,11,21,187,833,70000,10908,NA,28860,2,7
29077000038,2755,18,2704,18,0,15,17,2089,13,2045,13,0,10,8,344.54,762.89,70000,14374,NA,28860,2,7
29077000039,1465,19,1417,19,13,7,9,1119,12,1075,12,7,6,7,184.56,408.65,70000,70009,NA,28860,2,7
29077000040,8918,61,8698,61,22,26,109,6463,37,6287,37,14,21,67,1065.95,2360.23,70000,70009,NA,28860,2,7
29077000041,7702,66,7545,66,32,28,31,5418,34,5285,34,19,22,24,913,2677,3592,80206,NA,28860,2,7
29077000042,4269,45,4128,45,46,20,25,3095,23,2989,23,34,12,14,510.46,1130.27,70000,10910,NA,28860,2,7
29077000044,5716,41,5533,41,94,13,34,4681,31,4524,31,63,11,21,276.96,736.48,70000,70009,NA,28860,2,7
29077000045,1852,20,1795,20,18,13,4,1319,10,1275,10,14,7,3,78.04,207.52,70000,52942,NA,28860,2,7
29077000046,4898,28,4832,28,2,33,3,3542,15,3485,15,2,23,2,631,967,71062,36216,NA,29640,2,7
29077000047,4119,26,4070,26,2,20,1,3094,13,3050,13,0,17,1,221,588,62894,72466,NA,19170,2,7
29077000048,9198,62,9038,62,5,66,25,6634,42,6487,42,3,44,16,534,1166,61238,21088,NA,26220,2,7
29077000049,4403,19,4345,19,3,34,2,3264,14,3216,14,1,17,2,271,658,NA,12652,NA,03270,2,7
29077000050,7148,36,7062,36,9,34,5,5158,23,5080,23,6,21,5,167,329,2188,76858,NA,03270,2,7
29077000051,2013,14,1978,14,0,19,0,1490,10,1458,10,0,12,0,278,650,79882,62360,NA,32010,2,7
29077000052,5702,13,5661,13,1,15,12,4216,9,4184,9,0,9,5,173,401,NA,25691,NA,28860,2,7
29077001301,2240,25,2149,25,30,4,31,1821,13,1753,13,19,4,19,300.34,665.01,70000,70009,NA,28860,2,7
29077001302,2468,38,2365,38,14,5,46,2225,29,2113,29,12,5,37,366.97,812.55,70000,70009,NA,28860,2,7
29077001801,1822,19,1765,19,26,8,1,1346,14,1300,14,10,7,1,222,491.55,70000,70009,NA,28860,2,7
29077001802,1787,26,1656,26,74,15,12,1307,8,1207,8,60,14,10,215.57,477.31,70000,70009,NA,28860,2,7
29077002997,138,0,137,0,0,1,0,103,0,102,0,0,1,0,16.99,37.61,70000,70009,NA,28860,2,7
29077002998,4017,33,3945,33,16,8,15,3127,22,3060,22,9,6,8,515.74,1141.95,70000,70009,NA,28860,2,7
29077003201,1399,12,1356,12,9,20,1,967,8,931,8,7,12,1,159.49,353.14,70000,70009,NA,28860,2,7
29077003202,2008,6,1964,6,16,15,6,1481,6,1435,6,13,15,6,244.26,540.85,70000,70009,NA,28860,2,7
29077004301,2047,14,1993,14,20,8,12,1575,9,1533,9,12,5,7,259.77,575.18,70000,70009,NA,32010,2,7
29077004302,2570,21,2538,21,4,5,2,1889,14,1850,14,4,5,2,311.56,689.85,70000,70009,NA,32010,2,7
29079009601,2131,22,2099,22,1,7,2,1622,14,1587,14,0,6,1,87,151,26362,42122,17910,12690,6,6
29079009602,1985,12,1962,12,0,8,3,1457,5,1437,5,0,7,3,93,137,69464,25606,28770,30360,6,6
29079009603,2796,16,2763,16,4,13,0,2124,10,2093,10,3,8,0,435.58,751.45,73816,73834,NA,30360,6,6
29079009604,3624,27,3557,27,6,15,19,2879,16,2822,16,5,11,9,590.42,1018.55,73816,73834,13440,30360,6,6
29081009501,3615,17,3570,17,7,10,10,2768,12,2727,12,3,7,7,72,148,61904,45398,NA,00002,6,6
29081009502,1797,11,1775,11,1,7,3,1368,8,1345,8,1,5,1,36,56,51860,79486,NA,00002,6,6
29081009503,3057,9,3029,9,0,14,4,2422,5,2399,5,0,11,2,473,980,5068,5086,NA,00002,6,6
29083009501,3044,26,2982,26,13,12,11,2292,13,2246,13,7,10,3,537,788,80350,80368,NA,32110,4,4
29083009502,2898,16,2861,16,9,7,5,2192,6,2163,6,6,6,5,63,69,10450,72592,18330,06480,4,4
29083009503,2628,27,2554,27,17,22,8,1977,12,1919,12,13,15,6,142,196,75346,79504,28080,10320,4,4
29083009504,2649,15,2609,15,5,11,9,2054,7,2023,7,3,7,7,37,75,18730,23482,10470,10520,4,4
29083009505,4097,42,3911,42,127,13,3,3037,28,2887,28,82,9,3,687.61,870.18,14986,15004,NA,09860,4,4
29083009506,4728,18,4628,18,56,16,10,3650,10,3575,10,42,8,5,826.39,1045.82,14986,15004,NA,09860,4,4
29085009701,2468,16,2422,16,1,28,1,1921,10,1882,10,0,18,1,88,110,79090,79108,NA,14320,4,4
29085009702,1548,7,1530,7,1,8,2,1220,3,1203,3,1,8,2,161,241,78064,78082,NA,31460,4,4
29085009703,2026,2,2008,2,1,14,1,1673,2,1657,2,1,10,1,206,403,31780,12538,NA,14310,4,4
29085009704,1293,4,1282,4,2,3,2,1127,3,1116,3,0,3,2,260,442,NA,28954,NA,14310,4,4
29087009601,1923,2,1912,2,1,6,0,1392,2,1383,2,1,4,0,173,266,17056,14410,NA,10260,6,6
29087009602,2008,14,1983,14,0,10,1,1557,8,1535,8,0,5,1,53,56,50312,4672,NA,21480,6,6
29087009603,2103,0,2087,0,6,6,4,1550,0,1538,0,4,6,2,157,394,54848,41798,NA,23190,6,6
29089009601,2988,11,2761,11,200,13,2,2118,7,1946,7,148,8,2,185,189,27208,13222,NA,12900,6,6
29089009602,2950,17,2878,17,39,12,4,2211,11,2153,11,22,10,4,464,505,51824,25642,NA,21940,6,6
29089009603,3693,17,3163,17,493,3,11,2940,8,2537,8,374,3,10,765,752,23842,61652,NA,11990,6,6
29091009901,4562,16,4503,16,5,19,19,3388,8,3347,8,2,16,7,432.75,807.31,80098,80116,NA,32070,3,8
29091009902,3310,13,3276,13,4,10,7,2447,8,2415,8,1,9,6,382,741,50438,27748,NA,21540,3,8
29091009903,3587,33,3521,33,7,19,5,2591,24,2526,24,1,12,4,163,248,78928,68078,15060,32070,3,8
29091009904,3665,17,3628,17,1,17,2,2609,7,2581,7,0,12,2,333.25,621.69,NA,69644,11850,31680,3,8
29091009905,3122,7,3092,7,1,17,5,2283,5,2257,5,1,12,3,291.41,704.01,78928,33382,11850,31680,3,8
29091009906,3592,8,3547,8,4,31,2,2604,7,2567,7,3,18,2,332.38,803,7948,33382,15180,16860,3,8
29091009907,4549,44,4450,44,30,20,5,3400,19,3321,19,22,15,4,433.99,1048.46,78928,33382,26370,31680,3,8
29091009908,5060,23,4966,23,10,31,30,3958,18,3880,18,2,23,17,505.21,1220.53,78928,33382,26370,31680,3,8
29093009701,3004,11,2982,11,2,5,3,2183,8,2157,8,2,5,3,307,385,76012,19108,04590,15510,3,8
29093009702,2539,11,2518,11,1,1,6,1941,4,1930,4,0,1,2,558.99,626.05,1648,1666,04590,03150,3,8
29093009703,3086,8,3048,8,21,3,3,2198,6,2170,6,13,3,0,633.01,708.95,35468,1666,NA,03150,3,8
29093009704,2097,14,2053,14,25,5,0,1564,8,1531,8,12,5,0,416,223,19198,74698,NA,28470,3,8
29095000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,38054,NA,16400,8,5
29095000002,83,3,57,3,20,3,0,84,3,56,3,19,3,0,22.4,21.04,38000,38054,NA,16400,8,5
29095000003,2060,163,730,163,551,3,604,1410,105,608,105,235,3,354,376,353.15,38000,38054,NA,16400,8,5
29095000004,679,86,557,86,7,7,21,575,58,433,58,4,6,16,153.33,144.02,38000,38054,NA,16400,8,5
29095000006,4141,349,3641,349,64,43,39,3374,202,2880,202,29,35,26,899.73,845.06,38000,6490,NA,16400,8,5
29095000007,3619,339,3161,339,41,29,47,3007,207,2514,207,25,25,29,801.86,753.14,38000,38054,NA,16400,8,5
29095000008,3797,293,3329,293,78,60,31,2986,175,2536,175,41,35,24,796.26,747.88,38000,38054,NA,16400,8,5
29095000009,3214,366,2583,366,166,23,72,2657,224,2061,224,82,16,50,708.53,665.48,38000,38054,NA,16400,8,5
29095000010,2907,262,1795,262,781,21,37,2375,185,1519,185,445,14,27,633.33,594.85,38000,38054,NA,16400,8,5
29095000011,1504,100,1126,100,244,11,21,1563,95,1110,95,234,9,20,416.8,391.47,38000,38054,NA,16400,8,5
29095000012,673,34,507,34,124,5,3,686,30,495,30,123,5,3,182.93,171.82,38000,38054,NA,16400,8,5
29095000013,1013,23,772,23,184,7,27,1011,21,766,21,172,7,24,269.6,253.22,38000,38054,NA,16400,8,5
29095000014,853,35,310,35,485,13,10,860,35,298,35,469,13,10,229.33,215.4,38000,38054,NA,16400,8,5
29095000015,951,63,158,63,722,4,4,603,46,135,46,368,4,4,160.8,151.03,38000,38054,NA,16400,8,5
29095000016,1407,16,122,16,1260,8,0,976,16,109,16,830,5,0,260.26,244.45,38000,38054,NA,16400,8,5
29095000017,1158,40,126,40,970,3,19,726,23,99,23,572,2,7,193.6,181.84,38000,38054,NA,16400,8,5
29095000018,3435,326,2171,326,830,25,80,2567,203,1665,203,427,16,53,684.53,642.94,38000,38054,NA,16400,8,5
29095000019,3581,329,2694,329,474,39,42,2649,197,1966,197,234,30,25,706.39,663.47,38000,38054,NA,16400,8,5
29095000020,2240,270,1842,270,54,11,58,1809,178,1389,178,22,11,31,482.4,453.09,38000,6490,NA,16400,8,5
29095000021,4779,273,2990,273,1372,27,117,3330,166,2263,166,645,20,70,887.99,834.04,38000,6490,NA,16400,8,5
29095000022,3679,247,2376,247,953,26,74,2651,138,1857,138,454,20,44,706.93,663.98,38000,6490,NA,16400,8,5
29095000023,2052,207,1202,207,602,11,27,1514,117,866,117,390,8,16,403.73,379.2,38000,6490,NA,16400,8,5
29095000024,1134,75,526,75,500,5,28,807,47,389,47,302,3,19,215.2,202.12,38000,38054,NA,16400,8,5
29095000025,1511,9,24,9,1475,0,1,1141,7,18,7,1108,0,1,304.26,285.78,38000,38054,NA,16400,8,5
29095000026,28,0,13,0,15,0,0,15,0,8,0,7,0,0,4,3.76,38000,38054,NA,16400,8,5
29095000027,170,2,92,2,72,3,1,172,2,92,2,72,3,1,45.87,43.08,38000,38054,NA,16400,8,5
29095000029,1056,686,301,686,53,13,1,1309,493,269,493,43,10,1,349.06,327.86,38000,38054,NA,16400,8,5
29095000030,2050,1272,122,1272,644,2,2,2006,817,95,817,274,1,2,534.93,502.43,38000,38054,NA,16400,8,5
29095000031,205,16,107,16,79,2,1,149,12,75,12,47,2,1,39.73,37.32,38000,38054,NA,16400,8,5
29095000032,810,3,4,3,799,4,0,512,2,3,2,502,3,0,136.53,128.24,38000,38054,NA,16400,8,5
29095000033,1518,17,70,17,1418,13,0,1073,15,66,15,971,6,0,286.13,268.75,38000,38054,NA,16400,8,5
29095000034,3962,398,1911,398,1578,25,36,2849,221,1497,221,873,21,16,759.73,713.57,38000,6490,NA,16400,8,5
29095000037,1672,12,36,12,1606,10,2,1222,7,28,7,1170,9,1,325.86,306.06,38000,38054,NA,16400,8,5
29095000038,2193,7,40,7,2138,7,1,1569,4,40,4,1515,5,1,418.4,392.98,38000,38054,NA,16400,8,5
29095000039,1442,7,37,7,1384,9,5,1012,1,27,1,976,5,2,269.86,253.47,38000,38054,NA,16400,8,5
29095000040,1300,2,20,2,1275,1,1,924,2,13,2,905,1,1,246.4,231.43,38000,38054,NA,16400,8,5
29095000041,615,10,43,10,559,1,2,489,8,41,8,429,1,2,130.4,122.48,38000,38054,NA,16400,8,5
29095000042,1536,36,70,36,1418,7,3,1081,16,56,16,989,3,1,288.26,270.75,38000,38054,NA,16400,8,5
29095000043,1961,148,910,148,820,15,66,1545,100,783,100,500,9,53,412,386.96,38000,38054,NA,16400,8,5
29095000044,970,48,691,48,204,4,21,913,35,663,35,157,4,19,243.46,228.67,38000,38054,NA,16400,8,5
29095000045,1020,805,148,805,64,3,0,1244,534,125,534,48,3,0,331.73,311.58,38000,38054,NA,16400,8,5
29095000046,2720,478,1782,478,416,11,24,2539,363,1545,363,237,11,20,677.06,635.92,38000,38054,NA,16400,8,5
29095000047,1233,192,653,192,348,5,30,1150,140,587,140,253,4,26,306.66,288.03,38000,38054,NA,16400,8,5
29095000048,2994,278,2175,278,464,16,50,2914,218,2051,218,365,15,47,777.06,729.85,38000,38054,NA,16400,8,5
29095000049,1875,148,1070,148,618,18,12,1659,101,958,101,473,14,12,442.4,415.52,38000,38054,NA,16400,8,5
29095000050,2716,92,1421,92,1153,15,27,2473,69,1322,69,980,13,20,659.46,619.39,38000,38054,NA,16400,8,5
29095000051,2080,64,1564,64,410,5,31,1853,53,1392,53,322,5,28,494.13,464.11,38000,38054,NA,16400,8,5
29095000052,1496,131,150,131,1205,2,6,1242,119,135,119,863,2,4,331.2,311.07,38000,38054,NA,16400,8,5
29095000053,1593,77,242,77,1249,8,15,1150,54,189,54,840,4,9,306.66,288.03,38000,38054,NA,16400,8,5
29095000054,1315,3,32,3,1280,0,0,985,1,26,1,957,0,0,262.66,246.71,38000,38054,NA,16400,8,5
29095000055,1668,22,24,22,1620,2,0,1160,14,22,14,1108,2,0,309.33,290.54,38000,38054,NA,16400,8,5
29095000057,3069,14,60,14,2987,8,0,2294,12,58,12,2205,7,0,611.73,574.56,38000,38054,NA,16400,8,5
29095000060,2121,15,40,15,2049,7,4,1528,9,33,9,1468,6,3,407.46,382.71,38000,38054,NA,16400,8,5
29095000061,3930,9,57,9,3853,5,1,2842,3,54,3,2776,5,1,757.86,711.81,38000,38054,NA,16400,8,5
29095000062,1549,6,24,6,1515,3,0,1105,6,23,6,1067,3,0,294.66,276.76,38000,38054,NA,16400,8,5
29095000063,3267,48,192,48,3026,1,0,2167,27,173,27,1940,0,0,577.86,542.75,38000,38054,NA,16400,8,5
29095000064,2219,46,222,46,1922,9,17,1503,34,181,34,1233,9,12,400.8,376.44,38000,38054,NA,16400,8,5
29095000065,2002,110,1096,110,760,9,23,1625,77,970,77,471,9,21,433.33,407,38000,38054,NA,16400,8,5
29095000066,2155,68,1559,68,450,18,58,1958,59,1433,59,347,13,47,522.13,490.41,38000,38054,NA,16400,8,5
29095000067,2468,100,1580,100,750,13,21,2194,80,1452,80,548,13,21,585.06,549.51,38000,38054,NA,16400,8,5
29095000068,807,48,601,48,127,8,21,774,44,562,44,99,8,17,206.4,193.86,38000,38054,NA,16400,8,5
29095000069,1662,83,1433,83,127,3,16,1653,69,1384,69,112,3,16,440.8,414.01,38000,38054,NA,16400,8,5
29095000070,2886,523,2093,523,200,14,46,2786,363,1854,363,158,11,37,742.93,697.79,38000,38054,NA,16400,8,5
29095000071,2796,281,2253,281,212,11,35,2668,200,2066,200,160,10,32,711.46,668.23,38000,38054,NA,16400,8,5
29095000072,2129,79,2016,79,15,1,17,1894,60,1746,60,15,1,12,505.06,474.38,38000,38054,NA,16400,8,5
29095000073,3096,82,2818,82,145,10,36,3106,73,2777,73,137,10,36,828.26,777.94,38000,38054,NA,16400,8,5
29095000074,3942,118,3321,118,187,25,284,3586,96,2944,96,168,18,264,956.26,898.16,38000,38054,NA,16400,8,5
29095000075,3591,51,1088,51,2387,14,48,2669,43,991,43,1537,12,43,711.73,668.48,38000,38054,NA,16400,8,5
29095000076,3709,36,157,36,3506,2,5,2582,25,144,25,2381,2,5,688.53,646.69,38000,38054,NA,16400,8,5
29095000077,2221,16,78,16,2114,0,6,1659,9,73,9,1564,0,4,442.4,415.52,38000,38054,NA,16400,8,5
29095000079,4827,49,295,49,4462,11,2,3412,28,257,28,3087,10,2,909.86,854.58,38000,8686,NA,16400,8,5
29095000080,3985,12,95,12,3864,10,2,2692,7,83,7,2585,8,2,717.86,674.24,38000,8686,NA,16400,8,5
29095000081,2865,22,252,22,2566,1,11,1929,16,225,16,1666,1,5,514.4,483.14,38000,38054,NA,16400,8,5
29095000082,2995,116,2601,116,190,22,60,2505,77,2164,77,120,17,50,667.99,627.41,38000,38054,NA,16400,8,5
