GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
29223009901,2810,15,2777,15,1,12,5,2186,13,2145,13,0,10,5,93,111,NA,44120,NA,13380,3,8
29223009902,2783,9,2751,9,3,17,2,2131,5,2106,5,3,11,1,248,331,29476,64334,NA,13380,3,8
29223009903,3879,12,3851,12,3,12,1,2988,4,2967,4,1,11,1,782,790,57422,4816,NA,09750,3,8
29223009904,2071,8,2058,8,0,4,1,1532,6,1517,6,0,2,1,137,150,80026,79972,NA,13380,3,8
29225009701,7271,45,7151,45,6,58,11,5120,29,5015,29,4,38,5,627.33,1247.26,52418,52436,NA,20430,2,4
29225009702,6198,35,6117,35,1,35,10,4576,18,4509,18,0,26,5,560.67,1114.74,46388,55838,NA,20430,2,4
29225009703,5197,33,5120,33,5,32,7,3497,8,3452,8,5,21,3,144,227,62894,78586,NA,19170,2,4
29225009704,5087,27,4844,27,178,20,17,3827,18,3577,18,178,19,17,260,481,66800,24256,NA,27930,2,4
29227009801,2440,9,2424,9,1,1,5,1857,3,1845,3,1,1,4,293,346,28594,24616,NA,32300,6,6
29229009901,3409,9,3372,9,2,25,0,2476,5,2449,5,2,15,0,59,113,NA,75094,19950,13770,2,8
29229009902,3389,13,3328,13,20,27,1,2420,11,2367,11,14,17,0,109,264,30754,26614,19950,13770,2,8
29229009903,4711,6,4674,6,10,13,1,3285,2,3265,2,4,11,1,320.5,800.56,45740,58556,NA,19980,2,8
29229009904,5249,33,5150,33,4,52,10,3900,16,3832,16,0,33,3,380.5,950.44,50402,50420,NA,21510,2,8
29510001011,2867,51,2787,51,1,3,24,2358,38,2261,38,1,2,18,811.15,406.82,65000,65000,NA,29280,9,3
29510001012,3287,73,3188,73,8,4,14,2788,49,2674,49,3,4,9,959.07,481.01,65000,65000,NA,29280,9,3
29510001013,4446,48,4377,48,6,2,13,3624,34,3541,34,4,2,9,1246.65,625.24,65000,65000,NA,29280,9,3
29510001014,3075,100,2764,100,196,4,8,2442,65,2171,65,132,3,6,840.05,421.32,65000,65000,NA,29280,9,3
29510001015,3763,106,3547,106,90,9,8,2939,75,2714,75,62,7,6,1011.01,507.06,65000,65000,NA,29280,9,3
29510001018,3789,235,3357,235,153,31,9,2989,156,2544,156,102,24,7,1028.21,515.69,65000,65000,NA,29280,9,3
29510001021,2820,32,2778,32,3,5,2,2485,28,2419,28,3,5,2,854.84,428.73,65000,65000,NA,29280,9,3
29510001022,6608,80,6490,80,10,14,12,5511,60,5360,60,7,13,11,1895.78,950.81,65000,65000,NA,29280,9,3
29510001023,1905,20,1869,20,5,4,7,1621,13,1583,13,3,4,5,557.62,279.67,65000,65000,NA,29280,9,3
29510001024,2489,37,2429,37,9,10,4,1960,20,1906,20,6,6,2,674.24,338.16,65000,65000,NA,29280,9,3
29510001025,2243,35,2191,35,6,3,7,1796,23,1741,23,3,2,4,617.82,309.86,65000,65000,NA,29280,9,3
29510001031,3354,25,3252,25,29,13,35,2877,20,2775,20,22,7,33,989.69,496.36,65000,65000,NA,29280,9,3
29510001034,2275,19,2227,19,7,2,20,1729,13,1678,13,6,2,17,594.77,298.3,65000,65000,NA,29280,9,3
29510001036,1563,23,1505,23,21,4,9,1249,15,1195,15,16,2,6,429.65,215.49,65000,65000,NA,29280,9,3
29510001037,2937,38,2869,38,6,6,18,2406,28,2323,28,5,6,16,827.66,415.1,65000,65000,NA,29280,9,3
29510001038,4213,58,4135,58,9,3,8,3381,41,3282,41,8,3,6,1163.06,583.32,65000,65000,NA,29280,9,3
29510001039,1229,15,1193,15,6,8,5,924,8,894,8,5,7,2,317.86,159.42,65000,65000,NA,29280,7,3
29510001041,3153,22,2886,22,190,10,42,2482,17,2272,17,136,9,31,853.81,428.22,65000,65000,NA,29280,7,3
29510001042,4037,50,3716,50,174,5,90,3439,42,3142,42,132,5,76,1183.01,593.33,65000,65000,NA,29280,7,3
29510001045,2406,48,2022,48,305,2,29,2018,36,1710,36,212,2,22,694.19,348.16,65000,65000,NA,29280,7,3
29510001052,3073,48,917,48,2051,20,33,2502,41,838,41,1535,18,29,860.69,431.67,65000,65000,NA,29280,7,2
29510001053,3138,35,74,35,3020,1,7,2298,26,59,26,2180,1,6,790.51,396.47,65000,65000,NA,29280,7,2
29510001054,3047,10,29,10,3006,1,0,1898,5,25,5,1862,1,0,652.91,327.46,65000,65000,NA,29280,7,2
29510001055,4477,5,60,5,4388,13,7,3201,3,53,3,3130,8,4,1101.14,552.26,65000,65000,NA,29280,7,2
29510001061,4083,17,29,17,4026,2,4,2829,13,22,13,2777,2,2,973.17,488.08,65000,65000,NA,29280,7,2
29510001062,3563,15,32,15,3507,5,4,2276,10,20,10,2230,3,3,782.94,392.68,65000,65000,NA,29280,7,2
29510001063,4086,14,38,14,4027,5,2,2671,12,32,12,2609,5,1,918.82,460.82,65000,65000,NA,29280,7,2
29510001064,3979,6,19,6,3943,6,5,2873,0,18,0,2847,6,2,988.31,495.67,65000,65000,NA,29280,7,2
29510001065,4292,21,52,21,4207,5,4,3206,17,48,17,3116,5,3,1102.86,553.13,65000,65000,NA,29280,7,2
29510001066,3723,10,15,10,3695,3,0,2531,8,11,8,2503,1,0,870.66,436.67,65000,65000,NA,29280,7,2
29510001067,5037,11,20,11,4999,2,2,3628,8,14,8,3595,2,1,1248.03,625.93,65000,65000,NA,29280,7,2
29510001071,1581,7,52,7,1519,0,3,1118,6,39,6,1064,0,3,384.59,192.89,65000,65000,NA,29280,7,2
29510001072,2177,2,67,2,2104,3,1,1417,2,61,2,1349,2,1,487.45,244.47,65000,65000,NA,29280,7,2
29510001073,7244,25,205,25,6985,11,10,5010,18,199,18,4761,8,6,1723.43,864.37,65000,65000,NA,29280,7,2
29510001074,5176,22,134,22,5019,0,0,3231,17,114,17,3083,0,0,1111.46,557.44,65000,65000,NA,29280,7,2
29510001075,4563,15,63,15,4467,9,7,3127,10,59,10,3037,9,2,1075.68,539.5,65000,65000,NA,29280,7,2
29510001076,3291,2,35,2,3252,2,0,2224,2,31,2,2187,2,0,765.05,383.7,65000,65000,NA,29280,7,2
29510001077,4801,8,39,8,4749,4,0,3750,5,36,5,3701,3,0,1290,646.98,65000,65000,NA,29280,7,2
29510001081,3982,40,1094,40,2823,8,8,2832,27,900,27,1867,5,6,974.21,488.6,65000,65000,NA,29280,7,2
29510001082,3031,14,840,14,2167,0,10,2327,13,782,13,1515,0,4,800.49,401.47,65000,65000,NA,29280,7,2
29510001083,2556,13,929,13,1606,6,1,1851,8,805,8,1024,5,1,636.74,319.35,65000,65000,NA,29280,7,2
29510001084,1077,2,663,2,402,1,9,832,2,582,2,239,1,6,286.21,143.54,65000,65000,NA,29280,7,2
29510001085,1147,7,482,7,657,0,1,936,7,385,7,536,0,1,321.98,161.49,65000,65000,NA,29280,7,2
29510001096,5097,13,234,13,4836,5,9,3611,11,203,11,3374,5,7,1242.18,623,65000,65000,NA,29280,7,2
29510001097,6090,39,553,39,5474,8,16,3774,24,468,24,3237,7,14,1298.25,651.12,65000,65000,NA,29280,7,2
29510001101,4501,8,38,8,4444,6,4,3342,7,34,7,3284,6,4,1149.64,576.59,65000,65000,NA,29280,7,2
29510001102,4119,3,33,3,4076,3,4,2862,1,32,1,2821,3,4,984.53,493.78,65000,65000,NA,29280,7,2
29510001103,4152,3,34,3,4105,1,5,3055,3,30,3,3015,1,3,1050.92,527.08,65000,65000,NA,29280,7,2
29510001104,3961,5,17,5,3931,5,0,2802,5,13,5,2775,4,0,963.89,483.43,65000,65000,NA,29280,7,2
29510001105,3026,5,87,5,2921,9,4,1997,4,73,4,1908,5,3,686.97,344.54,65000,65000,NA,29280,7,2
29510001111,3019,15,33,15,2963,4,2,2210,10,27,10,2158,3,2,760.24,381.29,65000,65000,NA,29280,7,2
29510001112,3476,4,13,4,3456,2,1,2319,4,13,4,2296,1,1,797.73,400.09,65000,65000,NA,29280,7,2
29510001113,3061,12,12,12,3034,3,0,2061,8,8,8,2034,3,0,708.98,355.58,65000,65000,NA,29280,7,2
29510001114,3399,8,27,8,3360,4,0,2372,6,25,6,2333,2,0,815.97,409.24,65000,65000,NA,29280,7,2
29510001115,1937,2,14,2,1920,1,0,1285,1,9,1,1273,1,0,442.04,221.7,65000,65000,NA,29280,7,2
29510001121,4998,69,2992,69,1823,10,99,4308,47,2645,47,1470,10,89,1481.95,743.25,65000,65000,NA,29280,7,2
29510001122,2758,8,46,8,2700,1,3,1995,4,37,4,1946,1,3,686.28,344.19,65000,65000,NA,29280,7,2
29510001123,3551,7,31,7,3502,4,2,2546,5,25,5,2506,4,1,875.82,439.26,65000,65000,NA,29280,7,2
29510001124,4208,80,2979,80,1011,4,124,3969,78,2837,78,865,3,108,1365.33,684.77,65000,65000,NA,29280,7,2
29510001131,3694,41,3297,41,311,5,38,3226,34,2830,34,292,3,33,1109.74,556.58,65000,65000,NA,29280,9,3
29510001134,1113,15,1028,15,45,1,24,870,12,802,12,27,1,16,299.28,150.1,65000,65000,NA,29280,9,3
29510001135,2726,51,2660,51,5,8,1,2317,34,2238,34,4,6,1,797.05,399.75,65000,65000,NA,29280,9,3
29510001141,8791,125,8557,125,59,12,34,7532,111,7230,111,41,12,27,2591,1299.49,65000,65000,NA,29280,9,3
29510001142,5052,57,4956,57,9,1,29,4318,42,4204,42,8,1,21,1485.39,744.98,65000,65000,NA,29280,9,3
29510001143,6063,74,5927,74,9,5,48,4746,52,4601,52,3,4,34,1632.62,818.82,65000,65000,NA,29280,9,3
29510001151,4040,59,3917,59,25,13,26,3294,42,3158,42,19,13,20,1133.13,568.31,65000,65000,NA,29280,9,3
29510001152,3122,53,2852,53,113,8,94,2483,36,2249,36,79,6,77,854.15,428.39,65000,65000,NA,29280,9,3
29510001153,5659,90,4784,90,723,15,43,4208,54,3695,54,366,8,31,1447.55,726,65000,65000,NA,29280,9,3
29510001154,3106,66,2990,66,35,4,11,2419,49,2290,49,19,4,8,832.13,417.35,65000,65000,NA,29280,9,3
29510001155,5892,101,5579,101,168,23,15,4695,77,4396,77,112,21,12,1615.08,810.02,65000,65000,NA,29280,9,3
29510001156,5808,73,5454,73,198,19,58,4818,51,4534,51,131,15,36,1657.39,831.24,65000,65000,NA,29280,9,3
29510001157,3967,73,3666,73,182,13,32,3096,51,2863,51,96,13,22,1065.02,534.15,65000,65000,NA,29280,9,3
29510001161,3137,41,2955,41,57,5,78,2643,31,2486,31,36,5,54,909.19,455.99,65000,65000,NA,29280,9,3
29510001162,5474,106,4824,106,397,28,112,4144,70,3687,70,213,24,80,1425.53,714.96,65000,65000,NA,29280,9,3
29510001163,6368,111,5706,111,357,21,166,4995,88,4479,88,213,11,116,1718.27,861.78,65000,65000,NA,29280,9,3
29510001164,5100,112,4454,112,354,33,132,3966,79,3488,79,202,27,91,1364.3,684.25,65000,65000,NA,29280,9,3
29510001165,5007,154,3593,154,1023,13,219,3741,87,2839,87,570,10,148,1286.9,645.43,65000,65000,NA,29280,9,3
29510001171,2124,49,1398,49,649,3,21,1685,37,1226,37,362,3,20,579.64,290.71,65000,65000,NA,29280,9,2
29510001172,7301,128,3065,128,3991,13,93,4982,91,2579,91,2147,11,63,1713.8,859.54,65000,65000,NA,29280,9,2
29510001173,3632,41,1168,41,2257,17,141,2597,31,984,31,1445,16,90,893.37,448.06,65000,65000,NA,29280,7,2
29510001174,5390,131,3735,131,1340,14,154,4214,86,3075,86,852,9,106,1449.61,727.04,65000,65000,NA,29280,9,3
29510001181,2553,46,967,46,1471,13,49,1622,26,747,26,776,11,36,557.97,279.84,65000,65000,NA,29280,7,2
29510001184,915,39,426,39,350,6,94,887,37,416,37,303,5,89,305.13,153.03,65000,65000,NA,29280,7,2
29510001185,1026,6,114,6,901,2,3,726,5,91,5,621,2,2,249.74,125.26,65000,65000,NA,29280,7,2
29510001186,3690,94,1353,94,2146,3,91,2809,83,1213,83,1345,3,82,966.29,484.63,65000,65000,NA,29280,7,2
29510001191,6132,135,3831,135,2017,9,135,5914,123,3702,123,1829,9,128,2034.41,1020.33,65000,65000,NA,29280,7,2
29510001192,1944,27,359,27,1552,0,6,1558,21,323,21,1187,0,6,535.95,268.8,65000,65000,NA,29280,7,2
29510001193,3386,132,1821,132,1318,6,107,3099,131,1780,131,950,6,101,1066.05,534.67,65000,65000,NA,29280,7,2
29510001201,1636,17,20,17,1598,1,0,1100,9,16,9,1065,1,0,378.4,189.78,65000,65000,NA,29280,7,2
29510001202,1872,15,314,15,1540,1,1,1205,6,277,6,914,1,1,414.52,207.9,65000,65000,NA,29280,7,2
29510001203,2400,3,141,3,2244,3,1,1579,1,125,1,1448,3,1,543.17,272.42,65000,65000,NA,29280,7,2
29510001211,3458,15,559,15,2870,7,5,2488,12,552,12,1901,6,5,855.87,429.25,65000,65000,NA,29280,7,2
29510001212,3646,8,14,8,3614,7,3,2250,6,13,6,2219,3,3,774,388.19,65000,65000,NA,29280,7,2
29510001213,1179,6,25,6,1145,1,2,790,3,23,3,759,1,1,271.76,136.3,65000,65000,NA,29280,7,2
29510001214,249,2,103,2,142,1,1,233,2,101,2,126,1,1,80.15,40.2,65000,65000,NA,29280,7,2
29510001221,1747,13,553,13,1160,9,5,1294,9,482,9,783,6,5,445.13,223.25,65000,65000,NA,29280,7,2
29510001222,196,3,72,3,111,4,6,199,3,72,3,111,4,6,68.46,34.33,65000,65000,NA,29280,7,2
29510001224,3030,6,459,6,2560,0,0,1769,5,387,5,1372,0,0,608.53,305.2,65000,65000,NA,29280,7,2
29510001231,4282,136,1938,136,2082,13,96,2989,102,1534,102,1177,12,62,1028.21,515.69,65000,65000,NA,29280,9,2
29510001232,2516,33,1494,33,934,14,36,1865,26,1243,26,534,10,26,641.56,321.77,65000,65000,NA,29280,7,2
29510001233,3354,58,2400,58,833,14,45,2600,40,1974,40,507,11,28,894.4,448.57,65000,65000,NA,29280,9,3
29510001234,3055,88,2402,88,535,17,13,2716,69,2130,69,426,15,7,934.3,468.59,65000,65000,NA,29280,9,3
29510001235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,65000,NA,29280,9,3
29510001241,5942,188,4680,188,777,19,262,4447,116,3610,116,408,13,184,1529.76,767.24,65000,65000,NA,29280,9,3
29510001242,4405,140,3077,140,1006,24,148,3088,89,2320,89,475,16,99,1062.27,532.77,65000,65000,NA,29280,9,3
29510001243,4374,130,3632,130,540,27,39,3232,81,2747,81,279,22,22,1111.8,557.61,65000,65000,NA,29280,9,3
29510001246,2207,84,1655,84,435,10,18,1592,49,1278,49,197,8,11,547.65,274.67,65000,65000,NA,29280,9,3
29510001255,2099,28,1298,28,747,15,11,2067,27,1291,27,698,13,11,711.05,356.62,65000,65000,NA,29280,7,2
29510001256,1151,21,744,21,371,1,13,1129,20,736,20,339,1,13,388.37,194.78,65000,65000,NA,29280,7,2
29510001257,4235,19,157,19,4039,8,10,2640,10,133,10,2472,8,7,908.16,455.48,65000,65000,NA,29280,7,2
29510001266,3815,40,1341,40,2396,27,8,2344,21,998,21,1277,20,7,806.33,404.41,65000,65000,NA,29280,7,2
29510001267,2867,27,1366,27,1453,14,4,1798,18,1014,18,736,10,2,618.51,310.21,65000,65000,NA,29280,7,2
29510101899,12,0,12,0,0,0,0,12,0,12,0,0,0,0,4.13,2.07,65000,65000,NA,29280,9,3
29510105198,3810,69,2451,69,1202,5,80,3124,53,2135,53,803,4,76,1074.65,538.98,65000,65000,NA,29280,7,2
