GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
21073000703,21,073,000703,539,0,449,0,87,3,0,440,0,375,0,62,3,0,112.56,137.76,28900,91320,01980,6,6
21073000704,21,073,000704,6961,33,6588,33,271,12,56,5524,24,5242,24,187,10,37,1413.15,1729.56,28900,91320,02010,6,6
21073000705,21,073,000705,2607,20,2148,20,426,5,3,2101,12,1746,12,326,2,3,537.48,657.82,28900,91320,01980,6,6
21073000706,21,073,000706,4504,75,3097,75,1305,10,10,3501,45,2367,45,1029,8,7,895.63,1096.16,28900,91320,02010,6,6
21073000707,21,073,000707,4285,7,4105,7,140,0,33,3376,6,3233,6,107,0,24,863.65,1057.03,28900,91320,02010,6,6
21073000708,21,073,000708,3752,7,3714,7,17,4,8,2734,6,2704,6,8,4,6,699.41,856.02,28900,91320,02010,6,6
21073000709,21,073,000709,1236,1,1222,1,9,2,0,889,1,876,1,9,2,0,227.42,278.35,28900,91320,02010,6,6
21073000710,21,073,000710,5370,13,5150,13,152,9,42,3828,10,3694,10,91,6,17,979.28,1198.55,NA,91320,02010,6,6
21073000711,21,073,000711,5434,2,5380,2,35,1,15,4029,2,3992,2,22,1,10,1030.7,1261.48,28900,91320,02010,6,6
21075009801,21,075,009801,4595,5,3907,5,661,6,15,3505,5,3067,5,413,4,11,863.86,913.42,29566,91360,02070,3,1
21075009802,21,075,009802,3673,20,2776,20,872,4,1,2716,16,2131,16,548,4,1,669.4,707.8,36298,91712,02100,3,1
21075980299,21,075,980299,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0.74,0.78,36298,91712,02100,3,1
21077009601,21,077,009601,5393,8,5276,8,93,5,7,3862,6,3771,6,71,4,4,1052,959,80706,93616,02130,2,4
21079009701,21,079,009701,2630,5,2605,5,14,6,0,1977,4,1949,4,14,6,0,368.67,666.25,NA,90400,02160,4,6
21079009702,21,079,009702,3748,11,3644,11,80,3,10,2939,9,2846,9,68,2,5,548.06,990.45,43840,91976,02160,4,6
21079009703,21,079,009703,2915,11,2562,11,341,0,0,2189,7,1928,7,247,0,0,408.2,737.69,43840,91976,02160,4,6
21079009704,21,079,009704,2286,4,2258,4,17,6,0,1711,4,1682,4,17,4,0,319.07,576.61,NA,92664,02160,4,6
21081009801,21,081,009801,3734,10,3719,10,3,0,2,2587,6,2572,6,1,0,2,412.71,654.71,18568,90896,02250,2,4
21081009802,21,081,009802,4646,7,4627,7,4,3,3,3262,5,3243,5,3,3,3,520.4,825.54,22582,93720,02250,2,4
21081009803,21,081,009803,5850,16,5809,16,6,7,12,4273,9,4242,9,2,5,6,681.68,1081.4,83406,93720,02250,2,4
21081009804,21,081,009804,1507,3,1490,3,14,0,0,1092,3,1080,3,6,0,0,174.21,276.36,17434,90840,02250,2,4
21083000201,21,083,000201,4412,33,3948,33,408,12,11,3414,24,3081,24,268,10,7,933.11,907.51,50898,92256,03900,3,1
21083000202,21,083,000202,4094,9,3485,9,587,4,9,3149,6,2739,6,388,4,6,860.68,837.07,50898,92256,03900,3,1
21083000203,21,083,000203,5557,12,5161,12,376,1,7,4364,7,4071,7,272,1,6,1192.77,1160.04,50898,92256,03900,3,1
21083000204,21,083,000204,2800,7,2768,7,20,1,4,2043,6,2015,6,14,1,1,558.39,543.07,NA,93128,02280,3,1
21083000205,21,083,000205,3592,3,3516,3,62,4,7,2725,1,2667,1,49,4,3,744.8,724.36,83856,93752,02280,3,1
21083000206,21,083,000206,1852,8,1840,8,2,0,2,1361,5,1349,5,1,0,1,371.99,361.78,NA,91208,02280,3,1
21083000207,21,083,000207,4083,14,4028,14,33,4,3,3015,8,2969,8,26,2,2,824.06,801.45,NA,91720,02280,3,1
21083000208,21,083,000208,4747,0,4718,0,23,5,1,3602,0,3577,0,20,5,0,984.5,957.49,NA,93432,02280,3,1
21083000209,21,083,000209,2413,7,2395,7,7,4,0,1799,4,1783,4,5,3,0,491.7,478.21,NA,91216,02280,3,1
21085009501,21,085,009501,2185,9,2174,9,0,0,2,1647,7,1632,7,0,0,1,251.71,564.68,NA,92336,02300,7,2
21085009502,21,085,009502,2619,13,2599,13,1,1,5,1919,10,1892,10,1,1,5,293.27,657.93,15148,90704,02300,7,2
21085009503,21,085,009503,3448,18,3382,18,28,10,10,2546,16,2482,16,17,8,7,389.1,872.9,44686,92016,02300,7,2
21085009504,21,085,009504,5012,22,4929,22,39,16,4,3694,13,3628,13,29,7,4,564.54,1266.49,44686,92016,02300,7,2
21085009505,21,085,009505,2151,6,2143,6,0,2,0,1560,1,1556,1,0,2,0,238.41,534.85,44686,92016,02300,7,2
21085009506,21,085,009506,3567,14,3544,14,2,2,4,2609,9,2586,9,1,2,2,398.72,894.5,12538,90560,02300,7,2
21085009507,21,085,009507,2068,7,2056,7,0,4,1,1644,7,1626,7,0,4,0,251.25,563.65,NA,93192,02300,7,2
21087009901,21,087,009901,2703,12,2630,12,54,2,5,2028,6,1973,6,39,2,2,406.26,817.08,NA,93408,02340,4,2
21087009902,21,087,009902,4084,24,3816,24,234,4,6,3228,15,3030,15,160,4,4,646.65,1300.56,32968,91504,02340,4,2
21087009903,21,087,009903,2040,12,2027,12,0,1,0,1560,12,1536,12,0,0,0,312.51,628.52,NA,91064,02340,4,2
21087009904,21,087,009904,1544,12,1467,12,61,4,0,1186,5,1121,5,54,1,0,237.59,477.84,NA,91536,02340,4,2
21089000401,21,089,000401,4883,19,4781,19,14,4,65,3720,11,3648,11,10,3,37,946.99,945.36,67458,92976,05130,1,4
21089000402,21,089,000402,8237,21,8178,21,14,8,15,6201,13,6153,13,8,3,11,1578.58,1575.86,27802,92976,05130,1,4
21089000403,21,089,000403,4179,3,4151,3,1,6,18,3089,2,3069,2,1,6,9,786.36,785.01,84864,92976,04980,1,4
21089000404,21,089,000404,5359,15,5325,15,9,7,3,4005,10,3976,10,6,2,1,1019.55,1017.79,85008,93784,02400,1,4
21089000405,21,089,000405,7458,11,7331,11,108,2,6,5504,5,5405,5,83,2,4,1401.14,1398.73,33004,91512,02400,1,4
21089000406,21,089,000406,3289,0,3283,0,0,5,1,2523,0,2517,0,0,5,1,642.28,641.17,72210,91352,02400,1,4
21089000407,21,089,000407,3337,7,3319,7,1,8,2,2322,3,2310,3,0,5,1,591.11,590.09,NA,93528,02400,1,4
21091009901,21,091,009901,2585,4,2544,4,28,9,0,1848,3,1818,3,20,4,0,457.53,611.7,35200,91640,02460,7,2
21091009902,21,091,009902,3142,21,3036,21,66,3,16,2221,11,2144,11,45,3,7,549.88,735.16,45136,92032,02460,7,2
21091009903,21,091,009903,2137,5,2129,5,0,2,1,1517,2,1511,2,0,1,1,375.58,502.14,NA,92696,02460,7,2
21093000001,21,093,000001,1235,22,1189,22,8,13,3,841,16,792,16,6,9,2,87.12,176.44,81930,93664,05850,7,2
21093000002,21,093,000002,15407,1227,9917,1227,3810,108,315,12246,875,7505,875,2662,84,245,1268.63,2569.18,28540,93664,02490,7,2
21093000003,21,093,000003,3727,124,2823,124,646,10,120,2758,81,2071,81,420,10,95,285.72,578.62,63912,92880,02490,7,2
21093000004,21,093,000004,5330,243,3762,243,1091,20,209,3937,141,2802,141,685,19,149,407.86,825.97,63912,92880,02490,7,2
21093000005,21,093,000005,2403,66,1646,66,567,8,111,1735,44,1199,44,352,8,88,179.74,364,63912,92880,02490,7,2
21093000006,21,093,000006,3352,156,2404,156,626,14,146,2346,92,1674,92,383,9,96,243.03,492.18,63912,92880,02490,7,2
21093000007,21,093,000007,4470,129,3500,129,692,18,125,3117,79,2417,79,430,13,99,322.91,653.94,63912,92880,02490,7,2
21093000008,21,093,000008,2742,59,2422,59,196,10,50,2000,36,1754,36,131,9,34,207.19,419.59,79734,92880,02490,7,2
21093000009,21,093,000009,9076,172,8267,172,421,40,171,6311,101,5707,101,254,28,120,653.79,1324.03,63912,92880,02490,7,2
21093000010,21,093,000010,10559,81,10167,81,167,42,98,7391,49,7085,49,110,34,64,765.67,1550.61,24274,91128,02490,7,2
21093000011,21,093,000011,2020,21,1791,21,126,7,75,1492,10,1331,10,85,5,51,154.56,313.02,24274,91128,02490,7,2
21093000012,21,093,000012,3246,25,3027,25,126,6,61,2463,13,2307,13,88,3,39,255.16,516.73,24274,91128,02490,7,2
21093000013,21,093,000013,3205,44,2925,44,149,9,75,2286,31,2069,31,98,5,52,236.82,479.6,24274,91128,02490,7,2
21093000014,21,093,000014,7522,60,6770,60,595,12,80,5982,44,5424,44,407,11,52,619.71,1255.01,24274,91128,01650,7,2
21093000015,21,093,000015,1474,13,1003,13,392,4,62,1007,7,676,7,283,1,33,104.32,211.27,24274,91128,01650,7,2
21093000016,21,093,000016,6415,36,6233,36,123,5,18,4543,22,4409,22,75,5,10,470.63,953.11,71724,93264,02490,7,2
21093000017,21,093,000017,7057,28,6989,28,14,9,17,5156,22,5082,22,10,7,13,534.14,1081.71,24274,93416,02490,7,2
