GEOID,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
15001020701,4399,215,688,215,6,5,3472,3542,139,501,139,6,4,2753,863.45,685.58,14650,90630,00189,00187,NA,2,2
15001020702,4693,356,853,356,5,11,3457,3352,190,592,190,4,6,2370,817.13,648.8,14650,90630,00189,00187,NA,2,2
15001020801,3062,234,774,234,3,17,2022,2234,124,566,124,1,10,1409,544.59,432.4,14650,90630,00173,00162,NA,2,2
15001020802,5081,444,1396,444,25,9,3147,3933,248,1053,248,17,7,2360,958.76,761.26,14650,90630,00173,00162,NA,2,2
15001021001,6844,717,2814,717,42,60,3204,4960,378,2067,378,27,40,2070,1209.12,960.04,12600,91350,00174,00187,00185,2,2
15001021002,7235,818,3149,818,67,79,3112,5354,413,2289,413,36,60,2143,1305.17,1036.3,53300,91350,00182,00187,99999,2,2
15001021501,6486,551,3464,551,25,33,2400,4703,292,2567,292,20,21,1511,1146.47,910.29,25550,92610,00175,00180,NA,2,2
15001021502,2944,171,1548,171,12,14,1196,2278,107,1183,107,8,11,862,555.32,440.92,15700,92610,00165,00180,99999,2,2
15001021597,104,14,28,14,0,0,62,94,8,21,8,0,0,57,22.91,18.19,33950,92610,00179,00180,NA,2,2
15001021598,3089,221,1822,221,17,8,1016,2489,126,1514,126,8,7,708,606.75,481.76,21230,92610,00170,00180,NA,2,2
15003000002,5742,159,1538,159,8,6,4021,4604,114,1231,114,8,5,3132,883.73,831.8,17000,90810,00001,00020,00030,1,1
15003000005,3744,80,2077,80,5,8,1571,2995,50,1734,50,3,6,1152,574.89,541.1,17000,90810,00014,00020,00030,1,1
15003000006,1311,10,493,10,3,1,803,1142,9,419,9,3,1,701,219.21,206.32,17000,90810,00014,00020,00030,1,1
15003000007,2993,70,436,70,4,5,2478,2554,46,330,46,1,2,2129,490.24,461.43,17000,90810,00050,00020,00030,1,1
15003000008,3856,80,699,80,19,5,3043,3291,56,564,56,14,5,2596,631.7,594.58,17000,90810,00050,00020,00030,1,1
15003000010,3194,149,591,149,7,14,2425,2669,93,472,93,3,9,1999,512.31,482.21,17000,90810,00044,00015,00030,1,1
15003000011,4072,407,310,407,21,13,3311,2887,188,246,188,10,8,2247,554.16,521.59,17000,90810,00044,00015,00030,1,1
15003000013,4488,174,819,174,15,14,3459,3803,124,693,124,13,9,2840,729.98,687.09,17000,90810,00032,00020,00030,1,1
15003000014,2595,79,450,79,14,8,2042,2195,51,373,51,11,7,1702,421.33,396.57,17000,90810,00032,00020,00030,1,1
15003000015,3664,125,508,125,6,9,3008,3137,86,419,86,5,8,2533,602.14,566.76,17000,90810,00011,00020,00030,1,1
15003000016,3911,234,679,234,8,5,2973,3416,164,573,164,8,4,2503,655.7,617.17,17000,90810,00051,00020,00030,1,1
15003000017,2536,73,1870,73,18,7,557,2396,63,1768,63,15,6,481,459.91,432.88,17000,90810,00051,00015,00030,1,1
15003000021,3691,121,719,121,15,6,2817,3088,82,616,82,15,5,2288,592.74,557.91,17000,90810,00030,00015,00030,1,1
15003000022,7292,260,2423,260,97,28,4481,6300,186,2192,186,78,24,3634,1209.27,1138.22,17000,90810,00002,00015,00030,1,1
15003000023,5687,219,1066,219,46,11,4321,4929,165,953,165,39,7,3600,946.11,890.52,17000,90810,00030,00015,00030,1,1
15003000025,4229,165,748,165,25,8,3276,3820,128,674,128,20,7,2863,733.24,690.16,17000,90810,00037,00015,00030,1,1
15003000026,4957,158,809,158,44,13,3925,4281,110,706,110,34,11,3310,821.73,773.45,17000,90810,00037,00015,00030,1,1
15003000028,4075,58,1176,58,28,9,2793,3482,52,1019,52,26,8,2325,668.36,629.09,17000,90810,00009,00015,00030,1,1
15003000029,1383,20,206,20,2,4,1150,1182,10,186,10,2,2,972,226.88,213.55,17000,90810,00042,00047,00030,1,1
15003000030,4236,104,1496,104,13,10,2603,3612,70,1267,70,8,8,2189,693.32,652.58,17000,90810,00042,00047,00030,1,1
15003000032,853,21,435,21,6,1,390,723,19,374,19,6,1,304,138.78,130.62,17000,90810,00036,00047,00030,1,1
15003000033,876,8,233,8,3,1,631,729,6,190,6,2,1,524,139.93,131.71,17000,90810,00036,00047,00030,1,1
15003000035,4688,240,1088,240,51,16,3290,4207,178,1007,178,43,10,2791,807.53,760.08,17000,90810,00012,00040,00030,1,1
15003000037,2325,74,1149,74,43,5,1052,2222,67,1102,67,41,5,940,426.51,401.45,17000,90810,00012,00040,00030,1,1
15003000038,721,24,282,24,15,6,394,677,22,259,22,13,5,356,129.95,122.31,17000,90810,00048,00040,00030,1,1
15003000039,181,27,41,27,20,2,91,93,7,24,7,6,1,48,17.85,16.8,17000,90810,00048,00040,00030,1,1
15003000040,991,38,608,38,37,6,301,979,33,592,33,35,6,280,187.92,176.88,17000,90810,00048,00040,00030,1,1
15003000041,4742,349,1388,349,85,8,2904,4373,276,1281,276,78,5,2457,839.39,790.07,17000,90810,00048,00047,00030,1,1
15003000042,2672,98,918,98,44,11,1600,2536,88,878,88,38,11,1433,486.78,458.18,17000,90810,00048,00040,00030,1,1
15003000043,5632,344,1295,344,56,24,3903,4846,259,1101,259,45,19,3163,930.18,875.52,17000,90810,00048,00047,00030,1,1
15003000044,5429,198,531,198,15,5,4667,4431,131,439,131,10,4,3716,850.52,800.55,17000,90810,00045,00047,00030,1,1
15003000045,5264,122,1567,122,22,7,3543,4604,83,1361,83,21,5,3051,883.73,831.8,17000,90810,00043,00047,00030,1,1
15003000046,3687,117,609,117,9,5,2947,3183,82,524,82,7,4,2484,610.97,575.07,17000,90810,00038,00047,00030,1,1
15003000047,4837,88,728,88,2,8,3995,4141,65,615,65,2,8,3386,794.86,748.15,17000,90810,00038,00040,00030,1,1
15003000048,5991,431,524,431,12,2,5002,4911,275,406,275,11,2,3942,942.66,887.27,17000,90810,00026,00006,00030,1,1
15003000049,2978,133,260,133,11,0,2568,2576,105,210,105,8,0,2148,494.46,465.4,17000,90810,00031,00040,00030,1,1
15003000050,4724,146,702,146,28,13,3831,4135,110,618,110,24,6,3267,793.71,747.07,17000,90810,00027,00040,00030,1,1
15003000051,2399,139,392,139,15,3,1841,1978,84,347,84,10,3,1450,379.67,357.36,17000,90810,00027,00040,00030,1,1
15003000052,2480,204,267,204,26,10,1971,2206,142,243,142,25,10,1644,423.44,398.56,17000,90810,00018,00040,00030,1,1
15003000053,4208,199,326,199,31,9,3632,3418,141,261,141,19,6,2850,656.08,617.53,17000,90810,00027,00040,00030,1,1
15003000054,1609,210,34,210,7,0,1353,1001,121,25,121,3,0,731,192.14,180.85,17000,90810,00033,00040,00030,1,1
15003000055,2144,214,86,214,13,5,1825,1711,129,67,129,8,4,1374,328.42,309.13,17000,90810,00033,00040,00030,1,1
15003000056,6185,269,354,269,32,13,5504,5066,212,290,212,17,9,4326,972.41,915.27,17000,90810,00026,00040,00030,1,1
15003000057,1867,188,326,188,51,17,1269,1670,121,302,121,43,14,1069,320.55,301.72,17000,90810,00018,00040,00030,1,1
15003000058,3404,257,172,257,26,9,2926,2556,169,119,169,14,4,2081,490.62,461.79,17000,90810,00022,00006,00030,1,1
15003000059,3570,371,557,371,71,20,2537,3194,287,504,287,64,19,2033,613.08,577.06,17000,90810,00046,00006,00030,1,1
15003000060,5857,359,266,359,15,7,5206,4574,234,208,234,13,5,3880,877.97,826.38,17000,90810,00022,00006,00030,1,1
15003000061,3575,184,178,184,13,4,3193,2874,126,140,126,12,2,2468,551.66,519.24,17000,90810,00024,00006,00030,1,1
15003000065,4077,304,475,304,15,4,3265,3313,196,369,196,12,3,2537,635.93,598.56,17000,90810,00021,00006,00030,1,1
15003000066,2952,283,1778,283,606,26,254,2144,170,1206,170,412,17,169,411.54,387.36,8350,90810,00084,00073,00030,1,1
15003000069,3182,224,2191,224,266,12,485,2030,116,1352,116,163,7,276,389.66,366.76,17000,90810,00058,00073,00030,1,1
15003000070,4796,330,2973,330,443,28,1007,3145,182,1888,182,274,18,601,603.68,568.21,17000,90810,00077,00080,00030,1,1
15003000071,2618,266,1577,266,375,15,379,1643,130,907,130,214,10,252,315.37,296.84,17000,90810,00076,00080,00030,1,1
15003000072,1003,58,716,58,161,5,61,939,45,642,45,153,5,49,180.24,169.65,17000,90810,00076,00080,00030,1,1
15003000073,6689,454,4524,454,830,25,849,4102,240,2641,240,465,17,499,787.37,741.11,14200,90270,00063,00080,00030,1,1
15003000074,3633,220,2539,220,462,27,383,3206,187,2120,187,406,27,279,615.39,579.23,550,90270,00068,00080,00030,1,1
15003000081,2384,216,1619,216,241,16,291,1510,117,966,117,139,7,164,289.84,272.81,62600,90270,00107,00120,00030,1,1
15003000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,90270,00094,00128,00030,1,1
15003000084,9677,949,2553,949,137,29,5974,7486,580,1977,580,93,22,4234,1436.93,1352.49,7450,90270,00097,00096,00030,2,1
15003000085,4529,336,3215,336,495,21,454,3520,228,2382,228,366,16,300,675.66,635.96,2500,90270,00095,00096,00030,2,1
15003000088,6172,610,387,610,34,12,5118,4990,419,302,419,23,8,3819,957.82,901.54,79700,90270,00094,00128,00030,2,2
15003000090,2600,168,1869,168,321,11,226,1754,89,1220,89,205,8,143,336.68,316.89,80600,93420,00092,00067,00030,2,2
15003000091,4303,276,774,276,148,14,3067,3195,175,571,175,104,8,2162,613.28,577.24,80900,93420,00062,00067,00030,2,2
15003000092,7930,759,1608,759,91,32,5405,6374,458,1190,458,69,18,4181,1223.48,1151.59,72650,93420,00086,00067,00030,2,2
15003000093,4214,567,729,567,135,9,2758,3294,307,531,307,73,4,2072,632.28,595.12,72650,93420,00065,00067,00030,2,2
15003000094,5242,535,1223,535,449,29,2950,4163,327,939,327,311,22,2237,799.08,752.13,72650,93420,00065,00067,00030,2,2
15003000098,8208,1252,2606,1252,167,48,4097,6015,684,2016,684,131,27,2473,1154.57,1086.73,47450,93600,00110,00124,00030,2,2
15003000100,1801,121,707,121,106,17,846,1467,86,573,86,96,12,614,281.59,265.04,10750,93510,00061,00089,00030,2,2
15003000101,6909,740,3041,740,38,32,3037,5248,451,2303,451,25,25,1993,1007.35,948.15,22250,91710,00139,00140,00030,2,2
15003000102,1674,27,1137,27,16,8,481,1340,25,913,25,13,5,359,257.21,242.1,17000,90810,00029,00017,00030,1,1
15003000104,8376,270,2764,270,45,17,5249,6232,169,2036,169,31,13,3814,1196.22,1125.93,17000,90810,00025,00017,00030,1,1
15003000105,5251,206,1579,206,37,10,3410,4401,132,1331,132,30,8,2768,844.76,795.13,17000,90810,00029,00017,00030,1,1
15003000106,6292,194,3030,194,66,15,2980,5052,144,2484,144,47,13,2220,969.72,912.74,17000,90810,00008,00017,00030,1,1
15003000107,3009,93,1249,93,18,3,1634,2173,56,893,56,11,3,1154,417.1,392.59,17000,90810,00025,00017,00030,1,1
15003000108,2830,91,1480,91,20,5,1228,2337,70,1206,70,16,3,972,448.58,422.22,28425,91800,00153,00145,00030,1,1
15003000108,11662,1474,7450,1474,1943,85,672,8927,895,5346,895,1336,70,385,1713.52,1612.84,28425,91800,00153,00145,00030,1,1
15003000110,3910,157,1789,157,31,10,1903,3188,107,1442,107,30,8,1494,611.93,575.97,50750,91800,00152,00142,00030,2,2
15003000398,5617,128,1526,128,11,6,3929,4665,87,1258,87,8,5,3220,895.44,842.82,17000,90810,00001,00020,00030,1,1
15003000497,2771,60,972,60,7,4,1724,2303,42,782,42,2,4,1431,442.06,416.08,17000,90810,00054,00020,00030,1,1
15003000498,3372,52,1245,52,4,4,2061,2694,39,1043,39,3,4,1566,517.11,486.72,17000,90810,00001,00020,00030,1,1
15003000901,2334,52,737,52,8,2,1534,1933,38,605,38,5,2,1245,371.04,349.23,17000,90810,00054,00020,00030,1,1
15003000902,3779,83,1334,83,13,5,2291,3265,68,1155,68,8,3,1963,626.71,589.89,17000,90810,00034,00020,00030,1,1
15003000903,2760,72,573,72,16,3,2093,2354,48,473,48,15,3,1767,451.85,425.3,17000,90810,00034,00020,00030,1,1
15003001201,3118,97,499,97,7,5,2510,2651,67,422,67,6,3,2086,508.86,478.95,17000,90810,00003,00015,00030,1,1
15003001202,3081,100,358,100,3,5,2610,2631,65,277,65,3,5,2216,505.02,475.34,17000,90810,00003,00015,00030,1,1
15003001801,1307,98,681,98,30,5,490,1265,78,659,78,28,5,417,242.81,228.55,17000,90810,00011,00015,00030,1,1
15003001802,4411,229,2321,229,102,23,1729,4195,192,2192,192,93,22,1504,805.22,757.91,17000,90810,00011,00015,00030,1,1
15003001901,1190,30,961,30,15,6,178,1139,23,915,23,13,5,160,218.63,205.78,17000,90810,00002,00015,00030,1,1
15003001902,6000,183,3702,183,76,18,2012,5764,156,3562,156,70,17,1803,1106.39,1041.38,17000,90810,00002,00015,00030,1,1
15003002001,3037,165,1670,165,56,18,1116,2940,148,1598,148,55,14,977,564.33,531.17,17000,90810,00011,00015,00030,1,1
15003002002,3823,183,2137,183,95,22,1374,3703,162,2062,162,83,20,1214,710.78,669.02,17000,90810,00002,00015,00030,1,1
15003002401,3016,149,540,149,26,10,2283,2572,116,442,116,24,9,1865,493.69,464.68,17000,90810,00002,00015,00030,1,1
15003002402,3285,89,466,89,19,5,2697,2899,63,412,63,15,4,2342,556.46,523.76,17000,90810,00037,00015,00030,1,1
15003002701,4340,240,928,240,68,13,3084,4206,198,886,198,65,11,2848,807.33,759.9,17000,90810,00042,00047,00030,1,1
15003002702,4998,183,1648,183,44,20,3090,4332,136,1415,136,42,17,2586,831.52,782.66,17000,90810,00042,00047,00030,1,1
15003003101,3851,98,791,98,6,10,2944,3294,57,637,57,6,8,2529,632.28,595.12,17000,90810,00039,00047,00030,1,1
15003003102,3537,44,607,44,10,4,2871,2981,28,505,28,7,2,2411,572.2,538.58,17000,90810,00039,00047,00030,1,1
15003003403,5177,179,1881,179,52,20,3036,4672,145,1745,145,44,20,2573,896.78,844.09,17000,90810,00036,00047,00030,1,1
15003003404,4757,196,1456,196,52,13,3034,4268,152,1333,152,43,13,2575,819.24,771.1,17000,90810,00036,00047,00030,1,1
15003003405,3080,118,1121,118,30,18,1786,2887,104,1057,104,26,15,1581,554.16,521.59,17000,90810,00036,00047,00030,1,1
15003003406,5924,274,1307,274,75,29,4227,5170,202,1178,202,59,22,3507,992.37,934.06,17000,90810,00012,00047,00030,1,1
15003003407,1136,23,512,23,8,4,588,1034,18,489,18,5,4,500,198.47,186.81,17000,90810,00012,00047,00030,1,1
15003003696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,90810,00012,00040,00030,1,1
15003003697,2369,66,291,66,16,7,1987,2095,49,260,49,10,6,1721,402.13,378.5,17000,90810,00012,00040,00030,1,1
15003003698,5235,163,1306,163,45,10,3680,4903,129,1241,129,38,10,3356,941.12,885.82,17000,90810,00012,00040,00030,1,1
15003005799,298,14,254,14,11,1,18,311,14,253,14,11,1,18,59.7,56.19,17000,90810,00046,00006,00030,1,1
15003006201,5040,301,281,301,27,10,4410,3808,192,211,192,15,8,3190,730.94,687.99,17000,90810,00007,00006,00030,1,1
15003006202,2390,197,118,197,47,8,2012,1219,75,55,75,21,2,991,233.99,220.24,17000,90810,00035,00006,00030,1,1
15003006301,3433,194,191,194,8,0,3037,2860,137,144,137,6,0,2436,548.97,516.71,17000,90810,00013,00006,00030,1,1
15003006302,2781,150,156,150,7,9,2457,1642,86,104,86,5,3,1358,315.18,296.66,17000,90810,00013,00006,00030,1,1
15003006401,1827,54,84,54,8,0,1681,1414,30,67,30,7,0,1280,271.42,255.47,17000,90810,00024,00006,00030,1,1
15003006402,5680,423,528,423,22,5,4696,4517,294,422,294,16,4,3487,867.03,816.08,17000,90810,00023,00006,00030,1,1
15003006701,6894,222,1003,222,212,3,5445,5842,150,717,150,150,2,4673,1121.36,1055.47,17000,90810,00072,00073,00030,1,1
15003006702,2758,286,878,286,31,13,1537,1810,146,527,146,17,7,967,347.43,327.01,17000,90810,00081,00073,00030,1,1
15003006802,5845,555,894,555,66,7,4306,4655,365,710,365,53,6,3156,893.52,841.02,17000,90810,00077,00080,00030,1,1
15003006803,36,3,19,3,13,0,1,36,3,17,3,12,0,1,6.91,6.5,17000,90810,00072,00073,00030,1,1
15003006804,8835,1030,4288,1030,1841,32,1638,5419,521,2477,521,1033,22,845,1040.17,979.05,1925,90810,00068,00080,00030,1,1
15003006805,4326,231,818,231,104,6,3152,3572,166,689,166,84,5,2462,685.64,645.35,17000,90810,00072,00073,00030,1,1
15003006806,1922,43,140,43,5,1,1731,1658,31,112,31,3,1,1480,318.25,299.55,17000,90810,00082,00073,00030,1,1
15003006807,10084,817,2513,817,453,37,6247,8346,548,2121,548,350,24,4755,1602,1507.87,17000,90810,00082,00073,00030,1,1
15003007399,53,1,32,1,16,1,3,54,1,32,1,16,1,3,10.37,9.76,14200,90270,00063,00080,00030,1,1
15003007499,4331,306,3168,306,651,36,159,4625,306,3168,306,650,36,159,887.76,835.6,NA,90270,00078,00080,00030,1,1
15003007502,1236,234,347,234,120,15,520,1439,230,332,230,119,15,513,276.21,259.98,10150,90270,00091,00056,00030,1,1
15003007503,4952,296,800,296,37,5,3807,4154,197,646,197,26,5,3083,797.35,750.5,10150,90270,00091,00056,00030,1,1
15003007504,3080,442,430,442,67,8,2128,2200,236,291,236,37,6,1394,422.29,397.47,10150,90270,00055,00056,00030,1,1
15003007505,5189,297,1707,297,101,4,3071,4249,207,1444,207,81,4,2306,815.59,767.66,10150,90270,00068,00080,00030,1,1
15003007506,1367,71,1086,71,100,7,102,885,41,678,41,54,6,65,169.87,159.89,NA,90270,00081,00073,00030,1,1
15003007701,4206,305,810,305,58,5,3023,3474,208,557,208,40,2,2459,666.83,627.65,550,90270,00083,00056,00030,1,1
15003007702,4689,264,1181,264,25,1,3207,3994,175,984,175,20,1,2639,766.64,721.59,550,90270,00083,00056,00030,1,1
15003007802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,90270,00079,00056,00030,1,1
15003007803,9136,246,1698,246,66,15,7089,6839,177,1346,177,53,10,5076,1312.74,1235.6,77750,90270,00090,00056,00030,1,1
15003007804,2034,54,195,54,5,0,1775,1679,40,158,40,4,0,1437,322.28,303.34,62600,90270,00121,00120,00030,1,1
15003007805,5300,281,1092,281,133,32,3754,3972,171,836,171,101,22,2671,762.42,717.62,77750,90270,00126,00120,00030,1,1
15003007806,5441,299,1589,299,89,22,3426,4486,202,1302,202,65,16,2699,861.08,810.48,77750,90270,00079,00056,00030,1,1
15003007807,5759,450,2758,450,281,34,2224,5234,351,2482,351,252,28,1770,1004.66,945.62,77750,90270,00079,00056,00030,1,1
15003007808,2960,286,560,286,77,7,2015,2425,191,460,191,54,4,1525,465.47,438.12,77750,90270,00090,00056,00030,1,1
15003008001,1610,159,256,159,22,5,1168,1311,113,188,113,14,5,878,251.64,236.86,62600,90270,00107,00120,00030,1,1
15003008002,2914,137,372,137,21,4,2374,2470,88,286,88,18,4,1986,474.11,446.25,62600,90270,00119,00120,00030,1,1
15003008003,5055,700,1647,700,402,24,2254,3986,438,1230,438,316,13,1551,765.11,720.15,62600,90270,00112,00120,00030,1,1
15003008005,7313,624,1410,624,42,6,5201,6000,423,1089,423,31,6,4028,1151.69,1084.02,62600,90270,00118,00120,00030,1,1
15003008006,5383,111,513,111,33,13,4703,4368,76,378,76,23,10,3805,838.43,789.16,62600,90270,00112,00120,00030,1,1
15003008007,5904,175,527,175,21,1,5161,4755,121,406,121,16,1,4090,912.71,859.08,62600,90270,00114,00120,00030,1,1
15003008301,5786,410,4300,410,474,46,547,3392,193,2431,193,255,25,295,651.09,612.83,19100,90270,00102,00096,00030,2,1
15003008302,6699,845,971,845,97,12,4753,5049,498,695,498,52,6,3300,969.15,912.2,7450,90270,00103,00096,00030,2,1
15003008603,6509,494,3023,494,251,29,2703,5067,315,2387,315,178,20,1852,972.6,915.45,47750,90270,00115,00117,00030,2,2
15003008604,4015,380,1373,380,63,10,2181,3099,255,1038,255,44,9,1498,594.85,559.89,47750,90270,00111,00096,00030,2,2
15003008698,5521,682,622,682,26,8,4165,4382,439,459,439,17,5,3023,841.12,791.69,7485,90270,00098,00096,00030,2,2
15003008699,23,2,15,2,6,0,0,25,2,15,2,6,0,0,4.8,4.52,NA,90270,00111,00096,00030,2,2
15003008701,7598,527,609,527,48,20,6375,6061,351,478,351,34,11,4836,1163.4,1095.04,79700,90270,00094,00128,00030,1,1
15003008702,4161,428,295,428,31,5,3389,3297,307,223,307,21,5,2434,632.85,595.67,79700,90270,00127,00128,00030,1,2
15003008798,4471,748,646,748,105,29,2933,3088,387,451,387,73,18,1772,592.74,557.91,79700,90270,00127,00128,00030,2,1
15003008901,8084,1245,1213,1245,341,26,5242,6074,626,862,626,225,17,3718,1165.89,1097.39,79700,90270,00100,00128,00030,2,2
15003008904,5183,500,1823,500,474,27,2338,4139,330,1385,330,341,19,1734,794.47,747.79,80000,90270,00066,00069,00030,1,1
15003008905,7561,737,1494,737,107,14,5164,5507,422,1092,422,79,12,3480,1057.06,994.95,72255,90270,00104,00128,00030,2,2
15003008906,4025,197,1620,197,107,18,2068,3013,119,1201,119,78,14,1482,578.34,544.36,51050,90270,00071,00069,00030,2,1
15003008907,4560,392,1573,392,241,20,2327,3295,208,1056,208,147,14,1662,632.47,595.31,51050,90270,00066,00069,00030,2,1
15003008908,6688,291,2031,291,160,8,4187,4490,159,1375,159,101,6,2690,861.85,811.21,51050,90270,00070,00069,00030,2,1
15003008909,3779,188,1093,188,130,7,2352,2666,103,769,103,82,4,1605,511.73,481.66,51050,90270,00070,00069,00030,2,1
15003008910,10444,528,3314,528,210,39,6318,7296,300,2297,300,146,27,4226,1400.46,1318.16,51050,90270,00071,00069,00030,1,1
15003008911,11893,649,3244,649,345,21,7607,8989,416,2589,416,262,19,5287,1725.42,1624.04,79860,90270,00106,00120,00030,1,1
15003008912,2193,159,123,159,8,1,1887,1769,115,99,115,6,1,1433,339.56,319.6,79700,90270,00094,00128,00030,1,2
15003009501,3532,468,1881,468,945,22,205,1957,212,953,212,457,12,111,375.64,353.57,69050,93420,00085,00067,00030,2,2
15003009502,7307,746,4405,746,1667,55,427,5212,432,2882,432,1162,35,269,1000.44,941.65,69050,93420,00060,00067,00030,2,2
15003009503,4339,375,2782,375,1031,57,85,4700,375,2779,375,1029,57,85,902.16,849.15,69050,93420,00060,00067,00030,2,2
15003009504,1178,121,757,121,242,7,51,706,58,424,58,120,4,42,135.52,127.55,69050,93420,00060,00067,00030,2,2
15003009505,3241,389,1616,389,923,21,275,1971,198,924,198,502,9,140,378.33,356.1,69050,93420,00060,00067,00030,2,2
15003009601,5974,510,636,510,104,20,4686,3936,247,426,247,66,12,2938,755.51,711.11,53900,93600,00115,00117,00030,2,2
15003009603,6820,1212,1256,1212,44,22,4252,4958,628,923,628,32,14,2733,951.68,895.76,47300,93600,00109,00124,00030,2,2
15003009604,4733,786,788,786,67,27,3055,3286,413,520,413,40,13,1887,630.74,593.68,53900,93600,00115,00117,00030,2,2
15003009701,5523,1009,1156,1009,124,34,3168,4024,536,841,536,79,26,2006,772.4,727.01,74450,93600,00105,00124,00030,2,2
15003009702,6153,785,1121,785,45,18,4155,4382,423,818,423,30,12,2676,841.12,791.69,74450,93600,00108,00124,00030,2,2
15003009901,5792,480,1941,480,97,32,3232,4600,306,1493,306,73,20,2402,882.96,831.08,74000,93510,00088,00089,00030,2,2
15003009902,3956,452,829,452,17,20,2624,2929,276,574,276,11,10,1782,562.22,529.18,10750,93510,00061,00089,00030,2,2
15003010201,4608,364,1536,364,55,47,2598,3317,215,1203,215,46,32,1606,636.69,599.28,12400,91710,00134,00140,00030,1,1
15003010202,6926,329,2110,329,54,50,4366,4771,184,1565,184,37,27,2774,915.79,861.97,43250,91710,00150,00140,00030,2,2
15003010302,3745,181,658,181,12,10,2880,3027,101,505,101,8,6,2306,581.03,546.89,28250,91800,00147,00132,00030,2,2
15003010303,4660,438,1387,438,14,30,2779,3606,270,1062,270,8,18,1978,692.17,651.49,21200,91800,00138,00132,00030,1,1
15003010305,4663,489,1409,489,53,28,2644,3507,272,1065,272,33,18,1847,673.16,633.61,400,91800,00138,00132,00030,2,2
15003010306,6562,330,2674,330,95,23,3430,4864,202,2031,202,68,15,2346,933.64,878.78,400,91800,00135,00132,00030,2,2
15003010503,2111,174,463,174,19,13,1438,1670,99,352,99,17,10,1093,320.55,301.72,28250,91800,00154,00132,00030,2,2
15003010504,5373,365,1167,365,41,14,3777,4094,231,910,231,31,7,2684,785.84,739.66,28250,91800,00154,00132,00030,2,2
15003010505,3612,168,972,168,21,7,2434,2934,112,781,112,18,7,1904,563.18,530.08,13900,91800,00135,00132,00030,2,2
15003010506,7804,740,2971,740,166,31,3867,5892,394,2358,394,124,22,2600,1130.96,1064.5,28250,91800,00135,00132,00030,2,2
15003010601,3200,261,696,261,40,16,2185,2575,166,556,166,25,12,1650,494.27,465.22,28250,91800,00156,00132,00030,2,2
15003010602,5480,376,1402,376,45,19,3626,4434,254,1094,254,31,13,2788,851.1,801.09,28250,91800,00146,00132,00030,2,2
