GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREIPIE,G20PREIWES,G20PREIMCH,G20PREILAR,G20PREOWRI,G20GOVRCOX,G20GOVDPET,G20GOVLCOT,G20GOVADUE,G20GOVOWRI,G20ATGRREY,G20ATGDSKO,G20ATGLBAU,G20AUDRDOU,G20AUDCOST,G20AUDUFAB,G20TRERDAM,G20TRELSPE,G20TRECPRO
49035SJD012,49,035,SJD012,610,342,19,3,6,1,3,1,0,18,727,220,28,7,7,651,278,39,753,81,81,741,109,60
49035SJD013,49,035,SJD013,591,290,15,2,0,2,4,3,0,14,660,199,13,16,17,607,242,37,671,90,80,687,83,74
49035SJD014,49,035,SJD014,530,301,19,2,3,0,8,1,0,12,601,213,25,7,19,547,271,39,673,71,73,632,83,91
49035SJD015,49,035,SJD015,458,231,18,1,10,1,6,4,0,10,543,149,17,8,11,495,197,21,551,74,57,567,49,66
49035SJD016,49,035,SJD016,444.6,210.4,18,2,1,1,4,0,0,6,499.5,137.6,15.9,4,6,463.6,164.5,24.9,513.4,57.8,56.8,515.4,43.9,57.8
49035SJD017,49,035,SJD017,723,411,39,2,4,3,7,1,0,15,853,278,30,9,19,764,346,43,855,111,115,863,119,87
49035SJD018,49,035,SJD018,342,226,11,1,7,0,5,0,0,15,424,158,10,7,0,367,194,28,430,54,72,443,64,49
49035SJD019,49,035,SJD019,486,185,10,6,2,0,0,1,0,9,574,100,10,3,5,517,148,18,586,43,37,574,38,43
49035SJD020,49,035,SJD020,67,45,2,1,1,0,1,0,0,1,78,27,10,0,0,78,30,1,91,5,8,91,7,7
49035SJD021,49,035,SJD021,493,272,15,1,1,2,5,0,0,14,582,180,11,6,13,516,242,21,606,77,54,606,62,61
49035SJD022,49,035,SJD022,676.5,560.6,27.7,1,4,2,8.9,2,0,21.8,793.4,416,38.6,16.8,10.9,723,464.5,63.4,871.6,141.6,147.6,860.7,187.2,114.9
49035SJD023,49,035,SJD023,596.5,675,29.2,3.1,2.3,3,5.4,2.4,2,11.4,729.7,491.6,44.1,6.9,12,625.6,544.3,71.3,807.5,132.7,182,786.4,221.9,116.5
49035SJD024,49,035,SJD024,931.1,680.4,45.6,3.1,2.2,4,6.3,2.1,2,12.7,1056.9,483.1,52.6,25.5,23.6,954.4,555.8,88.8,1102.4,157.7,237.6,1105.5,247.9,137.8
49035SJD025,49,035,SJD025,396,417,31,3,1,0,6,2,0,8,498,292,33,8,16,422,354,55,551,93,135,563,127,83
49035SJD026,49,035,SJD026,504.2,531.4,32.1,1,4.9,0,6.8,1,0,23.3,655.7,372.1,36.9,14.6,6.8,585.8,444.9,36.9,713,103,157.4,712.1,158.3,96.2
49035SJD027,49,035,SJD027,731.8,777.3,46.3,2.9,5.2,0.9,8.1,5.6,0.9,30.1,920.7,564,39.5,16.2,19.5,805.4,633.9,80.7,1016,138.6,224.4,995.6,248.1,117.4
49035SJD028,49,035,SJD028,419.4,333,19.6,0,0.8,0.8,0,0,0,7.1,483,235.6,20.4,10.2,6.3,445.3,254.4,40.8,508.9,82.5,99.7,505.8,121.7,66.8
49035SJD029,49,035,SJD029,494.4,287.4,27.5,2,3.9,1,11.8,2,0,12.8,556.2,208.9,32.4,11.8,16.7,528.7,240.3,42.2,596.4,88.3,84.4,595.4,107.9,57.9
49035SJD030,49,035,SJD030,566.4,502.3,28.5,6.9,4.1,0,9.1,2,2,21.3,688.8,358,40.4,14.2,23.8,634.7,410.3,49.3,751.5,93.5,166.8,744.5,165.9,97.2
49035SJD031,49,035,SJD031,707.5,340.5,17.4,3,2,0,4,0,1,13.2,801.9,211.3,20.5,12.2,15.1,717.1,290.8,30.9,795.5,97.9,96.3,788.4,92.8,92.5
49035SJD032,49,035,SJD032,915.5,681.6,33.2,2.2,2.7,4.5,9.6,0.4,1,25.7,1053.1,490.6,40.5,22.9,25.1,957,552.9,85.2,1109.9,147.6,211.9,1133.6,234.2,106.6
49035SJD033,49,035,SJD033,922.8,526,46.5,3.9,3.9,3.8,10.8,0.9,0,18.6,1030.5,363.2,61,23.8,24,968.8,424.9,87.4,1111,136.6,150.7,1083.2,181.1,128.3
49035SJD034,49,035,SJD034,490,218,17,0,3,4,2,0,0,9,540,146,24,9,7,490,202,24,538,74,67,540,70,73
49035SJD035,49,035,SJD035,173.3,211.5,12,0.8,1.2,0,2.1,0.8,0,10.6,226.7,151.6,12.5,4.2,4.6,200.5,165,21.2,243.9,42.3,63.9,250.8,65.9,30
49035SJD036,49,035,SJD036,482.3,200.6,16.4,0,1.1,1.1,1.1,2,0,10.2,518.3,155.6,15.5,13.7,7.2,494.8,177.2,25.7,547.6,59.9,49.8,529.2,61.2,58.1
49035SJD037,49,035,SJD037,270,195,8,2,8,0,0,0,0,11,330,142,10,1,6,293,166,17,333,67,57,331,63,52
49035SJD038,49,035,SJD038,662,401,22,5,0,2,6,3,0,6,756,275,34,10,10,667,362,39,765,119,118,784,122,94
49035SJD039,49,035,SJD039,60.1,44.5,2.1,0,1,0,0,1,0,2,64.2,39.4,6,0,1,63.1,36.4,6.1,75.2,11.2,10.2,75.2,14.2,12.2
49035SJD040,49,035,SJD040,543.1,288.4,25.9,4,8,3,3,2,1,16.9,608.7,211.9,28.8,12.9,16.9,543.1,269.6,49.7,636.6,98.5,80.6,643.5,87.5,76.6
49035SJD041,49,035,SJD041,668.3,395.2,29,6,7,1,3,1,1,23.9,805.7,266.5,25.1,8.1,7,693.2,345.4,51.8,820,112.5,102.9,821,132.5,68.1
49035SJD042,49,035,SJD042,507,421,37,3,4,0,2,0,0,17,586,303,48,5,16,512,352,73,598,113,146,606,175,79
49035SJD045,49,035,SJD045,218.1,249.2,14,0,1,1,5,0,0,8,276.2,197.1,15,0,2,224.1,223.1,28,307.2,51,73,301.2,84,42
49035SJD046,49,035,SJD046,317.3,112.9,12.6,0.3,4.3,0.2,3.6,0.1,0,6,339.8,85.8,14.3,5.7,3.7,319.1,99.5,17.3,336.1,42.7,38.8,340.7,39.8,28.4
49035SJD047,49,035,SJD047,519.3,266.6,16.3,0.8,2.5,1.6,2.5,1.6,0,10.6,612.3,172,12.2,9,4.1,531.5,220.1,34.2,617.2,60.3,70.1,613.9,66.8,59.5
49035SJD049,49,035,SJD049,331.2,112.7,6,0.1,1,1,1,0.1,0,3,344.6,75,18.8,9.5,2.3,325.5,95.7,21.9,361.6,50.3,23.7,344.2,42.4,40
49035SJD050,49,035,SJD050,230.9,108.6,6.1,1,2,0,1,0,0,2.1,264.3,70.1,8.2,3.1,2.1,238.9,92.4,11.3,285.4,27.5,18.4,278.5,31.5,22.4
49035SL151E,49,035,SL151E,81.8,352.7,4.4,1.3,0.4,0.4,0.9,0.4,0.9,2.6,104.7,310.5,8.4,4.4,4,81.3,315.7,24.6,168,66,109.5,175.5,115.7,53.2
49035SL151W,49,035,SL151W,63.8,275,3.4,1,0.3,0.3,0.7,0.3,0.7,2.1,81.6,242.1,6.5,3.4,3.1,63.4,246.2,19.2,131,51.4,85.4,136.8,90.2,41.5
49035SLC001,49,035,SLC001,9,12.9,0,0,0,0,0,0,0,0,9,9,2,0,0,8,11.9,1,10.9,6,3,10.9,5,4
49035SLC002,49,035,SLC002,220.6,506.4,20.6,1,0,0,4.9,0,3.9,4,259.8,434.8,20.7,14.7,2,223.8,427.7,63.9,321.9,135.9,182.8,297.2,242.7,104.5
49035SLC003,49,035,SLC003,223,566.9,14.9,3,0,5,5,0,3,7.9,251.7,508.4,27.8,9.9,6.9,250.7,479.7,64.4,344.9,171.4,194.2,322.1,259.7,128.8
49035SLC004,49,035,SLC004,144,347,8,2,1,0,3,2,2,3,173,294,20,8,3,148,294,49,211,97,151,201,162,104
49035SLC005,49,035,SLC005,191,467,18,6,0,1,10,1,0,4,253,395,21,9,6,214,397,61,315,143,158,297,179,121
49035SLC006,49,035,SLC006,81,378,16,2,1,0,2,0,1,2,129,319,15,3,3,102,319,42,176,96,131,159,150,91
49035SLC007,49,035,SLC007,223,465,19,6,3,3,3,1,1,4,261,401,28,10,9,238,393,60,325,161,159,319,195,120
49035SLC008,49,035,SLC008,50,159,9,1,1,1,4,1,0,3,62,143,11,6,1,58,146,17,109,27,55,110,66,18
49035SLC009,49,035,SLC009,250,674,12,12,5,3,5,3,1,10,336,567,26,7,10,255,600,72,412,187,207,396,256,151
49035SLC010,49,035,SLC010,76,171,3,1,0,0,1,0,0,0,77,147,8,7,2,70,135,30,93,50,59,96,70,40
49035SLC011,49,035,SLC011,195,559.2,15.8,4,1,1,4,3,2,7.9,273.1,467.1,16.8,8.9,7.9,223.7,492.9,43.5,321.6,138.6,195,325.6,229.6,87.1
49035SLC012,49,035,SLC012,246,704,14,4,7,5,8,2,3,8,329,601,23,24,9,259,650,61,395,199,264,430,263,153
49035SLC013,49,035,SLC013,87,339,12,0,0,0,3,0,0,5,120,292,18,2,6,100,300,28,170,83,116,181,133,51
49035SLC014,49,035,SLC014,132,353,10,3,1,2,2,1,2,4,173,307,16,5,2,149,317,29,216,77,140,236,122,61
49035SLC015,49,035,SLC015,300,732,10,9,3,5,0,2,3,7,352,639,26,11,15,303,634,85,450,214,253,444,303,154
49035SLC017,49,035,SLC017,82,260,0,0,1,1,1,0,0,4,96,228,9,3,6,75,240,23,128,71,94,131,100,64
49035SLC018,49,035,SLC018,178.9,633.4,13.7,6.4,1.8,1.8,10,1.8,1.8,1.8,209,575.9,27.4,10.9,3.6,193.5,565.9,63,298.4,179.8,238.2,285.7,259.2,165.2
49035SLC019,49,035,SLC019,274.9,1102.7,38.9,8,1,1,11,2,3,6,341.7,974.2,53.8,15.9,10,311.8,963.2,94.6,568.8,201.2,382.5,577.7,441.3,126.5
49035SLC020,49,035,SLC020,222.4,950.2,14.7,3.4,1.1,0.2,4.5,1.1,1.1,21.1,310,840,21.1,7,15.2,244.5,889.7,36.9,528.9,122.4,272.7,559.2,243.1,106.5
49035SLC021,49,035,SLC021,124.1,579.6,13.3,11.6,1.2,0.2,3,1.2,2.2,7.2,139,548.1,23.6,9.1,6.3,123.5,551.1,48,243.6,109.2,222.8,246.3,232.8,90.8
49035SLC023,49,035,SLC023,168,696,20,9,0,0,2,0,3,6,206,630,29,6,8,178,633,52,361,85,243,361,262,61
49035SLC025,49,035,SLC025,295.9,705.7,22,6,0,0,0,0,1,14,357.8,604.7,28,6,13,309.9,636.7,44,491.8,101,256.9,538.7,227.9,71
49035SLC026,49,035,SLC026,129.8,604.7,5.4,1.8,0,1.8,3.6,0,0,10.9,190.7,548.4,5.4,0,10.9,156.2,576.5,13.6,331.4,75.4,146.2,354.1,121.7,56.3
49035SLC027,49,035,SLC027,108,597,7,1,0,0,2,1,1,5,165,525,12,3,8,133,562,15,338,69,144,360,108,54
49035SLC028,49,035,SLC028,31,117,0,0,0,0,0,0,0,4,46,90,3,1,8,33,107,4,78,12,27,86,18,10
49035SLC029,49,035,SLC029,95.9,555.5,1.9,3.8,1.9,0.9,1.9,0.9,1.9,16,148.5,516.9,8.5,0,0.9,117.5,530.1,23.5,266.9,74.2,184.2,297,151.3,58.3
49035SLC030,49,035,SLC030,85,630,8,3,0,1,1,0,1,8,125,577,16,1,11,97,606,21,274,84,177,307,150,56
49035SLC031,49,035,SLC031,72,551,8,2,1,0,3,1,3,5,108,507,12,2,8,72,525,21,219,64,175,255,137,44
49035SLC032,49,035,SLC032,190,735,16,5,2,0,3,1,4,16,260,652,24,3,6,203,680,49,424,121,223,429,223,95
49035SLC033,49,035,SLC033,96,645,8,4,2,0,2,0,2,7,138,588,21,2,1,106,581,41,249,78,230,271,205,71
49035SLC034,49,035,SLC034,69,576,9,9,0,1,1,0,1,6,101,527,16,3,9,83,539,28,216,78,222,275,167,54
49035SLC035,49,035,SLC035,337,567,10,6,2,0,4,1,2,14,414,478,12,9,5,372,490,43,542,87,162,554,152,70
49035SLC039,49,035,SLC039,73,651,11,3,0,2,7,1,1,4,118,602,8,0,3,85,595,39,245,99,201,257,199,63
49035SLC040,49,035,SLC040,82,424,10,2,1,2,3,0,0,1,115,373,17,5,3,103,385,21,198,59,137,205,121,48
49035SLC041,49,035,SLC041,136,751,10,3,0,0,3,1,0,5,171,700,14,6,1,151,689,39,350,101,219,382,173,75
49035SLC042,49,035,SLC042,92,569,9,5,2,1,0,0,0,3,130,524,3,3,5,97,535,25,262,58,154,274,136,47
49035SLC043,49,035,SLC043,126.7,429,1.6,0.2,0,0,2,0,0,10.2,175,369.7,6.4,0.1,10,137.5,398.8,15.6,307.9,47,88.3,295.4,105,30.8
49035SLC045,49,035,SLC045,122.6,338.1,13.4,2.1,0,0,0,0,0,6.1,138.5,289.2,16.3,2.1,2,138.1,270.3,29.4,230.1,44.7,93.6,220.4,108.4,35.5
49035SLC048,49,035,SLC048,236,658,35,14,5,3,12,1,1,4,269,599,42,12,10,234,607,84,365,201,233,363,295,128
49035SLC049,49,035,SLC049,228,504,8,2,1,2,5,3,1,4,233,436,39,10,9,211,425,77,304,147,185,295,220,110
49035SLC050,49,035,SLC050,285,783,17,11,3,1,3,0,6,12,330,707,28,10,8,274,703,88,429,205,330,452,344,164
49035SLC051,49,035,SLC051,179,425,6,4,4,0,5,0,1,1,178,385,24,4,5,156,396,42,247,106,172,234,191,102
49035SLC052,49,035,SLC052,222.3,853.8,19.2,3.3,0.2,2.1,6.3,1.1,5.2,5.6,255.1,767.4,43.1,11.5,11.6,232.7,760.6,74.3,448.6,154.3,287.5,451.7,304.6,123.2
49035SLC054,49,035,SLC054,492.4,1442.8,42.1,7.1,5.2,2.6,9.1,6.2,6.5,16,604.5,1264,68.5,16.8,18.7,519.9,1303.6,112.9,878.9,243.2,471.5,903,520.6,167.8
49035SLC055,49,035,SLC055,178.8,744.7,17.5,8.3,1.8,1.8,4.6,0,3.7,4.6,207.4,670.9,35.9,11.1,5.5,176.9,667.2,73.7,344.7,142.8,279.2,328.1,301.4,96.8
49035SLC057,49,035,SLC057,181.3,688.8,14.8,6.7,0.7,1.3,4.7,1.7,6.4,3.4,203.8,634.3,23.6,6.7,7.7,177.7,632.6,46.1,329.7,110.2,247.4,347.6,224.5,101.6
49035SLC059,49,035,SLC059,162,910,17,10,1,0,6,2,4,4,200,835,37,5,9,190,821,51,373,140,306,396,315,100
49035SLC060,49,035,SLC060,197,923,18,6,3,1,2,0,5,8,243,846,27,9,11,216,828,61,435,181,299,470,305,117
49035SLC062,49,035,SLC062,187.7,817.1,22.2,8.5,2.6,0.8,7.7,0.8,0,8.5,220.1,752.3,33.3,7.7,7.7,180.8,759.1,66.5,359.9,168,276.4,394.1,304.5,106.6
49035SLC064,49,035,SLC064,114,828,18,11,0,1,1,2,6,14,155,778,27,7,8,133,767,56,341,120,289,382,266,95
49035SLC065,49,035,SLC065,134.7,783.1,26.9,3,1,1,5,0,1,5,171.6,714.2,27.9,5,12,167.6,699.3,42.9,363.1,90.8,243.4,393,219.5,69.8
49035SLC068,49,035,SLC068,107.3,591.9,13.1,7,0,1,2,0,2,5,153.4,515.8,19.1,7,8,131.4,516.7,39.1,286.9,63.2,212.6,308,190.5,49.2
49035SLC069,49,035,SLC069,35,164,1,2,1,0,1,1,0,0,46,151,6,0,0,40,144,15,78,32,46,77,42,34
49035SLC070,49,035,SLC070,225.3,1203.9,29.8,10.5,2.4,2.1,3.3,2.1,3,6.5,285.9,1085.7,46.7,12.3,8.3,233.2,1079.9,88.5,494.1,188,442.6,532.9,433.5,140.4
49035SLC071,49,035,SLC071,115,629,14,7,1,1,3,1,2,4,159,564,21,3,5,140,550,46,278,81,254,309,225,67
49035SLC072,49,035,SLC072,191,856,21,6,1,0,3,0,6,5,215,782,38,2,7,192,765,63,399,127,280,424,274,97
49035SLC073,49,035,SLC073,0,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,23,0,9,7,5,6,6,5
49035SLC074,49,035,SLC074,32,70,4,0,0,1,1,0,0,0,30,66,6,2,1,33,64,6,44,9,36,50,34,5
49035SLC076,49,035,SLC076,111,715,6,1,1,0,1,1,2,6,158,641,11,7,4,122,649,38,315,108,249,352,210,89
49035SLC078,49,035,SLC078,93,545,6,3,0,0,4,1,0,1,137,478,7,4,11,95,510,26,247,77,137,262,141,50
49035SLC083,49,035,SLC083,309,750.6,16.5,1.1,3.1,3.1,9.2,2,0.1,4.1,339.8,658.1,39,13.5,16.6,312.7,650.1,86.7,449.2,221.9,265.2,455.1,304.3,175.6
49035SLC085,49,035,SLC085,321.4,615.9,13.2,6,4,0.1,8.1,1,2,11,331.4,551.1,40.4,8.2,12.2,303.9,547.1,84.1,423.1,189.8,215.3,414,241.4,168.6
49035SLC086,49,035,SLC086,322.1,633.8,20.6,5,4.1,5.1,7.4,1.1,3.3,3.6,326.4,559.7,42.3,19.3,20.9,285.8,557.7,106.7,410.9,182.8,246.9,406.6,262,159.2
49035SLC090,49,035,SLC090,120,661,15,6,0,1,4,0,1,5,156,593,25,9,5,137,592,48,296,118,225,294,243,99
49035SLC091,49,035,SLC091,112.7,490.1,15.2,3.6,0.9,0.9,1.8,0.9,0.9,2.7,134.2,439.1,22.4,8.9,1.8,121.6,425.7,51.9,211.1,105.5,175.3,210.2,187.8,102.9
49035SLC092,49,035,SLC092,179,747,20,11,1,1,5,1,0,3,224,686,35,2,3,168,699,64,318,198,288,331,309,150
49035SLC093,49,035,SLC093,111,688,13,4,1,1,7,0,0,6,146,624,26,6,5,112,631,59,276,132,253,307,274,75
49035SLC094,49,035,SLC094,99,737,19,5,1,0,2,2,1,5,120,692,27,5,8,110,687,39,281,111,267,314,242,90
49035SLC097,49,035,SLC097,153,946,16,5,1,1,8,0,2,8,175,906,26,9,9,133,905,68,363,157,362,422,335,115
49035SLC098,49,035,SLC098,122,807,11,6,0,3,1,1,2,4,172,726,30,7,9,124,752,53,343,118,294,377,269,88
49035SLC099,49,035,SLC099,112,549,12,2,1,1,2,0,0,1,126,491,18,8,6,123,483,31,223,101,209,245,189,75
49035SLC100,49,035,SLC100,100,400,6,6,2,0,2,0,1,5,116,363,17,9,3,97,372,27,183,79,170,219,140,65
49035SLC101,49,035,SLC101,87,560,6,2,1,2,1,0,0,2,124,505,14,3,2,85,513,37,220,81,209,242,189,61
49035SLC102,49,035,SLC102,115,478,12,0,0,2,1,0,0,6,135,440,24,3,4,109,447,40,230,92,168,248,169,67
49035SLC103,49,035,SLC103,110,866,15,8,0,0,5,2,3,4,153,814,24,0,2,118,823,43,312,126,322,381,282,87
49035SLC105,49,035,SLC105,94,640,13,3,0,0,1,0,4,12,131,592,18,4,8,103,607,31,278,81,199,316,169,59
49035SLC106,49,035,SLC106,123,589,14,2,0,1,2,0,1,7,191,512,12,2,4,163,527,24,351,56,171,373,143,42
49035SLC107,49,035,SLC107,61,553,9,3,0,1,2,1,2,2,75,524,9,4,4,64,525,23,195,63,211,229,147,64
49035SLC108,49,035,SLC108,62,631,7,1,0,0,1,0,0,3,86,595,12,3,7,73,597,22,223,66,237,280,178,57
49035SLC109,49,035,SLC109,90,809,12,6,1,0,2,3,5,4,146,724,19,2,4,106,726,47,290,95,309,339,236,72
49035SLC110,49,035,SLC110,103,704,14,2,1,2,4,0,1,4,113,669,16,10,9,112,656,37,291,97,255,339,206,69
49035SLC112,49,035,SLC112,71,407,7,4,2,1,4,0,2,3,87,382,13,6,3,67,387,27,173,71,132,183,137,59
49035SLC114,49,035,SLC114,132,858,14,5,1,1,3,2,1,5,187,776,24,6,3,130,809,44,387,147,263,388,249,121
49035SLC115,49,035,SLC115,106,682,12,4,1,0,4,0,0,6,126,636,22,1,5,114,609,44,276,105,242,307,241,77
49035SLC116,49,035,SLC116,80,523,5,1,1,0,3,0,1,8,125,469,8,2,4,97,482,14,270,50,145,285,114,41
49035SLC117,49,035,SLC117,132,520,6,2,0,0,1,0,3,11,216,427,10,3,10,171,471,12,334,60,107,351,75,46
49035SLC118,49,035,SLC118,115,551,11,1,0,0,2,2,0,11,186,489,3,1,2,147,505,16,303,68,143,340,101,48
49035SLC119,49,035,SLC119,90,732,14,1,1,0,3,0,1,3,156,664,9,2,1,92,698,25,321,97,199,357,158,78
49035SLC121,49,035,SLC121,135,826,5,3,1,0,5,1,1,2,194,743,11,2,4,151,768,24,371,93,222,393,189,77
49035SLC123,49,035,SLC123,96,608,12,2,1,0,1,0,0,8,152,532,14,5,10,117,551,27,279,89,194,305,176,68
49035SLC125,49,035,SLC125,105,642,13,2,2,0,2,0,1,10,163,586,15,3,1,117,604,37,323,87,178,347,144,65
49035SLC128,49,035,SLC128,222,710,14,1,0,1,4,0,1,14,353,577,9,4,12,287,617,27,522,94,150,515,158,72
49035SLC129,49,035,SLC129,101,494,15,1,1,0,2,2,1,6,184,424,4,0,4,143,446,16,301,59,125,289,112,58
49035SLC130,49,035,SLC130,167,559,19,0,1,0,4,0,1,16,270,469,10,2,4,204,520,15,382,79,130,395,122,72
49035SLC131,49,035,SLC131,140,511,12,1,1,0,1,0,1,9,204,447,8,4,6,162,475,20,298,84,151,307,132,69
49035SLC132,49,035,SLC132,210,717,13,3,2,0,0,0,0,13,304,600,19,6,4,242,647,33,427,103,215,436,207,75
49035SLC134,49,035,SLC134,108,420,5,1,0,0,1,0,0,4,163,352,7,4,9,126,383,12,284,53,98,292,78,49
49035SLC135,49,035,SLC135,200,439,8,2,0,0,3,0,0,19,264,371,10,2,17,225,412,12,381,58,103,397,86,37
49035SLC136,49,035,SLC136,114.7,299.9,5.4,1.5,0.6,0.7,2.6,0.6,0,6.6,159,253.5,4.6,0.8,8.3,140.5,270.6,6.6,232.4,47.8,64.2,238.9,63.8,35.4
49035SLC137,49,035,SLC137,175,567,13,3,1,0,0,0,1,4,231,498,9,3,6,202,513,22,383,66,157,389,139,67
49035SLC138,49,035,SLC138,193,693,20,3,1,3,2,1,0,8,264,609,18,5,8,209,648,25,445,98,194,466,151,86
49035SLC140,49,035,SLC140,212.1,445.1,4,0,1,0,5,0,0,11,274,364.1,2,0,23,251.1,398.1,10,409.1,47,105,423.1,62,46
49035SLC141,49,035,SLC141,165.4,546.9,11.9,7,2,0,3,0,0,7,248.1,458.3,16.9,3,2,177.3,494.1,33.9,369.6,86.7,151.4,386.5,126.5,79.7
49035SLC142,49,035,SLC142,188,575,13,6,1,2,5,0,1,4,221,510,21,6,8,195,520,33,353,81,171,364,164,66
49035SLC143,49,035,SLC143,123,518,5,1,0,0,6,2,1,6,188,442,13,1,14,145,483,22,308,65,145,313,133,54
49035SLC144,49,035,SLC144,161.9,499.8,8,2,0,0,0,1,0,10,190.9,450.8,11,4,8,169.9,456.8,23,327.9,61,115,310.9,117,64
49035SLC146,49,035,SLC146,54,325,5,1,1,0,2,0,2,5,82,283,14,3,2,58,289,25,137,54,123,135,132,42
49035SLC147,49,035,SLC147,176,863,24,6,0,1,2,0,2,5,247,753,33,5,11,210,783,43,402,121,280,411,295,103
49035SLC148,49,035,SLC148,128,443,18,4,2,1,2,0,1,4,154,407,18,9,3,137,401,38,217,88,171,224,173,68
49035SLC149,49,035,SLC149,165,770,25,2,5,1,4,0,1,4,219,695,22,11,9,176,709,54,391,107,258,421,247,83
49035SLC150,49,035,SLC150,8,12.7,0.7,0.7,0,0.7,0,0,0,0,8.7,12.1,1.3,0.7,0,6.7,13.4,2,12.1,3.4,6,11.4,6.7,3.4
49035SLC152,49,035,SLC152,224,757.6,11.5,2.7,3.2,0.2,6.3,1,3,9.2,278.2,662.2,33.3,14.5,10.3,235.3,680.3,63.3,443.4,154.3,223.6,458.4,251.1,97
49035SLC153,49,035,SLC153,4,6.3,0.3,0.3,0,0.3,0,0,0,0,4.3,5.9,0.7,0.3,0,3.3,6.6,1,5.9,1.6,3,5.6,3.3,1.6
49035SLC154,49,035,SLC154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49035SLC155,49,035,SLC155,216,642,19,3,1,0,5,0,1,10,335,519,16,2,10,245,578,41,468,81,173,461,160,75
49035SLC156,49,035,SLC156,162,523,13,3,0,1,2,0,0,6,233,458,9,3,2,179,479,27,324,78,146,345,127,59
49035SLC158,49,035,SLC158,106,387.4,12.5,3.3,0.8,0.8,1.7,0,0,5.8,162.8,329.8,6.7,7.5,6.7,122.7,345.7,26.7,214.6,77.7,114.4,234.6,111.9,61
49035SLC159,49,035,SLC159,157.6,470.1,16.1,3,1,1,1,1,0,11,220.8,404.8,19.1,2,8,171.7,439.9,34.1,329.2,76.3,134.7,326.2,142.7,65.3
49035SLC160,49,035,SLC160,222,721,13,3,2,1,4,0,0,11,318,609,18,6,5,260,634,34,449,103,223,482,195,89
49035SLC163,49,035,SLC163,218.6,532.1,9.1,7,1,0,3,3,0,16,359.9,395.7,10.1,0,10,290.7,447.9,23.1,457.4,76.3,106.6,459.5,110.5,67.3
49035SLC164,49,035,SLC164,146.2,568.1,10.7,2.9,0,0,2.9,0,1,3.9,187.1,488.2,25.3,2.9,6.8,162.7,499,29.2,310.9,116,168.6,305,176.4,95.5
49035SLC166,49,035,SLC166,276.8,433.9,11.3,0.1,0,0,8.1,1,0,18.1,426.9,284.8,10.7,3.1,11.2,324.3,374,12.8,475.1,65,97.4,483,73.6,54.5
49035SLC167,49,035,SLC167,272.8,685.8,28.5,3.2,1.3,2.2,1.9,0.2,0.9,10,408,551.9,17.8,5,9.9,318.1,606.7,43.3,517.4,107.8,208.8,548.1,184.3,87.1
49035SLC80E,49,035,SLC80E,119.9,192.7,21,5.5,0,1.4,0.9,0,0,6.4,162.4,151.5,14.2,3.2,1.4,145.1,154.7,17.9,190.8,33.9,73.7,205.9,65,24.7
49035SLC80S,49,035,SLC80S,52.9,85,9.3,2.4,0,0.6,0.4,0,0,2.8,71.7,66.8,6.3,1.4,0.6,64,68.3,7.9,84.2,14.9,32.5,90.9,28.7,10.9
49035SLC80W,49,035,SLC80W,77.2,124.1,13.6,3.5,0,0.9,0.6,0,0,4.1,104.6,97.6,9.1,2.1,0.9,93.4,99.6,11.5,122.9,21.8,47.5,132.6,41.9,15.9
49035SLNR60,49,035,SLNR60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49035SNB001,49,035,SNB001,1.9,6.7,0,0,0,0,0,0,0,0,3.8,3.8,0,0,0,2.9,4.8,0,3.8,1,1,3.8,1,1
49035SSL001,49,035,SSL001,60,172,10,1,2,0,2,0,0,3,68,156,11,3,4,60,159,17,97,39,61,98,76,25
49035SSL002,49,035,SSL002,98,441,16,3,1,1,3,0,1,3,131,403,14,3,0,107,394,30,229,68,178,245,167,48
49035SSL003,49,035,SSL003,23,36,3,1,0,0,0,1,0,0,27,29,3,1,0,26,25,7,34,9,9,29,18,5
49035SSL004,49,035,SSL004,158,640,20,5,0,5,5,3,2,5,185,579,34,15,4,153,576,64,298,129,253,312,265,96
49035SSL005,49,035,SSL005,193,565,10,4,0,0,4,0,0,3,217,510,21,4,5,184,506,42,334,103,195,335,217,78
49035SSL006,49,035,SSL006,202.7,709.9,23,7,1,1,5,2,3,11,254.6,627,38.9,9,5,213.7,639,64.9,342.5,163.8,282.6,365.4,266.6,147.8
49035SSL007,49,035,SSL007,356,883,25,4,1,6,6,0,2,8,393,774,52,16,9,338,784,93,516,221,329,538,338,186
49035SSL008,49,035,SSL008,242.3,671.5,14.7,5.5,1.8,0,0.9,1.8,1.8,11.9,313.7,570,28.4,6.4,7.3,257.9,599.2,49.4,387.8,119.9,269.9,397.9,253.4,99.8
49035SSL009,49,035,SSL009,119,337,13,0,0,0,1,1,2,3,130,317,14,2,4,115,305,37,180,90,130,185,151,62
49035SSL010,49,035,SSL010,183,526,15,6,2,1,3,1,0,5,213,460,27,13,5,194,448,56,326,104,177,319,206,84
