GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRROM,G18USSDWIL,G18USSIMCC,G18USSLBOW,G18USSCAAL,G18USSOWRI
49051002400,49,051,002400,49.22,19.8,1.49,1.54,1.5,0.73
490510024H0,49,051,0024H0,234,77,1,10,11,1
490510030UA,49,051,0030UA,50.15,49.25,0.67,2.46,1.12,0
490510030UB,49,051,0030UB,9.38,9.21,0.13,0.46,0.21,0
490510030UC,49,051,0030UC,2.26,2.21,0.03,0.11,0.05,0
490510030UD,49,051,0030UD,71.29,70.02,0.95,3.5,1.59,0
490510030UN,49,051,0030UN,45.33,44.52,0.61,2.23,1.01,0
490510030US,49,051,0030US,265.47,252.62,3.93,13,6.94,0.36
49051003100,49,051,003100,439.02,97,9,3,20.01,6
490510031H0,49,051,0031H0,63.29,14.86,1.98,1.63,0.98,0
490510032IN,49,051,0032IN,27.73,5,0.97,1.02,6.42,0
490510032IS,49,051,0032IS,2.34,0.44,0.08,0.08,0.56,0
490510032UA,49,051,0032UA,68.4,13.68,1.95,3.26,1.95,0
490510032UB,49,051,0032UB,0,0,0,0,0,0
490510033UN,49,051,0033UN,341.83,182.13,4.94,14.57,9.82,0
490510033US,49,051,0033US,7.44,2.57,0.04,0.28,0.12,0
490510033UW,49,051,0033UW,4.04,1.35,0.03,0.15,0.14,0
490510042U0,49,051,0042U0,83.71,14.42,1,1.04,3.09,0.01
490510044E0,49,051,0044E0,14.75,2.87,0.3,0.3,1.06,0.15
490510044FS,49,051,0044FS,20.66,4.03,0.42,0.42,1.48,0.21
490510044S0,49,051,0044S0,144.11,28.11,2.92,2.94,10.25,1.46
490510044W0,49,051,0044W0,7.32,1.43,0.15,0.15,0.53,0.08
49051005430,49,051,005430,1.12,0.35,0.01,0,0.02,0.01
490510054B0,49,051,0054B0,0,0,0,0,0,0
490510054UA,49,051,0054UA,0.12,0.11,0,0,0.01,0
490510054UB,49,051,0054UB,48.78,15.29,0.36,0,0.73,0.36
490510054UC,49,051,0054UC,0.83,0.26,0.01,0,0.01,0.01
490510054UD,49,051,0054UD,35.32,11.07,0.26,0,0.53,0.26
490510054UF,49,051,0054UF,4.82,3.9,0.01,0,0.31,0.01
490510054UN,49,051,0054UN,7.98,7.81,0.01,0.02,0.58,0.01
490510054US,49,051,0054US,51.97,22.35,0.28,0.21,1.56,0.32
49051042HCE,49,051,042HCE,70.54,26.47,0.95,1.32,3.78,0.76
49051042HCW,49,051,042HCW,302.46,113.53,4.05,5.68,16.22,3.24
49051DAN000,49,051,DAN000,285,79,3,3,11,1
49051HIDE00,49,051,HIDE00,65.64,68.37,0.15,0.45,0.7,1
49051INTER0,49,051,INTER0,42,80,0,0,0,0
49051WALB00,49,051,WALB00,91,27,0,1,2,0
49051WCPC02,49,051,WCPC02,0,0,0,0,0,0
49051WCPC1I,49,051,WCPC1I,0.24,0.12,0,0,0.12,0
49051WCPC1U,49,051,WCPC1U,1.74,0.87,0,0,0.87,0
49051WCPC4I,49,051,WCPC4I,0,0,0,0,0,0
49051WCPC5I,49,051,WCPC5I,0,0,0,0,0,0
49051WCPC6I,49,051,WCPC6I,0,0,0,0,0,0
49051WCUFW0,49,051,WCUFW0,7.87,6.48,0.03,0.03,0.62,0.01
49051WTPC03,49,051,WTPC03,0,0,0,0,0,0
49053AV0051,49,053,AV0051,161.59,60.92,18.38,11.1,34.1,0
49053CNTRLN,49,053,CNTRLN,30.45,10.83,2.48,2.93,10.6,0
49053CNTRLS,49,053,CNTRLS,3.62,0.49,0.16,0.22,0.51,0
49053CO002A,49,053,CO002A,0,0,0,0,0,0
49053CO002B,49,053,CO002B,0,0,0,0,0,0
49053COAND0,49,053,COAND0,1.12,0.19,0,0.07,0.27,0
49053COCDSR,49,053,COCDSR,90.15,14.76,1.65,1.98,3.95,0
49053COCNBR,49,053,COCNBR,110.46,14.84,4.95,6.59,15.66,0
49053CODAV0,49,053,CODAV0,290.99,109.49,7.07,13.54,37.73,0
49053CODIV0,49,053,CODIV0,337.87,55.89,5.34,20.67,38.95,0
49053CODXDR,49,053,CODXDR,115.38,38.77,8.88,10.67,37.82,0
49053COGL00,49,053,COGL00,39.75,9.49,0.06,2.03,3.2,0
49053COH29C,49,053,COH29C,15.69,3.67,0.44,0.91,1.04,0
49053COH29N,49,053,COH29N,3.46,0.8,0.1,0.21,0.23,0
49053COH29S,49,053,COH29S,2.62,0.68,0.01,0.04,0.06,0
49053COHS74,49,053,COHS74,38.31,8.82,1.27,1.57,1.47,0
49053COHV28,49,053,COHV28,35.45,19.56,2.14,3.27,3.78,0
49053COLDSE,49,053,COLDSE,10.19,2.19,0.46,0.49,0.96,0
49053COLDSW,49,053,COLDSW,30.2,6.46,1.2,1.53,2.93,0
49053COLEDN,49,053,COLEDN,73.26,15.68,2.74,3.62,7.95,0
49053CONCFE,49,053,CONCFE,13.3,2.05,0.03,0.82,2.86,0
49053CONCFN,49,053,CONCFN,9.05,1.32,0.03,0.54,1.85,0
49053CONCFS,49,053,CONCFS,36.07,4.93,0.16,2.11,6.97,0
49053CONH0E,49,053,CONH0E,6.27,1.32,0.14,0.34,0.87,0
49053CONHNE,49,053,CONHNE,26.72,5.62,0.62,1.46,3.7,0
49053COPINE,49,053,COPINE,130.58,16.65,1.76,4.65,8.67,0
49053COUN01,49,053,COUN01,0,0,0,0,0,0
49053COUN03,49,053,COUN03,0,0,0,0,0,0
49053COUN04,49,053,COUN04,0,0,0,0,0,0
49053COUN05,49,053,COUN05,0,0,0,0,0,0
49053COUN06,49,053,COUN06,1.54,0.27,0,0.1,0.37,0
49053COUN07,49,053,COUN07,0,0,0,0,0,0
49053COVE00,49,053,COVE00,131.14,18.14,10.32,9.85,16.2,0
49053COWH00,49,053,COWH00,284.49,60.74,21.97,11.94,49.46,0
49053CSN28A,49,053,CSN28A,2.28,4.91,0.01,0.55,0.02,0
49053CSN28B,49,053,CSN28B,12.98,11.75,1.07,1.55,1.97,0
49053CSN28C,49,053,CSN28C,0.09,0.21,0,0.02,0,0
49053EN0082,49,053,EN0082,484.48,27.16,6.78,21.32,45.58,0
49053HIL097,49,053,HIL097,101.06,17.35,11.99,4.04,18.98,0
49053HU0052,49,053,HU0052,429.11,91.48,11.55,30.38,47.51,0
49053HU0053,49,053,HU0053,445.17,99.57,12.45,30.64,55.53,0
49053HU0054,49,053,HU0054,573.34,93.97,14.88,18.96,33.41,0
49053HU0055,49,053,HU0055,332.38,68.73,11.16,16.16,29.32,0
49053HU0056,49,053,HU0056,569,223,21,14,52,0
49053HU0057,49,053,HU0057,454.51,188.71,11.65,24.08,45.99,0
49053HU0058,49,053,HU0058,500.75,84.91,13.51,19.3,49.21,0
49053HU0060,49,053,HU0060,703.42,162.72,20.46,41.89,47.73,0
49053HU059N,49,053,HU059N,149.69,55.63,0.67,4.72,11.46,0
49053HU059S,49,053,HU059S,235.95,87.69,1.06,7.44,18.07,0
49053HU059W,49,053,HU059W,52.67,19.34,0.3,1.68,4.06,0
49053IV0076,49,053,IV0076,415.87,156.72,6.35,19.86,18.17,0
49053IV0077,49,053,IV0077,493.05,220.01,14,24,36,0
49053IV0078,49,053,IV0078,500.12,406.15,8.78,17.42,48.76,0
49053IV0079,49,053,IV0079,456.31,135.95,5.54,30.32,32.15,0
49053IV080E,49,053,IV080E,231.32,89.66,2.69,11.21,14.79,0
49053IV080W,49,053,IV080W,316.61,119.82,4.85,15.21,21.64,0
49053KOLOB0,49,053,KOLOB0,7.39,4.45,0,0.82,0.83,0
49053LA0085,49,053,LA0085,267.63,88.1,6.65,14.13,28.26,0
49053LA0086,49,053,LA0086,251.04,76.14,8.09,18.18,35.78,0
49053LA0087,49,053,LA0087,247,57,7,22,27,0
49053LASGID,49,053,LASGID,0,0,0,0,0,0
49053LE0090,49,053,LE0090,319.2,67.21,4.54,20.97,35.48,0
49053NH000N,49,053,NH000N,9.47,1.99,0.22,0.52,1.31,0
49053NH00UF,49,053,NH00UF,51.73,10.91,1.34,2.78,6.87,0
49053NH00UN,49,053,NH00UN,19.65,4.13,0.45,1.08,2.72,0
49053NH00US,49,053,NH00US,200.21,42.12,4.62,10.96,27.7,0
49053NH093I,49,053,NH093I,115.69,18.72,1.41,3.97,9.45,0
49053RC0094,49,053,RC0094,46.41,91.61,2,1.02,0.01,0
49053SC0071,49,053,SC0071,691.55,90.13,12.14,14.06,44.39,0
49053SC0072,49,053,SC0072,311.01,60.73,4.74,22.74,24.66,0
49053SC0073,49,053,SC0073,540.79,127.4,8.03,19.1,25.1,0
49053SC0074,49,053,SC0074,623.9,143.14,11.86,34.02,34.2,0
49053SCADJU,49,053,SCADJU,2.55,0.5,0.04,0.19,0.2,0
49053SG0001,49,053,SG0001,304.86,122.43,8.13,14.3,29.54,0
49053SG0002,49,053,SG0002,274.61,81.79,9.51,14.72,14.78,0
49053SG0003,49,053,SG0003,297.43,72.88,10.83,18.71,22.65,0
49053SG0004,49,053,SG0004,201,69,6,18,19,0
49053SG0005,49,053,SG0005,295,66,10,12,25,0
49053SG0006,49,053,SG0006,272,127,7,22,21,0
49053SG0007,49,053,SG0007,335,111,10,18,24,0
49053SG0008,49,053,SG0008,332,108,8,23,12,0
49053SG0009,49,053,SG0009,516,198,11,22,27,0
49053SG0010,49,053,SG0010,227,70,4,17,16,0
49053SG0012,49,053,SG0012,353,144,8,19,23,0
49053SG0013,49,053,SG0013,263,165,12,29,30,0
49053SG0014,49,053,SG0014,276.97,116.99,4,9,20,0
49053SG0015,49,053,SG0015,445.9,140.91,10.23,27.09,37.18,0
49053SG0016,49,053,SG0016,379.54,113.86,6.99,12.98,35.96,0
49053SG0017,49,053,SG0017,667.88,143.88,8.69,7.75,31.85,0
49053SG0018,49,053,SG0018,425,117,13,36,33,0
49053SG0019,49,053,SG0019,527.52,123.66,9.97,13.96,27.93,0
49053SG0020,49,053,SG0020,542.91,155.37,7.07,25.14,47.26,0
49053SG0021,49,053,SG0021,549.4,168.97,6.96,16.9,31.81,0
49053SG0022,49,053,SG0022,457.78,140.19,8.42,21.06,31.95,0
49053SG0023,49,053,SG0023,408.45,130.84,12.58,15.94,36.06,0
49053SG0024,49,053,SG0024,249.89,62.9,6.8,11.9,22.95,0
49053SG0025,49,053,SG0025,338,79,6,14,20,0
49053SG0026,49,053,SG0026,439,75,4,23,29,0
49053SG0027,49,053,SG0027,479.46,123.91,4.14,18.47,36.39,0
49053SG0028,49,053,SG0028,611,140,14,30,32,0
49053SG0029,49,053,SG0029,488.14,130.03,12,14,41.01,0
49053SG0030,49,053,SG0030,666.86,157.97,16,17,48.99,0
49053SG0031,49,053,SG0031,547,85,3,10,24,0
49053SG0032,49,053,SG0032,565,97,10,20,25,0
49053SG0033,49,053,SG0033,394,63,4,7,16,0
49053SG0034,49,053,SG0034,609.79,180.65,4.96,17.77,27.65,0
49053SG0035,49,053,SG0035,413.35,151.66,9.91,25.77,40.64,0
49053SG0036,49,053,SG0036,472,146,10,26,42,0
49053SG0037,49,053,SG0037,441,133,13,24,45,0
49053SG0038,49,053,SG0038,392.04,181.79,16.35,24.12,40.11,0
49053SG0039,49,053,SG0039,741.4,269.25,11.68,12.58,49.78,0
49053SG0040,49,053,SG0040,385.46,45.64,4.89,12.22,19.56,0
49053SG0041,49,053,SG0041,438.74,184.86,15.52,8.52,30.28,0
49053SG0042,49,053,SG0042,569.8,91.09,5.19,13.61,26.99,0
49053SG0043,49,053,SG0043,585.54,91.36,7.11,15.78,24.44,0
49053SG0044,49,053,SG0044,610.32,94.79,9.67,26.11,29.02,0
49053SG0045,49,053,SG0045,734.03,102.86,5.99,33.96,45.94,0
49053SG0046,49,053,SG0046,778.54,307.09,8.86,29.53,24.61,0
49053SG0047,49,053,SG0047,508.85,186.85,5.96,4.97,23.85,0
49053SG0048,49,053,SG0048,295.95,78.12,2.9,10.62,19.28,0
49053SG0049,49,053,SG0049,502,60,9,15,51,0
49053SG011A,49,053,SG011A,182.38,68.46,6.57,8.22,17.53,0
49053SG011B,49,053,SG011B,149.59,56.15,5.39,6.74,14.37,0
49053SGAIR0,49,053,SGAIR0,7.39,1.37,0.13,0.22,0.51,0
49053SGGUBL,49,053,SGGUBL,2.17,0,0,0,0,0
49053SGSGDB,49,053,SGSGDB,0.04,0.01,0,0,0,0
49053SP0095,49,053,SP0095,121.53,183.28,0,2.99,1.99,0
49053TQ0096,49,053,TQ0096,527.92,125.28,10.18,19.49,78.88,0
49053VI0089,49,053,VI0089,139.01,99.69,9.83,14.74,9.83,0
49053VISGID,49,053,VISGID,36.9,26.46,2.61,3.91,2.61,0
49053WA0060,49,053,WA0060,575.91,83.54,7.31,11.44,40.45,0
49053WA0061,49,053,WA0061,432.54,128.35,6.28,17.48,35.13,0
49053WA0062,49,053,WA0062,365.18,87.95,3.82,42.06,48.76,0
49053WA0063,49,053,WA0063,398,108,6,31,32,0
49053WA0064,49,053,WA0064,437.88,113.4,8.52,20.98,37.36,0
49053WA0066,49,053,WA0066,380,135,8,17,34,0
49053WA0067,49,053,WA0067,595,86,17,19,51,0
49053WA0068,49,053,WA0068,616,78,6,20,61,0
49053WA0069,49,053,WA0069,503.59,93.62,8.87,14.78,34.49,0
49053WA0070,49,053,WA0070,506.83,69.09,6.18,17.7,27.89,0
49053WA0071,49,053,WA0071,572.03,153.49,3.84,22.14,56.3,0
49053WA0072,49,053,WA0072,343,56,6,13,27,0
49053WA0073,49,053,WA0073,400.95,166.58,18.4,23.24,35.83,0
49053WA029I,49,053,WA029I,0.14,0.05,0,0,0,0
49053WA065A,49,053,WA065A,230.12,59.6,4.48,11.02,19.64,0
49053WA065B,49,053,WA065B,251.37,34.08,5.63,12.84,23.3,0
49053WASGDA,49,053,WASGDA,21.31,3.42,0.33,0.89,0.98,0
49055BI04I0,49,055,BI04I0,64.99,6.99,1.4,2.45,2.8,0
49055BI04UE,49,055,BI04UE,6.85,0.74,0.15,0.26,0.29,0
49055BI04UW,49,055,BI04UW,107.68,11.58,2.32,4.05,4.63,0
49055FR0100,49,055,FR0100,106.68,10.94,1.15,0.05,7,0
49055HA07I0,49,055,HA07I0,10.96,1.91,0,0.25,1.78,0.25
49055HA07UE,49,055,HA07UE,39.17,6.83,0,0.91,6.38,0.91
49055HA07UN,49,055,HA07UN,10.13,1.77,0,0.24,1.65,0.24
49055HA07US,49,055,HA07US,24.42,4.26,0,0.57,3.98,0.57
49055LO02I0,49,055,LO02I0,85.09,4.79,0,0.9,1.8,1.2
49055LO02UE,49,055,LO02UE,89.51,5.04,0,0.95,1.89,1.26
49055LO02UW,49,055,LO02UW,109.4,6.16,0,1.16,2.31,1.54
49055LY03I0,49,055,LY03I0,60.66,3.91,1.96,0.49,2.94,0
49055LY03UN,49,055,LY03UN,54.52,3.69,1.66,0.41,2.72,0
49055LY03US,49,055,LY03US,7.14,0.46,0.23,0.06,0.35,0
49055TE0500,49,055,TE0500,108.48,81.7,5.14,4.24,3.28,0
49055TO06I0,49,055,TO06I0,26.21,27.14,0.7,1.87,0.94,0.47
49055TO06UN,49,055,TO06UN,82.59,85.54,2.21,5.9,2.95,1.47
49055TO06US,49,055,TO06US,3.2,3.31,0.09,0.23,0.11,0.06
49057CYN001,49,057,CYN001,37,53,2,6,3,0
49057FRW001,49,057,FRW001,484.26,80.83,3.16,11.41,18.34,1.04
49057FRW002,49,057,FRW002,299.13,129.89,4.92,11.81,23.62,0.98
49057FRW003,49,057,FRW003,403.05,89.18,7.6,20.05,16.59,2.07
49057FRW004,49,057,FRW004,657.21,144.26,12.07,35.16,32.16,2.05
49057FRW03U,49,057,FRW03U,144.2,31.91,2.72,7.17,5.94,0.74
49057HPR002,49,057,HPR002,177.93,31.92,4.79,5.59,7.98,0.8
49057HPR003,49,057,HPR003,383,78,7,15,28,1
49057HPR004,49,057,HPR004,410.77,108.94,7,6,17.99,1
49057HPR005,49,057,HPR005,236.85,60.5,6.28,12.56,7.99,0.57
49057HPR006,49,057,HPR006,374.73,76.1,8.9,15.8,18.78,0.99
49057HPR01E,49,057,HPR01E,478.41,86.5,10.74,14.88,22.2,2.07
49057HPR01W,49,057,HPR01W,1.56,0.28,0.03,0.05,0.07,0.01
49057HSV001,49,057,HSV001,434.87,150.2,9.81,21.6,28.46,2.94
49057HSV002,49,057,HSV002,452.74,155.65,4.65,24.73,17.25,0.26
49057HSV004,49,057,HSV004,537.19,211.66,9.93,19.17,20.01,6.9
49057HSV03A,49,057,HSV03A,22.03,5.02,0.39,0.58,0.19,0
49057HSV03B,49,057,HSV03B,90.9,20.73,1.59,2.39,0.8,0
49057HTV001,49,057,HTV001,192.8,80.41,4.88,11.73,18.48,0.02
49057HTV02E,49,057,HTV02E,130.95,60.72,2.04,5.4,6.63,0.43
49057HTV02W,49,057,HTV02W,262.19,121.55,3.01,6.38,8.37,0.35
49057HTV2EE,49,057,HTV2EE,372.38,165.84,5.32,14.86,17.96,1.21
49057LAKE00,49,057,LAKE00,25.47,11.18,0.39,1.15,1.25,0.09
49057MSC001,49,057,MSC001,32.21,6.12,0.02,0.02,0.03,0
49057MSC002,49,057,MSC002,191.35,85.55,4.01,4.1,7.22,0.01
49057MSC003,49,057,MSC003,115.98,28.03,2.9,1.93,3.87,0
49057MSC004,49,057,MSC004,162.27,38.33,1.04,6.08,3.11,0.02
49057NOG001,49,057,NOG001,265.47,98.68,6.49,9.04,10.62,1.62
49057NOG002,49,057,NOG002,391.83,144.94,8,17.99,26.99,4
49057NOG003,49,057,NOG003,436.37,154.39,6.14,29.54,38.38,2.04
49057NOG004,49,057,NOG004,298.02,84.6,3.56,11.63,10.77,1.78
49057NOG005,49,057,NOG005,512.35,133.05,3,15.05,24.1,5
49057NOG006,49,057,NOG006,375.24,155.29,11.08,16.36,17.51,3.27
49057NOG007,49,057,NOG007,401,130,9,15,26,2
49057NOG008,49,057,NOG008,528,156,5,15,33,0
49057NOG009,49,057,NOG009,520.38,152.7,2.95,15.72,19.65,0.98
49057NOG010,49,057,NOG010,578.45,127.03,4,13,25,0
49057NOG011,49,057,NOG011,465,158,13,29,16,1
49057NOG012,49,057,NOG012,504.84,158.59,6.02,26.05,22.06,1.01
49057NOG013,49,057,NOG013,448.78,193.85,4.92,19.68,16.73,5.9
49057OGD001,49,057,OGD001,206.51,230.33,12.96,24.93,11.97,2.99
49057OGD002,49,057,OGD002,326.04,279.77,7.04,28.09,18.05,0.02
49057OGD003,49,057,OGD003,259,191,8,25,15,0
49057OGD004,49,057,OGD004,243,228,12,21,26,5
49057OGD005,49,057,OGD005,253,236,9,19,10,0
49057OGD006,49,057,OGD006,202,149,6,17,20,1
49057OGD007,49,057,OGD007,167,150,2,19,10,3
49057OGD008,49,057,OGD008,231,224,5,19,14,2
49057OGD009,49,057,OGD009,254.86,212.3,8.31,19.31,9.31,1.04
49057OGD010,49,057,OGD010,244,237,11,18,22,1
49057OGD011,49,057,OGD011,234,196,6,30,13,1
49057OGD012,49,057,OGD012,182.14,155.7,14.69,14.69,14.69,1.96
49057OGD013,49,057,OGD013,225,235,14,15,12,0
49057OGD014,49,057,OGD014,298,307,7,23,22,0
49057OGD015,49,057,OGD015,203,263,13,44,15,1
49057OGD016,49,057,OGD016,136,175,9,12,12,1
49057OGD017,49,057,OGD017,207,237,10,26,17,3
49057OGD018,49,057,OGD018,271,230,8,25,20,0
49057OGD019,49,057,OGD019,100.8,48.31,3.06,9.06,3.1,0
49057OGD020,49,057,OGD020,156.71,125.86,4.9,8.82,7.86,1.3
49057OGD021,49,057,OGD021,197,200,4,18,18,1
49057OGD022,49,057,OGD022,161,247,9,35,9,0
49057OGD023,49,057,OGD023,275,271,14,25,22,2
49057OGD024,49,057,OGD024,272.66,286.64,10.99,25.97,11.98,2
49057OGD025,49,057,OGD025,276,370,10,25,14,3
49057OGD026,49,057,OGD026,132,206,3,23,14,1
49057OGD027,49,057,OGD027,122,214,7,16,13,2
49057OGD028,49,057,OGD028,148,185,3,25,13,1
49057OGD029,49,057,OGD029,147,248,6,22,15,3
49057OGD030,49,057,OGD030,150,202,9,27,8,1
49057OGD031,49,057,OGD031,89.39,233.47,8.06,14.06,8.05,3.02
49057OGD032,49,057,OGD032,205,251,8,31,14,2
49057OGD033,49,057,OGD033,170,148,5,21,10,4
49057OGD034,49,057,OGD034,183,186,10,20,9,1
49057OGD035,49,057,OGD035,230.63,184.89,9.53,17.15,7.62,0
49057OGD036,49,057,OGD036,322.2,206.48,10.16,8.04,12.02,0.97
49057OGD037,49,057,OGD037,185,234,1,14,4,0
49057OGD038,49,057,OGD038,293,303,11,26,17,1
49057OGD039,49,057,OGD039,256.34,210.36,2.01,6.03,9.02,4
49057OGD040,49,057,OGD040,259,181,5,7,10,2
49057OGD041,49,057,OGD041,175,108,1,3,4,1
49057OGD042,49,057,OGD042,265,213,2,14,15,0
49057OGD043,49,057,OGD043,344,202,4,14,10,0
49057OGD044,49,057,OGD044,244.24,130.34,2.63,3.3,4.61,0
49057OGD045,49,057,OGD045,428.26,220.22,3.04,18.52,9.16,0.56
49057PLC001,49,057,PLC001,620.08,113.36,5.12,19.11,17.2,3
49057PLC003,49,057,PLC003,225.53,47.22,5.78,7.71,6.75,0.96
49057PLC004,49,057,PLC004,559.74,111.26,16.4,12.64,20.36,3.87
49057PLC02A,49,057,PLC02A,562.95,134.16,7.65,18.69,19.51,5.09
49057PLC02B,49,057,PLC02B,97.99,22.9,1.47,3.69,3.57,0.78
49057PLV001,49,057,PLV001,508.54,131.38,6,24,23,0
49057PLV002,49,057,PLV002,534.64,116.31,0.98,16.62,16.62,0
49057PLV003,49,057,PLV003,519.76,117.83,6.06,17.27,22.21,2.09
49057PLV004,49,057,PLV004,392.18,176.5,12.04,13.05,25.05,5.01
49057PLV005,49,057,PLV005,831,138,7,18,30,1
49057PLV006,49,057,PLV006,142.53,91.56,10.05,7.11,7.08,2
49057RIV001,49,057,RIV001,405.47,173,4.51,18.92,18.92,0.9
49057RIV002,49,057,RIV002,339.75,208.85,9.99,14.99,16.99,0
49057RIV003,49,057,RIV003,356.47,185.19,6.58,27.24,27.59,3.05
49057RIV004,49,057,RIV004,288.84,152.65,7.48,14.91,21.85,1.36
49057RIV005,49,057,RIV005,294.29,154.99,6.46,23.06,19.37,1.85
49057ROY001,49,057,ROY001,598.85,240.57,10.21,44.42,32.36,2.38
49057ROY002,49,057,ROY002,473.37,162.38,12.79,29.52,20.67,1.97
49057ROY003,49,057,ROY003,333,160,4,20,19,1
49057ROY004,49,057,ROY004,381,204,14,13,29,5
49057ROY006,49,057,ROY006,367.5,179.49,8.49,27.51,18.83,0.94
49057ROY007,49,057,ROY007,408.23,159.06,12,24,20.01,0
49057ROY008,49,057,ROY008,338.06,193.42,9.94,15.37,13.56,3.62
49057ROY009,49,057,ROY009,345.27,155.21,7.01,13.05,18.01,2
49057ROY010,49,057,ROY010,345.73,192.79,6.99,29.95,14.99,1
49057ROY011,49,057,ROY011,339.73,141.24,6,19.08,25.08,0
49057ROY012,49,057,ROY012,361.98,152.99,8,22,10,4
49057ROY013,49,057,ROY013,343.02,160.01,9,27,17,2
49057ROY014,49,057,ROY014,370.17,196.57,7.35,20.21,21.13,1.84
49057ROY015,49,057,ROY015,246,153,12,18,19,3
49057ROY016,49,057,ROY016,244,144,10,11,17,2
49057ROY017,49,057,ROY017,366.29,186.56,13.67,12.7,24.42,3.91
49057ROY018,49,057,ROY018,355,192,16,14,19,5
49057ROY019,49,057,ROY019,379.32,181.33,16.14,37.5,22.42,1.04
49057ROY05E,49,057,ROY05E,385.65,150.99,11.88,14.98,20.52,2.97
49057ROY05W,49,057,ROY05W,106.16,33.53,0.64,2.93,7.46,0.09
49057SOG001,49,057,SOG001,145.93,133.45,5.24,18.6,11.43,1.19
49057SOG002,49,057,SOG002,200.4,123.92,6.78,17.43,12.59,5.81
49057SOG004,49,057,SOG004,264.21,135.31,4.57,16.46,10.97,1.83
49057SOG005,49,057,SOG005,336.38,210.97,7.78,19.43,9.72,0.97
49057SOG006,49,057,SOG006,157,82,2,8,5,1
49057SOG007,49,057,SOG007,392.74,172.63,13.53,14.37,10.63,6.05
49057SOG008,49,057,SOG008,348.31,202.18,2.78,9.24,10.19,3.7
49057SOG009,49,057,SOG009,202.48,178.13,3.8,20.07,5.76,0.98
49057SOG010,49,057,SOG010,470.22,264.95,6.54,20.66,10.27,3.2
49057SOG011,49,057,SOG011,448.86,186.06,5.59,8.87,7.74,0.99
49057SOG012,49,057,SOG012,391.42,201.58,4.89,26.42,17.61,2.94
49057SOG03A,49,057,SOG03A,250.71,133.05,12.67,17.19,9.05,0.91
49057SOG03B,49,057,SOG03B,24.82,13.17,1.25,1.7,0.9,0.09
49057TAY001,49,057,TAY001,217.84,35.99,1.89,9.47,12.31,0
49057TAY002,49,057,TAY002,436.63,104.91,4,17.98,11.99,0
49057UIN001,49,057,UIN001,494.87,125.88,14.02,23.77,22.8,1.62
49057VLY01C,49,057,VLY01C,38.92,18.44,0.43,2.22,2.13,0.34
49057VLY01L,49,057,VLY01L,90.76,42.99,1,5.18,4.98,0.8
49057VLY01N,49,057,VLY01N,153.52,72.72,1.68,8.75,8.42,1.35
49057VLY01S,49,057,VLY01S,81.31,38.51,0.89,4.64,4.46,0.71
49057VLY01W,49,057,VLY01W,84.03,39.81,0.92,4.79,4.61,0.74
49057VLY02K,49,057,VLY02K,265.66,141.27,4.34,10.61,13.5,5.3
49057VLY02L,49,057,VLY02L,137.47,73.1,2.25,5.49,6.99,2.74
49057VLY02N,49,057,VLY02N,136.06,72.35,2.22,5.43,6.91,2.72
49057VLY03D,49,057,VLY03D,99.97,42.36,1.14,4.33,3.19,0.46
49057VLY03E,49,057,VLY03E,172.16,73.58,1.99,7.43,5.62,0.86
49057VLY03K,49,057,VLY03K,62.44,26.46,0.71,2.7,1.99,0.28
49057VLY03W,49,057,VLY03W,71.39,30.25,0.81,3.09,2.28,0.33
49057WAT001,49,057,WAT001,283.91,160.7,4.05,27.93,16,6.92
49057WAT002,49,057,WAT002,262.18,183.36,11.06,21.42,21.23,5.1
49057WAT003,49,057,WAT003,182.86,118.86,4.57,9.14,10.06,1.83
49057WAT004,49,057,WAT004,269,201,13,29,14,1
49057WAT005,49,057,WAT005,290.75,153.94,4.05,9.1,18.14,1.01
49057WAT006,49,057,WAT006,424.24,193.22,1.06,23.19,15.61,2.97
49057WCP01A,49,057,WCP01A,86.6,20.74,2.22,3.94,1.44,0.21
49057WCP01B,49,057,WCP01B,36.26,8.7,1.09,1.81,0.36,0
49057WCR002,49,057,WCR002,2,7,1,1,1,0
49057WCR01A,49,057,WCR01A,7.96,2.1,0,0.11,0.61,0
49057WCR01B,49,057,WCR01B,15.26,4.03,0,0.21,1.17,0
49057WCR01C,49,057,WCR01C,26.1,7.49,0.21,0.73,1.74,0.03
49057WCS001,49,057,WCS001,19.61,9.57,0.32,1.19,0.78,0.14
49057WCU001,49,057,WCU001,234.72,117.04,4.63,6.62,4.65,2.29
49057WCU2AC,49,057,WCU2AC,13.54,4.19,0.24,0.46,0.49,0.09
49057WCU2AE,49,057,WCU2AE,411,178.15,4.73,14.03,11.38,3.66
49057WCU2AW,49,057,WCU2AW,90.17,30.5,0.96,1.96,2.66,0.81
49057WCW01C,49,057,WCW01C,228.18,41.81,4.25,8.5,14.88,0
49057WCW01E,49,057,WCW01E,111.92,20.43,2.18,3.98,6.75,0.13
49057WCW01W,49,057,WCW01W,1.52,0.28,0.03,0.06,0.1,0
49057WCW02C,49,057,WCW02C,269.49,46.27,3.66,9.98,11.17,1.72
49057WCW02E,49,057,WCW02E,195.69,34.02,2.92,6.94,7.98,1.28
49057WCW02W,49,057,WCW02W,10.61,1.81,0.14,0.39,0.44,0.07
49057WHV001,49,057,WHV001,723,173,7,25,34,1
