GEOID,area_land,area_water,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PRECCas,G16USSDSch,G16USSRCar,G16USSAGiu,G16USSLKok,G16USSCAll
150070404013012,36010,0,0,0,0,0,0,0,0,0,0,0
150070404013013,51512,0,1.7,0.8,0.1,0.1,0,2,0.5,0,0,0.1
150070404013014,21079,0,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150070404013015,393033,0,9.1,4.2,0.3,0.4,0.1,10.5,2.5,0,0.1,0.3
150070404013016,606665,0,28.3,13.1,1,1.3,0.4,32.5,7.6,0.1,0.4,0.9
150070404013017,18982033,2972,169.3,78.4,6.1,7.7,2.4,195.1,45.1,0.3,2.8,5.9
150070404013018,215923,0,0,0,0,0,0,0,0,0,0,0
150070404013019,270395,0,12.9,6,0.5,0.7,0.3,15.3,3.1,0,0.3,0.7
150070404013020,2926462,0,66.6,30.8,2.4,3,0.9,76.4,17.9,0.1,1.1,2.2
150070404013021,7039187,199033,27.8,12.8,1,1.2,0.4,31.9,7.5,0.1,0.4,0.9
150070404013022,9412549,41884,38.2,13.4,1.1,1.3,0.8,43.4,6.7,0,0.8,1.9
150070404013023,2196807,0,15.4,6.9,0.8,0.7,0.3,17.9,4.1,0,0.4,0.7
150070404013024,236068,0,0,0,0,0,0,0,0,0,0,0
150070404013025,2753001,0,204.1,122.7,18.3,14.7,4,244.7,84.2,1.6,5.4,9.1
150070404013026,315677,0,31.8,10.8,0.9,1,0.7,36,5.3,0,0.7,1.6
150070404013027,11562411,43714,96.4,32.8,2.6,3.2,2,109.3,16.1,0,2.1,4.9
150070404013028,384713,0,0,0,0,0,0,0,0,0,0,0
150070404013029,0,147183,0,0,0,0,0,0,0,0,0,0
150070404013030,354850,0,0.6,0.2,0,0,0,0.7,0.1,0,0,0
150070404013031,1584930,0,87.2,29.6,2.3,2.9,1.8,98.9,14.5,0,1.9,4.5
150070404013032,8033,0,0,0,0,0,0,0,0,0,0,0
150070404013033,160238,0,0.9,0.3,0,0,0,1,0.1,0,0,0
150070404013034,188821,0,53.1,18.1,1.4,1.7,1.1,60.2,8.9,0,1.2,2.7
150070404013035,1440572,3257,79.1,26.9,2.1,2.6,1.6,89.7,13.2,0,1.7,4
150070404013036,46197,0,0,0,0,0,0,0,0,0,0,0
150070404013037,1162,0,0,0,0,0,0,0,0,0,0,0
150070404013038,45809,0,2.2,0.7,0.1,0.1,0,2.5,0.4,0,0,0.1
150070404013039,381829,0,0,0,0,0,0,0,0,0,0,0
150070404013040,1536,0,24.2,8.2,0.6,0.8,0.5,27.5,4,0,0.5,1.2
150070404013041,95300,0,0.4,0.1,0,0,0,0.4,0.1,0,0,0
150070404013042,276556,0,5.2,1.8,0.1,0.2,0.1,5.9,0.9,0,0.1,0.3
150070404013043,0,2288560,0,0,0,0,0,0,0,0,0,0
150070404013044,525738,0,0,0,0,0,0,0,0,0,0,0
150070404013045,190443,0,0,0,0,0,0,0,0,0,0,0
150070404013046,225482,0,0,0,0,0,0,0,0,0,0,0
150070404013047,414089,0,0,0,0,0,0,0,0,0,0,0
150070404013048,2197414,0,15.6,5.3,0.4,0.5,0.3,17.7,2.6,0,0.3,0.8
150070404013049,155847,20983,0,0,0,0,0,0,0,0,0,0
150070404013050,2066776,5877,98.7,46.2,3.5,5.2,2,117.1,24.2,0.2,2.2,5.2
150070404013051,0,15526,0,0,0,0,0,0,0,0,0,0
150070404013052,3169351,0,1.1,0.4,0,0,0,1.2,0.2,0,0,0.1
150070404013053,1266116,18590,12.1,4.1,0.3,0.4,0.3,13.7,2,0,0.3,0.6
150070404013054,2524069,0,1,0.3,0,0,0,1.2,0.2,0,0,0.1
150070404013055,13002496,0,125.9,42.8,3.4,4.1,2.6,142.8,21.1,0,2.8,6.4
150070404013056,51436080,182513,45.5,20.9,1.6,2,0.6,52.2,12.1,0.1,0.7,1.5
150070404013057,223889,0,0,0,0,0,0,0,0,0,0,0
150070404013058,194587,0,6.8,3.2,0.2,0.3,0.1,7.9,1.8,0,0.1,0.2
150070404013059,131518,0,0.4,0.2,0,0,0,0.4,0.1,0,0,0
150070404013060,1183548,0,16.9,7.8,0.6,0.8,0.2,19.4,4.5,0,0.3,0.6
150070404013061,4866922,0,29.8,13.8,1.1,1.3,0.4,34.2,8,0.1,0.5,1
150070404013062,160090,0,13.8,6.4,0.5,0.6,0.2,15.9,3.7,0,0.2,0.5
150070404013063,1740297,0,0.4,0.2,0,0,0,0.4,0.1,0,0,0
150070404013064,2517153,0,2,0.9,0.1,0.1,0,2.3,0.5,0,0,0.1
150070404013065,3481071,0,25.7,11.9,0.9,1.1,0.3,29.5,6.9,0,0.4,0.8
150070404013066,79993,0,0,0,0,0,0,0,0,0,0,0
150070404013067,2151679,0,63.5,29.4,2.3,2.8,0.8,72.9,17.1,0.1,1,2.1
150070404013068,7966,0,0,0,0,0,0,0,0,0,0,0
150070404013069,174548,0,0,0,0,0,0,0,0,0,0,0
150070404013070,60299,0,23.2,10.7,0.8,1,0.3,26.6,6.2,0,0.4,0.8
150070404013071,215023,0,0,0,0,0,0,0,0,0,0,0
150070404013072,221620,5265,0,0,0,0,0,0,0,0,0,0
150070404013073,27942,0,0,0,0,0,0,0,0,0,0,0
150070404013074,241768,0,4.9,2.3,0.2,0.2,0.1,5.7,1.3,0,0.1,0.2
150070404013075,235354,0,0,0,0,0,0,0,0,0,0,0
150070404013076,388889,0,13.1,6.1,0.5,0.6,0.2,15.1,3.5,0,0.2,0.4
150070404013077,180558,0,4.8,2.2,0.2,0.2,0.1,5.5,1.3,0,0.1,0.2
150070404013078,1087889,0,0,0,0,0,0,0,0,0,0,0
150070404013079,64615,0,0,0,0,0,0,0,0,0,0,0
150070404013080,195403,0,1.7,0.8,0.1,0.1,0,2,0.5,0,0,0.1
150070404013081,633507,0,0,0,0,0,0,0,0,0,0,0
150070404013082,90681,0,0,0,0,0,0,0,0,0,0,0
150070404013083,1527866,0,1.3,0.6,0,0.1,0,1.5,0.4,0,0,0
150070404013084,3906126,0,6,3.1,0.3,0.4,0.1,6.8,2,0,0.3,0.2
150070404013085,1616,0,0,0,0,0,0,0,0,0,0,0
150070404013086,252934,0,14.8,7.7,0.7,0.9,0.2,16.9,4.9,0,0.7,0.5
150070404013087,443888,0,0,0,0,0,0,0,0,0,0,0
150070404013088,0,219927,0,0,0,0,0,0,0,0,0,0
150070404013089,21451043,10470,283.7,131.1,10.3,12.6,3.8,325.6,76.3,0.5,4.5,9.4
150070404013090,0,47283,0,0,0,0,0,0,0,0,0,0
150070404013091,2053441,34956,0.4,0.2,0,0,0,0.4,0.1,0,0,0
150070404013092,259776,0,4,1.8,0.1,0.2,0.1,4.6,1.1,0,0.1,0.1
150070404013093,218688,0,0,0,0,0,0,0,0,0,0,0
150070404013094,0,442349,0,0,0,0,0,0,0,0,0,0
150070404013095,0,21363,0,0,0,0,0,0,0,0,0,0
150070404013096,0,725674,0,0,0,0,0,0,0,0,0,0
150070404013097,0,60,0,0,0,0,0,0,0,0,0,0
150070404013098,0,880808,0,0,0,0,0,0,0,0,0,0
150070404013099,0,51049,0,0,0,0,0,0,0,0,0,0
150070404013100,0,26738,0,0,0,0,0,0,0,0,0,0
150070404013101,37705,0,18.5,8.5,0.7,0.8,0.2,21.2,5,0,0.3,0.6
150070404013102,0,164963,0,0,0,0,0,0,0,0,0,0
150070404013103,0,3020896,0,0,0,0,0,0,0,0,0,0
150070404013104,9281,0,0,0,0,0,0,0,0,0,0,0
150070404021000,10242,0,0.4,0.2,0,0,0,0.4,0.1,0,0,0
150070404021001,1906941,0,4.8,2.2,0.2,0.2,0.1,5.5,1.3,0,0.1,0.2
150070404021002,13478,0,11.2,5.2,0.4,0.5,0.1,12.9,3,0,0.2,0.4
150070404021003,26318,0,6.7,3.1,0.2,0.3,0.1,7.6,1.8,0,0.1,0.2
150070404021004,22976,0,0,0,0,0,0,0,0,0,0,0
150070404021005,22799,0,0,0,0,0,0,0,0,0,0,0
150070404021006,15437,0,0,0,0,0,0,0,0,0,0,0
150070404021007,1440,0,0,0,0,0,0,0,0,0,0,0
150070404021008,45778,0,0,0,0,0,0,0,0,0,0,0
150070404021009,793983,0,9.5,4.4,0.3,0.4,0.1,10.9,2.6,0,0.2,0.3
150070404021010,149922,0,0,0,0,0,0,0,0,0,0,0
150070404021011,190605,0,5.7,2.6,0.2,0.3,0.1,6.6,1.5,0,0.1,0.2
150070404021012,26918,0,0,0,0,0,0,0,0,0,0,0
150070404021013,130341,0,0,0,0,0,0,0,0,0,0,0
150070404021014,22696,0,0.8,0.4,0,0,0,0.9,0.2,0,0,0
150070404021015,845754,0,55.1,25.5,2,2.4,0.7,63.2,14.8,0.1,0.9,1.8
150070404021016,13900,0,0.5,0.2,0,0,0,0.5,0.1,0,0,0
150070404021017,15789,0,6.1,2.8,0.2,0.3,0.1,7,1.6,0,0.1,0.2
150070404021018,15036,0,0,0,0,0,0,0,0,0,0,0
150070404021019,39250,0,7,3.3,0.3,0.3,0.1,8.1,1.9,0,0.1,0.2
150070404021020,18463,0,0,0,0,0,0,0,0,0,0,0
150070404021021,8028,0,0,0,0,0,0,0,0,0,0,0
150070404022000,139073,0,0,0,0,0,0,0,0,0,0,0
150070404022001,439599,0,33.7,15.6,1.2,1.5,0.4,38.7,9.1,0.1,0.5,1.1
150070404022002,65540,0,68.3,31.6,2.5,3,0.9,78.4,18.4,0.1,1.1,2.3
150070404022003,582797,5433,25.9,12,0.9,1.1,0.3,29.7,7,0,0.4,0.9
150070404022004,118298,0,25.7,11.9,0.9,1.1,0.3,29.5,6.9,0,0.4,0.8
150070404022005,136228,11493,8.2,3.8,0.3,0.4,0.1,9.4,2.2,0,0.1,0.3
150070404022006,36722,0,21.9,10.1,0.8,1,0.3,25.1,5.9,0,0.3,0.7
150070404022007,9561,0,0,0,0,0,0,0,0,0,0,0
150070404022008,226080,0,36.9,17.1,1.3,1.6,0.5,42.4,9.9,0.1,0.6,1.2
150070404022009,11705,0,0,0,0,0,0,0,0,0,0,0
150070404022010,21767,0,0,0,0,0,0,0,0,0,0,0
150070404022011,34349,0,0,0,0,0,0,0,0,0,0,0
150070404022012,40993,0,128.2,59.3,4.6,5.7,1.7,147.2,34.5,0.2,2,4.2
150070404022013,43070,0,0,0,0,0,0,0,0,0,0,0
150070404022014,17973,0,3.6,1.7,0.1,0.2,0,4.1,1,0,0.1,0.1
150070405001000,461020,0,25.7,12,0.9,1.4,0.5,30.6,6.3,0.1,0.6,1.4
150070405001001,13757,0,2.1,1,0.1,0.1,0,2.5,0.5,0,0,0.1
150070405001002,13824,0,4.3,2,0.2,0.2,0.1,5.1,1,0,0.1,0.2
150070405001003,13786,0,0,0,0,0,0,0,0,0,0,0
150070405001004,73093,0,29.2,13.6,1,1.5,0.6,34.6,7.1,0.1,0.6,1.5
150070405001005,33363,0,0,0,0,0,0,0,0,0,0,0
150070405001006,64229,0,38.6,18.1,1.4,2,0.8,45.8,9.4,0.1,0.8,2
150070405001007,519118,27422,3.7,1.7,0.1,0.2,0.1,4.4,0.9,0,0.1,0.2
150070405001008,40217,0,41.3,19.3,1.5,2.2,0.8,49.1,10.1,0.1,0.9,2.2
150070405001009,7771,0,0,0,0,0,0,0,0,0,0,0
150070405001010,14761,0,0,0,0,0,0,0,0,0,0,0
150070405001011,15469,0,30,14,1.1,1.6,0.6,35.6,7.3,0.1,0.7,1.6
150070405001012,17505,0,3,1.4,0.1,0.2,0.1,3.6,0.7,0,0.1,0.2
150070405001013,8048,0,5.1,2.4,0.2,0.3,0.1,6.1,1.3,0,0.1,0.3
150070405001014,4169,0,0,0,0,0,0,0,0,0,0,0
150070405001015,14013,0,0,0,0,0,0,0,0,0,0,0
150070405001016,13984,0,12.9,6,0.5,0.7,0.3,15.3,3.1,0,0.3,0.7
150070405001017,14811,0,0,0,0,0,0,0,0,0,0,0
150070405001018,128955,0,33.4,15.6,1.2,1.8,0.7,39.7,8.2,0.1,0.7,1.8
150070405001019,60011,0,0,0,0,0,0,0,0,0,0,0
150070405001020,35778,0,6,2.8,0.2,0.3,0.1,7.1,1.5,0,0.1,0.3
150070405002000,8712,0,0,0,0,0,0,0,0,0,0,0
150070405002001,702883,892,5.7,2.6,0.2,0.3,0.1,6.6,1.5,0,0.1,0.2
150070405002002,11478,0,0,0,0,0,0,0,0,0,0,0
150070405002003,29032,0,35.6,16.7,1.3,1.9,0.7,42.3,8.7,0.1,0.8,1.9
150070405002004,20852,0,0,0,0,0,0,0,0,0,0,0
150070405002005,2487,0,37.7,17.7,1.3,2,0.8,44.8,9.2,0.1,0.8,2
150070405002006,7285,0,0,0,0,0,0,0,0,0,0,0
150070405002007,2425,0,0,0,0,0,0,0,0,0,0,0
150070405002008,35731,0,0,0,0,0,0,0,0,0,0,0
150070405002009,34566,0,0,0,0,0,0,0,0,0,0,0
150070405002010,26104,0,0,0,0,0,0,0,0,0,0,0
150070405003000,41960,0,19.6,9.1,0.7,0.9,0.3,22.5,5.3,0,0.3,0.6
150070405003001,154043,0,3.2,1.5,0.1,0.1,0,3.7,0.9,0,0.1,0.1
150070405003002,207460,0,12.9,6,0.5,0.6,0.2,14.8,3.5,0,0.2,0.4
150070405003003,13513,0,0,0,0,0,0,0,0,0,0,0
150070405003004,9901,0,0,0,0,0,0,0,0,0,0,0
150070405003005,3505,0,0,0,0,0,0,0,0,0,0,0
150070405003006,16955,0,0,0,0,0,0,0,0,0,0,0
150070405003007,6444,0,7,3.3,0.3,0.3,0.1,8.1,1.9,0,0.1,0.2
150070405003008,40421,0,3.6,1.7,0.1,0.2,0,4.1,1,0,0.1,0.1
150070405003009,9987,0,10.3,4.7,0.4,0.5,0.1,11.8,2.8,0,0.2,0.3
150070405003010,663094,886,41.6,19.5,1.5,2.2,0.8,49.4,10.2,0.1,0.9,2.2
150070405003011,9918,0,0,0,0,0,0,0,0,0,0,0
150070405003012,31026,0,5.3,2.5,0.2,0.2,0.1,6.1,1.4,0,0.1,0.2
150070405003013,126699,0,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150070405003014,25922,0,0,0,0,0,0,0,0,0,0,0
150070405003015,17840,0,0,0,0,0,0,0,0,0,0,0
150070405003016,23798,0,48.1,22.3,1.7,2.1,0.6,55.2,12.9,0.1,0.8,1.6
150070405004000,27873,0,0,0,0,0,0,0,0,0,0,0
150070405004001,37338,0,20.6,9.6,0.7,1.1,0.4,24.4,5,0.1,0.5,1.1
150070405004002,38155,0,13.7,6.4,0.5,0.7,0.3,16.3,3.4,0,0.3,0.7
150070405004003,466230,0,17.5,8.2,0.6,0.9,0.4,20.8,4.3,0,0.4,0.9
150070405004004,1175508,0,7.7,3.6,0.3,0.4,0.2,9.2,1.9,0,0.2,0.4
150070405004005,1023445,0,251.3,117.6,9,13.3,5.1,298.4,61.4,0.6,5.5,13.3
150070405004006,0,11614,7.5,2.6,0.2,0.2,0.2,8.5,1.3,0,0.2,0.4
150070405004007,0,136022,0,0,0,0,0,0,0,0,0,0
150070405004008,4087581,0,43.3,20.3,1.5,2.3,0.9,51.4,10.6,0.1,0.9,2.3
150070405004009,1025784,0,68.2,31.9,2.4,3.6,1.4,81,16.7,0.2,1.5,3.6
150070405004010,35722,0,13.7,6.4,0.5,0.7,0.3,16.3,3.4,0,0.3,0.7
150070405004011,60043,0,0,0,0,0,0,0,0,0,0,0
150070405004012,27526,0,0,0,0,0,0,0,0,0,0,0
150070405004013,1451404,20836,15,7,0.5,0.8,0.3,17.8,3.7,0,0.3,0.8
150070405004014,0,850993,0,0,0,0,0,0,0,0,0,0
150070405004015,0,1782517,0,0,0,0,0,0,0,0,0,0
150070405004016,0,39973,0,0,0,0,0,0,0,0,0,0
150070405004017,0,41383,0,0,0,0,0,0,0,0,0,0
150070405004018,0,874864,0,0,0,0,0,0,0,0,0,0
150070405004019,195888,0,0,0,0,0,0,0,0,0,0,0
150070405004020,49890,0,4.3,2,0.2,0.2,0.1,5.1,1,0,0.1,0.2
150070405004021,17721,0,3.1,1.4,0.1,0.2,0.1,3.7,0.8,0,0.1,0.2
150070405004022,50513,0,2.1,1,0.1,0.1,0,2.5,0.5,0,0,0.1
150070405004023,56524,0,2.1,1,0.1,0.1,0,2.5,0.5,0,0,0.1
150070405004024,14525,0,1.7,0.8,0.1,0.1,0,2,0.4,0,0,0.1
150070405004025,48724,0,0,0,0,0,0,0,0,0,0,0
150070405004026,17298,0,0,0,0,0,0,0,0,0,0,0
150070405004027,28060,0,0,0,0,0,0,0,0,0,0,0
150070405004028,16102,0,0,0,0,0,0,0,0,0,0,0
150070405004029,8700,0,4.3,2,0.2,0.2,0.1,5.1,1,0,0.1,0.2
150070405004030,121333,0,50.6,23.7,1.8,2.7,1,60.1,12.4,0.1,1.1,2.7
150070405004031,18111,0,0,0,0,0,0,0,0,0,0,0
150070405004032,26966,0,0,0,0,0,0,0,0,0,0,0
150070405004033,44097,0,0,0,0,0,0,0,0,0,0,0
150070405004034,662410,44008,120.9,56.6,4.3,6.4,2.5,143.6,29.6,0.3,2.7,6.4
150070405004035,249487,0,62.6,29.3,2.2,3.3,1.3,74.3,15.3,0.2,1.4,3.3
150070405004036,23329,0,12.9,6,0.5,0.7,0.3,15.3,3.1,0,0.3,0.7
150070405004037,78950,0,3.4,1.6,0.1,0.2,0.1,4.1,0.8,0,0.1,0.2
150070405004038,25230,0,0,0,0,0,0,0,0,0,0,0
150070405004039,17577,0,0,0,0,0,0,0,0,0,0,0
150070405004040,68584,0,0.9,0.4,0,0,0,1,0.2,0,0,0
150070405004041,29061,0,0,0,0,0,0,0,0,0,0,0
150070405004042,44708,0,30.9,14.4,1.1,1.6,0.6,36.7,7.5,0.1,0.7,1.6
150070405004043,267712,0,26.3,12.1,0.9,1.2,0.3,30.1,7.1,0,0.4,0.9
150070405004044,112246,0,12,5.5,0.4,0.5,0.2,13.8,3.2,0,0.2,0.4
150070405004045,56826,0,0,0,0,0,0,0,0,0,0,0
150070405004046,173130,0,0,0,0,0,0,0,0,0,0,0
150070405004047,90915,0,0,0,0,0,0,0,0,0,0,0
150070405004048,1019,0,0.8,0.4,0,0,0,0.9,0.2,0,0,0
150070405004049,4554,0,0,0,0,0,0,0,0,0,0,0
150070406031000,42512,0,5.6,2.7,0.3,0.4,0.1,6.4,2,0,0.2,0.2
150070406031001,1017616,0,2.7,1.3,0.1,0.2,0,3,0.9,0,0.1,0.1
150070406031002,16135,0,11.6,5.5,0.6,0.9,0.2,13.2,4.1,0,0.4,0.4
150070406031003,68735,0,44.4,21.1,2.4,3.5,0.8,50.7,15.8,0.1,1.4,1.6
150070406031004,252614,0,21.9,10.4,1.2,1.7,0.4,25,7.8,0.1,0.7,0.8
150070406031005,0,70873,0,0,0,0,0,0,0,0,0,0
150070406031006,21643,0,0,0,0,0,0,0,0,0,0,0
150070406031007,40295,0,0,0,0,0,0,0,0,0,0,0
150070406031008,167793,0,0,0,0,0,0,0,0,0,0,0
150070406031009,1359180,0,0,0,0,0,0,0,0,0,0,0
150070406031010,0,2764884,0,0,0,0,0,0,0,0,0,0
150070406031011,0,547247,19,9,1,1.5,0.3,21.6,6.7,0.1,0.6,0.7
150070406031012,0,10400,0,0,0,0,0,0,0,0,0,0
150070406032000,0,3798,0,0,0,0,0,0,0,0,0,0
150070406032001,199631,0,0,0,0,0,0,0,0,0,0,0
150070406032002,1653910,0,32.1,16.6,1.4,2,0.5,36.5,10.6,0.1,1.4,1.1
150070406032003,0,1029,0,0,0,0,0,0,0,0,0,0
150070406032004,4015240,0,0,0,0,0,0,0,0,0,0,0
150070406032005,111057,0,0,0,0,0,0,0,0,0,0,0
150070406032006,0,22662,0,0,0,0,0,0,0,0,0,0
150070406032007,15707,0,3.8,2,0.2,0.2,0.1,4.4,1.3,0,0.2,0.1
150070406032008,0,1532291,11.3,5.3,0.6,0.9,0.2,12.9,4,0,0.3,0.4
150070406032009,1912607,0,16,7.6,0.9,1.3,0.3,18.3,5.7,0,0.5,0.6
150070406032010,71997,0,2.3,1.1,0.1,0.2,0,2.7,0.8,0,0.1,0.1
150070406032011,12729170,63499,16,7.6,0.9,1.3,0.3,18.3,5.7,0,0.5,0.6
150070406032012,356819,0,1.5,0.7,0.1,0.1,0,1.7,0.5,0,0,0.1
150070406032013,1285764,0,34.7,16.4,1.9,2.7,0.6,39.6,12.3,0.1,1.1,1.2
150070406032014,0,2016091,0,0,0,0,0,0,0,0,0,0
150070406032015,107089,0,0,0,0,0,0,0,0,0,0,0
150070406032016,822147,0,28.7,13.6,1.5,2.3,0.5,32.8,10.2,0.1,0.9,1
150070406032017,307879,0,1.2,0.6,0.1,0.1,0,1.4,0.4,0,0,0
150070406032018,2440191,0,27.6,13.1,1.5,2.2,0.5,31.5,9.8,0.1,0.8,1
150070406032019,86290,0,5.9,2.8,0.3,0.5,0.1,6.8,2.1,0,0.2,0.2
150070406032020,180971,0,0,0,0,0,0,0,0,0,0,0
150070406032021,569068,0,13,6.2,0.7,1,0.2,14.9,4.6,0,0.4,0.5
150070406032022,476268,0,13,6.2,0.7,1,0.2,14.9,4.6,0,0.4,0.5
150070406032023,508173,0,1.5,0.7,0.1,0.1,0,1.7,0.5,0,0,0.1
150070406032024,44210,0,31.1,14.7,1.7,2.5,0.5,35.5,11.1,0.1,1,1.1
150070406032025,2219656,8744,173.9,82.4,9.3,13.8,3.1,198.5,61.8,0.5,5.4,6.3
150070406032026,2116923,0,69.9,33.1,3.8,5.5,1.2,79.8,24.8,0.2,2.2,2.5
150070406032027,128172,0,16,7.6,0.9,1.3,0.3,18.3,5.7,0,0.5,0.6
150070406032028,83079,0,18.4,8.7,1,1.5,0.3,21,6.5,0,0.6,0.7
150070406032029,434259,0,34.4,16.3,1.8,2.7,0.6,39.2,12.2,0.1,1.1,1.2
150070406032030,379636,0,0,0,0,0,0,0,0,0,0,0
150070406032031,244316,0,14.5,6.9,0.8,1.1,0.3,16.6,5.2,0,0.4,0.5
150070406032032,351989,0,0,0,0,0,0,0,0,0,0,0
150070406032033,6787,0,0,0,0,0,0,0,0,0,0,0
150070406032034,76825,0,0,0,0,0,0,0,0,0,0,0
150070406032035,215071,0,0,0,0,0,0,0,0,0,0,0
150070406032036,29917,0,0,0,0,0,0,0,0,0,0,0
150070406032037,42820,0,0,0,0,0,0,0,0,0,0,0
150070406032038,135755,0,81.2,38.5,4.4,6.4,1.4,92.7,28.8,0.2,2.5,2.9
150070406032039,63862,0,0,0,0,0,0,0,0,0,0,0
150070406032040,42978,0,0,0,0,0,0,0,0,0,0,0
150070406032041,73116,0,17.2,8.1,0.9,1.4,0.3,19.6,6.1,0,0.5,0.6
150070406032042,79885,0,0,0,0,0,0,0,0,0,0,0
150070406032043,4213,0,0,0,0,0,0,0,0,0,0,0
150070406032044,5377,0,0,0,0,0,0,0,0,0,0,0
150070406032045,3258660,0,40.9,19.4,2.2,3.2,0.7,46.7,14.5,0.1,1.3,1.5
150070406032046,59585,0,27,12.8,1.4,2.1,0.5,30.8,9.6,0.1,0.8,1
150070406032047,83879,0,66.1,31.3,3.5,5.2,1.2,75.4,23.5,0.2,2,2.4
150070406032048,130929,0,0,0,0,0,0,0,0,0,0,0
150070406032049,71220,0,0,0,0,0,0,0,0,0,0,0
150070406032050,36256,0,0,0,0,0,0,0,0,0,0,0
150070406041000,1061895,0,0.9,0.4,0,0.1,0,1,0.3,0,0,0
150070406041001,297477,0,0,0,0,0,0,0,0,0,0,0
150070406041002,311388,15451,0.5,0.2,0,0,0,0.5,0.2,0,0,0
150070406041003,140113,0,10.5,5.5,0.5,0.7,0.2,12,3.5,0,0.5,0.4
150070406041004,15369,0,2.4,1.2,0.1,0.2,0,2.7,0.8,0,0.1,0.1
150070406041005,166712,0,68,35.2,3,4.3,1.1,77.4,22.4,0.2,3,2.3
150070406041006,928623,0,0,0,0,0,0,0,0,0,0,0
150070406041007,1531026,18475,7.2,3.7,0.3,0.5,0.1,8.2,2.4,0,0.3,0.2
150070406041008,185332,0,0,0,0,0,0,0,0,0,0,0
150070406041009,1966172,117998,50.8,26.3,2.2,3.2,0.8,57.8,16.7,0.2,2.2,1.8
150070406041010,253883,0,3.4,1.7,0.1,0.2,0.1,3.8,1.1,0,0.1,0.1
150070406041011,237978,25751,30.7,15.9,1.3,1.9,0.5,34.9,10.1,0.1,1.3,1.1
150070406041012,128655,0,25.2,11.9,1.4,2,0.4,28.7,8.9,0.1,0.8,0.9
150070406041013,100897,0,0,0,0,0,0,0,0,0,0,0
150070406041014,455201,0,0,0,0,0,0,0,0,0,0,0
150070406041015,345743,33481,22.8,10.8,1.2,1.8,0.4,26,8.1,0.1,0.7,0.8
150070406041016,22449,0,0,0,0,0,0,0,0,0,0,0
150070406041017,24006,0,7.4,3.5,0.4,0.6,0.1,8.5,2.6,0,0.2,0.3
150070406041018,21047,0,0,0,0,0,0,0,0,0,0,0
150070406041019,39006,12745,0,0,0,0,0,0,0,0,0,0
150070406041020,87038,0,0,0,0,0,0,0,0,0,0,0
150070406041021,56739,0,8.3,3.9,0.4,0.7,0.1,9.5,2.9,0,0.3,0.3
150070406041022,40040,0,0,0,0,0,0,0,0,0,0,0
150070406041023,47249,0,0,0,0,0,0,0,0,0,0,0
150070406041024,113641,0,0,0,0,0,0,0,0,0,0,0
150070406042000,0,7311,0,0,0,0,0,0,0,0,0,0
150070406042001,1345807,0,34.4,16.3,1.8,2.7,0.6,39.2,12.2,0.1,1.1,1.2
150070406042002,0,38657,0,0,0,0,0,0,0,0,0,0
150070406042003,3636490,160919,3.8,1.8,0.2,0.3,0.1,4.4,1.4,0,0.1,0.1
150070406042004,75681,0,125.6,63.1,6.3,8.8,1.8,147.1,41.3,0.2,3.3,3.9
150070406042005,17580,0,1.5,0.7,0.1,0.1,0,1.7,0.5,0,0,0.1
150070406042006,170740,0,4.2,2,0.2,0.3,0.1,4.8,1.5,0,0.1,0.2
150070406042007,14465,0,0.6,0.3,0,0,0,0.7,0.2,0,0,0
150070406042008,153819,0,22.3,11.2,1.1,1.6,0.3,26.1,7.3,0,0.6,0.7
150070406042009,24833,0,20.7,10.4,1,1.4,0.3,24.2,6.8,0,0.5,0.6
150070406042010,8558,0,28.9,14.5,1.4,2,0.4,33.9,9.5,0.1,0.8,0.9
150070406042011,0,1549479,0,0,0,0,0,0,0,0,0,0
150070406042012,0,89709,0,0,0,0,0,0,0,0,0,0
150070406042013,139477,0,23.4,11.1,1.3,1.9,0.4,26.7,8.3,0.1,0.7,0.8
150070406042014,13161,0,0,0,0,0,0,0,0,0,0,0
150070406042015,27564,0,3.3,1.5,0.2,0.3,0.1,3.7,1.2,0,0.1,0.1
150070406042016,8857,0,0,0,0,0,0,0,0,0,0,0
150070406042017,349458,0,1.9,0.9,0.1,0.2,0,2.2,0.7,0,0.1,0.1
150070406042018,2957694,2945,26.4,12.5,1.4,2.1,0.5,30.1,9.4,0.1,0.8,1
150070406042019,52348,0,0,0,0,0,0,0,0,0,0,0
150070406042020,39602,0,0,0,0,0,0,0,0,0,0,0
150070406042021,1419,0,14.2,6.7,0.8,1.1,0.3,16.2,5.1,0,0.4,0.5
150070406042022,0,44771,0.3,0.1,0,0,0,0.3,0.1,0,0,0
150070406042023,1173595,0,10.4,4.9,0.6,0.8,0.2,11.8,3.7,0,0.3,0.4
150070406042024,438348,0,26.1,12.4,1.4,2.1,0.5,29.8,9.3,0.1,0.8,0.9
150070406042025,13575,0,18.1,8.6,1,1.4,0.3,20.6,6.4,0,0.6,0.7
150070406042026,26469,0,3.9,1.8,0.2,0.3,0.1,4.4,1.4,0,0.1,0.1
150070406042027,40827,0,12.7,6,0.7,1,0.2,14.5,4.5,0,0.4,0.5
150070406042028,187427,0,0,0,0,0,0,0,0,0,0,0
150070406042029,1230194,907,0,0,0,0,0,0,0,0,0,0
