GEOID,area_land,area_water,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PRECCas,G16USSDSch,G16USSRCar,G16USSAGiu,G16USSLKok,G16USSCAll
150010212041021,0,434381,0,0,0,0,0,0,0,0,0,0
150010212041022,4339920,0,2.4,0.9,0.2,0.1,0.1,2.7,0.7,0,0.1,0.1
150010212041023,6896029,0,0,0,0,0,0,0,0,0,0,0
150010212041024,7352,0,0,0,0,0,0,0,0,0,0,0
150010212041025,24603,0,0.8,0.3,0.1,0,0,0.9,0.2,0,0,0
150010212041026,30012792,0,7.4,2.9,0.7,0.4,0.2,8.4,2.3,0.1,0.3,0.2
150010212041027,263813,0,0.8,0.3,0.1,0,0,0.9,0.2,0,0,0
150010212041028,6403738,0,0,0,0,0,0,0,0,0,0,0
150010212041029,42816,0,0,0,0,0,0,0,0,0,0,0
150010212041030,15410,0,0,0,0,0,0,0,0,0,0,0
150010212041031,1188049,0,2.5,1,0.2,0.1,0.1,2.8,0.8,0,0.1,0.1
150010212041032,664851,0,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150010212041033,23822,0,2.2,0.9,0.2,0.1,0.1,2.5,0.7,0,0.1,0.1
150010212041034,1283349,0,0.1,0,0,0,0,0.1,0,0,0,0
150010212041035,0,86697,0,0,0,0,0,0,0,0,0,0
150010212041036,2965009,0,0.4,0.1,0,0,0,0.4,0.1,0,0,0
150010212042000,277263,0,0,0,0,0,0,0,0,0,0,0
150010212042001,14643918,0,6.1,4.5,0.7,0.4,0.1,6.9,3.2,0.1,0.5,0.4
150010212042002,4049494,0,0,0,0,0,0,0,0,0,0,0
150010212042003,536809,0,0,0,0,0,0,0,0,0,0,0
150010212042004,188959,0,0,0,0,0,0,0,0,0,0,0
150010212042005,453545,0,26.2,19.3,3.1,1.5,0.5,29.9,13.9,0.5,2,1.9
150010212042006,3173222,0,8.4,6.2,1,0.5,0.2,9.6,4.5,0.2,0.6,0.6
150010212042007,182662,0,0,0,0,0,0,0,0,0,0,0
150010212042008,183619,0,0.3,0.2,0,0,0,0.3,0.2,0,0,0
150010212042009,363663,0,9.3,6.8,1.1,0.5,0.2,10.6,4.9,0.2,0.7,0.7
150010212042010,183893,0,0,0,0,0,0,0,0,0,0,0
150010212042011,183400,0,0,0,0,0,0,0,0,0,0,0
150010212042012,182871,0,0.4,0.3,0,0,0,0.5,0.2,0,0,0
150010212042013,369387,0,0,0,0,0,0,0,0,0,0,0
150010212042014,364182,0,0,0,0,0,0,0,0,0,0,0
150010212042015,94411,0,2.8,2.1,0.3,0.2,0.1,3.2,1.5,0.1,0.2,0.2
150010212042016,158482,0,0,0,0,0,0,0,0,0,0,0
150010212042017,547382,0,0.5,0.4,0.1,0,0,0.6,0.3,0,0,0
150010212042018,159296,0,6.2,4.6,0.7,0.4,0.1,7.1,3.3,0.1,0.5,0.5
150010212042019,183342,0,0,0,0,0,0,0,0,0,0,0
150010212042020,183038,0,0,0,0,0,0,0,0,0,0,0
150010212042021,183046,0,0,0,0,0,0,0,0,0,0,0
150010212042022,183626,0,0,0,0,0,0,0,0,0,0,0
150010212042023,158892,0,0,0,0,0,0,0,0,0,0,0
150010212042024,158278,0,0,0,0,0,0,0,0,0,0,0
150010212042025,158326,0,6.8,5,0.8,0.4,0.1,7.7,3.6,0.1,0.5,0.5
150010212042026,159310,0,0,0,0,0,0,0,0,0,0,0
150010212042027,416399,0,6.9,5.1,0.8,0.4,0.1,7.9,3.7,0.1,0.5,0.5
150010212042028,234803,0,0,0,0,0,0,0,0,0,0,0
150010212042029,268963,0,28,20.6,3.4,1.7,0.6,32,14.9,0.5,2.1,2.1
150010212042030,183862,0,0,0,0,0,0,0,0,0,0,0
150010212042031,183005,0,0,0,0,0,0,0,0,0,0,0
150010212042032,183097,0,0,0,0,0,0,0,0,0,0,0
150010212042033,182663,0,0.4,0.3,0,0,0,0.5,0.2,0,0,0
150010212042034,183411,0,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150010212042035,182784,0,0,0,0,0,0,0,0,0,0,0
150010212042036,182758,0,1.6,1.2,0.2,0.1,0,1.8,0.8,0,0.1,0.1
150010212042037,182833,0,0,0,0,0,0,0,0,0,0,0
150010212042038,183358,0,0,0,0,0,0,0,0,0,0,0
150010212042039,183608,0,0.4,0.3,0,0,0,0.5,0.2,0,0,0
150010212042040,183128,0,0.7,0.5,0.1,0,0,0.8,0.4,0,0.1,0.1
150010212042041,183103,0,1.3,1,0.2,0.1,0,1.5,0.7,0,0.1,0.1
150010212042042,267741,0,0,0,0,0,0,0,0,0,0,0
150010212042043,269053,0,4.3,3.2,0.5,0.3,0.1,4.9,2.3,0.1,0.3,0.3
150010212042044,182838,0,0,0,0,0,0,0,0,0,0,0
150010212042045,183323,0,0.9,0.7,0.1,0.1,0,1,0.5,0,0.1,0.1
150010212042046,183248,0,0,0,0,0,0,0,0,0,0,0
150010212042047,183609,0,0,0,0,0,0,0,0,0,0,0
150010212042048,182644,0,9,6.6,1.1,0.5,0.2,10.2,4.8,0.2,0.7,0.7
150010212042049,182621,0,2.3,1.7,0.3,0.1,0,2.6,1.2,0,0.2,0.2
150010212042050,183030,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0
150010212042051,183871,0,0.8,0.6,0.1,0,0,0.9,0.4,0,0.1,0.1
150010212042052,181849,0,0,0,0,0,0,0,0,0,0,0
150010212042053,182696,0,0,0,0,0,0,0,0,0,0,0
150010212042054,182106,0,0,0,0,0,0,0,0,0,0,0
150010212042055,268900,0,0,0,0,0,0,0,0,0,0,0
150010212042056,269976,0,0,0,0,0,0,0,0,0,0,0
150010212042057,182567,0,0.6,0.4,0.1,0,0,0.7,0.3,0,0,0
150010212042058,182994,0,0,0,0,0,0,0,0,0,0,0
150010212042059,183085,0,1,0.7,0.1,0.1,0,1.1,0.5,0,0.1,0.1
150010212042060,183226,0,0,0,0,0,0,0,0,0,0,0
150010212042061,183251,0,0.4,0.3,0,0,0,0.5,0.2,0,0,0
150010212042062,183189,0,1.1,0.8,0.1,0.1,0,1.3,0.6,0,0.1,0.1
150010212042063,182831,0,0.9,0.7,0.1,0.1,0,1,0.5,0,0.1,0.1
150010212042064,183955,0,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150010212042065,183939,0,0.5,0.4,0.1,0,0,0.6,0.3,0,0,0
150010212042066,183270,0,18.2,13.4,2.2,1.1,0.4,20.7,9.7,0.3,1.4,1.3
150010212042067,182619,0,0,0,0,0,0,0,0,0,0,0
150010212042068,183817,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0
150010212042069,182902,0,0.8,0.6,0.1,0,0,0.9,0.4,0,0.1,0.1
150010212042070,978331,0,17.1,12.6,2,1,0.3,19.5,9.1,0.3,1.3,1.3
150010212042071,184631,0,15.5,11.4,1.9,0.9,0.3,17.6,8.2,0.3,1.2,1.1
150010212042072,367619,0,0,0,0,0,0,0,0,0,0,0
150010212042073,182746,0,2.6,1.9,0.3,0.2,0.1,3,1.4,0,0.2,0.2
150010212042074,183611,0,3.3,2.4,0.4,0.2,0.1,3.8,1.8,0.1,0.2,0.2
150010212042075,182738,0,0.6,0.4,0.1,0,0,0.7,0.3,0,0,0
150010212042076,182435,0,1.1,0.8,0.1,0.1,0,1.3,0.6,0,0.1,0.1
150010212042077,183509,0,0,0,0,0,0,0,0,0,0,0
150010212042078,182958,0,1.3,1,0.2,0.1,0,1.5,0.7,0,0.1,0.1
150010212042079,183603,0,0,0,0,0,0,0,0,0,0,0
150010212042080,537398,0,1.1,0.8,0.1,0.1,0,1.3,0.6,0,0.1,0.1
150010212042081,267346,0,0,0,0,0,0,0,0,0,0,0
150010212042082,1005885,0,0,0,0,0,0,0,0,0,0,0
150010212042083,183500,0,0,0,0,0,0,0,0,0,0,0
150010212042084,183649,0,6.8,5,0.8,0.4,0.1,7.7,3.6,0.1,0.5,0.5
150010212042085,182650,0,0,0,0,0,0,0,0,0,0,0
150010212043000,16601,0,0.3,0.1,0,0,0,0.4,0.1,0,0,0
150010212043001,7248608,0,1.1,0.4,0.1,0.1,0,1.2,0.3,0,0,0
150010212043002,20906,0,0.4,0.1,0,0,0,0.4,0.1,0,0,0
150010212043003,7200190,0,0.1,0,0,0,0,0.1,0,0,0,0
150010212043004,60389,0,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150010212043005,112846,0,9.3,3.7,0.9,0.5,0.3,10.6,2.9,0.1,0.4,0.3
150010212043006,53459,0,0,0,0,0,0,0,0,0,0,0
150010212043007,28619,0,0,0,0,0,0,0,0,0,0,0
150010212043008,4671,0,13.4,5.4,1.2,0.8,0.4,15.4,4.2,0.1,0.6,0.4
150010212043009,2505,0,0.1,0,0,0,0,0.1,0,0,0,0
150010212043010,936509,0,0,0,0,0,0,0,0,0,0,0
150010212043011,254414,0,1.1,0.4,0.1,0.1,0,1.3,0.4,0,0,0
150010212043012,38644,0,9.6,3.8,0.9,0.5,0.3,11,3,0.1,0.4,0.3
150010212043013,14916,0,0.2,0.1,0,0,0,0.2,0,0,0,0
150010212043014,452937,0,0,0,0,0,0,0,0,0,0,0
150010212043015,205615,0,0,0,0,0,0,0,0,0,0,0
150010212043016,78497,0,0,0,0,0,0,0,0,0,0,0
150010212043017,9523256,0,0,0,0,0,0,0,0,0,0,0
150010212043018,60563,0,0.1,0,0,0,0,0.1,0,0,0,0
150010212043019,33604,0,0,0,0,0,0,0,0,0,0,0
150010212043020,106978,0,0,0,0,0,0,0,0,0,0,0
150010212043021,34817,0,0,0,0,0,0,0,0,0,0,0
150010212043022,441113,0,0.8,0.3,0.1,0,0,0.9,0.2,0,0,0
150010212043023,5435204,0,0,0,0,0,0,0,0,0,0,0
150010212043024,108816,0,0,0,0,0,0,0,0,0,0,0
150010212043025,114499,0,0,0,0,0,0,0,0,0,0,0
150010212043026,38610,0,0,0,0,0,0,0,0,0,0,0
150010212043027,118742,0,0,0,0,0,0,0,0,0,0,0
150010212043028,110217,0,0,0,0,0,0,0,0,0,0,0
150010212043029,26448,0,1.6,0.6,0.1,0.1,0,1.8,0.5,0,0.1,0
150010212043030,31789,0,0,0,0,0,0,0,0,0,0,0
150010212043031,97727,0,0,0,0,0,0,0,0,0,0,0
150010212043032,23910,0,0,0,0,0,0,0,0,0,0,0
150010212043033,67657,0,0.2,0.1,0,0,0,0.2,0,0,0,0
150010212043034,24510,0,1.9,0.8,0.2,0.1,0.1,2.2,0.6,0,0.1,0.1
150010212043035,63426,0,0,0,0,0,0,0,0,0,0,0
150010212043036,107659,0,27,10.8,2.5,1.5,0.8,30.9,8.4,0.3,1.2,0.8
150010212043037,723471,0,0,0,0,0,0,0,0,0,0,0
150010212043038,32718,0,0.2,0.1,0,0,0,0.2,0,0,0,0
150010212043039,31851,0,0,0,0,0,0,0,0,0,0,0
150010212043040,92207,0,0.4,0.2,0,0,0,0.5,0.1,0,0,0
150010212043041,43749,0,0,0,0,0,0,0,0,0,0,0
150010212043042,62290,0,0.3,0.1,0,0,0,0.3,0.1,0,0,0
150010212043043,756047,0,0,0,0,0,0,0,0,0,0,0
150010212043044,1135,0,0,0,0,0,0,0,0,0,0,0
150010212043045,13958,0,0,0,0,0,0,0,0,0,0,0
150010212043046,51627,0,0,0,0,0,0,0,0,0,0,0
150010212043047,30298,0,0,0,0,0,0,0,0,0,0,0
150010212043048,2824,0,0,0,0,0,0,0,0,0,0,0
150010212043049,1123,0,0,0,0,0,0,0,0,0,0,0
150010212043050,4045,0,0,0,0,0,0,0,0,0,0,0
150010212043051,2822,0,0,0,0,0,0,0,0,0,0,0
150010212043052,29161,0,2.7,1.1,0.2,0.2,0.1,3.1,0.8,0,0.1,0.1
150010212043053,6516,0,0.2,0.1,0,0,0,0.2,0.1,0,0,0
150010212043054,1299,0,0,0,0,0,0,0,0,0,0,0
150010212043055,2819,0,0,0,0,0,0,0,0,0,0,0
150010212043056,3112,0,0,0,0,0,0,0,0,0,0,0
150010212043057,1169,0,0,0,0,0,0,0,0,0,0,0
150010212043058,4174926,0,0,0,0,0,0,0,0,0,0,0
150010212043059,3407455,0,0,0,0,0,0,0,0,0,0,0
150010212043060,148735608,336750,2.4,1.7,0.3,0.1,0,2.7,1.2,0,0.2,0.2
150010212043061,3871384,0,0,0,0,0,0,0,0,0,0,0
150010212043062,8192891,0,2.6,1,0.2,0.1,0.1,3,0.8,0,0.1,0.1
150010212043063,2006678,0,1,0.4,0.1,0.1,0,1.2,0.3,0,0,0
150010212043064,961634,0,0,0,0,0,0,0,0,0,0,0
150010212043065,4953652,0,1.7,1.2,0.2,0.1,0,1.9,0.9,0,0.1,0.1
150010212043066,35818715,0,12.3,9,1.5,0.7,0.2,14,6.5,0.2,0.9,0.9
150010212043067,1199,0,0,0,0,0,0,0,0,0,0,0
150010212043068,882395,0,0,0,0,0,0,0,0,0,0,0
150010212043069,0,36472191,0,0,0,0,0,0,0,0,0,0
150010212043070,1293,0,0,0,0,0,0,0,0,0,0,0
150010212043071,1333,0,0,0,0,0,0,0,0,0,0,0
150010212043072,26464,0,0,0,0,0,0,0,0,0,0,0
150010212043073,72568,0,0,0,0,0,0,0,0,0,0,0
150010212043074,38086,0,0.5,0.2,0,0,0,0.5,0.1,0,0,0
150010212043075,1302,0,12.9,5.2,1.2,0.7,0.4,14.8,4,0.1,0.6,0.4
150010212043076,34157,0,0,0,0,0,0,0,0,0,0,0
150010212043077,1574,0,6.5,2.6,0.6,0.4,0.2,7.4,2,0.1,0.3,0.2
150010212043078,1593,0,0.8,0.3,0.1,0,0,0.9,0.3,0,0,0
150010212043079,4937,0,0,0,0,0,0,0,0,0,0,0
150010212043080,43131,0,0,0,0,0,0,0,0,0,0,0
150010212043081,37242,0,0,0,0,0,0,0,0,0,0,0
150010212043082,64362,0,0.9,0.4,0.1,0.1,0,1.1,0.3,0,0,0
150010212043083,60749,0,0,0,0,0,0,0,0,0,0,0
150010212043084,3982,0,1,0.4,0.1,0.1,0,1.2,0.3,0,0,0
150010212043085,1147,0,2.8,1.1,0.3,0.2,0.1,3.2,0.9,0,0.1,0.1
150010212043086,5185,0,0,0,0,0,0,0,0,0,0,0
150010212043087,18410,0,0,0,0,0,0,0,0,0,0,0
150010213001000,12727635,0,0,0,0,0,0,0,0,0,0,0
150010213001001,55536152,0,571,196.5,39.5,26,7.2,624.9,152.1,1.8,16.6,18.8
150010213001002,12588,0,0,0,0,0,0,0,0,0,0,0
150010213001003,10884,0,0,0,0,0,0,0,0,0,0,0
150010213001004,72119,0,2.2,0.8,0.2,0.1,0,2.4,0.6,0,0.1,0.1
150010213001005,1574672,0,0,0,0,0,0,0,0,0,0,0
150010213001006,4988164,0,0,0,0,0,0,0,0,0,0,0
150010213001007,13258744,0,0,0,0,0,0,0,0,0,0,0
150010213001008,3621475,0,0,0,0,0,0,0,0,0,0,0
150010213001009,7462641,0,0,0,0,0,0,0,0,0,0,0
150010213001010,4623548,0,0,0,0,0,0,0,0,0,0,0
150010213001011,584708,0,0,0,0,0,0,0,0,0,0,0
150010213001012,196506,0,0,0,0,0,0,0,0,0,0,0
150010213001013,2600633,0,0,0,0,0,0,0,0,0,0,0
150010213001014,11031947,0,0,0,0,0,0,0,0,0,0,0
150010213001015,2080318,0,0,0,0,0,0,0,0,0,0,0
150010213001016,2742429,0,0.7,0.3,0.1,0,0,0.8,0.2,0,0,0
150010213001017,8535513,0,0,0,0,0,0,0,0,0,0,0
150010213001018,9800914,0,28.5,7.4,2.1,1.3,0.4,30.6,5.1,0.3,1.1,1.1
150010213001019,169506,0,0,0,0,0,0,0,0,0,0,0
150010213001020,5597757,0,6.7,2.3,0.5,0.3,0.1,7.3,1.8,0,0.2,0.2
150010213001021,17152,0,0,0,0,0,0,0,0,0,0,0
150010213001022,12307155,0,0.8,0.2,0.1,0,0,0.8,0.1,0,0,0
150010213001023,7913313,0,55.8,14.4,4,2.5,0.7,60,10,0.5,2.1,2.1
150010213001024,2958652,0,43.3,16,3.7,2,0.6,50.9,9,0.4,1.4,1.9
150010213001025,215329,0,56.3,20.8,4.8,2.6,0.7,66.1,11.7,0.6,1.9,2.4
150010213001026,396494,0,0,0,0,0,0,0,0,0,0,0
150010213001027,6079329,0,20.8,5.4,1.5,0.9,0.3,22.3,3.7,0.2,0.8,0.8
150010213002000,7386,0,0,0,0,0,0,0,0,0,0,0
150010213002001,1316425,0,28.1,9.7,1.9,1.3,0.4,30.8,7.5,0.1,0.8,0.9
150010213002002,1310,0,63.6,21.9,4.4,2.9,0.8,69.6,16.9,0.2,1.8,2.1
150010213002003,99178,0,0,0,0,0,0,0,0,0,0,0
150010213002004,203899,0,0,0,0,0,0,0,0,0,0,0
150010213002005,19083,0,0,0,0,0,0,0,0,0,0,0
150010213002006,3139172,0,21.5,7.4,1.5,1,0.3,23.5,5.7,0.1,0.6,0.7
150010213002007,42360,0,0,0,0,0,0,0,0,0,0,0
150010213003000,474177,0,0,0,0,0,0,0,0,0,0,0
150010213003001,2982834,0,0,0,0,0,0,0,0,0,0,0
150010213003002,394809,0,0,0,0,0,0,0,0,0,0,0
150010213003003,6979016,197290,84.7,31,7.1,3.9,1.1,98.6,18.3,0.8,2.8,3.5
150010213003004,0,1515845,0,0,0,0,0,0,0,0,0,0
150010213003005,0,1379185,0,0,0,0,0,0,0,0,0,0
150010213003006,7337,0,0,0,0,0,0,0,0,0,0,0
150010213003007,30021,0,0,0,0,0,0,0,0,0,0,0
150010213003008,46371,0,0,0,0,0,0,0,0,0,0,0
150010213003009,677213,0,0,0,0,0,0,0,0,0,0,0
150010213003010,0,6764231,0,0,0,0,0,0,0,0,0,0
150010213003011,0,29774,0,0,0,0,0,0,0,0,0,0
150010213003012,0,169916,0,0,0,0,0,0,0,0,0,0
150010213003013,0,46430679,0,0,0,0,0,0,0,0,0,0
150010213003014,0,13191,0,0,0,0,0,0,0,0,0,0
150010213003015,0,26027,0,0,0,0,0,0,0,0,0,0
150010213003016,0,89239,0,0,0,0,0,0,0,0,0,0
150010213003017,1028679,0,0,0,0,0,0,0,0,0,0,0
150010213003018,9441068,0,0,0,0,0,0,0,0,0,0,0
150010213003019,18149406,0,6.4,2.4,0.8,0.3,0.1,7.6,1.5,0.1,0.2,0.3
150010213003020,37540,0,0,0,0,0,0,0,0,0,0,0
150010213003021,0,16625,0,0,0,0,0,0,0,0,0,0
150010213003022,38945,0,0,0,0,0,0,0,0,0,0,0
150010213003023,34949,0,0,0,0,0,0,0,0,0,0,0
150010213003024,19802,0,0,0,0,0,0,0,0,0,0,0
150010213003025,34410,0,0,0,0,0,0,0,0,0,0,0
150010213003026,28901,0,0,0,0,0,0,0,0,0,0,0
150010213003027,0,133396,0,0,0,0,0,0,0,0,0,0
150010213003028,33916,0,0.6,0.2,0.1,0,0,0.7,0.1,0,0,0
150010213003029,28754,0,0,0,0,0,0,0,0,0,0,0
150010213003030,0,113367,0,0,0,0,0,0,0,0,0,0
150010213003031,15350,0,0,0,0,0,0,0,0,0,0,0
150010213003032,48307,0,0,0,0,0,0,0,0,0,0,0
150010213003033,16633839,0,37.7,9.8,2.7,1.7,0.5,40.6,6.8,0.4,1.4,1.4
150010213003034,1894602,0,2.3,0.6,0.2,0.1,0,2.5,0.4,0,0.1,0.1
150010213003035,7428532,0,0,0,0,0,0,0,0,0,0,0
150010213003036,194103,0,2.9,1.1,0.2,0.1,0,3.4,0.6,0,0.1,0.1
150010213003037,11974089,0,127,46.9,10.9,5.9,1.7,149.2,26.4,1.3,4.2,5.4
150010213003038,20655399,353126,117,44.3,13.7,6,1.6,137.2,26.8,1.6,4.4,4.9
150010213003039,4308072,0,0,0,0,0,0,0,0,0,0,0
150010213003040,0,12671,0,0,0,0,0,0,0,0,0,0
150010213003041,2677845,0,7.1,2.7,0.8,0.4,0.1,8.3,1.6,0.1,0.3,0.3
150010213003042,21032,0,0,0,0,0,0,0,0,0,0,0
150010213003043,23172,0,0,0,0,0,0,0,0,0,0,0
150010213003044,25036,0,0,0,0,0,0,0,0,0,0,0
150010213003045,23690,0,0,0,0,0,0,0,0,0,0,0
150010213003046,22053,0,0,0,0,0,0,0,0,0,0,0
150010213003047,13222,0,0,0,0,0,0,0,0,0,0,0
150010213003048,30639,0,3.3,1.2,0.4,0.2,0,3.9,0.8,0,0.1,0.1
150010213003049,31721,0,3.8,1.4,0.4,0.2,0.1,4.4,0.9,0.1,0.1,0.2
150010213003050,11755777,0,0,0,0,0,0,0,0,0,0,0
150010213003051,1996966,0,0,0,0,0,0,0,0,0,0,0
150010213003052,130124,0,0,0,0,0,0,0,0,0,0,0
150010213003053,1413250,0,3.3,1.2,0.4,0.2,0,3.9,0.8,0,0.1,0.1
150010213003054,51355,0,0,0,0,0,0,0,0,0,0,0
150010213003055,1701958,0,3,1.1,0.3,0.2,0,3.5,0.7,0,0.1,0.1
150010213003056,1900007,0,0,0,0,0,0,0,0,0,0,0
150010213003057,13772547,0,0,0,0,0,0,0,0,0,0,0
150010213003058,2110382,0,7.1,2.7,0.8,0.4,0.1,8.3,1.6,0.1,0.3,0.3
150010213003059,78997,0,0,0,0,0,0,0,0,0,0,0
150010213003060,1207902,0,0,0,0,0,0,0,0,0,0,0
150010213004000,1052236,0,0,0,0,0,0,0,0,0,0,0
150010213004001,102202123,0,0,0,0,0,0,0,0,0,0,0
150010213004002,2034188,0,3.1,1.2,0.4,0.2,0,3.7,0.7,0,0.1,0.1
150010213004003,6431286,0,49.6,12.8,3.6,2.2,0.6,53.4,8.9,0.5,1.9,1.9
150010213004004,2723811,0,15.2,5.8,1.8,0.8,0.2,17.9,3.5,0.2,0.6,0.6
150010213004005,3267569,0,0,0,0,0,0,0,0,0,0,0
150010213004006,157903866,0,0,0,0,0,0,0,0,0,0,0
150010213004007,39108913,0,114.3,29.6,8.3,5,1.4,122.9,20.5,1.1,4.3,4.3
150010213004008,27368628,0,0.4,0.1,0,0,0,0.4,0.1,0,0,0
150010213004009,19372796,0,0,0,0,0,0,0,0,0,0,0
150010213004010,48026041,0,6.9,1.8,0.5,0.3,0.1,7.4,1.2,0.1,0.3,0.3
150010213004011,41007,0,0,0,0,0,0,0,0,0,0,0
150010213004012,184751,0,13.7,5.2,1.6,0.7,0.2,16,3.1,0.2,0.5,0.6
150010213004013,6794208,0,0,0,0,0,0,0,0,0,0,0
150010213004014,2290531,0,0,0,0,0,0,0,0,0,0,0
150010213004015,2183146,0,0,0,0,0,0,0,0,0,0,0
150010213004016,11550869,0,0,0,0,0,0,0,0,0,0,0
150010213004017,1104963,0,0,0,0,0,0,0,0,0,0,0
150010213004018,24682804,0,0,0,0,0,0,0,0,0,0,0
150010213004019,2997403,0,11.3,4.3,1.3,0.6,0.2,13.3,2.6,0.2,0.4,0.5
150010213004020,2745843,0,2.8,1.1,0.3,0.1,0,3.3,0.6,0,0.1,0.1
150010213004021,15106886,0,3.5,1.3,0.4,0.2,0,4.1,0.8,0,0.1,0.1
150010213004022,1017282,0,0,0,0,0,0,0,0,0,0,0
150010213004023,2262968,0,2.5,1,0.3,0.1,0,2.9,0.6,0,0.1,0.1
150010213004024,2496490,0,6.6,2.5,0.8,0.3,0.1,7.7,1.5,0.1,0.2,0.3
150010213004025,545920,0,3.8,1.4,0.4,0.2,0.1,4.4,0.9,0.1,0.1,0.2
150010213004026,1373040,0,0,0,0,0,0,0,0,0,0,0
150010214021000,23176,0,0,0,0,0,0,0,0,0,0,0
150010214021001,867233,0,5.6,2.3,0.3,0.3,0.1,6.2,1.8,0,0.1,0.3
150010214021002,36147,0,0,0,0,0,0,0,0,0,0,0
150010214021003,587840,0,46.5,18.8,2.2,2.6,0.7,50.8,15.1,0.2,0.9,2.4
150010214021004,36654,0,5.6,2.3,0.3,0.3,0.1,6.2,1.8,0,0.1,0.3
150010214021005,305993,0,0,0,0,0,0,0,0,0,0,0
150010214021006,12291,0,0,0,0,0,0,0,0,0,0,0
150010214021007,13667,0,50.7,20.5,2.4,2.8,0.7,55.4,16.5,0.2,1,2.6
150010214021008,73115,0,0,0,0,0,0,0,0,0,0,0
150010214021009,2177847,0,0,0,0,0,0,0,0,0,0,0
150010214021010,5094634,0,113.9,39.2,7.9,5.2,1.4,124.6,30.3,0.4,3.3,3.8
150010214021011,276290,0,124.3,42.8,8.6,5.7,1.6,136,33.1,0.4,3.6,4.1
150010214021012,27508,0,0,0,0,0,0,0,0,0,0,0
150010214021013,598831,0,37,12.7,2.6,1.7,0.5,40.5,9.8,0.1,1.1,1.2
150010214021014,2645004,0,3.7,1.3,0.3,0.2,0,4,1,0,0.1,0.1
150010214021015,806526,0,57.7,19.9,4,2.6,0.7,63.1,15.4,0.2,1.7,1.9
150010214021016,0,6149428,0,0,0,0,0,0,0,0,0,0
150010214021017,0,164522,0,0,0,0,0,0,0,0,0,0
150010214022000,206951,0,0,0,0,0,0,0,0,0,0,0
150010214022001,17283,0,0,0,0,0,0,0,0,0,0,0
150010214022002,500387,0,0,0,0,0,0,0,0,0,0,0
150010214022003,157373,0,51,17.6,3.5,2.3,0.6,55.8,13.6,0.2,1.5,1.7
150010214022004,1942735,0,123.5,42.5,8.5,5.6,1.6,135.2,32.9,0.4,3.6,4.1
150010214022005,2621980,0,1.5,0.5,0.1,0.1,0,1.6,0.4,0,0,0
150010214022006,14133025,0,11.3,4.6,0.5,0.6,0.2,12.3,3.7,0,0.2,0.6
150010214022007,14519,0,3.7,1.3,0.3,0.2,0,4,1,0,0.1,0.1
150010214022008,329223,0,0,0,0,0,0,0,0,0,0,0
150010214022009,320300,0,0,0,0,0,0,0,0,0,0,0
150010214022010,282346,0,0,0,0,0,0,0,0,0,0,0
150010214022011,80614,0,0,0,0,0,0,0,0,0,0,0
150010214022012,4663737,0,0,0,0,0,0,0,0,0,0,0
150010214022013,2456396,0,20,6.9,1.4,0.9,0.3,21.9,5.3,0.1,0.6,0.7
150010214022014,257522,0,0,0,0,0,0,0,0,0,0,0
150010214022015,373694,0,0,0,0,0,0,0,0,0,0,0
150010215021000,1601777,0,0,0,0,0,0,0,0,0,0,0
150010215021001,21400684,8185,95.1,56.2,4.3,7.1,1.4,105.6,48.2,0.5,1.7,4.7
150010215021002,1586646,0,0,0,0,0,0,0,0,0,0,0
150010215021003,14945,0,3.7,2.2,0.2,0.3,0.1,4.1,1.9,0,0.1,0.2
150010215021004,780171,0,7.5,4.4,0.3,0.6,0.1,8.3,3.8,0,0.1,0.4
150010215021005,715966,0,0,0,0,0,0,0,0,0,0,0
150010215021006,30121,0,80.2,47.4,3.6,6,1.2,89,40.6,0.4,1.4,4
150010215021007,513097,0,25.7,15.2,1.2,1.9,0.4,28.6,13,0.1,0.4,1.3
150010215021008,508066,0,4.1,2.4,0.2,0.3,0.1,4.5,2.1,0,0.1,0.2
150010215021009,67847552,0,166.3,67.3,7.9,9.2,2.4,181.5,53.9,0.6,3.2,8.6
150010215021010,921749,0,0,0,0,0,0,0,0,0,0,0
150010215021011,22221,0,0,0,0,0,0,0,0,0,0,0
150010215021012,690671,0,0,0,0,0,0,0,0,0,0,0
150010215021013,64648599,0,88.8,35.9,4.2,4.9,1.3,96.9,28.8,0.3,1.7,4.6
150010215021014,7011676,0,0,0,0,0,0,0,0,0,0,0
150010215021015,9629766,0,26.8,10.8,1.3,1.5,0.4,29.2,8.7,0.1,0.5,1.4
150010215021016,363479672,0,22.5,9.1,1.1,1.2,0.3,24.6,7.3,0.1,0.4,1.2
150010215021017,1755627,0,0,0,0,0,0,0,0,0,0,0
150010215021018,10395480,0,0,0,0,0,0,0,0,0,0,0
150010215021019,306575,0,0,0,0,0,0,0,0,0,0,0
150010215021020,3309914,0,0,0,0,0,0,0,0,0,0,0
150010215021021,2723811,0,0,0,0,0,0,0,0,0,0,0
150010215022000,9021,0,4,2.7,0.2,0.4,0,4.7,2.3,0,0.1,0.2
