GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREOWRI,G20USSDMAR,G20USSROCO,G20USSOAYY,G20USSOWRI
25017001159,25,017,001159,815.98,390.15,14.21,3.09,5.13,808.85,397.72,9.4,3
25017001173,25,017,001173,1247,435,31,15,9,1225,466,11,7
25017001174,25,017,001174,1221,379,18,7,6,1199,410,22,0
25017001175,25,017,001175,1346,452,19,13,11,1311,477,7,12
25017001176,25,017,001176,1128,406,21,9,13,1130,403,18,0
25017001181,25,017,001181,1342,506,14,15,12,1393,458,0,16
25017001182,25,017,001182,1452.13,533.43,17.33,13.14,10.15,1515.34,468.16,0,18.14
25017001183,25,017,001183,1345,630,24,14,6,1413,574,0,3
25017001184,25,017,001184,1479,729,17,9,13,1543,651,0,21
25017001185,25,017,001185,1416,655,15,15,10,1453,602,0,17
25017001186,25,017,001186,1608,682,26,11,16,1598,701,0,11
25017001187,25,017,001187,866,156,3,12,8,878,159,0,7
25017001188,25,017,001188,1678,423,21,23,3,1702,406,0,6
25017001189,25,017,001189,1656.74,353.24,29.05,26.01,7,1711.74,336.16,0,2.02
25017001190,25,017,001190,1359,277,15,15,2,1396,249,0,9
25017001191,25,017,001191,2001,368,21,8,25,2012,381,0,5
25017001192,25,017,001192,1605,488,19,7,13,1640,471,0,11
25017001193,25,017,001193,786.47,203.55,8.03,3.02,0.53,785.97,189.38,0.09,3.53
25017001194,25,017,001194,1729.72,514.41,29.58,8.65,10.88,1759.39,491.11,0.59,7.08
25017001195,25,017,001195,1676,540,18,15,9,1716,487,0,19
25017001196,25,017,001196,1693.75,570.78,20.45,14.94,5,1734.44,511.45,0,11.25
25017001201,25,017,001201,1010,273,16,5,6,980,301,0,3
25017001202,25,017,001202,940,282,14,7,12,940,293,7,5
25017001203,25,017,001203,957,407,10,5,11,936,435,0,5
25017001204,25,017,001204,854,360,15,3,2,849,349,0,7
25017001205,25,017,001205,953,283,9,3,10,954,279,6,2
25017001206,25,017,001206,859,315,15,1,3,866,294,0,5
25017001207,25,017,001207,932,270,15,4,7,904,290,0,7
25017001208,25,017,001208,951,478,14,7,11,910,526,0,4
25017001209,25,017,001209,1120,290,10,8,13,1099,321,6,0
25017001210,25,017,001210,959,254,16,6,4,947,264,0,4
25017001211,25,017,001211,959,328,15,3,9,954,335,7,0
25017001212,25,017,001212,872,428,15,5,13,871,437,0,2
25017001213,25,017,001213,908,311,17,10,7,889,329,0,7
25017001214,25,017,001214,939,367,16,4,6,932,375,8,1
25017001280,25,017,001280,1106,299,13,7,2,1075,320,6,1
25017001281,25,017,001281,1982.03,591.01,31,12,19,1855.03,747.01,5,0
25017001282,25,017,001282,1715.31,525.17,27.54,17.71,11.81,1649.54,604.72,10.83,1.97
25017001283,25,017,001283,1627.35,555.78,28.2,8.13,20.09,1567.88,620.36,19.08,3.01
25017001284,25,017,001284,1581.83,476.66,40.03,5.01,8.01,1538.75,560.73,7.02,1
25017001285,25,017,001285,1565.04,562.58,24.94,10.97,8.98,1502.2,624.42,17.95,3.99
25017001286,25,017,001286,1566,542,22,7,10,1520,595,11,0
25017001287,25,017,001287,1763,444,15,5,27,1721,518,8,1
25017001288,25,017,001288,1744,535,28,7,9,1702,603,1,0
25017001289,25,017,001289,1661,434,24,7,18,1586,516,3,2
25017001348,25,017,001348,1079,390,15,7,10,1085,370,5,3
25017001349,25,017,001349,1298,198,13,9,6,1282,223,2,1
25017001350,25,017,001350,1419.88,179.43,20.23,7.11,16.05,1386.83,222.65,4.04,7
25017001351,25,017,001351,1117,435,14,9,17,1116,439,3,3
25017001352,25,017,001352,1294.47,287.44,17.6,11.73,6.84,1277.85,306.02,4.89,5.87
25017001353,25,017,001353,925,180,12,7,11,916,208,3,0
25017001354,25,017,001354,1520.52,225.26,13.59,4.85,11.65,1465.18,289.35,3.88,0.97
25017001355,25,017,001355,1550,209,18,6,13,1495,258,4,5
25017001356,25,017,001356,1399,295,19,4,14,1359,346,1,9
25017001357,25,017,001357,1539.53,199.56,15.4,4.27,8.16,1465.15,279.98,1.11,4.13
25017001358,25,017,001358,1299,390,14,2,6,1274,400,6,1
25017001359,25,017,001359,1282.1,395.59,15.27,10.13,9.07,1289.04,399.63,7.12,0.04
25017001360,25,017,001360,1295.98,286.75,21.33,10.01,7.21,1259.04,321.12,11.99,2.02
25017001361,25,017,001361,1303.15,197.63,12.48,7.02,3.23,1274.25,223.59,2.35,1.33
25017001362,25,017,001362,882,181,11,5,7,854,218,1,2
25017001363,25,017,001363,1193,334,15,9,9,1201,325,3,3
25017001364,25,017,001364,1131.78,247.33,16.6,5.55,8.28,1108.88,277.71,3.68,3.65
25017001365,25,017,001365,1386,197,14,9,4,1358,228,3,1
25017001366,25,017,001366,1731.48,230.74,13.41,7.15,11.35,1675.82,286.65,3.12,1.03
25017001367,25,017,001367,1626.43,206.72,20.14,6.07,11.2,1552.38,290.76,5.09,1.04
25017001368,25,017,001368,1194,305,20,4,7,1203,312,2,0
25017001369,25,017,001369,1430,179,11,9,3,1398,208,4,1
25017001370,25,017,001370,1565,169,9,11,10,1545,193,2,4
25017001371,25,017,001371,1661,204,18,10,11,1614,266,1,4
25017001372,25,017,001372,1270.75,243.63,31.94,9.4,10.8,1202.08,341.82,2,2.18
25017001373,25,017,001373,1595,256,18,6,16,1549,309,2,8
25017001374,25,017,001374,439.16,80.03,8,1,5,421.15,101.04,2,3
25017001375,25,017,001375,684.84,133.97,7,3,8,655.85,169.96,2,1
25017001376,25,017,001376,1388,478,26,5,12,1349,520,10,2
25017001377,25,017,001377,1325,412,17,1,19,1270,463,4,3
25017001378,25,017,001378,1347.78,368.3,16.92,7.96,8.96,1309.96,409.11,4.98,2.99
25017001379,25,017,001379,760.7,265.6,15.73,5.55,8.33,757.93,271.15,7.4,2.78
25017001406,25,017,001406,1403.52,1118.31,35.81,8.93,16.88,1349.95,1146.08,14.92,0.99
25017001407,25,017,001407,1398,937,34,5,16,1379,928,16,0
25017001408,25,017,001408,1371,1012,35,6,11,1378,987,17,1
25017001409,25,017,001409,1404,1043,35,15,10,1416,1032,7,2
25017001489,25,017,001489,1321.87,1119.18,50.88,12.22,13.33,1299.43,1137.11,29.46,1
25017001490,25,017,001490,1322.14,1052.08,49.54,14.57,19.43,1295.91,1083.17,31.09,1.94
25017001491,25,017,001491,1186.13,1002.82,44.12,10.78,15.67,1207.57,1001.89,23.54,0
25017001577,25,017,001577,1448.86,773.84,27.67,9.88,13.84,1362.88,845.99,4.94,2.96
25017001578,25,017,001578,1334.14,644.16,18.33,29.12,1.16,1321.12,680.01,6.06,12.04
25017001579,25,017,001579,1604,869,29,6,18,1543,913,11,8
25017001580,25,017,001580,1428.04,624.27,28.92,4.99,6.98,1340.28,687.09,9.97,0
25017001581,25,017,001581,1450,604,29,4,8,1394,638,13,3
25017001582,25,017,001582,1120,557,25,5,11,1063,613,10,0
25017001583,25,017,001583,1424,655,27,7,11,1353,728,8,0
25017001584,25,017,001584,1321,715,31,9,13,1281,735,8,2
25017001677,25,017,001677,2344.65,610.67,73.84,15.38,30.28,2164.58,877.81,15.43,2.03
25017001678,25,017,001678,2100,1493,67,22,18,2103,1458,69,6
25017001695,25,017,001695,1136.39,242.13,17.58,12.14,5.17,1153.55,229.1,6.11,2.07
25017001696,25,017,001696,1840.86,355.36,17.81,12.92,7.94,1818.55,365.92,5.95,8.87
25017001697,25,017,001697,1153.83,213.89,5.75,9.59,4.8,1187.4,187.99,2.88,0
25017001698,25,017,001698,1766,140,18,18,13,1781,150,4,3
25017001699,25,017,001699,2072,163,17,19,16,2096,169,3,4
25017001700,25,017,001700,2042,193,17,18,10,2037,209,4,2
25017001701,25,017,001701,1751.16,182.6,16.96,17.96,11.97,1778.1,170.63,1,2.99
25017001702,25,017,001702,1785,195,21,16,12,1804,207,4,1
25017001703,25,017,001703,2099,184,19,22,15,2103,210,3,1
25017001704,25,017,001704,1024.03,241.43,5.47,10.02,5.47,1025.85,215.01,0.91,8.2
25017001705,25,017,001705,1366.34,205.08,12.23,14.2,8.49,1379.45,192.22,6.58,0.93
25017001706,25,017,001706,1803.11,261.68,13.95,10.1,12.66,1799.06,264.72,4.51,2.07
25017001707,25,017,001707,1876,275,14,22,15,1902,261,8,4
25017001708,25,017,001708,2213,192,19,19,12,2208,216,2,3
25017001709,25,017,001709,2086,191,22,21,10,2081,220,4,1
25017001710,25,017,001710,2346.06,155.74,20.96,14.97,12.98,2318.11,198.67,4.99,2.99
25017001711,25,017,001711,2136,140,21,22,6,2137,166,3,2
25017001712,25,017,001712,1094,107,5,8,6,1077,122,1,2
25017001713,25,017,001713,2042,172,19,17,14,2029,203,1,6
25017001714,25,017,001714,1662.34,173.02,16.71,12.78,1.97,1669.22,185.8,1.97,0
25017001715,25,017,001715,1613,273,26,14,11,1632,276,5,6
25017001804,25,017,001804,1225,687,19,5,5,1230,651,5,7
25017001805,25,017,001805,1418,783,25,4,11,1439,745,12,7
25017001806,25,017,001806,1328,876,19,19,8,1373,804,10,9
25017001807,25,017,001807,1077,726,21,8,5,1077,722,6,3
25017001808,25,017,001808,1157,863,18,6,10,1189,807,6,6
25017001809,25,017,001809,1295,726,25,10,16,1294,704,5,12
25017001810,25,017,001810,1176,711,24,7,9,1212,668,4,1
25017001819,25,017,001819,1825.77,676.17,64.11,12.34,14.14,1757.71,766.55,38.55,2.08
25017001820,25,017,001820,1758.07,599.39,46.04,11.01,9.01,1673.03,690.44,31.02,3
25017001824,25,017,001824,1912,507,40,10,17,1766,688,1,8
25017001825,25,017,001825,1652.95,476.92,31.6,10.53,17.24,1579.21,567.9,16.28,1.92
25017001826,25,017,001826,2055.67,664.86,35.49,13.08,14.17,1920.64,814.27,8.11,2.05
25017001827,25,017,001827,2043.44,531.5,48.18,6.42,13.76,1943.96,672.57,6.73,4.94
25017001828,25,017,001828,1781.6,531.22,33.27,6.42,24.69,1683.63,664.88,7.66,0.08
25017001863,25,017,001863,1144,960,30,7,12,1168,941,14,4
25017001864,25,017,001864,1223,1145,39,16,9,1264,1091,17,1
25017001865,25,017,001865,1133.99,1012.99,39,12,10,1195.99,973.99,8,4
25017001866,25,017,001866,1033.11,1056.25,25.19,6.05,8.11,1086.23,1001.02,11.14,2.02
25017001867,25,017,001867,1402.58,1169.95,26.17,9.03,10.08,1413.26,1135.34,28.09,3.02
25017001868,25,017,001868,1400.57,1162.65,24.17,5.87,13.43,1415.19,1134.28,17.06,2.85
25017001869,25,017,001869,1311,1149,28,9,5,1366,1090,11,4
25017001870,25,017,001870,1267,1078,38,13,4,1336,1021,10,2
25017001874,25,017,001874,854,894,32,12,12,853,857,50,12
25017001875,25,017,001875,886.61,847.76,34.87,7.97,15.94,880.63,843.77,27.89,36.86
25017001876,25,017,001876,943,875,41,6,7,923,890,18,3
25017001878,25,017,001878,875.26,779.93,22.15,10.59,0,871.41,771.27,7.7,0
25017001879,25,017,001879,949.93,870.84,23.77,5.94,0,936.2,866.8,10.9,0
25017001880,25,017,001880,1123.81,877.23,32.08,7.47,0,1128.39,857.94,15.4,0
25017001881,25,017,001881,1085,847,28,6,0,1001,902,13,0
25017001889,25,017,001889,1456.31,1076.09,21.16,13.03,15.07,1456.15,1051.31,4.31,9.96
25017001890,25,017,001890,1313.45,801.46,28.55,4.92,5.91,1301.63,771.92,5.91,18.71
25017001891,25,017,001891,1441,876,26,12,20,1477,828,8,14
25017001892,25,017,001892,1379.97,777.98,25,12,22,1383.97,779.98,6,8
25017001893,25,017,001893,1571,825,21,13,19,1544,828,6,8
25017001894,25,017,001894,1662.86,858.75,46.94,10.3,17.41,1661.32,877.43,5.38,9.38
25017001895,25,017,001895,1397.91,830.09,24.47,7.88,10.82,1358.16,847.47,10.04,9.68
25017001905,25,017,001905,1568.41,661.26,24.51,11.47,16.41,1547.67,688.53,6.94,5.23
25017001906,25,017,001906,1387.21,721.43,17.57,8.79,8.79,1380.38,710.69,2.93,6.83
25017001907,25,017,001907,1363.91,629.8,34.44,10.82,5.9,1388.51,605.2,12.79,1.97
25017001908,25,017,001908,1174,342,22,14,9,1228,321,4,0
25017001909,25,017,001909,1305.29,880.77,22.81,9.3,12.28,1334.43,847.69,9.28,0.09
25017001910,25,017,001910,1327,651,16,11,12,1337,628,5,7
25017001911,25,017,001911,1343.11,677.96,24.64,8.87,9.85,1301.72,715.41,5.91,5.91
25017001912,25,017,001912,318,159,6,5,2,328,146,4,0
25017001913,25,017,001913,1301.15,510.43,15.84,14.37,13.32,1318.73,486.26,9.25,3.04
25017001914,25,017,001914,1308.99,335.01,13.55,16.35,8.29,1333.34,311.95,11.23,3
25017001915,25,017,001915,1042.39,288.17,22.23,9.41,9.41,1042.39,297.58,5.99,1.71
25017001916,25,017,001916,787.79,247.57,10.43,6.21,4.21,799.62,231.31,3.07,0.17
25017001917,25,017,001917,1259.08,506.38,19.03,7,4.01,1257,511.49,5.01,3
25017001918,25,017,001918,526.9,115.77,6.66,7.47,9.16,526.5,123.84,1.19,1.02
25017001919,25,017,001919,1188.93,270.1,21.28,16.46,8.75,1205.34,275.94,5.8,0.97
25017001920,25,017,001920,1238,342,30,12,6,1242,350,5,5
25017001921,25,017,001921,1094,215,20,6,5,1100,225,1,0
25017001922,25,017,001922,885.33,232.39,17.97,11.41,9.53,896.8,230.16,7.6,0.04
25017001935,25,017,001935,1009.37,304.51,11.37,10.28,16.3,1027.53,299.99,7.23,0.08
25017001936,25,017,001936,1551.62,504.7,29.79,13.93,7.97,1544.69,509.62,12.91,3.99
25017001937,25,017,001937,1039.42,394.21,26.01,10,8,1058.41,397.23,5,0
25017001938,25,017,001938,1055,335,18,8,10,1072,319,9,5
25017001939,25,017,001939,1155,270,14,8,9,1147,265,13,1
25017001940,25,017,001940,1311,260,9,12,12,1333,236,4,13
25017001941,25,017,001941,1456,245,16,9,12,1451,266,4,1
25017001942,25,017,001942,1446.95,290.76,18.54,11.71,6.83,1452.8,295.63,3.9,1.95
25017001943,25,017,001943,1236.18,252.81,23.24,11.18,5.12,1231.37,274.72,4.06,0.05
25017001944,25,017,001944,1363,361,14,9,10,1341,382,5,4
25017001945,25,017,001945,1346,308,14,16,12,1353,320,9,1
25017001946,25,017,001946,1015.28,276.71,12.94,11.94,8.96,1017.27,268.75,5.97,4.98
25017001947,25,017,001947,1771.97,392.03,31.65,19.58,14.19,1682.04,516.09,11.3,1.03
25017001948,25,017,001948,1777,432,40,16,8,1711,534,7,2
25017001949,25,017,001949,1657.9,386.94,34.48,12.89,8.92,1582.95,498.15,5.02,0.03
25017001950,25,017,001950,2064.38,482.39,35.84,10.31,18.22,1901.55,671.1,5.12,6
25017002000,25,017,002000,1771,793.04,36.07,13.01,13.02,1662.9,895.16,9.02,15
25017002001,25,017,002001,1773,815,47,11,18,1735,862,2,22
25017002002,25,017,002002,1629.04,815.61,44.25,11.05,18.07,1564.67,910,4.02,12.03
25017002003,25,017,002003,1891,706,43,10,15,1794,826,5,20
25017002004,25,017,002004,1641.96,753.39,40.75,7.95,10.93,1581.33,818,3.98,4.97
25017002005,25,017,002005,1525,774,47,12,15,1504,815,3,10
25017002009,25,017,002009,1409,412,42,3,17,1300,551,11,0
25017002010,25,017,002010,1202.53,424.54,37.52,4.94,12.83,1109.72,540.05,10.86,0.99
25017002011,25,017,002011,1211,401,38,7,24,1107,549,10,2
25017002012,25,017,002012,1320.11,469.54,34,4.26,18.82,1211,590.29,4.15,6.93
25017002053,25,017,002053,1320,1029,29,9,14,1373,981,21,0
25017002054,25,017,002054,1255,1020,33,13,12,1312,964,18,2
25017002055,25,017,002055,1293.25,1070.85,39.1,14.06,16.01,1299.45,1079.45,22.08,0.02
25017002056,25,017,002056,1359,1127,34,9,6,1388,1097,17,1
25017002057,25,017,002057,1391.03,1124.03,26,15,5,1455.03,1029.03,30,3
25017002058,25,017,002058,1414,1081,37,9,11,1437,1067,18,2
25017002062,25,017,002062,1315,409,23,15,12,1292,445,3,1
25017002063,25,017,002063,1114,408,24,6,11,1093,421,5,7
25017002064,25,017,002064,1482,361,23,5,17,1383,468,3,1
25017002065,25,017,002065,1314,515,28,5,14,1245,594,2,3
25017002066,25,017,002066,1169,599,22,9,11,1095,667,10,4
25017002067,25,017,002067,1170,570,18,4,12,1108,627,16,1
25017002068,25,017,002068,1301,454,41,8,17,1197,578,10,4
25017002069,25,017,002069,912,420,21,5,6,905,418,7,1
25017002077,25,017,002077,858.58,455.36,11.09,6.03,5.04,847.58,449.31,7.03,0
25017002078,25,017,002078,1016,556,9,8,5,1012,526,16,5
25017002079,25,017,002079,931,560,21,7,4,947,530,12,1
25017002080,25,017,002080,796,372,18,8,1,834,325,3,0
25017002081,25,017,002081,900,596,16,6,7,898,570,14,1
25017002082,25,017,002082,1087,757,26,5,6,1103,730,4,1
25017002083,25,017,002083,1022,743,24,6,3,1074,677,10,0
25017002084,25,017,002084,900,502,20,9,2,915,466,13,0
25017002085,25,017,002085,1260.96,584.73,23.08,7.01,5.02,1278.72,552.91,7.03,0
25017002086,25,017,002086,1041,721,14,3,4,1070,669,6,1
25017002087,25,017,002087,729,359,10,2,3,738,329,6,1
25017002088,25,017,002088,945.87,693.38,17.75,10.85,1.97,981.38,622.36,14.79,3.95
25017002089,25,017,002089,1025,834,24,5,6,1029,813,10,1
25017002090,25,017,002090,1008.42,741.64,20.91,5.97,7.96,1009.42,729.69,6.97,1
25019001279,25,019,001279,5241,1914,81,41,29,5132,2034,0,28
25019ZZZZZZ,25,019,ZZZZZZ,0,0,0,0,0,0,0,0,0
25021000104,25,021,000104,1601,1030,36,21,9,1672.01,969,10,2
25021000131,25,021,000131,1038.79,799.19,30.95,10.97,6.98,1016.34,810.74,9.06,15.84
25021000132,25,021,000132,1111.92,961.74,30.83,16.91,13.92,1127.84,936.88,25.86,1.99
25021000133,25,021,000133,1213,898,31,16,7,1213,886,26,1
25021000134,25,021,000134,941,869,29,12,10,940,882,17,2
25021000135,25,021,000135,902.39,870.4,39.09,12.03,9.01,932.42,847.36,4.05,48.01
25021000442,25,021,000442,1022,818,21,7,6,1042,747,12,6
25021000443,25,021,000443,973,748,19,3,7,996,704,10,2
25021000444,25,021,000444,1136.42,726.48,16.06,8.03,17.04,1094.37,748.45,8.03,15.01
25021000445,25,021,000445,1053.58,764.52,19.94,9.97,11.96,1036.63,754.55,8.97,2.99
25021000446,25,021,000446,970.3,639.41,20.71,8.46,10.11,987.71,618.49,4.12,1.26
25021000447,25,021,000447,939.49,616.49,15.8,9.43,3.88,949.91,596.87,2.76,4.72
25021000448,25,021,000448,958.04,631.61,11.22,9.09,8.11,962.22,613.4,5.04,3.01
25021000449,25,021,000449,1147.3,612.23,21.02,8.59,12.56,1121.6,634.2,4.57,3.38
25021000450,25,021,000450,965.92,665.82,15.44,8.68,12.54,965.92,653.27,13.51,6.75
25021000451,25,021,000451,1181,817,25,11,8,1203,792,5,2
25021000452,25,021,000452,1177,881,23,5,8,1168,861,12,0
25021000453,25,021,000453,1114.16,832.19,24.03,6,8.03,1125.16,798.07,1.03,13.03
25021000494,25,021,000494,1654.63,151.68,15.86,1.98,6.94,1611,193.32,1.98,1.98
25021000495,25,021,000495,1738,207,14,7,2,1698,254,0,6
25021000496,25,021,000496,1851,203,14,10,7,1833,221,0,6
25021000497,25,021,000497,2077,239,28,7,10,2028,305,0,9
25021000498,25,021,000498,1725.11,209.24,20.31,8.69,17.34,1667.21,299.73,0,3.89
25021000499,25,021,000499,1737.76,314.06,26.75,9.91,15.85,1674.35,389.36,0,7.93
25021000500,25,021,000500,1714.57,415.92,13.13,10.18,12.15,1633.16,500.56,0,9.07
25021000501,25,021,000501,1445.43,275.08,8.87,12.82,10.85,1416.84,320.44,0,4.93
25021000502,25,021,000502,1100,152,7,7,7,1099,137,0,5
25021000503,25,021,000503,1636.16,181.94,10.5,5.07,8.48,1604.36,215.29,0,3.73
25021000504,25,021,000504,1430.28,201.05,17.43,10.83,6.99,1428.61,213.79,0,7.14
25021000505,25,021,000505,1901.37,194.05,15.3,13.29,6.22,1852.07,253.41,0.01,7.2
25021000506,25,021,000506,1904.2,165.13,10.71,13.41,8.26,1868.24,212.61,0,2.26
25021000507,25,021,000507,1608,173,18,6,3,1576,207,0,7
25021000508,25,021,000508,1734,116,5,16,0,1698,159,0,0
25021000509,25,021,000509,1724,199,16,9,2,1717,205,0,8
25021000551,25,021,000551,1421,742,36,10,10,1432,721,14,5
25021000552,25,021,000552,1617,825,18,8,9,1584,812,14,2
25021000553,25,021,000553,1527,781,31,8,2,1518,778,2,4
25021000554,25,021,000554,1611.28,1013.91,32.2,9.71,12.7,1587.23,1021.26,13.62,0.98
25021000555,25,021,000555,1580.44,852.5,38.4,6.31,12.51,1504.94,923.09,6.2,0.16
25021000556,25,021,000556,1458,752,31,14,9,1431,763,8,0
25021000619,25,021,000619,1905.65,813.89,42.18,5.27,32.39,1660.24,1087.96,10.25,1.11
25021000620,25,021,000620,1999.03,878.58,54.97,6,15.99,1792.13,1130.45,16.99,1
25021000648,25,021,000648,1741.13,487.33,14.05,5.06,26.45,1615,605.32,4.02,2.01
25021000649,25,021,000649,1500.27,685.62,20.82,11.68,8.99,1480.68,674.93,8.92,2.96
25021000650,25,021,000650,1423,608,28,17,8,1447,576,5,6
25021000651,25,021,000651,1502,639,30,5,8,1484,652,6,5
25021000652,25,021,000652,1561.97,818.26,33.74,11.22,10.29,1546.43,822.42,5.31,7.02
25021000653,25,021,000653,1632.15,710.36,37.54,4.94,10.87,1594.61,723.21,16.8,3.95
25021000654,25,021,000654,1372.28,822.29,26.97,5.02,11.98,1311.68,846.12,9.01,2.98
25021000666,25,021,000666,2967.58,1188.44,69.36,14.5,41.49,2490.15,1752.21,4.09,3.95
25021000778,25,021,000778,1213,738,41,10,2,1169,776,11,2
25021000779,25,021,000779,1415,909,27,10,10,1330,984,6,1
25021000780,25,021,000780,1350,936,38,8,6,1300,966,9,1
25021000781,25,021,000781,1410,918,24,8,13,1325,992,5,3
25021000782,25,021,000782,1352,856,33,7,12,1284,938,0,2
25021000801,25,021,000801,1372,824,31,10,17,1309,888,9,8
25021000802,25,021,000802,1574.89,921.78,42.13,17.03,20.05,1549.82,969.96,18.04,2
25021000803,25,021,000803,1451,926,46,15,11,1413,955,20,2
25021000804,25,021,000804,1660,1062,56,9,2,1561,1192,29,0
25021000805,25,021,000805,1675.1,897.37,36.46,14.96,14.96,1603.12,974.02,16.83,5.61
25021000806,25,021,000806,1532.9,779.63,40.54,16.04,5.04,1502.88,801.98,23.17,0.39
25021000807,25,021,000807,1727,881,48,7,9,1639,997,10,3
25021000808,25,021,000808,1521.77,1077.08,38.96,12.39,8.48,1427.41,1169.73,21.39,2.78
25021000916,25,021,000916,989,531,9,8,7,1008,483,18,2
25021000917,25,021,000917,894.06,686.04,30,6,8,905.07,664.04,8,2
25021000918,25,021,000918,927.64,591.77,16.99,11,2,972.62,539.79,4,7
25021000919,25,021,000919,899,572,15,6,3,920,519,10,1
25021001177,25,021,001177,1440.12,606.76,34.01,6.82,0.07,1349.82,708.7,9.69,0.01
25021001178,25,021,001178,1588.2,593.13,42.42,4.25,0,1400.69,819.32,6.08,0
25021001179,25,021,001179,1287.8,572.87,37.58,2.75,0,1150.31,739.68,11.92,0
25021001180,25,021,001180,1311.57,588.22,32.91,7.1,0.22,1194.04,752.44,2.21,0
25021001197,25,021,001197,1194,732,30,10,21,1128,823,10,0
25021001198,25,021,001198,1260.28,738.94,32.26,12.7,15.6,1198.6,809.37,18.57,22.39
25021001199,25,021,001199,1333,724,53,13,12,1266,802,14,16
25021001200,25,021,001200,1340,793,39,7,9,1258,897,8,2
25021001251,25,021,001251,1160.42,628.86,20.21,8.95,8.83,1134.6,676.09,9.81,0.01
25021001252,25,021,001252,1105.65,658.52,41.83,10.95,8.95,1031.88,738.28,7.97,1.99
25021001253,25,021,001253,1232,709,19,13,4,1140,797,14,1
25021001255,25,021,001255,1537.15,255.22,19.09,3.04,8.02,1540.99,255,1,2.02
25021001256,25,021,001256,1048.04,174.14,13.49,4.94,9.57,1037.21,184.53,4.75,1.14
25021001257,25,021,001257,1579.48,262.67,14.1,2.07,11.03,1520.15,309.4,6,3.05
25021001258,25,021,001258,1444,444,26,0,12,1357,528,5,2
25021001259,25,021,001259,1459.67,353.92,19,4,5,1426.68,373.92,7,2
25021001260,25,021,001260,1132,353,16,3,9,1095,388,15,0
25021001261,25,021,001261,1264.47,654.65,25.81,7.19,15.31,1203.72,707.47,10.25,0.06
25021001262,25,021,001262,1083,562,13,4,14,1055,580,4,0
25021001263,25,021,001263,1197,654,19,8,22,1159,672,2,5
25021001264,25,021,001264,1212.33,735.08,13,9,22,1141.32,783.08,4,18
25021001290,25,021,001290,1411.22,460.67,29.4,11.45,12.72,1385.12,509.29,5.32,2.35
25021001291,25,021,001291,1524,449,30,5,20,1429,569,2,1
25021001292,25,021,001292,1383.75,356.81,15.89,0.97,15.8,1236.59,504.24,1.86,4.62
25021001293,25,021,001293,1453.13,386.94,19.9,7.54,17.92,1346.62,504.99,0.01,8.43
25021001294,25,021,001294,1626.86,437.01,32.06,5.05,21.29,1493.61,596.05,0.06,5.01
25021001295,25,021,001295,1528,379,13,8,9,1451,461,0,9
25021001296,25,021,001296,1521,370,28,10,16,1364,560,0,11
25021001297,25,021,001297,1694.19,483.52,28.97,4.34,20.68,1572.92,632.87,0.43,4.17
25021001298,25,021,001298,1693,314,19,4,19,1559,471,0,2
25021001299,25,021,001299,1724.22,438.7,19.08,6.04,12.04,1640.04,519.89,0.02,6.01
25021001380,25,021,001380,874,584,28,2,12,806,665,7,3
25021001381,25,021,001381,1739.17,1072.71,42.71,15.89,16.89,1617,1230.63,4.97,3.97
25021001382,25,021,001382,1475,906,35,5,25,1344,1074,5,1
25021001441,25,021,001441,1446,728,28,9,12,1445,720,10,4
25021001442,25,021,001442,1267,592,31,12,15,1232,644,7,1
25021001443,25,021,001443,1318,627,32,12,9,1316,632,6,0
25021001444,25,021,001444,1349,728,26,9,16,1299,751,11,5
25021001445,25,021,001445,1105,407,27,5,4,1105,404,9,1
25021001446,25,021,001446,953,525,16,9,7,977,498,7,1
25021001447,25,021,001447,1268,701,23,11,15,1282,680,12,3
25021001448,25,021,001448,1301,697,24,8,14,1297,684,10,4
25021001449,25,021,001449,1176.9,793.68,20.65,7.74,13.5,1177.26,775.08,5.86,2.86
25021001510,25,021,001510,1108,827,41,5,3,1069,858,14,0
25021001511,25,021,001511,1097,803,35,18,0,1071,843,11,0
25021001512,25,021,001512,991,844,36,15,0,979,870,8,2
25021001531,25,021,001531,947.06,441.77,17.06,10.43,5.69,949.9,427.55,0,4.74
25021001532,25,021,001532,892.98,457.18,15.68,8.32,4.72,921.45,398.21,0,9.48
25021001533,25,021,001533,1091.76,435.14,13.66,15.61,10.73,1094.69,435.14,4.88,10.73
25021001534,25,021,001534,1073.37,763.83,23.24,5.27,10.47,1089.72,726.19,0,17.07
25021001535,25,021,001535,983.08,735.1,22.94,7.06,11.47,991.02,715.69,0,18.53
25021001536,25,021,001536,940.72,482.19,16.51,3.68,6.43,959.88,445.66,0.01,15.56
25021001537,25,021,001537,994.96,357.44,8.81,11.75,9.79,1009.65,341.77,0,5.88
25021001538,25,021,001538,643,272,12,3,1,648,260,0,3
25021001539,25,021,001539,880,388,16,8,6,912,342,0,11
25021001540,25,021,001540,1089,496,26,7,4,1113,461,5,12
25021001541,25,021,001541,1354.28,537.15,27.39,8.13,11.12,1358.24,516.94,5,25.1
25021001542,25,021,001542,1056,371,19,7,10,1053,383,0,10
25021001543,25,021,001543,771.26,303.37,7.39,4.19,2.21,781.34,276.22,0.31,6.98
25021001544,25,021,001544,973,564,21,9,10,972,563,0,12
