GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRBAR,G18USSDTRA,G18USSLPOR,G18USSOWRI,G18HALRCHE,G18HALDHUN,G18HALLBRU,G18HALCCUM,G18HALOWRI,G18GOVRGOR,G18GOVDTHR,G18GOVLSTR,G18GOVCRAM,G18GOVOWRI,G18SOSRBUC,G18SOSDBYR,G18SOSLCAR,G18SOSOWRI,G18AUDRRAC,G18AUDDDOC,G18AUDOWRI,G18TRERMEI,G18TREDLOW,G18TREOWRI,G18SPIRBAL,G18SPIOWRI
56013000501,56,013,000501,435.6,254.3,12,0.7,402.1,244.8,26.9,16.8,1.4,459.3,210.8,12.2,16.2,1.4,435.8,213,30.6,0.2,487.8,184.2,0.7,466,204.4,0.7,516.9,6
56013000601,56,013,000601,671.8,348.6,21,0.6,622.1,337.2,45,21.5,1.1,696.9,290.6,16.6,30.1,4,669.3,289.6,48.9,0,744.5,254.1,0.6,718.8,275.5,0.6,776.8,6.8
56013000701,56,013,000701,700.4,222.5,30.9,0,669.5,220.5,36.9,25,0,697.4,196.6,17,31.9,6,700.4,195.6,41.9,0,734.4,190.6,0,720.4,207.5,0,774.3,7
56013000801,56,013,000801,159.8,226.1,12.2,0.8,146.3,225.5,12,10.6,0.8,147.2,227.5,4.5,22,1.1,143,218.7,26.7,0.8,160.6,225.6,0,152.1,231.3,0,225.6,8
56013000901,56,013,000901,260.2,15.8,11.9,0,249.3,17.8,9.9,10.9,0,254.3,16.8,4,12.9,0,260.2,16.8,8.9,0,270.1,15.8,0,266.1,14.8,0,259.2,0
56013001001,56,013,001001,428.9,74.6,13.2,0,400.2,61.5,31.6,17.4,2,422.5,63.6,6.2,21.4,7,435.6,53.5,23.3,0,459.2,52.3,0,449,62.6,0,454.6,2
56013001201,56,013,001201,56.2,9.3,2,1,52.1,10.3,5,0.1,2,54.1,9.3,0,4,1,54.1,12.3,1,1,55.2,11.3,2,60.1,8.3,1,61.3,1
56013001301,56,013,001301,136.1,433.3,12.2,1,111.1,432.3,14.1,10.2,0,110,447.1,4,15.5,1,102,428.2,26.4,0,126.1,426.5,0,103.2,442.4,0,233.5,10.1
56013001401,56,013,001401,315.3,59.1,15.4,0,293.6,57.2,21.7,14.9,0,300.5,50.5,11,23.4,2.4,319.8,46.1,20.7,0,331.1,46.4,0,324.3,52.5,0,335.2,3.1
56013001501,56,013,001501,167.5,31.3,8.2,0,156,30.3,11.5,7.9,0,159.6,26.6,5.9,12.5,1.3,170.1,24.4,10.9,0,176.1,24.4,0,172.4,27.6,0,178,1.6
56013001601,56,013,001601,155.2,65.6,7.4,0.1,143,62.5,11.3,8.8,0.1,148.3,62.6,3.4,11.2,0.4,146.8,58.7,17.6,0.1,157.7,63.4,0,153.9,66.9,0,176.4,2.4
56013001701,56,013,001701,386,112.9,11.3,1.4,361,101,24.4,15.9,1.2,372.2,104.2,7.7,23.8,2.3,381.3,98.6,18.5,0.3,403.8,92.8,0.4,391.5,105.1,0,417.5,4.1
56013001801,56,013,001801,775.5,206.7,24.1,3.1,716.7,190.7,58.2,26.5,2.2,763,185.6,18,35.8,5.8,782.5,160.6,43.2,1.3,835.4,152.5,1,812.2,172.4,0.8,856.9,7.5
56013001901,56,013,001901,86.1,23.7,0.2,1,83,21.7,4.1,2.1,0,81.1,23.7,2,2.1,1,82,20.7,4.2,0,86.3,22.6,0,90,16.9,0,84,2
56013002001,56,013,002001,237.1,38.5,8.7,1,217.8,30.9,12.6,17.4,0,222.7,29.9,4.8,25.1,2.9,225.6,36.6,10.6,0,237.2,37.6,0,245.8,29.9,0,252.5,0
56013002101,56,013,002101,336.5,92.7,11.8,0.5,313.1,88.2,21.6,17,0.4,326.8,87.2,7.2,14.9,2.4,328.5,86.8,18.4,0.1,353.6,80.7,0.5,342.9,90,0.1,377.7,3.8
56013002201,56,013,002201,39.9,1.1,0.3,0,37.4,0.9,0.4,2.5,0,39.5,0.9,0.1,0.7,0.1,39.6,1.1,0.3,0,39.9,1.1,0,40.2,0.9,0,39.4,0
56013002401,56,013,002401,28.6,27.6,3,0,26.6,28.6,3,2,0,31.5,21.7,2,4.9,0,29.5,23.6,2,0,38.4,19.7,0,37.4,20.7,0,44.3,1
56015000101,56,015,000101,43,1,1,0,43,1,0,1,0,38,0,0,6,2,42,2,2,0,43,1,0,44,0,0,42,0
56015000201,56,015,000201,65,12,1,0,61,12,1,2,0,56,10,0,4,9,65,7,3,0,62,11,1,65,8,2,65,0
56015000801,56,015,000801,287.3,48.3,8.3,0,280.6,48.3,6.6,7.4,0,274,51.6,2.5,14.1,4.1,307.2,31.7,7.4,0,287.9,42.6,0,290.6,50,0.8,315.5,0.9
56015000802,56,015,000802,61.5,10.3,1.8,0,60.1,10.3,1.4,1.6,0,58.6,11,0.5,3,0.9,65.7,6.8,1.6,0,61.7,9.1,0,62.2,10.7,0.2,67.5,0.2
56015000901,56,015,000901,155.6,38.9,9.1,0.9,150.2,41.6,8.1,5.4,0,149.3,46.1,0.9,7.2,6.3,166.5,32.6,9.1,0,165.6,39.8,0,171,37.1,0,179.2,0.9
56015000902,56,015,000902,16.4,4.1,0.9,0.1,15.8,4.4,0.9,0.6,0,15.7,4.8,0.1,0.8,0.7,17.5,3.4,0.9,0,17.4,4.2,0,18,3.9,0,18.8,0.1
56015001001,56,015,001001,53.5,35.7,0.9,0.7,46.2,36.4,1.5,4.6,0.7,53.5,33.4,0.1,1.7,1.5,52.9,34.8,2.4,0,50.7,39.4,0,58,31.4,0,62.3,3
56015001002,56,015,001002,181.1,63.8,6.7,0,172.3,66.8,5,4.7,0,179,52.8,5.7,14.1,1.3,202.7,42.3,6.7,0,181,62.8,0.7,189.2,60,0,220.4,4.3
56015001003,56,015,001003,173.6,70.1,7.8,0.3,157.4,70.3,7.6,11.1,1.1,181.4,58.5,1.7,9.3,1.8,196.4,48.8,6.7,0,176.5,73,0,193,58.6,0,217.4,2
56015001004,56,015,001004,363.1,128.4,7.5,0,345.8,134.4,6,6.5,0,367.2,114.3,2.4,11.1,3.8,411.6,84.8,3.5,0,353.3,128.4,0.4,373.1,120.3,2,430.5,1.8
56015001005,56,015,001005,138,50,7.4,0,124.9,52.2,7.9,7.9,0,139.6,45.8,2.1,5.8,1.6,155.4,35.3,3.2,0,140.2,52.2,0,152.3,42.7,0,171.8,1
56015001006,56,015,001006,217,101,8,0,213,95,7,4,0,212,101,4,7,2,252,67,7,0,205,112,0,236,88,1,281,3
56015001007,56,015,001007,185,87,10,0,168,84,10,15,1,167,89,7,17,2,203,71,11,0,193,86,1,198,84,0,239,4
56015001008,56,015,001008,488.5,115.9,10.5,0.6,475.6,114.8,9.2,10.1,1.2,472.2,111.7,6.8,17.1,5.5,519.2,82.4,11.8,0,467,126.8,0.2,493.9,115.4,0.7,538.6,8
56015001009,56,015,001009,381.7,106.4,8.5,0,372.3,103.6,5.7,9.4,0.9,388.3,88.5,5.6,10.3,2.8,410.8,70.7,10.3,0,381.7,96,0,397.7,94.1,0.9,432.5,3.8
56015001010,56,015,001010,83.9,42.8,5.8,0.4,83.1,40.8,3,6.6,0,85.4,38.2,2.6,7.4,1.7,90.1,36.4,6.3,0,88.2,42.5,0.8,89.2,44.7,1.2,110.5,2.1
56015001301,56,015,001301,118.4,27.1,3,0,112.4,26.1,2,9,0,110.4,26.1,1,9,2,122.5,24,1,0,112.4,31.1,0,128.4,19.1,0,131.5,2
56015001501,56,015,001501,158.2,28.4,7,0,151.5,29.1,3.1,8.7,0,155.5,27.1,1.9,5.9,1.2,165.8,22.4,5,0,156.8,28,0,153.2,37.1,0.8,167.3,0.4
56015001502,56,015,001502,28.4,5.3,1.5,0,26.3,5.9,0.6,2.1,0,27.4,5.5,0.4,1.3,0.2,29.7,4.5,1.1,0,27.8,5.9,0,26.7,7.8,0.2,29.5,0
56015001601,56,015,001601,155.6,19.6,2.8,1,154.4,16.2,2.6,3.2,1,154.5,16.6,2,5.8,0.6,160.8,14.4,3.2,0,159.9,13.4,0,155.4,21.4,0,161.9,0.6
56015001701,56,015,001701,72,10,2,0,71,8,2,3,0,61,12,1,8,0,73,8,3,0,73,7,1,66,14,3,78,0
56015001801,56,015,001801,154.6,9.2,1.4,0.7,152.2,8.9,2.8,1.4,0,148.4,8.2,2.1,4.1,3.1,153.9,6.2,3.8,0,147.4,9.2,0,147.1,16,0,150.5,0.7
56015001802,56,015,001802,53.4,3.8,0.6,0.3,52.8,3.1,1.2,0.6,0,50.6,3.8,0.9,1.9,0.9,53.1,2.8,1.2,0,50.6,3.8,0,51.9,5,0,52.5,0.3
56015002001,56,015,002001,23.1,0.8,1.7,0,23.1,0.8,1.7,0,0,23.1,0.8,1.7,0,0,23.1,0.8,1.7,0,23.9,1.7,0,23.9,1.7,0,24.8,0
56017000101,56,017,000101,514,155,26,3,483,155,22,25,1,515,155,8,15,0,525,127,33,0,573,109,4,557,127,0,588,10
56017000102,56,017,000102,399.5,141.9,18.3,0,358,134.2,26.1,33.8,2.9,391.8,125.5,18.3,23.2,1,404.4,118.7,30.9,1.9,448.8,100.4,4.8,422.7,119.7,1.9,481.6,8.7
56017000204,56,017,000204,118.8,29.7,0,0,99,30.7,7.9,8.9,0,106.9,25.7,1,11.9,0,112.9,25.7,5,0,116.8,27.7,1,113.8,28.7,0,121.8,0
56017000303,56,017,000303,708.5,128.1,13.7,0,643,130.8,35.9,27.2,0.1,667.2,136.5,13.7,28.8,5,685.6,114.3,30.1,0.1,713.2,105.6,6.2,703.3,117.3,0.1,732.4,6.3
560190003-1,56,019,0003-1,273,102,7,0,268,91,12,8,0,315,54,2,7,2,289,67,10,0,303,65,0,301,67,0,318,6
560190003-2,56,019,0003-2,174,52,8,1,156,53,13,5,0,177,40,9,7,2,173,38,16,0,186,40,1,186,40,2,197,5
560190003-3,56,019,0003-3,164.6,46.9,9.8,0,155.3,50.4,8.1,3.4,0,180.2,29.8,6.7,3.3,2,168.4,37.6,9,0,179.6,35.6,0.9,167.1,48.1,0,188.8,3.9
560190003-4,56,019,0003-4,172,67,10,0,167,61,9,7,2,201,42,1,5,1,176,53,11,0,191,46,0,187,55,0,209,4
560190003-5,56,019,0003-5,90.9,29.4,5.5,0,88.2,23,3.7,4.6,0,106.5,14.7,0,4.6,0.9,101,16.5,3.7,0,103.8,20.2,0,102.8,20.2,0,103.8,0
560190003-6,56,019,0003-6,131.9,43,2,0,119.9,38,7,6,0,140.9,27,1,7,0,132.9,32,8,0,133.9,34,0,137.9,31,0,140.9,0
560190003-7,56,019,0003-7,174.1,47,3,0,171.1,43,1,6,0,200.1,24,2,2,0,182.1,32,3,0,185.1,32,0,181.1,31,0,197.1,0
560190003-8,56,019,0003-8,186.7,37.9,6,1,169.8,41.9,10,7,2,198.7,26,2,4,0,189.7,33,5,0,189.7,34,0,192.7,32,0,207.7,0
560190004-7,56,019,0004-7,546.3,98.8,10.7,0,520.4,97.7,17.2,14,0,555.1,74.5,4.3,12.1,2.1,539.4,81.9,17.3,0,564.5,76.2,0.1,554.9,88.7,1,564.3,5.1
560190004-8,56,019,0004-8,550,126,13,1,534,123,20,12,0,579,87,2,13,10,560,91,22,0,565,92,1,560,96,0,570,5
560190005-9,56,019,0005-9,82,12,0,0,77,12,2,2,0,80,13,0,1,0,82,11,0,0,83,11,0,82,12,0,78,2
56019002-14,56,019,002-14,132,20,1,0,126,18,4,1,1,133,11,2,6,2,131,16,3,0,131,17,1,132,16,0,141,0
56019006-10,56,019,006-10,74,14.7,0.7,0,72.5,11,1.5,1.5,0,68.8,15.4,0.7,1.5,1.5,74.7,11,1.5,0,73.2,12.4,0,73.2,13.2,0,77.6,0.7
56019008-11,56,019,008-11,221,22.4,1.3,0,206.5,19,4.5,9.5,1,201.2,15.6,4.3,17.5,3.5,214.3,21,2.5,0,218.8,18.6,0,216.8,20.8,0,212.4,1.3
56019009-12,56,019,009-12,68,3,1,0,65,3,1,3,0,67,3,1,1,0,67,2,2,0,69,2,0,68,2,0,67,2
56019010-15,56,019,010-15,44.5,0.1,0,0,38.4,1.1,0,2,1,41.5,1.1,0,1,0,41.5,0.1,0,0,41.5,0.1,0,40.5,0.1,0,39.5,1
560210001-1,56,021,0001-1,509.9,422.4,30.6,2.9,469.9,412.9,37.4,38.4,2.9,520.6,394.4,14.3,37.3,3,494.2,407.8,57.4,3,534.7,403.9,1,534.8,403.8,2,743,17.5
560210001-2,56,021,0001-2,229.4,305.6,22.7,0,208.7,297.7,24.7,21.8,1,239.3,290.7,12.9,11.9,2,228.4,299.6,21.8,2,248.2,299.6,0,236.3,306.6,1,382.7,21.8
560210001-3,56,021,0001-3,255.6,312.6,21,2,242.6,307.4,21.2,16.9,3,264.3,294.7,8,17.2,4,241.8,315.4,24.9,4,286.5,300.4,0,284.7,291.4,1,416.5,19.9
560210001-4,56,021,0001-4,136,218,11,2,132,206,14,8,3,160,197,3,5,4,165,177,15,2,194,164,0,164,188,2,255,17
560210001-5,56,021,0001-5,290,266,16,1,276,264,17,12,4,307,252,4,10,1,303,241,20,1,340,217,0,310,246,0,421,17
560210001-6,56,021,0001-6,281.3,359.5,20.8,2,277.3,349.6,23.8,5.9,3,303.1,342.7,8.9,6.9,4,311,311,28.7,4,367.4,283.3,2,331.8,311,6.9,479.4,17.8
560210001-7,56,021,0001-7,123,130,8,0,112,130,10,7,1,139,118,0,3,1,124,126,10,0,130,123,0,125,132,0,200,8
560210001-8,56,021,0001-8,294,339,22,2,284,332,25,14,2,300,334,10,11,1,294,323,26,3,353,281,1,325,311,2,452,24
560210001-9,56,021,0001-9,207,175,9,1,200,160,15,12,1,218,166,1,9,0,199,163,23,2,236,147,0,222,155,1,290,4
560210002-1,56,021,0002-1,209.7,157.5,7.2,1,205.7,142.4,10.2,7.1,2,232.9,136.3,2.1,6.1,0,222,139,10.3,0,230.6,138.7,0,230.2,130,0.1,296.6,9.2
560210002-2,56,021,0002-2,373,239,7,0,352,227,18,14,1,381,226,1,8,1,405,191,11,0,412,187,0,382,205,1,478,10
560210002-3,56,021,0002-3,436.4,337,11.2,1,429.7,316.3,9.3,10.1,2,490.3,287,2.1,6.2,5,503.1,254.7,8.5,2,524.6,238.7,0,473.3,282.7,1.1,618.3,13.1
560210002-4,56,021,0002-4,293,196,9,0,286,185,9,6,1,308,180,4,9,0,306,179,12,0,343,144,0,330,156,1,400,7
560210002-5,56,021,0002-5,467,350,20,0,456,336,23,15,2,509,300,6,21,1,498,305,25,2,516,296,0,503,304,1,660,9
560210002-6,56,021,0002-6,974.4,575.2,28.7,3.1,923.5,551.1,51.7,23.6,5.1,1070.3,477.1,10.2,26.6,7.2,1054.1,473.1,30.8,5.1,1117.5,421.6,2,1042.6,479,6.1,1299.5,22.5
560210002-7,56,021,0002-7,523.6,436.3,23.5,3,493.1,436.3,30,21,0,566.1,389.3,12,19,1,547.1,396.3,33,1,593.1,373.9,0,563.2,396.3,2,758.4,13
560210002-8,56,021,0002-8,72.5,68,3.1,0,69.4,61,8.2,3.1,0,81.7,54.9,3.1,5.1,0,68.8,62.7,9.2,0,81.8,52.7,1,87.8,51.8,0,111.8,0.1
560210002-9,56,021,0002-9,266.8,217,14.1,5,259.4,211,17.2,9.2,3,284,201.8,6,13.1,3,297.2,186.4,18.2,0,305,182.9,0,297.5,190.3,0,409.2,8.2
560210003-1,56,021,0003-1,320,245,17,4,300,233,22,17,6,333,230,4,15,4,313,235,26,3,353,213,0,342,223,1,445,21
560210003-2,56,021,0003-2,170,165,13,1,165,155,19,7,1,170,159,8,9,2,151,169,20,1,180,151,0,180,153,0,247,10
560210003-3,56,021,0003-3,201,177,7,0,178,177,13,14,0,212,157,5,12,2,206,166,8,1,229,147,0,232,143,0,303,5
560210003-4,56,021,0003-4,266.4,242.3,10,0,242.4,232.3,25,14,0,270.4,224.2,7,15,3,268.4,219.2,18,0,299.4,205.2,0,280.4,219.2,0,393.5,6
560210003-5,56,021,0003-5,408.8,337.3,24.9,0,378.5,332.7,26.6,28.2,1,401.8,338.3,6.6,25.4,4.9,409.5,326.1,27.5,0,458.6,284.6,1,428.1,319.9,1.1,602,11
560210003-6,56,021,0003-6,352.4,249.6,17.1,0,311.3,260.7,24.1,19.1,0,360.3,234.7,11,19.1,0,331.2,255.7,27.1,1,377.4,227.6,0,378.4,227.7,0,502.7,10
560210003-7,56,021,0003-7,271.9,186.9,15.4,0.9,249.8,184.1,20.2,11.6,4.8,281.2,179.3,5.8,11.6,1.9,281.2,175.5,13.6,1.9,291,171.6,1.9,291,170.7,1.9,379.1,10.5
560210003-8,56,021,0003-8,307,219,19,0,309,203,17,14,1,311,198,8,25,1,332,190,20,0,336,197,0,336,191,0,413,6
560210003-9,56,021,0003-9,566,366,29,3,536,368,33,17,2,568,358,11,28,2,557,360,31,1,610,331,2,587,347,2,775,15
560210004-1,56,021,0004-1,71,21,5,0,70,21,2,4,0,73,20,0,4,0,74,18,5,0,78,18,0,79,17,0,81,1
560210004-2,56,021,0004-2,419.6,161.4,22,2,399.5,165.4,21.1,15.1,1,418.5,135.4,10,29.1,10,422.5,148.5,26.1,0,451.6,137.4,1,429.6,152.4,1,498.7,7.1
560210004-3,56,021,0004-3,19.7,0,0,0,19.7,0,0,0,0,18.7,0,1,0,0,19.7,0,0,0,17.7,2,0,18.7,1,0,19.7,0
560210004-4,56,021,0004-4,413,143,13,1,383,137,17,23,0,413,134,7,16,5,422,122,23,0,445,116,3,431,128,1,472,14
560210004-5,56,021,0004-5,41,9,1,0,40,9,2,0,0,39,12,0,0,0,39,10,1,0,42,7,0,43,8,0,48,0
560210004-6,56,021,0004-6,903,322,29,1,880,312,36,15,3,907,285,13,40,10,932,275,33,1,968,263,1,923,305,1,1066,12
560210004-7,56,021,0004-7,441.5,185,11.2,1,425.3,180.9,22.2,9.2,1,450.6,165.8,4.1,20.2,1,443.3,170,19.2,1,476.8,145.9,0,463.7,155.8,1,542,10.2
560210004-8,56,021,0004-8,338.2,275.9,23.6,0.1,322.1,261.3,23.8,23.8,0.1,357.6,244.7,11.8,22.8,1,337.9,258.3,32.8,2,364.6,258.2,0,368.4,255.4,0,496.2,16.6
560210004-9,56,021,0004-9,497.3,255.7,37,1,474.4,240.7,32,38,2,517.3,221.7,16,32,1,513.3,226.7,40.9,0,544.3,227.7,1,545.3,228.7,0,644.1,11
560210005-1,56,021,0005-1,263.5,114.5,10.9,0,247.7,111.5,17.8,10.9,1,259.5,102.6,5.9,17.8,3,246.7,120.4,14.8,1,262.5,118.4,1,270.4,115.5,2,331.6,4
560210005-2,56,021,0005-2,602.4,285.7,24.3,2.9,574.2,279.8,23.3,20.4,4.9,634.5,247.8,8.7,21.4,8.7,628.6,246.8,26.2,4.9,677.2,230.3,0,647.1,244.8,4.9,747.2,17.5
560210005-3,56,021,0005-3,761.6,255.7,28.1,1,710.6,263.2,29.2,26.2,3,736.3,259,10.1,30.1,13,766.1,233,37.2,0,780.5,241.6,0,774.1,245.9,1.1,900.8,9.1
560210005-4,56,021,0005-4,1185,410.7,34,1.9,1117.8,407.8,46.7,43.1,0,1188.4,372.8,12.9,57.2,6,1188.8,384.2,47.8,3.9,1228.4,358.8,2,1206.1,379.8,4.3,1355.1,25.4
560210005-5,56,021,0005-5,94.2,47.7,4,0,89.2,45.8,5.9,4.9,0,87.7,48.4,3.9,4.9,1.9,87.5,50.4,7.8,0,97.4,44.6,0,89.7,51.2,0,113.4,2.9
560210006-1,56,021,0006-1,533,101,24,4,511,92,18,37,2,525,91,13,34,1,522,93,37,1,550,81,5,545,95,6,582,12
560210006-2,56,021,0006-2,486,118,16,0,475,111,14,15,0,482,101,12,24,3,476,114,24,0,493,109,0,502,106,0,542,7
560210006-3,56,021,0006-3,491,113,13,0,461,120,15,15,1,486,112,2,18,0,472,129,15,0,486,110,0,486,112,1,550,4
560210006-4,56,021,0006-4,74,7,3,0,74,6,0,5,0,72,7,0,6,0,71,9,4,0,74,4,0,74,8,0,72,1
560210006-5,56,021,0006-5,154,18,5,0,147,19,3,7,0,151,19,0,7,0,159,12,3,0,151,17,0,155,20,0,165,2
560210007-1,56,021,0007-1,36.3,32.2,2.5,0,34.8,29.9,4.6,1,0,34.5,31.1,0.8,3.8,0.7,37.5,30.8,1.9,0,39.6,29.1,0,40.7,28.7,0,54.5,1.7
560210007-2,56,021,0007-2,6.4,2.7,0.5,0,6.9,2.7,0,0,0,6.9,2.7,0,0,0,5.9,3.7,0,0,6.9,2.1,0,4.8,3.7,0,9.6,0
560210007-3,56,021,0007-3,78.3,38.9,6,0,71.9,40.5,5.4,5,0.2,73.4,42.1,1.2,5.8,1,71.7,41.9,7.7,0.1,81.8,36.4,0.1,81.8,39,0.1,99.3,2.3
560210007-4,56,021,0007-4,142.6,77.8,22.2,0,127.8,84.2,17.6,11.1,0,139.8,78.7,12,14.8,0,137,88.9,16.7,0,151.8,87,0,152.8,83.3,1.9,198.1,2.8
56021001-10,56,021,001-10,237.4,247.8,19.4,0,229.2,232.4,23,15.7,0,244.3,230.8,6.5,20.7,2.3,224,249.3,27.9,0,264,229.5,0,251.2,240.5,0.1,382.9,12.5
56021002-10,56,021,002-10,139.7,78.4,1.9,1,139.6,68.9,4.8,4.8,0,154,64.1,2.9,1.9,0,150.2,63.1,4.8,0,159.7,55.5,0,150.2,61.2,1.9,185.5,1.9
56021002-11,56,021,002-11,306.6,212.3,20.9,1,285.7,221.2,19,14,1,309.4,203.4,8,11,7,306.5,208.4,21,1,329.5,199.4,1,334.3,195.6,1,419.1,11
56021002-12,56,021,002-12,424.5,301.2,27.8,1,400.6,298.2,30.8,19.9,2,455.3,270.4,17.9,15.9,2,430.4,288.3,29.8,0,480.1,263.4,0,473.2,265.4,1,608.4,9.9
56021002-13,56,021,002-13,437.4,360.7,14,2,409.6,356.8,19,18.9,1,455.9,335.1,5.1,15.9,2.1,477.5,306.7,23,0,527.1,277,0,495.5,303.7,1,656,14.9
56021003-10,56,021,003-10,305.8,198.7,23.8,2,276,201.7,22.9,21.8,2,301.8,197.6,7,24.9,3,301.7,190.9,26.8,2,328.5,181.9,0,315.7,195.8,3,412.2,11.9
56021003-11,56,021,003-11,87.1,75.3,2.4,0,90.7,68.5,3.3,2.3,0,95.7,68.6,1.1,0.4,0.1,93.5,64.6,1.6,0,98.3,59.2,0,90.3,63.4,0,129.3,4.1
56021003-12,56,021,003-12,290,212,15,2,275,216,12,13,1,311,179,8,21,3,306,196,15,1,321,186,1,324,183,1,430,8
56021003-13,56,021,003-13,208.8,123.2,5.3,1.2,193.5,126.1,7.6,8.2,0,205.2,122,1.2,11.1,0,215.8,105.6,10.6,1.2,224.6,100.9,0,215.8,105,1.8,262.1,8.8
56021004-10,56,021,004-10,121.6,32.5,2,0,113.8,29.6,4.9,4.9,0,110.8,33.5,2,8.9,0,109.8,36.5,5.9,0,114.7,33.6,0,115.7,31.6,0,128.5,5.9
56021004-11,56,021,004-11,55.6,37,1.8,0,50.3,39.7,2.6,0.9,0,54.7,37,0.9,1.8,0,52.9,35.3,3.5,0,64.4,27.3,0,54.7,35.3,0.9,76.7,0.9
56023000101,56,023,000101,204,49,12,0,189,56,11,8,0,194,56,3,13,0,202,48,12,0,202,57,0,201,55,0,214,6
56023000102,56,023,000102,200,64,11,0,189,67,16,6,0,195,65,6,9,3,200,54,20,0,214,56,0,208,60,0,238,3
56023000103,56,023,000103,300,71,11,0,276,74,10,13,2,285,74,7,12,1,304,50,21,0,316,55,1,310,59,1,332,4
56023000104,56,023,000104,188,67,8,1,182,65,7,7,2,181,75,5,5,0,186,62,16,0,191,71,0,187,75,1,225,4
56023000106,56,023,000106,98.6,14.7,1,1,96.6,16.7,1,2,0,98.4,13.8,0,3,0,97.6,13.8,4,0,97.6,13.8,0,95.6,15.7,0,102.5,0
56023000107,56,023,000107,54,6,2,1,52,5,2,2,1,53,6,1,2,1,55,4,3,0,55,6,0,57,5,0,56,3
56023000108,56,023,000108,258.8,22,13,0,238.8,19,10,18,0,249.8,20,7,13,2,250.8,23,12,0,262.8,23,0,260.8,26,0,263.8,1
56023000201,56,023,000201,629.1,71.3,19.1,0,607.9,61.3,18.1,29.2,1,589.7,74.4,13.1,33.3,3,616,54.3,29.2,0,626.1,67.3,0,622.1,69.4,1,652.1,6
56023000202,56,023,000202,196,16.9,9,0,191.1,14.9,5,9,0,180.1,17.9,5,16.9,1,194,13.9,13.9,0,203,16.9,0,199,19.9,0,193,4
56023000203,56,023,000203,454,255,23,3,449,242,28,11,1,453,227,21,25,2,464,212,37,0,482,216,0,475,222,0,560,11
56023000204,56,023,000204,322,34,7,1,319,35,4,6,0,294,38,1,24,4,317,32,6,0,317,35,0,315,38,0,327,4
56023000205,56,023,000205,475,108,14,2,464,96,19,17,1,445,96,14,41,4,487,81,27,0,496,84,0,493,88,0,511,10
56023000206,56,023,000206,378,37,8,0,356,40,10,12,0,343,39,7,33,0,361,35,21,0,376,40,0,377,39,0,390,1
56023000207,56,023,000207,744.9,46.8,18.9,3,710.1,49.7,17.9,31.8,0,684.2,61.7,11.9,47.8,3,724,41.8,35.8,0,744.9,48.8,0,740.9,54.7,0,749.8,4
56023000208,56,023,000208,388,48,12,0,377,43,11,13,0,364,43,10,31,0,377,42,18,0,380,55,0,381,52,0,402,3
56023000209,56,023,000209,290.6,11.3,4,0,280.6,12.3,5,9,0,265.7,21.2,2,13,2,279.6,18.2,5.1,0,283.6,17.2,0,284.5,15.3,0,286.7,0
56023000210,56,023,000210,665,230,14,0,639,235,17,13,0,636,227,11,26,7,653,223,26,0,667,222,0,665,222,1,730,12
56025000101,56,025,000101,152,171,10,0,140,162,15,12,0,168,144,7,13,1,152,156,21,0,163,159,0,158,163,0,233,18
56025000102,56,025,000102,219.3,205.3,10.1,0,200.3,202.3,18.1,12.1,0,223.4,192.2,10.1,9.1,4,217.3,188.3,25.1,1,231.5,188.3,0,226.4,201.3,0,293.5,15
56025000103,56,025,000103,293,301,15,2,276,291,20,13,3,322,259,8,14,4,317,247,38,0,353,228,1,331,250,2,428,21
56025000104,56,025,000104,398,295,19,4,394,278,23,12,5,416,271,10,22,4,433,238,36,2,478,225,1,455,245,0,553,19
56025000105,56,025,000105,207,225,9,1,199,220,11,6,1,229,198,6,11,2,219,190,12,1,250,179,1,225,194,1,272,16
56025000106,56,025,000106,510.2,264,33.9,1,493.2,250.1,26.9,31.9,2,528.1,237.2,12.9,28.9,5,525.1,225.2,42.9,1,553,228.2,2,545,237.2,2,636.7,20.9
56025000107,56,025,000107,203,143,17,0,176,147,23,13,1,203,142,8,10,2,194,132,29,1,214,135,2,212,141,2,271,11
56025000109,56,025,000109,608,215,19,1,591,188,20,27,4,624,182,10,20,4,636,163,24,0,665,153,1,639,163,1,672,14
56025000111,56,025,000111,334,163,10,0,328,148,17,13,1,360,130,5,13,0,357,130,12,0,365,119,1,359,124,0,403,8
56025000112,56,025,000112,153,94,7,0,145,87,7,7,0,157,88,2,8,0,148,83,16,1,158,85,0,161,78,1,188,9
56025000201,56,025,000201,347.8,238,28.1,1,330.6,230.9,33.2,13.2,2,369.8,206.9,10.1,20.2,6,353.8,198.8,49.2,2,388.9,210.9,0,377.8,218,1,470.2,17.1
56025000202,56,025,000202,266,199,22,0,247,195,21,18,0,280,180,8,19,0,272,170,34,3,289,181,1,285,187,0,353,20
56025000203,56,025,000203,268,148,20,0,243,138,23,21,2,289,114,9,21,2,276,118,31,0,310,112,0,295,124,0,347,5
56025000204,56,025,000204,249,169,18,1,242,155,17,22,0,267,151,6,12,2,261,148,14,0,276,144,0,269,158,0,332,12
56025000206,56,025,000206,678,288,23,3,660,265,29,24,2,702,247,10,23,11,698,221,36,0,732,208,1,708,239,1,801,23
