GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWRI,G20HALRARM,G20HALDRAK,G20HALLPET,G20HALOWRI,G20GOVRBUR,G20GOVDLEN,G20GOVLHEN,G20GOVOWRI,G20AUDRGAL,G20AUDDHAR,G20AUDOWRI,G20TRERBEA,G20TREDHAU,G20TREOWRI,G20INSRGOD,G20INSOWRI,G20PSCRKRO,G20PSCDBUC,G20PSCOWRI
38001003901,38,001,003901,981.11,258.02,30,0,1010.12,213.02,32,1,1000.11,163.02,40,57.01,977.11,250.03,1,926.1,308.03,4,1107.13,15,971.11,259.03,1
38003002401,38,003,002401,219,166,12,1,241,139,16,0,261,117,11,11,229,161,0,226,160,4,322,6,220,153,0
38003002402,38,003,002402,424.38,255.26,30.07,2.91,436.04,238.73,27.16,0,469.96,198.95,22.32,16.52,403.98,280.47,0.97,387.46,293.11,2.92,568,18.44,400.09,266.89,1.94
38003002403,38,003,002403,228,151,13,0,230,135,16,2,247,119,12,8,213,163,1,215,161,5,321,5,221,150,1
38003002404,38,003,002404,420.46,256.92,20.5,2.06,452.24,215.41,24.5,0,458.85,189.19,28.78,22.5,407.9,262.25,2,401.29,268.59,8.45,579.98,15.56,414.35,243.86,1
38003002405,38,003,002405,505.93,318.62,25.1,3.86,550.34,263.59,26.07,0,539.72,241.38,26.07,31.86,511.72,299.31,0.97,496.28,318.62,7.72,701.93,12.55,495.31,303.17,0
38003002406,38,003,002406,236,106,9,3,254,92,1,0,254,83,4,10,226,106,0,205,129,1,287,2,217,108,0
38003002407,38,003,002407,109,42,6,0,116,38,3,0,121,31,3,2,105,49,0,102,51,0,134,1,102,47,0
38003002408,38,003,002408,116,39,0,0,117,30,3,0,117,25,5,7,112,39,0,101,49,2,141,0,101,42,0
38003002409,38,003,002409,178,54,5,0,177,42,16,0,185,36,5,8,165,59,0,168,56,2,200,0,166,56,0
38003002410,38,003,002410,57,29,0,0,57,25,1,0,53,28,3,1,55,28,0,53,31,0,65,0,54,29,0
38003002411,38,003,002411,479.22,187.21,10.33,1.17,494.37,159.27,10.27,0,488.46,136.49,14.83,27.11,452.39,192.97,0.06,423.98,216.68,7.91,567.09,10.45,442.25,186.08,0.06
38003002412,38,003,002412,183,59,5,0,186,47,8,0,170,41,12,20,181,59,1,162,75,4,221,2,179,54,1
38003002413,38,003,002413,183,83,19,1,190,77,12,0,198,65,12,10,182,88,0,171,98,1,235,9,165,95,1
38003002414,38,003,002414,64,30,1,0,71,24,1,0,71,20,0,7,61,29,0,60,36,0,73,3,62,29,0
38003002415,38,003,002415,165,43,5,1,165,36,4,1,141,35,14,20,151,54,0,145,57,4,187,2,155,41,0
38005001401,38,005,001401,752.54,338.44,23.98,2,762.52,310.48,27.96,1,723.49,281.51,41.94,61,710.59,364.39,1,688.55,379.43,4,917.2,13.98,673.6,345.49,0
38005002301,38,005,002301,163.73,69.32,3.01,0,162.74,64.28,7.02,0,151.67,72.26,3.04,12.09,152.72,80.3,0,152.67,80.35,0,190.88,2.03,147.71,84.31,0
38005002302,38,005,002302,84.4,337.13,6.01,2,112.42,299.11,15.01,1,117.4,290.11,14.02,5.03,96.4,324.14,1,92.38,328.15,1.01,282.48,37,97.39,323.14,2
38005002303,38,005,002303,94.2,77.06,6.01,2,101.21,64.06,5.01,1,106.2,64.05,2.01,7.01,98.2,72.07,1,97.19,75.08,2,144.24,7,94.2,77.07,1
38007003901,38,007,003901,132.64,46.52,6.93,0,142.54,33.66,5.94,0.99,134.62,27.72,9.9,11.88,133.63,46.52,0.99,135.61,41.57,1.98,164.32,0,141.55,37.61,0.99
38007003902,38,007,003902,304,17,14,0,305,23,8,1,231,24,11,69,305,28,0,284,42,5,310,1,288,36,1
38007003903,38,007,003903,103.5,8.06,0,1,105.49,7.06,0.01,0,75.39,5.06,7.03,21.07,103.48,8.07,1,100.44,9.1,3,106.49,1.01,101.46,10.08,0
38009000601,38,009,000601,525.04,105.68,10.27,1.02,529.55,93.17,11.25,0.01,508.54,79.89,18.21,29.37,517.38,110.36,0,491.12,137.6,1.03,581.59,7.07,508.1,117.59,0
38009000602,38,009,000602,522.39,177.73,17.73,1,556.85,143.17,15.79,0.99,556.85,125.43,13.84,23.69,545.95,155.08,0,529.2,170.87,1.97,624.98,4.95,528.26,170.81,0
38009000603,38,009,000603,465.92,154.65,6,2.99,473.94,123.72,11.98,1.99,472.94,115.72,15.96,17.96,454.01,147.64,1,449,160.61,1,532.81,7.97,458.96,145.67,1
38009000604,38,009,000604,609.99,194.36,18.94,1.99,617.96,178.41,23.92,0,637.9,147.51,19.93,19.93,607,198.35,1,591.05,210.31,3.99,719.63,8.97,605,195.36,1
38009000605,38,009,000605,452.01,188.64,12.06,3.01,468.04,153.59,18.08,0,477.1,119.49,25.07,20.07,436,187.65,0,425.95,192.69,5.01,543.37,9.03,435,186.64,1
38011003901,38,011,003901,587.78,133.12,16.65,0.98,600.5,108.65,16.65,0,538.76,100.82,26.44,58.8,574.07,137.06,0.98,558.39,153.71,0.01,660.22,5.87,554.5,143.9,1.96
38011003902,38,011,003902,377.22,36.88,9.35,0.02,378.5,32.35,8.35,1,326.24,27.18,14.56,47.2,366.93,47.94,1.02,354.61,57.29,2.99,397.78,0.13,365.5,47.1,0.04
38011003903,38,011,003903,206,10,1,0,203,12,4,0,167,8,6,36,198,17,0,181,30,3,207,1,193,16,0
38011003904,38,011,003904,223.89,47.98,3,3,230.88,41.98,7,0,221.89,34.98,6,15.99,215.89,54.97,0,203.9,66.97,0,252.87,3,211.89,54.97,0
38013000201,38,013,000201,49,6,2,0,47,6,2,0,46,4,3,4,48,7,0,49,7,0,55,0,48,8,0
38013000202,38,013,000202,249,44,6,3,250,44,4,0,242,40,8,9,247,45,0,240,49,0,259,5,243,45,1
38013000203,38,013,000203,361.61,43.05,8.01,0,354.61,49.04,4.02,0,284.56,42.05,12.03,69.02,340.57,63.07,1,334.55,67.1,0,384.62,0,343.57,58.06,1
38013000204,38,013,000204,147,17,1,1,142,16,2,0,123,21,11,8,137,17,0,136,18,1,150,2,133,25,0
38013000205,38,013,000205,128,12,2,0,124,11,4,0,105,13,5,18,122,14,0,120,17,0,127,1,124,13,0
38013000206,38,013,000206,60,15,1,0,60,14,1,0,60,9,4,2,57,16,0,58,15,0,69,0,59,13,1
38015000701,38,015,000701,1648.36,413.01,75.26,4.17,1642.09,377.97,75.23,2,1316.35,359.78,135.61,294.29,1543.96,495.14,4.08,1518.01,504.54,11.14,1829.84,25.45,1569.97,454.6,3.03
38015000702,38,015,000702,1256.28,440.28,46.49,6.2,1333.76,336.56,41.84,0.06,1169.6,359.81,55.68,142.35,1244.15,407.41,2.33,1173.36,476.65,3.21,1477.05,14.45,1262.31,380.73,1.99
38015000703,38,015,000703,1385.6,464.82,49.42,10.02,1399.34,395.93,69.98,0.99,1177.49,385.17,98.73,229.28,1343.73,474.45,3.01,1273.56,543.37,8,1615.41,33.84,1322.67,474.41,2.97
38015000704,38,015,000704,624.84,129.68,22.38,2.8,647.21,116.62,15.86,0,521.33,120.34,41.97,86.74,618.3,148.33,0.93,571.68,188.42,1.87,699.47,3.74,611.77,147.39,0
38015000705,38,015,000705,646.88,153.38,8.82,8.7,656.06,132.57,12.17,0.95,535.37,126.85,27.06,115.35,620.97,156.65,1.96,570.42,195.81,3.93,686.94,11.24,626.64,144.87,2.9
38015000706,38,015,000706,1006.95,289.44,28.48,3.8,1037.41,236.23,34.13,0.94,904.68,258.97,49.29,100.56,970.08,289.34,5.67,917.91,349.06,3.79,1120.03,8.55,990.91,276.03,0.01
38015000707,38,015,000707,998.4,418.63,32.62,6.37,1021.37,365.81,45.44,0.06,894.34,365.47,66.77,100.44,956,432.41,2.07,912.03,471.78,4.13,1189.4,23.04,964.14,413.2,2.12
38015000708,38,015,000708,1133.3,501.25,38.01,6.02,1180.31,409.22,57.01,1,1051.05,412.2,65.05,118.25,1095.25,485.26,5,1072.13,504.35,9.01,1335.34,28.02,1116.26,455.24,3.01
38015000801,38,015,000801,222.2,54.53,15.03,0.01,223.21,50.48,10.06,2,194.79,51.46,13.16,25.31,210.1,65.56,0,202.94,70.72,4.01,243.34,3.03,212.06,62.61,1
38015000802,38,015,000802,140,29,4,1,140,29,4,0,105,39,9,19,128,38,0,117,45,0,127,2,130,33,0
38015000803,38,015,000803,204.12,24.83,4.04,0,193.23,21.74,12.01,0,141.73,24.74,18.08,45.41,187.02,34.8,0,170.94,40.93,4,195.15,2.07,185,33.73,0
38015000804,38,015,000804,1459,295,30,6,1477,245,43,2,1179,255,74,249,1409,305,3,1328,387,9,1543,16,1408,302,1
38015000805,38,015,000805,1178.77,267.49,30.94,5.99,1193.74,231.56,35.93,1,942.22,240.54,85.84,191.64,1142.84,274.48,2,1053.01,358.32,4.99,1233.67,12.98,1142.84,268.49,2
38015000806,38,015,000806,707.23,190.51,20.06,5.01,726.26,157.44,23.07,3,589.78,154.46,52.16,111.36,683.16,194.52,1,661.99,211.68,4.01,759.33,10.02,695.16,174.51,0
38015002801,38,015,002801,235,26,6,0,234,23,4,0,162,31,14,49,210,38,0,200,51,1,221,3,209,39,0
38015002802,38,015,002802,323.94,62.99,12,0,325.93,48.99,15,0,229.95,58.99,21,77.98,304.94,61.99,1,275.94,83.98,5,318.94,3,306.94,59.99,0
38015002803,38,015,002803,767,153,19,7,758,142,23,1,574,143,40,166,735,162,2,690,192,15,796,7,726,162,1
38015003001,38,015,003001,1200.8,347.84,31.83,4.99,1202.4,310.8,42.72,0.03,1042.94,292.53,74.58,148.65,1131.11,379.03,3.04,1046.01,444.5,5.18,1325.59,19.79,1144.66,349.02,2
38015003002,38,015,003002,935,533,63,6,977,445,82,3,817,457,95,139,931,521,6,877,556,9,1168,33,903,535,5
38015003003,38,015,003003,1416.03,561.62,47.29,8.04,1453.82,496.38,52.44,1.99,1275.95,463.28,85.83,167.67,1378,563.21,7.01,1292.96,641.93,7.04,1648.79,24.2,1360.36,566.64,6.99
38015003004,38,015,003004,1761.38,709.24,69.73,13.94,1837.06,590.72,85.67,3.98,1612.9,571.78,132.49,190.3,1763.32,662.46,4.98,1646.75,783.99,13.94,2081.11,11.96,1749.39,675.38,3.98
38015003201,38,015,003201,481.89,259.89,25.45,2.85,506.4,220.82,35.14,2.08,446.98,226.82,39.46,48.13,474.78,268.01,1.17,456.48,283.38,2.72,616.87,16.66,479.83,259.57,2.31
38015003202,38,015,003202,387.69,305.54,26.77,9.23,413.54,261.23,35.08,0.92,352.62,274.15,37.85,57.23,395.08,298.15,1.85,348.92,334.15,8.31,528.92,18.46,407.08,281.54,3.69
38015003203,38,015,003203,251.07,153.34,13.48,3.37,257.14,136.15,17.86,0.34,227.14,136.15,26.62,23.93,243.66,154.35,0.34,239.61,163.11,0,323.19,11.8,242.65,153.34,1.01
38015003204,38,015,003204,493.93,301.66,26.52,6.63,505.86,267.85,35.14,0.66,446.86,267.85,52.38,47.07,479.34,303.65,0.66,471.39,320.89,0,635.81,23.2,477.35,301.66,1.99
38015003205,38,015,003205,1114.73,498.51,50.5,10.59,1176.23,423.16,48.06,2.44,1027.57,431.72,85.53,109.15,1102.92,487.11,2.44,1034.49,547.79,6.92,1360.32,29.32,1110.25,469.19,4.48
38015003206,38,015,003206,1043.18,466.51,47.26,9.91,1100.73,396,44.97,2.29,961.62,404.01,80.04,102.15,1032.13,455.84,2.29,968.09,512.63,6.48,1273.01,27.44,1038.99,439.07,4.19
38015003207,38,015,003207,579.09,258.97,26.24,5.5,611.04,219.83,24.97,1.27,533.82,224.27,44.43,56.7,572.96,253.05,1.27,537.41,284.57,3.6,706.68,15.23,576.77,243.74,2.33
38015003501,38,015,003501,596.42,403.58,36.78,12.92,655.06,340.95,36.78,0.99,598.4,329.02,50.7,60.64,642.14,360.83,1.99,566.6,421.47,4.97,798.2,19.88,650.09,350.89,0.99
38015003502,38,015,003502,769,745,49,16,830,658,61,4,775,609,74,101,804,701,7,745,743,16,1142,58,812,692,5
38015003503,38,015,003503,884,457,34,7,931,383,46,0,814,396,58,106,865,445,2,821,489,5,1097,28,866,438,4
38015003504,38,015,003504,648,467,34,11,685,401,56,0,600,379,65,99,675,424,1,630,466,4,885,25,643,446,2
38015003505,38,015,003505,931,486,37,10,989,407,42,3,890,390,51,115,938,450,2,856,529,5,1186,29,952,425,3
38015003506,38,015,003506,618,333,36,13,666,273,47,1,603,275,55,62,651,313,1,601,361,4,810,22,646,316,1
38015004701,38,015,004701,2398.17,952.28,64.95,21.98,2574.04,753.43,59.96,1,2249.29,738.44,113.91,281.78,2439.14,822.38,10.99,2251.28,997.24,15.99,2822.85,50.96,2463.12,799.39,1
38015004702,38,015,004702,1956,1014,93,19,2077,833,97,4,1859,844,131,208,2001,939,4,1861,1070,14,2514,47,2051,894,3
38015004703,38,015,004703,740,434,50,10,775,369,52,1,688,359,71,90,758,424,5,703,472,5,980,30,764,399,5
38015004704,38,015,004704,1575.83,723.72,61.05,18.02,1689.96,584.57,63.04,1,1536.71,589.56,89.09,147.22,1600.86,657.62,4.01,1507.72,748.76,9.01,1920.15,35.04,1642.88,614.61,2
38017011-01,38,017,011-01,1382,1951,96,20,1570,1687,133,3,1789,1525,87,29,1500,1817,6,1520,1807,12,2462,144,1512,1803,4
38017011-02,38,017,011-02,1498,1936,92,27,1600,1708,168,8,1781,1564,124,43,1560,1849,8,1572,1851,10,2603,134,1556,1843,6
38017013-01,38,017,013-01,1479.75,1103.48,90.46,12.4,1616.57,911.01,117.82,2.09,1719.37,824.43,97.88,29.39,1588.74,1003.5,3.14,1529,1065.36,9.54,2261.85,71.44,1568.52,1010.49,2.06
38017013-02,38,017,013-02,906.66,886.05,54.48,14.19,970.87,783.91,68.92,2.03,1064.38,690.56,64.66,19.51,947.4,846.45,2.04,955.35,833.53,6.14,1496.31,55.19,945.04,836.54,4.03
38017013-03,38,017,013-03,1865.99,1432.33,87.89,18.35,2079.44,1172.52,112.04,3.86,2214.66,1051.79,104.31,26.08,2009.9,1262.34,5.8,1989.62,1287.46,21.25,2795.12,78.23,2024.39,1234.34,2.9
38017016-01,38,017,016-01,1000.12,1148.57,66.04,10,1048.19,1012.47,116.05,6,1158.2,922.44,93.06,17.02,1044.16,1081.52,4,1037.12,1103.56,6,1694.48,89.04,1019.15,1069.51,4
38017016-02,38,017,016-02,1083.39,1196.9,68.3,17.06,1178.12,1024.01,117.38,4.01,1241.58,985.6,89.36,31.09,1113.88,1164.32,3.02,1118.81,1154.41,10.07,1816.57,83.27,1125.93,1113.23,5.01
38017016-03,38,017,016-03,2296,2165,154,34,2531,1806,226,3,2663,1703,181,49,2458,1966,3,2473,1966,7,3686,135,2424,1957,4
38017016-04,38,017,016-04,834,607,44,13,952,473,44,1,1037,418,30,9,917,506,0,912,532,1,1229,33,921,486,0
38017020-01,38,017,020-01,284,147,15,2,306,119,18,0,332,89,13,12,288,144,0,289,143,2,388,9,284,138,0
38017021-01,38,017,021-01,1106,2025,79,26,1223,1803,162,5,1433,1654,113,22,1200,1921,6,1239,1877,8,2090,172,1217,1887,4
38017021-02,38,017,021-02,976.39,1376.41,108.02,35.01,1029.44,1258.35,151.03,1,1150.48,1166.32,116.02,21.01,1053.42,1316.38,6,1048.42,1326.38,6,1752.64,130.03,1002.43,1350.37,2
38017022-01,38,017,022-01,150,59,3,1,150,54,8,0,160,46,3,3,150,56,0,149,61,0,185,3,152,52,0
38017022-02,38,017,022-02,331,143,18,5,349,127,14,1,391,90,5,9,329,151,2,325,156,2,435,8,336,135,1
38017022-03,38,017,022-03,195,83,6,0,205,69,4,0,211,59,10,5,189,81,0,182,90,0,236,3,182,80,1
38017022-04,38,017,022-04,1047,536,53,10,1123,415,76,3,1207,359,42,29,1052,522,2,1059,521,4,1406,31,1018,523,5
38017022-05,38,017,022-05,621,314,27,2,630,279,41,0,654,239,47,22,608,316,1,607,314,4,812,15,614,307,1
38017022-06,38,017,022-06,2218.67,1533.77,106.98,13,2447.64,1199.82,149.98,3,2554.62,1105.84,117.98,66.99,2366.65,1310.81,10,2302.66,1385.8,11,3171.53,101.99,2359.65,1291.81,4
38017022-07,38,017,022-07,378,163,15,3,390,150,10,0,396,138,13,11,374,168,0,368,177,0,478,13,379,160,0
38017022-08,38,017,022-08,1884,1265,101,19,2045,1051,104,3,2206,896,111,37,1993,1115,0,1923,1194,4,2709,66,1975,1092,0
38017024-01,38,017,024-01,120,73,4,2,122,61,9,0,127,57,8,7,118,65,0,116,74,0,166,4,115,67,0
38017024-02,38,017,024-02,240,101,11,3,247,84,20,1,245,72,16,19,237,103,1,236,103,4,301,4,234,104,1
38017025-01,38,017,025-01,318,127,11,4,352,89,12,0,345,87,17,8,331,112,0,316,124,1,400,2,337,102,1
38017025-02,38,017,025-02,441,196,15,2,455,160,26,2,455,141,30,21,440,190,0,439,189,3,549,12,447,181,2
38017027-01,38,017,027-01,387,661,41,10,439,554,82,0,487,538,53,7,414,624,4,427,613,4,787,40,405,636,4
38017027-02,38,017,027-02,2122,2114,126,43,2389,1750,172,3,2590,1604,128,42,2287,1907,3,2367,1851,7,3444,126,2297,1876,3
38017027-03,38,017,027-03,3479.67,2856.13,189.17,30.26,3818.18,2342.86,246.42,4,4068.53,2147.67,201.27,75.39,3725.8,2523.49,9,3715.59,2578.77,23.05,5245.87,172.25,3735.07,2488.85,10.02
38017041-01,38,017,041-01,2033,2125,128,45,2276,1787,201,3,2523,1593,132,51,2218,1948,4,2259,1937,4,3291,154,2248,1920,5
38017041-02,38,017,041-02,1726.63,1623.37,90.08,36.02,1935.8,1347.14,118.1,2,2114.94,1234.01,73.09,34.03,1878.72,1452.24,11,1889.71,1433.26,12.01,2699.46,103.08,1873.73,1423.21,4
38017044-01,38,017,044-01,1437,2272,121,42,1575,2030,208,3,1754,1899,161,34,1575,2157,12,1590,2159,8,2589,187,1529,2195,4
38017044-02,38,017,044-02,1545.47,1648.17,99.71,22.93,1753.86,1375.97,128.62,1.99,1897.44,1278.25,107.68,28.92,1667.11,1489.63,4.99,1667.11,1518.55,8.97,2479.73,81.76,1703.01,1449.75,2.99
38017045-01,38,017,045-01,1674.04,1754.22,98.15,35.02,1871.36,1493.81,139.17,3,2052.51,1365.72,87.19,33.04,1813.19,1609.97,9,1805.2,1618.04,9.01,2734.2,123.06,1823.28,1593.88,6
38017045-02,38,017,045-02,814.09,413.67,31.82,1.99,863.82,342.07,38.79,0,871.81,320.18,44.74,15.9,847.91,377.87,0,818.09,408.68,1,1074.66,28.84,838.96,372.9,0.99
38017045-03,38,017,045-03,747.67,365.99,34.1,8.04,802.88,295.7,41.15,0,865.08,251.57,23.1,13.03,765.83,342.82,1.01,753.83,361.82,2.01,1000.85,16.15,776.84,327.81,0.01
38017045-04,38,017,045-04,331.28,140.15,11.01,2,354.3,117.12,11.02,0,369.33,102.1,5.01,10,332.29,141.13,0,324.29,150.14,1,430.38,4.01,329.3,141.13,1
38017046-01,38,017,046-01,942,1174,70,17,1073,995,88,2,1158,939,69,12,1036,1076,4,1030,1092,2,1623,77,1014,1060,6
38017046-02,38,017,046-02,1667.58,1741.71,81.63,31.14,1927.91,1422.98,94.75,3,2084.16,1288.81,68.68,34.21,1800.19,1522.84,8,1790.08,1545.99,10.03,2665.07,92.67,1836.32,1442.5,4.01
38017046-03,38,017,046-03,1229.44,1047.02,61.13,13.59,1359.47,877.2,73.75,0,1481.74,763.67,65.98,20.38,1288.63,961.62,0,1277.96,976.18,2.91,1864.06,65.01,1302.22,928.63,0.97
38019001001,38,019,001001,1500.23,474.29,40.02,7.01,1549.2,400.29,43.03,1,1552.18,343.28,55.02,62.07,1392.14,514.35,3,1380.14,517.35,3,1643.35,14.02,1358.15,478.31,4
38021002601,38,021,002601,123,39,2,0,128,32,3,0,126,30,3,2,107,41,0,108,42,2,128,0,111,37,0
38021002602,38,021,002602,894,361,31,3,909,324,39,1,932,289,34,29,864,386,0,861,397,0,1107,22,838,382,1
38021002801,38,021,002801,725,208,30,8,759,176,34,0,733,160,35,49,725,216,1,696,243,4,841,5,737,205,0
38023000201,38,023,000201,401.64,131.37,18.89,0.95,417.68,118.15,16.07,0.94,429.02,95.47,18.89,8.53,401.62,134.23,0.94,390.29,148.39,0.94,474.4,2.83,412.02,130.44,0.94
38023000202,38,023,000202,228.36,78.63,8.11,2.05,228.32,74.85,11.93,0.06,232.98,63.53,5.11,13.47,218.38,91.77,0.06,217.71,90.61,0.06,266.6,1.17,226.98,83.56,0.06
38023000203,38,023,000203,138,32,3,0,135,29,6,0,133,23,7,7,134,32,0,126,41,0,140,0,135,31,0
38023000204,38,023,000204,136,23,0,0,132,20,2,0,123,18,9,9,124,30,0,122,33,0,144,0,128,24,0
38025000401,38,025,000401,39,74,3,0,38,72,4,0,44,65,6,1,40,74,0,40,75,0,79,5,36,74,0
38025000402,38,025,000402,179,26,3,0,173,24,8,0,163,25,8,9,177,26,0,166,35,2,184,3,169,28,0
38025000403,38,025,000403,295.13,33.4,1.01,0,296.13,29.38,4.02,0,256.14,28.38,3.01,39.01,284.13,37.4,0,273.12,48.41,0,307.28,1.09,277.13,40.4,0
38025000404,38,025,000404,78,10,1,1,73,14,1,0,81,4,0,5,68,16,0,69,15,0,78,1,67,16,0
38025000405,38,025,000405,19.87,60.6,0.99,0,19.87,56.62,2.98,0,20.86,56.62,0.99,1.99,18.87,60.6,0,17.88,61.59,0,41.72,13.91,18.87,60.6,0
38025003601,38,025,003601,297,23,1,0,296,23,3,0,236,19,14,44,283,31,0,264,44,3,284,4,270,33,0
38025003602,38,025,003602,215,32,5,1,220,24,8,0,182,21,21,23,204,36,0,196,50,1,227,1,201,37,0
38025003603,38,025,003603,82,7,0,1,85,4,0,1,72,5,4,9,81,6,0,71,14,3,86,0,77,8,0
38025003604,38,025,003604,20,3,0,0,18,3,1,1,16,3,4,0,19,3,1,19,3,0,21,1,16,4,1
38025003901,38,025,003901,107.87,9.06,6.01,0,106.89,11.04,6.01,0,86.79,4.05,11.04,22.06,110.87,12.05,0,101.84,14.07,4.01,116.84,2.01,109.87,11.05,0
38025003902,38,025,003902,170.54,13.06,2.02,0,170.54,11.06,2.02,0,152.48,7.05,7.02,16.06,159.53,21.07,0,155.53,23.07,1.01,173.56,0,155.52,20.07,1
38025003903,38,025,003903,448.46,50.94,15.98,3,452.46,46.94,19.98,0,401.52,41.95,19.98,49.94,440.47,56.93,2,437.47,58.93,6.99,470.44,3,436.48,61.93,1
38027002301,38,027,002301,442.54,203.23,16,1,452.55,179.2,25,1,468.46,161.19,16.03,11.09,434.53,210.2,1,431.49,207.26,3,553.64,16.02,428.52,208.21,0
38027002302,38,027,002302,410.69,179.43,5.99,1,420.66,156.5,9.98,0,377.83,145.54,20.93,50.81,405.7,168.48,0,380.8,197.36,1.99,495.43,14.95,398.73,172.46,1
38029002801,38,029,002801,406.06,63.01,5,0,401.07,57.01,9,0,315.05,58.01,19,67.02,378.06,65.01,0,342.06,91.02,6,398.06,4,371.06,73.01,0
38029002802,38,029,002802,373.65,43.84,2.99,0,375.64,32.88,6.98,0,272.01,41.85,23.91,71.75,354.71,54.8,0,337.77,61.78,5.98,378.63,2.99,353.72,49.82,0
38029002803,38,029,002803,359.57,60.06,8.01,3,358.57,55.05,9,0,295.48,59.07,25.02,40.06,338.52,69.08,1,330.5,75.09,0.01,375.56,0,344.53,65.07,0
38029002804,38,029,002804,283.38,29.18,6.01,1,287.38,23.14,2.03,1,239.97,34.14,11.1,29.3,259.34,41.2,0,249.27,47.23,4.03,281.41,0.02,265.3,33.2,0
38029002805,38,029,002805,316.1,41.02,5,3,314.09,39.04,7,2,253.01,32.03,19.04,50.03,307.08,41.04,1,293.07,53.05,9.99,320.09,3.99,295.09,47.04,1
38031002901,38,031,002901,88,22,1,0,88,18,3,0,82,19,2,7,82,22,0,82,23,0,97,2,83,21,0
38031002902,38,031,002902,53,16,0,0,53,15,0,0,44,8,2,12,47,19,0,46,20,0,55,0,47,19,0
38031002903,38,031,002903,77,22,1,6,79,22,3,0,70,18,2,12,76,28,0,72,30,0,92,1,73,28,0
38031002904,38,031,002904,392.85,61.95,8.36,1.05,397.25,52.26,9.44,0.01,374.77,48.16,19.56,21.54,389.17,66.36,0.01,376.29,77.32,0.03,427.96,3.24,388.19,60.17,0.01
38031002905,38,031,002905,371.07,134.74,12.69,1.95,385.72,110.33,17.57,0,367.16,109.35,21.48,17.58,347.64,151.33,0,352.52,150.36,0,449.18,8.79,348.62,144.5,0
38031002906,38,031,002906,380.13,116.34,9.95,1,388.08,100.43,3.99,0.99,379.11,87.51,10.96,21.89,362.24,119.33,0.99,360.23,119.34,3.97,419.92,4.97,362.24,114.35,0.99
38033003901,38,033,003901,869.4,136.84,15.99,2,869.44,113.85,20.97,1,790.6,104.85,45.93,70.87,821.52,138.83,0,788.6,181.71,5.99,888.47,6.98,827.53,145.78,0
38035001701,38,035,001701,514.21,242.77,8.47,4.88,549.37,202.4,11.04,1.84,570.91,180.02,11.05,8.49,516.01,227.73,0.95,506.91,237.78,2.81,654.71,11.81,520.16,219.72,0.08
38035001702,38,035,001702,1671.99,1248.67,95.11,18.88,1844.71,1025.41,86.26,2.01,1909.38,950.82,106.04,21.91,1723.45,1131.7,1.01,1729.22,1119.02,7.96,2387.67,63.52,1708.69,1116.71,3.96
38035001703,38,035,001703,1120,1018,59,26,1259,842,67,4,1316,802,56,26,1188,911,1,1124,978,3,1652,74,1131,958,2
38035001704,38,035,001704,949,754,28,15,1053,615,45,1,1115,572,34,17,977,679,1,980,688,7,1362,38,979,665,1
