GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRCRA,G18USSDHEI,G18USSOWRI,G18HALRARM,G18HALDSCH,G18HALITUT,G18HALOWRI,G18SOSDBOS,G18SOSICOA,G18SOSIJAE,G18SOSOWRI,G18ATGRSTE,G18ATGDTHO,G18ATGOWRI,G18AGRRGOE,G18AGRDDOT,G18AGROWRI,G18PSCRCHR,G18PSCDBRA,G18PSCOWRI,G18PSCRKRO,G18PSCDBUC,G18PSCOWR2,G18TAXRRAU,G18TAXDOVE,G18TAXOWRI
38035001805,38,035,001805,446,793,12,471,702,62,4,653,187,335,3,610,595,6,570,604,4,486,682,2,490,666,2,486,697,3
38035001806,38,035,001806,66,131,1,60,127,7,0,119,14,56,0,79,115,0,72,118,0,64,123,0,62,122,0,70,117,1
38035001807,38,035,001807,636,819,7,639,747,48,2,664,143,555,4,837,561,8,812,569,5,647,677,7,629,686,6,643,714,5
38035001901,38,035,001901,268.2,242.8,2,268.2,220.6,15.1,2,199.6,55.1,219.1,0,339.3,159.7,1,332.2,158.7,1,287.2,190.7,1,270.2,200.7,1,271.2,215.7,1
38035001902,38,035,001902,216,159,3,225,128,25,1,130,64,165,0,270,99,2,272,94,3,240,112,1,238,112,1,224,138,1
38035001903,38,035,001903,631,481,9,663,379,60,3,363,220,479,2,788,304,3,766,316,3,694,345,2,667,362,2,662,407,2
38035001904,38,035,001904,402,264,6,418,212,29,0,201,91,330,1,497,159,1,479,168,0,438,195,1,445,177,0,412,230,0
38035002001,38,035,002001,292,189,3,295,158,23,0,154,97,205,2,333,142,3,329,134,2,293,164,1,294,163,0,296,167,0
38035002002,38,035,002002,885.8,690.6,2,928.9,587.6,38.4,0.1,506.2,161.3,821.2,0,1115,435.1,2,1109.7,409.5,2,941.3,552,1,956.1,524.7,2,902.4,609,0.1
38035004201,38,035,004201,427,539,10,410,490,47,3,419,122,353,1,559,369,5,525,381,3,473,426,4,455,438,4,429,486,3
38035004202,38,035,004202,283,437,8,297,377,41,1,349,100,216,5,349,347,2,347,332,2,288,381,3,274,388,1,292,391,3
38035004203,38,035,004203,297,319,3,314,272,24,2,266,68,233,3,355,234,2,336,240,1,302,257,1,297,261,4,314,268,2
38035004204,38,035,004204,438,610,5,439,545,47,1,498,117,344,2,564,437,7,561,425,3,466,502,3,453,501,3,447,541,4
38035004301,38,035,004301,719.4,932.2,7.1,730.4,831.4,43.5,2,752.7,165.2,567.4,4,941.4,640.6,2,878.3,648.2,2,748.1,728.7,3,735.6,713.4,3,732.5,803.8,3
38035004302,38,035,004302,651,917,7,647,847,50,0,741,165,524,4,884,627,2,804,657,3,694,746,2,670,756,2,670,818,5
38035004303,38,035,004303,514.8,671.7,6.1,531.7,612.1,31.3,0,527,142.1,445.8,3,672.4,481.7,1,641.7,485,3,541.2,559,3,536.9,551.8,2,537.8,596.8,2
38035004304,38,035,004304,271,492,3,281,439,32,0,404,93,206,1,377,364,0,366,358,0,291,420,1,289,408,1,294,434,0
38035004305,38,035,004305,78,137,2,71,129,14,1,119,28,61,1,98,114,0,88,120,0,74,132,0,66,136,1,75,134,0
38037003101,38,037,003101,558.3,173.4,1.1,600,109,22.7,1,124.1,104.5,475.4,0,621.6,107,1,645.2,84.5,0,588.1,131.7,0,559.4,144.7,0,556.7,162.2,0
38037003102,38,037,003102,92.3,23.1,0,99.4,14.1,5,0,22.1,8.1,83.3,0,103.4,14.1,0,103.4,13.1,0,96.4,21.1,0,98.3,19.1,0,95.3,22.1,0
38037003103,38,037,003103,166.8,98.3,2.9,198.2,59,7.9,1,73.7,41.4,140.2,0,201.2,61.9,0,206.2,59.9,1,191.3,71.8,0,176.6,80.6,1,186.4,79.7,1
38037003104,38,037,003104,5.4,1.7,0,5.8,1,0.2,0,1.2,1,4.6,0,6,1,0,6.2,0.8,0,5.7,1.3,0,5.4,1.4,0,5.4,1.6,0
38037003105,38,037,003105,95.8,38.5,2,100.7,25.7,4.9,0,35.5,10.9,73,0,105.6,20.7,1,110.6,18.8,0,99.7,26.6,0,91.8,30.6,0,95.8,31.6,0
38039002301,38,039,002301,151,101,0,164,82,9,0,80,20,145,0,184,72,0,180,74,0,166,82,0,166,77,0,161,89,0
38039002302,38,039,002302,119.1,124.2,2,134.1,102.1,5,0,99.1,24,110.1,0,161.2,77.1,0,159.2,80.1,0,126.1,108.2,0,130.1,101.2,0,128.1,103.2,0
38039002303,38,039,002303,132,107,2,149,81,4,0,76,29,101,0,168,59,0,155,69,0,144,75,0,143,77,0,140,82,0
38039002304,38,039,002304,130,124,0,164,83,6,0,89,23,123,0,175,75,0,172,71,0,137,103,0,144,90,0,145,94,0
38039002305,38,039,002305,153.2,76.6,0,167.9,57.9,3,0,53,29.5,127.7,1,187.6,33.4,0,189.5,35.4,0,169.9,43.2,0,165.9,46.2,0,165,53,2
38041003101,38,041,003101,478,129,3,503,91,17,0,106,88,379,1,521,79,0,527,78,1,484,108,0,468,111,0,456,135,0
38041003102,38,041,003102,66,19,1,71,14,2,0,15,19,50,0,72,12,0,74,10,0,70,14,0,66,19,0,64,21,0
38041003601,38,041,003601,341,102,2,367,66,13,2,76,57,286,8,364,73,2,377,63,1,353,79,2,348,85,1,321,111,1
38041003602,38,041,003602,103,24,1,114,13,1,0,21,11,92,1,115,11,0,116,13,0,108,16,0,98,23,0,102,23,0
38043001401,38,043,001401,72.4,43,2,74.4,35.2,4.9,0,32.3,11.8,70.4,1,85.1,28.3,1,86.1,31.3,0,77.3,38.1,0,74.4,39.1,1,64.6,48.9,0
38043001402,38,043,001402,46,37,0,52,29,1,0,22,7,52,0,61,20,0,60,22,0,49,29,0,48,31,0,50,31,0
38043001403,38,043,001403,36,40,0,44,30,2,0,30,4,37,0,52,24,0,52,24,0,44,31,0,41,29,0,42,31,0
38043001404,38,043,001404,437,164,2,478,94,29,1,141,72,367,0,484,113,0,502,95,0,440,140,0,435,142,0,419,170,1
38043001405,38,043,001405,104,25,0,115,16,4,0,19,28,84,0,117,16,1,126,7,0,114,20,0,113,17,0,117,15,0
38043001406,38,043,001406,211.5,53.4,1,221.4,29.7,14.8,0,42.5,38.5,172,1,228.3,37.6,0,239.2,27.7,0,221.4,41.5,0,212.5,40.5,0,218.5,42.5,0
38045002801,38,045,002801,421.2,273.9,3,442.1,223.1,27.9,0,209.1,87.6,370.4,0,499.9,186.2,1,498.9,185.2,2,454.1,212.1,2,450.1,213.1,1,427.2,249.9,1
38045002901,38,045,002901,135,60,0,152,36,4,0,37,19,134,0,156,37,0,165,29,0,155,35,0,150,39,0,150,40,0
38045002902,38,045,002902,224,195,6,246,161,12,0,148,61,200,0,281,135,0,288,136,0,249,155,0,257,144,0,253,160,0
38045002903,38,045,002903,421,327,0,465,253,18,0,266,80,350,0,518,211,0,513,221,0,452,260,0,475,235,0,446,280,0
38047002801,38,047,002801,197,57.2,2,212,38.2,6,0,51.3,32.1,166.8,0,220.1,37.2,0,217.1,33.1,1,201,46.2,0,196,51.2,1,190,64.3,1
38047002802,38,047,002802,300.8,74.7,1,303.8,60.8,11,0,77.7,40.8,244.1,1,321.8,54.8,0,334.7,40.8,0,301.8,65.7,2,294.9,63.8,1,290.9,79.7,0
38047002803,38,047,002803,143,74,1,166,44,9,1,47,39,126,2,172,46,2,177,40,1,157,53,2,162,48,1,160,55,1
38047002804,38,047,002804,49,7,1,49,8,0,0,11,6,38,0,45,8,0,51,5,0,43,12,0,50,5,0,44,12,0
38047002805,38,047,002805,51,15,3,64,6,2,0,8,18,43,0,64,7,0,62,9,0,62,9,1,61,10,0,60,10,0
38049000601,38,049,000601,142.2,61.7,0,161.1,34.8,9.9,0,45.7,26.9,129.3,0,167.1,37.8,0,162.1,40.8,2,115.4,89.5,0,149.2,52.7,0,156.1,43.8,0
38049000602,38,049,000602,133,39,1,142.1,23,10,0,28,22,124,0,153.1,22,0,152.1,22,0,127,47,1,143.1,30,0,140.1,33,1
38049000603,38,049,000603,387.5,179.2,5,404.6,127.1,37,0,149.2,65.1,344.5,0,456.6,116.1,0,448.6,115.1,1,365.4,198.3,0,371.5,164.2,2,388.6,164.2,1
38049000604,38,049,000604,189,77,3,199,49,21,0,57,49,157,1,211,57,0,218,49,0,170,96,0,198,63,0,196,68,0
38049000605,38,049,000605,503,332,2,548,264,27,0,270,80,459,4,619,224,2,628,208,2,530,295,2,533,289,1,521,301,1
38049000606,38,049,000606,110,51,3,122,33,7,0,41,25,91,0,135,28,0,134,30,0,111,48,0,107,49,0,113,49,0
38049000607,38,049,000607,106,86,0,127,55,9,0,61,30,91,1,139,51,0,139,53,0,111,77,0,111,71,1,121,66,0
38049000608,38,049,000608,88,53,1,93,38,5,0,36,13,84,0,108,31,0,107,32,0,85,52,1,87,48,0,91,45,0
38051002801,38,051,002801,262.1,122,2,303.1,71,9,0,72,69,225.1,1,313.1,65,1,326.1,52,0,298.1,71,1,278.1,84,0,278.1,90,1
38051002802,38,051,002802,140.9,84,1,153.9,62,4,0,67,39,114.9,0,167.9,56,0,169.9,50,1,166.9,53,0,148.9,66,1,143.9,72,0
38051002803,38,051,002803,33.8,43.1,1,47.9,21.9,4.1,0,25.9,6.4,39.5,0,56.1,16.8,0,58.1,18.8,0,43.9,27.9,0,35.9,33.9,0,42.8,31,0
38051002804,38,051,002804,318.3,142.1,0,353.3,91.1,22,1,125.1,45,281.3,1,394.4,75.1,0,406.4,62,0,354.3,102.1,3,356.3,106.1,0,347.3,118.1,0
38051002805,38,051,002805,101.7,43.9,2,110.7,28.9,7,0,37.9,12,95.7,0,126.7,20,1,129.7,17,1,109.7,28.9,2,101.7,35.9,1,108.7,36.9,1
38051002806,38,051,002806,126.5,32.9,0,130.5,22.9,5,0,29.9,26.9,94.6,0,127.5,20.9,0,143.4,12.9,0,126.5,24.9,0,112.5,31.9,0,118.5,28.9,0
38053000401,38,053,000401,16,211,1,27,186,8,1,183,16,21,2,28,195,1,36,186,0,19,202,1,19,202,1,23,199,0
38053000402,38,053,000402,24,216,0,40,185,10,1,192,18,23,0,39,197,1,39,195,1,31,203,1,32,202,1,29,206,0
38053003901,38,053,003901,97.9,30.1,0,102.9,18.1,4,0,14.2,21,71.9,0,99.9,23.1,0,107.8,15.2,0,99.9,21.2,0,91,23.2,0,90.9,28.2,0
38053003902,38,053,003902,84.3,15.1,0,89.4,8.1,1,0,12.1,18.1,57.3,0,89.3,10.1,0,88.4,9.1,0,85.4,8.1,0,82.3,9.1,0,80.3,17.1,0
38053003903,38,053,003903,260,65.5,2,263,41.7,16.9,1,48.6,75.4,164.7,1,266,53.6,1,275.9,42.7,2,258,52.6,2,256,52.6,2,253.1,59.5,2
38053003904,38,053,003904,189.1,42.6,0,199.8,23.3,6.8,0,22.3,35.9,148.4,1.9,202.7,28.1,0,204.6,24.2,0,195.9,26.1,0,192,26.2,0,185.2,41.7,0
38053003905,38,053,003905,984,186.1,5.9,1015.6,88.7,48.2,0,131.7,256.8,652.7,6.9,1015.8,118,6.8,1030.7,97.2,4.9,969.7,131.7,6.8,958.5,136.8,4.9,951.7,167.2,10.8
38053003906,38,053,003906,997.6,288.9,4.1,1029.9,198.9,43.5,0,212.6,354.5,589.3,10,1043.8,217.3,3.1,1067.9,182.2,1.1,1015.2,217.5,0.1,971.4,242.4,2.1,988.2,246.9,3.1
38053003907,38,053,003907,64.9,19.1,0,74.8,5.2,2,0,6.2,14,48.9,0,70.9,10.1,0,76.8,5.1,1,70.9,9.2,0,70.8,8.2,0,67.9,11.1,0
38053003908,38,053,003908,139.5,23.6,1,144.1,15.2,2.6,0,15.5,24.9,113.7,0.1,149.9,14.7,0.1,153.1,10.4,0,147.4,13.7,0.1,139.4,18.6,0,137.2,24.3,0.1
38053003909,38,053,003909,153.3,69.2,0,170.3,42.2,5,1,51.2,28.1,125.2,2,172.3,43.2,0,182.3,38.2,0,168.3,42.2,1,155.3,49.2,1,156.3,59.2,0
38055000401,38,055,000401,431,180,1,442,149,17,0,164,56,369,0,469,137,0,488,116,0,430,160,1,423,161,0,423,172,1
38055000402,38,055,000402,17.9,270.4,3,38.8,226.6,14.9,1,235.6,18.9,25.9,2,45.7,237.6,2,45.7,234.6,2,26.8,251.5,3,21.9,255.5,2,27.8,250.5,2
38055000801,38,055,000801,2869.6,1248.6,25,3015.5,929.7,162.9,2,1069.6,570.7,2335.9,6,3207.4,896.7,0,3287.4,792.8,7,3009.6,1024.6,4,2820.6,1149.7,2,2851.6,1191.6,2
38057000401,38,057,000401,3.1,8.6,0,5.2,6.4,0.1,0,8.4,0.1,3.1,0,4.3,7.4,0,5.3,6.4,0,3.2,8.5,0,3.1,8.5,0,4.2,7.5,0
38057003301,38,057,003301,163.4,127.5,3,181.3,91.7,14.9,0,104.6,37.9,142.5,0,191.3,99.6,1,193.3,97.7,0,191.3,96.7,1,156.4,129.5,0,172.4,113.6,1
38057003302,38,057,003302,125,49,1,132,32,6,0,46,20,105,0,144,31,0,140,32,0,135,38,0,122,46,0,125,47,0
38057003303,38,057,003303,944,473,4,987,351,51,1,457,135,781,4,1057,355,2,1091,312,1,1103,310,3,950,421,1,940,442,6
38057003304,38,057,003304,1382,325,11,1402,210,66,1,294,266,1088,5,1487,215,1,1490,206,1,1430,265,0,1353,313,1,1343,337,1
38057003305,38,057,003305,157.1,51.4,3,159.1,35.5,13.8,1,43.5,36.5,115.6,2,164,40.5,2,167,38.5,1,156.1,48.4,2,147.2,50.4,2,144.3,53.3,1
38057003306,38,057,003306,164,27,0,171,20,2,0,33,14,142,0,175,20,0,175,20,0,173,19,0,166,25,0,167,27,0
38059003101,38,059,003101,186.4,50.4,2,191.5,35.3,5.1,0,62.3,26.3,135.2,0,193.6,39.3,0,201.6,29.2,0,174.5,49.3,1,174.4,49.4,0,169.4,59.4,0
38059003102,38,059,003102,197,46,0,201,31,10,0,44,43,143,0,209,35,0,217,23,0,193,42,0,188,41,0,176,54,0
38059003103,38,059,003103,529.3,196.4,5.8,558.6,152.9,13.2,1,192,79.6,424.1,0.1,569.6,150.1,1,595.4,124.3,0.1,555.3,151.6,1,524.5,172.8,1,504.3,208.6,1
38059003104,38,059,003104,375.7,196.1,6,394.9,138.8,35,1,181.9,91.2,273.4,1,409,150.7,2,412.1,141.6,5,386.8,164.8,3,366.8,169.8,3,373.6,178,2
38059003105,38,059,003105,1100.1,525.1,21,1159.1,390.1,68,2,520.1,210,812.1,5,1199.1,407.1,8,1227.1,361.1,5,1102.1,455.1,8,1064.1,489.1,7,1025.1,559.1,6
38059003106,38,059,003106,293,243,8,329,173,29,3,222,65,235,0,355,182,1,365,167,0,322,200,1,303,215,1,307,224,2
38059003301,38,059,003301,537.9,214.5,4,579,134.3,36.1,0,196.7,115.4,397.2,1,593.1,146.3,0,613.2,126.2,0,588.8,149.5,0,537.8,175.5,0,517.8,201.6,0
38059003302,38,059,003302,1013,418,5,1079,301,43,0,430,201,735,2,1094,317,0,1140,268,2,1050,344,1,1007,369,0,956,438,5
38059003303,38,059,003303,103,24,0,102,19,3,0,28,22,70,0,104,21,0,109,17,0,102,22,0,95,27,1,95,25,0
38059003401,38,059,003401,1067,623.1,17,1161.7,431.9,94.4,6,562.6,294.1,765.1,10.9,1219.4,438.9,8.9,1235.2,409.2,7.9,1106.4,492.2,7.9,1060.9,528.4,7,1028.7,604.6,4
38059003402,38,059,003402,1297.4,741,10,1413.1,533.5,65.8,6,671.2,244.3,987.3,9,1466,526.6,13,1499.9,472.7,8,1367.2,569.4,6,1316.4,601.4,6,1271.5,688.1,9
38059003403,38,059,003403,468,423,14,491,313,75,4,371,132,354,4,529,338,8,560,303,7,490,362,4,454,386,5,455,397,6
38059003404,38,059,003404,471,324,10,519,241,32,1,290,98,372,1,555,235,1,567,214,2,508,256,0,481,269,1,463,309,1
38059003405,38,059,003405,526.9,429.9,7,559.9,338.9,55,2,376.9,123,423.9,6,645.9,303.9,3,627.9,306.9,2,578.9,349.9,2,555.9,357.9,3,514.9,424.9,2
38059003406,38,059,003406,327,284,8,362,215,37,1,250,92,253,3,390,217,3,417,179,4,358,234,2,331,250,2,339,263,1
38059003407,38,059,003407,386.1,263.5,13,405.2,183.3,55,3,242.4,117.2,267.8,5,423.3,217.2,6,465.1,166.3,5,410.1,216.3,2,389,228.4,3,379,249.5,4
38059003601,38,059,003601,314.9,87.6,6,327.9,57.5,21.2,0,79.5,52.5,259.4,2,331,71.5,1,351,47.5,1,310.9,80.6,1,308.8,77.6,1,302.7,88.7,1
38059003602,38,059,003602,376.3,80.2,1,392.1,48.5,14.8,2,93.1,59.4,277.3,2,405,47.5,0,409.9,41.6,0,371.3,73.3,0,363.4,72.3,0,357.5,88.1,1
38061000201,38,061,000201,672.8,179.7,2,689.7,127,28.8,0,183.8,181.6,435.6,3.9,716.4,133.2,1,726.4,116.3,2,659,170.8,2,664,154.8,0,664.9,171.8,1
38061000202,38,061,000202,291,61.2,0,299,40.9,10.2,0,65.2,57.3,216.2,0.1,303.3,48.8,0,309.3,42.7,0,289.8,56.2,0,294.7,50.1,0,289.9,61.1,0
38061000203,38,061,000203,117,29,1,122,18,4,0,24,34,81,0,120,25,1,132,15,0,115,29,0,110,30,0,108,35,0
38061000401,38,061,000401,144.2,89.1,1,172.2,56.1,3,0,77.1,34,106.2,0,176.2,56.1,0,187.2,43.1,0,161.2,66.1,0,152.2,72.1,0,145.2,81.1,0
38061000402,38,061,000402,216.6,310.5,0,239.6,259.4,23,0,312.5,48.1,148.4,0,260.6,261.4,0,266.7,253.4,0,220.6,297.5,0,218.6,292.5,1,216.6,298.5,1
38061000403,38,061,000403,140.7,50.9,0,146.7,35.9,7,0,48.9,32.9,96.8,0,148.7,37.9,0,154.7,34.9,0,141.7,45.9,0,137.7,47.9,0,138.7,50.9,0
38061000404,38,061,000404,74.9,14.4,0,73.6,13.6,1,0.3,15.7,9.9,60.9,0,80.7,9.2,0,80.7,9.6,0,74.6,13.3,0,71.9,13.3,0,71.5,16.7,0
38061000405,38,061,000405,263.1,260.8,1.1,289.8,209.1,21.3,2.2,238.1,67,195.7,1.1,296.4,218.7,3.1,302.6,215.3,1.2,267,240.8,1.2,265.2,238.4,1.2,264.9,246.8,1.1
38061000406,38,061,000406,144.2,27.5,0,141.6,26.2,2,0.7,30.1,19,117.3,0,155.3,17.7,0,155.3,18.4,0,143.6,25.6,0,138.3,25.6,0,137.7,32.1,0
38061000407,38,061,000407,142.1,581.5,1.9,172.3,499.3,40.6,2.8,519.2,56.7,128.7,1.9,182.7,527.6,2.8,187.4,520.1,2.8,158.1,547.5,2.8,160.9,539.9,2.8,156.2,548.4,1.9
38063002301,38,063,002301,770,866,11,879,690,49,2,616,201,720,3,1045,576,2,1043,556,2,877,686,4,861,678,4,874,711,3
38065003301,38,065,003301,153,55,0,167,31,9,1,45,35,117,0,168,28,0,179,23,0,172,31,0,153,43,0,143,59,1
38065003302,38,065,003302,65.3,30.9,2.6,74.1,19.4,6.2,0,30,9.7,56.5,0.9,75,24.7,2.6,83.8,16.8,0,80.3,20.3,0.9,67.9,30,0.9,71.5,28.2,0
38065003303,38,065,003303,65,36,0,77,17,8,0,23,17,58,0,80,20,0,85,16,0,78,20,0,69,25,0,73,26,0
38065003304,38,065,003304,49.7,17.9,0,52.6,12.9,1,0,19.9,7,39.7,0,55.6,9.9,0,64.6,2,0,56.6,9.9,0,46.7,18.9,0,48.7,16.9,0
38065003305,38,065,003305,114.8,24.3,0,117.8,16.2,5,0,15.3,21.2,91.6,0,120.9,16.2,0,115.9,18.2,0,118.8,20.2,0,108.8,26.2,0,110.8,27.3,0
38065003306,38,065,003306,145,38,1,149,27,7,0,31,24,118,1,159,22,0,162,20,0,156,25,0,138,38,0,141,39,0
38065003307,38,065,003307,125,48.2,1.4,135.2,30.7,6.8,0,50.1,22.3,94.8,2.1,136.4,38.4,0.3,143.6,27.2,1,134.1,36.8,1.1,119.4,46.1,0.1,123.9,47.9,1
38067001001,38,067,001001,334.1,190.9,3,353.1,149.8,20.1,1,152.7,91.2,258,4,386.3,132.7,1,397.3,118.7,0,363.1,152.8,0,363.1,146.8,0,340,167.9,0
38067001002,38,067,001002,368.8,202.3,4,377.7,167.4,19.9,0,160.5,82.7,286,1,435.6,123.6,0,431.6,124.6,2,364.8,171.4,2,367.8,164.4,1,364.8,172.4,4
38067001003,38,067,001003,410.8,253.6,1,422.8,224.5,16.9,0,192.5,57.4,385.1,0,508.1,150.9,0,504.3,155.6,0,450.2,194.8,0,429.5,210.4,0,432.1,217.8,1
38067001004,38,067,001004,407.4,239.5,2,419.4,203.6,12.1,0,173.6,73.7,356,0,479,148.2,0,481.9,137.5,2,423,189.3,0,415.6,184.7,0,399.1,211.3,0
38067001005,38,067,001005,128,102,2,138,88,5,0,79,23,124,0,168,63,0,164,65,0,148,79,0,142,82,0,141,86,0
38067001006,38,067,001006,164.1,143.2,4,164.1,129.3,10.9,2,111.4,33.8,149.2,0,193.9,107.4,0,192.9,106.4,1,163.1,132.3,0,157.1,137.2,0,151.2,152.2,0
38069001401,38,069,001401,81,30,0,85,21,6,0,28,11,66,0,85,27,0,93,18,0,95,16,0,86,20,0,81,30,0
38069001402,38,069,001402,87,45,0,96,36,3,0,37,18,72,0,104,30,0,101,33,0,91,40,0,91,39,0,92,40,0
38069001403,38,069,001403,195.2,83.7,3,213.1,61.6,4.1,0,71.4,26,171.4,0,234.3,46.5,0,229.3,46.5,0,191.3,82.4,1,188.3,78.5,0,192.3,81.5,0
38069001404,38,069,001404,118,86,1,131.1,66,7,0,75,22,98,0,145.1,59,0,139.1,62,0,115,82,0,131,69,0,123,78,0
38069001405,38,069,001405,42,45,1,54,33,1,0,42,5,39,0,61,25,0,65,20,0,51,36,0,53,29,0,53,35,0
38069001406,38,069,001406,221.1,138.1,0,239.1,107.1,15,0,125.1,41,183.1,0,264.1,95,0,270.1,85.1,0,234.1,117.1,0,231.1,110.1,0,232.1,122.1,0
38069001407,38,069,001407,157,111,2,183,86,8,0,94,34,139,1,209,64,0,212,62,0,173,95,0,167,96,0,187,85,0
38069001408,38,069,001408,267,173,2,296,131,17,0,153,33,244,0,331,110,0,340,99,0,289,143,0,275,145,1,290,143,0
38071001501,38,071,001501,237.5,166.3,2,257.5,142.2,8,0,113.2,34.1,235.4,0,303.5,94.2,1,317.5,79.2,0,261.5,123.3,1,260.5,117.3,0,270.5,125.3,0
38071001502,38,071,001502,658.5,441.7,8,684.5,348.8,65,2,315.8,113.9,612.6,3,801.5,291.8,3,805.5,289.8,2,708.5,356.8,2,695.5,350.8,2,685.5,387.7,2
38071001503,38,071,001503,1370.9,1449.1,36,1477.5,1193.1,139.6,9,1061.3,314.4,1343,9,1792.1,1003.1,11,1769.5,994.5,8,1506.3,1208.9,7,1418,1271.9,6,1452.2,1276.9,9
38071001504,38,071,001504,401.1,278.9,7,434.5,234.9,11.4,1,219.7,63.6,370,1,506.9,175.9,1,485.5,184.5,1,433.7,233.1,1,439,215.1,1,423.8,244.1,2
38073002401,38,073,002401,124,207,5,139,183,12,0,180,34,109,0,165,163,0,147,179,1,141,183,1,136,186,0,137,189,0
38073002402,38,073,002402,220,343,4,268,266,28,1,231,54,268,0,347,213,2,279,284,0,294,248,1,277,261,0,266,283,0
38073002601,38,073,002601,346,570,8,412,447,52,3,426,120,332,5,511,387,4,400,504,4,399,476,4,410,455,6,395,483,5
38073002602,38,073,002602,200,279,4,253,211,11,0,204,55,195,2,309,165,0,226,252,0,265,182,0,242,200,0,221,239,1
38075000601,38,075,000601,153,60,2,172,38,6,1,52,28,125,0,184,32,2,192,26,0,151,64,2,174,42,0,169,47,0
38075000602,38,075,000602,70,44,0,81,28,7,0,24,15,70,0,88,24,1,87,24,0,75,35,0,71,36,0,82,31,0
38075000603,38,075,000603,366,157,3,413,92,24,0,122,83,300,1,448,84,0,437,89,0,367,157,2,369,138,3,382,140,1
38075000604,38,075,000604,48.6,25.8,0,52.5,19.8,3,0,19.8,10.9,43.6,1,58.5,16.9,0,56.5,17.8,1,49.6,24.8,1,49.6,24.8,1,51.5,23.8,0
38075000605,38,075,000605,194,69,0,194,42,21,0,42,39,168,1,221,42,0,225,35,2,173,81,2,193,57,1,198,58,0
38077002501,38,077,002501,200.1,314.2,4,252.2,226.1,22,1,234.1,48,178.1,2,293.2,198.1,1,212.1,284.1,1,251.2,215.1,2,264.2,198.1,0,233.1,247.1,1
38077002502,38,077,002502,118,158,2,146,99,23,1,116,53,89,1,178,92,1,143,131,1,152,105,1,149,106,1,144,122,1
38077002503,38,077,002503,226.2,316.7,8.3,253.6,252.3,30,1.9,239.6,70.1,210.9,2.5,319.8,213.4,3.2,244.7,289.9,1.9,262.5,251,2.5,267,244,1.9,256.1,265.7,3.2
38077002504,38,077,002504,85,138,0,113,100,8,0,86,24,103,1,133,88,0,100,120,0,117,94,0,119,90,0,107,110,0
38077002505,38,077,002505,143,137,1,177,91,8,0,96,32,143,1,189,83,0,165,109,0,176,86,1,170,92,1,151,112,3
38077002506,38,077,002506,151,146,3,168,116,12,1,119,24,146,0,187,109,0,173,120,0,160,119,0,169,112,1,151,141,0
38077002507,38,077,002507,103,98,2,110,78,10,0,88,16,83,0,133,67,1,114,85,0,120,72,0,115,74,0,113,82,0
38077002508,38,077,002508,347.3,409.8,9.2,398.1,298.6,38.9,3,314.6,65.4,307.5,1,472.3,261.1,1,378.1,336.4,2,392,292.4,3,393.9,280.3,1,369.5,328.4,2
38077002509,38,077,002509,297.8,335.7,4,344.5,252.3,22.7,1.3,278.9,63,249.1,1.3,403.2,214.4,0.7,317.8,301,1.3,342.5,247,0.7,340,244.9,0.7,328.4,273.2,0.7
38077002510,38,077,002510,128.8,180.4,4.7,144.5,143.7,17.1,1.1,136.5,39.9,120.1,1.4,182.2,121.6,1.8,139.4,165.1,1.1,149.5,143,1.4,152.1,139,1.1,145.9,151.3,1.8
38077002511,38,077,002511,639.9,700.5,4.9,730.4,530.1,54.4,1.6,565.5,167.6,537.4,2.6,847.5,471.4,0.3,677.1,623.5,0.6,732.4,526.6,1.3,751,501.8,1.3,682.1,600.4,0.3
38077002601,38,077,002601,104,60,1,111,46,4,0,44,28,87,0,119,40,1,119,43,0,116,40,0,121,35,0,102,56,1
38077002602,38,077,002602,171,165,1,184,137,13,1,139,41,141,1,215,119,0,188,148,0,197,132,0,190,134,1,176,152,0
38077002603,38,077,002603,253,411,2,315,310,20,1,326,63,243,0,364,284,0,217,443,0,321,310,0,316,303,2,290,344,0
38077002604,38,077,002604,250,236,1,280,178,23,0,197,65,187,2,301,171,0,206,273,0,272,180,0,271,171,0,258,195,1
38077002605,38,077,002605,97.9,136.8,0,125.8,98.9,5,1,106.9,29,89.9,1,151.8,78.9,0,112.9,125.8,1,140.8,77.9,1,142.8,67.9,1,120.9,104.9,1
38079000901,38,079,000901,296,352,3,343,271,27,2,316,33,259,2,377,259,1,371,262,1,292,322,1,280,323,1,305,317,1
38079000902,38,079,000902,139,400,2,189,321,27,0,339,44,125,0,205,327,0,200,334,1,159,362,1,160,354,1,159,365,0
38079000903,38,079,000903,131,1986,2,214,1706,132,2,1754,107,177,2,260,1786,5,235,1805,3,165,1874,4,148,1890,2,179,1855,3
38079000904,38,079,000904,161,993,1,234,796,83,1,844,54,176,2,268,843,1,247,851,2,182,909,2,181,887,2,187,896,2
38079000905,38,079,000905,266,311,2,312,233,22,0,258,40,245,2,332,231,0,349,213,0,263,286,0,265,271,1,273,280,0
38081002601,38,081,002601,190,299,4,235,241,19,1,221,51,209,1,287,196,2,203,292,0,227,252,0,247,221,1,223,261,0
38081002602,38,081,002602,196,249,4,230,194,20,1,191,55,171,2,274,166,0,217,229,0,229,199,0,247,179,0,223,209,1
