GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOFUE,G16HALRZIN,G16HALDJUN,G16HALLBRE,G16GOVRGIA,G16GOVDBUL,G16GOVLDUN,G16ATGRFOX,G16ATGDJEN,G16SOSRSTA,G16SOSDLIN,G16SOSLROO,G16AUDRROS,G16AUDDLAS,G16SPIRARN,G16SPIDROM
3003100061A,30,031,00061A,757.26,889.82,92.56,14.27,2.07,827.21,945.8,40.61,731.36,1063.87,26.54,930.54,824.21,854.27,863.05,60.72,785.74,952.82,766.36,969.2
3003100061B,30,031,00061B,727.83,778.7,91.56,29.59,3.7,772.22,831.41,50.87,687.14,941.47,45.32,890.6,720.43,803.67,766.68,57.34,742.63,838.81,756.5,842.51
3003100061C,30,031,00061C,372.91,1149.12,112.24,49.08,4.01,412.05,1262.26,60.13,337.82,1357.55,49.11,492.36,1151.95,411.13,1170.09,100.15,444.96,1181.28,410.98,1239.3
3003100061D,30,031,00061D,756.94,1035.77,98.04,27.28,0.29,866.33,1076.83,41.91,769.8,1203.28,31.49,996.43,931.31,891.75,1015.85,45.41,795.07,1107.39,789.14,1121.67
3003100062A,30,031,00062A,281.59,1214.67,117.81,33.46,6.55,366.15,1250.22,47.26,282.95,1353.23,38.03,482.79,1122.72,380.03,1191.21,69.36,378.16,1203.25,341.82,1263.14
3003100062B,30,031,00062B,276.67,865.56,119.32,35.89,4.52,355.17,894.64,57.92,287.68,992.37,48.22,449.82,799.97,362.26,837.88,75.04,370,862.29,335.16,918.16
3003100062C,30,031,00062C,493.1,991.42,86.26,26.44,4.88,618.06,1030.46,22.71,514.63,1143.78,24.58,707.17,895.68,618.12,977.64,38.34,561.63,1006.11,543.98,1058.86
3003100062D,30,031,00062D,869.64,1150.35,162.61,37.21,3.05,1056.62,1189.69,71.11,939.74,1334.62,53.16,1246.22,985.63,1072.59,1115.27,79.26,954.2,1230.36,943.04,1268.84
3003100063A,30,031,00063A,798.39,890.97,179.19,37.83,10.95,914.87,977.58,97.56,809.34,1111.97,84.62,1059.21,854.14,928.8,900.93,124.44,915.86,979.57,866.09,1042.29
3003100063B,30,031,00063B,443.61,641.03,168.81,40.17,9.05,509.13,684.42,88.44,400.66,784.03,98.38,612.79,594.86,496.2,608.07,132.56,540.14,634.43,485.91,714.71
3003100063C,30,031,00063C,579.83,910.21,163.76,74.26,3.81,665.52,1015.89,73.31,577.93,1125.38,68.55,780.72,890.22,677.9,934.01,97.11,657.9,979.71,589.35,1068.26
3003100064A,30,031,00064A,408.54,329.21,52.23,10.14,3.01,421.49,365.5,23.28,373.75,413.38,28.24,430.2,359.79,434.64,331.1,34.29,415.83,363,399.22,376.7
3003100064B,30,031,00064B,532.01,751.31,113.99,35.1,5.03,597.9,815.59,46.55,479.94,926.68,57.46,678.06,711.51,633.15,697.2,84.49,599.47,762.83,565.13,797.28
3003100064C,30,031,00064C,1041.78,678.51,117.79,20.26,4.09,1134.93,722.39,59.54,1017.98,847.54,56.43,1255.36,600.19,1166.59,650.09,68.7,1024.38,800.13,1063.17,770.11
3003100064D,30,031,00064D,1453.15,778.6,163.74,34.09,9.75,1552.65,878.02,95.56,1379.15,1076.94,81.86,1699.79,750.4,1555.64,800.09,110.11,1465.86,953.13,1425.97,986.22
3003100065A,30,031,00065A,504.17,1061.63,128.31,53.11,5.02,521.42,1174.79,85.12,417.2,1297.03,85.13,632.69,1057.48,515.47,1075.61,125.18,516.36,1161.75,491.3,1196.86
3003100065B,30,031,00065B,769.08,1070.67,202.74,71.9,10.98,935.87,1176.52,78.9,786.06,1335.33,86.89,1107.65,975.77,963.83,1060.67,116.85,890.92,1148.56,853.97,1219.47
3003100065C,30,031,00065C,1033.75,1204.7,208.95,32.99,7,1194.71,1276.69,92.98,1041.74,1472.64,79.98,1387.66,1055.74,1190.71,1170.71,127.97,1143.72,1273.69,1106.73,1340.67
3003100066A,30,031,00066A,713.23,1071.44,192.06,37.02,10,852.25,1182.5,64.04,736.22,1307.53,77.03,1028.31,967.44,861.26,1053.46,119.05,836.25,1106.48,774.25,1197.49
3003100066B,30,031,00066B,577.94,1091.35,152.18,61.71,9.19,626.23,1227.61,87.65,540.86,1321.08,85.41,763.97,1091.34,639.85,1141.53,117.84,619.85,1192.8,619.4,1215.25
3003100066C,30,031,00066C,317,1329,141,77,3,387,1432,64,302,1538,61,494,1286,382,1343,106,412,1347,362,1429
3003100067A,30,031,00067A,704.5,476.84,89.67,13.8,3.94,760.63,534.02,33.51,651.28,654.21,29.57,832.58,444.35,760.64,493.61,39.43,669.02,599.03,707.42,558.67
3003100067B,30,031,00067B,1082.93,606.87,158.32,39.04,2.01,1102.96,764.14,83.16,966.71,915.42,79.14,1255.28,614.83,1110.03,690.01,99.15,1014.96,820.15,1009.87,854.24
3003100067C,30,031,00067C,1037.06,427.5,165.17,37.03,9,1057.07,568.65,96.09,909.94,745.8,80.08,1187.24,463.48,1061.11,515.58,104.08,1010.06,636.66,981.02,673.71
3003100068A,30,031,00068A,1276.43,601.37,151.18,15.27,4.12,1338.29,713.17,74.5,1172.14,900.64,77.03,1508.68,560.92,1352.2,654.03,90.3,1277.8,766.69,1277.14,777.08
3003100068B,30,031,00068B,882.73,410.61,141.59,21.34,4.04,894.51,532.61,71.58,781.27,659.01,64.84,1034.63,398.51,922.42,474.09,68.84,881.93,546.02,847.41,586.62
3003100068C,30,031,00068C,1155.78,323.04,111.02,21.69,3.04,1199.04,399.38,45.09,1060.37,549.51,56.43,1285.15,315.61,1200.26,360.92,57.61,1114.99,474.74,1081.45,514.17
3003100069A,30,031,00069A,1104.41,393.64,120.63,27.01,6.33,1070.58,550.03,84.98,880.03,758.98,78.17,1213.6,439.91,1085.9,501.2,97.12,1011.06,641,1012.49,647.09
3003100069B,30,031,00069B,1105.97,239.57,63.92,7.02,5.26,1160.39,286.39,50.69,1085.15,395.08,30.4,1207.61,259.08,1172.57,273.38,40.01,1123.53,330.62,1112.82,341.01
3003100069C,30,031,00069C,963.75,349.99,72.36,19.27,7.6,959.59,437.49,47.22,859.45,548.3,60.18,1070.51,353.03,968.24,410.21,56.85,915.71,496.17,894.51,507.88
3003100069D,30,031,00069D,744.01,373.44,63.32,16.56,1.99,776.81,433.98,38.02,701.69,520.77,27.49,832.68,376.37,782.67,398.04,45.82,711.78,479.81,735.77,451.89
30033000001,30,033,000001,406,21,21,1,1,410,38,7,369,83,11,428,23,394,48,6,370,67,360,73
30033000007,30,033,000007,80,4,4,0,0,78,8,3,81,8,1,84,4,77,10,3,79,8,74,14
30033000014,30,033,000014,86.25,3.97,0,0,0,79.31,4.96,1.98,79.31,7.93,0.99,86.25,3.97,82.28,5.95,0.99,83.27,5.95,80.3,9.91
30033000019,30,033,000019,80,5,2,0,0,83,5,1,73,15,2,83,5,82,5,3,76,11,74,13
30035000001,30,035,000001,322.79,108.41,32.93,9.02,1.05,359.2,120.04,12.01,275.75,200.4,11.07,361.87,105.26,328.83,141.24,14,304.75,158.12,266.46,205.65
30035000002,30,035,000002,202,91,26,4,1,233,99,9,171,163,6,246,81,205,116,15,191,135,163,166
30035000003,30,035,000003,170.09,100.46,24.87,1.99,2.98,178.05,117.37,10.94,140.25,150.2,17.9,194.96,102.45,164.13,126.33,12.93,154.18,138.26,134.28,165.12
30035000004,30,035,000004,127.21,59.63,9.94,4.97,0.99,112.31,86.47,9.94,76.53,114.29,15.9,135.16,68.58,109.32,81.5,17.89,108.33,91.43,101.37,104.35
30035000005,30,035,000005,326.69,133.9,20.19,4.04,2.02,325.64,170.16,6.12,262.22,224.51,13.19,334.87,146.97,289.55,177.18,12.18,295.49,178.3,249.34,226.52
30035000006,30,035,000006,55.88,15.24,1.23,1.01,0.96,65.51,9.83,1.06,51.54,21.88,2,59.96,12.42,56.66,14.81,1.04,53.6,13.95,45.61,26.74
30035000007,30,035,000007,5,28,3,1,0,3,35,1,5,34,0,9,30,6,32,0,7,31,3,36
30035000008,30,035,000008,27,403,8,7,2,14,446,3,17,435,8,46,405,20,426,10,36,418,22,435
30035000009,30,035,000009,123.33,954.71,29.65,26.69,3.95,94.7,1066.37,14.79,83.84,1070.26,18.76,166.77,1004.11,104.61,1050.49,25.68,123.41,1036.66,104.61,1071.22
30035000010,30,035,000010,56,240,8,5,1,51,272,3,41,280,4,70,241,49,257,11,56,254,43,269
30035000011,30,035,000011,39,76,8,4,1,35,92,4,28,98,5,49,83,35,86,8,37,92,33,95
30035000012,30,035,000012,15.84,186.1,8.91,8.91,0.99,10.89,216.79,0.99,8.91,211.84,3.96,24.75,198.97,15.84,205.9,5.94,23.76,201.94,15.84,209.86
30035000013,30,035,000013,21,199,6,3,1,13,224,1,17,208,9,37,190,14,209,6,27,201,23,207
30035000015,30,035,000015,81.83,153.19,7.44,4.4,0.06,76.41,170.84,6.22,66.25,174.9,9.28,94.48,146.92,66.56,166.61,13.38,81.83,158.4,70.56,168.92
30035000019,30,035,000019,28,137,3,6,2,23,155,3,19,155,3,28,150,18,156,5,23,149,18,163
3003500021C,30,035,00021C,21,236,6,4,1,21,264,3,15,259,5,45,234,15,260,8,37,242,29,251
30037000001,30,037,000001,177.6,39.81,10.97,2.01,1.96,181.52,52.73,4.99,149.85,85.46,8.87,204.37,29.97,171.43,60.76,9.92,159.77,68.67,170.42,70.71
30037000002,30,037,000002,181.38,30.07,17.46,0.97,0.97,185.26,41.71,8.73,153.25,77.6,5.82,202.72,31.04,176.53,53.35,5.82,174.59,54.32,165.86,66.93
30039000001,30,039,000001,264.56,125.91,27.18,6.12,1,256.81,152.13,18.36,213.15,198,18.16,302.88,111.41,247.69,152.3,17.34,192.21,223.02,227.67,180.55
30039000002,30,039,000002,323.09,175.9,25.99,7.69,0.96,323.06,202.84,23.08,244.29,288.33,18.28,361.58,176.81,311.53,207.64,22.11,226.96,311.44,270.23,261.43
30039000009,30,039,000009,251.89,76.37,16.3,2.07,0.01,245.8,99.66,11.2,218.34,128.15,10.2,269.32,71.2,240.7,98.66,11.19,196.1,148.43,215.49,121.96
30039000010,30,039,000010,364.15,101.75,15.35,9.65,1.38,373.77,130.2,8.91,311.87,188.54,11.78,394.93,97.02,360.65,126.34,12.55,311.77,179,312.04,177.02
30041000001,30,041,000001,318.83,241.51,58.15,20.03,0,316.84,307.67,32.06,246.58,384.92,26.07,375.94,258.55,296.75,319.75,29.04,287.76,341.75,284.68,351.83
30041000002,30,041,000002,168.73,135.06,42.76,8.92,3.97,159.82,183.71,22.91,108.08,241.47,21.82,205.52,146.97,143.82,197.77,22.86,163.46,188.01,149.68,210.72
30041000003,30,041,000003,339.73,190.33,41.15,6.23,1,327.04,247.62,25.92,243.35,336.43,20.8,396.11,189.56,302.78,273.34,19.46,290.98,288,276.61,308.71
30041000007,30,041,000007,369.32,230.12,36.05,9.98,1.01,369.29,278.22,15.04,281.27,372.21,14.03,447.42,186.1,342.35,287.17,18.03,331.4,300.11,314.26,323.24
30041000008,30,041,000008,336.21,194.38,36.87,3.02,2,330.2,248.19,17.95,260.35,318.08,15.96,411.89,157.54,321.16,247.24,19.94,322.09,245.35,283.36,287.08
30041000009,30,041,000009,246.4,201.43,25.13,3.02,2.02,256.29,242.64,12.09,190.04,310.92,8.1,325.49,169.46,240.25,257.66,7.09,230.22,255.73,204.19,289.76
30041000010,30,041,000010,154.41,124.9,31.47,13.77,0,157.36,163.26,12.79,117.03,195.71,22.62,194.73,131.79,153.42,155.39,17.7,152.44,173.09,124.9,204.56
30041000013,30,041,000013,152.67,87.1,25.17,4.24,0,152.84,114.62,10.02,107.57,159.04,11.87,170.18,93.32,137.46,129.57,6.5,138.48,128.16,123.95,142.11
30041000014,30,041,000014,270.32,108.14,21.13,4.46,4.16,245.29,148.01,17.63,203.29,196.49,17.31,285.57,114.07,242.19,147.52,17.27,234.84,162.36,231.36,168.65
30041000015,30,041,000015,167.2,58.18,12.02,0.93,0.92,156.14,77.58,9.23,129.33,109.93,5.54,174.63,60.94,154.29,82.2,3.7,144.12,86.83,127.5,109
30041000016,30,041,000016,140.18,51.62,8.52,1.83,0.05,135.62,67.83,6.48,103.62,100.51,5.88,150.27,53.38,127.13,79.09,3.57,122.1,77.03,112.49,89.06
30041000018,30,041,000018,34.1,80.72,3.24,9.03,0.05,30.81,94.14,3.2,24.32,98.7,1.2,33.26,87.77,27.76,96.15,0.2,29.68,89.33,25.67,99.36
30041000020,30,041,000020,179.89,51.48,18.95,6.1,0.99,191.7,74.65,7.99,147.69,123.7,4.96,223.63,42.68,186.66,82.59,5.04,166.62,93.76,152.73,114.64
30041000021,30,041,000021,87.56,33.65,3.88,5.74,0,83.77,47.09,1.94,70.25,63.49,0.02,90.58,38.37,80.89,47.12,2.88,73.19,56.69,73.11,58.7
30041000022,30,041,000022,170.27,75.02,12.96,0.12,0,169.2,87.19,5.99,138.2,125.18,1.98,201.05,57.28,161.21,97.1,5.01,154.12,94.33,125.38,124.09
30041000025,30,041,000025,332.89,140.24,54.93,6.99,2.99,328.96,189.23,34.92,257.83,278.34,17.98,380.13,152,293.03,231.13,26.95,275.04,251.01,280.7,251.38
30041000028,30,041,000028,9.83,367.22,5.62,13.57,1.85,11.38,396.47,2.88,13.68,396.03,2.88,26.21,376.3,20.37,379.32,3.78,23.01,378.57,13.97,391.24
30043001-71,30,043,001-71,507.55,139.32,27.46,5.01,1.66,492.64,180.04,29.85,428.76,248.9,26.54,540.75,146.01,500.91,171.69,22.47,424.12,260.99,443.07,246.18
30043002-75,30,043,002-75,698.56,212.25,63.29,8.07,4.02,682.46,276.84,47.52,582.35,396.96,41.38,769.17,223.24,682.64,278.64,41.32,570.36,403.13,592.92,384.7
30043003-75,30,043,003-75,44.88,23.19,6.93,2.14,0.04,38.55,38.29,2.78,33.01,43.28,4.54,55.96,23.28,44.34,31.57,3.56,35.43,42.53,42.11,36.78
30043004-75,30,043,004-75,635.11,318.97,61.47,18.35,5.27,622.84,386.1,47.61,567.99,426.84,51.48,712.76,316.12,591.16,400,42.54,567.99,452.34,503.16,527.22
30043005-75,30,043,005-75,93.93,51.12,8.77,2.19,0.15,90.46,62.41,8.55,77.52,71.64,9.49,92.87,58.14,85.13,65.7,7.67,79.49,72.01,75.63,76.55
30043006-75,30,043,006-75,242.84,91.41,14.14,1.76,1.74,248.31,109.74,8.72,201.02,156.15,7.88,266,91.16,237.63,115.07,8.78,205.55,148.12,200.2,160.43
30043007-75,30,043,007-75,477.79,298.89,61.53,5.97,2.98,540.28,332.67,11.94,419.12,450.85,19.87,622.67,244.33,476.77,361.45,27.8,459.8,401.23,430.06,439.91
30043008-75,30,043,008-75,282.7,172.77,34.94,6.98,1,294.82,190.74,12.94,242.78,246.77,9.96,335.77,151.74,259.82,215.72,15.96,275.68,207.83,240.77,243.72
30043009-75,30,043,009-75,564.18,326.58,62.4,10.39,3.1,643.69,360.25,6.6,500.18,507.93,8.58,723.92,262.89,557.35,411.22,21.52,540.24,435.27,492.77,480.15
30043010-75,30,043,010-75,502.22,315.55,45.43,12.41,3.55,557.38,336.96,17.75,438.23,461.4,17.79,663.95,224.16,511.94,368.95,16.06,470.28,407.19,456.86,433.92
30045000001,30,045,000001,66.58,25,9.52,0.97,0,68.39,29.86,2.96,58.67,41.48,3.86,83.68,14.62,70.27,28.01,2.94,65.39,31.9,64.44,31.95
30045000002,30,045,000002,112.31,36.82,7.51,2.03,0.01,107.51,47.03,9.93,87.22,68.44,7.07,124.19,34.22,107.6,48.88,7.97,95.52,57.93,95.48,60.86
30045000003,30,045,000003,349.62,86.58,31.11,6.01,1.99,336.74,133.59,12.12,269.51,207.78,10.11,389.96,79.41,332.78,139.53,9.11,299.64,157.7,303.6,161.77
30045000004,30,045,000004,340.68,85.93,30.49,2.97,1,359.08,112.65,5.02,302.63,166.22,8.93,405.42,59.49,359.97,103.94,5.01,333.27,126.67,331.34,134.5
300470000NA,30,047,0000NA,5.35,2.93,0.34,0.07,0.03,5.46,3.29,0.2,5.03,3.8,0.15,6.26,2.4,5.39,3.29,0.16,4.9,3.68,5,3.58
3004700ARL1,30,047,00ARL1,318.18,362.81,30.81,17.89,1.99,289.36,423.44,20.88,246.6,478.12,22.87,390.74,341.93,305.25,417.48,19.88,292.33,435.38,263.51,456.25
3004700BEA1,30,047,00BEA1,302.68,184.5,15.93,5.63,0.95,301.63,208.83,14.06,272.16,233.67,20.64,343.91,160.98,305.51,193.78,18.71,291.95,206.36,291.84,212.93
3004700BEA2,30,047,00BEA2,64.51,42.15,4.3,0.86,0,71.39,39.57,5.16,65.37,46.45,3.44,80.86,30.97,71.39,39.57,4.3,72.25,38.71,71.39,38.71
3004700CHA1,30,047,00CHA1,384.83,186.42,26.46,10.18,2.99,389.94,210.53,21.39,320.7,280.72,25.39,431.08,169.96,376.77,222.9,19.24,338.65,260.48,328.44,271.49
3004700DAY1,30,047,00DAY1,359.68,139.47,21.05,2.03,0.01,349.82,154.53,25.97,327.63,189.6,14.08,384.91,126.36,359.79,147.49,15.03,329.72,178.53,336.72,175.53
3004700FER1,30,047,00FER1,463.73,204.02,20.13,9.02,2.98,450.87,237,18.1,395.32,292.59,28.06,505.02,180.76,467.78,213.04,21.09,432.3,243.47,411.59,266.24
3004700PAB1,30,047,00PAB1,149.72,86.04,13.34,5.22,0.91,143.37,104.53,10.95,117.31,130.38,12.37,176.72,76.48,146.27,103.03,8.89,141.03,112.29,135.57,116.32
3004700PAB2,30,047,00PAB2,413.87,313.21,29.7,26.65,4.85,384.19,392.56,34.54,332.06,441.06,39.99,471.46,316.81,398.12,371.37,34.53,384.19,395.61,350.88,432.54
3004700POL1,30,047,00POL1,490.22,279.72,29.8,6.18,1.11,495.59,314.53,17.43,438.82,361.69,27.16,559.59,237.35,503.21,295.81,15.34,449.2,343.5,457.44,338.23
3004700POL2,30,047,00POL2,530.94,303.57,34.53,8.01,3.86,545.67,341.63,17.08,503.03,391.79,13.44,630.73,245.1,534.24,345.1,15.2,486.28,380.82,495.84,370.43
3004700POL3,30,047,00POL3,258.55,224.27,21.45,5.08,0.99,262.63,244.6,15.66,223.11,285.25,18.35,324.46,183.91,256.7,247.57,14.53,254.87,246.44,253.74,257.31
3004700POL4,30,047,00POL4,579.42,397.1,43.36,19.71,0.01,529.22,485.75,41.39,470.09,541.93,50.25,664.23,365.53,544.98,460.16,48.25,522.31,507.42,513.44,524.18
3004700POL5,30,047,00POL5,797.73,525.58,65.05,30.02,5,780.64,618.7,60.05,696.55,704.78,65.06,975.8,447.55,798.65,612.65,32.09,760.64,636.74,745.63,668.75
3004700POL6,30,047,00POL6,185.02,53.36,11.76,2.32,0.06,178.63,68.45,8.64,160.12,79.05,13.68,198.69,45.78,169.94,70.31,6.54,151.8,89.72,151.45,90.98
3004700POL7,30,047,00POL7,284.82,166.95,13.81,1.03,2.94,282.81,189.6,6.95,225.88,243.6,8.92,310.5,141.45,269.16,181.78,9.86,234.91,208.25,243.65,204.38
3004700POL8,30,047,00POL8,21.7,13.93,1.32,0.02,0.07,24.65,14.46,0.16,20.31,18.73,0.21,24.3,13.33,24.33,14.27,0.23,20.52,17.9,20.73,17.81
3004700RON1,30,047,00RON1,836.76,482.92,73.93,28.98,5.15,802.38,585.28,60.78,656.67,730.09,68.44,987.7,429.06,818,577.66,49.2,787.7,629.6,756.9,652.31
3004700RON2,30,047,00RON2,254.07,192.61,18.3,16.38,2.98,235.91,241.49,21.16,203.84,271.25,24.58,289.51,194.93,244.41,228.43,21.27,235.94,243.26,215.57,265.91
3004700STI1,30,047,00STI1,347.47,270.11,18.36,11.19,0.04,334.3,302.77,24.21,284.74,351.36,25.29,398.17,244.03,338.35,298.71,20.26,320.21,322.92,310.98,335.12
3004700STI2,30,047,00STI2,311.84,281.72,34.19,22.22,4.04,299.5,365.22,19.37,248.13,401.68,35.3,370.31,297.55,300.72,342.07,36.22,304.44,353.38,294.01,373.78
3004700SWA1,30,047,00SWA1,89.48,30.37,2.1,0.41,0.07,88.47,32.15,1.97,74.16,46.12,3.38,98.12,22.1,90.62,29.18,2.31,77.48,41.32,79.35,38.99
3004700SWA2,30,047,00SWA2,83.72,33.39,4.23,0.05,0.01,85.75,35.61,2.16,79.33,39.05,6.2,88.42,31.96,84.69,35.65,3.15,76.67,42.64,84.66,37.75
30049000001,30,049,000001,729,264,85,10,4,760,312,54,533,560,42,899,208,642,421,48,648,448,619,486
30049000002,30,049,000002,679.69,321.19,57.67,10.58,6.73,746.02,350.98,22.12,553.76,542.28,25,856.57,242.35,653.74,418.24,36.53,622.98,461.52,585.5,498.05
30049000003,30,049,000003,614.93,339.44,74.78,15.74,3.94,670.03,397.49,24.6,441.76,627.72,18.69,803.83,261.71,549.99,488.99,33.45,544.09,506.7,499.81,559.83
30049000004,30,049,000004,565,319,74,20,2,632,355,27,454,541,30,760,227,542,412,43,536,445,507,483
30049000005,30,049,000005,343,548,74,18,5,363,622,31,242,743,36,526,458,321,636,42,319,659,314,675
30049000006,30,049,000006,606,478,87,20,7,670,544,38,516,725,24,817,411,585,616,44,571,641,555,673
30049000007,30,049,000007,362,573,68,18,2,439,611,22,278,778,21,622,425,346,682,26,340,691,353,705
30049000008,30,049,000008,324,980,75,28,6,451,1004,22,315,1144,21,711,707,398,1030,29,363,1073,351,1097
30049000009,30,049,000009,492.44,784.68,94.95,29.06,1.35,620.16,803.7,26.62,466.15,976.13,18.67,856.37,559.92,541.1,868.51,27.43,497.18,910.09,480.94,931.64
30049000010,30,049,000010,1003.34,394.65,76.65,7.15,7.04,1094.88,424.95,22.32,784.81,731.07,31.31,1222.92,278.98,935.93,552.53,27.41,881.6,598.12,863.35,629.48
30049000011,30,049,000011,660.37,363.76,110.06,6.53,3.73,702.34,435.58,50.37,461.7,680.89,46.64,888.88,277.02,591.35,533.52,44.77,606.27,546.57,555.9,607.2
30049000012,30,049,000012,478.07,199.56,45.22,14.26,0.06,505.97,229.51,27.4,357.24,393.28,25.31,556.17,194.29,427.01,304.01,25.55,407.91,333.3,375.19,373.17
30049000013,30,049,000013,514,1213,77,35,5,657,1246,31,494,1416,16,946,916,540,1319,41,483,1379,495,1379
30049000014,30,049,000014,194,805,51,52,3,235,856,33,149,955,34,410,682,195,868,46,200,890,187,918
30049000015,30,049,000015,413,332,62,18,3,426,369,54,299,522,42,552,275,360,438,41,354,462,358,473
30049000016,30,049,000016,531.26,610.78,90.79,10.23,1.02,632.07,632.05,32.3,460.72,808.56,26.22,818.92,448.25,545.4,689.62,31.31,517.19,720.92,491.02,760.13
30049000017,30,049,000017,268,784,64,27,2,312,830,27,216,929,27,491,643,263,845,39,265,870,271,871
30049000018,30,049,000018,513,451,76,17,3,588,489,25,390,691,28,741,344,476,582,31,463,597,414,666
30049000019,30,049,000019,487,211,52,14,3,509,251,26,357,400,31,581,186,425,309,36,434,324,392,364
30049000020,30,049,000020,679.09,417.28,97.72,21.42,5.26,689.1,494.29,65.48,476.22,726.46,56.23,872.14,357.16,595.31,577.17,67.07,617.33,603.05,581.78,651.32
30049000021,30,049,000021,765,327,74,12,2,807,370,26,585,602,26,913,271,728,432,33,672,497,668,516
30049000022,30,049,000022,195,422,54,21,3,229,450,22,158,523,21,330,343,198,460,30,206,467,178,495
30049000023,30,049,000023,624,373,73,7,5,698,397,19,510,597,18,857,243,600,470,23,545,538,510,585
30049000024,30,049,000024,616,627,75,25,2,699,672,32,481,902,21,913,442,626,717,29,558,787,508,864
30049000025,30,049,000025,405,552,75,23,6,491,590,38,310,773,33,634,448,375,666,48,381,702,392,698
30049000026,30,049,000026,826.68,708.82,108.09,29.92,4.99,939.22,765.13,36.02,689.94,1016.17,46.1,1124.21,573,812.07,832.02,60.07,763.78,910.38,774.63,914.49
30049000027,30,049,000027,971.44,380.6,101.63,17.93,1.99,1035.2,444.37,44.84,732.31,753.24,42.84,1161.74,329.79,894.72,547.99,53.8,850.88,619.73,819.99,669.54
30049000028,30,049,000028,738.61,280.08,58.81,11.96,1,758.54,323.94,35.88,571.16,523.29,30.9,830.31,254.17,687.77,378.76,30.9,677.81,411.65,646.91,441.55
30049000029,30,049,000029,291.31,170.42,22.03,6.33,2.24,315.66,176.56,11.72,240.93,253.22,11.84,360.5,133.77,281.4,193.09,16.24,268.34,217.47,256.97,231.75
30049000030,30,049,000030,112.52,46.42,5.93,1.97,0,104.67,54.31,4.94,92.78,68.17,5.92,127.35,35.57,106.61,52.36,6.91,104.63,59.27,100.68,61.25
30049000031,30,049,000031,452.57,114.26,32.29,5.99,0,438.67,143.42,28.02,332.09,247.96,34.06,470.78,120.3,404.61,162.54,29.97,389.31,196.73,386.49,202.55
30049000032,30,049,000032,63.05,7.64,6.69,0,0,64.96,11.46,0.96,50.63,24.84,1.91,67.82,8.6,63.05,14.33,0,56.36,19.11,60.18,15.28
30049000033,30,049,000033,480.16,126.02,37.68,6.7,1.22,478.65,162.72,30.84,386.42,262.03,24.68,535.89,120.28,469.32,178.45,20.85,437.1,202.29,421.9,227.08
30051000001,30,051,000001,228.08,42.46,14.12,0.02,1,232.09,53.57,5.09,196.78,85.93,7.02,259.32,28.31,221.93,65.71,3.06,219.84,58.79,204.82,75.86
30051000002,30,051,000002,159,66,11,0,0,157,79,5,117,121,4,180,50,151,89,1,138,91,125,111
30051000003,30,051,000003,153,57,15,2,2,164,63,10,138,91,8,178,52,149,78,9,141,83,134,97
30051000004,30,051,000004,160,41,7,0,0,162,43,7,123,81,8,169,36,145,58,6,127,72,117,87
30053000001,30,053,000001,326.52,76.08,15.19,4.75,0.01,320.75,84.75,18.05,291.41,107.53,22.74,332.32,79.8,311.28,92.2,13.4,322.69,82.86,316.03,96.1
30053000002,30,053,000002,222.9,68.85,16.25,2.16,0.01,203.07,86,21.24,187.32,97.73,25.23,222.4,72.76,192.01,84.12,24.13,219.75,78.16,211.65,84.5
30053000003,30,053,000003,1259.46,322.03,52.67,20.01,2,1231.92,387.12,60.85,1144.27,480.45,57.12,1326.56,307.8,1211.93,370.97,71.46,1233.85,392.12,1207.55,428.49
30053000004,30,053,000004,342.48,91.88,21.13,10.05,2,328.41,127.04,20.16,295.19,161.28,21.15,366.66,102.82,324.36,124.99,20.2,319.43,142.03,305.37,152.13
30053000005,30,053,000005,114.79,35.7,3.16,0.11,0.01,105.79,43.84,8.13,100.56,52.1,12.02,113.06,42.58,100.83,46.74,11.11,113.75,39.88,107.73,45.92
30053000006,30,053,000006,189.91,66.43,11.66,9.66,0.03,178.99,82.47,16.44,164.43,107.73,10.68,197.86,72.36,179.84,81.64,15.66,193.61,74.24,184.61,81.54
30053000007,30,053,000007,258.73,121.26,21.85,3.97,0,240.85,137.17,29.77,215,179.86,18.89,276.6,120.26,236.85,140.16,23.84,252.74,140.13,240.83,155.03
30053000008,30,053,000008,545.04,202.61,29.14,4.03,1,520.9,232.7,33.22,472.76,288,34.11,568.14,200.61,503.92,240.69,36.14,526.97,231.77,510.92,250.85
30053000009,30,053,000009,736.26,312.85,56.53,9.11,8.96,730.64,377.37,53.78,590.51,520.64,43.75,786.57,318.14,688.24,385.78,45.67,711.81,382.66,653.44,444.95
30053000010,30,053,000010,554.4,163.86,38.28,2.92,2.87,548.57,192.64,34.51,454.86,292.11,33.52,580.23,167.7,522.73,190.73,36.42,539.04,191.69,512.26,218.49
30053000011,30,053,000011,549.11,101.37,22.96,4.09,1.08,524.23,121.13,29.77,466.03,188.39,21.85,530.38,122.12,485,138.75,25.92,505.24,134.9,492.55,152.55
30053000012,30,053,000012,785.46,170.39,48.15,8.84,1.99,754.13,221.51,58.9,643.06,340.42,53,820.87,186.07,717.77,244.04,50.07,754.06,237.18,712.76,276.54
