GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOFUE,G16HALRZIN,G16HALDJUN,G16HALLBRE,G16GOVRGIA,G16GOVDBUL,G16GOVLDUN,G16ATGRFOX,G16ATGDJEN,G16SOSRSTA,G16SOSDLIN,G16SOSLROO,G16AUDRROS,G16AUDDLAS,G16SPIRARN,G16SPIDROM
30085000002,30,085,000002,211.06,35.66,15.84,1.05,1,204.03,54.44,8.03,194.12,62.47,9.95,209.54,46.2,189.24,59.73,14.98,205.7,51.09,194.3,59.47
30085000010,30,085,000010,144.4,39.62,10.39,1.01,1.01,142.3,50.94,5.33,116.86,69.54,10.23,140.86,49.46,121.05,64.18,5.24,131.22,48.93,114.81,67.45
30085000012,30,085,000012,376.55,88.55,26.27,0.01,0.98,362.95,107.05,23.32,335.63,142.1,20.44,401.77,74.04,351.19,118.77,14.59,360.94,99.29,329.8,142.08
30085000015,30,085,000015,18.03,133.95,5.09,6.75,0.02,28.46,135.22,3.14,19.51,143.27,3.12,29.92,130.93,20.61,144.01,2.1,23.64,138,17.54,144.21
30085000016,30,085,000016,51.55,159.16,5.93,8.83,0.99,42.77,191.47,4.93,38.73,189.62,7.87,63.21,172.91,43.57,182.8,11.76,55.38,180.69,46.59,186.66
30085000017,30,085,000017,79.18,20.81,5.94,0.99,0,78.19,26.75,5.94,67.3,37.64,2.97,78.19,25.76,62.35,36.64,6.93,71.26,26.75,74.23,29.72
30085000018,30,085,000018,186.34,389.34,23.1,30.63,5.89,164.99,483.79,14.16,142.26,485.84,28.85,207.19,435.79,153.07,471.72,29.14,192.71,447.18,163.02,482.7
30085000022,30,085,000022,111.52,54.8,12.5,3.85,0,95.18,78.83,9.61,91.33,81.72,8.65,114.4,60.57,90.37,74.03,14.42,98.06,73.06,93.25,77.87
30085000024,30,085,000024,134.82,184.09,23.85,14.98,2,104.86,258.88,19.88,90,259.78,24.92,146.9,217.78,96.07,244.62,30.99,121.05,235.68,105.91,265.77
30085000026,30,085,000026,287.02,167.01,42,14,2,288.02,224.01,16,255.02,242.01,29,329.02,172.01,257.02,234.01,22,266.02,216.01,240.02,256.01
30085000027,30,085,000027,100.84,261.07,7.18,11.03,2,78.78,307.31,6.14,78.6,298.47,14.09,118.79,262.39,90.49,270.65,26.02,110.55,268.54,84.66,302.48
30085000028,30,085,000028,112.26,14.79,2.34,1.04,0,110.43,15.99,3.13,111.19,15.3,3.1,112.66,8.69,102.11,23.06,1.17,101.22,17.05,101,21.22
30087000003,30,087,000003,329.43,98.85,27.68,1.97,0,323.51,127.52,16.8,279,173.01,19.77,365.04,86.97,293.79,160.2,13.84,282.93,166.11,272.09,183.89
30087000006,30,087,000006,301.51,70.43,16.12,1.01,2,298.49,94.55,8.08,230.32,159.73,9.09,309.7,77.35,247.36,138.71,11.06,231.33,155.71,223.3,162.78
30087000007,30,087,000007,28.24,12.22,1.88,0,0.94,28.25,15.96,0.94,26.35,16.93,1.88,30.13,12.21,28.23,15.04,1.88,25.41,16.91,26.36,15.97
30087000010,30,087,000010,133.64,11.74,2.24,0.05,0,123.63,24.16,3.1,106.13,40.75,2.1,136.21,11.67,113.23,35.66,2.08,109.02,36.72,109.37,35.6
30087000011,30,087,000011,88.53,3.57,1.19,0.96,0,87.47,8.69,0.1,85.15,12.84,0.1,92.65,5.42,89.8,8.16,0.1,85.02,11.03,89.6,8.38
30087000015,30,087,000015,81.28,403.68,17.2,21.98,9.07,77.24,482.68,11.74,68.19,476.74,20.67,151.84,405.87,76.27,471.5,11.5,98.74,456.55,68.19,495.75
30087000017,30,087,000017,102.86,150.7,14.98,1.09,1.03,94.9,178.85,10.98,86.91,184.79,11.02,146.85,124.91,98.83,169.91,9.98,102.9,166.86,96.79,182.93
30087000020,30,087,000020,168.67,29.13,9.01,0.02,0,169.57,38.17,5.02,149.65,58.1,5.04,186.49,21.25,143.96,64.77,4.02,144.82,60.95,149.59,62.07
30087000021,30,087,000021,112.11,9.66,4.83,0,0,109.21,17.4,1.93,97.62,27.06,1.93,116.95,9.66,97.62,26.1,1.93,95.68,28.03,91.82,31.89
30087000026,30,087,000026,65.73,4.56,3.17,0.04,0.01,62.46,8.95,1.14,52.68,19.65,1.23,63.98,5.49,63.43,10,0.09,54.26,16.11,56,14.43
30087000030,30,087,000030,254.74,54.85,14.88,0.93,0.93,254.74,68.8,9.3,241.73,81.82,8.37,275.2,46.49,227.78,93.9,5.58,223.13,92.97,213.84,110.64
30087000032,30,087,000032,591.28,137.83,38.95,4.99,1,598.28,184.78,11.99,598.27,179.78,16.98,659.2,121.85,487.41,287.65,11.99,523.37,253.69,497.4,290.65
30089000001,30,089,000001,225.29,61.29,5.05,7.02,0,207.2,76.39,16.09,185.06,105.57,13.06,229.36,69.27,214.23,71.37,13.06,215.11,76.5,206.15,85.45
30089000002,30,089,000002,326.34,86.36,15.7,4.93,0.98,292.06,117.75,25.52,252.78,160.05,28.37,325.55,86.32,288.25,110.89,22.53,269.46,136.51,275.4,136.4
30089000003,30,089,000003,654.33,147.87,27.27,11.96,1.02,608.11,198.2,45.2,535.71,288.41,31.5,688.21,138.9,623.73,189.1,30.37,564.04,252.03,583.83,231.49
30089000004,30,089,000004,682.85,193.73,54.78,7.05,1.99,666.41,254.72,51.05,561.6,367.63,47.96,768.33,171.89,665.65,242.7,50.87,626.42,301.81,621.62,318.51
30089000005,30,089,000005,691.1,191.06,52.72,10.66,4.83,673.56,255.29,25.74,540.99,377.43,44.92,771,165.79,668.88,232.97,38.11,639.31,279.03,629.33,299.7
30089000006,30,089,000006,698.39,146.89,47.71,4.74,1.03,691.16,186.96,43.99,579.48,311.21,36.26,758.36,132.34,701.83,176.54,31.33,649.89,230.38,619.67,264.85
30089000007,30,089,000007,480.76,127.9,42.62,9.6,0.01,468.27,166.58,34.94,402.84,235.05,31.96,535.01,113.37,459.82,170.27,29.99,444.8,195.8,441.54,199.11
30089000008,30,089,000008,424.99,187.36,44.05,30.47,2.94,376.04,277.8,43.47,326.34,316.84,60.16,449.21,221.32,390.65,243.8,51.15,385.04,277.82,365.92,312.53
30089000009,30,089,000009,78.88,69.38,7.22,7.1,0.02,73.83,80.66,10.18,67.34,92.12,6.24,85.19,74.32,76.77,82.67,5.19,74.53,85.95,71.44,90.07
30091000001,30,091,000001,128.08,36.04,5.23,0.02,1,125.2,41.05,2.14,103.86,65.53,2.14,123.53,33.73,111.97,50.26,3.09,123.12,34.96,110.91,46.3
30091000002,30,091,000002,243.89,106.48,18.98,2.01,0,248.8,125.38,13,213.76,166.38,8.1,266.83,108.38,221.86,147.37,11.98,233.9,133.27,212.96,154.29
30091000003,30,091,000003,235.8,102.48,15.92,8.95,0.99,239.78,114.42,20.89,197,165.16,13.93,269.63,94.52,212.91,145.26,9.95,230.82,125.36,202.97,158.19
30091000004,30,091,000004,336.44,130.81,26.96,5.99,0,346.43,144.78,20.97,267.58,207.69,31.94,357.45,112.82,290.54,172.74,18.96,321.48,122.82,282.55,181.72
30091000005,30,091,000005,162.36,34.25,9.98,2.01,0,157.46,42.24,8,130.57,69.18,11.9,170.44,33.24,145.44,56.23,5.99,154.42,43.29,142.42,57.28
30091000006,30,091,000006,132.72,66.14,14.79,1.01,0,140.56,67.19,8.91,118.71,97.83,8.94,161.22,46.51,125.67,80.07,5.95,135.59,61.29,121.72,83.05
