GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16USSRISA,G16USSDBAR,G16USSLBUC,G16PSCRECH,G16PSCLHOS
1312100012F,13,121,00012F,10,437,9,34,361,17,74,297
1312100012G,13,121,00012G,27,424,9,57,342,11,85,223
1312100012I,13,121,00012I,7,425,4,33,346,9,59,246
1312100012J,13,121,00012J,25.9,1195.5,18.9,73.7,1041.2,23.9,156.3,795.3
1312100012K,13,121,00012K,66.6,1352.2,37,139.8,1174,60.1,242.7,935.3
1312100012L,13,121,00012L,8.3,382.4,1.2,27.8,312.3,8.9,63.9,243.2
1312100012M,13,121,00012M,30,1243,12,91,1084,19,184,787
1312100012N,13,121,00012N,8,359,6,22,321,10,44,247
1312100012S,13,121,00012S,19,908,12,73,764,28,144,572
131210002F1,13,121,0002F1,216,1704,107,416,1433,128,738,960
131210002F2,13,121,0002F2,47,420,19,95,338,30,150,243
131210002L1,13,121,0002L1,552,2965,198,880,2509,228,1414,1739
131210002L2,13,121,0002L2,130,575,28,197,456,49,311,301
131210003P2,13,121,0003P2,1.3,24.8,0.1,3.5,21.4,0.1,4,10.5
131210004X1,13,121,0004X1,28,923,20,82,803,24,155,598
131210004X2,13,121,0004X2,4.8,190.4,6.6,16.8,158.1,9.6,28.1,125.1
131210005A1,13,121,0005A1,147,1465,83,237,1290,132,488,897
131210005A2,13,121,0005A2,119.5,1483.2,60.2,223.2,1292.7,107.6,422.7,900.6
131210006L1,13,121,0006L1,148.9,513.4,28.7,265.9,408.4,18.7,359,219.7
131210006L2,13,121,0006L2,132,338,15,220,249,17,282,141
131210008F1,13,121,0008F1,867,631.8,88.8,1232.5,332.2,37.1,1260.7,240.9
131210008F2,13,121,0008F2,0,0,0,0,0,0,0,0
131210008N1,13,121,0008N1,313,232,32,445,133,6,463,80
131210008N2,13,121,0008N2,402,500,22,517,353,27,593,181
131210010H1,13,121,0010H1,3,214,3,14,188,7,35,142
131210010H2,13,121,0010H2,31,1095,23,102,929,21,186,658
131210011E1,13,121,0011E1,16.4,626.8,12.2,34.8,568.8,17.2,108.9,437.6
131210011E2,13,121,0011E2,6,496,7,45,411,19,87,306
131210011E3,13,121,0011E3,38.1,1713.1,23,77.3,1590.6,34,247.5,1238.2
131210012E1,13,121,0012E1,25.4,561.1,7.8,56.7,481,9.8,102.6,340.2
131210012E2,13,121,0012E2,2.2,5.4,0.3,2.4,4.7,0.4,3.1,3.8
131210012H1,13,121,0012H1,12.8,474.2,6.3,40.8,399.2,12.8,82.9,300.1
131210012H2,13,121,0012H2,32.2,1189.8,15.7,102.2,1001.8,32.2,208.1,752.9
13121003P1A,13,121,003P1A,243,1592,116,378,1371,159,665,1037
13121003P1B,13,121,003P1B,0,0,0,0,0,0,0,0
1312100AP03,13,121,00AP03,103.2,309.1,13.2,108,280.5,24.3,146.6,228.8
1312100AP05,13,121,00AP05,1722.9,1225.2,106.7,1995.8,900.4,85.5,2215.8,613
1312100AP06,13,121,00AP06,586.6,389.1,63.6,709.7,265.7,45.1,760.4,216.1
1312100AP10,13,121,00AP10,421,249,38,487,171,40,511,159
1312100AP14,13,121,00AP14,1190.9,1029.1,139,1455.1,755.6,116.8,1624.6,575
1312100CH01,13,121,00CH01,42.1,87.5,4.6,41,82.7,4.3,53.5,63.8
1312100CH02,13,121,00CH02,105.9,71.6,3.1,101,62.3,6.7,107.2,54
1312100CH03,13,121,00CH03,226.8,148.3,11.3,214.3,131.1,17.9,230.9,115.5
1312100CH05,13,121,00CH05,159.3,40.6,9.8,155.5,36.2,9.6,157.2,36.7
1312100CP02,13,121,00CP02,73,447.4,26,106.1,384,25.1,165.1,297.7
1312100HP01,13,121,00HP01,492.9,1205.1,69.8,535.9,1049.1,87.7,692.6,841.9
1312100JC01,13,121,00JC01,1294.3,1828.3,117.5,1568.9,1438.2,135,1938.3,936.2
1312100JC02,13,121,00JC02,714.6,747.9,36.8,789.6,562,58,917,374.2
1312100JC05,13,121,00JC05,651,736,81,767,561,75,875,449
1312100JC06,13,121,00JC06,1025,713,55,1149,512,70,1256,408
1312100JC07,13,121,00JC07,1207,1390,107,1418,1059,113,1641,752
1312100JC08,13,121,00JC08,964,872,110,1109,663,99,1234,536
1312100JC09,13,121,00JC09,806,1059,89,942,817,108,1122,610
1312100JC10,13,121,00JC10,715.6,891.8,78.9,832.2,701,96.4,961.3,527
1312100JC11,13,121,00JC11,1224,897,77,1387,667,104,1521,520
1312100JC12,13,121,00JC12,1126.1,554,39.2,1208.4,404.7,53.6,1238.1,337.7
1312100JC14,13,121,00JC14,1050.9,733,61.8,1253.6,515.3,41.4,1375.9,351.3
1312100JC15,13,121,00JC15,202,294,29,206,257,38,245,219
1312100JC16,13,121,00JC16,948,834.3,106.1,1107.7,646.9,93.9,1223.1,514.1
1312100JC18,13,121,00JC18,1035.2,744.4,94.1,1219.6,570.3,70.6,1326.9,418.8
1312100JC19,13,121,00JC19,1177,1188.4,135.8,1368.8,927.1,135.8,1531.3,738.1
1312100ML03,13,121,00ML03,1799,755,131,1992,537,102,2090,446
1312100MP01,13,121,00MP01,151,161,20,153,140,24,164,142
1312100PA01,13,121,00PA01,390.3,1073.9,33,407,948.4,51.5,527.7,729.5
1312100RW01,13,121,00RW01,2149.1,1320,153.3,2413.5,986.7,161.7,2565.4,778.8
1312100RW02,13,121,00RW02,1450,1232,173,1714,907,173,1878,731
1312100RW03,13,121,00RW03,1200.3,1463.9,151.9,1371.4,1168.2,198.1,1531.2,986.4
1312100RW04,13,121,00RW04,833.9,747.9,97.5,973.1,583,87.6,1056.1,470.3
1312100RW05,13,121,00RW05,440.2,706.1,71.9,483.6,605.3,77.7,588.6,494.7
1312100RW06,13,121,00RW06,965.6,968.2,108.1,1110.6,757.7,138.1,1280.2,603.2
1312100RW08,13,121,00RW08,960,527,78,1109,365,71,1137,322
1312100RW09,13,121,00RW09,2660.3,1352.8,183.1,3022.6,991.5,176.3,3165.2,806.5
1312100RW10,13,121,00RW10,1361,935,123,1606,648,123,1686,555
1312100RW12,13,121,00RW12,2597.2,1647.9,195.5,2904.2,1225.6,210.2,3107.5,975.5
1312100RW13,13,121,00RW13,1282.5,1058.1,157.6,1498.9,826.7,136.6,1622.6,699.1
1312100RW16,13,121,00RW16,747,560,54,851,434,49,910,345
1312100RW17,13,121,00RW17,671,982.2,110.8,801,794.6,134.1,923.3,660
1312100RW19,13,121,00RW19,858,569,76,1010,410,63,1111,289
1312100RW20,13,121,00RW20,1544.6,1213.8,127.7,1809.8,903,131.1,1971.3,674.9
1312100RW21,13,121,00RW21,1393.7,872.4,117.8,1567.7,678.3,99.2,1684.4,531.2
1312100SC02,13,121,00SC02,19.3,616.7,8.8,50,560.5,11.9,132.5,381.1
1312100SC04,13,121,00SC04,221.3,393.4,11,226.2,355.6,18.9,271,280.9
1312100SC10,13,121,00SC10,25.3,733.5,13.1,54.3,654.9,22.4,131,512.7
1312100SC13,13,121,00SC13,84,1471.3,13.2,127.8,1333.2,30.1,290.1,1035.1
1312100SC15,13,121,00SC15,176.6,3948,64.8,290.1,3626.6,88.3,755.3,2733.9
1312100SC20,13,121,00SC20,66.8,2105.7,25.8,135.6,1949.7,32.4,423.3,1400.7
1312100SC27,13,121,00SC27,40,1276,11,81,1152,26,230,834
1312100SS01,13,121,00SS01,1374.2,954.5,100,1664,658.5,86,1762.3,494.4
1312100SS03,13,121,00SS03,430,492,61,564,353,64,619,274
1312100SS04,13,121,00SS04,667.2,1210.8,111.7,847.1,951.9,133.4,1003.3,773
1312100SS05,13,121,00SS05,657,652,66,857,465,51,927,317
1312100SS06,13,121,00SS06,523,465,44,677,299,38,733,216
1312100SS12,13,121,00SS12,791.9,841.9,103.5,1081.7,584.2,50.1,1157.4,396
1312100SS14,13,121,00SS14,473.5,319.5,44.2,593.1,213.8,27.9,640.6,134.3
1312100SS16,13,121,00SS16,963.5,748.9,84.6,1294.6,452.4,49.4,1341.1,322.4
1312100SS17,13,121,00SS17,976.7,907.6,70.2,1161.4,676.3,94.9,1277.2,537.8
1312100SS20,13,121,00SS20,403.4,749.6,45.9,504.3,593.8,44.6,584.2,473
1312100SS22,13,121,00SS22,656.8,976.5,55.2,780.8,768.7,60.2,874.2,563.6
1312100SS26,13,121,00SS26,332,1478,92,431,1277,114,618,1011
1312100SS31,13,121,00SS31,333,382,22,416,268,26,460,178
131210AP01A,13,121,0AP01A,1660.7,1447,100.5,1941.3,1051.2,117.4,2190.4,761
131210AP01B,13,121,0AP01B,208.4,252.7,30.6,227.8,207.6,31.6,264.9,163.4
131210AP01C,13,121,0AP01C,646.1,509.2,65.3,752.6,377.1,62.2,837.3,286.1
131210AP01D,13,121,0AP01D,233.3,301.8,30.2,269.2,235.6,32.1,322.6,181.1
131210AP01E,13,121,0AP01E,0,0,0,0,0,0,0,0
131210AP021,13,121,0AP021,1010,879,118,1160,685,132,1281,586
131210AP022,13,121,0AP022,625.6,655.4,71.4,673.8,534.2,74.2,789.6,396.3
131210AP02B,13,121,0AP02B,133.3,127.9,8.9,152.4,97.2,4.1,163.2,64.4
131210AP04A,13,121,0AP04A,634.9,381,51.2,728.2,263.3,38.2,753.8,226.7
131210AP04B,13,121,0AP04B,124.8,103.6,12.1,146.7,74.1,14.4,171.7,47.6
131210AP07A,13,121,0AP07A,1159.3,1077.1,124.1,1252.7,867.5,145.2,1395.7,732.3
131210AP07B,13,121,0AP07B,812.9,579,69,946.6,414.3,59.7,1012.5,323.6
131210AP09A,13,121,0AP09A,1288.3,1248.7,127.3,1525,961,125.4,1730.6,709.2
131210AP09B,13,121,0AP09B,137,178.4,12,152.1,150.4,14.2,184.8,112.2
131210AP12A,13,121,0AP12A,130.7,238.2,13.9,141.8,188.1,26,186.3,153.8
131210AP12B,13,121,0AP12B,129.4,276.4,15.4,143.2,226.2,18.1,183.5,170.1
131210AP12C,13,121,0AP12C,472,353,33,525,272,39,570,208
131210AP12D,13,121,0AP12D,0,0,0,0,0,0,0,0
131210CH04A,13,121,0CH04A,267.1,219.4,18.1,287.7,176.2,13.4,308.3,124.7
131210CH04B,13,121,0CH04B,0.3,0.8,0,0.3,0.7,0,0.4,0.6
131210CP011,13,121,0CP011,126,529,23,169,455,31,220,363
131210CP012,13,121,0CP012,104.4,383.6,18.6,145.6,319.6,17.4,175.7,244.8
131210CP01B,13,121,0CP01B,74.3,169.5,9.4,87,150.7,5.6,109.9,104.6
131210CP04A,13,121,0CP04A,0.1,1.5,0,0.1,1.6,0,0.3,1
131210CP04B,13,121,0CP04B,1.9,21.5,0,0.9,23.4,0,4.7,14
131210CP051,13,121,0CP051,39,877,10,80,778,15,191,548
131210CP052,13,121,0CP052,0.3,10.2,0,0.9,8.8,0.2,2,6.1
131210CP053,13,121,0CP053,0.3,7.9,0,0.7,6.8,0.1,1.6,4.8
131210CP05B,13,121,0CP05B,1,57,1,8,48,2,9,40
131210CP06A,13,121,0CP06A,12.1,244.6,2.5,21.7,210.7,2.9,51.5,158.5
131210CP06B,13,121,0CP06B,0,0,0,0,0,0,0,0
131210CP07A,13,121,0CP07A,8.3,364.2,8.1,23.2,308.5,13.8,50,266
131210CP07B,13,121,0CP07B,0.7,12.5,0.1,1.2,10.6,0.1,2.8,7.9
131210CP07C,13,121,0CP07C,1,45.1,1,2.9,38.2,1.7,6.1,33.1
131210CP07D,13,121,0CP07D,0,0,0,0,0,0,0,0
131210CP07E,13,121,0CP07E,0,0,0,0,0,0,0,0
131210CP07F,13,121,0CP07F,1,45.1,1,2.9,38.2,1.7,6.1,33.1
131210CP081,13,121,0CP081,4,133.7,2,9.1,125.6,2,22.1,100.5
131210CP083,13,121,0CP083,2.7,132.5,1.9,7.7,115.2,4.5,18.8,96.6
131210CP084,13,121,0CP084,3.3,94.7,1.2,7.8,83.6,2,18.7,61
131210CP08A,13,121,0CP08A,3.2,164.9,2.4,7.1,150.7,4,23.7,117.6
131210EP01A,13,121,0EP01A,90.7,877.3,23.9,131,765.4,37.9,204.7,587
131210EP01B,13,121,0EP01B,169.2,1635.8,44.5,244.2,1427.2,70.6,381.6,1094.6
131210EP02A,13,121,0EP02A,62.8,609.1,17.2,95,523.3,28.3,142.7,418.9
131210EP02B,13,121,0EP02B,59.4,568.9,16.2,89.4,488.8,26.8,133.9,392.2
131210EP02C,13,121,0EP02C,79.3,757.5,21.7,119.3,650.8,35.7,178.8,522.1
131210EP02D,13,121,0EP02D,14,133.7,3.8,21,114.9,6.3,31.5,92.2
131210EP02E,13,121,0EP02E,58.8,562.9,16,88.5,483.6,26.5,132.5,388.1
131210EP03A,13,121,0EP03A,117.8,2090.2,40.9,228.5,1833.6,62.4,442,1337.7
131210EP03B,13,121,0EP03B,114,1436.5,32.5,198.3,1253.4,45.3,341.4,918.9
131210EP04A,13,121,0EP04A,55.8,1973.4,19.9,140.4,1747.9,42.6,334.4,1341.6
131210EP04B,13,121,0EP04B,35.4,1251,12.7,88.9,1108.3,27,212,850.6
131210FA01A,13,121,0FA01A,179.3,1259.6,25.8,225.8,1132.1,37.8,350.5,877.6
131210FA01B,13,121,0FA01B,471.1,3443.1,66.1,591.7,3107.2,98.2,945.8,2398.4
131210FA01C,13,121,0FA01C,48.9,679.2,12,65.7,619.8,18.5,136,468
131210JC03A,13,121,0JC03A,199,196,17,226,157,23,263,120
131210JC03B,13,121,0JC03B,355.4,523.1,36.2,416.4,404,41,505,306.8
131210JC04A,13,121,0JC04A,1538.1,1581.4,163.3,1879.1,1194.2,155.3,2150.3,835.7
131210JC04B,13,121,0JC04B,74,91,9,87,68,12,91,62
131210JC13A,13,121,0JC13A,1026.9,457.9,62.4,1142.7,310,59.4,1185.6,277.1
131210JC13B,13,121,0JC13B,153,38,9,166,27,3,172,23
131210ML011,13,121,0ML011,1079.7,695.5,96.6,1233.6,487.8,96.6,1335.8,400.1
131210ML012,13,121,0ML012,231.6,102.8,12,250.6,73.9,8,263.6,66.9
131210ML01B,13,121,0ML01B,64.2,32.8,4.8,67.3,26.9,3.8,75.4,22
131210ML021,13,121,0ML021,938,300,65,1008,208,60,1062,190
131210ML022,13,121,0ML022,83.2,28,13.6,98.4,17.6,4.8,100.8,19.2
131210ML023,13,121,0ML023,736.8,273,52.4,832.6,169.4,33.2,860.2,136.8
131210ML024,13,121,0ML024,57,16,3,57,11,5,57,15
131210ML04A,13,121,0ML04A,600.6,365.4,49.2,677.5,271.6,37,730,210.3
131210ML04B,13,121,0ML04B,573.3,251.7,36.2,646.6,171.2,35.2,673.8,150.9
131210ML04C,13,121,0ML04C,52,18,1,53,13,3,57,10
131210ML05A,13,121,0ML05A,14.7,18.6,0.1,14.8,14.5,1.1,23.9,6.4
131210ML05B,13,121,0ML05B,185,84,4,204,59,6,214,42
131210ML05C,13,121,0ML05C,1439.2,1276.6,119,1621.4,999.5,111.3,1843.8,724.3
131210ML06A,13,121,0ML06A,312.2,560.7,38.1,361.6,450.6,54.7,473.3,342.6
131210ML06B,13,121,0ML06B,692.1,1006,89.7,810.1,805.2,98.5,978.8,616.1
131210ML071,13,121,0ML071,45,32,3,53,20,2,62,14
131210ML072,13,121,0ML072,538.1,216.8,29.6,560.8,167.6,29.6,624.9,125.2
131210ML07A,13,121,0ML07A,330,139,21,358,98,18,379,84
131210RW07A,13,121,0RW07A,111,532,40,119,468,57,173,402
131210RW07B,13,121,0RW07B,63,170,11,75,147,13,87,113
131210RW11A,13,121,0RW11A,810.8,821.7,104,968.2,635.6,114.8,1078.1,509.8
131210RW11B,13,121,0RW11B,8.2,8.3,1,9.8,6.4,1.2,10.9,5.2
131210RW22A,13,121,0RW22A,982.8,1438,147.4,1132.1,1199.7,140.9,1306.3,970.1
131210RW22B,13,121,0RW22B,15.1,15.3,1.8,17.6,11.9,1.8,19.7,9.5
131210SC01A,13,121,0SC01A,0.5,17.1,0.2,1.1,15.6,0.4,3.3,11.2
131210SC01B,13,121,0SC01B,43,1355,13.5,89,1234,32.5,261.5,884
131210SC01C,13,121,0SC01C,31.9,1006.5,10,66.1,916.6,24.1,194.2,656.7
131210SC01D,13,121,0SC01D,10.3,326.1,3.2,21.4,297,7.8,62.9,212.7
131210SC05A,13,121,0SC05A,9.1,425.9,13,23.1,386.7,15.1,66.3,310.3
131210SC05B,13,121,0SC05B,64.8,1952.9,31,114.2,1814.5,31.9,318.4,1392.6
131210SC05D,13,121,0SC05D,93.5,1038.7,17.3,120.5,961.1,20.1,224.3,730.5
131210SC05E,13,121,0SC05E,40.6,452.4,7.5,52.4,418.4,8.8,97.6,318.1
131210SC07A,13,121,0SC07A,254.9,2268.4,31.8,317.9,2079.4,51.1,585.4,1578.4
131210SC07B,13,121,0SC07B,0,0,0,0,0,0,0,0
131210SC07C,13,121,0SC07C,7.2,63,0.9,8.9,57.8,1.4,16.4,43.8
131210SC08A,13,121,0SC08A,0,0,0,0,0,0,0,0
131210SC08B,13,121,0SC08B,58.1,1688.2,33.5,128.5,1510.9,45,325.4,1130.3
131210SC08C,13,121,0SC08C,0.2,63.9,1.2,2.6,62.3,0.5,12,45.3
131210SC08D,13,121,0SC08D,7,316,6,13,291,6,48,222
131210SC08E,13,121,0SC08E,1.1,267.6,5.9,7.9,251,2.9,33.3,194.4
131210SC08F,13,121,0SC08F,19,361.5,6,32,332.5,8,75,250.5
131210SC08G,13,121,0SC08G,0,0.3,0,0,0.3,0,0,0.3
131210SC08H,13,121,0SC08H,0,1.3,0,0,1.3,0,0,1.3
131210SC09A,13,121,0SC09A,14.2,307.3,4.4,26.8,272,8.6,57,200.8
131210SC09B,13,121,0SC09B,33,1038,19,84,909,27,196,687
131210SC09C,13,121,0SC09C,66.8,1444.7,20.6,126.2,1279,40.4,268,944.2
131210SC11A,13,121,0SC11A,23,828,8,40,768,13,145,555
131210SC11B,13,121,0SC11B,24,930,12,75,805,18,177,589
131210SC14A,13,121,0SC14A,1.9,79.5,0.9,5.5,70.9,1.5,13,52.1
131210SC14B,13,121,0SC14B,16.8,494.7,6.5,34.6,453.5,10.3,87.1,335.4
131210SC16A,13,121,0SC16A,46.1,2104.6,17.6,117.2,1924.4,34.4,353.1,1415.3
131210SC16B,13,121,0SC16B,22.3,784.1,7.3,48.7,717.1,13.4,137.3,526.9
131210SC17A,13,121,0SC17A,0,35,0,1,29,3,9,24
131210SC17B,13,121,0SC17B,0,0,0,0,0,0,0,0
131210SC17C,13,121,0SC17C,23.2,535.9,7.4,51.4,473.8,7.4,115.1,348.7
131210SC18A,13,121,0SC18A,10.4,288.4,4.7,22.7,258.1,5.7,54.8,193.8
131210SC18B,13,121,0SC18B,6.5,205.5,2.5,13.2,190.3,3.2,41.3,136.7
131210SC18C,13,121,0SC18C,30.6,975.9,11.7,63.5,899.5,15.7,192.9,650.7
131210SC19A,13,121,0SC19A,3,113,1,10,99,5,29,66
131210SC19B,13,121,0SC19B,27.9,876.8,3.2,73.1,762.2,17,166.4,544.6
131210SC211,13,121,0SC211,27.7,684.6,7.4,51.6,631.2,11.1,128.9,474.8
131210SC212,13,121,0SC212,114.8,1672.6,29.8,148.1,1525.2,48.8,324.2,1190.8
131210SC21A,13,121,0SC21A,0.4,3.1,0,0.4,2.9,0.1,0.8,2.2
131210SC23A,13,121,0SC23A,52.9,1698.2,19.6,97.8,1530.1,28.2,300.4,1129
131210SC23B,13,121,0SC23B,8,294,1,17,266,6,42,197
131210SC23C,13,121,0SC23C,39.1,1252.8,14.4,72.2,1128.9,20.8,221.6,833
131210SC29A,13,121,0SC29A,54.1,1646.4,21.3,117.5,1452.1,37.3,293.2,1052.7
131210SC29B,13,121,0SC29B,0,0,0,0,0,0,0,0
131210SC30A,13,121,0SC30A,2.8,135.7,2.4,14.1,116.7,2,14.6,77.1
131210SC30B,13,121,0SC30B,7.1,404.1,5.8,25.9,363.1,11.4,67.7,258.6
131210SS02A,13,121,0SS02A,313,410,42.6,401.1,300.1,53.5,434.8,265.4
131210SS02B,13,121,0SS02B,200,543,43.4,271.9,428.9,45.5,340.2,335.6
131210SS07A,13,121,0SS07A,361,265,29,450,175,22,477,118
131210SS07B,13,121,0SS07B,155.1,183.1,28.3,196,136.9,26.3,220.3,103.6
131210SS07C,13,121,0SS07C,237.9,253.4,18.6,293,179.9,16.4,314,120.5
131210SS08A,13,121,0SS08A,321.9,558.6,46.3,416.8,437.5,31.4,484.6,331.6
131210SS08B,13,121,0SS08B,206.9,206.9,17.7,273,128.1,17.7,288.7,106.4
131210SS08C,13,121,0SS08C,91.2,157.7,14.4,113.8,126.8,13.7,134.3,98.7
131210SS08D,13,121,0SS08D,280,431,36,331,360,45,389,273
131210SS09A,13,121,0SS09A,1110.9,964.8,91.8,1431.4,660.3,58.8,1575.1,388.1
131210SS09B,13,121,0SS09B,1233.2,1092.2,94.7,1667.1,679.6,70.4,1790.8,457.9
131210SS11A,13,121,0SS11A,914,1383,124,1150,1099,131,1314,850
131210SS11B,13,121,0SS11B,224,489,42,293,393,50,355,297
131210SS11C,13,121,0SS11C,33,117,6,37,92,15,43,93
131210SS11D,13,121,0SS11D,130,103,15,169,65,9,171,52
131210SS13A,13,121,0SS13A,461.4,486.4,48.9,565.3,374.6,54.9,628.2,280.7
131210SS13B,13,121,0SS13B,237.6,303.6,24.1,302.7,223.4,23.1,355.8,147.3
131210SS15A,13,121,0SS15A,198,974,71,237,882,75,351,706
131210SS15B,13,121,0SS15B,308,608,38,348,508,62,419,414
131210SS18A,13,121,0SS18A,247,226,15,333,136,15,350,103
131210SS18B,13,121,0SS18B,91.2,72.6,6.5,113.6,53.1,3.7,108,45.6
131210SS19A,13,121,0SS19A,456.8,1265.7,77.8,566.6,1081.6,95.9,714,872.5
131210SS19B,13,121,0SS19B,340.8,914.4,68.5,478.4,738.9,57.3,580,574.4
131210SS29A,13,121,0SS29A,726.5,1046.7,93.4,917.9,825.7,82.4,1054.4,584.1
131210SS29B,13,121,0SS29B,4.1,5.8,0.5,5.2,4.6,0.4,6,3.2
131210UC01A,13,121,0UC01A,86.3,1864.7,43.3,132.2,1668.4,49.4,322.6,1353.8
131210UC01B,13,121,0UC01B,3,204,5,9,193,5,31,152
131210UC01C,13,121,0UC01C,0.8,24,0.5,1.8,21.4,0.6,4.6,16
131210UC01D,13,121,0UC01D,0.8,20.9,0.4,1.8,18.7,0.6,4,14.3
131210UC01E,13,121,0UC01E,5.1,137.3,2.8,11.8,123.8,4.4,24.7,97.7
131210UC02A,13,121,0UC02A,170.6,3838.8,52.2,288.3,3422.5,97.5,652.7,2663.9
131210UC02B,13,121,0UC02B,8.7,86.4,1.2,12.4,79,1.3,20.4,62.2
131210UC031,13,121,0UC031,263.1,955.4,23.4,293.1,847.7,26.2,354.1,643.3
131210UC032,13,121,0UC032,13,76.8,1,20,70.8,0,22.9,50.9
131210UC033,13,121,0UC033,0,0,0,0,0,0,0,0
131210UC035,13,121,0UC035,14,101.9,1.7,17.4,92.5,2.1,26.9,69.8
13123000001,13,123,000001,1422.6,315.2,41.6,1296.4,271,78.9,1308.9,268
13123000002,13,123,000002,858,123.1,15.9,765.6,126.1,42.7,747.8,132.1
13123000003,13,123,000003,786,115,18,671.3,125.9,51.9,693.2,137.9
13123000004,13,123,000004,694.7,98.7,17.7,617.1,103.8,31.6,613.9,105.5
13123000005,13,123,000005,1185.5,215.8,37.4,1064.3,211.1,67.2,1076.9,234.1
13123000006,13,123,000006,465.7,129.3,11.3,428.5,110.5,27.1,444.1,91.7
13123000007,13,123,000007,735.5,135.5,25.9,679.7,118.6,45.9,687.7,113.6
13123000008,13,123,000008,576,106,17,524,87,44,522,111
13123000009,13,123,000009,803,151,23,737,127,50,728,139
13123000010,13,123,000010,765.5,154.5,31.1,714.3,119.4,55.1,685.3,138.4
13123000011,13,123,000011,507.3,61.3,20.3,460.9,65.2,27.4,453.1,81.5
13123000012,13,123,000012,734,152.9,22.1,677.4,148.9,40.3,675.2,158.9
13123000013,13,123,000013,951,207,12,879,181,52,875,173
1312500EDGH,13,125,00EDGH,90,6,0,74,14,1,73,5
1312500GIBS,13,125,00GIBS,410,46,9,359,49,19,344,50
1312500MILL,13,125,00MILL,473,33,5,425,36,14,427,37
1312500MITC,13,125,00MITC,245.4,50.1,2.8,227.6,40.7,2.8,217.4,31.1
13127001713,13,127,001713,1922.9,469.7,43.2,1788.5,370.1,73.4,1887.1,307.6
13127001923,13,127,001923,1305,464.4,22.9,1168.8,401.7,64.6,1293,318.2
13127001933,13,127,001933,1190.7,381.3,41,1102.7,308.3,69,1209.8,258.2
13127001943,13,127,001943,1307.2,197.5,33.1,1185.6,170.1,53.3,1272.2,168.6
13127002713,13,127,002713,1758.7,613,72,1797.8,461.5,80,1909.4,321.5
13127002923,13,127,002923,1362.3,449,40,1395.2,310.5,46,1428.6,233.5
13127002933,13,127,002933,2094,856,83,2166,620,96,2259,459
13127002943,13,127,002943,1926.5,860.8,87,2013.5,609.7,97.1,2136.6,446.5
13127002953,13,127,002953,270.6,200.3,11,277.5,161.2,18,312.6,107.2
13127003713,13,127,003713,1313,546,44,1194,465,56,1316,355
13127003723,13,127,003723,774,262,25,708,230,43,773,178
13127003733,13,127,003733,1256,396,54,1189,311,59,1283,249
13127003743,13,127,003743,1328,475,36,1260,404,60,1383,297
13127004913,13,127,004913,1129,499,51,1061,437,60,1174,333
13127004923,13,127,004923,682.8,957.2,40.6,652,799.7,61.4,836.4,500.4
13127004933,13,127,004933,596,800.5,28.6,565.8,665.9,53.1,706.3,418.8
13127005913,13,127,005913,412.9,612.5,23.7,414.6,508.5,31.3,510.2,323.2
13127005923,13,127,005923,516.8,916.5,58.2,545.8,737.5,73.2,664.6,519.8
13127005933,13,127,005933,130.4,1354.4,20.8,179.8,1083.8,44.5,356.6,633.3
13127005943,13,127,005943,241.7,468.8,10.1,227.4,387.9,30.3,300.2,238.9
13129000856,13,129,000856,827.5,143.4,24,784,126.2,46.3,773.7,135.5
13129000874,13,129,000874,967,105,29,866,111,62,851,150
13129000973,13,129,000973,1318,260.3,44.4,1203.1,240.7,69.6,1230.2,209.4
13129000980,13,129,000980,672.9,114.6,22.1,610.2,113.7,34.1,643.5,90
13129001054,13,129,001054,756.2,88.2,20.5,680,90.6,48.7,679.9,104.5
13129001055,13,129,001055,872,131,28,779,137,45,789,138
13129001056,13,129,001056,2625,388,93,2433,400,115,2468,381
13129001063,13,129,001063,443.2,57.5,6.4,406,50.2,20,396.1,57.3
13129001064,13,129,001064,317.5,79.9,8.1,285.3,77.2,14.9,294.3,66.9
13129001235,13,129,001235,561.7,96.2,18.1,496.9,93.1,44.4,503.7,120.2
131290849-A,13,129,0849-A,2374.2,593.8,70.7,2228.4,504,107.4,2231.3,472.8
131290849-B,13,129,0849-B,3461.7,1124.4,142.9,3325.7,911.4,209,3390.1,802.6
1313100000B,13,131,00000B,416,79,5,389,70,12,408,58
1313100000D,13,131,00000D,178.3,103.6,6.1,166.5,95.6,3.6,186.8,63.2
1313100000H,13,131,00000H,352,171,9,306,155,19,355,109
1313100000L,13,131,00000L,165,27,1,153,23,4,164,20
1313100000M,13,131,00000M,624.6,174.5,12.6,559.2,153.6,31,611.6,115.5
1313100000P,13,131,00000P,432.1,177.1,9.3,383.8,161.8,17.5,436.4,115.1
1313100000R,13,131,00000R,238,91.8,3,201.5,83,7.9,226.2,59.3
1313100000S,13,131,00000S,411,40,10,375,41,18,398,39
1313100000W,13,131,00000W,543,180,11,485,161,25,531,111
131310000SH,13,131,0000SH,335,43,5,302,39,9,315,31
131310000WL,13,131,0000WL,1232,213.1,19.8,1138.8,201.2,42.6,1207.2,153.6
13131000C04,13,131,000C04,269,1096,17,268,943,31,432,530
13131000C05,13,131,000C05,857,616.9,26.2,806.2,543.8,40.4,926.8,355.4
