GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREICAS,G16PRENROC,G16PREONON,G16USSDCOR,G16USSRHEC,G16USSIJON,G16USSNSAW,G16USSNGUM,G16USSNWIL,G16USSONON
32031001039,32,031,001039,294,132,28,4,0,20,285,129,10,10,4,13,19
32031001040,32,031,001040,0.8,1.2,0,0,0,0.1,0.8,1.3,0,0,0,0,0
32031001043,32,031,001043,396,244,48,4,0,13,363,271,9,11,5,5,26
32031001044,32,031,001044,463,386.4,52,3,2,39.2,448,408.6,12,14,1,5,38
32031001045,32,031,001045,179.6,166.3,17.4,2.9,0.8,16.8,175.1,164.5,4.7,5.5,2.4,2.2,20.4
32031001046,32,031,001046,66.5,43.2,6.4,0,0,2.3,67.4,45.6,0.8,0,0.3,0.9,3.5
32031001047,32,031,001047,82.8,120,11.6,0,0,13.2,62.9,158.9,0.8,0,0,0,2.5
32031001050,32,031,001050,0,0,0,0,0,0,0,0,0,0,0,0,0
32031001051,32,031,001051,0,1,0,0,0,0,0,1,0,0,0,0,0
32031001053,32,031,001053,191,161.1,18,5,0,13,194,167.1,4,5,6,1,9
32031001055,32,031,001055,517,350,55,6,2,33,514,371,12,15,8,7,24
32031001056,32,031,001056,410,314,31,8,3,40,399,359,2,6,0,3,28
32031001057,32,031,001057,551,490,63,4,1,39,560,491,13,15,7,6,41
32031001058,32,031,001058,0,0,0,0,0,0,0,0,0,0,0,0,0
32031001059,32,031,001059,0,0.7,0,0,0,0,0,0.7,0,0,0,0,0
32031001061,32,031,001061,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002000,32,031,002000,201,136,8,0,1,10,205,133,2,0,1,0,12
32031002002,32,031,002002,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002004,32,031,002004,334,167,32,2,1,21,328,151,11,12,5,5,39
32031002006,32,031,002006,386.7,321.9,25,2.8,0.9,27.8,366.3,354.3,3.7,5.6,4.6,6.5,16.6
32031002007,32,031,002007,39,14,1,0,0,1,36,14,0,0,1,0,4
32031002009,32,031,002009,208.3,86.3,11.7,4.2,0,14.7,194,79.7,5.4,7.8,6,2.6,23.9
32031002010,32,031,002010,133,115,5,0,0,13,131,116,2,3,1,3,4
32031002013,32,031,002013,159,154,5,0,1,14,154,168,0,1,1,1,5
32031002016,32,031,002016,200,222.9,20.9,0,0,14.2,192.8,237.7,2,2,1.4,1,12.8
32031002017,32,031,002017,315,254,28,1,4,14,309,236,11,12,6,8,24
32031002018,32,031,002018,492,424,46,6,5,23,500,385,16,18,8,14,46
32031002019,32,031,002019,363.2,474,31.1,3.8,0.9,25.3,323.8,520.9,10.4,0.9,7.5,1.9,24.5
32031002020,32,031,002020,150,117,24,2,2,9,152,118,4,7,2,3,16
32031002021,32,031,002021,148.2,214,23.3,0,0,20,160.7,223.2,2.5,4.2,0.8,0,7.5
32031002022,32,031,002022,192.7,250.6,16.1,3,0,22,179.6,262.8,9,2,1,3,21
32031002023,32,031,002023,408,365,54,3,3,33,416,372,7,11,8,11,32
32031002025,32,031,002025,163,250,15,0,0,15,163,264,0,5,1,0,8
32031002026,32,031,002026,160,108,9,0,0,12,152,110,1,2,2,2,14
32031002027,32,031,002027,272,241,20,2,0,23,274,266,2,2,1,2,10
32031002028,32,031,002028,323,304,16,0,0,31,306,349,3,1,0,0,11
32031002029,32,031,002029,248.7,252.6,21,1,0,24,235.7,278.6,6,6,4,5,13
32031002030,32,031,002030,227,226,17,3,0,21,213,239,9,6,0,1,18
32031002031,32,031,002031,364,458,32,2,0,36,351,489,2,8,9,2,25
32031002032,32,031,002032,356,260,38,5,1,26,346,267,11,7,10,4,32
32031002033,32,031,002033,396.9,460.3,31.9,3.4,1.3,33.6,398.2,475.6,11.2,7.5,5.2,0.2,22.6
32031002034,32,031,002034,127,316,12,0,0,14,122,322,3,2,2,3,7
32031002035,32,031,002035,251,447,19,2,0,27,244,468,3,2,4,4,17
32031002036,32,031,002036,363,368,30,2,2,23,347,392,4,6,3,1,26
32031002037,32,031,002037,207.8,230.2,15.9,1,1,17,202.9,245.2,2,3,0,1,14.9
32031002039,32,031,002039,220,181,27,1,0,10,229,167,10,8,4,1,14
32031002040,32,031,002040,191,162,14,2,0,16,202,156,5,2,0,4,11
32031002041,32,031,002041,301.8,319.7,29.3,3,2,19.9,296.8,337.5,9.4,3.5,1.5,1.5,19.4
32031002042,32,031,002042,457,450,48,7,1,33,433,489,9,6,4,2,42
32031002043,32,031,002043,26.9,32.3,2.7,0.3,0.1,1.8,25,36.1,0.5,0.4,0.1,0.1,1.7
32031002047,32,031,002047,332.1,346.8,31.3,5.9,1,21.1,313.4,364.2,10.8,6.9,3.9,6.9,20.4
32031002048,32,031,002048,7.4,8.6,1.1,0.1,0,0.3,7.4,8.2,0.3,0.3,0.2,0.1,0.8
32031002049,32,031,002049,462,249,40,7,0,26,455,242,10,16,9,7,31
32031002050,32,031,002050,265.4,228.4,17,1,0,17,259.3,253.4,1,1,4,0,9
32031002051,32,031,002051,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002057,32,031,002057,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0
32031002058,32,031,002058,499.6,587.7,54.8,3.8,3,42.4,480.7,635.3,10.7,9.1,8.4,3.5,31.6
32031002060,32,031,002060,46.5,54.5,7,0.5,0,2.3,47,52.5,2.1,1.6,1.1,0.5,4.8
32031002062,32,031,002062,2,6,1,0,0,0,2,6,0,0,0,0,0
32031002064,32,031,002064,3.1,4.3,0.4,0,0,0.2,3.1,4.3,0.1,0.2,0.1,0,0.2
32031002065,32,031,002065,0,0,0,0,0,0.5,0,0.2,0,0,0,0,0.2
32031002068,32,031,002068,357.3,391.7,51.1,5,4,42.1,348.3,448.8,14,3,5,0,22.1
32031002070,32,031,002070,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002073,32,031,002073,2,0,0,0,0,0,2,0,0,0,0,0,0
32031002074,32,031,002074,0.7,0.8,0.1,0,0,0,0.7,0.9,0,0,0,0,0
32031002078,32,031,002078,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002080,32,031,002080,301.4,362.2,37,3.5,0.9,18.5,304,369.3,9.7,7,3.5,0.9,22
32031002081,32,031,002081,533.7,664.7,60.7,2.9,5.8,51.1,523.1,717.7,6.7,7.7,7.7,2.9,39.5
32031003001,32,031,003001,234.4,105.1,16.5,3.9,2,8.8,217.9,98.2,10.7,7.8,4.9,6.8,21.4
32031003002,32,031,003002,3,6,0,0,0,0,2,6,0,0,0,0,0
32031003003,32,031,003003,1.3,2.2,0,0,0,0,1.3,2.1,0,0,0,0,0
32031003004,32,031,003004,296,142,22,6,4,22,292,146,7,7,5,6,20
32031003005,32,031,003005,41.7,14.9,4,1,0,1,41.7,14.9,1,0,1,0,3
32031003006,32,031,003006,111.2,103.3,16,0,0,6,120.2,97.3,2,3,2,2,9
32031003007,32,031,003007,571,233,28,5,0,18,549,231,14,13,5,4,30
32031003008,32,031,003008,277.3,93.1,13,2,2,6,274.3,89.1,5,2,7,1,12
32031003009,32,031,003009,611.2,253.2,48.6,17,8,46.5,618.5,244.9,18.3,16.2,12.3,10.5,48.8
32031003010,32,031,003010,550,230,31,3,2,28,545,225,4,12,8,9,31
32031003011,32,031,003011,153.8,60.8,7.4,0,0,6.4,145.5,57.1,3.7,1.8,3.7,5.5,9.2
32031003012,32,031,003012,529,223,41,3,2,35,529,211,19,13,10,9,34
32031003013,32,031,003013,1,5,0,0,0,0,1,5,0,0,0,0,0
32031003014,32,031,003014,35,22,0,2,0,0,32,21,1,0,1,0,2
32031003015,32,031,003015,8.1,4.1,0,0,0,0.6,6.4,5.2,0,1.2,0,0,0
32031003016,32,031,003016,623,240,42,3,5,23,612,240,9,6,15,10,36
32031003017,32,031,003017,519.4,193.7,17,5,0,22.1,482.1,189.9,12,15.2,8,7,27
32031003018,32,031,003018,510,144.5,22.6,4.9,2,12.8,488.4,134.6,13.8,8.8,6.9,7.9,23.6
32031003019,32,031,003019,302.7,165.8,17,3,4,9,295.7,133.8,11,9,3,5,29
32031003020,32,031,003020,294,154,32,1,1,17,281,167,8,11,3,4,22
32031003021,32,031,003021,10.6,5.3,0.9,0,0,0,9.7,6.2,0,0,0,0,0.9
32031003022,32,031,003022,427,322,59,2,3,16,429,322,7,11,5,5,42
32031003023,32,031,003023,240,108,15,0,1,11,229,96,5,7,4,7,26
32031003024,32,031,003024,485,363,33,6,3,28,472,373,4,20,13,2,29
32031003025,32,031,003025,1.3,0,0,0,0,0,1.3,0,0,0,0,0,0
32031003026,32,031,003026,542.3,455.3,55,7,6,35,541.3,456.2,18,14,10,9,39
32031003027,32,031,003027,3.7,3,0,0,0,0,3.7,3,0,0,0,0,0
32031003028,32,031,003028,171.7,43.7,10.3,0.8,0,10.3,159,45.3,1.6,3.2,4,2.4,15.1
32031003029,32,031,003029,123,133,8,0,1,12,120,133,1,4,4,0,12
32031003030,32,031,003030,223,171,17,3,1,27,220,193,5,1,4,2,11
32031003031,32,031,003031,243.7,194.7,26,3,1,28,250.7,178.8,11,7,3,4,36
32031003032,32,031,003032,254,272,31,1,0,16,258,269,8,5,5,5,16
32031003035,32,031,003035,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003036,32,031,003036,113,28,13,1,0,4,111,22,4,3,4,2,9
32031003038,32,031,003038,384.7,340.3,36.9,0.9,0.9,38.8,371.5,388.5,13.2,5.7,1.9,1.9,14.2
32031003039,32,031,003039,0,1,0,0,0,0,0,1,0,0,0,0,0
32031003040,32,031,003040,210,56,15,1,1,9,190,52,4,7,4,8,20
32031004000,32,031,004000,386,139,25,3,3,17,371,141,6,10,7,4,28
32031004003,32,031,004003,278,186.8,31,1.1,1.1,17.6,277.1,185.4,9.2,5.4,7.2,1.1,21
32031004005,32,031,004005,255.7,164.6,28.9,3.5,2.6,16.6,259.1,153.2,7,11.4,4.4,3.5,28.9
32031004007,32,031,004007,8,5,0,0,0,1,7,5,0,0,0,0,2
32031004009,32,031,004009,186.1,181.1,16.8,1,1,11.9,204.9,160.3,5.9,3,4,1,15.8
32031004012,32,031,004012,207.6,124.9,39.1,1.9,0.6,9.5,202.5,147.6,5.7,3.1,2.5,2.5,15.8
32031004014,32,031,004014,383,324,42,5,2,36,379,327,12,13,3,9,35
32031004015,32,031,004015,1,0,0,0,0,0,1,0,0,0,0,0,0
32031004016,32,031,004016,467.7,338,72.1,5.6,1.9,38.9,456.9,356.9,13,14.9,16.6,11.1,44.6
32031004017,32,031,004017,377,305,33,5,4,23,384,274,9,24,6,5,38
32031004018,32,031,004018,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004019,32,031,004019,322,246,34,4,2,23,323,236,13,8,6,7,35
32031004020,32,031,004020,141,64,19,0,1,3,134,68,0,2,1,4,15
32031004021,32,031,004021,100.8,102.1,13.2,0,1,5.2,91.7,109.1,2,2.4,1,1,12.9
32031004022,32,031,004022,34,27.9,0.9,0,0,2.6,30.5,29.6,0.9,1.7,0,0,0.9
32031004023,32,031,004023,204.2,193,22.3,0.9,1.9,14.8,211.6,175.4,8.3,4.6,3.7,3.7,25.1
32031004024,32,031,004024,201.9,173.7,27.1,2.9,1,11.4,201.1,175.3,7.6,5.8,3.8,5.6,12.3
32031004025,32,031,004025,248.2,248.1,18.8,3.8,0.9,16.9,238.8,257.5,11.3,5.7,3.8,2.8,12.3
32031004026,32,031,004026,19,38.8,3.6,0.2,0.4,1.6,20.6,37.5,1.4,1.3,0.6,0.6,1.3
32031004029,32,031,004029,0.5,1.7,0.1,0,0,0,0.5,1.6,0,0,0,0,0.1
32031004032,32,031,004032,455.9,657.1,51.7,4.2,3.9,28.8,470.8,627.9,18.2,13.9,10.8,13,42.5
32031004033,32,031,004033,498.1,407,39.5,1.4,2.1,38.4,483.4,438.2,6.8,11.9,7,4.7,25.8
32031004035,32,031,004035,635.9,622.6,55.1,7.6,2.9,47.5,629.2,632.1,18.1,21.9,4.8,11.4,46.6
32031004036,32,031,004036,262,287,19,1,3,16,261,284,9,6,3,5,19
32031004037,32,031,004037,442,315,39,4,2,19,430,327,4,19,6,10,20
32031004038,32,031,004038,246.3,193.8,23.8,1.1,1,14.4,236.1,193,10.2,11.2,4.2,0.1,19.5
32031004039,32,031,004039,552.9,432.3,56.3,5,3,29.4,544.4,439.3,14.2,15.3,6.1,6,45.5
32031004040,32,031,004040,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004041,32,031,004041,437.3,411.4,51.9,3.7,4.6,30.6,434.5,388.3,20.4,24.1,12,11.1,40.8
32031004042,32,031,004042,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004043,32,031,004043,7,15,2,0,0,0,6,16,0,0,2,0,0
32031004045,32,031,004045,326.9,325.8,52.1,9.5,2.6,24.1,310.5,338.3,13.4,12.8,10.6,9.6,38.8
32031004046,32,031,004046,16.1,17.8,0.8,0,0,0.8,15.2,11.8,0,2.5,0,0,5.1
32031004047,32,031,004047,43.5,27.4,5.8,0.1,0.1,1.7,41.1,29.8,1.3,0.2,0.1,3.3,1.6
32031004051,32,031,004051,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004052,32,031,004052,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004053,32,031,004053,665,222.5,48.4,5.1,9,36.2,622.6,237.4,13.2,24.2,13.1,10.1,58.4
32031004054,32,031,004054,1.4,2.4,0.1,0,0,0.2,1.5,2.2,0.1,0.1,0,0,0.1
32031004055,32,031,004055,9.2,20.1,1.1,0.5,0.1,1,10,18.7,0.8,0.5,0.4,0.1,1.1
32031004056,32,031,004056,4.1,9.8,0.5,0.2,0,0.4,4.4,9.2,0.3,0.2,0.2,0,0.5
32031005000,32,031,005000,388,188,40,4,1,20,372,210,5,9,12,2,24
32031005003,32,031,005003,23,16,2,0,0,3,25,15,1,1,0,0,2
32031005005,32,031,005005,364,209,22,4,0,19,350,179,7,10,14,7,37
32031005006,32,031,005006,590.6,258.8,59.1,4.6,1.9,33.3,574.9,298.6,12.9,8.3,0.9,7.4,40.7
32031005007,32,031,005007,107.2,82.2,12.9,3.7,0,7.4,112.7,75.8,3.7,4.6,1.9,1.9,7.4
32031005008,32,031,005008,138,67,11.2,1.5,0.5,7.3,137.5,62.1,4.4,5.9,1,2.5,9.3
32031005009,32,031,005009,380.9,154,34.2,1,0,25.2,372.8,157,9.1,10.2,6,5,25.2
32031005010,32,031,005010,416,127,49,1,3,27,413,152,7,7,1,3,33
32031005011,32,031,005011,389,278,41,3,3,20,378,314,6,2,2,5,21
32031005012,32,031,005012,318,224.2,42.2,1.7,0,25.7,309.5,250.3,8,5,4.6,3.3,22.5
32031005014,32,031,005014,314,258,24,3,2,20,315,269,10,4,4,5,11
32031005015,32,031,005015,264.3,233.5,25.2,3.7,0.9,25.2,254.9,261.5,5.6,7.5,0,0.9,16.8
32031005016,32,031,005016,505,369,62,1,2,40,524,373,8,12,8,7,36
32031005018,32,031,005018,449,296,46,2,2,27,425,310,8,10,10,6,45
32031005020,32,031,005020,110.1,78,7.8,0,0,6.8,106.2,77,2,5.8,2,1,7.8
32031005022,32,031,005022,636,349,57.8,6.5,5.5,35.7,628.5,357.9,15.6,20.1,8,9.6,38.7
32031005023,32,031,005023,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005024,32,031,005024,505,378,76,5,1,32,505,393,28,15,12,5,35
32031005026,32,031,005026,485,317,39,4,2,22,477,313,6,13,14,4,37
32031005027,32,031,005027,570,176,55,5,1,18,535,218,7,8,5,6,43
32031005030,32,031,005030,336.8,370.4,28,2.2,0,27,315.6,410.4,11.1,3.4,2,2,15.7
32031005031,32,031,005031,293.9,417,29.5,2.7,1.8,22.4,273.5,461.4,3.6,2.7,8.8,1.8,13.5
32031005032,32,031,005032,57.3,66.8,4.8,1.9,0,3.8,59.2,68.7,3.8,0,0,0,2.9
32031005033,32,031,005033,387,234,34,3,0,32,385,254,7,12,2,5,20
32031005034,32,031,005034,358.9,290,44,3,1,18,348.9,308.9,5,9,4,3,23
32031005035,32,031,005035,412,317.8,49.9,2.3,0,27.3,406.6,328.7,7,14,5.4,4.7,33.5
32031005036,32,031,005036,596,472,41,1,1,44,561,523,8,7,11,4,30
32031005039,32,031,005039,9.4,24.8,1.1,0,0,0.1,12.4,20.8,0,1,0,0,0.1
32031005040,32,031,005040,390.2,458,42.6,2.4,0.2,41.7,383.9,512.2,4.6,7.3,3,1.2,17.7
32031005041,32,031,005041,267,235,28,1,0,14,266,242,9,5,2,4,13
32031005045,32,031,005045,491.6,634.1,38.8,3.7,0.9,29,472,682.4,2.1,3.7,5.6,3.7,18.6
32031005046,32,031,005046,587.7,769.9,20.5,2.1,1,53.8,581.5,791,7.7,7,5,4,21.2
32031005047,32,031,005047,1,2.9,0.1,0,0,0.1,1,2.9,0,0,0,0,0.1
32031005048,32,031,005048,4.7,6,0.1,0,0,0.1,4.7,4.8,0,0.6,0,0,0.1
32031005049,32,031,005049,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005051,32,031,005051,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005053,32,031,005053,10.8,16.2,0,0,0,0,10,16.2,0,0,0,0,0.9
32031005054,32,031,005054,1,0,0,0,0,0,1,0,0,0,0,0,0
32031005056,32,031,005056,530,312,35,2,5,16,521,322,10,7,3,2,26
32031005061,32,031,005061,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005062,32,031,005062,526,421,56,4,0,40,518,445,14,8,15,7,29
32031005063,32,031,005063,109.3,69.3,8.5,3.1,0,4.4,102.3,63.5,5.3,1.6,4.1,2.2,10.6
32031005064,32,031,005064,397,124,48,3,3,23,385,150,7,10,7,7,24
32031005065,32,031,005065,2.1,2.6,0.2,0,0,0.2,2.1,2.6,0.1,0.1,0,0,0.2
32031005066,32,031,005066,295,111,37,6,1,17,279,135,7,8,5,5,21
32031006100,32,031,006100,433,207,27,6,4,15,416,167,18,11,6,14,45
32031006101,32,031,006101,113,27,9,0,2,4,111,18,5,2,1,2,12
32031006104,32,031,006104,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006105,32,031,006105,179,74,16,2,1,5,169,72,4,5,1,3,15
32031006106,32,031,006106,225,152,19,2,1,14,217,158,11,5,3,2,16
32031006107,32,031,006107,36.7,55.8,4,0,0,2.1,31.3,55.1,4,2.2,0,0,6
32031006108,32,031,006108,485,302,52,9,2,31,491,281,19,19,7,6,46
32031006109,32,031,006109,332,187,20,4,3,14,333,163,8,10,5,10,21
32031006110,32,031,006110,345,250,32,5,0,20,350,243,11,5,4,5,29
32031006111,32,031,006111,330,246,15,5,1,18,312,238,16,7,5,4,29
32031006113,32,031,006113,284,106,16,2,3,20,273,110,3,10,6,4,21
32031006114,32,031,006114,481,292,41,3,1,20,453,274,16,21,8,13,45
32031006115,32,031,006115,15,8,1,0,0,1,14,6,0,1,1,0,2
32031006202,32,031,006202,624.6,377.6,53.2,4.6,7.9,38.7,607.6,386.8,19,12.1,9.2,9.9,46.3
32031006203,32,031,006203,263.4,97.7,20.1,5,1,7,256.3,86.8,8,7,7,9,14.1
32031006205,32,031,006205,540.2,195.3,27.3,5.3,3,26.3,496.8,205.4,7.4,13,7.1,10,50.3
32031006206,32,031,006206,102.5,29.3,7,1,0,5,95.5,25.3,4,6,3,0,10
32031006207,32,031,006207,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006208,32,031,006208,259,182,15,2,1,22,270,164,9,10,4,2,13
32031006209,32,031,006209,207,107,16,1,3,14,210,101,4,4,5,2,19
32031006210,32,031,006210,395,246,30,2,0,23,400,226,7,13,4,1,40
32031006211,32,031,006211,509,325,43,6,6,34,507,328,14,7,8,7,45
32031006212,32,031,006212,126.3,115.3,8.2,1.8,0,12.8,129,111.6,5.5,3.7,1.8,1.8,8.2
32031006213,32,031,006213,275,190,25,2,3,18,272,181,5,11,7,3,24
32031006214,32,031,006214,245.4,252.9,29.4,1.1,4,23.6,252.5,254.8,14.2,9.2,4.1,2.1,14.3
32031006216,32,031,006216,308,257,41,2,0,19,291,274,12,8,3,5,29
32031006217,32,031,006217,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006218,32,031,006218,8.5,8,0.9,0.1,0,0.1,8.2,7.8,0.1,0.4,0.1,0.2,0.3
32031006300,32,031,006300,303,321,32,5,1,22,306,317,13,9,6,6,23
32031006301,32,031,006301,40.8,58.9,3,0.5,0,3,38.3,66.3,0,0.5,0,0,1.5
32031006302,32,031,006302,299,242,41,5,8,17,285,244,9,21,4,7,38
32031006303,32,031,006303,20,14.8,0,0,0,1.7,20,12.2,0,1.7,0,0,1.7
32031006306,32,031,006306,405,323,28,6,2,21,387,315,8,13,7,8,38
32031006307,32,031,006307,583,415,51,6,3,46,595,421,15,13,11,4,36
32031006308,32,031,006308,390,556,22,1,1,31,397,550,15,8,4,1,21
32031006310,32,031,006310,254,288,33,5,0,19,263,283,10,10,5,4,18
32031006311,32,031,006311,352,306,24,4,1,26,347,309,10,12,3,2,25
32031006313,32,031,006313,440,452,31,4,1,31,434,471,4,6,5,2,34
32031006314,32,031,006314,231,263,21,2,1,18,240,251,5,3,6,0,26
32031006317,32,031,006317,0.2,0.4,0,0,0,0,0.2,0.4,0,0,0,0,0
32031006318,32,031,006318,22,30,1.5,0,0,2.5,20.5,31.5,0.5,0.5,0,0,2
32031006319,32,031,006319,248.6,338.6,27.6,0.9,0.9,21.4,262,344,3.6,1.8,4.5,0.9,17.8
32031006320,32,031,006320,404,506,48.5,8,1,28.5,389.5,532.5,13.5,9.5,6,5,29
32031006400,32,031,006400,273.3,377.9,46,3.1,0,32.3,302.4,394.7,3.3,3.2,7.1,5.1,12.6
32031006403,32,031,006403,550.4,624.4,31.4,2.1,5.1,31.6,513,660,11.4,12.2,4.5,5.1,32.2
32031006405,32,031,006405,288,377,42,3,1,30,299,386,11,11,5,2,26
32031006411,32,031,006411,363.7,544.1,40,5.8,1,50.7,366.6,575.3,10.7,7.8,2.9,2.9,21.4
32031006413,32,031,006413,394.4,677.4,43.4,1.1,0,40.3,400.4,660.9,19.4,11.1,2.2,8.1,43.2
32031006414,32,031,006414,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006415,32,031,006415,271.6,482.3,28,2,0,20,271.6,505.3,6,4,5,0,12
32031006416,32,031,006416,477,613,38,3,0,43,433,644,15,10,8,4,49
32031006418,32,031,006418,371.2,642.2,55.1,6.5,2.2,37.6,368.4,674,8.8,11.9,4.7,4.3,34.5
32031006422,32,031,006422,356.6,548.2,23.8,2.5,2.5,41.7,345.6,572,6,8.5,6.8,0,28.9
32031006423,32,031,006423,300.9,551,28.5,4.7,0,26.6,304.8,551.3,4.4,3.2,1.9,1.2,29.5
32031006425,32,031,006425,585.8,922.3,72.1,8.3,0.3,59.6,579.9,950.8,17.5,21.8,12.7,5.8,47.7
32031006427,32,031,006427,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006500,32,031,006500,541,568,45,3,2,41,545,576,11,11,8,9,24
32031006501,32,031,006501,493,547,69.5,9.7,1,38.6,505.5,556.7,24.1,9.7,10.6,5.8,40.5
32031006503,32,031,006503,4.7,7.7,0.2,0.1,0,0.1,4.6,7.4,0.2,0,0.1,0.1,0.3
32031006508,32,031,006508,247,250,33,2,1,21,251,260,4,2,4,4,21
32031006511,32,031,006511,308,232,36,7,1,22,307,232,12,10,5,4,28
32031006513,32,031,006513,342,250,45,5,2,25,339,261,10,16,7,8,26
32031006514,32,031,006514,414,379,42,10,1,22,426,364,11,15,5,5,32
32031006516,32,031,006516,467,536,44.5,2.4,1,34.4,470.5,535.3,11.9,11.3,9.4,9.2,30.5
32031006519,32,031,006519,518,564,52,7,3,54,521,577,12,16,6,1,50
32031006520,32,031,006520,181.1,176.3,19.9,3.8,0.9,16.1,173.5,188.7,5.7,5.7,3.8,2.8,13.3
32031006521,32,031,006521,131,154,18,2,0,8,133,164,3,1,3,1,4
32031006522,32,031,006522,190,270,16,1,2,15,191,279,3,4,0,1,15
32031006523,32,031,006523,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006524,32,031,006524,510,522,57,9,2,26,474,536,13,13,12,2,52
32031006525,32,031,006525,41,50,9,1,1,4,36,58,1,0,2,1,7
32031006526,32,031,006526,226,171,26,4,0,19,238,157,11,4,7,6,20
32031006527,32,031,006527,8.9,18.3,1.2,0,0.1,1,9.2,17.5,0.6,0.2,0.2,0.2,1.1
32031006528,32,031,006528,11.9,11.2,1.3,0.1,0,0.2,11.5,10.9,0.2,0.6,0.1,0.3,0.4
32031006529,32,031,006529,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006530,32,031,006530,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006531,32,031,006531,4.2,4.7,0.6,0,0,0.3,4.4,3.9,0.6,0.3,0,0,0.6
32031007100,32,031,007100,0,2.6,0,0,0,0.8,0,3.4,0,0,0,0,0
32031007300,32,031,007300,107,8,4,2,2,2,92,14,2,3,0,0,15
32031007302,32,031,007302,1,0,1,0,0,0,1,0,0,1,0,0,0
32031007304,32,031,007304,176,130,14,2,3,9,171,109,5,12,7,6,19
32031007306,32,031,007306,38,27,5,1,0,0,39,21,3,0,3,0,3
32031007307,32,031,007307,11,14,0,0,0,0,9,12,2,1,0,0,0
32031007308,32,031,007308,15,7,0,0,0,0,15,7,0,0,0,0,0
32031007309,32,031,007309,6,4,1,0,0,1,5,5,0,0,1,0,1
32031007312,32,031,007312,272.7,232.3,19.3,5.1,0.1,19.4,263.7,209.2,12.3,15.2,8,4.1,26.4
32031007313,32,031,007313,91,66,4,1,1,8,79,54,6,4,3,4,20
32031007314,32,031,007314,243.5,216.6,20.2,2.9,2.9,17.3,258.9,199.2,7.7,5.8,2.9,6.7,16.4
32031007315,32,031,007315,0,1,0,0,0,0,0,1,0,0,0,0,0
32031007316,32,031,007316,397,304,35,8,2,13,378,274,20,28,10,8,33
32031007317,32,031,007317,0,2,0,0,0,0,1,1,0,0,0,0,0
32031007318,32,031,007318,43,41,4,1,0,1,43,37,1,1,1,0,7
32031007319,32,031,007319,146.4,97,25,1.5,0.4,6.7,142.7,110,3.8,2.5,1.9,1.8,11.5
32031007321,32,031,007321,48.4,22.2,4.8,0.4,0.1,2.7,47.1,25.4,1.1,0.7,0.1,0.6,3.3
32031007400,32,031,007400,168.2,258.6,18.4,2.3,2.3,14.6,175.9,240.1,13.1,7.7,3.8,0.8,20
32031007402,32,031,007402,358,370,41,1,1,23,361,359,17,13,4,11,24
32031007403,32,031,007403,0,3,0,0,0,0,0,3,0,0,0,0,0
32031007404,32,031,007404,15.9,38.7,3.1,0.2,0,3.9,16.5,43.4,0.3,0.3,0.2,0.2,0.7
32031007406,32,031,007406,0,7,0,0,0,0,0,7,0,0,0,0,0
32031007407,32,031,007407,221,606,34,5,1,28,231,589,11,14,10,5,28
32031007408,32,031,007408,119,360,11,1,0,21,132,354,7,2,5,1,4
32031007410,32,031,007410,259.9,524.6,53.9,5,1,18,273.9,515.6,8,15,6,7,31
32031007412,32,031,007412,223,155.6,11.9,3,4,11.5,207.1,156.9,3,12.9,3,4,20.9
32031007413,32,031,007413,0,1,0,0,0,1,0,1.9,0,0,0,0,0
32031007414,32,031,007414,354.1,724.7,46.8,2,3.9,39,365.8,695.5,22.4,9.8,9.8,8.8,44.9
32031007415,32,031,007415,351,679,46,5,1,31,382,639,15,12,7,7,44
32031007416,32,031,007416,245.7,515.6,39.1,1.9,0,23.3,257.8,511,14.9,2.8,3.7,5.6,23.3
32031007417,32,031,007417,153,408,22,5,0,13,154,412,7,3,3,0,18
32031007418,32,031,007418,305,782,38,2,1,23,323,759,17,7,16,2,22
32031007424,32,031,007424,45,40.6,2.1,1,0,2.5,42.9,37.7,2,1.3,0.8,1.7,4.7
