GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREOPIE
150039400022011,6,6,0.1,0.1,0,0
150030096036002,28.8,32.8,0.6,0.5,0.2,0.2
150030096036010,10.1,11.5,0.2,0.2,0.1,0.1
150030096035002,20.6,23.5,0.4,0.3,0.1,0.1
150030096035008,6.7,7.6,0.1,0.1,0,0
150030096081111,0,0,0,0,0,0
150030096081121,0,0,0,0,0,0
150030096081029,0,0,0,0,0,0
150030087033005,55.2,58.8,1.2,0.2,0.2,1
150030086171015,21.1,18.9,0.2,0.2,0.2,0.1
150030086171016,10.9,9.8,0.1,0.1,0.1,0
150030086171010,0,0,0,0,0,0
150030086172039,0.4,0.4,0,0,0,0
150030075031013,8.4,3.5,0,0,0,0
150030075031007,12.1,5.6,0.1,0.1,0,0
150030075031024,18.2,8.4,0.2,0.1,0.1,0
150030087012013,0,0,0,0,0,0
150030089251006,64.2,50.5,0.9,0.4,0.2,0.2
150030086174003,107.1,92.6,2.1,1.4,0.5,0.5
150030089083007,12.9,8.1,0.3,0.2,0,0.1
150030089083010,33.7,21.3,0.7,0.5,0.1,0.2
150030089083012,78.1,49.2,1.5,1.1,0.2,0.4
150030089083003,21.3,12.8,0.3,0.2,0,0.1
150030087014012,32.5,27.6,0.5,0.2,0.1,0.1
150030019011014,0.5,0.2,0,0,0,0
150030019011004,0,0,0,0,0,0
150030002004012,8.5,3.3,0.1,0.1,0,0
150030002004013,135.8,52.9,0.9,1.6,0.2,0.6
150030002004015,35.1,13.7,0.2,0.4,0.1,0.2
150030002004010,30.5,11.9,0.2,0.4,0.1,0.1
150030016001004,51.7,20.2,0.5,0.5,0,0.2
150030066001003,0.8,0.4,0,0,0,0
150030066001051,0,0,0,0,0,0
150030001064002,140.9,64.6,1.8,0.7,0.3,0.1
150030034051001,51.7,22.1,0.7,0.5,0.1,0.2
150030034051004,114.4,42.4,1.9,1.3,0.1,0.2
150030030001007,39.2,11,0.4,0.4,0.1,0
150030030002001,19.6,5.5,0.2,0.2,0,0
150030034042001,74.8,29.5,0.6,0.8,0.2,0.2
150030067011008,8.1,3.4,0.1,0,0,0
150030073031034,0,0,0,0,0,0
150030056002000,0,0,0,0,0,0
150030056003000,0,0,0,0,0,0
150030043003008,38.5,15.2,0.6,0.4,0.1,0.1
150030031011011,52.6,14.5,0.3,0.4,0,0.1
150030049001000,18.6,7.3,0.2,0.2,0,0
150030059001000,0,0,0,0,0,0
150030067013010,21.9,9.3,0.3,0.1,0,0
150030071001025,0.1,0.1,0,0,0,0
150030009031016,0,0,0,0,0,0
150030009031003,79.8,26.6,1,0.5,0.1,0.2
150039802001002,0,0,0,0,0,0
150030066001025,0,0,0,0,0,0
150030001061002,77.7,35.6,1,0.4,0.2,0.1
150030068042011,8.9,5.9,0.2,0.1,0,0
150030069001026,3.7,2.3,0.2,0,0,0
150030037004004,0,0,0,0,0,0
150039808001009,0,0,0,0,0,0
150030108012032,8.4,3.9,0.3,0.1,0,0
150039808001000,0,0,0,0,0,0
150030108012035,0,0,0,0,0,0
150030108012036,2.3,1.1,0.1,0,0,0
150030105071003,210.5,111.2,3.6,2.6,0.5,1.1
150030103032008,0.6,0.5,0,0,0,0
150030103032032,0,0,0,0,0,0
150030103063000,0,0,0,0,0,0
150030105031005,0,0,0,0,0,0
150030105071016,0,0,0,0,0,0
150039400012011,31.2,18.5,0.4,0.6,0.1,0.2
150039400012036,21.3,12.7,0.3,0.4,0.1,0.1
150039400011009,0,0,0,0,0,0
150030113004013,0,0,0,0,0,0
150030089312002,0,0,0,0,0,0
150030074001042,0,0,0,0,0,0
150030089171008,0,0,0,0,0,0
150030089171005,55.1,31.6,0.7,0.5,0.1,0.1
150030089171004,112.8,64.7,1.5,0.9,0.2,0.3
150030089241010,0,0,0,0,0,0
150030089172016,0,0,0,0,0,0
150030089231007,205.7,111.7,2.3,2.2,0.8,0.5
150030089231002,16.8,9.1,0.2,0.2,0.1,0
150030080061011,69.6,37.2,1.1,0.9,0.2,0.4
150030077013018,0,0,0,0,0,0
150030089301005,17.1,8.9,0.2,0.1,0.1,0.1
150030075041011,11.5,8.7,0.2,0.1,0,0.1
150030075021045,0,0,0,0,0,0
150030075021046,0,0,0,0,0,0
150030075021026,0,0,0,0,0,0
150030083013010,0,0,0,0,0,0
150030083011069,0,0,0,0,0,0
150030083013007,0,0,0,0,0,0
150030083011026,0,0,0,0,0,0
150030083011067,0,0,0,0,0,0
150030083011097,0,0,0,0,0,0
150030083011024,0,0,0,0,0,0
150030083011030,0,0,0,0,0,0
150030086092002,38.2,32.4,1.4,0.4,0.1,0.1
150030086091007,28.3,24.1,1,0.3,0.1,0.1
150030086091003,54.5,46.3,1.9,0.6,0.2,0.2
150030086091005,27.3,23.1,1,0.3,0.1,0.1
150030075032004,17.2,7.9,0.2,0.1,0.1,0
150030075032002,21.5,9.9,0.2,0.1,0.1,0
150030083021002,22.1,22.2,0.3,0.3,0.1,0.1
150030013003012,14.8,5,0.1,0.1,0,0
150030013003008,51,17.3,0.3,0.3,0.1,0.1
150030063011004,77.6,56.7,1.6,1,0.2,0.1
150030019031000,0,0,0,0,0,0
150030038002007,0,0,0,0,0,0
150030038002005,0,0,0,0,0,0
150030038002017,0,0,0,0,0,0
150030038002022,0,0,0,0,0,0
150030038002009,0,0,0,0,0,0
150030063012001,135.8,96.7,0.6,0.9,0,1.2
150030007001007,45.5,17.4,0.5,0.4,0.1,0.2
150030007001008,53.5,20.5,0.6,0.4,0.1,0.3
150030007001003,20.6,9.2,0.3,0.1,0,0
150030059001009,9.7,8.5,0.1,0.1,0,0
150030059001006,215,185.9,1.3,1.7,0.2,1.3
150030044001011,0,0,0,0,0,0
150030102024030,0,0,0,0,0,0
150030101003008,0,0,0,0,0,0
150030101003024,7.1,13.1,0.2,0.1,0.1,0.1
150030101003029,0.5,0.9,0,0,0,0
150030102011010,3.2,2.9,0.1,0.1,0,0
150030101004006,0,0,0,0,0,0
150030101004061,0,0,0,0,0,0
150030101004004,1,1.8,0,0,0,0
150030101004051,0,0,0,0,0,0
150030101004052,2.9,5.4,0.1,0,0,0
150030102011027,48.3,43.5,0.9,0.9,0.5,0.2
150030102011003,55.2,49.7,1.1,1.1,0.5,0.2
150030095041030,0,0,0,0,0,0
150030091002036,0,0,0,0,0,0
150039807001022,0,0,0,0,0,0
150030091002045,0,0,0,0,0,0
150030091002047,0,0,0,0,0,0
150030091002023,0,0,0,0,0,0
150030091002033,0,0,0,0,0,0
150030090001072,0,0,0,0,0,0
150039807001004,0,0,0,0,0,0
150039807001021,0,0,0,0,0,0
150039806001043,0,0,0,0,0,0
150030091002064,0,0,0,0,0,0
150030095071000,0,0,0,0,0,0
150030090001013,0,0,0,0,0,0
150030090001015,24.2,17,0.5,0.3,0.1,0.1
150030095031022,0,0,0,0,0,0
150030083013052,0,0,0,0,0,0
150030078081009,24.6,14.8,0.4,0.2,0.1,0
150030078081008,34.3,20.7,0.6,0.3,0.1,0
150030077011016,15.2,7.4,0.2,0.1,0,0
150030086131002,10.8,10,0.3,0.1,0.1,0.1
150030086131003,8.3,7.7,0.3,0.1,0,0
150030086223008,0,0,0,0,0,0
150030086221003,34.1,31.6,1.1,0.3,0.2,0.2
150030077012008,19.7,11.5,0.2,0.2,0,0
150030077012001,0,0,0,0,0,0
150030077012014,13.5,7.9,0.2,0.1,0,0
150030114002010,0,0,0,0,0,0
150030075021005,0,0,0,0,0,0
150030087011005,34.6,29.3,0.5,0.2,0.1,0.1
150030089211006,32.8,27.7,0.5,0.3,0.1,0.1
150030089221000,0,0,0,0,0,0
150030075021027,0,0,0,0,0,0
150030086172016,0,0,0,0,0,0
150030089261000,0,0,0,0,0,0
150030086111000,0,0,0,0,0,0
150030087031017,0,0,0,0,0,0
150030085021145,0,0,0,0,0,0
150030085021053,0,0,0,0,0,0
150030085021056,0,0,0,0,0,0
150030085021119,0,0,0,0,0,0
150030085021187,0,0,0,0,0,0
150030085021127,0,0,0,0,0,0
150030085021173,0,0,0,0,0,0
150030115003012,14.2,11.8,0.2,0.2,0.1,0
150030074001119,0,0,0,0,0,0
150030057001041,0,0,0,0,0,0
150030056001010,81.6,61.7,1.5,0.5,0.2,0.3
150030056001016,11.9,9,0.2,0.1,0,0
150030068021006,75.3,44,0.7,0.6,0.2,0.2
150030025002006,10.1,5,0.1,0.1,0,0
150039812001021,0,0,0,0,0,0
150039812001012,0,0,0,0,0,0
150039812001013,0,0,0,0,0,0
150039812001043,0,0,0,0,0,0
150039812001001,0,0,0,0,0,0
150030009021014,32.4,10.8,0.4,0.2,0.1,0.1
150030009021012,37.4,12.5,0.5,0.2,0.1,0.1
150030001063002,12.7,5.8,0.1,0.1,0,0
150030001063000,87.1,40,0.9,0.6,0.1,0.3
150030035012007,1.9,0.9,0,0,0,0
150030002005003,49.6,22.7,0.6,0.3,0.1,0
150030020032008,1.6,0.8,0,0,0,0
150030020032000,0,0,0,0,0,0
150030103032031,0,0,0,0,0,0
150030109051001,116.5,60.2,2.4,1.6,0.4,0.2
150030113003001,19.1,13.1,0.4,0.4,0.1,0.1
150039400012031,14.1,8.4,0.2,0.3,0.1,0.1
150039400012014,12.2,7.2,0.2,0.2,0,0.1
150039811001002,0,0,0,0,0,0
150039811001013,0,0,0,0,0,0
150039811001001,4.3,2.9,0.1,0.1,0,0
150039811001011,0,0,0,0,0,0
150030103033004,0,0,0,0,0,0
150030109012010,0,0,0,0,0,0
150030109012011,12.5,5.9,0.4,0.1,0,0
150030109012009,13.8,6.5,0.4,0.2,0,0
150030109012016,79.7,41.2,1.7,1.1,0.2,0.1
150030098012041,8.9,7.7,0.2,0.2,0.1,0
150030097032029,0,0,0,0,0,0
150030097032021,10.6,10.9,0.2,0.2,0.1,0.1
150030097032018,10.2,10.5,0.2,0.2,0.1,0.1
150030097041002,0,0,0,0,0,0
150030096081102,0,0,0,0,0,0
150030096081096,0,0,0,0,0,0
150039400021009,12.3,12.3,0.3,0.2,0.1,0.1
150030096082002,31.9,31.8,0.7,0.6,0.2,0.2
150030097013017,119.4,122.4,1.9,2.2,0.8,1.1
150030097013021,4.2,4.4,0.1,0.1,0,0
150030097013024,11.2,11.5,0.2,0.2,0.1,0.1
150030097032028,2.7,2.8,0,0.1,0,0
150030097041041,6,6.1,0.1,0.1,0,0.1
150030089251009,37.8,29.7,0.5,0.2,0.1,0.1
150030089242001,22.3,17.5,0.3,0.1,0.1,0.1
150030089252009,33.4,26.3,0.5,0.2,0.1,0.1
150030075021018,312.2,143.8,2.8,1.5,0.9,0.6
150030077022016,26.9,13.1,0.4,0.2,0.1,0
150030077022017,16.9,8.3,0.2,0.1,0.1,0
150030077022003,189.4,92.5,2.5,1.3,0.6,0.3
150030084022013,77,69.4,1.8,0.6,0.3,0.2
150030086142015,0,0,0,0,0,0
150030077013020,0,0,0,0,0,0
150030086149020,0,0,0,0,0,0
150030074001092,0,0,0,0,0,0
150030074001151,1.5,1.2,0.1,0,0,0
150030074001134,0,0,0,0,0,0
150030046001011,0,0,0,0,0,0
150030034063002,0,0,0,0,0,0
150030007002005,25.6,9.8,0.3,0.2,0,0.1
150030005001002,25.9,11.6,0.4,0.1,0,0.1
150030005002005,71.1,27.2,0.8,0.6,0.1,0.3
150030005001009,5.4,2.4,0.1,0,0,0
150030005001008,28.9,12.9,0.4,0.1,0,0.1
150030005001010,20.6,9.2,0.3,0.1,0,0
150030001123002,60,24.9,0.5,0.4,0.3,0.1
150030001123003,42.7,17.7,0.4,0.3,0.2,0.1
150030001071011,45.2,22.7,0.6,0.4,0,0.1
150039802001011,0,0,0,0,0,0
150030021001005,0,0,0,0,0,0
150030052002003,0,0,0,0,0,0
150030068041006,0,0,0,0,0,0
150030068041008,0,0,0,0,0,0
150030005003016,20.1,9,0.3,0.1,0,0
150030005003001,52.9,23.6,0.7,0.2,0.1,0.1
150030006002008,1.5,0.7,0,0,0,0
150030009031009,21.5,7.2,0.3,0.1,0,0
150039900010084,0,0,0,0,0,0
150030021002000,0,0,0,0,0,0
150030008002004,39.8,15.2,0.4,0.3,0.1,0.2
150030008003007,40.3,15.4,0.4,0.3,0.1,0.2
150030008003010,52.1,19.9,0.6,0.4,0.1,0.3
150030008003000,40.3,15.4,0.4,0.3,0.1,0.2
150030008002000,49.3,18.8,0.5,0.4,0.1,0.2
150030020041001,0,0,0,0,0,0
150030020041005,0,0,0,0,0,0
150030030004000,41.9,15.5,0.7,0.5,0,0.1
150030038001003,375.1,148,4.8,2.6,1.1,1
150030109041006,19.6,10.1,0.4,0.3,0.1,0
150030111031004,81.7,35.1,0.7,0.6,0,0.2
150030103061013,31.8,17.2,0.7,0.2,0.1,0.1
150030103031015,4.3,2.2,0.1,0,0,0
150030108011030,0,0,0,0,0,0
150030108012004,0,0,0,0,0,0
150039900010016,0,0,0,0,0,0
150030108012015,0,0,0,0,0,0
150030108021027,0,0,0,0,0,0
150030107011012,0.4,0.2,0,0,0,0
150030110001000,21.3,7.4,0.3,0.2,0,0
150030108021038,0,0,0,0,0,0
150030108021022,8.8,4.1,0.3,0.1,0,0
150030108021049,0,0,0,0,0,0
150030103082016,0,0,0,0,0,0
150030108011023,0,0,0,0,0,0
150030105031006,0,0,0,0,0,0
150030089231004,31,16.8,0.4,0.3,0.1,0.1
150030089231008,25,13.6,0.3,0.3,0.1,0.1
150030089301003,131.1,68.2,1.3,0.5,0.4,0.4
150030089301013,15.1,7.8,0.1,0.1,0,0
150030089301001,520.3,270.6,5.1,1.8,1.7,1.7
150030089292004,19.6,10.2,0.2,0.1,0.1,0.1
150030083013009,0,0,0,0,0,0
150030083013018,0,0,0,0,0,0
150030083013012,0,0,0,0,0,0
150030083011100,0,0,0,0,0,0
150030083011038,0,0,0,0,0,0
150030086222008,26.6,24.6,0.8,0.2,0.2,0.2
150030086222009,21.6,20,0.7,0.2,0.1,0.1
150030086222016,30.2,28,0.9,0.2,0.2,0.2
150030086222015,38,35.2,1.2,0.3,0.2,0.2
150030085021156,0,0,0,0,0,0
150030089151006,72,40.9,0.8,0.6,0.1,0.2
150030089151003,34.3,19.5,0.4,0.3,0,0.1
150030089151007,61.7,50,1.5,1.2,0.4,0.5
150030089201023,0,0,0,0,0,0
150030089201001,0,0,0,0,0,0
150030078111010,9.7,5.2,0.2,0.1,0,0
150030089301008,113.5,59,1.1,0.4,0.4,0.4
150030084023001,41,41.3,0.6,0.5,0.2,0.2
150030084023004,25.8,25.9,0.4,0.3,0.1,0.1
150030084023007,21.7,21.8,0.3,0.3,0.1,0.1
150030084023011,33.8,34,0.5,0.4,0.2,0.2
150030077023002,21.7,10.6,0.3,0.1,0.1,0
150030084051003,44.9,45.1,0.6,0.6,0.1,0
150030083011049,0,0,0,0,0,0
150030075042003,0,0,0,0,0,0
150030075041015,12.1,9.2,0.2,0.1,0,0.1
150030061001007,61.3,51,0.9,0.3,0.2,0.1
150030005005013,15.7,7,0.2,0.1,0,0
150030039001003,0,0,0,0,0,0
150039814001021,8.2,7.1,0,0.1,0,0
150030035021005,26.3,11.2,0.4,0.2,0.1,0.1
150030035023004,0,0,0,0,0,0
150030048004008,12.2,7.5,0.1,0.1,0,0
150030048004017,31.3,19.2,0.2,0.2,0.1,0
150030048004018,14.5,8.9,0.1,0.1,0,0
150030012012003,9.1,3.3,0.1,0,0,0
150030012012010,23.5,8.6,0.2,0.1,0,0.1
150030012012001,54.4,19.8,0.5,0.3,0.1,0.1
150030012012017,21.4,7.8,0.2,0.1,0,0.1
150030012012016,65.6,23.9,0.6,0.4,0.1,0.2
150030038002013,0,0,0,0,0,0
150030057002010,0,0,0,0,0,0
150030057002012,6,4.5,0.1,0,0,0
150030062021001,45.4,31.1,0.7,0.2,0.1,0.1
150030007001009,45.5,17.4,0.5,0.4,0.1,0.2
150030059001003,0,0,0,0,0,0
150030102013007,5.9,5.3,0.1,0.1,0.1,0
150030102013022,24.2,21.9,0.5,0.5,0.2,0.1
150030102013016,0,0,0,0,0,0
150039900010008,0,0,0,0,0,0
150030102021009,0,0,0,0,0,0
150030101001035,24.9,16.3,0.5,0.3,0.1,0
150030101001018,88.8,58.2,1.7,1.1,0.3,0.1
150030101001001,87.2,57.1,1.7,1,0.3,0.1
150030101001006,0,0,0,0,0,0
150030101001021,4.4,2.9,0.1,0.1,0,0
150030101001013,2.4,1.5,0,0,0,0
150030095012012,8,4.7,0.3,0.1,0,0
150030091002039,0,0,0,0,0,0
150030091002041,0,0,0,0,0,0
150030091002022,0,0,0,0,0,0
150030095072004,0,0,0,0,0,0
150030095041021,1,0.6,0,0,0,0
150039807001044,0,0,0,0,0,0
150039807001046,0,0,0,0,0,0
150039807001010,0,0,0,0,0,0
150039807001012,0,0,0,0,0,0
150039807001020,0,0,0,0,0,0
150030095071007,0,0,0,0,0,0
150030095031031,0,0,0,0,0,0
150039806001001,0,0,0,0,0,0
150030091002002,0,0,0,0,0,0
150030083013034,15.6,15.7,0.2,0.2,0.1,0.1
150030114003008,1.2,0.9,0,0,0,0
150030114002005,0,0,0,0,0,0
150030086174014,0,0,0,0,0,0
150030088002007,45.9,34.5,0.5,0.4,0.1,0.2
150030088002000,0,0,0,0,0,0
150030073022038,6.4,4.9,0.3,0,0,0
150030073021063,2,1.5,0.1,0,0,0
150030073022053,3.1,2.4,0.1,0,0,0
150030073022054,3.2,2.5,0.1,0,0,0
150030089243010,78.9,62,1.1,0.5,0.2,0.2
150030089243009,29,22.8,0.4,0.2,0.1,0.1
150030089131000,16.8,12.9,0.2,0.2,0.1,0.1
150030073022039,2.6,2,0.1,0,0,0
150030073022046,0,0,0,0,0,0
150030080032005,0,0,0,0,0,0
150030086174019,18,15.6,0.4,0.2,0.1,0.1
150030084081008,21.6,19.5,0.5,0.2,0.1,0.1
150030074001006,0,0,0,0,0,0
150030087011002,111.2,94.4,1.6,0.7,0.2,0.3
150030114002000,0,0,0,0,0,0
150030083013037,30.4,30.7,0.5,0.4,0.2,0.2
150030086175003,0,0,0,0,0,0
150030075021024,0,0,0,0,0,0
150030073031033,0,0,0,0,0,0
150030075021004,0,0,0,0,0,0
150030074001020,0,0,0,0,0,0
150030085021010,0,0,0,0,0,0
150030084071005,21.6,19.5,0.5,0.2,0.1,0.1
150030084101006,24.4,22.2,0.5,0.2,0.1,0.1
150030077021000,24.2,14.2,0.3,0.2,0,0.1
150030114001058,0,0,0,0,0,0
150030077022000,107.5,52.5,1.4,0.7,0.3,0.2
150030031021008,141.7,39.2,0.9,1,0.1,0.2
150030025001004,0,0,0,0,0,0
150030030001004,73.5,20.6,0.8,0.7,0.2,0.1
150030030003004,59.2,16.6,0.6,0.5,0.1,0
150030068053002,15.7,8.6,0.2,0.2,0,0
150030031011012,125.5,34.7,0.8,0.9,0.1,0.2
150030034034001,209.8,75.9,2.9,2.2,0.4,0.6
150030011002009,44.9,15.9,0.3,0.5,0.1,0.2
150030029001006,0,0,0,0,0,0
150030029001014,15.1,4.2,0.2,0.1,0,0
150030029001002,209.3,58.6,2.2,1.9,0.4,0.2
150030034043001,191.4,75.4,1.5,2,0.4,0.5
150030045001014,0,0,0,0,0,0
150030031012006,12.1,3.4,0.1,0.1,0,0
150030031012005,56.7,15.7,0.3,0.4,0,0.1
150030109031013,15.4,8,0.3,0.2,0,0
150030103081010,0,0,0,0,0,0
150030103083008,231.3,104.7,2.8,2.5,0.3,0.8
150030103065002,205.6,100.4,1.7,1.4,0.7,0
150030103051008,14.5,9.7,0.3,0.2,0.1,0
150030103051015,31.8,21.3,0.6,0.5,0.1,0.1
150030103062002,332.1,179.1,6.8,2.5,1,1.4
150030103062004,26.9,14.5,0.6,0.2,0.1,0.1
150030105051017,0,0,0,0,0,0
150030106021003,259.1,117.3,3.1,2.7,0.3,0.9
150030099045002,24.6,14.6,0.9,0.3,0,0.1
150030099045008,7.3,4.4,0.3,0.1,0,0
150030099045013,6.1,3.6,0.2,0.1,0,0
150030100001016,0,0,0,0,0,0
150030099045001,0,0,0,0,0,0
150030100002030,72.7,65.2,1.5,0.6,0.5,0.5
150030100001005,1.6,1,0,0,0,0
150030100001075,0,0,0,0,0,0
150030100001004,0,0,0,0,0,0
150030100001024,0,0,0,0,0,0
150030100001028,0,0,0,0,0,0
150030100002007,0,0,0,0,0,0
150030100002011,0,0,0,0,0,0
150030075052005,0,0,0,0,0,0
150030075052006,0,0,0,0,0,0
150030078101006,113.9,68.6,1.8,1,0.3,0.2
150030089253002,68.9,54.2,0.9,0.4,0.2,0.2
150030074001082,0,0,0,0,0,0
150030074001078,0,0,0,0,0,0
150030074001186,0.3,0.3,0,0,0,0
150030074001085,0,0,0,0,0,0
150030074001097,0,0,0,0,0,0
150030074001018,0,0,0,0,0,0
150030074001000,0,0,0,0,0,0
150030074001223,0,0,0,0,0,0
150030074001100,0,0,0,0,0,0
150030074001087,0.1,0.1,0,0,0,0
150030074001168,9.3,7.2,0.4,0,0,0
150030089271010,561.6,318.9,6.5,4.8,0.5,1.9
150030028002011,35.1,11.9,0.2,0.2,0.1,0.1
150030014002006,42.6,16.7,0.4,0.4,0,0.2
150030014002004,55.9,18.5,0.4,0.2,0.2,0.1
150030014002007,63.6,21.1,0.5,0.2,0.2,0.1
150030014002010,40.5,13.4,0.3,0.1,0.1,0.1
150030004011003,25.8,11,0.3,0.1,0.1,0.1
150030027022011,0,0,0,0,0,0
150030070002031,0,0,0,0,0,0
150030070002032,0,0,0,0,0,0
150030042001004,0,0,0,0,0,0
150030046001007,0,0,0,0,0,0
150030046001014,0,0,0,0,0,0
150030005002006,9.5,3.6,0.1,0.1,0,0
150039900010099,0,0,0,0,0,0
150030001123005,56,23.2,0.5,0.3,0.3,0.1
150030001123010,31,12.9,0.3,0.2,0.2,0.1
150030001071003,106.5,53.4,1.4,0.9,0.1,0.1
150039812001038,0,0,0,0,0,0
150039812001007,0,0,0,0,0,0
150039812001000,0,0,0,0,0,0
150039900010075,0,0,0,0,0,0
150030001112002,59.5,24.7,0.5,0.4,0.3,0.1
150030001112016,27.5,11.4,0.2,0.2,0.1,0.1
150030001112000,120.1,49.7,1.1,0.7,0.6,0.2
150030026001006,0,0,0,0,0,0
150039900010082,0,0,0,0,0,0
150030068081000,396.6,231.6,3.9,3.3,1,0.9
150030113004010,4.8,3.3,0.1,0.1,0,0
150030111043002,30.9,14.2,0.6,0.3,0.1,0.1
150030111032005,30.9,13.3,0.3,0.2,0,0.1
150030105071011,0,0,0,0,0,0
150030103052001,326.4,176,6.7,2.5,1,1.3
150030103032022,11.8,10.7,0.2,0.2,0.1,0
150039900010023,0,0,0,0,0,0
150030108021017,12.7,6,0.4,0.1,0,0
150030108021055,0,0,0,0,0,0
150030103082018,0,0,0,0,0,0
150039400012006,0,0,0,0,0,0
150030112021009,170,70.3,3,0.6,0.2,0.2
150030112014002,41.3,21.4,0.9,0.6,0.1,0.1
150030107012002,0,0,0,0,0,0
150030107012006,28.6,15.3,0.6,0.3,0.1,0.1
150039900010037,0,0,0,0,0,0
150039400021010,26.9,26.8,0.6,0.5,0.2,0.2
150039400021014,4.4,4.4,0.1,0.1,0,0
150030096081168,24.6,24.5,0.6,0.5,0.2,0.2
150030097013019,5.8,5.9,0.1,0.1,0,0.1
150030097013002,16.8,17.2,0.3,0.3,0.1,0.2
150030097013016,2.3,2.4,0,0,0,0
150030097033001,87.1,89.3,1.4,1.6,0.6,0.8
150030097031007,13.5,13.9,0.2,0.3,0.1,0.1
150039900010038,0,0,0,0,0,0
150030097032031,2.5,2.6,0,0,0,0
150030097041021,7.1,7.3,0.1,0.1,0,0.1
150030097011006,0,0,0,0,0,0
150030089121003,7,5.2,0.1,0.1,0,0
150030089121010,30.8,23.1,0.3,0.3,0.1,0.1
150030089121011,5.3,4,0.1,0,0,0
150030077012018,2.7,1.6,0,0,0,0
150030089211003,24,20.3,0.3,0.2,0.1,0.1
150030089211002,26.9,22.7,0.4,0.2,0.1,0.1
150030086144001,102.7,91,2.7,0.3,0.5,0.5
150030086061004,63.3,55.2,0.8,0.8,0.1,0.1
150030086062008,14.7,12.2,0.3,0.2,0.1,0
150030086061009,9.7,8.5,0.1,0.1,0,0
150039900010042,0,0,0,0,0,0
150030089201002,0,0,0,0,0,0
150030089252004,58.7,46.1,0.8,0.4,0.2,0.2
150030085021165,0,0,0,0,0,0
150030085021179,0,0,0,0,0,0
150030085021161,0,0,0,0,0,0
150030085021162,0,0,0,0,0,0
150030074001207,2.9,2.2,0,0,0,0
150030064023002,181.6,111.6,1,1.2,0.5,0
150030056001009,2.4,1.8,0,0,0,0
150030025002007,9.6,4.7,0.1,0.1,0,0
150030025002015,14.7,7.3,0.2,0.1,0,0
150030027023003,61.9,20,0.8,0.7,0.1,0.2
150030027023002,97.3,31.4,1.3,1.1,0.1,0.3
150030027022001,46.7,15.1,0.6,0.5,0,0.1
150039802001005,0,0,0,0,0,0
150030073031039,0,0,0,0,0,0
150030073031008,15,11.5,0.6,0,0,0
150030071001005,3.3,2.6,0.1,0,0,0
150030009011003,45.1,19.2,0.5,0.2,0.1,0.1
150039800001002,0,0,0,0,0,0
150030001121000,8.1,3.4,0.1,0,0,0
150030043001003,74.5,29.5,1.2,0.8,0.2,0.2
150030043003006,0,0,0,0,0,0
150030064021011,17,12.4,0.4,0.2,0,0
150030062012005,10.9,9,0.2,0.1,0,0
150030036011012,4.1,1.9,0,0,0,0
150030036011009,0,0,0,0,0,0
150030067013032,0,0,0,0,0,0
150030067013021,28,11.9,0.3,0.1,0,0
150030055001005,4.4,2.8,0,0,0,0
150030055001009,0,0,0,0,0,0
150030001082006,26.7,12.2,0.3,0.1,0.1,0
150030001102016,0,0,0,0,0,0
150039812001048,0,0,0,0,0,0
150039812001015,0,0,0,0,0,0
150030112012011,23.1,10.6,0.4,0.3,0.1,0
150030112013006,55.3,25.4,1,0.6,0.2,0.1
150030112013007,50.2,23,0.9,0.6,0.2,0.1
150030112013000,36,16.5,0.6,0.4,0.1,0.1
150030113001022,1.8,1.2,0,0,0,0
150030108023004,0,0,0,0,0,0
150030108021044,0,0,0,0,0,0
150030108021029,5.8,2.7,0.2,0.1,0,0
150030106012003,23.7,12.7,0.5,0.2,0.1,0.1
150030111032008,28.3,12.1,0.2,0.2,0,0.1
150030105081001,237.1,134.8,3.7,2.4,1,0.6
150030103053008,17.4,9,0.2,0.2,0.1,0.1
150030096081005,0,0,0,0,0,0
150030096032011,27.1,27,0.6,0.5,0.2,0.2
150030096081038,0,0,0,0,0,0
150030096081081,0,0,0,0,0,0
150030097041003,0,0,0,0,0,0
150030096033003,6.4,6.5,0.1,0.1,0,0.1
150030096034002,7.9,9.1,0.2,0.1,0,0
150030096034001,18,20.6,0.4,0.3,0.1,0.1
150030096034011,19.5,22.3,0.4,0.3,0.1,0.1
150030097041025,38.2,39.2,0.6,0.7,0.3,0.4
150030097041024,11.6,11.9,0.2,0.2,0.1,0.1
150030098012043,13.3,11.5,0.2,0.3,0.1,0.1
150030086101007,18.5,15.7,0.7,0.2,0.1,0.1
150030078102001,98.5,42.2,0.7,0.2,0.1,0.3
150030078102006,36.8,15.8,0.3,0.1,0.1,0.1
150030078102007,36.3,15.5,0.3,0.1,0,0.1
150030078102000,59.6,25.5,0.4,0.1,0.1,0.2
150030077011020,22,9.1,0,0,0,0
150030077012015,0,0,0,0,0,0
150030075051014,30.9,20.4,0.5,0.3,0.1,0.1
150030075051016,8.4,5.6,0.1,0.1,0,0
150030075051018,24,15.9,0.4,0.2,0.1,0.1
150030075061009,2.2,1.5,0,0,0,0
150030080051006,39,23.7,0.3,0.4,0.1,0.2
150030080051010,24.2,14.7,0.2,0.2,0.1,0.1
150030080051012,30,18.3,0.3,0.3,0.1,0.1
150030080072013,66,28.3,0.5,0.2,0.1,0.2
