GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOHED,G16PREOFUE
28151000402,28,151,000402,327.94,587.99,3.53,1.41,1.41,1.41,0.71
28151000403,28,151,000403,427.59,598.46,8.2,1.15,1.15,1.15,3
28151000501,28,151,000501,197.89,731.15,2.63,1.75,0,0.88,0.88
28151000502,28,151,000502,135.75,264.33,3.13,0.53,0.29,0.48,0.27
28151000504,28,151,000504,202.75,642.12,6.07,1.05,4.05,0,1.02
28151000505,28,151,000505,49.58,1100.62,3.41,1.34,1.38,0.15,0.13
28153000101,28,153,000101,242.14,276.19,1.3,0,2.13,1,2.02
28153000102,28,153,000102,10.17,520.55,2.02,0,0.04,1.01,0
28153000103,28,153,000103,186.47,40.16,5.02,0,1.67,0,0
28153000105,28,153,000105,334.48,237.86,1.96,0,1.96,0,0.98
28153000201,28,153,000201,394,388,2,0,2,1,0
28153000202,28,153,000202,76,71,0,0,0,0,0
28153000203,28,153,000203,202.94,335.2,1.03,0,0.01,0,0
28153000204,28,153,000204,333,66,4,0,2,0,2
28153000301,28,153,000301,592.92,157.12,7,1,1.01,0.01,1
28153000302,28,153,000302,304.62,178.02,0,0,0.95,0.95,0
28153000303,28,153,000303,86,184,2,0,0,1,0
28153000304,28,153,000304,62.62,208.42,1.96,0,0,0,0
28153000305,28,153,000305,114.38,31.58,0.04,0,0,0,0
28153000401,28,153,000401,103.53,235.09,1.03,0,0.26,0.94,0
28153000402,28,153,000402,276.45,102.32,1.14,0,1.04,1.19,0
28153000403,28,153,000403,514,81,4,0,0,0,0
28153000404,28,153,000404,301,126,1,0,1,0,0
28153000405,28,153,000405,145,47,2,0,1,1,0
28153000501,28,153,000501,113.26,195.49,2.5,0,2.93,0.9,0
28153000502,28,153,000502,1197,32,4,2,2,0,0
28153000503,28,153,000503,241,8,1,0,0,0,1
28153000505,28,153,000505,159,3,1,0,0,0,0
28155000101,28,155,000101,68,60,0,0,0,0,0
28155000102,28,155,000102,386,412,5,1,5,0,1
28155000201,28,155,000201,96,10,0,0,0,0,0
28155000202,28,155,000202,330,29,3,1,0,0,0
28155000204,28,155,000204,267,45,1,1,3,0,0
28155000205,28,155,000205,202,30,2,0,1,0,0
28155000301,28,155,000301,100,4,2,0,0,0,1
28155000302,28,155,000302,174,59,2,1,3,0,1
28155000303,28,155,000303,287,30,1,2,3,0,0
28155000304,28,155,000304,173.19,34.64,1.98,0.99,0.99,0,0
28155000401,28,155,000401,200,13,0,0,1,0,0
28155000402,28,155,000402,395,80,2,1,3,0,0
28155000403,28,155,000403,297,119,4,2,1,1,0
28155000501,28,155,000501,195,13,0,0,2,0,0
28155000502,28,155,000502,268,10,1,0,2,0,1
28155000503,28,155,000503,243,42,1,5,0,0,1
28155000504,28,155,000504,300,30.9,1.23,0,1.05,0,0
28157000101,28,157,000101,150,240,0,0,0,0,0
28157000102,28,157,000102,74,387,1,0,4,0,1
28157000201,28,157,000201,100.72,399.94,1.01,0.02,1.02,0.01,0.02
28157000202,28,157,000202,72.33,275.68,1.01,1,1,0,0
28157000301,28,157,000301,293,462,3,0,4,0,0
28157000401,28,157,000401,86.06,588.57,0.99,1.98,2.97,0.99,1.98
28157000402,28,157,000402,91.22,90.48,0,1,1.01,0,0
28157000501,28,157,000501,207.18,247.31,4.67,0,2.8,0,0.93
28157000502,28,157,000502,229,149,3,0,2,0,0
28157000503,28,157,000503,14.82,17.69,0.33,0,0.2,0,0.07
28159000102,28,159,000102,1015,539,17,6,4,0,0
28159000104,28,159,000104,233,83,5,0,0,0,1
28159000201,28,159,000201,430,151,4,2,0,1,0
28159000203,28,159,000203,848,178,4,2,0,0,2
28159000204,28,159,000204,237,144,0,0,1,0,0
28159000301,28,159,000301,108,686,4,4,3,1,1
28159000303,28,159,000303,699,370,5,8,4,2,1
28159000401,28,159,000401,45,404,0,2,2,0,2
28159000402,28,159,000402,142,715,3,3,6,1,0
28159000405,28,159,000405,285,96,4,0,0,0,0
28159000502,28,159,000502,529,250,6,2,1,0,0
28159000504,28,159,000504,339,234,3,1,2,1,0
28161000101,28,161,000101,222.91,139.94,4,2,3,1,0
28161000102,28,161,000102,590.61,296.3,25.94,4.99,3.99,0,1
28161000201,28,161,000201,256.31,483.85,7.96,5.04,2.16,1.44,0
28161000202,28,161,000202,100.17,189.91,3.1,1.98,0.85,0.56,0
28161000301,28,161,000301,346,108,3,1,1,0,0
28161000302,28,161,000302,598,201,10,6,1,1,0
28161000401,28,161,000401,373,414,3,2,3,0,0
28161000402,28,161,000402,98.29,382.81,1.08,0,1.03,0,1
28161000502,28,161,000502,100.83,47.92,1,1,0,0,0
28161000503,28,161,000503,391.88,208.27,5.92,0,1.97,0,0
28161000504,28,161,000504,133,72,3,0,1,0,0
28161000505,28,161,000505,165,38,2,0,0,0,0
28163000101,28,163,000101,342.72,46.11,7.99,0,0,0,0
28163000102,28,163,000102,212.4,44.74,1.58,0,2.89,1.44,0
28163000103,28,163,000103,188.33,105.62,2.99,1,0,0,0
28163000104,28,163,000104,111.15,107.97,1.84,0.03,0.02,0,0
28163000105,28,163,000105,285.97,33.35,2.16,0.01,3.58,0,1.43
28163000107,28,163,000107,304.86,57.06,3.06,0,0.38,0.09,0
28163000108,28,163,000108,36.81,15.07,1,1,0,1,0
28163000109,28,163,000109,60.78,2.87,0.9,0.45,0,0.45,0
28163000110,28,163,000110,148.03,187.55,1.34,0,2.68,0.67,0
28163000111,28,163,000111,184.83,14.68,1.92,0.53,1.43,0.53,0.57
28163000201,28,163,000201,140.54,46.56,1.16,0.15,1.41,0.56,0.15
28163000202,28,163,000202,196.39,236.87,3.89,0,0,1.94,0
28163000203,28,163,000203,41.72,174.82,0,0,0,0,0.99
28163000204,28,163,000204,284.4,207.1,0.99,0,0.99,0.99,0
28163000205,28,163,000205,555.1,221.1,4.39,0.85,4.7,0,0.85
28163000301,28,163,000301,3.03,333.86,0,0,1,0,0
28163000302,28,163,000302,89.88,438.79,2.02,1,0.01,1.01,0
28163000303,28,163,000303,5.01,330.6,0.01,0,0.01,0,0
28163000304,28,163,000304,185.31,179.57,0.01,0,0.01,0,0
28163000401,28,163,000401,68,189,1,0,0,0,0
28163000402,28,163,000402,171.72,58.23,0,0.99,3.95,0,0
28163000403,28,163,000403,119,28,1,0,0,1,0
28163000404,28,163,000404,151,25,0,0,1,0,0
28163000405,28,163,000405,319.03,820.48,3.74,0,3.74,0.94,0
28163000406,28,163,000406,21.97,56.52,0.26,0,0.26,0.06,0
28163000501,28,163,000501,59.11,14.87,0.44,0.01,0.49,0,0
28163000503,28,163,000503,27.77,18.26,0.03,0.02,0,0.02,0.28
28163000504,28,163,000504,62.71,44.59,0,0,0,0,0.7
28163000505,28,163,000505,70.84,20.72,0.54,0,0.54,0,0.01
28163000506,28,163,000506,21,1169,1,0,3,0,1
