GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOHED,G16PREOFUE
28073000017,28,073,000017,1310.02,118.72,17.95,1,2.99,0.99,0.99
28073000019,28,073,000019,339,6,3,0,0,0,0
28073000020,28,073,000020,577.46,563.48,5,4,3,1,2
28073000021,28,073,000021,204,11,0,0,1,0,0
28073000022,28,073,000022,719,20,2,0,2,0,0
28073000023,28,073,000023,393,60,5,0,5,0,0
28073000024,28,073,000024,75,216,14,3,2,1,0
28075000101,28,075,000101,1031.9,458.57,35.04,9.01,2.01,0,0
28075000102,28,075,000102,874,450,11,1,3,0,1
28075000103,28,075,000103,524,156,9,0,7,1,0
28075000104,28,075,000104,863,272,18,0,2,0,0
28075000105,28,075,000105,124,20,1,0,0,0,0
28075000106,28,075,000106,98.04,89.55,3.8,0.29,0.29,0,0.29
28075000107,28,075,000107,983.42,189.73,24,3.01,3.01,0,0
28075000108,28,075,000108,257.1,77.43,5.96,0.99,0.99,0,0
28075000109,28,075,000109,703,616,17,6,15,2,2
28075000201,28,075,000201,138,1041,5,2,4,2,0
28075000202,28,075,000202,113,59,3,1,2,0,0
28075000203,28,075,000203,64,170,5,0,4,0,0
28075000204,28,075,000204,45,329,0,1,0,0,0
28075000205,28,075,000205,205,169,5,0,0,0,0
28075000206,28,075,000206,536.05,289.06,5.07,1.68,1.68,0,0
28075000207,28,075,000207,258.54,227.15,9.45,0.79,0.83,0.04,0.71
28075000208,28,075,000208,129.76,109.63,0.03,0.02,0,0,0
28075000209,28,075,000209,164.24,152.37,2.97,1.98,0,0,0
28075000210,28,075,000210,332.41,164.91,3.88,1.29,1.94,0.65,0
28075000211,28,075,000211,98.54,53.21,0.93,0.31,0.31,0,0
28075000301,28,075,000301,140,66,4,1,0,0,0
28075000302,28,075,000302,206.18,701.42,4.33,3.09,0.05,1,1.05
28075000303,28,075,000303,712.56,90.64,8.37,4.18,2.79,0.7,0
28075000304,28,075,000304,1146,215,13,4,2,0,2
28075000305,28,075,000305,800,29,3,0,6,1,0
28075000308,28,075,000308,309.44,39.36,3.63,1.82,1.21,0.3,0
28075000309,28,075,000309,1152,287,12,3,1,1,0
28075000401,28,075,000401,58,344,4,1,0,0,1
28075000402,28,075,000402,76.82,754.63,3.74,0,1.11,0.37,0
28075000403,28,075,000403,84.18,370.01,1.67,2.46,1.35,0.71,0
28075000404,28,075,000404,97.26,432.57,2.04,0.68,1.36,0,0
28075000405,28,075,000405,32.18,613.37,1.26,0,1.89,0.63,0
28075000406,28,075,000406,15.56,67.41,0.29,0.86,0.29,0.29,0
28075000407,28,075,000407,348.89,102.27,3.74,3.09,0.7,0,0.73
28075000408,28,075,000408,80.68,29.43,0.53,1.05,0,0,0.26
28075000501,28,075,000501,144.82,472.58,6.67,1.91,0.95,0,0.95
28075000502,28,075,000502,177,444,4,2,1,0,0
28075000504,28,075,000504,42.97,21.23,0.51,0.13,0.13,0,0
28075000505,28,075,000505,194.78,96.22,2.33,0.58,0.58,0,0
28075000506,28,075,000506,850.38,62.32,9.02,1.64,2.46,0,0
28075000507,28,075,000507,186.62,13.68,1.98,0.36,0.54,0,0
28075000508,28,075,000508,346.86,88.96,9,1,3,0,0
28075000509,28,075,000509,284.14,87.04,1,1,1,3,1
28075000510,28,075,000510,160.01,79.38,1.87,0.62,0.93,0.31,0
28075000511,28,075,000511,95,22,1,0,0,0,0
28075000512,28,075,000512,331,31,2,1,0,0,0
28075000513,28,075,000513,96.26,47.55,1.15,0.29,0.29,0,0
28075000514,28,075,000514,737,308,15,2,2,1,0
28075000515,28,075,000515,372,66,3,1,4,0,0
28075000516,28,075,000516,588.43,97.3,10.73,0.85,3.3,0,0.01
28075000517,28,075,000517,331,96,7,0,2,1,0
28077000002,28,077,000002,104.63,4.48,1.49,0.75,0,0,0.75
28077000003,28,077,000003,375.93,31.64,1.86,0.93,0.93,0,0
28077000004,28,077,000004,1046.7,225.15,11.73,4.25,3.46,0,0.25
28077000005,28,077,000005,117.91,21.31,0.78,0,0.65,0,0
28077000006,28,077,000006,28.46,84.77,0.04,0.66,0,0.66,0
28077000007,28,077,000007,386.45,25.48,2.75,3,1,0,0
28077000008,28,077,000008,4,112,0,0,0,0,0
28077000009,28,077,000009,90.12,18.61,1.96,0,0,0,0
28077000010,28,077,000010,304.39,92.7,4.78,0.01,0.01,0.01,0.03
28077000011,28,077,000011,54,4,0,0,0,0,0
28077000013,28,077,000013,101.92,22.54,0.98,0,0,0,0
28077000014,28,077,000014,42,234,1,2,1,0,0
28077000015,28,077,000015,17,138,1,0,0,1,0
28077000016,28,077,000016,198.13,103.74,1.87,0.93,0,0,0
28077000017,28,077,000017,134.15,237.82,3,0.05,0,1.05,0
28077000018,28,077,000018,179.7,176.99,1.44,0.99,1.34,0.99,1.97
28077000019,28,077,000019,143.14,44.39,1.07,0.03,0.03,1,0
28077000021,28,077,000021,75.87,16.26,0.13,0.07,0,0,0
28077000022,28,077,000022,163.05,206.25,0.83,0.03,3.57,1,0
28077000023,28,077,000023,309.28,278.8,1,1.28,1,1.28,0
28077000024,28,077,000024,205.66,16.95,2.28,0.01,0.01,0,0
28077000025,28,077,000025,2,52,0,0,0,0,0
28077000026,28,077,000026,6,47,0,0,0,0,0
28077000027,28,077,000027,0.53,0.11,0.01,0,0,0,0
28079000101,28,079,000101,375,14,2,2,0,0,0
28079000102,28,079,000102,474,134,3,0,2,1,0
28079000103,28,079,000103,307,15,0,0,0,0,0
28079000104,28,079,000104,258,51,2,1,0,1,0
28079000201,28,079,000201,380.42,273.74,4.03,1,1.01,0,0
28079000202,28,079,000202,111,256,2,0,1,0,0
28079000203,28,079,000203,405.1,174.07,7,0,4,0,0
28079000301,28,079,000301,117.26,523.66,2.69,0,0.9,0,0
28079000302,28,079,000302,113,215,1,1,1,0,0
28079000303,28,079,000303,154.76,198.13,0.99,0.99,0,0,0
28079000304,28,079,000304,44.39,273.9,1.01,3.89,0.02,0.01,0
28079000401,28,079,000401,214.21,155.52,2.28,0,1.09,0,0
28079000402,28,079,000402,331.62,123.25,1.91,0.12,1.83,0.91,0.03
28079000403,28,079,000403,185.86,231.84,2.11,0,0.16,0.07,0.98
28079000404,28,079,000404,391.07,87.13,1.98,2.97,0.99,0.99,0
28079000501,28,079,000501,103,189,2,0,0,0,0
28079000502,28,079,000502,176.37,554.88,1.98,0,0.99,0,0.99
28079000503,28,079,000503,295.48,20.13,1,0,1.01,0,0
28079000504,28,079,000504,344.44,93.74,1.02,0.03,8,0.01,0
28081000101,28,081,000101,313,329,6,2,2,0,0
28081000102,28,081,000102,236.64,28.74,1.92,0,1.92,0.96,0
28081000103,28,081,000103,152,11,0,0,1,0,0
28081000104,28,081,000104,520,164,7,5,0,0,0
28081000105,28,081,000105,388,21,5,0,1,0,0
28081000106,28,081,000106,292,20,3,1,0,0,0
28081000107,28,081,000107,430.89,62.35,6.26,1.05,6.05,0,0.01
28081000108,28,081,000108,1254,286,20,11,5,0,2
28081000109,28,081,000109,407,70,6,2,2,0,0
28081000110,28,081,000110,377,33,1,1,1,1,0
28081000112,28,081,000112,994,95,9,3,2,0,0
28081000113,28,081,000113,875,83,12,4,1,0,0
28081000115,28,081,000115,1600,636,58,14,6,3,1
28081000201,28,081,000201,1805,851,37,9,11,0,2
28081000202,28,081,000202,984.58,198.85,16.3,2.06,3.06,3,0.01
28081000203,28,081,000203,213,18,3,4,4,0,0
28081000204,28,081,000204,979,171,24,6,2,0,1
28081000205,28,081,000205,1667.53,311.81,24.44,4.89,4.89,0,0.98
28081000208,28,081,000208,311,149,4,1,3,0,0
28081000301,28,081,000301,1157.82,526.03,29.79,6.12,5.29,0.03,0
28081000302,28,081,000302,2839.18,714.97,51.21,7.88,18.71,1.97,0
28081000303,28,081,000303,161.17,1088.66,5.1,3.05,2.07,0,2
28081000304,28,081,000304,379,1257,17,12,2,1,1
28081000401,28,081,000401,311,521,9,0,0,0,1
28081000402,28,081,000402,202,174,3,0,0,0,0
28081000404,28,081,000404,391.06,279.4,3,2,2,0,2
28081000501,28,081,000501,500,113,6,0,0,0,0
28081000502,28,081,000502,204,19,2,2,2,0,0
28081000503,28,081,000503,235,303,5,1,4,1,1
28081000504,28,081,000504,329,42,3,0,2,1,0
28081000505,28,081,000505,347,349,5,4,1,1,0
28081000506,28,081,000506,292,62,4,1,1,0,0
28081000507,28,081,000507,297,111,1,1,3,0,0
28081000508,28,081,000508,307,359,5,4,4,0,0
28081000509,28,081,000509,105,16,4,2,0,0,0
28081000511,28,081,000511,352.77,553.94,7.89,3.95,4.93,0,1
28083000001,28,083,000001,17.85,970.49,2.63,0.94,1.69,0.81,0.81
28083000003,28,083,000003,36.29,289.83,0.42,0.14,0.28,0.14,0.55
28083000004,28,083,000004,125,96,1,1,0,0,1
28083000005,28,083,000005,85.58,32.46,0.98,0,0,0,0
28083000006,28,083,000006,88.47,127.32,1,1,0,0,0
28083000007,28,083,000007,24,380,5,4,0,0,1
28083000008,28,083,000008,1828.99,615.32,51.01,7.4,10.28,0.91,2.72
28083000009,28,083,000009,101,855,0,1,1,1,0
28083000010,28,083,000010,145.52,672.18,3.33,1.95,1.04,0.01,0.38
28083000011,28,083,000011,5.26,155.14,0,0.35,0.7,0.35,0
28083000012,28,083,000012,85,117,0,0,0,0,0
28083000013,28,083,000013,72,186,1,0,1,0,0
28083000014,28,083,000014,5.72,426.95,1.15,1.05,0.1,0.05,0.05
28083000015,28,083,000015,56,236,0,0,1,0,0
28083000016,28,083,000016,213,1063,1,2,0,1,0
28083000017,28,083,000017,25.5,654.82,1.2,1.75,3.49,1.65,0
28083000018,28,083,000018,293.86,906.27,8.26,2.42,4.41,0.09,0.49
28085000101,28,085,000101,17,435,1,2,1,0,0
28085000102,28,085,000102,247,11,0,0,0,0,0
28085000103,28,085,000103,318,194,2,3,1,0,1
28085000104,28,085,000104,191,15,1,0,0,0,1
28085000105,28,085,000105,19,447,2,0,2,1,0
28085000106,28,085,000106,28.76,371.92,1.98,0.99,0,0,0
28085000201,28,085,000201,133,83,1,1,1,0,0
28085000202,28,085,000202,458,91,5,0,6,1,0
28085000203,28,085,000203,134,47,1,0,0,1,0
28085000204,28,085,000204,65.66,310.38,0.99,0.99,0.99,0,0.99
28085000205,28,085,000205,191,113,2,0,0,0,0
28085000206,28,085,000206,583,251,7,0,4,0,0
28085000207,28,085,000207,211.34,466.62,6.01,5.01,2.01,0,1.01
28085000301,28,085,000301,150.24,83.08,2.02,1.01,0,1,0
28085000302,28,085,000302,892,61,7,0,2,1,1
28085000303,28,085,000303,168,165,0,1,1,0,0
28085000304,28,085,000304,450,21,5,1,1,0,1
28085000305,28,085,000305,165,38,0,0,3,0,2
28085000306,28,085,000306,663,121,6,3,6,0,0
28085000401,28,085,000401,686,38,3,1,0,0,0
28085000402,28,085,000402,464,87,4,0,4,0,0
28085000403,28,085,000403,433,86,3,2,1,1,0
28085000404,28,085,000404,373,74,4,0,4,0,0
28085000405,28,085,000405,944,193,11,0,3,0,2
28085000501,28,085,000501,402,69,5,0,0,1,0
28085000502,28,085,000502,722,135,5,2,1,0,2
28085000503,28,085,000503,462,62,0,1,4,0,0
28085000504,28,085,000504,283,80,0,1,1,1,0
28085000505,28,085,000505,342,87,0,0,1,0,0
28085000506,28,085,000506,354,222,3,0,0,0,0
28087000101,28,087,000101,2164,345,40,4,11,1,1
28087000102,28,087,000102,410.01,62.01,6,2,2,0,2
28087000104,28,087,000104,683.32,1154.23,12.04,4.98,5.02,0,1.99
28087000106,28,087,000106,327.92,185.8,7.15,0.79,3.18,0,0
28087000201,28,087,000201,1989.81,782.47,54.83,12.23,6.81,0,2.01
28087000202,28,087,000202,848.39,643.74,22.85,3.97,4.97,1.99,0
28087000204,28,087,000204,478.65,436.94,21.85,0.99,2.98,0,0.99
28087000301,28,087,000301,246.43,520.47,7.08,7.04,2.04,1,1
28087000302,28,087,000302,1349,444,23,1,3,0,0
28087000303,28,087,000303,2972.8,585.84,36.03,11.02,12.02,1,0
28087000401,28,087,000401,10.25,263.52,1.1,2.09,1.05,0.01,0.01
28087000402,28,087,000402,67.65,837.61,5.97,5.97,0.99,0.99,0
28087000403,28,087,000403,21.56,292.07,0.98,0,0,0,0
28087000404,28,087,000404,134,653,4,5,1,1,0
28087000409,28,087,000409,376.74,1812.97,12.93,10.92,8.94,0,1.99
28087000502,28,087,000502,24.51,1384.03,2.91,2.96,1.96,0,0
28087000504,28,087,000504,101,607,5,2,0,1,1
28087000505,28,087,000505,346.49,285.41,15.12,10.02,1.03,1.01,1
28087000507,28,087,000507,657.85,247.62,15.01,6.98,2,0,1
28087000508,28,087,000508,58.64,273.99,1.06,1.03,2.01,0,0
28089000101,28,089,000101,300.06,412.17,6.31,0.04,2.04,0,0
28089000103,28,089,000103,1311.64,277.38,27.7,0.44,6.59,2.3,0
28089000104,28,089,000104,551,831,5,3,3,3,2
28089000105,28,089,000105,134.07,133.33,4.23,0.04,1.06,0.02,0
28089000106,28,089,000106,9,202,1,0,0,0,0
28089000107,28,089,000107,1748.08,806.9,46.28,5.56,7.41,3.7,0
28089000108,28,089,000108,1385.77,1145.44,51.95,12.95,7.34,1.61,1.64
28089000109,28,089,000109,847,206,28,1,7,2,1
28089000201,28,089,000201,1287,355,32,3,5,0,2
28089000202,28,089,000202,1444.85,277.51,44.44,7.9,8.89,0,2.96
28089000203,28,089,000203,1784,582,70,7,15,0,0
28089000204,28,089,000204,575.38,698.04,26.6,7.15,5.77,0.39,0.39
28089000210,28,089,000210,820.65,281.06,28.16,3.28,3.24,0.23,0.74
28089000211,28,089,000211,2240.57,743.3,62.67,8.04,10.92,0,1.01
28089000301,28,089,000301,844.62,558.81,38.44,5.91,10.84,0,0
28089000302,28,089,000302,2052.02,728.71,76.77,7.68,8.45,0.77,1.54
28089000303,28,089,000303,607.08,432.22,17.92,5.88,2.07,0,0.97
28089000304,28,089,000304,426.03,595.69,14.01,7.11,4,1,1.01
28089000305,28,089,000305,1.97,324.31,0.99,7.89,0,0,0.99
28089000306,28,089,000306,1106,579,29,5,9,4,0
28089000307,28,089,000307,2039.14,937.42,80.1,6.01,10.03,0,1
28089000308,28,089,000308,1291.06,395.71,31.96,6.2,4.46,0,1.75
28089000401,28,089,000401,247.85,24.86,6.03,0,0,0,0
28089000402,28,089,000402,260.76,717.31,3.55,4.09,0.07,0.99,0
28089000403,28,089,000403,848.3,459.58,7.26,0.06,0.94,0.25,0
28089000404,28,089,000404,269.69,127.64,4.8,1.83,0.91,0,0
28089000405,28,089,000405,12.15,1007.75,1.99,0.2,2.98,1.2,0
28089000406,28,089,000406,11.8,611.78,0.98,0,2.95,0.98,0
28089000407,28,089,000407,101.42,253.93,1.98,0,2.01,0.02,0
28089000408,28,089,000408,6.96,539.29,2.32,0,0.77,0,0
28089000410,28,089,000410,1715.78,284.29,21.03,1,6.03,0,1
28089000501,28,089,000501,55.43,51.89,0,0,0,0,0.01
28089000502,28,089,000502,16,30,1,0,0,0,0
28089000503,28,089,000503,122.64,713.68,6.25,1.25,2.32,0.06,1.08
28089000504,28,089,000504,60,482,2,0,0,1,0
28089000505,28,089,000505,245.09,808.05,1.89,2.76,3.68,0,0.92
28089000506,28,089,000506,141.76,1295.36,3.65,0.99,0.23,0,0
28089000507,28,089,000507,86.94,538.83,6.69,0.96,0.96,0,0
28089000508,28,089,000508,4.86,317.28,0.01,0.8,0.02,0.8,0
28089000996,28,089,000996,118,14,1,0,1,0,2
28089000997,28,089,000997,280.06,428.15,10.78,1.96,2.93,0.98,0
28089000998,28,089,000998,372,112,15,4,6,1,0
28089000999,28,089,000999,610,165,22,2,3,1,0
28091000001,28,091,000001,793,439,6,3,8,3,0
28091000002,28,091,000002,1123,104,10,7,1,0,0
28091000003,28,091,000003,250,9,1,1,0,0,0
28091000004,28,091,000004,367.6,392.8,6.21,2,2,1,1.08
28091000005,28,091,000005,683,48,9,1,2,0,0
28091000006,28,091,000006,267.71,109.37,5.1,0,1,0,0.04
28091000007,28,091,000007,346.16,52.31,6.95,0.95,0,0.95,0.13
28091000008,28,091,000008,562,296,8,2,1,0,0
28091000009,28,091,000009,360.07,19.69,4.71,0.05,0.02,0.06,1.73
28091000010,28,091,000010,232,218,8,4,0,0,0
28091000011,28,091,000011,141,120,5,0,0,0,0
28091000013,28,091,000013,212.47,38.82,1.03,0,1.98,0.99,0.02
28091000014,28,091,000014,336,121,12,1,1,0,1
28091000015,28,091,000015,408.75,111.43,4.82,0.97,0.98,0,0
28091000016,28,091,000016,377,130,5,2,0,1,0
28091000017,28,091,000017,423,19,1,0,1,0,0
28091000018,28,091,000018,215.72,113.69,0,0.97,0.97,0,0
28091000019,28,091,000019,5,129,1,1,0,0,0
28091000020,28,091,000020,6,174,0,0,0,0,0
28091000021,28,091,000021,156,222,5,1,4,0,0
28091000022,28,091,000022,259.31,701.12,5.98,3.99,2.99,1,0
28091000023,28,091,000023,311.23,108.75,1.19,0.07,1.06,0,0
28093000101,28,093,000101,132.88,860.07,5.21,4.45,1.13,1.43,0.15
28093000102,28,093,000102,124,900,3,3,3,2,1
28093000103,28,093,000103,360.97,342.64,5.5,3.66,1.83,0,1.83
28093000201,28,093,000201,145,544,8,3,3,0,0
28093000202,28,093,000202,104,130,0,0,1,0,0
28093000203,28,093,000203,202.59,240.94,3.41,1.27,0.82,1,0
28093000204,28,093,000204,250.41,183.06,2.59,1.73,5.18,0,0
28093000205,28,093,000205,604,264,6,7,6,0,0
28093000206,28,093,000206,219,218,3,1,0,2,0
28093000301,28,093,000301,810,534,12,7,3,0,0
28093000302,28,093,000302,285.03,290.36,2.5,0.34,2.17,0,0.17
28093000303,28,093,000303,678,114,11,4,6,0,0
28093000401,28,093,000401,108,264,1,0,3,0,1
28093000402,28,093,000402,224,288,1,2,2,0,0
28093000403,28,093,000403,206,188,3,0,3,2,1
28093000404,28,093,000404,128,376,4,2,3,1,1
28093000405,28,093,000405,202,296,1,3,4,0,0
28093000406,28,093,000406,67,391,1,0,0,0,0
28093000407,28,093,000407,94,105,1,1,0,0,0
28093000501,28,093,000501,524.54,893.23,12.79,8.55,0.87,2.57,0.85
28093000502,28,093,000502,471.58,332.7,2,0,2,0,0
28093000503,28,093,000503,111,6,0,0,0,0,1
28093000504,28,093,000504,257,45,0,0,3,0,0
28093000505,28,093,000505,278,217,6,2,4,0,1
28095000102,28,095,000102,675,101,9,2,5,0,1
28095000103,28,095,000103,69,9,0,0,0,0,1
28095000104,28,095,000104,136,24,1,0,0,0,0
28095000105,28,095,000105,1246.58,97.58,5.97,3.98,2.99,0,0
28095000107,28,095,000107,569.42,82.42,2.03,1.02,0.01,3,0
28095000108,28,095,000108,179.99,10.66,0.19,0.99,0.28,0,0.09
28095000109,28,095,000109,282.01,26.34,1.81,0.01,2.72,0,0.91
28095000201,28,095,000201,188,10,0,0,1,0,0
28095000202,28,095,000202,116,7,0,0,0,0,0
28095000204,28,095,000204,830.66,94.69,7.87,1.09,3.22,0.09,0.04
28095000205,28,095,000205,1173.34,321.31,19.13,1.91,4.78,1.91,0.96
28095000302,28,095,000302,239,20,1,0,0,0,0
28095000304,28,095,000304,1032.28,247.51,9.78,2.92,4.85,1.95,0.97
28095000305,28,095,000305,558.49,101.99,7.77,1.94,0,0.97,0
28095000306,28,095,000306,343,263,4,1,1,0,0
28095000307,28,095,000307,335.09,77.21,3.17,0.04,0,0.02,0
28095000401,28,095,000401,144.59,835.3,1.08,1.03,1,0,0
28095000402,28,095,000402,138.59,29.17,1.24,0.07,0.12,0.05,0.02
28095000405,28,095,000405,57.41,408.7,2.92,0.97,0,0,0
28095000406,28,095,000406,78,297,2,0,3,0,0
28095000407,28,095,000407,407,714,7,4,1,3,1
28095000501,28,095,000501,140,509,5,1,1,0,0
28095000502,28,095,000502,90.17,182.06,1.73,0.87,0.87,0,0
28095000503,28,095,000503,429,312,10,0,2,0,0
28095000505,28,095,000505,692.83,188.94,6.27,1.13,2.13,0,0
28095000506,28,095,000506,10,553,0,2,1,0,0
28097000101,28,097,000101,179.09,70.14,1.47,0,0,0,0.47
28097000102,28,097,000102,588.93,112.99,7,0,2,0,0
28097000103,28,097,000103,67,48,3,0,1,0,0
28097000201,28,097,000201,277,185,0,0,0,1,0
28097000202,28,097,000202,437.63,131.31,2.03,1.01,2.01,0,0
28097000203,28,097,000203,46.91,55.86,0.53,0,0,0,0.53
28097000302,28,097,000302,182.81,313.38,2.03,3.02,2.03,2.97,0
28097000303,28,097,000303,40.91,138.68,2,0,0,1,0
28097000304,28,097,000304,14,70,0,0,1,0,0
28097000401,28,097,000401,260.07,227.3,7,2,3,1,0
28097000402,28,097,000402,70.88,6.01,0,0,0,0,0
28097000403,28,097,000403,210,32,2,0,1,0,2
28097000501,28,097,000501,90,7,0,0,0,0,0
28097000502,28,097,000502,247.37,653.69,3.97,0.99,0.99,0,0
28097000503,28,097,000503,105.25,63.63,0.97,0.98,0.97,0.03,0
28099000101,28,099,000101,183.2,61.64,6.03,0.08,2,0.96,1
28099000102,28,099,000102,11.38,38.04,0.9,2.65,0.88,0,0
28099000103,28,099,000103,306,9,2,1,1,0,1
28099000104,28,099,000104,214,10,4,0,0,2,0
28099000106,28,099,000106,165,45,1,1,0,0,0
28099000107,28,099,000107,158,30,0,1,0,0,0
28099000108,28,099,000108,56.8,173.36,6.97,1.92,2,0.04,1
28099000201,28,099,000201,401.93,21.03,1.01,1,4,0,1
28099000202,28,099,000202,275.07,38.97,4.99,0,1,0,0
28099000204,28,099,000204,232,41,2,0,1,1,1
28099000205,28,099,000205,25,32,0,1,1,1,0
28099000206,28,099,000206,1092.92,195.86,15.67,0.98,2.94,0,1.96
28099000301,28,099,000301,806,185,6,2,2,0,0
28099000303,28,099,000303,306,12,3,2,1,0,0
28099000304,28,099,000304,426.17,29.99,3.11,0.35,1.12,0,0
28099000305,28,099,000305,404,32,4,0,1,0,0
28099000306,28,099,000306,270,15,1,1,0,0,0
28099000401,28,099,000401,102.37,19.14,1.04,0,1,0,0.01
28099000402,28,099,000402,503,29,2,0,1,2,0
28099000403,28,099,000403,280,167,2,0,1,3,0
28099000404,28,099,000404,162.09,9.82,2.95,0,0,0,0.98
28099000406,28,099,000406,246,40,0,0,0,0,0
28099000407,28,099,000407,284,46,1,0,0,0,0
28099000501,28,099,000501,169,1013,6,4,4,4,1
28099000502,28,099,000502,175.08,235.14,0.33,0.02,2.06,0,0.04
28099000503,28,099,000503,100,183,3,0,0,1,1
28099000504,28,099,000504,324,3,3,0,1,0,0
28101000101,28,101,000101,113,172,2,0,2,0,0
28101000102,28,101,000102,398.51,175.69,2,1,1,2,1
28101000104,28,101,000104,67,665,4,4,4,2,0
28101000201,28,101,000201,446,36,7,0,2,0,0
28101000202,28,101,000202,473,35,3,3,0,1,0
28101000203,28,101,000203,368.97,73.43,6,1,1,0,0
28101000204,28,101,000204,657,39,4,0,2,0,1
28101000301,28,101,000301,283,67,1,0,2,0,0
28101000302,28,101,000302,477.52,121.88,6.99,0,1,0,0
28101000303,28,101,000303,284,128,0,3,0,0,1
28101000304,28,101,000304,331,15,2,0,0,0,0
28101000401,28,101,000401,615,319,5,1,6,2,0
28101000402,28,101,000402,558.86,406.88,8,3,5,0,1
28101000501,28,101,000501,378.66,27.09,4.1,0.01,1.02,0,2
28101000502,28,101,000502,809.3,288.89,8.9,0.99,1.98,0,0
28101000504,28,101,000504,287.18,186.13,3,5,2,1,0
28103000101,28,103,000101,36.61,465.13,1,1,1,1,0
28103000103,28,103,000103,116.31,365.64,0,0,0,0,0
28103000203,28,103,000203,207.81,1025.95,0.01,3,2,0.01,0
28103000302,28,103,000302,166.98,981.03,0.99,0,0.99,0.99,0
28103000401,28,103,000401,169,157,2,1,0,1,0
28103000403,28,103,000403,92.04,36.23,0.98,0,0,0,0
28103000404,28,103,000404,135.17,510.79,3.02,0,1,0,0
28103000501,28,103,000501,276.07,805.23,4,1,1,0,0
28105000101,28,105,000101,1109,1163,81,17,20,0,2
28105000102,28,105,000102,217.46,128.6,4.06,1.01,3.01,0.01,0
28105000103,28,105,000103,427.54,174.4,18.94,3.99,1.99,1.99,0
28105000104,28,105,000104,370,68,4,0,4,0,0
28105000201,28,105,000201,234,551,12,1,3,1,1
28105000203,28,105,000203,780,887,70,16,7,0,0
28105000204,28,105,000204,138,535,15,3,2,1,2
28105000301,28,105,000301,277,220,23,5,0,0,0
28105000302,28,105,000302,683,711,46,13,7,2,2
28105000303,28,105,000303,104,220,2,0,1,0,0
28105000304,28,105,000304,289,265,6,0,1,2,1
28105000305,28,105,000305,89,144,2,0,1,0,0
28105000401,28,105,000401,2089.54,1156.92,98.38,21.64,31.48,2.95,0
28105000402,28,105,000402,117,44,4,1,0,0,0
28105000403,28,105,000403,176.41,12.67,1.95,0,0,0,0
28105000405,28,105,000405,546,180,6,0,1,1,0
28105000501,28,105,000501,189,770,22,6,6,3,0
28105000502,28,105,000502,285.46,631.08,27.62,7.36,4.52,1.05,0
28105000503,28,105,000503,226,592,14,2,4,0,0
28105000504,28,105,000504,228.59,405.33,6.05,3,1,1,0
28107000101,28,107,000101,349.13,673.72,3.1,1.97,3.05,2.97,1.99
28107000103,28,107,000103,305,847,8,2,2,1,1
28107000105,28,107,000105,197,230,2,0,1,0,0
28107000106,28,107,000106,96.07,144.08,1.83,0.2,0.98,0.03,0.02
28107000201,28,107,000201,91,120,4,0,1,0,0
28107000202,28,107,000202,125,246,0,0,0,0,0
28107000203,28,107,000203,146,69,2,0,0,1,0
28107000204,28,107,000204,232.91,735.79,3.86,0,3.86,0.97,1.93
28107000207,28,107,000207,131,593,2,0,1,0,0
28107000301,28,107,000301,81,47,0,0,0,0,0
28107000303,28,107,000303,567,102,2,1,3,0,0
28107000304,28,107,000304,557,238,4,1,4,1,0
28107000305,28,107,000305,367.96,775.47,2.21,1.03,4.08,1,2.03
28107000306,28,107,000306,408.54,124.89,3.87,0.97,1.94,0,0.97
28107000307,28,107,000307,59,152,1,0,1,0,0
28107000402,28,107,000402,745.93,277.2,6.22,4.85,5.04,1,1
28107000403,28,107,000403,644,323.37,11.53,1,4.11,0,0
28107000404,28,107,000404,576.5,184.27,4.39,0,0.88,0,0
28107000405,28,107,000405,422,123,8,0,1,1,0
28107000503,28,107,000503,85,901,2,0,1,1,0
28107000504,28,107,000504,1261.96,524.21,23.99,5.97,8.08,1.03,0.06
28109000110,28,109,000110,122,209,3,1,2,0,0
28109000130,28,109,000130,369,73,4,0,2,0,0
28109000140,28,109,000140,515.39,598.92,15.73,3.62,5.12,0.12,0.25
28109000150,28,109,000150,310,196,8,3,0,1,0
28109000210,28,109,000210,509,51,7,0,3,1,1
28109000227,28,109,000227,765.7,86.6,25.03,1.99,4.96,0,0.55
28109000240,28,109,000240,579.78,47.16,9.17,0,3.24,0,1.75
28109000250,28,109,000250,254.35,24.74,3.46,2.11,1.07,0,0.25
28109000269,28,109,000269,407.27,21.82,7.3,0.9,2.7,0,0.45
28109000270,28,109,000270,1068,150,25,3,3,0,0
28109000280,28,109,000280,633.26,69.77,10.53,0,1.93,0,0
28109000320,28,109,000320,1480,110,15,7,9,1,3
28109000321,28,109,000321,165,11,0,2,0,0,0
28109000340,28,109,000340,809.95,64.6,6.22,3,2.48,0.74,0
28109000350,28,109,000350,271,11,3,3,1,0,0
28109000359,28,109,000359,618,38,5,1,10,0,0
28109000367,28,109,000367,764.05,80.4,16.78,4,5.52,1.26,1
28109000390,28,109,000390,697,69,11,2,2,0,0
28109000407,28,109,000407,821.45,85.32,14.59,6.62,2.86,0.87,0
28109000410,28,109,000410,783.34,64.68,10.63,5.35,3.07,0,0
28109000420,28,109,000420,423.39,58.44,10.3,4.03,1.17,1.13,0
