GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRWIC,G18USSDBAR,G18USSLBED,G18USSOOHA,R18USSRHYD,R18USSDESP
28075000302,28,075,000302,159.85,548,4.14,5.24,120.68,607.7
28075000303,28,075,000303,561.96,82.97,6.97,2.09,460.16,96.22
28075000304,28,075,000304,951,175,17,1,823,190
28075000305,28,075,000305,623,30,5,5,537,25
28075000308,28,075,000308,244.04,36.03,3.03,0.91,199.84,41.78
28075000309,28,075,000309,903,260,14,2,799,256
28075000401,28,075,000401,48,271,10,1,28,296
28075000402,28,075,000402,49,462,3,4,33,500
28075000403,28,075,000403,61.89,264.36,0.64,0.32,53.35,273.57
28075000404,28,075,000404,68.01,344.15,1.36,0.68,54.41,351.64
28075000405,28,075,000405,42,483,2,2,25,515
28075000406,28,075,000406,12.1,41.49,0,0,11.24,43.79
28075000407,28,075,000407,235.29,64.04,4.78,2.78,201.71,72.15
28075000408,28,075,000408,52.04,17.12,1.03,0.68,43.99,19.34
28075000501,28,075,000501,118.15,343,2.86,4.76,74.32,377.3
28075000502,28,075,000502,139,371,2,0,100,394
28075000504,28,075,000504,35.63,16.72,0.64,0.26,31,16.72
28075000505,28,075,000505,161.54,75.81,2.92,1.17,140.54,75.81
28075000506,28,075,000506,658.49,54.94,7.38,2.46,581.41,51.66
28075000507,28,075,000507,144.51,12.06,1.62,0.54,127.59,11.34
28075000508,28,075,000508,273.89,60.98,8,2,239.9,130.95
28075000509,28,075,000509,214.11,54.02,2,0,187.1,54.05
28075000510,28,075,000510,135.42,57.9,1.56,0.62,116.11,61.95
28075000511,28,075,000511,105.99,34.86,2.09,1.39,89.6,39.4
28075000512,28,075,000512,253,23,4,1,233,19
28075000513,28,075,000513,79.83,37.47,1.44,0.58,69.46,37.47
28075000514,28,075,000514,571,237,6,1,490,252
28075000515,28,075,000515,300,47,2,0,266,48
28075000516,28,075,000516,427.68,77.98,9.1,4.14,374.69,87.11
28075000517,28,075,000517,146.92,47.43,1.26,3.78,125.51,52.47
28077000002,28,077,000002,71.75,8.97,1.49,1.49,86.69,3.74
28077000003,28,077,000003,274.51,21.4,4.65,0.93,277.3,17.68
28077000004,28,077,000004,819.91,176.6,18.17,5.04,844.44,194.29
28077000005,28,077,000005,87.67,12.93,0.81,0.03,90.9,18.54
28077000006,28,077,000006,28.01,55.5,0.73,2.68,23.98,82.9
28077000007,28,077,000007,332.55,24.66,6.49,3,323.53,27.87
28077000008,28,077,000008,6,65,1,3,3,96
28077000009,28,077,000009,68.57,16.65,2.94,0.98,66.61,24.49
28077000010,28,077,000010,218.29,70.38,5.71,1.01,218.29,85.91
28077000011,28,077,000011,41,3,0,0,43,4
28077000013,28,077,000013,73.5,3.92,3.92,0,72.52,8.82
28077000014,28,077,000014,52,163,3,7,42,214
28077000015,28,077,000015,26,91,0,1,17,118
28077000016,28,077,000016,150.47,64.49,2.8,0.93,166.36,75.7
28077000017,28,077,000017,117.15,172.46,4.05,2.21,107.83,189.66
28077000018,28,077,000018,134.05,141.69,0.48,3.97,135.81,166.55
28077000019,28,077,000019,105.57,22.71,0.22,0.03,98.64,37.7
28077000021,28,077,000021,55.53,9.51,0.2,0.07,58.64,11.3
28077000022,28,077,000022,130.63,152.02,4.47,3.49,140.23,180.44
28077000023,28,077,000023,246.28,206.4,1.28,4.13,249.58,261.95
28077000024,28,077,000024,148.17,11.63,1.58,0.01,151.24,15.37
28077000025,28,077,000025,1,37,1,0,0,45
28077000026,28,077,000026,7,27,1,0,4,35
28077000027,28,077,000027,0.41,0.09,0.01,0,0.42,0.1
28079000101,28,079,000101,280,16,3,1,271,13
28079000102,28,079,000102,385,102,7,3,363,111
28079000103,28,079,000103,229,15,5,0,235,13
28079000104,28,079,000104,203,37,2,4,193,50
28079000201,28,079,000201,319.6,199.99,3.08,4.2,270.09,242.78
28079000202,28,079,000202,81,169,4,5,79,233
28079000203,28,079,000203,282.09,98.05,3,2,287.07,131.06
28079000301,28,079,000301,129.8,387.6,6.27,15.22,89.51,449.36
28079000302,28,079,000302,104,152,1,3,92,197
28079000303,28,079,000303,126.18,138,2.96,0.99,116.32,179.41
28079000304,28,079,000304,43.59,183.2,1.05,1.04,35.08,234.5
28079000401,28,079,000401,154.51,117.36,3.65,2.58,154.32,130.79
28079000402,28,079,000402,228.47,72.14,2.82,4.68,255.73,95.12
28079000403,28,079,000403,145.07,132.06,2.23,3.36,151.98,181.37
28079000404,28,079,000404,279.2,64.35,4.95,1.98,296.03,89.11
28079000501,28,079,000501,74,141,2,5,61,166
28079000502,28,079,000502,141.69,368.6,6.94,6.94,119.89,476.6
28079000503,28,079,000503,197.37,15.09,5,0,199.37,21.12
28079000504,28,079,000504,262.43,61.56,1.05,1.02,264.6,84.78
28081000101,28,081,000101,262,264,6,4,241,323
28081000102,28,081,000102,193.52,14.37,4.79,2.87,189.69,17.24
28081000103,28,081,000103,122,5,3,0,119,7
28081000104,28,081,000104,372,115,14,1,327,149
28081000105,28,081,000105,285,19,4,3,270,13
28081000106,28,081,000106,218,18,5,3,202,21
28081000107,28,081,000107,287.44,55.91,5.41,4.1,279.48,58.4
28081000108,28,081,000108,1000,264,18,6,974,295
28081000109,28,081,000109,397,63,1,2,367,85
28081000110,28,081,000110,312,29,4,2,300,34
28081000112,28,081,000112,766,71,25,6,737,88
28081000113,28,081,000113,643,75,10,3,620,81
28081000115,28,081,000115,1272,595,33,9,1153,713
28081000201,28,081,000201,1408,677,36,13,1344,833
28081000202,28,081,000202,752.3,168.34,27.47,5.12,742.21,210.91
28081000203,28,081,000203,184,10,5,2,173,16
28081000204,28,081,000204,796,151,27,7,799,168
28081000205,28,081,000205,1159.26,270.75,38.12,9.77,1070.31,316.69
28081000208,28,081,000208,278,129,6,3,243,162
28081000301,28,081,000301,919.72,393.23,19.78,6.11,872.68,494.17
28081000302,28,081,000302,2379.28,597.77,50.22,6.89,2247.32,723.83
28081000303,28,081,000303,140.95,749.49,4.25,7.04,97.92,960.03
28081000304,28,081,000304,319,738,9,9,227,1008
28081000401,28,081,000401,218,402,8,5,202,472
28081000402,28,081,000402,158,120,6,2,152,160
28081000404,28,081,000404,315.05,211.27,9,2,297.03,262.35
28081000501,28,081,000501,356,71,8,1,352,90
28081000502,28,081,000502,145,15,2,1,157,20
28081000503,28,081,000503,164,212,5,3,176,272
28081000504,28,081,000504,268,29,2,0,262,34
28081000505,28,081,000505,272,298,8,1,273,346
28081000506,28,081,000506,225,49,6,4,238,56
28081000507,28,081,000507,221,92,8,2,234,108
28081000508,28,081,000508,229,268,11,5,208,317
28081000509,28,081,000509,90,13,2,1,81,18
28081000511,28,081,000511,277,400.24,15.74,4.96,257.04,519.62
28083000001,28,083,000001,43.38,658.87,7,3.56,9.41,750.14
28083000003,28,083,000003,30.38,177.83,3.17,2.2,16.27,215.31
28083000004,28,083,000004,94,60,0,1,94,63
28083000005,28,083,000005,68.85,19.67,0,0.98,60.98,28.53
28083000006,28,083,000006,72.66,79.32,3.9,1,61.9,106.87
28083000007,28,083,000007,23,179,2,2,15,214
28083000008,28,083,000008,1598.98,508.91,18.17,8.63,1523.22,612.74
28083000009,28,083,000009,90,575,14,9,62,701
28083000010,28,083,000010,126.8,470.26,9.45,6.19,97.03,542.32
28083000011,28,083,000011,10.18,104.25,0.35,0.35,1.75,117.58
28083000012,28,083,000012,81,74,2,0,73,94
28083000013,28,083,000013,56,131,5,2,53,136
28083000014,28,083,000014,15.36,255.9,7.41,4.21,3.31,305.45
28083000015,28,083,000015,48,181,1,2,41,199
28083000016,28,083,000016,172,786,14,5,138,900
28083000017,28,083,000017,42.08,443.44,4.24,1.94,10.04,484.38
28083000018,28,083,000018,274.83,645.55,13.2,6.91,236.96,761.08
28085000101,28,085,000101,18,368,1,2,8,411
28085000102,28,085,000102,199,2,3,1,196,3
28085000103,28,085,000103,245,165,4,2,254,173
28085000104,28,085,000104,152,13,1,0,156,8
28085000105,28,085,000105,24,326,4,5,14,384
28085000106,28,085,000106,30.75,252.91,2.98,0.99,15.87,322.33
28085000201,28,085,000201,104,57,1,0,105,70
28085000202,28,085,000202,359,82,4,5,353,86
28085000203,28,085,000203,99,37,3,1,111,43
28085000204,28,085,000204,55.71,220.85,2.98,2.98,51.73,296.46
28085000205,28,085,000205,169,85,4,2,159,105
28085000206,28,085,000206,484,217,14,3,507,232
28085000207,28,085,000207,171.29,339.15,4.02,6.02,158.27,392.54
28085000301,28,085,000301,143.25,77.09,2.02,2.01,136.13,87.67
28085000302,28,085,000302,658,46,5,4,682,49
28085000303,28,085,000303,145,113,5,3,143,136
28085000304,28,085,000304,352,12,8,1,360,16
28085000305,28,085,000305,129,37,4,1,126,41
28085000306,28,085,000306,580,99,3,0,573,107
28085000401,28,085,000401,488,32,12,0,495,39
28085000402,28,085,000402,357,59,4,3,357,75
28085000403,28,085,000403,344,78,6,2,337,92
28085000404,28,085,000404,286,48,9,1,303,55
28085000405,28,085,000405,885,167,9,3,859,184
28085000501,28,085,000501,341,55,1,0,339,65
28085000502,28,085,000502,579,111,6,2,584,127
28085000503,28,085,000503,377,54,3,1,379,57
28085000504,28,085,000504,226,65,1,1,235,76
28085000505,28,085,000505,290,67,6,0,272,79
28085000506,28,085,000506,285,168,5,1,267,196
28087000101,28,087,000101,1709,278,32,12,1518,316
28087000102,28,087,000102,344.01,43.01,7,1,305.01,48.01
28087000104,28,087,000104,494.59,883.99,7.07,7.98,444.41,980.84
28087000106,28,087,000106,258.05,151.65,7.94,2.38,226.29,175.47
28087000201,28,087,000201,1618.43,697.23,26.99,4.64,1448.33,752.73
28087000202,28,087,000202,691.43,522.54,15.89,2.98,609.96,568.24
28087000204,28,087,000204,365.44,301.89,7.94,0.99,291.96,340.62
28087000301,28,087,000301,171.58,384.17,5,2,146.23,447.33
28087000302,28,087,000302,1013,340,28,1,894,387
28087000303,28,087,000303,2353.67,520.74,24.02,4.02,2030.5,574.08
28087000401,28,087,000401,17,164.45,1.07,2.08,6.45,188.5
28087000402,28,087,000402,77.59,561.06,2.98,5.97,50.73,609.8
28087000403,28,087,000403,26.46,159.75,0.98,0.98,12.74,215.62
28087000404,28,087,000404,150,448,7,3,124,540
28087000409,28,087,000409,315.28,1292,9.95,8.96,234.58,1451
28087000502,28,087,000502,60.34,855.95,5,5,12.73,1003.62
28087000504,28,087,000504,101,402,2,4,62,472
28087000505,28,087,000505,280.66,253.77,8.08,4.02,234.23,260.01
28087000507,28,087,000507,618.61,198.21,14,0.01,571.61,238.37
28087000508,28,087,000508,52.49,178.79,0.06,2,38.3,215.95
28089000101,28,089,000101,252.66,315.8,6.31,5.04,237.59,356.54
28089000103,28,089,000103,1076.25,226.66,12.55,9.22,1084.34,306.04
28089000104,28,089,000104,454,651,18,6,435,777
28089000105,28,089,000105,99.75,117.5,6.09,1.04,81.2,142.25
28089000106,28,089,000106,13,125,2,2,2,154
28089000107,28,089,000107,729.38,459.79,19.44,2.78,1268.56,890
28089000108,28,089,000108,1089.92,931.72,20.25,9.67,959.83,1037.86
28089000109,28,089,000109,697,188,10,3,637,200
28089000201,28,089,000201,1137,328,9,9,1006,390
28089000202,28,089,000202,1227.58,268.63,13.83,2.96,1100.18,279.49
28089000203,28,089,000203,1403,554,35,6,1262,591
28089000204,28,089,000204,458.5,564.66,17.92,4.36,407.99,610.65
28089000210,28,089,000210,1163,433,18,5,1071,482
28089000211,28,089,000211,2044.3,647.58,23.92,5.03,1815.93,728.41
28089000301,28,089,000301,695.8,482.92,16.75,3.94,658.35,553.88
28089000302,28,089,000302,1498.09,629.19,25,7,1347.08,701.21
28089000303,28,089,000303,579.18,395.31,8.91,3.91,533.25,429.06
28089000304,28,089,000304,330.11,466.28,13.01,6.04,1764,963.52
28089000305,28,089,000305,7.89,157.72,0.99,2.96,0,174.48
28089000306,28,089,000306,929,568,22,4,823,623
28089000307,28,089,000307,1969.76,833.22,29.04,9.01,1831.67,987.4
28089000308,28,089,000308,947.95,290.96,9.37,1.11,894.8,326.24
28089000401,28,089,000401,198.08,15.3,2.06,1.01,200.9,18.54
28089000402,28,089,000402,251.83,537.61,7.42,1.06,222.12,633.08
28089000403,28,089,000403,675.35,315.97,13.57,2.18,636.68,387.67
28089000404,28,089,000404,236.36,96.35,1.3,0,223.95,111.23
28089000405,28,089,000405,25.68,706.02,7.26,9.25,6.12,832.76
28089000406,28,089,000406,13.77,379.66,5.9,0.98,5.9,434.74
28089000407,28,089,000407,81.79,208.78,3.05,1.98,76.75,229.36
28089000408,28,089,000408,15.47,383.77,6.19,5.42,3.87,480.49
28089000410,28,089,000410,1634.44,283.56,20.05,3.03,1533.35,307.91
28089000501,28,089,000501,41.77,33.06,0.65,1.28,36.67,42.15
28089000502,28,089,000502,11,24,1,0,9,28
28089000503,28,089,000503,128.96,525.02,10.08,4.56,98.09,627.34
28089000504,28,089,000504,79,379,2,6,54,436
28089000505,28,089,000505,213.22,589.29,7.42,8.27,181.84,677.31
28089000506,28,089,000506,132.36,959.52,10.73,5.55,101.22,1155.28
28089000507,28,089,000507,78.34,445.2,6.69,0.96,55.41,482.46
28089000508,28,089,000508,10.33,238.01,3.74,3.75,1.89,281.27
28089000996,28,089,000996,103,8,0,0,91,7
28089000997,28,089,000997,172.53,343.86,3.92,1.95,147.82,378.51
28089000998,28,089,000998,334,95,10,1,304,100
28089000999,28,089,000999,491,173,10,2,445,177
28091000001,28,091,000001,608,324,16,8,588,369
28091000002,28,091,000002,895,80,11,3,839,90
28091000003,28,091,000003,182,12,3,0,181,4
28091000004,28,091,000004,276.91,310.55,6.13,5.08,257.44,349.63
28091000005,28,091,000005,489,40,13,2,468,38
28091000006,28,091,000006,214.53,89.25,1.06,4.04,197.31,100.29
28091000007,28,091,000007,259.51,37.74,3.98,2.97,239.87,46.38
28091000008,28,091,000008,395,219,11,8,368,256
28091000009,28,091,000009,259.08,13.64,2.85,1.92,248.41,15.9
28091000010,28,091,000010,167,151,9,1,159,170
28091000011,28,091,000011,100,92,2,2,90,110
28091000013,28,091,000013,160.98,32.83,4.98,2.99,152.95,37.8
28091000014,28,091,000014,242,99,5,2,205,110
28091000015,28,091,000015,319.98,87.56,7.74,2.93,294.87,101.38
28091000016,28,091,000016,276,91,6,2,244,105
28091000017,28,091,000017,321,15,9,1,312,15
28091000018,28,091,000018,158.39,81.62,4.86,0.97,159.36,92.31
28091000019,28,091,000019,5,90,0,1,7,107
28091000020,28,091,000020,8,114,3,5,2,150
28091000021,28,091,000021,125,169,2,1,118,198
28091000022,28,091,000022,214.43,505.65,4.99,7.98,184.51,572.47
28091000023,28,091,000023,190.2,79.17,5.41,3.12,180.26,97.84
28093000101,28,093,000101,136.08,566.74,4.76,5.28,98.32,589.56
28093000102,28,093,000102,127,673,3,7,70,752
28093000103,28,093,000103,284.01,226.29,8.25,1.83,230.87,278.51
28093000201,28,093,000201,142,376,7,4,94,400
28093000202,28,093,000202,85,87,0,0,66,93
28093000203,28,093,000203,169.77,160.89,2.41,4.14,137.31,186.7
28093000204,28,093,000204,226.23,132.11,2.59,0.86,210.69,137.3
28093000205,28,093,000205,495,195,7,4,421,234
28093000206,28,093,000206,173,139,5,1,136,171
28093000301,28,093,000301,599,374,19,6,493,415
28093000302,28,093,000302,218.99,230.71,10.75,4.17,165.13,240.49
28093000303,28,093,000303,537,75,10,1,440,96
28093000401,28,093,000401,93,187,4,2,74,185
28093000402,28,093,000402,162,219,7,3,128,235
28093000403,28,093,000403,184,140,6,1,154,140
28093000404,28,093,000404,110,247,5,1,88,311
28093000405,28,093,000405,151,208,5,5,133,243
28093000406,28,093,000406,56,282,3,3,42,308
28093000407,28,093,000407,81,80,2,0,69,90
28093000501,28,093,000501,477.25,693.44,10.25,7.72,407.97,766.65
28093000502,28,093,000502,373.67,201.82,10.99,5.99,320.71,236.79
28093000503,28,093,000503,92,3,0,0,88,4
28093000504,28,093,000504,210,20,0,1,195,37
28093000505,28,093,000505,232,175,1,3,200,184
28095000102,28,095,000102,494,55,6,1,469,71
28095000103,28,095,000103,49,10,1,0,55,9
28095000104,28,095,000104,100,19,1,3,96,22
28095000105,28,095,000105,917.02,69.7,11.95,1,892.12,92.6
28095000107,28,095,000107,464.98,57.3,1.05,0,426.88,73.4
28095000108,28,095,000108,121.11,8.92,0.38,0.09,115.59,6.75
28095000109,28,095,000109,182.89,19.08,3.62,0.91,177.41,17.25
28095000201,28,095,000201,148,4,3,1,134,10
28095000202,28,095,000202,81,4,2,0,78,3
28095000204,28,095,000204,627.44,73.06,2.61,3.22,601.29,87.43
28095000205,28,095,000205,840.56,219.94,13.39,4.78,749.71,293.57
28095000302,28,095,000302,155,14,3,1,139,14
28095000304,28,095,000304,783.07,159.91,16.53,1.96,701.21,196.94
28095000305,28,095,000305,453.59,69.93,5.83,1.94,410.85,88.39
28095000306,28,095,000306,290,184,4,5,266,204
28095000307,28,095,000307,240.82,51.51,4.13,1.04,229.89,60.91
28095000401,28,095,000401,143.45,548.21,5.05,2,113.16,722.17
28095000402,28,095,000402,118.31,26.92,0.42,0.05,112.25,29.86
28095000405,28,095,000405,52.55,332.79,1.95,0,41.84,367.83
28095000406,28,095,000406,66,224,2,1,53,261
28095000407,28,095,000407,370,458,4,3,317,590
28095000501,28,095,000501,128,353,2,1,104,457
28095000502,28,095,000502,84.96,126.58,0.87,0,69.36,154.32
28095000503,28,095,000503,315,211,7,7,301,294
28095000505,28,095,000505,484.04,146.42,8.13,2,465.64,166.68
28095000506,28,095,000506,24,355,1,0,4,448
28097000101,28,097,000101,147.36,49.15,1.47,0.47,145.27,52.62
28097000102,28,097,000102,479.95,93.99,3,1,436.95,103.99
28097000103,28,097,000103,60,35,3,3,51,43
28097000201,28,097,000201,209,133,5,1,176,144
28097000202,28,097,000202,330.3,93.03,2.02,2.04,317.01,106.37
28097000203,28,097,000203,41.64,45.85,0.53,0.53,33.73,46.38
28097000302,28,097,000302,171.23,251.15,3.07,0,142.14,277.26
28097000303,28,097,000303,39.91,92.79,2.99,1,37.91,117.73
28097000304,28,097,000304,12,54,2,0,10,58
28097000401,28,097,000401,219.07,144.2,6.01,4,196.07,165.26
28097000402,28,097,000402,57.9,3.01,0,0,55.9,4
28097000403,28,097,000403,150,19,4,0,145,20
28097000501,28,097,000501,66,4,1,2,70,5
28097000502,28,097,000502,196.7,459.97,2.98,5.96,152.99,510.63
28097000503,28,097,000503,72.82,47.86,1.93,0,65.91,54.75
28099000101,28,099,000101,138.5,42.42,0.04,3.03,128.85,54.14
28099000102,28,099,000102,13.57,23.04,1,2,9.49,34.03
28099000103,28,099,000103,237,8,1,0,204,5
28099000104,28,099,000104,163,6,4,0,145,6
28099000106,28,099,000106,123,22,1,2,109,31
28099000107,28,099,000107,109,21,1,0,93,22
28099000108,28,099,000108,63.5,124.58,0.96,3.97,38.15,153.86
28099000201,28,099,000201,278.97,20.01,2,0,268.97,15.03
28099000202,28,099,000202,209.03,25.99,4,3,196.03,33.97
28099000204,28,099,000204,187,43,3,1,168,35
28099000205,28,099,000205,13,26,0,0,13,31
28099000206,28,099,000206,860.82,141.02,7.83,1.96,784.43,148.86
28099000301,28,099,000301,640,128,6,4,570,137
28099000303,28,099,000303,260,7,4,0,209,11
28099000304,28,099,000304,339.83,16.99,4,1,302.85,20.99
28099000305,28,099,000305,321,24,3,1,296,31
28099000306,28,099,000306,202,8,2,1,177,8
28099000401,28,099,000401,77.74,13.13,0,0,72.45,11.1
28099000402,28,099,000402,379,19,4,0,332,16
28099000403,28,099,000403,188,118,5,4,201,139
28099000404,28,099,000404,118.86,8.84,0,0,99.22,6.88
28099000406,28,099,000406,168,35,4,2,160,37
28099000407,28,099,000407,203,26,8,4,183,38
28099000501,28,099,000501,139,722,5,4,89,767
28099000502,28,099,000502,140.18,176.98,2.17,1.04,107.57,199.14
28099000503,28,099,000503,81,149,3,2,72,168
28099000504,28,099,000504,207,6,6,1,193,4
28101000101,28,101,000101,93,140,1,1,79,148
28101000102,28,101,000102,289.66,128.77,9.98,0,285.63,136.77
28101000104,28,101,000104,65,473,2,0,38,560
28101000201,28,101,000201,321,34,10,7,298,34
28101000202,28,101,000202,355,25,4,3,325,35
28101000203,28,101,000203,283.71,56.31,4.02,0,261.7,58.33
28101000204,28,101,000204,490,30,12,3,471,33
28101000301,28,101,000301,203,36,7,1,189,54
28101000302,28,101,000302,370.63,80.92,6.99,3,324.67,103.9
28101000303,28,101,000303,224,84,9,4,206,118
28101000304,28,101,000304,259,14,5,2,256,14
28101000401,28,101,000401,461,229,12,3,458,270
28101000402,28,101,000402,404.9,271.92,12,3,353.92,299.92
28101000501,28,101,000501,277.77,22.25,4.15,3.01,279.41,16.77
28101000502,28,101,000502,633.19,210.73,13.85,0.99,599.56,259.21
28101000504,28,101,000504,234.13,150.09,3,3,220.12,157.1
28103000101,28,103,000101,35.48,299.18,2.06,3.01,26.05,347.97
28103000103,28,103,000103,110.45,217.69,2.94,0.99,90.89,257.87
28103000203,28,103,000203,193.78,615.28,2.03,6.01,153.56,701.85
28103000302,28,103,000302,159.03,640.11,4.97,1.99,117.29,747.45
28103000401,28,103,000401,144,114,2,2,135,116
28103000403,28,103,000403,77.35,20.56,0.98,3.92,74.41,22.52
28103000404,28,103,000404,110.84,375.05,1.02,2.09,101.74,434.17
28103000501,28,103,000501,254.07,506.14,6,4,201.06,589.16
28105000101,28,105,000101,866,963,33,13,668,1100
28105000102,28,105,000102,183.28,109.42,5.03,2.01,173.15,113.52
28105000103,28,105,000103,375.72,122.58,9.97,1.99,335.85,152.48
28105000104,28,105,000104,291,48,4,0,261,61
28105000201,28,105,000201,219,380,12,5,172,453
28105000203,28,105,000203,537,621,29,8,468,686
28105000204,28,105,000204,136,415,5,4,94,474
28105000301,28,105,000301,95,122,7,0,67,118
28105000302,28,105,000302,565,584,10,7,465,655
28105000303,28,105,000303,87,173,3,1,73,201
28105000304,28,105,000304,257,193,7,6,220,242
28105000305,28,105,000305,81,86,0,2,68,105
28105000401,28,105,000401,1926.23,1031,36.4,7.87,1671.44,1115.6
28105000402,28,105,000402,78,40,0,1,74,40
28105000403,28,105,000403,154.97,13.65,1.95,0,136.45,15.59
28105000405,28,105,000405,435,137,9,2,426,156
28105000501,28,105,000501,154,542,10,2,95,616
28105000502,28,105,000502,236.77,479,14.6,3.13,181.56,546.4
28105000503,28,105,000503,225,434,9,8,174,508
28105000504,28,105,000504,231.03,304.35,6.05,1,204.55,358.41
28107000101,28,107,000101,274.23,475.56,11.99,6,224.75,538.74
28107000103,28,107,000103,263,521,7,6,223,676
28107000105,28,107,000105,165,166,3,2,142,182
28107000106,28,107,000106,79.78,110.93,1.98,1.1,66.21,119.6
28107000201,28,107,000201,62,96,1,4,64,103
28107000202,28,107,000202,92,181,1,2,71,209
28107000203,28,107,000203,116,42,2,0,103,52
28107000204,28,107,000204,209.65,512.74,4.84,2.9,158.47,581.3
28107000207,28,107,000207,109,440,1,3,71,513
28107000301,28,107,000301,65,23,1,3,47,28
28107000303,28,107,000303,437,89,8,1,389,90
28107000304,28,107,000304,415,185,7,3,365,222
28107000305,28,107,000305,274.96,543.41,10.21,2.06,224.32,628.92
28107000306,28,107,000306,323.35,70.67,5.81,0.97,298.18,72.61
28107000307,28,107,000307,40,116,3,2,28,165
28107000402,28,107,000402,545.2,208.45,13.15,6.92,458.06,251.46
28107000403,28,107,000403,512.4,258.85,10.11,5.21,439.97,281.83
28107000404,28,107,000404,456.29,114.07,0.88,1.75,411.54,138.64
28107000405,28,107,000405,353,79,8,4,298,90
28107000503,28,107,000503,79,598,8,7,48,692
28107000504,28,107,000504,932.13,381.31,15.04,1.08,798.5,441.89
28109000110,28,109,000110,84,156,5,3,69,168
28109000130,28,109,000130,232,70,7,1,207,61
28109000140,28,109,000140,315,347,8,5,260,353
28109000150,28,109,000150,227,135,8,2,204,151
28109000210,28,109,000210,352,39,7,2,278,36
28109000227,28,109,000227,595.71,79.42,20.56,2.84,531.17,84.39
28109000240,28,109,000240,388.08,50.61,8.16,5.01,340.56,39.69
28109000250,28,109,000250,173.88,13.19,1.07,0.01,156.78,12.21
28109000269,28,109,000269,237.37,31.96,8.19,1.13,211.63,33.99
28109000270,28,109,000270,784,125,14,4,663,138
28109000280,28,109,000280,497.37,53.18,6.03,4.02,406.2,51.14
28109000320,28,109,000320,1015,117,31,7,824,118
28109000321,28,109,000321,128,10,2,0,105,8
28109000340,28,109,000340,498.31,45.4,25.65,5.92,450.93,38.49
28109000350,28,109,000350,184,11,5,2,153,10
28109000359,28,109,000359,426,34,5,6,343,34
28109000367,28,109,000367,599.69,85.6,14.35,5.08,463.07,83.51
28109000390,28,109,000390,514,66,13,6,468,61
28109000407,28,109,000407,431,56,5,4,366,50
28109000410,28,109,000410,560,61,21,4,430,57
28109000420,28,109,000420,342,65,13,4,281,56
28109000440,28,109,000440,150,688,4,8,113,657
28109000520,28,109,000520,542,106,16,6,454,101
28109000525,28,109,000525,498,60,8,5,413,58
28109000527,28,109,000527,978.61,151.24,28.67,17.79,776.96,139.38
28109000550,28,109,000550,1620.39,242.76,30.33,6.21,1354.04,230.62
28111000101,28,111,000101,84.18,70.89,2.01,3.02,59.12,86.13
28111000102,28,111,000102,108,95,2,0,89,118
28111000103,28,111,000103,70.58,200.28,4.77,3.81,48.64,280.4
28111000201,28,111,000201,136,15,0,4,143,14
28111000202,28,111,000202,572,36,10,3,552,33
28111000301,28,111,000301,698,95,22,5,669,114
28111000401,28,111,000401,172,54,2,3,157,78
28111000402,28,111,000402,126,56,1,1,117,69
28111000403,28,111,000403,271,41,3,4,269,46
28111000404,28,111,000404,14.82,71.11,0.99,1.98,9.88,90.87
28111000501,28,111,000501,174,18,3,0,175,16
28111000502,28,111,000502,41,6,0,0,44,2
28111000503,28,111,000503,84.42,35.72,3.23,5.19,87.36,52.6
28111000504,28,111,000504,316,47,7,2,289,49
28111000505,28,111,000505,45,12,1,0,45,10
28113000101,28,113,000101,44.75,398.79,2.98,4.97,28.84,460.45
28113000102,28,113,000102,57.25,155.21,6.02,1.03,52.16,171.55
28113000103,28,113,000103,17,449,2,1,8,514
28113000105,28,113,000105,57.81,185.56,2.8,2.8,41.96,217.27
28113000201,28,113,000201,92.34,249.22,3.63,6.18,79.35,284.84
28113000202,28,113,000202,171.12,325.61,1.96,1.96,144.72,384.28
28113000203,28,113,000203,204.19,359.36,3.86,2.91,170.21,433.19
28113000204,28,113,000204,263.01,391.24,5.19,3.14,241.35,440.78
28113000206,28,113,000206,9,202,2,4,3,219
28113000301,28,113,000301,112.03,157.04,1,1,101.03,184.05
28113000302,28,113,000302,493.66,328.78,20.37,5.82,429.65,381.16
28113000304,28,113,000304,283,186,10,3,232,227
28113000305,28,113,000305,350,168,11,1,328,171
28113000306,28,113,000306,409,83,7,1,376,87
28113000401,28,113,000401,593,101,23,3,546,103
28113000402,28,113,000402,300,130,2,2,254,137
28113000403,28,113,000403,222,216,12,1,195,223
28113000404,28,113,000404,283.19,285.44,14.2,2.2,246.04,343.73
28113000405,28,113,000405,444,181,11,2,413,191
28113000406,28,113,000406,633,141,5,0,592,154
28113000501,28,113,000501,284.97,344.96,12,4,283.97,403.95
28113000503,28,113,000503,269,291,9,2,240,350
28113000504,28,113,000504,334,184,3,2,312,197
28113000505,28,113,000505,397.68,264.78,6.99,0,337.72,306.75
28113000506,28,113,000506,177,79,1,2,139,92
28115000101,28,115,000101,119,15,3,3,117,22
28115000102,28,115,000102,353.31,36.95,16.32,7.08,331.35,42.15
28115000103,28,115,000103,177.69,23.05,7.68,1.92,178.65,27.85
28115000104,28,115,000104,327,61,9,1,311,68
28115000106,28,115,000106,204,23,6,1,201,34
28115000107,28,115,000107,205.72,45.62,4.47,2.68,188.73,51.88
28115000108,28,115,000108,392,102,5,2,349,120
