GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05097000002,05,097,000002,150.7,42.4,3.6,0.9,3.5,1.8,0.9,0.9,132.8,59.3,4.6,0
05097000003,05,097,000003,272.7,48.1,7,1,0,3,1,0,235.8,74.1,16,0
05097000004,05,097,000004,240.1,49.5,1,2,1,1,1,0,224.8,57.8,8.1,0
05097000005,05,097,000005,358.2,133.6,9.8,3.9,5.8,1.9,2,2,326.1,167.5,15.5,0
05097000006,05,097,000006,83.1,24.5,0.5,0.2,0.5,1.1,0.1,1.1,74.4,31.3,3.8,0
05097000007,05,097,000007,90.2,14.9,0.5,1.1,1.5,0.2,1.1,1.1,80.7,25.3,1.6,0
05097000008,05,097,000008,231.9,92,6,1,1,4,1,5,204.9,118,13,0
05097000009,05,097,000009,309.3,94.9,8.8,2,7.7,2,0.1,2.9,268.6,134.7,12.9,0
05097000010,05,097,000010,92.2,22.5,4.1,2,3,1,1,3.1,83.4,28,2.4,0
05097000011,05,097,000011,115,56.5,2.8,0,0.9,0,0,1.9,98.3,66.8,8.3,0
05097000012,05,097,000012,73,22,1,1,0,0,0,0,64,24,5,0
05097000013,05,097,000013,223.8,49.4,1,4.9,3,3.9,1,2,206.9,66.2,11.8,0
05097000014,05,097,000014,138.8,25.4,0.2,0.7,0.3,3.6,0.1,0.9,124.7,33.5,9.6,0
05097000015,05,097,000015,113.5,31.9,1.9,7.3,2.8,0.4,0.9,0.1,107,40.5,6.6,0
05097000016,05,097,000016,125,36.7,2,0,2,0,0,0,105.2,56.5,3,0
050990000EC,05,099,0000EC,40.1,18,0.8,0,0,0.8,0.5,0.2,38.4,16.7,2,0
050990000ER,05,099,0000ER,130.8,56,2.4,0.1,0,2.4,1.5,0.8,125.1,52.5,6.2,0
050990000RE,05,099,0000RE,220.6,54.5,3.4,1.1,0.4,1,1.3,0.4,197.1,71.7,7,0.3
050990000RW,05,099,0000RW,399.4,95.1,6.2,1.9,0.6,1.9,2.5,0.6,355.7,128.2,12.4,0.6
050990000W1,05,099,0000W1,75.3,99.4,3,1.5,0.2,0.8,0,0.6,74.9,87.2,9.4,0.4
050990000W2,05,099,0000W2,90.4,119.4,3.6,1.8,0.2,0.9,0,0.7,90,104.7,11.3,0.4
050990000W3,05,099,0000W3,117.9,155.5,4.7,2.4,0.3,1.2,0,0.9,117.3,136.4,14.7,0.6
050990000W4,05,099,0000W4,116.5,153.8,4.7,2.3,0.3,1.2,0,0.9,115.9,134.8,14.6,0.6
050990000WC,05,099,0000WC,14.1,10.2,0,0,0.1,0.1,0,0,13.6,8.2,1.2,0
050990000WR,05,099,0000WR,103.6,75.1,0,0,0.9,0.9,0,0,100.2,60.4,8.6,0
05099000BCC,05,099,000BCC,4,5.5,0.1,0.1,0.1,0,0,0.1,4,4.4,0.5,0
05099000BCR,05,099,000BCR,59.6,61,1.2,1,0.9,0.1,0.1,0.9,57.6,51.2,5.8,0
05099000GEO,05,099,000GEO,68.6,7.4,1.9,0.9,0,1.9,0,0,53.7,19.5,7.4,0
05099000LAN,05,099,000LAN,169.2,34,2,1,0,1.9,0,0,162.8,36.5,4,0
0509900BODC,05,099,00BODC,3.4,0.7,0,0,0,0,0,0,3.2,0.7,0.1,0
0509900BODR,05,099,00BODR,307.6,62.3,1,1,2,0,4,1,286.8,65.3,10.9,0
0509900ROSC,05,099,00ROSC,23,66,0,0,0,1,0,0,31,55,4,0
0509900ROSR,05,099,00ROSR,54,83.2,0.1,0.1,0,0.1,0,0,51.9,81.7,1.7,0
05101000BIG,05,101,000BIG,68.9,12.1,1.9,1.1,0,0.9,0,0,61.4,13.5,3,0.1
05101000BOS,05,101,000BOS,40,6,0,0,0,0,0,0,40,7,0,0
05101000DOG,05,101,000DOG,157.5,52.2,4.1,1.2,4,2,0,0,164.6,52.2,5.1,1
05101000GRO,05,101,000GRO,306,64,5,2,1,1,0,1,309,59,11,0
05101000HAS,05,101,000HAS,117,12,0,2,0,1,0,0,116,10,8,0
05101000HIC,05,101,000HIC,33,5,0,1,3,0,0,0,32,11,0,0
05101000HUD,05,101,000HUD,99,26,1,0,8,0,4,1,98,30,10,0
05101000JAC,05,101,000JAC,1099.5,343.4,19.5,6.8,31.2,4.9,8.8,7.8,1090.7,359,57.6,1
05101000JEF,05,101,000JEF,63.6,15,1.9,0,5.6,0.9,0,0,57,24.3,7.5,0
05101000LIN,05,101,000LIN,62,14,2,0,1,0,0,0,58,17,3,0
05101000LOW,05,101,000LOW,68,21,3,0,1,1,1,1,77,17,3,0
05101000MTS,05,101,000MTS,66.5,5.8,2.9,4.8,0,0,0,0,69.4,4.8,2.9,0
05101000MUR,05,101,000MUR,17.1,22.9,0.4,0,4.9,0.1,0,0,14.1,26.2,2.2,0
05101000PLE,05,101,000PLE,109,19,0,1,1,0,0,0,111,17,3,0
05101000POL,05,101,000POL,63.1,10.7,0.1,0.9,0,0,0,0,57.7,13.3,1,0.8
05101000PON,05,101,000PON,137.8,24.9,1.4,1,3.7,0,0,0,137.9,25.8,3.9,2
05101000RIC,05,101,000RIC,102,5,2,0,1,0,0,0,85,22,4,0
05101000VAN,05,101,000VAN,30.1,15,1.4,0,2.7,0,0,0,26.7,18.5,3.4,0
05101000WHI,05,101,000WHI,234.5,24.8,2.5,0.2,0.8,1.1,1.2,0.2,227.2,26.2,5.5,1
05103000001,05,103,000001,437.1,451.3,7.2,9.8,1.9,4.4,0,2.7,441.6,411.5,26.8,0
05103000002,05,103,000002,263.6,530,6.5,3.4,1.4,5.3,3.1,3.5,283.9,460.6,16.4,0
05103000003,05,103,000003,527.3,661.2,14.9,8.3,3.9,5.7,2.7,1.9,531.4,588.9,37.5,0
05103000004,05,103,000004,331.6,202,8.1,3.9,2.7,2.1,1.5,1.4,310.9,205.1,20.9,0
05103000005,05,103,000005,215.8,245,3.8,1.3,0,0,0,1.3,210.1,229.8,12.1,0
05103000006,05,103,000006,30.4,36.8,0,0,0,0.9,0,0.4,30.6,31.8,1,0
05103000007,05,103,000007,149.1,37.7,4.8,1,0,0,0.5,2.3,145.1,43.5,6,0
05103000008,05,103,000008,41,17.4,0.3,0.6,0,0.3,0,0.4,38.5,20.5,1.2,0
05103000009,05,103,000009,135,231.1,2,0,1,1.5,1,1,155.9,174.3,4,0
05103000010,05,103,000010,531.1,322.5,7.3,2.7,0.1,3.4,1,1.7,514.3,311.6,18.2,0
05103000011,05,103,000011,450.6,125.1,13.8,3.1,0.1,0.2,1.6,6.5,439.4,138,18,0
05103000012,05,103,000012,768,239.7,6.8,8.4,0,3.5,2,2.7,723.5,306.5,19.6,0.8
05103000013,05,103,000013,340.4,345.7,4.8,0.2,1.6,3.6,1.1,1.2,337.4,309.7,5.5,0
05103000014,05,103,000014,668,589.3,5.1,2.4,4.4,7.4,4.9,4.1,668.5,523.6,24.4,0
05103000015,05,103,000015,272.1,138,6.2,1.1,3.1,1.2,0.7,1.7,251.4,148.3,16.8,0
05103000016,05,103,000016,42.5,65.1,1,0.7,0,0.5,0,0,42.8,60.1,2,0.1
05103000017,05,103,000017,2.8,2.6,0.1,0,0,0.1,0,0,3.1,2.2,0.1,0
05103000018,05,103,000018,140.2,78.2,3.9,1,3.9,0,0,1,143.2,84,3,0
05105000001,05,105,000001,111,24,2.7,1.1,1.4,0,0.1,1,87.7,45.4,7,0
05105000002,05,105,000002,153,48,3,0,1,1,0,2,123,71,8,0
05105000003,05,105,000003,67,18,4.3,0.9,2.6,0,0.9,0,59.3,26.6,6,0
05105000004,05,105,000004,470.5,155.8,15.9,5.5,9.1,2,4,4,404.5,209.8,30.3,0
05105000005,05,105,000005,250.6,89.4,8.4,2.8,1.3,3.2,2.1,1,216.1,116.3,15.9,1
05105000006,05,105,000006,64.6,8.9,2.5,0.2,0,0,0,0,49.1,23.3,2.7,0
05105000007,05,105,000007,173.9,54,4.9,2,0,0,0,3.9,158.2,69.8,8.8,0
05105000008,05,105,000008,179.1,55,9,4,5,0,1,2,153.1,87,14,0
05105000009,05,105,000009,62,18,0,0,0,2,0,0,56,19,5,0
05105000010,05,105,000010,279.6,84.2,13.5,4.8,1,1,0,1,235.1,125.8,21.3,1
05105000011,05,105,000011,118,34,2,1,2,0,2,0,104,44,8,0
05105000012,05,105,000012,317.7,150.9,14,9,6,2,1,1,271.6,175,33.9,1
05105000013,05,105,000013,65,23,0,2,0,0,1,0,58,26,5,0
05105000014,05,105,000014,69,26,1,1,0,1,0,1,59,33,1,0
05105000015,05,105,000015,252.7,117.6,15.2,5.7,2.9,1,0,2.9,228.9,135.7,20,0
05105000016,05,105,000016,111,39.7,0.2,4.6,1.9,0,0.9,0,96.7,53.8,4,0
05105000017,05,105,000017,279,110,16,5,4,0,2,1,243,141,23,0
05107001001,05,107,001001,244.4,533.5,8,4.4,2.3,4.9,1.9,3.6,254,458.5,27,0
05107001010,05,107,001010,356.5,730.4,12.2,6.6,3.4,5.8,4.1,3.7,359,650.9,36.1,0
05107001040,05,107,001040,218.4,1165.1,9.8,4.9,4.6,4.7,7.1,3.7,243.4,987.5,36.9,0
05107001150,05,107,001150,27.4,132.8,1.2,0.8,0.3,1,0.3,0.7,32.5,106.9,7.2,0
05107001160,05,107,001160,65.2,35.7,1,0.4,0.8,0.4,0.2,0.2,58.4,36.3,3,0
05107001161,05,107,001161,142.8,78.2,2.2,0.9,1.8,0.9,0.4,0.4,128,79.5,6.6,0
05107001162,05,107,001162,0,0,0,0,0,0,0,0,0,0,0,0
05107001163,05,107,001163,0,0,0,0,0,0,0,0,0,0,0,0
05107001164,05,107,001164,28.6,16.3,0.4,0.2,0.3,0.2,0.1,0.1,25.7,16.4,1.3,0
05107001165,05,107,001165,82.7,58.9,1.4,0.6,1,0.6,0.3,0.3,75.1,56.8,4.4,0
05107001166,05,107,001166,13.6,20.7,0.2,0.1,0.2,0.1,0.1,0.1,12.9,18.4,0.9,0
05107001170,05,107,001170,7.1,75.4,0.5,0.4,0.1,0.5,0.1,0.4,10.5,59.1,4.1,0
05107001171,05,107,001171,8.1,92.7,0.6,0.4,0.1,0.6,0.1,0.4,12.4,72.4,5.1,0
05107001173,05,107,001173,4.7,54.3,0.3,0.3,0.1,0.3,0.1,0.3,7.2,42.4,3,0
05107001180,05,107,001180,101.6,122.6,1.8,1.8,0,0.9,3.5,0.9,101.6,118.2,3.5,0
05107001181,05,107,001181,14.4,17.4,0.2,0.2,0,0.1,0.5,0.1,14.4,16.8,0.5,0
05107001200,05,107,001200,2.2,2.3,0.1,0,0,0,0,0,2,2,0.1,0
05107001201,05,107,001201,39.1,40.4,1.3,0.3,0,0,0.3,0,36.5,36.5,2.6,0
05107001203,05,107,001203,81.7,19.7,0.6,0.3,0,0.3,0.3,0,72.4,20.3,2.5,0
05107001204,05,107,001204,13.1,13.6,0.4,0.1,0,0,0.1,0,12.2,12.2,0.9,0
05107001205,05,107,001205,208.3,50.3,1.4,0.7,0,0.7,0.7,0,184.6,51.7,6.5,0
05107001206,05,107,001206,0.8,0.8,0,0,0,0,0,0,0.8,0.8,0.1,0
05107001300,05,107,001300,58,61,0.6,3.5,0,0.6,0.6,0,55.1,59.2,3.5,0
05107001301,05,107,001301,41,43,0.4,2.5,0,0.4,0.4,0,38.9,41.8,2.5,0
05107001400,05,107,001400,47,60.6,0.7,0,0.7,0.9,0.4,0.2,46.6,52.8,1.6,0
05107001401,05,107,001401,54.7,70.4,0.8,0,0.8,1,0.5,0.3,54.2,61.4,1.8,0
05107001402,05,107,001402,28.8,37.1,0.4,0,0.4,0.5,0.3,0.1,28.5,32.3,0.9,0
05107001403,05,107,001403,17.5,22.5,0.2,0,0.2,0.3,0.2,0.1,17.3,19.6,0.6,0
05107001500,05,107,001500,64.1,82.4,0.9,0,0.9,1.2,0.6,0.3,63.5,71.9,2.1,0
05107001600,05,107,001600,50.5,21.4,1,0,1,1,0,0.5,48.1,20.4,1,0
05107001700,05,107,001700,25.6,10.8,0.5,0,0.5,0.5,0,0.2,24.4,10.3,0.5,0
05107001800,05,107,001800,37.7,71.1,0.2,1,0.2,0.2,0,1.1,40.3,59.9,1.2,0
05107001801,05,107,001801,18.1,7.7,0.3,0,0.3,0.3,0,0.2,17.2,7.3,0.3,0
05107001900,05,107,001900,15.8,36.6,1,0,0,0,0,1,14.8,32.6,1,0
05107001999,05,107,001999,92.8,96.3,3.1,0.6,0,0,0.6,0,86.5,86.9,6.3,0
05107002100,05,107,002100,1.6,15.5,0.4,0.2,0,0.1,0.2,0.1,1.8,14,0.3,0
05107002101,05,107,002101,0.3,3.2,0.1,0,0,0,0,0,0.4,2.9,0.1,0
05107002102,05,107,002102,5.2,50.1,1.4,0.8,0,0.3,0.6,0.3,5.8,45.2,1.1,0
05107002200,05,107,002200,14.4,115.7,3.1,1.9,0,0.6,1.2,0.6,15.4,104.2,2.6,0
05107002300,05,107,002300,99.7,111.7,1.7,2.2,0,0.6,0,0,92,96.9,6,0
05107002400,05,107,002400,36,41.8,0.6,0.8,0,0.2,0,0,33.2,36.1,2.2,0
05107002401,05,107,002401,27.1,30.9,0.4,0.6,0,0.1,0,0,25,26.7,1.6,0
05107002402,05,107,002402,17.7,20.2,0.3,0.4,0,0.1,0,0,16.4,17.4,1.1,0
05107002500,05,107,002500,36.2,30.7,0.1,0,0,0,0,0.1,34.9,28.1,0.1,0
05109000001,05,109,000001,48.8,83.6,2.1,2,0,0,0,0,45.4,86.9,2.1,0
05109000002,05,109,000002,193.3,23.1,3.9,0,1,0,2.9,0,162.6,43.3,8.7,0
05109000003,05,109,000003,344.9,48,11.3,2,2.1,3.1,0.1,1.1,296.7,90,14.3,1
05109000004,05,109,000004,293.9,79.7,4,8,3,4,0,0,261,110.6,7,4
05109000005,05,109,000005,415,99,11,4,1,3,0,1,376,128,25,0
05109000006,05,109,000006,417.2,67.6,9.4,1.1,0.1,2.1,1.2,0.1,373.8,101.4,12.5,0
05109000007,05,109,000007,177.7,14.1,8,2,0,1,0,0,171.6,23.1,9,0
05109000008,05,109,000008,396.2,105.8,7.8,1.9,0,2.9,3.9,2.9,363.2,137.9,14.6,1
05109000009,05,109,000009,547.9,116,11,3,0,4,1,1,476.9,174,22,0
05109000010,05,109,000010,165.3,20.9,3,0,0,1,0,0,153.4,26.9,10,0
05109000011,05,109,000011,184.1,35.7,2.4,0.3,0.9,1.9,1.2,2,168,44.5,6.8,0
05111000001,05,111,000001,86.9,24.3,3.2,0.4,0.6,0.9,0.3,0.5,85.4,26.5,4.2,0
05111000002,05,111,000002,63.8,17.9,2.4,0.3,0.4,0.7,0.3,0.3,62.7,19.4,3.1,0
05111000003,05,111,000003,9,2.5,0.3,0,0.1,0.1,0,0,8.8,2.7,0.4,0
05111000004,05,111,000004,63.5,17.8,2.4,0.3,0.4,0.7,0.3,0.3,62.5,19.4,3.1,0
05111000005,05,111,000005,400.9,112.1,15,1.9,2.7,4.3,1.6,2.2,394,122,19.4,0
05111000006,05,111,000006,92.1,25.8,3.4,0.4,0.6,1,0.4,0.5,90.5,28,4.4,0
05111000007,05,111,000007,10.7,2.9,0.3,0.1,0.2,0,0,0.1,10.4,3.3,0.4,0
05111000008,05,111,000008,34.3,9.3,0.9,0.2,0.6,0.1,0,0.3,33.3,10.6,1.4,0
05111000009,05,111,000009,182.7,30,5.4,4.1,0,0.7,0,1.4,171.1,40.9,8.2,0
05111000010,05,111,000010,84,13.8,2.5,1.9,0,0.3,0,0.6,78.7,18.8,3.8,0
05111000011,05,111,000011,83.1,30.7,1.2,1,0.1,0.8,0.4,0.6,79.8,32.6,3.6,0
05111000012,05,111,000012,38.9,14.4,0.6,0.5,0.1,0.3,0.2,0.3,37.4,15.3,1.7,0
05111000013,05,111,000013,29.4,10.9,0.4,0.4,0,0.3,0.2,0.2,28.3,11.6,1.3,0
05111000014,05,111,000014,10.3,3.8,0.1,0.1,0,0.1,0.1,0.1,9.9,4.1,0.4,0
05111000015,05,111,000015,266.9,98.4,3.9,3.4,0.5,2.4,1.4,1.9,256.3,104.7,11.5,0
05111000016,05,111,000016,130.1,48.1,1.9,1.6,0.2,1.2,0.7,0.9,125,51.1,5.6,0
05111000017,05,111,000017,40.6,28.1,1,0.3,0.3,0.7,0.3,0.1,41.2,27.3,2.3,0
05111000018,05,111,000018,38.1,26.4,1,0.3,0.3,0.7,0.2,0.1,38.7,25.6,2.2,0
05111000019,05,111,000019,69.1,47.8,1.8,0.6,0.6,1.2,0.4,0.1,70.1,46.5,4,0
05111000020,05,111,000020,156.9,108.6,4,1.2,1.2,2.8,1,0.2,159.2,105.5,9,0
05111000021,05,111,000021,250.4,168,6.3,2,2,4.2,1.6,0.4,252.8,163.9,14.2,0
05111000022,05,111,000022,83,57,2.1,0.7,0.7,1.4,0.5,0.1,84.2,55.5,4.8,0
05111000023,05,111,000023,192.1,61.8,5.6,2.2,1.1,1.4,0.9,0.8,187.1,68.6,7.4,0.3
05111000024,05,111,000024,245.4,78.9,7.2,2.8,1.5,1.9,1.2,1.1,239,87.7,9.4,0.4
05111000025,05,111,000025,90.4,29.1,2.6,1,0.5,0.7,0.4,0.4,88.1,32.3,3.5,0.1
05111000026,05,111,000026,45.2,10.5,0.5,0,0.5,0,0,0,41.9,11.5,1.4,0.5
05111000027,05,111,000027,49.5,11.6,0.5,0,0.5,0,0,0,45.8,12.6,1.6,0.5
05111000028,05,111,000028,38.5,18.1,0,0.8,0,0.8,0,0,39.2,17.3,1.5,0
05111000029,05,111,000029,12.6,5.9,0,0.2,0,0.2,0,0,12.8,5.7,0.5,0
05111000030,05,111,000030,131.5,29.3,1.8,0.5,0.5,0.5,1.4,0.5,119.2,35.8,4.6,0
05111000031,05,111,000031,144.4,32.2,2,0.5,0.5,0.5,1.5,0.5,130.8,39.2,5,0
05111000032,05,111,000032,427.2,119.6,16,2,2.9,4.7,1.7,2.3,419.9,130.1,20.6,0
05111000033,05,111,000033,327.6,91.8,12.2,1.6,2.2,3.6,1.3,1.8,322,99.8,15.8,0
05111000034,05,111,000034,81.6,22,2.2,0.5,1.4,0.3,0,0.8,79.1,25.3,3.3,0
05111000035,05,111,000035,173.4,46.8,4.6,1.2,2.9,0.6,0,1.7,168.2,53.8,6.9,0
05111000036,05,111,000036,83.9,27,2.5,0.9,0.5,0.6,0.4,0.4,81.8,30,3.2,0.1
05111000037,05,111,000037,227.2,73.1,6.6,2.6,1.4,1.7,1.1,1,221.3,81.2,8.7,0.4
05111000038,05,111,000038,216.2,69.5,6.3,2.5,1.3,1.6,1,0.9,210.6,77.2,8.3,0.3
05111000039,05,111,000039,145.3,46.7,4.2,1.6,0.9,1.1,0.7,0.6,141.5,51.9,5.6,0.2
05111000040,05,111,000040,119.4,38.4,3.5,1.4,0.7,0.9,0.6,0.5,116.3,42.7,4.6,0.2
05111000041,05,111,000041,525.2,168.9,15.3,6,3.1,4,2.5,2.3,511.6,187.6,20.2,0.8
05113000001,05,113,000001,553.4,98.4,26.1,15.1,6.1,7,7.1,2,531.1,145.3,30.4,1
05113000002,05,113,000002,566.1,146,13,8,11,2,2,2,504.1,188,36,0
05113000003,05,113,000003,591,146,20,8,4,4,3,2,557,177,31,0
05113000004,05,113,000004,683.8,85.5,9.8,7.9,4.9,1,3.9,1,609.1,140.5,27.5,0
05113000005,05,113,000005,137,23.3,2.7,1.8,0,1.8,2.7,0,120,30.4,7.2,0
05113000006,05,113,000006,382.2,57.4,4.4,2.4,3,2.2,2.4,1,344.5,79.3,13.9,0
05113000007,05,113,000007,256.8,57.7,4,8.8,0.1,0.1,3,0,245.3,70.8,9.1,0
05113000008,05,113,000008,83,12,5,1,1,0,2,1,78,20,4,0
05113000009,05,113,000009,708.8,125.1,18,8,3,3,0,1,667.7,165.2,24,0
05113000010,05,113,000010,391,61,5,8,6,2,3,1,346,96,19,2
05113000011,05,113,000011,145.4,37.3,4,0,0,2,0,0,122.3,54.4,8.1,0
05113000012,05,113,000012,516.6,124.7,18,9,5,1,1,1,487.7,156.6,24.9,0
05113000013,05,113,000013,432,75,6,5,3,4,3,1,386,105,18,2
05113000014,05,113,000014,404,51,15,3,4,2,1,0,348,82,23,0
05113000015,05,113,000015,199,29,3,0,2,0,1,0,190,33,10,0
05113000016,05,113,000016,360.2,54.9,7,5,3,4,0,2,333.3,75.8,11,1
05113000017,05,113,000017,209.5,28.1,3,3,0,0,0,1,193.4,35.1,7,0
05115000001,05,115,000001,49,11.3,0,0.4,0.9,0.9,0,0.4,40.4,17.7,3.2,0
05115000002,05,115,000002,167,34,4,0,0,2,0,0,153,42,11,0
05115000003,05,115,000003,765.2,191.5,18.8,3,1.1,4,2,2,699.8,237,38.9,1.1
05115000004,05,115,000004,342.2,74,9,2,4,2,0,0,309.2,101,20,1
05115000005,05,115,000005,102.7,21.3,3.7,1.8,1.1,1.3,0.2,0.2,95.5,29,3,0.1
05115000006,05,115,000006,95.4,19,1.3,0,0,2.1,0,0,92.6,21.7,2.6,0
05115000007,05,115,000007,275.2,59.1,8,1,7,0,3,0,250.2,84.1,19,0
05115000008,05,115,000008,238,42,9,0,3,2,0,0,209,70,13,0
05115000009,05,115,000009,156.8,21.4,5,3,1,1,0,0,144.5,30.6,2.1,0
05115000010,05,115,000010,29,4,1,0,2,0,0,0,25,7,2,0
05115000011,05,115,000011,128.8,25.8,0.9,0,0.9,0.9,0,0,110.2,42.6,3.5,0.9
05115000012,05,115,000012,266.2,43.1,5.2,2.5,1.8,2.2,1.1,0.1,248.3,61.8,12.1,0.1
05115000013,05,115,000013,488.8,86.6,10.9,6,6,2,0,1,428,130.4,31.9,3
05115000014,05,115,000014,477.3,105.6,12.7,6.2,4.1,3.1,3.3,0.3,466.1,119.7,19.9,0
05115000015,05,115,000015,385.7,102.3,18,7,5,6,6,1,373.6,127.4,23.1,0
05115000016,05,115,000016,1279.9,239.9,37.8,16.9,9.9,5,4,3,1188.4,315.5,71.7,2
05115000017,05,115,000017,148,36,5,2,2,2,0,1,131,58,8,0
05115000018,05,115,000018,32.5,5.2,1.2,0,0,0,0.1,0,27.2,10.5,1.1,0
05115000019,05,115,000019,120.4,31.2,5.7,0,0,1.9,1.9,0.9,107.2,40.8,13.2,0
05115000020,05,115,000020,275.8,56,6.3,0.5,3,4.2,1.1,1.6,248,85.9,9.5,0
05115000021,05,115,000021,304.4,66.3,14.9,6.8,2.3,0.9,2.4,2,275.8,88,28.1,0
05115000022,05,115,000022,778.9,181.7,33.1,8.9,6.5,0.2,7.4,3.8,727.9,233.4,45.5,0
05115000023,05,115,000023,277,65,10,1,9,3,1,2,241,98,17,0
05115000024,05,115,000024,112,11,6,0,0,2,5,1,99,22,13,1
05115000025,05,115,000025,53,11,2,0,3,0,0,0,54,15,2,0
05115000026,05,115,000026,97,21,1,0,0,1,0,0,87,29,1,0
05115000027,05,115,000027,45,13,1,0,1,0,0,0,40,15,2,0
05115000028,05,115,000028,238,37,12,1,4,5,2,2,215,69,17,0
05115000029,05,115,000029,815.7,140.9,15.8,6,6.9,5.9,3,2,756.6,202.8,35.6,1
05115000030,05,115,000030,68.8,13.5,1.2,2,0,1,0,1,67.5,14.7,4.2,0
05115000031,05,115,000031,614.4,131.2,15.4,6.8,10.2,2.6,1.7,1.7,575.4,166.1,27.6,0.9
05115000032,05,115,000032,9.1,5.8,0.8,0,0,0,0,0,8.3,6.6,0.8,0
05115000034,05,115,000034,195.7,113.7,16.4,5.8,8.5,1.2,0.6,2.4,199,103.2,26.5,0
05115000035,05,115,000035,891.3,289.6,37.7,24.2,12.5,1.8,5.4,3.6,893.9,285.2,64.5,0
05115000036,05,115,000036,179,92,13,2,5,0,0,1,166,93,30,0
05115000038,05,115,000038,678.8,299.9,35,13,11,1,2,2,695.8,301.9,44,0
05115000039,05,115,000039,1087,560,55,17,6,1,4,7,1087,566,61,2
05115000040,05,115,000040,185,121,10,7,3,2,8,1,182,125,18,2
05115000041,05,115,000041,379,260,28,13,20,2,2,4,381,265,46,2
05115000042,05,115,000042,634.2,353.5,27,15.9,13.9,6.1,1,3,591.1,368.9,62.9,2
05115000043,05,115,000043,320.1,130.6,16.8,8.8,3.6,2.6,1.8,0,320,126.4,26.5,0.9
05115000044,05,115,000044,46.2,16.1,1,0.1,0,0,0.1,0.1,41.4,19.1,2.1,0
05115000045,05,115,000045,196.6,119.2,17.9,4,11.9,2,3,0,192.6,127.1,25.8,1
05115000046,05,115,000046,65,43,1,1,5,1,0,0,56,46,11,0
05115000047,05,115,000047,3,1,0,0,0,0,0,0,3,1,0,0
05115000048,05,115,000048,68,42,1,1,0,2,0,0,60,47,3,1
05115000049,05,115,000049,12.3,3.5,0,0,0,0,0,0,10.6,3.5,0.9,0
05115000050,05,115,000050,348.9,206.3,28,6,17,4,1,0,331.8,236.3,33.1,1
05115000051,05,115,000051,369.5,84.2,7.8,1.9,1,0.8,2.7,3.5,355,87.3,20.2,0
05115000052,05,115,000052,319.2,99.8,11.4,9.2,6.5,1.4,1.2,2,305.1,114.3,22.7,0.1
05115000053,05,115,000053,32.6,9.2,1.7,0,0,0.8,0,0,30.1,13.4,0.8,0
05115000054,05,115,000054,723.5,204.4,22.3,15.1,3,0,1.1,2.1,682.9,231.5,38.9,0
05115000055,05,115,000055,217.3,37.8,9.1,3.1,1,0,3,2,209,52.1,12.2,0
05115000056,05,115,000056,16,0,0,0,0,0,0,0,11,4,0,0
05115000057,05,115,000057,50,7,1,0,0,0,0,0,45,10,2,0
051170000BT,05,117,0000BT,123.5,23.4,1,0,1,1,0,0,113,31.9,2,0
051170000BU,05,117,0000BU,43,7.5,0,0.2,0.1,0,0,0.1,40.4,11.1,1.2,0
051170000CA,05,117,0000CA,89.9,14.2,1.1,0,0.1,0,0.9,0,70.8,29.9,1.1,0
051170000CE,05,117,0000CE,158,15,3,2,0,0,0,0,137,26,4,0
051170000DA,05,117,0000DA,68.3,17.5,0.8,0,0,0,0,0,55.9,24.2,1.7,0
051170000H1,05,117,0000H1,150,48,2,4,0,1,0,0,112,76,9,0
051170000H2,05,117,0000H2,145,54,4,2,0,1,0,0,112,80,4,1
051170000H3,05,117,0000H3,100.7,86.4,7.1,5,1,0,2,1,101.2,81.9,4.1,1
051170000HC,05,117,0000HC,115.7,30.1,2.8,0.9,0,0,0,0.9,86.6,59.1,1.9,0
051170000HP,05,117,0000HP,231.5,22.5,4.1,0,1,2,1,0,197.1,51.8,5.2,0
051170000LH,05,117,0000LH,85.3,65,1,2,2,1,0,0,76.2,68,8,0
051170000RR,05,117,0000RR,50.1,16,4,0,0,0,0,0,44.1,21,4,0
051170000UH,05,117,0000UH,25.8,13.2,0.3,0,0,0,0.1,0,24.4,12.9,0.4,0
051170000UN,05,117,0000UN,15,7,0,1.8,0.9,0,0,0.9,16.8,6.2,1.8,0
051170000WA,05,117,0000WA,39,23,3,0,0,0,1,0,30,28,3,0
05117000LHC,05,117,000LHC,85.5,18.8,2,1,0,0,0,0,67.8,27.6,5.9,0
05117000RRC,05,117,000RRC,84.3,11.1,0,4,0,0,0,1,74.3,22.2,2,0
05117000WA2,05,117,000WA2,43.4,37.1,0,1,1,0,0,0,35.3,41.2,1,0
05117000WA3,05,117,000WA3,21.4,21.4,0.8,0,0,0.8,0,0,19,20.6,0.8,0
05117000WAC,05,117,000WAC,221.2,53.5,4.2,2,1,2.2,0,1,179.7,90.2,10.2,0
05117000WR1,05,117,000WR1,81.4,73.7,3.9,0,1.9,0,0,0,74.7,71.7,2.9,0
05117000WR2,05,117,000WR2,192.2,48.6,2.1,5.1,0,0,1,0,177.6,68,2.2,0
05117000WR3,05,117,000WR3,157.9,60,4,3.9,0,0,2,1,137.1,75.8,8.8,0
