GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20GOVRHOL,G20GOVDMYE,G20GOVLRAI,G20ATGRROK,G20ATGDWEI
18033000300,18,033,000300,205.23,127.89,8.92,186.39,85.26,61.47,203.25,116
18033000310,18,033,000310,458,197,15,459,120,90,465,168
18033000320,18,033,000320,323.97,128.59,12.96,280.11,90.71,92.7,301.04,142.55
18033000330,18,033,000330,399.87,153.16,13.56,385.3,97.86,76.38,398.05,138.69
18033000340,18,033,000340,416,246.49,14.59,403.33,161.16,104.31,414.96,227.85
18033000350,18,033,000350,557.05,192.42,10.64,567.61,113.15,65.83,541.6,176.96
18033000360,18,033,000360,258.1,68.48,6.65,217.92,53.77,62.48,245.48,78.66
18033000370,18,033,000370,154.83,42.18,1.03,134.71,26.14,37.18,143.79,42.19
18033000380,18,033,000380,187.31,51.73,8.13,157.85,41.58,49.72,171.18,60.77
18033000390,18,033,000390,511.74,112.39,20.15,441.63,89.33,111.4,491.57,119.14
18035000010,18,035,000010,210.28,449.36,20.91,230.24,380.56,67.75,211.32,463.23
18035000020,18,035,000020,329,299,4,384,205,45,345,272
18035000030,18,035,000030,242,250,7,291,181,22,249,235
18035000040,18,035,000040,242.38,514.28,18.8,303.7,421.31,52.42,271.07,488.56
18035000050,18,035,000050,16,8.51,0.24,15.58,7.13,1.91,14.12,10.3
18035000060,18,035,000060,160.29,474.76,18.13,174.41,413.33,59.42,178.3,451.84
18035000070,18,035,000070,236,297,18,246,237,65,235,305
18035000080,18,035,000080,291,397,20,301,313,88,300,391
18035000090,18,035,000090,367.62,243.75,9.99,341.66,195.8,79.9,340.66,259.73
18035000100,18,035,000100,97.44,201.86,11.77,120.41,169.7,19.19,113.49,189.95
18035000110,18,035,000110,242.81,349.98,10.09,254.35,297.37,50.97,244.42,349.18
18035000120,18,035,000120,39.71,384.85,8.04,78.61,337.67,11.34,45.7,378.87
18035000130,18,035,000130,313,257,12,312,217,52,299,278
18035000140,18,035,000140,373.8,293.77,9.76,356.24,237.17,79.06,353.31,310.36
18035000150,18,035,000150,342,191,8,294,160,86,312,217
18035000160,18,035,000160,88,341,5,108,295,28,96,334
18035000170,18,035,000170,156,260,7,164,228,31,152,259
18035000180,18,035,000180,69,451,4,82,411,28,68,442
18035000190,18,035,000190,385,298,14,349,239,97,364,318
18035000200,18,035,000200,297,162,7,280,128,55,273,182
18035000210,18,035,000210,152.43,297.88,9.96,172.35,237.11,43.84,163.39,284.93
18035000220,18,035,000220,80,203,5,122,150,13,99,182
18035000230,18,035,000230,147,531,19,176,447,72,164,519
18035000240,18,035,000240,430,303,9,425,222,91,413,317
18035000250,18,035,000250,490.14,287.36,8.32,449.01,221.17,103.4,467.87,291.5
18035000260,18,035,000260,396,467,23,441,353,94,416,450
18035000270,18,035,000270,230,373,11,294,262,49,254,338
18035000280,18,035,000280,306,357,20,311,286,80,300,363
18035000290,18,035,000290,267.34,416.8,23.21,332.32,323.04,54.77,307.26,391.73
18035000300,18,035,000300,299,339,10,340,249,58,310,317
18035000310,18,035,000310,259.01,247.01,8,261.01,195.01,58,257.01,248.01
18035000320,18,035,000320,408,358,14,423,272,75,396,364
18035000330,18,035,000330,257.26,177.2,8.66,252.36,143.48,40.54,249.51,181.07
18035000340,18,035,000340,21,33,0,27,25,2,26,27
18035000350,18,035,000350,51.08,19.05,0,46.07,15.04,10.02,46.07,23.05
18035000360,18,035,000360,278.19,99.72,3,240.19,83.7,52.03,252.58,116.34
18035000370,18,035,000370,314,336,13,376,244,46,351,306
18035000380,18,035,000380,449.19,263.69,8.9,410.76,209.39,90.78,421.58,279.47
18035000390,18,035,000390,177,299,10,205,242,36,195,278
18035000400,18,035,000400,243,157,10,228,126,51,235,165
18035000410,18,035,000410,36.88,28.9,2.99,40.86,22.92,3.99,39.87,27.91
18035000420,18,035,000420,367.96,346.16,10.23,412.71,252.03,58.64,406.32,309.85
18035000430,18,035,000430,455,182,10,402,123,117,440,188
18035000440,18,035,000440,455.2,175.55,11.9,379.84,133.9,120.99,433.38,193.4
18035000450,18,035,000450,482.73,262.24,14.68,460.63,190.64,109.45,468.78,277.41
18035000460,18,035,000460,607.75,352.59,18.95,614.93,247.85,110.87,624.02,335.24
18035000470,18,035,000470,594.23,375.63,20.34,617.72,259.65,106.55,621.73,348.83
18035000480,18,035,000480,498.68,252.34,7.96,495.93,175.46,78.66,520.66,212.42
18035000490,18,035,000490,697,246,16,614,193,141,659,270
18035000500,18,035,000500,97.36,49.7,0.04,118.11,27.57,4.34,105.38,39.62
18035000510,18,035,000510,719.43,309.3,15.64,673.49,226.23,139.5,690.28,330.71
18035000520,18,035,000520,471.99,256.99,17,457.99,178.99,107,485.99,243.99
18035000530,18,035,000530,309,98,6,268,80,63,293,111
18035000540,18,035,000540,603,240,27,574,169,134,597,261
18035000550,18,035,000550,267.92,122.32,8.44,237.86,92.13,68.1,252.04,134.57
18035000560,18,035,000560,621.2,308.12,15,591.18,222.09,132.04,613.19,315.12
18035000570,18,035,000570,661.86,256.78,20.9,604.13,191.09,134.36,642.95,262.75
18035000580,18,035,000580,502.14,227.22,10.1,445.87,167.91,117.64,488.05,235.25
18035000590,18,035,000590,439,134.07,11.99,432.98,79.61,70.51,431.98,145.9
18035000600,18,035,000600,122,42.93,0.01,121.02,24.39,20.49,121.02,37.1
18035000610,18,035,000610,438,253,10,444,177,80,452,236
18035000620,18,035,000620,544,408,10,617,281,68,581,371
18035000630,18,035,000630,770.22,332.7,23.02,723.2,224.96,173.4,768.22,330.24
18035000640,18,035,000640,718.57,256.7,13.36,636.51,192.77,156.5,694.72,265.29
18035000650,18,035,000650,488.63,464.24,13.02,563.57,320.16,74.15,504.62,439.24
18035000660,18,035,000660,627.08,328.68,14.56,605.14,233.87,123.9,622.96,321.43
18035000670,18,035,000670,561,206,12,479,159,136,516,237
18035000680,18,035,000680,725,242,19,692,161,128,707,248
18035000690,18,035,000690,126.56,138.47,5,142.37,106.5,16.82,132.24,127.86
18035000700,18,035,000700,448.85,283.65,14.27,501.49,185,62.01,488.55,244.81
18035000710,18,035,000710,604.42,356.32,16.31,668.63,242.94,67.42,629.32,333.36
18035000720,18,035,000720,446,203,13,409,150,94,439,209
18035000730,18,035,000730,44,13,1,44,7,7,44,13
18035000740,18,035,000740,5,3,0,6,2,1,5,4
18035000750,18,035,000750,507,368,23,539,266,86,523,347
18035000760,18,035,000760,541.8,253.45,15.1,465.16,197.1,141.01,508.62,272.6
18035000770,18,035,000770,208.57,176.13,8.42,219.42,119.29,55.32,221.48,165.97
18035000780,18,035,000780,258,232,6,292,175,34,272,219
18037000010,18,037,000010,338.36,113.99,3.3,340,75.21,31.88,286.03,153.14
18037000020,18,037,000020,268.84,199.25,13.35,261.21,146.81,72.45,236.43,234.52
18037000030,18,037,000030,764.14,319.55,17.31,778.45,217.64,96.98,659.37,410.63
18037000040,18,037,000040,483,275,17,501,187,79,451,312
18037000050,18,037,000050,592.74,260.24,10.04,673.76,159.82,36.35,552.15,303.67
18037000060,18,037,000060,525.04,252.91,14.28,508.98,193.12,77.89,457.15,312.48
18037000070,18,037,000070,406.47,228.8,8.02,426.48,161.53,58.22,341.08,285.09
18037000080,18,037,000080,425.06,216.99,19.46,404.24,161.69,82.52,385.88,244.48
18037000090,18,037,000090,382.83,193.33,21.02,385.84,138.24,69.11,337.7,238.44
18037000100,18,037,000100,393.07,256.74,14.93,419.94,170.16,67.67,351.27,297.54
18037000110,18,037,000110,554,248,15,587,174,47,494,291
18037000120,18,037,000120,328.7,131.8,7.59,331.64,93.81,41.66,276.86,172.37
18037000130,18,037,000130,64.11,34.73,2.67,59.66,24.93,17.81,59.66,39.18
18037000140,18,037,000140,349.37,103.57,11.44,326.93,66.18,65.56,309.42,138.69
18037000150,18,037,000150,193.46,74.45,6.17,177.65,56.22,37.11,153.57,106.29
18037000160,18,037,000160,296,67,5,249,48,65,260,95
18037000170,18,037,000170,344.54,91.55,10.83,293.35,76.78,69.89,288.43,144.71
18037000180,18,037,000180,413,101,7,320,87,111,355,153
18037000190,18,037,000190,366.25,332.32,7.98,416.15,219.55,60.88,305.38,379.22
18037000200,18,037,000200,287.31,177.12,13.3,272.89,136.99,72.74,247.08,226.11
18037000210,18,037,000210,596.44,243.56,17.72,571.96,177.46,102.39,524.55,302.67
18037000220,18,037,000220,509,197,14,413,169,142,423,269
18037000230,18,037,000230,345.35,88.25,12.19,288.57,77.49,76.79,303.68,130.88
18037000240,18,037,000240,324.39,90.88,3.3,261,68.94,80.51,282.35,122.74
18037000250,18,037,000250,384,147,14,335,117,93,313,220
18037000260,18,037,000260,553,151,13,511,122,81,468,233
18037000270,18,037,000270,449.02,144.01,16,378.02,123.01,99,376.02,213.01
18037000280,18,037,000280,113.98,54.99,6,113.98,40.99,22,104.98,65.99
18037000290,18,037,000290,286,103,6,312,55,26,256,128
18037000300,18,037,000300,42.38,15.26,1.7,44.07,11.87,4.24,28.82,31.36
18037000310,18,037,000310,313.32,83.32,1.74,297.7,55.55,42.53,236.08,144.08
18037000320,18,037,000320,693.05,234.81,5.28,687.69,158.56,82.51,575.18,325.2
18037000330,18,037,000330,160,48,6,130,38,39,134,70
18037000340,18,037,000340,434,137,13,378,114,78,366,195
18037000350,18,037,000350,417.36,201.06,17.24,381.86,147.4,104.38,388.79,234.7
18037000360,18,037,000360,420.61,221.21,19.93,423.59,170.39,63.78,358.84,279
18037000370,18,037,000370,410.21,152.71,10.03,376.22,105.65,82.94,362.71,197.06
18037000380,18,037,000380,228,127,17,211,103,53,192,167
18037000390,18,037,000390,180.79,53.29,2.97,173.78,41.35,16.06,156.29,72.94
18037000400,18,037,000400,427.03,126.73,9.84,406.55,99.21,56.84,403.37,153.3
18039000010,18,039,000010,313.73,158.27,5.67,332.33,113.47,35.12,320.1,158.16
18039000020,18,039,000020,317.17,141.06,12,323.18,110.04,43.01,334.18,138.06
18039000030,18,039,000030,458,220,15,446,169,77,455,237
18039000040,18,039,000040,494.59,146.54,11.03,471.67,116.36,66.13,498.62,147.52
18039000050,18,039,000050,429,145,18,421,113,61,438,149
18039000060,18,039,000060,339.73,118.35,6.01,358.94,78.92,27.1,346.69,114.33
18039000070,18,039,000070,613,175,9,579,126,85,620,169
18039000090,18,039,000090,647,133,18,554,96,153,666,134
18039000100,18,039,000100,358,54,5,298,36,82,363,45
18039000110,18,039,000110,540,226,10,556,168,49,538,225
18039000120,18,039,000120,432.03,172.15,15.73,453.55,130.77,39.73,447.75,168.84
18039000130,18,039,000130,547,326,16,546,266,74,565,314
18039000140,18,039,000140,396.08,189.17,7.96,398.71,153.44,39.12,399.37,189.41
18039000150,18,039,000150,409,236,15,443,179,46,439,227
18039000160,18,039,000160,407.45,232.11,15.22,408.86,192.18,57.47,420.99,231.23
18039000170,18,039,000170,286.71,282.3,15.42,296.55,235.14,53.56,297.78,282.36
18039000180,18,039,000180,766,167,10,653,101,193,783,157
18039000190,18,039,000190,290,231,8,294,198,36,284,240
18039000200,18,039,000200,399.62,387.17,15.07,449.68,283.96,68.21,418.62,369.23
18039000210,18,039,000210,534.17,381.98,16.26,551.15,302,90.4,545.61,385.7
18039000220,18,039,000220,241.5,273.54,10.97,260.43,226.71,36.9,253.4,265.68
18039000230,18,039,000230,208,219,20,222,185,40,220,225
18039000240,18,039,000240,72,72,0,59,67,18,64,79
18039000250,18,039,000250,189,225,8,200,190,34,194,228
18039000260,18,039,000260,379.32,246.75,10.12,373.66,202.95,67.58,382.57,256.59
18039000270,18,039,000270,169.5,204.46,7.03,178.57,180.29,23.1,168.6,214.32
18039000280,18,039,000280,88,266,6,85,253,18,88,269
18039000290,18,039,000290,104,367,11,111,346,27,116,367
18039000300,18,039,000300,119.7,168.9,13.06,108.72,157.79,34.15,118.7,179.96
18039000310,18,039,000310,289.3,371.1,25.94,299.28,328.21,62.85,291.3,397.04
18039000320,18,039,000320,60.52,96.06,0.96,68.2,80.69,5.76,60.52,95.1
18039000330,18,039,000330,50,269,4,51,258,16,55,270
18039000340,18,039,000340,117,352,5,132,322,21,127,346
18039000350,18,039,000350,431.75,271.98,11.04,433.51,218.57,64.74,449.64,260.11
18039000360,18,039,000360,301.58,180.9,11.04,294.59,141.62,57.33,317.66,171.84
18039000370,18,039,000370,219.56,119.9,7.78,224.41,85.75,36.15,226.43,115.96
18039000380,18,039,000380,341.1,118.94,5.9,343.07,81.59,44.24,351.91,111.08
18039000390,18,039,000390,219.94,356.23,8.46,230.28,320.51,32.9,225.58,358.11
18039000400,18,039,000400,251,164,4,243,136,43,268,153
18039000410,18,039,000410,335.06,300.77,12.54,354.72,257.49,40.1,353.42,294.89
18039000420,18,039,000420,401.52,222.5,7.29,400.63,167.12,65.41,421.46,208.97
18039000430,18,039,000430,266.11,322.76,8.72,268.97,292.09,43.69,269.16,333.31
18039000440,18,039,000440,349.62,145.76,2.95,331.89,115.23,54.17,341.74,155.6
18039000450,18,039,000450,442.96,303.35,5.1,436.58,239.13,78.68,479.09,267.31
18039000460,18,039,000460,507.96,223.17,8.56,484.03,168.28,89.09,539.69,196.56
18039000470,18,039,000470,557,199,14,568,147,62,592,180
18039000480,18,039,000480,288,153,15,297,122,44,302,154
18039000490,18,039,000490,339.68,144.87,16.03,325.74,102.55,69.29,349.74,143.81
18039000500,18,039,000500,164.26,114.65,1.95,168.14,95.21,17.52,168.16,110.76
18039000510,18,039,000510,325.15,183.95,8.36,322.5,145.82,53.43,342.32,172.56
18039000520,18,039,000520,344,289,19,360,246,52,364,289
18039000530,18,039,000530,157,55,6,144,40,33,162,53
18039000540,18,039,000540,324.37,241.05,14.88,326.36,189.47,75.39,344.21,240.06
18039000550,18,039,000550,425,272,15,417,217,85,444,264
18039000560,18,039,000560,364,269,14,369,218,59,373,259
18039000570,18,039,000570,243,192,12,264,145,43,266,180
18039000580,18,039,000580,423,268,15,432,216,64,440,267
18039000590,18,039,000590,355,360,17,314,198,63,338,235
18039000600,18,039,000600,461,334,8,502,257,48,485,314
18039000610,18,039,000610,414,294,11,455,223,50,438,279
18039000620,18,039,000620,130,121,6,135,97,24,142,111
18039000630,18,039,000630,227,551,7,258,469,55,253,530
18039000640,18,039,000640,239,372,9,241,321,63,253,363
18039000650,18,039,000650,270,528,11,333,431,47,299,503
18039000660,18,039,000660,506,466,14,590,349,53,547,436
18039000670,18,039,000670,465.01,327,21,488.01,250,82,515.01,299
18039000680,18,039,000680,162,321,10,199,270,29,178,315
18039000690,18,039,000690,389,316,13,409,250,66,419,290
18039000700,18,039,000700,414,501,14,545,349,32,458,445
18039000710,18,039,000710,329,153,10,284,131,72,335,150
18039000720,18,039,000720,319,149,10,308,114,61,338,140
18039000730,18,039,000730,620,173,5,577,131,102,642,166
18039000740,18,039,000740,372.99,67,3,308.99,52,84,375.99,65
18039000750,18,039,000750,532,115,11,448,82,132,542,116
18039000760,18,039,000760,672,119,10,543,84,178,682,117
18039000770,18,039,000770,581,139,13,478,89,171,606,126
18039000780,18,039,000780,639.76,184.26,9.28,623.93,123.05,91.28,674,160.12
18039000790,18,039,000790,650.63,148.95,11.12,615.64,106.53,96.61,670.79,139.94
18039000800,18,039,000800,490,170,13,499,116,60,514,150
18039000810,18,039,000810,768,279,17,722,205,142,791,267
18039000820,18,039,000820,463,144,10,407,111,99,476,134
18039000830,18,039,000830,669,249,16,592,197,149,681,245
18039000840,18,039,000840,258,36.86,1.84,217.46,24.88,55.29,256.16,35.94
18039000850,18,039,000850,700,183.14,18.16,583.54,137.12,184.71,721.84,177.06
18039000860,18,039,000860,463.88,149.37,13.92,429.55,108.55,82.57,494.49,122.46
18039000870,18,039,000870,426.12,149.63,7.08,401.45,101.45,76.43,437.51,139.54
18039000880,18,039,000880,390.93,139.03,7.14,399.62,95.27,44.23,416.29,116.71
18039000890,18,039,000890,453.65,126.51,5.96,417.63,93.75,78.66,466.59,116.53
18039000900,18,039,000900,691.42,157.47,10.9,590.75,98.98,172.11,719.12,132.77
18039000910,18,039,000910,510.29,94.65,9.33,489.34,51.87,77.1,535.34,77.92
18039000920,18,039,000920,633.71,190.35,17.67,586.66,134.13,124.9,652.66,188.08
18039000930,18,039,000930,636,311,14,666,243,55,659,295
18039000940,18,039,000940,521.63,213.03,5.97,532.58,167.24,44.8,530.59,208.06
18039000950,18,039,000950,318.37,154.97,9.03,321.42,129.76,35.2,313.41,170.94
18039000960,18,039,000960,357,224,10,361,189,40,371,217
18039000970,18,039,000970,463,277,11,483,215,54,466,282
18039000980,18,039,000980,333.97,247.15,15.17,352.32,198.46,44.55,336.18,257.87
18039000990,18,039,000990,303.96,209.15,9.77,320.57,174.95,29.32,312.75,200.36
18039001000,18,039,001000,297.03,294.1,11.69,312.61,241.52,49.67,302.87,296.05
18039001010,18,039,001010,387.33,227.01,11.3,380.29,200.96,48.43,386.7,235.82
18039001020,18,039,001020,411.22,294.43,11.12,434.13,237.16,45.52,428.21,286.53
18039001030,18,039,001030,476,381,18,503,297,71,498,362
18039001040,18,039,001040,504.16,330.86,10.58,544.8,248.73,57.74,522.58,319.02
18039001050,18,039,001050,508.56,282.57,12.67,530.93,216.6,58.03,518.38,280.03
18039001060,18,039,001060,441.98,298.89,8.21,484.93,217.11,45.32,463.83,273.84
18039001070,18,039,001070,299.75,161.08,2.16,319.37,121.82,26.89,308.03,150.9
18039001080,18,039,001080,562.98,300.24,13.87,602.59,213.04,60.47,590.72,282.4
18039001090,18,039,001090,571,118.88,3.02,483.89,83.95,123.22,588,105.93
18039001100,18,039,001100,566.8,188.99,9.03,568.06,128.7,66.03,592.94,160.88
18039001110,18,039,001110,465,148,10,420,109,103,486,140
18039001120,18,039,001120,345.2,107.13,3.95,306.05,77.35,78.74,361.07,97.19
18039001130,18,039,001130,635.11,235.2,8.48,611.7,177.89,90.34,635.45,237.2
18039001140,18,039,001140,676.09,249.53,6.14,678.09,173.87,83.79,696.04,236.57
18039001150,18,039,001150,479.89,201.8,13.52,468.3,165.11,65.66,489.55,201.8
18039001160,18,039,001160,366.87,150.08,7.85,366.87,109.87,47.09,365.89,151.07
18039001170,18,039,001170,532,146,6,471,114,99,537,141
18039001180,18,039,001180,756,183,16,685,136,134,780,164
18041000010,18,041,000010,398.63,57.97,5.03,340.89,47.75,68.93,369.34,73.05
18041000020,18,041,000020,78.57,31.62,3.83,71.86,29.7,9.58,71.86,36.41
18041000030,18,041,000030,457,185,8,437,136,79,437,189
18041000040,18,041,000040,328,101,6,310,75,50,324,96
18041000050,18,041,000050,153,56,3,150,41,17,138,56
18041000060,18,041,000060,140.15,33.04,2,121.14,28.03,25.02,131.14,33.04
18041000070,18,041,000070,201.33,82.11,5.01,177.31,64.08,44.05,186.32,89.1
18041000080,18,041,000080,184,79,6,183,63,16,184,79
18041000090,18,041,000090,163,66,7,149,56,29,153,69
18041000100,18,041,000100,272.43,92.98,4.12,258.22,59.92,47.3,267.22,88.13
18041000110,18,041,000110,250.82,73.33,3.41,221.66,53.38,49.7,235.81,76.87
18041000120,18,041,000120,648.86,217.97,11.63,615.95,155.93,103.37,644.78,194.5
18041000130,18,041,000130,382,84,14,344,66,77,364,96
18041000140,18,041,000140,370.85,86.96,7,338.86,66.97,53.98,350.86,95.96
18041000150,18,041,000150,153,17,0,109,12,48,136,22
18041000160,18,041,000160,183,61,3,171,46,26,165,69
18041000170,18,041,000170,279,79,7,249,67,48,263,87
18041000180,18,041,000180,192,70,5,168,54,40,175,80
18041000190,18,041,000190,294,95,6,284,70,37,282,94
18041000200,18,041,000200,237.4,86.78,4.09,217.15,63.84,40.02,221.79,88.72
18041000210,18,041,000210,181.93,82.62,5.96,175.81,67.63,24.07,168.97,89.55
18041000220,18,041,000220,243.66,51.6,0.96,214.04,31.53,44.91,231.24,48.73
18041000230,18,041,000230,313,62,3,258,42,79,302,61
18041000240,18,041,000240,644.37,135.03,3.97,541.11,104.25,130.07,603.66,145.95
18041000250,18,041,000250,353,73,5,297,66,62,341,78
18041000260,18,041,000260,248,63,4,202,55,58,229,80
18041000270,18,041,000270,198,46,6,147,37,65,188,55
18041000280,18,041,000280,206,68,4,181,48,42,190,72
18043000010,18,043,000010,496.55,216.27,10.67,498.49,191.06,30.06,489.77,221.12
18043000020,18,043,000020,578,357,18,641,282,29,596,334
18043000030,18,043,000030,682,358,24,719,295,53,689,348
18043000040,18,043,000040,664.72,328.16,9.73,692.46,275.58,34.21,672.79,309.44
18043000050,18,043,000050,795.46,349.77,23.98,827.44,292.81,47.97,820.44,327.79
18043000060,18,043,000060,716.72,439.99,33.76,767.24,358.53,60.7,751.56,414.34
18043000070,18,043,000070,473.07,267.58,19.54,482.84,233.4,44.91,473.09,270.5
18043000080,18,043,000080,325.24,124.59,11.71,331.11,110.08,18.78,329.23,123.06
18043000090,18,043,000090,632.14,294.05,18,655.14,238.05,46.01,641.13,279.05
18043000100,18,043,000100,471.09,265.35,7.59,498.51,209.46,37,489.05,243.59
18043000110,18,043,000110,537.58,252.02,7.79,543,207.15,38.41,543.6,235.29
18043000120,18,043,000120,562,311,21,587,258,43,581,295
18043000130,18,043,000130,553,273,16,569,240,38,561,267
18043000140,18,043,000140,234.88,85.89,9.64,234,73.62,23.66,234.88,89.39
18043000150,18,043,000150,712,372,26,763,296,40,732,347
18043000160,18,043,000160,373,181,11,391,147,22,367,180
18043000170,18,043,000170,338,197,7,363,164,15,345,183
18043000180,18,043,000180,478,260,21,513,206,39,496,251
18043000190,18,043,000190,636,418,22,685,343,44,649,394
18043000200,18,043,000200,369,255,7,401,212,12,373,242
18043000210,18,043,000210,198.54,89.65,4.56,207.15,71.41,11.14,196.51,85.6
18043000220,18,043,000220,375.24,362.07,16.58,365.05,314.71,41.52,354.31,361.02
18043000230,18,043,000230,243.96,422.99,23.36,267.3,384.63,31.54,247.31,419.33
18043000240,18,043,000240,262,468,14,287,429,24,267,455
18043000250,18,043,000250,162.79,251.68,10.99,171.78,227.71,21.97,167.79,250.68
18043000260,18,043,000260,338.85,383.87,22.5,381.95,328.09,31,362.43,366.19
18043000270,18,043,000270,276,342,16,293,308,36,289,335
18043000280,18,043,000280,272,487,17,300,443,32,292,475
18043000290,18,043,000290,188,183,6,201,157,20,191,177
18043000300,18,043,000300,261,377,20,299,338,27,263,388
18043000310,18,043,000310,290.96,296.4,12.39,303.39,271.94,18.55,295.45,294.88
18043000320,18,043,000320,237.04,309.6,11.61,279.61,266.06,16.45,251.55,294.12
18043000330,18,043,000330,256,279,15,272,257,18,263,277
18043000340,18,043,000340,443,366,11,467,323,30,432,373
18043000350,18,043,000350,123.04,202.01,11.64,124.7,190.37,17.46,129.69,203.67
18043000360,18,043,000360,269,282,15,279,265,20,271,285
18043000370,18,043,000370,277,347,8,298,316,16,285,341
18043000380,18,043,000380,182,218,10,191,202,15,178,228
18043000390,18,043,000390,155,123,6,155,104,19,156,124
18043000400,18,043,000400,357,320,16,372,291,28,347,336
18043000410,18,043,000410,274,316,11,289,279,28,272,308
18043000420,18,043,000420,423,341,15,483,276,20,449,318
18043000430,18,043,000430,334,340,19,351,291,43,337,336
18043000440,18,043,000440,414,233,19,451,188,22,435,213
18043000450,18,043,000450,801.76,426.29,21.34,863.82,336.96,40.68,822.64,388.55
18043000460,18,043,000460,342.49,269.38,21.17,378.09,228.97,25.98,355.96,265.53
18043000470,18,043,000470,315.76,173.93,7.42,329.95,155.29,10.48,304.69,181.98
18043000480,18,043,000480,447,300,10,503,234,20,474,270
18043000490,18,043,000490,501,386,17,531,340,32,510,376
18043000500,18,043,000500,302.69,290.46,11.54,334.55,243.27,22.13,323.86,265.42
18043000510,18,043,000510,360,299,14,403,252,14,363,293
18043000520,18,043,000520,466,369,17,514,295,37,489,342
18043000530,18,043,000530,558.5,278.28,12.06,588.99,230.01,25.68,570.79,258.16
18043000540,18,043,000540,285.44,288.14,8.72,317.33,242.71,25.15,297.97,275.6
18043000550,18,043,000550,447.7,337.06,11.1,475.03,285.63,27.18,448.84,328.86
18043000560,18,043,000560,330,289,4,354,247,21,342,268
18043000570,18,043,000570,194,202,4,220,170,13,205,188
18043000580,18,043,000580,392.33,411.1,16.89,454.34,335.56,33.09,422.94,371.97
18043000590,18,043,000590,221.91,161.44,10.93,231.13,140.37,19.6,221.67,160.45
18043000600,18,043,000600,233.26,128.57,8.27,269.08,90.92,4.59,251.63,107.45
18045000010,18,045,000010,442,96,16,354,60,140,442,99
18045000020,18,045,000020,248.09,64.91,3.1,200.17,45.35,67.57,233.05,78.08
18045000030,18,045,000030,223.9,42.04,4.89,176.97,30.31,59.64,212.16,52.8
18045000040,18,045,000040,291,43,8,218,39,84,277,62
18045000050,18,045,000050,144.7,44.18,3.76,144.68,25.39,22.57,140.94,47.94
18045000060,18,045,000060,404.03,161.14,20.18,352.04,115.22,112.08,383.85,194.31
18045000070,18,045,000070,453.27,186.68,21.06,417.28,135.39,107.35,454.21,196.74
18045000080,18,045,000080,520,109,11,412,85,140,512,127
18045000090,18,045,000090,186,42,6,152,25,54,193,37
18045000100,18,045,000100,175,36,3,122,29,63,161,47
18045000110,18,045,000110,270.75,48.12,7.15,237.29,30.76,56.94,269.83,49.1
18045000120,18,045,000120,479.43,88.8,14.4,402.98,64.18,111.58,470.64,102.14
18045000130,18,045,000130,454,176.67,18.16,396.96,109.57,138.25,455.84,186.85
18045000140,18,045,000140,485.8,211.79,17.37,463.5,139.36,108.99,486.53,210.21
18045000150,18,045,000150,361.35,47.87,9.39,304.1,35.67,82.59,355.72,61.01
18045000160,18,045,000160,282.17,64.07,9.6,213.5,58.29,79.3,271.81,72.91
18045000170,18,045,000170,412.48,107.06,17.01,350.41,78.05,111.11,405.48,123.08
18045000180,18,045,000180,328.02,62.77,10.06,278.59,46.52,75.7,332.84,66.84
18047000010,18,047,000010,639.55,275.96,24.24,594.8,209.76,127.72,643.28,250.78
18047000020,18,047,000020,158,36,4,159,22,10,152,36
18047000030,18,047,000030,470.97,88.99,13,419.97,75.99,70,441.97,93.99
18047000040,18,047,000040,304,73,10,278,53,48,276,83
18047000050,18,047,000050,553.85,100.07,6.94,495.4,84.22,76.29,521.16,108
18047000060,18,047,000060,461.88,98.69,6.91,406.61,83.89,55.27,424.37,92.77
18047000070,18,047,000070,566.92,110.42,8.59,500.22,94.06,90.66,526.06,121.8
18047000080,18,047,000080,525.41,148.67,5.54,506.02,112.65,52.63,499.56,130.2
18047000090,18,047,000090,583,113,10,491,83,127,555,109
18047000100,18,047,000100,205.18,48.94,3.07,191.63,37.79,20.71,193.87,49.01
18047000110,18,047,000110,301.35,71.13,3.95,267.75,56.31,50.39,280.6,70.15
18047000120,18,047,000120,360.45,60.1,10.01,334.4,49.08,41.05,349.41,62.09
18047000130,18,047,000130,533,47,6,422,38,122,507,50
18047000140,18,047,000140,413,47,6,327,45,90,381,55
18047000150,18,047,000150,210.53,161.76,4.05,210.2,120.58,42.49,198.41,152.76
18047000160,18,047,000160,317,41,8,217,35,104,287,49
18047000170,18,047,000170,452.54,140.29,9.88,396.22,107.59,88.35,433.27,139.18
18047000180,18,047,000180,395.37,87,4.83,354.77,56.07,74.43,376.04,79.27
18047000190,18,047,000190,203,45,1,177,35,32,188,42
18047000200,18,047,000200,201,35,4,161,34,45,189,37
18047000210,18,047,000210,468,94,5,426,82,38,419,101
18047000220,18,047,000220,757.79,123.79,8.91,738.83,93.14,46.59,730.98,114.91
18047000230,18,047,000230,609.21,90.21,5.09,558.17,81.86,46.41,571.02,93.09
18049000010,18,049,000010,367,156,8,307,114,109,352,165
18049000020,18,049,000020,268.22,63.04,7.75,200.45,41.73,97.8,268.21,66.92
18049000030,18,049,000030,400.79,90.95,9,286.85,61.97,150.92,390.79,93.95
18049000040,18,049,000040,258,110.01,10.25,200.7,86.3,95.28,256.99,119.13
