GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20GOVRHOL,G20GOVDMYE,G20GOVLRAI,G20ATGRROK,G20ATGDWEI
18097001090,18,097,001090,371,208,13,323,164,103,358,226
18097001100,18,097,001100,353.06,170.2,15,274.17,146.92,114.22,333.18,200.12
18097001110,18,097,001110,468.32,229.61,19.04,394,187.5,143.46,471.23,247.73
18097001120,18,097,001120,597,342,22,510,248,208,603,358
18097001130,18,097,001130,496,307,22,406,237,186,492,336
18097001140,18,097,001140,608.01,390.19,20.84,500.04,303.06,212.14,578.65,429.01
18097001150,18,097,001150,682,504,31,538,436,254,674,542
18097001160,18,097,001160,619.5,394.69,25.86,533.85,318.85,195.54,608.14,426.73
18097001170,18,097,001170,349.5,205.31,18.14,272.15,166.15,138.46,341.86,227.27
18097001180,18,097,001180,242,183,7,189,146,97,236,190
18097001190,18,097,001190,471,443,22,379,375,187,459,473
18097001200,18,097,001200,776.65,389.85,33.03,654.12,304.21,242.12,770.06,421.59
18097001210,18,097,001210,252.58,264.7,8.3,251.79,212.56,61.29,251.51,270.01
18097001220,18,097,001220,563,448,17,488,353,190,573,445
18097001230,18,097,001230,622,830,36,547,690,261,637,847
18097001240,18,097,001240,1106,772,40,1041,555,325,1130,772
18097001250,18,097,001250,399.43,218.92,17.07,374.31,151.39,117.73,395.47,239.94
18097001260,18,097,001260,554.27,315.45,8.96,544.32,224.89,110.46,564.22,312.46
18097001270,18,097,001270,400,239,13,349,185,121,401,246
18097001280,18,097,001280,930,552,30,918,383,217,963,538
18097001290,18,097,001290,315,267,17,276,205,119,314,283
18097001300,18,097,001300,371,281,24,337,213,129,362,306
18097001310,18,097,001310,437,279,15,409,218,105,448,280
18097001320,18,097,001320,563,455,24,543,325,179,596,441
18097001330,18,097,001330,768,554,29,700,414,236,784,553
18097001340,18,097,001340,1130,720,44,1050,544,298,1160,716
18097001350,18,097,001350,688,318,10,574,226,218,685,322
18097001360,18,097,001360,597,395,9,636,262,111,627,372
18097001370,18,097,001370,580.09,351.06,20,613.09,247.04,101.03,622.1,329.05
18097001380,18,097,001380,545.36,323.03,23.93,501.5,220.34,171.49,575.27,304.09
18097001390,18,097,001390,1196,692,25,1288,445,188,1245,644
18097001400,18,097,001400,473,409,21,519,297,88,500,392
18097001410,18,097,001410,396,299,12,393,224,91,411,291
18097001420,18,097,001420,500,331,13,439,246,160,493,344
18097001430,18,097,001430,468.54,267.91,9.07,444.42,195.62,110.48,486.63,254.86
18097001440,18,097,001440,650.47,407.74,27.04,676.48,269.5,143.28,687.52,380.71
18097001450,18,097,001450,348,278,7,332,200,104,363,267
18097001460,18,097,001460,344,270,21,364,176,99,367,260
18097001470,18,097,001470,603,455,28,562,347,181,633,454
18097001480,18,097,001480,694.53,348.26,17.96,696.52,234.5,133.72,714.48,334.29
18097001490,18,097,001490,936,534,26,851,380,270,955,533
18097001500,18,097,001500,181.53,682.01,13,272.65,576.85,30,203.57,670.97
18097001510,18,097,001510,66.5,744.4,10.92,135.98,671.94,16.87,75.43,748.37
18097001520,18,097,001520,14,357,9,42,331,10,16,366
18097001530,18,097,001530,36,508,6,79,465,12,45,512
18097001540,18,097,001540,34,566,4,77,513,16,39,560
18097001550,18,097,001550,21,478,6,54,447,7,27,479
18097001560,18,097,001560,40.87,468.59,3.8,66.53,435.33,14.26,43.72,472.4
18097001570,18,097,001570,57.07,342.17,2.08,76.25,312.75,16.4,59.01,346.35
18097001580,18,097,001580,82.06,430.11,9,105.06,389.1,27.01,91.05,433.11
18097001590,18,097,001590,10.21,282.83,4.13,29.66,268.33,4.4,12.34,288.02
18097001600,18,097,001600,44.43,286.62,4.77,60.71,268.32,14.44,49.06,293.4
18097001610,18,097,001610,37.64,364.67,4.07,56.86,340.44,13.21,40.72,365.78
18097001620,18,097,001620,29.14,540.58,5.2,63.49,501.84,10.75,36.29,535.78
18097001630,18,097,001630,49.19,403.25,13.02,77.26,369.17,21.06,57.21,406.28
18097001640,18,097,001640,290.78,656.1,22.52,371.99,526.7,88.61,330.39,648.86
18097001650,18,097,001650,388.31,643.58,15.09,505.65,478.03,68.39,443.48,595.56
18097001660,18,097,001660,104,281,6,156,206,29,115,270
18097001670,18,097,001670,284,536,19,379,412,45,311,516
18097001680,18,097,001680,291.36,382.73,11.16,316.89,311.74,62.64,310.55,372.69
18097001690,18,097,001690,423.64,469.27,19.84,490.11,345.26,80.36,446.45,464.31
18097001700,18,097,001700,430,428,11,530,292,53,466,392
18097001710,18,097,001710,267,185,8,312,110,43,280,182
18097001720,18,097,001720,370.38,266.62,16.62,422.32,194.22,44.44,392.28,263.93
18097001730,18,097,001730,479.81,382.83,5.94,579.94,250.16,45.98,516.97,348.01
18097001740,18,097,001740,590.66,510.17,19.08,715.88,340.86,71.2,648.75,474.17
18097001750,18,097,001750,144.02,399.63,8.58,178.36,338.59,39.1,152.6,397.73
18097001760,18,097,001760,224,308,12,232,252,64,236,309
18097001770,18,097,001770,252,319,11,285,232,60,272,299
18097001780,18,097,001780,274,317,17,345,219,52,322,290
18097001790,18,097,001790,477.22,421.13,9.84,563.8,287.31,62.97,520.51,390.63
18097001800,18,097,001800,537.16,451.38,9.37,607.86,331.76,68.38,559,439.88
18097001810,18,097,001810,459,727,17,529,567,115,498,698
18097001820,18,097,001820,336,429,15,375,338,74,354,422
18097001830,18,097,001830,341.27,573.45,23.56,430.08,431.65,80.5,374.78,562.5
18097001840,18,097,001840,75.37,382.38,8.51,106.28,327.32,38.74,92.09,377.15
18097001850,18,097,001850,220,449,12,280,356,51,249,434
18097001860,18,097,001860,370,568,14,474,411,75,421,538
18097001870,18,097,001870,385,475,28,503,328,66,439,448
18097001880,18,097,001880,357,412,15,455,280,55,394,392
18097001890,18,097,001890,390.78,427.87,8.16,463.2,299.69,66.03,426.49,396.37
18097001900,18,097,001900,375,495,13,428,377,84,402,482
18097001910,18,097,001910,237,282,8,259,220,52,242,284
18097001920,18,097,001920,394,429,19,416,333,94,414,422
18097001930,18,097,001930,303,568,14,413,425,56,352,540
18097001940,18,097,001940,201,430,7,263,341,36,212,427
18097001950,18,097,001950,214,258,12,265,179,39,241,240
18097001960,18,097,001960,354.49,490.84,18.06,448.79,354.27,64.4,401.68,456.76
18097001970,18,097,001970,552,859,23,684,653,97,596,837
18097001980,18,097,001980,392,452,24,467,323,85,436,427
18097001990,18,097,001990,424,417,27,444,314,114,437,429
18097002000,18,097,002000,448.88,633.2,27.68,574.02,453.14,92.48,513.44,594.5
18097002010,18,097,002010,285.19,381.71,6.96,379.97,272.15,33.04,320.84,360.84
18097002020,18,097,002020,113,282,8,147,237,26,126,281
18097002030,18,097,002030,186,560,9,248,466,41,208,545
18097002040,18,097,002040,74,78,3,106,44,5,87,66
18097002050,18,097,002050,365,796,20,384,666,137,374,804
18097002060,18,097,002060,363.61,505.55,12.04,480.54,364.56,45.09,393.62,486.58
18097002070,18,097,002070,56.32,246.01,5.93,79.04,213.4,17.78,64.22,244.03
18097002080,18,097,002080,110.99,353.95,8,148.98,306.96,22,119.98,355.95
18097002090,18,097,002090,246.93,487.06,17.57,300.83,398.35,53.47,280.31,464.25
18097002100,18,097,002100,238.51,615.16,9.94,286.21,523.73,64.6,269.32,601.24
18097002110,18,097,002110,201,724,20,312,576,70,254,696
18097002120,18,097,002120,286.8,974.21,17.03,350.75,851.03,78.26,311.81,962.21
18097002130,18,097,002130,97,83,4,117,59,10,104,78
18097002140,18,097,002140,74.01,774.03,7,123.01,720.02,18,89.01,773.03
18097002150,18,097,002150,164.5,583.6,10.08,193.02,516.06,50.13,170.57,586.63
18097002160,18,097,002160,240,403,18,253,329,82,252,406
18097002170,18,097,002170,54.1,92.9,7.32,53.69,85.09,16.29,51.93,99.3
18097002180,18,097,002180,194.85,295.26,6.96,183.92,251.52,62.63,198.83,297.25
18097002190,18,097,002190,313.35,1179.53,14.01,432.33,1005.45,84.11,346.36,1170.54
18097002200,18,097,002200,38,601,3,95,536,12,44,601
18097002210,18,097,002210,73.42,149.78,2.94,81.25,134.12,13.71,72.44,156.63
18097002220,18,097,002220,253,285,17,225,243,88,250,300
18097002230,18,097,002230,139.07,201.94,11.43,137.17,167.65,49.53,146.69,205.75
18097002240,18,097,002240,57.34,100.11,3.64,52.79,91.01,14.56,55.52,104.66
18097002250,18,097,002250,374.57,226.99,4.04,356.52,163.9,82.14,358.55,241.04
18097002260,18,097,002260,92.45,177.94,2.98,94.44,162.03,18.89,85.49,183.9
18097002270,18,097,002270,38,168,1,44,152,11,37,169
18097002280,18,097,002280,48.38,294.24,0.99,55.29,278.44,11.85,38.51,303.12
18097002290,18,097,002290,101.14,967.4,12.02,180.22,868.3,38.05,116.15,969.4
18097002300,18,097,002300,107,1044,19,218,904,51,140,1030
18097002310,18,097,002310,158,120,5,128,108,45,147,134
18097002320,18,097,002320,243,237,12,223,198,64,231,247
18097002330,18,097,002330,337,279,14,301,227,104,329,298
18097002340,18,097,002340,500.9,310.9,16.9,424.25,256.52,149.87,490.84,335.84
18097002350,18,097,002350,361,270,18,354,200,97,357,288
18097002360,18,097,002360,277.85,347.27,20.08,269.47,299.86,83.85,276.71,370.46
18097002370,18,097,002370,280,172,8,243,155,65,276,184
18097002380,18,097,002380,268,200,6,232,169,72,259,210
18097002390,18,097,002390,444,265,19,394,203,135,437,291
18097002400,18,097,002400,424.02,336.05,20.76,377.57,253.03,155.18,425.01,353.84
18097002410,18,097,002410,391.57,269.45,10.02,358.49,215.37,97.17,382.54,286.49
18097002420,18,097,002420,344.59,274.28,9.9,299.04,224.77,102.98,327.75,297.06
18097002430,18,097,002430,113,212,7,111,187,38,108,226
18097002440,18,097,002440,351.73,313.38,13.8,363.42,228.1,89.36,369.26,298.97
18097002450,18,097,002450,481.31,256.1,15.94,415.54,199.3,138.51,457.4,285
18097002460,18,097,002460,486,288,13,454,208,131,502,288
18097002470,18,097,002470,228.23,233.58,9.2,203.55,190.87,77.63,233.7,234.99
18097002480,18,097,002480,254.04,310.04,12,237.03,245.03,96.01,264.04,310.04
18097002490,18,097,002490,315.3,164.63,12.97,285.36,127.71,81.82,309.31,181.59
18097002500,18,097,002500,559,306,15,499,240,144,553,322
18097002510,18,097,002510,311.15,341.07,9.97,290.21,292.2,85.77,321.12,345.06
18097002520,18,097,002520,462,270,13,437,201,110,481,260
18097002530,18,097,002530,444.67,274.45,21.99,440.84,203.69,104.23,457.1,284.01
18097002540,18,097,002540,519,271,17,535,187,90,526,274
18097002550,18,097,002550,467,316,8,496,233,76,480,318
18097002560,18,097,002560,471.85,361.93,21.03,465.79,265.8,122.23,480.88,369.94
18097002570,18,097,002570,485,290,14,396,237,158,460,324
18097002580,18,097,002580,346,452,22,318,373,134,347,471
18097002590,18,097,002590,593,441,22,633,314,107,628,421
18097002600,18,097,002600,526,385,17,492,309,125,523,394
18097002610,18,097,002610,326,335,15,389,233,57,352,326
18097002620,18,097,002620,466,454,25,490,346,115,508,434
18097002630,18,097,002630,480.83,365.27,20.57,469.08,289.87,118.49,495.52,371.15
18097002640,18,097,002640,444.88,273.8,22.12,417.59,213.29,113.95,458.85,279.94
18097002650,18,097,002650,415.66,377.12,18.39,434.06,277.93,104.11,450.33,357.7
18097002660,18,097,002660,558,417,21,543,321,134,562,428
18097002670,18,097,002670,646,439.63,28.22,623.02,322.14,170.57,676.85,433.23
18097002680,18,097,002680,616.89,481.88,32.99,575.91,368.9,188.95,631.9,490.87
18097002690,18,097,002690,600,376,18,563,294,142,584,403
18097002700,18,097,002700,466,320,22,440,252,118,470,336
18097002710,18,097,002710,431,252,12,427,184,93,445,248
18097002720,18,097,002720,293,286,15,264,243,87,296,292
18097002730,18,097,002730,495.29,234.93,16.31,459.33,169.84,121.56,492.63,251.92
18097002740,18,097,002740,334.37,196.14,5.6,342.78,139.17,62.58,336.24,198.01
18097002750,18,097,002750,310,180,9,314,127,61,317,182
18097002760,18,097,002760,572.31,351.29,12.01,595.32,237.21,106.08,591.33,333.27
18097002770,18,097,002770,350,223,10,346,172,68,348,238
18097002780,18,097,002780,591.5,329.34,17.02,563.48,255.25,123.13,602.52,331.34
18097002790,18,097,002790,471.79,290.87,14.99,445.81,202.91,135.94,489.79,283.88
18097002800,18,097,002800,489,287,12,478,196,113,480,298
18097002810,18,097,002810,404,215,10,381,169,82,404,223
18097002820,18,097,002820,261,240,15,261,196,59,263,252
18097002830,18,097,002830,491.17,389.69,12.04,446.2,315.51,134.2,493.18,393.72
18097002840,18,097,002840,296.21,156.13,12.01,285.19,104.09,74.06,305.21,153.12
18097002850,18,097,002850,500,344,12,527,236,102,522,330
18097002860,18,097,002860,406,316,19,403,236,100,423,309
18097002870,18,097,002870,394,340,22,396,268,92,409,341
18097002880,18,097,002880,321,243,17,333,189,60,336,241
18097002890,18,097,002890,299,227,11,308,185,46,307,226
18097002900,18,097,002900,204.83,121.31,6.96,209.8,89.49,35.8,207.82,126.28
18097002910,18,097,002910,543,391,18,528,304,114,553,391
18097002920,18,097,002920,86.78,641.03,7.98,119.68,600.14,22.94,88.78,654.98
18097002930,18,097,002930,28.71,198.08,2.87,44.97,177.99,10.52,32.53,199.99
18097002940,18,097,002940,105.35,403.7,6.04,127.58,365.43,24.14,109.41,409.73
18097002950,18,097,002950,386,736,14,530,547,69,433,701
18097002960,18,097,002960,311,482,11,444,347,25,358,453
18097002970,18,097,002970,92.88,177.86,6.92,114.62,142.29,25.69,104.74,174.89
18097002980,18,097,002980,147.66,475.7,11.16,209.55,389.36,37.77,177.64,455.64
18097002990,18,097,002990,131.34,368.3,1.84,186.45,285.64,31.23,142.36,356.36
18097003000,18,097,003000,269.76,497.5,18.57,331.34,400.73,58.64,293.22,490.65
18097003010,18,097,003010,99,474,11,164,387,36,114,471
18097003020,18,097,003020,380,687,16,521,523,56,433,659
18097003030,18,097,003030,311,695,17,423,548,53,334,682
18097003040,18,097,003040,181,640,15,254,534,45,193,635
18097003050,18,097,003050,164.12,503.14,15.08,225.38,402.71,61.31,190.26,496.11
18097003060,18,097,003060,172,826,9,262,711,45,209,804
18097003070,18,097,003070,293,495,8,378,397,35,329,476
18097003080,18,097,003080,79,315,5,104,272,23,78,316
18097003090,18,097,003090,130,601,13,219,499,30,140,603
18097003100,18,097,003100,162,438,13,219,371,25,174,438
18097003110,18,097,003110,107,480,12,147,414,36,115,482
18097003120,18,097,003120,168,496,12,261,382,36,209,467
18097003130,18,097,003130,169.56,402.53,2.11,233.5,318.14,23.55,190.81,381.41
18097003140,18,097,003140,114.44,624.47,7.89,183.5,522.86,40.45,133.19,615.59
18097003150,18,097,003150,96,760,22,152,687,44,115,766
18097003160,18,097,003160,119,718,5,200,614,34,135,707
18097003170,18,097,003170,69,794,9,128,718,29,77,796
18097003180,18,097,003180,66.83,603.44,13.31,103.21,553.3,30,69.27,612.38
18097003190,18,097,003190,365.33,755.17,23.77,452.42,603.69,84.62,392.57,743.44
18097003200,18,097,003200,112,571,8,156,509,33,130,567
18097003210,18,097,003210,74.67,420.83,8.23,107.58,368.31,30.38,85.43,419.56
18097003220,18,097,003220,123,585,17,193,502,34,136,590
18097003230,18,097,003230,86,687,8,147,615,29,98,683
18097003240,18,097,003240,66,545,7,113,490,23,72,550
18097003250,18,097,003250,109,641,8,195,533,31,127,631
18097003260,18,097,003260,132,616,14,200,528,45,151,611
18097003270,18,097,003270,0,0,0,0,0,0,0,0
18097003280,18,097,003280,186.72,437.35,10.98,282.58,325.52,30.95,227.66,405.4
18097003290,18,097,003290,73.12,445.54,14.01,120.19,383.45,25.03,82.14,439.53
18097003300,18,097,003300,100,678,8,175,582,36,117,674
18097003310,18,097,003310,73.25,573.03,9.2,120.71,512.53,29.3,86.45,569.93
18097003320,18,097,003320,64,449,7,118,388,14,77,439
18097003330,18,097,003330,68.03,680.27,12,146.05,595.24,21.01,89.03,669.27
18097003340,18,097,003340,173,723,11,294,581,34,215,693
18097003350,18,097,003350,206.15,347.36,9.01,266.23,263.27,34.03,218.19,340.33
18097003360,18,097,003360,142.88,639.46,11.99,220.81,533.55,38.97,159.86,626.47
18097003370,18,097,003370,88,572,3,134,509,23,98,566
18097003380,18,097,003380,202.83,163.57,4.67,227.13,115.9,28.98,213.11,157.96
18097003390,18,097,003390,140.29,470.66,7.07,175.15,403.28,41.92,148.29,465.86
18097003400,18,097,003400,46.71,236.34,0.93,58.85,216.72,13.08,46.71,239.14
18097003410,18,097,003410,95,457,9,133,390,39,107,450
18097003420,18,097,003420,23.85,284.83,9.08,43.32,266.24,13.31,33.96,287.89
18097003430,18,097,003430,24.07,344.33,3.83,51.74,315.68,5.78,27.87,342.48
18097003440,18,097,003440,65.97,654.73,7,120.95,590.76,18.99,74.97,655.73
18097003450,18,097,003450,106,851,20,176,755,55,135,847
18097003460,18,097,003460,214,612,27,302,482,78,242,611
18097003470,18,097,003470,208,640,20,270,527,77,232,636
18097003480,18,097,003480,234,655,20,316,529,67,267,641
18097003490,18,097,003490,193.76,628.21,15.98,232.71,530.34,81.9,205.74,631.21
18097003500,18,097,003500,138.24,334.79,8.02,150.29,282.66,50.1,140.26,334.79
18097003510,18,097,003510,286,459,19,295,384,91,291,474
18097003520,18,097,003520,199,210,3,190,169,54,199,214
18097003530,18,097,003530,26.96,450.27,1,53.91,419.32,9.98,34.94,445.28
18097003540,18,097,003540,8.96,251.75,0,26.87,232.85,3.98,13.93,250.76
18097003550,18,097,003550,98.08,331.8,8,106.2,309.67,29.03,96.11,342.79
18097003560,18,097,003560,87,331,7,91,309,26,85,338
18097003570,18,097,003570,52,320,3,75,285,20,63,315
18097003580,18,097,003580,162,319,13,164,279,55,164,330
18097003590,18,097,003590,70,193,4,79,166,21,75,191
18097003600,18,097,003600,297.43,364.83,13.03,288.46,304.71,89.12,302.45,374.85
18097003610,18,097,003610,164,490,14,232,386,51,181,480
18097003620,18,097,003620,193,468,16,210,400,68,196,477
18097003630,18,097,003630,206,551,15,255,453,71,224,545
18097003640,18,097,003640,101,366,7,126,329,22,100,375
18097003650,18,097,003650,119.67,473.76,8.12,140.14,431.9,33.63,119.8,477.82
18097003660,18,097,003660,80.33,468.24,5.88,102.86,427.1,30.37,86.2,471.18
18097003670,18,097,003670,68,459,11,113,398,25,71,467
18097003680,18,097,003680,34,447,5,67,401,20,41,447
18097003690,18,097,003690,172.17,352.47,8.01,178.18,313.42,46.05,177.17,360.48
18097003700,18,097,003700,116,369,8,117,347,30,123,373
18097003710,18,097,003710,121,160,2,103,138,41,120,162
18097003720,18,097,003720,126.83,343.53,8.99,132.82,310.58,37.95,121.83,355.52
18097003730,18,097,003730,100.32,373.43,9.29,122.62,331.63,27.87,108.68,372.5
18097003740,18,097,003740,61.68,495.57,1.71,98.38,451.37,15.13,72.32,490.5
18097003750,18,097,003750,75,487,8,110,438,27,84,487
18097003760,18,097,003760,126,477,6,135,422,54,128,479
18097003770,18,097,003770,160,751,13,201,663,66,161,759
18097003780,18,097,003780,75,450,7,99,402,35,79,457
18097003790,18,097,003790,118.6,430.02,6.04,127.77,384.76,42.14,116.62,428.04
18097003800,18,097,003800,84,383,14,110,339,35,90,388
18097003810,18,097,003810,249.4,843.98,16.96,321.23,734.24,56.86,258.38,854.96
18097003820,18,097,003820,153,470,9,209,395,32,168,463
18097003830,18,097,003830,213,319,11,228,261,59,220,326
18097003840,18,097,003840,326,363,19,316,287,110,325,385
18097003850,18,097,003850,236.3,488.6,13.01,251.31,408.52,80.08,251.3,486.61
18097003860,18,097,003860,268,597,14,292,513,78,283,594
18097003870,18,097,003870,223.57,433.17,14.97,242.54,370.29,64.88,233.55,443.15
18097003880,18,097,003880,322,365,13,331,305,68,335,367
18097003890,18,097,003890,250.7,504.4,10.99,257.69,439.48,71.92,252.7,511.39
18097003900,18,097,003900,280,478,11,292,388,89,294,471
18097003910,18,097,003910,350,490,17,356,399,103,351,504
18097003920,18,097,003920,321,312,17,295,257,100,321,324
18097003930,18,097,003930,403,277,12,364,220,108,384,308
18097003940,18,097,003940,214,338,10,205,298,64,211,350
18097003950,18,097,003950,368,175,7,302,150,100,346,204
18097003960,18,097,003960,327.98,417.98,19,362.98,348.98,58,337.98,430.98
18097003970,18,097,003970,318.02,613.02,15,353.02,519.02,81,325.02,615.02
18097003980,18,097,003980,314,411,11,345,331,68,318,423
18097003990,18,097,003990,384.05,257.04,11,330.04,210.04,120.01,366.04,291.04
18097004000,18,097,004000,321,233,21,297,194,89,318,256
18097004010,18,097,004010,344,471,10,362,392,79,343,483
18097004020,18,097,004020,467,874,27,497,766,115,486,885
18097004030,18,097,004030,464.63,314.11,14.88,415.45,258.46,126.67,457.79,330.97
18097004040,18,097,004040,564,917,24,572,803,145,575,935
18097004050,18,097,004050,509,472,10,561,339,97,542,447
18097004060,18,097,004060,68,321,2,140,244,9,91,302
