GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSDGID,G20USSRCOL,G20USSISAV,G20USSILIN
230219605001018,1.4,3.4,0.1,0,0,1.1,3.6,0.1,0.1
230219605001047,1.9,4.4,0.1,0,0,1.4,4.6,0.2,0.1
230219605001104,2.1,4.9,0.1,0,0,1.6,5.2,0.2,0.1
230219604002099,10.2,17,0.5,0.2,0.1,7.8,18.1,1.3,0.6
230219604002085,0,0,0,0,0,0,0,0,0
230219604002082,5.2,8.7,0.3,0.1,0,4,9.3,0.7,0.3
230219604002049,0.8,1.3,0,0,0,0.6,1.4,0.1,0
230219604002009,0,0,0,0,0,0,0,0,0
230219604002057,0,0,0,0,0,0,0,0,0
230219604002006,0,0,0,0,0,0,0,0,0
230219604002048,0,0,0,0,0,0,0,0,0
230219604001298,0,0,0,0,0,0,0,0,0
230219608001054,2.4,4.6,0.1,0.1,0,1.9,4.8,0.3,0.2
230219608001110,0.2,0.4,0,0,0,0.2,0.4,0,0
230219608001118,0,0,0,0,0,0,0,0,0
230219608001104,0,0,0,0,0,0,0,0,0
230219608001049,0,0,0,0,0,0,0,0,0
230219605002108,6,7.9,0.1,0.1,0,4.1,8.2,1.3,0.1
230219605002197,0,0,0,0,0,0,0,0,0
230219605002187,0,0,0,0,0,0,0,0,0
230219605002193,0,0,0,0,0,0,0,0,0
230219604002107,0,0,0,0,0,0,0,0,0
230219604002106,0.5,0.9,0,0,0,0.4,0.9,0.1,0
230219604002024,0,0,0,0,0,0,0,0,0
230219604002065,0,0,0,0,0,0,0,0,0
230219604002028,0,0,0,0,0,0,0,0,0
230219604002081,18.6,30.9,1,0.3,0.1,14.3,32.9,2.3,1.2
230219604002054,0,0,0,0,0,0,0,0,0
230219604002005,0,0,0,0,0,0,0,0,0
230219604002042,0,0,0,0,0,0,0,0,0
230219604002035,0,0,0,0,0,0,0,0,0
230219604002092,0,0,0,0,0,0,0,0,0
230219603021661,0,0,0,0,0,0,0,0,0
230219603021818,0,0,0,0,0,0,0,0,0
230219603021812,0,0,0,0,0,0,0,0,0
230219603021233,0,0,0,0,0,0,0,0,0
230219604001307,0,0,0,0,0,0,0,0,0
230219608001045,4.6,8.8,0.3,0.1,0,3.6,9.3,0.5,0.3
230219608001005,4.4,8.4,0.3,0.1,0,3.5,8.9,0.5,0.3
230219608001103,4,7.6,0.2,0.1,0,3.2,8.1,0.5,0.3
230219608001059,0,0,0,0,0,0,0,0,0
230219605002210,0,0,0,0,0,0,0,0,0
230219605002266,0,0,0,0,0,0,0,0,0
230219605002264,0,0,0,0,0,0,0,0,0
230219605002259,0.9,1.2,0,0,0,0.6,1.3,0.2,0
230219605002209,0.5,0.6,0,0,0,0.3,0.6,0.1,0
230219605002230,1.4,1.8,0,0,0,1,1.9,0.3,0
230219605002217,4.2,5.5,0.1,0.1,0,2.9,5.6,0.9,0.1
230219605002228,0,0,0,0,0,0,0,0,0
230219605002216,0,0,0,0,0,0,0,0,0
230219605002150,0,0,0,0,0,0,0,0,0
230219605002177,0,0,0,0,0,0,0,0,0
230219605002183,0.2,0.4,0,0,0,0.2,0.4,0,0
230219605002176,0,0,0,0,0,0,0,0,0
230219605002251,0,0,0,0,0,0,0,0,0
230219609001028,22.7,40.3,1.7,0,0,20.4,42.6,1.1,0.6
230219609001045,0,0,0,0,0,0,0,0,0
230219609001034,0,0,0,0,0,0,0,0,0
230219609001032,0,0,0,0,0,0,0,0,0
230219609001033,0,0,0,0,0,0,0,0,0
230219603021483,0,0,0,0,0,0,0,0,0
230219603021938,0,0,0,0,0,0,0,0,0
230219603011100,0,0,0,0,0,0,0,0,0
230219603011072,3,3.9,0.1,0,0,2.2,4.5,0.2,0.1
230219603011050,0,0,0,0,0,0,0,0,0
230219603011040,0,0,0,0,0,0,0,0,0
230219603011004,0,0,0,0,0,0,0,0,0
230219603021115,0,0,0,0,0,0,0,0,0
230219603021424,0,0,0,0,0,0,0,0,0
230219603021391,0,0,0,0,0,0,0,0,0
230219605002061,1.1,2.5,0,0,0,0.9,2.6,0.1,0.1
230219605002261,0,0,0,0,0,0,0,0,0
230219605002030,0.5,1,0,0,0,0.4,1.1,0,0
230219605002007,0,0,0,0,0,0,0,0,0
230219605002092,0,0,0,0,0,0,0,0,0
230219605002095,0.9,2,0,0,0,0.7,2.1,0.1,0.1
230219606002001,0,0,0,0,0,0,0,0,0
230219606002010,0,0,0,0,0,0,0,0,0
230219606002045,2,3.7,0.1,0,0,1.5,3.9,0.3,0.1
230219606002080,1.8,3.4,0.1,0,0,1.4,3.5,0.3,0.1
230219606002058,3,5.6,0.1,0.1,0,2.3,5.8,0.5,0.2
230219606002036,4.8,8.9,0.1,0.1,0,3.6,9.3,0.8,0.2
230219606002073,0.8,1.5,0,0,0,0.6,1.6,0.1,0
230219606002023,0,0,0,0,0,0,0,0,0
230219605002159,0.4,0.7,0,0,0,0.3,0.8,0.1,0
230219603021139,0,0,0,0,0,0,0,0,0
230219603021186,0,0,0,0,0,0,0,0,0
230219603021184,0,0,0,0,0,0,0,0,0
230219603021189,0,0,0,0,0,0,0,0,0
230219603021143,0,0,0,0,0,0,0,0,0
230219603021190,0,0,0,0,0,0,0,0,0
230219603021162,0,0,0,0,0,0,0,0,0
230219603021166,0,0,0,0,0,0,0,0,0
230219603021169,0,0,0,0,0,0,0,0,0
230219603021927,0,0,0,0,0,0,0,0,0
230219603021019,0,0,0,0,0,0,0,0,0
230219607002083,0,0,0,0,0,0,0,0,0
230219607001016,0.3,0.4,0,0,0,0.2,0.5,0,0
230219607001069,6.4,9.5,0.3,0.1,0,4.8,10.4,0.7,0.5
230219607001073,5.9,8.6,0.3,0.1,0,4.3,9.5,0.6,0.4
230219607001070,6.4,9.5,0.3,0.1,0,4.8,10.4,0.7,0.5
230219607003005,0,0,0,0,0,0,0,0,0
230219607001113,5.9,8.6,0.3,0.1,0,4.3,9.5,0.6,0.4
230219607003038,2,2.9,0.1,0,0,1.4,3.2,0.2,0.1
230219607003017,7.5,11.1,0.4,0.1,0,5.6,12.2,0.8,0.5
230219607003045,9.2,13.6,0.4,0.2,0,6.8,14.9,1,0.7
230219607002034,0.8,1.2,0,0,0,0.6,1.4,0.1,0.1
230219607002006,21.5,31.7,1,0.4,0,15.9,34.7,2.4,1.5
230219607001098,0,0,0,0,0,0,0,0,0
230219607003004,2.2,3.3,0.1,0,0,1.7,3.6,0.2,0.2
230219607003032,0,0,0,0,0,0,0,0,0
230219607002047,2,2.9,0.1,0,0,1.4,3.2,0.2,0.1
230219607002077,0,0,0,0,0,0,0,0,0
230219607002092,5.6,8.2,0.3,0.1,0,4.1,9,0.6,0.4
230219607001033,0,0,0,0,0,0,0,0,0
230219603021406,0,0,0,0,0,0,0,0,0
230219603021120,0,0,0,0,0,0,0,0,0
230219603021698,0,0,0,0,0,0,0,0,0
230219603021075,0,0,0,0,0,0,0,0,0
230219603021454,0,0,0,0,0,0,0,0,0
230219603021197,0,0,0,0,0,0,0,0,0
230219603021284,0,0,0,0,0,0,0,0,0
230219603021482,0,0,0,0,0,0,0,0,0
230219603011056,6.6,8.7,0.2,0.1,0,4.9,10,0.5,0.2
230219603011103,0,0,0,0,0,0,0,0,0
230219603021082,0,0,0,0,0,0,0,0,0
230219603021518,0,0,0,0,0,0,0,0,0
230219603021420,0,0,0,0,0,0,0,0,0
230219603021069,0,0,0,0,0,0,0,0,0
230219608001086,0,0,0,0,0,0,0,0,0
230219608001064,5.6,13.7,0.1,0,0.1,4.4,13.7,0.6,0.7
230219608001076,1.9,4.7,0,0,0,1.5,4.7,0.2,0.2
230219608001068,0,0,0,0,0,0,0,0,0
230219608001069,0,0,0,0,0,0,0,0,0
230219608001097,0,0,0,0,0,0,0,0,0
230219603021707,0,0,0,0,0,0,0,0,0
230219603021685,1.7,1.7,0,0,0,1.1,2.1,0.1,0
230219603021679,0,0,0,0,0,0,0,0,0
230219604001334,0,0,0,0,0,0,0,0,0
230219604001316,1.3,2.2,0.1,0,0,1,2.3,0.2,0.1
230219604001331,0,0,0,0,0,0,0,0,0
230219604001231,8,14.8,0,0,0,6.2,15.9,0.6,0.2
230219604001072,0,0,0,0,0,0,0,0,0
230219603021664,0,0,0,0,0,0,0,0,0
230219603021623,0,0,0,0,0,0,0,0,0
230219603021711,0,0,0,0,0,0,0,0,0
230219603021846,0,0,0,0,0,0,0,0,0
230219603021843,0,0,0,0,0,0,0,0,0
230219603021740,0,0,0,0,0,0,0,0,0
230219603021807,0,0,0,0,0,0,0,0,0
230219603021606,0,0,0,0,0,0,0,0,0
230219603021252,0,0,0,0,0,0,0,0,0
230219603021839,0,0,0,0,0,0,0,0,0
230219603021325,0,0,0,0,0,0,0,0,0
230219603021395,0,0,0,0,0,0,0,0,0
230219603021225,0,0,0,0,0,0,0,0,0
230219603021990,0,0,0,0,0,0,0,0,0
230219603021835,0,0,0,0,0,0,0,0,0
230219603021991,0,0,0,0,0,0,0,0,0
230219604001336,0,0,0,0,0,0,0,0,0
230219604001340,0,0,0,0,0,0,0,0,0
230219604001343,0.8,1.3,0,0,0,0.6,1.4,0.1,0
230219604001359,0,0,0,0,0,0,0,0,0
230219604001370,0,0,0,0,0,0,0,0,0
230219604001374,0,0,0,0,0,0,0,0,0
230219604001383,0,0,0,0,0,0,0,0,0
230219604001191,0,0,0,0,0,0,0,0,0
230219604001237,1.1,2.1,0,0,0,0.9,2.3,0.1,0
230219604001239,6.5,12,0,0,0,5,12.9,0.5,0.2
230219604001223,0,0,0,0,0,0,0,0,0
230219604001200,0,0,0,0,0,0,0,0,0
230219604001198,0.4,0.7,0,0,0,0.3,0.8,0,0
230219604001240,0,0,0,0,0,0,0,0,0
230219604001199,0,0,0,0,0,0,0,0,0
230219604001192,0,0,0,0,0,0,0,0,0
230219604001206,0,0,0,0,0,0,0,0,0
230219603021804,0,0,0,0,0,0,0,0,0
230219604001089,0,0,0,0,0,0,0,0,0
230219603021237,0,0,0,0,0,0,0,0,0
230219603021210,0,0,0,0,0,0,0,0,0
230219603021413,0,0,0,0,0,0,0,0,0
230219603021012,0,0,0,0,0,0,0,0,0
230219603021247,0,0,0,0,0,0,0,0,0
230219603021255,0,0,0,0,0,0,0,0,0
230219603021940,0,0,0,0,0,0,0,0,0
230219603021908,0,0,0,0,0,0,0,0,0
230219605001051,0.4,1,0,0,0,0.3,1,0,0
230219605001091,0,0,0,0,0,0,0,0,0
230219605001086,0,0,0,0,0,0,0,0,0
230219605001093,0,0,0,0,0,0,0,0,0
230219605001109,0,0,0,0,0,0,0,0,0
230219608001080,2.5,6.1,0.1,0,0.1,2,6.1,0.3,0.3
230219608001078,0.8,1.9,0,0,0,0.6,1.9,0.1,0.1
230219608001050,0,0,0,0,0,0,0,0,0
230219608001083,0,0,0,0,0,0,0,0,0
230219603021001,0,0,0,0,0,0,0,0,0
230219604001048,0,0,0,0,0,0,0,0,0
230219603021713,0,0,0,0,0,0,0,0,0
230219603021852,0,0,0,0,0,0,0,0,0
230219603021543,0,0,0,0,0,0,0,0,0
230219603021330,0,0,0,0,0,0,0,0,0
230219603021548,0,0,0,0,0,0,0,0,0
230219603021578,0,0,0,0,0,0,0,0,0
230219603021629,0,0,0,0,0,0,0,0,0
230219603021784,0,0,0,0,0,0,0,0,0
230219603021748,0,0,0,0,0,0,0,0,0
230219603021956,0,0,0,0,0,0,0,0,0
230219604001378,0,0,0,0,0,0,0,0,0
230219604001379,0,0,0,0,0,0,0,0,0
230219603021774,0,0,0,0,0,0,0,0,0
230219603021830,3,5,0.3,0.1,0,2.4,5.2,0.5,0.2
230219606003024,9.4,17.5,0.6,0.1,0,7.1,18.7,1.2,0.5
230219606003031,3.8,7,0.2,0,0,2.8,7.5,0.5,0.2
230219608003039,0,0,0,0,0,0,0,0,0
230219608003067,0.5,1.2,0,0,0,0.3,1.2,0,0
230219608003091,3.6,9.4,0.1,0,0,2.5,9.9,0.4,0.4
230219608003009,0,0,0,0,0,0,0,0,0
230219608003093,0,0,0,0,0,0,0,0,0
230219608003001,0,0,0,0,0,0,0,0,0
230219608003055,0,0,0,0,0,0,0,0,0
230219608003025,0,0,0,0,0,0,0,0,0
230219608003045,0,0,0,0,0,0,0,0,0
230219605001070,5.6,13.2,0.3,0,0,4.3,13.9,0.5,0.4
230219605001001,2.5,5.9,0.1,0,0,1.9,6.2,0.2,0.2
230219605001023,0,0,0,0,0,0,0,0,0
230219605001019,0,0,0,0,0,0,0,0,0
230219605001016,0,0,0,0,0,0,0,0,0
230219605001103,2.1,4.9,0.1,0,0,1.6,5.2,0.2,0.1
230219605001090,1.4,3.4,0.1,0,0,1.1,3.6,0.1,0.1
230219604002068,0,0,0,0,0,0,0,0,0
230219604002067,0,0,0,0,0,0,0,0,0
230219604002021,0,0,0,0,0,0,0,0,0
230219604001030,0,0,0,0,0,0,0,0,0
230219603021797,0,0,0,0,0,0,0,0,0
230219603021763,2.3,3.8,0.2,0,0,1.8,3.9,0.3,0.2
230219604001015,1,1.7,0.1,0,0,0.8,1.9,0.1,0.1
230219603021658,0,0,0,0,0,0,0,0,0
230219603021752,0,0,0,0,0,0,0,0,0
230219604001082,0,0,0,0,0,0,0,0,0
230219603021765,0,0,0,0,0,0,0,0,0
230219603021778,0,0,0,0,0,0,0,0,0
230219604001041,0,0,0,0,0,0,0,0,0
230219603021208,0,0,0,0,0,0,0,0,0
230219603021214,0,0,0,0,0,0,0,0,0
230219604001106,0,0,0,0,0,0,0,0,0
230219604001244,3.1,10.7,0,0,0,2.3,11.2,0.2,0.2
230219604001147,0,0,0,0,0,0,0,0,0
230219604001068,0,0,0,0,0,0,0,0,0
230219604001010,0,0,0,0,0,0,0,0,0
230219604001098,0,0,0,0,0,0,0,0,0
230219604001136,0,0,0,0,0,0,0,0,0
230219604001144,0,0,0,0,0,0,0,0,0
230219605001069,2.1,4.9,0.1,0,0,1.6,5.2,0.2,0.1
230219603021728,0,0,0,0,0,0,0,0,0
230219603021008,0,0,0,0,0,0,0,0,0
230219604001085,0,0,0,0,0,0,0,0,0
230219603021562,1.2,2.8,0,0,0,1,2.9,0,0
230219603021379,0,0,0,0,0,0,0,0,0
230219603021802,0,0,0,0,0,0,0,0,0
230219603021803,0,0,0,0,0,0,0,0,0
230219604001019,0,0,0,0,0,0,0,0,0
230219603021750,0,0,0,0,0,0,0,0,0
230219603021955,0,0,0,0,0,0,0,0,0
230219603021952,0,0,0,0,0,0,0,0,0
230219604001110,0,0,0,0,0,0,0,0,0
230219604001124,0,0,0,0,0,0,0,0,0
230219604001246,0,0,0,0,0,0,0,0,0
230219604001145,0,0,0,0,0,0,0,0,0
230219604001218,0,0,0,0,0,0,0,0,0
230219604001120,0,0,0,0,0,0,0,0,0
230219604001114,0,0,0,0,0,0,0,0,0
230219609001203,0,0,0,0,0,0,0,0,0
230219609001201,0,0,0,0,0,0,0,0,0
230219609001196,0,0,0,0,0,0,0,0,0
230219609001035,0,0,0,0,0,0,0,0,0
230219609001012,0,0,0,0,0,0,0,0,0
230219609001049,0,0,0,0,0,0,0,0,0
230219609001185,0,0,0,0,0,0,0,0,0
230219608002041,0.5,1.1,0,0,0,0.3,1.1,0.1,0
230219608002050,1.4,3.2,0.1,0,0.1,0.9,3.3,0.3,0.1
230219608002026,0,0,0,0,0,0,0,0,0
230219605002077,3.4,7.6,0.1,0.1,0,2.7,7.9,0.3,0.2
230219605002098,0,0,0,0,0,0,0,0,0
230219605002074,0,0,0,0,0,0,0,0,0
230219605002084,0,0,0,0,0,0,0,0,0
230219605002016,0,0,0,0,0,0,0,0,0
230219606001018,0.9,1.7,0.1,0,0,0.7,1.9,0.1,0.1
230219606001049,0,0,0,0,0,0,0,0,0
230219606001034,1.2,2.2,0.1,0,0,0.9,2.3,0.1,0.1
230219606001042,0.9,1.7,0.1,0,0,0.7,1.9,0.1,0.1
230219606001008,0,0,0,0,0,0,0,0,0
230219606003007,0,0,0,0,0,0,0,0,0
230219606003005,2.6,4.8,0.2,0,0,2,5.1,0.3,0.2
230219606001047,4,7.4,0.2,0,0,3,7.9,0.5,0.2
230219605002161,0,0,0,0,0,0,0,0,0
230219605002242,0,0,0,0,0,0,0,0,0
230219605002163,0,0,0,0,0,0,0,0,0
230219605002238,0,0,0,0,0,0,0,0,0
230219605002155,0,0,0,0,0,0,0,0,0
230219605002141,0,0,0,0,0,0,0,0,0
230219605002243,0,0,0,0,0,0,0,0,0
230219605002249,0,0,0,0,0,0,0,0,0
230219605002255,0,0,0,0,0,0,0,0,0
230219605002246,0,0,0,0,0,0,0,0,0
230219603021440,0,0,0,0,0,0,0,0,0
230219603021519,0,0,0,0,0,0,0,0,0
230219603021419,0,0,0,0,0,0,0,0,0
230219603021977,0,0,0,0,0,0,0,0,0
230219603021434,0,0,0,0,0,0,0,0,0
230219603011081,0,0,0,0,0,0,0,0,0
230219603011034,0,0,0,0,0,0,0,0,0
230219603011038,0,0,0,0,0,0,0,0,0
230219603011087,0,0,0,0,0,0,0,0,0
230219603021181,0,0,0,0,0,0,0,0,0
230219603021937,0,0,0,0,0,0,0,0,0
230219603011060,0,0,0,0,0,0,0,0,0
230219603011049,0,0,0,0,0,0,0,0,0
230219603021511,0,0,0,0,0,0,0,0,0
230219603021490,0,0,0,0,0,0,0,0,0
230219603021498,0,0,0,0,0,0,0,0,0
230219603021130,0,0,0,0,0,0,0,0,0
230219603011011,0,0,0,0,0,0,0,0,0
230219605002105,0,0,0,0,0,0,0,0,0
230219603012028,5.3,7,0.2,0.1,0,3.9,8,0.4,0.1
230219603013036,0,0,0,0,0,0,0,0,0
230219603012019,2.6,3.5,0.1,0,0,2,4,0.2,0.1
230219603012050,24.1,31.7,0.8,0.3,0.1,18,36.5,1.9,0.6
230219603013030,0,0,0,0,0,0,0,0,0
230219603013000,0,0,0,0,0,0,0,0,0
230219603012003,0,0,0,0,0,0,0,0,0
230219603021043,0,0,0,0,0,0,0,0,0
230219603021040,0,0,0,0,0,0,0,0,0
230219603021278,0,0,0,0,0,0,0,0,0
230219603021987,0,0,0,0,0,0,0,0,0
230219603021032,0,0,0,0,0,0,0,0,0
230219603021460,0,0,0,0,0,0,0,0,0
230219603021427,0,0,0,0,0,0,0,0,0
230219603021918,0,0,0,0,0,0,0,0,0
230219603021993,0,0,0,0,0,0,0,0,0
230219603021094,0,0,0,0,0,0,0,0,0
230219603021125,0,0,0,0,0,0,0,0,0
230219604001005,0,0,0,0,0,0,0,0,0
230219604001176,0,0,0,0,0,0,0,0,0
230219604001211,1.9,3.5,0,0,0,1.5,3.8,0.1,0
230219604001207,0,0,0,0,0,0,0,0,0
230219604001227,3.4,6.3,0,0,0,2.7,6.8,0.2,0.1
230219604001180,0,0,0,0,0,0,0,0,0
230219604001001,0,0,0,0,0,0,0,0,0
230219604001195,0,0,0,0,0,0,0,0,0
230219604001181,0,0,0,0,0,0,0,0,0
230219603021412,0,0,0,0,0,0,0,0,0
230219603021323,0,0,0,0,0,0,0,0,0
230219603021003,0,0,0,0,0,0,0,0,0
230219603021004,0,0,0,0,0,0,0,0,0
230219604001045,0,0,0,0,0,0,0,0,0
230219603021798,0,0,0,0,0,0,0,0,0
230219603021390,0,0,0,0,0,0,0,0,0
230219603021930,0,0,0,0,0,0,0,0,0
230219603021355,0,0,0,0,0,0,0,0,0
230219603021348,0,0,0,0,0,0,0,0,0
230219603021899,0,0,0,0,0,0,0,0,0
230219603021973,0,0,0,0,0,0,0,0,0
230219603021370,0,0,0,0,0,0,0,0,0
230219609001118,2.8,4.6,0.3,0,0,2.2,4.8,0.4,0.2
230219609001072,0,0,0,0,0,0,0,0,0
230219609001122,6.3,10.4,0.6,0.1,0,5,10.9,1,0.4
230219609001159,5.3,8.8,0.5,0.1,0,4.2,9.2,0.8,0.4
230219609001125,4.5,7.5,0.4,0.1,0,3.6,7.9,0.7,0.3
230219609001123,2,3.3,0.2,0,0,1.6,3.5,0.3,0.1
230219609001133,0,0,0,0,0,0,0,0,0
230219609001151,0,0,0,0,0,0,0,0,0
230219609001181,0,0,0,0,0,0,0,0,0
230219609001129,0,0,0,0,0,0,0,0,0
230219607002025,0,0,0,0,0,0,0,0,0
230219603021591,0,0,0,0,0,0,0,0,0
230219603021357,0,0,0,0,0,0,0,0,0
230219603021360,0,0,0,0,0,0,0,0,0
230219603021972,0,0,0,0,0,0,0,0,0
230219603021901,0,0,0,0,0,0,0,0,0
230219603021356,0,0,0,0,0,0,0,0,0
230219603021344,0,0,0,0,0,0,0,0,0
230219603021598,0,0,0,0,0,0,0,0,0
230219603021641,0,0,0,0,0,0,0,0,0
230219603021568,0,0,0,0,0,0,0,0,0
230219603021557,0,0,0,0,0,0,0,0,0
230219608001074,0,0,0,0,0,0,0,0,0
230219608001087,5.8,14.2,0.1,0,0.1,4.5,14.2,0.6,0.7
230219608001090,0,0,0,0,0,0,0,0,0
230219603021682,25.8,25.8,0,0,0,16.8,31.8,1.3,0.4
230219603021687,11.4,11.4,0,0,0,7.4,14.1,0.6,0.2
230219603021495,0,0,0,0,0,0,0,0,0
230219603021675,0,0,0,0,0,0,0,0,0
230219603021691,3.8,3.8,0,0,0,2.5,4.7,0.2,0.1
230219603021686,0,0,0,0,0,0,0,0,0
230219603021689,0,0,0,0,0,0,0,0,0
230219604001335,0,0,0,0,0,0,0,0,0
230219604001345,3.9,6.5,0.2,0.1,0,3,6.9,0.5,0.2
230219604001333,0,0,0,0,0,0,0,0,0
230219604001087,0.8,1.3,0,0,0,0.6,1.4,0.1,0
230219604001029,0,0,0,0,0,0,0,0,0
230219603021786,0,0,0,0,0,0,0,0,0
230219603021621,0,0,0,0,0,0,0,0,0
230219604001076,0,0,0,0,0,0,0,0,0
230219604001073,0,0,0,0,0,0,0,0,0
230219604001025,0,0,0,0,0,0,0,0,0
230219603021665,0,0,0,0,0,0,0,0,0
230219603021251,0,0,0,0,0,0,0,0,0
230219603021796,0,0,0,0,0,0,0,0,0
230219603021823,0,0,0,0,0,0,0,0,0
230219603021816,1.8,2.9,0.2,0,0,1.4,3.1,0.3,0.1
230219608003054,0.5,1.2,0,0,0,0.3,1.2,0,0
230219608003038,0,0,0,0,0,0,0,0,0
230219608003014,0,0,0,0,0,0,0,0,0
230219608003013,0,0,0,0,0,0,0,0,0
230219604001279,0,0,0,0,0,0,0,0,0
230219604001303,0,0,0,0,0,0,0,0,0
230219604001257,1.8,5.2,0.2,0,0,1.1,5.9,0.1,0.1
230219604001051,0,0,0,0,0,0,0,0,0
230219604001297,0,0,0,0,0,0,0,0,0
230219604001268,0,0,0,0,0,0,0,0,0
230219604001258,0,0,0,0,0,0,0,0,0
230219605001097,2.1,4.9,0.1,0,0,1.6,5.2,0.2,0.1
230219605001112,0,0,0,0,0,0,0,0,0
230219605001106,0,0,0,0,0,0,0,0,0
230219605001015,0.4,1,0,0,0,0.3,1,0,0
230219608001084,2.5,6.1,0.1,0,0.1,2,6.1,0.3,0.3
230219608001073,0,0,0,0,0,0,0,0,0
230219608001061,1.9,4.7,0,0,0,1.5,4.7,0.2,0.2
230219608001094,0,0,0,0,0,0,0,0,0
230219608001085,0,0,0,0,0,0,0,0,0
230219603021708,0,0,0,0,0,0,0,0,0
230219604001109,0.3,0.4,0,0,0,0.2,0.5,0,0
230219603021634,0,0,0,0,0,0,0,0,0
230219603021631,0,0,0,0,0,0,0,0,0
230219603021358,0,0,0,0,0,0,0,0,0
230219603021742,0,0,0,0,0,0,0,0,0
230219603021751,0,0,0,0,0,0,0,0,0
230219603021753,0,0,0,0,0,0,0,0,0
230219603021954,0,0,0,0,0,0,0,0,0
230219603021769,0,0,0,0,0,0,0,0,0
230219603021770,0,0,0,0,0,0,0,0,0
230219603021734,0,0,0,0,0,0,0,0,0
230219603021648,0,0,0,0,0,0,0,0,0
230219604001038,0,0,0,0,0,0,0,0,0
230219603021520,0,0,0,0,0,0,0,0,0
230219603021573,12.7,29.8,0,0,0,10.3,30.8,0,0
230219603021597,0,0,0,0,0,0,0,0,0
230219605001100,0.4,1,0,0,0,0.3,1,0,0
230219605001012,0,0,0,0,0,0,0,0,0
230219605001027,0.8,2,0,0,0,0.6,2.1,0.1,0.1
230219605001005,1.2,2.9,0.1,0,0,1,3.1,0.1,0.1
230219605001008,1.4,3.4,0.1,0,0,1.1,3.6,0.1,0.1
230219605001067,2.5,5.9,0.1,0,0,1.9,6.2,0.2,0.2
230219605001085,0,0,0,0,0,0,0,0,0
230219605001033,0,0,0,0,0,0,0,0,0
230219605001024,0,0,0,0,0,0,0,0,0
230219608001091,3.3,8,0.1,0,0.1,2.6,8,0.3,0.4
230219608001066,0,0,0,0,0,0,0,0,0
230219603021735,0,0,0,0,0,0,0,0,0
230219603021745,0,0,0,0,0,0,0,0,0
230219604001070,0,0,0,0,0,0,0,0,0
230219604001078,0,0,0,0,0,0,0,0,0
230219603021638,0,0,0,0,0,0,0,0,0
230219603021662,0,0,0,0,0,0,0,0,0
230219603021000,0,0,0,0,0,0,0,0,0
230219603021910,0,0,0,0,0,0,0,0,0
230219604001243,0.3,1.1,0,0,0,0.2,1.2,0,0
230219604001141,0,0,0,0,0,0,0,0,0
230219604001143,0,0,0,0,0,0,0,0,0
230219604001249,0,0,0,0,0,0,0,0,0
230219604001127,0.6,2.3,0,0,0,0.5,2.4,0,0
230219604001158,0,0,0,0,0,0,0,0,0
230219604001096,0,0,0,0,0,0,0,0,0
230219604001203,0,0,0,0,0,0,0,0,0
230219604001259,0,0,0,0,0,0,0,0,0
230219604001151,0,0,0,0,0,0,0,0,0
230219605001040,0,0,0,0,0,0,0,0,0
230219608002047,1.1,2.7,0.1,0,0,0.7,2.8,0.3,0.1
230219608002033,1.4,3.2,0.1,0,0.1,0.9,3.3,0.3,0.1
230219608002004,0.5,1.1,0,0,0,0.3,1.1,0.1,0
230219608002034,0.9,2.2,0.1,0,0,0.6,2.2,0.2,0.1
230219608002039,1.4,3.2,0.1,0,0.1,0.9,3.3,0.3,0.1
230219608002071,0.9,2.2,0.1,0,0,0.6,2.2,0.2,0.1
230219608002024,0.5,1.1,0,0,0,0.3,1.1,0.1,0
230219608002003,1.6,3.8,0.1,0,0.1,1,3.9,0.4,0.1
230219606001028,0,0,0,0,0,0,0,0,0
230219606001040,0.2,0.4,0,0,0,0.2,0.5,0,0
230219608003033,10.9,28.2,0.4,0.1,0.1,7.5,29.6,1.1,1.2
230219608003037,10.4,27,0.4,0.1,0.1,7.2,28.3,1.1,1.1
230219608003087,0,0,0,0,0,0,0,0,0
230219608003012,0,0,0,0,0,0,0,0,0
230219608003078,0,0,0,0,0,0,0,0,0
230219608003030,0,0,0,0,0,0,0,0,0
230219608003069,0,0,0,0,0,0,0,0,0
230219608003068,0,0,0,0,0,0,0,0,0
230219609001040,0,0,0,0,0,0,0,0,0
230219609001038,0,0,0,0,0,0,0,0,0
230219609001003,0,0,0,0,0,0,0,0,0
230219609001039,0,0,0,0,0,0,0,0,0
230219609001014,0,0,0,0,0,0,0,0,0
230219609001208,0,0,0,0,0,0,0,0,0
230219609001030,0,0,0,0,0,0,0,0,0
230219609001184,0,0,0,0,0,0,0,0,0
230219608002009,0,0,0,0,0,0,0,0,0
230219605002022,0,0,0,0,0,0,0,0,0
230219605002031,0,0,0,0,0,0,0,0,0
230219605002070,4.1,9.1,0.2,0.1,0,3.2,9.5,0.4,0.3
230219605002003,2.7,6.1,0.1,0.1,0,2.2,6.3,0.2,0.2
230219605002000,2.9,6.6,0.1,0.1,0,2.3,6.8,0.3,0.2
230219605002047,0,0,0,0,0,0,0,0,0
230219605002001,0.9,2,0,0,0,0.7,2.1,0.1,0.1
230219605002056,0,0,0,0,0,0,0,0,0
230219605002274,0,0,0,0,0,0,0,0,0
230219605002103,0,0,0,0,0,0,0,0,0
