GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRSAS,G20USSDJAN,G20USSLSIA
3110900124P,31,109,00124P,218,519,8,281,229,35
3110900125P,31,109,00125P,169.9,451.42,13.95,202.73,242.94,29.55
3110900127P,31,109,00127P,169.15,585.68,15.64,200.44,324.62,57.69
3110900128P,31,109,00128P,118,513,14,154,309,25
3110900130P,31,109,00130P,210,695,29,259,438,58
3110900132P,31,109,00132P,167,723,24,191,445,75
3110900133P,31,109,00133P,163,476,12,181,305,30
3110900135P,31,109,00135P,178.12,651.12,23.71,215.32,405.69,58.23
3110900136P,31,109,00136P,163.05,359.1,15.53,195.08,223.22,36.88
3110900138P,31,109,00138P,248.63,196.17,4.92,294.54,81.42,14.75
3110900139P,31,109,00139P,222.8,634.45,28.42,271.74,414.95,42.83
3110900140P,31,109,00140P,263.2,540.76,30.07,279.74,401.27,58.3
3110900143P,31,109,00143P,213.21,537.95,34.73,255.23,358.51,55.07
3110900144P,31,109,00144P,262.59,558.13,29.18,296.48,384.95,63.06
3110900145P,31,109,00145P,107.01,324.71,8.31,121,220.57,26.9
3110900146P,31,109,00146P,171.3,556.11,21.04,204.36,349.69,44.1
3110900148P,31,109,00148P,60.07,139.45,7.09,75.18,88.01,11.18
3110900150P,31,109,00150P,170.82,498.63,23,209.14,318.62,41.48
3110900152P,31,109,00152P,193.7,604.82,21.09,209.99,400.64,75.72
3110900154P,31,109,00154P,295.75,440.44,18.79,325.1,311,42.4
3110900155P,31,109,00155P,302.54,491.37,23.5,324.44,309.41,57.28
3110900156P,31,109,00156P,468.6,640.67,25.28,510.4,409.29,80.69
3110900158P,31,109,00158P,463.28,628.59,38.45,510.37,438.29,77.85
3110900159P,31,109,00159P,311.66,393.96,20.47,353.45,272.7,48.97
3110900160P,31,109,00160P,307.88,425.56,20.46,326.37,313.39,41.85
3110900162P,31,109,00162P,409.21,552.27,30.02,472.56,374.17,59.38
3110900163P,31,109,00163P,330.38,294.36,7.05,365.47,181.86,23.15
3110900164P,31,109,00164P,470.97,482.24,15.67,529.11,293.29,42.23
3110900166P,31,109,00166P,448,397,8,498,235,40
3110900167P,31,109,00167P,406.53,319.98,13.2,455.13,185.19,33.88
3110900168P,31,109,00168P,375.21,440.78,25.08,399.38,320.06,61.25
3110900170P,31,109,00170P,377.15,506.76,31.09,394.41,379.1,71.24
3110900172P,31,109,00172P,323.27,431.58,37.99,375.93,297.27,55.15
3110900174P,31,109,00174P,291,508,30,307,363,64
3110900176P,31,109,00176P,379.2,388.62,24.45,414.5,277.57,48.66
3110900179P,31,109,00179P,459,476,11,558,208,37
3110900182P,31,109,00182P,234.86,285.39,24.77,262.6,203.14,40.63
3110900184P,31,109,00184P,542.72,451.13,21.46,607.9,248.11,50.46
3110900185P,31,109,00185P,455.7,495.09,25.32,507.28,340.37,52.51
3110900186P,31,109,00186P,590,287,12,606,149,57
3110900187P,31,109,00187P,384.24,241.99,20.54,418.08,137.2,31.05
3110900188P,31,109,00188P,518.1,268.28,17.11,552.72,153.08,35.55
3110900190P,31,109,00190P,508,240,23,516,156,42
3110900191P,31,109,00191P,696.28,487.34,29.28,737.06,304.83,69.88
3110900192P,31,109,00192P,555.13,364.75,19.81,609.2,217.31,48.24
3110900193P,31,109,00193P,453.71,478.92,26.44,525.53,256.36,58.12
3110900194P,31,109,00194P,94.91,100.17,8.88,106.05,63.59,13.69
3110900195P,31,109,00195P,298.16,161.18,7.01,307.19,82.1,22.02
3110900197P,31,109,00197P,477.27,304.75,8.83,518.06,157.64,30.77
3110900198P,31,109,00198P,377.96,159.87,6.91,391.78,101.65,22.7
3110900199P,31,109,00199P,504.96,305.58,9.14,548.71,153.34,41.93
3110900200P,31,109,00200P,216.04,142.01,8.31,228.48,86.12,19.07
3110900202P,31,109,00202P,932,478.03,19,963,273.03,66
3110900204P,31,109,00204P,677.11,316.44,17.93,703.84,183.44,49.88
3110900205P,31,109,00205P,618.9,509.07,22.63,658.7,317.35,51.59
3110900206P,31,109,00206P,438.51,149.97,8.48,430.29,109.03,38.84
3110900207P,31,109,00207P,427.88,204.77,11.34,458.37,117.64,28.76
3110900208P,31,109,00208P,622.9,273.43,26.44,656.76,171.68,44.73
3110900209P,31,109,00209P,477.52,202.1,18.82,519.13,117.89,35.67
3110900210P,31,109,00210P,634,361,33,647,239,68
3110900211P,31,109,00211P,357,136,9,370,79,18
3110900212P,31,109,00212P,330.01,402.03,19.14,359.18,301.75,42.85
3110900213P,31,109,00213P,382,445,20,395,337,58
3110900215P,31,109,00215P,402.53,519.77,31.26,415.23,411.32,65.46
3110900216P,31,109,00216P,517,356,10,599,157,29
3110900218P,31,109,00218P,280.29,520,31.69,311,329.83,58.44
3110900300P,31,109,00300P,0.27,1.12,0.01,0.28,1.06,0.02
3110900301P,31,109,00301P,518.83,539.52,20.95,638.03,253,50.94
3110900303P,31,109,00303P,929.17,562.13,15.17,1044.71,243.07,56.74
3110900304P,31,109,00304P,807.01,726.31,22.92,924.57,387.56,58.78
3110900305P,31,109,00305P,582.99,559.69,15.08,682.43,290.44,48.22
3110900306P,31,109,00306P,904.03,700.29,32.57,1017.05,379.93,70.63
3110900307P,31,109,00307P,453,501,9,540,247,33
3110900308P,31,109,00308P,1001.68,1044.35,40.73,1145.2,628.36,112.48
3110900309P,31,109,00309P,310,339,16,375,183,30
3110900310P,31,109,00310P,278.96,360.24,12.24,328.45,217.9,28.67
3110900311P,31,109,00311P,343.58,347.5,16.24,429.1,167.09,24.12
3110900312P,31,109,00312P,639.29,618.75,39.47,701.14,396.81,67.15
3110900313P,31,109,00313P,317,361,17,362,214,34
3110900314P,31,109,00314P,405.93,401.37,14.5,433.67,254.05,45.16
3110900315P,31,109,00315P,427.09,383.59,9.77,490.14,230.86,18.65
3110900316P,31,109,00316P,433.9,367.72,20.44,477.79,225.57,48.15
3110900317P,31,109,00317P,651.01,620.84,42.87,694.75,426.16,67.75
3110900318P,31,109,00318P,385.93,408.12,25.1,447.03,271.8,40.16
3110900319P,31,109,00319P,130.38,126.95,11.44,139.53,78.34,25.73
3110900320P,31,109,00320P,486,360,17,549,196,25
3110900321P,31,109,00321P,472.18,482.23,23.85,529.6,307.88,68.08
3110900322P,31,109,00322P,352,345,16,424,169,31
3110900323P,31,109,00323P,468.13,484.02,18.06,559.31,270.52,32.2
3110900324P,31,109,00324P,314,324,11,377,166,29
3110900325P,31,109,00325P,267,363,17,322,201,44
3110900326P,31,109,00326P,421.65,383.67,11.98,473.79,195.3,33.12
3110900327P,31,109,00327P,5.15,3.86,0,4.72,2.15,0.86
3110900328P,31,109,00328P,0,0,0,0,0,0
3110900329P,31,109,00329P,871.43,443.53,23.67,875.42,296.65,81.8
3110900330P,31,109,00330P,628.49,307.78,25.04,637.95,203.25,51.87
3110900331P,31,109,00331P,687.41,387.94,26.85,708.33,245.66,73.58
3110900332P,31,109,00332P,176.7,194.14,7.36,191.19,115.05,22.57
3110900333P,31,109,00333P,669.97,438.33,21.97,756.84,232.64,39.94
3111100001P,31,111,00001P,742,160,15,708,121,53
3111100002P,31,111,00002P,826.36,125.22,14.02,778.27,95.17,55.1
3111100003P,31,111,00003P,292,27,2,258,24,14
3111100005P,31,111,00005P,871.96,146.01,15.25,815.42,108.97,66.51
3111100007P,31,111,00007P,354,61,7,330,53,29
3111100009P,31,111,00009P,471,86,10,455,61,37
3111100013P,31,111,00013P,165,12,0,158,8,6
3111100014P,31,111,00014P,503.35,112.51,13.21,475.54,87.89,42.05
3111100016P,31,111,00016P,529,119,4,514,68,37
3111100017P,31,111,00017P,1067.67,197.96,18.26,1037.63,147.46,66.76
3111100019P,31,111,00019P,363.05,165.91,9.76,376.71,121.99,25.37
3111100020P,31,111,00020P,349,159,15,348,119,38
3111100021P,31,111,00021P,340.61,104.67,7.56,332.44,65.41,37.77
3111100022P,31,111,00022P,571,206,14,547,155,62
3111100025P,31,111,00025P,904.39,315.33,31.44,914.56,201.59,83.23
3111100027P,31,111,00027P,409,192,21,384,136,69
3111100028P,31,111,00028P,333,108,20,314,89,36
3111100030P,31,111,00030P,759.57,265.09,27.02,731.53,200.07,77.05
3111100031P,31,111,00031P,415.5,144.31,9.76,413.41,105.97,34.86
3111100032P,31,111,00032P,647,224,22,691,119,45
3111100033P,31,111,00033P,680.03,241.4,16.68,677.09,154.06,49.06
3111100035P,31,111,00035P,776,331,27,744,243,87
3111100040P,31,111,00040P,347.5,73.59,10.04,337.4,58.42,19.23
3111100041P,31,111,00041P,353,115,14,338,83,43
3111300001P,31,113,00001P,407,38,5,369,36,22
3111500001P,31,115,00001P,370,75,9,370,28,21
3111700001P,31,117,00001P,275,17,10,260,12,19
3111900001P,31,119,00001P,834.44,227.69,25.66,794.06,170.3,54.41
3111900002P,31,119,00002P,529.87,192.59,24.95,509.91,149.68,58.87
3111900003P,31,119,00003P,496,208,16,477,152,53
3111900004P,31,119,00004P,1079.16,301.35,19.51,1073.76,188.72,66.32
3111900005P,31,119,00005P,859,237,20,871,119,52
3111900006P,31,119,00006P,851,264,21,859,138,65
3111900007P,31,119,00007P,460.26,213.11,30.01,461.24,148.09,59.02
3111900008P,31,119,00008P,420,157,22,411,104,59
3111900009P,31,119,00009P,646.48,216.41,15.69,627.78,151.85,53.88
3111900010P,31,119,00010P,368.13,178.05,25.01,355.12,145.04,44.01
3111900011P,31,119,00011P,655.03,225.08,22.65,646.14,161.04,48.77
3111900012P,31,119,00012P,424.21,172.81,17.43,401.93,142.5,40.74
3111900013P,31,119,00013P,650.77,137.26,17.35,626.99,84.68,46.45
3111900014P,31,119,00014P,550.35,98.51,6.63,507.73,60.62,34.1
3111900015P,31,119,00015P,507,91,9,474,59,31
3111900016P,31,119,00016P,258,47,6,243,40,14
3111900019P,31,119,00019P,771,121,21,723,91,57
3111900020P,31,119,00020P,225.88,36.79,5.19,204.71,28.94,16.67
3111900021P,31,119,00021P,220.67,28.38,2.05,198.69,24.03,16.2
3111900022P,31,119,00022P,253,18,3,243,15,7
3111900023P,31,119,00023P,458,88,9,418,62,34
3111900025P,31,119,00025P,193.87,100.34,3.63,195.23,74.92,14.53
3111900026P,31,119,00026P,230.46,119.28,4.32,232.08,89.05,17.27
3112100001P,31,121,00001P,248,43,3,227,34,14
3112100002P,31,121,00002P,166,36,3,152,29,16
3112100003P,31,121,00003P,83,10,1,89,4,2
3112100004P,31,121,00004P,99,21,3,96,13,9
3112100005P,31,121,00005P,301,57,7,272,41,29
3112100006P,31,121,00006P,118,33,2,112,24,10
3112100007P,31,121,00007P,36,6,1,37,2,3
3112100008P,31,121,00008P,179.36,30.85,3.97,171.37,21.52,11.09
3112100009P,31,121,00009P,110.14,14.51,1.94,101.45,8.71,9.65
3112100010P,31,121,00010P,186,15,6,177,9,9
3112100011P,31,121,00011P,222.55,39.73,10.92,199.71,36.75,24.83
3112100012P,31,121,00012P,318.21,105.41,7.88,283.73,75.86,38.42
3112100013P,31,121,00013P,102.55,16.28,3.01,97.51,9.18,6.07
3112100014P,31,121,00014P,597,162,18,584,110,47
3112100015P,31,121,00015P,648.26,152.03,23,639.24,92.02,37.02
3112300001P,31,123,00001P,344,81,10,318,64,36
3112300002P,31,123,00002P,54,2,0,45,2,5
3112300003P,31,123,00003P,41,0,0,32,2,3
3112300004P,31,123,00004P,464,81,12,416,77,54
3112300005P,31,123,00005P,270,37,2,236,28,20
3112300006P,31,123,00006P,141,21,6,118,24,17
3112300007P,31,123,00007P,252.66,55.2,10.11,227.01,44.31,26.43
3112300008P,31,123,00008P,49,4,0,38,4,7
3112300009P,31,123,00009P,497.34,104.8,17.89,439.99,79.69,52.57
3112500001P,31,125,00001P,158,46,8,151,28,11
3112500002P,31,125,00002P,289.49,48.79,7.95,269.04,30.69,11.16
3112500003P,31,125,00003P,208.91,51.26,3.09,184.25,38.04,11.05
3112500004P,31,125,00004P,442.6,135.95,5.95,427.71,95.27,26.79
3112500007P,31,125,00007P,162,44,4,162,28,14
3112500008P,31,125,00008P,176,33,3,159,22,16
3112700001P,31,127,00001P,117,33,4,122,16,8
3112700003P,31,127,00003P,185.49,80.78,11.97,182.5,60.83,20.94
3112700004P,31,127,00004P,397,134,14,408,61,46
3112700005P,31,127,00005P,172,64,2,174,38,13
3112700008P,31,127,00008P,113,31,2,121,20,3
3112700009P,31,127,00009P,357,129,9,372,68,32
3112700010P,31,127,00010P,300.21,170.46,15.15,316.3,107.96,22.73
3112700011P,31,127,00011P,378.79,142.54,8.85,390.7,85.04,40.27
3112700012P,31,127,00012P,407,136,7,424,67,20
3112900001P,31,129,00001P,276,48,9,270,31,15
3112900002P,31,129,00002P,423,89,8,406,51,35
3112900003P,31,129,00003P,130,28,4,127,21,8
3112900004P,31,129,00004P,407.08,93.99,7.67,416.77,60.88,23.34
3112900005P,31,129,00005P,113.82,23.01,0.04,108.93,16.97,6.02
3112900006P,31,129,00006P,88,17,0,81,11,4
3112900007P,31,129,00007P,186.32,43.76,2.61,196.5,28.14,5.23
3112900008P,31,129,00008P,232.77,66.24,5.68,249.81,35.01,10.41
3113100001P,31,131,00001P,700,372,27,720,227,79
3113100002P,31,131,00002P,283,157,7,302,99,24
3113100003P,31,131,00003P,367,124,9,377,89,18
3113100005P,31,131,00005P,856,424,31,963,236,60
3113100006P,31,131,00006P,390,107,10,396,63,26
3113100009P,31,131,00009P,314,173,7,345,98,29
3113100011P,31,131,00011P,366.51,84.22,4.03,372.5,45.17,21.06
3113100013P,31,131,00013P,509,188,13,534,95,40
3113100014P,31,131,00014P,282,143,8,295,94,22
3113100016P,31,131,00016P,503,237,17,556,131,30
3113100017P,31,131,00017P,435.11,187.62,18.96,444.09,125.74,38.92
3113100020P,31,131,00020P,302.89,128.38,11.04,305.91,87.26,31.08
3113100021P,31,131,00021P,341,165,13,351,111,36
3113300002P,31,133,00002P,188,58,7,175,44,12
3113300004P,31,133,00004P,177,30,5,173,23,9
3113300005P,31,133,00005P,176,25,3,169,16,7
3113300013P,31,133,00013P,284.52,119.29,9.17,287.83,85.69,23.2
3113300014P,31,133,00014P,245.48,89.71,11.83,267.17,48.31,13.8
3113500001P,31,135,00001P,409.53,60.09,2.02,385.5,45.06,18.04
3113500002P,31,135,00002P,448.47,71.91,14.98,418.5,53.94,34.96
3113500003P,31,135,00003P,463,67,7,466,39,16
3113700001P,31,137,00001P,123,17,5,103,14,13
3113700003P,31,137,00003P,140,18,3,132,6,13
3113700004P,31,137,00004P,111.72,15.02,2.82,97.64,10.33,12.21
3113700005P,31,137,00005P,182,16,3,156,15,13
3113700006P,31,137,00006P,257,30,3,220,25,16
3113700007P,31,137,00007P,300,33,4,288,15,15
3113700008P,31,137,00008P,281,21,5,253,12,30
3113700009P,31,137,00009P,108,7,4,94,6,13
3113700012P,31,137,00012P,319.28,51.98,8.18,303.36,39.67,24.79
3113700013P,31,137,00013P,517,115,20,502,78,37
3113700014P,31,137,00014P,516,147,10,509,87,39
3113700015P,31,137,00015P,739.84,169.52,13.81,701.93,108.05,56.89
3113700016P,31,137,00016P,562.16,111.48,18.19,536.07,71.95,41.11
3113900001P,31,139,00001P,628,128,16,614,90,33
3113900002P,31,139,00002P,815,97,15,730,86,53
3113900005P,31,139,00005P,842.76,90.87,14.98,808.81,57.91,35.95
3113900006P,31,139,00006P,389,42,6,376,27,20
3113900007P,31,139,00007P,787.24,122.13,12.02,732.19,92.09,62.05
3114100001P,31,141,00001P,202,22,3,199,14,6
3114100003P,31,141,00003P,288,25,0,277,17,10
3114100004P,31,141,00004P,77,4,0,65,4,1
3114100005P,31,141,00005P,308.84,44.68,9.71,294.28,37.88,13.6
3114100006P,31,141,00006P,331.16,64.32,5.29,303.72,57.12,25.4
3114100007P,31,141,00007P,485,55,6,471,37,20
3114100009P,31,141,00009P,359,47,3,332,29,27
3114100010P,31,141,00010P,222,26,5,214,24,7
3114100011P,31,141,00011P,336,44,5,314,23,18
3114100012P,31,141,00012P,459,77,4,434,63,26
3114100013P,31,141,00013P,203,13,0,199,8,7
3114100015P,31,141,00015P,254,44,2,243,25,11
3114100016P,31,141,00016P,457.77,100.44,5.16,438.88,69.43,31.37
3114100018P,31,141,00018P,619.84,190.32,13.97,644.29,110,33.17
3114100019P,31,141,00019P,679.29,232.5,11.15,697.26,145.23,37.19
3114100020P,31,141,00020P,399.24,135.9,6.86,409.06,84.59,22.46
3114100021P,31,141,00021P,376.99,131.55,11.69,383.89,81.45,30.75
3114100022P,31,141,00022P,516.1,159.29,3.19,537.6,82.03,21.5
3114100023P,31,141,00023P,354,115,11,350,91,26
3114100024P,31,141,00024P,311.3,118.65,8.07,304.58,83.6,24.96
3114100025P,31,141,00025P,396.42,124.6,10.47,387.98,94.16,28.85
3114100026P,31,141,00026P,410,139,7,392,113,37
3114100027P,31,141,00027P,409.03,131.38,7.38,398.94,81.17,35.07
3114100028P,31,141,00028P,380.68,179.84,16.99,389.23,122.26,35.63
3114100029P,31,141,00029P,584.81,216.64,8.87,584.72,150.66,30.61
3114100030P,31,141,00030P,766.43,165.14,11.33,780.41,83.43,37.26
3114100041P,31,141,00041P,358.37,124.42,10.44,363.02,98.13,17.88
3114100042P,31,141,00042P,385.54,136.84,7.99,381.54,98.88,18.98
3114100043P,31,141,00043P,788.16,225.68,16.03,805.71,137,51.83
3114100044P,31,141,00044P,467.03,166.82,16.41,459.89,117.98,32.49
3114300002P,31,143,00002P,426,98,9,404,72,25
3114300004P,31,143,00004P,280,66,10,273,57,17
3114300005P,31,143,00005P,352,82,11,365,47,15
3114300006P,31,143,00006P,440,126,11,457,73,23
3114300008P,31,143,00008P,351,71,9,356,45,16
3114300009P,31,143,00009P,442,87,8,421,61,35
3114500001P,31,145,00001P,452.82,47.46,9.89,433.05,21.75,33.62
3114500003P,31,145,00003P,512.03,56.22,11.03,463.88,42.2,42.13
3114500004P,31,145,00004P,204.97,21.78,2.97,190.12,19.8,12.87
3114500005P,31,145,00005P,246,39,7,228,28,16
3114500006P,31,145,00006P,166,16,2,167,8,6
3114500008P,31,145,00008P,453,78,13,422,53,36
3114500009P,31,145,00009P,343,56,6,336,39,23
3114500010P,31,145,00010P,375,86,11,349,61,36
3114500011P,31,145,00011P,393,96,10,377,60,28
3114500012P,31,145,00012P,327.18,74.54,8.11,321.95,55.25,20.38
3114500014P,31,145,00014P,339,91,12,317,75,28
3114500016P,31,145,00016P,443,79,12,431,58,35
3114500017P,31,145,00017P,270,70,11,254,53,23
3114700001P,31,147,00001P,171,36,4,170,22,9
3114700002P,31,147,00002P,158,49,5,163,29,13
3114700003P,31,147,00003P,188.35,58.98,4.49,189.91,35.84,11.44
3114700004P,31,147,00004P,102,38,1,91,24,9
3114700005P,31,147,00005P,159,43,6,143,23,18
3114700006P,31,147,00006P,130,27,3,121,23,8
3114700007P,31,147,00007P,103,14,3,94,13,7
3114700008P,31,147,00008P,234.44,40.9,1.95,221.92,34.03,9.68
3114700009P,31,147,00009P,176.65,41.02,2.51,164.09,35.16,12.56
3114700010P,31,147,00010P,148,52,3,156,31,10
3114700011P,31,147,00011P,137,44,2,141,30,6
3114700012P,31,147,00012P,423.01,186.18,5.01,447.96,123.15,27.04
3114700014P,31,147,00014P,345,128,2,337,89,17
3114700015P,31,147,00015P,367,119,7,360,80,22
3114700018P,31,147,00018P,230.55,118.93,7.04,223.12,87.83,16.28
3114900003P,31,149,00003P,739.14,83.45,12.92,694.44,42.72,47.69
3115100001P,31,151,00001P,276,85,3,282,54,18
3115100002P,31,151,00002P,295,87,10,284,62,30
3115100003P,31,151,00003P,409,156,15,390,114,43
3115100005P,31,151,00005P,307.93,156.34,6.03,298.02,103.28,40.98
3115100006P,31,151,00006P,129,55,4,137,48,5
3115100007P,31,151,00007P,174,69,8,174,48,23
3115100010P,31,151,00010P,450,201,16,447,133,47
3115100011P,31,151,00011P,353,88,13,334,73,22
3115100012P,31,151,00012P,305,139,15,329,94,21
3115100013P,31,151,00013P,183.67,194.61,10.65,185.78,155.47,31.28
3115100014P,31,151,00014P,393.41,407.05,22.33,424.2,302.25,48.74
3115100015P,31,151,00015P,355,348,30,390,223,50
31153000001,31,153,000001,540,632,20,586,447,64
31153000002,31,153,000002,555,449,30,590,262,78
31153000003,31,153,000003,830,873,62,931,529,131
31153000004,31,153,000004,700,645,34,756,364,119
31153000005,31,153,000005,592.07,582.06,29,690.08,345.03,70.01
31153000006,31,153,000006,664,712,52,739,445,110
31153000007,31,153,000007,672,552,43,712,340,104
31153000008,31,153,000008,702.93,547.94,31,776.92,333.97,72.99
31153000009,31,153,000009,569.61,518.63,48.11,618.79,350.24,96.05
31153000010,31,153,000010,512.82,386.57,44.81,560.6,237.2,70.74
31153000011,31,153,000011,1113.14,894.75,77.18,1257.58,503.17,139.41
31153000012,31,153,000012,1136.86,814.78,66.79,1255.24,529.68,98.61
31153000013,31,153,000013,889,791,49,994,413,109
31153000016,31,153,000016,782,759,48,838,496,108
31153000017,31,153,000017,831,709,38,879,483,99
31153000018,31,153,000018,564.39,566.37,32.62,591.08,401.3,66.22
31153000019,31,153,000019,1494.83,1147.37,73.43,1649.8,679.23,163.39
31153000020,31,153,000020,882.61,951.63,44.38,978.92,592.7,120.78
31153000021,31,153,000021,1340,979,53,1514,497,114
31153000022,31,153,000022,782,784,68,894,510,103
31153000023,31,153,000023,1465,1056,56,1683,527,158
31153000024,31,153,000024,779.12,527.1,36.01,859.14,299.05,78.02
31153000025,31,153,000025,687,655,50,752,433,104
31153000026,31,153,000026,739.45,650.17,55.1,826.64,401.66,97.18
31153000031,31,153,000031,1588.69,1387.31,57.17,1875.21,703.81,155.38
31153000032,31,153,000032,692,571,35,741,348,88
31153000033,31,153,000033,751,825,32,857,482,108
31153000034,31,153,000034,871.29,863.3,52.96,946.23,555.55,130.89
31153000035,31,153,000035,851.12,742.02,45.06,974.23,412.62,109.15
31153000036,31,153,000036,912.68,585.03,23.76,1023.55,276.18,74.24
31153000037,31,153,000037,1508.76,1164.31,67.55,1685.74,624.6,157.57
31153000038,31,153,000038,787,698,46,894,362,105
31153000039,31,153,000039,1073.73,849.31,43.26,1206.93,439.01,112.8
31153000040,31,153,000040,862.72,676.74,43.82,939.64,379.75,114.9
31153000041,31,153,000041,1234.74,943.92,46.9,1396.33,478.81,132.36
31153000042,31,153,000042,884.54,754.35,60.28,994.03,416.44,113.74
31153000046,31,153,000046,1017.36,402.12,21.67,1038.32,214.13,85.65
31153000047,31,153,000047,589.63,257.9,33.26,578.85,172.62,75.06
31153000048,31,153,000048,1484.7,982.12,43.54,1695.47,497.78,124.5
31153000049,31,153,000049,1149.55,925.22,55.86,1322.56,508.33,113.92
31153000051,31,153,000051,2311.61,1483.73,76.3,2566.31,777.43,194.22
31153000052,31,153,000052,1639,1234,60,1828,705,149
31153000053,31,153,000053,1198.92,1047.7,49.81,1345.34,630.45,130.08
31153000054,31,153,000054,1054.08,947.3,39.19,1170.66,502.55,147.92
31153000055,31,153,000055,1404,1127,74,1596,609,166
31153000056,31,153,000056,877,680,48,960,381,91
31153000057,31,153,000057,823,832,60,926,529,114
31153000058,31,153,000058,864.43,373.86,24.62,934.64,178.72,61.09
31153000059,31,153,000059,918.43,481.47,34.93,987.69,258.61,77.07
31153000060,31,153,000060,768.29,476.18,29.53,815.08,259.93,79.64
31153000061,31,153,000061,2684.66,1494.36,78.45,2991.35,712.01,202.6
31153000062,31,153,000062,1363.5,1223.14,63.89,1553.3,667.93,138.81
3115500003P,31,155,00003P,623.62,199.6,19.04,608.61,125.41,59.16
3115500004P,31,155,00004P,919,280,21,900,189,61
3115500004W,31,155,00004W,639.83,291.24,19.02,640.84,175.16,66.03
3115500006P,31,155,00006P,399.51,101.14,12.01,381.51,92.07,25.04
3115500007P,31,155,00007P,259,92,6,259,54,20
3115500008P,31,155,00008P,323.85,92.79,6.92,325.87,62.16,11.84
3115500009P,31,155,00009P,347,112,10,352,61,29
311550000W1,31,155,0000W1,412.2,208.5,26.93,438.13,115.73,58.84
311550000W2,31,155,0000W2,523.5,265.76,31.1,554.59,153.42,67.21
311550000W3,31,155,0000W3,464.32,208.98,17.12,482.41,130.25,26.34
311550000W5,31,155,0000W5,553.03,219.42,13.9,570.9,131.06,39.71
3115500010P,31,155,00010P,988,345,26,999,185,82
3115500011P,31,155,00011P,359,96,12,351,60,38
3115500012P,31,155,00012P,438.97,100.57,7.04,424.98,62.38,31.07
3115500014P,31,155,00014P,552,220,11,576,122,43
3115500015P,31,155,00015P,685,273,33,710,147,66
3115500018P,31,155,00018P,622.74,225.92,23.98,637.73,131.94,43.99
3115700001P,31,157,00001P,175,32,1,161,30,14
3115700002P,31,157,00002P,105,18,3,103,14,9
3115700003P,31,157,00003P,449.36,78.66,7.02,417.01,62.54,37.28
3115700004P,31,157,00004P,287,81,5,294,54,20
3115700005P,31,157,00005P,555,77,12,539,55,29
3115700006P,31,157,00006P,247.95,49.98,3,236.95,39.98,15
3115700007P,31,157,00007P,283,59,2,270,41,16
3115700008P,31,157,00008P,425.96,83.96,14.52,402.26,65.81,36.78
3115700009P,31,157,00009P,717.34,290.15,16.25,723.16,191.3,59.57
3115700010P,31,157,00010P,674.02,291.9,20.37,666,214.4,60.59
3115700011P,31,157,00011P,429.47,197.17,18.97,423.43,152.68,43.29
3115700012P,31,157,00012P,809.52,305.1,23.92,788.46,229.06,75.81
3115700013P,31,157,00013P,188.64,37.34,0.98,168.99,30.46,15.72
3115700014P,31,157,00014P,294.05,49.02,5,278.05,32.02,20
3115700015P,31,157,00015P,168,72,6,172,58,17
3115700016P,31,157,00016P,216,43,4,212,30,10
3115700017P,31,157,00017P,213,83,9,207,69,21
3115700018P,31,157,00018P,235,83,6,235,64,19
3115700019P,31,157,00019P,311,93,11,312,66,28
3115700020P,31,157,00020P,58,9,1,57,6,6
3115700021P,31,157,00021P,687,274,20,707,164,56
3115700022P,31,157,00022P,579,351,22,606,234,53
3115700023P,31,157,00023P,201,238,13,215,177,35
3115700024P,31,157,00024P,105,137,7,100,114,19
3115700025P,31,157,00025P,432.41,202.71,14.26,436.25,142.47,32.46
3115700026P,31,157,00026P,369,204,15,362,156,41
3115700027P,31,157,00027P,439,230,28,434,171,50
3115700028P,31,157,00028P,509,240,8,521,165,45
3115700029P,31,157,00029P,263.28,102,15.7,253.43,87.28,27.49
3115700030P,31,157,00030P,525,184,8,519,126,41
3115900001P,31,159,00001P,242,86,8,237,62,15
3115900002P,31,159,00002P,189,52,7,179,44,12
3115900003P,31,159,00003P,534,209,9,543,126,35
3115900004P,31,159,00004P,452,105,15,448,73,26
3115900006P,31,159,00006P,231.56,98.31,6.16,256.91,36.36,12.79
3115900007P,31,159,00007P,291,68,13,300,37,15
3115900008P,31,159,00008P,304,92,12,294,59,18
3115900009P,31,159,00009P,238,55,5,229,39,15
3115900010P,31,159,00010P,172,39,3,168,36,7
3115900011P,31,159,00011P,320.8,92.36,8,328.8,57.26,17.86
3115900012P,31,159,00012P,545,154,21,542,101,41
3115900013P,31,159,00013P,745.55,418.26,24.03,804.54,233.19,63.07
3115900014P,31,159,00014P,541.89,258.42,28.81,527.55,182.45,69.14
3115900015P,31,159,00015P,339,179,11,392,89,24
3115900016P,31,159,00016P,745,335,23,838,180,38
3115900017P,31,159,00017P,403.68,140.35,15.12,429.8,73.84,35.26
3115900018P,31,159,00018P,195.52,56.29,4.88,200.4,34.9,10.88
3116100001P,31,161,00001P,415,74,10,387,57,30
3116100002P,31,161,00002P,353,46,1,303,46,38
3116100003P,31,161,00003P,163.04,12.01,1,138.03,9.01,11
3116100004P,31,161,00004P,241,49,2,209,46,22
3116100005P,31,161,00005P,350.96,64.99,9,316.97,55.99,36
3116100006P,31,161,00006P,331,56,9,303,49,27
3116100007P,31,161,00007P,157,17,2,145,13,14
