GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
31153000039,31,153,000039,905.5,535.6,53.6,909.7,580.9,914.8,535.6,1161.6,1152.6,850.3,596.1
31153000040,31,153,000040,666,426.9,53.1,683,462.9,656.5,454.4,860.4,864.2,611.9,473.4
31153000041,31,153,000041,997.8,567.9,56.4,1007.5,614.6,996.7,561.9,1218.5,1224.2,931,607.3
31153000042,31,153,000042,702,474.6,61.9,707.9,525.8,722.2,487.3,905.1,909,671,527.8
31153000046,31,153,000046,789.5,277.5,38.5,801.5,299.5,781,281.8,901.5,896.9,739.9,299.8
31153000047,31,153,000047,415.9,185.6,24.7,411.4,221.4,408.1,201,509.1,509.9,375.7,220.4
31153000048,31,153,000048,1180.1,582.4,61,1204.1,614.1,1175.5,588.5,1448.7,1446.9,1102.2,634.9
31153000049,31,153,000049,807.9,505.6,57,815.7,549.4,799.6,534.4,1027.7,1030.3,759.9,542.3
31153000051,31,153,000051,1333.8,775,61.7,1348.6,820,1339.2,766.1,1700.2,1692.4,1251.6,818.7
31153000052,31,153,000052,1154.8,762.2,68,1204.1,777.9,1180.9,737.1,1486.6,1480.5,1102.6,802.9
31153000053,31,153,000053,827.6,715.7,56.1,859.3,737,849.7,706.9,1124,1121,802.9,716.3
31153000054,31,153,000054,798.4,610.3,53.9,832.7,624,802.3,620.1,1106,1105,765.1,640.7
31153000055,31,153,000055,1001,693,56,1029,722,1016,682,1335,1327,952,704
31153000056,31,153,000056,662,459,47,668,501,683,449,848,850,636,481
31153000057,31,153,000057,547,497,43,565,520,557,506,783,783,539,512
31153000058,31,153,000058,542.9,213.1,13.2,544.5,225.6,533.6,192.9,622.2,623,496.2,219.3
31153000059,31,153,000059,781.5,319.4,46.8,775.3,372.4,761.8,337.6,918.9,907.5,728.8,352.9
31153000060,31,153,000060,502.6,298.4,30.6,510,320.1,514.6,296.2,674.5,661.8,495.8,294.7
31153000061,31,153,000061,1870.5,872.2,76.4,1876.7,948,1863.3,845.7,2218.8,2226,1742.1,927.9
31153000062,31,153,000062,773.7,585.3,68.9,798.6,632.2,798.6,597.2,1076.2,1062.3,749.6,613.3
3115500003P,31,155,00003P,419.2,156.4,21,418.1,177.5,417.2,149.4,484.3,477.3,383,193.5
3115500004P,31,155,00004P,599.9,209.2,24.9,595.9,240.1,605.8,196.3,682.6,687.5,551,260.1
3115500004W,31,155,00004W,475.6,238.2,26,463.6,272.2,480.6,190.2,553.7,565.7,440.6,227.2
3115500006P,31,155,00006P,302.1,80,11,305.1,90,276.1,80,300.1,301.1,272.1,85
3115500007P,31,155,00007P,197,72,12,206,85,190,58,212,209,168,81
3115500008P,31,155,00008P,245.2,73.1,11.8,246.2,87.9,230.5,75,258.2,256.2,225.6,79
3115500009P,31,155,00009P,239,97,24,248,109,240,99,286,286,223,123
311550000W1,31,155,0000W1,280.5,177.6,27.9,282.5,200.5,286.5,175.6,359.3,353.3,281.5,180.6
311550000W2,31,155,0000W2,268,167.6,27.1,283,181.7,283,162.6,359.3,356.3,260,177.7
311550000W3,31,155,0000W3,386.6,183.5,23.2,393.5,201.8,373.4,174.5,458.8,458.9,365.1,182.7
311550000W5,31,155,0000W5,407.1,171.8,25.8,403.1,203.5,400.1,159.8,456.7,463.7,362.4,184.7
3115500010P,31,155,00010P,721.1,229.8,33.1,719.1,261.9,707.2,236.7,793.4,789.5,649,281.9
3115500011P,31,155,00011P,271,91,17,271,110,264,84,295,301,258,102
3115500012P,31,155,00012P,339.2,72.4,18.1,346.2,86.5,332.1,68.4,343.3,347.2,320.1,77.4
3115500014P,31,155,00014P,386,198,20,388,213,384,187,467,462,368,185
3115500015P,31,155,00015P,476.3,271.1,25,488.3,282.1,493.3,233.1,586.3,578.3,462.3,248.1
3115500018P,31,155,00018P,466.8,175.9,23,451.8,213.9,467.8,166.9,547.8,545.8,429.8,194.9
3115700001P,31,157,00001P,114,25,4,114,23,121,21,128,126,107,29
3115700002P,31,157,00002P,78,16,1,72,23,79,17,84,84,79,18
3115700003P,31,157,00003P,281,64.4,9.1,272.9,82.7,280,66.5,308.3,299.1,269.9,68.4
3115700004P,31,157,00004P,188,63,7,178,77,193,62,215,208,184,63
3115700005P,31,157,00005P,366,59,18,360,79,367,64,276,385,354,75
3115700006P,31,157,00006P,167,35,6,161,43,164,36,183,181,159,35
3115700007P,31,157,00007P,151,46,2,151,48,152,44,176,175,148,44
3115700008P,31,157,00008P,261.9,62.1,13.4,250.1,85.8,265.9,68.7,287.6,287.2,245.1,81.7
3115700009P,31,157,00009P,463.8,175.2,28,457.5,205.5,479.8,180.6,561.6,550,447.5,198
3115700010P,31,157,00010P,452.2,168,20.7,437.1,202.3,450.1,179.6,528,516.4,432.8,188.6
3115700011P,31,157,00011P,270.4,130.7,17.2,270,148.4,272.9,137.4,340.2,332.4,264.5,140.4
3115700012P,31,157,00012P,524.9,204.2,36.8,514.7,246.3,542.7,212.9,632.1,625.5,521.4,222.5
3115700013P,31,157,00013P,113,25.6,3.9,104.2,37.3,111,28.5,126.7,120.8,106.1,25.6
3115700014P,31,157,00014P,190,37,10,187,50,192,43,214,211,184,46
3115700015P,31,157,00015P,148,72,11,135,89,135,90,173,170,119,98
3115700016P,31,157,00016P,156,35,11,155,51,168,35,180,176,156,27
3115700017P,31,157,00017P,180,85,17,177,109,184,94,229,225,174,97
3115700018P,31,157,00018P,199,51,11,198,61,191,62,217,213,180,71
3115700019P,31,157,00019P,248,73,19,249,90,242,92,287,281,230,92
3115700020P,31,157,00020P,41,7,4,43,9,42,5,42,40,42,4
3115700021P,31,157,00021P,507,181,30,502,209,519,165,579,572,484,193
3115700022P,31,157,00022P,379,233,24,370,268,401,229,490,484,384,229
3115700023P,31,157,00023P,133,138,15,125,154,132,149,181,179,115,169
3115700024P,31,157,00024P,67,118,11,68,130,66,130,123,118,64,133
3115700025P,31,157,00025P,303,152.2,17.4,301.1,170.4,322,143.5,383.9,378.8,298.1,158.5
3115700026P,31,157,00026P,242,139,16,236,161,246,151,322,321,238,154
3115700027P,31,157,00027P,289,151,29,287,180,300,161,379,377,282,157
3115700028P,31,157,00028P,331,159,22,329,174,343,156,399,398,317,176
3115700029P,31,157,00029P,180.7,69.6,21.6,185.5,84.4,180.7,89.2,230.7,224.8,182.6,87.3
3115700030P,31,157,00030P,373,112,14,351,148,380,109,425,423,479,124
3115900001P,31,159,00001P,175,114,11,188,106,173,94,215,214,159,95
3115900002P,31,159,00002P,123,46,17,142,45,128,44,143,139,120,47
3115900003P,31,159,00003P,368,191,34,387,201,384,179,458,464,371,171
3115900004P,31,159,00004P,329,119,23,337,134,327,114,385,385,320,114
3115900006P,31,159,00006P,186.5,73.4,9.1,189.5,79.6,185.1,68.5,218.9,224.6,182.6,62.5
3115900007P,31,159,00007P,210,60,23,223,69,194,69,228,230,195,73
3115900008P,31,159,00008P,200,103,24,221,101,223,79,260,263,211,86
3115900009P,31,159,00009P,163,66,9,147,93,163,60,191,190,145,72
3115900010P,31,159,00010P,128,59,4,121,69,142,41,152,148,127,48
3115900011P,31,159,00011P,241.4,81.9,10.5,244.4,90.5,242.6,71.4,271.5,274,232.1,70.8
3115900012P,31,159,00012P,367,145,13,369,160,380,123,421,423,355,142
3115900013P,31,159,00013P,497.4,316.2,16,539.4,287.2,508.4,254.2,637.5,644.5,478.3,276.2
3115900014P,31,159,00014P,352.1,213.4,26.9,376.1,218.2,366.5,192.3,463.6,456.9,330,215.3
3115900015P,31,159,00015P,256,128,13,274,127,263,107,323,325,245,130
3115900016P,31,159,00016P,569,285,26,612,264,568,256,688,694,525,287
3115900017P,31,159,00017P,294.5,123.2,16.1,292.6,147.3,293.5,121,370,366,275.4,127
3115900018P,31,159,00018P,147.1,49.9,6.4,149,55.2,147.9,43.5,165.5,167,141.5,43.2
3116100001P,31,161,00001P,296,60,14,270,95,302,59,315,311,293,60
3116100002P,31,161,00002P,281,33,11,229,86,271,41,281,274,271,41
3116100003P,31,161,00003P,137,8,11,122,32,146,4,139,137,136,9
3116100004P,31,161,00004P,179,42,8,148,81,178,44,201,193,176,44
3116100005P,31,161,00005P,281,59,21,271,92,290,61,322,314,269,82
3116100006P,31,161,00006P,240,53,15,227,76,242,57,270,263,224,68
3116100007P,31,161,00007P,112.5,12.7,6.8,107.6,21.5,116.4,13.7,115.4,112.5,107.6,15.7
3116100008P,31,161,00008P,143.5,7.3,4.2,138.4,14.5,147.6,7.3,145.6,142.5,138.4,11.3
3116300001P,31,163,00001P,101.3,45.3,3,112.3,37.3,92.2,43.2,113.3,116.3,92.1,39.3
3116300002P,31,163,00002P,158,115,10,171,112,144,115,195,197,135,122
3116300003P,31,163,00003P,131,48,8,149,43,114,50,132,140,104,52
3116300004P,31,163,00004P,209.6,44.5,8.1,215.7,47.5,204.7,37.5,221,222,186.7,47.4
3116300005P,31,163,00005P,160,67,9,177,60,153,63,181,183,145,65
3116300006P,31,163,00006P,113.2,50.2,7.9,123,46.2,120,42.3,146.6,147.6,114.2,43.3
3116500001P,31,165,00001P,277,43,11,269,62,277,50,273,273,262,45
3116500003P,31,165,00003P,169.6,25.9,10,171.6,33.9,170.6,29.9,177.6,180.6,166.6,31.9
3116700001P,31,167,00001P,487.5,111.8,27.5,501.2,125.5,491.4,113.8,541.4,545.3,464.9,132.4
3116700002P,31,167,00002P,110.6,33.3,11.3,112.8,43.5,104.7,44.3,123.2,124.3,96.4,47.5
3116700003P,31,167,00003P,68,15,6,71,18,67,18,73,74,68,16
3116700004P,31,167,00004P,201.2,34.9,5,203.2,43.8,186.3,43.8,201.2,201.2,178.3,47.8
3116700006P,31,167,00006P,118.1,11.5,5.1,119.2,17.5,109.1,17.5,118.3,116.4,105,19.6
3116700007P,31,167,00007P,230.4,48.6,6.9,229.4,48.6,217.3,47.5,234.3,238.2,204.6,53.5
3116700008P,31,167,00008P,197,36,8,192,49,174,42,194,193,179,43
3116700009P,31,167,00009P,30.6,1.4,0.1,29.6,1.4,26.7,0.5,29.7,28.8,29.4,0.5
3116700010P,31,167,00010P,44.8,10.1,2,45.8,9.2,38.7,14.2,40.8,42.8,38.7,12.2
3116700011P,31,167,00011P,45,7,1,42,11,38,8,39,42,36,12
3116700012P,31,167,00012P,55,11,3,50,20,47,11,47,49,44,14
3116700013P,31,167,00013P,46,10,3,45,14,41,8,46,47,43,10
3116700014P,31,167,00014P,55,4,1,57,4,51,6,54,52,50,6
3116700015P,31,167,00015P,82,9,0,83,11,74,8,80,80,73,14
3116700016P,31,167,00016P,44,19,1,46,18,43,19,59,59,42,21
3116900001P,31,169,00001P,235,59,3,243,52,221,56,235,232,207,61
3116900002P,31,169,00002P,167.1,58.8,8.2,173.2,59.8,164,52.9,179.5,184.5,141,62.8
3116900004P,31,169,00004P,98.9,36.2,10.8,107.8,40.2,98,42.1,118.5,119.5,95,38.2
3116900007P,31,169,00007P,289,94,15,308,93,277,91,322,318,260,100
3116900008P,31,169,00008P,247,51,13,266,48,240,45,251,251,222,49
3116900013P,31,169,00013P,279.8,131.2,26,316.4,131.2,286.5,104.2,333.8,333.8,270.1,105.2
3116900014P,31,169,00014P,289.2,108.8,12.9,300.6,116.8,269.5,101.8,311.2,310.2,240.9,113.8
3117100001P,31,171,00001P,290.3,35.9,11,299.3,43.9,284.3,28.9,281.3,280.3,270.3,36.9
3117300001P,31,173,00001P,72,13,4,69,22,65,21,78,74,57,23
3117300002P,31,173,00002P,106,27,5,109,32,96,29,110,109,86,33
3117300003P,31,173,00003P,55,8,0,55,9,48,9,58,59,45,10
3117300004P,31,173,00004P,368,76,3,366,88,325,80,375,376,317,80
3117300005P,31,173,00005P,37,3,1,40,2,36,2,35,33,35,179
3117300006P,31,173,00006P,92,40,5,100,40,87,39,103,103,88,39
3117300007P,31,173,00007P,33,186,5,33,193,27,191,62,60,24,182
3117300008P,31,173,00008P,150.4,151.4,8.1,137.4,165.4,116.4,164.4,167,171,110.4,157.4
3117300009P,31,173,00009P,56.6,312.6,7.9,53.6,324.6,47.6,323.6,131,128,53.6,314.6
3117500001P,31,175,00001P,226.5,41.2,14.2,225.1,58.8,208.1,49.1,221.8,219.8,193.7,51
3117500003P,31,175,00003P,186,41,6,196,36,184,29,195,194,171,38
3117500004P,31,175,00004P,212.8,56.3,3.9,232.1,44.8,208.8,51.4,223.4,224.4,199.1,43.8
3117500005P,31,175,00005P,199,52,8,203,55,195,50,214,218,188,47
3117500006P,31,175,00006P,225.6,56.7,7,225.6,62.6,213.7,46.7,233.6,240.5,197.8,56.7
3117500007P,31,175,00007P,159,70,4,180,54,159,57,179,185,142,66
3117500008P,31,175,00008P,179.2,41.8,7,182.2,43.8,157.3,54.7,177.2,177.2,148.4,58.6
3117700002P,31,177,00002P,251,77,10,242,95,237,77,269,273,223,94
3117700003P,31,177,00003P,444,85,12,432,116,445,77,485,484,377,151
3117700003W,31,177,00003W,390.2,186.4,25.3,401.9,204,374.6,196.5,471.7,472.7,348.1,221.8
3117700004P,31,177,00004P,294,92.9,6.8,276.6,115,272,94.5,300.9,301.7,262.6,105.7
3117700005W,31,177,00005W,383.8,178,23,395.8,191.9,365.9,181,435.8,429.9,338.8,197.1
3117700006P,31,177,00006P,617,210,25,589,265,590,211,707,706,539,285
3117700007P,31,177,00007P,432.5,127.9,17,437.5,145.8,418.5,128.9,462.5,466.5,405.6,143.8
3117700007W,31,177,00007W,354.1,146,15.8,368.6,146.4,342.6,141.5,413.6,411.7,318.5,164.7
3117700008W,31,177,00008W,478.6,158.9,23.2,468.9,193.8,446.6,164.7,525.1,524.1,424.3,185
3117700009P,31,177,00009P,316.3,121.4,15.7,326,128.3,314.3,126.3,350.5,352.5,285.9,142.9
3117700010P,31,177,00010P,446.2,196.4,28.1,452.1,229.7,434,201.5,520.4,520.5,421.8,216.7
3117700012P,31,177,00012P,747.5,280.1,27,751.5,301.2,728.5,296.1,859.5,857.5,701.4,317.2
3117700013P,31,177,00013P,430,230,24,436,244,425,232,499,498,397,242
3117700014P,31,177,00014P,600,256,27,600,279,585,269,719,712,559,276
3117700015P,31,177,00015P,277,92,11,279,97,257,98,307,307,254,112
3117900001P,31,179,00001P,162,30,7,153,43,157,34,176,176,149,34
3117900002P,31,179,00002P,204.9,18.4,1,189.9,38.5,183.9,20.4,199.1,194.1,171.8,33.4
3117900003P,31,179,00003P,252,21,11,246,35,244,31,255,256,232,38
3117900004P,31,179,00004P,322,44,4,309,62,296,57,323,323,276,64
3117900006P,31,179,00006P,226.7,40.4,10.1,228.5,47.7,218.4,47.4,232.3,233.2,209.2,57.6
3117900008P,31,179,00008P,167.9,55.6,6,158,70.5,156,64.6,190.8,186.8,146.1,73.5
3117900009P,31,179,00009P,226,106,14,231,112,223,108,279,281,208,119
3117900011P,31,179,00011P,235.3,74.7,8.9,225.5,95.3,217.6,76.7,264.7,260.8,205.8,89.4
3117900012P,31,179,00012P,244,135,14,226,165,220,143,308,313,208,151
3117900013P,31,179,00013P,347.1,199,29,329.1,253,328.1,221,461.1,461.1,311.1,226
3118100001P,31,181,00001P,135,29,9,149,26,128,34,147,143,130,30
3118100002P,31,181,00002P,242,106,14,254,108,251,95,291,295,226,106
3118100004P,31,181,00004P,258,82,12,281,76,243,72,272,273,241,74
3118100005P,31,181,00005P,196,61,10,213,54,186,58,214,215,184,59
3118100007P,31,181,00007P,166,40,4,182,27,159,33,176,178,159,33
3118300001P,31,183,00001P,240,40,7,226,47,212,32,231,230,192,47
3118300002P,31,183,00002P,103,20,4,93,33,93,18,102,104,86,24
3118500001P,31,185,00001P,348,92,13,342,108,341,90,371,373,328,90
3118500001W,31,185,00001W,308.6,102.4,14.3,300.7,123.6,314.6,92.3,344.9,353,306,88.6
3118500002P,31,185,00002P,201,43,13,207,51,199,49,217,220,180,57
3118500003W,31,185,00003W,236,135,16,256,131,255,120,318,317,238,133
3118500004P,31,185,00004P,319.4,90.6,12.7,324.3,96.4,320.4,84.7,368.1,373,300,98.4
3118500004W,31,185,00004W,207.3,85.2,7,210.3,89.3,212.3,73.2,241.3,243.3,197.2,82.4
3118500005P,31,185,00005P,570,145,21,576,160,584,124,635,635,555,131
3118500005W,31,185,00005W,433.9,186.8,18.8,438.9,202.6,453.7,159.1,502.1,505.1,430,169
3118500006P,31,185,00006P,181.8,45.9,5.2,180.8,52.1,183,39.6,192.5,191.6,168.8,56.6
3118500006W,31,185,00006W,331,150,25,352,150,363,121,402,399,349,132
3118500007P,31,185,00007P,253,75,12,266,77,272,55,305,305,257,71
3118500012P,31,185,00012P,269,130,22,289,137,275,132,321,318,258,137
