GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE
3118500001W,31,185,00001W,364.5,84.3,33.5,0.2
3118500002P,31,185,00002P,251,57,19,3
3118500003W,31,185,00003W,352,108,32,8
3118500004P,31,185,00004P,426.5,87.7,20.5,5.8
3118500004W,31,185,00004W,282.4,90.3,26,6
3118500005P,31,185,00005P,691,146,28,4
3118500005W,31,185,00005W,515,150.2,41.5,12.8
3118500006P,31,185,00006P,213.6,50.5,11.4,5.1
3118500006W,31,185,00006W,443,146,37,6
3118500007P,31,185,00007P,359,63,27,0
3118500012P,31,185,00012P,345,115,51,0
