GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRREY,G18GOVDHUB,G18GOVLPOR,G18GOVOSIE,G18GOVOWRI,G18ATGDMIL,G18ATGLBAT,G18ATGOWRI,G18SOSRPAT,G18SOSDDEJ,G18SOSLOFE,G18SOSOWRI,G18TRERDAV,G18TREDFIT,G18TRELHIR,G18TREOWRI,G18AUDRMOS,G18AUDDSAN,G18AUDLPER,G18AUDOWRI,G18AGRRNAI,G18AGRDGAN,G18AGRLSTE,G18AGROWRI
19013013027,19,013,013027,1230,1198,26,6,1,1657,450,13,1320,1064,39,1,1043,1318,46,2,1126,1250,39,2,1233,1134,43,1
19013013028,19,013,013028,677.68,636.9,23.55,6.54,0.01,857.37,273.15,8.28,698.69,594.06,28.21,0.11,574.06,692.59,28.53,0.01,595.34,665.06,37.33,0.01,654.65,624.01,27.96,0.21
19013013029,19,013,013029,942,866,19,7,0,1215,361,10,986,795,22,2,822,942,20,0,863,903,24,0,946,814,31,0
19013013030,19,013,013030,323,513,14,3,1,581,144,7,350,451,24,1,307,482,20,0,317,464,33,1,358,427,28,0
19013013031,19,013,013031,589.71,917.56,22.57,12.3,1.12,1113.35,263.27,7.39,623.31,870.54,29.63,0,514.07,955.95,37.36,0,521.04,954.05,35.19,0,597.36,871.2,41.29,0
19013013032,19,013,013032,199,605,20,8,0,637,123,3,219,568,31,1,190,584,21,1,194,585,34,1,212,556,38,1
19013013033,19,013,013033,247,515,18,6,2,570,131,4,250,487,23,2,235,491,26,1,241,482,31,1,267,455,28,2
19013013034,19,013,013034,541,775,20,6,0,991,219,3,542,749,29,0,443,841,28,0,464,820,27,0,517,765,31,0
19013013035,19,013,013035,470.9,691.85,23.54,11.77,0.91,894.7,170.25,3.62,496.25,652.92,33.51,0,394.83,747.09,30.79,0,431.96,719.93,28.98,0,469.08,678.27,29.88,0
19013013036,19,013,013036,710,671,19,7,0,978,267,3,740,617,27,1,604,746,27,0,624,725,30,0,714,634,25,0
19013013037,19,013,013037,291.84,295.9,18.07,3.67,0,442.48,104.01,7.23,285.56,297.01,15.29,0,224.16,353.34,13.14,0.01,240.53,347.01,11.82,0,269.52,313.66,12.64,0
19013013038,19,013,013038,739,850.84,32.29,13.69,0,1125.75,288.43,12.61,753.62,814.45,42.38,0,640.99,916.34,41.3,1.92,634.33,923.81,51.02,0,720.12,823.24,58.82,0.99
19013013039,19,013,013039,480,591,18,2,1,797,179,3,476,565,35,0,386,660,26,0,406,645,25,0,458,584,25,0
19013013040,19,013,013040,400,549,16,6,0,699,168,3,413,513,34,0,337,580,39,0,356,577,30,0,394,521,35,2
19013013041,19,013,013041,237,475,13,6,1,553,117,2,242,459,23,1,184,509,27,1,196,500,28,1,234,465,26,1
19013013042,19,013,013042,455.55,505.52,16.86,6,0.97,671.73,207.32,5.87,473.94,471.6,24.73,0,394.99,535.72,24.78,0,404.62,527.95,30.84,0.97,446.94,486.83,31.47,0.02
19013013043,19,013,013043,390,480,15,3,0,658,139,3,416,446,14,0,326,531,14,1,330,525,16,1,376,477,21,0
19013013044,19,013,013044,841.13,649.09,15,10,0,1008.14,308.05,6,869.13,602.09,28,0,714.1,739.11,29.01,0,742.11,720.11,29,0,822.12,625.09,36,0
19013013045,19,013,013045,304,376,8,5,0,510,80,0,325,347,11,0,247,415,13,0,261,397,18,0,301,364,13,0
19013013046,19,013,013046,217,360,11,9,0,459,74,3,221,361,7,1,181,393,11,0,181,399,8,0,204,366,17,0
19013013047,19,013,013047,356,503,21,3,0,677,122,3,354,504,21,0,303,541,21,1,303,545,25,0,353,501,19,0
19013013048,19,013,013048,575.72,775.5,14.06,7.02,2,1001.79,178.36,11.02,587.71,749.49,19.07,1,492.58,843.59,17.08,1,502.56,822.66,27.06,1,574.62,754.53,25.09,1
19013013049,19,013,013049,448.96,541.95,15,6,0,719.93,167.98,4,451.96,527.95,19,0,379.96,583.95,22,1,388.96,581.95,26,0,434.96,525.95,26,2
19013013050,19,013,013050,543.19,519.16,6.01,5,0,755.24,184.07,5,569.19,485.16,9.01,0,441.15,602.19,16.01,0,476.15,564.19,15.01,0,529.18,501.17,19.01,0
19013013051,19,013,013051,301.74,453.21,9.77,5.86,1.95,589.91,126.95,0.98,297.82,456.15,11.72,0,242.17,505.93,12.7,0,250.95,500.08,13.68,0,288.06,458.09,14.65,0
19013013052,19,013,013052,241,501,18,3,1,594,103,4,251,483,22,0,210,521,23,0,214,523,19,0,235,494,26,0
19013013053,19,013,013053,53,373,5,1,0,391,25,2,55,370,7,0,42,374,8,1,50,368,7,1,55,368,7,0
19013013054,19,013,013054,123.02,310.32,9.04,2.99,0,358.84,59.67,2.97,112.15,324.97,5.17,2.95,93.4,327.91,15.95,0.98,96.21,335.86,10.1,0.98,107.19,316.06,13.03,1
19013013055,19,013,013055,368.75,611.29,16.17,8.01,0.03,754.23,158.82,2.14,366.38,613.22,21.29,0,307.24,660.17,23.25,0,303.63,659.92,34.2,0.03,374.33,600.01,18.57,0.98
19013013056,19,013,013056,125,332.63,11.48,5.14,0,386.83,55.53,4.04,128.58,331.94,10.59,0,97.4,361.12,9.54,0,101.08,352.61,16.42,0,108.27,345.21,14.53,0
19013013057,19,013,013057,65,529,12,4,0,565,32,1,53,548,7,0,49,545,8,0,45,547,11,1,57,533,16,0
19013013058,19,013,013058,57.25,357.85,8.97,2.01,0,376.39,34.44,1.03,54.09,354.16,11.87,0.05,49.82,354.24,11.07,0.02,43.99,358.28,12.94,0.02,52.02,351.09,12.02,1
19013013059,19,013,013059,70.62,271.55,1.99,0.99,0,291.44,30.83,0.99,64.65,267.57,7.96,0,56.7,272.54,6.96,0,55.7,271.55,9.95,0,57.69,269.56,11.94,0
19013013060,19,013,013060,144,420,12,9,0,461,81,3,157,399,20,1,133,421,20,0,120,434,18,1,148,401,24,0
19013013061,19,013,013061,116.12,572.66,4.96,2.98,0,618.32,36.72,3.97,108.18,572.66,9.92,0,87.34,590.53,4.96,0,98.26,579.61,9.92,0.99,100.24,569.68,14.89,0
19013013062,19,013,013062,155.92,282.38,7.53,8.22,0,332.74,67.21,6.28,165.2,272.92,10.46,0,145.44,283.51,13.51,1.06,144.17,288.91,12.72,0,166.87,268.05,12.88,0
19013013063,19,013,013063,79.7,193.55,9.49,2.85,0,218.22,49.34,0.95,72.11,199.25,11.39,0,67.36,203.99,10.44,0,61.67,212.53,8.54,0,65.47,204.94,10.44,0
19013013064,19,013,013064,279,476,13,2,0,589,122,4,290,448,25,0,231,497,25,0,224,503,25,0,267,465,26,0
19013013065,19,013,013065,200,405,12,8,0,483,94,1,221,386,17,1,173,428,16,1,179,423,16,1,205,398,18,1
19013013066,19,013,013066,366,563,12,6,1,717,138,4,384,531,21,0,283,624,19,0,303,610,14,1,343,555,23,2
19013013067,19,013,013067,513,648,11,4,0,845,207,4,517,621,22,1,421,703,26,0,431,688,31,1,486,630,40,1
19013013068,19,013,013068,393,507,13,5,0,693,131,1,407,480,17,0,308,572,14,1,333,552,13,0,368,509,19,1
19013013069,19,013,013069,113.68,115.68,7.14,1.43,0,172.8,40.56,2.86,111.11,116.25,6,0,87.11,138.24,5.14,0,93.68,135.67,4.57,0,104.82,122.82,4.86,0
19015015001,19,015,015001,104.01,81.49,5.9,2.14,0,128.13,42.89,0,107.76,79.88,2.68,0,78.81,108.29,2.14,0,94.36,88.99,3.22,0,101.86,82.02,5.36,0
19015015002,19,015,015002,36.57,27.61,1.82,0.61,0,43.7,14.88,0.05,37.78,26.63,0.95,0,27.9,36.26,0.81,0.01,33.59,29.73,1.11,0,36.14,27.31,1.69,0
19015015003,19,015,015003,316.32,209.03,8.24,1.29,0,337.77,124.55,1.65,321.62,190.15,7.96,0,245.72,262.69,8.46,0,302.78,212.46,8.56,0,321.09,193.09,8.75,0
19015015004,19,015,015004,129.01,84.77,3.24,0.46,0,137.12,50.73,0.69,131.1,76.9,3.24,0,100.29,106.32,3.47,0,123.69,85.93,3.47,0,131.1,78.06,3.47,0
19015015005,19,015,015005,109.41,71.89,2.75,0.39,0,116.29,43.02,0.59,111.18,65.21,2.75,0,85.05,90.16,2.95,0,104.89,72.88,2.95,0,111.18,66.2,2.95,0
19015015006,19,015,015006,199.28,212.51,10.97,4.74,0,285.41,88.06,1.79,208.22,191.65,13.97,0,160.1,237.98,17.22,0,185.51,213.76,13.7,0,197.41,195.34,18.13,0.29
19015015007,19,015,015007,213.24,140.72,4.46,1.51,0,210.48,100.37,1.72,219.54,124.62,8.5,0,172.95,169.8,8.64,0,197.49,146.36,10.13,0,205.04,135.61,10.96,0.01
19015015008,19,015,015008,61.41,46.87,3.15,1.14,0,73.34,25.84,0.07,63.56,45.4,1.69,0,47.01,61.63,1.42,0,55.89,50.9,2.04,0,59.99,46.94,3.14,0
19015015009,19,015,015009,160.08,103,3.11,1.04,0,154.89,75.76,1.3,164.75,91.07,6.23,0,129.99,124.8,6.23,0,148.15,107.41,7.52,0,153.6,99.63,8.04,0
19015015010,19,015,015010,33.1,21.3,0.64,0.21,0,32.03,15.67,0.27,34.07,18.83,1.29,0,26.88,25.81,1.29,0,30.63,22.21,1.56,0,31.76,20.6,1.66,0
19015015011,19,015,015011,81.67,52.55,1.59,0.53,0,79.02,38.65,0.66,84.05,46.46,3.18,0,66.32,63.67,3.18,0,75.58,54.8,3.84,0,78.36,50.83,4.1,0
19015015012,19,015,015012,125.65,81.52,2.44,0.85,0,122.34,59.39,1.04,129.53,71.92,4.91,0,101.9,98.73,4.93,0,116.3,84.96,5.89,0,120.69,78.77,6.29,0
19015015013,19,015,015013,476.08,398.27,14.04,3.01,0,584.93,203,2.02,486.15,361.12,22.08,0,371.7,480.55,21.08,0,429.94,419.33,23.1,0,448.01,402.22,20.11,0
19015015014,19,015,015014,94.78,88.2,1.54,1.85,0,122.52,41.98,1.68,106.04,71.47,4.72,0,71.77,104.98,5.26,0,88.28,89.95,3.65,0,96.1,82.08,4.03,0
19015015015,19,015,015015,2445.33,2765.56,96.64,35.09,2,3672.56,1121.65,22.16,2596.1,2467.07,154.57,1,1945.59,3128.42,156.19,1,2308.45,2746.33,160.87,0,2446.16,2565.37,179.27,1.69
19015015016,19,015,015016,116.44,101.14,5.6,0.37,0.75,137.72,54.12,1.49,124.28,90.69,6.72,0,94.42,119.06,5.6,0,112.71,103.75,4.85,0,116.07,95.17,8.21,0.75
19015015017,19,015,015017,12.17,11.46,0.2,0.24,0,15.88,5.37,0.22,13.66,9.26,0.61,0,9.19,13.63,0.68,0,11.34,11.68,0.46,0,12.36,10.65,0.51,0
19015015018,19,015,015018,182.36,158.39,8.77,0.58,1.17,215.67,84.75,2.34,194.63,142.03,10.52,0,147.87,186.45,8.77,0,176.51,162.48,7.6,0,181.77,149.04,12.86,1.17
19015015019,19,015,015019,8.64,7.5,0.42,0.03,0.06,10.21,4.01,0.11,9.22,6.73,0.5,0,7,8.83,0.42,0,8.36,7.69,0.36,0,8.61,7.06,0.61,0.06
19015015020,19,015,015020,275.11,259.37,4.45,5.5,0.01,359.38,121.53,4.97,308.67,209.77,13.84,0,207.75,308.5,15.47,0,256.2,264.41,10.56,0,279.43,241.15,11.68,0
19015015021,19,015,015021,603.84,643.44,17.34,5.45,0.99,849.36,276.65,5.4,610.64,603.4,35.09,1,470.5,744.33,29.25,0,534.45,657.79,45.8,0,574.27,621.99,38.87,1
19015015022,19,015,015022,47.1,46.66,1.13,0.8,0,63.9,20.87,0.89,52.59,38.44,2.74,0,36.31,54.28,2.89,0,43.43,47.82,2.25,0,47.55,43.56,2.47,0
19015015023,19,015,015023,109.62,73.74,4.42,0.98,0,115.03,45.72,0.49,110.6,68.33,3.44,0,84.06,90.94,4.42,0,98.31,78.65,4.92,0,110.6,67.84,4.92,0
19015015024,19,015,015024,87.06,58.56,3.51,0.78,0,91.35,36.31,0.39,87.84,54.27,2.73,0,66.76,72.22,3.51,0,78.08,62.46,3.9,0,87.84,53.88,3.9,0
19015015025,19,015,015025,26.32,17.7,1.06,0.24,0,27.62,10.98,0.12,26.56,16.41,0.83,0,20.18,21.84,1.06,0,23.61,18.88,1.18,0,26.56,16.29,1.18,0
19015015026,19,015,015026,60.04,56.58,0.97,1.2,0,78.4,26.52,1.09,67.39,45.73,3.02,0,45.34,67.3,3.38,0,55.93,57.67,2.3,0,61,52.6,2.54,0
19015015027,19,015,015027,4.57,3.97,0.22,0.01,0.03,5.4,2.12,0.06,4.87,3.56,0.26,0,3.7,4.67,0.22,0,4.42,4.07,0.19,0,4.55,3.73,0.32,0.03
19017017001,19,017,017001,218.68,107.67,3.9,1.12,0,198.6,79.22,2.79,211.43,109.34,6.69,0,173.49,146.16,5.02,0,180.19,138.91,6.69,0,204.73,114.36,7.25,0
19017017002,19,017,017002,173.32,85.33,3.1,0.88,0,157.4,62.78,2.21,167.57,86.66,5.31,0,137.51,115.84,3.98,0,142.81,110.09,5.31,0,162.27,90.64,5.75,0
19017017003,19,017,017003,67.66,43.01,3.38,0.48,0,69.6,29.97,1.45,74.43,36.73,1.93,0,60.41,48.33,3.87,0,60.9,47.36,3.38,0.48,70.08,40.11,2.9,0
19017017004,19,017,017004,72.34,45.99,3.62,0.52,0,74.4,32.03,1.55,79.57,39.27,2.07,0,64.59,51.67,4.13,0,65.1,50.64,3.62,0.52,74.92,42.89,3.1,0
19017017005,19,017,017005,132.94,70.78,4.23,1.23,0,137.87,47.72,1.23,133.65,65.85,4.93,0,104.24,93.68,7.4,0,108.64,89.27,7.4,0,125.55,72.72,6.34,0.35
19017017006,19,017,017006,297.18,158.23,9.45,2.76,0,308.2,106.67,2.76,298.76,147.21,11.02,0,233.02,209.4,16.53,0,242.86,199.56,16.53,0,280.65,162.56,14.17,0.79
19017017007,19,017,017007,324.88,172.98,10.33,3.01,0,336.93,116.61,3.01,326.6,160.93,12.05,0,254.74,228.92,18.07,0,265.5,218.16,18.07,0,306.8,177.71,15.49,0.86
19017017008,19,017,017008,137.43,120.16,3.75,2.63,0,182.49,51.07,1.88,135.93,116.4,8.64,0,107.01,144.19,8.26,0,107.39,145.69,6.76,0,127.29,122.03,7.89,0
19017017009,19,017,017009,228.57,199.84,6.25,4.37,0,303.51,84.93,3.12,226.07,193.6,14.36,0,177.99,239.81,13.74,0,178.61,242.31,11.24,0,211.71,202.97,13.11,0
19017017010,19,017,017010,173.81,133,1.92,0.48,0,208.39,61.94,1.44,186.3,111.4,4.8,0,141.16,153.65,5.28,0,139.72,156.05,3.84,0,161.33,133,8.16,0
19017017011,19,017,017011,187.47,143.45,2.07,0.52,0,224.75,66.8,1.55,200.93,120.14,5.18,0,152.25,165.72,5.7,0,150.7,168.31,4.14,0,174,143.45,8.8,0
19017017012,19,017,017012,545.85,569.33,17.37,3.58,0.37,778.1,223.48,3.56,592.67,501.11,22.2,0.37,460.27,629.9,22.1,0,483.03,608.88,28.26,0.03,539.52,543.24,27.65,0
19017017013,19,017,017013,1763.78,1922.95,64.79,20.45,0.63,2622.3,730.86,18.51,1891.04,1737.52,71.19,1.63,1459.65,2128.43,95.28,1,1537.8,2071.66,94.05,1.97,1723.27,1834.11,116.81,1
19017017014,19,017,017014,258.23,206.47,7.48,5.75,0,295.03,120.77,4.03,274.33,185.76,8.63,0,230.62,223.14,14.38,0,221.99,228.89,18.4,0,254.77,201.86,13.23,0
19017017015,19,017,017015,190.78,152.54,5.52,4.25,0,217.97,89.23,2.97,202.67,137.24,6.37,0,170.38,164.86,10.62,0,164.01,169.11,13.6,0,188.23,149.14,9.77,0
19017017016,19,017,017016,417.62,283.72,6.19,1.33,0,444.14,172.35,3.09,418.95,259.85,15.47,0,351.33,324.37,15.03,0,347.8,332.77,12.37,0,384.03,286.37,18.12,0
19017017017,19,017,017017,517.47,351.55,7.67,1.64,0,550.32,213.56,3.83,519.11,321.98,19.17,0,435.33,401.93,18.62,0,430.95,412.33,15.33,0,475.85,354.83,22.45,0
19017017018,19,017,017018,256.61,116.27,6.01,1,0,220.52,102.24,1,262.12,97.73,9.52,0,202.98,155.87,11.03,0,212.5,148.85,11.03,0,240.07,120.28,10.52,0
19017017019,19,017,017019,255.39,115.73,5.99,1,0,219.48,101.76,1,260.88,97.27,9.48,0,202.02,155.13,10.97,0,211.5,148.15,10.97,0,238.93,119.72,10.48,0
19019019001,19,019,019001,137.99,119.2,4.7,4.7,0,189.67,46.39,4.11,150.33,105.11,4.7,0.59,106.87,147.39,4.7,0,116.85,139.76,4.7,0,132.12,122.14,4.7,0
19019019002,19,019,019002,97.01,83.8,3.3,3.3,0,133.33,32.61,2.89,105.67,73.89,3.3,0.41,75.13,103.61,3.3,0,82.15,98.24,3.3,0,92.88,85.86,3.3,0
19019019003,19,019,019003,255,164,5,2,1,281,94,2,252,163,9,0,205,211,7,1,206,207,9,0,236,176,10,0
19019019004,19,019,019004,105.06,79.34,3.92,3.05,0,131.21,36.62,2.18,106.37,75.85,3.92,0,76.72,103.75,4.8,0,85.44,95.03,4.8,0,98.52,82.83,5.23,0
19019019005,19,019,019005,22.95,17.33,0.86,0.67,0,28.66,8,0.48,23.23,16.57,0.86,0,16.76,22.66,1.05,0,18.66,20.76,1.05,0,21.52,18.09,1.14,0
19019019006,19,019,019006,88.32,66.7,3.3,2.57,0,110.31,30.78,1.83,89.42,63.77,3.3,0,64.5,87.22,4.03,0,71.83,79.89,4.03,0,82.82,69.63,4.4,0
19019019007,19,019,019007,24.68,18.64,0.92,0.72,0,30.82,8.6,0.51,24.98,17.82,0.92,0,18.02,24.37,1.13,0,20.07,22.32,1.13,0,23.14,19.46,1.23,0
19019019008,19,019,019008,84.53,73.24,2.1,2.62,0,112.61,25.99,0.26,91.61,66.15,2.62,0,62.48,91.09,2.62,0,70.88,84.53,3.68,0,85.31,69.04,4.2,0
19019019009,19,019,019009,104.48,90.52,2.6,3.24,0,139.19,32.12,0.32,113.24,81.76,3.24,0,77.22,112.59,3.24,0,87.6,104.48,4.54,0,105.45,85.33,5.19,0
19019019010,19,019,019010,380.69,352.91,14.34,2.85,0.71,520.27,140.36,3.56,432.89,288.47,20.8,0,291.37,424.33,21.47,0,313.51,402.21,22.88,0,382.11,331.35,21.52,0
19019019011,19,019,019011,113.51,83.16,2.69,0.39,0,131.34,36.36,1.15,117.08,75.4,4.22,0,88.27,103.81,3.47,0,93.64,95.42,6.88,0,106.33,86.12,3.47,0
19019019012,19,019,019012,509.62,444.67,19.98,5,1,653.51,189.86,6,531.6,405.69,21.98,1,417.69,514.61,24.98,1,424.68,507.62,24.98,2,500.62,428.68,26.98,1
19019019013,19,019,019013,185.28,135.47,4.38,0.63,0,214.07,59.29,1.87,190.92,122.98,6.87,0,144.13,169.13,5.63,0,152.84,155.44,11.22,0,173.46,140.42,5.63,0
19019019014,19,019,019014,245.77,226.95,8.3,4.98,0,335.44,84.69,4.43,271.79,192.63,12.73,0,202.04,259.05,12.18,0,204.25,255.73,14.39,0,244.11,213.66,17.16,0
19019019015,19,019,019015,957.14,1091.84,41.3,10.15,0.29,1501.37,353.44,14.99,1059.73,928.83,68.39,0,758.5,1226.06,59.28,0,798.08,1193.58,56.64,0,939.37,1011.76,76.24,0
19019019016,19,019,019016,303.08,236.07,12,7,0,365.11,122.02,2,324.09,211.06,16,0,246.06,283.09,18,0,245.07,288.08,15,0,292.08,236.06,20,0
19019019017,19,019,019017,132.92,115.17,3.3,4.13,0,177.09,40.87,0.41,144.07,104.02,4.13,0,98.25,143.24,4.13,0,111.45,132.92,5.78,0,134.16,108.56,6.6,0
19019019018,19,019,019018,94.7,59.25,3.04,2.53,0,106.86,30.39,0.51,103.31,50.14,3.04,0,68.87,81.54,3.55,0,79.51,73.94,2.53,0,92.68,60.77,3.04,0
19019019019,19,019,019019,92.3,57.75,2.96,2.47,0,104.14,29.61,0.49,100.69,48.86,2.96,0,67.13,79.46,3.45,0,77.49,72.06,2.47,0,90.32,59.23,2.96,0
19019019020,19,019,019020,171.5,140.08,6.55,1.31,0,217.32,72,1.31,187.87,120.44,8.51,0,135.5,170.85,9.16,0,140.08,163.65,9.16,0,167.57,138.12,9.16,0
19019019021,19,019,019021,90.5,73.92,3.45,0.69,0,114.68,38,0.69,99.13,63.56,4.49,0,71.5,90.15,4.84,0,73.92,86.35,4.84,0,88.43,72.88,4.84,0
19019019022,19,019,019022,203,135,6,5,0,234,71,5,206,133,9,0,158,177,11,0,168,167,10,0,196,135,15,0
19021021001,19,021,021001,109.02,45.88,3.04,1.28,0,95.75,23.66,0.48,112.85,37.72,3.36,0.16,89.04,60.1,3.84,0.16,93.19,57.55,2.4,0,116.05,36.92,2.88,0
19021021002,19,021,021002,115.81,48.74,3.23,1.36,0,101.72,25.13,0.51,119.89,40.08,3.57,0.17,94.59,63.85,4.08,0.17,99,61.13,2.55,0,123.29,39.23,3.06,0
19021021003,19,021,021003,30.97,13.03,0.86,0.36,0,27.2,6.72,0.14,32.06,10.72,0.95,0.05,25.29,17.07,1.09,0.05,26.47,16.35,0.68,0,32.97,10.49,0.82,0
19021021004,19,021,021004,97.58,41.06,2.72,1.14,0,85.7,21.17,0.43,101.01,33.77,3,0.14,79.69,53.8,3.43,0.14,83.41,51.51,2.15,0,103.87,33.05,2.58,0
19021021005,19,021,021005,78.73,33.13,2.19,0.92,0,69.14,17.08,0.35,81.5,27.24,2.42,0.12,64.3,43.4,2.77,0.12,67.3,41.56,1.73,0,83.8,26.67,2.08,0
19021021006,19,021,021006,99.41,41.83,2.77,1.17,0,87.31,21.57,0.44,102.91,34.4,3.06,0.15,81.19,54.81,3.5,0.15,84.98,52.47,2.19,0,105.82,33.67,2.62,0
19021021007,19,021,021007,180.7,76.49,4.99,0,0,160.19,44.34,3.33,185.14,58.2,7.76,0,146.34,98.67,8.31,0,150.77,96.45,4.99,0,185.14,58.2,11.64,0
19021021008,19,021,021008,78.98,33.24,2.2,0.93,0,69.37,17.14,0.35,81.76,27.33,2.43,0.12,64.5,43.54,2.78,0.12,67.51,41.69,1.74,0,84.08,26.75,2.08,0
19021021009,19,021,021009,71.51,30.09,1.99,0.84,0,62.81,15.52,0.31,74.03,24.74,2.2,0.1,58.4,39.42,2.52,0.1,61.13,37.75,1.57,0,76.12,24.22,1.89,0
19021021010,19,021,021010,194.94,107.9,6.52,1.96,0,195.59,44.01,1.3,201.78,92.58,5.87,0,158.75,129.74,7.5,0,154.84,138.54,6.52,0,201.46,87.04,10.11,0
19021021011,19,021,021011,403.06,223.1,13.48,4.04,0,404.41,90.99,2.7,417.22,191.42,12.13,0,328.25,268.26,15.5,0,320.16,286.46,13.48,0,416.54,179.96,20.89,0
19021021012,19,021,021012,80.51,36.83,0.57,0,0,75.66,16.27,0,79.94,31.12,1.43,0,62.24,49.68,2,0,67.38,43.39,2.28,0,83.08,30.55,2,0
19021021013,19,021,021013,196.68,89.97,1.39,0,0,184.82,39.75,0,195.28,76.02,3.49,0,152.04,121.36,4.88,0,164.6,106.01,5.58,0,202.96,74.63,4.88,0
19021021014,19,021,021014,145.3,61.51,4.01,0,0,128.81,35.66,2.67,148.86,46.8,6.24,0,117.66,79.33,6.69,0,121.23,77.55,4.01,0,148.86,46.8,9.36,0
19021021015,19,021,021015,230.3,82.13,4.44,1.11,0,184.8,54.94,2.22,238.07,59.93,6.66,0.55,182.02,115.43,8.88,0,200.34,99.34,8.32,0.55,238.07,61.6,8.32,0
19021021016,19,021,021016,184.02,65.62,3.55,0.89,0,147.66,43.9,1.77,190.22,47.89,5.32,0.44,145.44,92.23,7.09,0,160.07,79.37,6.65,0.44,190.22,49.22,6.65,0
19021021017,19,021,021017,126.22,78.05,0.81,0.6,0.24,136.47,27.8,0.07,137.11,58.62,2.78,0,96.83,97.22,3.96,0,102.79,91.36,3.78,0,139.45,58.54,3.36,0
19021021018,19,021,021018,76.43,42.31,0.19,0.19,0.19,76.62,16.77,0,82.86,31,1.17,0,57.71,53.81,2.53,0,60.05,52.25,1.95,0,83.64,31,1.95,0
19021021019,19,021,021019,1057.99,1380.25,41.5,25.66,0.02,1881.57,288.87,6.94,1149.73,1205.08,63.9,1,867.99,1508.41,55.59,0,943.53,1423.75,62,0,1168.62,1185.13,64.41,0
19021021020,19,021,021020,212.86,117.83,0.54,0.54,0.54,213.4,46.7,0,230.77,86.34,3.26,0,160.73,149.87,7.06,0,167.24,145.52,5.43,0,232.95,86.34,5.43,0
19023023001,19,023,023001,148,98.96,3.82,3.82,0,165.91,48.75,1.76,147.41,95.14,4.7,0,118.05,125.1,4.7,0,128.91,114.53,5.29,0,143.01,101.31,5.87,0
19023023002,19,023,023002,78.53,52.51,2.03,2.03,0,88.04,25.87,0.93,78.22,50.49,2.49,0,62.64,66.38,2.49,0,68.41,60.77,2.8,0,75.88,53.76,3.12,0
19023023003,19,023,023003,124.03,82.93,3.2,3.2,0,139.04,40.85,1.48,123.54,79.73,3.94,0,98.93,104.83,3.94,0,108.03,95.97,4.43,0,119.84,84.9,4.92,0
19023023004,19,023,023004,153.44,102.6,3.96,3.96,0,172.01,50.54,1.83,152.83,98.64,4.87,0,122.38,129.69,4.87,0,133.65,118.73,5.48,0,148.26,105.03,6.09,0
19023023005,19,023,023005,105.6,59.38,1.73,1.56,0,95.39,33.07,1.21,104.74,54.7,3.46,0.17,84.83,71.32,4.85,0,87.77,71.15,3.98,0,96.6,61.46,4.5,0
19023023006,19,023,023006,159.27,89.56,2.61,2.35,0,143.86,49.87,1.83,157.96,82.51,5.22,0.26,127.94,107.57,7.31,0,132.38,107.31,6.01,0,145.69,92.69,6.79,0
19023023007,19,023,023007,182.68,102.72,2.99,2.7,0,165.01,57.2,2.1,181.18,94.63,5.99,0.3,146.74,123.38,8.39,0,151.83,123.08,6.89,0,167.11,106.31,7.79,0
19023023008,19,023,023008,162.45,91.34,2.66,2.4,0,146.74,50.87,1.86,161.12,84.15,5.33,0.27,130.49,109.72,7.46,0,135.02,109.45,6.13,0,148.6,94.54,6.92,0
19023023009,19,023,023009,222.51,75.41,4.25,2.12,0,163.56,77.53,1.06,224.63,65.32,5.84,0,191.71,96.65,4.25,0,191.17,97.71,6.37,0,215.6,74.35,5.84,0
19023023010,19,023,023010,142.47,48.28,2.72,1.36,0,104.73,49.64,0.68,143.83,41.82,3.74,0,122.75,61.88,2.72,0,122.41,62.56,4.08,0,138.05,47.6,3.74,0
19023023011,19,023,023011,187.64,57.35,3.67,1.38,0,135.34,69.73,1.38,192.68,47.71,4.13,0.46,157.36,79.83,5.05,0,167.45,71.57,2.75,0,189.01,50.92,4.59,0
19023023012,19,023,023012,54.03,18.31,1.03,0.52,0,39.71,18.83,0.26,54.54,15.86,1.42,0,46.55,23.47,1.03,0,46.42,23.72,1.55,0,52.35,18.05,1.42,0
19023023013,19,023,023013,123.07,37.61,2.41,0.9,0,88.77,45.74,0.9,126.38,31.3,2.71,0.3,103.21,52.36,3.31,0,109.83,46.94,1.81,0,123.98,33.4,3.01,0
19023023014,19,023,023014,186.95,59.3,2.35,0.34,0,129.32,61.31,1.34,188.96,52.94,3.69,0,160.48,77.39,4.69,0,165.17,72.37,4.69,0,178.91,60.64,5.03,0
19023023015,19,023,023015,118.38,82.13,4.1,3.07,0,120.42,55.5,1.02,123.91,75.16,5.73,0,106.7,91.14,5.32,0,106.7,92.16,6.35,0,114.9,81.92,7.99,0
19023023016,19,023,023016,419.07,290.74,14.5,10.88,0,426.32,196.48,3.63,438.64,266.09,20.3,0,377.74,322.64,18.85,0,377.74,326.26,22.48,0,406.74,290.01,28.28,0
19023023017,19,023,023017,277.55,217.14,7.4,6.05,0,317.26,126.01,4.35,289.45,201.75,10.96,0,249.56,240.22,8.82,0,250.56,239.57,10.18,0,263.36,218.07,17.74,0
