GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRREY,G18GOVDHUB,G18GOVLPOR,G18GOVOSIE,G18GOVOWRI,G18ATGDMIL,G18ATGLBAT,G18ATGOWRI,G18SOSRPAT,G18SOSDDEJ,G18SOSLOFE,G18SOSOWRI,G18TRERDAV,G18TREDFIT,G18TRELHIR,G18TREOWRI,G18AUDRMOS,G18AUDDSAN,G18AUDLPER,G18AUDOWRI,G18AGRRNAI,G18AGRDGAN,G18AGRLSTE,G18AGROWRI
19105105016,19,105,105016,25.53,12.48,0.65,0.29,0,25.45,7.6,0.14,26.75,10.9,1,0,21.44,15.85,0.79,0,22.16,14.91,0.93,0,25.74,11.69,1.08,0
19105105017,19,105,105017,92.22,61.32,1.99,0.5,0,109.67,23.43,1.5,101.2,49.85,2.49,0,73.28,76.77,2.49,0,79.26,70.29,3.99,0,92.22,59.82,3.99,0
19105105018,19,105,105018,92.78,61.68,2.01,0.5,0,110.33,23.57,1.5,101.8,50.15,2.51,0,73.72,77.23,2.51,0,79.74,70.71,4.01,0,92.78,60.18,4.01,0
19105105019,19,105,105019,149,106,2,2,0,181,42,1,170,81,5,0,137,113,3,0,140,110,1,0,149,98,7,0
19105105020,19,105,105020,125.97,97.3,4.84,1.21,0,154.23,44.01,2.02,132.42,87.21,8.88,0,116.68,105.78,6.46,0,104.57,117.08,5.65,0,124.35,97.3,6.46,0
19105105021,19,105,105021,110.7,85.51,4.26,1.06,0,135.54,38.67,1.77,116.38,76.64,7.81,0,102.54,92.96,5.68,0,91.9,102.89,4.97,0,109.28,85.51,5.68,0
19105105022,19,105,105022,64.49,49.81,2.48,0.62,0,78.95,22.53,1.03,67.79,44.64,4.55,0,59.73,54.15,3.31,0,53.53,59.94,2.89,0,63.66,49.81,3.31,0
19105105023,19,105,105023,188.71,133.55,6.77,0,0,210.97,67.74,2.9,194.51,123.87,5.81,0,155.81,156.77,8.71,0,164.52,147.1,8.71,0.97,181.93,126.77,13.55,0
19105105024,19,105,105024,10.85,8.38,0.42,0.1,0,13.28,3.79,0.17,11.41,7.51,0.76,0,10.05,9.11,0.56,0,9.01,10.08,0.49,0,10.71,8.38,0.56,0
19105105025,19,105,105025,6.29,4.45,0.23,0,0,7.03,2.26,0.1,6.49,4.13,0.19,0,5.19,5.23,0.29,0,5.48,4.9,0.29,0.03,6.07,4.23,0.45,0
19107107001,19,107,107001,107,40,0,0,0,86,27,0,103,42,0,0,86,55,2,0,95,47,1,0,103,41,1,0
19107107002,19,107,107002,126,67,2,0,0,123,39,3,138,49,3,0,100,82,2,0,114,69,2,0,117,69,2,0
19107107003,19,107,107003,124.35,68.39,3.63,1.04,0,116.58,41.97,0,129.53,55.96,6.22,0,104.14,79.79,7.25,0,106.73,74.61,9.33,0,119.17,63.21,8.81,0
19107107004,19,107,107004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107107005,19,107,107005,29.26,16.09,0.85,0.24,0,27.43,9.88,0,30.48,13.17,1.46,0,24.51,18.78,1.71,0,25.12,17.56,2.19,0,28.04,14.87,2.07,0
19107107006,19,107,107006,86.39,47.51,2.52,0.72,0,80.99,29.16,0,89.99,38.88,4.32,0,72.35,55.43,5.04,0,74.15,51.83,6.48,0,82.79,43.91,6.12,0
19107107007,19,107,107007,192.55,96.51,5.23,0,0,179.71,54.67,1.43,199.68,85.1,3.33,0,153.09,126.94,4.28,0,159.74,116,6.66,0,188.27,95.08,5.71,0.48
19107107008,19,107,107008,93.27,46.75,2.53,0,0,87.05,26.48,0.69,96.72,41.22,1.61,0,74.15,61.49,2.07,0,77.38,56.19,3.22,0,91.19,46.06,2.76,0.23
19107107009,19,107,107009,95.62,36.39,2.32,0,0,78.2,25.16,0.77,99.1,29.03,1.55,0,76.26,51.1,0.77,0,82.46,42.58,1.55,0,94.46,32.91,1.94,0
19107107010,19,107,107010,82.99,31.58,2.02,0,0,67.87,21.84,0.67,86.02,25.2,1.34,0,66.19,44.35,0.67,0,71.57,36.96,1.34,0,81.99,28.56,1.68,0
19107107011,19,107,107011,177.91,115.64,2.97,0.99,0,182.85,52.39,0,186.81,99.83,3.95,0,150.24,134.42,4.94,0,159.13,123.55,5.93,0,174.95,111.69,6.92,0
19107107012,19,107,107012,99.09,45.36,3.03,0.01,0,78.15,38.61,1,99.19,42.17,5.05,0,81.76,53.58,8.06,0,90.87,50.45,4.07,0,99.05,43.31,3.08,0
19107107013,19,107,107013,49.8,18.85,1.22,0,0,40.67,13.09,0.41,51.61,15.1,0.79,0,39.7,26.57,0.42,0,43.05,22.06,0.81,0,49.18,17.11,1.02,0
19107107014,19,107,107014,500.57,321.83,11.5,3,0,529.82,144.41,3.17,549.32,248.25,8.33,0,406.41,380.99,13.17,0,450.74,338.16,15.33,0,497.32,281.08,22.42,0
19107107015,19,107,107015,47.23,15.6,1.3,0,0,37.27,12.13,0.43,48.97,13.87,0.43,0,37.27,24.27,0.87,0,43.33,18.2,0.87,0,46.37,15.6,1.3,0
19107107016,19,107,107016,59.78,19.75,1.65,0,0,47.17,15.36,0.55,61.98,17.55,0.55,0,47.17,30.72,1.1,0,54.85,23.04,1.1,0,58.69,19.75,1.65,0
19107107017,19,107,107017,122.77,60.93,3.28,0.03,0,113.77,35.08,0.9,127.33,53.67,2.09,0,97.76,80.21,2.72,0,102.17,73.21,4.16,0,120.02,59.99,3.59,0.29
19107107018,19,107,107018,246.42,81.81,2.96,1.97,0,173.48,84.77,0.99,256.27,68.01,1.97,0,206,112.37,4.93,0,225.72,96.59,2.96,0,239.52,77.87,3.94,0
19107107019,19,107,107019,132,46,5,2,0,107,37,2,137,41,2,0,110,64,3,0,110,66,3,0,135,41,6,0
19107107020,19,107,107020,115.21,39.63,2.35,1.01,0.34,90.35,37.28,0.67,114.87,39.3,3.36,0,96.73,54.08,4.37,0.34,105.13,46.02,4.37,0,116.21,37.95,3.02,0.34
19107107021,19,107,107021,86.08,29.61,1.76,0.75,0.25,67.51,27.86,0.5,85.83,29.36,2.51,0,72.27,40.4,3.26,0.25,78.55,34.38,3.26,0,86.83,28.36,2.26,0.25
19107107022,19,107,107022,141.72,48.75,2.89,1.24,0.41,111.14,45.86,0.83,141.3,48.34,4.13,0,118.99,66.52,5.37,0.41,129.32,56.6,5.37,0,142.96,46.69,3.72,0.41
19109109001,19,109,109001,62.48,24.03,1.48,0.74,0,51.2,22.55,0.55,63.77,22.92,1.29,0,54.16,30.87,1.85,0,59.7,25.32,2.03,0,64.51,22.92,0.92,0
19109109002,19,109,109002,43.37,16.68,1.03,0.51,0,35.55,15.66,0.38,44.27,15.91,0.9,0,37.6,21.43,1.28,0,41.45,17.58,1.41,0,44.79,15.91,0.64,0
19109109003,19,109,109003,37.52,13.44,1.12,0.42,0,29.4,13.72,0.56,37.1,14.14,1.26,0,32.2,18.62,1.68,0,36.26,14,1.68,0,37.24,13.58,1.54,0
19109109004,19,109,109004,41.35,14.81,1.23,0.46,0,32.4,15.12,0.62,40.89,15.58,1.39,0,35.49,20.52,1.85,0,39.96,15.43,1.85,0,41.04,14.97,1.7,0
19109109005,19,109,109005,50.35,18.03,1.5,0.56,0,39.45,18.41,0.75,49.78,18.97,1.69,0,43.21,24.98,2.25,0,48.66,18.79,2.25,0,49.97,18.22,2.07,0
19109109006,19,109,109006,103.2,36.97,3.08,1.16,0,80.86,37.74,1.54,102.04,38.89,3.47,0,88.56,51.21,4.62,0,99.73,38.51,4.62,0,102.43,37.35,4.24,0
19109109007,19,109,109007,35.59,12.75,1.06,0.4,0,27.89,13.01,0.53,35.19,13.41,1.2,0,30.54,17.66,1.59,0,34.39,13.28,1.59,0,35.32,12.88,1.46,0
19109109008,19,109,109008,180.91,69.58,4.28,2.14,0,148.26,65.3,1.61,184.66,66.37,3.75,0,156.83,89.38,5.35,0,172.88,73.33,5.89,0,186.8,66.37,2.68,0
19109109009,19,109,109009,51.24,19.71,1.21,0.61,0,41.99,18.49,0.45,52.3,18.8,1.06,0,44.42,25.32,1.52,0,48.97,20.77,1.67,0,52.91,18.8,0.76,0
19109109010,19,109,109010,36.74,9.34,0.62,0,0,27.71,12.14,0.62,35.49,9.03,0.93,0,28.64,16.19,0.93,0,32.07,12.45,1.56,0,39.23,5.92,0.62,0
19109109011,19,109,109011,80.6,20.52,1.36,0,0,60.84,26.61,1.36,77.87,19.84,2.05,0,62.82,35.56,2.05,0,70.36,27.35,3.41,0,86.05,13.02,1.37,0
19109109012,19,109,109012,98.94,39.16,0.89,0.88,0,100.19,20.49,0.01,96.27,39.15,2.07,0,69.47,65.96,2.95,0,88,45.08,3.55,0,98.41,38.2,2.06,0
19109109013,19,109,109013,74.07,29.41,0.66,0.66,0,75.17,15.26,0,72.08,29.41,1.55,0,51.96,49.53,2.21,0,65.89,33.83,2.65,0,73.63,28.74,1.55,0
19109109014,19,109,109014,162.66,64.58,1.46,1.46,0,165.09,33.5,0,158.29,64.58,3.4,0,114.1,108.76,4.86,0,144.69,74.29,5.83,0,161.69,63.12,3.4,0
19109109015,19,109,109015,234.67,111.37,3.98,0.8,0,229.9,77.96,3.18,237.06,108.19,3.98,0,194.9,148.76,3.18,0.8,222.74,120.12,6.36,0,239.45,104.21,6.36,0
19109109016,19,109,109016,60.33,28.63,1.02,0.2,0,59.1,20.04,0.82,60.94,27.81,1.02,0,50.1,38.24,0.82,0.2,57.26,30.88,1.64,0,61.55,26.79,1.64,0
19109109017,19,109,109017,176.47,119.09,5.79,0.48,0,195.76,66.06,0.96,180.33,108.49,6.27,0,143.2,145.13,9.16,0,162,124.88,8.68,0,193.34,96.91,9.16,0
19109109018,19,109,109018,158.34,106.86,5.19,0.43,0,175.65,59.27,0.87,161.8,97.34,5.62,0,128.49,130.22,8.22,0,145.36,112.05,7.79,0,173.48,86.96,8.22,0
19109109019,19,109,109019,5.6,3.78,0.18,0.02,0,6.21,2.1,0.03,5.72,3.44,0.2,0,4.54,4.6,0.29,0,5.14,3.96,0.28,0,6.13,3.07,0.29,0
19109109020,19,109,109020,61,31,0,0,0,72,15,0,62,29,0,0,49,40,3,0,57,34,1,0,68,23,1,0
19109109021,19,109,109021,63.63,42.3,0.84,1.07,0,78.43,18.59,0.14,65.19,38.76,1.91,0,39.79,62.08,2.33,0,62.53,40.13,2.26,0,71.08,31.08,3.33,0
19109109022,19,109,109022,125.3,42.13,0.15,0,0,113.89,33.07,0,125.74,36.39,0.3,0,90.52,71.61,0.3,0,119,41.28,2.15,0,128.89,34.69,1,0
19109109023,19,109,109023,97.03,45.33,1.5,1.12,0,92.16,32.22,0.75,98.52,41.96,1.12,0,74.17,65.18,2.25,0,94.4,44.58,2.62,0,106.02,35.96,0.75,0.37
19109109024,19,109,109024,47.16,22.03,0.73,0.55,0,44.8,15.66,0.36,47.89,20.4,0.55,0,36.06,31.69,1.09,0,45.89,21.67,1.27,0,51.53,17.48,0.36,0.18
19109109025,19,109,109025,114.81,53.64,1.77,1.33,0,109.05,38.12,0.89,116.58,49.65,1.33,0,87.77,77.13,2.66,0,111.71,52.75,3.1,0,125.45,42.55,0.89,0.44
19109109026,19,109,109026,147.35,69.32,3.06,0.55,0,147.18,45.54,1.1,149.64,61.47,4.18,0,113.44,96.02,6.39,0,138.76,72.1,3.88,0,156,59.05,2.2,0
19109109027,19,109,109027,269.84,150.54,4.44,0.95,0,300.37,74.88,2.73,273.4,131.43,8.66,0,198.79,206.37,8.22,0,254.49,155.12,5.81,0,301.59,112.91,5.39,0
19109109028,19,109,109028,1437.03,1126.18,31.09,12.93,0,1895.76,431.9,10.03,1441.03,1082.57,37.31,1,1097.17,1419.44,39.27,0,1387.35,1122.69,46.04,0,1588.65,949.47,30.13,1
19109109029,19,109,109029,117.64,52.88,3.07,1.15,0,109.21,37.94,0,120.32,49.82,3.07,0,90.43,76.64,4.6,0,112.28,55.56,4.98,0,136.03,36.4,2.3,0
19109109030,19,109,109030,167.2,75.16,4.36,1.63,0,155.21,53.92,0,171.01,70.8,4.36,0,128.53,108.92,6.54,0,159.57,78.97,7.08,0,193.34,51.74,3.27,0
19109109031,19,109,109031,22.16,9.96,0.58,0.22,0,20.58,7.15,0,22.67,9.39,0.58,0,17.04,14.44,0.87,0,21.15,10.47,0.94,0,25.63,6.86,0.43,0
19109109032,19,109,109032,96.44,46.8,2.27,0.57,0,92.76,34.61,1.13,96.16,43.12,2.55,0,72.05,65.53,4.82,0,89.35,48.79,3.12,0,101.83,38.86,2.27,0
19109109033,19,109,109033,77.25,26.46,2.99,1.28,0,71.7,21.34,0.85,72.13,30.3,2.13,0,57.62,45.24,2.56,0,67.01,34.57,3.41,0,79.81,23.9,2.13,0
19109109034,19,109,109034,68.52,23.47,2.65,1.14,0,63.59,18.93,0.76,63.97,26.88,1.89,0,51.1,40.13,2.27,0,59.43,30.66,3.03,0,70.79,21.2,1.89,0
19109109035,19,109,109035,35.24,12.07,1.36,0.58,0,32.7,9.73,0.39,32.9,13.82,0.97,0,26.28,20.64,1.17,0,30.56,15.77,1.56,0,36.4,10.9,0.97,0
19111111001,19,111,111001,112.54,76.69,3.05,0,0,117.19,44.44,1.97,118.46,67.02,3.76,0,101.07,83.5,3.94,0,111.29,74.01,3.94,0,115.77,67.91,5.91,0
19111111002,19,111,111002,112.52,76.68,3.05,0,0,117.17,44.43,1.97,118.43,67.01,3.76,0,101.05,83.49,3.94,0,111.26,73.99,3.94,0,115.74,67.9,5.91,0
19111111003,19,111,111003,6.39,4.36,0.17,0,0,6.66,2.52,0.11,6.73,3.81,0.21,0,5.74,4.74,0.22,0,6.32,4.2,0.22,0,6.57,3.86,0.34,0
19111111004,19,111,111004,128.25,108.04,1.95,0.41,0.19,147.52,50.38,2.69,136.87,93.95,4.08,0,120.99,108.86,3.93,0,126.94,104.13,3.88,0,130.46,98.79,5.11,0
19111111005,19,111,111005,266.5,224.83,4.04,0.83,0.4,306.91,104.68,5.61,284.54,195.48,8.46,0,251.54,226.48,8.1,0,263.97,216.51,8.06,0,271.24,205.54,10.52,0
19111111006,19,111,111006,302.35,225.09,6.37,2.12,0.53,310.89,120.98,2.67,309.84,215.32,5.86,0,282.58,239.91,6.96,0.53,290.01,228.8,11.19,0,304.36,211.27,12.79,0
19111111007,19,111,111007,235.07,178.65,5.15,1.67,0.42,245.52,94.58,2.1,241.18,170.89,4.72,0,219.73,190.26,5.55,0.41,225.66,181.41,8.92,0,236.68,167.77,10.25,0
19111111008,19,111,111008,260.61,220.06,3.94,0.79,0.39,300.37,102.36,5.51,278.33,191.32,8.27,0,246.05,221.64,7.87,0,258.25,211.79,7.87,0,265.34,201.16,10.24,0
19111111009,19,111,111009,145.71,99.3,3.94,0,0,151.74,57.54,2.55,153.36,86.78,4.87,0,130.86,108.12,5.1,0,144.08,95.82,5.1,0,149.88,87.94,7.66,0
19111111010,19,111,111010,167.18,113.93,4.53,0,0,174.1,66.02,2.93,175.96,99.56,5.59,0,150.14,124.05,5.86,0,165.31,109.94,5.86,0,171.97,100.89,8.78,0
19111111011,19,111,111011,107.32,69.78,4.16,0.5,0,97.04,48.52,1.02,112.74,61.32,4.16,0,101.44,70.59,5.28,0,105.77,64.72,6.33,0,103.37,66.07,9.28,0
19111111012,19,111,111012,176.48,115.62,6.98,0.82,0,158.93,80.98,1.65,185.53,101.63,6.99,0,167.38,116.09,9.03,0,174.01,107.01,10.67,0,169.96,109.41,15.6,0
19111111013,19,111,111013,82.67,56.34,2.24,0,0,86.09,32.65,1.45,87.01,49.23,2.76,0,74.24,61.34,2.9,0,81.75,54.37,2.9,0,85.04,49.89,4.34,0
19111111014,19,111,111014,239,182.35,4.95,0.03,0,242.44,110.18,1.01,242.94,168.59,6.94,0,215.5,196.05,5.95,0,221.35,184.3,9.88,0,232.1,169.61,11.87,0.98
19111111015,19,111,111015,1311.96,2076.74,67.55,14.19,2.05,2463.61,646.14,23.25,1373.51,1973.79,91.51,0,1249.38,2090.62,87.62,0.06,1277.18,2046.34,106.1,0,1282.14,1996.12,136.18,2.02
19111111016,19,111,111016,161.72,107.51,6.14,0.85,0,146.45,74.23,1.66,169.99,94.53,6.53,0,153.75,107.59,8.19,0.03,159.88,99.29,9.74,0,156.01,101.66,14.03,0
19111111017,19,111,111017,365,328,29,7,0,428,221,1,386,297,36,1,351,332,33,0,361,317,40,0,368,300,48,0
19111111018,19,111,111018,1792.76,2121.71,50.86,31.86,5,2599.85,823.33,30.75,1847.26,2014.69,94.47,4,1710.96,2151.99,80.58,3.97,1799.49,2037.52,112.44,4,1739.82,2041.27,154.39,5
19113113001,19,113,113001,311,274,8,3,0,396,120,4,344,227,15,0,241,325,14,1,271,301,13,0,305,269,13,0
19113113002,19,113,113002,207,144,10,6,1,235,75,3,220,133,10,1,163,185,14,1,175,170,14,1,208,144,13,1
19113113003,19,113,113003,339.81,291.82,13.7,5.88,0,439.67,124.4,3.92,375.06,250.7,21.54,0,259.54,359.37,22.51,0,294.77,327.08,18.61,0,317.3,291.83,32.29,0.98
19113113004,19,113,113004,142,98,3,6,0,158,48,3,148,92,9,0,107,131,8,1,119,120,6,0,136,106,7,0
19113113005,19,113,113005,153.87,122.33,11.35,2.1,0,190.85,60.17,0.11,170.45,108.56,10.48,0.01,127.83,145.12,16.44,0,137.1,136.75,11.59,0,155.72,122.23,11.49,0
19113113006,19,113,113006,228.77,192.87,6.16,6.67,0,276.99,99,2.56,249.29,169.27,11.28,0,190.82,227.24,10.26,0.51,201.59,216.98,11.8,0,222.11,198,9.23,0
19113113007,19,113,113007,224.41,189.31,6.14,6.45,0,272.34,96.6,2.52,244.65,166.03,11.18,0,186.64,223.39,10.23,0.49,197.64,212.95,11.6,0,217.59,194.17,9.47,0.02
19113113008,19,113,113008,441,296,9,3,0,444,198,2,491,227,27,0,329,381,20,0,371,337,23,0,432,274,31,0
19113113009,19,113,113009,827.89,776.47,32.14,15.07,0,1092.16,367.13,14.06,914.16,673.05,45.25,0,686,892.03,43.26,1,744.17,847.92,30.29,0,813.57,743.47,64.4,0.01
19113113010,19,113,113010,562.73,425.7,13.26,7.3,0.07,622.97,240.42,5.87,593.64,380.43,24.68,0.01,461.99,496.53,24.09,0.07,491.39,469.21,27.04,0.27,538.58,419.51,36.7,0.99
19113113011,19,113,113011,423.88,268.9,10.06,2.67,0.4,432.91,185.09,5.83,449.56,231.17,16.58,0.01,342.1,329.67,13.87,0.4,363.51,308.05,16.21,0,413.09,255.52,22.81,0.01
19113113012,19,113,113012,560.6,311.77,7.76,5.72,0.01,512.58,229.32,4.76,590.34,269.48,19.8,0,463.68,389.86,15.73,0,510.12,339.69,17.1,0.65,553.43,294.71,22.94,0.14
19113113013,19,113,113013,1455.67,1022.49,47.34,14.77,0.53,1569.34,625.37,22.11,1548.91,886.75,74.59,0.99,1186.66,1218.35,78.74,0.53,1276.88,1141.62,68.21,0.03,1423.4,966.5,94.11,0.02
19113113014,19,113,113014,1368.99,1653.41,69.91,18.38,1.01,2135.57,659.5,14.55,1517.85,1475.22,82.12,4.01,1117.79,1836.93,102.49,1.01,1238.33,1720.87,90.61,3.96,1335.23,1581.43,126.84,0.98
19113113015,19,113,113015,681.34,483.13,28.73,5.84,0.11,735.84,300.24,7.85,745.45,405.1,34.57,0.23,553.08,583.07,37.76,0.23,610.64,528.66,36.48,0.62,667.69,472.99,37.22,0.23
19113113016,19,113,113016,259.67,245.43,7.29,2.58,0.01,333.98,115.12,4.12,280.88,215.94,13.72,0,216.35,276.49,12.28,0.42,233.16,255.15,14.56,0.25,252.38,231.62,19.4,0.23
19113113017,19,113,113017,272.15,210.95,13.93,3.98,0,310.95,125.38,4.48,295.03,180.6,18.91,0.5,230.85,242.29,17.41,0,241.8,227.87,23.38,0,266.18,206.97,19.4,0
19113113018,19,113,113018,267.29,207.19,13.68,3.91,0,305.41,123.14,4.4,289.77,177.38,18.57,0.49,226.74,237.97,17.1,0,237.49,223.8,22.97,0,261.43,203.28,19.06,0
19113113019,19,113,113019,255.97,182.98,9,1,0,250.97,116.99,3,262.97,166.98,14,0,220.97,202.98,18,0,239.97,191.98,10,0,253.97,171.98,17,0
19113113020,19,113,113020,979.78,854.02,26.23,9.95,0,1182.61,436.89,16.07,1056.9,745.32,50.47,0,821.08,965.63,46.03,1.7,878.8,890.77,55.16,0.97,948.18,805.97,72.84,0.91
19113113021,19,113,113021,1217.77,2226.71,74.99,37,0,2616.63,587.9,12,1371.75,2036.74,109.99,1,1043.81,2316.69,111.98,1,1092.8,2265.7,117.98,1,1245.77,2089.73,133.98,1
19113113022,19,113,113022,300.54,360.83,13.82,6.65,0.02,462.68,144.3,5.72,328.28,324.04,20.95,0,249.61,392.26,24.72,0.48,272.79,371.43,23.78,0.48,294.91,348.33,26.23,0.47
19113113023,19,113,113023,165.44,196.13,4.29,3.32,0.07,251.4,71.91,2.12,184.32,171.66,10.86,0,133.53,220.56,9.43,0,145.78,208.23,8.3,0,163.54,186.92,11.77,0
19113113024,19,113,113024,253.08,303.61,11.63,5.61,0,389.44,121.52,4.81,276.34,272.73,17.65,0,210.16,330.08,20.86,0.4,229.81,312.43,20.05,0.4,248.26,293.18,22.06,0.4
19113113025,19,113,113025,963.78,962.37,40.62,8.93,0,1327.96,394.76,17.94,1066.38,826.48,54.78,0,766.9,1119.37,54.34,1,847.84,1039.98,56.88,0.01,946.16,927.5,70.6,0
19113113026,19,113,113026,379.18,320.18,10.95,2.41,0,453.03,165.2,4.37,401.46,286.07,19.16,0.01,301.62,377.59,19.15,0.01,344.42,340.57,15.47,0.13,366.34,311.85,23.35,0.18
19113113101,19,113,113101,620.55,699.46,18.46,8.75,0.97,893.09,304.32,6.8,675.94,617.85,36.92,0,516.47,764.69,37.88,0,543.76,734.47,47.59,0,609.86,650.9,58.28,0
19113113102,19,113,113102,437.81,616.26,19.82,7.94,0.02,765.55,209.64,7.9,456.36,565.26,44.37,0.98,366,652.45,39.57,0,376.23,643.13,41.68,0.01,423.04,584.33,47.72,0
19113113103,19,113,113103,547.65,665.2,23.25,2.05,2,853.38,254.41,8.05,613.19,578.56,28.27,1,431.49,741.14,32.31,1,478.04,690.63,34.29,1,542.57,632.18,30.25,1
19113113104,19,113,113104,591.67,641,19.12,3.03,1,842.29,264.57,10.05,676.96,532.61,30.16,1.01,496.04,702.5,32.17,0,557.27,643.29,29.16,0.01,616.67,566.78,46.24,0
19113113105,19,113,113105,538.88,835.71,44.28,5.08,1,1009.72,275.84,9.06,592.51,757.9,52.34,1,458.8,883.54,44.37,3.01,493.14,853.19,42.39,1,536.76,779.4,67.53,1
19113113106,19,113,113106,628.67,717.63,29.65,8.9,0,933.12,303.46,6.92,696.87,631.63,36.57,0,514.01,806.59,39.54,0.99,549.59,769.03,41.52,0,615.82,685.01,56.34,0
19113113107,19,113,113107,294.13,581.4,28.19,5.75,0.99,660.07,167.22,2.65,352.52,515.79,34.93,0.13,262.12,601.1,35.67,0,273.14,586.85,30.33,0,310.18,536.36,49.12,0.99
19113113108,19,113,113108,400,601,33,12,1,736,231,2,452,548,44,0,345,638,46,3,357,633,46,0,407,568,63,0
19113113109,19,113,113109,335.78,630.1,30.59,5.12,1.04,732.96,180.4,2.1,354.07,596.47,45.86,0,280.34,658.65,42.98,0,286.29,661.9,39.88,0.02,314.58,613.9,57.47,0
19113113110,19,113,113110,666.57,922.8,28.54,5.94,1.97,1157.31,309.73,4.95,728.67,843.86,41.4,0,548.28,997.71,47.29,0,594.52,961.25,42.46,0.98,656.69,864.67,70.94,0
19113113111,19,113,113111,850.51,662.97,17.87,5.1,0,973.9,352.68,16.97,902.32,573.8,42.49,0,709.35,749.77,39.96,0,765.58,708.85,33.99,0,832.63,607.86,54.38,1.7
19113113112,19,113,113112,780.51,927.31,20.19,6.12,0.87,1193.27,351.02,7.87,861.01,807.42,44.71,0.88,635.26,1033.18,34.2,0.87,708.7,952.72,38.57,0.87,765.64,873.03,63.09,0
19113113113,19,113,113113,590.81,957.93,30.91,14.89,0.13,1145.37,299.71,11.14,650.44,866.6,55.45,2.13,480.81,1035.23,47.93,1.13,538.44,983.59,46.56,0.13,598.66,894.08,80.11,0
19113113114,19,113,113114,429,831,34,11,1,982,226,5,503,745,45,1,347,898,37,1,386,848,47,0,436,788,61,0
19113113115,19,113,113115,330.82,621.16,13.23,4.73,0.94,713.26,183.62,4.74,382.76,555.97,26.47,0,286.21,636.5,28.33,0,309.87,618.43,28.36,0,338.27,571.17,42.52,0
19113113116,19,113,113116,390,847,29,12,1,946,224,4,450,768,47,1,326,879,47,0,354,845,49,0,389,802,66,2
19113113117,19,113,113117,255.71,734.17,43.95,6.99,3,810.09,160.82,8.99,283.68,698.21,48.94,2,217.75,759.14,43.95,2,227.74,744.16,47.95,1,258.71,698.21,70.92,2
19113113118,19,113,113118,344.68,585.76,25.9,1,0,690.36,190.27,2.99,378.55,527.98,41.84,1,280.93,628.6,33.87,0,297.86,604.69,34.87,0,338.71,551.89,51.8,0
19113113119,19,113,113119,603,925,32,8,1,1099,325,12,661,834,56,1,484,1002,60,0,516,974,61,0,573,875,92,0
19113113120,19,113,113120,728,927.69,37.19,13.97,0,1182.02,358.01,8.06,806.09,841.33,47.34,0.99,597.12,1022.17,48.39,0.99,635.62,987.95,48.18,0,722.5,883.02,77.26,0.99
19113113121,19,113,113121,447,871,28,12,1,1009,213,9,530,778,39,0,398,896,43,0,412,883,40,0,461,823,55,1
19113113122,19,113,113122,116.28,458.84,15.2,10.06,0,507.16,72.87,1.02,133.43,436.64,26.24,0,83.11,483.93,26.26,0,115.18,443.86,26.24,0.01,109.26,445.58,34.44,0
19113113123,19,113,113123,225,728,34,8,2,777,163,6,251,686,51,2,179,747,58,2,206,724,49,2,204,692,82,3
19113113124,19,113,113124,637.79,1045.45,25.39,9.14,1.03,1246.17,293.44,9.14,700.33,958.52,47.79,0,533.47,1104.9,51.84,0,620.17,1030.37,47.84,0,633.01,1000.97,57.26,1
19113113125,19,113,113125,819.47,1178.01,28.79,10.56,0,1476,354,11.56,894.39,1073.3,49.94,0,648.58,1299.94,49.9,0.97,735.78,1208.78,49.01,0.96,806.85,1123.3,63.44,0.96
19113113126,19,113,113126,460,1211,28,11,0,1332,287,5,533,1109,57,0,380,1214,84,0,430,1204,50,0,447,1129,111,0
19113113127,19,113,113127,290,719,36,9,0,787,175,3,329,670,44,0,260,734,42,1,264,729,40,1,292,683,61,3
19113113128,19,113,113128,521,893,45,19,2,1097,238,10,600,809,52,1,425,975,52,0,449,944,59,2,515,860,78,0
19113113129,19,113,113129,438,750,30,12,4,890,215,11,534,643,44,2,368,804,38,0,398,779,41,1,451,710,53,0
19113113130,19,113,113130,511,897,24,13,1,1068,266,5,594,794,39,0,407,970,38,0,460,921,36,1,527,840,47,1
19113113131,19,113,113131,783,987.18,26,4.82,0,1270.33,337.08,10.59,871.6,860.05,46.23,0,627.94,1091.19,43.34,0,684.76,1024.74,48.15,0.96,746.4,941.91,65.49,0
19113113132,19,113,113132,346,724,21,7,2,836,179,5,421,630,33,1,268,768,41,1,307,737,37,0,350,675,48,2
19113113133,19,113,113133,344,806,37,22,1,904,208,10,399,745,54,0,290,852,52,0,317,824,47,0,342,768,83,0
19113113134,19,113,113134,294,808,37,12,1,879,191,12,309,776,59,1,248,840,48,1,256,819,56,1,285,781,67,4
19113113135,19,113,113135,246.75,753.13,37.66,13.87,0,810.6,171.44,2.97,278.46,712.5,46.57,0,217.02,768.98,53.51,0,230.89,755.11,47.57,1.98,240.8,698.62,89.19,0
19113113136,19,113,113136,543.07,935.35,23.71,5.73,0,1081.88,277.73,6.62,607.2,842.96,42.57,0,443.1,990.12,44.47,0,476.15,964.53,42.59,0.95,527.02,882.44,65.35,0
