GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT,school,cd_1990,cd_2000,ndv,nrv
48375000301,TX,375,0301,1508,72,1406,10,8,1,1,0,10,1086,45,1018,9,6,0,0,0,8,NA,08398,90610,35570,12810,5,1,109.16195089728063,183.8761789423465
48375000302,TX,375,0302,326,10,301,4,7,1,0,0,3,239,4,223,3,7,1,0,0,1,NA,NA,90610,35570,13620,5,1,24.02367059341627,40.46630457386815
48375000303,TX,375,0303,5773,428,5205,25,45,14,1,0,55,4115,267,3758,19,31,9,0,0,31,NA,03000,90610,35570,37260,5,1,413.62930749752286,696.7315620145082
48375000304,TX,375,0304,1866,84,1701,31,20,12,1,2,15,1631,61,1506,26,20,12,1,0,5,NA,03000,90065,NA,08130,5,1,163.94396124628426,276.1528985773178
48375000305,TX,375,0305,7082,788,5736,300,27,113,0,10,108,5581,509,4669,218,21,92,0,6,66,NA,03000,90065,35570,08130,5,1,560.9878894638335,944.947472078486
48375000306,TX,375,0306,4942,548,4213,93,12,31,0,3,42,3797,343,3343,53,10,24,0,2,22,NA,03000,90065,NA,08130,5,1,381.6647583397556,642.8893659706167
48375000307,TX,375,0307,4577,544,3880,40,29,3,6,3,72,3432,333,2996,23,28,3,4,2,43,NA,03000,90065,35570,08130,5,1,344.9758890234504,581.0893610774707
48375000308,TX,375,0308,7656,1557,3771,2193,23,48,0,2,62,6673,1352,3096,2144,18,41,0,0,22,NA,03000,90610,35570,35560,5,1,670.752945062204,1129.8395415122268
48375000401,TX,375,0401,1379,455,255,606,7,40,0,2,14,879,256,191,391,6,30,0,2,3,NA,03000,90065,NA,08130,5,1,88.35483870967742,148.82795698924733
48375000402,TX,375,0402,4200,2194,1309,563,26,40,1,6,61,2714,1264,1036,323,22,29,1,2,37,NA,03000,90065,NA,08130,5,1,272.80435979301996,459.5211322739673
48375000403,TX,375,0403,3362,547,565,2173,11,6,2,8,50,2342,315,431,1555,8,6,1,3,23,NA,03000,90065,NA,08130,5,1,235.41186832544312,396.5359218075281
48375000404,TX,375,0404,5134,1534,2889,549,53,17,0,1,91,3554,890,2241,332,38,14,0,0,39,NA,03000,90065,NA,08130,5,1,357.23901794561266,601.7458010691523
48375000405,TX,375,0405,2841,541,913,1285,15,43,0,5,39,1807,303,706,745,8,33,0,2,10,NA,03000,90065,NA,08130,5,1,181.6350324782561,305.9523529915471
48375000406,TX,375,0406,4419,1636,1733,764,27,160,1,1,97,2828,925,1307,435,14,112,0,0,35,NA,03000,90065,NA,08130,5,1,284.2633491137289,478.8230516104566
48375000407,TX,375,0407,2095,743,1109,148,19,42,0,0,34,1312,384,803,73,12,30,0,0,10,NA,03000,90065,NA,08130,5,1,131.87889463833537,222.1413874515273
48375000408,TX,375,0408,3180,1732,1077,238,26,69,1,2,35,2115,1013,862,145,20,55,1,2,17,NA,03000,90065,NA,08130,5,1,212.59440713420676,358.10139821644833
48377000001,TX,377,0001,1041,811,221,2,4,2,0,0,1,767,594,166,2,2,2,0,0,1,NA,46620,92400,NA,29040,8,24,137.01444557477112,96.12858596134284
48377000002,TX,377,0002,928,838,85,0,1,2,0,0,2,574,502,68,0,1,2,0,0,1,NA,59396,93145,NA,35800,8,24,102.53753814852492,71.93977619532045
48377000003,TX,377,0003,145,123,21,0,0,1,0,0,0,103,81,21,0,0,1,0,0,0,NA,61076,93145,42390,29040,8,24,18.399593082400813,12.909053916581891
48377000004,TX,377,0004,1832,1727,92,2,2,1,1,3,4,1142,1048,82,2,2,1,1,2,4,NA,59396,93145,NA,35800,8,24,204.0032553407935,143.12756866734486
48377000005,TX,377,0005,1762,1641,111,1,1,0,0,0,8,1144,1062,78,1,1,0,0,0,2,NA,59396,93145,NA,35800,8,24,204.36052899287893,143.37822990844353
48377000006,TX,377,0006,150,131,16,1,0,0,0,0,2,80,65,13,1,0,0,0,0,1,NA,NA,92400,NA,29040,8,24,14.290946083418108,10.0264496439471
48377000007,TX,377,0007,1446,891,533,4,5,0,0,4,9,1105,633,454,2,3,0,0,4,9,NA,46620,92400,NA,29040,8,24,197.3936927772126,138.4903357070193
48379000001,TX,379,0001,1410,50,1344,6,4,0,0,1,5,1106,32,1062,4,4,0,0,1,3,NA,01636,91235,NA,36360,17,6,172.85218140068886,190.94690011481055
48379000002,TX,379,0002,894,51,796,30,6,2,1,0,8,662,35,599,19,5,2,0,0,2,NA,24216,91235,NA,36360,17,6,103.46125143513203,114.2919058553387
48379000003,TX,379,0003,697,66,597,24,2,0,0,0,8,557,39,492,22,2,0,0,0,2,NA,NA,91235,NA,36360,17,6,87.05123421354764,96.1640355912744
48379000005,TX,379,0005,1382,98,1087,171,7,1,0,5,13,1027,59,817,135,5,1,0,0,10,NA,24216,91235,NA,36360,17,6,160.50559701492537,177.30783582089552
48379000007,TX,379,0007,1515,102,1360,4,17,6,0,0,26,1165,54,1064,4,16,4,0,0,23,NA,24216,91235,NA,36360,17,6,182.0730482204363,201.13303673938003
48379000010,TX,379,0010,2224,101,2044,26,23,10,0,0,20,1662,59,1542,20,17,8,0,0,16,NA,58532,93075,NA,36360,17,6,259.7471297359357,286.93828932261766
48379000011,TX,379,0011,1017,37,955,2,8,11,0,0,4,789,25,745,2,7,8,0,0,2,NA,22276,93075,NA,36360,17,6,123.3095579793341,136.21799655568313
48381000001,TX,381,0001,101,2,98,0,1,0,0,0,0,67,2,64,0,1,0,0,0,0,NA,NA,90625,NA,22350,26,1,7.000674448767834,19.91664072632944
48381000002,TX,381,0002,205,5,192,2,0,5,0,0,1,159,4,147,2,0,5,0,0,1,NA,32156,90625,NA,22350,26,1,16.61354085603113,47.26486381322957
48381000003,TX,381,0003,102,1,101,0,0,0,0,0,0,77,1,76,0,0,0,0,0,0,NA,NA,90625,NA,12810,26,1,8.04555123216602,22.889273670557717
48381000004,TX,381,0004,671,83,583,4,0,1,0,0,0,468,41,425,2,0,0,0,0,0,NA,NA,90625,35570,12810,26,1,48.900233463035015,139.11922178988326
48381000005,TX,381,0005,4102,464,3516,22,21,44,0,2,33,2908,276,2547,14,18,33,0,0,20,NA,12532,90625,NA,12810,26,1,303.85016861219196,864.4416601815824
48381000006,TX,381,0006,4805,488,4101,68,22,82,0,0,44,3607,317,3130,52,16,66,0,0,26,NA,12532,90625,NA,12810,26,1,376.88705577172504,1072.2287029831386
48381000007,TX,381,0007,3828,288,3381,64,11,46,1,0,37,2797,203,2489,36,7,39,1,0,22,NA,12532,90625,NA,12810,26,1,292.25203631647213,831.4454345006485
48381000008,TX,381,0008,431,29,389,0,8,1,0,0,4,293,19,267,0,3,1,0,0,3,NA,NA,92825,35570,12810,26,1,30.614889753566796,87.09814526588846
48381000009,TX,381,0009,2186,307,1819,17,7,1,1,3,31,1400,143,1231,3,6,1,0,0,16,NA,03000,92825,NA,12810,26,1,146.2827496757458,416.1686121919585
48381000010,TX,381,0010,4496,365,4018,16,39,13,0,0,45,3235,214,2943,10,26,11,0,0,31,NA,73030,92825,NA,12810,26,1,338.01763942931257,961.6467574578469
48381000011,TX,381,0011,5097,1392,3488,106,26,16,1,0,68,3599,816,2641,71,24,14,1,0,32,NA,03000,90070,NA,08130,26,1,376.05115434500647,1069.8505966277562
48381000012,TX,381,0012,3888,829,2837,105,42,29,1,0,45,2776,515,2106,67,34,23,1,0,30,NA,03000,90070,NA,08130,26,1,290.05779507133593,825.2029053177691
48381000013,TX,381,0013,3786,669,2984,49,32,8,0,1,43,2612,367,2160,27,27,8,0,1,22,NA,03000,90070,NA,08130,26,1,272.92181582360575,776.4517250324255
48381000014,TX,381,0014,4210,617,3403,89,29,15,1,0,56,2915,367,2445,56,21,10,1,0,15,NA,03000,90070,NA,08130,26,1,304.5815823605707,866.5225032425421
48381000015,TX,381,0015,2992,356,2490,45,19,21,0,2,59,2211,209,1903,32,15,15,0,0,37,NA,03000,90070,NA,08130,26,1,231.02225680933853,657.2491439688716
48381000016,TX,381,0016,3781,263,3387,48,16,31,5,1,30,2896,159,2648,23,13,24,5,0,24,NA,03000,90070,NA,08130,26,1,302.59631647211415,860.8745006485085
48381000017,TX,381,0017,4330,347,3859,62,9,16,1,5,31,3408,215,3107,47,6,13,1,1,18,NA,03000,90070,NA,08130,26,1,356.09400778210113,1013.0733073929961
48381000018,TX,381,0018,3943,322,3463,80,21,17,0,1,39,2998,203,2688,53,16,13,0,0,25,NA,03000,90070,NA,08130,26,1,313.25405966277566,891.1953566796369
48381000019,TX,381,0019,3267,200,2942,46,14,44,0,0,21,2441,121,2237,29,9,29,0,0,16,NA,03000,90070,NA,08130,26,1,255.05442282749678,725.619701686122
48381000020,TX,381,0020,2899,194,2642,24,7,12,1,0,19,2232,112,2073,15,7,10,0,0,15,NA,03000,90070,NA,08130,26,1,233.2164980544747,663.491673151751
48381000021,TX,381,0021,2728,258,2344,40,16,42,0,2,26,2052,173,1786,27,9,34,0,1,22,NA,03000,90070,NA,08130,26,1,214.4087159533074,609.9842801556421
48381000022,TX,381,0022,5676,302,5145,81,14,97,2,0,35,4389,220,4016,50,10,74,1,0,18,NA,03000,90070,NA,08130,26,1,458.59642023346305,1304.68859922179
48381000023,TX,381,0023,2271,244,1821,101,9,85,1,2,8,2052,214,1636,99,9,84,1,2,7,NA,12532,90625,NA,12810,26,1,214.4087159533074,609.9842801556421
48381000024,TX,381,0024,5913,492,5222,76,17,51,0,3,52,4180,293,3766,42,15,39,0,2,23,NA,03000,90070,35570,12810,26,1,436.758495460441,1242.560570687419
48381000025,TX,381,0025,4686,477,4096,24,39,3,1,6,40,3247,271,2905,17,24,2,0,4,24,NA,NA,92825,NA,12810,26,1,339.27149156939043,965.2139169909209
48381000026,TX,381,0026,4638,339,4152,50,14,37,0,3,43,3307,206,3010,26,10,28,0,0,27,NA,03000,90070,NA,12810,26,1,345.5407522697795,983.0497146562905
48381000027,TX,381,0027,5236,357,4622,92,20,75,2,6,62,3856,197,3491,57,18,53,2,3,35,NA,03000,90070,NA,08130,26,1,402.9044876783398,1146.2472632944227
48381000028,TX,381,0028,4815,290,4253,42,13,171,1,4,41,3713,196,3333,30,11,114,1,0,28,NA,03000,90070,NA,08130,26,1,387.9627496757458,1103.7386121919585
48381000029,TX,381,0029,4288,540,3478,127,33,41,2,3,64,3571,403,2958,98,27,37,2,3,43,NA,03000,90070,NA,08130,26,1,373.12549935149156,1061.527224383917
48381000030,TX,381,0030,3639,141,3380,32,14,44,0,0,28,2616,86,2454,24,10,26,0,0,16,NA,03000,90070,NA,08130,26,1,273.339766536965,777.6407782101168
48381000031,TX,381,0031,1302,57,1220,1,12,0,0,2,10,1018,35,967,1,8,0,0,0,7,NA,40804,92825,NA,12810,26,1,106.36845654993515,302.61403372243836
48383000001,TX,383,0001,722,571,100,46,2,0,0,0,3,435,328,71,33,2,0,0,0,1,NA,08212,90290,NA,36570,8,24,56.83417085427136,174.8743718592965
48383000002,TX,383,0002,999,390,566,27,5,7,0,0,4,655,224,406,17,3,3,0,0,2,NA,08212,90290,NA,36570,8,24,85.57788944723619,263.31658291457285
48383000003,TX,383,0003,789,292,474,17,2,2,0,0,2,551,181,353,11,2,2,0,0,2,NA,08212,90290,NA,36570,8,24,71.98994974874373,221.50753768844223
48383000004,TX,383,0004,587,300,271,3,0,0,0,0,13,386,178,197,3,0,0,0,0,8,NA,08212,90290,NA,36570,8,24,50.43216080402011,155.17587939698493
48383000005,TX,383,0005,152,58,93,1,0,0,0,0,0,110,37,72,1,0,0,0,0,0,NA,NA,90290,NA,36570,8,24,14.371859296482413,44.221105527638194
48383000008,TX,383,0008,77,35,41,0,1,0,0,0,0,52,23,28,0,1,0,0,0,0,NA,NA,90290,NA,36570,8,24,6.793969849246231,20.904522613065325
48385000001,TX,385,0001,694,130,552,2,3,0,0,0,7,528,89,432,0,1,0,0,0,6,NA,42004,90600,NA,27000,28,24,92.79039862837548,187.39134162023146
48385000002,TX,385,0002,856,125,713,0,1,3,1,0,13,687,84,588,0,1,2,0,0,12,NA,42004,90600,NA,27000,28,24,120.7329618516931,243.82168881268754
48385000003,TX,385,0003,688,295,381,2,4,3,0,0,3,523,198,317,2,3,2,0,0,1,NA,12388,90600,NA,33240,28,24,91.91170167166737,185.6168024003429
48385000004,TX,385,0004,589,96,487,1,3,0,0,0,2,416,51,360,1,2,0,0,0,2,NA,12388,90600,NA,33240,28,24,73.10758679811403,147.64166309472782
48385000005,TX,385,0005,110,16,89,0,1,0,0,0,4,92,11,76,0,1,0,0,0,4,NA,NA,90600,NA,27000,28,24,16.16802400342906,32.65152164594942
48385000007,TX,385,0007,110,26,84,0,0,0,0,0,0,87,16,71,0,0,0,0,0,0,NA,NA,90600,NA,33240,28,24,15.289327046720961,30.87698242606087
48387000001,TX,387,0001,832,49,657,114,2,0,0,0,10,620,30,521,62,2,0,0,0,5,NA,15160,90735,NA,14190,3,3,135.77431192660552,119.10825688073395
48387000002,TX,387,0002,783,32,481,267,0,1,0,0,2,634,24,405,202,0,1,0,0,2,NA,15160,90735,NA,14190,3,3,138.84018348623852,121.7977981651376
48387000003,TX,387,0003,1636,135,596,888,5,5,0,0,7,1164,75,471,607,4,3,0,0,4,NA,15160,90735,NA,14190,3,3,254.90532110091743,223.61614678899082
48387000004,TX,387,0004,2126,145,1379,584,2,5,1,0,10,1579,93,1117,354,2,4,1,0,8,NA,15160,90735,NA,14190,3,3,345.78651376146786,303.34183486238527
48387000005,TX,387,0005,1870,51,1737,50,13,0,0,0,19,1458,38,1362,34,11,0,0,0,13,NA,09172,90365,NA,42120,3,3,319.288623853211,280.09651376146786
48387000007,TX,387,0007,399,7,337,49,1,1,0,0,4,318,5,273,35,1,1,0,0,3,NA,20020,90365,NA,16890,3,3,69.63908256880734,61.09100917431193
48387000009,TX,387,0009,245,0,237,0,2,1,0,0,5,202,0,198,0,2,1,0,0,1,NA,NA,90365,NA,42120,3,3,44.23614678899083,38.80623853211009
48387000010,TX,387,0010,354,22,321,4,4,0,0,0,3,277,18,253,4,1,0,0,0,1,NA,NA,90365,NA,42120,3,3,60.66045871559633,53.21449541284403
48387000011,TX,387,0011,223,6,216,0,1,0,0,0,0,171,2,168,0,1,0,0,0,0,NA,NA,90735,NA,14190,3,3,37.44743119266055,32.85082568807339
48387000013,TX,387,0013,1235,25,1035,143,8,0,0,0,24,908,18,768,108,5,0,0,0,9,NA,20128,91025,NA,16890,3,3,198.84366972477062,174.43596330275227
48387000014,TX,387,0014,434,13,391,18,0,4,0,0,8,339,9,302,17,0,3,0,0,8,NA,NA,91025,NA,14190,3,3,74.23788990825688,65.12532110091743
48387000015,TX,387,0015,144,4,139,0,1,0,0,0,0,120,4,115,0,1,0,0,0,0,NA,NA,92385,NA,14190,3,3,26.27889908256881,23.053211009174312
48387000016,TX,387,0016,154,0,107,41,6,0,0,0,0,122,0,89,27,6,0,0,0,0,5590,NA,92385,NA,16890,3,3,26.716880733944954,23.43743119266055
48387000017,TX,387,0017,235,4,228,0,2,0,0,0,1,180,1,176,0,2,0,0,0,1,NA,NA,92385,NA,16890,3,3,39.41834862385321,34.57981651376147
48387000018,TX,387,0018,356,17,303,32,2,0,0,0,2,264,7,228,25,2,0,0,0,2,5590,NA,92385,NA,14190,3,3,57.81357798165138,50.71706422018349
48387000019,TX,387,0019,622,23,569,11,4,0,0,0,15,486,13,448,8,2,0,0,0,15,5590,05072,90105,NA,09060,3,3,106.42954128440367,93.36550458715597
48387000020,TX,387,0020,294,29,137,122,1,0,0,0,5,228,15,115,94,0,0,0,0,4,5590,03360,90105,NA,14190,3,3,49.929908256880736,43.80110091743119
48387000021,TX,387,0021,271,5,195,67,3,0,0,0,1,206,1,151,52,1,0,0,0,1,5590,NA,90105,NA,09060,3,3,45.11211009174312,39.57467889908257
48387000023,TX,387,0023,69,5,35,28,0,0,0,0,1,47,2,24,20,0,0,0,0,1,5590,NA,92385,NA,14190,3,3,10.29256880733945,9.029174311926605
48387000024,TX,387,0024,273,4,245,17,6,0,0,0,1,227,3,204,15,4,0,0,0,1,5590,NA,92385,NA,14190,3,3,49.710917431192655,43.60899082568807
48387000027,TX,387,0027,600,26,550,8,7,0,0,0,9,458,14,425,6,5,0,0,0,8,NA,05072,90105,NA,09060,3,3,100.2977981651376,87.98642201834862
48387000028,TX,387,0028,481,56,320,83,8,0,0,3,11,372,27,265,70,3,0,0,0,7,NA,03360,90105,NA,14190,3,3,81.4645871559633,71.46495412844037
48387000029,TX,387,0029,197,5,183,9,0,0,0,0,0,162,5,151,6,0,0,0,0,0,NA,NA,90105,NA,14190,3,3,35.47651376146789,31.12183486238532
48387000030,TX,387,0030,263,1,261,0,0,0,0,0,1,197,1,195,0,0,0,0,0,1,NA,NA,90105,NA,09060,3,3,43.141192660550466,37.8456880733945
48387000031,TX,387,0031,218,5,209,3,1,0,0,0,0,161,5,152,3,1,0,0,0,0,NA,NA,90365,NA,42120,3,3,35.25752293577982,30.9297247706422
48389000001,TX,389,0001,861,777,48,28,2,6,0,0,0,608,541,35,25,2,5,0,0,0,NA,56516,92990,NA,34550,8,24,149.59149120902975,129.00369003690037
48389000002,TX,389,0002,1353,1121,200,27,0,1,0,0,4,895,703,167,20,0,1,0,0,4,NA,56516,92990,NA,34550,8,24,220.20457998697634,189.89852398523985
48389000003,TX,389,0003,2616,1060,1461,52,7,25,0,0,11,2079,685,1333,35,7,13,0,0,6,NA,56516,92990,NA,34550,8,24,511.5143260256132,441.11623616236164
48389000004,TX,389,0004,134,60,63,3,2,0,0,0,6,115,51,56,2,2,0,0,0,4,NA,73496,92990,NA,34550,8,24,28.294443238550034,24.400369003690038
48389000005,TX,389,0005,767,606,151,0,7,0,0,0,3,519,378,133,0,6,0,0,0,2,NA,05468,90190,NA,09330,8,24,127.69405252876058,110.119926199262
48389000006,TX,389,0006,490,424,63,0,1,0,0,0,2,359,302,54,0,1,0,0,0,2,NA,NA,90190,NA,34550,8,24,88.3278706316475,76.17158671586716
48389000007,TX,389,0007,910,639,252,9,3,0,0,0,7,624,403,206,8,2,0,0,0,5,NA,56516,92990,NA,34550,8,24,153.52810939874104,132.39852398523985
48389000008,TX,389,0008,1190,990,188,7,4,1,0,0,0,812,647,154,6,4,1,0,0,0,NA,56516,92990,NA,34550,8,24,199.7833731278489,172.28782287822878
48389000009,TX,389,0009,12,5,6,0,1,0,0,0,0,11,5,5,0,1,0,0,0,0,NA,NA,92990,NA,34550,8,24,2.706425005426525,2.333948339483395
48389000010,TX,389,0010,1821,1456,301,49,2,5,0,0,8,1207,912,254,30,2,5,0,0,4,NA,56516,92990,NA,34550,8,24,296.9686346863469,256.09778597785976
48389000011,TX,389,0011,1585,1472,48,57,4,1,0,1,2,1063,968,42,49,1,1,0,1,1,NA,56516,92990,NA,34550,8,24,261.53907097894506,225.54428044280442
48389000012,TX,389,0012,1398,1030,350,6,1,7,0,2,2,922,630,275,5,1,7,0,2,2,NA,56516,92990,NA,34550,8,24,226.84762318211418,195.62730627306271
48391000001,TX,391,0001,934,502,295,118,7,4,0,2,6,650,338,219,84,3,2,0,0,4,NA,61436,90170,NA,36780,6,14,178.79495159059474,197.78699861687414
48391000002,TX,391,0002,1294,383,873,19,0,0,1,1,17,983,250,708,13,0,0,1,1,10,NA,80176,94275,NA,46380,6,14,270.3929806362379,299.11479944674966
48391000003,TX,391,0003,957,266,637,36,6,6,0,3,3,726,183,503,30,3,3,0,2,2,NA,61436,93220,NA,36780,6,14,199.70020746887965,220.9128630705394
48391000004,TX,391,0004,969,543,167,245,0,5,2,0,7,700,398,116,176,0,3,0,0,7,NA,61436,93220,NA,36780,6,14,192.54840940525588,213.00138312586446
4839100001A,TX,391,001A,951,638,252,47,1,1,0,0,12,680,440,200,31,1,1,0,0,7,NA,80176,94275,NA,46380,6,14,187.04702627939142,206.91562932226833
4839100002A,TX,391,002A,229,77,150,0,1,0,0,1,0,170,48,120,0,1,0,0,1,0,NA,NA,94275,NA,46380,6,14,46.761756569847854,51.72890733056708
4839100002B,TX,391,002B,448,150,286,5,4,0,0,1,2,338,94,234,4,4,0,0,1,1,NA,06104,94275,NA,46380,6,14,92.97337482710927,102.84923928077455
4839100003A,TX,391,003A,1055,306,693,40,8,0,0,3,5,795,212,550,21,8,0,0,0,4,NA,61436,93220,NA,36780,6,14,218.67997925311204,241.90871369294607
4839100004A,TX,391,004A,748,502,233,8,0,4,0,0,1,541,338,191,7,0,4,0,0,1,NA,05036,90170,NA,09000,6,14,148.81241355463348,164.61964038727524
4839100004B,TX,391,004B,243,123,117,3,0,0,0,0,0,201,97,101,3,0,0,0,0,0,NA,05036,90170,NA,09000,6,14,55.288900414937764,61.16182572614108
48393000001,TX,393,0001,189,8,180,1,0,0,0,0,0,140,3,136,1,0,0,0,0,0,NA,47988,92555,NA,30480,5,1,29.052631578947366,93.05263157894737
48393000002,TX,393,0002,203,4,196,2,0,0,0,0,1,168,3,164,0,0,0,0,0,1,NA,47988,92555,35890,30480,5,1,34.863157894736844,111.66315789473684
48393000003,TX,393,0003,235,10,222,0,0,1,0,0,2,162,6,155,0,0,1,0,0,0,NA,47988,92555,NA,30480,5,1,33.61804511278196,107.6751879699248
48393000401,TX,393,0401,146,5,139,0,0,0,0,0,2,104,2,101,0,0,0,0,0,1,NA,47988,92555,NA,30480,5,1,21.581954887218046,69.12481203007519
48393000402,TX,393,0402,114,1,113,0,0,0,0,0,0,91,0,91,0,0,0,0,0,0,NA,NA,92555,NA,34170,5,1,18.88421052631579,60.48421052631579
48395000001,TX,395,0001,1757,266,663,808,10,1,0,0,9,1265,181,547,524,4,1,0,0,8,NA,11992,90585,NA,12540,18,7,331.6425772747061,227.66695690030474
48395000002,TX,395,0002,2295,554,1245,457,2,5,3,1,28,1674,341,1015,292,0,5,3,1,17,NA,32972,91750,NA,22830,18,7,438.8693077927732,301.27627340008706
48395000003,TX,395,0003,409,15,375,12,4,0,0,0,3,300,12,272,12,3,0,0,0,1,NA,NA,91385,NA,19740,18,7,78.65041358293426,53.99216369177187
48395000004,TX,395,0004,498,29,455,8,0,3,0,0,3,376,12,354,6,0,2,0,0,2,NA,NA,91385,NA,19740,18,7,98.57518502394429,67.67017849368742
48395000005,TX,395,0005,1896,63,1511,287,11,2,0,0,22,1399,35,1143,195,8,2,0,0,16,NA,10144,90430,NA,11250,18,7,366.7730953417501,251.78345668262952
48395000006,TX,395,0006,2103,185,1584,304,2,7,1,0,20,1502,95,1176,212,2,3,1,0,13,NA,27288,91385,NA,19740,18,7,393.7764040052242,270.32076621680454
48395000007,TX,395,0007,223,73,103,44,1,0,0,0,2,140,44,69,24,1,0,0,0,2,NA,NA,91750,NA,31950,18,7,36.70352633870265,25.19634305616021
48395000008,TX,395,0008,220,4,215,0,0,0,0,0,1,187,4,182,0,0,0,0,0,1,NA,NA,91385,NA,27180,18,7,49.02542446669569,33.65511536787114
48395000011,TX,395,0011,1359,130,1164,34,1,1,0,0,29,1052,85,916,24,1,1,0,0,25,NA,NA,91750,NA,22830,18,7,275.8007836308228,189.3325206791467
48395000013,TX,395,0013,287,17,260,5,1,0,0,0,4,216,11,197,4,1,0,0,0,3,NA,NA,91385,NA,19740,18,7,56.62829777971267,38.874357858075754
48395000016,TX,395,0016,211,8,193,5,0,2,0,0,3,155,5,143,4,0,2,0,0,1,NA,NA,91385,NA,19740,18,7,40.636047017849364,27.8959512407488
48395000018,TX,395,0018,125,3,111,11,0,0,0,0,0,94,1,85,8,0,0,0,0,0,NA,NA,91385,NA,19740,18,7,24.64379625598607,16.917544623421854
48395000019,TX,395,0019,788,25,746,2,5,0,0,0,10,623,15,595,2,3,0,0,0,8,NA,NA,91385,NA,19740,18,7,163.33069220722683,112.12372659991293
48395000021,TX,395,0021,940,206,330,394,0,0,0,5,5,540,108,248,179,0,0,0,1,4,NA,32972,91750,NA,22830,18,7,141.57074444928168,97.18589464518938
48395000022,TX,395,0022,1638,206,217,1203,2,1,0,0,9,1122,117,181,814,1,1,0,0,8,NA,32972,91750,NA,22830,18,7,294.15254680017415,201.93069220722683
48395000023,TX,395,0023,1251,575,408,256,4,4,0,2,2,840,368,321,144,3,2,0,0,2,NA,32972,91750,NA,22830,18,7,220.22115803221593,151.17805833696124
48397000001,TX,397,0001,4992,233,4591,62,9,61,1,0,35,3386,150,3117,40,9,46,1,0,23,NA,62828,92855,NA,37650,17,6,255.80163972516345,633.4349918677598
48397000002,TX,397,0002,5118,143,4801,41,23,63,3,8,36,3570,96,3361,30,15,45,1,3,19,NA,32984,93665,41880,37650,17,6,269.7022604308428,667.8567398015069
48397000003,TX,397,0003,2285,116,2094,20,10,22,5,0,18,1623,69,1510,13,6,15,2,0,8,NA,45804,93665,NA,37650,17,6,122.6125402462907,303.6222657416935
48397000004,TX,397,0004,3667,847,2503,228,14,36,0,0,39,2427,491,1724,157,6,27,0,0,22,NA,63668,92800,NA,38220,17,6,183.3522089819763,454.03033823480604
4839700001A,TX,397,001A,4940,375,4218,218,7,68,1,4,49,3377,233,2919,144,6,49,0,1,25,NA,63572,92855,NA,37650,17,6,255.12171806021178,631.7513194144788
4839700001B,TX,397,001B,1543,61,1474,3,2,3,0,0,0,1072,36,1029,3,1,3,0,0,0,NA,62828,92855,NA,37650,17,6,80.98622498091413,200.5440966574833
4839700002A,TX,397,002A,3898,127,3599,56,9,77,0,8,22,3099,85,2897,32,7,61,0,6,11,NA,62828,93665,NA,37650,17,6,234.11969329837024,579.7445480797955
4839700002B,TX,397,002B,2714,162,2190,217,2,107,1,1,34,1800,96,1461,145,2,78,1,0,17,NA,63572,92855,NA,37650,17,6,135.9843329903409,336.734490656222
4839700003A,TX,397,003A,6629,1815,4453,183,28,71,3,8,68,4548,1134,3188,111,18,48,2,4,43,NA,62828,93665,NA,37650,17,6,343.58708135559465,850.8158130580542
4839700003B,TX,397,003B,2036,78,1877,22,12,19,0,1,27,1591,48,1481,21,6,19,0,0,16,NA,62828,92855,NA,37650,17,6,120.19504099312908,297.635874796694
4839700004A,TX,397,004A,1962,376,1488,43,19,12,0,0,24,1332,223,1049,29,10,9,0,0,12,NA,25572,92800,NA,37650,17,6,100.62840641285227,249.1835230856043
4839700004B,TX,397,004B,2021,150,1814,22,5,15,0,0,15,1383,94,1255,16,5,10,0,0,3,NA,62828,92855,NA,37650,17,6,104.4812958475786,258.72433365419727
4839700004C,TX,397,004C,1275,288,715,259,3,1,0,1,8,919,190,526,192,3,1,0,0,7,NA,62828,92855,NA,37650,17,6,69.42755667673515,171.92166495170446
48399000001,TX,399,0001,2958,963,1906,41,4,10,0,2,32,2172,613,1498,31,4,6,0,2,18,NA,05456,90185,33570,09300,4,18,328.20528697308885,603.3908073350798
48399000003,TX,399,0003,2661,812,1763,42,10,7,1,2,24,1923,478,1391,33,3,6,1,0,11,NA,79876,94265,NA,46260,4,18,290.5795427482734,534.2175517980471
48399000004,TX,399,0004,1023,383,595,19,6,7,1,0,12,704,215,462,12,3,5,1,0,6,NA,79876,94265,NA,46260,4,18,106.37961419385567,195.57418432960228
48399000005,TX,399,0005,303,51,251,0,1,0,0,0,0,236,31,204,0,1,0,0,0,0,NA,NA,94265,NA,46260,4,18,35.66134793998571,65.5618004286735
48399000006,TX,399,0006,214,37,174,1,0,0,0,0,2,165,21,141,1,0,0,0,0,2,NA,NA,94265,NA,09300,4,18,24.93272207668492,45.83769945225053
48399000007,TX,399,0007,1340,292,1010,12,7,7,0,0,12,1014,171,816,10,4,6,0,0,7,NA,05456,90185,NA,09300,4,18,153.22291021671828,281.6934984520124
