GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
21147960300,21,147,9603,7281,7163,7,28,45,0,0,2,36,5366,5282,3,22,31,0,0,0,28,NA,73362,93368,03990,5,3,NA,NA
21147960400,21,147,9604,6330,6102,97,59,12,3,1,3,53,4491,4348,51,39,10,3,0,0,40,NA,61122,92784,03990,5,3,NA,NA
21149970100,21,149,9701,3139,3081,1,37,4,1,0,0,15,2317,2284,0,19,3,0,0,0,11,NA,47062,92056,04020,1,5,NA,NA
21149970200,21,149,9702,3658,3601,8,27,4,2,0,0,16,2822,2781,7,15,3,2,0,0,14,NA,11854,90496,04020,1,5,NA,NA
21149970300,21,149,9703,2040,1977,27,13,6,1,1,0,15,1570,1523,25,10,3,1,1,0,7,NA,67638,93000,04020,1,5,NA,NA
21149970400,21,149,9704,1101,1090,0,6,1,0,0,2,2,824,815,0,5,1,0,0,1,2,NA,39700,91832,04020,1,5,NA,NA
21151010100,21,151,0101,6753,6570,57,43,19,12,1,3,48,4937,4813,47,25,15,10,1,2,24,NA,46027,92168,03720,6,4,NA,NA
21151010200,21,151,0102,4031,3600,275,64,13,17,0,3,59,3112,2855,179,38,11,14,0,0,15,NA,65226,92912,03720,6,4,NA,NA
21151010300,21,151,0103,5319,4341,776,55,15,18,0,14,100,4104,3386,596,42,15,15,0,10,40,NA,65226,92912,03720,6,4,NA,NA
21151010400,21,151,0104,1958,1513,366,22,4,5,0,4,44,1570,1265,257,15,4,4,0,0,25,NA,65226,92912,03720,6,4,NA,NA
21151010500,21,151,0105,4318,3875,285,19,18,88,1,4,28,4177,3760,277,18,14,80,1,1,26,NA,65226,92912,03720,6,4,NA,NA
21151010600,21,151,0106,4887,4532,191,56,6,45,0,6,51,4129,3862,149,40,6,36,0,3,33,NA,65226,92912,03720,6,4,NA,NA
21151010700,21,151,0107,6362,5802,246,98,9,96,8,0,103,4824,4444,176,65,9,74,3,0,53,NA,65226,92912,03720,6,4,NA,NA
21151010800,21,151,0108,3959,3837,38,51,8,4,0,4,17,3020,2932,33,32,6,3,0,1,13,NA,65226,92184,03720,6,4,NA,NA
21151010900,21,151,0109,7666,7122,259,67,23,94,3,8,90,6013,5652,179,52,15,67,1,1,46,NA,65226,92912,03720,6,4,NA,NA
21151011000,21,151,0110,5550,5359,108,27,14,5,0,5,32,4153,4022,83,19,11,3,0,2,13,NA,65226,92160,03720,6,4,NA,NA
21151011100,21,151,0111,5662,5537,30,42,12,4,0,3,34,4205,4127,21,29,6,3,0,2,17,NA,05842,90224,03720,6,4,NA,NA
21151011200,21,151,0112,5115,4724,211,47,25,36,0,8,64,3897,3611,164,33,14,30,0,3,42,NA,05842,90224,03720,6,4,NA,NA
21151011300,21,151,0113,6605,6095,273,72,18,52,1,5,89,5231,4821,243,44,13,47,1,3,59,NA,05842,90224,03720,6,4,NA,NA
21151011400,21,151,0114,2687,2577,23,22,3,29,0,2,31,1988,1910,21,12,3,23,0,0,19,NA,05842,90224,03720,6,4,NA,NA
21153970100,21,153,9701,1585,1570,1,9,2,0,0,0,3,1146,1135,1,5,2,0,0,0,3,NA,NA,92200,03750,5,3,NA,NA
21153970200,21,153,9702,6420,6355,7,29,10,7,0,1,11,4815,4777,2,21,5,2,0,0,8,NA,68232,93072,03750,5,3,NA,NA
21153970300,21,153,9703,3046,3012,11,11,0,3,0,1,8,2210,2194,3,8,0,0,0,0,5,NA,68232,93072,03750,5,3,NA,NA
21153970400,21,153,9704,2281,2254,0,7,10,0,0,0,10,1591,1574,0,4,6,0,0,0,7,NA,NA,92968,03750,5,3,NA,NA
21155970200,21,155,9702,4281,3461,728,31,3,17,0,2,39,3269,2686,533,18,2,10,0,1,19,NA,44344,92000,03780,2,6,NA,NA
21155970300,21,155,9703,2553,2104,414,17,2,1,0,1,14,1999,1580,395,15,2,0,0,1,6,NA,NA,93032,03780,2,6,NA,NA
21155970400,21,155,9704,2803,2734,10,31,0,4,0,1,23,2027,1987,10,15,0,2,0,0,13,NA,47710,92088,03780,2,6,NA,NA
21155970500,21,155,9705,1663,1637,12,8,0,2,2,0,2,1239,1217,12,6,0,0,2,0,2,NA,64146,92896,03780,2,6,NA,NA
21155970700,21,155,9707,4950,4313,478,42,9,53,0,3,52,3609,3169,357,29,7,32,0,0,15,NA,44344,92000,03780,2,6,NA,NA
21155970800,21,155,9708,1962,1927,8,15,3,1,0,0,8,1473,1448,7,8,2,1,0,0,7,NA,09100,90320,03780,2,6,NA,NA
21157950100,21,157,9501,5528,5428,2,45,12,9,1,1,30,4315,4248,2,25,8,6,0,1,25,NA,12016,90512,03810,1,5,NA,NA
21157950200,21,157,9502,4228,4136,2,48,8,6,0,0,28,3270,3199,1,38,7,4,0,0,21,NA,NA,90512,03810,1,5,NA,NA
21157950300,21,157,9503,3934,3867,3,24,10,3,0,0,27,3059,3005,3,17,9,3,0,0,22,NA,12016,90512,03810,1,5,NA,NA
21157950400,21,157,9504,4984,4876,26,38,7,14,1,0,22,4003,3916,25,29,7,11,1,0,14,NA,05824,90216,03810,1,5,NA,NA
21157950500,21,157,9505,5396,5324,0,28,4,8,0,0,32,4071,4019,0,20,4,3,0,0,25,NA,34534,90216,03810,1,5,NA,NA
21157950600,21,157,9506,6055,5916,3,46,6,4,1,3,76,4847,4752,3,27,3,4,0,2,56,NA,NA,91192,03810,1,5,NA,NA
21159950100,21,159,9501,4163,4104,4,18,0,7,1,0,29,2979,2942,2,12,0,7,0,0,16,NA,80616,93600,03840,5,3,NA,NA
21159950200,21,159,9502,7209,7119,0,51,6,1,6,0,26,5199,5136,0,34,5,1,2,0,21,NA,39430,92248,03840,5,3,NA,NA
21159950300,21,159,9503,1206,1190,0,9,1,0,1,0,5,861,853,0,3,1,0,1,0,3,NA,NA,93472,03840,5,3,NA,NA
21161960100,21,161,9601,3093,3025,30,20,1,1,0,2,14,2316,2274,22,11,1,0,0,1,7,NA,51024,92280,03870,4,2,NA,NA
21161960200,21,161,9602,3478,2915,485,29,3,4,0,3,39,2646,2293,316,16,2,3,0,1,15,NA,51024,92280,03870,4,2,NA,NA
21161960300,21,161,9603,4337,3684,503,45,6,31,2,11,55,3419,2947,394,27,6,21,1,3,20,NA,51024,92280,03870,4,2,NA,NA
21161960400,21,161,9604,4159,3958,111,34,11,25,1,1,18,3084,2925,93,28,11,18,0,0,9,NA,51024,92280,03870,4,2,NA,NA
21161960500,21,161,9605,1733,1619,71,32,2,1,0,0,8,1282,1203,58,16,1,1,0,0,3,NA,68646,92272,03870,4,2,NA,NA
21163970100,21,163,9701,1298,1020,127,91,17,13,1,0,29,932,742,90,63,13,10,1,0,13,NA,54480,91248,00079,2,6,NA,NA
21163970200,21,163,9702,3093,2111,523,301,20,46,10,11,71,1797,1261,297,161,13,33,6,2,24,NA,28540,91248,00079,2,6,NA,NA
21163970300,21,163,9703,7505,7027,204,73,43,42,16,11,89,5265,4956,143,45,32,27,11,3,48,NA,28540,91248,04050,2,6,NA,NA
21163970400,21,163,9704,10798,10339,196,80,39,28,3,15,98,7863,7569,132,46,30,23,3,4,56,NA,09226,90328,04050,2,6,NA,NA
21163970500,21,163,9705,3655,3553,18,22,28,7,0,2,25,2653,2587,8,15,23,3,0,0,17,NA,NA,90176,04050,2,6,NA,NA
21165960100,21,165,9601,4010,3887,28,51,5,2,1,0,36,3035,2959,21,33,2,1,1,0,18,NA,29260,91344,04080,5,3,NA,NA
21165960200,21,165,9602,2546,2469,43,22,3,0,0,0,9,1887,1840,25,15,2,0,0,0,5,NA,29260,92288,04080,5,3,NA,NA
21167960100,21,167,9601,4073,3972,22,27,8,12,0,0,32,3035,2966,19,20,8,6,0,0,16,NA,NA,93064,04110,6,4,NA,NA
21167960200,21,167,9602,5725,5179,377,79,6,40,0,4,40,4158,3792,268,49,4,27,0,0,18,NA,34966,91624,04110,6,4,NA,NA
21167960300,21,167,9603,3261,3070,104,30,8,14,0,4,31,2493,2376,74,17,4,14,0,0,8,NA,34966,91624,04110,6,4,NA,NA
21167960400,21,167,9604,4506,4114,196,100,5,30,4,4,53,3504,3238,145,73,4,18,3,1,22,NA,34966,91624,02610,6,4,NA,NA
21167960500,21,167,9605,3252,3113,58,29,17,1,3,2,29,2547,2451,46,22,12,1,2,0,13,NA,11044,90424,00780,6,4,NA,NA
21169960100,21,169,9601,2521,2386,89,17,5,1,0,3,20,1845,1750,68,9,4,1,0,3,10,NA,NA,90664,04140,2,5,NA,NA
21169960200,21,169,9602,2926,2858,31,17,6,1,0,1,12,2233,2178,27,13,6,0,0,0,9,NA,23968,93400,04140,2,5,NA,NA
21169960300,21,169,9603,4590,4475,45,19,14,5,0,0,32,3488,3407,32,13,11,4,0,0,21,NA,23968,91112,04140,2,5,NA,NA
21171990100,21,171,9901,1964,1940,15,3,1,1,0,0,4,1490,1471,10,3,1,1,0,0,4,NA,NA,92400,04200,1,5,NA,NA
21171990200,21,171,9902,2306,2209,20,60,9,0,0,0,8,1739,1671,16,40,6,0,0,0,6,NA,28666,91312,04200,1,5,NA,NA
21171990300,21,171,9903,2998,2736,208,24,2,0,0,8,20,2281,2107,137,20,2,0,0,1,14,NA,77160,93488,04200,1,5,NA,NA
21171990400,21,171,9904,4488,4293,78,83,2,0,1,0,31,3435,3298,47,73,2,0,1,0,14,NA,77160,93488,04200,1,5,NA,NA
21173980100,21,173,9801,2074,2022,3,35,2,2,0,0,10,1559,1528,2,20,2,2,0,0,5,NA,54084,92416,04250,6,4,NA,NA
21173980200,21,173,9802,5982,5267,581,66,9,0,5,6,48,4498,3940,476,44,9,0,3,0,26,NA,54084,92416,04250,6,4,NA,NA
21173980300,21,173,9803,7849,7493,179,99,9,15,0,8,46,6034,5786,133,68,7,12,0,2,26,NA,54084,92416,04250,6,4,NA,NA
21173980400,21,173,9804,2376,2315,8,23,3,0,0,0,27,1746,1704,4,16,1,0,0,0,21,NA,12052,91872,04250,6,4,NA,NA
21173980500,21,173,9805,4273,4179,8,36,9,4,0,0,37,3102,3049,3,21,6,3,0,0,20,NA,40240,91872,04250,6,4,NA,NA
21175950100,21,175,9501,2700,2671,0,15,1,1,0,0,12,1950,1928,0,12,1,1,0,0,8,NA,NA,92656,04290,5,3,NA,NA
21175950200,21,175,9502,1857,1844,4,5,0,2,0,0,2,1377,1366,3,4,0,2,0,0,2,NA,NA,93776,04290,5,3,NA,NA
21175950300,21,175,9503,2198,2158,5,10,5,9,0,0,11,1621,1602,0,8,4,0,0,0,7,NA,81858,91456,04290,5,3,NA,NA
21175950400,21,175,9504,4877,4164,595,48,13,10,1,2,44,4150,3452,594,43,12,8,1,2,38,NA,81858,93656,04290,5,3,NA,NA
21175950500,21,175,9505,2316,2295,1,7,1,0,0,0,12,1732,1718,1,6,1,0,0,0,6,NA,81858,90568,04290,5,3,NA,NA
21177960100,21,177,9601,965,889,59,6,1,1,0,0,9,700,648,43,2,1,1,0,0,5,NA,13978,90680,00081,1,5,NA,NA
21177960200,21,177,9602,7919,7131,652,53,4,16,1,7,55,6284,5635,569,38,4,11,1,1,25,NA,13978,90680,00081,1,5,NA,NA
21177960300,21,177,9603,3728,3693,2,15,2,2,0,0,14,2817,2794,2,7,2,2,0,0,10,NA,09406,90352,00081,1,5,NA,NA
21177960400,21,177,9604,5128,4999,62,38,6,4,0,0,19,3952,3868,37,26,5,3,0,0,13,NA,62652,91520,00081,1,5,NA,NA
21177960500,21,177,9605,3490,3135,296,12,6,3,0,1,37,2805,2553,218,9,5,3,0,0,17,NA,33022,91520,00081,1,5,NA,NA
21177960600,21,177,9606,3149,2837,243,38,5,6,0,0,20,2441,2215,183,24,2,6,0,0,11,NA,33022,91520,00081,1,5,NA,NA
21177960700,21,177,9607,3886,3659,151,28,7,5,0,1,35,2871,2706,115,19,6,5,0,1,19,NA,22348,91080,00081,1,5,NA,NA
21177960800,21,177,9608,2068,2007,7,31,8,1,0,0,14,1598,1555,5,20,6,1,0,0,11,NA,NA,92736,00081,1,5,NA,NA
21177960900,21,177,9609,1506,1486,0,11,0,2,0,0,7,1165,1149,0,8,0,1,0,0,7,NA,NA,92952,00081,1,5,NA,NA
21179990100,21,179,9901,3366,3165,136,53,1,3,1,1,6,2548,2404,105,33,1,0,1,0,4,NA,07516,90272,04410,2,6,NA,NA
21179990200,21,179,9902,6260,6068,96,52,7,16,2,0,19,4541,4413,71,26,7,11,1,0,12,NA,26020,90880,04410,2,6,NA,NA
21179990300,21,179,9903,13252,11423,1411,177,16,96,1,7,121,9353,8210,905,109,15,60,1,0,53,NA,03628,90152,00270,2,6,NA,NA
21179990400,21,179,9904,3061,2629,340,25,2,49,0,2,14,2366,2056,247,16,1,36,0,0,10,NA,03628,90152,00270,2,6,NA,NA
21179990500,21,179,9905,5072,4938,56,38,9,17,2,0,12,3610,3523,34,22,6,13,2,0,10,NA,NA,90152,04410,2,6,NA,NA
21179990600,21,179,9906,2925,2886,4,17,3,2,1,0,12,2112,2086,1,11,3,2,1,0,8,NA,44362,90304,04410,2,6,NA,NA
21179990700,21,179,9907,3541,3470,11,33,4,6,0,0,17,2575,2526,10,21,2,6,0,0,10,NA,55758,92520,04410,2,6,NA,NA
21181960100,21,181,9601,1705,1672,2,9,13,2,0,0,7,1290,1265,2,5,12,1,0,0,5,NA,NA,91664,04470,6,2,NA,NA
21181960200,21,181,9602,5108,5004,55,28,4,5,0,3,9,3915,3835,44,20,4,5,0,0,7,NA,12898,90592,04470,6,2,NA,NA
21183980100,21,183,9801,3235,3209,1,16,2,1,0,0,6,2394,2376,1,8,2,1,0,0,6,NA,28270,91280,04500,1,6,NA,NA
21183980200,21,183,9802,3231,3168,9,15,5,8,0,2,24,2384,2332,8,10,5,7,0,1,21,NA,NA,91688,04500,1,6,NA,NA
21183980300,21,183,9803,4010,3862,40,44,15,10,0,2,37,3062,2955,35,31,10,9,0,0,22,NA,35020,91632,04500,1,6,NA,NA
21183980400,21,183,9804,1945,1915,5,6,3,6,1,0,9,1463,1445,3,3,1,4,1,0,6,NA,NA,91776,04500,1,6,NA,NA
21183980500,21,183,9805,6606,6283,113,129,10,17,5,3,46,5024,4778,87,99,10,14,2,0,34,NA,04654,90200,04500,1,5,NA,NA
21183980600,21,183,9806,2246,2221,0,5,3,4,0,1,12,1667,1647,0,4,3,4,0,0,9,NA,49098,92144,04500,1,5,NA,NA
21183980700,21,183,9807,1643,1618,1,16,0,0,0,1,7,1218,1198,1,12,0,0,0,0,7,NA,13870,90672,04500,1,5,NA,NA
21185030100,21,185,0301,1941,1872,17,9,10,5,1,0,27,1429,1387,11,6,6,4,1,0,14,NA,10648,91968,04530,4,2,NA,NA
21185030200,21,185,0302,4162,3030,1039,40,17,12,0,2,22,4013,2893,1036,36,17,9,0,2,20,NA,43480,91968,04530,4,2,NA,NA
21185030300,21,185,0303,6093,5470,314,191,12,11,2,9,84,4359,3971,225,117,6,6,1,1,32,NA,43480,91968,04530,4,2,NA,NA
21185030400,21,185,0304,7466,7210,116,55,10,24,0,2,49,5332,5154,86,30,10,24,0,0,28,NA,43480,91968,04530,4,2,NA,NA
21185030501,21,185,030501,3827,3646,96,48,1,8,1,5,22,2802,2681,74,25,1,8,1,2,10,NA,60492,92752,04530,4,2,NA,NA
21185030502,21,185,030502,3431,3328,27,36,4,5,0,1,30,2366,2304,16,26,3,4,0,0,13,NA,18496,92752,04530,4,2,NA,NA
21185030601,21,185,030601,4529,4242,140,67,10,30,0,3,37,3128,2947,100,35,8,18,0,1,19,NA,18496,92752,04530,4,2,NA,NA
21185030602,21,185,030602,3885,3711,53,50,7,24,0,8,32,2742,2624,41,35,6,15,0,5,16,NA,18496,92752,04530,4,2,NA,NA
21185030700,21,185,0307,4847,4628,75,56,4,49,0,0,35,3339,3217,42,35,4,30,0,0,11,NA,10648,92752,04530,4,2,NA,NA
21185030801,21,185,030801,1687,1622,26,12,3,13,0,0,11,1186,1143,18,9,1,10,0,0,5,NA,65559,92752,04530,4,2,NA,NA
21185030802,21,185,030802,4310,4162,30,38,12,19,1,0,48,2838,2754,21,21,5,9,1,0,27,NA,31960,92752,04530,4,2,NA,NA
21187970100,21,187,9701,2773,2634,70,35,9,5,0,2,18,2046,1944,61,27,4,2,0,1,7,NA,72372,92528,04560,4,2,NA,NA
21187970200,21,187,9702,5056,4904,44,44,7,15,2,1,39,3837,3728,39,27,6,11,2,0,24,NA,58692,92632,04560,4,2,NA,NA
21187970300,21,187,9703,2718,2650,4,26,12,4,0,0,22,1970,1923,4,19,8,4,0,0,12,NA,53076,92360,04560,4,2,NA,NA
21189990100,21,189,9901,3093,3044,4,25,3,1,1,1,14,2318,2280,2,21,3,1,1,1,9,NA,08614,90296,04620,5,3,NA,NA
21189990200,21,189,9902,1765,1741,1,10,0,1,0,0,12,1346,1329,1,10,0,1,0,0,5,NA,NA,93376,04620,5,3,NA,NA
21191990100,21,191,9901,6783,6688,20,27,3,13,1,0,31,4827,4761,15,23,3,8,1,0,16,NA,11530,90472,04740,4,2,NA,NA
21191990200,21,191,9902,2717,2662,4,25,9,0,0,0,17,1923,1889,4,16,6,0,0,0,8,NA,26434,92728,04740,4,2,NA,NA
21191990300,21,191,9903,4890,4764,45,45,15,1,0,5,15,3556,3480,29,31,8,0,0,0,8,NA,26434,91200,04740,4,2,NA,NA
21193970100,21,193,9701,1026,1014,4,2,0,4,0,1,1,732,727,1,1,0,2,0,0,1,NA,10612,90408,04770,5,3,NA,NA
21193970200,21,193,9702,3237,3211,0,7,1,4,0,1,13,2424,2404,0,5,1,4,0,0,10,NA,NA,91944,04770,5,3,NA,NA
21193970300,21,193,9703,2496,2475,1,7,0,1,0,0,12,1863,1846,0,4,0,1,0,0,12,NA,NA,91048,04770,5,3,NA,NA
21193970400,21,193,9704,4359,4241,54,27,1,19,0,2,15,3367,3299,33,16,1,8,0,0,10,NA,35362,91648,04770,5,3,NA,NA
21193970500,21,193,9705,5767,5529,119,40,1,55,4,2,17,4253,4089,85,29,1,36,2,0,11,NA,35362,91648,04770,5,3,NA,NA
21193970600,21,193,9706,5160,4729,292,34,4,55,0,3,43,4009,3710,213,28,4,39,0,1,14,NA,35362,91648,02670,5,3,NA,NA
21193970700,21,193,9707,2162,2144,3,7,0,1,0,0,7,1589,1577,1,5,0,1,0,0,5,NA,79590,91032,04770,5,3,NA,NA
21193970800,21,193,9708,3417,3385,0,19,2,3,0,0,8,2640,2621,0,8,2,2,0,0,7,NA,35362,93576,04770,5,3,NA,NA
21193970900,21,193,9709,1766,1741,5,11,4,1,0,0,4,1352,1335,4,7,3,0,0,0,3,NA,NA,90992,04770,5,3,NA,NA
21195990100,21,195,9901,3312,3274,1,14,0,1,1,0,21,2565,2540,1,8,0,1,1,0,14,NA,NA,92264,04800,5,3,NA,NA
21195990200,21,195,9902,5885,5726,11,37,6,63,1,0,41,4455,4345,9,26,4,50,1,0,20,NA,60852,92768,04800,5,3,NA,NA
21195990300,21,195,9903,3288,3028,138,60,5,22,2,2,31,2642,2457,102,38,4,15,2,2,22,NA,60852,92768,04830,5,3,NA,NA
21195990400,21,195,9904,3144,3052,24,24,1,22,0,5,16,2380,2319,16,16,1,19,0,0,9,NA,60852,92768,04800,5,3,NA,NA
21195990500,21,195,9905,2751,2674,3,13,3,34,0,0,24,2051,2003,3,11,2,19,0,0,13,NA,60852,92768,04800,5,3,NA,NA
21195990600,21,195,9906,3699,3639,7,21,3,16,0,3,10,2866,2824,4,17,3,11,0,0,7,NA,NA,92928,04800,5,3,NA,NA
21195990700,21,195,9907,2717,2690,1,21,1,4,0,0,0,2066,2044,0,17,1,4,0,0,0,NA,49278,92080,04800,5,3,NA,NA
21195990800,21,195,9908,3332,3297,2,20,3,0,0,0,10,2593,2567,2,15,3,0,0,0,6,NA,NA,91072,04800,5,3,NA,NA
21195990900,21,195,9909,2192,2141,21,11,4,2,1,0,12,1619,1592,1,8,4,1,1,0,12,NA,NA,90088,04800,5,3,NA,NA
21195991000,21,195,9910,2799,2783,0,6,6,1,0,0,3,2136,2125,0,5,3,1,0,0,2,NA,NA,91696,04800,5,3,NA,NA
21195991100,21,195,9911,5457,5394,2,35,3,7,0,2,14,4088,4053,1,23,1,2,0,0,8,NA,NA,92320,04800,5,3,NA,NA
21195991200,21,195,9912,4544,4485,4,25,1,8,0,0,21,3447,3402,4,17,1,4,0,0,19,NA,NA,92872,04800,5,3,NA,NA
21195991300,21,195,9913,2892,2868,3,13,0,0,0,0,8,2141,2125,3,7,0,0,0,0,6,NA,NA,93208,04800,5,3,NA,NA
21195991400,21,195,9914,3052,2903,23,12,7,74,0,0,33,2372,2266,15,8,5,54,0,0,24,NA,NA,93304,04800,5,3,NA,NA
21195991500,21,195,9915,4815,4703,56,9,4,4,1,4,34,3628,3549,44,8,2,3,1,1,20,NA,NA,93304,04800,5,3,NA,NA
21195991600,21,195,9916,1968,1919,1,27,2,7,1,0,11,1477,1442,1,16,2,5,1,0,10,NA,60600,92112,04800,5,3,NA,NA
21195991700,21,195,9917,5307,5224,8,39,4,3,1,0,28,4037,3979,6,23,2,3,1,0,23,NA,60600,92760,04800,5,3,NA,NA
21195991800,21,195,9918,3956,3894,3,34,5,1,6,0,13,3014,2977,0,22,2,1,3,0,9,NA,NA,91232,04800,5,3,NA,NA
21195991900,21,195,9919,3626,3573,1,29,4,0,1,1,17,2874,2836,1,19,4,0,1,0,13,NA,24382,91136,04800,5,3,NA,NA
21197970100,21,197,9701,6885,6783,21,45,8,2,0,0,26,5143,5079,9,33,4,1,0,0,17,NA,73164,93352,04890,6,4,NA,NA
21197970200,21,197,9702,6352,6186,61,43,6,4,0,1,51,4570,4456,46,25,4,2,0,0,37,NA,15238,90728,04890,6,4,NA,NA
21199990100,21,199,9901,5500,5378,11,70,16,6,0,0,19,4191,4104,6,51,9,4,0,0,17,NA,25552,91176,04950,5,3,NA,NA
21199990200,21,199,9902,4484,4424,13,25,5,0,1,0,16,3393,3350,8,19,4,0,1,0,11,NA,68952,93104,04950,5,3,NA,NA
21199990300,21,199,9903,4809,4736,4,37,8,5,0,0,19,3723,3666,3,27,4,4,0,0,19,NA,NA,92488,04950,5,3,NA,NA
21199990400,21,199,9904,7581,7373,46,52,16,40,0,4,50,5774,5620,33,42,13,30,0,2,34,NA,71688,93256,04950,5,3,NA,NA
21199990500,21,199,9905,10011,9607,164,82,13,87,0,7,51,7665,7380,126,53,13,59,0,1,33,NA,71688,93256,04950,5,3,NA,NA
21199990600,21,199,9906,4342,4066,155,46,11,21,0,7,36,3421,3232,126,28,8,13,0,1,13,NA,71688,93256,04950,5,3,NA,NA
21199990700,21,199,9907,4692,4419,148,34,5,32,0,3,51,3654,3476,101,22,4,23,0,1,27,NA,71688,93256,05430,5,3,NA,NA
21199990800,21,199,9908,4877,4768,39,33,12,3,0,0,22,3703,3632,25,21,9,3,0,0,13,NA,71688,93256,04950,5,3,NA,NA
21199990900,21,199,9909,2391,2340,1,28,7,1,0,0,14,1823,1786,0,20,5,1,0,0,11,NA,NA,93184,04950,5,3,NA,NA
21199991000,21,199,9910,1546,1500,1,11,10,1,1,0,22,1181,1145,1,9,10,1,1,0,14,NA,NA,92432,04950,5,3,NA,NA
21199991100,21,199,9911,5984,5846,20,36,15,5,1,0,61,4533,4447,6,20,14,4,1,0,41,NA,11278,90456,04950,5,3,NA,NA
21201970100,21,201,9701,2266,2233,1,21,1,0,0,0,10,1727,1707,1,8,1,0,0,0,10,NA,53976,92408,05040,4,2,NA,NA
21203950100,21,203,9501,3180,3117,1,29,9,5,0,3,16,2399,2355,1,20,6,2,0,0,15,NA,54174,90800,05070,5,3,NA,NA
21203950200,21,203,9502,6738,6633,19,33,11,9,0,0,33,5187,5099,16,27,10,8,0,0,27,NA,54174,92424,05070,5,3,NA,NA
21203950300,21,203,9503,3738,3696,2,13,5,6,0,0,16,2756,2723,1,12,3,2,0,0,15,NA,NA,92424,05070,5,3,NA,NA
21203950400,21,203,9504,2926,2855,1,27,8,0,1,1,33,2186,2137,1,14,6,0,1,0,27,NA,47098,92064,05070,5,3,NA,NA
21205950100,21,205,9501,6103,5761,141,67,14,82,0,1,37,4878,4567,139,58,9,76,0,1,28,NA,NA,92776,05100,4,3,NA,NA
21205950200,21,205,9502,7350,6985,149,57,7,79,1,5,67,6129,5830,124,51,7,71,1,0,45,NA,53418,92376,05100,4,3,NA,NA
21205950300,21,205,9503,4744,4500,52,77,12,34,2,2,65,3644,3492,36,45,8,25,0,1,37,NA,53418,92376,05100,4,3,NA,NA
21205950400,21,205,9504,3897,3817,0,34,12,2,0,2,30,2968,2911,0,26,9,2,0,1,19,NA,53418,92376,05100,4,3,NA,NA
21207960100,21,207,9601,7827,7666,12,74,11,12,1,4,47,6012,5887,8,61,8,9,1,4,34,NA,67494,92984,05160,1,5,NA,NA
21207960200,21,207,9602,1643,1621,9,4,0,0,0,0,9,1300,1283,9,4,0,0,0,0,4,NA,NA,90384,05160,1,5,NA,NA
21207960300,21,207,9603,3829,3698,62,35,3,10,0,0,21,2945,2853,44,28,3,4,0,0,13,NA,40114,91864,05160,1,5,NA,NA
21207960400,21,207,9604,3016,2957,9,27,4,1,1,4,13,2383,2339,6,19,3,1,1,3,11,NA,NA,91120,05160,1,5,NA,NA
21209040100,21,209,0401,4645,3739,631,140,15,37,1,17,65,3385,2701,497,99,11,32,1,5,39,NA,30700,91392,05260,6,4,NA,NA
21209040201,21,209,040201,5276,4850,261,56,12,35,0,13,49,3985,3724,171,32,9,25,0,3,21,NA,30700,91392,05260,6,4,NA,NA
21209040202,21,209,040202,6344,5799,310,133,11,17,1,10,63,4927,4584,220,76,9,12,1,4,21,NA,30700,91392,05260,6,4,NA,NA
21209040300,21,209,0403,2237,2000,157,17,11,21,0,1,30,1642,1481,120,15,5,13,0,0,8,NA,30700,91392,05260,6,4,NA,NA
21209040400,21,209,0404,2688,2592,48,13,3,4,0,2,26,1977,1903,36,11,2,2,0,2,21,NA,67656,93008,05260,6,2,NA,NA
21209040500,21,209,0405,4891,4749,45,29,11,18,0,1,38,3573,3478,34,16,8,16,0,0,21,NA,73038,93336,05260,6,2,NA,NA
21209040600,21,209,0406,6980,6438,297,143,14,25,0,3,60,4887,4536,205,89,12,20,0,0,25,NA,30700,91392,05260,6,4,NA,NA
21211040100,21,211,0401,6924,6662,92,102,21,4,0,3,40,5125,4958,67,67,16,3,0,0,14,NA,61788,91616,05320,4,6,NA,NA
21211040200,21,211,0402,5362,4826,243,196,11,18,3,12,53,3964,3605,165,143,7,14,2,5,23,NA,70050,93152,05320,4,6,NA,NA
21211040300,21,211,0403,7792,5096,1517,929,20,35,11,17,167,5785,3893,1067,715,13,27,10,3,57,NA,70050,93152,05320,4,6,NA,NA
21211040400,21,211,0404,6726,6246,273,106,11,42,3,5,40,5085,4747,206,68,11,27,3,2,21,NA,70050,93152,05320,4,6,NA,NA
21211040500,21,211,0405,6533,5463,798,172,13,34,4,1,48,4987,4189,631,103,11,25,2,1,25,NA,70752,93232,05320,4,6,NA,NA
21213970100,21,213,9701,1835,1774,22,17,3,1,1,5,12,1360,1313,20,11,3,1,1,1,10,NA,NA,93224,05400,1,5,NA,NA
21213970200,21,213,9702,3939,3602,251,32,10,13,0,0,31,2839,2620,165,21,10,11,0,0,12,NA,28918,91328,05400,1,5,NA,NA
21213970300,21,213,9703,4685,3780,815,41,3,19,0,7,20,3546,2879,620,27,2,10,0,0,8,NA,28918,91328,05400,1,5,NA,NA
21213970400,21,213,9704,5946,5158,582,60,11,56,9,7,63,4355,3827,395,41,11,49,3,3,26,NA,28918,91328,05400,1,5,NA,NA
