GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
21093000300,21,093,0003,3871,2418,932,186,16,154,8,19,138,2890,1924,628,126,11,130,8,4,59,NA,63912,92880,02490,2,6,NA,NA
21093000400,21,093,0004,5258,3119,1310,369,39,162,8,23,228,3830,2460,855,240,26,140,6,4,99,NA,63912,92880,02490,2,6,NA,NA
21093000500,21,093,0005,2162,1290,511,120,13,109,4,15,100,1556,975,348,70,10,98,3,6,46,NA,63912,92880,02490,2,6,NA,NA
21093000600,21,093,0006,4085,2380,1125,223,27,122,33,16,159,2800,1702,738,127,22,106,20,0,85,NA,63912,92880,02490,2,6,NA,NA
21093000700,21,093,0007,4985,3525,889,200,11,163,28,27,142,3480,2567,574,118,10,134,19,6,52,NA,63912,92880,02490,2,6,NA,NA
21093000800,21,093,0008,3121,2618,289,86,15,57,11,5,40,2285,1976,179,49,11,42,6,3,19,NA,79734,92880,02490,2,6,NA,NA
21093000901,21,093,000901,7773,7149,209,137,42,69,21,9,137,5612,5233,139,82,26,53,12,4,63,NA,24274,92880,02490,2,6,NA,NA
21093000902,21,093,000902,4023,2636,928,187,22,103,25,10,112,2787,1919,593,112,18,80,15,4,46,NA,63912,92880,02490,2,6,NA,NA
21093001001,21,093,001001,5215,4799,149,92,11,86,7,5,66,3793,3521,103,57,8,64,4,1,35,NA,24274,91128,02490,2,6,NA,NA
21093001002,21,093,001002,6957,6726,63,61,12,30,3,0,62,5115,4973,39,40,9,23,3,0,28,NA,24274,91128,02490,2,6,NA,NA
21093001100,21,093,0011,3035,2546,307,51,7,64,2,3,55,2233,1945,179,35,4,42,2,1,25,NA,24274,91128,02490,2,6,NA,NA
21093001200,21,093,0012,4449,3898,287,79,16,114,6,15,34,3285,2905,197,60,13,81,4,6,19,NA,24274,91128,02490,2,6,NA,NA
21093001300,21,093,0013,4143,3621,288,96,4,81,3,2,48,3053,2706,198,59,4,62,2,1,21,NA,24274,91128,02490,2,6,NA,NA
21093001400,21,093,0014,7633,6694,574,133,21,115,1,7,88,5981,5344,415,80,17,87,1,0,37,NA,24274,91128,01650,2,6,NA,NA
21093001500,21,093,0015,1558,940,515,13,3,38,1,2,46,1023,650,320,5,3,29,1,2,13,NA,24274,91128,01650,2,6,NA,NA
21093001600,21,093,0016,7774,7313,239,71,16,33,3,4,95,5624,5311,182,50,13,20,2,0,46,NA,71724,93264,02490,2,6,NA,NA
21093001700,21,093,0017,7510,7350,35,48,14,25,0,1,37,5654,5547,18,34,12,16,0,0,27,NA,24274,93416,02490,2,6,NA,NA
21095970100,21,095,9701,1798,1472,291,12,4,1,0,2,16,1377,1123,232,8,4,1,0,0,9,NA,05662,90936,02540,5,3,NA,NA
21095970200,21,095,9702,3833,3639,128,27,5,1,0,0,33,2897,2774,88,15,5,1,0,0,14,NA,19108,90936,02540,5,3,NA,NA
21095970300,21,095,9703,1957,1917,13,7,2,1,0,4,13,1401,1375,9,4,2,1,0,0,10,NA,NA,93544,02540,5,3,NA,NA
21095970400,21,095,9704,1271,1247,0,15,2,1,0,0,6,984,969,0,8,2,0,0,0,5,NA,NA,92824,02540,5,3,NA,NA
21095970500,21,095,9705,1632,1618,0,5,4,0,0,0,5,1182,1173,0,2,4,0,0,0,3,NA,NA,92792,02540,5,3,NA,NA
21095970600,21,095,9706,3382,3303,1,23,20,0,0,0,35,2483,2437,1,9,16,0,0,0,20,NA,72255,93584,02540,5,3,NA,NA
21095970700,21,095,9707,4357,4205,20,19,20,32,0,2,59,3333,3227,15,14,12,24,0,2,39,NA,48288,91608,02540,5,3,NA,NA
21095970800,21,095,9708,1543,1404,85,9,9,21,0,1,14,1229,1132,62,8,7,10,0,0,10,NA,34732,91608,02520,5,3,NA,NA
21095970900,21,095,9709,4773,4447,152,21,71,34,0,0,48,3668,3432,117,14,48,27,0,0,30,NA,34732,91608,02540,5,3,NA,NA
21095971000,21,095,9710,5253,4974,168,53,4,3,0,10,41,3822,3653,111,27,4,0,0,3,24,NA,25606,91608,02540,5,3,NA,NA
21095971100,21,095,9711,2409,2369,4,12,6,0,0,0,18,1776,1746,1,5,6,0,0,0,18,NA,NA,90648,02540,5,3,NA,NA
21095971200,21,095,9712,994,971,3,13,1,1,0,0,5,753,738,1,8,1,0,0,0,5,NA,NA,90056,02540,5,3,NA,NA
21097950100,21,097,9501,2728,2658,2,23,19,2,0,0,24,1991,1942,2,15,14,2,0,0,16,NA,05968,90232,02580,6,2,NA,NA
21097950200,21,097,9502,2375,2296,10,47,9,1,0,0,12,1754,1693,9,32,9,1,0,0,10,NA,17434,90240,02580,6,2,NA,NA
21097950300,21,097,9503,5339,5088,151,50,8,6,0,5,31,3936,3780,101,31,4,5,0,0,15,NA,19432,90984,02580,6,2,NA,NA
21097950400,21,097,9504,2826,2574,186,35,11,0,0,1,19,2104,1934,130,26,8,0,0,0,6,NA,19432,90984,02580,6,2,NA,NA
21097950500,21,097,9505,4715,4503,103,52,1,14,3,5,34,3701,3546,87,37,1,8,3,1,18,NA,19432,90984,02580,6,2,NA,NA
21099970100,21,099,9701,1923,1874,5,24,3,5,0,0,12,1427,1397,5,13,3,3,0,0,6,NA,NA,91568,02640,2,6,NA,NA
21099970200,21,099,9702,2583,2485,64,11,8,1,0,1,13,1889,1820,48,2,8,1,0,1,9,NA,08488,90280,02640,2,6,NA,NA
21099970300,21,099,9703,5026,4707,234,43,9,3,0,0,30,3667,3449,169,25,6,1,0,0,17,NA,54570,92472,02640,2,6,NA,NA
21099970400,21,099,9704,5053,4332,629,33,11,9,0,4,35,3877,3356,473,21,7,4,0,1,15,NA,38008,91784,01110,2,6,NA,NA
21099970500,21,099,9705,2860,2649,137,39,6,1,4,2,22,2097,1935,109,32,5,0,3,1,12,NA,NA,91600,02640,2,6,NA,NA
21101020100,21,101,0201,1755,1426,284,18,2,1,0,0,24,1364,1143,194,12,2,1,0,0,12,NA,35866,91704,02710,1,5,NA,NA
21101020200,21,101,0202,1723,1494,186,19,6,1,1,1,15,1296,1138,132,15,5,0,0,0,6,NA,35866,91704,02710,1,5,NA,NA
21101020300,21,101,0203,2019,1551,400,29,2,5,0,11,21,1484,1166,288,20,2,3,0,1,4,NA,35866,91704,02710,1,5,NA,NA
21101020400,21,101,0204,2632,2032,528,18,14,4,0,1,35,1936,1522,376,14,11,3,0,0,10,NA,35866,91704,02710,1,5,NA,NA
21101020500,21,101,0205,2464,2103,301,26,3,8,0,4,19,1912,1653,220,20,2,7,0,0,10,NA,35866,91704,02710,1,5,NA,NA
21101020601,21,101,020601,6357,5808,345,102,9,37,0,3,53,5156,4772,268,60,9,25,0,0,22,NA,35866,91704,02710,1,5,NA,NA
21101020602,21,101,020602,4428,3788,517,51,9,9,1,9,44,3343,2909,358,38,6,8,1,2,21,NA,35866,91704,02710,1,5,NA,NA
21101020701,21,101,020701,5407,5043,205,69,5,40,0,3,42,3941,3703,139,47,4,29,0,0,19,NA,35866,93320,02710,1,5,NA,NA
21101020702,21,101,020702,6446,6261,96,40,6,26,0,1,16,4768,4642,68,28,3,20,0,1,6,NA,35866,93320,02710,1,5,NA,NA
21101020800,21,101,0208,4359,4272,28,15,9,9,1,1,24,3223,3167,18,8,9,7,1,0,13,NA,65874,91672,02710,1,5,NA,NA
21101020900,21,101,0209,7239,6865,264,46,4,8,0,4,48,5363,5116,190,32,4,5,0,0,16,NA,35866,90848,02710,1,5,NA,NA
21103090100,21,103,0901,2796,2680,42,40,3,18,1,1,11,2065,1991,33,21,3,7,0,1,9,NA,12142,90520,02760,4,2,NA,NA
21103090200,21,103,0902,3204,2999,97,84,10,3,0,0,11,2425,2279,77,50,10,3,0,0,6,NA,55596,92504,02760,4,2,NA,NA
21103090300,21,103,0903,5921,5348,335,124,11,16,0,12,75,4414,4017,260,86,10,9,0,2,30,NA,24904,91152,02760,4,2,NA,NA
21103090400,21,103,0904,3139,3007,19,91,4,4,0,0,14,2336,2240,13,70,3,1,0,0,9,NA,61788,92816,02760,4,2,NA,NA
21105970100,21,105,9701,5262,4614,520,54,12,3,0,0,59,4100,3677,350,36,9,1,0,0,27,NA,15742,90752,02790,1,5,NA,NA
21107970100,21,107,9701,2833,2768,17,20,7,10,1,0,10,2103,2061,11,10,7,6,1,0,7,NA,34390,91576,02860,1,5,NA,NA
21107970200,21,107,9702,2959,2894,19,11,5,11,0,3,16,2193,2148,15,6,5,10,0,0,9,NA,55092,92496,02860,1,5,NA,NA
21107970300,21,107,9703,6573,6006,421,38,8,41,1,6,52,5096,4711,296,29,5,31,1,0,23,NA,49368,92176,02860,1,5,NA,NA
21107970400,21,107,9704,2573,1873,561,76,8,5,2,5,43,1944,1506,372,42,5,2,2,2,13,NA,49368,92176,02860,1,5,NA,NA
21107970500,21,107,9705,5114,4587,370,90,6,16,1,1,43,3883,3544,254,58,4,8,1,0,14,NA,49368,92176,02860,1,5,NA,NA
21107970600,21,107,9706,3309,2476,713,46,11,16,2,11,34,2475,1954,469,21,5,11,2,3,10,NA,49368,92176,02860,1,5,NA,NA
21107970700,21,107,9707,4210,3987,114,31,1,33,0,3,41,3176,3041,84,16,1,17,0,0,17,NA,49368,92176,02860,1,5,NA,NA
21107970800,21,107,9708,3317,3137,108,28,12,5,0,3,24,2575,2480,63,17,5,2,0,0,8,NA,49368,92176,02860,1,5,NA,NA
21107970900,21,107,9709,3948,3418,461,26,5,4,1,4,29,3004,2611,355,20,4,1,1,0,12,NA,23230,92176,02860,1,5,NA,NA
21107971000,21,107,9710,3007,2974,0,12,4,2,0,3,12,2268,2242,0,9,3,2,0,1,11,NA,NA,91024,02860,1,5,NA,NA
21107971100,21,107,9711,3613,3535,28,8,8,9,0,1,24,2781,2732,22,7,5,3,0,0,12,NA,20224,91024,01500,1,5,NA,NA
21107971300,21,107,9713,5063,4913,64,37,11,3,1,3,31,3781,3677,49,27,7,2,0,1,18,NA,56910,92584,02860,1,5,NA,NA
21109960100,21,109,9601,5384,5334,6,26,6,0,0,0,12,3972,3937,3,19,5,0,0,0,8,NA,49116,92152,02940,5,3,NA,NA
21109960200,21,109,9602,2851,2813,0,19,3,2,0,2,12,2128,2100,0,10,3,2,0,2,11,NA,NA,93080,02940,5,3,NA,NA
21109960300,21,109,9603,5260,5175,1,27,11,0,1,0,45,3879,3823,0,21,5,0,0,0,30,NA,01648,91856,02940,5,3,NA,NA
21111000200,21,111,0002,3390,2693,565,54,14,2,2,8,52,2326,1961,296,25,13,1,1,0,29,NA,48000,92110,02990,3,1,NA,NA
21111000300,21,111,0003,3148,1678,1397,22,5,3,2,14,27,2158,1217,906,17,4,1,1,1,11,NA,48000,92110,02990,3,1,NA,NA
21111000400,21,111,0004,5090,1248,3751,14,6,1,1,10,59,3624,976,2601,9,5,1,1,4,27,NA,48000,92110,02990,3,1,NA,NA
21111000600,21,111,0006,1795,91,1675,5,2,1,1,3,17,1223,72,1133,4,2,1,0,1,10,NA,48000,92110,02990,3,1,NA,NA
21111000700,21,111,0007,3049,80,2931,7,3,2,2,2,22,2108,68,2018,5,3,1,2,0,11,NA,48000,92110,02990,3,1,NA,NA
21111000800,21,111,0008,2388,54,2284,7,2,1,0,4,36,1737,47,1661,7,2,1,0,2,17,NA,48000,92110,02990,3,1,NA,NA
21111000900,21,111,0009,2277,51,2187,10,3,0,1,1,24,1683,48,1605,6,2,0,1,1,20,NA,48000,92110,02990,3,1,NA,NA
21111001000,21,111,0010,2978,24,2902,12,4,0,0,3,33,1955,23,1901,9,3,0,0,1,18,NA,48000,92110,02990,3,1,NA,NA
21111001100,21,111,0011,3673,43,3549,25,2,3,1,4,46,2650,40,2562,14,1,2,1,2,28,NA,48000,92110,02990,3,1,NA,NA
21111001200,21,111,0012,3136,18,3058,8,3,1,0,14,34,2278,17,2231,4,3,1,0,5,17,NA,48000,92110,02990,3,1,NA,NA
21111001400,21,111,0014,1355,16,1303,4,1,0,1,7,23,801,15,773,2,1,0,1,0,9,NA,48000,92110,02990,3,1,NA,NA
21111001500,21,111,0015,3139,82,2989,27,3,2,1,7,28,2226,58,2124,18,3,2,1,4,16,NA,48000,92110,02990,3,1,NA,NA
21111001600,21,111,0016,3095,165,2860,16,4,1,0,6,43,2208,141,2036,7,4,1,0,4,15,NA,48000,92110,02990,3,1,NA,NA
21111001700,21,111,0017,2579,59,2466,16,4,1,0,1,32,1782,36,1713,8,4,1,0,0,20,NA,48000,92110,02990,3,1,NA,NA
21111001800,21,111,0018,1831,27,1738,51,0,1,0,0,14,1247,22,1182,36,0,0,0,0,7,NA,48000,92110,02990,3,1,NA,NA
21111002100,21,111,0021,3041,2440,474,42,14,0,0,18,53,2001,1702,243,19,10,0,0,1,26,NA,48000,92110,02990,3,1,NA,NA
21111002300,21,111,0023,2667,2027,550,24,8,7,0,8,43,1771,1419,291,12,8,5,0,3,33,NA,48000,92110,02990,3,1,NA,NA
21111002400,21,111,0024,5357,287,4923,40,4,8,2,22,71,3561,231,3246,26,4,4,1,6,43,NA,48000,92110,02990,3,1,NA,NA
21111002700,21,111,0027,3354,261,3006,30,1,2,1,12,41,2325,206,2072,16,1,1,1,3,25,NA,48000,92110,02990,3,1,NA,NA
21111002800,21,111,0028,2018,313,1634,21,10,4,0,0,36,1369,248,1076,14,4,4,0,0,23,NA,48000,92110,02990,3,1,NA,NA
21111003000,21,111,0030,3410,142,3199,12,2,0,0,4,51,2000,133,1833,10,1,0,0,0,23,NA,48000,92110,02990,3,1,NA,NA
21111003500,21,111,0035,1971,377,1531,17,12,4,0,2,28,1135,283,821,10,8,3,0,0,10,NA,48000,92110,02990,3,1,NA,NA
21111003600,21,111,0036,5207,3408,1547,84,18,21,4,17,108,3847,2703,984,66,14,20,3,7,50,NA,48000,92109,02990,3,1,NA,NA
21111003700,21,111,0037,2023,1209,625,75,10,32,0,14,58,1520,952,437,55,10,25,0,6,35,NA,48000,92109,02990,3,1,NA,NA
21111003800,21,111,0038,4119,3551,269,180,10,11,12,15,71,3156,2747,181,159,9,9,11,5,35,NA,48000,92109,02990,3,1,NA,NA
21111003900,21,111,0039,4220,3299,712,102,13,14,5,2,73,3041,2473,448,74,9,8,2,0,27,NA,48000,92109,02990,3,1,NA,NA
21111004000,21,111,0040,1818,1614,130,25,12,12,0,1,24,1357,1234,74,16,9,10,0,0,14,NA,48000,92109,02990,3,1,NA,NA
21111004100,21,111,0041,2767,2273,268,126,9,38,5,3,45,2125,1778,183,96,7,27,4,1,29,NA,48000,92109,02990,3,1,NA,NA
21111004301,21,111,004301,4338,1660,2518,58,5,12,0,7,78,2786,1306,1396,34,2,10,0,0,38,NA,48000,92109,02990,3,1,NA,NA
21111004302,21,111,004302,3555,1453,1914,70,15,7,0,34,62,2037,1067,901,25,13,7,0,7,17,NA,48000,92109,02990,3,1,NA,NA
21111004400,21,111,0044,4330,3899,183,49,11,103,1,10,74,3463,3162,135,38,11,73,1,3,40,NA,48000,92109,02990,3,1,NA,NA
21111004500,21,111,0045,3299,2782,269,49,10,91,0,10,88,2579,2234,189,28,10,70,0,2,46,NA,48000,92109,02990,3,1,NA,NA
21111004600,21,111,0046,3694,3098,187,99,6,237,0,6,61,2952,2535,132,76,6,168,0,2,33,NA,48000,92109,02990,3,1,NA,NA
21111004900,21,111,0049,2548,846,1520,57,13,62,2,5,43,2300,796,1354,42,13,55,2,4,34,NA,48000,92106,02990,3,1,NA,NA
21111005000,21,111,0050,1890,915,885,46,4,6,0,13,21,1667,891,703,39,4,6,0,9,15,NA,48000,92106,02990,3,1,NA,NA
21111005100,21,111,0051,3295,1735,1400,58,10,15,1,5,71,2900,1654,1116,52,8,15,1,3,51,NA,48000,92106,02990,3,1,NA,NA
21111005200,21,111,0052,3456,2060,1110,111,12,62,1,9,91,3028,1915,887,90,11,58,1,6,60,NA,48000,92106,02990,3,1,NA,NA
21111005300,21,111,0053,2285,1300,652,74,2,184,1,8,64,2141,1270,572,70,2,170,1,6,50,NA,48000,92106,02990,3,1,NA,NA
21111005600,21,111,0056,4605,2208,676,772,7,671,1,32,238,3325,1685,436,597,4,454,1,16,132,NA,48000,92109,02990,3,1,NA,NA
21111005900,21,111,0059,5071,1482,3292,82,18,95,0,17,85,3640,1279,2138,64,16,79,0,8,56,NA,48000,92106,02990,3,1,NA,NA
21111006200,21,111,0062,2670,450,2090,73,6,0,0,7,44,1613,358,1190,39,6,0,0,2,18,NA,48000,92106,02990,3,1,NA,NA
21111006300,21,111,0063,2019,1806,157,8,7,3,0,5,33,1584,1444,106,7,4,0,0,3,20,NA,48000,92108,02990,3,1,NA,NA
21111006400,21,111,0064,1798,1635,68,18,1,32,0,9,35,1553,1430,51,13,1,28,0,8,22,NA,48000,92108,02990,3,1,NA,NA
21111006500,21,111,0065,3411,1525,1722,29,14,14,2,16,89,2388,1175,1115,21,13,10,2,8,44,NA,48000,92106,02990,3,1,NA,NA
21111006600,21,111,0066,2391,1316,918,58,23,7,0,20,49,1904,1152,646,41,14,5,0,10,36,NA,48000,92106,02990,3,1,NA,NA
21111006800,21,111,0068,2222,2035,122,22,5,2,1,3,32,1719,1598,84,15,5,2,1,0,14,NA,48000,92108,02990,3,1,NA,NA
21111006900,21,111,0069,2314,2161,64,35,7,26,0,3,18,1896,1781,51,27,5,19,0,0,13,NA,48000,92108,02990,3,1,NA,NA
21111007000,21,111,0070,2225,2140,39,18,0,4,0,1,23,1779,1716,30,16,0,4,0,1,12,NA,48000,92108,02990,3,1,NA,NA
21111007100,21,111,0071,4665,3713,609,98,11,130,3,12,89,3769,3068,446,73,10,109,2,9,52,NA,48000,92106,02990,3,1,NA,NA
21111007400,21,111,0074,1975,1731,144,44,8,21,1,3,23,1690,1508,103,33,8,18,1,1,18,NA,48000,92108,02990,3,1,NA,NA
21111007501,21,111,007501,5148,4917,80,51,0,63,2,5,30,3942,3778,65,33,0,51,1,2,12,NA,39304,91868,02990,3,1,NA,NA
21111007502,21,111,007502,5051,4526,369,39,4,69,3,6,35,3948,3511,333,28,4,49,3,1,19,NA,31348,91868,02990,3,1,NA,NA
21111007601,21,111,007601,1855,1724,80,5,5,27,1,1,12,1600,1501,58,5,3,24,1,0,8,NA,48000,92108,02990,3,1,NA,NA
21111007602,21,111,007602,3667,2471,875,162,12,60,2,6,79,3018,2096,698,111,10,53,2,3,45,NA,48000,92108,02990,3,1,NA,NA
21111007603,21,111,007603,2535,2052,329,46,5,73,2,4,24,2192,1806,264,33,5,65,1,3,15,NA,48000,92108,02990,3,1,NA,NA
21111007700,21,111,0077,3661,3234,153,60,8,165,0,2,39,2761,2501,94,37,6,103,0,1,19,NA,48000,92108,02990,3,1,NA,NA
21111007800,21,111,0078,3294,3216,17,22,3,24,2,0,10,2733,2671,14,16,3,18,2,0,9,NA,67944,92108,02990,3,1,NA,NA
21111007900,21,111,0079,1800,1669,52,24,2,29,4,6,14,1478,1393,34,15,2,22,4,2,6,NA,48000,92108,02990,3,1,NA,NA
21111008100,21,111,0081,3234,2928,190,44,6,12,0,4,50,2681,2467,128,36,6,11,0,1,32,NA,48000,92108,02990,3,1,NA,NA
21111008200,21,111,0082,4207,3974,96,63,4,34,1,2,33,3807,3597,91,57,4,28,1,2,27,NA,48000,92108,02990,3,1,NA,NA
21111008300,21,111,0083,2855,2620,122,34,5,16,0,5,53,2420,2224,115,24,5,13,0,4,35,NA,48000,92108,02990,3,1,NA,NA
21111008400,21,111,0084,3019,2839,89,27,5,17,0,3,39,2530,2387,82,22,5,12,0,3,19,NA,48000,92108,02990,3,1,NA,NA
21111008500,21,111,0085,2068,1956,24,28,3,23,4,0,30,1764,1680,20,23,3,18,3,0,17,NA,48000,92108,02990,3,1,NA,NA
21111008700,21,111,0087,4217,3987,77,25,5,88,0,3,32,3473,3277,69,20,5,80,0,2,20,NA,48000,92108,02990,3,1,NA,NA
21111008800,21,111,0088,3173,3060,47,18,1,16,1,3,27,2651,2557,43,16,1,12,1,2,19,NA,48000,92108,02990,3,1,NA,NA
21111008900,21,111,0089,4031,3847,56,41,8,41,1,3,34,3370,3229,46,36,6,28,1,2,22,NA,48000,92108,02990,3,1,NA,NA
21111009000,21,111,0090,6552,5246,633,111,23,411,2,11,115,5043,4200,398,77,12,284,2,4,66,NA,48000,92109,02990,3,1,NA,NA
21111009103,21,111,009103,1653,1269,49,140,1,148,1,4,41,1217,970,28,102,1,91,1,2,22,NA,48000,91870,02990,3,1,NA,NA
21111009104,21,111,009104,7763,6922,410,123,10,158,9,12,119,5811,5254,286,76,10,119,3,4,59,NA,48000,91870,02990,3,1,NA,NA
21111009300,21,111,0093,5156,4951,105,33,11,16,5,6,29,4077,3966,47,25,10,14,1,2,12,NA,48000,92108,02990,3,1,NA,NA
21111009400,21,111,0094,6722,6429,115,46,17,48,0,3,64,5207,5014,80,31,13,30,0,0,39,NA,48000,92108,02990,3,1,NA,NA
21111009600,21,111,0096,4401,4196,105,34,8,41,0,1,16,3572,3414,88,24,6,32,0,1,7,NA,48000,92108,02990,3,1,NA,NA
21111009700,21,111,0097,3145,3025,43,32,1,18,3,2,21,2515,2428,31,22,1,16,2,2,13,NA,48000,92108,02990,3,1,NA,NA
21111009800,21,111,0098,2692,2648,12,11,1,8,0,0,12,2186,2154,10,8,1,6,0,0,7,NA,67944,92108,02990,3,1,NA,NA
21111009900,21,111,0099,2762,2649,37,28,2,19,0,6,21,2297,2218,24,22,2,14,0,2,15,NA,67944,92108,02990,3,1,NA,NA
21111010001,21,111,010001,4829,4645,79,32,1,48,2,2,20,3817,3678,65,21,1,38,1,2,11,NA,83784,91868,02990,3,1,NA,NA
21111010004,21,111,010004,4617,3610,596,175,16,113,0,4,103,3754,3037,443,126,12,84,0,0,52,NA,67944,91868,02990,3,1,NA,NA
21111010005,21,111,010005,4317,3969,202,42,5,56,0,1,42,3250,3027,131,31,4,42,0,0,15,NA,48558,91868,02990,3,1,NA,NA
21111010006,21,111,010006,3678,3168,270,145,6,41,0,10,38,2894,2549,184,108,5,32,0,0,16,NA,66504,91868,02990,3,1,NA,NA
21111010007,21,111,010007,4359,4021,123,48,4,135,5,1,22,3304,3065,96,29,4,97,2,0,11,NA,32523,91868,02990,3,1,NA,NA
21111010008,21,111,010008,4129,3479,351,74,12,134,0,6,73,3100,2671,238,51,8,97,0,4,31,NA,54660,91868,02990,3,1,NA,NA
21111010101,21,111,010101,6305,5528,400,95,15,156,5,11,95,5148,4557,309,76,14,130,5,4,53,NA,48558,91868,02990,3,1,NA,NA
21111010102,21,111,010102,4196,3961,92,34,6,75,0,7,21,3175,3019,65,18,2,56,0,1,14,NA,48558,91868,02990,3,1,NA,NA
21111010303,21,111,010303,5015,4589,175,50,11,131,1,3,55,3654,3370,124,33,8,92,1,0,26,NA,63264,91868,02990,3,1,NA,NA
21111010306,21,111,010306,7476,6759,285,146,8,188,4,8,78,5082,4602,203,88,6,143,4,0,36,NA,51978,91868,02990,2,1,NA,NA
21111010307,21,111,010307,1635,1525,33,30,3,22,0,6,16,1216,1147,22,17,1,20,0,2,7,NA,NA,91868,02990,2,1,NA,NA
21111010308,21,111,010308,8581,7850,277,103,9,272,1,1,68,6144,5661,198,67,5,187,1,1,24,NA,03556,91868,02990,3,1,NA,NA
21111010309,21,111,010309,3874,3456,115,59,9,204,0,3,28,2775,2501,81,38,3,142,0,1,9,NA,18270,91868,02990,3,1,NA,NA
21111010310,21,111,010310,5850,4163,1242,122,18,153,11,23,118,4261,3082,885,88,14,114,10,6,62,NA,27262,91868,02990,3,1,NA,NA
21111010311,21,111,010311,5414,3753,1185,255,9,97,1,21,93,3963,2838,824,174,8,71,1,4,43,NA,84891,91868,02990,3,1,NA,NA
21111010402,21,111,010402,5271,4924,167,69,13,51,5,2,40,3911,3688,118,46,10,32,3,0,14,NA,51978,91869,02990,2,1,NA,NA
21111010403,21,111,010403,3085,2870,74,32,0,79,0,2,28,2366,2214,54,20,0,63,0,0,15,NA,01504,91868,00090,3,1,NA,NA
21111010404,21,111,010404,10267,8513,1250,198,12,175,0,20,99,7583,6413,828,145,9,133,0,7,48,NA,01504,91868,02990,3,1,NA,NA
21111010500,21,111,0105,3442,3258,68,36,6,49,1,1,23,2805,2671,48,26,6,35,1,1,17,NA,67944,92108,02990,3,1,NA,NA
21111010600,21,111,0106,6381,5636,310,103,10,229,0,5,88,5339,4763,232,88,7,193,0,5,51,NA,67944,92108,02990,3,1,NA,NA
21111010701,21,111,010701,4343,3930,143,51,2,176,0,2,39,3601,3288,112,48,1,135,0,0,17,NA,38814,91869,02990,3,1,NA,NA
21111010702,21,111,010702,5461,4762,350,101,6,162,0,14,66,4305,3769,268,80,4,132,0,12,40,NA,67998,91869,02990,3,1,NA,NA
21111010705,21,111,010705,6108,5085,438,235,6,269,2,10,63,4831,4079,327,181,3,198,2,3,38,NA,40222,91869,02990,3,1,NA,NA
21111010706,21,111,010706,3157,2915,121,74,1,29,3,5,9,2495,2323,93,49,1,21,1,2,5,NA,22204,91869,02990,3,1,NA,NA
21111010800,21,111,0108,3847,3500,213,52,2,44,0,0,36,3192,2939,166,32,2,34,0,0,19,NA,48000,91869,02990,3,1,NA,NA
21111010901,21,111,010901,4531,3817,409,99,3,58,2,3,140,3683,3164,296,72,3,45,2,1,100,NA,48000,91869,02990,3,1,NA,NA
21111010902,21,111,010902,4187,3816,183,62,15,43,3,4,61,3341,3101,124,45,8,33,1,2,27,NA,48000,91869,02990,3,1,NA,NA
21111011002,21,111,011002,5156,2453,2003,346,12,218,1,13,110,3756,1968,1308,235,7,177,1,9,51,NA,10666,91866,02990,3,1,NA,NA
21111011003,21,111,011003,6072,5029,731,168,4,44,5,15,76,4769,4054,502,118,4,40,5,8,38,NA,48000,91869,02990,3,1,NA,NA
21111011004,21,111,011004,6234,5293,583,155,4,85,3,13,98,5081,4418,438,104,4,67,3,7,40,NA,48000,91869,02990,3,1,NA,NA
21111011005,21,111,011005,2916,2280,468,58,7,44,0,5,54,2210,1758,355,37,5,33,0,1,21,NA,10666,91869,02990,3,1,NA,NA
21111011101,21,111,011101,8619,7123,1003,166,7,171,0,18,131,6449,5446,685,108,3,131,0,6,70,NA,40222,91869,02990,3,1,NA,NA
21111011102,21,111,011102,4858,4585,153,42,22,17,1,2,36,3817,3611,116,35,18,12,1,0,24,NA,40222,91869,02990,2,1,NA,NA
21111011105,21,111,011105,6186,4818,1040,112,11,134,3,10,58,4821,3790,822,64,9,92,2,3,39,NA,27046,91869,02990,3,1,NA,NA
21111011106,21,111,011106,7432,6382,525,337,7,58,0,17,106,5602,4887,380,224,5,47,0,8,51,NA,40222,91869,02990,3,1,NA,NA
21111011109,21,111,011109,2318,1886,321,40,3,34,0,2,32,1756,1451,238,27,3,26,0,0,11,NA,27046,91869,02990,3,1,NA,NA
21111011110,21,111,011110,5582,4997,415,64,15,48,0,3,40,4064,3663,301,43,9,34,0,3,11,NA,40222,91869,02990,3,1,NA,NA
21111011200,21,111,0112,5039,2835,1705,266,6,98,2,12,115,4053,2457,1237,204,3,79,2,5,66,NA,48000,91866,02990,3,1,NA,NA
21111011301,21,111,011301,2485,854,1547,19,4,22,0,6,33,1917,727,1144,10,4,16,0,0,16,NA,80913,91866,02990,3,1,NA,NA
21111011302,21,111,011302,7278,705,6314,97,9,21,6,30,96,4690,543,4030,52,4,14,6,11,30,NA,55542,91866,02990,3,1,NA,NA
21111011403,21,111,011403,1918,1849,29,12,0,1,1,0,26,1512,1466,20,8,0,1,1,0,16,NA,48000,91866,02990,3,1,NA,NA
21111011404,21,111,011404,3516,2012,1163,196,18,63,0,4,60,2676,1631,806,146,10,51,0,0,32,NA,55542,91866,02990,3,1,NA,NA
