GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
09001001520,CT,001,01520,9915,6423,720,2323,12,232,1,38,166,6210,3870,590,1427,8,173,1,27,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1055.0351277116538,806.7233132158673
09001001521,CT,001,01521,6418,2874,997,1669,15,230,3,189,441,4143,1736,808,978,9,148,1,134,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,703.8664306134269,538.2052635512621
09001001522,CT,001,01522,3177,1368,446,983,9,241,0,22,108,2215,882,414,668,7,160,0,17,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,376.31285151067846,287.744305760571
09001001523,CT,001,01523,9625,1876,5190,1628,10,332,10,210,369,7556,1262,4526,1099,9,256,5,150,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1283.7110185167883,981.5783179805302
09001001524,CT,001,01524,4471,1676,787,1805,14,78,0,15,96,2914,1002,680,1099,7,62,0,5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,495.0680132289467,378.5493936732749
09001001525,CT,001,01525,6179,926,4318,515,14,202,2,35,167,5137,658,3806,358,9,169,1,25,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,872.7400082213793,667.3329565201143
09001001526,CT,001,01526,2101,380,617,524,12,390,13,16,149,1775,270,568,446,12,347,13,13,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,301.55996001420056,230.58516601580746
09001001527,CT,001,01527,2654,1291,419,812,3,40,3,12,74,2129,949,407,664,3,32,2,8,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,361.7020590818214,276.5722920831854
09001001528,CT,001,01528,3039,1437,211,1134,10,151,0,7,89,1821,819,176,615,8,143,0,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,309.37503503428684,236.5608942618509
09001001529,CT,001,01529,8686,3791,1258,2693,38,433,45,37,391,5464,2405,864,1638,20,272,21,23,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,928.2949980380799,709.8125899213363
09001001530,CT,001,01530,3315,2315,190,747,4,18,3,2,36,2141,1435,154,509,1,12,3,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,363.74077430445266,278.13117771258806
09001001801,CT,001,01801,5945,155,5543,43,8,141,0,8,47,4403,105,4133,28,6,103,0,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,640.1689521800281,1396.8378164556962
09001001802,CT,001,01802,9719,217,9123,71,2,246,0,2,58,6973,140,6579,59,2,168,0,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1013.8310478199719,2212.162183544304
09001003403,CT,001,03403,11236,801,9218,384,19,473,0,100,241,8857,573,7434,294,14,324,0,67,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1144.5006908786954,1606.6825540335374
09001003501,CT,001,03501,4231,94,4002,26,5,71,0,5,28,2783,66,2626,25,3,49,0,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,285.0804728756601,1053.3113898223717
09001003502,CT,001,03502,4186,90,3983,13,1,76,0,2,21,2926,58,2793,10,1,56,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,299.72887662025926,1107.4341094575132
09001003503,CT,001,03503,3894,87,3619,7,1,122,0,6,52,2612,58,2444,4,1,79,0,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,267.56385021603455,988.591214594335
09001003504,CT,001,03504,3420,55,3197,19,0,122,4,3,20,2328,36,2193,14,0,75,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,238.47191550648105,881.1027364378301
09001003505,CT,001,03505,3876,103,3644,18,1,83,0,4,23,2594,75,2442,15,0,51,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,265.71999519923185,981.7785645703311
09001004601,CT,001,04601,7272,128,6933,15,3,147,1,7,38,5190,85,4981,12,3,92,1,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,779,2045
09001005101,CT,001,05101,6250,111,5935,42,5,94,2,6,55,5003,84,4780,33,5,71,2,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,961.8314531867295,1736.7261173782665
09001005102,CT,001,05102,5632,103,5359,23,0,94,3,2,48,4064,71,3884,15,0,68,3,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,781.307820457899,1410.7645294873626
09001005103,CT,001,05103,5707,94,5478,33,5,63,0,0,34,4003,57,3862,24,2,49,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,769.5805131134276,1389.5891760673996
09001005104,CT,001,05104,5375,93,5065,89,2,98,2,6,20,4505,82,4244,82,2,75,2,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,866.0904850302252,1563.8519206054548
09001005105,CT,001,05105,5737,259,4970,125,2,248,0,11,122,4418,171,3918,87,2,162,0,6,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,849.3646532438479,1533.6510067114095
09001005107,CT,001,05107,6250,143,5882,82,5,92,1,12,33,5069,102,4814,62,4,67,0,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,974.5200152315674,1759.6371555047835
09001005108,CT,001,05108,5382,122,4970,40,4,179,0,23,44,4031,94,3743,29,4,124,0,13,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,774.96353943548,1399.309010424104
09001005110,CT,001,05110,5222,194,4790,93,5,87,0,8,45,3890,139,3598,55,2,64,0,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,660.8835180029523,505.3387581980232
09001005701,CT,001,05701,3735,562,2609,226,3,240,0,23,72,3043,403,2238,154,3,181,0,15,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,370.28781737148853,522.5390727408394
09001005702,CT,001,05702,3595,156,3173,14,2,212,1,7,30,2774,117,2477,13,2,148,1,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,337.5545203379918,476.34682477262186
09001005703,CT,001,05703,3945,620,2635,337,10,198,0,34,111,3159,431,2228,240,3,153,0,22,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,384.40329118518963,542.458406437171
09001005704,CT,001,05704,3831,646,2911,64,2,139,4,9,56,2990,464,2336,48,2,107,2,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,363.8385060600561,513.437997862343
09001005705,CT,001,05705,3337,109,3047,3,0,128,0,9,41,2179,63,2021,2,0,83,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,265.1518744832315,374.17438038195496
09001005706,CT,001,05706,5141,152,4643,41,0,233,0,7,65,3508,93,3193,33,0,157,0,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,426.8713977453768,602.3881259200999
09001005707,CT,001,05707,1880,80,1666,6,4,98,0,5,21,1368,64,1213,5,2,68,0,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,166.46524290640693,234.91076290156695
09001005708,CT,001,05708,5983,247,5238,15,2,418,1,4,58,4372,169,3901,14,2,253,1,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,532.0073406336338,750.7528182789845
09001005709,CT,001,05709,5118,219,4606,26,1,221,2,0,43,4052,157,3703,21,1,148,2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,493.068102526872,695.8029322201384
09001005710,CT,001,05710,4533,139,4150,34,3,163,0,3,41,3335,91,3073,33,2,111,0,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,405.81987214390864,572.6808437695363
09001005711,CT,001,05711,4840,210,4360,50,4,181,3,7,25,3335,148,2995,38,2,139,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,405.81987214390864,572.6808437695363
09001005712,CT,001,05712,5363,276,4420,74,3,505,2,14,69,3990,186,3388,54,2,315,2,10,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,485.5236251436868,685.1563917962369
09001008501,CT,001,08501,7697,197,7216,75,1,129,0,5,74,5417,132,5092,57,1,97,0,4,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,728.0060788047458,1556.7824813241539
09001008502,CT,001,08502,5161,111,4871,61,8,84,0,2,24,3624,76,3430,41,3,61,0,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,487.0396953273766,1041.4952394902593
09001008503,CT,001,08503,4214,116,3950,56,5,53,0,8,26,3058,64,2895,41,5,37,0,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,410.97334114545185,878.8334553976856
09001008504,CT,001,08504,2175,58,2044,33,1,25,0,2,12,1555,36,1475,23,1,14,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,208.98088472242566,446.888823787901
0900100900A,CT,001,0900A,7657,117,7248,44,2,170,0,9,67,5205,81,4944,35,2,113,0,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,724.2926189584114,2322.2607718246536
0900100900B,CT,001,0900B,2014,29,1929,11,0,28,1,3,13,1433,17,1380,8,0,22,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,199.4065942300487,639.3467216185837
0900100900C,CT,001,0900C,9724,192,9043,141,2,245,0,9,92,6707,137,6231,110,2,187,0,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,933.3007868115399,2992.392506556763
09001009101,CT,001,09101,9916,228,9443,47,4,123,0,0,71,6923,132,6643,33,3,80,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,912.7126613398893,1799.894898586355
09001009102,CT,001,09102,4037,165,3769,6,1,54,1,8,33,2839,102,2674,4,1,34,1,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,374.2873386601106,738.1051014136448
09001009701,CT,001,09701,7368,120,7060,16,3,117,4,2,46,5188,63,4998,12,2,88,3,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,709.066726933725,1433.37589694333
09001009702,CT,001,09702,8217,294,7360,357,14,110,1,2,79,5960,253,5213,349,14,84,1,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,814.579354765806,1646.6693033504716
09001011701,CT,001,11701,8270,122,7855,61,5,147,0,17,63,5865,84,5599,43,2,98,0,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,967,2262
09001011801,CT,001,11801,8024,147,7645,44,5,128,0,14,41,5500,87,5285,34,2,74,0,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,900.524038754494,2045.0307720431417
09001011802,CT,001,11802,9301,165,8838,63,10,167,5,4,49,6263,99,5976,41,6,109,4,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1025.4512826762539,2328.732313692036
09001011803,CT,001,11803,6318,153,5878,26,5,195,0,14,47,4648,97,4358,23,5,136,0,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,761.0246785692523,1728.2369142648222
09001012601,CT,001,12601,4134,106,3884,51,10,31,0,8,44,3299,75,3120,38,8,22,0,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,451.66026983418584,974.4445741357409
09001012602,CT,001,12602,4858,178,4399,87,10,152,0,2,30,3688,110,3373,61,10,113,0,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,504.9175735521302,1089.3457379244053
09001012603,CT,001,12603,8677,584,7552,123,18,276,0,3,121,6934,361,6197,78,15,209,0,3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,949.3217068900409,2048.1353977136187
09001012604,CT,001,12604,7489,206,6994,83,1,92,1,4,108,5448,130,5125,55,1,66,0,4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,745.8760685227779,1609.2070445260736
09001012605,CT,001,12605,7778,126,7427,28,5,126,0,4,62,5845,77,5624,23,4,84,0,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,800.2286381269524,1726.4712142538363
09001012606,CT,001,12606,5165,126,4847,21,4,110,0,3,54,3915,92,3694,18,4,76,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,535.9957430739125,1156.396031446325
09001012701,CT,001,12701,3827,66,3689,19,1,23,0,11,18,2806,47,2713,14,1,16,0,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,362,694
09001013501,CT,001,13501,7454,1867,4221,1003,7,180,0,15,161,5818,1360,3465,733,5,134,0,8,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,771.1318195899355,1071.7877852610807
09001013502,CT,001,13502,8974,1336,5476,1074,8,846,6,32,196,7808,1058,5005,831,4,741,5,21,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1034.8912422410133,1438.3841573252867
09001013503,CT,001,13503,7281,749,5635,379,8,403,3,16,88,5904,553,4672,295,4,316,3,10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,782.5304680060123,1087.6306435512927
09001013504,CT,001,13504,5560,1633,1638,2015,2,122,0,8,142,4030,1172,1363,1310,1,87,0,4,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,490.3910299070321,692.0251275535926
09001013505,CT,001,13505,7449,2762,1351,2920,18,145,4,41,208,5585,1999,1155,2122,14,117,3,29,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,740.249434927774,1028.864692451553
09001013506,CT,001,13506,9372,3148,2130,3564,22,188,2,40,278,6765,2246,1899,2264,12,143,1,28,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,896.6494945902223,1246.243445735856
09001013507,CT,001,13507,2565,88,2207,86,0,126,0,0,58,1938,60,1683,62,0,98,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,256.8672166320548,357.0169693771011
09001013508,CT,001,13508,4974,988,3344,318,12,224,1,12,75,3981,700,2817,232,8,166,1,11,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,527.6513877255986,733.3769634108562
09001013509,CT,001,13509,7443,2179,3385,1479,9,256,2,16,117,5814,1626,2935,959,5,195,2,11,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,770.6016498961644,1071.0509081313035
09001013510,CT,001,13510,5741,1261,2499,1503,5,295,0,8,170,4320,877,2152,949,2,234,0,5,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,572.5832692726918,795.8273001594823
09001013511,CT,001,13511,5661,733,3587,724,1,519,2,11,84,4743,564,3098,552,1,446,2,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,628.6487143889761,873.7520566334316
09001013512,CT,001,13512,6418,910,3858,632,15,877,0,6,120,5352,717,3288,505,10,737,0,6,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,709.3670502656126,985.9415996420254
09001013513,CT,001,13513,4911,630,3123,726,1,330,0,14,87,4009,459,2686,532,0,256,0,5,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,531.3625755819958,738.5351033192974
09001013514,CT,001,13514,4569,176,3977,144,2,199,0,3,68,3436,123,3003,110,2,147,0,3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,455.4157669492984,632.9774544786993
09001013515,CT,001,13515,4546,344,3798,149,2,190,0,8,55,3503,251,2962,110,2,146,0,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,464.2961093199628,645.320146402469
09001013516,CT,001,13516,960,26,830,30,0,39,0,0,35,766,18,663,28,0,28,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,101.52749635714859,141.11197035235267
09001013517,CT,001,13517,1815,27,1658,43,0,59,0,0,28,1325,24,1208,31,0,46,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,175.61871106164736,244.0905492387301
09001013518,CT,001,13518,3630,230,3092,104,1,166,0,13,24,2743,156,2367,79,1,116,0,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,363.56386750347076,505.3134917447824
09001013519,CT,001,13519,4188,180,3639,117,3,182,2,6,59,3198,125,2819,86,2,132,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,423.87067016992324,589.1332652569502
09001013520,CT,001,13520,3864,135,3425,120,0,135,1,26,22,2932,98,2626,80,0,98,1,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,388.61438553415104,540.1309361267598
09001013521,CT,001,13521,6133,149,5535,189,2,189,2,7,60,4583,100,4166,134,1,139,2,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,607.4419266381358,844.2769714423397
09001013522,CT,001,13522,3575,84,3202,102,2,148,1,9,27,2634,59,2364,81,0,110,1,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,349.1167433482107,485.23358995835105
09001014401,CT,001,14401,5144,134,4789,57,3,127,0,14,20,3512,82,3280,40,3,85,0,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,652.6247137781286,1320.7782076589024
09001014403,CT,001,14403,4643,128,4289,63,1,127,0,8,27,3352,84,3119,49,1,87,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,622.8923805763916,1260.6060797473351
09001014404,CT,001,14404,3566,109,3305,39,6,66,0,6,35,2694,63,2526,25,2,54,0,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,500.61816028424795,1013.1482037110146
09001014405,CT,001,14405,4826,110,4509,67,0,112,0,3,25,3673,77,3453,52,0,77,0,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,682.5428740623767,1381.3264113699172
09001014406,CT,001,14406,4371,129,4105,57,0,61,0,4,15,3342,78,3178,34,0,42,0,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,621.034109751283,1256.8453217528622
09001014407,CT,001,14407,851,14,808,13,0,5,0,1,10,643,7,619,12,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,119.48681405448085,241.81673904461113
0900101503A,CT,001,01503A,4107,950,205,2824,19,9,0,13,87,2781,589,186,1921,14,7,0,8,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,472.4722528447841,361.2717446140623
0900101503B,CT,001,01503B,3493,917,129,2304,1,25,2,17,98,2288,551,105,1543,1,18,0,9,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,388.715035781685,297.2275266727704
0900101509A,CT,001,01509A,314,116,39,118,0,19,0,0,22,182,76,25,57,0,12,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,30.920514209906763,23.64309871260674
0900101509B,CT,001,01509B,99,48,25,23,0,0,0,2,1,78,33,22,21,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,13.251648947102899,10.132756591117174
09001015701,CT,001,15701,6751,128,6352,56,3,143,4,4,61,4506,84,4253,48,3,100,2,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,714.0545617173524,1725.6878354203936
09001015702,CT,001,15702,3286,78,3091,31,6,50,6,3,21,2202,49,2082,24,4,34,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,348.94543828264756,843.3121645796064
09001015801,CT,001,15801,3906,81,3640,56,0,92,1,10,26,2993,61,2801,46,0,68,1,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,463.5880273464874,665.0852163892047
09001015802,CT,001,15802,1122,20,1039,17,0,37,1,0,8,812,14,749,16,0,30,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,222.75569497348567,446.05721114347597
09001015803,CT,001,15803,1600,30,1508,6,0,54,0,0,2,1159,22,1095,6,0,35,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,317.9480917170812,636.6752558070057
09001015804,CT,001,15804,3380,107,3141,17,2,78,0,6,29,2463,70,2298,14,2,60,0,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,675.6739861079991,1353.0035850324894
09001015805,CT,001,15805,3055,78,2837,38,0,74,1,9,18,2177,45,2035,29,0,53,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,418.5302965395783,755.7171212337569
09001015806,CT,001,15806,3285,88,3010,42,1,102,0,8,34,2287,57,2114,36,1,65,0,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,627.3919635521697,1256.3212338486817
09001015807,CT,001,15807,3023,72,2828,47,1,54,0,1,20,2139,51,2017,27,1,36,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,586.791171857495,1175.0201658077526
09001015808,CT,001,15808,3418,87,3207,41,2,58,1,2,20,2395,57,2256,31,1,39,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,657.0195683023377,1315.6490402569273
09001016101,CT,001,16101,7803,130,7316,45,4,237,1,14,56,5294,86,4987,41,2,160,0,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,820.6357912178955,2135.5829328914665
09001016102,CT,001,16102,2533,20,2400,24,3,69,0,2,15,1821,16,1731,18,2,48,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,282.27763048881525,734.5856669428335
09001016103,CT,001,16103,7297,119,6924,28,7,166,1,4,48,4955,81,4721,21,5,106,1,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,768.0865782932891,1998.8314001657
0900103401A,CT,001,03401A,1576,463,870,79,2,57,0,42,63,1240,345,723,58,0,41,0,29,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,160.23268112109994,224.93918561607614
0900103401B,CT,001,03401B,7938,454,6528,295,8,487,3,33,130,6020,320,5049,193,3,350,3,19,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,777.9038228621142,1092.0434656522407
0900103402A,CT,001,03402A,8813,1077,6233,846,22,428,2,67,138,7166,894,5072,734,21,294,1,47,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,925.9898329950018,1299.9308097780658
0900103402B,CT,001,03402B,1876,160,1271,114,2,210,0,52,67,1486,106,1046,86,2,167,0,40,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,192.0207775370601,269.56421760120094
0900103404A,CT,001,03404A,4044,525,2797,296,6,242,0,51,127,3264,347,2375,235,2,176,0,37,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,421.77376708005664,592.0979853636069
0900103404B,CT,001,03404B,7981,1669,4729,492,13,469,4,218,387,6177,1201,3847,331,7,338,3,172,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,798.1913478105116,1120.5236689923406
0900103405A,CT,001,03405A,724,300,303,59,0,29,1,5,27,608,236,274,50,0,21,1,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,78.56570171099094,110.2927619794954
