GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
35001000318,NM,001,318,3723,2602,608,111,293,53,2,0,54,2372,1565,494,70,168,44,1,0,30,NA,02000,90060,00060,026,017,1,3,387.1538524460013,460.66646136968376
35001000321,NM,001,321,726,321,330,15,13,24,0,1,22,572,229,283,12,9,21,0,1,17,NA,02000,90060,00060,026,017,1,3,93.36087841446573,111.08820232017668
35001000322,NM,001,322,698,314,292,28,51,5,0,1,7,528,220,249,20,30,5,0,1,3,NA,02000,90060,00060,026,017,1,3,86.17927238258376,102.5429559878554
35001000323,NM,001,323,2080,1302,447,69,165,54,0,4,39,1486,878,395,48,106,34,0,3,22,NA,02000,90060,00060,026,017,1,3,242.54242189492322,288.5962738597597
35001000326,NM,001,326,1832,1235,349,74,76,73,1,2,22,1242,770,297,53,59,50,1,2,10,NA,02000,90060,00060,026,017,1,3,202.71715208175954,241.20899874415989
35001000327,NM,001,327,2701,1196,1138,91,191,37,0,0,48,2060,785,1027,64,125,32,0,0,27,NA,02000,90060,00060,021,017,1,3,336.2297369472018,400.07289646776917
35001000328,NM,001,328,3209,1082,1713,93,91,168,0,3,59,2425,727,1407,66,66,129,0,3,27,NA,02000,90060,00060,020,017,1,3,395.8044233480409,470.95959899725256
35001000329,NM,001,329,1538,750,503,60,79,114,1,1,30,1064,476,388,40,53,91,1,1,14,NA,02000,90060,00060,020,017,1,3,173.66429131641877,206.63959312704193
35001000330,NM,001,330,1780,700,703,139,162,15,1,4,56,1253,446,565,88,109,12,1,3,29,NA,02000,90060,00060,020,017,1,3,204.51255358973003,243.34531032724018
35001000331,NM,001,331,1507,569,551,143,142,21,8,3,70,1013,335,442,81,95,18,5,3,34,NA,02000,90060,00060,020,019,1,3,165.34015705219196,196.73487578730592
35001000332,NM,001,332,1183,354,677,45,34,41,1,2,29,894,227,558,35,19,34,1,2,18,NA,02000,90060,00060,020,019,1,3,145.9171771023293,173.62386866125516
35001000333,NM,001,333,960,122,789,6,8,21,0,0,14,843,92,711,6,8,17,0,0,9,NA,02000,90060,00060,020,019,1,3,137.5930428381025,163.71915132151915
35001000341,NM,001,341,749,183,490,6,24,30,2,1,13,552,123,377,4,15,21,2,1,9,NA,02000,90060,00060,025,016,1,3,90.09651203633757,107.20399944184884
35001000342,NM,001,342,428,85,311,5,8,6,1,8,4,370,69,276,4,6,6,1,5,3,NA,02000,90060,00060,025,016,1,3,60.390777995371195,71.85775324906534
35001000343,NM,001,343,769,162,580,5,9,4,0,1,8,627,127,477,5,9,4,0,1,4,NA,02000,90060,00060,025,016,1,3,102.33788595431821,121.76976023557829
35001000344,NM,001,344,1091,233,762,20,24,33,0,0,19,909,182,651,12,19,32,0,0,13,NA,02000,90060,00060,025,015,1,3,148.36545188592544,176.53702082000106
35001000345,NM,001,345,1879,512,1091,40,121,65,2,7,41,1699,452,1007,33,103,61,2,5,36,NA,02000,90060,00060,025,012,1,3,277.30792382198825,329.96303451395136
35001000346,NM,001,346,2078,1169,582,60,212,9,0,12,34,1510,762,520,41,148,7,0,8,24,NA,02000,90060,00060,025,012,1,3,246.45966154867705,293.2573173137531
35001000347,NM,001,347,1662,696,658,104,108,38,8,4,46,1242,487,534,73,86,29,4,2,27,NA,02000,90060,00060,025,013,1,3,202.71715208175954,241.20899874415989
35001000351,NM,001,351,440,64,353,7,3,7,0,2,4,366,48,299,6,3,6,0,0,4,NA,02000,90060,00060,018,016,1,3,59.73790471974556,71.08091267339977
35001000352,NM,001,352,655,89,515,11,8,15,0,0,17,530,73,419,8,7,13,0,0,10,NA,02000,90060,00060,018,016,1,3,86.50570902039657,102.93137627568818
35001000353,NM,001,353,426,87,315,2,8,8,0,1,5,361,67,275,2,8,5,0,1,3,NA,02000,90060,00060,018,016,1,3,58.92181312521352,70.1098619538178
35001000354,NM,001,354,668,114,521,2,9,10,0,1,11,527,80,424,2,8,9,0,1,3,NA,02000,90060,00060,018,016,1,3,86.01605406367734,102.34874584393901
35001000355,NM,001,355,703,96,564,11,11,4,0,0,17,566,80,458,7,7,4,0,0,10,NA,02000,90060,00060,018,016,1,3,92.38156850102729,109.92294145667833
35001000356,NM,001,356,617,82,484,3,18,7,0,9,14,498,58,407,3,9,7,0,6,8,NA,02000,90060,00060,018,016,1,3,81.2827228153915,96.71665167036362
35001000357,NM,001,357,543,93,379,3,41,11,0,4,12,452,72,334,3,24,10,0,2,7,NA,02000,90060,00060,018,016,1,3,73.7746801456967,87.78298505020955
35001000358,NM,001,358,1539,286,1054,41,81,38,3,3,33,1529,284,1047,41,81,37,3,3,33,NA,02000,90060,00060,018,016,1,3,249.56080960789882,296.9473100481646
35001000371,NM,001,371,940,167,737,5,6,14,0,0,11,737,117,590,5,6,13,0,0,6,NA,02000,90060,00060,025,016,1,3,120.29190103402317,143.1328760663815
35001000372,NM,001,372,666,298,313,9,10,23,0,0,13,512,211,265,5,4,16,0,0,11,NA,02000,90060,00060,025,015,1,3,83.56777928008123,99.43559368519311
35001000373,NM,001,373,847,268,455,39,51,18,1,0,15,660,172,395,33,34,17,1,0,8,NA,02000,90060,00060,030,015,1,3,107.7240904782297,128.17869498481923
35001000374,NM,001,374,618,113,483,8,4,3,0,0,7,497,91,393,6,3,2,0,0,2,NA,02000,90060,00060,025,015,1,3,81.11950449648509,96.52244152644722
35001000375,NM,001,375,1342,351,893,13,32,24,0,3,26,1110,261,770,11,27,21,0,2,18,NA,02000,90060,00060,025,015,1,3,181.17233398611359,215.573259747196
35001000381,NM,001,381,605,119,454,6,5,7,0,0,14,516,96,392,6,4,6,0,0,12,NA,02000,90060,00060,018,016,1,3,84.22065255570685,100.21243426085869
35001000382,NM,001,382,598,141,405,11,11,20,0,2,8,493,99,355,9,8,16,0,2,4,NA,02000,90060,00060,018,016,1,3,80.46663122085947,95.74560095078166
35001000383,NM,001,383,909,243,510,25,84,22,2,3,20,774,191,458,21,60,21,2,3,18,NA,02000,90060,00060,019,016,1,3,126.33097883356028,150.31865139128803
35001000384,NM,001,384,1183,277,750,26,84,25,0,2,19,1030,214,703,15,59,22,0,1,16,NA,02000,90060,00060,019,016,1,3,168.1148684736009,200.03644823388458
35001000385,NM,001,385,751,179,510,14,21,18,0,0,9,617,132,438,9,15,16,0,0,7,NA,02000,90060,00060,030,016,1,3,100.70570276525412,119.82765879641435
35001000386,NM,001,386,531,113,383,7,9,6,2,3,8,439,88,324,5,8,4,2,3,5,NA,02000,90060,00060,030,016,1,3,71.65284199991339,85.25825317929645
35001000387,NM,001,387,580,73,459,11,11,12,0,3,11,464,50,378,7,8,10,0,2,9,NA,02000,90060,00060,025,016,1,3,75.73329997257362,90.11350677720627
35001000400,NM,001,400,649,190,395,12,22,18,0,0,12,538,140,347,8,16,16,0,0,11,NA,02000,90060,00060,030,015,1,3,87.81145557164785,104.48505742701933
35001000401,NM,001,401,962,384,501,23,20,12,0,8,14,730,282,401,10,13,9,0,7,8,NA,02000,90060,00060,030,015,1,3,119.1493728016783,141.77340505896674
35001000402,NM,001,402,828,238,539,33,6,6,0,0,6,641,151,449,26,6,3,0,0,6,NA,02000,90060,00060,030,015,1,3,104.62294241900793,124.48870225040778
35001000403,NM,001,403,852,297,501,14,18,10,0,0,12,637,200,403,10,12,7,0,0,5,NA,02000,90060,00060,030,015,1,3,103.9700691433823,123.71186167474222
35001000404,NM,001,404,911,188,693,6,1,3,1,0,19,723,135,571,3,1,3,1,0,9,NA,02000,90060,00060,030,015,1,3,118.00684456933345,140.413934051552
