GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,ssd,cd_1990,cd_2000,ndv,nrv
3105500144P,NE,055,144P,1867,199,1363,74,9,179,1,2,40,1464,134,1075,58,9,158,1,0,29,NA,37000,92237,NA,NA,75900,12,3,1,289.8563594739924,360.05685992652934
3105500145P,NE,055,145P,1981,95,1698,87,8,66,2,0,25,1636,60,1423,67,8,61,2,0,15,NA,37000,92237,NA,NA,75900,12,3,1,323.910521925855,402.3586221583347
3105500146P,NE,055,146P,1172,49,1022,46,1,36,2,0,16,934,37,834,21,1,30,2,0,9,NA,37000,92237,NA,NA,75900,12,3,1,184.9220216862766,229.70840653782673
3105500147P,NE,055,147P,874,25,791,17,4,21,3,0,13,675,18,621,13,2,15,1,0,5,NA,40605,90735,NA,NA,75900,12,3,1,133.64278869190224,166.00982271202682
3105500148P,NE,055,148P,962,34,886,13,0,20,0,4,5,687,20,641,10,0,14,0,0,2,NA,40605,90735,NA,NA,75900,12,3,1,136.0186604908694,168.96110844912954
3105500149P,NE,055,149P,1282,32,1235,2,1,9,0,0,3,915,19,885,2,1,6,0,0,2,NA,37000,90735,NA,NA,75900,12,3,1,181.1602246712453,225.03553745408084
3105500150P,NE,055,150P,324,88,216,17,0,1,0,0,2,259,69,173,14,0,1,0,0,2,NA,40605,90735,NA,NA,75900,12,3,1,51.27923299437435,63.69858382579992
3105500151P,NE,055,151P,1215,24,1174,4,1,10,0,0,2,871,19,837,3,1,10,0,0,1,NA,40605,90735,NA,NA,75900,12,3,1,172.44869474169906,214.2141564180376
3105500152P,NE,055,152P,1081,23,1041,12,1,0,0,0,4,837,16,810,8,0,0,0,0,3,NA,40605,90735,NA,NA,75900,12,3,1,165.71705797795877,205.85218016291327
3105500153P,NE,055,153P,938,47,873,6,0,6,0,0,6,689,25,651,4,0,6,0,0,3,NA,40605,90735,NA,NA,75900,12,3,1,136.4146391240306,169.45298940531333
3105500154P,NE,055,154P,904,23,856,8,3,8,0,0,6,728,16,698,4,2,5,0,0,3,NA,40605,90735,NA,NA,75900,12,3,1,144.13622247067386,179.04466805089712
3105500155P,NE,055,155P,950,10,931,3,0,5,0,0,1,768,9,755,2,0,1,0,0,1,NA,37000,92237,NA,NA,78660,20,3,1,152.05579513389767,188.88228717457275
3105500156P,NE,055,156P,804,14,773,5,0,6,0,0,6,579,7,561,4,0,4,0,0,3,NA,37000,92237,NA,NA,78660,20,3,1,114.63581430016504,142.39953681520524
3105500157P,NE,055,157P,934,45,821,9,4,36,0,1,18,731,29,654,6,2,24,0,1,15,NA,37000,92237,NA,NA,78660,20,3,1,144.73019042041562,179.7824894851728
3105500158P,NE,055,158P,460,7,447,2,0,4,0,0,0,359,4,351,2,0,2,0,0,0,NA,37000,92237,NA,NA,78660,20,3,1,71.07816465243394,88.29263163498909
3105500159P,NE,055,159P,1196,10,1152,4,3,15,1,0,11,877,5,850,1,2,12,1,0,6,NA,37000,92237,NA,NA,78660,20,3,1,173.63663064118265,215.68979928658894
3105500160P,NE,055,160P,596,24,556,0,0,11,0,0,5,485,15,458,0,0,9,0,0,3,NA,37000,92237,NA,NA,78660,20,3,1,96.02481854158903,119.28113187456744
3105500161P,NE,055,161P,943,15,902,10,1,7,0,0,8,670,10,646,4,1,6,0,0,3,NA,37000,92237,NA,NA,78660,20,3,1,132.6528421089993,164.78012032156738
3105500162P,NE,055,162P,1552,13,1503,6,2,24,0,0,4,1265,10,1230,5,2,16,0,0,2,NA,37000,92237,NA,NA,78660,20,3,1,250.45648547445384,311.1147047862429
3105500163P,NE,055,163P,630,14,609,0,1,5,0,0,1,472,10,456,0,1,5,0,0,0,NA,37000,92237,NA,NA,78660,20,3,1,93.45095742604128,116.08390565937285
3105500164P,NE,055,164P,1893,60,1587,185,9,16,0,8,28,1471,41,1286,107,8,15,0,7,7,NA,37000,92237,NA,NA,78660,20,3,1,291.24228469005664,361.77844327317257
3105500165P,NE,055,165P,958,13,920,12,4,3,0,0,6,763,7,737,11,2,3,0,0,3,NA,37000,92237,NA,NA,78660,20,3,1,151.06584855099467,187.6525847841133
3105500166P,NE,055,166P,1413,19,1367,6,1,13,0,0,7,1179,12,1146,5,1,9,0,0,6,NA,37000,92237,NA,NA,78660,20,3,1,233.4294042485226,289.96382367034016
3105500167P,NE,055,167P,809,8,790,1,0,5,0,0,5,636,4,622,1,0,5,0,0,4,NA,37000,92237,NA,NA,78660,20,3,1,125.92120534525901,156.41814406644306
3105500168P,NE,055,168P,943,27,789,43,0,64,0,0,20,821,19,701,31,0,55,0,0,15,NA,37000,92237,NA,NA,78660,20,3,1,162.54922891266924,201.917132513443
3105500169P,NE,055,169P,805,8,780,1,0,6,0,1,9,577,4,565,1,0,1,0,0,6,NA,37000,92237,NA,NA,78660,20,3,1,114.23983566700386,141.90765585902147
3105500170P,NE,055,170P,1053,10,991,5,0,39,0,1,7,905,7,860,3,0,32,0,0,3,NA,37000,92237,NA,NA,74820,6,3,1,179.1803315054393,222.57613267316188
3105500171P,NE,055,171P,554,1,530,10,0,12,0,0,1,393,1,383,3,0,6,0,0,0,NA,37000,92237,NA,NA,74820,6,3,1,77.80980141617421,96.65460789011341
3105500172P,NE,055,172P,1133,13,1097,6,0,10,0,0,7,807,7,785,3,0,8,0,0,4,NA,37000,92237,NA,NA,78660,6,3,1,159.7773784805409,198.4739658201565
3105500173P,NE,055,173P,1120,15,1076,3,2,19,0,1,4,920,12,883,3,2,16,0,1,3,NA,37000,92237,NA,NA,78660,6,3,1,182.15017125414826,226.26523984454028
3105500174P,NE,055,174P,2098,80,1683,88,11,209,0,1,26,1774,63,1433,77,9,176,0,1,15,NA,37000,92237,NA,NA,78660,6,3,1,351.2330476139772,436.29840813501573
3105500175P,NE,055,175P,834,15,802,6,0,7,0,0,4,676,13,651,4,0,7,0,0,1,NA,37000,92237,NA,NA,74820,20,3,1,133.84077800848286,166.25576319011876
3105500176P,NE,055,176P,1365,34,1232,29,2,48,3,2,15,1203,28,1086,29,2,42,3,2,11,NA,37000,92237,NA,NA,74820,6,3,1,238.1811478464569,295.8663951445456
3105500177P,NE,055,177P,1087,13,1046,4,3,11,0,1,9,813,5,792,3,1,6,0,0,6,NA,37000,92237,NA,NA,74820,6,3,1,160.9653143800245,199.94960868870788
3105500178P,NE,055,178P,1056,43,936,6,1,60,1,1,8,883,32,788,6,1,50,1,1,4,NA,37000,92237,NA,NA,74820,20,3,1,174.8245665406662,217.1654421551403
3105500179P,NE,055,179P,1398,89,1127,102,17,38,0,0,25,1148,54,971,66,12,32,0,0,13,NA,37000,92237,NA,NA,74820,20,3,1,227.29173543452413,282.33966884949155
3105500180P,NE,055,180P,1385,28,1170,124,1,38,1,1,22,1021,14,917,54,1,26,1,1,7,NA,37000,92237,NA,NA,74820,6,3,1,202.14709222878844,251.10522813182132
3105500181P,NE,055,181P,578,4,506,25,0,41,1,0,1,566,4,502,22,0,36,1,0,1,NA,37000,92237,NA,NA,74820,6,3,1,112.0619531846173,139.20231060001066
3105500182P,NE,055,182P,1305,37,1138,38,4,64,0,1,23,1240,33,1102,34,4,51,0,0,16,NA,37000,92237,NA,NA,74820,6,3,1,245.50675255993895,304.96619283394557
3105500183P,NE,055,183P,1150,34,899,55,10,132,0,0,20,980,25,757,48,7,125,0,0,18,NA,37000,92237,NA,NA,78660,6,3,1,194.02953024898403,241.02166853005377
3105500184P,NE,055,184P,1519,24,1427,33,6,14,0,0,15,1142,12,1089,22,2,10,0,0,7,NA,37000,92237,NA,NA,78660,6,3,1,226.10379953504057,280.8640259809402
3105500185P,NE,055,185P,688,8,626,29,4,10,0,0,11,548,7,508,19,3,6,0,0,5,NA,37000,92237,NA,NA,78660,6,3,1,108.49814548616658,134.7753819943566
3105500186P,NE,055,186P,1558,45,1368,74,12,40,0,0,19,1200,27,1074,55,5,30,0,0,9,NA,37000,92237,NA,NA,78660,6,3,1,237.58717989671513,295.1285737102699
3105500187P,NE,055,187P,919,16,875,16,0,4,0,0,8,725,9,700,12,0,2,0,0,2,NA,37000,92237,NA,NA,78660,6,3,1,143.54225452093206,178.3068466166214
3105500188P,NE,055,188P,967,14,932,7,0,6,0,0,8,757,10,737,5,0,2,0,0,3,NA,37000,92237,NA,NA,78660,6,3,1,149.87791265151114,186.17694191556197
3105500189P,NE,055,189P,690,8,668,4,1,5,0,0,4,575,5,561,2,1,3,0,0,3,NA,37000,92237,NA,NA,74820,6,3,1,113.84385703384265,141.41577490283765
3105500190P,NE,055,190P,1300,32,1190,51,4,7,0,1,15,993,16,921,36,4,7,0,1,8,NA,37000,92237,NA,NA,74820,10,3,1,196.60339136453177,244.21889474524838
3105500191P,NE,055,191P,751,18,697,21,0,7,0,2,6,612,13,573,19,0,4,0,2,1,NA,37000,92237,NA,NA,74820,10,3,1,121.1694617473247,150.51557259223765
3105500192P,NE,055,192P,1433,33,1183,92,7,98,0,0,20,1191,23,988,77,7,81,0,0,15,NA,37000,92237,NA,NA,74820,10,3,1,235.80527604748974,292.9151094074429
3105500193P,NE,055,193P,779,18,720,18,1,14,0,4,4,631,15,588,10,1,11,0,3,3,NA,37000,92237,NA,NA,74820,10,3,1,124.93125876235602,155.1884416759836
3105500194P,NE,055,194P,1278,39,1035,111,10,57,3,5,18,1001,25,851,70,7,36,3,2,7,NA,37000,92237,NA,NA,74820,10,3,1,198.18730589717651,246.1864185699835
3105500195P,NE,055,195P,1571,26,1389,89,14,36,1,0,16,1187,20,1067,60,5,26,1,0,8,NA,37000,92237,NA,NA,74820,10,3,1,235.01331878116738,291.93134749507533
3105500196P,NE,055,196P,1032,28,890,73,7,14,1,6,13,831,20,735,48,4,13,1,5,5,NA,37000,92237,NA,NA,74820,10,3,1,164.52912207847524,204.37653729436195
3105500197P,NE,055,197P,857,12,794,33,1,8,0,1,8,634,8,586,27,1,6,0,1,5,NA,37000,92237,NA,NA,74820,10,3,1,125.52522671209782,155.92626311025927
3105500198P,NE,055,198P,836,5,796,24,0,4,0,0,7,597,3,572,14,0,4,0,0,4,NA,37000,92237,NA,NA,74820,10,3,1,118.19962199861577,146.82646542085928
3105500199P,NE,055,199P,1762,25,1635,51,2,33,1,0,15,1318,16,1243,27,1,23,1,0,7,NA,37000,92237,NA,NA,74820,10,3,1,260.9499192532254,324.14955012511314
3105500200P,NE,055,200P,806,25,742,26,0,4,0,0,9,617,20,574,15,0,4,0,0,4,NA,37000,92237,NA,NA,74820,10,3,1,122.15940833022768,151.7452749826971
3105500201P,NE,055,201P,1192,23,1053,84,2,20,0,0,10,855,12,770,52,2,13,0,0,6,NA,37000,92237,NA,NA,74820,10,3,1,169.28086567640952,210.2791087685673
3105500202P,NE,055,202P,1264,26,1025,152,5,34,0,1,21,1014,16,835,120,4,30,0,1,8,NA,37000,92237,NA,NA,74820,10,3,1,200.76116701272426,249.38364478517806
3105500203P,NE,055,203P,12,1,11,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,NA,37000,93240,NA,NA,74820,10,3,1,1.7819038492253634,2.2134643028270244
3105500204P,NE,055,204P,757,24,701,19,1,3,0,1,8,575,10,546,10,1,2,0,0,6,NA,37000,92237,NA,NA,74820,10,3,1,113.84385703384265,141.41577490283765
3105500205P,NE,055,205P,692,4,666,1,0,2,0,0,19,511,3,499,0,0,2,0,0,7,NA,37000,92237,NA,NA,74820,10,3,1,101.17254077268453,125.67558430495662
3105500206P,NE,055,206P,995,7,951,19,2,4,2,1,9,845,4,817,13,2,3,2,0,4,NA,37000,92237,NA,NA,74820,10,3,1,167.30097251060357,207.8197039876484
3105500207P,NE,055,207P,982,22,917,31,5,3,0,0,4,749,17,702,20,5,3,0,0,2,NA,37000,92237,NA,NA,74820,10,3,1,148.29399811886634,184.2094180908268
3105500208P,NE,055,208P,1313,59,1062,124,9,19,3,1,36,1064,39,892,87,5,17,3,0,21,NA,37000,92237,NA,NA,74820,10,3,1,210.66063284175408,261.6806686897727
3105500209P,NE,055,209P,1240,46,932,190,6,32,0,4,30,1017,33,784,146,5,27,0,4,18,NA,37000,92237,NA,NA,74820,10,3,1,201.35513496246605,250.12146621945377
3105500210P,NE,055,210P,1510,137,1334,17,8,1,0,0,13,1092,78,995,7,4,1,0,0,7,NA,37000,92237,NA,NA,75900,5,3,1,216.20433370601074,268.5670020763456
3105500211P,NE,055,211P,1502,91,1233,104,9,49,0,1,15,1300,66,1101,68,8,46,0,1,10,NA,37000,92237,NA,NA,74820,20,3,1,257.3861115547747,319.7226215194591
3105500212P,NE,055,212P,281,28,234,4,10,4,0,0,1,190,17,164,1,6,2,0,0,0,NA,37000,90735,NA,NA,74820,5,3,1,37.617970150313226,46.72869083745941
3105500213P,NE,055,213P,1416,110,1229,22,2,42,1,0,10,1074,63,962,11,2,28,1,0,7,NA,37000,92237,NA,NA,74820,5,3,1,212.64052600756003,264.14007347069156
3105500214P,NE,055,214P,1049,88,923,7,4,1,0,0,26,787,51,715,4,3,1,0,0,13,NA,37000,92237,NA,NA,74820,5,3,1,155.817592148929,193.5551562583187
3105500215P,NE,055,215P,1670,128,1468,26,10,23,0,0,15,1251,78,1136,17,6,12,0,0,2,NA,37000,92237,NA,NA,74820,5,3,1,247.6846350423255,307.6715380929564
3105500216P,NE,055,216P,1437,82,1318,11,9,12,0,0,5,1116,53,1038,4,7,10,0,0,4,NA,37000,92237,NA,NA,74820,5,3,1,220.95607730394505,274.46957355055105
3105500217P,NE,055,217P,1021,114,875,7,8,6,0,0,11,751,64,666,2,5,6,0,0,8,NA,37000,92237,NA,NA,74820,5,3,1,148.68997675202755,184.7012990470106
3105500218P,NE,055,218P,1279,90,1150,14,8,4,0,2,11,1028,53,947,8,6,4,0,1,9,NA,37000,92237,NA,NA,74820,5,3,1,203.53301744485262,252.82681147846458
3105500219P,NE,055,219P,704,29,647,19,0,7,0,0,2,619,16,579,17,0,7,0,0,0,NA,37000,92237,NA,NA,74820,5,3,1,122.55538696338888,152.2371559388809
3105500220P,NE,055,220P,815,23,763,13,8,7,0,0,1,661,16,622,11,5,6,0,0,1,NA,37000,92237,NA,NA,74820,20,3,1,130.8709382597739,162.56665601874036
3105500221P,NE,055,221P,1042,27,968,23,3,12,0,0,9,871,16,818,16,3,11,0,0,7,NA,37000,92237,NA,NA,74820,20,3,1,172.44869474169906,214.2141564180376
3105500222P,NE,055,222P,624,2,606,9,1,6,0,0,0,491,1,478,5,1,6,0,0,0,NA,37000,92237,NA,NA,74820,5,3,1,97.21275444107259,120.75677474311877
3105500223P,NE,055,223P,1194,132,903,94,8,28,0,0,29,858,76,692,55,3,21,0,0,11,NA,37000,92237,NA,NA,74820,5,3,1,169.87483362615131,211.016930202843
3105500224P,NE,055,224P,667,19,633,4,6,0,0,0,5,544,12,526,2,3,0,0,0,1,NA,37000,92237,NA,NA,74820,5,3,1,107.70618821984418,133.79162008198904
3105500225P,NE,055,225P,679,7,656,8,0,6,0,0,2,542,4,530,2,0,6,0,0,0,NA,37000,92237,NA,NA,74820,20,3,1,107.310209586683,133.29973912580525
3105500226P,NE,055,226P,809,22,760,8,2,6,1,4,6,646,11,619,5,2,4,1,0,4,NA,37000,92237,NA,NA,74820,5,3,1,127.90109851106496,158.87754884736196
3105500227P,NE,055,227P,747,103,572,46,2,0,0,2,22,523,60,434,22,1,0,0,0,6,NA,37000,92237,NA,NA,74820,5,3,1,103.54841257165167,128.6268700420593
3105500228P,NE,055,228P,808,82,676,25,3,2,0,3,17,582,48,514,13,1,2,0,1,3,NA,37000,92237,NA,NA,74820,5,3,1,115.22978224990683,143.1373582494809
3105500229P,NE,055,229P,1061,273,739,14,5,22,0,0,8,793,171,588,9,4,16,0,0,5,NA,37000,92237,NA,NA,74820,5,3,1,157.00552804841257,195.03079912687005
3105500230P,NE,055,230P,1250,206,972,41,2,11,0,1,17,930,126,757,28,2,7,0,0,10,NA,37000,92237,NA,NA,74820,5,3,1,184.1300644199542,228.72464462545918
3105500231P,NE,055,231P,1312,220,1034,30,12,4,0,0,12,942,133,778,12,6,4,0,0,9,NA,37000,92237,NA,NA,74820,5,3,1,186.50593621892136,231.6759303625619
3105500232P,NE,055,232P,1537,233,1284,1,2,4,0,1,12,1198,141,1048,1,1,2,0,0,5,NA,37000,92237,NA,NA,74820,5,3,1,237.19120126355392,294.63669275408614
3105500233P,NE,055,233P,1374,458,863,28,7,2,1,0,15,964,252,684,16,4,1,1,0,6,NA,37000,92237,NA,NA,74820,5,3,1,190.8617011836945,237.08662088058352
3105500234P,NE,055,234P,1148,410,637,58,8,12,0,0,23,818,259,497,39,5,9,0,0,9,NA,37000,92237,NA,NA,74820,5,3,1,161.9552609629275,201.17931107916735
3105500235P,NE,055,235P,2510,855,657,795,69,9,1,19,105,1362,474,454,350,44,7,1,6,26,NA,37000,92237,NA,NA,74820,5,3,1,269.66144918277166,334.9709311611564
3105500236P,NE,055,236P,1696,708,590,320,0,34,0,0,44,1051,407,406,191,0,25,0,0,22,NA,37000,92237,NA,NA,74820,5,3,1,208.08677172620634,258.4834424745781
3105500237P,NE,055,237P,1086,282,749,19,1,20,0,0,15,775,166,570,13,1,17,0,0,8,NA,37000,92237,NA,NA,74820,7,3,1,153.44172034996183,190.60387052121598
3105500238P,NE,055,238P,2038,887,998,88,27,13,0,0,25,1391,536,769,53,18,7,0,0,8,NA,37000,92237,NA,NA,74820,7,3,1,275.40313936360894,342.10320502582124
3105500239P,NE,055,239P,1976,1202,684,44,15,12,0,0,19,1437,808,566,27,13,12,0,0,11,NA,37000,92237,NA,NA,74820,7,3,1,284.5106479263164,353.41646701804825
3105500240P,NE,055,240P,1663,724,833,46,26,13,0,0,21,1124,442,621,24,22,7,0,0,8,NA,37000,92237,NA,NA,74820,7,3,1,222.53999183658982,276.43709737528616
3105500241P,NE,055,241P,2985,1712,1088,96,45,11,1,0,32,2132,1129,894,59,25,8,1,0,16,NA,37000,92237,NA,NA,74820,7,3,1,422.1132229498305,524.3450992919129
3105500242P,NE,055,242P,818,165,624,8,2,2,1,0,16,588,95,479,2,1,1,1,0,9,NA,37000,92237,NA,NA,74820,7,3,1,116.4177181493904,144.61300111803226
3105500243P,NE,055,243P,1028,198,786,17,8,12,0,1,6,750,118,602,12,4,10,0,1,3,NA,37000,92237,NA,NA,74820,7,3,1,148.49198743544693,184.45535856891868
3105500244P,NE,055,244P,1471,655,765,22,11,2,0,0,16,1039,417,585,17,10,1,0,0,9,NA,37000,92237,NA,NA,74820,7,3,1,205.71089992723918,255.5321567374754
3105500245P,NE,055,245P,1611,243,1300,16,16,17,0,0,19,1163,132,985,10,14,15,0,0,7,NA,37000,92237,NA,NA,74820,7,3,1,230.26157518323305,286.02877602086994
3105500246P,NE,055,246P,1795,354,1290,49,43,28,0,0,31,1377,242,1034,34,27,24,0,0,16,NA,37000,92237,NA,NA,74820,7,3,1,272.6312889314806,338.6600383325347
3105500247P,NE,055,247P,1498,472,933,36,9,16,4,1,27,1052,286,711,18,6,13,2,1,15,NA,37000,92237,NA,NA,74820,7,3,1,208.28476104278693,258.72938295267
3105500248P,NE,055,248P,1509,218,1222,29,9,5,0,0,26,1223,156,1015,21,8,5,0,0,18,NA,37000,92237,NA,NA,74820,7,3,1,242.14093417806882,300.7852047063834
3105500249P,NE,055,249P,1985,724,1097,92,19,25,0,0,28,1429,457,869,53,13,23,0,0,14,NA,37000,92237,NA,NA,74820,7,3,1,282.92673339367155,351.4489431933131
3105500250P,NE,055,250P,2058,977,986,27,24,11,0,0,33,1427,594,766,20,18,8,0,0,21,NA,37000,92237,NA,NA,74820,7,3,1,282.5307547605104,350.9570622371293
3105500251P,NE,055,251P,944,266,615,12,18,14,0,0,19,679,147,491,7,16,8,0,0,10,NA,37000,92237,NA,NA,74820,7,3,1,134.43474595822462,166.99358462439437
3105500252P,NE,055,252P,1375,356,890,71,11,14,0,0,33,1065,220,757,53,11,9,0,0,15,NA,37000,92237,NA,NA,74820,7,3,1,210.85862215833467,261.92660916786457
3105500253P,NE,055,253P,2227,788,1263,73,48,18,0,1,36,1586,479,1005,51,26,15,0,0,10,NA,37000,92237,NA,NA,74820,7,3,1,314.01105609682514,390.0615982537401
3105500254P,NE,055,254P,722,163,464,73,8,1,0,1,12,588,111,399,62,8,0,0,1,7,NA,37000,92237,NA,NA,74820,9,3,1,116.4177181493904,144.61300111803226
3105500255P,NE,055,255P,1879,799,900,109,22,25,0,2,22,1418,540,742,82,18,21,0,2,13,NA,37000,92237,NA,NA,74820,9,3,1,280.74885091128505,348.74359793430233
3105500256P,NE,055,256P,1388,101,1240,11,18,5,0,0,13,1026,54,943,7,12,5,0,0,5,NA,37000,92237,NA,NA,74820,7,3,1,203.1370388116914,252.33493052228079
3105500257P,NE,055,257P,1030,107,893,16,6,3,0,0,5,782,63,703,7,3,3,0,0,3,NA,37000,92237,NA,NA,74820,5,3,1,154.827645566026,192.3254538678592
3105500258P,NE,055,258P,1027,72,915,16,7,3,0,0,14,735,44,669,7,5,3,0,0,7,NA,37000,92237,NA,NA,74820,7,3,1,145.522147686738,180.76625139754034
3105500259P,NE,055,259P,834,30,769,21,3,0,0,4,7,628,22,592,8,3,0,0,1,2,NA,37000,92237,NA,NA,74820,9,3,1,124.33729081261424,154.45062024170792
3105500260P,NE,055,260P,1772,50,1585,108,8,8,0,0,13,1323,20,1237,56,3,6,0,0,1,NA,37000,92237,NA,NA,74820,9,3,1,261.93986583612843,325.3792525155726
3105500261P,NE,055,261P,923,61,798,33,3,27,0,0,1,737,45,642,26,3,20,0,0,1,NA,37000,92237,NA,NA,74820,20,3,1,145.9181263198992,181.2581323537241
3105500262P,NE,055,262P,833,36,755,20,9,4,5,0,4,656,19,608,13,6,3,5,0,2,NA,37000,92237,NA,NA,74820,20,3,1,129.88099167687093,161.3369536282809
3105500263P,NE,055,263P,638,41,567,5,0,10,0,0,15,521,30,473,3,0,9,0,0,6,NA,37000,92237,NA,NA,74820,20,3,1,103.15243393849047,128.13498908587553
3105500264P,NE,055,264P,563,54,474,12,3,10,0,0,10,442,40,374,9,3,8,0,0,8,NA,37000,92237,NA,NA,74820,5,3,1,87.5112779286234,108.7056913166161
3105500265P,NE,055,265P,691,23,654,7,0,7,0,0,0,551,14,529,2,0,6,0,0,0,NA,37000,92237,NA,NA,74820,20,3,1,109.09211343590836,135.5132034286323
3105500266P,NE,055,266P,1294,21,1227,23,3,9,0,1,10,1006,12,967,10,1,9,0,1,6,NA,37000,92237,NA,NA,74820,20,3,1,199.17725248007952,247.41612096044295
3105500267P,NE,055,267P,901,33,824,19,3,10,2,0,10,713,18,665,12,2,9,2,0,5,NA,37000,92237,NA,NA,74820,20,3,1,141.1663827219649,175.35556087951872
3105500268P,NE,055,268P,1520,68,1397,15,3,30,0,1,6,1176,42,1098,10,2,21,0,1,2,NA,37000,92237,NA,NA,74820,20,3,1,232.8354362987808,289.2260022360645
3105500269P,NE,055,269P,803,17,762,2,0,14,0,0,8,571,11,542,2,0,11,0,0,5,NA,37000,92237,NA,NA,74820,9,3,1,113.05189976752028,140.4320129904701
3105500270P,NE,055,270P,1134,20,1099,8,1,3,0,0,3,947,18,921,4,1,1,0,0,2,NA,37000,92237,NA,NA,74820,9,3,1,187.49588280182434,232.90563275302134
3105500271P,NE,055,271P,746,18,703,3,0,9,0,0,13,537,10,518,2,0,5,0,0,2,NA,37000,92237,NA,NA,74820,9,3,1,106.32026300378001,132.07003673534578
3105500272P,NE,055,272P,717,15,683,8,0,5,0,0,6,518,11,494,7,0,4,0,0,2,NA,37000,92237,NA,NA,74820,6,3,1,102.5584659887487,127.39716765159984
3105500273P,NE,055,273P,2261,55,2001,84,16,31,3,0,71,1840,43,1643,74,12,27,3,0,38,NA,37000,92237,NA,NA,74820,6,3,1,364.3003425082965,452.53047968908055
3105500274P,NE,055,274P,790,51,710,13,2,6,1,0,7,629,32,575,9,2,6,1,0,4,NA,37000,92237,NA,NA,74820,9,3,1,124.53528012919485,154.69656071979983
3105500275P,NE,055,275P,1698,151,1452,46,16,11,0,1,21,1345,89,1198,27,10,9,0,1,11,NA,37000,92237,NA,NA,74820,9,3,1,266.2956308009015,330.78994303359417
3105500276P,NE,055,276P,737,16,702,6,3,9,0,0,1,513,8,489,5,1,9,0,0,1,NA,37000,92237,NA,NA,74820,9,3,1,101.5685194058457,126.16746526114039
3105500277P,NE,055,277P,2090,207,1568,132,8,116,5,3,51,1863,151,1459,103,8,101,2,1,38,NA,37000,92237,NA,NA,74820,9,3,1,368.8540967896502,458.18711068519406
3105500278P,NE,055,278P,778,37,689,23,3,15,0,0,11,627,24,560,18,3,14,0,0,8,NA,37000,92237,NA,NA,74820,9,3,1,124.13930149603365,154.20467976361604
3105500279P,NE,055,279P,1323,107,998,105,6,83,0,2,22,1203,69,942,89,6,76,0,2,19,NA,37000,92237,NA,NA,74820,9,3,1,238.1811478464569,295.8663951445456
3105500280P,NE,055,280P,987,32,873,38,5,15,1,4,19,883,24,791,33,4,15,1,2,13,NA,37000,92237,NA,NA,74820,9,3,1,174.8245665406662,217.1654421551403
3105500281P,NE,055,281P,1895,266,1315,223,11,39,1,1,39,1490,188,1084,156,10,31,1,1,19,NA,37000,92237,NA,NA,74820,9,3,1,295.0040817050879,366.4513123569185
3105500282P,NE,055,282P,1924,862,803,180,19,36,1,0,23,1417,576,652,129,17,26,1,0,16,NA,37000,92237,NA,NA,74820,9,3,1,280.55086159470443,348.49765745621045
3105500283P,NE,055,283P,1498,565,759,118,14,11,3,1,27,1230,413,670,101,9,11,3,1,22,NA,37000,92237,NA,NA,74820,9,3,1,243.526859394133,302.50678805302664
3105500284P,NE,055,284P,2377,301,1695,215,23,98,1,1,43,1887,198,1415,155,15,82,1,1,20,NA,37000,92237,NA,NA,74820,9,3,1,373.6058403875845,464.08968215939944
3105500285P,NE,055,285P,3515,473,2136,392,38,352,12,5,107,3105,321,2008,301,33,338,10,5,89,NA,37000,92237,NA,NA,74820,9,3,1,614.7568279827503,763.6451844753234
3105500286P,NE,055,286P,1590,198,817,412,29,76,8,12,38,1069,113,643,214,11,59,8,6,15,NA,37000,92237,NA,NA,74820,9,3,1,211.65057942465705,262.9103710802321
3105500287P,NE,055,287P,830,45,540,136,14,74,0,0,21,810,43,535,124,13,74,0,0,21,NA,37000,92237,NA,NA,74820,7,3,1,160.3713464302827,199.2117872544322
3105500288P,NE,055,288P,1863,261,1182,270,68,27,7,5,43,1626,185,1107,219,59,26,3,1,26,NA,37000,92237,NA,NA,74820,9,3,1,321.930628760049,399.89921737741577
3105500289P,NE,055,289P,2101,297,1061,645,30,32,0,0,36,1998,249,1028,629,28,32,0,0,32,NA,37000,92237,NA,NA,74820,7,3,1,395.5826545280307,491.38907522759945
3105500290P,NE,055,290P,1440,526,704,120,23,10,0,10,47,945,308,534,64,13,7,0,1,18,NA,37000,92237,NA,NA,74820,7,3,1,187.09990416866316,232.41375179683757
3105500291P,NE,055,291P,1420,46,1050,231,16,35,1,2,39,1305,40,1014,172,13,34,1,2,29,NA,37000,92237,NA,NA,74820,7,3,1,258.37605813767766,320.9523239099185
3105500292P,NE,055,292P,539,15,133,321,3,49,4,2,12,369,12,122,171,3,46,4,1,10,NA,37000,92237,NA,NA,74820,11,3,1,73.0580578182399,90.75203641590801
3105500293P,NE,055,293P,1120,45,167,856,5,8,1,3,35,811,41,149,591,5,3,1,3,18,NA,37000,92237,NA,NA,74820,11,3,1,160.5693357468633,199.4577277325241
3105500294P,NE,055,294P,1489,71,278,1027,25,0,1,19,68,946,37,205,639,21,0,1,9,34,NA,37000,92237,NA,NA,74820,11,3,1,187.29789348524375,232.65969227492945
