GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
44003009001,RI,003,09001,2132,19,2021,0,1,64,0,2,25,1397,8,1333,0,1,45,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,294.1679454390452,560.4971227621484
44003009002,RI,003,09002,1519,14,1416,15,0,60,1,3,10,1079,5,1020,11,0,36,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,227.20630861040067,432.91080562659846
44003009003,RI,003,09003,2276,53,2151,23,3,20,0,7,19,1771,25,1703,13,3,14,0,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,372.921568627451,710.5514705882352
44003009004,RI,003,09004,1752,6,1680,6,0,49,0,4,7,1211,5,1167,2,0,34,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,255.00170502983804,485.87116368286445
44003009005,RI,003,09005,2163,10,2098,12,4,25,0,1,13,1758,7,1710,8,3,19,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,370.1841432225064,705.3356777493607
44003009006,RI,003,09006,1575,7,1510,10,0,42,0,0,6,1162,5,1121,8,0,27,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,244.6837169650469,466.2116368286445
44003009007,RI,003,09007,1531,8,1432,18,0,60,0,0,13,1006,3,946,12,0,39,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,211.83461210571184,403.6221227621483
44003035001,RI,003,35001,469,14,427,6,5,7,0,0,10,355,9,327,6,3,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,98.2674404726383,117.37646953511965
44003035002,RI,003,35002,989,45,846,60,3,13,0,2,20,831,30,712,56,3,11,0,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,230.02885361341527,274.7601300948857
44003035003,RI,003,35003,738,13,687,10,0,8,0,0,20,542,7,515,6,0,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,150.03085277794355,179.20576475502776
44003035004,RI,003,35004,185,0,172,0,1,0,0,4,8,182,0,170,0,1,0,0,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,50.37936384794415,60.17610550814585
44003035005,RI,003,35005,878,9,848,10,1,5,0,0,5,708,5,686,8,1,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,195.98126156233218,234.0916631855344
44003035006,RI,003,35006,2020,39,1916,21,0,17,0,1,26,1555,26,1489,13,0,14,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,430.43907023930296,514.1420003580592
44003035007,RI,003,35007,2444,13,2357,13,6,23,0,0,32,1927,6,1868,8,4,18,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,533.412275466969,637.1393149131706
44003035008,RI,003,35008,1793,26,1731,11,0,18,0,0,7,1396,15,1359,6,0,13,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,386.42632929521994,461.57056752401985
44003035009,RI,003,35009,349,6,307,15,0,17,0,2,2,270,2,242,12,0,12,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,74.73861669749955,89.27224443516141
44003035010,RI,003,35010,187,5,164,1,2,8,0,0,7,144,3,126,1,2,7,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,39.86059557199977,47.611863698752764
44003035011,RI,003,35011,1294,10,1243,21,2,1,0,3,14,1026,7,994,14,1,1,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,284.0067434504983,339.2345288536134
44003035013,RI,003,35013,1969,24,1873,20,3,27,1,6,15,1488,15,1423,17,3,20,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,411.89282091066417,491.9892582204452
44003035014,RI,003,35014,2292,66,2125,30,6,19,0,7,39,1718,40,1607,25,3,17,0,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,475.55904994927494,568.0359849615086
44003035015,RI,003,35015,1734,74,1565,32,2,37,0,4,20,1372,45,1253,30,2,30,0,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,379.78289669988663,453.63525690756103
44003035016,RI,003,35016,2064,49,1902,35,11,44,1,2,20,1638,23,1541,28,8,24,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,453.4142746314973,541.5849495733127
44003035017,RI,003,35017,1863,31,1761,22,15,16,0,5,13,1457,18,1395,14,8,11,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,403.3117204750253,481.7394820075192
44003035018,RI,003,35018,1884,30,1777,43,0,17,0,0,17,1440,19,1368,31,0,15,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,398.6059557199976,476.1186369875276
44003035019,RI,003,35019,2004,21,1947,21,0,8,0,0,7,1536,16,1499,13,0,6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,425.1796861013308,507.85987945336274
44003035020,RI,003,35020,1972,32,1856,21,1,36,1,2,23,1523,21,1436,21,1,26,1,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,421.5811601121919,503.5615862027809
44003035021,RI,003,35021,1456,19,1361,24,4,25,0,2,21,1089,12,1030,12,3,21,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,301.44575401324823,360.06471922181777
44003035022,RI,003,35022,2296,44,2171,23,6,16,0,2,34,1713,21,1638,16,4,11,0,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,474.1750014919138,566.3827952497463
44003035023,RI,003,35023,419,9,399,2,6,2,0,0,1,302,5,290,2,3,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,83.5965268246106,99.85265859043982
44003035024,RI,003,35024,175,0,164,10,1,0,0,0,0,132,0,125,6,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,36.53887927433311,43.64420839052336
44003035025,RI,003,35025,2127,23,2022,32,10,21,0,3,16,1672,18,1603,20,7,15,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,462.82580414155274,552.8266396132959
44003035026,RI,003,35026,2072,47,1900,37,8,37,0,7,36,1593,40,1472,25,4,27,0,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,440.9578385152474,526.7062421674524
44003035027,RI,003,35027,2164,34,2048,18,1,24,0,6,33,1555,17,1488,13,1,18,0,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,430.43907023930296,514.1420003580592
44003035028,RI,003,35028,2492,48,2336,23,4,40,1,3,37,1881,31,1779,19,4,26,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,520.6790296592469,621.9299695649579
44003035029,RI,003,35029,1070,14,987,17,4,15,0,2,31,771,4,723,9,4,11,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,213.42027212508205,254.92185355373874
44003035030,RI,003,35030,1250,31,1167,24,4,10,0,3,11,966,17,909,18,4,10,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,267.39816196216503,319.3962523124664
44003035031,RI,003,35031,2394,53,2166,23,17,15,0,3,117,1762,26,1624,19,8,12,0,3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,487.7386763740526,582.5840544250165
44003035032,RI,003,35032,1842,41,1723,11,5,38,0,6,18,1407,23,1326,9,4,29,0,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,389.4712359014144,465.2075848898968
44003035033,RI,003,35033,1800,23,1726,19,4,12,0,6,10,1356,15,1307,14,4,9,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,375.35394163633106,448.34504982992183
44003035034,RI,003,35034,1980,25,1890,25,4,29,0,0,7,1505,14,1448,17,3,18,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,416.598585665692,497.61010324043684
44003035035,RI,003,35035,707,7,644,18,3,13,0,4,18,535,5,483,17,3,13,0,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,148.093184937638,176.89129915856057
44003035036,RI,003,35036,1523,33,1446,7,4,17,1,0,15,1212,25,1153,5,4,11,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,335.4933460643313,400.733186131169
44003035037,RI,003,35037,1214,19,1150,10,1,24,0,1,9,902,11,859,8,1,17,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,249.68234170794292,298.2354240019096
44003035038,RI,003,35038,569,3,554,2,0,6,0,0,4,401,2,394,1,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,111.00068628036044,132.58581488333232
44003035039,RI,003,35039,3305,35,3146,28,11,43,0,0,42,2602,24,2483,26,11,31,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,720.2588172107179,860.3199260010741
44003035040,RI,003,35040,1365,33,1206,22,3,78,0,2,21,1177,24,1057,17,3,64,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,325.8050068628036,389.16085814883337
44003035041,RI,003,35041,2777,26,2675,15,10,23,1,6,21,2196,12,2134,9,8,16,0,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,607.8740824729964,726.0809214059797
44003035042,RI,003,35042,16,0,13,3,0,0,0,0,0,16,0,13,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4.428955063555529,5.290207077639196
44003035043,RI,003,35043,2008,38,1876,21,0,50,2,1,20,1524,27,1428,14,0,38,2,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,421.85796980366416,503.8922241451334
44003035044,RI,003,35044,2770,35,2662,4,0,44,0,0,25,2108,24,2030,3,0,34,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,583.514829623441,696.984782478964
44003035045,RI,003,35045,1551,10,1436,10,1,77,0,1,16,1423,10,1333,10,1,57,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,393.90019096496985,470.49779196753593
44003035046,RI,003,35046,2011,33,1897,12,0,39,2,3,25,1691,23,1608,11,0,28,2,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,468.085188279525,559.1087605179926
44003035047,RI,003,35047,1081,7,1055,4,0,10,0,2,3,853,4,836,4,0,7,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,236.11866682580415,282.03416482663965
44003035048,RI,003,35048,1143,17,1104,4,9,3,0,0,6,854,6,833,4,5,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,236.39547651727636,282.36480276899204
44003035049,RI,003,35049,1751,12,1727,4,0,5,0,0,3,1359,5,1349,2,0,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,376.1843707107477,449.33696365697915
44003035050,RI,003,35050,819,22,752,11,1,28,0,4,1,648,15,600,8,1,19,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,179.3726800739989,214.2533866443874
44003035051,RI,003,35051,2283,11,2164,22,2,48,1,0,35,1902,8,1822,17,2,35,1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,526.4920331801635,628.8733663543593
44003035052,RI,003,35052,1536,21,1464,5,0,35,0,0,11,1239,14,1190,5,0,21,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,342.9672077340813,409.6604105746852
44003035053,RI,003,35053,2039,46,1871,22,7,76,0,5,12,1700,35,1561,18,5,67,0,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,470.576475502775,562.0845019991646
44003035054,RI,003,35054,423,9,392,5,0,10,0,0,7,298,6,275,5,0,8,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,82.48928805872174,98.53010682103003
44003035055,RI,003,35055,1383,15,1337,10,0,17,0,2,2,1226,11,1190,9,0,13,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,339.3686817449424,405.3621173241034
44003035056,RI,003,35056,892,8,853,5,0,22,0,0,4,713,4,688,4,0,14,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,197.36531001969328,235.74485289729665
44003035057,RI,003,35057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0
44003035058,RI,003,35058,1977,14,1932,8,1,6,0,0,16,1637,11,1609,7,1,4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,453.1374649400251,541.2543116309603
44003037001,RI,003,37001,1513,14,1468,1,2,8,0,6,14,1143,8,1113,1,2,6,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,192.43586926668496,322.4007140895358
44003037002,RI,003,37002,1949,11,1908,3,4,9,0,5,9,1333,7,1308,1,2,7,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,224.42433397418293,375.9931337544631
44003037003,RI,003,37003,1623,10,1571,3,3,11,0,0,25,1165,7,1130,1,2,8,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,196.1397967591321,328.6061521560011
44003038001,RI,003,38001,2669,96,2466,14,10,15,0,16,52,2114,59,1984,11,5,12,0,10,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,467.86378491437534,556.2042790535536
44003038002,RI,003,38002,440,9,419,1,2,3,0,1,5,360,6,345,1,2,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,79.67405987188984,94.71785262974421
44003038003,RI,003,38003,2575,198,2283,15,15,9,0,4,51,1937,113,1758,11,10,9,0,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,428.6907054773629,509.63466817726265
44003038004,RI,003,38004,986,58,873,5,4,19,0,1,26,726,38,649,5,4,15,0,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,160.67602074164452,191.01433613665083
44003038005,RI,003,38005,1498,42,1416,12,2,11,1,1,13,1143,23,1091,10,1,9,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,252.96514009325026,300.7291820994379
44003038006,RI,003,38006,1615,55,1502,18,14,9,2,0,15,1180,21,1126,11,8,7,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,261.15386291341673,310.4640725086061
44003038007,RI,003,38007,1824,37,1714,13,5,38,0,3,14,1474,20,1405,12,3,25,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,326.2210118087934,387.81698548956376
44003038008,RI,003,38008,2447,62,2220,39,4,77,0,7,38,1996,42,1835,30,3,63,0,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,441.74839862303367,525.157871802693
44003038009,RI,003,38009,1763,41,1678,8,2,9,1,0,24,1335,21,1284,4,2,8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,295.45797202492486,351.2453701686348
44003038010,RI,003,38010,2569,103,2306,39,15,11,0,8,87,1916,61,1765,23,11,9,0,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,424.0430519848359,504.1094601071942
44003038011,RI,003,38011,699,9,671,3,1,7,0,1,7,562,6,543,2,1,4,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,124.38006013333914,147.86509216087848
44003038012,RI,003,38012,1716,34,1593,19,0,43,0,0,27,1402,21,1315,18,0,31,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,310.2861998344154,368.87341496361495
44003038013,RI,003,38013,1827,53,1667,27,11,23,0,2,44,1404,27,1313,19,7,15,0,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,310.7288335003704,369.3996252560025
44003038014,RI,003,38014,660,4,641,3,0,8,0,0,4,549,4,536,3,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,121.502941304632,144.44472526035992
44003038015,RI,003,38015,1780,24,1662,23,4,39,3,12,13,1514,17,1426,16,4,31,2,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,335.0736851278923,398.3411913373132
44003038016,RI,003,38016,2071,60,1858,44,3,58,0,3,45,1543,35,1410,31,2,42,0,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,341.491873284239,405.97124057693145
44003038017,RI,003,38017,2442,33,2337,23,0,28,0,1,20,1794,20,1729,13,0,18,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,397.0423983615844,472.0106322715587
44005015001,RI,005,15001,2692,19,2614,23,7,11,0,1,17,2057,12,2005,14,4,9,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,556.4785583941606,692.5483576642337
44005015002,RI,005,15002,2930,31,2836,19,2,11,0,3,28,2327,19,2262,14,1,9,0,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,629.5214416058394,783.4516423357663
44005018001,RI,005,18001,3593,31,3522,2,6,8,3,1,20,2813,19,2766,1,6,6,3,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,708,1066
44005019001,RI,005,19001,3228,188,2524,275,15,115,5,10,96,2302,113,1854,187,11,88,5,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,419.8422646292514,573.0279557777621
44005019002,RI,005,19002,944,20,817,55,10,25,0,3,14,749,10,667,42,4,15,0,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,136.60376029857053,186.44567283994084
44005019003,RI,005,19003,2262,57,1985,105,2,51,5,8,49,1713,41,1508,84,2,44,4,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,312.4195479191606,426.4104640518273
44005019004,RI,005,19004,1676,26,1560,42,0,30,0,2,16,1368,18,1283,32,0,22,0,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,249.49792268150128,340.53094852475175
