GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,cd_1990,cd_2000,ndv,nrv
30013002200,30,013,0022,6314,5839,37,113,204,26,0,0,95,5061,4740,27,71,145,23,0,0,55,NA,32800,91533,13040,13050,NA,1,1,1482.669947009841,1286.9387837496845
30013002300,30,013,0023,6281,6004,16,97,45,59,3,0,57,4606,4431,14,57,27,39,2,0,36,NA,32800,91533,13040,13050,NA,1,1,1349.3732021196065,1171.2388930944571
30013010100,30,013,0101,3818,3454,13,57,169,19,1,1,104,2732,2521,7,32,103,11,1,1,56,NA,07150,91554,13040,13050,NA,1,1,800.3663890991673,694.7079148793002
30013010400,30,013,0104,1924,1859,4,14,22,1,0,2,22,1460,1421,2,7,13,1,0,2,14,NA,12775,90525,05880,05910,NA,1,1,427.7214231642695,371.2567919925982
30013010600,30,013,0106,3738,3610,8,45,28,1,2,2,42,2792,2712,4,29,20,1,2,0,24,NA,05275,90231,03420,03450,24990,1,1,817.9439818319455,709.9650433173522
30013010700,30,013,0107,4514,4170,22,56,177,10,5,0,74,3301,3039,20,38,154,7,4,0,39,NA,75775,93423,24300,24330,NA,1,1,967.0605601816806,839.3963495668265
30015010100,30,015,0101,2892,2817,0,14,30,3,6,0,22,2148,2100,0,8,24,2,3,0,11,3205,06250,90294,03760,03750,15020,1,1,699.65450694281,938.7705342433513
30015010200,30,015,0102,2221,2173,2,10,9,9,0,5,13,1684,1656,2,4,6,3,0,3,10,NA,28000,91197,11240,11260,04680,1,1,548.5187102847729,735.9821134384562
30015940100,30,015,9401,851,16,0,16,816,0,0,0,3,413,14,0,6,391,0,0,0,2,3205,08162,90294,22750,03750,NA,1,1,134.52388797364085,180.499176276771
30015940200,30,015,9402,6,3,0,0,3,0,0,0,0,4,2,0,0,2,0,0,0,0,3205,65537,90294,22750,03750,NA,1,1,1.3028947987761825,1.7481760414215108
30017961300,30,017,9613,1855,1817,0,14,9,2,2,1,10,1389,1360,0,13,6,1,2,1,6,NA,38950,92352,15640,07930,25950,1,1,448.2487153134635,437.1455978074683
30017961500,30,017,9615,1866,1772,0,58,18,4,0,0,14,1381,1320,0,36,13,3,0,0,9,NA,49525,92310,18410,07930,NA,1,1,445.66700924974305,434.6278405846751
30017961600,30,017,9616,2111,2016,6,23,39,8,1,0,18,1586,1528,6,13,23,6,1,0,9,NA,49525,92310,18410,07930,NA,1,1,511.8232271325797,499.14536941875076
30017961800,30,017,9618,1543,1509,3,6,13,0,0,0,12,1119,1097,1,5,10,0,0,0,6,NA,49525,92310,18410,07930,NA,1,1,361.1161356628983,352.17129153819803
30017961900,30,017,9619,2027,1938,1,35,22,11,0,0,20,1514,1458,0,19,14,9,0,0,14,NA,49525,92310,18410,07930,NA,1,1,488.58787255909556,476.48555441361196
30017962000,30,017,9620,2294,2176,1,41,45,4,2,0,25,1768,1703,0,23,22,4,1,0,15,NA,49525,92310,18410,07930,NA,1,1,570.5570400822199,556.4243462372958
30019020100,30,019,0201,1936,1852,0,32,19,5,2,2,24,1507,1467,0,14,12,4,2,0,8,4345,66925,90798,NA,NA,23670,1,1,597.6199872692553,750.142584341184
30019940200,30,019,9402,41,39,0,0,2,0,0,0,0,32,32,0,0,0,0,0,0,0,1250,NA,91218,21240,21270,11040,1,1,12.690006365372373,15.928707829408019
30019940300,30,019,9403,31,31,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,1250,NA,91218,28590,28620,23670,1,1,9.120942075111394,11.448758752387015
30019940500,30,019,9405,9,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,1250,NA,91218,17340,11460,20220,1,1,3.56906429026098,4.479949077021006
30021000100,30,021,0001,1509,1485,0,7,9,1,0,0,7,1124,1110,0,6,2,1,0,0,5,NA,62275,90840,22370,08340,28020,1,1,401.1403130834411,410.1800947867299
30021000200,30,021,0002,2671,2609,5,21,15,6,1,0,14,1974,1937,1,12,10,5,1,0,8,NA,79086,91491,12510,08340,NA,1,1,704.4937526928048,720.3696682464455
30021000300,30,021,0003,4879,4692,18,53,84,5,0,0,27,3865,3724,16,36,66,4,0,0,19,NA,31450,91491,12510,08340,NA,1,1,1379.365934223754,1410.4502369668246
30023000100,30,023,0001,1339,1263,2,14,38,6,0,0,16,1084,1035,2,12,28,0,0,0,7,NA,01675,90882,02010,02030,12840,1,1,525.7288553803976,183.8119259766964
30023000200,30,023,0002,1623,1524,3,28,47,2,0,1,18,1250,1171,3,24,39,2,0,1,10,NA,01675,90063,02010,02030,12840,1,1,606.2371487320082,211.96024674434545
30023000300,30,023,0003,3028,2822,5,65,57,13,1,0,65,2310,2185,4,37,37,7,1,0,39,NA,01675,90063,02010,02030,NA,1,1,1120.3262508567511,391.7025359835504
30023000400,30,023,0004,3427,3305,6,48,13,11,0,0,44,2651,2576,6,26,12,7,0,0,24,NA,01675,90063,02010,02030,NA,1,1,1285.707745030843,449.5252912954078
30025000100,30,025,0001,2837,2790,4,11,9,9,1,0,13,2113,2087,2,7,6,6,1,0,4,NA,03475,90168,09670,05610,02730,1,1,785,892
30027030100,30,027,0301,5170,5043,0,44,40,2,0,3,38,3844,3764,0,24,32,2,0,3,19,4345,51550,92037,18870,10530,28380,1,1,1132.1252507243146,1518.9240026743926
30027030200,30,027,0302,6723,6453,10,52,98,19,0,2,89,5130,4953,1,31,74,11,0,2,58,NA,43375,92037,16490,10530,NA,1,1,1510.8747492756852,2027.0759973256072
30029000100,30,029,0001,3193,3002,0,45,70,16,0,4,56,2401,2263,0,27,54,15,0,3,39,NA,38125,93171,07110,07140,NA,1,1,505.1828609741955,578.3214699913019
30029000200,30,029,0002,9946,9448,14,144,132,40,3,13,152,7103,6809,7,76,88,26,3,7,87,NA,16600,90672,07110,07140,NA,1,1,1494.5080639315743,1710.8777181791822
30029000300,30,029,0003,3870,3687,2,74,48,14,6,0,39,2953,2842,2,39,30,11,6,0,23,NA,79825,93801,27740,27790,NA,1,1,621.326525804581,711.2800086981734
30029000400,30,029,0004,7341,7023,10,99,68,53,4,8,76,5559,5348,2,65,51,37,3,6,47,NA,79825,93801,27740,27790,NA,1,1,1169.6424507103509,1338.9791968686577
30029000500,30,029,0005,5789,5544,3,66,40,14,6,8,108,4156,4007,1,34,35,9,6,4,60,1110,53725,91932,17700,15420,16530,1,1,874.443969266454,1001.0429109886924
30029000600,30,029,0006,6139,5932,7,50,53,24,2,0,71,4376,4258,4,31,36,16,2,0,29,NA,25075,91890,15450,15420,NA,1,1,920.7331110466803,1054.0336329370832
30029000700,30,029,0007,4974,4684,11,85,90,15,3,9,77,3592,3393,5,53,68,14,3,7,49,NA,25075,91890,10920,15420,NA,1,1,755.775442157147,865.193969266454
30029000800,30,029,0008,5091,4841,8,64,40,33,2,4,99,3761,3606,5,44,29,20,2,3,52,NA,40075,91890,15450,15420,NA,1,1,791.3339192519571,905.9004783995362
30029000900,30,029,0009,5371,5175,11,59,50,17,1,4,54,4169,4034,4,41,37,13,1,3,36,NA,40075,91890,15450,15420,NA,1,1,877.1792367352857,1004.1741809220065
30029001000,30,029,0010,1877,1760,7,37,29,19,0,1,24,1554,1464,6,31,24,14,0,0,15,NA,40075,91890,15450,15420,NA,1,1,326.96966512032475,374.30719048999714
30029001100,30,029,0011,5225,4941,18,92,77,25,1,3,68,3896,3710,5,58,59,18,1,2,43,NA,40075,91890,15450,15420,NA,1,1,819.7386198898231,938.4175123224122
30029001200,30,029,0012,5449,5172,5,93,53,33,3,1,89,3893,3724,4,50,39,22,0,0,54,NA,40075,91890,15450,15420,NA,1,1,819.1074043200927,937.6949115685705
30029001300,30,029,0013,6260,6041,11,90,37,23,3,1,54,4759,4625,8,52,30,10,3,1,30,NA,05875,90735,03820,03840,NA,1,1,1001.3182987822557,1146.2856625108727
30029001400,30,029,0014,3929,3784,1,63,23,14,3,4,37,3001,2898,1,42,15,11,3,3,28,NA,41950,92163,00002,15420,NA,1,1,631.4259749202668,722.8416207596405
30029940100,30,029,9401,17,12,0,0,5,0,0,0,0,11,7,0,0,4,0,0,0,0,1110,53725,91118,15570,15420,NA,1,1,2.3144570890113076,2.649536097419542
30031000100,30,031,0001,10755,10372,13,148,82,33,7,2,98,7756,7536,7,82,56,19,3,0,53,NA,04975,90189,03290,03330,04980,1,1,1569.3490341360148,1801.269648055041
30031000200,30,031,0002,4163,4018,5,50,22,13,3,1,51,2989,2893,1,32,18,11,2,1,31,NA,28862,90189,03290,03330,NA,1,1,604.7942577401428,694.1716062450383
30031000300,30,031,0003,2848,2724,4,52,26,8,3,2,29,2035,1963,2,24,19,6,3,2,16,NA,73975,93528,26160,26190,04980,1,1,411.7618984614221,472.61265262919136
30031000400,30,031,0004,4185,4074,0,45,18,15,1,1,31,3019,2956,0,21,12,7,1,1,21,NA,47575,92226,17610,17640,13530,1,1,610.8644577174612,701.1388689373606
30031000500,30,031,0005,10235,9857,26,146,48,52,4,7,95,7637,7386,19,91,36,34,3,5,63,NA,08950,90420,04560,04590,NA,1,1,1545.270574225986,1773.6328393754964
30031000600,30,031,0006,1893,1768,6,36,29,8,3,1,42,1602,1516,5,29,18,6,3,1,24,NA,08950,90420,04560,04590,NA,1,1,324.1486787887952,372.0518277700072
30031000700,30,031,0007,7920,7534,21,110,93,62,4,9,87,6453,6192,20,68,62,46,4,6,55,NA,08950,90420,04560,04590,NA,1,1,1305.7000151211582,1498.6582051185121
30031000800,30,031,0008,2608,2477,4,50,14,27,3,7,26,2263,2157,4,37,12,27,3,3,20,NA,08950,90420,04560,04590,NA,1,1,457.8954182890409,525.5638490908403
30031000900,30,031,0009,3389,3196,6,55,37,46,0,2,47,3084,2920,6,51,31,43,0,2,31,NA,08950,90420,04560,04590,NA,1,1,624.0165576683173,716.2346047707255
30031001000,30,031,0010,6810,6564,10,86,29,69,2,2,48,5309,5141,10,52,24,44,2,0,36,NA,08950,90420,04560,04590,NA,1,1,1074.2230559860884,1232.9732544512908
30031001100,30,031,0011,6415,5777,41,116,139,232,6,2,102,5670,5156,35,95,98,195,6,2,83,NA,08950,90420,04560,04590,NA,1,1,1147.2677957131516,1316.8126488489017
30031001200,30,031,0012,3723,3613,6,35,19,15,2,1,32,2783,2713,4,23,12,8,1,1,21,NA,28862,91344,11790,04590,13530,1,1,563.1122178958908,646.3297357577591
30031001300,30,031,0013,2854,2665,6,118,14,19,1,5,26,2306,2185,5,69,12,11,1,3,20,NA,06325,93780,19770,04590,27630,1,1,466.5960382565304,535.5502589498356
30031001400,30,031,0014,33,33,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,NA,79525,93780,19770,04590,99997,1,1,162.97560975609755,201.02439024390245
30033000100,30,033,0001,1279,1264,1,5,5,1,0,0,3,966,958,0,2,3,1,0,0,2,NA,39925,93192,15340,11880,25950,1,1,301,559
30035940100,30,035,9401,3648,1011,3,41,2510,0,0,3,80,2361,751,2,21,1530,0,0,3,54,0305,22985,90336,05140,05190,NA,1,1,668.8998028528355,458.34558738258147
30035940200,30,035,9402,5050,223,4,83,4634,1,3,0,102,3096,185,3,33,2816,1,1,0,57,0305,10375,90336,05140,05190,NA,1,1,877.134176040821,601.0325872666125
30035940300,30,035,9403,511,36,0,5,466,0,0,0,4,297,21,0,3,269,0,0,0,4,0305,35350,90336,05140,05190,NA,1,1,84.14368549228807,57.65719587150644
30035976000,30,035,9760,3996,3366,4,30,464,7,4,0,121,2837,2459,3,13,297,7,1,0,57,0305,18775,90777,00003,08190,25320,1,1,803.756349298388,550.7524063550968
30035976300,30,035,9763,42,39,0,0,1,0,0,0,2,32,31,0,0,1,0,0,0,0,0305,22985,91460,09510,05190,NA,1,1,9.0659863156674,6.212223124202714
30037000100,30,037,0001,1042,1020,0,13,6,1,0,0,2,754,741,0,4,6,1,0,0,2,NA,64975,92016,23040,23070,16290,1,1,251,315
30039991700,30,039,9917,2830,2696,0,36,36,4,1,6,51,2144,2068,0,20,26,4,1,3,22,NA,57175,92625,09180,09210,12840,1,1,568,722
30041040100,30,041,0401,1533,1507,1,5,9,0,0,0,11,1126,1105,1,5,8,0,0,0,7,3205,30700,91428,15820,15850,23230,1,1,427.02557245529,324.1743272605716
30041040200,30,041,0402,1910,1820,1,14,35,2,0,0,38,1334,1281,1,9,22,2,0,0,19,3205,35912,93906,13560,13590,23230,1,1,505.90773859267927,384.05732909911416
30041040300,30,041,0403,4245,3435,6,61,600,13,1,2,127,3165,2686,2,37,357,12,1,0,70,NA,35050,91701,13560,13590,NA,1,1,1200.2983453117165,911.2004847066689
30041040400,30,041,0404,4610,4092,4,73,308,23,0,2,108,3418,3114,3,26,201,20,0,1,53,NA,35050,91701,13560,13590,NA,1,1,1296.2463646999834,984.0389436737423
30041040500,30,041,0405,2422,2234,2,26,87,16,0,0,57,1790,1681,1,16,56,12,0,0,24,NA,35050,91701,13560,13590,NA,1,1,678.8417182015711,515.3392946682267
30041940100,30,041,9401,369,63,0,7,296,0,0,0,3,229,53,0,3,173,0,0,0,0,3205,08725,92814,04440,04500,NA,1,1,86.84623098779876,65.92888183185693
30041940200,30,041,9402,1584,40,1,22,1501,2,1,0,17,904,31,1,12,844,2,0,0,14,3205,00587,92814,22750,28911,NA,1,1,342.83402975096107,260.2607387598195
30043982201,30,043,982201,3141,3038,3,41,17,8,1,3,30,2217,2155,1,20,14,8,1,3,15,NA,51175,90399,18780,15120,NA,1,1,561.3587091435663,549.7401737691353
30043982202,30,043,982202,3750,3517,7,58,63,22,4,0,79,2711,2582,3,34,39,8,1,0,44,NA,08575,90399,04380,15120,04980,1,1,686.4426975589573,672.2352778927044
30043982300,30,043,9823,3158,3009,3,50,39,12,1,1,43,2323,2241,0,31,23,5,1,1,21,NA,79900,93822,27810,27840,04980,1,1,588.1985932974762,576.0245483381603
30045000100,30,045,0001,2329,2286,1,13,8,1,0,0,20,1705,1680,0,8,6,1,0,0,10,NA,70675,91785,12270,12300,14430,1,1,723,793
30047000100,30,047,0001,1316,1260,1,16,16,2,2,0,19,1056,1016,0,12,9,2,2,0,15,1110,NA,90252,15930,03840,NA,1,1,248.94949388996696,253.82325483820213
30047000200,30,047,0002,1730,1647,9,38,17,3,0,0,16,1376,1322,6,20,12,3,0,0,13,1110,64075,90252,15900,21090,NA,1,1,324.3887344626842,330.7393926679604
30047940100,30,047,9401,426,369,1,3,46,1,0,0,6,284,251,0,3,27,0,0,0,3,1110,53725,91123,21060,21090,NA,1,1,66.95232600828656,68.26307232391042
30047940200,30,047,9402,1043,768,0,9,252,1,0,4,9,828,642,0,5,167,1,0,4,9,1110,19525,91123,21060,21090,NA,1,1,195.19903498190592,199.0205066344994
30047940300,30,047,9403,8485,6669,5,185,1230,37,3,12,344,6302,5178,4,97,788,23,3,9,200,1110,58750,91123,21060,21090,NA,1,1,1485.6815440289506,1514.767189384801
30047940400,30,047,9404,3459,1926,5,99,1227,9,1,8,184,2273,1394,2,44,717,7,1,8,100,1110,56350,91123,22790,22800,NA,1,1,535.8543556930823,546.3449415220014
30047940500,30,047,9405,4652,2719,2,159,1587,5,1,8,171,3226,2008,2,86,1017,4,1,8,100,1110,64150,91123,22790,22800,06110,1,1,760.5218440237059,775.41081449625
30047940600,30,047,9406,3625,2300,7,95,1140,4,2,8,69,2477,1688,5,47,683,2,0,5,47,1110,65275,91123,06112,06115,06110,1,1,583.9468715581896,595.3789793884723
30047940700,30,047,9407,1771,1046,0,64,581,7,0,1,72,1245,805,0,28,368,3,0,1,40,1110,02425,91123,02220,02250,06110,1,1,293.50579535322805,299.25184874390305
30049000100,30,049,0001,2203,2106,0,20,30,1,0,0,46,1671,1605,0,15,26,1,0,0,24,NA,43675,90105,02430,02450,16810,1,1,492.938549507817,416.6211638679792
30049000200,30,049,0002,3060,2907,4,46,65,16,1,0,21,2247,2139,2,32,50,9,1,0,14,NA,35631,92100,26490,13830,16810,1,1,662.856325998842,560.2320497973365
30049000300,30,049,0003,2119,2023,1,35,35,4,0,0,21,1662,1591,1,23,28,3,0,0,16,NA,35628,93990,28550,13830,04980,1,1,490.28358425014477,414.37724377533294
30049000400,30,049,0004,5584,5275,4,97,116,15,2,3,72,3966,3775,3,50,82,10,0,3,43,NA,35600,91722,00005,13830,NA,1,1,1169.9546902142445,988.8207874927621
30049000500,30,049,0005,7883,7515,14,98,137,21,1,6,91,5696,5476,4,45,93,21,1,2,54,NA,35600,91722,00005,13830,NA,1,1,1680.2980119668016,1420.1520941903107
30049000600,30,049,0006,2135,2054,1,18,28,6,2,0,26,1551,1508,0,9,18,1,2,0,13,NA,35637,91722,15480,13830,NA,1,1,457.5390127388535,386.70222929936307
30049000700,30,049,0007,6617,6206,11,127,101,61,5,0,106,4885,4635,5,72,64,52,4,0,53,NA,35600,91722,00005,13830,NA,1,1,1441.0561426365566,1217.9499613974137
30049000800,30,049,0008,4250,3964,17,66,80,58,0,1,64,3608,3387,15,45,65,52,0,1,43,NA,35600,91722,00005,13830,NA,1,1,1064.3460721868364,899.5626326963906
30049000900,30,049,0009,3833,3504,7,78,133,30,11,2,68,2942,2741,7,46,78,24,6,2,38,NA,35600,91722,00005,13830,NA,1,1,867.878643119089,733.5125458405713
30049001000,30,049,0010,4033,3847,7,59,50,20,2,2,46,3176,3059,6,38,33,14,1,2,23,NA,35600,91722,00005,13830,NA,1,1,936.9077398185678,791.8544682493728
30049001100,30,049,0011,4737,4535,11,47,63,23,1,2,55,3681,3547,7,31,46,19,1,2,28,NA,35600,91722,00005,13830,NA,1,1,1085.880790387956,917.7633178922988
30049001200,30,049,0012,9262,8635,27,152,240,27,1,0,180,6363,6011,10,83,146,21,1,0,91,NA,35634,91722,09560,13830,04980,1,1,1877.0604371742907,1586.4515055008685
30051050100,30,051,0501,2158,2138,0,4,2,7,0,1,6,1601,1588,0,1,2,6,0,1,3,4345,14200,90567,06190,06210,15020,1,1,474,726
30053000100,30,053,0001,3468,3282,1,46,54,5,1,6,73,2576,2460,0,27,37,4,1,3,44,NA,43450,92058,10080,16770,16530,1,1,704.5767507998578,577.6540348382509
30053000200,30,053,0002,2624,2484,4,33,36,16,0,6,45,1986,1903,1,25,20,11,0,3,23,NA,43450,92058,NA,NA,16530,1,1,543.202417348027,445.3497333807323
30053000300,30,053,0003,4069,3868,2,68,37,14,0,5,75,3045,2920,2,33,27,14,0,4,45,NA,43450,92058,10080,26580,16530,1,1,832.8556701030928,682.8247422680413
30053000400,30,053,0004,5383,5159,4,81,60,13,5,0,61,3992,3839,2,48,50,12,2,0,39,NA,24850,91071,10080,16770,16530,1,1,1091.8751510842517,895.1843583362958
30053000500,30,053,0005,3293,3124,8,43,32,11,0,3,72,2466,2362,2,25,22,7,0,2,46,NA,75025,93612,26550,26580,NA,1,1,674.4900106647707,552.9871311766797
30055954000,30,055,9540,1977,1903,6,19,20,6,0,0,23,1486,1456,2,8,10,4,0,0,6,4345,14950,90630,06790,06810,25950,1,1,689,744
30057000100,30,057,0001,2415,2335,1,43,6,7,0,1,22,1935,1884,1,30,5,4,0,1,10,NA,24475,92184,11790,04590,09930,1,1,400.1174020071956,680.0530202613141
30057000200,30,057,0002,2530,2419,1,61,12,8,0,4,25,1849,1790,0,35,6,3,0,2,13,NA,75475,91680,05550,27840,13530,1,1,382.33440636243137,649.8284415830335
30057000300,30,057,0003,1906,1821,1,26,18,2,0,0,38,1497,1440,0,16,17,2,0,0,22,NA,67600,93717,17460,24180,09930,1,1,309.5481916303731,526.1185381556523
30059000100,30,059,0001,1932,1870,0,29,18,3,0,0,12,1449,1409,0,17,14,2,0,0,7,NA,80050,93843,28750,28770,04980,1,1,439,583
30061994500,30,061,9945,1923,1802,7,19,37,5,1,1,51,1466,1391,3,12,23,3,1,1,32,NA,63042,90042,28650,18540,01860,1,1,448.96872875594835,304.95989123045547
30061994600,30,061,9946,1961,1835,1,42,32,14,0,0,37,1476,1397,1,24,19,8,0,0,27,NA,72625,93759,20820,20850,24930,1,1,452.03127124405165,307.04010876954453
30063000100,30,063,0001,5443,5181,7,67,74,41,1,10,62,4354,4155,6,50,53,30,1,9,50,NA,50200,92331,18570,18540,NA,1,1,1171.693604926575,902.739744197063
30063000201,30,063,000201,6285,5622,29,143,266,53,9,11,152,4995,4558,20,97,172,37,6,10,95,NA,50200,92331,18570,18540,NA,1,1,1344.1914461663396,1035.6419435609394
30063000202,30,063,000202,6215,5813,6,75,104,100,4,14,99,4378,4163,5,39,62,51,2,5,51,NA,50200,92331,13860,18540,NA,1,1,1178.1521824456927,907.715801583542
