GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
08001008505,08,001,008505,7169,5234,60,1601,41,121,6,8,98,5216,3986,39,999,33,94,6,5,54,NA,NA,NA,NA,NA,NA,NA,5,2,851.9703751236598,688.8840833132804
08001008506,08,001,008506,4504,3158,74,1008,21,146,3,9,85,3397,2501,58,653,16,107,3,7,52,NA,NA,NA,NA,NA,NA,NA,5,2,554.8587738295768,448.6463249645732
08001008507,08,001,008507,6511,4864,68,1275,53,132,5,1,113,4613,3534,43,844,35,86,3,0,68,NA,NA,NA,NA,NA,NA,NA,5,2,753.4776342878532,609.2450683136815
08001008508,08,001,008508,4750,3695,37,777,38,126,1,5,71,3364,2689,28,489,30,83,0,2,43,NA,NA,NA,NA,NA,NA,NA,5,2,549.4686238335873,444.28797090986876
08001008512,08,001,008512,2194,1595,14,509,19,32,1,0,24,1585,1199,7,326,13,28,1,0,11,NA,NA,NA,NA,NA,NA,NA,2,7,240.15480959174715,194.1459750877963
08001008515,08,001,008515,6442,5231,53,600,24,419,1,8,106,4381,3631,34,347,16,301,1,2,49,NA,NA,NA,NA,NA,NA,NA,5,2,715.5832464372611,578.6045185957595
08001008516,08,001,008516,6621,5446,20,755,49,226,0,2,123,4418,3749,14,432,29,140,0,1,53,NA,NA,NA,NA,NA,NA,NA,5,2,721.6267479479159,583.4911579904281
08001008520,08,001,008520,2536,2253,19,210,6,24,2,1,21,1836,1656,13,129,6,15,2,0,15,NA,NA,NA,NA,NA,NA,NA,2,2,278.1856343283582,224.89085820895522
08001008521,08,001,008521,1501,1355,10,116,1,10,0,0,9,1100,1001,8,78,1,8,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,7,166.6689530289728,134.73853160667252
08001008522,08,001,008522,5067,3849,33,1066,29,35,2,2,51,3710,2947,29,655,21,24,2,2,30,NA,NA,NA,NA,NA,NA,NA,2,7,562.1289233977172,454.43632023705004
08001008523,08,001,008523,3888,3118,38,603,18,54,0,6,51,2854,2353,27,377,16,40,0,5,36,NA,NA,NA,NA,NA,NA,NA,2,7,432.4301744951712,349.5852447322212
08001008524,08,001,008524,5877,4627,50,914,26,174,4,5,77,3876,3130,32,543,18,119,3,0,31,NA,NA,NA,NA,NA,NA,NA,5,2,633.0976177107564,511.9084944252827
08001008525,08,001,008525,6093,5100,82,661,20,134,4,5,87,4154,3554,52,399,13,91,2,2,41,NA,NA,NA,NA,NA,NA,NA,5,2,678.5055479800005,548.6243255527927
08001008526,08,001,008526,6230,5111,63,601,39,312,1,6,97,4343,3636,53,389,27,195,1,2,40,NA,NA,NA,NA,NA,NA,NA,2,2,709.3764070479399,573.5858078660999
08001008527,08,001,008527,4950,4113,53,522,37,153,2,4,66,3388,2863,33,319,22,106,2,4,39,NA,NA,NA,NA,NA,NA,NA,2,2,553.3887329215796,447.45768294965376
08001008528,08,001,008528,5127,4074,103,593,32,209,2,6,108,3876,3153,77,400,25,149,1,2,69,NA,NA,NA,NA,NA,NA,NA,5,2,633.0976177107564,511.9084944252827
08001008529,08,001,008529,3606,2892,70,472,18,70,1,12,71,2802,2301,51,324,13,55,1,8,49,NA,NA,NA,NA,NA,NA,NA,5,2,457.67273602310104,370.06388064490255
08001008530,08,001,008530,9505,7372,105,1616,49,193,6,3,161,6407,5130,75,952,37,135,4,3,71,NA,NA,NA,NA,NA,NA,NA,2,2,1046.5057886152777,846.1810432876126
08001008531,08,001,008531,6046,4785,52,901,33,168,8,8,91,4215,3421,40,565,24,116,4,6,39,NA,NA,NA,NA,NA,NA,NA,2,7,688.4691585786476,556.6806769872463
08001008533,08,001,008533,2575,1928,33,454,11,94,1,0,54,1947,1527,29,277,6,76,1,0,31,NA,NA,NA,NA,NA,NA,NA,5,2,318.01884976337533,257.1428892275608
08001008534,08,001,008534,4597,3493,36,832,17,135,3,11,70,3067,2388,27,502,11,99,2,7,31,NA,NA,NA,NA,NA,NA,NA,5,2,500.9572738696826,405.0627844175289
08001008603,08,001,008603,2262,621,4,1600,13,3,2,0,19,1620,478,1,1118,7,3,2,0,11,NA,NA,NA,NA,NA,NA,NA,2,7,245.45791264266902,198.43311018437225
08001008604,08,001,008604,3937,2083,119,1626,28,38,4,0,39,2921,1597,115,1125,25,27,4,0,28,NA,NA,NA,NA,NA,NA,NA,2,7,442.5818289069359,357.7920462028095
08001008605,08,001,008605,3525,2438,9,927,21,81,1,1,47,2551,1823,9,609,16,65,0,1,28,NA,NA,NA,NA,NA,NA,NA,2,7,386.52045379719056,312.47090375329236
08001008606,08,001,008606,5465,2718,24,2599,27,48,0,3,46,3750,2034,19,1603,20,44,0,3,27,NA,NA,NA,NA,NA,NA,NA,2,7,568.1896125987709,459.3359032045654
08001008701,08,001,008701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,7,0,0
08001008703,08,001,008703,6497,2531,179,3609,49,35,0,5,89,4331,1921,104,2195,32,28,0,2,49,NA,NA,NA,NA,NA,NA,NA,4,7,656.2211232440737,530.5023458077261
08001008705,08,001,008705,4640,2192,59,2236,30,29,4,5,85,3346,1768,47,1427,23,23,2,3,53,NA,NA,NA,NA,NA,NA,NA,4,7,506.97665166812993,409.85011523266024
08001008706,08,001,008706,5384,2108,57,3051,48,27,1,6,86,3784,1650,35,1993,33,21,1,5,46,NA,NA,NA,NA,NA,NA,NA,4,7,573.3411984196664,463.50054872695347
08001008801,08,001,008801,4807,2104,79,2488,45,24,0,0,67,3296,1618,47,1540,31,22,0,0,38,NA,NA,NA,NA,NA,NA,NA,2,7,499.400790166813,403.725636523266
08001008802,08,001,008802,3706,1920,49,1591,51,31,2,0,62,2659,1500,41,1006,39,25,2,0,46,NA,NA,NA,NA,NA,NA,NA,2,7,402.88431464003514,325.69977776558386
08001008901,08,001,008901,2418,996,48,1309,18,17,0,0,30,1704,799,24,838,13,14,0,0,16,NA,NA,NA,NA,NA,NA,NA,4,7,258.1853599648815,208.72223441615452
08001008952,08,001,008952,495,258,13,199,2,7,1,0,15,386,219,11,135,2,6,1,0,12,NA,NA,NA,NA,NA,NA,NA,4,7,58.48565079016681,47.28097563652326
08001009001,08,001,009001,4520,2404,90,1852,34,43,6,5,86,3037,1804,41,1083,22,32,6,1,48,NA,NA,NA,NA,NA,NA,NA,2,2,496.0571375096923,401.1006443677977
08001009002,08,001,009002,7379,4060,124,2890,62,105,2,9,127,5266,3115,82,1865,45,83,1,5,70,NA,NA,NA,NA,NA,NA,NA,2,2,860.1372690569772,695.4876500628326
08001009003,08,001,009003,2026,1497,21,432,18,12,3,4,39,1620,1266,20,284,15,9,2,4,20,NA,NA,NA,NA,NA,NA,NA,5,7,264.6073634394802,213.9555626854897
08001009101,08,001,009101,3989,2440,43,1391,35,22,6,1,51,2801,1832,27,864,24,19,6,1,28,NA,NA,NA,NA,NA,NA,NA,2,2,457.50939814443467,369.9318093099115
08001009103,08,001,009103,3149,2357,38,645,29,30,1,0,49,2166,1680,24,392,22,23,1,0,24,NA,NA,NA,NA,NA,NA,NA,2,7,353.78984519130506,286.0665115905992
08001009104,08,001,009104,3958,2687,42,1062,32,53,1,0,81,2722,1931,32,659,26,34,1,0,39,NA,NA,NA,NA,NA,NA,NA,2,2,444.60570572979333,359.49817384561914
08001009202,08,001,009202,4480,2376,42,1925,35,43,1,7,51,3066,1754,21,1201,26,30,1,5,28,NA,NA,NA,NA,NA,NA,NA,2,2,500.7939359910162,404.93071308253786
08001009203,08,001,009203,3681,2359,94,1045,29,65,11,6,72,2909,1953,70,750,25,53,9,4,45,NA,NA,NA,NA,NA,NA,NA,2,2,475.1498890404,384.19551348894413
08001009204,08,001,009204,3327,2218,71,817,15,126,6,2,72,2316,1616,53,508,13,85,3,0,38,NA,NA,NA,NA,NA,NA,NA,2,2,378.2905269912569,305.8772118392556
08001009205,08,001,009205,3859,2563,40,1007,34,131,5,5,74,2632,1830,27,616,19,90,4,3,43,NA,NA,NA,NA,NA,NA,NA,2,2,429.9052966498222,347.61175369642524
08001009304,08,001,009304,5055,3630,94,1032,31,161,6,3,98,3737,2795,59,684,25,108,4,2,60,NA,NA,NA,NA,NA,NA,NA,5,2,610.3936525761343,493.55057886152775
08001009306,08,001,009306,3562,2032,30,1299,17,136,3,4,41,2684,1641,18,880,13,104,3,2,23,NA,NA,NA,NA,NA,NA,NA,5,2,438.3988663404722,354.47946311595945
08001009307,08,001,009307,3776,1962,53,1579,19,98,16,0,49,2713,1507,40,1039,17,73,6,0,31,NA,NA,NA,NA,NA,NA,NA,5,2,443.13566482179624,358.3095318306997
08001009308,08,001,009308,4117,2115,29,1799,31,83,8,3,49,2898,1643,18,1122,25,53,4,1,32,NA,NA,NA,NA,NA,NA,NA,5,2,473.3531723750702,382.7427288040427
08001009309,08,001,009309,3556,1954,51,1114,17,362,3,0,55,2591,1521,39,715,14,264,2,0,36,NA,NA,NA,NA,NA,NA,NA,5,2,423.208443624502,342.1968289617925
08001009310,08,001,009310,5372,2822,73,2095,34,251,1,5,91,3965,2269,49,1384,27,181,1,4,50,NA,NA,NA,NA,NA,NA,NA,5,2,647.6346889120612,523.6628432394855
08001009316,08,001,009316,5960,4195,54,1386,52,144,15,5,109,4122,3051,40,840,45,81,6,3,56,NA,NA,NA,NA,NA,NA,NA,5,2,673.2787358626774,544.3980428330793
08001009318,08,001,009318,4931,2681,153,1731,76,190,4,0,96,3367,2026,94,1003,52,131,4,0,57,NA,NA,NA,NA,NA,NA,NA,5,2,549.9586374695864,444.68418491484186
08001009319,08,001,009319,3298,2234,21,788,30,172,1,1,51,2537,1866,13,487,22,111,1,0,37,NA,NA,NA,NA,NA,NA,NA,5,2,414.3881981765194,335.06497687227613
08001009320,08,001,009320,2524,1638,57,684,34,49,1,0,61,1903,1322,45,434,25,41,1,0,35,NA,NA,NA,NA,NA,NA,NA,5,2,310.8319831020561,251.33175048795485
08001009321,08,001,009321,3747,2766,49,532,17,313,7,1,62,2933,2259,40,365,13,211,4,0,41,NA,NA,NA,NA,NA,NA,NA,5,2,479.0699981283923,387.3652255287292
08001009322,08,001,009322,3726,2821,62,686,21,86,2,1,47,2766,2178,41,438,11,65,2,1,30,NA,NA,NA,NA,NA,NA,NA,5,2,451.7925723911125,365.309312585225
08001009323,08,001,009323,3704,2513,72,853,16,177,7,9,57,2669,1910,40,537,12,128,5,5,32,NA,NA,NA,NA,NA,NA,NA,5,2,435.948798160477,352.4983930910938
08001009324,08,001,009324,6446,4936,104,906,32,338,7,15,108,4963,3943,81,594,24,240,6,9,66,NA,NA,NA,NA,NA,NA,NA,5,2,810.6458918210743,655.4700355605464
08001009325,08,001,009325,4035,3308,60,346,14,222,7,14,64,3312,2780,49,268,10,164,6,7,28,NA,NA,NA,NA,NA,NA,NA,5,2,540.9750541429373,437.4202614903345
08001009401,08,001,009401,5006,3573,55,970,44,257,2,0,105,3679,2781,33,628,27,145,2,0,63,NA,NA,NA,NA,NA,NA,NA,5,2,600.9200556134863,485.89044143204734
08001009406,08,001,009406,4407,3238,52,771,15,237,3,4,87,3407,2616,34,520,12,166,2,2,55,NA,NA,NA,NA,NA,NA,NA,5,2,556.4921526162402,449.9670383144836
08001009407,08,001,009407,5529,3346,73,1582,39,388,1,1,99,3949,2557,46,1027,24,240,1,0,54,NA,NA,NA,NA,NA,NA,NA,5,2,645.0212828533996,521.5497018796289
08001009408,08,001,009408,1568,1325,11,108,3,103,1,0,17,1170,1009,6,66,3,77,1,0,8,NA,NA,NA,NA,NA,NA,NA,5,2,191.10531803962462,154.52346193952033
08001009409,08,001,009409,3656,3013,17,371,7,190,0,5,53,2623,2199,12,252,6,122,0,4,28,NA,NA,NA,NA,NA,NA,NA,5,2,428.4352557418251,346.4231116815058
08001009410,08,001,009410,3483,2961,45,298,9,140,0,0,30,2620,2243,32,212,5,107,0,0,21,NA,NA,NA,NA,NA,NA,NA,5,2,427.945242105826,346.0268976765327
08001009411,08,001,009411,3123,2599,62,276,8,127,2,0,49,2362,2001,46,186,5,92,2,0,30,NA,NA,NA,NA,NA,NA,NA,5,2,385.8040694099088,311.9524932488436
08001009501,08,001,009501,3302,1598,14,1425,11,214,0,2,38,2315,1244,12,901,9,129,0,0,20,NA,NA,NA,NA,NA,NA,NA,5,2,378.12718911259054,305.74514050426455
08001009502,08,001,009502,3732,1905,32,1493,14,229,0,3,56,2802,1603,20,983,9,153,0,1,33,NA,NA,NA,NA,NA,NA,NA,5,7,457.67273602310104,370.06388064490255
08001009553,08,001,009553,3317,1423,14,1730,18,80,7,5,40,2469,1155,12,1194,13,60,7,3,25,NA,NA,NA,NA,NA,NA,NA,4,7,403.28122242720787,326.08412609288524
08001009603,08,001,009603,6042,4303,93,1286,51,137,3,4,165,4480,3365,62,802,36,103,2,3,107,NA,NA,NA,NA,NA,NA,NA,5,2,731.7536964252294,591.6795807598728
08001009604,08,001,009604,4554,2881,51,1226,14,267,0,3,112,3420,2378,29,781,10,143,0,2,77,NA,NA,NA,NA,NA,NA,NA,5,2,558.6155450389027,451.6839656693671
08001009606,08,001,009606,3218,1133,31,1792,17,188,5,0,52,2297,901,20,1233,15,100,3,0,25,NA,NA,NA,NA,NA,NA,NA,5,7,375.18710729659637,303.3678564744258
08001009607,08,001,009607,5030,2590,51,1487,26,772,8,1,95,3727,2089,42,1016,17,503,4,1,55,NA,NA,NA,NA,NA,NA,NA,5,7,608.7602737894708,492.22986551161733
08001009608,08,001,009608,2840,1900,16,667,13,187,0,3,54,2108,1492,11,444,12,126,0,0,23,NA,NA,NA,NA,NA,NA,NA,5,7,344.316248228657,278.4063741611187
08001009750,08,001,009750,6041,3012,34,2796,46,87,4,3,59,4418,2430,24,1829,31,57,4,2,41,NA,NA,NA,NA,NA,NA,NA,5,7,721.6267479479159,583.4911579904281
08003981600,08,003,9816,6810,3844,81,2595,68,80,10,18,114,5259,3208,71,1775,48,59,10,14,74,NA,NA,NA,NA,NA,NA,NA,6,3,1045.7196733345568,925.0782712424298
08003981700,08,003,9817,4097,1263,15,2663,72,11,1,14,58,2802,957,10,1726,50,10,1,7,41,NA,NA,NA,NA,NA,NA,NA,6,3,557.1603964030097,492.88254725637734
08003981800,08,003,9818,2435,1714,2,646,30,8,0,5,30,1705,1243,1,411,17,7,0,3,23,NA,NA,NA,NA,NA,NA,NA,6,3,339.02872086621403,299.916039640301
08003981900,08,003,9819,1624,1268,8,293,16,13,1,1,24,1132,904,6,190,9,8,1,1,13,NA,NA,NA,NA,NA,NA,NA,6,3,225.09120939621948,199.1231418608919
08005004950,08,005,004950,4547,2383,431,1245,21,281,6,12,168,3942,2249,349,924,19,247,6,12,136,NA,NA,NA,NA,NA,NA,NA,4,1,646.8001788083939,726.3853826949462
08005005350,08,005,005350,222,200,9,9,0,2,0,0,2,171,158,6,4,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,4,1,44.48563991022051,23.887849688779877
08005005551,08,005,005551,3373,1639,125,1381,49,107,2,1,69,2320,1269,80,828,34,69,2,0,38,NA,NA,NA,NA,NA,NA,NA,1,1,380.6637277614089,427.50230539124175
08005005552,08,005,005552,2517,1637,40,715,31,57,1,2,34,1972,1379,32,465,25,45,1,2,23,NA,NA,NA,NA,NA,NA,NA,1,1,323.5641685971975,363.3769595825555
08005005553,08,005,005553,3891,2814,93,748,24,139,3,2,68,2859,2201,54,438,20,95,3,2,46,NA,NA,NA,NA,NA,NA,NA,1,1,469.1024127887362,526.8228841006726
08005005611,08,005,005611,4954,4443,44,251,21,105,4,11,75,3798,3496,35,144,14,74,1,4,30,NA,NA,NA,NA,NA,NA,NA,1,6,623.1727750163064,699.8507568430759
08005005612,08,005,005612,3784,3384,40,252,15,39,2,6,46,2720,2462,26,161,10,30,2,4,25,NA,NA,NA,NA,NA,NA,NA,1,6,446.29540496165174,501.20959942421445
08005005613,08,005,005613,6462,6038,59,181,29,83,1,0,71,4721,4447,47,111,22,59,0,0,35,NA,NA,NA,NA,NA,NA,NA,1,6,774.617870155867,869.9303378241606
08005005614,08,005,005614,3404,3098,21,145,20,66,2,3,49,2544,2339,17,98,13,52,2,0,23,NA,NA,NA,NA,NA,NA,NA,1,6,417.4174669935449,468.77839004970645
08005005619,08,005,005619,4763,4218,41,382,22,45,0,0,55,3509,3167,30,230,16,39,0,0,27,NA,NA,NA,NA,NA,NA,NA,1,6,575.7538882391309,646.5972369042531
08005005620,08,005,005620,2247,1947,23,184,15,43,2,2,31,2061,1811,22,151,9,40,2,2,24,NA,NA,NA,NA,NA,NA,NA,1,6,338.1672167742516,379.7768325048919
08005005621,08,005,005621,2783,2624,12,73,8,45,0,0,21,2048,1948,9,48,4,28,0,0,11,NA,NA,NA,NA,NA,NA,NA,1,6,336.0341872652437,377.3813454488203
08005005622,08,005,005622,2146,1955,14,107,6,39,2,0,23,1593,1473,10,72,6,23,1,0,8,NA,NA,NA,NA,NA,NA,NA,1,6,261.3781544499674,293.53929848631384
08005005623,08,005,005623,3809,3495,39,147,11,72,5,4,36,2832,2626,20,107,10,48,2,1,18,NA,NA,NA,NA,NA,NA,NA,1,6,464.6722745777198,521.8476417534469
08005005624,08,005,005624,2324,2160,11,80,15,34,0,0,24,1674,1577,9,45,8,23,0,0,12,NA,NA,NA,NA,NA,NA,NA,1,6,274.66856908301656,308.4650255279908
08005005625,08,005,005625,3191,2863,15,220,14,38,3,0,38,2407,2203,8,141,6,28,1,0,20,NA,NA,NA,NA,NA,NA,NA,3,6,394.93861755246166,443.5336418434133
08005005626,08,005,005626,3231,2931,30,150,16,63,0,1,40,2488,2292,23,105,10,39,0,0,19,NA,NA,NA,NA,NA,NA,NA,1,6,408.2290321855109,458.4593688850903
08005005627,08,005,005627,4586,4385,24,85,8,56,0,4,24,3393,3278,15,45,7,35,0,3,10,NA,NA,NA,NA,NA,NA,NA,1,6,556.7207018510604,625.222121634691
08005005628,08,005,005628,5846,5313,69,292,5,96,4,6,61,4274,3932,49,186,5,63,3,5,31,NA,NA,NA,NA,NA,NA,NA,3,6,701.2744708845955,787.5624367423135
08005005629,08,005,005629,2308,2169,11,63,1,54,1,2,7,1561,1463,6,44,1,41,1,2,3,NA,NA,NA,NA,NA,NA,NA,3,6,256.12762027394797,287.64271496367604
08005005630,08,005,005630,5681,5243,28,200,22,138,0,3,47,4114,3828,20,134,13,100,0,1,18,NA,NA,NA,NA,NA,NA,NA,3,6,675.0218000044982,758.0795191291244
08005005631,08,005,005631,3321,3085,24,106,7,54,0,0,45,2447,2283,20,75,7,42,0,0,20,NA,NA,NA,NA,NA,NA,NA,3,6,401.501785272486,450.90437124671064
08005005632,08,005,005632,3597,3282,12,139,3,96,10,0,55,2445,2231,9,91,2,75,7,0,30,NA,NA,NA,NA,NA,NA,NA,3,6,401.1736268864848,450.53583477654576
08005005633,08,005,005633,3375,3081,25,138,4,65,1,3,58,2408,2210,19,94,4,47,1,2,31,NA,NA,NA,NA,NA,NA,NA,3,6,395.1026967454623,443.7179100784957
08005005634,08,005,005634,3115,2899,34,96,1,50,0,2,33,2642,2481,27,76,1,36,0,0,21,NA,NA,NA,NA,NA,NA,NA,3,6,433.4972279076044,486.8366770877848
08005005700,08,005,0057,2751,2075,23,490,59,46,2,2,54,2079,1636,16,319,37,35,2,2,32,NA,NA,NA,NA,NA,NA,NA,1,1,341.1206422482625,383.0936607363757
08005005800,08,005,0058,2643,2367,18,180,15,22,0,3,38,2178,1989,14,123,13,19,0,2,18,NA,NA,NA,NA,NA,NA,NA,1,1,357.36448235532265,401.33621600953643
08005005951,08,005,005951,4565,3814,77,479,37,80,5,4,69,3935,3368,66,347,30,69,5,3,47,NA,NA,NA,NA,NA,NA,NA,1,1,645.6516244573896,725.0955050493691
08005005952,08,005,005952,3171,2673,69,174,10,155,9,3,78,2692,2305,49,130,8,129,7,2,62,NA,NA,NA,NA,NA,NA,NA,1,1,441.7011875576348,496.0500888419064
08005006000,08,005,0060,3016,2521,32,383,18,18,0,0,44,2377,2022,21,271,16,17,0,0,30,NA,NA,NA,NA,NA,NA,NA,1,1,390.0162417624435,438.0055947909404
08005006100,08,005,0061,2957,2365,52,427,25,28,1,4,55,2370,1958,41,291,17,28,1,1,33,NA,NA,NA,NA,NA,NA,NA,1,1,388.8676874114392,436.7157171453633
08005006200,08,005,0062,3076,2658,24,318,15,23,0,1,37,2373,2098,15,211,13,17,0,1,18,NA,NA,NA,NA,NA,NA,NA,1,1,389.359924990441,437.2685218506106
08005006300,08,005,0063,2823,2471,12,274,22,8,3,0,33,2164,1940,7,169,17,8,2,0,21,NA,NA,NA,NA,NA,NA,NA,1,1,355.0673736533141,398.75646071838236
08005006400,08,005,0064,3069,2241,68,620,39,47,7,0,47,2378,1813,46,418,29,36,5,0,31,NA,NA,NA,NA,NA,NA,NA,1,1,390.18032095544413,438.1898630260228
08005006501,08,005,006501,1161,960,26,124,10,27,0,1,13,980,838,16,86,8,19,0,1,12,NA,NA,NA,NA,NA,NA,NA,1,6,160.79760914059514,180.58287038078316
08005006502,08,005,006502,3399,2944,33,315,21,27,3,0,56,2604,2300,32,202,20,22,3,0,25,NA,NA,NA,NA,NA,NA,NA,1,6,427.2622185735813,479.8344841546524
08005006601,08,005,006601,5521,3919,105,1206,57,128,3,3,100,4203,3166,75,756,42,99,3,2,60,NA,NA,NA,NA,NA,NA,NA,1,6,689.6248481815524,774.4793920514608
08005006603,08,005,006603,3370,3030,19,182,26,52,1,4,56,2541,2340,13,115,14,29,1,2,27,NA,NA,NA,NA,NA,NA,NA,1,6,416.9252294145431,468.22558534445915
08005006604,08,005,006604,3700,3169,42,326,27,53,5,10,68,3002,2641,26,223,17,40,5,4,46,NA,NA,NA,NA,NA,NA,NA,1,6,492.565737387823,553.1732417174602
08005006704,08,005,006704,4083,3885,19,72,1,73,0,5,28,2834,2712,16,44,1,53,0,2,6,NA,NA,NA,NA,NA,NA,NA,1,1,465.00043296372104,522.2161782236117
08005006705,08,005,006705,1875,1772,17,40,8,17,0,0,21,1251,1199,8,23,4,10,0,0,7,NA,NA,NA,NA,NA,NA,NA,1,1,205.2630704437597,230.51956208812217
08005006706,08,005,006706,5230,4825,60,165,5,125,0,0,50,3823,3566,40,104,5,84,0,0,24,NA,NA,NA,NA,NA,NA,NA,3,6,627.2747548413216,704.4574627201367
08005006707,08,005,006707,4863,4357,54,249,14,128,1,9,51,3573,3241,43,158,13,89,1,5,23,NA,NA,NA,NA,NA,NA,NA,3,6,586.2549565911697,658.3904039495288
08005006708,08,005,006708,5357,4762,42,351,8,142,0,6,46,3739,3344,32,232,8,101,0,1,21,NA,NA,NA,NA,NA,NA,NA,3,6,613.4921026292706,688.9789309732124
08005006709,08,005,006709,4813,4494,25,131,6,115,4,1,37,3406,3217,16,79,6,71,2,0,15,NA,NA,NA,NA,NA,NA,NA,3,6,558.8537313600683,627.6176086907627
08005006710,08,005,006710,2178,1909,38,79,9,92,1,2,48,1685,1485,28,61,8,74,1,1,27,NA,NA,NA,NA,NA,NA,NA,1,6,276.47344020602327,310.4919761138976
08005006711,08,005,006711,4215,3837,62,141,5,123,0,2,45,2910,2676,41,87,3,81,0,0,22,NA,NA,NA,NA,NA,NA,NA,3,6,477.47045163176716,536.2205640898766
08005006807,08,005,006807,4430,3793,93,202,8,264,2,3,65,3468,2977,77,155,8,200,2,1,48,NA,NA,NA,NA,NA,NA,NA,1,6,569.0266413261061,639.0422392658735
08005006808,08,005,006808,5776,5175,71,149,6,294,0,8,73,3701,3330,46,87,5,198,0,1,34,NA,NA,NA,NA,NA,NA,NA,3,6,607.2570932952475,681.9767380400801
08005006815,08,005,006815,3889,2776,89,682,24,246,3,6,63,2827,2034,64,504,14,175,2,2,32,NA,NA,NA,NA,NA,NA,NA,3,6,463.85187861271675,520.9263005780347
08005006816,08,005,006816,4535,3547,355,260,15,280,1,1,76,3196,2422,324,190,14,192,1,0,53,NA,NA,NA,NA,NA,NA,NA,3,6,524.3971008299409,588.921279323452
08005006854,08,005,006854,1350,1225,10,55,3,27,0,2,28,981,903,5,30,3,19,0,2,19,NA,NA,NA,NA,NA,NA,NA,1,6,160.96168833359573,180.7671386158656
08005006951,08,005,006951,1199,1051,24,80,7,15,0,2,20,915,826,23,43,3,12,0,0,8,NA,NA,NA,NA,NA,NA,NA,4,1,238.03719601082904,127.8209500890853
08005006952,08,005,006952,1096,994,17,35,1,29,0,0,20,839,774,13,20,1,25,0,0,6,NA,NA,NA,NA,NA,NA,NA,4,1,218.2658004951755,117.20412800518315
08005007003,08,005,007003,4805,3134,446,699,11,388,3,5,119,3596,2465,316,455,11,271,3,4,71,NA,NA,NA,NA,NA,NA,NA,1,7,590.0287780301837,662.6285733564248
08005007007,08,005,007007,4483,2066,800,1135,25,267,27,13,150,3190,1661,503,718,18,194,15,5,76,NA,NA,NA,NA,NA,NA,NA,4,7,523.4126256719372,587.8156699129574
08005007008,08,005,007008,6242,2986,1151,1536,49,271,15,8,226,4387,2337,749,935,32,204,13,4,113,NA,NA,NA,NA,NA,NA,NA,1,7,719.8154196936641,808.3847473066284
