GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
08021974700,08,021,9747,3731,1829,3,1825,28,4,1,5,36,2496,1236,1,1220,13,3,1,2,20,NA,NA,NA,NA,NA,NA,NA,6,3,742.9770215751622,545.0833187160147
08021974800,08,021,9748,4083,1267,6,2765,21,3,1,0,20,2779,892,1,1859,13,2,0,0,12,NA,NA,NA,NA,NA,NA,NA,6,3,827.2168040694614,606.8856340992808
08023982600,08,023,9826,1651,694,7,869,16,34,0,3,28,1198,558,4,581,12,25,0,0,18,NA,NA,NA,NA,NA,NA,NA,6,3,419.10374954495813,167.9031670913724
08023982700,08,023,9827,2012,339,14,1607,23,0,1,2,26,1549,281,12,1217,15,0,1,2,21,NA,NA,NA,NA,NA,NA,NA,6,3,541.8962504550419,217.0968329086276
08025989600,08,025,9896,5518,3671,386,1244,107,45,1,6,58,4479,2982,382,945,87,45,1,4,33,NA,NA,NA,NA,NA,NA,NA,2,4,459,497
08027980100,08,027,9801,3503,3299,12,88,37,10,0,3,54,2715,2579,8,63,27,7,0,1,30,NA,NA,NA,NA,NA,NA,NA,6,3,300,564
08029964600,08,029,9646,4060,3781,2,198,15,6,1,14,43,3036,2865,2,113,10,5,1,10,30,NA,NA,NA,NA,NA,NA,NA,6,3,488.67713258937016,631.806128239077
08029964700,08,029,9647,3788,3411,1,289,24,16,2,0,45,2978,2740,1,176,15,12,2,0,32,NA,NA,NA,NA,NA,NA,NA,6,3,479.3414034424059,619.7360506903726
08029964800,08,029,9648,3021,2288,118,540,38,13,0,0,24,2343,1774,118,396,27,9,0,0,19,NA,NA,NA,NA,NA,NA,NA,6,3,377.1312653678835,487.589512010592
08029964900,08,029,9649,4845,3942,6,837,10,15,0,3,32,3454,2898,2,513,9,9,0,3,20,NA,NA,NA,NA,NA,NA,NA,6,3,555.9587667864573,718.7939285038774
08029965000,08,029,9650,4639,4220,1,320,24,12,0,1,61,3516,3220,0,226,20,10,0,0,40,NA,NA,NA,NA,NA,NA,NA,6,3,565.9383393228674,731.6964251938717
08029965100,08,029,9651,3616,2720,5,799,30,7,0,6,49,2708,2118,3,518,24,7,0,4,34,NA,NA,NA,NA,NA,NA,NA,6,3,435.88197465481375,563.5477586533005
08029965200,08,029,9652,3865,3583,2,188,9,14,4,0,65,3113,2930,2,117,8,8,4,0,44,NA,NA,NA,NA,NA,NA,NA,6,3,501.071117836202,647.8301967089086
08031000101,08,031,000101,3014,1944,43,896,20,43,1,5,62,2472,1725,33,602,16,39,1,5,51,NA,NA,NA,NA,NA,NA,NA,4,1,643.0906541407317,345.32610778166
08031000102,08,031,000102,3414,2039,34,1217,30,29,1,12,52,2726,1775,28,830,18,26,1,9,39,NA,NA,NA,NA,NA,NA,NA,4,1,709.1687391535738,380.8086447462804
08031000201,08,031,000201,4374,1375,40,2805,40,38,3,10,63,3201,1233,28,1838,27,31,1,7,36,NA,NA,NA,NA,NA,NA,NA,4,1,832.7399611264085,447.16378277066894
08031000202,08,031,000202,4485,1105,107,3150,32,27,0,12,52,3132,988,56,2014,23,21,0,6,24,NA,NA,NA,NA,NA,NA,NA,4,1,814.789615197723,437.52482587870514
08031000301,08,031,000301,5477,3255,56,1995,38,29,4,14,86,4381,2862,41,1355,28,26,4,9,56,NA,NA,NA,NA,NA,NA,NA,4,1,1139.7168915010297,612.0039151259921
08031000302,08,031,000302,3660,2438,49,1033,9,60,4,4,63,2958,2086,35,740,6,45,4,3,39,NA,NA,NA,NA,NA,NA,NA,4,1,769.5235254645163,413.21789110766593
08031000303,08,031,000303,4871,3063,44,1605,36,59,0,8,56,4086,2787,39,1129,28,52,0,7,44,NA,NA,NA,NA,NA,NA,NA,4,1,1062.9726589073744,570.7938820371612
08031000401,08,031,000401,3740,1184,37,2400,42,27,0,6,44,2820,1042,30,1660,27,24,0,5,32,NA,NA,NA,NA,NA,NA,NA,4,1,733.6228336071454,393.93997732373833
08031000402,08,031,000402,7012,2396,112,4349,49,39,1,11,55,5410,2232,79,2974,36,36,1,9,43,NA,NA,NA,NA,NA,NA,NA,4,1,1407.4111807853392,755.7500983409307
08031000501,08,031,000501,1943,1220,10,642,13,32,0,3,23,1611,1108,10,436,10,27,0,3,17,NA,NA,NA,NA,NA,NA,NA,4,1,419.1015549436564,225.048689173242
08031000502,08,031,000502,6138,2721,119,2861,80,241,9,8,99,4755,2442,74,1943,52,179,8,7,50,NA,NA,NA,NA,NA,NA,NA,4,1,1237.0129694333248,664.2498553809843
08031000600,08,031,0006,3330,471,31,2750,42,14,0,0,22,2337,403,21,1858,33,10,0,0,12,NA,NA,NA,NA,NA,NA,NA,4,1,607.970412106347,326.46727907999167
08031000701,08,031,000701,4413,1584,45,2633,40,35,12,4,60,3196,1307,27,1745,30,32,6,4,45,NA,NA,NA,NA,NA,NA,NA,4,1,831.4392114214314,446.46530763357015
08031000702,08,031,000702,6412,960,283,4720,83,208,13,9,136,4213,850,168,2869,59,171,9,7,80,NA,NA,NA,NA,NA,NA,NA,4,1,1096.0117014137954,588.5351505194715
08031000800,08,031,0008,1496,151,258,787,28,193,9,0,70,694,83,91,362,12,116,4,0,26,NA,NA,NA,NA,NA,NA,NA,4,1,180.54405905083647,96.94834902931717
08031000902,08,031,000902,5558,1582,40,3774,55,55,1,12,39,3879,1362,26,2377,36,49,1,1,27,NA,NA,NA,NA,NA,NA,NA,4,1,1009.1216211213181,541.8770113612699
08031000903,08,031,000903,6060,1256,37,4592,50,36,3,14,72,4071,1033,24,2902,39,21,3,8,41,NA,NA,NA,NA,NA,NA,NA,4,1,1059.070409792443,568.6984566258649
08031000904,08,031,000904,5610,941,113,4379,53,71,1,3,49,3744,766,72,2792,40,40,1,2,31,NA,NA,NA,NA,NA,NA,NA,4,1,974.0013790869334,523.0181826596016
08031000905,08,031,000905,4387,631,30,3612,38,35,0,6,35,2845,521,17,2233,24,26,0,5,19,NA,NA,NA,NA,NA,NA,NA,4,1,740.1265821320313,397.4323530092325
08031001000,08,031,0010,3980,724,98,2970,54,84,1,5,44,2624,587,60,1848,37,65,0,2,25,NA,NA,NA,NA,NA,NA,NA,4,1,682.6334451720387,366.5597519494643
08031001101,08,031,001101,3330,379,68,2807,38,13,1,1,23,2221,335,48,1792,22,8,1,1,14,NA,NA,NA,NA,NA,NA,NA,4,1,577.7930189508759,310.2626558992989
08031001102,08,031,001102,3341,644,34,2571,29,17,1,14,31,2362,563,25,1700,22,17,1,8,26,NA,NA,NA,NA,NA,NA,NA,4,1,614.4741606312331,329.9596547654858
08031001301,08,031,001301,4879,1332,44,3214,15,229,0,16,29,3453,1152,32,2044,12,185,0,10,18,NA,NA,NA,NA,NA,NA,NA,4,1,898.2977462572599,482.3669296804498
08031001302,08,031,001302,3785,1226,29,2436,22,41,3,3,25,2674,1031,26,1553,15,25,3,1,20,NA,NA,NA,NA,NA,NA,NA,4,1,695.6409422218109,373.5445033204526
08031001401,08,031,001401,5708,1660,109,3535,26,329,3,2,44,4137,1440,84,2313,19,241,2,1,37,NA,NA,NA,NA,NA,NA,NA,4,1,1076.240305898142,577.9183284355694
08031001402,08,031,001402,4053,1369,67,2269,16,252,10,14,56,2846,1126,33,1467,10,170,5,9,26,NA,NA,NA,NA,NA,NA,NA,4,1,740.3867320730269,397.5720480366523
08031001403,08,031,001403,2081,1338,43,616,20,30,1,0,33,1635,1121,36,419,17,19,1,0,22,NA,NA,NA,NA,NA,NA,NA,4,1,425.345153527547,228.40136983131637
08031001500,08,031,0015,3454,586,88,2676,34,23,4,0,43,2331,459,61,1749,24,18,2,0,18,NA,NA,NA,NA,NA,NA,NA,4,1,606.4095124603743,325.62910891547307
08031001600,08,031,0016,3483,1165,355,1820,61,24,0,9,49,2819,1115,288,1293,54,23,0,8,38,NA,NA,NA,NA,NA,NA,NA,4,1,733.3626836661499,393.8002822963186
08031001701,08,031,001701,2225,1672,74,204,10,207,1,5,52,2177,1638,71,201,10,202,1,5,49,NA,NA,NA,NA,NA,NA,NA,4,1,566.3464215470764,304.1160746928292
08031001702,08,031,001702,2005,1475,155,241,16,64,0,14,40,1951,1446,147,231,16,62,0,13,36,NA,NA,NA,NA,NA,NA,NA,4,1,507.55253488210656,272.5449984959622
08031001800,08,031,0018,3532,1551,111,1680,38,85,2,4,61,2909,1498,85,1158,31,76,1,3,57,NA,NA,NA,NA,NA,NA,NA,4,1,756.7761783557397,406.3728347640975
08031001900,08,031,0019,3022,571,363,1759,61,172,1,20,75,1919,466,192,1075,29,108,1,7,41,NA,NA,NA,NA,NA,NA,NA,4,1,499.2277367702524,268.07475761852976
08031002000,08,031,0020,619,462,36,87,5,13,2,0,14,586,446,35,73,5,11,2,0,14,NA,NA,NA,NA,NA,NA,NA,4,1,152.44786542332878,81.8612860679825
08031002100,08,031,0021,5810,2307,169,3117,71,39,3,18,86,4446,2119,134,2029,55,37,2,14,56,NA,NA,NA,NA,NA,NA,NA,4,1,1156.6266376657336,621.0840919082768
08031002300,08,031,0023,5462,1065,2407,1778,21,30,0,9,152,3809,936,1669,1071,13,29,0,7,84,NA,NA,NA,NA,NA,NA,NA,4,1,990.911125251637,532.0983594418863
08031002402,08,031,002402,1642,541,668,337,29,11,1,3,52,1239,496,471,218,12,10,1,2,29,NA,NA,NA,NA,NA,NA,NA,4,1,322.32577689335216,173.08213897308931
08031002403,08,031,002403,3650,699,1209,1606,26,15,2,6,87,2552,638,819,996,21,14,2,5,57,NA,NA,NA,NA,NA,NA,NA,4,1,663.902649420367,356.5017099752412
08031002601,08,031,002601,2472,1586,204,470,34,102,1,6,69,2351,1566,187,397,31,100,1,6,63,NA,NA,NA,NA,NA,NA,NA,4,1,611.6125112802832,328.4230094638684
08031002602,08,031,002602,1599,892,189,436,11,29,0,9,33,1443,868,163,340,10,27,0,9,26,NA,NA,NA,NA,NA,NA,NA,4,1,375.3963648564223,201.57992456672144
08031002701,08,031,002701,4693,3474,258,631,55,134,3,11,127,4531,3412,245,563,52,130,3,9,117,NA,NA,NA,NA,NA,NA,NA,4,1,1178.739382650346,632.9581692389569
08031002702,08,031,002702,5100,4055,223,484,42,180,5,16,95,4929,3957,209,447,38,174,5,15,84,NA,NA,NA,NA,NA,NA,NA,4,1,1282.2790591665316,688.5567901520235
08031002703,08,031,002703,5194,3720,290,849,45,107,10,12,161,4857,3602,255,692,42,103,10,10,143,NA,NA,NA,NA,NA,NA,NA,4,1,1263.54826341486,678.4987481778004
08031002801,08,031,002801,2748,2293,75,258,16,53,3,12,38,2526,2144,68,213,15,42,2,9,33,NA,NA,NA,NA,NA,NA,NA,4,1,657.1387509544854,352.8696392623273
08031002802,08,031,002802,4540,3194,131,972,44,76,7,9,107,4111,2998,111,785,38,71,6,8,94,NA,NA,NA,NA,NA,NA,NA,4,1,1069.4764074322604,574.2862577226554
08031002803,08,031,002803,4172,3555,109,330,24,69,2,5,78,3977,3415,98,298,23,65,2,5,71,NA,NA,NA,NA,NA,NA,NA,4,1,1034.6163153388711,555.5671240484069
08031002901,08,031,002901,2650,2180,42,336,25,24,1,5,37,2335,1955,36,273,18,23,1,5,24,NA,NA,NA,NA,NA,NA,NA,4,1,607.4501122243562,326.1878890251521
08031002902,08,031,002902,3669,3319,27,198,17,59,3,4,42,3213,2932,23,163,16,46,2,3,28,NA,NA,NA,NA,NA,NA,NA,4,1,835.8617604183539,448.84012309970615
08031003001,08,031,003001,5310,4612,62,450,39,54,0,5,88,4444,3958,46,320,30,40,0,5,45,NA,NA,NA,NA,NA,NA,NA,4,1,1156.1063377837424,620.8047018534373
08031003002,08,031,003002,2689,2276,38,258,14,37,2,0,64,2332,2026,28,194,11,33,2,0,38,NA,NA,NA,NA,NA,NA,NA,4,1,606.6696624013699,325.7688039428929
08031003003,08,031,003003,3181,2615,86,221,31,149,4,8,67,2945,2450,73,184,26,145,4,8,55,NA,NA,NA,NA,NA,NA,NA,4,1,766.1415762315755,411.40185575120904
08031003004,08,031,003004,5515,4666,125,336,18,229,6,13,122,4903,4227,87,257,13,217,6,9,87,NA,NA,NA,NA,NA,NA,NA,4,1,1275.5151607006503,684.9247194391096
08031003101,08,031,003101,1596,566,700,244,16,11,3,10,46,1307,526,552,165,10,11,2,9,32,NA,NA,NA,NA,NA,NA,NA,4,1,340.0159728810422,182.58140083763334
08031003102,08,031,003102,2690,1614,543,360,43,44,2,14,70,2432,1546,455,300,31,41,2,10,47,NA,NA,NA,NA,NA,NA,NA,4,1,632.684656500914,339.73830668486943
08031003201,08,031,003201,5240,4110,307,537,68,110,2,10,96,4818,3910,225,446,49,99,2,10,77,NA,NA,NA,NA,NA,NA,NA,4,1,1253.4024157160375,673.0506421084295
08031003202,08,031,003202,3044,2464,201,221,24,59,4,7,64,2865,2335,193,199,15,54,4,7,58,NA,NA,NA,NA,NA,NA,NA,4,1,745.3295809519402,400.2262535576278
08031003203,08,031,003203,2971,2797,12,74,3,52,2,2,29,2332,2222,7,51,2,31,2,2,15,NA,NA,NA,NA,NA,NA,NA,4,1,606.6696624013699,325.7688039428929
08031003300,08,031,0033,2785,2569,31,100,15,41,0,2,27,2263,2100,26,81,9,31,0,2,14,NA,NA,NA,NA,NA,NA,NA,4,1,588.7193164726843,316.1298470509291
08031003401,08,031,003401,2368,2219,9,73,8,28,2,3,26,2132,2013,8,60,7,23,2,2,17,NA,NA,NA,NA,NA,NA,NA,4,1,554.6396742022815,297.82979845893976
08031003402,08,031,003402,4282,3959,21,152,10,68,5,2,65,3595,3360,20,113,8,47,3,1,43,NA,NA,NA,NA,NA,NA,NA,4,1,935.2390378786126,502.2036235740565
08031003500,08,031,0035,6708,664,356,5569,47,14,7,1,50,4293,549,190,3473,35,14,4,0,28,NA,NA,NA,NA,NA,NA,NA,4,1,1116.8236966934307,599.7107527130528
08031003601,08,031,003601,5662,337,1207,4019,34,15,1,1,48,3790,283,843,2595,26,10,1,1,31,NA,NA,NA,NA,NA,NA,NA,4,1,985.9682763727237,529.4441539209108
08031003602,08,031,003602,5172,310,2010,2597,33,107,1,14,100,3330,269,1377,1534,22,69,1,8,50,NA,NA,NA,NA,NA,NA,NA,4,1,866.2993035148205,465.1844413078187
08031003603,08,031,003603,3375,331,2166,732,13,22,3,8,100,2499,296,1645,451,11,21,3,5,67,NA,NA,NA,NA,NA,NA,NA,4,1,650.1147025476087,349.0978735219937
08031003701,08,031,003701,2123,1553,232,213,13,52,3,8,49,1900,1414,211,175,13,44,2,6,35,NA,NA,NA,NA,NA,NA,NA,4,1,494.28488789133905,265.4205520975542
08031003702,08,031,003702,4484,3441,310,479,28,104,4,5,113,4017,3155,281,380,24,88,2,4,83,NA,NA,NA,NA,NA,NA,NA,4,1,1045.022312978689,561.1549251451975
08031003703,08,031,003703,3055,2158,351,373,36,67,1,3,66,2638,1945,288,269,24,62,1,2,47,NA,NA,NA,NA,NA,NA,NA,4,1,686.2755443459749,368.515482333341
08031003800,08,031,0038,5028,4548,55,199,19,119,4,4,80,4710,4277,54,173,17,113,4,3,69,NA,NA,NA,NA,NA,NA,NA,4,1,1225.3062220885301,657.963579147095
08031003901,08,031,003901,3675,3469,21,93,2,44,1,3,42,3129,2978,18,68,2,32,1,3,27,NA,NA,NA,NA,NA,NA,NA,4,1,814.0091653747368,437.10574079644584
08031003902,08,031,003902,3486,3089,25,204,6,77,1,10,74,3042,2742,23,155,6,67,0,6,43,NA,NA,NA,NA,NA,NA,NA,4,1,791.3761205081333,424.95227341092624
08031004002,08,031,004002,3044,2810,27,122,3,47,0,0,35,2431,2276,22,81,3,33,0,0,16,NA,NA,NA,NA,NA,NA,NA,4,1,632.4245065599185,339.5986116574496
08031004003,08,031,004003,4201,3637,95,319,22,54,0,11,63,3427,3047,60,214,19,45,0,7,35,NA,NA,NA,NA,NA,NA,NA,4,1,891.5338477913784,478.73485896753596
08031004004,08,031,004004,1703,1532,41,65,4,27,1,4,29,1453,1328,36,44,4,22,1,2,16,NA,NA,NA,NA,NA,NA,NA,4,1,377.99786426637667,202.97687484091907
08031004005,08,031,004005,2730,2148,85,236,15,177,2,5,62,2443,1978,67,177,14,160,2,5,40,NA,NA,NA,NA,NA,NA,NA,4,1,635.5463058518638,341.2749519864868
08031004006,08,031,004006,4140,3727,39,174,7,103,3,9,78,3401,3103,31,119,7,85,3,9,44,NA,NA,NA,NA,NA,NA,NA,4,1,884.769949325497,475.10278825462206
08031004101,08,031,004101,3289,143,2211,833,16,13,0,1,72,2193,114,1537,483,8,10,0,1,40,NA,NA,NA,NA,NA,NA,NA,4,1,570.5088206030034,306.35119513154547
08031004102,08,031,004102,4535,223,3151,1030,16,16,2,2,95,3087,182,2217,605,15,9,1,1,57,NA,NA,NA,NA,NA,NA,NA,4,1,803.0828678529283,431.2385496448157
08031004103,08,031,004103,5283,1943,2686,372,24,54,4,15,185,4010,1602,1995,247,17,36,4,11,98,NA,NA,NA,NA,NA,NA,NA,4,1,1043.2012633917209,560.1770599532591
08031004104,08,031,004104,4774,834,2950,727,22,52,2,5,182,3414,715,2114,426,14,44,1,4,96,NA,NA,NA,NA,NA,NA,NA,4,1,888.1518985584377,476.918823611079
08031004105,08,031,004105,2575,792,852,866,42,21,0,0,2,2564,789,851,860,42,20,0,0,2,NA,NA,NA,NA,NA,NA,NA,4,1,667.0244487123123,358.17805030427843
08031004201,08,031,004201,4574,3643,333,397,14,79,0,12,96,3478,2836,226,307,9,50,0,4,46,NA,NA,NA,NA,NA,NA,NA,4,1,904.8014947821459,485.85930536594395
08031004202,08,031,004202,3967,2727,760,295,15,96,2,9,63,3133,2262,552,200,13,70,2,1,33,NA,NA,NA,NA,NA,NA,NA,4,1,815.0497651387186,437.6645209061249
08031004301,08,031,004301,4985,3473,418,549,19,392,3,4,127,4396,3163,339,440,17,338,3,2,94,NA,NA,NA,NA,NA,NA,NA,4,1,1143.6191406159614,614.0993405372886
08031004302,08,031,004302,2489,2032,117,200,20,69,0,9,42,2075,1773,79,137,10,51,0,3,22,NA,NA,NA,NA,NA,NA,NA,4,1,539.8111275655414,289.86718189601316
08031004303,08,031,004303,3906,3638,45,135,1,58,1,3,25,2897,2726,35,79,0,42,0,1,14,NA,NA,NA,NA,NA,NA,NA,4,1,753.6543790637943,404.6964944350603
08031004304,08,031,004304,5373,4226,447,424,21,96,0,12,147,4509,3637,344,320,19,82,0,8,99,NA,NA,NA,NA,NA,NA,NA,4,1,1173.0160839484463,629.8848786357221
08031004306,08,031,004306,4800,3697,442,358,27,120,6,6,144,3724,3013,305,219,20,91,2,2,72,NA,NA,NA,NA,NA,NA,NA,4,1,968.7983802670246,520.2242821112062
08031004403,08,031,004403,5053,1450,1297,2028,56,60,10,7,145,3602,1241,870,1290,44,55,7,7,88,NA,NA,NA,NA,NA,NA,NA,4,1,937.0600874655808,503.1814887659949
08031004404,08,031,004404,5083,1655,1902,1202,38,75,9,12,190,3696,1419,1285,762,27,64,6,10,123,NA,NA,NA,NA,NA,NA,NA,4,1,961.5141819191522,516.3128213434528
08031004405,08,031,004405,2025,1243,373,226,23,40,0,8,112,1444,970,220,144,16,35,0,5,54,NA,NA,NA,NA,NA,NA,NA,4,1,375.6565147974177,201.7196195941412
08031004501,08,031,004501,7342,1497,53,5538,101,83,0,2,68,4826,1185,39,3429,68,56,0,2,47,NA,NA,NA,NA,NA,NA,NA,4,1,1255.4836152440012,674.1682023277876
08031004502,08,031,004502,7657,1041,132,5867,102,416,11,8,80,4963,858,68,3611,63,305,7,5,46,NA,NA,NA,NA,NA,NA,NA,4,1,1291.1241571603766,693.3064210842955
08031004601,08,031,004601,5294,2457,36,2490,81,159,2,4,65,3816,2051,25,1525,49,122,2,4,38,NA,NA,NA,NA,NA,NA,NA,4,1,992.7321748386053,533.0762246338247
08031004602,08,031,004602,6938,1999,129,4272,76,365,9,3,85,4980,1689,84,2833,46,264,5,3,56,NA,NA,NA,NA,NA,NA,NA,4,1,1295.5467061572992,695.6812365504315
08031004603,08,031,004603,5330,2604,52,2382,38,166,3,8,77,3883,2128,38,1515,29,125,1,6,41,NA,NA,NA,NA,NA,NA,NA,4,1,1010.1622208852998,542.435791470949
08031004700,08,031,0047,5891,2989,48,2424,48,307,3,5,67,4399,2485,29,1595,36,213,3,3,35,NA,NA,NA,NA,NA,NA,NA,4,1,1144.3995904389476,614.5184256195479
08031004801,08,031,004801,2874,1943,20,762,9,96,0,6,38,2200,1580,11,496,9,73,0,4,27,NA,NA,NA,NA,NA,NA,NA,4,1,572.3298701899716,307.3290603234838
08031004802,08,031,004802,5487,2971,93,1890,56,388,3,4,82,4249,2503,75,1286,44,282,2,1,56,NA,NA,NA,NA,NA,NA,NA,4,1,1105.3770992896314,593.564171506583
08031004900,08,031,0049,3642,2731,205,362,17,197,0,9,121,3221,2495,157,293,15,169,0,5,87,NA,NA,NA,NA,NA,NA,NA,4,1,837.9429599463174,449.95768331906424
08031005001,08,031,005001,2588,1841,324,254,3,79,2,4,81,2028,1527,206,176,3,66,2,1,47,NA,NA,NA,NA,NA,NA,NA,4,1,527.5840803387556,283.30151560728416
08031005002,08,031,005002,6898,4521,881,767,30,509,12,17,161,5708,3925,647,561,21,419,10,14,111,NA,NA,NA,NA,NA,NA,NA,4,1,1484.9358632019807,797.3792165120207
08031005102,08,031,005102,3498,2847,110,363,23,98,1,6,50,2861,2426,77,228,14,77,1,4,34,NA,NA,NA,NA,NA,NA,NA,4,1,744.2889811879585,399.66747344794874
08031005103,08,031,005103,3695,1821,315,1196,20,170,12,15,146,3048,1622,251,881,18,153,9,11,103,NA,NA,NA,NA,NA,NA,NA,4,1,792.937020154106,425.79044357544484
08031005104,08,031,005104,3180,2028,258,600,15,159,10,4,106,2710,1856,203,426,14,131,7,3,70,NA,NA,NA,NA,NA,NA,NA,4,1,705.0063400976468,378.5735243075642
08031005200,08,031,0052,3202,2727,123,164,20,94,0,11,63,2573,2249,92,114,13,73,0,3,29,NA,NA,NA,NA,NA,NA,NA,4,1,669.3657981812713,359.4353055510563
08031005300,08,031,0053,1353,1147,33,81,3,55,1,0,33,1148,1021,24,46,3,35,1,0,18,NA,NA,NA,NA,NA,NA,NA,4,1,298.65213226276694,160.36989147789063
08031005400,08,031,0054,5854,1706,130,3511,59,341,0,4,103,4052,1344,76,2316,40,229,0,2,45,NA,NA,NA,NA,NA,NA,NA,4,1,1054.1275609135294,566.0442511048892
08031005502,08,031,005502,1953,1322,94,410,17,86,2,1,21,1501,1091,60,258,10,68,1,1,12,NA,NA,NA,NA,NA,NA,NA,4,1,390.48506143415784,209.68223615706782
08031005503,08,031,005503,4858,3474,62,1054,25,180,2,0,61,3680,2771,42,694,17,123,2,0,31,NA,NA,NA,NA,NA,NA,NA,4,1,957.351782863225,514.0777009047365
08031006701,08,031,006701,1178,1006,24,73,2,35,1,0,37,1113,967,20,63,2,28,1,0,32,NA,NA,NA,NA,NA,NA,NA,4,1,289.54688432792653,155.48056551819886
08031006804,08,031,006804,1766,1526,58,85,0,54,0,0,43,1560,1369,48,63,0,52,0,0,28,NA,NA,NA,NA,NA,NA,NA,4,1,405.8339079528889,217.924242774834
08031006809,08,031,006809,6628,5303,509,446,14,190,2,8,156,5500,4541,369,300,12,161,2,6,109,NA,NA,NA,NA,NA,NA,NA,4,1,1430.8246754749289,768.3226508087096
08031006810,08,031,006810,5184,4055,440,416,12,151,5,3,102,4302,3484,301,306,12,129,4,1,65,NA,NA,NA,NA,NA,NA,NA,4,1,1119.16504616239,600.9680079598306
08031006811,08,031,006811,6351,4707,409,711,26,348,8,10,132,5429,4105,343,557,22,301,6,7,88,NA,NA,NA,NA,NA,NA,NA,4,1,1412.3540296642525,758.4043038619062
08031006812,08,031,006812,3184,2802,136,133,7,66,1,3,36,2808,2510,113,103,6,52,0,1,23,NA,NA,NA,NA,NA,NA,NA,4,1,730.5010343152,392.26363699470113
08031006813,08,031,006813,3606,2648,367,295,8,165,13,9,101,3238,2446,301,238,7,141,10,6,89,NA,NA,NA,NA,NA,NA,NA,4,1,842.3655089432399,452.33249878520024
08031006814,08,031,006814,5607,3525,934,735,27,158,7,28,193,4201,2917,547,462,20,140,6,14,95,NA,NA,NA,NA,NA,NA,NA,4,1,1092.8899021218501,586.8588101904344
08031006901,08,031,006901,5815,3593,461,1283,38,296,10,12,122,4974,3269,356,954,30,262,8,9,86,NA,NA,NA,NA,NA,NA,NA,4,1,1293.9858065113267,694.843066385913
08031007006,08,031,007006,3393,2150,337,399,23,342,8,4,130,2960,1944,286,319,15,295,7,4,90,NA,NA,NA,NA,NA,NA,NA,4,1,770.0438253465071,413.4972811625055
08031007013,08,031,007013,3341,2744,193,213,10,99,1,7,74,2993,2517,152,179,8,80,1,3,53,NA,NA,NA,NA,NA,NA,NA,4,1,778.6287733993568,418.10721706735774
08031007037,08,031,007037,3931,1238,679,1738,26,102,4,15,129,2882,1054,482,1149,19,85,3,8,82,NA,NA,NA,NA,NA,NA,NA,4,1,749.7521299488627,402.6010690237638
08031007088,08,031,007088,4629,3206,409,459,30,391,8,8,118,4149,3024,323,331,24,346,8,8,85,NA,NA,NA,NA,NA,NA,NA,4,1,1079.362105190087,579.5946687646065
08031007089,08,031,007089,4012,3517,258,138,12,40,1,3,43,3955,3502,242,126,11,36,1,3,34,NA,NA,NA,NA,NA,NA,NA,4,1,1028.8930166369717,552.4938334451721
08031008303,08,031,008303,8822,3932,2659,1453,61,353,36,17,311,6066,3007,1701,872,35,266,23,7,155,NA,NA,NA,NA,NA,NA,NA,4,1,1578.0695420783488,847.3900363282968
08031008304,08,031,008304,3470,421,1509,1319,18,98,1,5,99,2240,363,919,804,16,76,1,3,58,NA,NA,NA,NA,NA,NA,NA,4,1,582.7358678297892,312.9168614202745
08031008305,08,031,008305,3982,608,1406,1809,12,56,8,11,72,2456,461,852,1056,8,41,4,4,30,NA,NA,NA,NA,NA,NA,NA,4,1,638.9282550848046,343.0909873429438
08031008306,08,031,008306,5762,436,2734,2338,14,83,4,7,146,4000,369,1982,1493,12,70,3,4,67,NA,NA,NA,NA,NA,NA,NA,4,1,1040.5997639817665,558.7801096790615
08031008311,08,031,008311,8637,1303,3760,2901,56,293,23,38,263,5476,1021,2341,1706,45,202,13,13,135,NA,NA,NA,NA,NA,NA,NA,4,1,1424.5810768910383,764.9699701506352
08031008312,08,031,008312,6063,761,3002,1858,22,214,13,15,178,3842,585,1938,1074,13,140,9,6,77,NA,NA,NA,NA,NA,NA,NA,4,1,999.4960733044867,536.7082953467385
08031008313,08,031,008313,4,2,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,0.7804498229863248,0.41908508225929614
08031010601,08,031,010601,1074,683,8,340,3,24,0,6,10,875,604,6,234,3,19,0,3,6,NA,NA,NA,NA,NA,NA,NA,4,1,167.04274410328247,173.77869483461424
08031011902,08,031,011902,5434,3901,68,1127,24,205,7,13,89,4327,3277,46,756,22,154,4,8,60,NA,NA,NA,NA,NA,NA,NA,4,1,1125.6687946872757,604.4603836453248
08031011903,08,031,011903,2194,1483,25,511,13,146,0,0,16,1750,1258,21,348,7,108,0,0,8,NA,NA,NA,NA,NA,NA,NA,4,1,334.08548820656495,347.5573896692285
08031012001,08,031,012001,1958,1541,17,305,8,64,0,0,23,1619,1326,15,212,7,46,0,0,13,NA,NA,NA,NA,NA,NA,NA,4,1,421.18275447161994,226.16624939260012
08031012010,08,031,012010,4958,4228,59,426,12,150,0,0,83,4114,3595,46,307,10,109,0,0,47,NA,NA,NA,NA,NA,NA,NA,4,1,1070.2568572552468,574.7053428049147
