GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
51015000203,VA,015,203,2589,10,2527,24,0,1,0,10,17,1929,6,1895,16,0,1,0,4,7,NA,NA,NA,NA,NA,NA,NA,NA,7,6,196.8426077875578,477.1418767715948
51015000301,VA,015,301,3841,13,3787,8,4,12,0,0,17,2924,8,2886,6,4,8,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,7,6,258.24353982300886,721.9433628318585
51015000302,VA,015,302,1497,89,1383,11,2,0,0,0,12,1042,45,979,8,2,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,7,6,92.02796460176991,257.2725663716814
51015000303,VA,015,303,2224,32,2150,24,0,3,0,0,15,1684,26,1627,19,0,2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,7,6,148.72849557522125,415.7840707964602
51015000304,VA,015,304,1544,2,1517,10,7,1,0,0,7,1202,1,1183,8,5,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,7,6,91.28453638073195,232.29741067553883
51015000401,VA,015,401,2046,16,1967,52,0,2,0,2,7,1536,9,1483,39,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,7,6,116.64979025025315,296.8459424273109
51015000402,VA,015,402,1740,3,1722,3,1,3,0,0,8,1355,3,1343,3,1,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,7,6,102.90394908144076,261.86604947200925
51015000403,VA,015,403,2823,8,2246,533,13,3,0,6,14,2316,8,1761,525,5,3,0,2,12,NA,NA,NA,NA,NA,NA,NA,NA,7,6,175.88601186170982,447.58802256617963
51015000404,VA,015,404,629,2,621,3,0,2,0,0,1,504,2,497,3,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,7,6,38.27571242586431,97.40257485896137
51015000405,VA,015,405,1357,5,1228,112,0,7,0,0,5,1082,5,989,82,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,7,6,42.319091261133345,101.53788563314832
