GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
32003001089,NV,003,1089,3763,331,3190,53,38,58,10,3,80,2795,206,2416,36,30,52,10,2,43,NA,NA,NA,NA,NA,NA,NA,2,3,227.6544074922241,176.44888402775405
32003001090,NV,003,1090,958,64,857,1,7,14,2,1,12,700,37,638,1,6,10,2,0,6,NA,NA,NA,NA,NA,NA,NA,2,3,57.01541511433162,44.191133745770244
32003001091,NV,003,1091,2334,232,1837,116,29,31,23,6,60,1723,135,1429,63,26,27,10,4,29,NA,NA,NA,NA,NA,NA,NA,2,3,140.33937177427623,108.77331920566017
32003001092,NV,003,1092,2853,258,2440,42,20,37,0,2,54,1982,151,1730,30,16,29,0,0,26,NA,NA,NA,NA,NA,NA,NA,2,3,161.43507536657893,125.12403869159517
32003001093,NV,003,1093,1436,79,1290,9,6,22,0,7,23,1067,56,967,6,5,16,0,4,13,NA,NA,NA,NA,NA,NA,NA,2,3,86.90778275284548,67.35991386676693
32003001094,NV,003,1094,3084,270,2619,77,23,39,7,3,46,2211,162,1920,52,15,30,7,1,24,NA,NA,NA,NA,NA,NA,NA,2,3,180.08726116826742,139.58085244556858
32003001095,NV,003,1095,2991,277,2550,54,21,47,5,3,34,2116,164,1847,38,14,35,3,2,13,NA,NA,NA,NA,NA,NA,NA,2,3,172.34945483132242,133.5834842943569
32003001096,NV,003,1096,1775,176,1442,35,13,37,4,4,64,1294,106,1083,29,12,30,3,1,30,NA,NA,NA,NA,NA,NA,NA,2,3,105.39706736849301,81.69046723860957
32003001097,NV,003,1097,5300,441,4449,120,21,135,4,6,124,3784,271,3235,83,18,106,4,1,66,NA,NA,NA,NA,NA,NA,NA,2,3,308.2090439894726,238.88464299142083
32003001098,NV,003,1098,140,8,121,2,2,4,0,1,2,131,5,116,2,2,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,3,10.67002768568206,8.270055029565574
