GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,cd_1990,cd_2000,ndv,nrv
05125000038,AR,125,0038,625,3,606,2,2,5,0,0,7,503,3,491,2,2,1,0,0,4,NA,NA,NA,NA,NA,2,2,91.72569791458457,82.07388899993337
05125000039,AR,125,0039,2860,47,2703,51,5,29,0,1,24,1997,23,1898,32,3,23,0,1,17,NA,NA,NA,NA,NA,2,2,217.84088771863833,268.5452322738386
05125000040,AR,125,0040,1755,22,1675,23,12,7,0,0,16,1273,13,1217,18,9,4,0,0,12,NA,NA,NA,NA,NA,2,2,232.14078219734824,207.71383836364848
05125000041,AR,125,0041,2092,82,1985,9,3,3,0,0,10,1464,43,1400,8,3,3,0,0,7,NA,NA,NA,NA,NA,2,2,266.97101738956627,238.87907255646613
05125000042,AR,125,0042,1308,14,1255,11,3,3,1,0,21,1013,9,981,6,3,3,1,0,10,NA,NA,NA,NA,NA,2,2,184.7278965953761,165.2899593577187
05125000043,AR,125,0043,65,0,65,0,0,0,0,0,0,46,0,46,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,2,8.388433606502765,7.5057632087414214
05125000045,AR,125,0045,847,18,779,33,7,0,0,0,10,608,9,567,19,6,0,0,0,7,NA,NA,NA,NA,NA,2,2,110.87320940768872,99.2066093677127
05125000046,AR,125,0046,667,3,635,10,7,2,0,1,9,525,3,502,7,4,2,0,0,7,NA,NA,NA,NA,NA,2,2,95.7375574655207,85.66360183889667
05125000047,AR,125,0047,1089,41,1014,8,7,6,0,0,13,875,31,814,7,6,6,0,0,11,NA,NA,NA,NA,NA,2,2,159.5625957758678,142.77266973149443
05125000048,AR,125,0048,443,12,420,8,0,1,0,0,2,363,7,350,3,0,1,0,0,2,NA,NA,NA,NA,NA,2,2,66.19568259044573,59.230261842894265
05125000049,AR,125,0049,465,3,445,0,1,1,0,0,15,367,3,352,0,1,1,0,0,10,NA,NA,NA,NA,NA,2,2,66.92511159970684,59.88293690452395
05125000050,AR,125,0050,518,3,510,1,2,0,0,0,2,414,2,408,1,1,0,0,0,2,NA,NA,NA,NA,NA,2,2,75.49590245852488,67.55186887867279
05125000051,AR,125,0051,1062,3,1043,2,3,7,2,0,2,833,3,817,2,3,5,1,0,2,NA,NA,NA,NA,NA,2,2,151.90359117862616,135.9195815843827
05125000052,AR,125,0052,1724,17,1673,9,8,8,4,0,5,1293,8,1261,7,7,4,1,0,5,NA,NA,NA,NA,NA,2,2,235.7879272436538,210.9772136717969
05125000053,AR,125,0053,1269,27,1169,16,12,17,0,2,26,913,14,860,10,6,11,0,0,12,NA,NA,NA,NA,NA,2,2,166.49217136384837,148.97308281697647
05125000054,AR,125,0054,850,33,770,20,4,2,0,0,21,617,16,574,11,2,2,0,0,12,NA,NA,NA,NA,NA,2,2,112.51442467852623,100.67512825637951
05125000055,AR,125,0055,651,27,584,24,2,5,0,0,9,506,15,460,19,2,4,0,0,6,NA,NA,NA,NA,NA,2,2,92.27276967153041,82.56339529615565
05125000056,AR,125,0056,601,11,559,13,5,2,1,0,10,465,8,438,8,5,2,1,0,3,NA,NA,NA,NA,NA,2,2,84.79612232660403,75.87347591445133
05125000057,AR,125,0057,462,10,450,0,0,1,0,0,1,334,7,325,0,0,1,0,0,1,NA,NA,NA,NA,NA,2,2,60.90732227330269,54.498367646079025
05125000058,AR,125,0058,2682,33,2565,28,5,24,0,2,25,2014,24,1940,17,4,16,0,1,12,NA,NA,NA,NA,NA,2,2,367.2675061629689,328.6218935305484
05125000059,AR,125,0059,1671,21,1625,6,0,13,0,0,6,1267,14,1238,5,0,6,0,0,4,NA,NA,NA,NA,NA,2,2,231.04663868345662,206.73482577120396
05125000060,AR,125,0060,829,8,179,623,3,0,0,2,14,560,6,136,410,2,0,0,0,6,NA,NA,NA,NA,NA,2,2,102.12006129655539,91.37450862815643
05125000061,AR,125,0061,432,10,412,0,2,1,0,0,7,320,7,304,0,2,1,0,0,6,NA,NA,NA,NA,NA,2,2,41.86915887850467,29.906542056074766
05127000001,AR,127,0001,941,11,891,1,15,10,0,0,13,676,8,641,1,12,6,0,0,8,NA,NA,NA,NA,NA,3,4,125.1062039957939,172.7318611987382
05127000002,AR,127,0002,387,9,362,1,10,4,0,0,1,275,5,256,1,9,3,0,0,1,NA,NA,NA,NA,NA,3,4,50.893796004206095,70.26813880126183
05127000003,AR,127,0003,246,1,231,0,0,6,0,0,8,187,0,180,0,0,3,0,0,4,NA,NA,NA,NA,NA,3,4,36,55
05127000004,AR,127,0004,63,0,61,0,0,0,0,0,2,50,0,48,0,0,0,0,0,2,NA,NA,NA,NA,NA,3,4,9,31
05127000005,AR,127,0005,193,0,189,0,1,1,0,0,2,141,0,137,0,1,1,0,0,2,NA,NA,NA,NA,NA,3,4,36,64
05127000006,AR,127,0006,225,0,197,0,15,5,0,1,7,176,0,156,0,11,3,0,1,5,NA,NA,NA,NA,NA,3,4,50,42
05127000007,AR,127,0007,143,3,131,0,8,0,0,0,1,105,2,99,0,3,0,0,0,1,NA,NA,NA,NA,NA,3,4,26,17
05127000008,AR,127,0008,52,4,43,0,5,0,0,0,0,38,2,34,0,2,0,0,0,0,NA,NA,NA,NA,NA,3,4,9,11
05127000009,AR,127,0009,316,0,311,0,4,0,0,0,1,232,0,229,0,2,0,0,0,1,NA,NA,NA,NA,NA,3,4,47,72
05127000010,AR,127,0010,1659,43,1529,3,13,59,0,0,12,1197,26,1120,2,9,33,0,0,7,NA,NA,NA,NA,NA,3,4,242.39011427052884,310.14483125166095
05127000011,AR,127,0011,486,4,474,0,5,1,0,0,2,352,3,342,0,4,1,0,0,2,NA,NA,NA,NA,NA,3,4,63,99
05127000012,AR,127,0012,107,0,103,0,2,0,0,0,2,80,0,77,0,1,0,0,0,2,NA,NA,NA,NA,NA,3,4,35,27
05127000013,AR,127,0013,100,1,99,0,0,0,0,0,0,74,1,73,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,4,13,15
05127000014,AR,127,0014,341,2,330,0,6,0,0,0,3,251,2,244,0,5,0,0,0,0,NA,NA,NA,NA,NA,3,4,43,70
05127000015,AR,127,0015,402,1,380,10,2,5,0,0,4,299,1,279,8,2,5,0,0,4,NA,NA,NA,NA,NA,3,4,75,70
05127000016,AR,127,0016,125,1,122,0,2,0,0,0,0,94,1,91,0,2,0,0,0,0,NA,NA,NA,NA,NA,3,4,35,15
05127000017,AR,127,0017,111,0,106,1,0,0,0,0,4,85,0,83,1,0,0,0,0,1,NA,NA,NA,NA,NA,3,4,27,32
05127000018,AR,127,0018,87,1,84,0,2,0,0,0,0,59,0,58,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,4,11,9
05127000019,AR,127,0019,159,3,154,0,1,0,0,0,1,118,1,115,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,4,32,24
05127000020,AR,127,0020,435,2,417,0,11,0,1,0,4,333,2,318,0,8,0,1,0,4,NA,NA,NA,NA,NA,3,4,97,120
05127000021,AR,127,0021,349,1,325,0,3,0,0,0,20,268,0,251,0,3,0,0,0,14,NA,NA,NA,NA,NA,3,4,48,67
05127000022,AR,127,0022,111,2,100,0,2,0,0,0,7,82,2,75,0,0,0,0,0,5,NA,NA,NA,NA,NA,3,4,31,22
05127000023,AR,127,0023,25,0,24,0,1,0,0,0,0,18,0,17,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,4,11,3
05127000024,AR,127,0024,348,0,323,0,9,9,0,0,7,269,0,252,0,7,6,0,0,4,NA,NA,NA,NA,NA,3,4,44,71
05127000025,AR,127,0025,778,216,554,0,6,0,0,0,2,582,150,427,0,3,0,0,0,2,NA,NA,NA,NA,NA,3,4,117.85384002125964,150.79723624767473
05127000026,AR,127,0026,1417,144,1247,1,13,0,0,0,12,1050,92,938,1,11,0,0,0,8,NA,NA,NA,NA,NA,3,4,212.62290725484985,272.05686951900077
05127000027,AR,127,0027,1313,177,1099,3,13,4,0,1,16,934,107,807,2,5,2,0,1,10,NA,NA,NA,NA,NA,3,4,189.13313845336168,242.00106298166355
05127000028,AR,127,0028,77,2,67,4,4,0,0,0,0,52,1,45,3,3,0,0,0,0,NA,NA,NA,NA,NA,3,4,14,10
05129000001,AR,129,0001,486,3,473,0,4,1,0,0,5,358,1,348,0,4,1,0,0,4,NA,NA,NA,NA,NA,1,1,57,128
05129000002,AR,129,0002,586,4,551,0,14,0,0,0,17,433,2,413,0,13,0,0,0,5,NA,NA,NA,NA,NA,1,1,31,52
05129000004,AR,129,0004,492,12,466,1,3,1,0,0,9,390,4,374,1,3,1,0,0,7,NA,NA,NA,NA,NA,1,1,46,109
05129000005,AR,129,0005,466,5,450,0,5,0,0,0,6,342,1,331,0,4,0,0,0,6,NA,NA,NA,NA,NA,1,1,80,89
05129000006,AR,129,0006,322,10,308,0,0,0,0,0,4,261,5,252,0,0,0,0,0,4,NA,NA,NA,NA,NA,1,1,72,114
05129000007,AR,129,0007,455,1,440,0,6,0,0,0,8,365,1,354,0,2,0,0,0,8,NA,NA,NA,NA,NA,1,1,64,67
05129000008,AR,129,0008,900,2,879,1,3,0,0,0,15,689,2,674,0,2,0,0,0,11,NA,NA,NA,NA,NA,1,1,72,243
05129000009,AR,129,0009,1053,7,1035,0,3,0,0,2,6,837,4,825,0,3,0,0,1,4,NA,NA,NA,NA,NA,1,1,185,330
05129000010,AR,129,0010,632,10,615,1,1,0,0,0,5,483,5,474,1,1,0,0,0,2,NA,NA,NA,NA,NA,1,1,132,246
05129000011,AR,129,0011,520,2,507,0,2,0,0,0,9,409,2,399,0,2,0,0,0,6,NA,NA,NA,NA,NA,1,1,75,183
05129000012,AR,129,0012,619,18,579,0,11,3,0,0,8,463,11,437,0,7,1,0,0,7,NA,NA,NA,NA,NA,1,1,73,155
05129000014,AR,129,0014,300,4,287,0,1,2,0,0,6,240,2,233,0,1,2,0,0,2,NA,NA,NA,NA,NA,1,1,63,94
05129000015,AR,129,0015,849,7,831,0,2,4,1,0,4,646,3,634,0,2,2,1,0,4,NA,NA,NA,NA,NA,1,1,169,310
05129000016,AR,129,0016,397,1,388,0,6,0,0,0,2,318,1,312,0,3,0,0,0,2,NA,NA,NA,NA,NA,1,1,63,99
05129000017,AR,129,0017,184,0,184,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,45,36
05131000001,AR,131,0001,391,11,373,0,3,1,0,0,3,279,5,268,0,2,1,0,0,3,NA,NA,NA,NA,NA,3,3,19,64
05131000002,AR,131,0002,598,7,570,0,8,2,0,0,11,449,6,426,0,6,2,0,0,9,NA,NA,NA,NA,NA,3,3,42,72
05131000003,AR,131,0003,866,40,797,1,15,1,0,2,10,644,25,598,1,11,1,0,0,8,NA,NA,NA,NA,NA,3,3,52,90
05131000004,AR,131,0004,3079,45,2935,8,40,1,1,1,48,2226,31,2131,6,28,1,1,0,28,NA,NA,NA,NA,NA,3,3,210,493
05131000005,AR,131,0005,4680,175,4051,56,75,212,0,9,102,3467,101,3058,29,52,166,0,3,58,NA,NA,NA,NA,NA,3,3,324,666
05131000006,AR,131,0006,414,6,388,3,1,1,0,0,15,315,2,302,3,1,1,0,0,6,NA,NA,NA,NA,NA,3,3,2.4360530867482706,4.929733235763704
05131000007,AR,131,0007,2964,26,2822,2,27,12,1,0,74,2251,17,2161,1,20,8,1,0,43,NA,NA,NA,NA,NA,3,3,187.66152563568153,302.1350562734473
05131000008,AR,131,0008,919,12,880,0,7,7,0,0,13,666,9,639,0,6,7,0,0,5,NA,NA,NA,NA,NA,3,3,114,221
05131000009,AR,131,0009,1746,18,1647,5,27,15,0,0,34,1292,11,1232,1,20,9,0,0,19,NA,NA,NA,NA,NA,3,3,160,313
05131000010,AR,131,0010,2203,44,2082,7,32,10,0,0,28,1574,26,1497,4,24,9,0,0,14,NA,NA,NA,NA,NA,3,3,104,183
05131000011,AR,131,0011,8635,137,8192,15,118,46,0,1,126,6003,66,5760,6,68,31,0,0,72,NA,NA,NA,NA,NA,3,3,564,1197
05131000012,AR,131,0012,575,7,553,0,10,1,0,0,4,397,4,387,0,5,0,0,0,1,NA,NA,NA,NA,NA,3,3,39,67
05131000013,AR,131,0013,430,3,424,0,0,1,0,0,2,326,2,321,0,0,1,0,0,2,NA,NA,NA,NA,NA,3,3,44,84
05131000014,AR,131,0014,836,6,804,2,8,1,0,0,15,631,4,611,2,6,1,0,0,7,NA,NA,NA,NA,NA,3,3,67,117
05131000015,AR,131,0015,836,21,798,1,3,0,1,0,12,617,15,585,1,3,0,1,0,12,NA,NA,NA,NA,NA,3,3,105,81
05131000016,AR,131,0016,994,3,946,4,13,6,0,0,22,747,2,713,2,8,5,0,0,17,NA,NA,NA,NA,NA,3,3,40,84
05131000017,AR,131,0017,652,6,613,7,9,8,0,0,9,468,5,445,3,6,4,0,0,5,NA,NA,NA,NA,NA,3,3,101,118
05131000018,AR,131,0018,1205,33,1122,1,15,1,0,0,33,885,19,837,0,8,1,0,0,20,NA,NA,NA,NA,NA,3,3,95,120
05131000019,AR,131,0019,1262,19,1188,0,19,6,0,0,30,924,5,890,0,8,6,0,0,15,NA,NA,NA,NA,NA,3,3,157,154
05131000020,AR,131,0020,1399,38,1297,15,9,13,0,0,27,1012,25,952,2,8,8,0,0,17,NA,NA,NA,NA,NA,3,3,151,232
05131000021,AR,131,0021,2509,437,1480,400,45,64,5,1,77,1766,276,1129,236,31,43,2,1,48,NA,NA,NA,NA,NA,3,3,13.6573642895157,27.637806013837146
05131000023,AR,131,0023,1707,232,1132,180,20,71,1,1,70,1268,132,912,126,16,48,1,0,33,NA,NA,NA,NA,NA,3,3,9.806080361894626,19.844132517296437
05131000024,AR,131,0024,449,44,343,43,2,1,0,0,16,346,26,284,24,2,1,0,0,9,NA,NA,NA,NA,NA,3,3,2.675791644491751,5.414881585949973
05131000025,AR,131,0025,609,40,452,44,6,59,0,0,8,484,23,371,34,5,46,0,0,5,NA,NA,NA,NA,NA,3,3,3.743014901543374,7.574574241617881
05131000026,AR,131,0026,1037,116,732,125,7,20,0,0,37,808,81,620,71,5,18,0,0,13,NA,NA,NA,NA,NA,3,3,6.248669505055881,12.645156998403406
05131000027,AR,131,0027,2172,314,1555,158,37,61,2,0,45,1740,199,1304,129,29,49,2,0,28,NA,NA,NA,NA,NA,3,3,13.456293241085683,27.23090739755189
05131000028,AR,131,0028,2412,352,1676,218,33,63,0,0,70,1802,224,1350,134,22,45,0,0,27,NA,NA,NA,NA,NA,3,3,13.935770356572645,28.20120409792443
05131000029,AR,131,0029,1887,212,1385,160,30,42,2,1,55,1410,134,1091,105,17,30,2,0,31,NA,NA,NA,NA,NA,3,3,10.90423762639702,22.06642496008515
05131000030,AR,131,0030,1512,296,916,145,27,93,4,0,31,1166,191,763,93,20,73,4,0,22,NA,NA,NA,NA,NA,3,3,9.017263171899947,18.24783794571581
05131000031,AR,131,0031,631,36,448,113,17,7,0,1,9,529,27,386,94,11,7,0,1,3,NA,NA,NA,NA,NA,3,3,4.091022485364556,8.278821846726983
05131000032,AR,131,0032,2362,237,1821,90,42,107,0,1,64,1814,146,1443,70,29,84,0,0,42,NA,NA,NA,NA,NA,3,3,14.02857237892496,28.389003459286855
05131000033,AR,131,0033,448,5,423,1,11,1,1,0,6,400,4,378,1,10,1,1,0,5,NA,NA,NA,NA,NA,3,3,3.0934007450771683,6.259978712080894
05131000034,AR,131,0034,714,11,611,43,14,18,2,0,15,584,7,523,23,11,14,1,0,5,NA,NA,NA,NA,NA,3,3,4.516365087812667,9.139568919638107
05131000035,AR,131,0035,776,14,706,28,10,7,0,1,10,667,12,611,21,8,7,0,1,7,NA,NA,NA,NA,NA,3,3,5.158245742416178,10.43851450239489
05131000036,AR,131,0036,1294,22,1220,13,11,8,0,0,20,1027,12,977,10,8,6,0,0,14,NA,NA,NA,NA,NA,3,3,7.942306412985631,16.072495343267697
05131000043,AR,131,0043,2600,732,1157,555,33,67,1,3,52,1864,473,930,361,27,47,0,2,24,NA,NA,NA,NA,NA,3,3,14.415247472059606,29.171500798296968
05131000044,AR,131,0044,2185,518,762,672,46,129,0,2,56,1473,309,557,464,25,89,0,0,29,NA,NA,NA,NA,NA,3,3,11.391448243746673,23.05237160723789
05131000045,AR,131,0045,2363,358,1415,172,46,258,0,15,99,1729,228,1117,107,29,187,0,8,53,NA,NA,NA,NA,NA,3,3,13.37122472059606,27.058757982969663
05131000046,AR,131,0046,3670,606,1580,550,80,717,6,3,128,2598,375,1231,374,43,501,2,2,70,NA,NA,NA,NA,NA,3,3,20.09163783927621,40.6585617349654
05131000047,AR,131,0047,3356,666,1524,772,23,265,0,0,106,2280,382,1161,482,16,187,0,0,52,NA,NA,NA,NA,NA,3,3,17.632384246939864,35.6818786588611
05131000048,AR,131,0048,984,84,358,369,8,132,0,0,33,813,58,336,298,5,93,0,0,23,NA,NA,NA,NA,NA,3,3,6.287337014369346,12.723406732304419
05131000049,AR,131,0049,769,64,358,214,3,89,0,2,39,541,32,271,150,2,66,0,0,20,NA,NA,NA,NA,NA,3,3,4.183824507716871,8.466621208089409
05131000050,AR,131,0050,1127,256,422,334,22,57,0,3,33,716,165,323,161,11,35,0,3,18,NA,NA,NA,NA,NA,3,3,5.5371873336881325,11.2053618946248
05131000051,AR,131,0051,2143,340,1233,252,45,203,0,1,69,1365,172,881,134,23,125,0,1,29,NA,NA,NA,NA,NA,3,3,10.556230042575837,21.36217735497605
05131000061,AR,131,0061,1684,167,1292,79,36,55,1,1,53,1274,103,1027,50,18,41,1,0,34,NA,NA,NA,NA,NA,3,3,9.852481373070782,19.93803219797765
05131000062,AR,131,0062,606,25,499,18,8,47,0,0,9,474,16,398,11,6,35,0,0,8,NA,NA,NA,NA,NA,3,3,3.665679882916445,7.41807477381586
05131000063,AR,131,0063,2231,53,2006,50,44,32,0,0,46,1695,35,1538,34,34,25,0,0,29,NA,NA,NA,NA,NA,3,3,13.108285657264503,26.52665979244279
05131000064,AR,131,0064,1017,16,941,12,13,18,0,0,17,802,12,751,5,11,11,0,0,12,NA,NA,NA,NA,NA,3,3,6.202268493879723,12.551257317722193
05131000065,AR,131,0065,2308,45,2082,69,44,31,0,0,37,1790,27,1651,46,27,18,0,0,21,NA,NA,NA,NA,NA,3,3,13.84296833422033,28.013404736562002
05131000067,AR,131,0067,3231,47,2885,128,62,27,1,1,80,2370,32,2170,64,41,23,1,1,38,NA,NA,NA,NA,NA,3,3,18.328399414582226,37.0903738690793
05131000068,AR,131,0068,3227,56,2746,125,66,167,1,0,66,2318,34,2025,70,42,108,1,0,38,NA,NA,NA,NA,NA,3,3,17.926257317722193,36.276576636508786
05131000069,AR,131,0069,4268,77,3871,55,43,160,0,0,62,3091,44,2850,35,24,98,0,0,40,NA,NA,NA,NA,NA,3,3,23.904254257583823,48.37398549760511
05131000070,AR,131,0070,693,15,634,13,7,10,0,1,13,488,7,451,10,5,6,0,0,9,NA,NA,NA,NA,NA,3,3,3.773948908994146,7.637174028738691
05131000071,AR,131,0071,276,5,258,4,2,1,0,0,6,213,4,201,2,0,1,0,0,5,NA,NA,NA,NA,NA,3,3,1.6472358967535923,3.333438664183076
05131000072,AR,131,0072,30,1,24,0,0,4,0,1,0,24,1,20,0,0,3,0,0,0,NA,NA,NA,NA,NA,3,3,0.1856040447046301,0.3755987227248536
05131000076,AR,131,0076,193,0,184,0,0,7,0,0,2,148,0,143,0,0,4,0,0,1,NA,NA,NA,NA,NA,3,3,12.338474364318467,19.86494372655273
05131000078,AR,131,0078,1733,64,1504,57,45,27,0,0,36,1325,42,1169,43,32,23,0,0,16,NA,NA,NA,NA,NA,3,3,10.246889968068121,20.73617948376796
05131000079,AR,131,0079,1125,25,1042,16,13,13,0,0,16,931,22,865,14,9,12,0,0,9,NA,NA,NA,NA,NA,3,3,7.1998902341671105,14.570100452368282
05131000080,AR,131,0080,433,5,397,4,10,4,0,0,13,351,4,329,4,6,4,0,0,4,NA,NA,NA,NA,NA,3,3,2.7144591538052154,5.493131319850985
05131000081,AR,131,0081,1581,40,1441,28,28,12,0,0,32,1211,22,1125,18,20,8,0,0,18,NA,NA,NA,NA,NA,3,3,9.365270755721129,18.952085550824908
05131000082,AR,131,0082,1124,8,1065,12,10,11,0,0,18,927,7,888,10,5,7,0,0,10,NA,NA,NA,NA,NA,3,3,7.168956226716339,14.507500665247473
05131000083,AR,131,0083,5577,84,5033,127,46,202,1,3,81,4151,47,3787,96,30,143,1,1,46,NA,NA,NA,NA,NA,3,3,32.101766232038315,64.96292908461947
05131000084,AR,131,0084,2264,79,1837,143,55,103,1,4,42,1643,44,1375,97,35,73,1,1,17,NA,NA,NA,NA,NA,3,3,12.70614356040447,25.712862559872274
05131000086,AR,131,0086,2334,101,2012,108,43,37,0,1,32,1840,59,1633,67,36,28,0,1,16,NA,NA,NA,NA,NA,3,3,14.229643427354976,28.795902075572112
05131000087,AR,131,0087,499,34,429,10,5,12,0,0,9,389,19,344,6,4,8,0,0,8,NA,NA,NA,NA,NA,3,3,3.0083322245875466,6.087829297498669
05131000088,AR,131,0088,1628,48,1332,65,24,103,0,2,54,1274,33,1060,51,18,78,0,2,32,NA,NA,NA,NA,NA,3,3,9.852481373070782,19.93803219797765
05131000091,AR,131,0091,1649,29,1510,48,6,24,0,0,32,1307,19,1217,29,5,16,0,0,21,NA,NA,NA,NA,NA,3,3,10.107686934539649,20.45448044172432
05131000096,AR,131,0096,52,0,41,10,0,0,1,0,0,43,0,32,10,0,0,1,0,0,NA,NA,NA,NA,NA,3,3,0.3325405800957956,0.6729477115486961
05131000097,AR,131,0097,908,37,754,52,26,25,0,0,14,692,21,600,32,17,17,0,0,5,NA,NA,NA,NA,NA,3,3,5.351583288983502,10.829763171899947
05133000001,AR,133,0001,548,47,486,0,6,4,0,0,5,418,31,377,0,5,4,0,0,1,NA,NA,NA,NA,NA,4,4,56.210268948655255,79.20537897310513
05133000002,AR,133,0002,536,24,496,0,6,0,0,0,10,400,12,379,0,3,0,0,0,6,NA,NA,NA,NA,NA,4,4,53.78973105134474,75.79462102689486
05133000003,AR,133,0003,280,2,261,0,7,0,0,0,10,215,1,205,0,5,0,0,0,4,NA,NA,NA,NA,NA,4,4,235.81359423274975,229.3923789907312
05133000004,AR,133,0004,883,78,769,2,20,1,1,0,12,673,49,600,2,14,1,1,0,6,NA,NA,NA,NA,NA,4,4,738.1513903192584,718.0514933058703
05133000005,AR,133,0005,1679,355,1278,18,16,0,1,0,11,1176,206,941,9,10,0,0,0,10,NA,NA,NA,NA,NA,4,4,0,0
05133000006,AR,133,0006,108,1,98,4,0,0,0,0,5,83,1,79,2,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,91.03501544799175,88.55612770339854
05133000007,AR,133,0007,1048,130,859,22,24,1,0,0,12,748,76,632,19,15,1,0,0,5,NA,NA,NA,NA,NA,4,4,151.43156974202012,120.36029733275033
05133000008,AR,133,0008,896,51,804,8,19,1,0,0,13,671,32,610,6,12,1,0,0,10,NA,NA,NA,NA,NA,4,4,135.84302579798862,107.9702667249672
05133000009,AR,133,0009,585,4,527,36,5,0,0,1,12,416,2,374,25,3,0,0,1,11,NA,NA,NA,NA,NA,4,4,73.04761904761904,71.80952380952381
05133000010,AR,133,0010,829,30,688,93,6,0,1,4,7,592,14,506,61,4,0,1,2,4,NA,NA,NA,NA,NA,4,4,103.95238095238096,102.19047619047619
05133000011,AR,133,0011,810,110,674,11,10,1,0,0,4,564,58,489,6,7,1,0,0,3,NA,NA,NA,NA,NA,4,4,114.18102317446437,90.75295146480106
05133000012,AR,133,0012,429,18,400,0,4,0,0,0,7,304,7,292,0,3,0,0,0,2,NA,NA,NA,NA,NA,4,4,61.54438128552689,48.91648447748141
05133000013,AR,133,0013,455,7,385,54,2,0,0,0,7,339,5,286,42,2,0,0,0,4,NA,NA,NA,NA,NA,4,4,45,56
05133000014,AR,133,0014,205,1,179,15,7,0,0,0,3,161,1,144,10,3,0,0,0,3,NA,NA,NA,NA,NA,4,4,53,34
05133000015,AR,133,0015,407,6,247,146,2,1,0,0,5,323,6,195,119,0,1,0,0,2,NA,NA,NA,NA,NA,4,4,86,42
05133000016,AR,133,0016,1064,524,485,23,17,3,1,0,11,717,294,388,17,12,3,1,0,2,NA,NA,NA,NA,NA,4,4,0,0
05133000017,AR,133,0017,1140,128,965,22,23,1,0,0,1,899,74,795,14,14,1,0,0,1,NA,NA,NA,NA,NA,4,4,0,0
05133000018,AR,133,0018,1962,829,797,273,30,7,0,0,26,1274,480,575,177,21,7,0,0,14,NA,NA,NA,NA,NA,4,4,0,0
05133000019,AR,133,0019,1596,744,771,27,40,1,2,0,11,1123,445,625,17,26,1,2,0,7,NA,NA,NA,NA,NA,4,4,0,0
05133000020,AR,133,0020,297,18,254,3,13,0,0,0,9,215,11,192,3,5,0,0,0,4,NA,NA,NA,NA,NA,4,4,0,0
05135000001,AR,135,0001,245,1,233,2,1,1,0,0,7,186,0,181,1,0,1,0,0,3,NA,NA,NA,NA,NA,1,1,48,45
05135000002,AR,135,0002,438,13,414,0,0,0,1,0,10,342,7,327,0,0,0,1,0,7,NA,NA,NA,NA,NA,1,1,54,66
05135000003,AR,135,0003,186,2,182,0,0,0,0,0,2,146,2,142,0,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,47,25
05135000004,AR,135,0004,4070,29,3924,8,32,6,2,1,68,3430,22,3319,4,25,6,2,0,52,NA,NA,NA,NA,NA,1,1,830,764
05135000005,AR,135,0005,1013,16,961,0,9,3,0,0,24,822,8,788,0,7,1,0,0,18,NA,NA,NA,NA,NA,1,1,228,202
05135000006,AR,135,0006,719,4,709,0,1,0,0,0,5,582,4,572,0,1,0,0,0,5,NA,NA,NA,NA,NA,1,1,133,133
05135000007,AR,135,0007,349,5,325,0,14,0,0,0,5,275,5,257,0,9,0,0,0,4,NA,NA,NA,NA,NA,1,1,46,38
05135000008,AR,135,0008,1015,15,977,1,8,2,0,0,12,748,5,730,0,6,1,0,0,6,NA,NA,NA,NA,NA,1,1,128,131
05135000009,AR,135,0009,1839,20,1781,12,3,3,0,0,20,1409,7,1380,5,3,1,0,0,13,NA,NA,NA,NA,NA,1,1,262,216
05135000010,AR,135,0010,160,1,156,0,0,0,0,0,3,124,1,120,0,0,0,0,0,3,NA,NA,NA,NA,NA,1,1,41,33
05135000011,AR,135,0011,326,3,312,0,5,3,0,0,3,266,3,254,0,5,1,0,0,3,NA,NA,NA,NA,NA,1,1,91,45
05135000012,AR,135,0012,61,0,54,0,1,0,0,0,6,49,0,44,0,1,0,0,0,4,NA,NA,NA,NA,NA,1,1,17,10
05135000013,AR,135,0013,332,3,319,4,3,0,0,0,3,250,0,246,0,1,0,0,0,3,NA,NA,NA,NA,NA,1,1,53,51
05135000014,AR,135,0014,169,0,167,0,2,0,0,0,0,134,0,132,0,2,0,0,0,0,NA,NA,NA,NA,NA,1,1,43,30
05135000015,AR,135,0015,125,0,123,0,0,0,0,0,2,105,0,103,0,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,22,23
05135000016,AR,135,0016,966,5,943,4,5,0,0,0,9,734,2,722,1,3,0,0,0,6,NA,NA,NA,NA,NA,1,1,164,192
05135000017,AR,135,0017,226,5,220,0,1,0,0,0,0,174,4,169,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,35,41
05135000018,AR,135,0018,198,0,194,0,2,0,0,0,2,142,0,138,0,2,0,0,0,2,NA,NA,NA,NA,NA,1,1,37,29
05135000019,AR,135,0019,509,2,496,0,4,0,0,1,6,387,2,376,0,4,0,0,0,5,NA,NA,NA,NA,NA,1,1,63,67
