GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,cd_1990,cd_2000,ndv,nrv
05035000009,AR,035,0009,698,0,11,678,0,5,0,3,1,405,0,8,394,0,2,0,0,1,NA,NA,NA,NA,NA,1,1,150.3860294117647,62.53676470588235
05035000010,AR,035,0010,251,0,207,40,3,0,0,0,1,191,0,163,25,3,0,0,0,0,NA,NA,NA,NA,NA,1,1,70.92279411764706,29.49264705882353
05035000011,AR,035,0011,366,6,163,196,0,0,0,0,1,248,2,120,125,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,92.08823529411765,38.294117647058826
05035000012,AR,035,0012,121,0,15,106,0,0,0,0,0,85,0,13,72,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,31.5625,13.125
05035000013,AR,035,0013,1369,22,720,615,0,1,1,3,7,999,13,553,424,0,1,0,1,7,NA,NA,NA,NA,NA,1,1,89.26715462031108,50.269899359560846
05035000014,AR,035,0014,358,26,146,186,0,0,0,0,0,248,13,119,116,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,56.756218905472636,24.265339966832506
05035000015,AR,035,0015,2438,57,1565,779,9,11,5,0,12,1616,33,1100,459,7,6,2,0,9,NA,NA,NA,NA,NA,1,1,291.9915007476194,246.78114425120012
05035000016,AR,035,0016,3980,47,3157,728,7,22,0,1,18,2907,38,2356,480,5,18,0,0,10,NA,NA,NA,NA,NA,1,1,525.2594632879516,443.9311796647517
05035000017,AR,035,0017,3296,57,2937,263,11,16,0,0,12,2280,35,2061,158,8,11,0,0,7,NA,NA,NA,NA,NA,1,1,203.73284537968894,114.73010064043916
05035000018,AR,035,0018,1587,24,1312,221,4,13,0,0,13,1009,13,863,116,2,10,0,0,5,NA,NA,NA,NA,NA,1,1,182.31400015739356,154.08550405288423
05035000019,AR,035,0019,715,4,692,9,1,5,0,0,4,520,3,502,8,1,3,0,0,3,NA,NA,NA,NA,NA,1,1,93.95766113165972,79.40977414023766
05035000020,AR,035,0020,1779,1,1693,60,1,11,0,4,9,1402,1,1341,41,1,11,0,1,6,NA,NA,NA,NA,NA,1,1,253.32430943574408,214.10096797041
05035000021,AR,035,0021,1116,12,861,198,3,34,0,0,8,843,9,662,135,3,30,0,0,4,NA,NA,NA,NA,NA,1,1,152.31982371920986,128.7354607696545
05035000022,AR,035,0022,1956,19,802,1118,3,7,0,4,3,1418,15,667,724,1,7,0,1,3,NA,NA,NA,NA,NA,1,1,256.2153143936413,216.54434563626347
05035000023,AR,035,0023,465,1,52,405,2,1,0,1,3,360,1,44,309,2,1,0,1,2,NA,NA,NA,NA,NA,1,1,65.0476115526875,54.975997481703004
05035000024,AR,035,0024,1397,30,1332,24,1,4,1,0,5,1115,19,1073,16,1,3,1,0,2,NA,NA,NA,NA,NA,1,1,201.46690800346266,170.27288108916346
05035000025,AR,035,0025,1754,24,1594,96,11,11,2,4,12,1317,15,1210,64,8,7,2,2,9,NA,NA,NA,NA,NA,1,1,237.96584559691507,201.12052412056346
05035000026,AR,035,0026,2168,35,2025,82,7,9,0,0,10,1673,25,1569,61,4,7,0,0,7,NA,NA,NA,NA,NA,1,1,302.2907059101282,255.48567718580307
05035000027,AR,035,0027,2291,12,209,2036,3,13,0,0,18,1366,8,177,1164,1,8,0,0,8,NA,NA,NA,NA,NA,1,1,246.81954828047532,208.6033682222397
05035000029,AR,035,0029,1693,7,12,1666,5,0,0,1,2,1119,5,11,1098,3,0,0,0,2,NA,NA,NA,NA,NA,1,1,202.18965924293698,170.8837255056268
05035000030,AR,035,0030,3402,44,399,2922,2,15,1,2,17,1846,28,319,1474,2,12,1,1,9,NA,NA,NA,NA,NA,1,1,333.549697017392,281.90469819784374
05035000032,AR,035,0032,507,25,388,91,2,0,0,0,1,376,16,304,53,2,0,0,0,1,NA,NA,NA,NA,NA,1,1,82.12168486739469,83.29485179407176
05035000033,AR,035,0033,871,30,533,295,7,1,0,0,5,648,21,400,216,5,1,0,0,5,NA,NA,NA,NA,NA,1,1,117.08570079483749,98.95679546706539
05035000034,AR,035,0034,359,14,22,319,0,0,0,0,4,251,5,19,225,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,45.35264027701267,38.330487133076254
05035000035,AR,035,0035,473,17,190,261,0,0,0,0,5,355,10,134,208,0,0,0,0,3,NA,NA,NA,NA,NA,1,1,81.24378109452736,34.73466003316749
05035000037,AR,035,0037,321,1,303,17,0,0,0,0,0,265,1,252,12,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,57.8783151326053,58.70514820592823
05035000038,AR,035,0038,591,42,417,130,2,0,0,0,0,443,26,311,106,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,21,40
05035000039,AR,035,0039,84,0,41,41,1,0,0,0,1,59,0,31,27,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,10.660580782246006,9.009955142834658
05035000040,AR,035,0040,513,2,141,364,3,0,0,0,3,329,0,106,217,3,0,0,0,3,NA,NA,NA,NA,NA,1,1,73.57035175879396,17.77261306532663
05035000041,AR,035,0041,2744,52,1169,1470,7,25,0,0,21,1958,37,964,924,5,20,0,0,8,NA,NA,NA,NA,NA,1,1,353.7867317226725,299.00834185881797
05035000042,AR,035,0042,2167,10,31,2096,4,8,1,0,17,1505,5,22,1457,3,6,1,0,11,NA,NA,NA,NA,NA,1,1,271.93515385220746,229.8302116943417
05035000043,AR,035,0043,4003,28,680,3243,7,4,0,3,38,2482,22,577,1851,4,4,0,0,24,NA,NA,NA,NA,NA,1,1,448.46714409380655,379.028960415519
05037000001,AR,037,0001,277,7,269,0,0,0,0,0,1,219,5,213,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,41.22874493927126,68.71457489878543
05037000002,AR,037,0002,447,5,439,0,2,0,0,0,1,342,3,338,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,1,48,65
05037000003,AR,037,0003,226,6,219,0,0,0,0,0,1,183,3,180,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,38,62
05037000004,AR,037,0004,522,1,513,2,0,0,0,0,6,386,1,378,2,0,0,0,0,5,NA,NA,NA,NA,NA,1,1,73,109
05037000005,AR,037,0005,573,0,554,15,0,0,0,0,4,421,0,409,10,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,61,88
05037000006,AR,037,0006,1459,10,1245,188,7,4,0,0,5,1078,4,944,122,3,2,0,0,3,NA,NA,NA,NA,NA,1,1,156,199
05037000007,AR,037,0007,552,6,513,31,0,0,0,0,2,414,6,384,24,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,72.82084690553745,59.33550488599348
05037000008,AR,037,0008,1222,9,1019,189,1,2,0,0,2,867,6,736,121,1,2,0,0,1,NA,NA,NA,NA,NA,1,1,184.68932038834953,139.63106796116506
05037000009,AR,037,0009,464,10,411,41,0,0,0,0,2,363,6,326,29,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,91,49
05037000010,AR,037,0010,2069,14,1939,95,3,10,0,0,8,1516,10,1416,73,3,8,0,0,6,NA,NA,NA,NA,NA,1,1,122,145
05037000011,AR,037,0011,38,0,35,3,0,0,0,0,0,29,0,27,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,165,220
05037000012,AR,037,0012,375,10,220,135,2,0,0,0,8,260,5,163,84,2,0,0,0,6,NA,NA,NA,NA,NA,1,1,98.31610044313146,45.31757754800591
05037000013,AR,037,0013,664,4,327,328,3,0,1,0,1,496,3,288,203,0,0,1,0,1,NA,NA,NA,NA,NA,1,1,187.55686853766616,86.4519940915805
05037000014,AR,037,0014,501,7,111,379,1,0,0,0,3,335,2,96,235,1,0,0,0,1,NA,NA,NA,NA,NA,1,1,126.67651403249631,58.38995568685377
05037000015,AR,037,0015,437,0,44,389,3,0,0,0,1,263,0,31,230,1,0,0,0,1,NA,NA,NA,NA,NA,1,1,99.45051698670606,45.84047267355982
05037000016,AR,037,0016,1590,21,1411,125,3,13,0,4,13,1212,15,1088,85,1,10,0,2,11,NA,NA,NA,NA,NA,1,1,258.181610508281,195.19360365505426
05037000017,AR,037,0017,1843,14,1678,123,3,9,0,0,16,1412,9,1285,102,2,7,0,0,7,NA,NA,NA,NA,NA,1,1,300.785836664763,227.40376927470018
05037000018,AR,037,0018,1702,18,751,911,2,5,0,0,15,1113,15,535,549,1,4,0,0,9,NA,NA,NA,NA,NA,1,1,237.0925185608224,179.24957167332954
05037000019,AR,037,0019,1620,8,28,1576,3,0,0,0,5,1028,5,18,999,2,0,0,0,4,NA,NA,NA,NA,NA,1,1,218.98572244431756,165.56025128498004
05037000020,AR,037,0020,1857,28,1769,36,2,8,0,1,13,1372,12,1321,21,2,6,0,0,10,NA,NA,NA,NA,NA,1,1,292.2649914334666,220.961736150771
05037000021,AR,037,0021,384,1,382,0,0,1,0,0,0,275,1,273,0,0,1,0,0,0,NA,NA,NA,NA,NA,1,1,51.77125506072874,86.28542510121457
05037000022,AR,037,0022,704,2,648,42,4,1,0,0,7,507,2,467,32,2,1,0,0,3,NA,NA,NA,NA,NA,1,1,89.17915309446255,72.66449511400651
05039000001,AR,039,0001,1899,28,426,1421,4,12,0,0,8,1226,16,282,913,3,9,0,0,3,NA,NA,NA,NA,NA,4,4,330.98372781065086,300.4546351084812
05039000004,AR,039,0004,1431,10,946,458,3,4,0,2,8,1067,8,752,298,2,2,0,1,4,NA,NA,NA,NA,NA,4,4,288.0584319526627,261.4886587771203
05039000007,AR,039,0007,1469,19,943,500,2,4,0,0,1,1138,16,767,349,2,3,0,0,1,NA,NA,NA,NA,NA,4,4,307.22633136094674,278.8885601577909
05039000008,AR,039,0008,684,13,528,139,1,0,0,0,3,518,8,408,100,1,0,0,0,1,NA,NA,NA,NA,NA,4,4,139.84467455621302,126.9457593688363
05039000009,AR,039,0009,101,4,94,2,0,0,0,0,1,76,2,73,1,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,16,18
05039000010,AR,039,0010,380,3,227,142,8,0,0,0,0,298,3,177,113,5,0,0,0,0,NA,NA,NA,NA,NA,4,4,95,57
05039000011,AR,039,0011,197,9,94,90,0,0,0,0,4,153,5,79,65,0,0,0,0,4,NA,NA,NA,NA,NA,4,4,69,31
05039000012,AR,039,0012,144,10,69,57,1,0,0,1,6,112,5,54,49,1,0,0,0,3,NA,NA,NA,NA,NA,4,4,19,21
05039000014,AR,039,0014,126,0,63,60,1,0,0,0,2,89,0,48,39,1,0,0,0,1,NA,NA,NA,NA,NA,4,4,24.485645933014354,9.155502392344498
05039000015,AR,039,0015,442,15,63,363,0,0,0,0,1,329,9,52,267,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,90.51435406698565,33.844497607655505
05039000016,AR,039,0016,319,9,239,68,0,0,0,0,3,252,2,196,54,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,95.60727272727273,60.480000000000004
05039000017,AR,039,0017,586,40,295,247,2,0,0,1,1,430,22,231,173,2,0,0,1,1,NA,NA,NA,NA,NA,4,4,163.13939393939395,103.2
05039000019,AR,039,0019,191,2,171,16,0,0,0,0,2,143,2,125,14,0,0,0,0,2,NA,NA,NA,NA,NA,4,4,54.25333333333334,34.32
05039000020,AR,039,0020,351,10,318,19,0,0,0,0,4,260,6,242,10,0,0,0,0,2,NA,NA,NA,NA,NA,4,4,56,115
05039000022,AR,039,0022,146,3,60,82,0,0,0,0,1,119,3,53,62,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,68,40
05039000025,AR,039,0025,41,0,41,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,11,13
05039000026,AR,039,0026,232,2,213,14,0,0,0,0,3,179,2,162,14,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,47,59
05039000027,AR,039,0027,340,0,312,28,0,0,0,0,0,273,0,249,24,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,48,137
05039000028,AR,039,0028,131,0,91,37,0,1,0,0,2,107,0,77,29,0,1,0,0,0,NA,NA,NA,NA,NA,4,4,28.886834319526628,26.222386587771204
05041000001,AR,041,0001,194,6,121,66,0,0,0,0,1,138,5,85,47,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,40.669254227890214,27.316883836983646
05041000002,AR,041,0002,1616,14,1387,180,16,2,0,0,17,1263,8,1096,137,12,1,0,0,9,NA,NA,NA,NA,NA,4,4,372.21208760743,250.00887163848074
05041000003,AR,041,0003,1560,11,826,713,2,2,1,1,4,1101,6,644,442,2,2,1,1,3,NA,NA,NA,NA,NA,4,4,324.4699196007763,217.94122539506517
05041000004,AR,041,0004,1394,43,336,994,6,7,1,0,7,905,26,259,613,1,3,1,0,2,NA,NA,NA,NA,NA,4,4,266.70779040754087,179.14333240920433
05041000005,AR,041,0005,896,14,196,678,2,1,0,0,5,599,9,151,432,2,0,0,0,5,NA,NA,NA,NA,NA,4,4,167.65568570034162,93.98657881893607
05041000006,AR,041,0006,1194,33,89,1068,0,0,0,0,4,796,21,76,695,0,0,0,0,4,NA,NA,NA,NA,NA,4,4,222.79453391898488,124.89702293801855
05041000007,AR,041,0007,1806,87,1021,676,0,6,0,0,16,1348,54,830,444,0,6,0,0,14,NA,NA,NA,NA,NA,4,4,377.2952659834065,211.50902879453392
05041000008,AR,041,0008,1356,33,614,680,2,18,0,0,9,925,23,479,402,2,11,0,0,8,NA,NA,NA,NA,NA,4,4,258.90068326012687,145.13787213274767
05041000009,AR,041,0009,1274,82,482,701,5,1,0,0,3,844,51,358,428,4,1,0,0,2,NA,NA,NA,NA,NA,4,4,53.23296032553407,24.040691759918616
05041000010,AR,041,0010,169,22,134,6,1,0,0,0,6,139,13,114,5,1,0,0,0,6,NA,NA,NA,NA,NA,4,4,8.76703967446592,3.9593082400813833
05041000011,AR,041,0011,912,23,702,174,3,0,2,0,8,698,15,540,132,3,0,1,0,7,NA,NA,NA,NA,NA,4,4,143,79
05041000012,AR,041,0012,132,1,60,71,0,0,0,0,0,104,0,46,58,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,35,21
05041000013,AR,041,0013,686,19,372,291,0,0,0,0,4,495,9,284,202,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,149,88
05041000014,AR,041,0014,339,31,224,81,1,1,0,0,1,235,19,164,49,1,1,0,0,1,NA,NA,NA,NA,NA,4,4,65.7747681795998,36.872864812103465
05041000015,AR,041,0015,417,18,364,34,0,0,0,0,1,313,12,279,21,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,69,84
05041000016,AR,041,0016,564,4,295,251,5,4,0,1,4,421,3,216,192,5,2,0,0,3,NA,NA,NA,NA,NA,4,4,160.869918699187,40.388617886178864
05041000017,AR,041,0017,256,2,208,39,6,1,0,0,0,200,1,166,29,3,1,0,0,0,NA,NA,NA,NA,NA,4,4,58.94094815636263,39.58968672026615
05041000018,AR,041,0018,268,37,150,77,1,2,0,0,1,195,20,120,51,1,2,0,0,1,NA,NA,NA,NA,NA,4,4,54.579062957540266,30.596632503660324
05041000019,AR,041,0019,275,3,2,264,1,0,0,0,5,168,0,2,162,1,0,0,0,3,NA,NA,NA,NA,NA,4,4,64.19512195121952,16.117073170731707
05041000020,AR,041,0020,33,2,28,0,0,0,0,1,2,26,2,21,0,0,0,0,1,2,NA,NA,NA,NA,NA,4,4,9.934959349593495,2.4943089430894307
05043000001,AR,043,0001,647,7,566,71,1,0,0,0,2,487,3,426,56,1,0,0,0,1,NA,NA,NA,NA,NA,4,4,45,98
05043000002,AR,043,0002,835,0,535,281,13,1,0,0,5,616,0,394,213,5,1,0,0,3,NA,NA,NA,NA,NA,4,4,78.91542288557214,66.65671641791045
05043000003,AR,043,0003,275,21,91,157,4,0,0,0,2,181,12,72,94,3,0,0,0,0,NA,NA,NA,NA,NA,4,4,205,229
05043000004,AR,043,0004,799,13,615,161,2,3,1,0,4,605,6,479,113,2,2,1,0,2,NA,NA,NA,NA,NA,4,4,31.405484818805093,40.29382957884427
05043000005,AR,043,0005,242,9,190,42,1,0,0,0,0,188,6,151,30,1,0,0,0,0,NA,NA,NA,NA,NA,4,4,24.08457711442786,20.34328358208955
05043000006,AR,043,0006,301,26,228,47,0,0,0,0,0,231,23,172,36,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,128,69
05043000007,AR,043,0007,810,66,581,152,1,0,0,0,10,607,33,442,125,1,0,0,0,6,NA,NA,NA,NA,NA,4,4,191,307
05043000008,AR,043,0008,433,4,412,12,1,0,0,0,4,314,2,305,4,1,0,0,0,2,NA,NA,NA,NA,NA,4,4,49,85
05043000010,AR,043,0010,313,1,279,29,3,0,0,0,1,241,1,213,25,1,0,0,0,1,NA,NA,NA,NA,NA,4,4,35,40
05043000011,AR,043,0011,172,12,117,43,0,0,0,0,0,131,9,89,33,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,223,205
05043000012,AR,043,0012,1803,30,1359,399,2,1,0,0,12,1336,19,1012,297,2,1,0,0,5,NA,NA,NA,NA,NA,4,4,64,85
05043000013,AR,043,0013,1027,12,863,138,1,4,0,2,7,765,7,648,101,1,4,0,0,4,NA,NA,NA,NA,NA,4,4,155.9926212227688,130.1879831342235
05043000014,AR,043,0014,1392,10,1199,160,2,6,0,0,15,1022,4,879,121,2,5,0,0,11,NA,NA,NA,NA,NA,4,4,208.39798547669244,173.92433825251814
05043000015,AR,043,0015,2067,22,726,1290,6,0,0,1,22,1449,11,573,848,6,0,0,0,11,NA,NA,NA,NA,NA,4,4,295.4683766690091,246.59135628952916
05043000018,AR,043,0018,2739,26,2331,308,2,48,0,1,23,2013,20,1781,160,2,38,0,1,11,NA,NA,NA,NA,NA,4,4,410.4747013352073,342.57308503162335
05043000020,AR,043,0020,2074,30,1185,828,3,3,1,2,22,1478,19,919,523,2,3,1,0,11,NA,NA,NA,NA,NA,4,4,301.38182244085266,251.52658702272194
05043000022,AR,043,0022,2223,40,1613,543,2,13,0,1,11,1811,20,1352,420,1,11,0,0,7,NA,NA,NA,NA,NA,4,4,369.2844928554697,308.19665026938395
05043000023,AR,043,0023,571,0,157,410,0,0,1,0,3,416,0,130,286,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,21.594515181194907,27.70617042115573
05045000001,AR,045,0001,1050,17,1008,6,10,2,0,1,6,765,11,732,6,7,2,0,1,6,NA,NA,NA,NA,NA,2,2,77,87
05045000002,AR,045,0002,774,7,753,1,4,2,0,0,7,575,2,560,1,4,2,0,0,6,NA,NA,NA,NA,NA,2,2,84,91
05045000003,AR,045,0003,165,0,158,0,1,0,0,0,6,131,0,126,0,1,0,0,0,4,NA,NA,NA,NA,NA,2,2,95,107
05045000004,AR,045,0004,4426,65,4018,246,26,12,3,2,54,3167,34,2900,177,17,8,1,0,30,NA,NA,NA,NA,NA,2,2,395.38193799678436,363.6108154623067
05045000005,AR,045,0005,3608,67,3182,279,21,7,0,6,46,2671,40,2388,195,12,5,0,1,30,NA,NA,NA,NA,NA,2,2,333.45915894834576,306.66387372902466
05045000006,AR,045,0006,587,6,463,111,4,1,0,1,1,413,5,323,79,4,1,0,0,1,NA,NA,NA,NA,NA,2,2,51.560701102832944,47.41751398355941
05045000007,AR,045,0007,3147,56,2408,591,7,43,1,3,38,2593,43,2072,404,7,37,1,3,26,NA,NA,NA,NA,NA,2,2,323.7213025657284,297.70850789193594
05045000008,AR,045,0008,4043,65,2890,988,11,29,3,8,49,3174,44,2407,654,10,28,2,0,29,NA,NA,NA,NA,NA,2,2,396.255848184968,364.4145021399941
05045000009,AR,045,0009,4182,61,3221,745,26,74,1,5,49,3162,38,2538,475,21,65,0,0,25,NA,NA,NA,NA,NA,2,2,394.7577164337961,363.03675354967277
05045000013,AR,045,0013,4168,35,3819,229,3,49,0,2,31,3052,23,2801,169,3,43,0,0,13,NA,NA,NA,NA,NA,2,2,381.02484204805364,350.4073914717272
05045000014,AR,045,0014,3055,28,2730,228,6,36,1,2,24,2421,18,2195,159,6,29,0,2,12,NA,NA,NA,NA,NA,2,2,302.24808079893114,277.9607780973301
05045000017,AR,045,0017,4559,268,3499,728,14,13,0,1,36,3368,182,2703,440,14,10,0,0,19,NA,NA,NA,NA,NA,2,2,420.4756448289137,386.6881043501891
05045000018,AR,045,0018,1467,22,1424,4,4,1,0,0,12,1084,10,1059,2,4,1,0,0,8,NA,NA,NA,NA,NA,2,2,167,178
05045000019,AR,045,0019,2063,19,1978,22,23,4,2,0,15,1455,9,1405,14,12,4,2,0,9,NA,NA,NA,NA,NA,2,2,167,164
05045000020,AR,045,0020,1474,26,1422,0,17,0,0,0,9,1039,13,1005,0,13,0,0,0,8,NA,NA,NA,NA,NA,2,2,139.95097572584484,161.05076947485324
05045000021,AR,045,0021,923,16,881,2,3,6,1,0,14,642,8,619,0,3,3,1,0,8,NA,NA,NA,NA,NA,2,2,86.47596382674917,99.51356496906234
05045000022,AR,045,0022,2111,27,2056,3,10,3,0,0,12,1417,15,1387,1,5,3,0,0,6,NA,NA,NA,NA,NA,2,2,190.86673012851023,219.6428684753292
05045000023,AR,045,0023,1950,28,1628,252,9,4,0,0,29,1450,16,1231,176,5,3,0,0,19,NA,NA,NA,NA,NA,2,2,181.02425326660477,166.47795466382846
05045000024,AR,045,0024,1631,11,1544,55,4,1,0,2,14,1345,7,1281,39,4,1,0,0,13,NA,NA,NA,NA,NA,2,2,167.91560044385062,154.42265449851672
05045000025,AR,045,0025,2598,19,2505,4,26,5,0,0,39,1820,11,1769,2,11,4,0,0,23,NA,NA,NA,NA,NA,2,2,245.149928605426,282.110106298588
05045000026,AR,045,0026,1869,21,1808,4,14,0,0,0,22,1378,12,1336,2,11,0,0,0,17,NA,NA,NA,NA,NA,2,2,208,192
05045000027,AR,045,0027,756,6,740,0,2,0,0,2,6,534,5,523,0,2,0,0,1,3,NA,NA,NA,NA,NA,2,2,78,118
05045000028,AR,045,0028,1645,17,1579,4,19,0,0,5,21,1147,9,1106,2,11,0,0,3,16,NA,NA,NA,NA,NA,2,2,66.00428527701256,90.22926232017142
05045000029,AR,045,0029,3042,30,2948,18,14,2,0,0,30,2120,20,2062,10,10,2,0,0,16,NA,NA,NA,NA,NA,2,2,121.99571472298744,166.77073767982858
05045000030,AR,045,0030,828,4,801,1,8,0,1,0,13,594,4,571,1,7,0,1,0,10,NA,NA,NA,NA,NA,2,2,84,74
05045000031,AR,045,0031,489,2,485,1,0,0,0,0,1,345,2,342,0,0,0,0,0,1,NA,NA,NA,NA,NA,2,2,57,70
05045000032,AR,045,0032,339,20,316,0,0,0,0,0,3,225,10,212,0,0,0,0,0,3,NA,NA,NA,NA,NA,2,2,37,31
05045000033,AR,045,0033,400,2,392,0,0,1,0,0,5,302,1,297,0,0,1,0,0,3,NA,NA,NA,NA,NA,2,2,82,74
05045000034,AR,045,0034,602,8,584,0,6,0,0,0,4,434,5,422,0,4,0,0,0,3,NA,NA,NA,NA,NA,2,2,96,72
05045000035,AR,045,0035,1922,31,1847,11,17,1,0,0,15,1385,16,1332,9,15,1,0,0,12,NA,NA,NA,NA,NA,2,2,186.55640171346977,214.6826907821672
05045000036,AR,045,0036,2653,31,1820,729,14,19,1,3,36,1936,18,1363,506,14,11,1,0,23,NA,NA,NA,NA,NA,2,2,241.69858918906678,222.27677257184266
05045000037,AR,045,0037,1518,9,1460,16,9,1,0,1,22,1040,7,1002,14,7,0,0,0,10,NA,NA,NA,NA,NA,2,2,115,132
05045000038,AR,045,0038,844,7,578,244,6,0,0,0,9,643,5,436,188,6,0,0,0,8,NA,NA,NA,NA,NA,2,2,120,103
05045000039,AR,045,0039,1035,10,965,18,9,1,1,0,31,774,7,722,15,8,0,0,0,22,NA,NA,NA,NA,NA,2,2,74,92
05045000040,AR,045,0040,1906,22,1760,96,4,5,1,2,16,1497,11,1405,59,4,4,1,0,13,NA,NA,NA,NA,NA,2,2,186.89193595869472,171.87413664258702
05045000041,AR,045,0041,3184,41,2960,120,15,25,0,4,19,2250,21,2122,71,9,18,0,0,9,NA,NA,NA,NA,NA,2,2,280.89970334473156,258.32786068525104
05045000042,AR,045,0042,3423,37,3115,198,9,50,0,0,14,2452,18,2243,137,9,39,0,0,6,NA,NA,NA,NA,NA,2,2,306.11825448945854,281.5199619556602
05045000043,AR,045,0043,924,11,859,38,0,1,0,4,11,640,5,598,28,0,1,0,1,7,NA,NA,NA,NA,NA,2,2,79.90036006250142,73.47992481713807
05045000044,AR,045,0044,4918,104,3943,658,21,114,5,6,67,4236,74,3425,557,13,101,5,5,56,NA,NA,NA,NA,NA,2,2,528.8405081636812,486.3452523834326
05045000045,AR,045,0045,3883,216,3141,435,9,33,0,0,49,2779,156,2276,277,8,30,0,0,32,NA,NA,NA,NA,NA,2,2,346.9423447088929,319.0636110419167
05045000046,AR,045,0046,1853,37,1530,176,23,64,1,1,21,1553,31,1290,136,15,59,0,1,21,NA,NA,NA,NA,NA,2,2,193.8832174641636,178.3036300640866
05047000001,AR,047,0001,459,6,356,74,10,1,0,0,12,308,3,247,43,6,1,0,0,8,NA,NA,NA,NA,NA,3,3,40.372093023255815,71.62790697674419
05047000002,AR,047,0002,281,0,266,0,12,0,0,0,3,208,0,195,0,10,0,0,0,3,NA,NA,NA,NA,NA,3,3,27.264270613107822,48.372093023255815
05047000003,AR,047,0003,254,0,250,0,2,0,0,0,2,195,0,192,0,1,0,0,0,2,NA,NA,NA,NA,NA,3,3,25.560253699788582,45.348837209302324
05047000004,AR,047,0004,485,5,471,0,1,0,0,0,8,364,4,354,0,1,0,0,0,5,NA,NA,NA,NA,NA,3,3,46,72
05047000005,AR,047,0005,307,0,300,0,6,0,0,0,1,235,0,231,0,3,0,0,0,1,NA,NA,NA,NA,NA,3,3,30.80338266384778,54.651162790697676
05047000006,AR,047,0006,395,3,387,0,0,2,0,0,3,299,1,294,0,0,2,0,0,2,NA,NA,NA,NA,NA,3,3,44.108355091383814,72.99347258485639
05047000007,AR,047,0007,188,5,182,0,1,0,0,0,0,135,4,130,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,22,30
05047000008,AR,047,0008,326,1,320,0,1,1,0,0,3,241,1,237,0,1,0,0,0,2,NA,NA,NA,NA,NA,3,3,53.203279870246895,53.98504234997297
05047000009,AR,047,0009,617,6,602,0,3,0,0,0,6,467,2,459,0,2,0,0,0,4,NA,NA,NA,NA,NA,3,3,68.89164490861619,114.00652741514361
05047000010,AR,047,0010,300,1,278,0,9,0,1,1,10,211,1,197,0,4,0,0,1,8,NA,NA,NA,NA,NA,3,3,40,57
05047000011,AR,047,0011,442,15,423,1,3,0,0,0,0,342,9,330,1,2,0,0,0,0,NA,NA,NA,NA,NA,3,3,75.50009010632546,76.60947918543881
05047000012,AR,047,0012,940,24,886,0,7,2,1,6,14,685,19,647,0,3,2,1,3,10,NA,NA,NA,NA,NA,3,3,151.22094071003784,153.44296269598127
05047000013,AR,047,0013,2143,51,2046,4,14,3,3,2,20,1611,34,1543,3,11,3,1,1,15,NA,NA,NA,NA,NA,3,3,355.6451612903226,360.8709677419355
05047000014,AR,047,0014,78,8,69,0,1,0,0,0,0,58,7,50,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,12.80410884844116,12.992250856010092
05047000015,AR,047,0015,668,9,646,0,6,2,0,0,5,497,9,479,0,4,2,0,0,3,NA,NA,NA,NA,NA,3,3,109.71796720129753,111.33014957650026
05047000016,AR,047,0016,270,6,251,1,2,5,0,0,5,199,2,188,1,2,2,0,0,4,NA,NA,NA,NA,NA,3,3,43.9313389799964,44.57686069562083
