GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
39109350100,39,109,3501,7681,7490,21,42,10,69,0,7,42,5507,5376,15,34,8,45,0,4,25,NA,76876,51492,04561,43,5,11,16,771.9129736959429,1412.2275523851984
39109355000,39,109,3550,7658,7413,13,110,18,49,0,10,45,5708,5544,9,79,11,34,0,6,25,NA,76876,51492,04561,43,5,11,16,800.087026304057,1463.7724476148014
39109365000,39,109,3650,6994,6307,322,51,8,200,0,13,93,5284,4840,230,29,8,145,0,0,32,NA,77588,18224,04492,43,5,11,16,1118.580479011074,1706.7877929436002
39109365101,39,109,365101,3399,3226,91,34,2,3,0,1,42,2513,2436,48,15,2,2,0,0,10,NA,77588,74475,04492,43,5,11,16,120.84460222688398,205.59803130547039
39109365102,39,109,365102,5057,4702,147,54,12,74,2,10,56,3684,3472,99,38,3,45,2,3,22,NA,77588,18224,04492,43,5,11,16,177.15539777311602,301.4019686945296
39109365200,39,109,3652,3902,3667,124,36,10,4,0,4,57,2808,2683,77,16,9,3,0,0,20,NA,77588,18224,04492,43,5,11,16,594.4311099665208,907.0136492402781
39109365301,39,109,365301,5133,4555,380,34,15,59,1,10,79,3965,3563,284,19,15,53,1,4,26,NA,77588,18224,04492,43,5,11,16,839.3587432397632,1280.736865825393
39109365302,39,109,365302,4842,4555,48,30,3,173,0,7,26,3475,3299,28,16,2,123,0,0,7,NA,77588,18224,04492,84,12,11,16,735.6296677826423,1122.461691990729
39109380100,39,109,3801,4962,4881,3,29,8,5,1,2,33,3802,3744,2,22,6,5,1,0,22,NA,36610,06110,04861,43,5,11,16,613,1126
39109390100,39,109,3901,4807,4722,18,23,6,6,1,2,29,3550,3493,9,14,6,4,1,2,21,NA,27412,09498,04862,43,5,11,16,213,365
39111966600,39,111,9666,3778,3726,19,7,1,0,0,1,24,2928,2892,11,7,0,0,0,1,17,NA,15210,69918,04865,99,20,18,14,280,121
39111966700,39,111,9667,3914,3845,9,11,10,2,1,3,33,2893,2852,5,2,8,2,0,2,22,NA,04542,75686,04865,99,20,18,14,298,196
39111966800,39,111,9668,4068,4006,1,25,4,8,1,0,23,3171,3132,0,13,3,8,1,0,14,NA,86436,12966,04865,99,20,18,14,914,749
39111966900,39,111,9669,3420,3367,9,19,6,0,0,1,18,2607,2571,5,12,5,0,0,1,13,NA,74300,81480,04865,99,20,18,14,103,74
39113000100,39,113,0001,3447,671,2678,35,2,5,0,4,52,2604,550,1991,27,2,3,0,2,29,NA,21000,21000,04384,39,5,6,11,602.8555555555556,293.8638888888889
39113000200,39,113,0002,3094,443,2608,6,7,1,0,3,26,2016,338,1654,3,5,1,0,2,13,NA,21000,21000,04384,39,5,6,11,466.72688172043013,227.50752688172045
39113000300,39,113,0003,3417,179,3076,80,3,2,1,17,59,2150,149,1905,46,2,2,1,10,35,NA,21000,21000,04384,39,5,6,11,497.7494026284349,242.629554958184
39113000400,39,113,0004,4796,330,4306,36,5,26,0,14,79,3420,285,3036,17,5,19,0,7,51,NA,21000,21000,04384,39,5,6,11,791.7688172043012,385.95026881720435
39113000500,39,113,0005,5073,1379,3494,34,8,24,0,28,106,3611,1146,2341,25,6,21,0,9,63,NA,21000,21000,04384,39,5,6,11,835.9874850657109,407.50480137395465
39113000600,39,113,0006,2024,207,1749,6,3,2,2,3,52,1484,178,1267,6,2,1,2,1,27,NA,21000,21000,04384,39,5,6,11,343.56284348864995,167.47081839904422
39113000700,39,113,0007,4204,120,3942,39,9,19,0,20,55,2765,111,2578,24,6,10,0,7,29,NA,21000,21000,04384,39,5,6,11,640.1288829151733,312.0328927718041
39113000801,39,113,000801,4809,1795,2715,92,23,22,0,18,144,3314,1467,1702,58,16,15,0,8,48,NA,21000,21000,04384,39,5,6,11,767.228614097969,373.98806750298684
39113000802,39,113,000802,3711,922,2572,76,12,19,1,11,98,2384,748,1529,40,9,17,0,0,41,NA,21000,21000,04384,39,5,6,11,551.9230585424134,269.036678614098
39113000900,39,113,0009,4246,1421,2640,45,7,12,1,16,104,2770,1082,1596,26,6,11,1,4,44,NA,21000,21000,04384,39,5,6,11,641.2864396654719,312.5971475507766
39113001000,39,113,0010,1908,276,1570,20,3,0,1,4,34,1330,238,1047,16,3,0,1,1,24,NA,21000,21000,04384,38,5,6,11,307.91009557945046,150.09177120669057
39113001100,39,113,0011,5102,2796,2029,81,17,23,2,25,129,3738,2270,1314,50,15,20,1,7,61,NA,21000,21000,04384,39,5,6,11,865.3894265232975,421.83687275985665
39113001200,39,113,0012,1696,1004,570,47,5,15,0,8,47,1210,787,346,31,5,14,0,3,24,NA,21000,21000,04384,39,5,6,11,280.128733572282,136.54965651135007
39113001300,39,113,0013,1310,384,830,38,8,11,0,4,35,1210,361,762,33,7,11,0,4,32,NA,21000,21000,04384,38,5,6,11,280.128733572282,136.54965651135007
39113001400,39,113,0014,500,367,101,18,5,1,0,0,8,447,333,85,17,3,1,0,0,8,NA,21000,21000,04384,39,5,6,11,103.48557347670251,50.444377240143375
39113001500,39,113,0015,2129,977,1064,38,6,13,2,2,27,2037,949,1013,29,6,13,1,2,24,NA,21000,21000,04384,38,5,6,11,471.5886200716846,229.87739695340503
39113001600,39,113,0016,2320,1956,293,15,3,16,0,1,36,1790,1571,170,12,3,14,0,1,19,NA,21000,21000,04384,39,5,6,11,414.40531660692955,202.0032108721625
39113001700,39,113,0017,2107,1011,995,31,5,13,0,8,44,1296,743,499,18,4,11,0,3,18,NA,21000,21000,04384,39,5,6,16,300.0387096774194,146.25483870967741
39113001800,39,113,0018,6491,5464,681,127,32,37,5,14,131,4634,4100,323,95,23,27,2,3,61,NA,21000,21000,04384,39,5,6,16,1072.823596176822,522.9513291517325
39113001900,39,113,0019,5293,4836,141,165,16,30,0,4,101,3854,3556,99,109,11,25,0,1,53,NA,21000,21000,04384,42,6,6,11,892.244743130227,434.9275836320191
39113002000,39,113,0020,3448,2735,430,86,11,63,2,11,110,2522,2087,274,57,10,45,2,3,44,NA,21000,21000,04384,42,6,6,16,583.8716248506571,284.6101105137395
39113002100,39,113,0021,3969,3220,497,74,20,33,2,8,115,3320,2754,385,60,20,26,1,3,71,NA,21000,21000,04384,38,5,6,11,768.6176821983273,374.6651732377539
39113002200,39,113,0022,3714,3255,151,163,20,54,1,7,63,2634,2355,78,107,13,33,1,3,44,NA,21000,21000,04384,38,5,6,11,609.8008960573476,297.249417562724
39113002300,39,113,0023,3668,3376,99,71,11,14,1,7,89,2680,2503,70,41,7,9,0,2,48,NA,21000,21000,04384,38,5,6,16,620.4504181600956,302.44056152927124
39113002400,39,113,0024,2476,2306,59,30,4,24,2,4,47,1980,1860,43,22,4,19,2,2,28,NA,21000,21000,04384,38,5,6,16,458.3924731182796,223.4448924731183
39113002500,39,113,0025,5496,4829,354,109,9,81,1,8,105,4326,3865,252,76,7,69,1,4,52,NA,21000,21000,04384,38,5,6,16,1001.518100358423,488.1932347670251
39113002600,39,113,0026,6158,5775,129,94,18,22,10,19,91,4689,4448,96,55,13,20,8,4,45,NA,21000,21000,04384,38,5,6,11,1085.5567204301074,529.1581317204301
39113002700,39,113,0027,2032,1938,22,18,7,9,2,3,33,1666,1592,21,14,5,8,2,2,22,NA,21000,21000,04384,38,5,6,11,385.6979091995221,188.00969235364397
39113002800,39,113,0028,2274,2179,14,20,8,19,1,7,26,1886,1825,12,16,4,12,1,3,13,NA,21000,21000,04384,38,5,6,11,436.6304062126643,212.83690262843487
39113002900,39,113,0029,4208,4046,32,47,13,20,4,1,45,3557,3447,20,30,11,16,2,1,30,NA,21000,21000,04384,38,5,6,11,823.4858721624851,401.4108497610514
39113003000,39,113,0030,3046,2815,140,44,8,11,1,3,24,2588,2403,128,30,6,7,1,2,11,NA,21000,21000,04384,41,6,6,11,599.1513739545998,292.05827359617683
39113003100,39,113,0031,2871,2768,36,31,4,9,0,0,23,2470,2386,28,26,4,8,0,0,18,NA,21000,21000,04384,41,6,6,11,571.8330346475508,278.74186081242533
39113003200,39,113,0032,3692,3321,174,59,24,59,0,4,51,3224,2910,149,46,20,55,0,4,40,NA,21000,21000,04384,41,6,6,11,746.3925925925926,363.8314814814815
39113003300,39,113,0033,5556,5078,160,140,17,77,3,8,73,4226,3906,114,78,16,70,3,2,37,NA,21000,21000,04384,38,5,6,11,978.3669653524493,476.90813918757465
39113003400,39,113,0034,8595,7881,347,199,12,87,0,6,63,8417,7759,307,195,12,85,0,1,58,NA,21000,21000,04384,38,5,6,11,1948.6310334528077,949.8664949223418
39113003500,39,113,0035,3454,87,3263,43,4,5,0,9,43,2391,73,2260,29,4,4,0,1,20,NA,21000,21000,04384,38,5,6,11,553.5436379928316,269.82663530465953
39113003600,39,113,0036,1075,50,986,3,2,0,0,4,30,786,44,717,2,2,0,0,1,20,NA,21000,21000,04384,38,5,6,11,181.96792114695342,88.70085125448028
39113003700,39,113,0037,2003,35,1930,16,5,0,2,3,12,1356,24,1299,13,5,0,2,3,10,NA,21000,21000,04384,38,5,6,11,313.92939068100355,153.02589605734767
39113003800,39,113,0038,4382,77,4171,53,16,4,3,8,50,3139,57,3000,33,15,4,2,4,24,NA,21000,21000,04384,38,5,6,11,726.7141278375149,354.2391502389486
39113003900,39,113,0039,3390,43,3260,21,2,3,0,23,38,2499,33,2411,17,2,2,0,11,23,NA,21000,21000,04384,38,5,6,11,578.5468637992832,282.0145385304659
39113004000,39,113,0040,1404,36,1318,20,5,1,1,4,19,860,28,809,14,3,1,0,3,2,NA,21000,21000,04384,38,5,6,11,199.09976105137395,97.0518219832736
39113004100,39,113,0041,3169,22,3096,9,3,4,0,4,31,2124,17,2066,8,3,3,0,3,24,NA,21000,21000,04384,38,5,6,11,491.73010752688174,239.6954301075269
39113004200,39,113,0042,3256,39,3105,35,5,9,0,25,38,2088,34,1992,17,3,8,0,12,22,NA,21000,21000,04384,38,5,6,11,483.39569892473116,235.63279569892472
39113004300,39,113,0043,2179,106,2013,24,13,3,0,0,20,1414,85,1294,13,6,0,0,0,16,NA,21000,21000,04384,38,5,6,11,327.35704898446835,159.57125149342892
39113004400,39,113,0044,2652,62,2519,14,11,0,0,7,39,1949,50,1860,7,9,0,0,3,20,NA,21000,21000,04384,38,5,6,11,451.2156212664277,219.94651284348865
39113004500,39,113,0045,1188,276,877,4,4,1,0,0,26,938,254,654,2,4,1,0,0,23,NA,21000,21000,04384,38,5,6,11,217.15764635603347,105.85419653524492
39113010100,39,113,0101,2088,2024,2,36,0,19,1,1,5,1523,1484,1,21,0,12,1,1,3,NA,57764,57764,04458,41,6,6,11,321.0989719195949,690.1057234924044
39113010200,39,113,0102,7105,6852,41,76,4,70,2,12,48,4994,4838,23,46,4,54,1,7,21,NA,57764,57764,04458,41,6,6,11,1052.901028080405,2262.8942765075954
39113020100,39,113,0201,2849,2682,43,38,7,17,0,4,58,2188,2078,34,26,3,16,0,2,29,NA,40040,40040,04418,41,6,6,11,419.01033377893776,684.2055721773081
39113020200,39,113,0202,2876,2677,71,47,5,54,1,0,21,2297,2150,57,31,3,40,1,0,15,NA,40040,40040,04418,41,6,6,11,439.8842489443419,718.2907675005835
39113020300,39,113,0203,2718,2621,27,25,0,20,0,2,23,2103,2040,20,17,0,17,0,0,9,NA,40040,40040,04418,41,6,6,11,402.7325100260997,657.6253739894329
39113020400,39,113,0204,6579,6045,140,64,19,183,1,13,114,5232,4853,99,48,12,151,1,7,61,NA,40040,40040,04418,41,6,6,11,1001.9479279393978,1636.0893755172194
39113020500,39,113,0205,1463,1381,26,16,4,18,1,0,17,1213,1156,18,12,3,10,1,0,13,NA,40040,40040,04418,41,6,6,11,232.2941201434422,379.31506355167954
39113020601,39,113,020601,1926,1858,7,30,2,15,0,1,13,1494,1452,4,19,1,12,0,0,6,NA,40040,40040,04418,41,6,6,11,286.1066904322363,467.1860716786556
39113020602,39,113,020602,1714,1659,2,14,4,27,0,0,8,1344,1306,1,11,2,22,0,0,2,NA,40040,40040,04418,41,6,6,11,257.3811191036985,420.279839582405
39113020700,39,113,0207,3141,3018,27,33,7,25,0,3,28,2468,2380,22,19,6,24,0,0,17,NA,40040,40040,04418,41,6,6,11,472.631400258875,771.7638720903092
39113020800,39,113,0208,2433,2348,22,31,0,15,0,3,14,1985,1927,13,24,0,12,0,0,9,NA,40040,40040,04418,41,6,6,11,380.1350605809833,620.7258047403824
39113020900,39,113,0209,2727,2598,31,27,8,30,0,2,31,2156,2060,22,18,4,25,0,2,25,NA,40040,40040,04418,42,6,6,11,412.8822118955164,674.198909330108
39113021000,39,113,0210,1823,1744,22,20,10,14,0,2,11,1332,1284,13,13,7,10,0,1,4,NA,40040,40040,04418,42,6,6,11,255.0830733974155,416.5273410147049
39113021100,39,113,0211,3593,3368,93,50,7,37,5,4,29,2679,2526,64,32,7,33,2,0,15,NA,40040,40040,04418,42,6,6,11,513.0387039276848,837.745305239035
39113021200,39,113,0212,1653,1523,21,17,4,43,2,2,41,1302,1205,18,10,4,41,2,2,20,NA,40040,40040,04418,42,6,6,11,249.33795913170795,407.1460945954548
39113021301,39,113,021301,3007,2913,12,28,6,22,1,4,21,2186,2122,8,18,6,18,1,0,13,NA,40040,40040,04418,42,6,6,11,418.62732616122395,683.5801557493581
39113021302,39,113,021302,2386,2291,13,17,3,29,0,5,28,1750,1691,10,7,3,25,0,1,13,NA,40040,40040,04418,42,6,6,11,335.13166549960744,547.2393744562564
39113021400,39,113,0214,2641,2507,33,28,9,38,1,4,21,2017,1932,23,16,6,25,1,2,12,NA,40040,40040,04418,42,6,6,11,386.26318246440474,630.7324675875825
39113021501,39,113,021501,2985,2810,32,40,11,52,0,3,37,2245,2128,22,22,9,43,0,1,20,NA,40040,40040,04418,42,6,6,11,429.9260508837821,702.0299403738833
39113021502,39,113,021502,1662,1567,36,12,0,28,0,3,16,1288,1224,28,8,0,19,0,1,8,NA,40040,40040,04418,41,6,6,11,246.6569058077111,402.7681795998048
39113021601,39,113,021601,2178,2046,37,32,2,26,0,7,28,1695,1600,31,17,2,23,0,3,19,NA,40040,40040,04418,41,6,6,11,324.59895601247695,530.0404226876313
39113021602,39,113,021602,3549,3427,13,29,4,51,0,4,21,2736,2645,11,21,4,41,0,2,12,NA,40040,40040,04418,42,6,6,11,523.9544210325291,855.5696734356102
39113021700,39,113,0217,2470,2316,43,23,1,49,1,1,36,1972,1863,28,18,1,41,1,0,20,NA,40040,40040,04418,41,6,6,11,377.6455110658434,616.6605979587074
39113021800,39,113,0218,2271,1855,263,37,0,55,1,8,52,1649,1417,138,24,0,50,1,0,19,NA,40040,40040,04418,41,6,6,11,315.7897808050587,515.6558448447812
39113021900,39,113,0219,2192,2109,28,18,2,19,0,0,16,1796,1735,19,16,2,14,0,0,10,NA,40040,40040,04418,42,6,6,11,343.9408407070257,561.6239522991067
39113030100,39,113,0301,5015,4483,225,89,15,126,0,8,69,3866,3494,157,71,10,94,0,1,39,NA,52010,52010,04505,41,6,6,11,403.54906054279746,523.9411969380654
39113030200,39,113,0302,2647,2371,209,12,7,20,0,3,25,1882,1698,144,8,5,15,0,0,12,NA,52010,52010,04505,41,6,6,11,196.4509394572025,255.05880306193458
39113040101,39,113,040101,1917,1851,18,13,1,18,0,0,16,1518,1477,12,8,1,13,0,0,7,NA,86331,81494,04373,42,6,6,11,192.1410429613618,463.03269386652255
39113040102,39,113,040102,2207,2045,29,23,2,78,0,4,26,1651,1532,21,16,2,63,0,0,17,NA,86331,81494,04373,42,6,6,11,208.97553486772614,503.60143450173166
39113040103,39,113,040103,2660,2561,26,17,1,39,0,5,11,2209,2143,17,13,1,27,0,2,6,NA,86331,81494,04373,42,6,6,11,279.60445579818725,673.8071282945641
39113040201,39,113,040201,2938,2734,14,28,2,131,4,2,23,2239,2097,10,19,1,90,3,2,17,NA,13190,81494,04373,42,6,6,11,283.4017096116529,682.957972046867
39113040202,39,113,040202,7656,6933,180,122,10,323,5,2,81,6272,5756,147,80,10,235,4,1,39,NA,13190,81494,04373,42,6,6,11,793.8791972685515,1913.1364004814423
39113040301,39,113,040301,13421,12431,234,132,16,487,5,7,109,9667,9008,162,83,9,350,5,2,48,NA,13190,81494,04373,42,6,6,11,1223.6017538257474,2948.7068851170447
39113040302,39,113,040302,5575,5035,337,55,5,70,0,2,71,4139,3838,171,40,5,50,0,0,35,NA,13190,81494,04373,42,6,6,11,523.8944511311439,1262.511409692712
39113040401,39,113,040401,4931,4547,121,56,8,140,1,6,52,3937,3653,92,39,8,113,0,4,28,NA,13190,81494,04373,42,6,6,11,498.32627545380853,1200.8957284272064
39113040402,39,113,040402,11690,10337,423,185,14,568,4,11,148,9079,8134,303,130,13,414,1,3,81,NA,13190,81494,04373,42,6,6,11,1149.1755790818206,2769.3503475719094
39113050101,39,113,050101,4237,3816,247,30,4,90,3,6,41,3421,3114,198,18,4,67,3,0,17,NA,83111,49392,04505,41,6,6,11,465.2151953780207,767.9557370938684
39113050102,39,113,050102,7116,6302,356,100,3,240,4,12,99,5619,5065,219,73,3,194,4,5,56,NA,49434,49392,04439,41,6,6,11,764.1169783189414,1261.3689817978504
39113050103,39,113,050103,6271,5251,428,90,5,382,4,13,98,4726,4029,276,67,4,288,4,5,53,NA,74076,49392,04439,41,6,6,11,642.679629744673,1060.9058209604275
39113050301,39,113,050301,3555,3418,45,35,4,23,1,1,28,2749,2652,39,16,4,19,1,1,17,NA,83111,83111,04505,41,6,6,11,443.05329370975727,670.4346706290243
39113050302,39,113,050302,5468,5307,51,21,13,23,0,2,51,4119,4020,26,17,10,18,0,0,28,NA,83111,83111,04505,41,6,6,11,663.8546805349183,1004.5545319465082
39113050303,39,113,050303,4025,3304,425,136,9,71,0,8,72,3227,2730,295,94,7,60,0,2,39,NA,83111,83111,04505,41,6,6,11,520.0920257553244,787.0107974244675
39113050401,39,113,050401,5238,5055,56,35,5,34,0,2,51,3885,3773,38,23,3,25,0,0,23,NA,49434,49392,04439,41,6,6,11,528.3136609306082,872.1157669130894
39113050402,39,113,050402,2571,2484,17,19,3,8,0,1,39,1908,1856,12,8,2,8,0,1,21,NA,49434,49392,04439,41,6,6,11,259.4652419705535,428.313226066969
39113050501,39,113,050501,10192,9487,259,130,10,166,7,6,127,7707,7236,182,81,9,135,2,2,60,NA,49434,49392,04439,41,6,6,11,1048.0600733055849,1730.0891159843447
39113050502,39,113,050502,2400,2337,9,23,1,8,0,1,21,1850,1811,7,15,1,5,0,0,11,NA,49434,49392,04439,41,6,6,11,251.5779337764801,415.2932223395664
39113050600,39,113,0506,4052,3975,6,22,6,11,0,0,32,3078,3034,3,11,4,10,0,0,16,NA,49434,49392,04439,41,6,6,11,418.57128657513823,690.958128843884
39113060100,39,113,0601,3026,1747,1216,16,2,7,0,3,35,2452,1428,977,12,2,4,0,1,28,NA,21000,38738,04868,38,5,6,11,811.1930996104619,189.32387312186978
39113060200,39,113,0602,1784,1201,532,10,4,3,4,1,29,1211,863,323,6,4,2,1,0,12,NA,22624,38738,04384,38,5,6,11,400.6341124095715,93.50375626043406
39113060300,39,113,0603,4265,663,3488,38,11,11,0,3,51,3525,634,2804,32,10,10,0,2,33,NA,21000,38738,04868,38,5,6,11,1166.1727879799666,272.1723706176962
39113070101,39,113,070101,5203,2147,2821,45,26,30,2,22,110,3801,1760,1909,31,20,26,2,7,46,NA,77504,77504,04869,39,5,6,11,1191.818309119552,715.4458253106949
39113070102,39,113,070102,3268,1248,1935,17,5,9,0,12,42,2639,1180,1411,12,5,8,0,6,17,NA,77504,77504,04869,39,5,6,11,827.4686971235195,496.72758037225043
39113070201,39,113,070201,1794,1172,549,11,8,4,0,5,45,1184,885,252,7,6,3,0,2,29,NA,77504,77504,04869,39,5,6,11,371.2477974210864,222.85920998891416
39113070202,39,113,070202,2184,408,1726,26,0,3,1,2,18,1538,298,1210,16,0,3,1,0,10,NA,21000,21000,04384,38,5,6,11,356.06445639187575,173.56477001194742
39113070300,39,113,0703,3346,1002,2215,40,10,1,0,5,73,2234,771,1400,20,8,1,0,0,34,NA,77504,77504,04869,39,5,6,11,517.1963560334528,252.10903524492232
39113070400,39,113,0704,2853,1253,1487,29,7,6,0,8,63,2057,1029,975,19,7,4,0,0,23,NA,77504,77504,04869,39,5,6,11,644.9803372425463,387.18023221891593
39113070500,39,113,0705,4716,1335,3236,47,13,7,0,12,66,3544,1158,2307,25,12,7,0,3,32,NA,77504,77504,04869,39,5,6,11,1111.2349611996033,667.0718244938445
39113070600,39,113,0706,1328,260,1027,3,2,0,0,2,34,1045,246,771,1,1,0,0,2,24,NA,77504,77504,04869,39,5,6,11,327.6638076900636,196.69583989731024
39113070700,39,113,0707,3792,1277,2399,23,18,8,0,9,58,2869,1130,1668,18,15,8,0,5,25,NA,77504,77504,04384,39,5,6,11,899.5860902036292,540.01948771807
39113080100,39,113,0801,6337,2979,3111,54,16,41,0,21,115,5005,2563,2272,41,15,38,0,12,64,NA,27846,33922,04384,40,6,6,11,1550.65625,1467.6119791666665
39113080200,39,113,0802,2679,2167,437,28,3,9,4,1,30,2231,1870,312,16,2,9,2,1,19,NA,72284,33922,04384,40,6,6,11,691.2116071428571,654.1942708333333
39113080300,39,113,0803,2125,1225,799,22,4,13,0,10,52,1758,1064,630,18,4,11,0,6,25,NA,72284,33922,04384,40,6,6,11,544.6660714285715,515.496875
39113080400,39,113,0804,3996,2123,1688,48,10,23,1,9,94,3221,1851,1259,32,8,21,1,2,47,NA,72284,33922,04384,40,6,6,11,997.9348214285715,944.4911458333333
39113080500,39,113,0805,6593,4920,1433,82,20,12,3,17,106,4557,3754,678,44,17,11,1,4,48,NA,56952,33922,04873,40,6,6,16,1054.997222222222,514.2618055555555
39113080600,39,113,0806,1652,1608,7,9,3,3,0,3,19,1225,1193,4,8,3,3,0,2,12,NA,56952,33922,04873,40,6,6,16,379.53125,359.20572916666663
39113080700,39,113,0807,2487,2448,5,2,5,2,0,8,17,2024,1997,4,1,4,2,0,5,11,NA,56952,33922,04873,39,5,6,16,468.578972520908,228.41033452807648
39113090301,39,113,090301,8189,6690,904,158,30,215,3,38,151,5774,4800,611,103,16,174,1,7,62,NA,67468,67468,04870,39,5,6,16,1336.7465352449224,651.6014187574672
39113090302,39,113,090302,6077,5620,206,60,16,79,2,4,90,4537,4231,137,37,15,59,1,1,56,NA,67468,67468,04870,39,5,6,16,953.580704133986,1085.2197912366576
39113090400,39,113,0904,3609,2532,641,197,17,79,8,17,118,1959,1409,328,118,11,54,7,1,31,NA,67468,67468,04870,42,6,6,11,411.7400483576104,468.57958365276875
39113090600,39,113,0906,4003,3608,144,77,5,114,2,8,45,3030,2720,132,49,5,98,0,1,25,NA,67468,67468,04870,42,6,6,11,636.8414224214189,724.75555817656425
39113090700,39,113,0907,1578,1404,64,45,4,23,1,4,33,1154,1043,44,28,1,20,1,1,16,NA,67468,67468,04870,42,6,6,16,242.54620510703546,276.02901456625585
39113090800,39,113,0908,1438,1300,65,25,6,18,0,3,21,1101,1012,45,14,6,14,0,0,10,NA,67468,67468,04870,42,6,6,11,231.4067346818423,263.351772129504
39113090900,39,113,0909,3653,3409,96,40,1,61,1,4,41,2906,2725,78,33,1,48,1,2,18,NA,67468,67468,04870,42,6,6,11,610.7792652002123,695.0955947396355
39113091000,39,113,0910,2778,2623,48,27,4,27,1,3,45,2270,2167,36,18,4,19,1,1,24,NA,67468,67468,04384,42,6,6,11,477.10562009789464,542.968685498614
39113100101,39,113,100101,6323,5086,810,108,22,126,5,8,158,4704,3908,550,62,13,98,2,4,67,NA,36610,36610,04875,43,5,6,16,817.989846232514,1020.3826290222432
39113100102,39,113,100102,6233,5046,644,137,19,245,2,9,131,4470,3673,469,82,14,178,2,3,49,NA,36610,36610,04875,43,5,6,16,777.2990248000292,969.6237992622083
39113100201,39,113,100201,4961,4142,518,81,13,118,2,8,79,3589,3036,363,51,11,89,2,2,35,NA,36610,36610,04875,43,5,6,16,624.099821030717,778.5189743964352
39113100202,39,113,100202,2698,2232,323,37,4,55,0,6,41,2015,1682,236,28,3,47,0,2,17,NA,36610,36610,04875,43,5,6,16,350.3931845575076,437.08992293363525
39113100203,39,113,100203,5023,4283,448,96,7,89,3,2,95,3623,3136,295,56,7,73,3,0,53,NA,36610,36610,04875,43,5,6,16,630.012162606377,785.894188976953
39113100301,39,113,100301,4676,3997,386,64,23,80,1,11,114,3309,2904,230,44,15,61,1,2,52,NA,36610,36610,04875,43,5,6,16,575.4099492311626,717.7819131451112
39113100302,39,113,100302,3513,3090,281,27,4,50,1,4,56,2546,2264,197,18,4,38,0,3,22,NA,36610,36610,04875,43,5,6,16,442.7300485773768,552.2734212352533
39113100400,39,113,1004,4314,3766,273,80,10,56,9,7,113,3123,2807,166,47,8,39,6,1,49,NA,36610,36610,04875,43,5,6,16,543.0659629643158,677.4351510281604
39113110100,39,113,1101,1351,1317,4,6,8,7,0,0,9,1083,1066,1,2,3,5,0,0,6,NA,21000,10618,04495,40,6,6,11,197.65548224062894,364.5983433946371
39113110200,39,113,1102,7898,7333,284,85,17,103,3,2,71,6040,5652,205,55,12,81,2,0,33,NA,79492,10618,04495,40,6,6,11,1102.344517759371,2033.4016566053629
39113115002,39,113,115002,4072,3904,39,44,9,25,0,7,44,3165,3053,36,27,7,13,0,2,27,NA,79492,79492,04495,40,6,6,11,535.6730769230769,818.076923076923
39113115011,39,113,115011,5722,5512,36,55,7,46,3,7,56,4488,4351,31,31,6,30,3,2,34,NA,79492,79492,04495,40,6,6,11,759.5895005468465,1160.040831206708
39113115012,39,113,115012,4545,4287,84,27,1,102,0,10,34,3319,3162,50,23,1,64,0,3,16,NA,79492,79492,04495,40,6,6,11,561.7374225300765,857.8822457163689
39113120101,39,113,120101,5116,4467,505,32,10,36,2,12,52,3612,3237,294,19,7,27,2,5,21,NA,15644,15644,04872,40,6,6,11,708.4756559195927,1090.8450593917244
39113120102,39,113,120102,4930,4214,534,30,2,105,3,1,41,3571,3094,352,26,2,77,3,1,16,NA,15644,15644,04872,40,6,6,11,700.4337118739938,1078.462820345473
39113120103,39,113,120103,2926,2502,283,54,5,47,1,5,29,2279,1983,206,35,4,35,1,0,15,NA,15644,15644,04872,40,6,6,11,447.01440194926687,688.27128747335
39113125000,39,113,1250,5740,5514,53,65,8,20,1,3,76,4110,3977,36,36,6,16,1,0,38,NA,78470,78470,04872,40,6,6,11,806.1558543271113,1241.2439629291214
39113125101,39,113,125101,5886,5386,275,52,11,91,1,18,52,4469,4131,195,36,10,64,1,7,25,NA,25396,25396,04872,40,6,6,11,876.5719009702824,1349.6640560414219
39113125102,39,113,125102,6500,6027,270,59,13,67,0,4,60,4942,4643,177,33,8,58,0,1,22,NA,25396,25396,04872,40,6,6,11,969.3484749597529,1492.5128138189098
39113130101,39,113,130101,2676,2617,2,31,7,4,0,2,13,2006,1971,2,17,5,3,0,0,8,NA,62414,15518,04872,40,6,6,11,199,449
39113130102,39,113,130102,5929,5845,1,24,7,32,0,4,16,4589,4532,1,13,6,23,0,3,11,NA,09358,15518,04867,40,6,6,11,1158,1977
39113140100,39,113,1401,6184,6078,12,29,14,13,0,3,35,4550,4480,6,17,13,11,0,0,23,NA,54852,61966,04867,40,6,6,11,667,1074
39113150100,39,113,1501,6420,6286,38,27,7,10,0,5,47,4661,4573,27,21,6,9,0,2,23,NA,26656,37912,04874,40,6,6,11,889,1354
39113160100,39,113,1601,1919,1901,3,7,0,2,0,0,6,1467,1451,3,7,0,2,0,0,4,NA,29932,29904,04874,40,6,11,11,234.10114107883817,386.0259336099585
