GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
22001006-14,LA,001,6-14,1548,1,1521,19,2,2,1,0,2,1061,0,1044,13,1,2,0,0,1,NA,18650,94567,00030,42,26,7,7,NA,NA
22001006-15,LA,001,6-15,537,9,518,6,1,1,0,0,2,366,6,355,2,1,1,0,0,1,NA,18650,94381,00030,42,26,7,7,NA,NA
22001006-16,LA,001,6-16,593,6,552,28,1,4,0,0,2,417,4,383,25,1,2,0,0,2,NA,18650,94201,00030,41,26,7,7,NA,NA
22001006-3A,LA,001,6-3A,1307,9,741,543,1,0,0,4,9,955,6,560,380,1,0,0,4,4,NA,18650,94000,00030,42,26,7,7,NA,NA
22001006-3B,LA,001,6-3B,460,9,439,4,2,6,0,0,0,342,8,326,3,1,4,0,0,0,NA,18650,94201,00030,42,26,7,7,NA,NA
220030001-1,LA,003,1-1,788,8,590,173,9,1,0,0,7,593,6,455,119,8,1,0,0,4,NA,57450,94762,00060,32,28,4,5,NA,NA
220030001-2,LA,003,1-2,354,3,280,71,0,0,0,0,0,246,1,189,56,0,0,0,0,0,NA,NA,94762,00060,32,28,7,1,NA,NA
220030001-3,LA,003,1-3,486,6,342,135,1,1,0,1,0,346,5,249,90,1,1,0,0,0,NA,57450,94762,00060,32,28,4,5,NA,NA
220030001-4,LA,003,1-4,533,1,67,460,1,2,0,0,2,385,1,50,331,1,0,0,0,2,NA,57450,94762,00060,32,28,7,5,NA,NA
220030001-5,LA,003,1-5,347,10,231,98,4,0,0,0,4,241,4,165,65,4,0,0,0,3,0795,57450,94762,00060,32,28,7,1,NA,NA
220030001-6,LA,003,1-6,640,3,509,110,7,3,0,0,8,474,3,391,68,5,3,0,0,4,NA,57450,94570,00060,32,28,4,5,NA,NA
220030001-7,LA,003,1-7,381,2,372,6,1,0,0,0,0,270,2,262,5,1,0,0,0,0,NA,57450,94570,00060,32,28,4,5,NA,NA
220030002-1,LA,003,2-1,742,9,367,129,221,0,0,0,16,493,4,252,87,145,0,0,0,5,0795,23620,94762,00060,32,28,7,1,NA,NA
220030002-2,LA,003,2-2,1151,19,1062,21,22,7,0,1,19,800,9,746,18,12,4,0,0,11,NA,39755,95095,00060,32,28,7,5,NA,NA
220030002-3,LA,003,2-3,498,0,493,0,3,0,0,0,2,373,0,369,0,2,0,0,0,2,NA,NA,95095,00060,32,28,7,5,NA,NA
220030002-5,LA,003,2-5,296,0,12,282,1,0,0,0,1,203,0,7,194,1,0,0,0,1,NA,39755,94936,00060,32,28,7,5,NA,NA
220030002-6,LA,003,2-6,1102,1,863,181,19,21,0,1,16,785,1,628,121,12,13,0,1,9,0795,39755,94936,00060,32,28,4,5,NA,NA
220030003-1,LA,003,3-1,505,0,474,22,2,1,0,0,6,379,0,355,15,2,1,0,0,6,NA,NA,95095,00060,32,28,4,5,NA,NA
220030003-2,LA,003,3-2,1167,5,1126,18,6,3,0,2,7,809,3,789,9,3,2,0,0,3,NA,64100,95095,00060,32,28,7,5,NA,NA
220030004-1,LA,003,4-1,424,1,415,2,6,0,0,0,0,285,1,277,2,5,0,0,0,0,9720,23235,94570,00060,32,28,4,1,NA,NA
220030004-2,LA,003,4-2,575,6,562,2,1,0,0,0,4,410,4,401,1,1,0,0,0,3,9720,NA,94570,00060,32,28,4,1,NA,NA
220030004-3,LA,003,4-3,687,10,665,4,4,0,0,0,4,480,6,465,3,2,0,0,0,4,NA,NA,94570,00060,32,28,4,5,NA,NA
220030005-1,LA,003,5-1,631,25,520,76,4,1,0,0,5,425,18,354,46,3,1,0,0,3,9720,56540,94204,00060,32,28,7,1,NA,NA
220030005-2,LA,003,5-2,799,16,723,37,7,0,0,0,16,551,9,496,26,7,0,0,0,13,9720,23235,94570,00060,32,28,4,1,NA,NA
220030005-3,LA,003,5-3,1134,9,1080,24,9,1,0,0,11,846,5,813,15,6,1,0,0,6,9720,56540,94384,00060,32,28,7,1,NA,NA
220030005-5,LA,003,5-5,403,2,397,0,3,0,0,0,1,299,0,295,0,3,0,0,0,1,9720,23235,94204,00060,32,28,4,1,NA,NA
220030005-7,LA,003,5-7,722,2,14,698,0,0,0,0,8,500,1,8,484,0,0,0,0,7,9720,56540,94003,00060,32,28,7,1,NA,NA
220030005-8,LA,003,5-8,822,20,328,451,7,3,0,0,13,543,10,229,288,4,3,0,0,9,9720,56540,94003,00060,32,28,7,1,NA,NA
220030005-9,LA,003,5-9,1001,12,598,369,5,5,1,0,11,714,10,445,241,2,5,0,0,11,9720,56540,94003,00060,32,28,7,1,NA,NA
22003005-10,LA,003,5-10,1062,12,1036,2,10,0,0,0,2,762,6,746,0,8,0,0,0,2,9720,56540,94384,00060,32,28,4,1,NA,NA
22003005-11,LA,003,5-11,557,15,424,109,4,0,0,0,5,403,7,335,56,3,0,0,0,2,9720,56540,94204,00060,32,28,7,1,NA,NA
22003005-12,LA,003,5-12,161,3,54,103,1,0,0,0,0,112,3,42,66,1,0,0,0,0,9720,56540,94003,00060,32,28,7,1,NA,NA
22003005-13,LA,003,5-13,2346,902,410,934,11,87,0,0,2,2345,901,410,934,11,87,0,0,2,9720,56540,94384,00060,32,28,4,1,NA,NA
2200302-4-C,LA,003,2-4-C,1067,16,955,68,13,1,2,0,12,768,9,707,36,8,1,1,0,6,NA,39755,94936,00060,32,28,7,5,NA,NA
2200302-4-O,LA,003,2-4-O,2390,21,823,1489,38,4,0,4,11,2124,16,689,1385,26,4,0,0,4,0795,39755,94936,00060,32,28,7,5,NA,NA
2200305-4-C,LA,003,5-4-C,840,3,756,69,6,1,0,0,5,609,2,563,39,1,1,0,0,3,9720,56540,94204,00060,32,28,7,1,NA,NA
2200305-4-O,LA,003,5-4-O,829,4,781,32,10,0,0,0,2,600,4,575,12,8,0,0,0,1,9720,56540,94204,00060,32,28,7,1,NA,NA
22005000001,LA,005,1,1883,39,1752,63,3,12,0,0,14,1265,23,1182,36,2,11,0,0,11,NA,NA,94572,00090,59,18,6,6,NA,NA
22005000002,LA,005,2,2008,28,1900,52,3,19,0,0,6,1419,20,1347,32,2,14,0,0,4,NA,NA,95544,00090,59,18,6,6,NA,NA
22005000003,LA,005,3,1580,13,1525,28,2,2,2,0,8,1121,11,1086,13,1,2,2,0,6,NA,NA,95544,00090,59,18,6,6,NA,NA
22005000004,LA,005,4,1620,17,1449,141,1,1,1,4,6,1167,13,1047,99,1,1,1,0,5,NA,NA,94765,00090,59,18,6,6,NA,NA
22005000005,LA,005,5,2510,36,2339,81,16,10,5,2,21,1736,28,1617,57,8,8,3,0,15,NA,62105,94765,00090,59,18,6,6,NA,NA
22005000006,LA,005,6,1874,29,1535,300,2,1,0,2,5,1318,19,1082,209,2,1,0,2,3,NA,67250,95244,00090,59,18,6,6,NA,NA
22005000007,LA,005,7,1069,6,1016,35,7,3,0,0,2,757,6,716,27,3,3,0,0,2,NA,NA,94572,00090,59,18,6,6,NA,NA
22005000008,LA,005,8,1991,78,1637,255,6,3,0,2,10,1407,52,1169,172,5,3,0,0,6,NA,NA,94572,00090,59,18,6,6,NA,NA
22005000009,LA,005,9,2084,109,1247,701,7,10,0,2,8,1401,69,874,439,5,8,0,0,6,NA,NA,94572,00090,59,18,6,6,NA,NA
22005000010,LA,005,10,1653,11,1560,63,5,1,3,0,10,1128,7,1074,41,3,1,0,0,2,NA,NA,95544,00090,59,18,6,6,NA,NA
22005000011,LA,005,11,1514,18,1318,163,2,4,0,2,7,997,16,866,109,1,2,0,0,3,NA,NA,95544,00090,59,18,6,6,NA,NA
22005000012,LA,005,12,1930,43,1835,43,3,2,1,0,3,1301,22,1250,23,2,2,1,0,1,NA,NA,94765,00090,59,18,6,6,NA,NA
22005000013,LA,005,13,1242,25,1183,23,9,0,0,0,2,865,16,828,15,4,0,0,0,2,NA,NA,94765,00090,59,18,6,6,NA,NA
22005000014,LA,005,14,1277,16,1247,7,4,0,0,0,3,904,11,884,4,2,0,0,0,3,NA,NA,95361,00090,59,18,6,6,NA,NA
22005000015,LA,005,15,1469,15,1418,3,5,16,0,0,12,1073,9,1040,3,4,11,0,0,6,NA,62105,95361,00090,59,18,6,6,NA,NA
22005000016,LA,005,16,2506,51,2178,209,15,25,1,4,23,1649,32,1454,125,5,20,1,1,11,NA,NA,94572,00090,59,18,6,6,NA,NA
22005000017,LA,005,17,1570,58,1168,317,0,7,0,2,18,1053,28,812,198,0,5,0,0,10,NA,NA,94572,00090,59,18,6,6,NA,NA
22005000018,LA,005,18,1872,134,1695,21,10,2,0,1,9,1292,83,1181,12,4,2,0,1,9,NA,NA,95544,00090,59,18,6,6,NA,NA
22005000019,LA,005,19,2975,113,2560,275,9,9,1,1,7,2038,61,1782,173,6,9,1,1,5,NA,NA,95244,00090,59,18,6,6,NA,NA
22005000020,LA,005,20,974,3,937,11,1,7,1,0,14,718,2,690,9,1,5,1,0,10,NA,NA,95244,00090,59,18,6,6,NA,NA
22005000021,LA,005,21,1241,20,1194,24,0,1,0,0,2,890,12,859,16,0,1,0,0,2,NA,NA,95097,00090,59,18,6,6,NA,NA
22005000022,LA,005,22,806,10,794,0,2,0,0,0,0,581,5,575,0,1,0,0,0,0,NA,NA,95361,00090,59,18,6,2,NA,NA
22005000023,LA,005,23,986,44,832,89,2,2,0,2,15,712,22,612,67,0,2,0,2,7,NA,29850,95244,00090,59,18,6,2,NA,NA
22005000024,LA,005,24,1125,75,921,103,4,9,1,0,12,830,49,701,66,1,6,1,0,6,NA,29850,95097,00090,59,18,6,2,NA,NA
22005000025,LA,005,25,1716,93,1552,52,8,3,0,0,8,1228,58,1133,26,4,1,0,0,6,NA,NA,95097,00090,59,18,6,2,NA,NA
22005000026,LA,005,26,2645,19,2585,10,3,7,0,0,21,1858,14,1820,9,3,6,0,0,6,NA,NA,95361,00090,59,18,6,2,NA,NA
22005000027,LA,005,27,2226,20,2182,7,3,8,0,0,6,1535,14,1505,7,2,5,0,0,2,NA,71225,94938,00090,59,18,6,2,NA,NA
22005000028,LA,005,28,1244,136,687,404,4,4,0,1,8,889,96,544,241,2,3,0,1,2,NA,29850,95097,00090,59,18,6,2,NA,NA
22005000029,LA,005,29,1263,50,935,253,5,9,0,3,8,956,40,728,174,4,5,0,2,3,NA,29850,95466,00090,59,18,3,2,NA,NA
22005000030,LA,005,30,1133,62,827,229,4,4,0,0,7,804,41,611,145,1,2,0,0,4,NA,29850,95466,00090,59,18,3,2,NA,NA
22005000031,LA,005,31,1380,41,1007,317,3,4,0,0,8,1015,29,786,189,3,3,0,0,5,NA,29850,95466,00090,59,18,3,2,NA,NA
22005000032,LA,005,32,2311,107,1821,363,0,16,0,0,4,1657,69,1348,224,0,12,0,0,4,NA,29850,95466,00090,59,18,3,2,NA,NA
22005000033,LA,005,33,2253,61,2064,112,0,7,0,2,7,1582,39,1466,70,0,3,0,0,4,NA,29850,94938,00090,59,18,6,2,NA,NA
22005000034,LA,005,34,1227,17,1017,182,5,1,0,0,5,880,11,733,127,3,1,0,0,5,NA,71225,94938,00090,59,18,6,2,NA,NA
22005000035,LA,005,35,1457,22,1380,49,2,1,0,0,3,1020,15,973,28,2,1,0,0,1,NA,71225,94938,00090,59,18,6,2,NA,NA
22005000036,LA,005,36,1571,46,488,1009,7,6,0,2,13,1051,26,357,646,5,6,0,1,10,NA,29850,94387,00090,58,18,3,2,NA,NA
22005000037,LA,005,37,2188,28,662,1465,6,12,1,1,13,1587,19,554,995,3,9,1,1,5,NA,29850,94387,00090,58,18,3,2,NA,NA
22005000038,LA,005,38,45,0,11,30,0,0,0,0,4,32,0,9,21,0,0,0,0,2,NA,NA,95244,00090,58,18,3,2,NA,NA
22005000039,LA,005,39,432,9,132,288,0,0,0,0,3,300,6,103,188,0,0,0,0,3,NA,NA,94387,00090,58,18,3,2,NA,NA
22005000040,LA,005,40,1632,14,774,830,2,6,0,0,6,1115,8,544,553,2,5,0,0,3,NA,29850,94387,00090,58,18,3,2,NA,NA
22005000041,LA,005,41,1336,18,1296,4,8,1,0,0,9,957,13,932,4,4,0,0,0,4,NA,NA,95361,00090,59,18,6,2,NA,NA
22005000045,LA,005,45,550,14,116,417,0,0,1,0,2,385,10,93,280,0,0,1,0,1,NA,NA,94006,00090,58,18,3,2,NA,NA
22005000046,LA,005,46,312,4,59,244,0,4,0,0,1,199,4,40,151,0,4,0,0,0,NA,21240,94006,00090,58,18,3,2,NA,NA
22005000047,LA,005,47,1789,39,127,1615,3,2,0,0,3,1060,16,108,932,2,0,0,0,2,NA,21240,94006,00090,58,18,3,2,NA,NA
22005000048,LA,005,48,289,1,191,94,0,0,0,2,1,217,0,160,57,0,0,0,0,0,NA,21240,94206,00090,58,18,3,2,NA,NA
22005000049,LA,005,49,718,11,425,270,3,1,0,3,5,564,8,365,185,2,1,0,1,2,NA,21240,94206,00090,58,18,3,2,NA,NA
22005000050,LA,005,50,1227,8,498,713,3,0,0,0,5,891,7,398,480,3,0,0,0,3,NA,21240,94206,00090,58,18,3,2,NA,NA
22005000051,LA,005,51,1653,7,128,1512,0,1,0,0,5,1048,3,104,938,0,0,0,0,3,NA,21240,94006,00090,58,18,3,2,NA,NA
22005000052,LA,005,52,624,4,547,66,2,4,0,0,1,486,3,432,46,2,2,0,0,1,NA,21240,94206,00090,58,18,3,2,NA,NA
22005000053,LA,005,53,844,30,561,245,1,0,0,0,7,636,23,439,168,1,0,0,0,5,NA,21240,94006,00090,60,18,3,2,NA,NA
22005000054,LA,005,54,1271,19,565,669,1,2,0,2,13,868,11,444,402,1,2,0,2,6,NA,21240,94206,00090,58,18,3,2,NA,NA
22005000055,LA,005,55,1532,12,501,1010,0,0,0,0,9,1121,10,436,667,0,0,0,0,8,NA,21240,94206,00090,58,18,3,2,NA,NA
220070001-1,LA,007,1-1,1048,12,282,748,1,1,0,0,4,720,9,222,484,1,1,0,0,3,NA,06260,94009,00120,58,18,3,2,NA,NA
220070001-2,LA,007,1-2,1575,11,775,780,1,0,0,0,8,1074,9,554,505,1,0,0,0,5,NA,06260,94009,00120,58,18,3,2,NA,NA
220070002-1,LA,007,2-1,526,2,438,86,0,0,0,0,0,381,2,318,61,0,0,0,0,0,NA,53370,94207,00120,60,21,3,2,NA,NA
220070002-2,LA,007,2-2,955,20,547,381,1,0,0,2,4,671,13,421,236,1,0,0,0,0,9960,40420,94207,00120,60,21,3,2,NA,NA
220070002-3,LA,007,2-3,1092,14,772,292,5,1,0,0,8,789,10,600,171,5,1,0,0,2,9960,40420,94207,00120,51,21,3,2,NA,NA
220070003-1,LA,007,3-1,1022,8,966,40,1,2,0,0,5,769,6,730,27,1,2,0,0,3,9960,40420,94390,00120,51,21,3,2,NA,NA
220070003-2,LA,007,3-2,1740,56,1576,14,33,42,0,0,19,1191,36,1091,10,21,22,0,0,11,9960,01815,94390,00120,51,21,3,2,NA,NA
220070004-1,LA,007,4-1,777,6,403,365,0,0,0,0,3,542,5,296,240,0,0,0,0,1,NA,74235,94573,00120,51,21,3,2,NA,NA
220070004-2,LA,007,4-2,1598,21,432,1136,2,1,0,0,6,1032,17,323,687,2,1,0,0,2,NA,74235,94573,00120,51,21,3,2,NA,NA
220070005-1,LA,007,5-1,686,2,197,479,3,0,0,0,5,493,2,167,317,2,0,0,0,5,NA,53370,94768,00120,60,21,3,2,NA,NA
220070005-2,LA,007,5-2,1438,1,938,486,2,0,0,0,11,1085,1,729,347,2,0,0,0,6,NA,53370,94768,00120,60,21,3,2,NA,NA
220070005-3,LA,007,5-3,510,19,384,104,0,0,0,0,3,364,10,293,59,0,0,0,0,2,NA,NA,94768,00120,60,21,3,2,NA,NA
220070006-1,LA,007,6-1,1314,9,907,384,1,6,0,0,7,976,7,694,268,1,4,0,0,2,NA,58745,94939,00120,60,21,3,2,NA,NA
220070006-2,LA,007,6-2,1057,7,228,820,1,0,0,0,1,756,5,188,561,1,0,0,0,1,NA,58745,94939,00120,60,21,3,2,NA,NA
220070007-1,LA,007,7-1,2066,26,859,1176,1,0,0,0,4,1496,17,661,815,1,0,0,0,2,NA,06260,95098,00120,60,18,3,2,NA,NA
220070007-2,LA,007,7-2,261,9,240,7,3,0,0,0,2,193,5,181,4,2,0,0,0,1,NA,NA,95098,00120,60,21,3,2,NA,NA
220070008-1,LA,007,8-1,2730,25,2692,2,6,0,0,0,5,1960,18,1930,2,5,0,0,0,5,NA,60075,95245,00120,60,21,3,2,NA,NA
220070009-1,LA,007,9-1,1992,24,1952,2,3,0,0,0,11,1485,12,1464,0,2,0,0,0,7,NA,60075,95362,00120,60,21,3,2,NA,NA
220070009-2,LA,007,9-2,1001,12,977,1,3,0,0,0,8,755,10,739,1,2,0,0,0,3,NA,60075,95362,00120,60,21,3,2,NA,NA
220090001-1,LA,009,1-1,1143,11,1100,10,11,1,0,0,10,825,5,795,8,7,1,0,0,9,NA,NA,94012,00150,28,28,5,1,NA,NA
220090001-2,LA,009,1-2,1380,7,1336,26,9,0,1,0,1,1057,4,1020,25,8,0,0,0,0,8350,NA,94012,00150,28,28,5,1,NA,NA
220090002-1,LA,009,2-1,1310,14,969,307,3,2,0,0,15,956,10,752,181,1,2,0,0,10,NA,48750,94576,00150,28,28,5,1,NA,NA
220090002-2,LA,009,2-2,1114,9,704,391,5,0,0,0,5,827,6,537,277,2,0,0,0,5,NA,NA,94210,00150,28,28,5,1,NA,NA
220090002-3,LA,009,2-3,668,1,659,0,4,2,0,0,2,488,1,480,0,3,2,0,0,2,NA,NA,94942,00150,28,28,5,1,NA,NA
220090002-4,LA,009,2-4,1777,10,1132,557,41,15,0,4,18,1351,9,879,416,27,9,0,1,10,4315,48750,94393,00150,28,28,5,1,NA,NA
220090002-5,LA,009,2-5,687,5,615,64,2,0,0,0,1,505,2,459,41,2,0,0,0,1,NA,48750,94576,00150,28,28,5,1,NA,NA
220090002-7,LA,009,2-7,1106,4,257,696,127,1,0,0,21,707,2,193,429,74,0,0,0,9,4315,48750,95725,00150,28,28,5,1,NA,NA
220090002-8,LA,009,2-8,1022,3,302,671,37,0,0,0,9,667,2,241,397,21,0,0,0,6,NA,48750,95725,00150,28,28,5,1,NA,NA
220090003-1,LA,009,3-1,699,12,310,375,0,1,0,0,1,502,9,249,242,0,1,0,0,1,NA,48400,95467,00150,28,28,5,1,NA,NA
