GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
26011000150,MI,011,150,1091,17,1053,0,9,4,0,0,8,909,8,887,0,7,2,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,6,1,92.48546511627907,86.67209302325581
26011000160,MI,011,160,530,11,503,0,5,0,0,4,7,393,8,377,0,2,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,6,1,74.50389823553549,58.216249487074265
26011000170,MI,011,170,628,18,588,3,4,12,0,0,3,476,16,448,2,4,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,90.23881821912187,70.5112843660238
26011000180,MI,011,180,423,3,413,1,1,2,0,0,3,298,2,293,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,56.494050061551086,44.14361920393927
26011000190,MI,011,190,1621,25,1552,3,23,1,0,0,17,1249,19,1198,3,21,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,6,1,323.6937172774869,171.65575916230367
26011000200,MI,011,200,405,8,389,0,5,2,0,0,1,279,2,274,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,72.30628272251309,38.34424083769633
26011000210,MI,011,210,642,5,626,1,2,2,0,0,6,470,4,459,0,1,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,6,1,90,93
26011000220,MI,011,220,456,15,438,0,1,2,0,0,0,340,7,330,0,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,174,204
26011000230,MI,011,230,577,7,565,0,2,1,0,0,2,488,6,478,0,1,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,184,203
26011ZZZZZZ,MI,011,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0
26013000010,MI,013,10,482,0,450,0,15,2,0,0,15,388,0,369,0,8,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,1,1,103,96
26013000020,MI,013,20,1545,11,1071,2,353,8,0,1,99,1119,5,820,1,242,2,0,1,48,NA,NA,NA,NA,NA,NA,NA,NA,1,1,165.88502772643253,166.71238447319777
26013000030,MI,013,30,445,1,415,0,20,1,0,0,8,331,1,311,0,13,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,49.06876155268022,49.31349353049907
26013000040,MI,013,40,406,0,377,2,11,0,0,0,16,281,0,264,0,7,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,41.65656192236599,41.86432532347505
26013000050,MI,013,50,1146,30,522,422,106,5,0,0,61,974,27,416,419,64,5,0,0,43,NA,NA,NA,NA,NA,NA,NA,NA,1,1,144.38964879852128,145.1097966728281
26013000060,MI,013,60,569,7,552,0,5,0,0,0,5,475,4,462,0,5,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,157,123
26013000070,MI,013,70,3926,30,3238,6,530,7,1,2,112,2984,21,2562,4,323,6,1,2,65,NA,NA,NA,NA,NA,NA,NA,NA,1,1,660,485
26013000080,MI,013,80,227,2,224,0,0,0,0,0,1,188,2,185,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,59,49
26013ZZZZZZ,MI,013,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
26015000010,MI,015,10,1912,21,1851,12,12,3,0,0,13,1449,15,1407,5,9,3,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,8,3,221,321
26015000020,MI,015,20,1780,14,1738,4,4,4,0,0,16,1362,7,1335,4,4,2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,8,3,240.52340425531915,306.20851063829787
26015000030,MI,015,30,65,0,65,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8.476595744680852,10.791489361702128
26015000040,MI,015,40,1647,24,1579,1,11,12,0,0,20,1211,12,1173,1,7,5,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,2,3,217.80399677028663,246.64897052886556
26015000050,MI,015,50,1842,15,1795,11,10,3,0,1,7,1352,11,1320,9,6,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,243.1635042389988,275.36697618086396
