GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,G20USSDHIC,G20USSRGAR,G20USSLDOA,G20USSODOY,G20USSOEVA,G20USSOWRI
08031031230,08,031,031230,627,189,15,2,1,5,4,591,246,4,0,3,0
08031031231,08,031,031231,690.42,223.48,15.37,3.12,0,0.03,4.03,665.02,260.98,7.43,2.15,4.21,0
08031031232,08,031,031232,850,181,19,9,0,3,2,839,191,20,1,8,0
08031031233,08,031,031233,1602,311,31,2,0,3,7,1530,400,17,2,2,0
08031031234,08,031,031234,1389,269,33,4,0,3,4,1333,351,14,1,3,0
08031031235,08,031,031235,1107,242,18,2,0,0,4,1069,290,7,0,2,1
08031031236,08,031,031236,871,195,8,7,2,4,3,827,246,8,0,5,0
08031031237,08,031,031237,794.12,113.29,10.17,1.05,0,5,1.09,749.02,137.55,19.14,0,8.04,0
08031031238,08,031,031238,1389,295,24,8,1,6,5,1336,361,20,2,7,0
08031031239,08,031,031239,863.41,235.56,11.54,3.85,0,0.96,0.96,819.18,282.68,13.46,4.81,6.73,0
08031031240,08,031,031240,722.42,185.42,16.01,2,1,9.01,5.03,715.37,192.45,22.02,5.01,6.02,0
08031031241,08,031,031241,751,207,14,2,0,3,0,740,235,6,0,0,0
08031031242,08,031,031242,682,197,16,2,1,2,12,661,236,12,2,2,0
08031031243,08,031,031243,877.88,220.71,16.83,4.95,0,0,8.91,867.98,245.45,13.86,0,3.96,0
08031031244,08,031,031244,865,204,15,11,0,4,4,848,228,24,3,2,0
08031031245,08,031,031245,878,293,14,3,1,1,7,847,344,12,0,2,0
08031031246,08,031,031246,828,252,16,3,0,2,5,808,296,9,3,1,0
08031031247,08,031,031247,644.63,224.5,11.61,1.01,0,2.88,6.71,608.84,264.18,9.71,1.96,1.03,0
08031031248,08,031,031248,714.77,209.3,10.02,3,0,3.01,0,675.74,258.35,10.01,0,1,0
08031031249,08,031,031249,920,333,16,1,2,1,0,880,397,9,2,0,0
08031031250,08,031,031250,906,264,20,4,2,0,2,873,315,7,6,1,0
08031031401,08,031,031401,955.68,308.6,7.98,2.98,1,2,0.03,925.12,335.17,9.98,4,3.94,0
08031031402,08,031,031402,1133,183,13,2,2,5,5,1104,220,11,2,2,0
08031031403,08,031,031403,997.83,215.67,12.03,7.01,1,4,2.01,973.79,238.68,16.05,4.02,1.01,0
08031031404,08,031,031404,1207,205,23,3,2,4,4,1166,242,27,4,4,0
08031031405,08,031,031405,945.58,194.85,13.85,1.98,2.97,0.99,3.96,922.83,225.51,10.88,3.96,4.95,0
08031031406,08,031,031406,766.76,150.64,14.27,0.03,0.04,0.05,2.11,750.45,169.13,12.24,1.05,4.1,0
08031031407,08,031,031407,1180,213,27,3,0,0,7,1156,256,16,4,6,0
08031031408,08,031,031408,1272,243,14,5,1,0,4,1232,279,14,3,0,1
08031031409,08,031,031409,1000,157,8,4,0,1,3,966,176,12,3,5,0
08031031410,08,031,031410,851.51,136,10.84,0.99,0.99,3.94,5.91,845.59,149.8,10.84,0.99,3.94,0
08031031411,08,031,031411,860.15,135.5,13.04,1,0,0.01,2.02,830.13,169.55,13.04,3,3.01,1
08031031412,08,031,031412,1252,147,14,3,0,4,3,1217,185,18,1,0,0
08031031413,08,031,031413,1220,195,13,8,0,1,3,1175,242,12,2,3,0
08031031414,08,031,031414,1084,201,14,4,0,2,4,1046,247,8,1,1,0
08031031415,08,031,031415,1594,245,20,9,0,1,2,1547,296,21,2,3,0
08031031416,08,031,031416,1033,156,6,3,0,1,0,1001,181,6,0,4,0
08031031417,08,031,031417,934,107,14,1,0,3,2,909,130,10,3,1,0
08031031418,08,031,031418,1275,211,19,2,2,2,9,1247,248,15,8,6,0
08031031419,08,031,031419,1094,215,17,5,0,2,5,1061,256,14,0,0,0
08031031420,08,031,031420,924,216,9,3,1,1,3,903,238,7,8,5,0
08031031421,08,031,031421,1181,201,25,2,1,5,8,1156,251,12,1,5,0
08031031422,08,031,031422,1179,271,24,5,3,3,6,1149,311,23,2,3,1
08031031423,08,031,031423,939.35,300.51,9.95,3.98,1,5.97,5.97,918.45,309.47,11.94,6.97,6.97,0
08031031424,08,031,031424,1298,330,18,3,1,4,5,1255,375,15,9,3,0
08031031425,08,031,031425,841,178,17,3,1,3,11,821,206,12,5,4,0
08031031426,08,031,031426,1743,356,39,9,0,5,10,1676,421,41,7,8,0
08031031427,08,031,031427,173.87,37.2,1.02,3,0,2,2,171.82,37.24,1.02,1,3,0
08031031428,08,031,031428,856.65,209.49,17.05,4.02,2,0.03,8.03,853.55,212.53,17.06,6.03,6.03,0
08031031429,08,031,031429,946.29,187.05,15,2,1,2,6,936.28,193.05,25.01,4,4,0
08031031430,08,031,031430,817.71,139.95,9,5,2,2,5,814.72,143.95,18.99,4,2,0
08031031431,08,031,031431,1018,244,13,10,1,1,4,1028,239,15,9,4,0
08031031432,08,031,031432,881,161,7,6,2,7,13,891,166,13,3,6,0
08031031433,08,031,031433,872,230,13,5,2,6,7,870,234,17,8,5,0
08031031434,08,031,031434,940,192,10,5,0,3,7,943,184,18,2,5,0
08031031435,08,031,031435,718,177,14,4,2,3,3,718,184,14,8,1,0
08031031436,08,031,031436,759,166,9,3,1,2,4,775,149,15,4,2,0
08031031501,08,031,031501,862.03,161.96,19.98,5,0,4,3.02,861,169.96,16.98,5.01,5.03,0
08031031502,08,031,031502,644.57,109.29,7.97,3.97,0,2.98,6.94,636.64,113.27,5.98,5.95,10.9,0
08031031503,08,031,031503,874.3,145.17,9.84,3.66,2.39,2.53,10.18,872.68,144.21,18.88,3.8,7.8,0
08031031504,08,031,031504,784.07,136.66,6.44,0.15,0.09,1.14,6.27,779.49,133.82,11.73,7.2,10.2,1
08031031505,08,031,031505,782,151,6,3,2,4,4,761,169,8,5,7,0
08031031506,08,031,031506,970,94,10,1,0,6,3,938,131,10,3,1,0
08031031507,08,031,031507,1037,161,18,4,1,2,7,1018,186,17,3,5,0
08031031508,08,031,031508,822,140,17,1,0,4,10,804,179,7,1,1,0
08031031509,08,031,031509,1140,222,22,1,0,5,1,1100,277,15,0,1,0
08031031510,08,031,031510,592,99,12,4,0,3,6,588,105,9,1,9,0
08031031511,08,031,031511,1140,184,29,2,1,2,3,1093,242,15,2,2,0
08031031512,08,031,031512,1391,311,30,0,1,2,3,1323,376,18,1,1,0
08031031513,08,031,031513,2946.35,781.34,63.91,5.13,0.04,9.21,8.18,2816.39,910.98,55.04,2.17,6.1,0
08031031514,08,031,031514,1226.99,248.69,25.16,1.94,0,4.84,1.94,1173.77,293.2,27.09,3.87,2.9,0
08031031515,08,031,031515,3067,526,73,11,0,11,12,2949,633,59,4,9,0
08031031516,08,031,031516,601,51,6,2,0,1,5,596,56,6,0,3,0
08031031517,08,031,031517,568,200,11,3,1,0,0,556,219,14,2,2,0
08031031518,08,031,031518,539.66,175.98,2.93,2.93,1.96,1.96,4.89,531.84,182.82,5.87,1.96,0,0
08031031519,08,031,031519,984,197,19,6,0,2,4,952,223,19,2,4,0
08031031520,08,031,031520,723,163,16,4,1,12,7,718,168,19,4,12,0
08031031521,08,031,031521,869,99,9,2,0,5,2,853,110,13,0,4,0
08031031522,08,031,031522,2485.13,511.8,55.98,7,2,12,10,2360.18,636.76,50.98,2,12,0
08031031523,08,031,031523,1149.53,301.56,25.88,3.98,1,2.99,2.99,1122.66,337.39,22.89,0,1,0
08031031524,08,031,031524,829,265,17,3,1,3,3,806,294,13,3,5,0
08031031525,08,031,031525,990,214,21,8,0,2,6,940,261,19,3,9,0
08031031526,08,031,031526,688,180,12,4,2,4,1,669,197,13,3,3,0
08031031527,08,031,031527,1548.63,227.38,21.65,5.63,0.44,8.64,11.1,1522.81,230.07,38.63,6.86,11.92,0
08031031528,08,031,031528,1372.84,184.06,26.47,2.39,2.56,1.37,4.92,1364.54,189.53,28.48,7.14,4.08,0
08031031529,08,031,031529,1851,378,32,6,2,10,6,1793,463,25,3,2,0
08031031530,08,031,031530,73,16,1,2,0,1,1,75,12,3,1,2,0
08031031531,08,031,031531,1007,247,14,6,4,4,7,1009,234,16,6,3,0
08031031532,08,031,031532,541,57,8,3,0,2,1,544,61,7,0,2,0
08031031533,08,031,031533,922,207,17,3,2,1,11,926,201,26,5,3,0
08031031534,08,031,031534,890,226,11,8,2,3,6,881,233,21,6,5,0
08031031535,08,031,031535,1001,240,22,5,4,10,9,1016,234,21,4,5,0
08031031536,08,031,031536,703,267,16,1,0,1,5,718,258,10,2,5,0
08031031537,08,031,031537,798.97,259.07,8.9,1.98,3.96,4.94,3.96,784.13,267.97,11.87,9.89,6.92,0
08031031538,08,031,031538,662.49,254.14,13.01,7,0,3,2,662.49,252.14,12.01,5,7,0
08031031539,08,031,031539,652.03,196.93,18.1,3.02,0.04,2.06,5.04,651.87,196.03,13.13,0.11,4.08,0
08031031601,08,031,031601,491,67,8,2,1,1,3,482,84,7,0,2,0
08031031602,08,031,031602,740,94,9,6,1,1,4,732,106,12,2,1,0
08031031603,08,031,031603,748,138,14,2,1,2,0,739,139,12,3,5,0
08031031604,08,031,031604,1021,186,17,7,1,5,4,1012,183,21,4,21,0
08031031605,08,031,031605,720,110,5,0,0,0,3,702,137,2,2,0,0
08031031606,08,031,031606,832,107,8,1,1,1,6,819,121,8,1,4,0
08031031607,08,031,031607,597,102,6,0,0,0,3,595,113,3,0,2,0
08031031608,08,031,031608,1064,163,12,2,1,0,5,1014,229,5,2,4,0
08031031609,08,031,031609,241,59,3,0,1,0,1,233,71,2,0,0,0
08031031610,08,031,031610,319,42,5,0,0,1,0,304,62,2,0,0,0
08031031611,08,031,031611,635,97,8,2,0,1,3,605,128,7,1,0,0
08031031612,08,031,031612,908,160,12,0,0,3,0,881,176,16,2,5,0
08031031613,08,031,031613,912,181,15,2,0,0,1,880,210,18,0,1,0
08031031614,08,031,031614,570,108,10,3,0,2,1,558,133,3,2,1,0
08031031615,08,031,031615,759.31,160.64,7.98,0,0,2,2.99,732.37,194.57,5.99,1,0,0
08031031616,08,031,031616,837.14,302.19,11.74,0.98,1.96,1.96,1.96,784.33,376.52,9.78,0,0,0
08031031617,08,031,031617,658,298,7,1,1,2,1,614,354,5,1,1,0
08031031618,08,031,031618,582,283,8,4,1,2,2,560,323,5,0,0,0
08031031619,08,031,031619,860.17,399.02,17.96,1,0,1.12,2.35,814.06,462.36,6.15,2.23,0,0
08031031620,08,031,031620,880,355,8,5,0,1,3,854,379,6,3,0,0
08031031621,08,031,031621,714.83,260.98,15.04,0,0,0.88,2.65,690.94,286.64,8.85,1.77,0,0
08031031622,08,031,031622,877,239,8,0,1,1,1,831,299,4,0,2,0
08031031623,08,031,031623,916,292,9,4,1,0,2,881,338,9,0,1,0
08031031624,08,031,031624,917.93,263.73,7.9,1.97,1.96,1.97,3.93,880.6,314.82,1.02,1.96,1.95,0
08031031625,08,031,031625,648,149,6,1,0,0,4,620,180,5,1,3,0
08031031626,08,031,031626,715.24,155.1,9.06,4.01,3.01,3.01,2.03,692.14,181.33,19.04,2.02,0,0
08031031627,08,031,031627,816,256,12,5,0,1,4,780,316,2,1,1,0
08031031628,08,031,031628,1054.5,249.41,21.95,6.98,0,2,2.99,1026.57,277.34,22.95,2,3.99,0
08031031629,08,031,031629,1014.56,298.86,12.15,2.05,1.04,2.04,3.08,979.83,346.83,6.03,1.05,0.06,0
08031031630,08,031,031630,601.1,155.05,9.11,2,1.99,2,4.03,586.67,187.29,6.2,3,0.02,0
08031031631,08,031,031631,1323.66,250.85,19.83,1.98,0,1.98,6.94,1261.19,305.38,27.76,2.97,1.98,0
08031031632,08,031,031632,798,221,7,1,1,3,2,776,253,8,0,0,0
08031031633,08,031,031633,867.86,231.81,9.26,0.02,0.04,3.04,3.04,826.67,292.48,5.22,0,1,0
08031031634,08,031,031634,533,281,8,1,0,0,2,499,325,6,2,1,0
08031031635,08,031,031635,921,451,11,2,0,0,2,858,528,8,0,2,1
08031031636,08,031,031636,883,214,10,2,1,2,2,834,275,6,1,0,0
08031031637,08,031,031637,780,335,17,4,0,1,4,744,400,4,0,1,0
08031031638,08,031,031638,462,183,15,0,1,1,2,454,206,7,0,0,0
08031031639,08,031,031639,814,222,17,2,1,1,2,777,277,6,0,0,0
08031031640,08,031,031640,983,369,14,2,1,3,5,936,436,7,0,3,0
08031031641,08,031,031641,991.27,300.81,16.94,4.97,0.01,6.96,4.99,954.52,328.65,21.91,4,3.98,0
08031031642,08,031,031642,705,282,9,3,0,2,2,689,300,13,1,2,0
08031031643,08,031,031643,608.21,123.23,11.93,3.98,0,6.96,6.96,610.2,129.2,12.92,1.99,4.97,0
08031031644,08,031,031644,721,279,4,0,2,2,5,706,297,3,2,2,0
08031031645,08,031,031645,696,250,4,1,4,2,1,671,270,4,4,2,0
08031031646,08,031,031646,994.33,267.06,12.77,1.21,4,2.14,10.21,961.42,278.04,22.35,3.28,6.42,0
08031031647,08,031,031647,845.93,248.22,15,2.02,1,3.99,5.97,831.79,263.32,18.01,5.96,2.01,0
08031031648,08,031,031648,924,215,22,4,1,1,8,904,241,24,6,4,0
08031031649,08,031,031649,1146.54,322.62,11.91,1.99,0.99,5.96,9.93,1116.76,340.49,19.85,8.93,6.95,0
08031031650,08,031,031650,731.03,245.59,7.03,5,0,2.02,2.03,704.16,261.51,17.99,4,3.02,0
08031031651,08,031,031651,975,266,28,5,0,3,7,922,302,40,5,6,0
08031031652,08,031,031652,714.42,293.29,4.03,1.01,2,0.02,1.02,688.42,307.3,7.03,4,2.01,0
08031031701,08,031,031701,874.47,92.84,8.98,5.99,0,4.99,4.99,859.49,109.81,13.98,2.99,10.98,0
08031031702,08,031,031702,1094,180,14,2,2,0,2,1057,229,10,2,0,1
08031031703,08,031,031703,557.23,95.02,4.95,0.99,1.98,1.98,0,545.35,114.81,0.99,0.99,0.99,0
08031031704,08,031,031704,633,62,11,4,0,1,2,632,69,6,2,5,0
08031031705,08,031,031705,1293.66,247.17,13.95,1.99,1,1,1,1241.83,286.04,8.97,3.99,4.98,0
08031031706,08,031,031706,918.34,113.83,6.05,3.01,1,1,3,892.17,157.96,5.03,0.01,2.02,0
08031031707,08,031,031707,632.35,108.6,1.75,0,0.88,0.88,2.63,606.07,136.63,4.38,0,0.88,0
08031031708,08,031,031708,1073.86,157.19,14.41,0.01,0.02,0.86,4.22,1064.45,185.26,5.08,1.7,1.7,0
08031031709,08,031,031709,660,45,12,0,0,1,3,655,51,9,3,2,0
08031031710,08,031,031710,742,117,4,3,0,2,0,727,137,8,2,1,0
08031031711,08,031,031711,345,40,6,2,0,0,4,348,38,7,0,4,0
08031031712,08,031,031712,226,29,2,0,0,1,2,229,31,3,0,0,0
08031031713,08,031,031713,908.94,119.62,11.77,1.96,1.96,1.96,0.98,861.88,174.53,5.88,1.96,3.92,0
08031031714,08,031,031714,786.09,104.4,2.25,3.02,1,3.05,3.1,763.29,121.09,5.28,3.01,7.03,0
08031031715,08,031,031715,664,120,13,7,1,6,7,671,114,20,8,9,0
08031031716,08,031,031716,583,105,5,2,0,5,3,588,97,11,2,7,0
08031031717,08,031,031717,696,119,3,2,0,1,1,695,104,8,2,6,0
08031031718,08,031,031718,664,121,2,3,1,6,3,664,117,8,1,6,0
08031031719,08,031,031719,704,84,6,2,2,3,3,702,85,9,7,4,0
08031031720,08,031,031720,621,75,5,4,1,1,3,601,82,4,7,8,0
08031031721,08,031,031721,636,86,1,2,0,1,2,643,77,5,1,5,0
08031031722,08,031,031722,756,108,7,1,2,5,4,779,103,4,2,5,0
08031031723,08,031,031723,707,116,8,3,0,3,1,710,93,12,8,7,0
08031031724,08,031,031724,682,106,5,0,0,2,3,678,103,11,4,3,0
08031031725,08,031,031725,720.57,113.04,4,1,1,0.01,5.99,722.56,102.07,8,3,3.99,0
08031031726,08,031,031726,773.03,92.86,4.02,0.01,1,7.01,4.03,750.02,106.85,21.05,8.02,6.01,0
08031031727,08,031,031727,802,200,2,3,0,7,2,810,184,11,4,3,0
08031031728,08,031,031728,1429.51,392.32,19.97,5.99,1,4.99,6.99,1397.57,396.31,33.94,1,16.97,0
08031031729,08,031,031729,1581.18,421,18.73,10.84,6.9,3.95,6.9,1579.19,409.19,29.57,6.9,9.85,0
08031031730,08,031,031730,1256.9,414.75,16.47,1.94,0.97,6.78,0.97,1236.54,430.26,22.29,5.81,0.97,0
08031031731,08,031,031731,1124.7,266.84,12.27,3.03,2.02,4.11,3.02,1083.36,294.09,19.37,9.1,6.02,0
08031031732,08,031,031732,667,123,4,4,0,3,5,645,136,8,5,5,0
08031031733,08,031,031733,1597.72,494.05,37.36,8.58,2.9,5.8,4.19,1541.58,526.22,50.07,8,8.72,0
08031031734,08,031,031734,763.99,204.39,5.28,0.16,0.1,5.06,9.1,752.96,214.21,14.45,0.1,5.15,0
08031031735,08,031,031735,578.13,150.15,2.7,1.8,0.9,3.6,1.8,575.43,152.85,0.9,0.9,8.09,0
08031031736,08,031,031736,562.97,175.94,8.2,0.02,1.01,4.08,2.01,558.73,180.13,6.27,3.07,4.01,0
08031031737,08,031,031737,634.27,153.08,6.04,2.01,3,5.02,4,624.22,169.12,11.06,0.02,6,0
08031031738,08,031,031738,712,160,7,0,0,1,6,717,154,12,4,2,0
08031031739,08,031,031739,743.13,185,3.12,2.08,0.1,5.1,1.14,719.34,194.7,8.56,1.04,12.18,0
08031031740,08,031,031740,669,160,2,0,1,1,6,666,147,13,3,3,0
08031031741,08,031,031741,698,144,9,5,1,3,2,689,155,18,1,2,0
08031031742,08,031,031742,755.81,179.33,19.94,1.99,1,5.98,4.01,719.02,192.29,25.89,2,13.93,0
08031031743,08,031,031743,755,125,5,1,0,2,2,723,164,3,0,0,0
08031031744,08,031,031744,4379.62,937.37,67.32,2.77,0.02,8.85,12.6,4205.19,1139.9,49.75,3.84,2.01,0.88
08031031801,08,031,031801,799,63,15,3,1,2,5,777,94,12,2,3,0
08031031802,08,031,031802,768,53,8,4,0,2,3,757,64,8,3,3,0
08031031803,08,031,031803,707,90,6,4,0,5,3,705,93,15,2,4,0
08031031804,08,031,031804,680,52,5,4,0,2,3,670,65,6,1,3,0
08031031805,08,031,031805,656.66,62.02,8.86,4.92,0,4.92,7.88,655.68,64.98,18.71,0.98,7.88,0
08031031806,08,031,031806,870.79,102.86,13.08,4.36,2.68,4.29,8.08,853.02,109.94,20.35,5.53,6.1,0
08031031807,08,031,031807,1156.44,88.06,14.75,1.22,1.92,10.68,5.14,1144.46,92.74,19.74,5.76,12.05,0
08031031808,08,031,031808,1043.81,84.13,11.09,3.7,0.92,6.47,6.47,1032.72,96.15,15.72,2.77,12.02,0
08031031809,08,031,031809,1045,252,18,4,0,4,5,1021,264,26,1,3,0
08031031810,08,031,031810,1253,142,12,7,1,2,8,1232,161,15,6,11,0
08031031811,08,031,031811,851,68,11,6,1,1,3,844,77,10,3,2,0
08031031812,08,031,031812,861.9,94.86,11.16,4.16,0,1.11,9.11,857.74,104.1,5.18,2.08,8.1,1
08031031813,08,031,031813,818,52,14,5,0,1,11,799,73,19,3,7,0
08031031814,08,031,031814,713,61,5,1,0,6,2,711,67,4,3,4,0
08031031815,08,031,031815,724,49,9,4,0,0,5,712,60,7,1,5,0
08031031816,08,031,031816,686,59,7,3,0,2,2,676,77,5,0,1,0
08031031817,08,031,031817,790,60,14,3,0,1,2,786,67,8,1,2,0
08031031818,08,031,031818,631,41,9,4,0,2,2,621,47,8,1,8,0
08031031819,08,031,031819,777.04,74.38,6.85,0,1.96,2.94,3.91,769.22,90.04,7.83,3.91,2.94,0
08031031820,08,031,031820,831.19,77.88,5.08,2,2.02,3.03,5.05,827.1,90.07,2.09,1.05,9.03,0
08031031821,08,031,031821,759,79,8,2,1,3,3,741,93,8,2,4,0
08031031822,08,031,031822,860,62,6,3,2,2,6,832,79,13,2,11,0
08031031823,08,031,031823,923.76,78.74,4.07,2,3.02,2.03,0.04,905.68,96.9,8.08,0.04,2.03,0
08031031824,08,031,031824,890,76,11,4,1,1,2,873,99,8,0,2,0
08031031825,08,031,031825,845,88,8,2,0,2,4,837,96,9,2,6,0
08031031826,08,031,031826,914.1,114.14,9.84,9.84,0,6.89,6.89,904.26,128.9,10.82,4.92,5.9,0
08031031827,08,031,031827,1115,89,16,5,0,0,4,1076,127,17,0,11,0
08031031828,08,031,031828,1305,122,14,5,2,3,7,1258,161,16,6,8,0
08031031829,08,031,031829,1325,149,14,5,2,3,8,1297,183,16,2,5,0
08031031830,08,031,031830,921,103,18,2,0,3,5,898,122,18,3,5,0
08031031831,08,031,031831,869,78,8,0,1,4,2,854,99,3,1,1,0
08031031832,08,031,031832,850,86,10,2,2,2,0,830,113,2,0,4,0
08031031833,08,031,031833,930,106,8,5,2,0,4,916,128,13,1,0,1
08031031834,08,031,031834,844,113,3,2,0,2,3,830,136,5,1,2,0
08031031835,08,031,031835,887,117,16,1,0,2,2,873,152,5,0,0,0
08031031836,08,031,031836,926,111,5,0,1,0,0,899,143,3,0,1,0
08031031837,08,031,031837,867,139,9,6,2,3,6,843,157,12,2,8,0
08031031838,08,031,031838,810,157,12,7,0,5,4,800,160,22,3,4,0
08031031839,08,031,031839,497.34,52.89,6.19,2.03,0.03,0.03,1.02,488.6,69.75,3.09,0.03,0.06,0
08031031840,08,031,031840,491.54,78.63,6.05,0.01,0.01,0.01,1.01,482.32,90.89,3.03,0.01,0.02,0
08031031841,08,031,031841,1008,79,18,6,0,3,4,987,100,15,2,5,0
08031031842,08,031,031842,796.07,100.76,11.62,4.04,1,3.07,3.11,785.74,122.2,9.66,2.11,2.04,0
08031031843,08,031,031843,918.93,72.24,16.38,0.96,0,1.93,2.89,910.26,83.8,17.34,2.89,0.96,0
08031031844,08,031,031844,1047,114,20,5,1,2,7,1034,123,19,7,6,0
08031031845,08,031,031845,934,88,6,5,1,4,7,932,102,6,1,2,0
08031031846,08,031,031846,893,92,18,6,0,3,5,878,110,17,1,5,0
08031031847,08,031,031847,468,72,2,1,0,2,2,465,72,8,0,1,0
08031031848,08,031,031848,1023,108,6,5,1,3,4,1003,117,14,1,8,0
08031031849,08,031,031849,1093,103,15,9,0,3,3,1085,112,19,1,3,0
08031031850,08,031,031850,902,120,7,2,0,0,3,872,157,7,1,1,0
08031031851,08,031,031851,1072,114,17,11,0,4,3,1061,133,16,3,4,0
08031031852,08,031,031852,830,92,6,0,0,2,0,815,110,6,0,2,0
08031031853,08,031,031853,779,126,5,2,0,1,1,751,161,5,1,1,0
08031031854,08,031,031854,870,138,12,2,0,4,0,841,177,11,0,1,0
08031031855,08,031,031855,1989,287,31,8,1,4,5,1928,324,34,10,17,0
08031031901,08,031,031901,1165.41,234.32,24.93,12.4,2.76,4.37,5.14,1134.37,253.72,42.98,4.95,6.3,0
08031031902,08,031,031902,1439,293,37,7,3,5,8,1390,339,44,5,9,0
08031031903,08,031,031903,985,229,23,1,2,0,5,952,266,21,2,3,0
08031031904,08,031,031904,928.16,214.57,11.98,2,0,1,3.99,905.21,244.52,12.97,2,1,0
08031031905,08,031,031905,241,45,5,0,0,0,0,231,52,5,0,2,0
08031031906,08,031,031906,875.55,277.19,12.49,0.13,2.06,0.09,2.24,846.43,295.68,16.8,1.23,2.24,0
08031031907,08,031,031907,968.87,317.44,18.54,11.04,1,4.13,9.31,943.21,326.28,30.45,8.09,5.04,0
08031031908,08,031,031908,895,276,14,6,2,0,8,852,315,21,4,10,0
08031031909,08,031,031909,1107.95,312.83,19.94,1.78,0.3,4.19,6.89,1076.71,344.98,22.92,2.3,5.08,0
08031031910,08,031,031910,917.49,234.44,21.9,3.24,0.81,0,6.49,906.94,256.34,17.04,2.43,1.62,0
08031031911,08,031,031911,1152.95,346.33,41.04,8.32,0,11.16,10.41,1129.61,398.88,27.12,3.25,12.18,0
08031031912,08,031,031912,816,314,7,4,3,7,9,793,336,15,3,8,0
08031031913,08,031,031913,1095.66,322.02,16.95,6.98,1,1,4.98,1064.76,365.89,14.95,1.99,4.98,0
08031031914,08,031,031914,707,260,28,5,1,1,9,681,315,19,1,3,0
08031031915,08,031,031915,689.66,261.08,9.36,1.87,0,0.94,0.94,670.01,276.99,11.23,1.87,2.81,0
08031031916,08,031,031916,1173.94,424.75,28.14,5.82,0,1.01,3.86,1139.4,472.31,22.58,2.97,3.04,0
08031031917,08,031,031917,965.77,363.54,13.98,1,3,3,7.99,929.82,414.47,15.98,3,3,0
08031031918,08,031,031918,907.23,303.46,13.02,5,0,2,6.01,880.18,347.53,11.02,4,5,0
08031031919,08,031,031919,917.15,351.91,10.34,0.02,2.02,1.09,4.11,868.84,384.02,13.45,1.09,4.16,0
08031031920,08,031,031920,825.04,342.01,12,5,1,3,1,803.04,368.02,7,2,1,0
08031031921,08,031,031921,1071,293,8,7,1,5,8,1053,309,17,6,6,0
08031031922,08,031,031922,1091,355,33,6,1,4,7,1056,379,41,5,5,0
08031031923,08,031,031923,891.96,339.99,20,3,0,5,5,858.96,374.98,17,2,8,0
08031031924,08,031,031924,62,14.42,1.61,0.67,0,0.31,0.52,60.2,15.92,2.54,0.24,0.6,0
08031031925,08,031,031925,484.12,202.96,9.9,0,2.97,2.97,0.99,460.36,230.68,7.92,0.99,0,0
08031031926,08,031,031926,485.19,200.46,18.76,0,0.03,1.01,2.96,470.22,229.22,12.85,0.99,0,0
08031031927,08,031,031927,603.22,252.77,8.57,9.43,1.71,2.57,1.71,572.37,295.61,12,0,1.71,0
08031031928,08,031,031928,598,207,8,2,1,2,0,571,246,4,1,1,0
08031031929,08,031,031929,634,238,13,8,0,3,2,609,260,19,0,3,0
08031031930,08,031,031930,627,231,16,2,0,2,8,601,252,13,3,6,0
08031031931,08,031,031931,579.21,306.04,11.34,2.53,1.24,0.45,2.25,563.26,333.81,7.98,1.93,0.29,0
08031031932,08,031,031932,777.34,278.1,6.42,6.03,0.04,4.99,3.08,761.9,296.96,15.22,2.08,3.99,0
08031031933,08,031,031933,482.35,213.31,9.61,0.96,0.96,0,0.96,466.01,227.72,7.69,1.92,2.88,0
08031031934,08,031,031934,629,207.04,17.56,4.81,2.9,2.86,3.85,619.75,221.93,18.43,3.89,3.93,0
08031031935,08,031,031935,1669.6,637.52,49.13,8.87,0,2,8,1602.2,704.87,49.35,3.91,10.78,0.96
08031031936,08,031,031936,712.32,251.09,22.22,2.07,2.03,3.05,4.05,701.18,261.31,23.26,2.05,6.06,0
08031031937,08,031,031937,733,369,9,0,0,2,3,690,406,18,1,0,0
08031031938,08,031,031938,804.18,415.15,14.52,4.84,0,2.9,3.87,780.95,449.02,10.64,0.97,0,0
08033033001,08,033,033001,188,59,2,0,0,0,0,184,56,5,0,2,0
08033033002,08,033,033002,45,254,1,0,2,0,2,40,252,2,2,1,0
08033033003,08,033,033003,45.72,292.81,0.97,0,0,0,0,47.67,280.16,2.92,1.95,0,0
08033033004,08,033,033004,61,475,1,1,3,3,3,65,468,7,0,1,1
08035035101,08,035,035101,1079.19,1283.21,33.81,4.83,0,5.8,10.63,1023.15,1366.3,19.32,1.93,3.86,0
08035035102,08,035,035102,447.8,529.66,19.22,2.18,2.61,1.95,3.27,417.28,576.7,13.5,3.1,1.58,0.06
08035035103,08,035,035103,736,868,45,7,4,4,10,709,912,51,7,2,1
08035035104,08,035,035104,187.6,373.2,2.99,1,0,1,2,174.63,387.17,4.99,0,0,0
08035035105,08,035,035105,1379.43,1361.09,39.47,2.75,4.42,4.06,8.06,1284.83,1483.59,31.61,2.48,3.05,0
08035035106,08,035,035106,72.39,164.59,4.21,0.83,0.84,0,0.83,73.96,164.66,4.2,0.85,0.83,0
08035035107,08,035,035107,267,484,7,3,0,5,0,246,509,10,2,0,0
