GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,G20PRESKEN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSDSMI,G20USSRLEW,G20USSMOCO,G20USSCSTE,G20USSOWRI
27067000215,27,067,000215,289,306,15,8,5,0,3,3,2,0,256,267,69,20,1
27067000220,27,067,000220,358.68,303.04,1.99,0,0,0,0,1.99,2.98,1.99,322.91,251.37,45.7,13.91,0
27067000225,27,067,000225,282,261,7,0,1,0,0,3,1,2,241,219,65,16,2
27067000230,27,067,000230,383.71,410.69,9.99,6,0,2,0,2,4,3,356.73,363.72,69.95,17.99,1
27067000235,27,067,000235,250.54,432.56,5.9,0.88,0.66,0.1,1.62,1.23,0.27,3.83,237.95,426.51,26.25,4.29,0.01
27069000005,27,069,000005,8.96,40.32,0,0,0,0,0,0.9,0,0,11.65,36.74,0.9,0.9,0
27069000010,27,069,000010,4,6,0,0,1,0,0,0,0,0,6,4,0,0,0
27069000015,27,069,000015,3,17,0,0,0,0,0,2,0,0,8,12,0,0,0
27069000020,27,069,000020,6,14,1,0,0,0,0,0,0,0,9,10,1,1,0
27069000025,27,069,000025,11.44,13.35,0,0,0,0,0,0,0,0,15.26,8.58,0.95,0,0
27069000030,27,069,000030,23.11,70.4,0.03,0.01,0,0,0,0.02,0.01,0.82,30.47,59.62,2.61,0.07,0
27069000035,27,069,000035,1.56,10.65,0,0,0,0,0,0,0,0,3.74,7.42,1.05,0,0
27069000040,27,069,000040,30.67,29.23,1.12,0.04,1.04,0,0,0.04,0.04,0.08,32.95,26.6,0.35,1.12,0
27069000045,27,069,000045,258.69,268.52,6.06,5,1,0,0,3,1,4,268.76,237.34,25.12,6.06,0
27069000050,27,069,000050,26.36,39.54,0.94,0,0,0,0,0,0,0,27.31,36.72,1.88,0.94,0
27069000055,27,069,000055,8.02,21.06,0,0,0,0,0,0,0,0,9.03,17.05,0,1,0
27069000060,27,069,000060,11,12,3,0,0,0,0,0,0,1,12,15,0,0,0
27069000065,27,069,000065,17,43,2,0,0,0,0,0,0,0,19,41,1,0,0
27069000070,27,069,000070,2,8,0,0,0,0,0,0,0,0,4,4,0,0,0
27069000075,27,069,000075,5.99,17.97,0,0,0,0,0,0,0,0,6.99,15.97,0,0,0
27069000080,27,069,000080,26,41,1,0,1,0,0,0,0,0,27,37,2,0,0
27069000085,27,069,000085,144.93,267.27,3.97,0.99,0,0,0,2.09,0.99,1.18,150.88,239.64,21.49,9.03,0
27069000090,27,069,000090,75.49,42.66,2,0,0,0,0,0,0,0,77.53,36.54,5.08,1,0
27069000092,27,069,000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27069000095,27,069,000095,41.05,48.35,3.65,0,0,0,0,0.91,0,0,37.4,41.96,10.03,1.82,0
27069000100,27,069,000100,65.77,128.74,2.92,0.98,0.98,0,0,0.96,0.98,1.92,72.71,113.18,8.7,2.9,0
27069000105,27,069,000105,0,21,1,0,0,0,0,0,1,0,4,15,0,1,0
27069000110,27,069,000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27069000115,27,069,000115,14.98,42.94,2,0,0,0,0,0,0,0,20.97,37.95,1,0,0
27069000118,27,069,000118,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0
27069000120,27,069,000120,4,27,0,0,0,0,0,2,0,0,9,18,3,0,0
27069000125,27,069,000125,23.95,11.65,4.35,0,0,0,0,0.09,0,0,21.6,15.04,0.97,1.18,0
27069000130,27,069,000130,22.55,49.03,1.96,0.98,0.98,0,0,0,0.98,0,33.34,39.22,2.94,0.98,0
27069000135,27,069,000135,19,48,0,0,0,0,0,0,0,0,24,38,0,2,0
27069000140,27,069,000140,9,11,0,0,0,0,0,0,0,0,10,11,0,0,0
27069000145,27,069,000145,4.77,15.27,0,0,0,0,0,0,0.95,0,4.77,13.36,2.86,0,0
27069000150,27,069,000150,14.24,22.77,1,0,0,0,0,0,0.05,0,12.24,23.67,1.14,1,0
27069000155,27,069,000155,22,10,1,0,1,0,0,0,0,0,26,8,0,0,0
27069000160,27,069,000160,8,6,0,0,0,0,0,0,0,0,9,5,0,0,0
27069000165,27,069,000165,4,28,0,0,0,0,0,0,0,0,7,25,0,0,0
27069000170,27,069,000170,16,7,0,0,0,0,0,0,0,0,16,7,0,0,0
27069000175,27,069,000175,11.51,15.34,0,0,0,0,0,0,0,0,12.47,12.46,1.92,0,0
27069000180,27,069,000180,13,32,1,0,0,0,0,0,0,0,19,26,0,0,0
27069000185,27,069,000185,47.95,56.94,4,0,0,0,0,0,1,0,55.94,53.94,1,0,1
27071000005,27,071,000005,37.04,68.06,0,0,0,0,0,0,0,1,35.04,59.05,10.01,3,0
27071000023,27,071,000023,14.8,21.71,0,0,0,0,0,0,0,0,13.81,17.76,2.96,0,0
27071000050,27,071,000050,365.66,565.99,17.02,2,2,0,0,3,2.01,2.01,341.66,478.81,82.12,16.03,1.01
27071000055,27,071,000055,428.18,432.78,6.99,1.03,0.99,0,0,0.99,0,0.05,402.94,345.39,77.74,23.85,0
27071000060,27,071,000060,549,666,12,2,1,0,0,2,2,2,545,588,54,29,0
27071000070,27,071,000070,24.46,71.34,0.98,0,0,0,0,0,0,0.98,27.39,66.45,0.98,0,0
27071000075,27,071,000075,295.14,360.53,0,0.96,2.88,0,0,0.96,0.96,1.92,292.26,335.53,17.3,6.73,0
27071000080,27,071,000080,111.93,207.5,1.88,0.95,0.07,0,0,0.03,0.02,0.97,120.05,174.25,17.35,3.95,0
27071000082,27,071,000082,110.91,225.91,1.06,0.01,0.01,0,0,0.01,1,1,106.67,206.12,16.71,3.22,1
27071000083,27,071,000083,76.49,170.31,4.85,0.81,0,0,0,0.03,0.81,0.03,79,152.37,7.3,4.85,0
27071000090,27,071,000090,105.11,202.4,0.01,2,0,0,0,0,0,1.01,112.13,178.38,12,3,0
27071000100,27,071,000100,6,32,0,0,0,0,0,1,0,0,6,31,0,0,0
27071000115,27,071,000115,27.93,55.28,0.02,2.98,0.99,0,0,0,0.01,0.01,32.91,47.32,3.98,1.98,0
27071000120,27,071,000120,73.92,52.35,2,0.01,2.02,1,0,1.01,0.01,0.01,77.9,44.18,8.11,0.04,0
27071000121,27,071,000121,94.9,140.98,3.01,0.01,0,0,0,0,0.99,1.01,94.03,114.68,17.13,4.03,0.99
27071000140,27,071,000140,18.58,49.77,0,0,0,0,0,0.97,0,0.97,21.49,43.92,0.99,0,0
27071000170,27,071,000170,14.77,51.46,0.02,1.6,0.8,0,0,0,0,0.02,14.02,48.19,2.41,1.6,0
27071000175,27,071,000175,3.15,6.02,0.09,0,0,0,0,0.09,0,0,3.07,5.49,0.42,0.12,0
27071000180,27,071,000180,122.35,311.88,2.19,1.22,1.03,0,0,1.01,0.2,1.04,129.05,280.75,13.24,8.29,0
27071000185,27,071,000185,107.32,208.87,3.01,0.4,0.2,0,0,2.93,0,0,104.23,190.44,14.27,4.33,0
27071000190,27,071,000190,19,14,0,0,0,0,0,0,0,0,20,13,0,0,0
27071000195,27,071,000195,53.7,227.81,5.08,1.02,1.01,0,0,0,1.99,2.99,59.92,219.32,6.04,0.02,0
27073000005,27,073,000005,10.81,51.57,0,1,0,0,0,0.1,1,0,14.3,45.5,2.49,1.1,0
27073000010,27,073,000010,20,64,0,0,0,0,0,0,0,0,21,60,1,1,0
27073000015,27,073,000015,26,42,1,0,0,0,0,0,0,0,26,37,3,1,0
27073000020,27,073,000020,45,75,0,0,0,0,0,0,0,0,48,66,3,1,0
27073000025,27,073,000025,25.02,65.45,0,0.97,0,0,0,0.97,0.08,0,32.21,48.14,11.09,0.97,0
27073000030,27,073,000030,24.29,58.53,0,0,0,0,0,0,0,0,24.3,41.51,9.01,4,0
27073000035,27,073,000035,24.89,113.65,1.66,0,0.83,0,0,0,0,0,31.52,105.36,1.66,0.83,0
27073000040,27,073,000040,41,82,0,0,0,0,0,0,0,0,46,75,1,0,0
27073000045,27,073,000045,363.38,401.96,2.01,1.01,1,0,1,1,3.02,2,355.39,388.95,20.97,9.01,0
27073000060,27,073,000060,18,39,0,0,1,0,0,0,0,0,16,40,1,0,0
27073000065,27,073,000065,29,48,0,1,0,0,0,0,0,0,30,43,1,1,0
27073000070,27,073,000070,23.55,42.82,0.68,0.01,0,0,0,0,0.69,0,26.26,38.74,2.04,0.69,0
27073000075,27,073,000075,28,39,1,0,0,0,0,2,0,0,28,39,0,1,0
27073000080,27,073,000080,41.9,69.18,0,0,0,0,0,0,0,0,41.9,62.36,2.92,0.97,0
27073000085,27,073,000085,44.19,60.43,0,0,0,0,0,0.9,0,0,48.7,50.5,4.51,0.9,0
27073000090,27,073,000090,6,16,0,0,0,0,0,1,1,0,10,13,0,1,0
27073000095,27,073,000095,341.54,489.52,7.02,2,0,0,0,3,4,4,327.52,442.43,50.05,15.05,0
27073000110,27,073,000110,32.46,92.48,0.98,0,0,0,0,0,0,0,31.48,86.57,2.95,2.95,0
27073000115,27,073,000115,11,42,0,0,1,0,0,0,0,0,16,34,1,2,0
27073000120,27,073,000120,25,36,1,0,0,0,0,0,0,1,25,33,3,0,0
27073000125,27,073,000125,23,82,0,0,0,0,0,3,0,0,27,78,2,1,0
27073000130,27,073,000130,19,27,0,0,0,0,0,0,0,0,17,25,1,1,0
27073000135,27,073,000135,9,28,0,0,0,0,0,0,0,0,10,26,0,0,0
27073000140,27,073,000140,8.98,51.55,0,0.03,0,0,0,0.03,0.92,0,13.79,41.86,4.91,0.03,0
27073000145,27,073,000145,52.96,82.99,1.32,0,0,0,0,1,0.32,0,52.25,79.05,3.97,2.32,0
27073000150,27,073,000150,74.11,118.22,0.98,0.98,0,0,0,0,1.96,0,74.1,115.26,1.02,1.98,0
27073000155,27,073,000155,29.71,55.47,0,0,0,0,0,0,0,0,30.7,53.49,0.99,0,0
27073000160,27,073,000160,22,64,2,0,0,0,0,0,0,0,25,59,2,1,1
27073000165,27,073,000165,20,65,0,0,0,0,0,0,1,0,20,63,1,0,0
27075000005,27,075,000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27075000010,27,075,000010,87.15,138.96,0.68,1.01,0.02,0,0.02,0.01,0,1.97,85.19,128.47,8.07,2,0.01
27075000020,27,075,000020,68.16,59.26,0.01,0,0.75,0,0,0.75,0,0,65.17,53.24,4.51,3.75,0
27075000025,27,075,000025,173.98,105.67,3.01,1.98,0,0,0,0.99,0.04,0,174.89,90.81,10.06,7.01,0.99
27075000035,27,075,000035,293.46,215.3,9.98,1.99,1,0,0,1,0,2,278.43,213.3,19.99,7.99,0
27075000040,27,075,000040,167.66,187.62,2.99,1,1,0,0,1,1,0,163.66,159.67,19.96,9.98,0
27075000050,27,075,000050,284.97,474.92,9.76,2.94,0.98,0,0.98,0,0,4.91,276.17,442.59,31.31,24.42,0
27075000060,27,075,000060,473.53,376.14,10.03,2.96,1.97,0.99,0,2.96,0.99,4.94,445.58,369.75,35.17,17.93,0.99
27075000065,27,075,000065,55.41,77.07,1.03,0.07,0,1,0,0,0,0.13,59.3,68.49,2.44,3.09,0
27075000070,27,075,000070,305.95,220.69,3.13,5.04,0.03,0.01,0,1.04,0.01,3.06,281.6,211.61,24.44,10.23,1.01
27075000080,27,075,000080,191.24,194.85,10.83,2.71,0,0,0,1.8,0,0,171.4,164.18,38.79,15.34,0
27075000090,27,075,000090,121.4,99.21,3.35,0.42,0,0,0,2.09,0.84,0,114.7,89.58,13.81,4.19,0
27075000105,27,075,000105,365.01,232.01,4,3,1,0,0,2,3,0,362.01,209.01,32,8,1
27075000110,27,075,000110,63.41,40.35,0.96,0,0,0,0,0,0.96,0,61.49,40.35,3.84,1.92,0
27075000115,27,075,000115,128.36,87.96,0,0,0,0,0,0,0.9,0,125.66,85.27,5.39,0.9,0
27075000120,27,075,000120,240,218,3,1,0,0,0,1,0,1,232,209,16,4,0
27075000125,27,075,000125,221.99,250.99,4,0,0,0,0,0,1,0,202.99,240.99,26,7,0
27075000130,27,075,000130,133.06,151.1,3,1,1,0,0,0,0,0,126.06,140.09,10.01,6,0
27075000135,27,075,000135,33.78,55.65,1.99,0,0,0,0,0,0,0.99,33.78,51.67,2.98,0.99,0
27075ZZZZZZ,27,075,ZZZZZZ,225.09,198.1,6.26,0.88,0.25,0,0,3.36,1.16,0,211.75,178.07,26.66,9.18,0
27077000005,27,077,000005,39.15,99.7,0.07,0.07,0,0,0,0,0,0.9,40.05,96.38,2.95,1.94,0
27077000010,27,077,000010,109,176,5,0,0,0,0,0,0,0,96,153,26,7,0
27077000015,27,077,000015,37.05,90.68,3.9,0,0,0,0,0.98,0,0,38.03,83.85,3.9,1.95,0
27077000020,27,077,000020,72.43,153.74,3.03,1,1,0,0,0,0,0,64.43,142.74,14.03,5,0
27077000030,27,077,000030,39.06,165.41,2.97,0,0,0,0,0,0,0.05,36.13,149.44,10.01,3.04,0.99
27077000031,27,077,000031,24,36,0,0,0,0,0,1,0,0,22,34,4,0,0
27077000035,27,077,000035,13.95,44.85,0,0,0,0,0,0,0,0,11.96,38.87,2.99,1.99,0
27077000040,27,077,000040,59,161,0,1,0,0,0,0,0,0,60,140,15,2,0
27077000044,27,077,000044,79.56,170.92,0.93,0.93,0,0,0,0,0,0.07,79.63,151.31,14.98,1.99,0
27077000045,27,077,000045,14.32,68.01,0.01,1,0,0,0,0,0,0.01,18.29,61,3.03,1.02,0
27077000046,27,077,000046,22,51,0,0,0,0,0,0,0,0,21,44,4,3,0
27077000050,27,077,000050,77.2,241.13,3.81,0,0,0,0,0.95,0,0,79.1,225.88,5.72,4.77,0
27077000055,27,077,000055,22,49,0,0,0,0,0,0,0,0,24,37,6,1,0
27077000065,27,077,000065,16.19,71.74,0.03,0,0,0,0,0,0,0.99,16.16,64.67,4.05,0.03,0.01
27077000070,27,077,000070,28.93,90.9,1.05,0,0,0,0,0.02,0,0.99,26.01,89.65,3.06,2.05,0
27077000075,27,077,000075,2.47,7.7,0.12,0,0,0,0,0.03,0,0,2.53,7.22,0.18,0.15,0
27077000080,27,077,000080,13.66,23.64,0.98,0,0,0,0,0,0,0,13.65,23.61,0.99,0.01,0
27079000005,27,079,000005,138.46,261.43,1.94,0,0.97,0,0,2.9,0.97,0,146.21,226.58,23.24,4.84,0
27079000010,27,079,000010,186.35,361.98,5.32,0.07,0.09,0,1,1.16,0.1,0.19,181.93,335.31,22.09,7.41,0
27079000015,27,079,000015,94.26,221.94,2.96,0.99,0,0.99,0,0.99,0.99,0,97.2,197.21,15.84,2.97,0
27079000020,27,079,000020,83,255,2,2,2,0,0,2,1,1,82,231,25,4,0
27079000025,27,079,000025,170.42,321.19,1.99,0.02,3.93,0,0,0,1.01,0,161.33,294.96,23.25,5.94,0
27079000030,27,079,000030,257.11,435.01,1.01,0.97,0.07,0,0,0,0.99,0,247.22,407.29,26.7,2.05,0
27079000035,27,079,000035,37.11,64.34,0.18,0.02,0.02,0,0,0.02,1.04,1.04,33.07,62.74,3.43,1.19,0.01
27079000040,27,079,000040,117.71,158.91,1.51,0,0.75,0,0,0.03,1.56,0.79,103.31,132.96,27.42,9.89,0
27079000045,27,079,000045,171,209.78,0.49,0,0.25,0,0,1.96,3.43,2.21,162.41,183.77,24.54,8.1,0
27079000047,27,079,000047,329.58,442.77,8.14,3.03,0.02,0,1,1.02,3.02,1.03,325.28,410.47,25.52,13.23,0
27079000050,27,079,000050,19.72,62.14,0.99,0,0,0,0,0,0,0,21.69,40.46,13.8,3.94,0
27079000055,27,079,000055,55.89,212.9,4.03,1,0,0,0,0,0,0.01,54.94,196.42,15.32,4.08,0
27079000062,27,079,000062,371.25,973.32,20.6,2.21,2.16,0,0.03,2.12,4.02,4.13,364.14,902.93,52.65,22.48,0.99
27079000065,27,079,000065,357.48,727.32,8.07,1,6,0,1,1.04,4.05,3.02,334.6,657.82,69.33,18.14,2
27079000075,27,079,000075,839.58,1201.1,29.86,8.12,6.86,0,0,11.74,2.13,5.21,768.9,1072.6,163.1,57.8,0.97
27079000085,27,079,000085,88.91,361.95,3.99,0.07,0.03,0.01,0,1.95,2.91,1,95.59,333.11,19.04,8.11,0
27079000087,27,079,000087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27079000090,27,079,000090,563.41,1071.84,18.3,5.77,4.81,0,0.96,2.89,1.93,3.86,514.37,961.06,129.01,45.24,0
27079000100,27,079,000100,100.48,329.1,2.14,0.03,0.03,0,0.01,0.05,0.06,1.03,102.28,302.31,19.82,4.34,0
27079000105,27,079,000105,719.4,1180.72,30.82,4.97,2.98,0,0,5.96,1.01,6.96,656.89,1116.01,112.26,27.85,1
27079000110,27,079,000110,58.51,121.06,1.01,0.01,0.01,0,0,1.98,0.99,0.01,57.53,109.13,9.99,2.03,0
27079000115,27,079,000115,149.31,265.65,2.91,1.94,0.97,0,0,0,0,0.97,145.43,249.17,15.51,10.66,0
27079000120,27,079,000120,122.44,222.58,3.36,1.85,0.22,0,0,0.22,0.88,1.92,122.72,208.06,14.59,2.11,0.01
27079000125,27,079,000125,191.19,362.69,3.75,0.94,0.94,0,0,0.94,0.94,2.81,180.88,355.19,19.68,3.75,0
27079000130,27,079,000130,318.51,637.02,6.84,6.84,0.98,0,0,2.93,2.93,4.88,305.81,555.93,79.14,22.47,0
27079000140,27,079,000140,143.13,336.92,7.23,0.18,1.05,0,0,0.07,0.12,0.14,148.02,304.54,20.14,4.6,0
27081000005,27,081,000005,41,64,0,0,1,0,0,1,0,0,46,57,3,1,0
27081000010,27,081,000010,14.25,29.19,0.09,0,0,0,0,0,1,0,11.17,25.02,5.07,2.13,0
27081000015,27,081,000015,23.96,65.42,0,0,0,0,0,0,0.92,0,32.25,52.52,4.61,0.92,0
27081000020,27,081,000020,25.32,79.3,0,0,0,0,0,0.97,0.08,0,27.97,73.35,2.33,2.02,0
27081000025,27,081,000025,5,57,0,0,0,0,0,0,0,0,5,51,4,1,0
27081000030,27,081,000030,15,36,0,0,0,0,0,0,0,0,14,36,1,0,0
27081000035,27,081,000035,111.23,209.62,1.1,0.99,0,0,0,0.99,0,0,106.16,183.67,24.16,7.95,0
27081000040,27,081,000040,35.77,91.38,1.9,0.01,0,0,0,0.01,0,0,33.84,89.33,5.84,0.05,0
27081000045,27,081,000045,40.97,113.92,0,0,0,0,0,0,0,0,47.96,96.93,7.99,0,0
27081000050,27,081,000050,104.17,195.8,2.29,1,2.14,0,1,1,1,0,99.75,170.22,25.43,8,1
27081000055,27,081,000055,90.26,243,3.92,0.98,2.1,0,0,1.96,1.96,0,82.12,218.1,28.71,5.18,0.98
27081000060,27,081,000060,27.46,92.28,0.08,0.02,0.9,0,0,0.07,0.04,0,31.66,83.04,2.35,1.88,0.02
27081000065,27,081,000065,27.75,48.81,1.91,0,0,0,0,0,0,0,25.83,44.98,1.93,2.87,0
27081000070,27,081,000070,30.82,49.72,0.99,0,0,0,0,0,0,0,25.85,51.71,1.99,0.99,0.99
27081000075,27,081,000075,20,64,1,0,0,0,0,0,0,0,25,57,3,0,0
27081000080,27,081,000080,43,109,1,0,0,0,0,0,0,0,42,99,9,2,0
27081000085,27,081,000085,19.01,58.48,1.72,0,0.86,0,0,0,0,0,22.4,55.07,2.58,0.01,0.01
27081000090,27,081,000090,44,70,1,1,0,0,0,1,0,0,39,69,5,4,0
27081000095,27,081,000095,200.03,390.09,5,2,2,1,0,1,0,3,176.04,373.07,40.01,8,1
27081000100,27,081,000100,18,54,1,0,0,0,0,0,1,0,17,50,5,1,0
27083000005,27,083,000005,24,99,3,0,0,0,0,0,0,0,26,94,5,1,0
27083000010,27,083,000010,118.24,204.44,1.05,0,0,0,0,0,2,1,114.5,185.87,15.21,6.05,1
27083000015,27,083,000015,33,121,2,0,0,0,0,2,0,0,33,120,1,4,0
27083000020,27,083,000020,35.53,110.53,4.93,0,0,0,0,0,0,0,39.47,103.62,3.95,0.99,0
27083000025,27,083,000025,211.84,432.5,8.73,3.88,0.97,0,0,0.97,0,0.97,225.18,392.44,33.2,7.76,1.94
27083000030,27,083,000030,37.92,75.84,1,0,0,0,0,0,1,0,38.92,68.86,3.99,2,0
27083000035,27,083,000035,19.72,84.1,1.94,0,1.94,0,0,0,0,1.94,24.56,83.07,2,0.01,0
27083000040,27,083,000040,52.27,172.28,2.16,0.04,0.03,0.01,0.01,0.07,0.04,1.99,58.13,166.74,2.28,0.43,0.03
27083000045,27,083,000045,5.79,10.8,0.04,0,0,0,0,0,0,0,4.33,9.62,2.47,0.08,0
27083000050,27,083,000050,23.08,40.16,0,0,0,0,0,0,0,0,22.08,36.14,5.01,0,0
27083000055,27,083,000055,75.44,119.06,2.08,1.98,0.03,0,0,0,0,0,75.44,110.12,7.06,4.02,0
27083000060,27,083,000060,38.07,129.56,2.94,0.02,0.97,0,0,0,0,0,38.04,128.45,4.02,2,0
27083000065,27,083,000065,25.01,92.9,1,0,0,0,0,0,0.02,1,30.13,85.68,3.05,0,0
27083000070,27,083,000070,178.85,309.24,5.74,0.55,2.23,0.04,0.03,0.64,1.19,1.36,163.2,298.09,22.41,7.2,1
27083000075,27,083,000075,35.16,94.5,0.27,0.12,0.03,0,0,0.03,0,0.03,32.82,89.56,3.8,0.24,0.06
27083000080,27,083,000080,70.4,123.44,0.99,0,0,0,0,0.98,0.97,1.94,60.69,119.5,15.6,1.95,0
27083000085,27,083,000085,81.6,185.56,3.01,0,0,0,0,1.02,0.03,0.06,82.31,175.5,10.4,1.05,0
27083000090,27,083,000090,13.36,107.15,0.02,0,0,0,0,0.01,0,0,16.38,100.04,2.07,1.02,0
27083000095,27,083,000095,781.88,935.92,20.32,3.85,2.94,0.96,0.96,6.74,3.88,4.84,697.81,873.18,118.79,38.63,2.91
27083000105,27,083,000105,995.94,1345.63,24.97,7.63,6.69,0.01,0,7.64,2.9,5.74,937.45,1266.17,120.75,42.11,0.04
27083000115,27,083,000115,866.55,1062.31,32.79,4.92,2.11,1.97,0,5.9,4.99,4.06,810.93,976.25,134.68,39.62,3.02
27083000125,27,083,000125,233.3,503.91,3.06,2,3.06,1,0,3,1,1.06,226.45,457.94,47,7.99,0
27083000130,27,083,000130,22.41,84.62,1.01,0,0,0,1,0,0,0,20.4,80.53,5.07,0.02,0
27083000135,27,083,000135,40.99,77.1,0,0,0,0,0,0,0.98,0,45.87,68.32,1.95,0,0
27083000140,27,083,000140,22.76,136.56,0.95,0,0,0,0,0,0,0,27.5,126.13,3.79,0.95,0
27083000145,27,083,000145,44.12,142.32,3.04,0,0,0,0,0.99,0,0,47.14,128.34,8.98,2.99,0
27083000150,27,083,000150,30.21,76.2,0.96,0,0,0,0,0,0,0,30.67,66.38,5.53,1.92,0
27083000155,27,083,000155,35,147,2,0,0,0,0,0,0,1,44,136,3,0,0
27083000160,27,083,000160,23,112,1,0,0,0,1,0,0,0,33,100,1,2,0
27083000165,27,083,000165,29.99,31.99,1,0,0,0,0,0,0,0,29.99,26.99,5,1,0
27083000170,27,083,000170,346.59,603.38,7.99,1,1,0,0,1,1,2,338.6,531.47,64.93,17.98,3
27083000180,27,083,000180,35,99,0,0,1,0,0,0,1,0,42,88,2,0,1
27083000185,27,083,000185,47,109,0,2,1,0,0,0,0,0,47,108,3,0,0
27085000005,27,085,000005,200,568,10,4,1,0,0,1,3,0,211,518,31,11,0
27085000010,27,085,000010,122.33,513.51,6.06,2.76,3.76,0,0,1.1,1.77,0,134.55,477.79,23.02,8.23,0.99
27085000015,27,085,000015,12.85,33.06,0.92,0,0,0,0,0.91,0,0,15.58,30.32,1.83,0.01,0
27085000020,27,085,000020,90.07,296.74,5.69,0,0,0,0,0,0,0.95,77.74,264.51,32.23,13.27,0
27085000025,27,085,000025,77,217,3,2,0,0,0,1,0,0,80,206,9,2,0
27085000030,27,085,000030,239.28,491.96,12.08,0.13,2.02,0,0.98,2.02,1.05,0.98,226.62,462.91,37.59,16.84,1.05
27085000035,27,085,000035,232,469,9,0,2,0,0,0,2,6,222,420,47,8,3
27085000040,27,085,000040,260.63,516.34,11.76,0.07,1,0,0.97,3.9,3.9,0,244.24,460.94,67.82,13.63,0.03
27085000045,27,085,000045,220.64,407.4,8.78,1.01,2.91,0,0,0.99,2.91,1.93,197.52,376.31,45.46,16.46,2.91
27085000050,27,085,000050,84.83,243.3,5.08,1.77,0.96,0,0.06,1.06,1.04,0.03,84.91,231.86,8.51,3.5,0.9
27085000055,27,085,000055,136.88,450.92,4.73,0.35,1.16,0,0.11,1.03,1.14,1.14,151.9,402.4,25.39,6.33,0
27085000060,27,085,000060,132.36,340.44,11.68,2.15,1.05,0,0.05,2.2,2.13,0.21,135.51,321.41,16.79,7.36,1.08
27085000065,27,085,000065,149.49,424.53,5.33,3.03,0.11,0,1,1.03,1.11,0.07,151.56,396.28,19.79,8.65,0.11
27085000070,27,085,000070,966.82,1571.97,32.47,7.84,2.94,0,1.95,5.9,6.87,8.81,880.97,1444.56,161.57,61.67,3.92
27085000075,27,085,000075,975.17,1380.77,49.02,7,8,1,2,6,4,10,888.19,1281.72,187.04,59.01,1
27085000080,27,085,000080,1007.51,1663.52,41.12,12.73,8.81,0,0.98,5.87,7.83,7.83,941.91,1544.07,168.41,57.77,1.96
27085000095,27,085,000095,187.97,578.53,11.93,0,0,0,0,0.99,0.99,2.98,189.93,546.71,34.8,7.96,0
27085000100,27,085,000100,242.67,698.49,6.94,1.24,2.24,0,0,1.9,0.23,0,235.45,633.21,53.98,17.77,1.01
27085000105,27,085,000105,83.31,311.7,6.86,1.27,0.19,0,0.02,0.13,0.17,0.17,86.9,291.21,16.56,4.22,0.04
27085000110,27,085,000110,41,162,0,0,0,0,0,0,1,0,42,147,11,2,0
27085000115,27,085,000115,40.36,152.59,0.98,0,0,0,0,0,0,0,36.43,142.75,8.86,3.94,0
27085000120,27,085,000120,91.56,296,2.67,1.78,0.89,0,0.89,0.89,1.78,1.78,98.67,274.67,15.11,1.78,0
27085000125,27,085,000125,22,131,2,0,0,1,0,0,0,0,25,123,6,1,0
27085000130,27,085,000130,146.56,322.08,10.61,1.87,1.95,0,0,0.08,0.08,0.08,152.43,280.93,35.5,8.89,0
27085000135,27,085,000135,68,177,3,2,0,0,0,1,3,0,65,149,25,14,0
27085000140,27,085,000140,75.93,252.26,6.31,1,0,0,0,0,0,1.05,78.26,234.49,13.77,2.73,1
27085000145,27,085,000145,335.77,896.1,16.97,2.99,0,0,0,0.99,0.99,0.99,288.03,814.33,100.66,30.88,0
27085000150,27,085,000150,170.23,420.9,7.03,1.01,0,0,0,0.01,0.01,0.01,171.97,399.67,19.34,4.12,0
27087000005,27,087,000005,17,29,0,0,1,0,0,1,0,0,17,29,1,1,0
27087000010,27,087,000010,14.54,27.14,0.97,1.94,0.97,0,0,0,0.97,0,17.45,23.26,4.85,0,0
27087000015,27,087,000015,20.46,23.86,0.03,0.06,1.03,0,0,0,0.03,0,25.55,19.74,0.15,0,0
27087000020,27,087,000020,19,30,1,0,0,0,0,0,0,0,19,28,0,0,0
27087000025,27,087,000025,23,28,0,0,0,0,0,1,0,0,22,25,2,2,0
27087000030,27,087,000030,12,32,0,0,0,0,0,0,1,0,17,30,0,0,0
27087000035,27,087,000035,26.52,50.1,0,0,0,0,0,0,0,0,28.49,44.2,3.93,0,0
27087000040,27,087,000040,38.48,101.9,1,0,0,0,0,0,0,0,41.51,88.8,2.07,2,0
27087000045,27,087,000045,23.86,55.36,0,0,0,0,0,0.95,0,0,25.77,41.05,9.55,0.95,0
27087000050,27,087,000050,25,61,0,1,2,0,0,0,1,0,30,52,5,2,0
27087000055,27,087,000055,286.16,222.53,1.99,0.99,1.99,3.15,0,3.15,0.34,0.17,246.36,185.21,59.37,16.58,0.99
27087000060,27,087,000060,22,49,0,1,0,0,0,1,0,0,23,45,3,0,0
