GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,G20PRESKEN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSDSMI,G20USSRLEW,G20USSMOCO,G20USSCSTE,G20USSOWRI
27087000065,27,087,000065,54,84,1,0,0,0,1,1,0,0,57,75,3,3,0
27087000070,27,087,000070,108.84,103.47,0.01,0.01,0.01,0.85,0,0.85,1.66,0.83,98.64,90.79,18.63,3.42,0.01
27087000075,27,087,000075,26.92,33.76,0.02,0.01,0,0,0,0,0,0.01,27.78,29.25,2.77,1.81,0
27087000080,27,087,000080,38,51,0,0,0,0,0,1,0,0,40,47,2,1,0
27087000085,27,087,000085,180.14,53.64,1,0,3,0,0,2.05,0,0,133.23,53.95,35.45,12.05,2
27087000090,27,087,000090,75,36,0,0,0,0,0,0,1,0,71,34,7,0,0
27087000095,27,087,000095,101.08,70.24,1.98,0.99,0,0,0,0,0,0.99,98.22,65.75,9.23,2.19,0
27089000005,27,089,000005,9,48,1,0,0,0,0,0,0,0,15,41,2,0,0
27089000010,27,089,000010,7,44,0,0,0,0,0,0,0,0,12,39,1,0,0
27089000015,27,089,000015,41.89,108.89,0.01,0,0.01,0,0,1,0,0,41.9,95.9,7.03,4.98,0
27089000020,27,089,000020,76.51,268.92,1,3,1,0,0,0,2,1,97.8,227.34,15.22,5,1
27089000025,27,089,000025,7,34,0,0,0,0,0,0,0,1,13,26,0,0,0
27089000030,27,089,000030,0,19,0,0,0,0,0,0,0,0,1,16,2,0,0
27089000035,27,089,000035,5,46,0,0,0,0,0,0,0,0,10,37,3,0,0
27089000040,27,089,000040,7,20,0,0,0,0,0,0,0,0,8,19,1,0,0
27089000045,27,089,000045,12.68,36.77,2,0,0,0,0,0.08,0,0,13.76,31.6,2,1.17,0
27089000050,27,089,000050,10,17,0,0,0,0,0,0,0,0,11,14,0,1,0
27089000055,27,089,000055,11,64,0,0,0,0,0,0,0,0,12,62,1,0,0
27089000060,27,089,000060,0,13,0,0,0,0,0,0,0,0,0,12,1,0,0
27089000065,27,089,000065,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0
27089000070,27,089,000070,0,9,0,0,0,0,0,0,0,0,0,8,1,0,0
27089000075,27,089,000075,2,22,0,0,0,0,0,0,1,0,6,17,0,0,0
27089000080,27,089,000080,16,27,1,0,0,0,0,0,0,0,16,26,0,0,0
27089000085,27,089,000085,11.97,17.43,0.07,0,0,0,0,0,0.15,0,14.34,15.14,0.07,0,0
27089000090,27,089,000090,51,118,0,0,1,0,0,0,1,1,58,103,1,2,1
27089000095,27,089,000095,14,29,1,0,0,0,0,0,0,0,15,26,1,1,0
27089000100,27,089,000100,2,6,0,0,0,0,0,0,0,0,2,6,0,0,0
27089000105,27,089,000105,6,24,1,0,0,0,0,0,0,0,9,24,0,0,0
27089000110,27,089,000110,34.34,69.18,1.07,0,0,0,0,0,0.36,0,36.14,60.43,4.64,0.89,0.89
27089000115,27,089,000115,15,34,0,0,0,0,0,0,0,0,16,27,3,1,0
27089000120,27,089,000120,8,56,0,0,0,0,0,0,0,0,14,44,5,0,0
27089000125,27,089,000125,18,25,0,0,0,0,0,0,0,0,17,22,1,0,0
27089000130,27,089,000130,22,39,1,0,0,0,0,1,0,0,23,32,2,0,0
27089000135,27,089,000135,9,6,0,0,0,0,0,0,0,0,11,3,1,0,0
