GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREACAR,G20PRESLAR,G20USSDDUR,G20USSRCUR,G20USSIWIL,G20USSLMAL,G20USSGBLA
17163000OF7,17,163,000OF7,391.95,457.16,11.15,3.71,0.93,0,356.66,468.39,10.19,12.07,10.2
17163000OF8,17,163,000OF8,556.28,650.08,24.56,6.18,1.05,1,502.6,683.56,3.53,26.62,11.49
17163000OF9,17,163,000OF9,340.04,502.8,18.41,2.91,0.97,0,306.14,532.83,2.91,14.53,3.88
17163000PD1,17,163,000PD1,154.13,464.38,5,4,0,0,163.14,445.36,2,5,2
17163000PD2,17,163,000PD2,269.95,779.97,7.97,1.99,1,0,287.88,744.11,1.99,8.97,5.98
17163000SC1,17,163,000SC1,290,213,11,5,0,3,294,204,5,8,6
17163000SC2,17,163,000SC2,211.33,322.22,3.01,6,2,1,219.32,306.22,2.01,8.01,5.01
17163000SC3,17,163,000SC3,287.97,214.36,4.29,1.95,2.87,0,265.51,216.62,1.94,9.67,8.47
17163000SC4,17,163,000SC4,226.14,286.13,6.31,2.19,0.1,0.97,235.19,266.7,5.14,8.31,4.41
17163000SC5,17,163,000SC5,238.78,184.7,5.47,7.05,1.03,0.98,237.8,181.99,1.4,8.5,4.25
17163000SC6,17,163,000SC6,271.28,253.6,7.02,1.01,3,1,251.26,264.57,3.02,8.02,4.02
17163000SC7,17,163,000SC7,196.81,207.04,2.68,3.55,0.01,0.89,191.45,207.03,0.9,5.34,4.46
17163000SC8,17,163,000SC8,460.03,422.02,16,3,1,1,425.02,435.02,10,15,11
17163000SC9,17,163,000SC9,316.97,307.38,7.11,2.39,1.16,0.22,322.87,282.59,7.14,10.55,6.22
17163000SK1,17,163,000SK1,383.15,840.58,16.12,7.58,0.95,0.95,378.44,818.73,5.69,18.02,8.53
17163000SK2,17,163,000SK2,305.45,280.18,4.1,0.18,0.93,0.05,301.51,272.43,4.03,1.41,1.14
17163000SK3,17,163,000SK3,174.29,139.38,3.57,1.79,0,1.79,168.93,130.45,3.57,7.15,4.47
17163000SK4,17,163,000SK4,226.44,208.18,5.96,0.89,0.84,0,215.37,217.92,0.22,3.48,3.43
17163000SK5,17,163,000SK5,175.57,96.26,3.26,2.13,0.07,0.11,164.23,94.23,3.19,7.23,5.17
17163000SK6,17,163,000SK6,219.74,387.55,3,1,1,1,211.75,372.57,4,5.99,6.99
17163000SK7,17,163,000SK7,220.55,233.85,3.02,4.04,0,0.03,214.49,219.79,6.03,5.07,3.07
17163000SK8,17,163,000SK8,192.14,100.87,0.96,0.96,0,0,185.41,99.91,2.88,0,1.92
17163000SK9,17,163,000SK9,355.73,283.2,6.82,1.01,0.97,0,342.86,282.19,5.93,4.84,3.95
17163000SL1,17,163,000SL1,263.31,758.61,10.98,3.27,1,0.1,284.55,722.12,6.13,12,2.54
17163000SL2,17,163,000SL2,103.05,226.9,1.98,1.98,0.99,0,113.95,202.13,2.97,6.94,4.95
17163000SL3,17,163,000SL3,137.17,217.38,4.01,2,1,0,154.18,193.35,1,2.01,5.01
17163000SL4,17,163,000SL4,112.73,273.6,4.02,6.01,0.01,0.01,140.8,238.33,3.06,4.05,1.06
17163000SL5,17,163,000SL5,150.69,379.72,7.35,5.11,1.04,0,174.49,356.4,0.22,4.4,2.08
17163000SL6,17,163,000SL6,178.8,408.55,5.99,4.99,1,0,193.79,378.58,2,7.99,5.99
17163000SM1,17,163,000SM1,336.92,655.65,10.03,5.01,2,1,339.98,630.53,7.01,15.03,4.02
17163000SM2,17,163,000SM2,188,420,5,2,1,2,200,389,2,8,3
17163000SM3,17,163,000SM3,307.76,800.52,15.15,1.71,3.98,0,313.23,781.31,5.73,13.13,5.8
17163000ST1,17,163,000ST1,219.29,11.02,2.99,0.99,0,0,219.27,5.01,2.01,4.97,1.99
17163000SV1,17,163,000SV1,515.21,595.16,25.66,4.93,0.99,0.99,495.47,600.09,3.95,21.71,11.84
17163000SV2,17,163,000SV2,408.47,394.28,21.96,9.97,3.99,1,366.61,398.27,13.96,38.89,13.97
17163000SV3,17,163,000SV3,158.18,201.13,6.41,2.1,0.03,0.02,155.76,192.21,3.11,8.43,5.2
17163000SV4,17,163,000SV4,234.54,307.26,4.78,2.05,0.04,0,220.83,307.29,2.05,7.51,6.53
17163000SV5,17,163,000SV5,812,731,24,12,1,0,759,758,12,26,23
1716300CS10,17,163,00CS10,168,167,1,2,1,1,173,160,3,1,1
1716300CS11,17,163,00CS11,298.5,261.78,8.26,1.17,0.03,0,288.17,272.89,2.18,5.23,2.21
1716300CS12,17,163,00CS12,941.12,1069.16,41.87,9.95,7.94,1.98,885.16,1100.28,15.9,37.86,21.86
1716300CS13,17,163,00CS13,337.93,236.16,3.95,1.98,0,0,338.92,225.29,1.98,7.9,5.93
1716300CS14,17,163,00CS14,172.51,153.17,10.06,3.09,0.77,0.77,169.42,143.11,5.42,11.6,8.51
1716300CS15,17,163,00CS15,238.25,99.35,4.02,1.02,1.01,0.01,231.25,100.27,2.02,4.04,4.03
1716300CS16,17,163,00CS16,147,169,8,0,2,0,145,168,3,7,1
1716300CS17,17,163,00CS17,195.64,335.77,12.31,5.17,0.03,1,219.25,293.02,3.2,11.26,9.22
1716300CS18,17,163,00CS18,824.78,672.87,36.33,11.08,3.07,2.01,787.36,711.04,5.16,22.32,10.19
1716300CS19,17,163,00CS19,188.27,203.31,5.33,4.1,0.99,0,189.14,189.66,3.1,4.5,4.3
1716300CS20,17,163,00CS20,164.28,167.84,3.05,2.99,0.99,0.99,164.19,159.01,2.99,5,3.99
1716300CS21,17,163,00CS21,311.49,448.33,6.07,3.02,0.01,0,303.41,445.4,6.01,9.05,6.02
1716300CS22,17,163,00CS22,175,162,4,1,0,0,175,158,4,5,2
1716300CS23,17,163,00CS23,534.1,221.78,3.37,6.25,0.01,1.07,525.21,206.21,8.78,11.39,9.54
1716300CS24,17,163,00CS24,358.35,166.59,4.77,3.76,0.01,0.94,346.91,158.13,11.31,4.79,7.57
1716300CS25,17,163,00CS25,525.28,241.84,8.84,2.97,0.98,0.01,522.31,234.02,9.72,8.88,5.9
1716300CS26,17,163,00CS26,838.47,433.04,13.84,0.99,1.98,0.99,805.86,430.07,8.9,17.8,10.88
1716300CT10,17,163,00CT10,355,10,1,1,0,2,346,8,5,0,0
1716300CT11,17,163,00CT11,290,90,3,2,1,0,293,79,5,2,1
1716300CT12,17,163,00CT12,487.61,22.72,4.09,0.09,0,2.09,476.35,12.27,9.63,2.27,7.54
1716300CT13,17,163,00CT13,374.73,119.67,0.05,3.16,0.05,0,363.79,106.25,8.97,1.14,3.31
1716300CT14,17,163,00CT14,377.82,17.26,0.91,0.91,0,0.91,365.11,12.72,6.36,2.72,5.45
1716300CT15,17,163,00CT15,219.93,119.87,0.99,0,0,0.99,219.93,107.99,3.96,0.99,2.97
1716300CT16,17,163,00CT16,261.25,36.13,0.05,0.03,0,0.09,243.99,39.82,8.18,1.2,3.1
1716300CT17,17,163,00CT17,273.4,63.1,0,1,0,1,271.39,54.09,4.01,5.01,5
1716300CT18,17,163,00CT18,265.37,75.03,2,2,0,0,264.32,61.81,11.15,2.05,3.05
1716300CT19,17,163,00CT19,293.98,81.1,0.01,0,0,0,292.03,72.3,5.86,1.96,1.95
1716300CT20,17,163,00CT20,292.66,111.87,4.99,4,0,0,295.65,97.88,4,5.99,3
1716300CT21,17,163,00CT21,312.88,57.76,2.89,0,0,0,294.59,58.73,8.66,4.81,3.85
1716300ESL1,17,163,00ESL1,603.18,12.92,0.99,2.98,0,2.98,564.43,15.9,14.91,3.97,6.96
1716300ESL2,17,163,00ESL2,344.22,10.14,0.18,2.18,0,0,331.22,8.89,7.89,0,5.36
1716300ESL3,17,163,00ESL3,245.04,17.07,0.01,2.02,0,0.02,235.84,8.08,9.08,2.02,2.04
1716300ESL4,17,163,00ESL4,483.87,15.9,0.99,1.99,0,0,467.97,12.92,11.92,0.99,2.98
1716300ESL5,17,163,00ESL5,331.56,9.19,0.02,1.02,1,1.01,323.32,7.14,10.18,1.01,0.06
1716300ESL6,17,163,00ESL6,236.02,8.09,1.01,0.02,1.01,0,221.88,7.09,7.04,0,3.01
1716300ESL7,17,163,00ESL7,175.78,9.86,0.82,0.82,0,0,175.78,4.11,4.11,0,1.64
1716300ESL8,17,163,00ESL8,230,8,0,2,0,0,208,10,7,3,5
1716300ESL9,17,163,00ESL9,328.37,10.95,0,0,1,0,304.49,12.94,8.96,0,5.97
1716300OF10,17,163,00OF10,495.37,288.72,12.07,5.11,1.03,1.94,470.57,290.79,7.9,16.02,10.1
1716300OF11,17,163,00OF11,328.92,638.84,15,7,4,0,305.92,652.83,8,14,6
1716300OF12,17,163,00OF12,524.41,579.48,12.35,3.05,2.02,1,464.77,632.04,5.05,8.27,8.07
1716300OF13,17,163,00OF13,512.85,465.03,22.75,7.69,1.14,2,491.82,462.95,5.69,31.2,12.83
1716300OF14,17,163,00OF14,284.03,308.95,13.11,2,0.01,1.99,274.85,304.11,9.01,15.09,4
1716300OF15,17,163,00OF15,499.14,648,19.26,2.35,2.01,3,457.42,686.17,5.1,16.12,8.41
1716300OF16,17,163,00OF16,436.02,594.55,13.83,3.69,0,0,395.46,643.39,0,11.98,3.69
1716300OF17,17,163,00OF17,411.53,272.1,12.59,7.75,1.94,0,396.04,275.97,3.87,14.52,11.62
1716300OF18,17,163,00OF18,296.54,273.6,9.04,1.01,1,0,282.53,274.58,4.01,8.03,6.02
1716300SC10,17,163,00SC10,280,223,6,1,3,0,279,211,3,12,5
1716300SC11,17,163,00SC11,316,260,4,4,1,0,316,237,10,11,5
1716300SC12,17,163,00SC12,449.37,333.69,7.5,4.14,0.95,2.05,459.14,301.55,10.7,15.2,8.21
1716300SC13,17,163,00SC13,293.58,341.95,8.31,4.12,2.03,0.01,291.09,341.05,2.22,7.37,3.19
1716300SC14,17,163,00SC14,304.11,131.87,3.95,3.45,0.01,1.66,298.14,129.44,2.61,5.41,6.12
1716300SC15,17,163,00SC15,521.71,571.99,18.22,4.02,4.02,0,485.82,601.06,7,16.12,7.03
1716300SC16,17,163,00SC16,562.81,151.98,8.98,9.88,1.97,1,554.78,144.15,9.84,12.94,11.88
1716300SC17,17,163,00SC17,301.1,55.47,1.98,0.99,0,0,294.17,50.51,2.97,2.97,2.97
1716300SC18,17,163,00SC18,266,126,3,1,0,0,257,123,7,7,3
1716300SC19,17,163,00SC19,251.97,257.31,5.47,4.02,0.23,0,247.23,252.22,2.12,8.45,3.75
1716300SC20,17,163,00SC20,315.24,280.48,7.03,1.03,2,0.01,310.25,276.46,4.04,10.01,4.04
1716300SC21,17,163,00SC21,170.64,280.76,3.97,1.98,1.98,0,167.66,271.83,0.99,6.94,4.96
1716300SC22,17,163,00SC22,229.25,77.04,3.03,3.01,0.01,1.01,222.21,74.09,6.02,2.01,7.01
1716300SC23,17,163,00SC23,660.51,449.75,15.1,4.11,3.02,0.01,615.42,477.65,6.11,14.15,8.14
1716300SC24,17,163,00SC24,274.3,317.28,8.55,1.94,0.95,0.01,265.58,325.83,2,4.77,6.66
1716300SC25,17,163,00SC25,737.65,369.71,10.01,6.75,2.9,0,723.45,352.21,12.82,11.3,11.8
1716300SC26,17,163,00SC26,445.3,208.09,10.91,4,0.01,0.99,432.43,210.02,1.04,12.9,6.98
1716300SC27,17,163,00SC27,390.87,362.31,7.05,5.02,0.99,0.99,368.02,370.18,10.92,6.09,7.01
1716300SC28,17,163,00SC28,338.64,360.6,12.29,1.93,1.95,0,331.36,371.09,1.96,8.69,3.02
1716300SC29,17,163,00SC29,405.17,157.89,10.84,3.69,0.91,0.02,386.34,162.33,8.09,12.68,6.34
1716300SC30,17,163,00SC30,301,268,12,2,3,1,292,269,6,10,5
1716300SC31,17,163,00SC31,344.75,284.96,8.97,3.99,1.99,1.99,331.79,298.91,4.98,3.99,3.99
1716300SK10,17,163,00SK10,237.46,304.95,5.98,1.05,0.07,0.02,228.38,301,4,7.99,3.13
171630ESL10,17,163,0ESL10,202.44,11.01,0,0,0,0,193.41,11.01,4.01,0,2.01
171630ESL11,17,163,0ESL11,214.34,13.01,0,0,0,0,203.32,12.01,8.01,0,2
171630ESL12,17,163,0ESL12,369,20,0,1,1,1,352,16,12,3,0
171630ESL13,17,163,0ESL13,436.46,9.15,1.01,3,1.01,1,397.47,18.08,18.04,4.03,4
171630ESL14,17,163,0ESL14,319.24,3.03,0,1,0,0,314.21,9.02,6.02,2,4
171630ESL15,17,163,0ESL15,274.98,6.97,0,1,0,0,271.99,3.99,2.99,0,0
171630ESL16,17,163,0ESL16,357.38,9.05,0,2,0,0,338.28,12.05,13.04,1,3.03
171630ESL17,17,163,0ESL17,384,17,0,1,1,1,368,16,10,1,3
171630ESL18,17,163,0ESL18,168.26,13.18,2,0,0,1,168.26,9.17,1.01,1,3
171630ESL19,17,163,0ESL19,325.6,10,0,3,0,0,311.62,8,13.98,1,2
171630ESL20,17,163,0ESL20,341.9,10.84,0.99,0,0,0.99,332.04,9.85,4.93,2.96,0.99
171630ESL21,17,163,0ESL21,395.1,9.16,0.01,1,0,0.01,371.96,14.15,12.07,0.04,5.01
171630ESL22,17,163,0ESL22,201.17,11.18,0.02,0,0,1.05,199.67,7.27,6.36,0.07,1
171630ESL23,17,163,0ESL23,450.18,9.79,0.98,0,0,2.94,422.78,14.68,19.57,3.91,0
171630ESL24,17,163,0ESL24,264.67,13.2,0.01,1.01,0,0,256.66,10.19,4.01,5.01,2.01
171630ESL25,17,163,0ESL25,442.34,12.81,1.02,2.92,0.96,0.03,421.66,13.66,6.11,0,1.1
17165000101,17,165,000101,87.39,458.71,6.05,1.02,0,0.02,119.7,412.96,0.16,2.09,1.07
17165000201,17,165,000201,135,345,4,3,0,0,146,323,0,8,1
17165000202,17,165,000202,181.05,362.54,1.96,1.02,0,0.96,193.89,331.32,6.78,3.89,2.89
17165000301,17,165,000301,26.33,113.85,0.2,0.1,0,0,31.69,105.57,0.05,0.1,0.99
17165000401,17,165,000401,135,322.01,5,1,1,0,168,272,4,6,2
17165000402,17,165,000402,112,315,4,0,2,0,141,276,3,3,3
17165000403,17,165,000403,86,193,1,2,0,1,97,166,2,4,3
17165000404,17,165,000404,113,290,3,2,0,0,125,257,2,7,2
17165000405,17,165,000405,134,349.99,6,0,0,0,149,312,3,6,2
17165000406,17,165,000406,82,252,0,0,0,1,99,223,4,2,0
17165000501,17,165,000501,103,456,4,2,0,0,131,414,4,5,4
17165000601,17,165,000601,91,139,2,0,0,0,83,131,5,5,1
17165000602,17,165,000602,114,271,4,0,0,2,122,245,1,8,2
17165000603,17,165,000603,134.54,251.49,10.96,1,0,0,145.98,223.77,5.07,10.03,2.99
17165000604,17,165,000604,167,314,8,3,0,2,181,279,3,12,5
17165000605,17,165,000605,112.92,272.8,6,0,0,0,134.9,239.82,2,5,3
17165000606,17,165,000606,119.12,415.82,11.01,0,1,2,147.17,373.73,3.01,9.01,0
17165000607,17,165,000607,119,251,8,4,0,0,129,228,3,10,7
17165000608,17,165,000608,142.46,403.51,7.04,1,0,0,176.02,340.23,7.93,9.97,2.01
17165000609,17,165,000609,107,258,6,0,0,0,113,238,2,5,1
17165000610,17,165,000610,158.08,432.2,6,0,0,0,178.1,401.18,1,6,2
17165000701,17,165,000701,85.88,567.18,3.99,0,0,1,117.83,506.27,3.99,4.99,3
17165000801,17,165,000801,18,127,3,4,0,0,28,109,1,3,5
17165000901,17,165,000901,47.67,165.15,3.8,1.9,0,0,55.31,158.43,0.95,1.9,0.01
17165001001,17,165,001001,122,480,7,5,0,0,156,435,1,6,2
17165001101,17,165,001101,8,26,0,0,0,0,10,20,2,0,0
17165001201,17,165,001201,25.81,158.88,1.01,1.95,0,0.01,35.75,146.74,1.06,1.02,0.04
17165001301,17,165,001301,22,113,1,1,0,1,32,100,3,1,2
171670AU001,17,167,0AU001,185.14,438.15,12.07,5.03,1.01,1.01,200.26,417.96,10.02,6.09,4.02
171670AU002,17,167,0AU002,153.87,422.88,9.93,3.97,1.99,0.99,169.76,398.07,2.98,11.91,2.98
171670AU003,17,167,0AU003,173.78,441.45,14.98,2,2,0,182.77,422.47,2,11.99,3
171670AU004,17,167,0AU004,173.82,481.65,14.04,2.08,0,0,186.83,464.45,7.1,4.07,6.04
171670AU005,17,167,0AU005,183.39,411.9,0.98,3.92,0,0,183.39,403.07,4.9,2.94,1.96
171670BA001,17,167,0BA001,209.74,366.92,9.55,3.79,0.04,0.01,207.88,375.31,1,3.9,1.95
171670BA002,17,167,0BA002,393.64,587.44,10.83,5.85,0,0.01,389.53,582.88,2.94,8.82,5.86
171670BA003,17,167,0BA003,373.62,452.65,18.53,2.93,0.98,0,375.57,439.97,5.85,12.68,5.85
171670BA004,17,167,0BA004,463,529,24,4,1,0,462,518,14,15,2
171670BA005,17,167,0BA005,415.58,563.51,18.79,4.99,0,0.98,391.99,588.94,3.96,11.89,5.97
171670BH001,17,167,0BH001,20,100,0,0,0,0,19,101,1,0,0
171670CA001,17,167,0CA001,266,602,22,1,2,0,288,586,2,9,4
171670CH001,17,167,0CH001,542.61,575.8,18.03,5,1.01,0,541.52,590.84,3.02,11.01,4
171670CH002,17,167,0CH002,304.65,361.97,11.04,6,0,1,295.63,357.96,4.01,11.02,11.02
171670CH003,17,167,0CH003,343,455,20,2,2,0,340,442,14,9,10
171670CH004,17,167,0CH004,343.15,420.91,15.2,4.03,0.03,0,333.88,426.14,5.07,8.1,3.03
171670CH005,17,167,0CH005,381.93,571.43,22.35,0.97,1.94,2.92,367.35,566.57,5.83,13.61,12.63
171670CL001,17,167,0CL001,189,393,14,3,0,0,208,366,2,12,6
171670CL002,17,167,0CL002,215.43,440.06,9.55,7.32,1.04,0.1,232.94,407.06,12.42,9.35,8.52
171670CL003,17,167,0CL003,184.21,376.25,3.92,1.95,0.97,0,184.22,355.84,4.86,10.7,7.77
171670CL004,17,167,0CL004,156.83,326.96,8.73,2.06,0.05,0.03,159.87,321.23,2.2,5.14,1.37
171670CL005,17,167,0CL005,227,532,13,3,1,0,222,527,3,12,4
171670CL006,17,167,0CL006,132.96,327.59,7.71,0.96,0,0,129.11,317.96,5.78,10.6,1.93
171670CL007,17,167,0CL007,265.14,436.62,9.3,3.04,1,0,263,428.23,7.22,8.41,4.08
171670CO001,17,167,0CO001,162.59,386.02,6.98,1,0,0,178.55,370.06,4.99,5.98,1.99
171670CP001,17,167,0CP001,187.53,221.06,3.56,4.06,0.63,2.02,204.33,192.45,4.8,5.84,6.38
171670CP002,17,167,0CP002,228.5,220.69,10.43,1.74,3.48,0,239.8,209.39,4.34,5.21,4.34
171670CP003,17,167,0CP003,301.95,32.46,0.98,0.98,0,0.98,292.12,31.47,5.9,0,1.97
171670CP004,17,167,0CP004,338.76,150.85,7.77,1.74,0,0.86,309.4,164.69,6.91,11.22,6.05
171670CP005,17,167,0CP005,305.25,97.05,3.24,4.83,0,0.97,299.45,86.89,6.05,9.2,8.77
171670CP006,17,167,0CP006,334.05,58.54,2.02,2.02,0,3.02,326.88,45.53,13.1,7,7.03
171670CP007,17,167,0CP007,144.31,73.5,0.04,6.02,2.01,0.01,144.41,65.34,4.03,1.06,9.04
171670CP008,17,167,0CP008,229.32,244.62,7.47,6.17,1.06,2.99,241.78,226.75,5.17,3.55,12.46
171670CP009,17,167,0CP009,289.82,334.48,11.91,2.98,0.99,0,310.66,311.65,2.98,9.93,2.98
171670CP010,17,167,0CP010,214.6,202.78,2.95,3.94,0.98,2.95,208.69,202.78,4.92,5.91,6.89
171670CP011,17,167,0CP011,237.89,215.95,3.8,3.73,0.01,0,236.19,201.86,2.81,8.43,7.45
171670CP012,17,167,0CP012,288.74,246.97,3.99,3,1,1,293.75,223.98,6.99,7.99,7.99
171670CP013,17,167,0CP013,116.11,144.88,2.98,0.99,1.98,0,128.01,126.03,1.98,9.92,0
171670CP014,17,167,0CP014,481.94,368.46,10.18,4.05,1.04,0.02,468.83,352.5,8.09,13.14,12.06
171670CP015,17,167,0CP015,474.03,477.2,6.98,3.9,1.98,1.93,456.54,494.75,6.82,6.87,5.86
171670CP016,17,167,0CP016,211.23,289.43,8.25,2.77,0.91,0.92,225.98,265.41,3.68,9.19,5.55
171670CP017,17,167,0CP017,484.64,317.81,14.23,3.27,0,1.14,468.99,320,7.09,15.78,6.96
171670CP018,17,167,0CP018,167.1,217.81,7.51,2.82,0.94,0,174.61,203.73,2.82,8.45,7.51
171670CP019,17,167,0CP019,208,162.86,3.69,6.25,0.01,0.03,211.64,151.52,3.44,4.14,6.48
171670CP020,17,167,0CP020,394.62,461.15,15.58,1.74,2.6,0,370.52,480.13,6.05,7.79,2.62
171670CP021,17,167,0CP021,174.45,190.07,5.54,1.18,0.93,0.04,170.52,187.99,2.31,5.77,4.26
171670CP022,17,167,0CP022,409.64,669.91,11.1,3.79,2.84,1.03,416.97,652.78,8.15,8.45,5.47
171670CP023,17,167,0CP023,340.98,36.36,1.14,2.02,0,0.99,331.36,27.71,11.99,2.18,3.09
171670CP024,17,167,0CP024,250.49,215.87,10.01,2.01,1,3,243.49,215.83,4.02,8.02,7.01
171670CP025,17,167,0CP025,402.83,317.55,9.07,1.81,0,0,403.74,312.1,1.81,9.07,1.81
171670CP026,17,167,0CP026,148.76,141.93,6.39,0.94,0,0,158.71,120.07,1.92,3.7,5.47
171670CP027,17,167,0CP027,261,164,8,3,0,2,254,149,6,11,8
171670CP028,17,167,0CP028,336.97,310.97,2.99,2.99,0,0,330.99,313.97,4.99,2,0
171670CP029,17,167,0CP029,259.76,301.39,5.09,2.01,1,1.01,245.75,312.28,0.02,7.08,1.05
171670CP030,17,167,0CP030,213.12,290.18,4.49,1.8,0,0.9,226.56,267.79,0.91,5.38,5.38
171670CP031,17,167,0CP031,294.03,177.03,6.01,0.01,0,0,291.01,182.03,5.01,7,0
171670CP032,17,167,0CP032,385,146,9,9,3,1,369,138,9,12,20
171670CP033,17,167,0CP033,331,139,6,0,0,1,322,126,13,5,7
171670CP034,17,167,0CP034,384.34,191.02,13.42,5.1,0,4.01,375.92,181.7,11.14,14.25,13.37
171670CP035,17,167,0CP035,340.52,167.88,3.01,2.99,2.99,1,338.49,158.92,4.98,2.03,7.98
171670CP036,17,167,0CP036,365.37,228.67,6.01,8.01,2.01,1,353.36,227.64,9.02,9.01,11.03
171670CP037,17,167,0CP037,380.33,501.4,12.13,2.99,1.96,0.98,366.58,513.34,4.94,9.1,3.08
171670CP038,17,167,0CP038,431.67,567.64,7.76,5.74,1.92,0.95,405.17,590.5,5.74,4.81,6.68
171670CP039,17,167,0CP039,243,113,7,6,0,0,254,97,4,5,7
171670CP040,17,167,0CP040,133.19,199.29,6.83,0.05,0,0.96,127.46,199.99,3.99,6.85,1.99
171670CP041,17,167,0CP041,221.39,295.09,4.97,2.98,0,2.97,219.41,284.16,2.99,11.9,6.94
171670CP042,17,167,0CP042,394.7,197.35,8.46,3.76,1.88,0,387.19,195.47,7.52,7.52,6.58
171670CP043,17,167,0CP043,406.89,138.13,6.58,3.76,0,1.88,386.21,146.59,6.58,6.58,9.4
171670CP044,17,167,0CP044,345.31,240.09,3.97,1.98,0.01,0.98,336.5,245.99,1.98,4.93,5.91
171670CP045,17,167,0CP045,393,162,8,5,1,2,377,170,2,13,7
171670CP046,17,167,0CP046,427.71,162.75,9.92,4.96,3.97,2.98,412.82,173.66,10.92,11.91,4.96
171670CP047,17,167,0CP047,313,361,12,4,1,0,312,374,3,4,2
171670CP048,17,167,0CP048,303.59,34.45,0.35,1.2,0,1.01,287.34,37.34,6.18,1.39,4.12
171670CP049,17,167,0CP049,482.41,246.18,7.99,3.67,0.03,0.97,469.99,239.27,7.35,7.89,10.51
171670CP050,17,167,0CP050,369,173,9,10,4,2,372,155,10,9,19
171670CP051,17,167,0CP051,357.5,203.52,10,8.96,0,0.99,359.55,190.39,7.01,8.01,10.98
171670CP052,17,167,0CP052,410.67,387.4,9.75,2.99,0.16,0.03,392.32,410.01,3.14,4.97,4.89
171670CP053,17,167,0CP053,284.68,258.1,4.01,2.02,0,0,285.65,249.15,5.01,5,4.01
171670CP054,17,167,0CP054,398.11,220.87,12.42,3.24,2,0.12,384.79,233.41,8.42,8.42,5.6
171670CP055,17,167,0CP055,438.4,219.85,4.02,7,1,0,431.34,219.87,4.02,7.04,8.02
171670CP056,17,167,0CP056,340,278,14,7,2,1,333,276,10,8,11
171670CP057,17,167,0CP057,330.52,337.83,4.08,3.96,0.02,0.04,322.6,329.85,5.85,11.85,6.07
171670CP058,17,167,0CP058,263,122,4,4,2,0,263,107,7,10,8
171670CP059,17,167,0CP059,279.7,325.02,7.49,2.82,3.75,0,281.62,324.02,4.69,8.44,4.7
171670CP060,17,167,0CP060,209.69,247.78,3.33,4.35,2.02,0.05,224.46,219.7,5.29,6.74,9.69
171670CP061,17,167,0CP061,400.41,247.1,10.52,1.24,1.12,0,385.96,250.97,1.48,15.45,4.41
171670CP062,17,167,0CP062,370,228,13,3,0,2,380,220,4,6,6
171670CP063,17,167,0CP063,443.91,506.9,10,6,1,0,434.91,511.9,6,4,6
171670CP064,17,167,0CP064,366.11,33.12,1.09,1.06,0,0.02,350.77,24.91,8.33,4.06,1.19
171670CP065,17,167,0CP065,200,62,3,3,3,1,191,60,5,6,7
171670CP066,17,167,0CP066,340.39,435.87,6.76,3.38,0.85,0,334.48,431.65,5.91,6.76,1.69
171670CP067,17,167,0CP067,237.11,334.57,10.81,4.81,0.02,0.03,228.43,354.21,1.98,6.08,3.97
171670CP068,17,167,0CP068,311.56,173.76,8.99,4.99,0,1,300.58,169.76,3.99,5.99,15.98
171670CP069,17,167,0CP069,597.21,513.95,8.18,4.95,1.05,0.98,589.18,523.03,4.01,8.97,4.99
171670CP070,17,167,0CP070,273.25,245.55,4.07,1.16,0,3.01,260.06,246.99,4.09,8.99,6.08
171670CP071,17,167,0CP071,262.28,228.21,7.04,2.02,0.02,1,268.3,213.8,4.11,9.15,8.09
171670CP072,17,167,0CP072,182.03,171.08,2,4,0,0,178.03,158.07,9,5,4
171670CP073,17,167,0CP073,288.44,65.94,2.92,1.95,0,0.96,272.32,59.08,13.4,1.97,7.66
171670CP074,17,167,0CP074,177.37,120.89,5.95,0,0,0.99,176.38,120.89,3.96,1.98,2.97
171670CP075,17,167,0CP075,249,74,3,1,1,0,241,70,9,2,1
171670CP076,17,167,0CP076,375.34,156.42,6.01,2,0,1,361.36,144.37,12.01,4.01,7.01
171670CP077,17,167,0CP077,205,24,1,1,0,0,192,21,5,5,4
171670CP078,17,167,0CP078,272.85,278.56,8.5,2.6,0.01,0.01,288.41,253.13,6.25,6.77,5.35
171670CP079,17,167,0CP079,243,52,1,2,1,1,238,42,10,2,7
171670CP080,17,167,0CP080,378.72,294.1,4.99,0,1.99,1,356.8,305.06,4.98,8.97,5.98
171670CP081,17,167,0CP081,214.32,332.15,11.95,7.14,0.88,1.75,226.8,308.14,9.77,8.21,10.59
171670CP082,17,167,0CP082,405.72,479.91,21.79,5.35,4.08,0.07,400.4,493.57,2.42,17.58,7.16
171670CP083,17,167,0CP083,186.53,58.16,3.02,1.01,0,1,189.57,44.05,3.02,2.03,5.01
171670CP084,17,167,0CP084,314.99,184.43,12.05,7.02,2,0,311.08,174.15,8.05,10.07,16.05
171670CP085,17,167,0CP085,435.44,420.47,14.07,3.21,2.03,0,445.39,422.06,4.23,7,5.23
171670CP086,17,167,0CP086,327.53,304.75,9.39,1.13,0,0,317.73,321.68,5.1,10.15,1.22
171670CP087,17,167,0CP087,401.78,199.97,4.75,5.58,0.92,0.92,399.25,190.04,5.68,5.72,9.34
171670CP088,17,167,0CP088,225,122,1,6,1,0,223,105,5,7,11
