GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPRI,G18GOVRRAU,G18GOVCMCC,G18GOVLJAC,G18ATGDRAO,G18ATGRHAR,G18ATGLHAR,G18SOSDWHI,G18SOSRHEL,G18SOSLDUT,G18COMDMEN,G18COMRSEN,G18COMLBAL,G18TREDFRE,G18TRERDOD,G18TRELLEH
1708900BA01,17,089,00BA01,277.19,212.66,13.29,24.19,288.45,217.65,21.22,371.51,136.59,17.28,311.81,189.26,26.23,285.42,202.53,30.28
1708900BA02,17,089,00BA02,321.61,234.45,16.05,26.04,344.66,234.45,14.06,429.8,149.32,13.04,358.7,211.4,19.05,339.63,226.44,17.05
1708900BA03,17,089,00BA03,378,319,30,25,410,331,20,498,242,22,432,299,25,404,317,28
1708900BA04,17,089,00BA04,253.68,213.73,25.97,27.96,274.65,219.72,24.97,347.56,150.81,27.96,290.63,193.75,34.96,266.66,213.73,33.96
1708900BA05,17,089,00BA05,299.39,222.55,23.95,19.96,324.34,220.55,28.94,393.2,158.68,18.96,346.3,196.6,22.95,311.37,218.56,26.95
1708900BA06,17,089,00BA06,434.81,379.34,29.71,19.81,461.55,378.35,22.78,571.49,268.41,28.72,499.19,337.74,23.77,458.58,365.47,28.72
1708900BA07,17,089,00BA07,360.91,331.4,32.89,23.41,375.29,357.93,16.47,490.2,241.04,19.58,421.87,305.35,14.5,392.27,325.74,21.65
1708900BA08,17,089,00BA08,365,344.92,26.73,22.52,408.75,336.92,18.31,515.11,222.54,22.39,421.91,304.26,28.59,393.06,333.25,27.5
1708900BA09,17,089,00BA09,305.83,219.43,10.09,20.07,315.87,217.5,15.04,384.28,139.1,29.05,339,183.35,22.07,314.91,200.42,26.07
1708900BA10,17,089,00BA10,302.32,523.63,32.6,25.69,320.11,551.29,13.83,468.3,404.08,18.77,366.54,495.97,25.69,332.95,520.67,24.7
1708900BA11,17,089,00BA11,317.4,288.72,40.94,18.62,333.07,313.53,21.95,419.18,228.41,26.87,360.16,287.15,23.09,332.94,304.47,29.95
1708900BA12,17,089,00BA12,342.99,245.99,29.15,31.04,343.06,276.06,28.06,444.32,182.8,23.09,377.14,236,30.07,346.06,259.04,33.1
1708900BA13,17,089,00BA13,230,267,26,21,243,291,17,330,207,15,270,257,22,249,274,19
1708900BA14,17,089,00BA14,297.37,361.41,20.68,14.11,313.19,370.57,12.47,407.12,272.25,14.26,332.5,336.03,17.96,303.8,361.13,15.35
1708900BA15,17,089,00BA15,327,294,21,16,340,296,13,445,201,12,377,255,14,343,286,11
1708900BA16,17,089,00BA16,330.1,490.84,35.18,31.23,378.87,494.79,14.67,523.29,350.37,17.6,410.11,452.83,20.52,363.27,493.8,23.46
1708900BA17,17,089,00BA17,334,310,19,13,352,303,16,458,207,15,383,275,14,364,286,11
1708900BA18,17,089,00BA18,206.9,329.58,21.61,10.3,225.17,317.93,20.34,325.56,228.57,12.37,263.58,280.49,17.39,237.16,295.75,22.49
1708900BA19,17,089,00BA19,514.23,531.99,56.79,36.88,552.06,556.93,35.88,717.48,399.49,27.91,594.92,501.11,47.83,547.09,531.01,54.81
1708900BA20,17,089,00BA20,304.94,411.93,15.55,14.37,333.38,402.16,6.32,450.91,278.51,14.37,357.88,360.23,16.47,340.11,370.91,17.4
1708900BA21,17,089,00BA21,649.14,731.31,50.4,42.49,652.12,783.68,33.59,867.56,571.21,36.56,756.85,680.92,36.57,672.87,754.03,40.51
1708900BB01,17,089,00BB01,335,336,21,22,360,325,27,450,242,22,379,309,25,352,331,21
1708900BB02,17,089,00BB02,593.64,837.58,43.42,43.24,637.41,856.65,31.54,886.97,594.5,42.47,710.83,767.72,42.72,644.3,805.54,56.99
1708900BB03,17,089,00BB03,623.78,929.31,63.65,33.29,627.7,971.42,44.07,868.6,737.38,37.21,709.96,872.51,47,661,910.7,50.92
1708900BB04,17,089,00BB04,531.97,793.38,40.08,26.05,573.06,794.38,23.04,760.33,605.1,27.06,602.09,750.32,32.05,538.02,804.37,42.04
1708900BB05,17,089,00BB05,416.8,546.26,35.31,23.54,438.38,573.72,19.61,573.72,433.48,21.58,480.55,510.95,23.54,438.38,558.03,15.69
1708900BB06,17,089,00BB06,265.18,537.77,13.53,10.31,281.76,540.77,8.27,400.43,418.96,14.38,319.94,494.41,13.31,305.45,499.74,21.27
1708900BR01,17,089,00BR01,107,237,18,12,126,234,12,181,180,14,144,220,9,127,234,11
1708900BR02,17,089,00BR02,135,284,18,11,141,290,10,222,216,12,160,264,17,150,272,19
1708900BU01,17,089,00BU01,253.05,495.19,49.62,17.86,251.07,532.9,22.82,438.63,362.21,11.91,311.6,473.36,20.84,266.95,515.04,18.85
1708900CA01,17,089,00CA01,416.39,514.92,39.02,37.08,441.78,522.76,40.97,618.31,366.67,25.39,492.49,472.98,29.33,435.95,507.15,37.1
1708900CA02,17,089,00CA02,237.42,446.19,27.53,18.61,267.68,444.39,14.74,381.54,332.52,14.71,295.24,405.1,19.62,257.02,432.54,23.54
1708900CA03,17,089,00CA03,226.13,412.05,29.95,27.97,241.17,428.02,22.98,351.24,323.88,21.99,260.16,400.96,28,246.12,414.98,25.99
1708900CA04,17,089,00CA04,193.46,378.04,37.51,10.86,199.38,400.74,20.73,305,303.02,12.83,238.86,356.32,18.75,216.16,374.09,22.7
1708900CA05,17,089,00CA05,246,438,29,18,255,449,18,379,339,11,286,420,17,269,434,14
1708900CA06,17,089,00CA06,249.25,323.32,25.7,14.34,258.32,337.19,17.01,346.45,252.82,14.25,272.08,317.59,20.83,243.34,342.33,20.94
1708900CA07,17,089,00CA07,436.41,1048.77,37.01,41.87,474.3,1068.79,32.93,688.96,842.17,35.97,504.27,1003.95,48.88,469.29,1032.97,43.88
1708900CA08,17,089,00CA08,218.52,410.91,21.3,21.06,237.22,419.26,23.23,330.7,331.39,17.75,265.83,384.66,25.87,235.18,410.65,25.12
1708900CA09,17,089,00CA09,257.54,375.85,28.01,14.12,260.24,400.91,10.38,384.91,280.54,14.12,296.18,359.53,15.67,259.98,386.45,16.66
1708900CA10,17,089,00CA10,286.88,564.27,33.89,11.61,303.73,583.87,14.45,435.83,445.92,24.66,325.75,552.32,19.71,295.31,582.48,16.85
1708900DU01,17,089,00DU01,337.29,296.14,25.07,20.28,370.97,294.02,19.83,462.83,196.53,25.82,401.61,254.21,27.19,373.82,275.72,28.2
1708900DU02,17,089,00DU02,179.92,162.28,25.52,16.72,202.53,165.23,16.67,261.41,113.18,11.8,208.47,148.51,25.51,192.73,166.18,19.65
1708900DU03,17,089,00DU03,216.14,126.96,16.63,17.75,234.43,133.97,12.73,276.01,95.22,10.93,237.07,131.18,12.92,224.03,133.61,22.42
1708900DU04,17,089,00DU04,204.43,260.11,13.3,11.63,215.23,265.93,4.99,273.41,199.44,13.3,231.02,239.33,12.47,221.88,243.49,14.13
1708900DU05,17,089,00DU05,87.47,34.4,6.88,2.95,81.58,42.26,3.93,101.23,26.54,0.98,93.37,34.4,1.97,85.51,38.33,4.91
1708900DU06,17,089,00DU06,128.51,45.25,11.76,7.24,131.22,52.49,10.86,149.32,41.63,4.52,142.08,47.06,6.33,134.84,53.39,7.24
1708900DU07,17,089,00DU07,383.66,240.84,21.9,28.29,397.31,255.27,16.58,469.67,181.85,20.9,428.42,217.53,25.42,398.52,240.44,25.52
1708900DU08,17,089,00DU08,229.67,100.87,11.23,7.74,225.82,101.7,17.09,263.87,70.4,15.44,237.05,91.05,19.63,234.23,96.71,16.77
1708900DU09,17,089,00DU09,197.3,63.47,5.12,10.07,196.33,69.54,9.11,223.52,45.43,8.05,212.44,52.49,11.06,204.37,61.55,11.07
1708900DU10,17,089,00DU10,319.63,136.2,16.04,15.03,324.69,151.18,13.03,350.99,118.89,14.02,347.74,132.09,12.05,323.69,142.14,22.05
1708900DU11,17,089,00DU11,210.9,246.41,25.56,22.99,247.92,247.55,12.06,298.86,195.72,16.59,262.08,225.23,22.94,241.68,242.78,23.85
1708900DU12,17,089,00DU12,135,29,2,6,131,35,4,143,28,2,138,31,3,130,38,3
1708900DU13,17,089,00DU13,88.03,39.44,4.93,2.82,88.73,38.73,5.63,102.82,30.28,2.11,95.07,36.62,2.82,85.92,42.96,3.52
1708900DU14,17,089,00DU14,226.95,123.88,13.11,6.23,245.24,120.63,8.42,274.22,98.04,3.93,248.97,120.67,6.25,236.04,129.41,8.55
1708900DU15,17,089,00DU15,233.21,247.96,20.36,14.25,257.53,235.06,23.18,328.24,171.42,17.14,284.53,213.85,17.37,255.37,237.06,21.26
1708900DU16,17,089,00DU16,346.38,222.74,26.96,35.48,373.37,236.04,26.92,448.69,157.79,30.76,395.52,206.05,32.75,369.49,226.26,35.63
1708900DU17,17,089,00DU17,189.02,61.68,7.96,8.95,187.03,70.63,9.95,198.97,61.68,7.96,199.96,56.71,12.93,184.05,71.63,12.93
1708900DU18,17,089,00DU18,385.4,510.2,18.97,22.96,421.34,492.23,25.96,530.17,385.4,21.97,452.29,456.29,29.95,424.34,482.25,27.96
1708900DU19,17,089,00DU19,126,42,3,5,129,41,5,146,27,4,133,34,10,127,41,9
1708900DU20,17,089,00DU20,300,394,17,12,321,394,17,425,288,19,350,357,14,333,373,14
1708900DU21,17,089,00DU21,170,55,1,6,172,48,7,182,40,8,176,42,10,170,47,9
1708900DU22,17,089,00DU22,173.17,294.15,19.01,5.01,190.18,302.15,3.01,251.22,233.1,9.01,199.19,281.13,12.01,181.18,299.14,11.01
1708900DU23,17,089,00DU23,176.09,151.61,11.3,7.53,188.33,148.78,9.42,229.77,104.53,10.36,197.75,129.95,14.13,185.51,137.48,15.07
1708900DU24,17,089,00DU24,234.89,207.02,29.86,23.89,243.85,230.91,20.9,310.53,171.19,13.93,255.79,215.98,22.89,242.85,227.92,20.9
1708900DU25,17,089,00DU25,170.99,282.83,17.39,11.11,180.98,291.22,11.22,275.31,197.96,8.08,213.3,257.81,13.01,189.29,278.3,14.25
1708900DU26,17,089,00DU26,196.89,195.9,23.87,8.95,206.84,208.83,12.93,268.49,145.18,13.92,223.74,191.92,11.93,215.79,190.93,18.89
1708900DU27,17,089,00DU27,229.1,230.33,21.3,16.67,241.15,237.39,14.09,306.83,181.5,11.29,257.62,222.84,17.48,242.75,236.12,15.67
1708900DU28,17,089,00DU28,396.81,593.29,24.92,28.75,432.27,590.42,23.96,595.21,438.02,15.34,479.24,537.7,23,437.06,565.5,24.92
1708900DU29,17,089,00DU29,209,269,15,13,222,277,8,294,194,20,245,240,18,215,267,20
1708900DU30,17,089,00DU30,275.07,377.02,27.8,20.12,295.18,385.67,22.03,381.73,300.08,19.14,304,375.89,17.27,282.83,386.53,22.05
1708900DU31,17,089,00DU31,187.48,207.35,18.59,18.04,198.23,221.66,13.09,264.49,158.53,10.68,205.57,205.01,19.13,195.44,214.11,16.94
1708900DU32,17,089,00DU32,454.65,339.09,21.57,21.57,484.32,338.16,13.5,562.55,259.93,13.49,502.31,311.19,18.89,473.55,341.74,19.78
1708900DU33,17,089,00DU33,519.22,461.77,39.22,30.37,536.78,482.52,32.27,672.91,356.71,27.99,584.31,435.76,34.85,542.69,472.11,31.03
1708900DU34,17,089,00DU34,400,307,19,19,413,312,14,496,235,13,446,278,16,403,310,19
1708900DU35,17,089,00DU35,533,310,41,35,548,344,27,616,273,28,560,315,42,532,335,46
1708900EL01,17,089,00EL01,178,101,15,20,181,125,8,217,86,13,203,104,9,191,112,11
1708900EL02,17,089,00EL02,205.71,108.2,20.43,8.8,209.73,125.57,8.8,244.86,87.59,14.55,234.84,98.45,9.83,222.19,108.22,12.68
1708900EL03,17,089,00EL03,180.7,64.15,9.06,11.94,184.69,68.24,8.97,201.78,51.13,11.99,191.8,58.14,10.96,189.73,60.19,10.98
1708900EL04,17,089,00EL04,261.72,101.89,13.98,9.99,270.71,107.88,12.99,308.66,70.92,9.99,280.7,93.9,14.98,268.71,95.9,22.98
1708900EL05,17,089,00EL05,201,84,8,13,211,84,7,232,64,8,215,76,14,209,80,13
1708900EL06,17,089,00EL06,237.56,68.16,10.19,15.19,245.69,71.27,14.22,258.4,58.64,14.18,259.95,63.92,8.23,240.74,70.09,15.26
1708900EL07,17,089,00EL07,225,282,25,10,233,302,10,299,230,13,247,280,17,226,301,14
1708900EL08,17,089,00EL08,287.13,153.74,16.6,19.26,300.4,169.05,11.33,358.8,109.7,12.27,319.9,145.5,13.32,302.31,155.79,19.6
1708900EL09,17,089,00EL09,256.28,67.11,13.02,16.01,261.29,84.12,8.01,284.34,59.08,11.01,271.3,66.1,12.02,261.29,76.1,15.02
1708900EL10,17,089,00EL10,303.71,200.67,30.28,15.07,310.1,233.23,12.31,364.35,176.17,13.15,319.89,212.71,20.98,302.17,227.82,21.61
1708900EL11,17,089,00EL11,246,63,7,14,251,74,5,274,46,9,269,53,8,254,62,12
1708900EL12,17,089,00EL12,142.76,106.97,15.56,4.31,146.01,112.37,10.26,183.15,83.98,4.53,159.72,104.39,3.45,151.28,109.72,6.51
1708900EL13,17,089,00EL13,274,75,17,14,260,104,13,295,73,12,276,84,18,261,93,21
1708900EL14,17,089,00EL14,424.3,227.2,28.66,22.66,422.12,257.34,23.58,494.05,191.49,20.58,449.78,229.82,25.23,426.17,243.27,30.52
1708900EL15,17,089,00EL15,233,188,26,13,254,199,9,290,154,15,262,185,13,241,202,12
1708900EL16,17,089,00EL16,235.17,281.01,31.89,20.93,252.11,300.94,18.93,313.89,244.14,16.94,274.03,276.03,22.92,242.15,300.94,30.89
1708900EL17,17,089,00EL17,309,126,23,25,319,144,21,351,109,25,332,126,22,326,129,28
1708900EL18,17,089,00EL18,203.18,48.08,5.44,10.88,195.02,55.33,10.88,219.51,33.57,10.89,204.09,43.54,14.51,197.74,49.89,14.51
1708900EL19,17,089,00EL19,190.13,59.03,3,11.01,191.12,68.03,8.01,214.14,45.02,8.01,206.13,52.03,7.01,197.12,56.03,11.01
1708900EL20,17,089,00EL20,163,71,6,5,162,75,10,192,46,8,175,59,11,171,67,5
1708900EL21,17,089,00EL21,194,152,25,15,203,163,20,247,127,12,216,150,16,197,166,20
1708900EL22,17,089,00EL22,193.69,51.89,4.55,8.11,190.86,55.63,6.11,206.36,38.41,12.11,196.78,46.43,10.48,189.14,50.08,12.48
1708900EL23,17,089,00EL23,198.5,78.02,6.91,11.85,210.35,82.96,8.89,223.19,62.22,9.88,215.29,69.13,11.85,199.49,80.98,10.86
1708900EL24,17,089,00EL24,443.81,603.88,47.17,26.18,469.8,627.12,36.09,637.34,463.59,32.12,522.94,568.93,37.15,478.79,609.98,35.18
1708900EL25,17,089,00EL25,296,169,22,10,300,189,13,356,132,12,324,160,15,300,174,24
1708900EL26,17,089,00EL26,169,45,9,6,173,53,6,191,37,7,181,48,5,168,54,12
1708900EL27,17,089,00EL27,204,101,12,9,217,101,8,243,75,8,226,94,7,217,100,10
1708900EL28,17,089,00EL28,215,65,13,10,216,80,12,248,51,11,230,67,13,213,73,18
1708900EL29,17,089,00EL29,152,87,9,6,154,94,6,181,64,9,153,91,8,148,92,8
1708900EL30,17,089,00EL30,98.03,111.61,43.33,3.88,97.45,157.2,3.09,127.16,126.63,4.85,105.14,143.91,5.84,96.54,151.44,5.9
1708900EL31,17,089,00EL31,137,87,11,12,148,90,10,180,61,8,148,90,10,147,88,10
1708900EL32,17,089,00EL32,125,40,10,10,128,50,8,139,36,12,134,42,11,123,44,15
1708900EL33,17,089,00EL33,97.3,26.54,1.97,1.97,101.23,26.54,0.98,110.08,17.69,1.97,102.21,25.55,0.98,98.28,25.55,3.93
1708900EL34,17,089,00EL34,169.49,72.13,6.01,3.01,169.51,74.13,5,195.55,45.09,8.01,168.51,67.13,10,157.49,77.13,8.02
1708900EL35,17,089,00EL35,162,118,8,12,170,124,7,211,81,13,186,109,9,175,112,14
1708900EL36,17,089,00EL36,348.12,216.04,23.53,23.96,349.74,242.96,18.95,439.12,160.73,15.94,365.06,221.25,22.37,356.69,227.39,20.45
1708900EL37,17,089,00EL37,236.66,128.57,14.21,5.82,246.14,129.76,9.48,285.66,92.91,6.71,263.92,113.66,5.85,245.03,120.41,17.92
1708900EL38,17,089,00EL38,182.77,230.92,26.53,12.77,202.42,241.72,9.83,274.15,165.08,11.79,220.11,214.21,15.72,199.47,230.92,15.72
1708900EL39,17,089,00EL39,212.44,201.67,21.54,12.73,227.12,208.52,12.73,286.84,151.74,13.71,239.85,186.98,22.52,226.14,203.63,16.64
1708900EL40,17,089,00EL40,202,93,4,10,208,90,10,236,64,9,223,77,9,214,86,8
1708900EL41,17,089,00EL41,255.32,145.67,18.17,9.37,272.26,152.07,8.29,294.09,116.14,23.47,281.98,137.79,14.56,272.16,144.51,16.56
1708900EL42,17,089,00EL42,173,124,14,8,183,130,9,217,97,9,195,115,10,182,123,14
1708900EL43,17,089,00EL43,199,83,14,16,201,104,8,228,77,9,209,91,14,203,99,9
1708900EL44,17,089,00EL44,253,134,16,9,253,147,9,300,101,13,271,128,14,252,145,9
1708900EL45,17,089,00EL45,116,73,14,11,131,75,8,164,48,4,143,66,6,126,76,10
1708900EL46,17,089,00EL46,136,119,7,12,148,122,7,178,91,8,158,115,5,145,123,8
1708900EL47,17,089,00EL47,646.99,740.05,49.43,41.94,670.01,763.96,41.63,861.06,586.47,33.39,722.85,705.93,47.72,666.36,751.32,55.5
1708900EL48,17,089,00EL48,354,337,30,25,378,352,20,472,261,18,403,319,26,364,350,27
1708900EL49,17,089,00EL49,325.64,210.14,26.25,18.48,328.61,232.48,19.44,407.4,158.55,17.51,357.76,200.42,24.3,328.57,220.82,31.13
1708900EL50,17,089,00EL50,152,94,5,6,152,96,10,177,73,10,164,84,8,158,89,9
1708900EL51,17,089,00EL51,270.83,303.99,25.11,19.07,274.89,329.06,14.07,341.11,262.86,16.06,303.97,295.97,16.08,281.85,313.06,18.11
1708900EL52,17,089,00EL52,277.73,160.82,13.35,13.34,287.91,168.69,9.43,334.99,125.53,9.42,301.25,152.21,11.78,280.87,164.75,16.48
1708900EL53,17,089,00EL53,639.06,470.39,38.35,37.26,653.23,494.69,33.21,794.51,362.41,29.24,714.66,439.34,26.16,652.07,485.58,38.43
1708900EL54,17,089,00EL54,325,218,26,20,345,229,16,404,170,18,375,196,15,335,220,26
1708900EL55,17,089,00EL55,351.24,330.57,30.18,30.09,369.37,349.64,23.07,466.86,260.12,21.08,404.49,311.45,30.11,376.35,337.57,25.11
1708900EL56,17,089,00EL56,343.94,249.61,19.65,14.74,353.77,266.31,11.79,426.49,193.59,13.76,378.34,246.66,8.84,344.93,260.42,24.57
1708900EL57,17,089,00EL57,338.97,210.98,35.99,25,352.97,235.97,24.99,424.96,172.98,16,373.97,211.98,23,355.97,227.97,19
1708900EL58,17,089,00EL58,727.44,614.84,51.03,46.14,736.79,672.26,31.46,908.43,501.46,36.53,783.88,610.97,43.76,737.45,638.82,49.59
1708900EL59,17,089,00EL59,730.64,792.18,56.52,19.5,760.85,810.7,29.25,1038.5,555.45,21.46,872.87,706.47,31.2,817.32,760.06,20.49
1708900GE01,17,089,00GE01,298.67,320.19,19.06,18.02,328.71,327.2,9.03,418.94,231,12.03,343.74,299.16,14.04,312.71,322.2,20.03
1708900GE02,17,089,00GE02,279,218,14,25,294,219,23,361,148,25,311,199,24,297,202,25
1708900GE03,17,089,00GE03,225.73,266.66,21.07,21.06,259.78,263.68,13.05,328.97,188.49,19.06,269.83,242.62,22.05,231.79,271.65,24.05
1708900GE04,17,089,00GE04,255.16,342.26,18.01,12,288.17,320.26,16.01,381.22,233.22,14.01,306.18,299.25,17.01,272.17,333.26,16.01
1708900GE05,17,089,00GE05,410,419,32,31,465,407,24,587,288,23,475,381,30,446,406,30
1708900GE06,17,089,00GE06,244.31,236.72,15.65,18.42,266.99,235.73,13.32,344.83,159.9,12.36,282.78,212.57,18.53,262.1,226.33,22.45
1708900GE07,17,089,00GE07,292,299,15,18,303,303,14,405,207,16,334,262,26,310,285,24
1708900GE08,17,089,00GE08,125.17,206.33,10.76,3.91,133.97,208.29,5.87,175.04,170.15,4.89,139.84,200.46,7.82,132.01,208.29,5.87
1708900GE09,17,089,00GE09,302.62,245.69,11.98,20.97,315.6,247.69,15.98,393.5,169.78,19.97,334.58,216.73,27.96,318.6,235.7,19.97
1708900GE10,17,089,00GE10,131.23,112.42,9.73,9.75,140.9,109.82,11.56,172.38,84.89,5.01,145.76,103.98,10.61,139.96,112.55,8.81
1708900GE11,17,089,00GE11,306.78,290,23.34,24.24,327.12,297.64,22.49,416.67,212.51,18.03,338.29,283.39,21.43,326.04,295.87,23.21
1708900GE12,17,089,00GE12,247,236,34,18,259,256,14,348,164,15,286,223,18,266,238,18
1708900GE13,17,089,00GE13,223.54,333.42,24.77,18.12,251.24,332.43,11.46,362.66,219.08,14.33,286.38,280.14,20.99,257.8,312.51,18.14
1708900GE14,17,089,00GE14,233.44,314.16,16.05,10.03,262.52,297.12,13.05,329.78,224.86,18.03,281.54,277.05,11.07,247.51,303.08,13.06
1708900GE15,17,089,00GE15,239.69,157.8,14.98,26.97,242.69,177.77,23.97,280.64,136.82,26.97,255.67,147.81,35.95,244.69,163.79,25.97
1708900GE16,17,089,00GE16,237.77,281,10.79,14.08,256.62,273.95,12.04,364.07,171.38,7.14,290.17,239,12.32,260.54,257.22,15.77
1708900GE17,17,089,00GE17,432.01,672.22,59.18,32.6,463.73,703.03,26.47,658.21,512.59,21.44,511.41,633.28,40.36,467.92,681.2,21.75
1708900GE18,17,089,00GE18,358,288,10,13,368,282,25,478,180,16,386,261,23,349,278,28
1708900GE19,17,089,00GE19,217.56,461.84,19.95,13.97,251.48,442.88,18.95,353.22,339.14,16.97,264.46,415.95,24.93,242.49,432.92,21.94
1708900GE20,17,089,00GE20,333.29,473.06,28.34,16.62,364.57,473.06,14.66,454.49,375.32,20.53,374.34,453.51,16.62,347.95,471.11,14.66
1708900GE21,17,089,00GE21,593.55,785.79,42.05,34.03,614.61,811.79,27.02,868.75,558.62,27.03,667.62,746.75,31.03,612.58,794.78,30.02
1708900HA01,17,089,00HA01,307,659,40,23,321,679,21,499,510,22,383,609,29,328,645,34
1708900HA02,17,089,00HA02,483.83,792.73,55.29,35.68,538.02,782.9,40.26,767.51,564.93,35.96,611.67,711.88,35.71,559.2,754.64,37.04
1708900HA03,17,089,00HA03,500.13,685.07,51.7,40.77,540.9,701.98,38.78,709.93,530.96,40.77,584.65,651.27,40.77,517.04,680.1,58.66
1708900KA01,17,089,00KA01,145,363,20,18,158,354,26,279,252,12,180,334,17,154,349,24
1708900PL01,17,089,00PL01,370.9,542.76,30.83,25.22,379.31,572.65,20.55,506.36,442.8,21.49,409.2,533.42,26.16,371.83,560.51,25.22
1708900PL02,17,089,00PL02,623.37,1044.57,58.06,36.03,688.4,1037.62,33.02,964.57,767.44,28.02,795.44,925.56,36.03,711.4,995.58,46.04
1708900PL03,17,089,00PL03,315.63,487.43,49.94,27.97,338.6,525.38,16.98,486.43,379.56,15.98,373.56,475.44,26.97,338.6,497.42,29.96
1708900RU01,17,089,00RU01,543.92,651.64,38.33,49.34,563.29,680.67,36.3,714.15,536.94,33.21,607.85,630.06,40.3,565.36,662.41,46.31
1708900RU02,17,089,00RU02,1615.23,1575.17,142.04,97.15,1676.25,1666.81,90.44,2069.27,1264.37,116.11,1824.04,1487.11,122.2,1699.15,1593.62,117.49
1708900RU03,17,089,00RU03,173.21,320.53,20.9,4.98,201.08,311.57,5.97,297.64,219,3.98,234.92,274.74,4.98,208.05,301.62,6.97
1708900RU04,17,089,00RU04,469.47,806.3,49.79,12.69,512.47,799.44,23.41,808.14,525.22,12.69,629.55,683.32,16.59,548.55,748.73,27.31
1708900RU05,17,089,00RU05,585,426,42,52,575,496,36,722,354,33,632,431,44,587,467,46
1708900RU06,17,089,00RU06,176,276,25,9,178,302,10,250,227,11,223,256,6,192,282,8
1708900RU07,17,089,00RU07,370.09,637.85,33.38,24.29,420.55,621.79,16.44,640.4,411.54,11.51,516.45,524.09,21.69,450.41,581.98,23.85
1708900RU08,17,089,00RU08,60.9,127.8,17.97,11.98,61.9,147.77,9.98,98.84,109.83,10.98,65.9,140.78,10.98,65.9,134.79,16.97
1708900RU09,17,089,00RU09,238,530,28,13,255,535,18,461,340,11,354,438,15,300,480,16
1708900SC01,17,089,00SC01,183,279,13,12,191,283,11,269,198,18,202,260,19,186,274,16
1708900SC02,17,089,00SC02,226.97,306.86,17.25,15.43,256.02,305.05,8.17,347.72,215.17,8.17,276.9,278.72,10.89,253.3,306.86,6.36
1708900SC03,17,089,00SC03,275.57,289.97,21.4,17.99,283.28,297.69,23.96,385.03,198.49,23.97,313.19,260.89,27.41,285.84,287.4,22.26
1708900SC04,17,089,00SC04,176.61,130.71,7.98,6.98,177.61,133.71,8.98,226.5,89.8,3.99,188.59,120.74,9.98,178.61,130.71,8.98
1708900SC05,17,089,00SC05,313,308,22,16,347,298,12,425,215,23,376,272,12,341,289,25
1708900SC06,17,089,00SC06,303.75,281.77,29.98,19.98,322.73,295.75,14.99,403.66,202.83,21.98,333.72,253.79,34.97,325.73,270.78,26.98
1708900SC07,17,089,00SC07,198.31,463.29,23.16,8.13,198.34,477.39,13.14,303.27,376.43,15.16,224.48,449.2,19.12,207.33,459.33,17.15
1708900SC08,17,089,00SC08,362.03,489.14,18.75,13.57,402.98,475.95,10.83,526.28,351.83,15.83,435.1,434.28,18.11,396.7,474.14,13.64
1708900SC09,17,089,00SC09,258,224,19,11,251,248,14,329,172,17,272,226,16,259,231,17
1708900SC10,17,089,00SC10,283.15,251.16,15.01,13.01,301.16,249.16,9,389.21,170.11,8.01,311.17,229.15,23.01,296.16,250.16,14.01
1708900SC11,17,089,00SC11,241.03,286.84,31.87,20.92,242.02,312.74,22.91,298.79,260.95,21.91,255.97,295.81,18.92,235.05,304.77,26.89
1708900SC12,17,089,00SC12,246.24,321.28,18.84,15.84,268.9,327.3,15.85,325.27,274.88,12.89,283.73,311.47,16.82,260.99,325.29,20.79
1708900SC13,17,089,00SC13,154,85,4,5,142,99,5,178,64,6,151,86,9,144,94,10
1708900SC14,17,089,00SC14,122,101,5,8,128,103,4,159,69,9,142,86,8,132,96,6
1708900SC15,17,089,00SC15,242.7,213.22,28.49,19.65,251.54,234.84,21.62,315.41,170.97,20.63,254.49,223.04,29.48,244.66,232.87,22.6
1708900SC16,17,089,00SC16,284.92,510.72,20.14,11.07,337.89,476.83,10.12,470.49,342.22,10.1,370.09,437.6,13.11,334.87,472.8,8.13
1708900SC17,17,089,00SC17,255.3,216.51,25.24,27.19,261.63,241.55,22.2,313.4,186.85,21.16,274.84,223.35,21.22,261.51,224.55,30.26
1708900SC18,17,089,00SC18,333.27,302.34,30.93,25.94,355.22,309.32,20.95,445.03,223.51,27.94,380.17,283.38,21.95,363.21,295.35,23.95
1708900SC19,17,089,00SC19,213,136,16,15,226,137,14,260,102,19,234,123,18,218,129,26
1708900SC20,17,089,00SC20,304,169,23,16,308,191,15,361,140,15,328,168,17,305,181,23
1708900SC21,17,089,00SC21,493.32,611.96,37.27,35.16,522.47,627.12,28.2,678.64,473.94,31.19,582.8,558.73,32.23,538.51,585.97,36.24
1708900SC22,17,089,00SC22,247,438,29,18,273,447,11,421,295,15,314,402,12,283,420,15
1708900SC23,17,089,00SC23,154.77,118.6,22.03,8.04,159.79,134.61,11.04,199.99,97.41,10.03,168.84,116.54,21.06,153.79,138.58,10.04
1708900SC24,17,089,00SC24,487,669,48,26,518,681,28,642,556,31,548,639,31,495,689,26
1708900SC25,17,089,00SC25,310.42,267.91,36.51,17.36,327.58,286.29,20.39,413.76,204.12,20.38,344.65,252.07,36.53,323.46,267.26,35.41
1708900SC26,17,089,00SC26,285.47,504.06,20.96,17.97,297.45,512.05,17.97,420.22,396.26,15.97,342.36,463.14,22.96,305.43,497.08,20.96
