GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPRI,G18GOVRRAU,G18GOVCMCC,G18GOVLJAC,G18ATGDRAO,G18ATGRHAR,G18ATGLHAR,G18SOSDWHI,G18SOSRHEL,G18SOSLDUT,G18COMDMEN,G18COMRSEN,G18COMLBAL,G18TREDFRE,G18TRERDOD,G18TRELLEH
1707500BL02,17,075,00BL02,79.83,341.29,27.94,10.98,76.84,378.21,10.98,170.64,280.41,14.97,104.78,339.29,14.97,117.75,328.31,13.97
1707500BL03,17,075,00BL03,62,271,21,7,62,296,3,147,205,8,88,258,8,96,255,6
1707500BO01,17,075,00BO01,40,106,15,3,40,124,3,75,87,2,57,105,4,56,103,5
1707500CH01,17,075,00CH01,132.76,511.06,37.93,7.99,126.77,547.99,15.97,273.49,410.25,10.98,176.67,498.08,13.98,173.68,493.09,22.96
1707500CH02,17,075,00CH02,84.24,300.94,36.07,14.01,83.23,340.01,12.03,154.51,274.75,9.02,105.33,311.92,14.02,113.32,305.91,16.04
1707500CO01,17,075,00CO01,27.94,127.74,14.97,1,30.94,140.71,3.99,57.88,111.77,5.99,41.91,126.74,6.99,38.92,130.73,5.99
1707500CR01,17,075,00CR01,34,213,6,1,38,214,5,78,172,7,41,206,6,67,181,6
1707500DA01,17,075,00DA01,41.02,258.17,34.01,3,38.02,300.18,4,94.06,242.14,4,53.04,279.16,5,77.06,256.15,5
1707500DO01,17,075,00DO01,83,328,31,9,80,368,8,154,294,8,104,334,12,118,321,11
1707500DO02,17,075,00DO02,54,205,19,7,53,222,8,116,161,10,73,192,15,97,176,9
1707500FC01,17,075,00FC01,23,104,11,5,22,116,3,47,92,4,30,109,3,38,101,3
1707500IR01,17,075,00IR01,40,191.99,17,6,38,217.99,3,105.99,147.99,5,65,184.99,6,69,181.99,8
1707500LO01,17,075,00LO01,143.26,422.14,38.16,11.08,127.23,478.34,11.06,247.53,359.06,10.05,177.31,426.22,7.09,239.47,372.09,5.06
1707500LV01,17,075,00LV01,26,111,8,2,19,125,2,47,97,0,32,113,0,39,106,1
1707500MA01,17,075,00MA01,84.64,242.97,23.9,7.97,77.67,273.84,6.97,154.34,198.16,6.97,98.58,242.97,10.95,103.56,236.99,10.95
1707500MD01,17,075,00MD01,77,159,25,8,77,180,9,128,137,5,94,160,11,104,156,5
1707500MD02,17,075,00MD02,78.9,221.32,31.52,8.25,73.95,263.83,3.43,144.27,185.61,10.35,96.18,232.46,13.49,100.33,229.49,9.32
1707500MD03,17,075,00MD03,58.27,188.41,15.54,7.77,60.21,202.98,13.6,98.09,168.98,10.68,66.04,193.26,15.54,69.92,195.2,9.71
1707500MD04,17,075,00MD04,41,122,14,5,41,130,11,81,100,1,58,117,4,57,117,5
1707500MI01,17,075,00MI01,58,237,33,15,62,273,10,141,203,4,84,250,8,116,216,11
1707500MI02,17,075,00MI02,50,116,18,6,53,129,8,91,95,9,63,120,10,78,105,6
1707500ML01,17,075,00ML01,13,71,7,2,13,79,0,30,64,1,20,75,0,21,72,1
1707500ON01,17,075,00ON01,43,94,4,4,40,99,3,66,72,4,52,88,1,58,80,1
1707500ON02,17,075,00ON02,46,246,14,9,61,250,6,122,184,9,73,234,7,94,213,7
1707500PA01,17,075,00PA01,22,138,10,1,33,136,2,58,113,1,34,132,4,32,135,4
1707500PI01,17,075,00PI01,52,380,36,41,48,455,9,138,362,12,72,414,17,111,387,12
1707500PR01,17,075,00PR01,11,61,8,3,13,64,4,33,44,3,16,59,5,34,43,4
1707500RI01,17,075,00RI01,20.1,89.36,5.03,4.01,15.09,99.4,2.02,42.19,73.29,1.02,23.12,89.34,3.03,35.16,79.31,1.03
1707500SH01,17,075,00SH01,34,147,14,12,34,163,7,81,121,4,51,142,7,55,136,9
1707500SH02,17,075,00SH02,57.06,122.26,15.03,12,48.06,146.29,14.01,84.12,116.23,8.01,71.09,127.26,8.01,65.08,130.27,12.01
1707500ST01,17,075,00ST01,6,87,3,0,11,85,0,29,66,2,9,84,1,19,70,3
1707700AV01,17,077,00AV01,117,193,37,19,98,256,14,180,181,11,131,218,15,124,229,13
1707700CB01,17,077,00CB01,287,189,23,20,273,219,28,344,161,22,301,201,19,286,208,25
1707700CB02,17,077,00CB02,209.49,27.84,7.21,12.52,214.21,36.33,7.58,227.92,22.69,8.61,212.52,31.9,11.61,204.09,35.21,15.64
1707700CB04,17,077,00CB04,268,27,3,7,276,33,4,284,21,10,276,26,11,273,32,8
1707700CB05,17,077,00CB05,213,7,5,4,217,5,4,225,6,3,220,7,3,219,8,2
1707700CB06,17,077,00CB06,324.25,69.87,9.1,21.15,317.35,79.94,25.12,346.57,55.79,24.05,331.34,69.87,21.13,330.29,62.89,22.15
1707700CB07,17,077,00CB07,73.75,51.13,5.9,8.85,79.64,55.06,6.88,92.43,46.21,2.95,78.66,51.13,7.87,75.71,52.11,8.85
1707700CB08,17,077,00CB08,327.31,168.64,10.98,10.98,318.33,180.62,16.96,368.22,134.72,14.97,330.3,157.67,19.96,333.3,151.68,20.96
1707700CB09,17,077,00CB09,207,50,7,7,214,47,8,216,42,12,211,50,8,204,50,12
1707700CB10,17,077,00CB10,158,49,7,4,152,60,4,173,42,3,161,51,4,157,53,6
1707700CB11,17,077,00CB11,202,35,5,9,198,43,6,206,32,8,199,38,9,192,39,13
1707700CB12,17,077,00CB12,334,72,14,10,330,86,11,353,61,17,345,70,13,336,76,15
1707700CB13,17,077,00CB13,403.45,90.53,6.89,9.84,395.58,100.37,10.82,429.03,71.83,13.78,408.37,88.56,11.81,391.64,94.47,20.66
1707700CB14,17,077,00CB14,367.87,139.09,9.78,14.6,357.1,167.62,11.84,419.45,105.5,12.96,375.9,138.32,18.15,355.48,148.49,22.37
1707700CB15,17,077,00CB15,217.75,108.41,8.34,5.56,222.39,113.05,8.34,257.6,79.69,9.27,229.8,99.15,12.05,227.95,100.07,12.97
1707700CB16,17,077,00CB16,234.93,100.97,11,16,219.94,126.96,17,262.92,82.98,14,237.93,106.97,14,232.93,111.97,12
1707700CB18,17,077,00CB18,264.63,62.91,7.99,17.97,250.65,76.89,24.97,273.62,58.92,21.97,258.64,71.9,19.97,249.65,73.9,26.96
1707700CB19,17,077,00CB19,285.2,160.14,25.98,15.21,274.1,186.27,24.2,321.23,145.14,22.22,291.17,173.11,17.25,281.99,178.24,20.26
1707700CB20,17,077,00CB20,161.55,95.89,21.14,7.08,152.49,116.03,16.13,192.75,80.8,13.12,165.59,99.96,17.09,162.54,103.99,17.11
1707700CB21,17,077,00CB21,388.13,57.22,6.68,16.21,379.55,72.48,18.12,401.48,52.45,19.07,389.09,59.13,19.07,375.74,68.66,20.03
1707700CB24,17,077,00CB24,239,92,9,13,241,98,16,260,72,20,246,85,20,237,93,21
1707700CB25,17,077,00CB25,105,24,2,8,98,24,12,111,16,9,103,20,9,99,23,9
1707700CB26,17,077,00CB26,192,25,4,10,186,28,13,199,21,10,193,25,11,191,24,13
1707700CH01,17,077,00CH01,123.99,192.98,29,13,103.99,242.97,5,204.98,154.98,1,154.98,193.98,4,142.98,202.98,4
1707700DG01,17,077,00DG01,34,35,6,2,30,45,1,43,33,1,35,41,1,33,40,2
1707700DS01,17,077,00DS01,219,282,49,12,196,344,15,280,267,17,247,294,19,228,314,14
1707700DS02,17,077,00DS02,111,202,36,11,109,239,18,169,184,14,132,214,15,122,223,17
1707700EK01,17,077,00EK01,115.97,206.95,47.99,15,104.97,248.93,32.99,194.95,182.95,8,150.96,222.94,10,123.97,241.94,16
1707700EK03,17,077,00EK03,77.03,159.05,33.01,12,57.03,194.06,25.01,120.05,150.04,7,94.04,170.05,9,84.03,182.06,10
1707700FB01,17,077,00FB01,20,62,8,1,21,67,2,41,54,1,31,59,1,25,68,1
1707700GT01,17,077,00GT01,96.02,101.23,12.05,1.11,86.1,123.19,4.97,119.11,89.22,6.96,101.9,105.49,6.87,93.08,112.27,4.97
1707700KK01,17,077,00KK01,79.5,107.24,31.1,6.04,56.44,158.37,10.04,109.7,113.13,5.03,89.52,128.28,5.04,74.52,144.27,6.05
1707700LE01,17,077,00LE01,125.5,276.76,30.9,9.96,104.56,320.63,10.96,175.3,256.87,6.97,133.48,292.72,9.96,127.48,296.73,10.95
1707700MB01,17,077,00MB01,182.7,164.73,25.96,7.99,171.72,191.69,17.97,237.61,142.77,4.99,194.68,176.71,10.98,184.7,178.71,12.98
1707700MB02,17,077,00MB02,113,75,12,7,107,89,12,139,65,7,122,77,10,110,85,12
1707700MB03,17,077,00MB03,252.69,278.36,30.02,12.02,251.67,307.38,7.04,313.78,244.28,11.03,278.7,270.33,10.04,270.7,279.32,12.04
1707700MB04,17,077,00MB04,190,205,21,6,182,227,10,232,181,5,203,205,7,198,211,8
1707700MB05,17,077,00MB05,134,122,20,8,135,141,9,169,110,10,149,121,17,136,129,21
1707700MB06,17,077,00MB06,119,126,16,9,107,150,7,147,114,7,124,127,11,115,134,9
1707700MB07,17,077,00MB07,201,131,30,14,190,170,17,243,124,10,216,149,10,200,155,17
1707700MB08,17,077,00MB08,144,210,23,14,122,257,7,198,196,3,144,234,7,136,237,10
1707700MB09,17,077,00MB09,138,204,35,13,142,232,10,205,175,8,176,196,13,157,205,15
1707700MB10,17,077,00MB10,130,180,19,4,132,191,10,192,133,8,158,166,8,141,182,9
1707700MB12,17,077,00MB12,159.3,201.27,28.04,10.01,135.28,253.31,9.03,208.39,177.23,10.01,162.32,225.29,8.02,146.3,238.29,11.02
1707700MK01,17,077,00MK01,322.05,251.33,24.93,17.95,316.07,290.22,16.95,381.89,219.41,24.93,339,264.29,21.94,319.06,271.28,26.92
1707700MK02,17,077,00MK02,280,167,20,13,265,197,15,317,146,15,284,166,24,270,182,23
1707700MK03,17,077,00MK03,257,251.33,26.59,13.57,253.75,288.52,10.34,321.84,221.22,12.54,279.41,254.48,18.57,258.84,266.61,23.92
1707700MK04,17,077,00MK04,321.11,169.26,13.54,14.51,313.38,198.28,7.74,362.7,142.18,13.54,329.82,171.2,14.51,316.28,173.13,24.18
1707700OR01,17,077,00OR01,70.73,134.5,27.9,2.99,63.76,155.42,9.96,117.56,113.57,3.99,84.68,139.48,4.98,75.72,147.45,4.98
1707700PM01,17,077,00PM01,157.05,171.74,16.7,5.87,148.18,196.33,4.92,188.49,156.99,6.89,159.05,187.4,2.99,156.05,186.48,4.92
1707700SR01,17,077,00SR01,100,167,17,4,90,186,3,149,137,6,116,164,4,104,174,3
1707700SS01,17,077,00SS01,121,258,45,18,112,305,22,179,256,6,145,280,12,129,291,13
1707700SS02,17,077,00SS02,192,280,35,6,163,339,9,273,237,7,217,286,8,196,303,11
1707700SS03,17,077,00SS03,207,231,34,13,178,286,18,280,201,10,220,241,16,203,257,18
1707700SS04,17,077,00SS04,115,212,40,2,103,262,12,153,220,6,127,239,10,116,243,10
1707700VG01,17,077,00VG01,106,208,35,9,83,254,19,145,208,7,114,235,6,102,247,7
1707900CR01,17,079,00CR01,61.56,226.52,21.15,4.01,47.44,246.76,8.01,125.81,183.42,1.03,76.56,218.64,7.03,60.46,235.68,6.04
1707900FX01,17,079,00FX01,46,152,6,3,46,149,2,101,110,1,59,132,5,55,139,4
1707900GR01,17,079,00GR01,43.37,232.15,24.16,5.05,43.29,247.36,5.04,114.63,181.07,6.02,63.38,225.27,6.03,62.34,224.29,9.04
1707900GV01,17,079,00GV01,37.44,101.48,9.85,0.99,29.56,117.24,0.99,54.19,94.58,1.97,37.44,109.36,1.97,30.54,112.32,2.96
1707900HC01,17,079,00HC01,34,78,7,5,21,90,8,47,76,4,31,83,6,30,84,4
1707900NM01,17,079,00NM01,66,297,20,6,55,327,2,124,266,3,72,316,3,75,305,6
1707900SM01,17,079,00SM01,52,98,14,3,43,116,5,75,89,3,60,95,7,63,96,5
1707900ST01,17,079,00ST01,45,129,11,3,30,140,5,98,90,3,52,122,3,44,126,5
1707900ST02,17,079,00ST02,14,25,6,2,11,36,1,26,21,0,17,27,3,16,31,1
1707900SW01,17,079,00SW01,66,155,10,7,51,169,5,112,121,6,72,147,8,68,148,9
1707900WA01,17,079,00WA01,115,209,39,4,87,263,7,165,197,9,120,227,9,105,242,11
1707900WA02,17,079,00WA02,142,309,37,8,135,337,8,237,260,10,158,312,15,146,320,15
1707900WA03,17,079,00WA03,114,280,20,14,107,288,16,212,214,8,135,268,17,129,272,13
1707900WA04,17,079,00WA04,105,153,33,2,86,198,5,154,142,5,111,176,5,100,184,7
1707900WA05,17,079,00WA05,172,254,31,9,149,307,9,254,216,8,176,274,13,172,271,13
1707900WH01,17,079,00WH01,57,130,22,7,43,154,13,100,104,10,61,132,17,58,139,10
17081000101,17,081,000101,108.01,188.01,27,8,107.01,209.01,13,177.01,158.01,5,128.01,190.01,8,114.01,199.01,8
17081000201,17,081,000201,45,124,15,7,44,143,6,85,109,4,63,129,4,60,127,7
17081000301,17,081,000301,134.98,348.37,40.69,16.87,116.12,401.96,17.86,225.3,306.68,14.89,145.9,370.2,22.83,138.95,374.17,22.83
17081000401,17,081,000401,159,362,38,17,134,411,25,264,316,16,180,382,18,172,383,19
17081000402,17,081,000402,142.93,213.9,39.98,17.99,116.95,275.87,23.99,206.91,198.91,18.99,148.93,241.89,21.99,135.94,252.88,23.99
17081000501,17,081,000501,99.86,161.77,27.96,5.99,89.87,187.73,16.98,162.77,137.8,3.99,128.82,165.76,3.99,122.82,171.75,3.99
17081000601,17,081,000601,54,165.01,29,5,51,195.01,6,88.01,159.01,3,64,184.01,4,59,187.01,6
17081000701,17,081,000701,191.45,404.94,68.12,14.04,171.4,493.11,12.05,290.64,385.93,14.03,215.43,439.1,21.03,200.44,454.08,19.03
17081000801,17,081,000801,111.02,232.63,19.31,7.13,86.88,269.04,10.13,156.7,208.32,5.11,103.1,257.8,5.17,97.05,260.83,5.17
17081000901,17,081,000901,159.88,363.73,54.96,17.99,145.89,432.68,16.99,262.81,329.76,8.99,183.86,389.71,16.99,178.87,393.71,13.99
17081001001,17,081,001001,32,101,11,5,32,115,3,58,89,5,36,109,4,35,112,3
17081001101,17,081,001101,217.27,392.04,69.71,32.85,201.26,491.69,19.94,364.54,356.31,8.02,256.05,434.91,24.93,236.16,454.81,16
17081001102,17,081,001102,224.04,582.11,55.02,18,180.04,680.13,20,363.08,516.1,24,233.05,619.12,29,221.05,632.13,26
17081001103,17,081,001103,130,141,31,22,110,196,16,177,137,14,124,176,23,120,192,15
17081001104,17,081,001104,113.75,40.98,11.29,4.16,105.76,61.34,5.06,129.48,43.71,4.99,115.97,51.12,6.08,114.85,53.22,7.01
17081001105,17,081,001105,178,267,44,11,180,325,7,274,236,7,189,299,19,189,298,18
17081001106,17,081,001106,170.23,31.86,8.96,8.96,161.27,56.74,6.97,178.2,44.8,3.98,169.24,49.78,6.97,156.3,56.74,7.96
17081001107,17,081,001107,119.86,250.28,23.01,11.51,107.4,289.59,7.67,177.4,228.22,7.67,133.29,254.11,18.22,127.54,267.54,9.59
17081001108,17,081,001108,136,176,27,10,135,199,14,197,143,16,144,183,17,141,184,20
17081001109,17,081,001109,120,79,17,11,114,104,8,146,78,10,122,98,10,117,100,14
17081001110,17,081,001110,121.84,76.23,27.05,8.05,116.79,100.36,17.04,163.9,65.28,8.02,131.84,88.32,16.04,122.78,91.35,20.04
17081001201,17,081,001201,104,234,35,16,88,293,15,180,215,6,112,267,14,105,279,11
17081001301,17,081,001301,120.72,252.65,31.94,9.97,106.73,298.59,11.96,172.67,248.6,6.98,117.76,293.53,8.98,118.72,289.58,7.98
17081001302,17,081,001302,62.03,206.8,21.98,4.02,49.03,244.78,2.02,112.01,184.82,4,72.02,220.81,5.99,61.06,231.77,4.99
17081001401,17,081,001401,100.47,204.92,22.88,14.92,84.56,250.68,9.95,165.13,185.03,3.98,113.4,230.79,4.97,113.4,228.8,3.98
17081001402,17,081,001402,202.17,427.8,41.99,11.5,191.63,475.5,12.33,320.66,353.85,15.33,219.75,447.97,12.78,214.51,446.55,15.41
17081001403,17,081,001403,215.93,270.91,41.99,22.99,202.93,313.9,23.99,309.9,229.92,17.99,231.92,289.9,23.99,232.92,288.9,17.99
17081001404,17,081,001404,240,388,32,20,240,432,17,377,308,21,272,390,26,267,398,21
17081001405,17,081,001405,180.39,251.82,40.1,22.05,159.33,313.99,22.04,269.63,213.74,21.02,178.44,292.9,25.03,171.43,294.9,28.02
17081001501,17,081,001501,84.14,177.23,20.04,14.01,63.13,211.27,12.02,122.23,158.2,15.01,85.18,186.24,14.01,80.18,194.25,12.01
17081001502,17,081,001502,84,148,33,13,79,189,9,133,143,7,100,164,8,97,166,8
17081001601,17,081,001601,152,279,35,11,144,320,10,255,220,9,172,286,17,159,301,14
17081001602,17,081,001602,93.02,305.02,44.01,7.01,86.02,351.03,12,189.03,265.02,5,114.03,329.02,10,107.03,335.03,11
17083000101,17,083,000101,166.33,161.07,49.51,14.06,164.25,218.48,17.13,223.85,167.04,18.09,188.36,194.42,17.13,176.36,203.41,20.1
17083000102,17,083,000102,147.44,224.14,64.75,7.97,145.44,277.94,20.92,212.19,230.12,11.95,163.37,272.95,15.94,165.37,266.98,16.94
17083000201,17,083,000201,83,112,45,2,59,170,4,127,111,4,84,142,6,77,147,4
17083000301,17,083,000301,57.27,135.57,58.05,2.02,56.25,177.71,8.01,115.33,131.58,4.04,70.27,165.66,8.03,68.26,160.68,12.02
17083000401,17,083,000401,120,161,85,15,103,258,17,204,179,12,130,233,19,116,246,17
17083000402,17,083,000402,127,202,89,3,114,300,9,212,208,8,131,275,12,126,276,11
17083000403,17,083,000403,123.15,204.23,100.12,10.01,116.14,303.34,15.02,230.28,209.23,13.02,142.18,271.29,21.02,131.18,285.29,16.02
17083000404,17,083,000404,101.85,156.77,82.88,5.99,95.86,230.66,11.98,187.72,157.77,13.98,121.82,198.71,13.98,124.82,196.71,15.98
17083000405,17,083,000405,147.01,250.04,115.02,12,138.02,354.05,16,269.03,243.04,15,179.02,316.05,17,167.01,320.05,17
17083000406,17,083,000406,86,82,39,8,68,126,13,120,89,7,86,114,13,81,119,10
17083000407,17,083,000407,65,145,75,8,57,223,9,128,160,8,83,199,10,76,202,14
17083000408,17,083,000408,61,61,41,3,63,92,10,93,65,10,68,78,12,57,88,13
17083000409,17,083,000409,55,72,28,4,45,102,8,93,62,4,59,89,6,57,91,7
17083000410,17,083,000410,191,310,157,13,185,445,22,324,336,19,218,407,28,215,413,23
17083000501,17,083,000501,123.85,262.68,85.89,8.99,113.86,345.58,14.98,205.75,256.68,14.98,136.83,325.6,12.98,133.84,324.6,11.99
17083000502,17,083,000502,98,138,60,9,91,207,12,142,159,8,108,188,11,104,193,11
17083000601,17,083,000601,101,214,93,6,97,288,14,176,225,12,107,278,11,101,280,13
17083000701,17,083,000701,148.99,324.86,77.75,8.52,140.42,414.52,12.84,226.74,323.96,18.77,160.17,387.13,18.77,155.01,387.16,18.77
17083000702,17,083,000702,131.43,222.85,45.77,2.01,121.51,270.59,10.95,178.23,215.87,7.95,147.38,246.71,7.97,138.38,251.72,7.98
17083000703,17,083,000703,72.09,112.22,36.07,6.01,73.07,146.29,9.01,103.16,118.21,7.01,79.1,138.28,10.01,81.09,139.27,7.01
17083000801,17,083,000801,139.2,217.18,53.31,5.93,131.29,260.63,13.83,194.48,214.21,9.87,143.15,253.7,13.82,142.16,252.72,10.86
17083000802,17,083,000802,42.49,63.28,14.84,4.9,34.66,81.98,5.91,60.27,61.32,2.97,43.48,73.18,3.96,42.5,74.15,4.92
17083000901,17,083,000901,56.32,120.36,79.72,2.02,55.39,175.89,12.07,110.92,137.4,7.08,69.51,160.66,11.22,63.45,165.7,11.22
17083001001,17,083,001001,61.79,85.18,33.27,3.09,62.64,121.52,8.11,99.12,95.14,5.05,70.81,115.36,5.07,71.79,113.37,8.09
17083001101,17,083,001101,41.17,115,49.24,6.29,46.28,156.9,2.76,83.23,120.89,1.46,52.18,143.34,3.64,43.78,147.61,8.71
17085000101,17,085,000101,51,85,7,4,50,86,6,87,57,4,64,72,8,50,84,6
17085000201,17,085,000201,21,30,12,0,20,35,10,27,38,0,21,43,1,20,42,2
17085000301,17,085,000301,16.95,35.88,4.98,0,15.95,41.87,1,27.91,31.9,0,17.94,36.88,1,16.95,38.88,1
17085000401,17,085,000401,31.66,96.61,11.32,4.99,37.74,106.96,3,76.41,71.28,6.02,46.92,97.78,3.99,42.79,98.78,5.11
17085000501,17,085,000501,173,203,16,9,186,224,6,232,180,9,199,202,15,187,219,8
17085000502,17,085,000502,129.93,168.91,9.99,6,130.93,182.9,13.99,163.91,158.91,6,143.92,171.9,11.99,129.93,180.9,16.99
17085000503,17,085,000503,175.07,237.09,19.01,11,176.07,256.1,19.01,229.09,215.09,14,196.08,235.1,19.01,186.07,246.1,19.01
17085000601,17,085,000601,327.1,342.4,18,7.98,332.09,347.47,11.96,441.87,250.63,10.97,362.99,321.52,15.95,345.05,337.46,14.96
17085000701,17,085,000701,175.57,286.15,20.28,10.75,181.27,303.09,12.83,279.98,215.56,12.92,207.76,276.04,18.25,195.09,287.16,16.36
17085000801,17,085,000801,332.68,444.63,33.66,8.25,339.97,474.57,9.2,472.24,345.18,10.09,366.53,442.62,13.77,349.18,454.53,14.65
17085000901,17,085,000901,200,193,16,11,208,208,10,270,146,14,231,181,13,215,193,13
17085001001,17,085,001001,148.21,229.13,19.29,11.26,146.98,242.47,11.27,224.37,183.29,7.29,168.85,221.37,11.61,160.44,223.83,11.16
17085001101,17,085,001101,32,92,10,5,31,98,10,61,73,7,48,82,11,37,95,7
17085001201,17,085,001201,24.34,60.39,11.68,0.01,27.26,73.04,0,52.59,47.72,0.98,34.08,66.22,0.01,29.21,66.22,3.89
17085001301,17,085,001301,100.63,120.51,6.97,3.99,106.6,122.51,3.99,138.48,93.62,5.98,110.59,118.52,4.98,114.56,115.53,3.99
17085001401,17,085,001401,70.79,79.81,8.03,5.09,72.62,83.8,7.17,94.58,63.16,7.06,76.95,79.53,7.18,78.65,76.77,7.21
17085001501,17,085,001501,31,143,19,0,36,155,2,68,124,4,45,144,5,38,149,7
17085001601,17,085,001601,97,146,14,5,85,163,11,151,111,5,105,144,8,96,147,10
17085001701,17,085,001701,131,215.01,31,13,129,254.01,8,209.01,175.01,10,160,221.01,10,152,225.01,13
17085001702,17,085,001702,149,267,35,17,151,309,11,256,203,16,187,264,19,173,279,14
17085001801,17,085,001801,135.71,296.94,23.07,4.02,140.72,317.01,10.02,241,220.73,12.02,166.78,286.94,15.03,154.74,299.96,16.03
17085001901,17,085,001901,47.9,77.18,3.55,2.66,46.13,80.73,2.66,69.19,60.32,2.66,54.11,70.97,5.32,50.56,74.52,1.77
17085002001,17,085,002001,23,67,11,2,22,81,3,43,62,1,27,77,1,21,77,7
17085002101,17,085,002101,79.97,147.95,13,8,84.97,153.94,5,132.95,108.96,4,105.96,133.95,3,98.96,141.95,3
17085002102,17,085,002102,78.03,121.05,9,1,72.03,134.06,2,121.05,91.04,2,87.04,119.05,7,77.04,125.05,6
17085002201,17,085,002201,312.99,248.8,13.12,13.99,302.17,252.93,22.89,406.72,175.17,13.98,333.98,226.06,23.88,312.25,241.8,25.85
17085002202,17,085,002202,205.47,114.57,8.03,4.02,208.5,123.58,4.02,254.65,80.44,10.03,214.52,113.56,13.02,209.54,116.54,11.02
17085002203,17,085,002203,221,197,9,4,227,199,12,283,151,11,253,178,9,235,192,15
17085002301,17,085,002301,80,153.99,17,8,79,173.99,8,127.99,125.99,7,97,150.99,10,87,160.99,8
1708700BE01,17,087,00BE01,21.05,58.71,16.41,1.09,15.43,73.4,5.19,34.64,59.45,4.09,21.72,69.27,4.06,19.49,74.17,4.06
1708700BL01,17,087,00BL01,81,297,43,10,68,339,13,163,268,7,100,316,8,75,337,11
1708700BU01,17,087,00BU01,48,131,33,4,41,167,4,73,142,2,49,156,5,44,156,4
1708700CA01,17,087,00CA01,74.72,137.07,24.23,6.03,53.61,171.4,5.01,93.94,146.08,5.03,67.8,156.2,6.04,53.66,170.33,6.06
1708700EL01,17,087,00EL01,87.94,202.86,29.98,3,67.95,238.83,9.99,134.91,179.88,8.99,91.94,217.85,9.99,77.95,229.84,9.99
1708700GO01,17,087,00GO01,224,456,109,23,186,592,28,368,431,23,238,538,25,219,561,20
1708700GO02,17,087,00GO02,61,141,30,3,58,164,5,104,127,1,73,149,4,61,159,5
1708700GR01,17,087,00GR01,71,192,38,8,55,240,5,124,177,8,77,218,9,61,228,12
1708700LA01,17,087,00LA01,151,198,42,14,133,262,6,209,190,8,153,240,10,149,239,12
1708700LA02,17,087,00LA02,72.8,99.01,26.21,4.85,66.01,132.99,4.85,89.31,108.72,8.74,74.75,128.14,5.82,66.98,132.99,8.74
1708700OZ01,17,087,00OZ01,52.54,174.43,47.69,13.32,39.98,225.48,13.44,97.88,179.98,8.2,62.94,206.51,9.48,45.54,216.55,14.6
1708700SI01,17,087,00SI01,54.99,168.98,48,8,53.99,217.98,9,99.99,179.98,6,75.99,198.98,6,59.99,216.98,7
1708700TH01,17,087,00TH01,123.2,212.99,50.79,4.15,99.99,265.01,13.15,168.69,212.28,9.26,129.25,242.86,9.18,119.02,254.01,7.26
1708700VI01,17,087,00VI01,100,159,27,8,74,207,6,137,151,7,104,175,9,84,190,11
1708700VI02,17,087,00VI02,146,278,39,15,113,345,14,195,283,8,143,313,20,126,333,16
1708700VI03,17,087,00VI03,61.71,118.61,16.39,2.89,43.39,141.75,6.75,81.96,111.86,3.86,53.04,136.93,2.89,46.29,135.96,2.89
1708900AU01,17,089,00AU01,223,228,24,24,257,227,20,330,159,17,270,209,24,254,219,24
1708900AU02,17,089,00AU02,129,108,7,3,128,116,3,166,77,5,142,99,5,133,104,9
1708900AU03,17,089,00AU03,192.01,127.2,15.5,10.01,196.5,135.25,9.28,244.1,91.59,8.01,212.64,118.54,9.88,194.83,130.81,12.12
1708900AU04,17,089,00AU04,207.1,131.65,15.85,16.8,214,150.43,9.92,265.47,103.92,4.97,228.88,126.68,11.91,218.96,133.66,13.87
1708900AU05,17,089,00AU05,168.73,88.3,9.72,6.88,177.46,91.23,7.81,209.51,59.2,7.8,197.85,72.82,7.79,181.3,85.4,7.84
1708900AU06,17,089,00AU06,196.59,44.89,4.16,6.11,195.64,50.84,3.35,218.18,27.52,5.15,202.81,41.88,5.23,197.64,44.24,7.93
1708900AU07,17,089,00AU07,288.12,203.42,23.42,13.09,298.2,216.8,14.65,369.64,152.57,8.91,321.16,190.31,12.07,302.54,209.06,12.76
1708900AU08,17,089,00AU08,86.52,106.85,9.31,2.94,95.71,105.13,6,126.81,72.98,7.65,110.1,91.48,3.79,94.97,101.52,4.77
1708900AU09,17,089,00AU09,169.7,195.72,27.12,13.05,177.76,214.79,14.06,236.43,158.12,12.07,194.97,195.61,17.06,189.82,200.68,15.11
1708900AU10,17,089,00AU10,113.89,32.58,4.01,4.93,109.15,40.35,6.84,124.16,27.24,3.04,127.46,27.7,2.13,114.94,38.26,3.07
1708900AU11,17,089,00AU11,346.24,269.11,22.01,15.01,362.25,273.1,18.01,452.27,194.08,12.01,401.26,237.1,15.01,379.25,251.1,19.01
1708900AU12,17,089,00AU12,119.06,61.22,10.35,3.91,112.59,70.6,9.45,138.04,47.05,7.58,123.01,59.32,9.42,121.87,62.15,8.56
1708900AU13,17,089,00AU13,489.21,330.71,37.67,34.71,505.11,344.52,36.65,616.35,252.18,25.8,540.89,303.79,35.71,513.03,333.54,36.74
1708900AU14,17,089,00AU14,339.39,231.35,25.41,16.71,350.62,241.69,18.63,453.67,152.24,12.1,390.4,202.36,17.02,360.83,223.3,24.65
1708900AU15,17,089,00AU15,431.75,246.99,31,33.65,448.95,273.22,24.22,524.59,200.41,21.34,477.43,245.33,23.46,442.25,268.61,31.64
