GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45083000036,45,083,000036,819.9,1007.67,46.25,13.76,24.58,11.79,2.95,703.77,1138.55,46.22,5.9,4.91
45083000038,45,083,000038,172.69,818.17,27.04,3.03,5.05,2.02,1.02,142.59,819.03,40.11,5.03,1
45083000040,45,083,000040,139,976,21,5,9,2,0,114,976,22,5,4
45083000041,45,083,000041,468.61,359.51,12.53,10.28,7.3,0.14,5.02,445.66,370.66,16.68,8.18,0.04
45083000044,45,083,000044,271.13,1763.34,50.84,9.97,13.96,5.98,0,249.2,1733.44,57.81,22.93,1
45083000045,45,083,000045,549,1207,41,10,11,0,0,481,1224,49,9,1
45083000050,45,083,000050,451,1476,32,10,13,5,3,362,1512,35,9,1
45083000051,45,083,000051,617.36,1851.18,39.75,11.93,24.84,4.97,0.99,551.77,1867.08,42.74,15.9,4.97
45083000053,45,083,000053,147.82,1016.95,12.09,2.02,7.06,1.01,0.01,154.67,959.99,26.1,6.03,1
45083000054,45,083,000054,119.06,693.28,12,6,10,1,0,109.05,695.28,20.01,3,1
45083000056,45,083,000056,178.48,984.6,29.42,7.85,8.83,3.92,0.98,147.1,1010.1,36.29,4.9,0.98
45083000057,45,083,000057,325.94,1586.71,37.49,14.09,11.21,6.08,1.03,302.71,1584.05,46.43,17.07,3.02
45083000060,45,083,000060,108.78,579.56,5.15,1.72,2.58,1.7,1.71,87.37,579.62,16.23,1.74,0.85
45083000061,45,083,000061,446.09,908.3,55.91,15.16,29.34,1.16,1,354.11,1034.04,41.45,6.06,1
45083000062,45,083,000062,440,1197,28,8,14,6,3,338,1304,31,5,0
45083000064,45,083,000064,379.29,1224.87,41.21,7.63,14.5,7.63,2.29,293.82,1321.79,35.87,3.82,2.29
45083000065,45,083,000065,774.07,805.27,23.4,7.8,10.72,2.92,0.97,675.6,867.66,29.25,7.8,0
45083000068,45,083,000068,619.09,88.3,8.83,5.89,0,0,0,577.88,109.89,3.92,1.96,0.98
45083000070,45,083,000070,785,26,2,3,1,1,0,731,61,5,0,1
45083000072,45,083,000072,316.25,527.67,40.15,5.03,15.06,0.01,0,182.77,715.24,11.11,0.02,0
45083000073,45,083,000073,439,600,53,10,21,4,0,311,774,26,1,5
45083000075,45,083,000075,516.45,95.03,11.52,5.76,7.68,0,0.96,457.89,132.47,6.72,6.72,0
45083000076,45,083,000076,652.09,734.74,47.97,14.51,25.97,5,0.15,509.14,876.44,43.22,4.1,0.2
45083000078,45,083,000078,630,318,27,14,10,1,0,546,389,31,1,0
45083000082,45,083,000082,660.39,455.94,21.09,16.99,16.97,1.06,3.99,602.01,526.95,18.15,8.02,1
45083000083,45,083,000083,737.75,380.36,18.97,8.98,6.99,9.98,2.99,652.9,435.26,26.95,5.99,1
45083000084,45,083,000084,264.73,279.89,13.72,0.55,4.09,1.18,0.18,243.15,296.62,12.36,3.28,0.18
45083000086,45,083,000086,685.06,98.03,5.38,2.22,2.15,1.99,1.01,634.38,114.13,6.17,5.14,0.02
45083000088,45,083,000088,487,14,2,6,2,0,0,466,31,2,2,0
45083000090,45,083,000090,309.8,315.79,6,7,5,2,0,283.82,319.79,9.99,3,1
45083000095,45,083,000095,472.58,725,40.83,10.13,13.42,4.05,3.02,439.71,719.84,37.56,16.21,6
45083000096,45,083,000096,261.07,1779.01,26.4,5.16,21.23,15.19,3.05,215.97,1803.17,44.47,14.24,1.3
45083000097,45,083,000097,631.11,874.45,27.22,12.2,13.33,4.16,6.09,545.09,899.07,38.49,10.49,4.11
45083000098,45,083,000098,688.79,1280.09,59.07,11.67,22.56,7.02,3.11,535.69,1449.51,45.12,6.22,2.34
45083000099,45,083,000099,449.67,346.74,12.99,3,6,1,3,391.71,387.71,12.99,5,0
45083000100,45,083,000100,300.07,620.86,19.99,8.97,5.01,3.99,0.99,272.87,616.88,20.12,8.04,2.98
45083000101,45,083,000101,549.29,285.33,14.35,8.05,3.09,1.02,3.02,489.43,305.74,20.33,6.12,1.01
45083000105,45,083,000105,398,534,26,5,3,1,0,304,616,17,4,3
45083000106,45,083,000106,291,203,5,6,2,0,0,264,220,10,1,1
45083000107,45,083,000107,820,243,21,7,10,4,0,754,287,19,6,1
45083000108,45,083,000108,262.72,475.04,7.86,3.28,5.42,0.3,1.29,238.1,483.96,10.79,6.27,0.15
45083000109,45,083,000109,344.31,308.69,20.58,2.37,4.75,0.79,0.79,307.1,329.27,19,5.54,0.79
45083000111,45,083,000111,224,1105,34,7,13,7,4,226,1087,41,8,1
45083000112,45,083,000112,586.95,1121.91,32,4,15,7,5,508.96,1158.91,48,12,1
45083000113,45,083,000113,207.18,1095.05,20.91,4.98,13.94,1.99,0.99,179.33,1085.01,27.9,6.97,1
45083000114,45,083,000114,287,535,8,2,2,4,2,270,520,14,12,0
45083000115,45,083,000115,411.68,931.69,35.17,12.05,23.1,4.02,1,367.4,965.76,40.18,8.07,0.02
45083000116,45,083,000116,399.05,1057.09,25,15,11,10,0,399.04,1036.09,24,12,1
45083000117,45,083,000117,467.94,1424.35,28.55,8.97,20.82,7.04,0.08,392.37,1466.49,31.25,9.8,1.05
45083000118,45,083,000118,579.08,1517.84,57.73,12.58,19.97,7.56,2.19,465.44,1641.57,50.68,8.38,0.51
45083000119,45,083,000119,401.68,458.57,14.12,6.1,7.1,2.01,3.02,344.35,510.97,6.1,6.05,1.01
45083000120,45,083,000120,448.91,349.26,18.03,9.49,18.03,0,2.85,393.86,399.56,22.78,1.9,3.8
45083000121,45,083,000121,508.45,740.57,37.37,9.47,18.95,8.95,1.58,418.45,846.89,31.05,8.95,2.63
45083000122,45,083,000122,237,492,24,10,12,4,0,173,557,23,0,1
45083000123,45,083,000123,586.28,1424.24,47.94,8.99,14.98,5.99,0,550.32,1426.24,46.94,16.98,3
45083000124,45,083,000124,121,547,19,1,19,1,1,105,572,14,5,0
45083000125,45,083,000125,367.44,626.77,25.38,12.04,13.09,6.01,3.01,351.74,652.16,25.36,6.1,0.01
45083000126,45,083,000126,108,716,18,3,15,1,2,116,706,16,6,0
45083000127,45,083,000127,182.87,588.41,13.27,4.74,15.16,4.74,0,176.24,603.57,6.63,5.69,0
45083000128,45,083,000128,243.15,519.99,30.05,5.46,10.93,1.82,0,149.35,631.09,21.86,3.64,0.91
45083000129,45,083,000129,443.18,1092.12,9.89,6.92,11.87,4.95,3.96,415.48,1054.53,29.68,8.9,0
45083000131,45,083,000131,468,1343,31,7,18,10,5,454,1319,48,9,3
45083000132,45,083,000132,841.82,160.09,15.06,6.05,5.1,3.95,1.01,793.17,187.55,17.93,5.08,0
45083000133,45,083,000133,248.93,519.73,14.6,6.2,3.28,1.08,1.03,231.4,534.34,18.75,2.2,0
45083000134,45,083,000134,680.81,253.94,10.87,6.92,5.93,4.94,0.99,611.64,278.65,15.81,7.9,0
45083000135,45,083,000135,526.55,1039.33,29.71,12.87,6.86,4.12,6.53,478.95,1025.69,47.5,15.7,1.46
45083000136,45,083,000136,465.51,587.31,19.05,3.02,9.03,1.01,1,435.44,598.32,24.04,4.02,1.01
45083000137,45,083,000137,547.31,1046.29,41.24,15.74,16.51,5.63,1.12,439.09,1162.93,37.04,6.57,0.14
45083000138,45,083,000138,316.08,1212.19,31.81,5.21,8.69,4.05,2.31,289.43,1202.39,38.75,12.73,2.89
45083000139,45,083,000139,240.61,934.58,25.12,4.09,7.74,3.35,1.68,219.95,929.26,29.72,9.78,2.07
45083000140,45,083,000140,470.42,682.23,34.35,8.74,17.44,8.24,1.47,387.6,779.96,28.67,8.14,2.45
45083000141,45,083,000141,461.66,589.59,22.75,17.7,14.16,4.55,2.02,436.88,617.91,26.8,4.55,0.51
45083000142,45,083,000142,197.44,367.45,16.96,3.35,6.47,2.01,0.89,153.49,416.08,12.94,1.78,0.67
45085000101,45,085,000101,1104.44,179.91,7,3,3,3,3,1076.45,191.9,6,3,1
45085000102,45,085,000102,315.94,55.95,3.14,1.03,0.06,0.09,0.06,297.76,61.14,0.23,2,0.02
45085000103,45,085,000103,332.67,259.83,13.78,3.94,4.92,2.95,0.98,322.83,269.68,10.83,4.92,0
45085000104,45,085,000104,356,417,15,6,8,0,1,306,457,8,5,0
45085000105,45,085,000105,526.05,640.63,21.04,11.77,9.25,5.54,3.35,532.25,631.16,22.2,7.91,1.39
45085000106,45,085,000106,202.38,211.52,10.78,0.02,0.63,2.38,0.61,189.84,209.19,9.57,3,0.6
45085000107,45,085,000107,290.94,485.88,3.96,3.96,3.96,1.98,1.98,273.12,488.85,10.89,4.95,0
45085000108,45,085,000108,423.26,90.95,1.04,0.04,4.03,0.02,0.02,409.1,98.97,2.11,0.05,0
45085000109,45,085,000109,292.81,53.16,3,0,1.01,1,1,286.78,53.18,0,1,0
45085000110,45,085,000110,259.23,379.15,13.9,4.95,0.03,0.03,0.02,260.99,378.25,6.01,5.94,0
45085000111,45,085,000111,396.06,608.57,11.33,1.41,9.82,0.08,0,371.9,625.82,4.65,3.33,0.08
45085000112,45,085,000112,626,396,19,3,9,0,3,592,417,13,13,0
45085000113,45,085,000113,414,541,11,4,2,2,2,403,539,11,9,0
45085000114,45,085,000114,430,389,3,1,2,0,2,420,373,11,5,1
45085000115,45,085,000115,438.59,150.4,11.87,2.97,0,0.99,0,410.88,159.31,9.9,0,0.99
45085000116,45,085,000116,252,338,12,4,5,3,0,261,332,13,2,1
45085000117,45,085,000117,754.74,110.45,6.93,4.89,4.86,2.93,0.97,727.24,117.35,11.77,2.91,0.01
45085000118,45,085,000118,521.09,539.82,26.6,2.96,17.73,1.97,0.99,463.96,579.22,23.64,6.9,3.94
45085000119,45,085,000119,378.9,308.73,14.11,4.08,6.08,2.05,0.02,355.47,319.83,13.18,6.05,0
45085000120,45,085,000120,219.77,384.42,11.09,1.06,8.06,1.04,0.01,200.42,399.51,13.15,1.04,0
45085000121,45,085,000121,207.42,855.35,27.35,11.65,15.6,2.07,3.7,173.46,905.77,16.81,4.74,2.78
45085000122,45,085,000122,278,443,26,6,8,1,0,238,495,7,1,3
45085000123,45,085,000123,558.7,44,6.77,0.1,0.01,1.9,0.95,533.24,56.54,1.99,4.72,0.01
45085000124,45,085,000124,230.3,263,22.23,8.9,0.99,3.1,2.05,202.76,300.46,11.01,5.28,0.99
45085000125,45,085,000125,682.11,168.61,4.79,0.96,1.92,1.92,0,641.87,177.23,12.45,3.83,0
45085000126,45,085,000126,520.89,83.39,3.21,3.04,2.08,3.08,0,489.13,94.77,1.55,5.17,1
45085000127,45,085,000127,719,112,12,4,4,2,0,695,125,10,6,0
45085000128,45,085,000128,372.79,54.02,1,0,0.08,0,0.08,364.46,55.21,4.02,2.04,0.02
45085000129,45,085,000129,496,4,1,1,0,0,0,479,10,1,2,0
45085000130,45,085,000130,599,33,5,1,1,0,0,578,45,2,1,0
45085000131,45,085,000131,545,44,0,3,0,0,0,520,49,8,0,0
45085000132,45,085,000132,379.62,575.47,15.53,3.45,4.31,3.45,0,364.09,572.88,9.49,8.63,1.73
45085000133,45,085,000133,433.46,2.93,0.04,0.52,4.09,0.04,4,414.93,13.19,1.32,2.61,1.02
45085000134,45,085,000134,425.64,9.12,0,2.74,0.91,0,0,411.96,11.88,0.92,3.65,0
45085000135,45,085,000135,597.1,23.92,0.96,5.74,1.91,0.96,1.91,562.66,50.72,5.74,6.7,0.96
45085000136,45,085,000136,235,55,1,4,1,0,0,231,60,1,0,0
45085000137,45,085,000137,206,230,19,3,8,4,1,199,240,13,5,1
45085000138,45,085,000138,289.9,512.46,18.7,5.61,21.51,0,0,245.01,579.8,8.42,6.55,0.94
45085000139,45,085,000139,417.69,681.57,19.45,5.2,4.1,0.1,0.05,372.5,716.87,16.65,4.05,1
45085000140,45,085,000140,146.94,231.43,3.67,4.59,9.18,0.92,0,145.1,234.18,7.35,3.67,0.92
45085000141,45,085,000141,445,500,27,5,8,0,3,409,543,13,0,0
45085000142,45,085,000142,762.2,162.43,14.33,3.87,3.92,5.71,3.79,717.51,183.63,14.24,3.84,0.95
45085000143,45,085,000143,305.41,175.6,9.28,0.03,4.18,1.02,0.01,314.82,165.01,6.25,1.07,4.04
45085000144,45,085,000144,491.23,522.05,8.95,2.98,5.97,0,2.98,480.29,502.17,22.87,5.97,0
45085000145,45,085,000145,637.02,575.33,7.96,0.99,9.91,0,0,634.92,555.6,11.93,5.94,0
45085000146,45,085,000146,442,364,12,1,1,0,2,428,351,5,4,0
45085000147,45,085,000147,368.38,901.53,20.47,8.55,9.69,3.55,3,382.91,867.12,18.51,11.37,1.27
45085000148,45,085,000148,497.28,385.67,17.94,5.98,8.97,0,3.99,486.32,401.61,12.96,5.98,1
45085000149,45,085,000149,152.41,683.85,17.56,3.99,12.77,1.6,0,106.13,749.29,7.98,0.8,0
45085000150,45,085,000150,225,790,16,8,6,4,3,245,774,18,6,0
45085000151,45,085,000151,437,195,11,1,1,1,0,425,201,5,3,1
45085000152,45,085,000152,646.1,414.54,8.3,3.39,9.49,1,2,629.99,443.2,4.58,1.45,0.06
45085000153,45,085,000153,69.9,111.33,5.53,0.31,4.22,0.09,0.06,66.97,111.35,6.44,1.22,0.04
45085000154,45,085,000154,467.33,184.17,7.22,4.06,0.08,3.05,0.02,454.17,189.32,7.17,4.08,0
45085000155,45,085,000155,357.31,431.43,8.55,3.8,1.9,1.9,0.95,334.5,437.13,12.35,0.95,0
45085000156,45,085,000156,449.78,427.91,15.21,4.75,8.56,3.8,2.85,422.21,459.29,14.26,0.95,0.95
45085000157,45,085,000157,153.6,512.18,12.87,3.49,10.23,0.29,1.15,131.33,553.83,7.23,0.1,0.05
45085000158,45,085,000158,225.78,428.7,16.02,2.12,6.85,0.24,0.3,187.88,466.82,7.72,2.42,1.22
45087000001,45,087,000001,76.94,365.92,6.26,0.89,2.68,0,0.89,77.84,327.45,7.16,8.95,0
45087000002,45,087,000002,179.53,116.69,1.99,0,1,1,1,172.55,117.69,3.99,1,0
45087000003,45,087,000003,197.63,396.61,11.2,1.26,3.93,1.24,0,175.04,397.05,8.53,4.25,0.06
45087000004,45,087,000004,138,463,5,6,7,2,1,135,430,18,6,1
45087000005,45,087,000005,335.92,38.58,2.01,2.01,0,1.01,0.01,292.86,55.6,4.03,1.02,0
45087000006,45,087,000006,188,420,4,1,2,1,0,185,393,12,5,0
45087000007,45,087,000007,161.67,90.79,1.48,2.95,1.18,0.99,0.1,144.23,90.41,2.75,6.48,0.98
45087000008,45,087,000008,381.18,573.11,8,1.22,8,0,0,366.03,541.3,23.09,13.31,1
45087000009,45,087,000009,178.92,569.96,5.04,2.98,3.04,4,0.03,191.71,512.07,21.86,10.99,0.01
45087000010,45,087,000010,274.81,497.44,6.9,0.99,4.93,3.94,1.97,276.77,447.24,10.84,9.85,0.98
45087000011,45,087,000011,236,460,4,5,8,0,2,231,430,10,7,0
45087000012,45,087,000012,89.73,386.84,9.97,1.99,1.99,3.99,0,107.68,339.98,6.98,9.97,1
45087000013,45,087,000013,168.26,573.7,21.03,5.63,4.99,5.48,0.11,207.7,512.68,21.94,10.39,0.91
45087000014,45,087,000014,63.32,139.98,0.7,0.97,0.16,0.19,0,74.84,120.84,4.64,5,0.03
45087000015,45,087,000015,70.65,401.25,7.25,0,1.81,0,0,65.21,378.61,6.34,8.15,2.72
45087000016,45,087,000016,340.08,216.42,3.99,1.99,1,1.99,3.99,320.14,223.4,10.97,5.98,0
45087000017,45,087,000017,172.12,221.01,3.87,0.97,1.91,0.02,0,157.12,222.67,1.98,3.83,0
45087000018,45,087,000018,440.6,259.33,14.31,4.86,2.25,2,2.87,394.37,281.65,10.23,4.16,0
45087000019,45,087,000019,373.67,189.83,4,1,1,1,1,343.7,203.82,4,0,0
45087000020,45,087,000020,262.87,107.37,5.55,4.63,3.7,0,2.78,230.47,131.43,7.4,0.93,0
45087000021,45,087,000021,159.59,284.7,5.15,0.24,1.9,0.09,1.04,151.14,282.1,7.69,5.63,0
45087000022,45,087,000022,152.14,58.65,1.45,1.37,0.3,1,1.22,138.54,60.59,2.6,3.07,0
45087000023,45,087,000023,77,179,3,0,0,2,1,65,180,7,2,0
45089000001,45,089,000001,131,94,1,0,1,0,0,115,98,1,5,0
45089000002,45,089,000002,458,186,4,6,6,0,0,413,207,3,5,0
45089000003,45,089,000003,202.47,122.68,1,1,0,0,0,201.47,120.68,4.99,0,0
45089000004,45,089,000004,109,105,1,1,2,4,0,96,116,1,0,1
45089000005,45,089,000005,422.21,203.1,1.01,4.97,2.01,1.99,0.99,377.65,219.34,3,0.99,0
45089000006,45,089,000006,105,314,3,1,2,1,0,107,299,5,2,0
45089000008,45,089,000008,730.2,167.94,2.98,3.97,0.99,0,3.97,679.5,178.86,6.96,3.97,0
45089000009,45,089,000009,72.67,166.25,0,1,0,1,0,67.7,167.25,3.98,0,0
45089000010,45,089,000010,55,306,7,0,0,0,1,60,297,5,1,0
45089000011,45,089,000011,679.94,355.09,6,4,1,0,0,616.95,366.09,5,5,0
45089000012,45,089,000012,211,210,0,3,1,3,0,201,206,1,5,0
45089000013,45,089,000013,821.88,141.82,1.15,0.12,6.04,2.04,0,760.45,173.43,4.19,4.08,0.04
45089000014,45,089,000014,866.97,834.97,22.02,4.02,9.04,0.06,3,797.66,877.28,10,5,1
45089000015,45,089,000015,440,13,4,4,1,2,0,404,30,1,6,1
45089000016,45,089,000016,1050,71,2,3,3,3,0,951,104,0,6,0
45089000017,45,089,000017,582,133,7,3,0,4,2,528,152,3,1,0
45089000018,45,089,000018,584,52,0,0,1,0,2,552,58,0,3,0
45089000021,45,089,000021,178,7,0,0,0,0,1,177,8,0,0,0
45089000022,45,089,000022,191.03,95.03,0.98,0.98,1.96,2.94,0,176.34,109.72,0,0,0
45089000024,45,089,000024,370.12,45.18,3.85,2.88,0.96,0.96,0,334.55,60.57,4.81,1.92,0.96
45089000026,45,089,000026,70,96,1,0,1,0,0,71,95,2,1,0
45089000027,45,089,000027,10.33,262.75,1,0,2,0,1,15.3,255.75,1.02,2,1
45089000029,45,089,000029,641,95,5,1,7,0,1,580,120,7,3,1
45089000030,45,089,000030,71.53,186.32,0,1,0,0,0,58.53,186.32,1.01,2,0
45089000031,45,089,000031,152,32,3,0,0,1,0,146,34,1,0,0
45089000032,45,089,000032,57.1,101.42,0.85,0.85,0,0,0,50.29,103.13,2.56,1.7,0
45089000033,45,089,000033,480.79,60.9,0.99,0.03,0.99,0.01,0.01,440.35,77.66,1,0.01,0
45089000035,45,089,000035,195.98,388.4,4.01,3,2,3.99,3.99,188.82,399.39,4.01,2.01,0
45091000001,45,091,000001,200.08,1189.56,32.01,8,11.01,1,6,223.1,1125.5,34.02,18.01,1
45091000002,45,091,000002,345,687,56,10,17,2,5,356,697,39,10,0
45091000003,45,091,000003,496.03,1048.07,47,2,11,3,0,401.03,1142.07,28,7,0
45091000004,45,091,000004,383,1142,40,9,21,4,1,367,1116,43,13,1
45091000005,45,091,000005,186.65,802.19,24.82,5.96,6.95,0.99,3.97,222.39,742.62,19.86,18.86,2.98
45091000006,45,091,000006,58.76,267.98,6.18,0.06,1.07,1.01,0.04,73.01,250.52,5.24,1.05,1
45091000007,45,091,000007,252,565,23,0,13,2,3,274,524,27,10,3
45091000008,45,091,000008,419.88,1195.67,28.99,6,13,5,1,404.89,1158.68,39.99,6,3
45091000009,45,091,000009,232,732,21,12,2,2,1,232,697,21,17,4
45091000010,45,091,000010,208.39,660.5,23.03,2,7,6.01,1,241.39,599.48,19.02,11,0
45091000011,45,091,000011,209.96,875.48,26.74,6.93,6.93,1.98,0.99,220.85,807.14,36.64,17.83,0
45091000012,45,091,000012,243,925,24,1,6,6,5,288,856,31,11,0
45091000013,45,091,000013,233,591,28,1,20,2,0,192,654,19,4,0
45091000014,45,091,000014,186,863,24,5,17,1,0,246,796,27,13,0
45091000015,45,091,000015,695,1276,84,24,19,4,8,631,1341,52,21,3
45091000016,45,091,000016,537,914,50,9,14,6,3,499,924,48,5,1
45091000017,45,091,000017,610.05,733.82,60.42,10.72,22.41,3.9,3.9,578.87,775.72,41.9,5.85,0
45091000018,45,091,000018,181.42,585.31,11.23,1,10.07,0.11,0.16,196.74,543.95,13.22,6.46,0
45091000019,45,091,000019,443,308,17,4,6,7,3,437,293,24,7,0
45091000020,45,091,000020,531.79,996.54,61.39,2.08,18.16,7,3,500.63,1018.79,47.23,6.05,3.01
45091000021,45,091,000021,145.66,496.49,13.2,6.33,7.85,0.06,0.15,145.99,491.79,14.07,5.19,0.05
45091000022,45,091,000022,295.24,747.02,18.82,6.94,7.93,0.99,3.96,321.99,698.48,25.76,4.95,0
45091000023,45,091,000023,853.19,902.29,51.16,5.03,23.08,3.01,3,805.22,944.1,39.16,9.07,2.01
45091000024,45,091,000024,370.51,733.11,53.35,7.9,9.88,0,0.99,352.72,766.7,33.59,5.93,0.99
45091000025,45,091,000025,301.91,797.54,30.04,6.01,12.04,4,0.01,268.83,843.63,13.06,5.01,1
45091000026,45,091,000026,399,311,27,16,14,4,8,426,293,24,13,5
45091000027,45,091,000027,422.03,1005.13,21.95,5.28,4.43,7.02,2.64,411.29,972.92,29.8,9.66,2.63
45091000028,45,091,000028,707.26,730.01,28.29,5.09,14.06,2.15,0.06,708.83,702.69,27.44,12.12,1.05
45091000029,45,091,000029,496.2,788.97,51.5,4.86,14.78,8.22,0.22,470.01,799.15,37.75,12.65,3.11
45091000030,45,091,000030,349.29,598.81,17.34,5.4,16.32,1.73,2.64,319.84,633.01,23.62,4.48,0.85
45091000031,45,091,000031,734,14,5,6,1,0,0,716,18,5,2,0
45091000032,45,091,000032,1140.27,148.26,12.97,5.23,7.18,2.32,3.11,1107.9,171.67,8.36,6.43,0.12
45091000033,45,091,000033,645,438,33,15,14,2,1,583,499,17,15,0
45091000034,45,091,000034,505,423,44,16,20,1,1,444,502,35,9,1
45091000035,45,091,000035,633,154,15,8,4,2,4,634,143,17,8,0
45091000036,45,091,000036,767.7,614.56,57.68,18.89,16.91,3.98,0.99,727.93,643.4,47.73,16.91,1.99
45091000037,45,091,000037,547,54,10,4,4,0,0,530,43,8,1,0
45091000038,45,091,000038,284,656,21,4,5,0,3,313,586,25,16,0
45091000039,45,091,000039,62.49,418.86,6.95,4.94,3.97,0.01,1,84.33,370.25,11.92,12.84,0
45091000040,45,091,000040,298.08,1054.87,22.18,2.04,18.07,1.02,0.01,316.17,1010.67,27.2,10.1,0.01
45091000041,45,091,000041,572.04,412.52,17.26,8.07,8.07,0.02,1.01,549.15,414.86,15.36,7.17,1
45091000042,45,091,000042,623.92,783.13,35.82,8.96,13.93,4.98,2.99,641.83,743.33,39.8,20.9,1.99
45091000043,45,091,000043,401.12,669.19,46.62,3.88,18.45,1.94,2.91,353.53,727.46,30.11,9.71,2.91
45091000044,45,091,000044,1164.68,161.71,11.9,3.97,11.9,5.95,0.99,1119.05,187.51,10.91,3.97,1.98
45091000045,45,091,000045,269,443,24,8,19,1,6,204,525,21,4,0
45091000046,45,091,000046,552.22,515.08,26.39,5.86,7.82,4.89,0.98,505.3,529.74,24.43,5.86,0
45091000047,45,091,000047,169.15,795.63,25.02,6.01,11.01,2,3,178.15,787.63,14.02,12.01,1
45091000048,45,091,000048,1079.06,951.29,81.39,18.12,24.55,7.06,3.09,1035.61,971.05,83.9,16.29,2.09
45091000049,45,091,000049,427.46,1053.22,59.37,6.35,20.09,3.67,3.25,377.56,1142.8,29.94,5.83,2.2
45091000050,45,091,000050,641,975,59,11,16,7,3,534,1065,55,10,2
45091000051,45,091,000051,699.94,970.38,62.32,15.3,31.64,3.92,3.79,642.04,1027.84,49.05,11.51,1.93
45091000052,45,091,000052,300,429,36,5,21,4,3,300,457,18,5,1
45091000053,45,091,000053,516,873,61,4,10,5,1,470,871,55,7,1
45091000054,45,091,000054,463,771,77,7,37,1,0,382,888,40,5,1
45091000055,45,091,000055,201.5,545.58,27.88,3.19,6.77,2.79,0.4,195.53,546.37,23.89,3.58,1.19
45091000056,45,091,000056,566.84,446.61,34.36,9.16,15.81,0.53,0.57,544.15,467.65,23.38,9.47,1.99
45091000057,45,091,000057,411,1076,35,12,11,6,1,399,1053,45,10,0
45091000058,45,091,000058,775.41,1732.65,87.47,14.23,34.04,11.26,4.12,674.86,1826.7,60.09,18.45,0.02
45091000059,45,091,000059,510.55,1126.72,71.92,13.14,24.36,5.06,3.03,463.71,1188.21,52.97,7.21,0.01
45091000060,45,091,000060,342.25,584.61,40.34,7.89,13.75,3.99,0.99,332.44,585.92,26.73,20.49,0
45091000061,45,091,000061,548,882,87,9,23,5,1,439,1040,35,6,1
45091000062,45,091,000062,340.24,812.42,30.26,10.68,12.75,2.26,4.37,338.55,798.53,24.72,8.58,0.16
45091000063,45,091,000063,257.98,655.61,16.49,1.94,10.67,3.88,0,196.88,704.1,17.46,1.94,0.97
45091000064,45,091,000064,678.03,1035.96,66.97,10.81,29.42,2.98,0.99,602.94,1119.77,52.18,8.85,2.93
45091000065,45,091,000065,464,851,32,5,16,1,3,391,885,25,7,1
45091000066,45,091,000066,583.42,981.29,64.49,7.94,12.9,5.95,0.99,480.23,1073.56,47.63,6.95,0
45091000067,45,091,000067,589,787,53,13,19,5,3,526,860,52,4,0
45091000068,45,091,000068,181.7,270.77,19.24,1.37,11.27,1.37,1.1,153.94,301.01,12.92,2.47,0.82
45091000069,45,091,000069,364,634,48,7,10,1,1,335,645,43,5,0
45091000070,45,091,000070,162,421,19,2,4,2,1,163,408,17,8,0
45091000071,45,091,000071,274,512,28,5,15,4,1,268,516,31,5,1
45091000072,45,091,000072,489.68,593.6,41.29,9.13,21.45,5.07,4.07,455.59,638.69,32.6,8.11,0.04
45091000073,45,091,000073,347.49,663.22,24.06,1.93,4.81,4.81,2.89,317.65,668.99,30.8,4.81,0.96
45091000074,45,091,000074,282.33,578.52,20.63,1.28,10.66,4.11,0.03,255.08,596.78,25.19,0.46,0.04
45091000075,45,091,000075,837,135,11,6,2,0,0,815,144,12,2,1
45091000076,45,091,000076,166.36,491.82,9.03,4.9,10.56,0,0,176.92,459.74,16.91,10.76,0.1
45091000077,45,091,000077,147.56,335.36,10.73,0.89,8.94,0,0.89,136.83,333.57,15.2,8.94,0.89
45091000078,45,091,000078,578.06,644.12,47.01,11,21,6,0,524.06,708.12,33.01,6,3
45091000079,45,091,000079,218.74,415,19.71,7.85,10.64,0.96,1.04,199.28,433.24,15.17,1.99,0.13
45091000080,45,091,000080,375.92,400.19,22.31,6.52,15.78,0.92,2.77,346.33,422.36,20.45,3.74,0.93
45091000081,45,091,000081,205,595,22,5,6,1,2,220,565,19,10,1
45091000082,45,091,000082,652.73,1080.31,60.24,10.86,24.69,1.97,2.96,593.48,1138.57,42.46,9.87,2.96
45091000083,45,091,000083,179,471,12,2,12,6,1,188,470,13,0,1
45091000084,45,091,000084,368.3,841.62,53.93,6.06,10.19,7.15,1.03,347.5,874.18,37.68,4.16,1
45091000085,45,091,000085,161.85,672.37,17.98,6.99,12.99,2,3,160.85,673.37,18.98,6.99,1
45091000086,45,091,000086,474.45,350.45,33.43,9.44,20.65,5.1,0.06,465.48,377.25,20.02,10.38,1.01
45091000087,45,091,000087,477.9,1075.43,43.17,12.79,21.31,0.44,3.9,377.62,1175.66,32.67,9.86,0.07
45091000088,45,091,000088,420.49,571.38,41.54,15.09,21.24,2.02,0.01,379.88,609.06,34.42,2.07,1.02
45091000089,45,091,000089,228.66,520.31,29.07,1.94,5.81,4.84,0.97,203.47,537.75,21.32,4.84,0
45091000090,45,091,000090,426.96,547.32,28.15,4.04,4.05,6,0.03,425.22,524.91,27.12,5.13,1.02
