GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSRGRA,G20USSDHAR,G20USSCBLE,G20USSOWRI
45015000060,45,015,000060,367,359,9,0,0,356,365,7,3
45015000061,45,015,000061,825.7,688.2,20,4,0,868.6,676.4,3,1
45015000062,45,015,000062,1340,981,39,2,0,1401,949,12,1
45015000063,45,015,000063,1240,662.5,44.7,1,3,1257.9,666.5,18.9,1
45015000064,45,015,000064,953.9,796.5,28.1,3.5,0,951.2,805.3,21.1,2.6
45015000065,45,015,000065,1202.1,942.5,63,9,3,1145,1015.6,53,1
45015000066,45,015,000066,684,755.5,28.4,2,2,646.9,786.8,42.1,3.9
45015000067,45,015,000067,1022.9,732.8,40.8,7,1,1004.9,757.8,46.8,0
45015000068,45,015,000068,816.4,279.5,20.7,4.2,0.1,818,281.7,22.1,1
45015000069,45,015,000069,207.4,749.9,3,3,1,209.4,752.9,4,1
45015000070,45,015,000070,478,298.4,13.5,1,0,470.3,306.1,12.6,1
45015000071,45,015,000071,428.8,309.5,16.1,4.2,0.8,426.2,313.8,17.8,1.7
45015000072,45,015,000072,632.5,539.4,11.3,3.6,0.1,616.5,546.9,21.3,0.3
45015000073,45,015,000073,685.4,394.5,23,2,1,683.4,401.5,21.9,1
45015000074,45,015,000074,411,532,15,7,1,407,541,16,0
45015000075,45,015,000075,797.8,422.6,24.3,4,3.1,785.3,444.4,19.9,3.1
45015000076,45,015,000076,467.6,336.6,13.1,1.7,0.1,455.5,345.3,13.1,0.8
45015000077,45,015,000077,936.8,612.9,41.3,5,3,942.5,628.1,25.3,1
45015000078,45,015,000078,666,538.4,15.4,2.9,1,662.1,536.4,23,1
45015000079,45,015,000079,319.5,708.9,21.1,4,1,299.3,734,21.2,1
45015000080,45,015,000080,554.5,486.1,14.9,3,0,528.7,500,24.8,1
45015000081,45,015,000081,485,629,14,3,2,459,645,25,3
45015000082,45,015,000082,196.7,195.4,16,1,0,194.6,202.4,13,0
45015000083,45,015,000083,654.1,409.1,15,4,3,623.1,429.1,29,1
45015000084,45,015,000084,690.5,661.8,28.1,2.1,2,673.4,677.7,27.3,2
45015000085,45,015,000085,671.6,681,22.7,2,0,654.8,694.8,30.8,2
45015000086,45,015,000086,235.9,197,11.1,1,0,228.9,206.1,8.1,1
45015000087,45,015,000087,647.9,834.9,21.3,5.8,3.9,619.8,862,33.9,2.9
45015000088,45,015,000088,25.6,3.9,0,0,0,25.6,3.9,0,0
45015000089,45,015,000089,914,585.9,3.9,5.8,1.9,934.3,574.3,10.6,2.9
45015000090,45,015,000090,738.1,440.5,11.9,5,0,726.2,451.4,12.9,0
45015000091,45,015,000091,818.8,559.1,24.1,2.1,1,788.2,576,41.2,1
45015000092,45,015,000092,402,518,12,2,0,399,523,14,0
45015000093,45,015,000093,415.2,593.4,15.8,1,2,394.7,614.9,10.9,1.9
45015000094,45,015,000094,499.8,378.3,10.9,0,0,479.9,390.3,17.9,0
45015000095,45,015,000095,932.1,183,9.1,0.1,3,902.5,204.8,21.2,1
45015000096,45,015,000096,126.1,6.8,1,0,0,116.4,10.7,5.8,1
45015000097,45,015,000097,777.9,566.9,29,2,0,797.9,563.9,14,1
45015000098,45,015,000098,7.4,1.1,0,0,0,7.4,1.1,0,0
45015000099,45,015,000099,1.7,1.7,0.1,0,0,1.7,1.8,0.1,0
45015000100,45,015,000100,269.4,218.7,7,2.1,0,259.3,229.9,8.2,0
45015000101,45,015,000101,182.8,106.9,4,1,0,169,116.8,8,0
45017000001,45,017,000001,530.1,265.2,2.7,2.2,0,507.9,281.6,12.8,0
45017000002,45,017,000002,263,282,10,2,0,260,289,11,0
45017000003,45,017,000003,416.5,405.2,4.7,1.9,0,393,420.2,14.1,0.9
45017000004,45,017,000004,90.9,73.2,1.7,0.7,0,91.8,74,2,0.1
45017000005,45,017,000005,360,1147,10,5,2,352,1160,15,0
45017000006,45,017,000006,217,156,1,1,1,205,161,12,0
45017000007,45,017,000007,94.8,89.3,0,0,0,93.8,85.7,4.6,0
45017000008,45,017,000008,433.1,347.4,3.3,0.3,0,424.2,347.6,8,1.9
45017000009,45,017,000009,197,60,0,0,0,197,60,1,0
45017000010,45,017,000010,167.5,236.8,1.3,0.1,0,160,239.8,4.9,0.1
45017000011,45,017,000011,894.6,341.4,13.5,2.9,1,886.5,343.6,23.3,1
45017000012,45,017,000012,636,543.4,10,2,1,625,555.4,14.1,1
45019000004,45,019,000004,500,604.8,11,1,0,503.9,600.8,10,0
45019000008,45,019,000008,410.2,415.3,8.1,2.5,0,416.8,412.2,9.4,0
45019000010,45,019,000010,515,326,20,3,0,553,313,3,0
45019000011,45,019,000011,668.8,488.3,22.1,4,1,708.3,459,19,2
45019000012,45,019,000012,849.2,536.7,17.9,1,0,909.7,494,5,0
45019000032,45,019,000032,679,797,20,2,0,721,767,6,2
45019000100,45,019,000100,448.4,886.8,10.9,3,0,444.4,897.7,8.9,4
45019000102,45,019,000102,253,619,16,7,0,247,631,19,1
45019000103,45,019,000103,849.5,1176.3,29.5,10.8,2,839.7,1200.8,22.6,1
45019000104,45,019,000104,628,963.2,23.9,8.3,0.9,590.2,999.1,23.9,2.8
45019000105,45,019,000105,354.2,802.8,20.7,3,1,345.3,820.5,13.8,2
45019000106,45,019,000106,372.8,428.2,15.3,3,1,360.7,435.5,20.2,1
45019000107,45,019,000107,468,1124.8,22.1,2.7,2.1,453.8,1142.9,22.1,0.2
45019000110,45,019,000110,598,820,11,9,2,572,837,29,2
45019000132,45,019,000132,823.8,1330.4,28.9,7,1.1,782.8,1368.3,34.9,2.1
45019000173,45,019,000173,638.1,684.4,11,1,1,641.1,688.4,11,0
45019000174,45,019,000174,370,538.6,9.9,1,0,373.9,537.6,4,1
45019000175,45,019,000175,395,670.4,7,3.2,1.1,417.3,659.3,8.7,0
45019000180,45,019,000180,848.9,765.2,17.3,2,4,976.5,672.9,2.2,1
45019000181,45,019,000181,788.9,736.7,8.8,1.7,0.9,858.7,687,5.2,0
45019000184,45,019,000184,335,408,11,3,0,342,407,8,0
45019000185,45,019,000185,527.1,515.1,10,4.2,0.1,535,507.4,10.1,1.1
45019000201,45,019,000201,364,265,8,1,0,403,238,0,1
45019000202,45,019,000202,398,325,5,0,0,432,299,2,1
45019000203,45,019,000203,302,461,15,5,0,350,437,3,0
45019000204,45,019,000204,234,388,11,2,0,253,379,1,0
45019000205,45,019,000205,214.2,340.7,6.5,1.9,0.9,229,332.4,1.9,0
45019000206,45,019,000206,274,522,10,5,0,293,514,7,0
45019000207,45,019,000207,274,520,8,4,1,302,498,7,0
45019000208,45,019,000208,82,660,12,5,0,89,664,5,1
45019000209,45,019,000209,121,417,4,5,1,129,426,0,1
45019000210,45,019,000210,51,236,6,1,0,52,241,1,0
45019000211,45,019,000211,270.8,639.3,15.5,4.2,0.1,282,634.6,8.2,0
45019000212,45,019,000212,226,866,20,4,1,244,868,7,1
45019000213,45,019,000213,95,722,10,5,0,102,730,5,1
45019000214,45,019,000214,133,512,14,7,0,139,525,1,1
45019000215,45,019,000215,98.6,622,7.8,7.8,2,90.8,643.5,6.8,0
45019000216,45,019,000216,114,695,17,3,1,120,710,2,1
45019000217,45,019,000217,126,714,22,6,1,152,721,2,0
45019000218,45,019,000218,126,840,10,10,0,126,856,6,0
45019000219,45,019,000219,74,501,3,4,0,86,499,1,0
45019000220,45,019,000220,183,833,17,2,1,201,830,4,0
45019000221,45,019,000221,49.6,488.3,1,2,0,46.5,492.4,1.1,2
45019000301,45,019,000301,643,638,12,5,0,698,613,4,1
45019000302,45,019,000302,468,418,15,3,0,466,422,12,0
45019000303,45,019,000303,597,753,23,3,1,626,748,6,1
45019000304,45,019,000304,628,637,17,2,1,660,620,9,0
45019000305,45,019,000305,630.4,471,16.1,3,2,660.5,458,7.1,2
45019000306,45,019,000306,837.6,747,30.9,7,0,859.5,750,15.9,0
45019000307,45,019,000307,436,390,13,1,3,445,387,10,0
45019000308,45,019,000308,374,372,13,1,0,402,355,6,2
45019000309,45,019,000309,482,414,18,4,1,509,403,6,2
45019000310,45,019,000310,597,414.9,14.4,4.3,1,626.2,405.9,7.6,0.1
45019000311,45,019,000311,574.4,448.3,15.1,3,0,590.6,439.3,11,1
45019000312,45,019,000312,996.6,1002.2,19.1,8,0,1010.9,991.1,25.1,1
45019000313,45,019,000313,375.5,406.5,14,2,0,385.5,401.5,9,0
45019000314,45,019,000314,488.5,485.5,23,3,0,503.5,485.5,8,1
45019000315,45,019,000315,956,1103,33,8,0,1059,1033,11,1
45019000316,45,019,000316,413,244,14,2,1,443,237,2,0
45019000317,45,019,000317,1544.4,1190.3,40.1,7.9,2.2,1611.9,1147.3,25.2,2.4
45019000318,45,019,000318,608,414,18,5,0,633,405,8,2
45019000319,45,019,000319,825,831,16,3,1,841.1,815,16,0
45019000320,45,019,000320,606,596,25,2,1,631,597,14,2
45019000321,45,019,000321,671.9,587.6,8.4,5.6,0.9,710.4,555.7,10.3,1.9
45019000322,45,019,000322,761,729,19,3,0,774,723,21,1
45019000323,45,019,000323,687,818.4,20.8,6.9,2,691.9,811.5,29.6,1
45019000324,45,019,000324,340,317,12,4,0,347.9,316,10,1
45019000325,45,019,000325,544,377,10,0,0,564,361,9,0
45019000326,45,019,000326,21,465,1,2,1,21,472,0,0
45019000327,45,019,000327,1129.6,868.7,28.9,4.1,0.8,1184.1,825.7,19.8,1.6
45019000328,45,019,000328,558,451,20,1,0,591,442,6,0
45019000329,45,019,000329,160.2,113.8,0,1.9,0,167.8,106.3,1.9,0
45019000330,45,019,000330,1029.8,787.3,17.5,7.3,8,1084.8,756.4,8.7,1
45019000331,45,019,000331,629.7,600.9,9.9,2.9,0.9,640.6,591.1,10.7,0
45019000332,45,019,000332,1497,825.1,31.4,4.9,1,1535.3,797.6,26.5,2
45019000333,45,019,000333,2283.4,1347.1,40.8,17.5,1,2371.8,1307.3,18.4,1
45019000334,45,019,000334,859.3,645.9,9.2,3.1,2,884.5,635.7,11.2,1
45019000335,45,019,000335,2651.9,1741.2,55.1,9.1,4,2695.6,1714.2,47.8,7
45019000336,45,019,000336,656,708.6,24.2,10.1,3,658.1,720.5,21.4,5
45019000337,45,019,000337,1404.8,1529.8,32,5,2,1442.8,1513.8,20,3
45019000338,45,019,000338,923.2,612.2,9,4,0,950.2,599.2,8,0
45019000339,45,019,000339,2077.1,1241.8,43.9,2.9,0,2102.4,1240.8,30.2,1
45019000400,45,019,000400,688,972,34,6,0,700,998,11,0
45019000401,45,019,000401,140,673,8,8,0,140,688,7,1
45019000402,45,019,000402,81,610,2,3,0,78,615,7,3
45019000403,45,019,000403,639,544,16,4,0,654,544,10,1
45019000404,45,019,000404,383.9,223.9,11,1.8,0.9,382,227.6,11.9,0.9
45019000405,45,019,000405,543,776,25,3,0,564,773,13,1
45019000406,45,019,000406,740,911,28,2,2,766,903,13,0
45019000407,45,019,000407,440.2,752.8,17.5,2.9,1,470.4,740.1,15.6,0
45019000408,45,019,000408,624.3,870.2,24.2,6,1,607.3,886.7,25.2,4
45019000409,45,019,000409,540.7,613.3,14.5,3.9,1,527.2,632.6,15.5,1.9
45019000410,45,019,000410,554.1,632.9,19.6,4.9,1,547.3,648.6,13.7,1
45019000411,45,019,000411,764,738,31,6,0,774,741,22,0
45019000412,45,019,000412,595,517,15,5,1,617,511,4,0
45019000413,45,019,000413,718.2,655.5,25.2,1,0,764.5,633.3,4.1,2
45019000414,45,019,000414,392,327,9,1,0,397,323,10,0
45019000415,45,019,000415,526.3,732.6,28.6,7.9,0,538.1,738.4,17,2
45019000417,45,019,000417,612.2,795.8,27.3,0.4,1,651.3,776.3,17.9,1.1
45019000419,45,019,000419,490,729,20,4,0,497,725,16,2
45019000420,45,019,000420,466,747,26,4,0,474,750,18,1
45019000422,45,019,000422,519.5,707.4,23.2,5,0,542.5,702.5,9.1,0
45019000440,45,019,000440,832,575.5,16,2.8,1.9,831.1,578.2,19.6,0
45019000441,45,019,000441,696.6,1026.1,24,5,1,688.7,1047.1,17,6
45019000442,45,019,000442,2176,2096,93,10,2,2198,2101,65,7
45019000443,45,019,000443,1820,1634,55,10,0,1848,1631,39,3
45019000444,45,019,000444,642.7,734.8,10.1,3,2,657.8,729.2,10,0
45019000445,45,019,000445,390.9,527.8,13.8,0,1,395,533.6,8.9,0
45019000460,45,019,000460,177.3,450.9,10,2,0,167.4,473.8,2,0
45019000461,45,019,000461,280,383.2,5,2,0,272,390.3,13,0
45019000462,45,019,000462,424.7,654.6,7,4,0,415.7,665.6,20,0
45019000463,45,019,000463,1151.5,623.7,7.7,2.1,2.1,1170.4,613.9,9.8,0
45019000464,45,019,000464,297,955.4,13.1,7,1,284,979.4,13.1,1
45019000465,45,019,000465,424.7,411.6,8.9,1,1,412.8,418.6,10.9,2
45019000466,45,019,000466,1031,744.5,9.4,3.1,1,1040,736.5,16.5,1
45019000501,45,019,000501,173,356,5,0,1,180,349,4,0
45019000502,45,019,000502,278,575,17,0,1,286,577,7,1
45019000503,45,019,000503,203.3,913.9,18.5,5.1,2,214.9,924.7,10.5,1
45019000504,45,019,000504,634.6,737.2,26.1,3.5,0,674.8,719.1,7.2,2.1
45019000505,45,019,000505,381.4,596.8,14.9,3.5,0,434.2,559.9,8.8,0.9
45019000506,45,019,000506,573.4,443.2,12.3,2,1,597.5,437.4,4.1,0
45019000507,45,019,000507,696.2,681.4,30.5,3.9,1,705,699.1,11.8,0
45019000508,45,019,000508,108,534,8,2,0,109,541,3,1
45019000509,45,019,000509,63,796,9,6,1,58,811,8,0
45019000510,45,019,000510,290,541,15,3,1,294,543,15,0
45019000511,45,019,000511,397.7,344.1,12.5,1.9,0,412.1,338.3,10.5,0
45019000512,45,019,000512,430,436,31,2,0,480,422,8,1
45019000513,45,019,000513,367.9,465.6,12.8,2,1,387.4,454,8.9,0
45019000514,45,019,000514,439,629,18,3,1,436,644,14,0
45019000515,45,019,000515,162,776,13,8,0,146,804,9,2
45019000516,45,019,000516,398.8,441.6,20.9,4,2,411.8,441.6,12.9,2
45019000517,45,019,000517,710.2,605.4,20.1,5,0,720.2,603.4,24.1,1
45019000518,45,019,000518,305,962,19,3,1,298,977,15,4
45019000519,45,019,000519,22,234.5,4,0,0,18,242.5,2,0
45019000520,45,019,000520,606.6,1078.1,30.7,7.9,2,612.5,1092.9,20.8,0
45019000521,45,019,000521,263.1,352.4,9.2,1,2,269.6,353,10.1,1
45019000522,45,019,000522,535.6,428.8,16.3,3.1,0,536.7,433,16.2,0
45019000523,45,019,000523,272.8,408.6,16,3,3,254.8,435.6,14,1
45019000524,45,019,000524,301,606,12,2,1,304,611,9,2
45019000525,45,019,000525,316,686.8,17.8,5.2,0,308.1,701.1,13.5,2
45019000526,45,019,000526,443.1,607.4,23.9,5,0,443.1,619.3,16.9,0
45019000527,45,019,000527,1190.2,1688.6,70.8,11.4,5.2,1218.1,1713.1,32.4,1.8
45019000528,45,019,000528,1257.7,1544.5,56.5,7.4,2.6,1287.1,1544.4,34.9,2.2
45019000529,45,019,000529,1191,1417.8,61,14.1,3.1,1199.6,1445.1,42.3,2
45019000530,45,019,000530,618.3,722.3,33,3,1,623.4,731.4,18,1
45019000531,45,019,000531,448.7,448.7,26,4,2,454.6,463.6,12,1
45019000532,45,019,000532,505,400,17,5,0,490,415,18,4
45019000533,45,019,000533,367,253,13,3,1,377,251,10,1
45019000534,45,019,000534,1044.6,824.1,26.9,5,0,1054.5,831,15,2
45019000535,45,019,000535,828.5,583.9,25.1,4,0,835.5,599,11,0
45019000536,45,019,000536,705.5,574.3,21.5,5.9,0,697.9,600.4,7.1,2.9
45019000537,45,019,000537,1637.3,1700.2,61.9,16.4,1.9,1662.5,1696.3,49.4,1
45019000601,45,019,000601,32,518.5,3.1,1.1,0,22.9,523.7,7.1,1
45019000602,45,019,000602,18.4,283.7,0,0,1,15.5,286.6,2.9,0
45019000603,45,019,000603,520,414,16,3,1,505,432,17,0
45019000604,45,019,000604,92,686,5,3,0,87,701,3,0
45019000605,45,019,000605,88,1042.8,5,4,0,78,1057.8,8,1
45019000606,45,019,000606,35,769.2,5,4,2,31,776.2,6,0
45019000607,45,019,000607,36.8,635.1,7,7,2,34.8,642.1,9,2
45019000608,45,019,000608,194.1,525.5,21.9,3,1,186.1,549.4,8,1
45019000609,45,019,000609,323.9,758.5,21.1,8,0,328.9,775.6,8,1
45019000610,45,019,000610,130,602,9,2,1,121,616,7,0
45019000611,45,019,000611,274,424,14,4,2,284,425,7,0
45019000612,45,019,000612,303,494,26,2,3,310,503,14,2
45019000613,45,019,000613,68,461,1,1,1,62,468,2,0
45019000614,45,019,000614,153,357,15,3,0,153,370,6,0
45019000615,45,019,000615,95.2,694.9,8,5,0,88.2,712.9,6,1
45019000616,45,019,000616,140,547,14,5,1,144,555,6,1
45019000617,45,019,000617,53.1,429,4.9,3,0,41.3,442.8,5.9,0
45019000618,45,019,000618,231,867.3,10,2,1,218,882.4,12.9,1
45019000619,45,019,000619,115.8,647.6,6.1,2,0,107.7,663.8,3.2,0
45019000620,45,019,000620,245,315,6,5,1,239,319,13,0
45019000621,45,019,000621,236.7,630.9,12.9,4,1,234.7,636.9,13.9,1
45019000622,45,019,000622,197.3,644.1,8.1,3,3,175.3,666.1,17.1,2
45019000623,45,019,000623,496,957,22,8,2,478,980,18,2
45019000624,45,019,000624,325.7,1363.8,22.8,5.3,2,298.8,1398.8,22,4
45019000625,45,019,000625,57,357.2,5.1,1,0,54.9,367.3,2.1,0
45019000626,45,019,000626,29.8,156.1,0.1,1.6,0,25.1,161.7,0.8,0
45019000627,45,019,000627,157,456,4,2,2,149,464,10,0
45019000628,45,019,000628,84,371,5,3,0,81,378,5,0
45019000629,45,019,000629,158.6,313.9,6.1,4.1,0,150.2,317.3,10.1,0
45019000630,45,019,000630,278,982,8,6,0,272,993,12,1
45021000001,45,021,000001,701.4,61.2,1.1,2.9,0,673.6,70.2,17.1,1
45021000002,45,021,000002,516.4,603.3,8.4,2.2,0.1,495.6,621.2,11.2,0
45021000003,45,021,000003,872.2,102.4,5.1,1,0,813.3,119.4,43,1
45021000004,45,021,000004,767,121,8,2,0,746,134,16,0
45021000005,45,021,000005,493,193,7,2,1,474,199,21,0
45021000006,45,021,000006,795.4,155.6,13.1,3,0,774.3,167.7,22.1,2
45021000010,45,021,000010,835.3,227.9,10.2,1.9,0.9,802,250.2,17.6,0
45021000011,45,021,000011,935.3,168.1,9,1,0,910.3,181.1,20,0
45021000012,45,021,000012,145.4,271.4,1.9,0.9,0,130.1,281.4,6.4,0
45021000013,45,021,000013,184.4,584.9,6,4,1,178.1,590.1,14.1,0
45021000014,45,021,000014,175.8,566.4,6.1,1.9,1,161.6,586.7,5.8,0
45021000015,45,021,000015,514.5,502.9,7.8,1.1,1.9,501.6,515.5,15.6,1
45021000016,45,021,000016,495,293,8,0,1,492,296,11,0
45021000017,45,021,000017,511.4,234.1,5.7,0,0.8,498.4,237.4,13.8,0.8
45021000018,45,021,000018,1462.2,365.9,12.1,4,0,1438.9,377.1,21.2,3
45021000019,45,021,000019,857.2,132.9,5.9,0,0,831.8,140.8,25.4,0
45021000020,45,021,000020,776.4,120.8,12,2,1,743.5,137.8,29.9,0
45021000021,45,021,000021,293.2,266.6,1.2,2.1,0,280.3,276.9,8.8,0
45021000022,45,021,000022,296.7,38.5,0.2,0,0,288.4,42.6,5.5,0
45021000023,45,021,000023,857.9,193.8,7.2,4.5,0,845.2,202.9,14.4,0.9
45021000024,45,021,000024,858,142,8,3,0,829,149,31,0
45021000025,45,021,000025,953.4,415,9.3,1.4,0.3,925.9,431.1,21.2,1.3
45021000026,45,021,000026,627.1,63.9,2,0,0,609.1,71.9,13,0
45021000027,45,021,000027,368.4,378.3,3,2,0,359.6,385.1,6.9,1
45021000028,45,021,000028,150.8,410.4,3,3,0,144.8,415.4,5,0
45021000030,45,021,000030,639.1,70.1,6.4,0.1,0.9,626.5,78.5,8.6,0.9
45021000031,45,021,000031,879.6,168.2,8.7,1,0.1,843.3,175.1,36,1.1
45021000032,45,021,000032,373.6,20.1,1.8,0,0,369,20.1,6.4,0.9
45021000033,45,021,000033,707,117,8,1,0,695,117,17,1
45023000001,45,023,000001,380.9,523.2,1.5,3.3,0,340.4,553.2,19.8,0
45023000002,45,023,000002,420.3,122.8,2,0,1,398.7,131.6,17.7,0
45023000003,45,023,000003,389.7,273.4,3,0,1,374.6,287.4,11.1,0
45023000004,45,023,000004,318,203,0,1,0,306,209,8,0
45023000009,45,023,000009,633,220,8,3,0,622,228,17,0
45023000010,45,023,000010,422,685,6,4,3,399,705,14,0
45023000011,45,023,000011,731.3,418.2,8.2,1.1,1,697.9,440.4,23.4,0
45023000012,45,023,000012,87.7,88.2,1,0,0,87.3,89.4,0.3,0
45023000013,45,023,000013,445.1,174.4,6,5,0.1,422.9,189.6,13.3,1
45023000014,45,023,000014,217.8,83.2,2.6,0.7,0,210.4,89.1,5.2,0
45023000015,45,023,000015,371.2,141.8,4.4,1.3,0,358.6,151.9,8.8,0
45023000018,45,023,000018,548,216,10,3,0,519,238,18,1
45023000021,45,023,000021,604,389,4,2,0,579,402,13,1
45023000022,45,023,000022,687,350.5,6,2,0,656.1,357.5,21,2
45023000023,45,023,000023,230.9,71.6,0.9,0,1.9,227.1,74.4,5.7,0
45023000024,45,023,000024,195.2,219.3,6,0,0,187.1,227.3,5.1,0
45023000026,45,023,000026,338.3,276.6,2,0,0,314.4,285.6,18.9,0
45023000029,45,023,000029,334,769,14,2,2,312,789,14,0
45023000030,45,023,000030,105.1,414.8,2.5,1.7,0,96.6,424.8,4.2,0
45023000031,45,023,000031,522.3,572.4,13.1,3,1,495.8,595.8,14.2,1
45023000032,45,023,000032,190,477,3,4,0,178,483,10,1
45023000033,45,023,000033,502.7,261.6,3.9,0,0,478.2,283.2,7.8,1
45025000001,45,025,000001,323.6,141.9,4.9,1,2.9,317.8,141.9,9.7,0
45025000002,45,025,000002,250,33,1,0,0,247,34,6,0
45025000003,45,025,000003,200,90,2,1,0,187,98,6,0
45025000004,45,025,000004,494.8,658,6,3,0,469.6,683.1,10.1,0
45025000005,45,025,000005,343.2,414.3,10,4,1,339.2,419.3,12,1
45025000006,45,025,000006,339,389,3,0,0,321,403,6,0
45025000007,45,025,000007,594.7,417,5.1,2,0,574.5,437.2,9.2,0
45025000008,45,025,000008,343.3,357,4.9,1,0,331.6,368.8,10.8,0
45025000009,45,025,000009,319.4,737,7,1,1,307.4,756,8,1
45025000010,45,025,000010,456,519,5,1,0,425,530,24,0
45025000011,45,025,000011,947,480,10,1,0,921,501,15,2
45025000012,45,025,000012,501,152,2,0,0,484,158,10,0
45025000013,45,025,000013,599,309,2,0,1,569,326,13,1
45025000014,45,025,000014,774.4,477.9,2,1,2,748.4,494.9,16.1,3
45025000015,45,025,000015,657.2,378.7,3.9,2,2,642.6,386.5,13.6,2
45025000016,45,025,000016,453.4,89.2,6.1,0,0,439,88.4,16.4,1
45025000017,45,025,000017,220,63,4,1,0,218,68,4,0
45025000018,45,025,000018,484,62,5,0,0,466,66,13,0
45025000019,45,025,000019,766.6,558.6,6.3,2.1,0.1,733.4,573.1,25.3,2.1
45025000020,45,025,000020,579.2,390.9,3.7,0.9,0.9,562.4,409.4,4.7,0.9
45025000021,45,025,000021,318.4,161.1,3,1,0,290.4,179.1,12,0
45025000022,45,025,000022,188,33,1,0,0,186,33,6,0
45025000023,45,025,000023,468,281,5,2,0,451,298,8,0
45025000024,45,025,000024,352,150,4,0,0,345,150,8,0
45025000025,45,025,000025,322,88,2,3,0,299,103,8,1
45027000001,45,027,000001,310,340,2,2,0,293,348,8,1
45027000002,45,027,000002,346,57,0,0,0,344,57,3,0
45027000003,45,027,000003,82,30,1,2,0,83,31,0,0
45027000004,45,027,000004,232.4,137.2,5,0,0,223.2,140.3,8.1,1
45027000005,45,027,000005,86.3,311.6,4,0,0,79.2,316.7,4.1,0
45027000006,45,027,000006,780,615,5,3,1,771,621,10,2
45027000007,45,027,000007,245,238,1,1,1,238,244,4,1
45027000008,45,027,000008,397.1,68.7,2,0,0,391.1,66.7,6,0
45027000009,45,027,000009,211,57,1,0,0,205,57,7,0
45027000010,45,027,000010,1185.9,488.1,6.2,5.3,0,1141.3,512.2,28.6,3.6
45027000011,45,027,000011,169,320,2,0,0,169,320,4,0
45027000012,45,027,000012,289,386,1,0,2,279,388,5,3
45027000013,45,027,000013,655,453,4,7,0,636,466,21,2
45027000014,45,027,000014,171.3,949.1,3,4,2,166.3,961,2,1
45027000015,45,027,000015,332,433,4,3,0,315,445,10,2
45027000016,45,027,000016,230.9,130.3,1,0,0,227.9,132.3,1,0
45027000017,45,027,000017,246.7,417.6,11,3,0,233.8,435.6,10,2
45027000018,45,027,000018,45,118,0,0,1,46,118,0,0
45027000019,45,027,000019,78,146,0,0,0,74,145,2,0
45027000020,45,027,000020,965.6,740.1,4.9,5.9,2,953.8,743.1,12.7,2.9
45027000021,45,027,000021,76.2,264.8,0.2,0.1,0,75.9,263.9,1.4,0.1
45027000022,45,027,000022,131.7,596.9,2,2,0,125.7,604,5,1
45027000023,45,027,000023,530,210,3,3,0,524,215,7,0
45027000024,45,027,000024,333.9,607.9,2,0,1.2,320.8,617.2,8.1,0
45027000025,45,027,000025,104.1,87.1,0.9,0,2.8,103.2,92.8,0.9,0
45029000002,45,029,000002,130,83,3,0,0,121,90,5,0
45029000005,45,029,000005,221,179,7,2,2,213,186,11,1
45029000006,45,029,000006,781.2,419.5,16,0,1,738.1,426.5,53.1,0
45029000007,45,029,000007,92,149,0,1,0,92,149,2,0
45029000008,45,029,000008,157.1,423.5,3.5,1.8,0,155.4,425.2,2.7,0
45029000009,45,029,000009,289.7,556,8.1,2,0,289.6,559.2,6.1,1
45029000010,45,029,000010,308,172,6,3,0,306,179,5,0
45029000011,45,029,000011,285,147,3,1,0,277,150,11,0
45029000012,45,029,000012,63.7,172,0,0,0,59.7,170.1,4,1
45029000013,45,029,000013,267,90,8,1,0,261,97,11,0
45029000014,45,029,000014,573,141,8,5,0,540,154,31,2
45029000015,45,029,000015,269,313.7,2,1,0,259.9,316.6,5.1,1
45029000017,45,029,000017,429,353,5,0,0,409,359,15,2
45029000018,45,029,000018,177.6,114.8,2.7,0.1,0,169.4,117.8,6,0
45029000019,45,029,000019,351,279,9,3,1,336,291,16,0
45029000020,45,029,000020,153.8,363.5,2,1,0,145.8,370.5,3,2
45029000021,45,029,000021,445.6,259.2,6,2,1,408.7,277.1,23.9,0
45029000022,45,029,000022,244.7,147.6,3.3,0,0,240.5,150.9,4.2,0
45029000023,45,029,000023,99,105,2,0,0,99,104,2,0
45029000024,45,029,000024,315,105,3,3,0,306,111,8,0
45029000025,45,029,000025,235,324.8,6,2.6,0.9,227.2,333.5,5.2,0
45029000026,45,029,000026,388,111,4,3,0,381,115,9,0
45029000027,45,029,000027,341,137,2,2,0,323,146,12,2
45029000029,45,029,000029,424,496,12,5,0,403,522,11,1
45029000030,45,029,000030,265,459,7,4,0,242,481,10,3
45029000031,45,029,000031,176,813,1,2,1,156,836,11,0
45029000032,45,029,000032,658.8,428.6,17,5,0,655.7,439.7,17.1,1
45029000033,45,029,000033,133,92,2,1,0,127,92,7,2
45029000034,45,029,000034,231.1,51.1,3.8,0,0,222.6,54.9,8.5,0
45029000035,45,029,000035,698,248,7,1,0,714,241,3,0
45029000036,45,029,000036,847,351.2,8.2,1,0,821.7,361.4,23.4,1
45029000040,45,029,000040,342,436,9,2,0,320,450,21,2
45031000001,45,031,000001,765,492,6,3,0,733,514,18,2
45031000002,45,031,000002,123.7,423,2.3,0.1,0.1,120,422.4,4.7,1
