GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIDUN,G16USSRPOR,G16USSDSTR,G16USSGDEM,G16USSICON,G16USSIRUP
39091046AAA,39,091,046AAA,345.4,165.8,24.8,4,4,410.9,111.2,7,11.9,9.9
39091046AAB,39,091,046AAB,475.3,211.3,24.5,2.1,2.1,515.2,143.7,20.1,19.2,13.1
39091046AAE,39,091,046AAE,616.4,264.4,31,12.5,6.3,688.4,202.8,17.2,16.7,11.4
39091046AAG,39,091,046AAG,609.8,226.4,37.5,6.4,5.5,673.3,165.1,8.5,14.9,22.3
39091046AAJ,39,091,046AAJ,254.1,132.6,21.8,6.9,4,272.9,110.8,3,14.8,10.9
39091046AAL,39,091,046AAL,161.8,115.8,19,3,3,180.7,90.9,7,11,12
39091046AAM,39,091,046AAM,441.5,186.8,23,4,6,473.5,138.8,5,16,15
39091046AAN,39,091,046AAN,427.9,228.4,26.9,5,5,468.8,179.5,5,15,11
39091046AAQ,39,091,046AAQ,196,46,5,0,0,210,24,0,6,6
39091046AAR,39,091,046AAR,273.1,48.3,12.8,3,3.9,278,47.3,2,3,5.9
39091046AAS,39,091,046AAS,284,48,18,0,2,290,46,4,7,7
39091046AAT,39,091,046AAT,670,166,27,4,5,697,129,8,14,16
39091046AAV,39,091,046AAV,554.7,126.7,24.5,4.9,6.9,604.8,91.3,6.9,10.8,5.9
39091046AAX,39,091,046AAX,519,146,23,5,5,553,111,12,12,14
39091046AAY,39,091,046AAY,302.4,93.1,10,1.3,2.3,323.6,65.3,4.4,7.7,3.6
39091046AAZ,39,091,046AAZ,630.6,160.6,13.5,4.3,3.2,671.4,115.1,2.3,5.6,15
39091046ABA,39,091,046ABA,611.1,212.3,33.6,7.7,3.8,674.5,155.6,6.7,13.4,23.1
39091046ABD,39,091,046ABD,681,136,17,5,2,693,112,7,11,7
39091046ABE,39,091,046ABE,447.8,67.1,14.8,2,3.9,460.6,47.4,7.9,14.8,7.9
39091046ABG,39,091,046ABG,440.2,92.9,11.2,1,1.1,444.4,66.6,6.1,14.2,6.1
39091046ABH,39,091,046ABH,688,166,26,5,4,722,132,12,13,19
39091046ABI,39,091,046ABI,407,97,17,6,3,391,102,10,6,16
39091046ABJ,39,091,046ABJ,336,53,7,3,2,313,53,7,12,7
39091046ABK,39,091,046ABK,290.9,75.6,12.2,0,1.1,286.2,58.2,3.1,8.2,12.1
39091046ABL,39,091,046ABL,670.1,177.4,22.8,3,9.9,704.8,132.8,10.9,19.8,8.9
39091046ABM,39,091,046ABM,817,171,47,3,3,850,140,7,17,18
39091046ABP,39,091,046ABP,299.6,87.6,17.9,2,4,309.6,73.7,6,9,8
39091046ABR,39,091,046ABR,701.5,224.1,17,2,8,721.5,163.1,4,30,17
39091046ABS,39,091,046ABS,287,90,5,1,0,297,75,1,10,3
39091046ABT,39,091,046ABT,378.9,85.3,10.1,3,5,389.9,65.2,2,15,10
39091046ABU,39,091,046ABU,393,72,3,2,1,404,50,3,6,13
39091046ABV,39,091,046ABV,429,145,16,3,2,464,92,7,11,14
39091046ABW,39,091,046ABW,323,57,9,2,3,326,44,3,8,7
39091046ABX,39,091,046ABX,349,109,10,3,2,352,93,8,9,13
39091046ABZ,39,091,046ABZ,467,130,13,5,4,473,107,10,16,11
39091046ACA,39,091,046ACA,174,32,5,4,0,180,21,5,3,7
39093047AAA,39,093,047AAA,542.6,376,28.3,8,1.1,562.3,329.5,15.4,17.8,8.4
39093047AAB,39,093,047AAB,472,382,40,10,3,555,304,12,19,7
39093047AAE,39,093,047AAE,423.9,353.9,24.2,5.9,3.5,473,282.9,7.1,16.1,11.6
39093047AAF,39,093,047AAF,331.1,257.3,31.1,5,4,383.2,212.2,4,11.1,12.1
39093047AAG,39,093,047AAG,275.2,191.5,11.7,1,2.4,297.9,158.1,4.9,9.7,7.3
39093047AAH,39,093,047AAH,347,335,39,5,5,392,272,24,16,8
39093047AAI,39,093,047AAI,334.6,299.1,26.5,10.2,0.2,372.9,241.9,17.5,9.6,7.6
39093047AAK,39,093,047AAK,330.8,269.6,28.7,1,1.9,369,215.1,8.6,18.2,9.6
39093047AAL,39,093,047AAL,517,443,32,10,8,551,380,17,19,19
39093047AAO,39,093,047AAO,332.7,291.1,18.8,6.6,3.9,394.4,224.5,8.6,9.7,3.7
39093047AAP,39,093,047AAP,315,221,21,3,3,380,148,8,8,7
39093047AAQ,39,093,047AAQ,443,441,18,2,3,544,333,12,11,6
39093047AAR,39,093,047AAR,486.8,431.1,36,7,8.9,563.8,337.1,21.7,21,12.6
39093047AAS,39,093,047AAS,366.5,217.7,20.5,9.3,1.9,441,157.2,4.7,4.7,1.9
39093047AAT,39,093,047AAT,287,247,16,8,4,341,191,5,7,6
39093047AAU,39,093,047AAU,514,372,32,11,4,607,270,19,20,14
39093047AAV,39,093,047AAV,679,357,33,8,1,803,224,13,17,11
39093047AAW,39,093,047AAW,636.2,524.9,42.1,8.4,5.2,840.7,361.9,9.4,10.2,4.5
39093047AAX,39,093,047AAX,490.8,502.1,32.9,5.6,3.8,640.3,345.1,21.6,18.8,7.5
39093047AAY,39,093,047AAY,329,238,23,4,3,446,154,7,6,5
39093047AAZ,39,093,047AAZ,334,270,10,5,1,433,172,6,2,4
39093047ABB,39,093,047ABB,536,399,34,9,5,656,284,15,7,9
39093047ABC,39,093,047ABC,572.1,458.9,42.9,3.9,2.2,702.5,334,7.1,11.7,13.4
39093047ABD,39,093,047ABD,604,313.6,21.5,3.2,0.8,750.8,189.1,3.2,6.4,4.8
39093047ABE,39,093,047ABE,495,402,32,4,3,620,273,18,13,8
39093047ABG,39,093,047ABG,485,392.5,27.6,4.9,3,561.7,305.9,17.7,6.9,11.8
39093047ABH,39,093,047ABH,487,412,45,13,6,562,333,5,17,13
39093047ABI,39,093,047ABI,498,447,18,11,7,630,324,7,11,10
39093047ABL,39,093,047ABL,544.7,456.6,24.5,6,5.4,637,347,14.3,15,8.7
39093047ABM,39,093,047ABM,511.2,390.7,29.2,7.1,1.8,607.7,270.2,19.5,12.4,8.9
39093047ABN,39,093,047ABN,302.7,285.5,18.4,6.5,2.5,355,223.9,11.5,9.5,6.2
39093047ABO,39,093,047ABO,328.4,249.2,11.9,1.4,3.3,384.3,181.9,6.7,8.1,4.3
39093047ABP,39,093,047ABP,267,333,28,2,5,298,288,10,14,17
39093047ABQ,39,093,047ABQ,374,409,38,11,6,411,346,15,24,21
39093047ABR,39,093,047ABR,315.3,349.7,35.4,14.7,5.9,329.1,322.2,23.6,24.6,11.8
39093047ABS,39,093,047ABS,220.3,329.9,18.6,8.8,5.9,234,287.8,14.7,11.8,11.8
39093047ABW,39,093,047ABW,182.6,269.7,25.8,5.2,6,198.3,238.2,11.5,12,15.2
39093047ABX,39,093,047ABX,201.4,309.9,25.9,3,3,217.4,289.8,9,8.1,18.8
39093047ABY,39,093,047ABY,252,398,32.3,4.1,4,275.1,346.1,18.2,18.6,13.1
39093047ABZ,39,093,047ABZ,144.4,549.2,11.9,4.9,1.1,147.5,517.8,7.9,22.6,5
39093047ACD,39,093,047ACD,352.2,338.5,26.5,3,5.9,397.4,279.6,8.9,26.5,13.8
39093047ACE,39,093,047ACE,261.7,331.6,26.1,8,2,310.9,268.4,9,10.1,14.1
39093047ACF,39,093,047ACF,295,305.3,24.8,6.7,1,335.1,255.7,5.7,5.7,8.6
39093047ACG,39,093,047ACG,506.5,425.7,35,7.9,6,586.9,339.8,9.1,13.5,12.3
39093047ACH,39,093,047ACH,596.7,495.9,34.1,6.3,5.6,691.5,390.5,10.7,18.3,17
39093047ACM,39,093,047ACM,303.7,316.3,30.3,6.2,4.1,344.1,255.5,15.1,23.3,12.8
39093047ACN,39,093,047ACN,372,345,25,10,3,394,306,16,10,17
39093047ACO,39,093,047ACO,449,483,29,14,6,492,402,9,21,22
39093047ACP,39,093,047ACP,331,438,31,13,11,368,384,16,22,20
39093047ACQ,39,093,047ACQ,315,382,14,7,8,396,284,10,20,8
39093047ACW,39,093,047ACW,122.4,290.8,19.1,10.7,6,140.3,258.4,17.7,14.9,8.3
39093047ACX,39,093,047ACX,174.5,245.4,14.8,7.9,4.9,191.2,199.1,13.8,15.8,10.8
39093047ACY,39,093,047ACY,242.2,510.3,33,4.3,8,293.8,429,20.2,13.2,18.4
39093047ACZ,39,093,047ACZ,40.1,403,9.2,3,4.1,62.3,356.9,9.2,8.3,8.5
39093047ADC,39,093,047ADC,294,398.2,24.3,13.1,7.1,297.2,370.6,16.2,24.5,8.2
39093047ADD,39,093,047ADD,217.2,378.6,20.6,2.9,2.9,233.8,322.9,12.7,30.3,4.9
39093047ADE,39,093,047ADE,56.7,267.1,4.8,0,1.9,63.5,227.1,5.6,6.4,9.1
39093047ADF,39,093,047ADF,307.6,342.4,23.2,6,4,339.7,299,15.1,9.3,17
39093047ADI,39,093,047ADI,356,403,31,11,3,352,358,17,27,24
39093047ADJ,39,093,047ADJ,338,429,14,10,10,353,394,9,15,7
39093047ADK,39,093,047ADK,342.4,345.4,35,15.5,3.2,359,316,12.7,29.7,14.5
39093047ADL,39,093,047ADL,246,284,22,0,6,278,239,7,13,8
39093047ADM,39,093,047ADM,213,251,15,5,2,218,239,8,12,6
39093047ADQ,39,093,047ADQ,238.1,299.4,21.4,1.9,2.9,253.7,256.6,8.8,13.6,11.7
39093047ADR,39,093,047ADR,228,321,12,7,5,213,301,12,23,11
39093047ADS,39,093,047ADS,209,339,17,11,3,219,291,13,30,15
39093047ADT,39,093,047ADT,226,431,20,7,5,267,364,16,15,19
39093047ADU,39,093,047ADU,179,396,23,7,1,175,355,18,15,17
39093047ADX,39,093,047ADX,106,311,7,8,4,102,270,9,20,16
39093047ADY,39,093,047ADY,186,317,20,10,6,187,285,17,21,15
39093047ADZ,39,093,047ADZ,57,315,6,3,4,76,267,10,15,8
39093047AEA,39,093,047AEA,46,322,8,2,6,63,274,11,13,3
39093047AEB,39,093,047AEB,141,128,5,5,0,140,117,4,5,2
39093047AEC,39,093,047AEC,113,186,13,3,3,122,161,6,4,11
39093047AEF,39,093,047AEF,154,577,14,6,6,183,519,8,24,6
39093047AEG,39,093,047AEG,43,360,2,2,1,62,304,9,14,2
39093047AEH,39,093,047AEH,72,300,6,2,8,78,262,9,13,7
39093047AEI,39,093,047AEI,198,305,10,5,2,214,259,6,14,10
39093047AEJ,39,093,047AEJ,206,448,13,11,3,214,407,9,22,16
39093047AEM,39,093,047AEM,281.7,448.4,22.8,4.2,7,300.4,400.4,10.4,17.4,12.8
39093047AEN,39,093,047AEN,253.9,481.1,11.9,7,6.2,285,421.3,15.1,23.2,4.6
39093047AEO,39,093,047AEO,111.7,240.9,11,2,4,133.7,201.8,4,9.1,6.1
39093047AEP,39,093,047AEP,213.1,358.3,19,5,0,231.1,320,8.1,18.1,13.1
39093047AEQ,39,093,047AEQ,211,270.6,10.9,6.9,3,216.9,225,11.9,16.8,17.8
39093047AER,39,093,047AER,165.1,137.8,11.1,1,4,159,133.8,3,11.1,5
39093047AEW,39,093,047AEW,70,447,11,5,3,101,373,16,23,4
39093047AEX,39,093,047AEX,96,436,20,8,8,111,400,13,15,11
39093047AEY,39,093,047AEY,141,345,12,10,5,139,321,5,12,17
39093047AEZ,39,093,047AEZ,100,554,10,6,7,109,484,13,18,18
39093047AFD,39,093,047AFD,184.2,477.3,22.7,4.5,1.1,188.7,437,12.7,23.3,6.9
39093047AFE,39,093,047AFE,238.6,437.6,18,6,7,252.6,377.6,26,29.1,11
39093047AFF,39,093,047AFF,183.1,423,15.7,2,2.9,190,377,14.7,11.8,15.7
39093047AFG,39,093,047AFG,162.4,527.2,23.1,7,6,195.2,459.9,8.2,20.1,20.1
39093047AFL,39,093,047AFL,268.4,499.7,12.7,4.9,4.9,291.8,446,13.7,21.5,12.7
39093047AFM,39,093,047AFM,211,325,16,7,5,252,279,7,10,4
39093047AFN,39,093,047AFN,147,419,14,9,5,158,386,16,14,7
39093047AFO,39,093,047AFO,199.6,317.8,21.2,6.1,2.1,195.9,298,10.2,18.3,7.2
39093047AFP,39,093,047AFP,87,369,10,4,2,92,332,3,8,16
39093047AFU,39,093,047AFU,512.6,458.4,42,10,4,501.7,419.4,30,25,18
39093047AFV,39,093,047AFV,287,362.5,9.1,4,4,300.2,325.9,13.2,9.2,7.1
39093047AFW,39,093,047AFW,223,339,12,3,1,234,292,9,20,7
39093047AFX,39,093,047AFX,188.4,342.4,14.3,3.8,3.8,206.6,301.3,11.5,15.3,7.7
39093047AFY,39,093,047AFY,182,266,15,4,1,193,232,14,15,11
39093047AFZ,39,093,047AFZ,485,569,31,1,4,505,484,14,25,25
39093047AGN,39,093,047AGN,519.3,383.5,27,7,3,565.2,319.6,7,17,6
39093047AGO,39,093,047AGO,516.8,392,43.8,4.2,5.1,555.6,309.4,21.9,26.1,13.5
39093047AGP,39,093,047AGP,581.4,454,25.1,6,4,676.8,350.5,14.1,10.1,11.1
39093047AGQ,39,093,047AGQ,92.6,79.9,4.4,1.4,0.3,110.3,55.2,2.4,3.2,3.8
39093047AGS,39,093,047AGS,345,327,41,14,5,364,302,17,14,19
39093047AGT,39,093,047AGT,438,335,30,7,3,466,271,12,25,9
39093047AGU,39,093,047AGU,401,313,32,9,2,425,256,13,30,11
39093047AGV,39,093,047AGV,452,315,45,12,4,482,251,20,22,14
39093047AGX,39,093,047AGX,339.8,246.9,16.4,5.1,2.8,371.9,203.7,7.9,8,9.2
39093047AGY,39,093,047AGY,373.6,243.1,15.3,7.4,3.2,389.3,211.5,8.9,7.9,9.5
39093047AGZ,39,093,047AGZ,452.7,335.7,30.8,4.3,4.3,469,295.6,7.7,22.2,9.4
39093047AHA,39,093,047AHA,297.8,195.2,12.9,4.6,2.1,351.3,137.5,6.6,7.5,3.3
39093047AHB,39,093,047AHB,467,376,29,4,3,539,289,12,15,4
39093047AHC,39,093,047AHC,342,257,19,10,4,365,226,13,7,11
39093047AHD,39,093,047AHD,319,210,20,6,5,320,180,10,17,11
39093047AHE,39,093,047AHE,320,283,14,5,3,377,223,10,13,8
39093047AHF,39,093,047AHF,334,250,22,3,0,381,192,10,19,4
39093047AHG,39,093,047AHG,259,219,14,4,4,265,178,17,13,8
39093047AHH,39,093,047AHH,395,268,18,4,2,408,236,6,8,18
39093047AHI,39,093,047AHI,76,523,9,13,1,113,461,24,5,9
39093047AHJ,39,093,047AHJ,55,425,9,5,0,62,397,15,5,8
39093047AHK,39,093,047AHK,43,387,4,3,1,62,347,16,2,0
39093047AHL,39,093,047AHL,20,836,8,5,0,30,791,37,3,0
39093047AHM,39,093,047AHM,70,698,13,9,0,128,631,16,1,6
39093047AHO,39,093,047AHO,107.2,478.9,16.8,5.9,3.9,135.8,439.4,11.9,8.9,7.9
39093047AHP,39,093,047AHP,511,436,44,8,5,542,355,25,23,29
39093047AHR,39,093,047AHR,444,448,50,15,2,465,379,19,28,39
39093047AHT,39,093,047AHT,482,404,36,20,4,461,360,18,27,57
39093047AHV,39,093,047AHV,541.9,446.6,39.6,10.1,9.1,507.3,426.4,24.2,27.4,33.3
39093047AHX,39,093,047AHX,314,223,19,7,1,351,184,4,20,6
39093047AHY,39,093,047AHY,388.5,227.8,25.9,6.1,5.3,421.2,202.6,9.9,7.6,10.7
39093047AHZ,39,093,047AHZ,479,393,36,10,5,487,352,13,20,20
39093047AIC,39,093,047AIC,283.5,196.1,16.7,3.2,2.1,289.7,170.7,6.3,13.3,9.3
39093047AIE,39,093,047AIE,456.8,274.2,27.2,4.1,4,472.2,248.7,9.2,22,15
39093047AIF,39,093,047AIF,384.5,343.4,25.2,4.7,2.8,408.7,276.2,10.3,24.3,9.3
39093047AIG,39,093,047AIG,382.7,229.9,41.8,5.9,3.9,397.5,200.2,13.6,16.7,14.7
39093047AIH,39,093,047AIH,349,246,18,4,3,381,194,11,8,9
39093047AIK,39,093,047AIK,450.7,289.7,32.2,6.9,4,459.8,243.4,13,22.7,15.9
39093047AIM,39,093,047AIM,313.5,143.1,9.7,1,3.9,323.3,126.6,6.8,9.7,6.8
39093047AIN,39,093,047AIN,685,420.1,33.4,7.7,3.6,749,341.7,15.8,19,12.1
39093047AIO,39,093,047AIO,552.5,263.4,18.7,6.1,5,552.4,223.8,16.1,15.3,11.2
39093047AIQ,39,093,047AIQ,214.7,151.5,8.5,2.9,1.5,236.1,122.9,2.4,6.7,6
39093047AIR,39,093,047AIR,604.5,390,46.8,10.8,9.3,623.6,334.8,15,29.7,24
39093047AIS,39,093,047AIS,349.1,181.3,18.2,5,4,344.3,173.6,9.1,12.2,11.2
39093047AIT,39,093,047AIT,430.9,260.7,21.6,9.2,2.1,458.6,219.3,12.4,11.3,8.2
39093047AIU,39,093,047AIU,596.1,318,33.4,9,2.7,639.5,236.8,20.8,18.1,9.9
39093047AIZ,39,093,047AIZ,517,281,38,9,7,533,225,14,21,30
39093047AJA,39,093,047AJA,619,351,31,9,1,641,288,21,21,19
39093047AJB,39,093,047AJB,579,362,35,4,3,596,297,17,26,14
39093047AJC,39,093,047AJC,567,328,26,6,3,594,260,15,22,15
39093047AJF,39,093,047AJF,600.1,303.1,35.9,14.9,4,653,245.3,19.9,19,18.9
39093047AJG,39,093,047AJG,610,308,42,12,6,632,257,18,22,20
39093047AJH,39,093,047AJH,494.2,274.6,36.3,11.2,4.7,475.6,248.5,14.9,27,27.9
39093047AJL,39,093,047AJL,434.9,326.2,23.9,8,8,412,318.2,16,23.9,10
39093047AJM,39,093,047AJM,462.8,323.6,17.7,6.8,6.8,475.6,292,12.7,24.5,8.8
39093047AJP,39,093,047AJP,593,277.3,36.1,6.3,2.6,605,230.8,16.9,17.8,13.7
39093047AJQ,39,093,047AJQ,460,222,31,4,6,469,173,11,17,21
39093047AJR,39,093,047AJR,278,157.7,22.9,1.7,3.4,289,132.2,5.2,10.2,9.3
39093047AJT,39,093,047AJT,426.7,264,17.9,8.9,3.4,458.5,205.7,15.2,16.1,6.1
39093047AJV,39,093,047AJV,634.2,323.6,41.8,10.9,9,647.1,276.8,16.9,39.8,13.9
39093047AJX,39,093,047AJX,464.7,176.3,26,4,5,465.9,149.2,12.9,20.9,14.9
39093047AJY,39,093,047AJY,530.7,287.4,39,5,6,562.7,236.3,8,20,18
39093047AJZ,39,093,047AJZ,729,328.9,40.3,5,5,748.4,282.3,15.1,20.1,15.2
39093047AKB,39,093,047AKB,605.4,332.8,34.7,4,5.9,647.9,268.4,10.9,15.8,17.8
39093047AKC,39,093,047AKC,611,313,46,8,2,627,260,24,17,20
39093047AKD,39,093,047AKD,530,268.9,42.6,8,4,571.7,214.9,15,19.9,18.9
39093047AKE,39,093,047AKE,281.3,115.7,21,4,3,293.1,88.8,8.1,15.1,7.1
39093047AKF,39,093,047AKF,485.9,452.4,41.1,11.2,4.1,511.3,393.6,30.4,33.8,14.6
39093047AKH,39,093,047AKH,200.7,187.4,13.9,4.9,1,183.6,185.9,5.9,17.4,6
39093047AKI,39,093,047AKI,188.2,248.2,14,6,2,180.2,223.2,10,16,11
39093047AKK,39,093,047AKK,178,284,5,8,7,175,255,12,18,8
39093047AKL,39,093,047AKL,362.2,259.9,23.2,5,3,409.4,203.4,7.1,7.2,17.1
39093047AKM,39,093,047AKM,370.1,307.9,20.4,4.9,1.9,411.8,237,11.7,13.6,11.7
39093047AKN,39,093,047AKN,542.4,214.6,25.5,2,2.4,545.7,171.8,11,32.7,16
39093047AKO,39,093,047AKO,502.1,287.8,42.1,8,8,530,240.6,22,22.2,18.1
39093047AKP,39,093,047AKP,570.1,377.9,39.6,14.1,4.7,602.9,315.6,15.1,33.2,18
39093047AKS,39,093,047AKS,27.9,483.1,6,2,0,52.8,434.3,11,5,7
39093047AKT,39,093,047AKT,313,392,14,5,1,378,308,15,6,4
39093047AKU,39,093,047AKU,527.5,505.3,26.5,6.7,1.1,629,363.8,12.3,19.4,10.1
39093047AKV,39,093,047AKV,541,302,18,2,1,632,201,6,6,7
39093047AKY,39,093,047AKY,519.3,415.1,27.7,5.9,4.2,597.5,327.7,12.6,10.9,10.9
39093047AKZ,39,093,047AKZ,649,450,34,5,2,787,302,6,13,7
39093047ALE,39,093,047ALE,360.7,352.6,22,6.7,1,403.7,285.2,8.8,17.6,11.4
39093047ALF,39,093,047ALF,25,884,6,10,0,35,825,43,2,0
39093047ALH,39,093,047ALH,450.8,356.8,28.3,10.5,5.9,518.5,276.2,10.1,12.3,9.8
39093047ALJ,39,093,047ALJ,133.4,119.7,8.6,0.6,1,161.7,90,2.9,3.9,4.1
39093047ALK,39,093,047ALK,496.5,332.1,23.4,7.2,3.6,574.7,244,10.7,14.3,6.3
39093047ALL,39,093,047ALL,515,436.9,30.8,3.9,4,606.9,336.3,11.3,14.2,15.3
39093047ALM,39,093,047ALM,545.6,461,29.7,7.4,2.6,639.1,325.4,15.7,20.6,20.8
39093ZZZZZZ,39,093,ZZZZZZ,0,0,0,0,0,0,0,0,0,0
39095048AAA,39,095,048AAA,420.6,452.6,52.1,15.8,0.4,509.9,355.5,24,17.6,12.4
39095048AAL,39,095,048AAL,206.8,197.1,19.4,1,2,242,161.3,8.2,2.5,4.6
39095048AAO,39,095,048AAO,417.3,499,53.9,8.6,3,501.9,413.5,25.7,16.6,9.1
39095048AAP,39,095,048AAP,795.8,790.9,100.6,15.1,5,902,676.1,36.5,29.9,23.8
39095048AAQ,39,095,048AAQ,376.3,323.1,29,4.8,1,444,258.3,9.7,12.6,7.7
39095048AAR,39,095,048AAR,254.4,266.7,23.8,8.1,1.9,278.8,231.8,15.3,5.3,8.7
39095048AAS,39,095,048AAS,309.7,314.5,31.2,6,5,391.1,242.1,16.1,7,5.1
39095048AAT,39,095,048AAT,595.1,638.1,62.5,10.8,2.2,705.3,542.2,12.6,15.5,9.6
39095048AAU,39,095,048AAU,329.2,314.8,28.9,6.2,4.1,371.2,265.4,7.7,15.7,8.2
39095048AAV,39,095,048AAV,310.8,199.9,21,3,1,298.8,197.9,4,11,2
39095048AAW,39,095,048AAW,372.8,509.9,34.1,8.2,1,408,449.9,14.3,12.8,13.5
39095048AAX,39,095,048AAX,218.6,254.1,18.4,4.4,1,241.1,220,7.9,7.1,7.6
39095048AAY,39,095,048AAY,446.1,388.2,35.8,10.2,4.4,489.6,333.7,18.2,12.1,7.9
39095048AAZ,39,095,048AAZ,253.2,335.1,21.9,4.8,0.9,277,295.1,5.7,16.2,10.5
39095048ABG,39,095,048ABG,289,243.9,37,12,7,301.9,242,14,6,16
39095048ABK,39,095,048ABK,558.3,450,45.6,7,3.7,585.9,411.5,16.9,15.9,9.9
39095048ABL,39,095,048ABL,314,279,21,6,4,325,246,12,12,4
39095048ABM,39,095,048ABM,447.9,332.1,30.1,4,3.3,493.2,272.8,10,9,5
39095048ABN,39,095,048ABN,344,341,18,3,0,383,295,6,11,6
39095048ABO,39,095,048ABO,554.8,621.5,40,3.8,6,599.9,529.1,13.3,23.4,20.5
39095048ABP,39,095,048ABP,400.2,455,36.6,9.5,6.8,414.2,410.9,16.3,15.4,15
39095048ABQ,39,095,048ABQ,333.5,418.9,31.6,3.8,6.3,351.4,371.9,8.3,28.5,13.9
39095048ABR,39,095,048ABR,491.2,438.4,47.1,9.4,2,626.6,316.9,21.8,10.3,7.7
39095048ABS,39,095,048ABS,406.6,440,53,11.1,2.8,463.9,371.9,10.6,14.2,20
39095048ABT,39,095,048ABT,413,267,32,6,3,463,215,9,10,4
39095048ABU,39,095,048ABU,379.6,415.6,31.7,9.7,3.1,463.9,315.8,14.1,15.9,10.8
39095048ABV,39,095,048ABV,425,336,27,5,2,522.1,234,8,5,6
39095048ACC,39,095,048ACC,407.5,461.6,37.3,9.1,0,496.3,366,16.1,7.1,11.1
39095048ACI,39,095,048ACI,334,293,38,6,6,411,225,15,6,3
39095048ACJ,39,095,048ACJ,363,340.3,29.6,7.9,2,428,280.1,14.8,3,4
39095048ACK,39,095,048ACK,562.1,399.4,46.7,5.6,0.9,689.3,301.4,10.9,4,5.6
39095048ACL,39,095,048ACL,335.1,426,40.3,12.8,4.8,436.7,350.4,12.4,6.8,7
39095048ACM,39,095,048ACM,286.8,279.6,27.5,6.8,4.1,322.2,240.6,10.4,15.2,4.8
39095048ACN,39,095,048ACN,353,293,21,9,2,415,231,8,6,8
39095048ACO,39,095,048ACO,332,346,33,8,0,401,281,9,10,7
39095048ACP,39,095,048ACP,336.7,323.9,44.2,5.9,4.9,356.3,295.5,14.7,20.6,8.8
39095048ACR,39,095,048ACR,279.5,305,20.8,5.7,3.1,300.8,260.5,14.2,7.8,10.5
39095048ACS,39,095,048ACS,463.6,482.6,34.3,11,6.2,487.8,454.3,11.3,9.3,8.3
39095048ACT,39,095,048ACT,105.6,248.4,15.8,4.2,6.2,102.4,239.9,6.1,11.4,10.4
39095048ACU,39,095,048ACU,305.6,295.7,37.8,12.9,7,322.6,280.8,13.9,14.9,7
39095048ACV,39,095,048ACV,281.5,295.1,37.2,10.1,4.1,293.6,279.5,17.1,9.2,11.2
39095048ACW,39,095,048ACW,273.4,237.3,23.6,0,1,309.5,202,3.1,5,6.9
39095048ACX,39,095,048ACX,286.4,284.6,28.4,10.1,7.3,298.3,262.6,11.9,9.2,11.9
39095048ACY,39,095,048ACY,276,268,30,5,4,274,267,13,10,6
39095048ADA,39,095,048ADA,158.1,196.4,19.8,3.8,2.8,171.3,170.2,15.9,4.7,4.7
39095048ADG,39,095,048ADG,51.6,194.1,8.6,1.9,2.9,63.1,170.2,2.9,11.5,1.9
39095048ADH,39,095,048ADH,46,275,8,4,4,54,244,11,9,8
39095048ADI,39,095,048ADI,174.7,391.4,21.3,14.1,9.1,205.1,312.6,27.1,18.4,17.1
39095048ADK,39,095,048ADK,70.5,427,4.1,10,3,89.7,372.8,19,5.1,9
39095048ADQ,39,095,048ADQ,33,243,3,2,0,44,214,5,3,1
39095048ADR,39,095,048ADR,43,379,9,3,2,62,337,5,14,5
39095048ADT,39,095,048ADT,119,168,10,9,1,130,151,14,3,7
39095048ADU,39,095,048ADU,331,514,31,14,8,344,461,13,17,25
39095048ADV,39,095,048ADV,221,371,29,17,13,223,332,23,24,26
39095048ADW,39,095,048ADW,239.3,341.6,26,6.3,3.1,237.3,322.8,12.4,9.4,11.3
39095048ADX,39,095,048ADX,253.4,314.7,24.5,10.2,4,291.9,265.8,13.2,11.2,9.2
39095048ADY,39,095,048ADY,133.3,234.7,16.4,5.5,0.9,149.8,206.4,7.3,7.3,4.6
39095048ADZ,39,095,048ADZ,275,224,31,11,0,288,204,14,4,13
39095048AEA,39,095,048AEA,308,426,29,19,3,350,380,13,10,13
39095048AEC,39,095,048AEC,102,193,12,2,0,107,169,11,7,4
39095048AED,39,095,048AED,218,278,21,12,7,245,257,14,5,6
39095048AEE,39,095,048AEE,186,269,27,16,3,184,260,23,10,6
39095048AEF,39,095,048AEF,237,270,19,7,2,252,241,8,14,11
39095048AEO,39,095,048AEO,42.8,357.6,0.1,4.1,1,49.1,312,7.1,9,6.1
39095048AEP,39,095,048AEP,66,323,10,5,2,88,290,6,10,4
39095048AER,39,095,048AER,40,314,7,4,2,53,280,7,10,6
39095048AES,39,095,048AES,57,511,4,2,5,83,454,7,7,4
39095048AET,39,095,048AET,41.2,585.7,9,9,0,70.2,532.6,6,13,6
39095048AEU,39,095,048AEU,18,288,2,2,4,20,269,3,4,6
39095048AEV,39,095,048AEV,38,385,9,6,4,59,357,7,9,1
39095048AEW,39,095,048AEW,58,318,4,5,4,75,275,8,8,4
39095048AFF,39,095,048AFF,197.6,451.5,30.3,15.1,4,235,410,20.1,8.1,10.1
39095048AFG,39,095,048AFG,300,378,47,8,3,352,332,16,10,15
39095048AFH,39,095,048AFH,214,306,13,6,2,232,275,9,10,5
