GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIDUN,G16USSRPOR,G16USSDSTR,G16USSGDEM,G16USSICON,G16USSIRUP
39009005ACS,39,009,005ACS,214.9,484.9,45.7,16.9,1.7,249.6,376.5,27.9,11,4.2
39011006AAA,39,011,006AAA,472.1,121,26.8,4.9,2,490.7,86.2,8.9,10.9,10.1
39011006AAB,39,011,006AAB,301,84,13,1,2,308,70,9,4,6
39011006AAC,39,011,006AAC,352.5,126.5,21,4,0,362.6,111.3,4,9,8
39011006AAD,39,011,006AAD,534.9,186.3,12.4,3.8,2.8,576,126.3,4.9,5.9,15.9
39011006AAE,39,011,006AAE,581.9,158.7,18.3,6,5.1,591.3,135.5,7,12.2,9.1
39011006AAF,39,011,006AAF,370.6,114.8,15,8,2,357.7,104.8,9,13,12
39011006AAG,39,011,006AAG,649.7,171.2,37,2,6,699.8,130.1,7,12,16
39011006AAH,39,011,006AAH,569,181,16,1,3,613,125,3,8,12
39011006AAI,39,011,006AAI,299.4,90.2,16.9,3,4,309.3,74.3,6,7.9,12.9
39011006AAJ,39,011,006AAJ,419.5,119.3,21.9,2,2,448.4,91.5,5,9.9,4
39011006AAK,39,011,006AAK,330.6,93.4,19.6,3.2,3.6,348.3,71.6,6.6,9.5,11.4
39011006AAL,39,011,006AAL,296.5,75.6,16.4,1.8,0,313.7,52.1,3.6,4.6,10.9
39011006AAM,39,011,006AAM,241,73,11,5,4,254,63,5,6,8
39011006AAN,39,011,006AAN,544,122,18,5,3,552,99,8,12,10
39011006AAO,39,011,006AAO,370,55,12,1,3,370,43,3,11,7
39011006AAP,39,011,006AAP,725.7,121.4,30.5,4.1,3,767,80.8,13.1,8.2,7.4
39011006AAR,39,011,006AAR,474.1,127.6,21.6,1.8,4.5,516.4,84.3,5.4,5.6,11.7
39011006AAS,39,011,006AAS,257,77.9,10,2,4,264,58.9,4,9,9
39011006AAU,39,011,006AAU,421.3,53.3,7.9,1,1,445,38.5,2,3,2
39011006AAV,39,011,006AAV,822.7,170.1,29.8,1,7,904.3,111.4,7,12.9,2
39011006AAW,39,011,006AAW,527.8,106.7,32.1,5,4,548.1,86.5,7,13,12
39011006AAX,39,011,006AAX,222,34,13,1,2,241,25,1,2,5
39011006AAY,39,011,006AAY,498.1,55.8,13.7,1.9,4,510.8,51.6,3.2,4.4,3.4
39011006AAZ,39,011,006AAZ,702.6,142.7,15.1,0,2.9,726.1,103.4,4.7,6.6,7.5
39011006ABA,39,011,006ABA,704.4,109.4,28.4,4.1,5.2,746.6,73.6,7.1,13.1,10.1
39011006ABB,39,011,006ABB,91.1,26.3,4.1,0,0,79.2,28.2,2,6,1
39011006ABC,39,011,006ABC,466,61,9,0,3,470,43,2,9,6
39011006ABD,39,011,006ABD,851.9,125.7,23.9,2,5,879.9,97.8,10,5,13
39011006ABF,39,011,006ABF,652.1,107.9,10.2,1.4,3.2,652.9,89.7,4.4,6.5,15.1
39011006ABG,39,011,006ABG,647.6,94,16.1,3.1,4.9,651,82.2,4.2,7.3,12.7
39011006ABH,39,011,006ABH,671,132.6,23.7,4,7.9,702.6,112.8,3,11.9,9.9
39011006ABJ,39,011,006ABJ,625.8,191.3,21.6,6.9,3.9,659.2,139.3,17.7,17.7,7.8
39011006ABK,39,011,006ABK,213,22,9,0,2,215,22,0,5,8
39011006ABL,39,011,006ABL,825,143,32,6,7,854,103,14,10,26
39011006ABN,39,011,006ABN,399.9,54.7,7.2,4,4,410,37.5,4,3.1,9.1
39011006ABO,39,011,006ABO,528.1,52.3,15.8,4,3,535,39.5,2,10.9,10.9
39011006ABP,39,011,006ABP,379.2,35.9,11.4,4.9,3,373.4,39.6,6.1,6.1,9.1
39011006ABQ,39,011,006ABQ,240.8,43.1,15.6,0.1,2,245.6,36.4,4.9,6.9,5.9
39011006ABR,39,011,006ABR,378.1,119.3,24.1,2,3,422.2,75.2,9,3,8
39013007AAA,39,013,007AAA,368.3,188.6,17.6,2.9,2.9,308.7,212,7.8,26.4,9.8
39013007AAB,39,013,007AAB,231,171,9,6,8,194,181,6,18,15
39013007AAE,39,013,007AAE,203.6,155.7,19,3,5,205.6,149.7,2,17,8
39013007AAF,39,013,007AAF,447.5,274.9,19.3,10.1,7.3,417.5,308.3,4.2,6.7,13.1
39013007AAH,39,013,007AAH,387.1,257.6,11.7,4.9,7.8,351.2,257.6,13.6,20.4,6.8
39013007AAJ,39,013,007AAJ,102.6,73.3,8,2,1.1,93.2,74.3,3.1,7.2,5
39013007AAK,39,013,007AAK,209.5,112.6,7.8,2,1,196.8,107.7,2.9,8.8,7.8
39013007AAL,39,013,007AAL,282.4,228.5,18.2,0.1,3,272.1,212.4,9.1,15.2,20.2
39013007AAN,39,013,007AAN,355,150,9,1,1,354,142,8,3,9
39013007AAO,39,013,007AAO,207.1,119.8,9.3,1.9,0,190.4,122.6,4.6,10.2,8.4
39013007AAP,39,013,007AAP,398,164,17,2,3,409,152,3,7,6
39013007AAQ,39,013,007AAQ,210,116,8,3,3,212,91,5,8,9
39013007AAR,39,013,007AAR,230,117.2,10.7,1.8,1.8,235.3,108.3,3.5,4.4,10.7
39013007AAS,39,013,007AAS,199,102,12,3,5,199,101,5,5,10
39013007AAT,39,013,007AAT,243.2,120.8,7.7,3.1,4.1,249.8,116.3,4.4,5.3,1.6
39013007AAU,39,013,007AAU,173.4,50.5,4,3,2,154.6,64.4,4,7.9,5.9
39013007AAV,39,013,007AAV,165,48,3,0,1,158,46,0,6,3
39013007AAW,39,013,007AAW,471,161,8,6,3,435,180,6,5,10
39013007AAX,39,013,007AAX,264.6,115.5,1,0,4,256.4,111.6,3,6.1,4.1
39013007AAY,39,013,007AAY,256.4,94.6,5.8,0,5.8,237.8,108.2,0,12.7,3.9
39013007AAZ,39,013,007AAZ,207.7,88.4,7.2,3,3.1,184.2,96.8,6,10.3,8.1
39013007ABA,39,013,007ABA,262,112,11,3,2,254,113,3,10,4
39013007ABB,39,013,007ABB,85,38,4,0,1,75,40,1,2,2
39013007ABC,39,013,007ABC,194,63,3,0,1,167,74,0,7,6
39013007ABD,39,013,007ABD,148,61,3,4,2,141,63,0,7,3
39013007ABE,39,013,007ABE,386,122,20,4,2,353,137,10,10,5
39013007ABF,39,013,007ABF,564,112,14,1,2,528,127,3,14,11
39013007ABG,39,013,007ABG,128,32,3,0,0,114,35,1,5,6
39013007ABH,39,013,007ABH,346,195,18,3,5,300,221,3,17,5
39013007ABI,39,013,007ABI,442,238,18,4,4,417,245,10,16,6
39013007ABL,39,013,007ABL,327.6,182.7,10.9,3,2,283.9,215.4,5,9.9,6
39013007ABN,39,013,007ABN,488.6,184.9,21,2,7,457.4,204.1,7,13.1,12
39013007ABP,39,013,007ABP,274.7,114.4,6,2,1,231.6,126.5,8,5,17
39013007ABQ,39,013,007ABQ,241,132.4,11.2,5.3,4.4,218.2,141.1,9.4,10.7,7.6
39013007ABS,39,013,007ABS,190,94.6,11.8,2.7,3.6,171.8,110.9,4.6,7.3,6.4
39013007ABU,39,013,007ABU,169,90,14,1,4,174,88,4,2,4
39013007ABV,39,013,007ABV,364.2,218.7,33,9,0,358.1,220.7,13,6,15.1
39013007ABW,39,013,007ABW,318.8,173.3,13.9,4,3,292.9,173.3,8,10,12.9
39013007ABX,39,013,007ABX,143.7,53.5,2.8,0.9,2.8,120.2,75.1,0.9,6.6,0
39013007ABY,39,013,007ABY,113,66,5,1,0,93,74,2,7,4
39013007ABZ,39,013,007ABZ,288.2,111.6,13.1,1,2,256,114.5,7.1,12.1,15.1
39013007ACD,39,013,007ACD,139,53,0,0,2,118,60,3,3,4
39013007ACE,39,013,007ACE,496.6,256.6,16.2,9.3,4.5,432.8,279.3,15.5,31.8,14.9
39013007ACF,39,013,007ACF,400.7,166.9,9.7,5.8,5.8,381.3,173.7,11.6,7.8,1.9
39013007ACH,39,013,007ACH,398.7,173.3,16.5,3,5.8,359.6,198.3,5,11,13.4
39013007ACJ,39,013,007ACJ,361,111.7,10.1,2,2,362.2,107.1,5.1,4,7.1
39013007ACK,39,013,007ACK,415.7,144.5,11.2,1,1,424,119.6,6.5,4.7,10.2
39013007ACL,39,013,007ACL,298,144,8,4,3,275,157,5,13,5
39013007ACM,39,013,007ACM,470,111,11,1,4,471,100,6,13,4
39013007ACN,39,013,007ACN,490.9,164.1,7.5,3.2,2.3,485.9,158.7,7.4,8.6,10.4
39013007ACO,39,013,007ACO,526,195.9,20.6,5.1,7,534.5,172.3,8.4,13.8,20.6
39013007ACP,39,013,007ACP,277,90,10,3,1,229,120,5,15,9
39013007ACQ,39,013,007ACQ,599,131,13,3,5,549,164,4,14,10
39013007ACS,39,013,007ACS,266.8,65.7,12.1,1,1.1,259.2,68.5,1,7.9,5.1
39013007ACT,39,013,007ACT,127.2,32.3,4.9,0,1.9,133.8,29.5,0,1.1,2.9
39013007ACU,39,013,007ACU,86.7,27.2,4,1,2,81.7,33.2,1,1,3
39013007ACV,39,013,007ACV,208,75,13,0,3,192,90,2,2,10
39013007ACW,39,013,007ACW,630.3,148.8,13,3,4,601.4,169.8,3,13,11
39013007ACX,39,013,007ACX,570,239,17,5,4,555,229,14,20,13
39013007ACZ,39,013,007ACZ,339,139,16,6,5,331,142,7,3,11
39013007ADB,39,013,007ADB,647,227,23,6,8,620,248,7,11,13
39013007ADD,39,013,007ADD,205,64,6,1,2,184,68,2,9,6
39013007ADE,39,013,007ADE,281,65,10,7,0,263,75,6,10,1
39013007ADF,39,013,007ADF,308.2,101.4,12.2,4,0,271.8,126.8,7,8.1,8.1
39013007ADH,39,013,007ADH,316.8,73.6,11.8,1,2,295.2,92.2,1,6.9,6.9
39013007ADI,39,013,007ADI,402,201.5,19.5,4.9,6.8,326,246.2,12.7,17.5,22.4
39013007ADK,39,013,007ADK,358.5,100.8,11.5,0.1,2.2,295.7,136.8,7.3,11.4,10.5
39013007ADL,39,013,007ADL,42,11,1,0,0,38,10,0,9,1
39013007ADW,39,013,007ADW,82,69,0,0,0,72,69,1,4,0
39013007ADX,39,013,007ADX,277,97,18,5,7,248,118,4,13,13
39015008AAA,39,015,008AAA,262,75,10,2,2,252,84,3,10,0
39015008AAF,39,015,008AAF,626,163,15,7,3,631,129,11,24,9
39015008AAG,39,015,008AAG,257,69,4,0,1,259,55,5,4,4
39015008AAH,39,015,008AAH,371.8,82.7,5,0,6,359.8,68.8,10,9,3
39015008AAJ,39,015,008AAJ,705.6,207.1,8.1,3,2,706.7,170.9,14,10,10.1
39015008AAK,39,015,008AAK,445.8,135.6,8.9,3.9,7.9,437,123.8,3.9,13.8,8.8
39015008AAM,39,015,008AAM,348.6,76.8,10.6,2.2,6.2,349.7,66,0.5,9.9,3.6
39015008AAV,39,015,008AAV,469.4,143.3,19,4,1,487.3,111.2,9,8,5
39015008AAW,39,015,008AAW,433,98,9,2,0,413,92,10,3,9
39015008AAY,39,015,008AAY,477.8,105.6,12.8,2,2,474.9,70.1,8.9,12.8,18.8
39015008ABI,39,015,008ABI,318,122.3,18,3,2,350,92.3,4,8,5
39015008ABP,39,015,008ABP,252.9,97.5,10.6,5,6,278.1,67.8,4.3,4.9,9.7
39015008ACD,39,015,008ACD,486.6,114.8,8.4,6,3.1,482.1,92.8,7.3,18.3,8.3
39015008ACE,39,015,008ACE,458.4,117.2,9.6,1,1.9,469.9,93.2,7.7,7.7,6.7
39015008ACF,39,015,008ACF,454,103,18,6,2,450,89,8,7,6
39015008ACG,39,015,008ACG,510.7,156.7,17.9,3,5,533.3,124.9,5,5.1,9.1
39015008ACH,39,015,008ACH,634.1,194.7,22,2,3,652.1,147.8,14,15,9
39015008ACI,39,015,008ACI,467.9,162.3,18,7,2,492.9,129.2,4,11,13
39015008ACJ,39,015,008ACJ,577.1,175.7,19.4,2.9,3,562.8,149.7,6.8,20.3,12.5
39015008ACK,39,015,008ACK,318,88.8,8.8,0.3,2.5,315.7,74.4,3.6,8.7,5.7
39015008ACL,39,015,008ACL,439,133,21,1,2,442,104,13,16,11
39015008ACM,39,015,008ACM,455.1,139.8,12.9,4,0,457,117.8,3,5.1,9
39015008ACN,39,015,008ACN,431,113,9,3,2,447,72,5,11,9
39015008ACO,39,015,008ACO,423.1,174,16,7,5,449.1,145,10,15,8
39015008ACP,39,015,008ACP,466.1,159.2,17.2,5.1,1.1,499.2,117.1,4.1,7.2,10.1
39015008ACQ,39,015,008ACQ,479.8,151.1,16.7,3.7,5.5,482.6,142.1,5.6,14.9,3.9
39015008ACR,39,015,008ACR,489.3,125,7,3,3,484.3,100.2,2,15.9,7
39015008ACS,39,015,008ACS,712,160,14,3,3,712,113,27,13,11
39015008ACT,39,015,008ACT,507.6,146.3,14.1,5,3,505.9,132.1,7,9,16.9
39015008ACU,39,015,008ACU,432.4,226,17.8,3,4.9,477.9,172.4,4,13.9,7
39015008ACV,39,015,008ACV,371.4,169.9,10.6,1.9,1.9,397.4,117.6,7.6,14.2,8.5
39015008ACW,39,015,008ACW,488.1,165.5,21.4,1,2,508.9,124.2,4.7,12.1,11.3
39017009AAB,39,017,009AAB,367.4,356.6,20.1,6.1,1,409.7,286,11.1,11,11.1
39017009AAC,39,017,009AAC,388.4,185.2,20.8,0.9,2.8,471.5,116.2,10.4,1.9,3.8
39017009AAD,39,017,009AAD,215,231,12,4,2,261,174,7,8,5
39017009AAE,39,017,009AAE,176,191,13,7,1,211,157,3,4,7
39017009AAF,39,017,009AAF,160,370,34,4,1,183,322,12,8,11
39017009AAG,39,017,009AAG,278,212,14,3,1,321,165,4,4,6
39017009AAH,39,017,009AAH,147.3,244.1,9.9,6.9,3,176.9,195.7,5.9,4,5.9
39017009AAI,39,017,009AAI,220,158,26,7,2,267,126,7,4,5
39017009AAK,39,017,009AAK,241,312,29,6,2,295,257,13,7,8
39017009AAL,39,017,009AAL,387.8,169.9,13,2,2,399.7,141.9,8,5,3
39017009AAM,39,017,009AAM,365,148,21,5,1,369,126,6,9,11
39017009AAN,39,017,009AAN,295.6,221.4,13.4,2,0.1,321.2,175.2,4.2,7.4,11.1
39017009AAO,39,017,009AAO,173.3,255.1,20.2,2,5,197.2,207.3,7.1,7,13
39017009AAP,39,017,009AAP,313,179,20,5,6,341,132,16,13,7
39017009AAQ,39,017,009AAQ,335,179,23,7,4,353,159,7,11,9
39017009AAR,39,017,009AAR,192.3,303.4,23.5,7.2,2.7,241.1,250.1,10.8,8.1,7.2
39017009AAS,39,017,009AAS,120.6,172.4,20.1,4.4,0.1,150.7,147.1,4.7,7.3,3.5
39017009AAT,39,017,009AAT,306,162,24,3,2,342,123,11,6,4
39017009AAU,39,017,009AAU,283,248,27,5,0,313,199,14,12,7
39017009AAV,39,017,009AAV,326,137,22,9,3,380,103,10,7,3
39017009AAW,39,017,009AAW,302.9,157.2,20.8,4.7,0,335.1,126.9,9.5,5.7,2.8
39017009AAX,39,017,009AAX,376.1,222.8,31.2,5.3,0,418.9,186.1,6.5,7.3,9.2
39017009AAY,39,017,009AAY,296,211,19,3,1,341,165,2,7,8
39017009AAZ,39,017,009AAZ,358,204,19,10,3,418,157,6,10,5
39017009ABA,39,017,009ABA,260,164,23,8,2,297,116,13,7,3
39017009ABC,39,017,009ABC,282.1,187.7,20.6,5.9,4.9,326.3,144.5,10.8,8.8,4.9
39017009ABD,39,017,009ABD,429.9,167.2,20.1,3,3,494.2,107.9,9,8.1,5.1
39017009ABH,39,017,009ABH,450.4,231.6,20.6,2,2.9,483.8,166.8,8.8,20.6,6.9
39017009ABI,39,017,009ABI,402.1,148.1,21.6,2.8,0,433.1,114.4,4.7,6.6,7.5
39017009ABJ,39,017,009ABJ,385,303,17,8,3,420,248,8,8,12
39017009ABK,39,017,009ABK,430.7,150.9,34.2,5,6,481.1,109.4,9.1,4.1,12.1
39017009ABL,39,017,009ABL,458.3,180.1,18.8,3,2,497.9,131.6,7.9,10.9,5.9
39017009ABM,39,017,009ABM,379.7,120.6,17.9,3.8,2.7,390,101.9,10.4,4.1,6
39017009ABN,39,017,009ABN,566.3,284.7,26.9,5.9,5.9,642,219.9,6.9,8.5,10.1
39017009ABO,39,017,009ABO,396.4,133.9,21.6,4.9,2,434.5,97.8,2.9,2,5.9
39017009ABQ,39,017,009ABQ,408.1,174.2,22.8,6.9,1,440.8,139.6,7.9,4,10.9
39017009ABR,39,017,009ABR,442.5,176.3,18.9,5,3,465.2,143.6,7,5,14.8
39017009ABS,39,017,009ABS,248,156,20,3,2,277,116,6,7,8
39017009ABT,39,017,009ABT,223,182,18,6,0,244,146,11,8,4
39017009ABU,39,017,009ABU,343,158.7,18.1,7,6,339,147.9,17,9.1,10.2
39017009ABV,39,017,009ABV,296,173,34,8,0,335,129,10,6,7
39017009ABW,39,017,009ABW,333,133.1,12.1,2,1.4,355,100.7,2.8,4.3,4.3
39017009ABX,39,017,009ABX,325,173,24,4,2,346,140,12,11,7
39017009ABY,39,017,009ABY,332,192,17,8,3,339,170,10,6,10
39017009ABZ,39,017,009ABZ,327,184,22,1,4,366,142,5,7,9
39017009ACA,39,017,009ACA,392.8,178,15.1,4,0,390.9,157.7,11,10.1,8.1
39017009ACB,39,017,009ACB,392,166,18,4,1,416,130,7,8,6
39017009ACC,39,017,009ACC,240.2,144.1,12,4,2,253.2,107,6,9,10
39017009ACD,39,017,009ACD,263.8,115.9,9,1,0,264.8,96.9,6,8,3
39017009ACE,39,017,009ACE,493,257,14,2,1,556,183,3,5,9
39017009ACF,39,017,009ACF,219.4,66.1,6,1.7,0.6,222.9,51.7,2.9,4.2,3.1
39017009ACG,39,017,009ACG,507.1,210.5,19.4,3.1,0.7,508.9,174.9,12.3,10.6,11.2
39017009ACH,39,017,009ACH,825.3,335.3,24.7,4.7,0.2,898.9,240.1,4.4,10.1,13.2
39017009ACI,39,017,009ACI,266.2,142,11.9,3,2,282.1,98.3,4,7,9.9
39017009ACJ,39,017,009ACJ,462.4,226.9,14.1,2,5,518.6,157.2,6.1,9.1,9.2
39017009ACK,39,017,009ACK,275.9,166.1,6.2,2.3,0.8,285.6,137.1,4.7,3.9,7.8
39017009ACL,39,017,009ACL,383.2,137.5,17.7,2.4,1.7,396.2,103.9,7.2,8.7,11.3
39017009ACM,39,017,009ACM,288,107,9,2,2,308,74,7,4,2
39017009ACN,39,017,009ACN,43.7,270.2,8,6,0,58.6,243.4,6,4,3
39017009ACO,39,017,009ACO,42.8,372.9,6,4,4.9,55.4,334.5,4.1,10.9,5
39017009ACQ,39,017,009ACQ,461,289.3,34.2,3.9,3.9,474.7,253.1,11.7,18.6,13.7
39017009ACR,39,017,009ACR,178.1,138.9,9.6,1.9,1,179.1,115.9,6.7,4.8,6.7
39017009ACT,39,017,009ACT,179,361,13,6,2,196,315,14,8,9
39017009ACU,39,017,009ACU,400.4,194,31.8,8.1,0,421.9,140.7,15.1,8.4,15.7
39017009ACX,39,017,009ACX,223.2,160.3,11.8,5.9,3.9,220.3,135.7,10.8,9.8,7.9
39017009ACY,39,017,009ACY,272.5,135.8,14.1,3,3,281.6,106.5,6.1,7,10.1
39017009ACZ,39,017,009ACZ,289.1,397.7,11.7,7.8,2.9,341.7,315.9,14.6,12.7,8.7
39017009ADA,39,017,009ADA,241.3,173.6,8.2,3,6.1,258.3,136.2,7.2,7.2,12.1
39017009ADB,39,017,009ADB,330.9,164.8,9.3,1.9,3.7,331.9,142.6,7.4,8.4,6.5
39017009ADC,39,017,009ADC,239,147,18,6,1,253,117,8,7,9
39017009ADD,39,017,009ADD,397,179,29,2,4,413,145,9,17,11
39017009ADE,39,017,009ADE,295.3,185.5,16,2,5,328.2,143.7,7,3,3
39017009ADF,39,017,009ADF,99.9,64.4,3.2,0,3,84.2,61.9,3.1,6.1,4
39017009ADG,39,017,009ADG,359.2,130.1,16,0,1,375.3,86.1,7,4,5
39017009ADH,39,017,009ADH,234.5,122.7,10,4.5,0.9,241.8,95.4,9.1,10.9,7.3
39017009ADI,39,017,009ADI,295.1,147.6,15,2.8,0.9,308.3,117.5,7.5,4.7,15
39017009ADJ,39,017,009ADJ,305.3,166.7,23.3,4.8,1,370.2,115.3,6.8,6.8,5.8
39017009ADK,39,017,009ADK,362,175,14,3,1,391,140,3,4,9
39017009ADL,39,017,009ADL,537.9,219.4,23,6.2,2.1,571.7,159.5,17.5,8.3,13
39017009ADM,39,017,009ADM,180.7,85.2,3.6,6.1,1,174.4,73.9,4.2,2.2,9.2
39017009ADN,39,017,009ADN,313.6,204.1,21.4,8.1,0.1,344.1,156.4,11.1,14.1,11.2
39017009ADO,39,017,009ADO,306.1,132.6,14.7,3.4,2.1,314.5,104.7,12.6,6.4,7.8
39017009ADP,39,017,009ADP,141.5,216.4,7.4,4.2,4,148.6,172.6,9.3,12.4,13.4
39017009ADR,39,017,009ADR,89,369,17,4,1,122,322,7,2,10
39017009ADS,39,017,009ADS,16.9,322.4,6.6,7.5,1.9,42.2,273.7,7.5,7.5,4.7
39017009ADT,39,017,009ADT,200.2,103.8,5.3,7,0,196.3,92.4,3.1,6.1,11.1
39017009ADU,39,017,009ADU,188.6,149.6,4,2,0,187.7,113.8,6,9.9,8.9
39017009ADV,39,017,009ADV,64.4,320.6,7,7,0,74.3,288.6,8,7,7
39017009ADW,39,017,009ADW,62.1,205.6,4.4,3.5,4.1,60.8,192.3,3.5,4.5,8.3
39017009ADX,39,017,009ADX,228.7,123.2,7.6,3.2,2,237.4,88.5,3.2,6.2,9.3
39017009ADY,39,017,009ADY,360,145,12,1,0,418,88,3,4,4
39017009ADZ,39,017,009ADZ,276,156,13,6,3,298,133,9,8,3
39017009AEA,39,017,009AEA,249,176,18,8,2,281,155,7,1,7
39017009AEB,39,017,009AEB,190.1,128.9,13.7,2.7,0,208.4,105.1,5.5,3.7,5.5
39017009AEC,39,017,009AEC,356,188,18,8,0,393,146,9,3,9
39017009AED,39,017,009AED,455,243,11,6,0,516,164,9,12,8
39017009AEE,39,017,009AEE,419,174,25,1,1,442,150,5,14,7
39017009AEF,39,017,009AEF,269.2,179.4,20.3,4.8,3.9,302,142.8,4.8,4.8,12.5
39017009AEG,39,017,009AEG,300,135,10,3,1,325,99,5,3,9
39017009AEH,39,017,009AEH,291,171,22,1,2,318,140,7,6,8
39017009AEI,39,017,009AEI,389,198,17,3,1,421,156,2,4,10
39017009AEK,39,017,009AEK,261.1,219.5,14.5,4.8,5.8,284.3,180.8,7.7,7.7,13.5
39017009AEL,39,017,009AEL,292,175,14,2,5,291,153,5,10,12
39017009AEM,39,017,009AEM,305.4,182.8,17.4,2.1,3.1,324.5,150.2,5.2,9.2,12.2
39017009AEN,39,017,009AEN,178,144,11,1,0,193,131,3,2,8
39017009AEO,39,017,009AEO,247.6,161.2,11.7,2.9,1.9,252.5,141.8,6.8,7.8,7.8
39017009AEP,39,017,009AEP,398,260,21,3,5,406,215,16,12,15
39017009AEQ,39,017,009AEQ,244,284,22,3,4,270,240,7,11,14
39017009AER,39,017,009AER,327.9,207.2,19.1,4.1,3.1,336.4,181.3,7.2,9.1,12.3
39017009AET,39,017,009AET,200.1,358.3,21.1,6,0,272.4,267,12.1,4,2
39017009AEU,39,017,009AEU,112,327,19,4,0,179,262,9,3,3
39017009AEV,39,017,009AEV,227.3,543.3,33.2,3.1,1,357.9,445.5,7.1,0.1,2.1
39017009AEW,39,017,009AEW,168.4,409.5,25.9,8.3,1,221.7,333.5,24.7,7.5,7.3
39017009AEX,39,017,009AEX,144,278,17,10,1,203,215,13,10,4
39017009AEY,39,017,009AEY,147.1,273.4,19.4,1.1,1,215.4,192.6,4.3,5.1,4.1
39017009AEZ,39,017,009AEZ,155.6,217.7,17,5,0,191.7,162.7,9,4,3
39017009AFA,39,017,009AFA,149,349,26,12,0,211,270,24,7,5
39017009AFB,39,017,009AFB,290.1,465.3,28.6,11.8,5,371.9,375.8,25.3,15,7.5
39017009AFC,39,017,009AFC,206.5,365.6,19.8,1,0,287.5,286.5,4,8.9,4.9
39017009AFD,39,017,009AFD,296.1,617.8,42.4,9.9,1,422.4,449,29.6,9.9,6.9
39017009AFE,39,017,009AFE,222,271.9,25.2,7.1,0,261.7,195.4,20.2,2,3.1
39017009AFF,39,017,009AFF,193.8,353.2,17.1,7,3,261.1,307.8,11.1,6,6
39017009AFH,39,017,009AFH,112.1,23.7,2.9,0.9,0,103.5,21.8,4.8,3.8,0
39017009AFI,39,017,009AFI,636.3,172.8,28.4,2.1,3,664.9,127.5,7.3,9.3,14.1
39017009AFJ,39,017,009AFJ,596.9,144.2,21,2,0,603.8,122.4,5,7,12
39017009AFK,39,017,009AFK,601.7,141.2,31.8,3,0,594.8,130.3,6,8,16.9
39017009AFL,39,017,009AFL,227.3,72,2.8,0,0,200.8,75.8,2.8,10.4,2.8
39017009AFM,39,017,009AFM,502.7,139.5,21.5,3.7,3.7,493.4,110.5,11.2,18.7,17.8
39017009AFN,39,017,009AFN,664.4,176,26.2,5.2,4.2,662.3,149.6,4.9,8.8,19.1
39017009AFO,39,017,009AFO,194.9,47.1,9.2,0.1,0.6,199,43.1,2.1,4,3
39017009AFP,39,017,009AFP,260.2,84.1,9,5,1,238.2,87.1,10,11,3
39017009AFQ,39,017,009AFQ,327.4,176.6,22.2,1.3,1,357.2,118.5,9.6,8.3,5.6
39017009AFR,39,017,009AFR,380.3,176.2,14.3,3.2,4.8,399.3,151.6,5.6,4,4.8
39017009AFS,39,017,009AFS,198.1,219.5,14.2,1.2,2.1,235.4,169.4,5.4,10.3,3.2
39017009AFT,39,017,009AFT,571.6,290.8,25.4,4.2,3.2,643.2,219.1,5.5,3.6,6.1
39017009AFU,39,017,009AFU,501.1,173.1,17,3,1,522.1,127,11,10,8
39017009AFV,39,017,009AFV,399.5,159.8,26.3,2.9,3.9,428.7,117.9,13.6,7.8,5.8
39017009AFW,39,017,009AFW,438,169,21,2,2,473,129,5,6,5
39017009AFX,39,017,009AFX,577.4,218.4,31.6,3.6,1,624.8,170.1,7.4,9.8,9.9
39017009AFY,39,017,009AFY,591.2,248.1,24,8.6,1,620,195.4,14.3,15.3,6.7
39017009AFZ,39,017,009AFZ,542,364,18,5,4,610,272,15,10,9
39017009AGA,39,017,009AGA,109.6,42.5,2.5,0.4,0,116.2,31.9,1.6,1.2,2
39017009AGB,39,017,009AGB,280.5,67.3,9.6,1.4,1,290.8,54.1,1.7,3.4,5.5
39017009AGC,39,017,009AGC,331.8,88.7,6.6,2.1,1.4,324.2,72.6,6.1,7.5,4.8
39017009AGD,39,017,009AGD,371.9,99,13.3,1.1,0,371.9,84.1,4,3.1,7.1
39017009AGE,39,017,009AGE,497.8,139.5,5.9,7.9,4,517.5,102.9,9.9,5,7.9
39017009AGF,39,017,009AGF,535,169,19,3,3,550,131,7,13,5
39017009AGG,39,017,009AGG,47.6,16.7,2.5,0,0,47.6,13.4,0.8,3.3,2.5
39017009AGH,39,017,009AGH,453.5,147.2,15.4,0.9,4.2,469.5,112.2,8.6,4.3,7.7
39017009AGJ,39,017,009AGJ,149,75.5,5.5,1.1,0.1,147.7,56.6,2.2,6.2,4.1
39017009AGK,39,017,009AGK,214.5,106.8,8.9,5.9,1,210.6,86,4.9,12.8,8.9
39017009AGL,39,017,009AGL,514.6,350.6,27.7,7.9,4,590.7,246.9,8.9,15.8,7.9
39017009AGM,39,017,009AGM,577.4,345.4,30.3,13.1,2,656.3,272.1,11.1,9.2,15.1
39017009AGN,39,017,009AGN,858,343,40,5,3,958,226,12,17,9
39017009AGO,39,017,009AGO,504,239.6,31,3.2,2.4,575.4,171.6,7.2,9.3,7.2
39017009AGP,39,017,009AGP,446,338.9,28.5,7.2,3.2,518.7,257.1,12.6,9,11.6
39017009AGQ,39,017,009AGQ,580,263,19,3,1,629,186,5,9,14
