GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREOWRI
090034641021016,7.9,5.5,0.2,0,0
090034641021024,7.9,5.5,0.2,0,0
090034641023014,2,1.4,0,0,0
090034641012007,11.4,7.8,0.3,0.1,0
090034641022017,0,0,0,0,0
090034641013011,8.9,6.1,0.2,0.1,0
090034641023041,6,4.1,0.1,0,0
090034641023018,15.4,10.6,0.4,0.1,0
090034641022019,1,0.7,0,0,0
090034641023012,68,46.7,1.7,0.4,0
090034641022015,7.9,5.5,0.2,0,0
090034641013007,177.3,121.7,4.4,1.1,0.1
090034641012035,0,0,0,0,0
090034813002008,21.8,20.2,0.5,0.2,0
090034810001015,18.9,17.5,0.4,0.2,0
090034810002024,16.7,15.5,0.4,0.1,0
090034810002028,17,15.2,0.4,0.2,0
090034810001020,6.6,6.1,0.1,0.1,0
090034810002022,0.7,0.6,0,0,0
090034810001005,17.5,16.1,0.4,0.2,0
090034803002020,0,0,0,0,0
090034812003027,0,0,0,0,0
090034812003017,0,0,0,0,0
090034813002022,0,0,0,0,0
090034805002014,8.8,5.9,0.2,0.1,0
090034803002027,2.1,1.8,0.1,0,0
090034803002039,0,0,0,0,0
090034808002013,3.7,3.3,0.1,0,0
090034810002030,1.4,1.2,0,0,0
090034602021017,2.1,1.1,0,0,0
090034602032038,11,5.8,0.2,0.1,0
090035015002005,0,0,0,0,0
090035007001016,0,0,0,0,0
090035021002009,0,0,0,0,0
090035021002093,0,0,0,0,0
090035038001002,0.6,0,0,0,0
090035038001003,0,0,0,0,0
090035025001009,0,0,0,0,0
090035045003010,0,0,0,0,0
090035004001017,19.8,3.2,0.1,0.1,0
090035015001000,7.1,0.4,0,0,0
090035041001003,0,0,0,0,0
090035007001037,0,0,0,0,0
090035021002067,0,0,0,0,0
090035245021001,0,0,0,0,0
090035244001006,1.4,0.1,0,0,0
090035013001004,21.6,3,0,0.1,0
090035025001025,0,0,0,0,0
090035025001027,0,0,0,0,0
090035025001031,0,0,0,0,0
090035048002011,2.2,0.4,0,0,0
090035246002004,0,0,0,0,0
090035012001004,17.2,1.3,0.1,0.1,0
090035021002045,0,0,0,0,0
090034942012013,0,0,0,0,0
090034942013008,4.6,3.5,0.1,0,0
090034942013000,67.5,50.8,1,0.7,0.1
090034942013016,12,9,0.2,0.1,0
090034942013031,12.7,9.6,0.2,0.1,0
090034942013027,8.8,6.7,0.1,0.1,0
090034942013023,19.1,14.4,0.3,0.2,0
090034942021006,28.4,23.7,0.5,0.2,0
090034946002011,0,0,0,0,0
090034944002001,0,0,0,0,0
090034944001006,56.1,37,1.1,0.6,0
090034944003027,0,0,0,0,0
090034945004003,50.8,32.4,0.7,0.2,0
090034944002019,2.1,1.4,0,0,0
090034941004013,3,2,0,0,0
090034205002017,20.5,18.8,0.6,0.1,0
090034205004009,7.7,8.2,0.2,0.1,0
090034206005009,4.6,4.9,0.1,0,0
090034206005013,5,5.3,0.2,0,0
090034303021030,6.8,7.3,0.2,0.1,0
090034301002019,38,36.7,1,0.6,0
090034305002023,9.6,10.6,0.2,0.1,0
090034301002016,15.3,14.8,0.4,0.2,0
090034873002015,0,0,0,0,0
090034871001017,6.5,3.7,0.2,0.1,0
090034871001013,48.6,29.4,1.1,0.3,0
090034875003021,13.5,7.7,0.3,0.1,0
090034872021008,19,11.4,0.6,0.2,0
090034872021014,8.4,5.1,0.3,0.1,0
090034875003008,57.2,32.6,1.3,0.6,0.1
090034873001018,13,7.4,0.3,0.1,0
090034871001005,131.9,79.7,3,0.9,0
090034875001022,6.8,5.2,0.1,0.1,0
090034735011066,0,0,0,0,0
090034736013020,10.3,4.5,0.2,0.1,0
090034736013021,13.8,6.1,0.3,0.1,0
090034735013006,0,0,0,0,0
090034735022023,0,0,0,0,0
090034736013001,51.1,22.5,1.1,0.3,0
090034737003000,0,0,0,0,0
090034735022002,0,0,0,0,0
090034735022012,0,0,0,0,0
090034735011029,0.5,0.2,0,0,0
090034738001011,38,4.8,0.2,0.2,0
090034737005006,26.8,3.4,0.1,0.1,0
090034737005030,20.1,2.5,0.1,0.1,0
090034737006004,29.6,3.7,0.2,0.1,0
090034737006010,25.1,3.1,0.1,0.1,0
090034715002022,7.4,0.9,0,0,0
090034712001025,0,0,0,0,0
090034712002002,0,0,0,0,0
090034711003016,0,0,0,0,0
090034714003050,0,0,0,0,0
090034713001014,4,0.5,0,0,0
090034715002027,0,0,0,0,0
090034715001008,0,0,0,0,0
090034715002006,0,0,0,0,0
090034714002013,0,0,0,0,0
090034714003031,0,0,0,0,0
090034054012022,53.5,46.3,1.4,0.5,0.1
090034052002002,50.1,44.5,1.3,0.3,0.1
090035103001014,0.7,0.2,0,0,0
090035113002007,0,0,0,0,0
090035111002017,0,0,0,0,0
090035106004009,0,0,0,0,0
090035105001011,0,0,0,0,0
090035105001015,0,0,0,0,0
090035111002006,17.1,9.5,0.3,0.1,0
090035112002000,141.4,42.7,1.2,0.8,0.1
090035104002013,0,0,0,0,0
090035102002037,1.3,0.3,0,0,0
090035110002003,18.9,10.5,0.3,0.1,0
090035108001001,1,0.3,0,0,0
090035113001009,17,6.9,0.1,0.1,0
090035106001016,42.4,11,0.2,0.3,0
090035106002007,49.8,13,0.2,0.4,0
090035106002017,0,0,0,0,0
090035110002009,159.9,88.6,2.5,0.9,0
090035106001008,0,0,0,0,0
090035205012005,0,0,0,0,0
090035202021034,7,4.6,0.2,0,0
090035202021045,1.2,0.8,0,0,0
090035202021037,2.3,1.5,0.1,0,0
090035202022000,105.4,64.1,3,1,0
090035202012005,14,8.5,0.4,0.1,0
090035202012017,0,0,0,0,0
090035203022041,0,0,0,0,0
090035203022030,12.5,6.4,0.2,0.1,0
090035203022042,16.3,8.3,0.3,0.1,0
090035204003002,12.2,6.2,0.2,0.1,0
090035204002007,12.3,7.4,0.2,0.1,0
090035204003038,0,0,0,0,0
090035204003016,27.3,14,0.5,0.2,0
090035204003017,23.2,11.9,0.4,0.1,0
090035150001021,0,0,0,0,0
090035150003005,160.8,78.9,3.9,1.2,0.1
090035152002007,0,0,0,0,0
090035150001029,0,0,0,0,0
090035152001001,74.6,44.9,1.6,0.5,0.3
090035141023011,0,0,0,0,0
090035141021027,0.6,0.2,0,0,0
090035141021040,0,0,0,0,0
090035141021036,17.8,6.9,0.4,0.1,0
090035145004000,12.9,4.8,0.2,0.1,0
090035145003002,14.1,5.3,0.2,0.1,0
090035145003010,6.9,2.6,0.1,0,0
090035145001001,8.5,3.2,0.1,0,0
090035145003014,6.1,2.3,0.1,0,0
090035145001009,7.7,2.9,0.1,0,0
090035142002011,37.1,13.6,0.5,0.2,0
090034206005012,6.5,6.9,0.2,0.1,0
090034205003009,5.7,5.2,0.2,0,0
090034204001008,128.6,155,2.4,1.1,0
090034207002011,6.2,6.6,0.2,0.1,0
090034206004013,0,0,0,0,0
090034206004014,0,0,0,0,0
090034204002006,15.9,19.2,0.3,0.1,0
090034206001018,0,0,0,0,0
090034207002021,0.9,1,0,0,0
090034204002004,103.5,124.8,2,0.9,0
090034204001006,0,0,0,0,0
090034205001025,0,0,0,0,0
090034204002009,9.9,11.9,0.2,0.1,0
090034204002015,16.7,20.1,0.3,0.1,0
090034205001000,37.2,34.2,1.2,0.3,0
090034206004018,0,0,0,0,0
090034873001017,33.5,19.1,0.8,0.3,0.1
090034875001018,0,0,0,0,0
090034874003017,0,0,0,0,0
090034875002008,22.2,12.3,0.4,0.1,0
090034874002023,31.6,18,0.7,0.3,0.1
090034875002003,0,0,0,0,0
090034872011011,5.6,3.2,0.1,0.1,0
090034875002024,0,0,0,0,0
090034871001020,0,0,0,0,0
090034871001002,0,0,0,0,0
090034872013029,0,0,0,0,0
090034771024002,6.3,6,0.2,0,0
090034771023007,162.6,154.8,5.2,1,0.1
090034771011004,6.3,6,0.2,0,0
090034735011060,32.6,12.2,0.4,0.2,0
090034735011009,0,0,0,0,0
090034735011011,0,0,0,0,0
090034735021029,0,0,0,0,0
090034735021028,0,0,0,0,0
090034736013024,0,0,0,0,0
090034737002002,17.7,5,0.2,0.1,0
090034737004000,0,0,0,0,0
090034738002030,0,0,0,0,0
090034735011038,0,0,0,0,0
090034736013000,0,0,0,0,0
090034735021035,0,0,0,0,0
090034735011023,0,0,0,0,0
090034735011022,0,0,0,0,0
090034762002018,23.5,18.8,0.6,0.3,0
090034763001016,0,0,0,0,0
090034054012027,39.3,34,1,0.3,0.1
090034054012024,19.5,16.9,0.5,0.2,0
090034058003015,12.4,13.5,0.2,0.1,0
090034058003024,8.4,9.1,0.2,0.1,0
090034058003011,9.8,10.7,0.2,0.1,0
090034054012011,19.5,16.9,0.5,0.2,0
090034056006003,138.8,161.3,4.6,1.3,0.2
090034060021003,54.2,50.9,1.2,0.4,0.1
090034056006008,39.7,46.1,1.3,0.4,0.1
090034058004013,12.6,14.7,0.4,0.1,0
090034060012013,31.1,29.3,0.7,0.3,0.1
090034054022000,31.4,27.1,0.8,0.3,0
090035108003002,6.7,2.8,0.1,0,0
090035107002002,64.2,30.2,3.6,0.2,0
090035107001013,35.7,16.8,2,0.1,0
090035107002006,11.7,4.9,0.1,0.1,0
090035109002005,32.1,15.1,1.8,0.1,0
090035105002012,10.9,5.1,0.6,0,0
090035105002021,9,4.2,0.5,0,0
090035107001001,1.4,0.6,0.1,0,0
090035112002002,35.2,10.7,0.3,0.2,0
090035112002005,22.4,6.8,0.2,0.1,0
090035111003009,14.1,7.8,0.2,0.1,0
090035110003004,19.8,11,0.3,0.1,0
090035110002014,21.1,11.7,0.3,0.1,0
090035109004002,0,0,0,0,0
090035109002013,6.8,3.2,0.4,0,0
090035109002012,14.5,6.8,0.8,0.1,0
090035109003001,10.4,4.9,0.6,0,0
090035110002011,15.8,8.8,0.2,0.1,0
090035110001012,17.1,9.5,0.3,0.1,0
090035110001007,5.3,2.9,0.1,0,0
090035204004011,22.9,13.8,0.4,0.2,0
090035204001008,38.3,19.6,0.7,0.2,0
090035204001006,48.2,24.7,0.8,0.3,0
090035204001032,8.4,5,0.2,0.1,0
090035205011000,83.1,50,1.6,0.7,0
090035205011004,15.6,9.4,0.3,0.1,0
090035202022027,0,0,0,0,0
090035202012003,0,0,0,0,0
090035201003004,0,0,0,0,0
090035205012033,7,4.6,0.2,0,0
090035202021033,1.2,0.8,0,0,0
090035203012004,32.4,16.7,0.5,0.2,0
090035204003000,82.4,42.2,1.5,0.5,0
090035146005000,12.5,4.7,0.2,0.1,0
090035141011020,0,0,0,0,0
090035142001001,11.9,4.3,0.2,0.1,0
090035142001005,10.4,3.8,0.1,0,0
090035142001004,16.8,6.1,0.2,0.1,0
090035143003010,31.7,11.6,0.4,0.1,0
090035143004009,16.7,8.2,0.4,0.1,0
090035149002001,21.7,11.7,0.4,0.1,0
090035149002007,5.4,2,0.1,0,0
090035143005009,11.4,4.2,0.2,0,0
090035151012009,26.6,15.6,0.5,0.1,0
090035151012012,89.9,52.6,1.7,0.4,0
090035151022007,4.3,2.5,0.1,0,0
090035149001024,27.8,15,0.6,0.1,0
090035150003006,7.3,3.6,0.2,0.1,0
090035141011028,15.5,8.4,0.3,0,0
090035149003002,14.6,7.9,0.3,0,0
090035149003014,10.8,5.8,0.2,0,0
090035149001018,15.1,8.1,0.3,0,0
090035149001007,7.5,4.1,0.2,0,0
090035150001014,3.1,1.5,0.1,0,0
090035242002013,0,0,0,0,0
090035242003010,0,0,0,0,0
090034903024006,0.7,0.6,0,0,0
090035242004020,26.5,21.7,0.5,0.2,0
090035242003005,20.2,13.1,0.4,0.2,0
090034901003026,3.4,2.8,0.1,0,0
090035242001017,0,0,0,0,0
090035242002010,0,0,0,0,0
090035242002016,0,0,0,0,0
090035242004013,36.4,29.8,0.6,0.3,0
090035242004014,21,17.2,0.4,0.2,0
090035242003013,0,0,0,0,0
090035242004001,35.5,29.1,0.6,0.3,0
090035242004000,41.1,33.7,0.7,0.3,0
090035242005004,0,0,0,0,0
090035242004021,15,12.3,0.3,0.1,0
090034901002001,5.8,3.8,0.1,0.1,0
090034901002010,18.7,12.1,0.4,0.2,0
090034772003002,4.9,4.6,0.2,0,0
090034771012012,22.6,21.5,0.7,0.1,0
090034771012021,4.9,4.6,0.2,0,0
090034771021011,16,15.2,0.5,0.1,0
090034771021029,12.2,11.6,0.4,0.1,0
090034771011005,0,0,0,0,0
090034771011030,0,0,0,0,0
090034771022019,100.1,95.3,3.2,0.6,0
090034771023016,11.8,11.2,0.4,0.1,0
090034771023014,0,0,0,0,0
090034771024011,11.8,11.2,0.4,0.1,0
090034772001008,8.3,7.9,0.3,0,0
090034772001020,1.7,1.7,0.1,0,0
090034731002019,15.2,2.2,0.1,0,0
090034738001009,0,0,0,0,0
090034735011048,0,0,0,0,0
090034735012008,1.1,0.4,0,0,0
090034734002016,14.9,6.6,0.3,0.1,0
090034731002029,12.4,1.8,0.1,0,0
090034735021007,25.1,13.3,0.5,0,0
090034738002026,0,0,0,0,0
090034735021001,0,0,0,0,0
090034736013006,0,0,0,0,0
090034763002007,0,0,0,0,0
090039800001005,0,0,0,0,0
090034762001019,20,16,0.5,0.2,0
090034761003000,213.3,170.8,5.2,2.5,0.1
090034763001041,0.7,0.6,0,0,0
090034761001012,34.8,27.9,0.8,0.4,0
090034053002002,86.7,74.6,2.4,0.5,0.2
090034053003010,14.1,12.2,0.4,0.1,0
090034053002005,27.6,23.7,0.7,0.2,0.1
090034052003003,8.9,7.7,0.2,0.1,0
090034054012003,27.1,23.4,0.7,0.2,0
090034053002003,10.8,9.3,0.3,0.1,0
090034054023012,12.9,11.1,0.3,0.1,0
090034054012016,15.9,13.7,0.4,0.1,0
090034054012023,6.9,6,0.2,0.1,0
090034054011001,8.6,7.4,0.2,0.1,0
090034060011002,31.5,26.6,0.5,0.2,0.1
090034060011010,28.2,23.8,0.4,0.2,0.1
090034051001016,9.1,8.1,0.2,0.1,0
090034051001034,2.8,2.5,0.1,0,0
090034055003002,24.9,20.6,0.6,0.2,0
090034055003001,28,23.1,0.7,0.2,0
090034052004023,0.7,0.6,0,0,0
090034055001027,0,0,0,0,0
090034809001001,4.2,3.7,0.1,0,0
090034808004024,50.1,43.1,1.3,0.3,0.1
090034808004002,40.3,25.9,0.8,0.3,0
090034812003007,43.8,29.1,1.2,0.3,0.1
090034805001021,13.2,11.3,0.3,0.1,0
090034805001006,12.8,11,0.3,0.1,0
090034812003004,42.1,28,1.2,0.3,0.1
090034810002017,0.5,0.4,0,0,0
090034810002029,4.4,4,0.1,0,0
090035243004002,0,0,0,0,0
090034808001004,1.2,1,0,0,0
090034810001014,0,0,0,0,0
090034681011031,0,0,0,0,0
090034681013032,16.8,13,0.5,0.1,0
090035025001036,0,0,0,0,0
090035247003005,37.6,7.5,0,0.1,0
090035025001014,0,0,0,0,0
090035015001001,31.8,1.9,0.1,0.1,0
090035247003007,0.7,0.1,0,0,0
090035049002007,33.6,6.7,0,0.1,0
090035247001007,22.2,4.6,0.1,0.1,0
090035247002005,54.1,11.1,0.2,0.2,0
090035247001001,20.5,4.2,0.1,0.1,0
090035004001011,0,0,0,0,0
090035247003002,100.7,20,0.1,0.2,0
090035049002013,31.2,6.2,0,0.1,0
090035045002003,98.9,21,0.6,0.3,0
090034164003009,106,75.9,1.7,0.7,0
090034165005009,0,0,0,0,0
090034164001015,15.3,10.9,0.2,0.1,0
090034165004001,23,12.3,0.2,0,0
090034166002002,7.5,2.7,0.1,0,0
090034158003006,0,0,0,0,0
090034175003025,4.2,2.4,0.1,0,0
090034167004001,15.6,9,0.3,0.1,0
090034160001009,29.5,17,0.2,0.4,0
090034175002012,11.5,7.2,0.2,0.1,0
090034175003010,16.8,10.6,0.3,0.2,0
090034168001006,16.5,10.4,0.3,0.2,0
090034175002002,29.5,18.6,0.5,0.3,0
090034161003013,3.5,1.3,0,0,0
090034159001009,8.7,5,0.1,0.1,0
090034174001003,65.8,37.7,1.2,0.4,0
090034306013009,13.4,11.7,0.2,0,0
090034306022016,78.5,63.5,1.3,0.6,0
090034302032002,30.7,24.8,0.5,0.2,0
090034302032001,29.4,23.8,0.5,0.2,0
090034306013007,0.7,0.9,0,0,0
090034305001021,0,0,0,0,0
090034305001014,51.8,50,1.3,0.8,0
090034301002017,17.4,18.1,0.3,0.1,0
090034304001039,2.8,3,0.1,0,0
090034304001027,11.7,12.2,0.2,0.1,0
090034301002008,0.3,0.3,0,0,0
090034301002007,9.6,9.3,0.2,0.1,0
090034301002005,26.8,25.9,0.7,0.4,0
090034301002010,33.9,32.7,0.9,0.5,0
090034306022023,6.8,5.5,0.1,0,0
090034301002025,6.1,5.9,0.2,0.1,0
090034302033005,24.1,24.1,0.8,0.2,0
090034921003003,0,0,0,0,0
090034923002006,182.2,125.4,2.5,1.2,0.1
090034924002002,20.5,13.7,0.3,0.1,0
090034924001010,0,0,0,0,0
090034923002005,14.9,10.2,0.2,0.1,0
090034923003003,5.2,2.7,0.1,0.1,0
090034923003016,47.5,24.4,0.7,0.5,0
090034924001005,9.9,6.8,0.1,0.1,0
090034926006003,1.8,1.7,0,0,0
090034926006012,8.6,8.1,0.2,0.1,0
090034926006011,0,0,0,0,0
090034926004021,11.8,11.1,0.3,0.1,0
090034925001006,24,16.5,0.3,0.2,0
090034925001021,66,61.8,1.6,0.6,0
090034925001025,16.4,15.4,0.4,0.1,0
090034923005005,19.9,10.3,0.3,0.2,0
090034926001008,0.4,0.3,0,0,0
090034002001003,12,12.9,0.2,0.1,0
090034001003078,15.2,16.3,0.2,0.1,0
090034001003082,44.8,48.1,0.7,0.2,0
090034002001007,2,2.1,0,0,0
090034003001007,0,0,0,0,0
090034001001023,0,0,0,0,0
090034001001030,5.4,5.5,0.1,0,0
090034001003014,0,0,0,0,0
090034003005011,0,0,0,0,0
090034003006013,0,0,0,0,0
090034003006011,4,4.4,0.1,0,0
090034001003080,4,4.3,0.1,0,0
090034001002013,9,9.2,0.2,0.1,0
090034002002035,0,0,0,0,0
090034001003063,0,0,0,0,0
090034001003067,0,0,0,0,0
090034001001022,0,0,0,0,0
090034715001005,0,0,0,0,0
090034714001008,0,0,0,0,0
090034714001017,0,0,0,0,0
090035107003003,16.7,7,0.2,0.1,0
090035107004015,29.5,12.4,0.3,0.1,0
090035108001020,8.5,3.6,0.1,0,0
090035106002004,56.3,14.6,0.2,0.4,0
090035108001032,23.4,9.9,0.2,0.1,0
090035103001010,51.1,12.3,0.3,0.1,0
090035102002032,42.1,11,0.2,0.3,0
090035102002029,0,0,0,0,0
090035102002034,0,0,0,0,0
090035105001003,18.1,7.3,0.1,0.1,0
090035113002012,0,0,0,0,0
090035105001006,18.1,7.3,0.1,0.1,0
090035104004001,2.9,0.8,0,0,0
090035110002012,14.5,8,0.2,0.1,0
090035102002078,0,0,0,0,0
090035203012005,113.1,58.3,1.8,0.6,0
090035201002018,32.4,16.7,0.5,0.2,0
090035201001007,39.4,20.3,0.6,0.2,0
090035203021008,25,12.8,0.4,0.1,0
090035201002006,16.4,8.5,0.3,0.1,0
090035204003008,0,0,0,0,0
090035201001004,246.1,127,4,1.3,0
090035202012027,44.2,26.9,1.3,0.4,0
090035205011021,52,34.2,1.5,0.3,0
090035202022016,19.2,11.7,0.5,0.2,0
090035145003000,10.5,3.9,0.2,0.1,0
090035145004010,0,0,0,0,0
090035145004011,15.8,5.9,0.3,0.1,0
090035145001003,14.9,5.6,0.3,0.1,0
090035142002012,22.7,8.8,0.5,0.1,0
090035144001008,4,1.5,0.1,0,0
090035144001014,24.2,8.9,0.3,0.1,0
090035144004002,74.3,27.7,1.3,0.4,0
090035144003004,20.2,7.5,0.3,0.1,0
090035141021000,0,0,0,0,0
090035151021018,0,0,0,0,0
090035151021031,0,0,0,0,0
090035151023007,22.2,13,0.4,0.1,0
090035141021017,10.9,4,0.2,0,0
090035141024008,8.9,3.3,0.1,0,0
090035141021002,0,0,0,0,0
090035141011007,9.4,5.1,0.2,0,0
090035141011009,10.8,5.8,0.2,0,0
090035141011000,27.3,14.7,0.6,0.1,0
090035143001000,31.7,11.6,0.4,0.1,0
090035144003007,13.6,4.4,0.3,0.1,0
090034206004010,23.7,23.6,0.5,0.3,0
090034205001023,11.3,10.4,0.4,0.1,0
090034205001021,3.5,3.2,0.1,0,0
090034204002025,14,16.9,0.3,0.1,0
090034204002013,0,0,0,0,0
090034204001013,0,0,0,0,0
090034204001009,6.4,7.8,0.1,0.1,0
090034205001012,16.7,15.3,0.5,0.1,0
090034206004007,18.4,18.3,0.4,0.3,0
090034206002009,15.4,15.3,0.3,0.2,0
090034206002001,11.7,11.6,0.2,0.2,0
090034206001008,8.7,8.6,0.2,0.1,0
090034206002000,77.9,77.5,1.5,1.1,0
090034205001028,0,0,0,0,0
090034206005000,18.3,19.4,0.6,0.2,0
090034206004012,50.1,49.9,1,0.7,0
090034205004000,0,0,0,0,0
090034205003018,0.6,0.6,0,0,0
090034205003002,6,5.5,0.2,0,0
090034205004008,42.9,39.4,1.3,0.3,0
090034205004002,12.9,11.9,0.4,0.1,0
090035242002002,0,0,0,0,0
090034302031010,110.6,110.7,3.7,0.8,0
090034302011015,0.3,0.4,0,0,0
090034303021027,0,0,0,0,0
090034306012034,0,0,0,0,0
090034301002023,20.8,20,0.5,0.3,0
090034301002026,40.6,39.2,1,0.6,0
090034875002041,4,2.2,0.1,0,0
090034872021012,28,16.8,0.8,0.3,0
090034871001019,9.6,5.8,0.2,0.1,0
090034874003000,113.5,64.6,2.7,1.1,0.2
090034873001005,10.7,6.1,0.3,0.1,0
090034923003019,54.5,37.5,0.7,0.4,0
090034923001001,0,0,0,0,0
090034921001016,0,0,0,0,0
090034926006014,9.6,9,0.2,0.1,0
090034735011025,0,0,0,0,0
090034735011005,184.9,69.3,2.4,1.1,0.1
090034731004003,23.7,8.1,0.2,0.1,0
090034736011013,0,0,0,0,0
090034731001011,119.1,17.1,1,0.2,0
090034735011057,66.9,25.1,0.9,0.4,0
090034735011062,37.5,14.1,0.5,0.2,0
090034735022006,0,0,0,0,0
090034736013023,5.2,2.3,0.1,0,0
090034731002000,73.7,10.6,0.6,0.2,0
090034058001012,23.6,25.7,0.5,0.2,0
090034056007009,41.5,48.2,1.4,0.4,0.1
090034056007011,6.8,7.9,0.2,0.1,0
090034056007012,9.4,10.9,0.3,0.1,0
090034055002016,0,0,0,0,0
090034057001028,21.5,24.9,0.7,0.2,0
090034057001030,20.6,23.9,0.7,0.2,0
090034056001004,14.4,11.9,0.4,0.1,0
090034056004005,51.3,42.4,1.3,0.4,0
090034056003008,20.6,17,0.5,0.2,0
090034061002007,43.6,28.9,0.6,0.4,0
090034061002012,6,4,0.1,0.1,0
090034061003005,33.7,22.4,0.5,0.3,0
090034061004000,142.4,94.4,2.1,1.3,0.1
090034061004001,0,0,0,0,0
090034061001009,4.9,3.3,0.1,0,0
090034061002004,15.9,10.5,0.2,0.1,0
090034060021011,8.8,8.3,0.2,0.1,0
090034842001030,1.4,1.2,0,0,0
090034842002032,2.1,1.8,0,0,0
090034841001022,19.3,16,0.6,0.2,0
090034809001002,11.4,10.2,0.3,0.1,0
090034813002053,0,0,0,0,0
090034812003006,24.5,16.2,0.7,0.2,0
090034808001005,7.4,6.7,0.2,0.1,0
090034810001001,73.5,67.9,1.7,0.6,0.1
090034804002024,106.3,91.3,2.7,0.6,0.1
090034806004000,43.8,29.1,1.2,0.3,0.1
090034681011016,8.7,6.7,0.3,0.1,0
090034681015002,39.5,30.5,1.3,0.3,0
090034681011026,22.6,17.5,0.7,0.2,0
090034681021002,45.2,34.9,1.5,0.4,0
090034681015006,3.9,3,0.1,0,0
090034681015010,58.7,45.3,1.9,0.5,0
090034681013030,4.8,3.7,0.2,0,0
090034681014002,74.6,57.6,2.4,0.7,0.1
090034681011023,0,0,0,0,0
090034681021007,2.9,2.2,0.1,0,0
090034681021026,16.4,12.6,0.5,0.1,0
090034681021005,45.7,35.3,1.5,0.4,0
090034681021021,13,10,0.4,0.1,0
090035241005039,53.1,46.7,1.7,0.3,0.1
090035241005057,0,0,0,0,0
090035241001014,0,0,0,0,0
090035241005018,46.4,40.8,1.5,0.2,0.1
090035241003021,0,0,0,0,0
090035241002007,5.8,5.1,0.2,0,0
090035241002005,5.8,5.1,0.2,0,0
090035241003000,0,0,0,0,0
090035241004017,43.3,38,1.4,0.2,0.1
090035241002022,28.1,24.7,0.9,0.1,0
090035241004018,8.9,7.8,0.3,0,0
090035241005010,5.8,5.1,0.2,0,0
090034663002016,49.5,27.9,0.9,0.3,0.1
090034662012002,0,0,0,0,0
090034662012009,16.8,8.2,0.5,0.1,0
090034664001025,23.7,11.6,0.7,0.1,0
090034663001027,0,0,0,0,0
090034663001029,0,0,0,0,0
090034663002003,1.1,0.6,0,0,0
090034662021016,59.5,34.9,1.7,0.4,0
090034661022022,0,0,0,0,0
090034661022019,0,0,0,0,0
090034661021001,4.5,2.7,0.1,0,0
090034661013000,30.4,17.8,0.9,0.2,0
090034663004005,0,0,0,0,0
090034973005024,19.3,6.6,0.2,0.1,0
090034973005010,14.7,5,0.2,0.1,0
090034975003020,14.9,4.4,0.2,0.1,0
090034974001017,23.3,7.5,0.3,0.1,0
090034974001013,36.2,9.1,0.4,0.1,0
090034970004002,21.3,5.4,0.3,0.1,0
090034973004003,10.7,3.6,0.1,0.1,0
090034973002010,11.7,4,0.1,0.1,0
090034973001004,13.7,4.7,0.2,0.1,0
090034970003003,67.8,17.1,0.8,0.2,0
090034973003004,39.1,13.4,0.5,0.2,0
090034973003005,32.5,11.1,0.4,0.2,0
090034973002011,16.8,5.7,0.2,0.1,0
090034973001002,17.3,5.9,0.2,0.1,0
090034977003020,72.2,23.2,0.9,0.3,0
090034977002002,26.4,8.5,0.5,0.2,0
090034974004002,20.4,6.6,0.3,0.1,0
090034976003013,48.9,15.7,0.6,0.2,0
090034977002012,1.3,0.4,0,0,0
090034966001001,2,0.6,0,0,0
090034002002030,34.2,37.7,0.7,0.1,0
090034001002029,9.7,9.9,0.3,0.1,0
090034003006015,15.5,17.1,0.4,0.1,0
090034003002022,6.3,7,0.1,0,0
090034003002002,57.1,63,1.3,0.3,0
090034003001019,37.4,38.2,1,0.3,0
090034003004020,53.1,58.7,1.2,0.3,0
090034001001038,17.3,17.6,0.5,0.1,0
090034001001036,8.3,8.4,0.2,0.1,0
090034001003055,0.4,0.4,0,0,0
090034641022008,1,0.7,0,0,0
090034641012016,5,3.4,0.1,0,0
090034641022003,13.9,9.5,0.3,0.1,0
090034641023024,0,0,0,0,0
090034641013020,13.9,9.5,0.3,0.1,0
090034641012038,2,1.4,0,0,0
090034641012010,12.4,8.5,0.3,0.1,0
090034701002019,6,4.7,0.2,0.1,0
090034701004004,0,0,0,0,0
090034701004038,0,0,0,0,0
090034701003017,2.8,2.2,0.1,0,0
090034701001001,0.9,0.7,0,0,0
090034701001019,19.8,15.6,0.6,0.2,0
090034701001010,0,0,0,0,0
090034701004021,0,0,0,0,0
090034701004010,0,0,0,0,0
090034602032045,6.3,3.3,0.1,0,0
090034602032035,6.3,3.3,0.1,0,0
090034602043003,2.6,1.4,0,0,0
090034602022017,36.3,19,0.5,0.2,0
090034602022000,4.7,2.5,0.1,0,0
090034602021012,50,30.6,2.4,0,0
090034601001023,0,0,0,0,0
090034601001000,102.6,63.8,2.3,0.9,0
090034601001036,2.9,2.3,0,0,0
090034601001059,0,0,0,0,0
090034601002004,11,6.8,0.2,0.1,0
090034601002039,0.4,0.3,0,0,0
090034603012001,9.5,6.1,0.2,0.1,0
090034603022027,0,0,0,0,0
090034601001010,32.5,20.2,0.7,0.3,0
090035031002006,0,0,0,0,0
090033301001085,0,0,0,0,0
090033301001095,8.9,15.9,0.2,0.1,0
090033301001030,0,0,0,0,0
090033301001021,7.8,13.9,0.2,0.1,0
